unified_serial	source_kind	section	unit_id	page	locus_or_field	source_id	visible_owner	visible_surface	normalized_id	primary_layer	portable_core_value_de	local_expansion_de	component_axes	layer_rule_de	r221_revision
93	PROSE_EVENT	HERBAL	H5	f56r	F018	E093	WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB	kchal	MC077	LOCAL_CARD_WITH_COMMON_AXIS	NONE	Zielbearbeitung	AL	lokale Prosakarte, die mindestens eine gemeinsame Achse enthält	UNCHANGED
94	PROSE_EVENT	HERBAL	H5	f56r	F019	E094	WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB	sho	MC034	PROSE_COMPONENT_CARD	NONE	weitere Zutat	HO	komponierte Herbal/Bio-Karte ohne derzeit portablen Astro-Ganzwert	UNCHANGED
95	PROSE_EVENT	HERBAL	H5	f56r	F019	E095	WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB	chokchy	MC103	LOCAL_CARD_WITH_COMMON_AXIS	NONE	weiterbearbeiten	OK+Y	lokale Prosakarte, die mindestens eine gemeinsame Achse enthält	UNCHANGED
96	PROSE_EVENT	HERBAL	H5	f56r	F019	E096	WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB	kchoar	MC136	LOCAL_CARD_WITH_COMMON_AXIS	NONE	bearbeiteter Quellauszug	AR+CHEO	lokale Prosakarte, die mindestens eine gemeinsame Achse enthält	UNCHANGED
97	PROSE_EVENT	HERBAL	H5	f56r	F019	E097	WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB	sotodan	MC068	LOCAL_CARD_WITH_COMMON_AXIS	NONE	Folgeanwendung	OT	lokale Prosakarte, die mindestens eine gemeinsame Achse enthält	UNCHANGED
98	PROSE_EVENT	HERBAL	H5	f56r	F020	E098	WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB	otchey	MC171	COMMON_PORTABLE_CARD	das nächste	das nächste	OT+Y	exakte Karte mit demselben Kernwert in Herbal, Bio und Astro	UNCHANGED
99	PROSE_EVENT	HERBAL	H5	f56r	F020	E099	WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB	keol	MC104	LOCAL_CARD_WITH_COMMON_AXIS	NONE	kurz weiterbearbeiten	OL+E	lokale Prosakarte, die mindestens eine gemeinsame Achse enthält	UNCHANGED
100	PROSE_EVENT	HERBAL	H5	f56r	F020	E100	WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB	daiin	MC039	COMMON_PORTABLE_CARD	Sollwert	Sollmaß	AIIN	exakte Karte mit demselben Kernwert in Herbal, Bio und Astro	UNCHANGED
101	PROSE_EVENT	BIOLOGICAL	B1	f81v	F021	E101	gemeinsames zweireihiges Figuren-/Beckenfeld	qokedy	MC083	LOCAL_CARD_WITH_COMMON_AXIS	NONE	kurz einwirken; Schluss	OK+DY+E	lokale Prosakarte, die mindestens eine gemeinsame Achse enthält	UNCHANGED
102	PROSE_EVENT	BIOLOGICAL	B1	f81v	F022	E102	gemeinsames zweireihiges Figuren-/Beckenfeld	okaiin	MC120	LOCAL_CARD_WITH_COMMON_AXIS	NONE	bemessen	OK+AIIN	lokale Prosakarte, die mindestens eine gemeinsame Achse enthält	UNCHANGED
103	PROSE_EVENT	BIOLOGICAL	B1	f81v	F022	E103	gemeinsames zweireihiges Figuren-/Beckenfeld	kair	MC023	PROSE_COMPONENT_CARD	NONE	Beckenlauf	AIR	komponierte Herbal/Bio-Karte ohne derzeit portablen Astro-Ganzwert	UNCHANGED
104	PROSE_EVENT	BIOLOGICAL	B1	f81v	F022	E104	gemeinsames zweireihiges Figuren-/Beckenfeld	okal	MC040	COMMON_PORTABLE_CARD	dorthin einsetzen	dorthin einsetzen	OK+AL	exakte Karte mit demselben Kernwert in Herbal, Bio und Astro	UNCHANGED
105	PROSE_EVENT	BIOLOGICAL	B1	f81v	F022	E105	gemeinsames zweireihiges Figuren-/Beckenfeld	sar	MC055	COMMON_PORTABLE_CARD	davon	davon	AR	exakte Karte mit demselben Kernwert in Herbal, Bio und Astro	UNCHANGED
106	PROSE_EVENT	BIOLOGICAL	B1	f81v	F022	E106	gemeinsames zweireihiges Figuren-/Beckenfeld	ol	MC153	COMMON_PORTABLE_CARD	weiter	weiter	OL	exakte Karte mit demselben Kernwert in Herbal, Bio und Astro	UNCHANGED
107	PROSE_EVENT	BIOLOGICAL	B1	f81v	F022	E107	gemeinsames zweireihiges Figuren-/Beckenfeld	kain	MC105	PROSE_COMPONENT_CARD	NONE	Portion	AIN	komponierte Herbal/Bio-Karte ohne derzeit portablen Astro-Ganzwert	UNCHANGED
108	PROSE_EVENT	BIOLOGICAL	B1	f81v	F022	E108	gemeinsames zweireihiges Figuren-/Beckenfeld	olkain	MC097	LOCAL_CARD_WITH_COMMON_AXIS	NONE	weiterer Anteil	OL+AIN	lokale Prosakarte, die mindestens eine gemeinsame Achse enthält	UNCHANGED
109	PROSE_EVENT	BIOLOGICAL	B1	f81v	F022	E109	gemeinsames zweireihiges Figuren-/Beckenfeld	al	MC154	COMMON_PORTABLE_CARD	dorthin	dorthin	AL	exakte Karte mit demselben Kernwert in Herbal, Bio und Astro	UNCHANGED
110	PROSE_EVENT	BIOLOGICAL	B1	f81v	F022	E110	gemeinsames zweireihiges Figuren-/Beckenfeld	ol	MC153	COMMON_PORTABLE_CARD	weiter	weiter	OL	exakte Karte mit demselben Kernwert in Herbal, Bio und Astro	UNCHANGED
111	PROSE_EVENT	BIOLOGICAL	B1	f81v	F022	E111	gemeinsames zweireihiges Figuren-/Beckenfeld	rol	MC016	LOCAL_CARD_WITH_COMMON_AXIS	NONE	Anschluss	OL	lokale Prosakarte, die mindestens eine gemeinsame Achse enthält	UNCHANGED
112	PROSE_EVENT	BIOLOGICAL	B1	f81v	F022	E112	gemeinsames zweireihiges Figuren-/Beckenfeld	dl	MC012	LOCAL_WHOLE_CARD	NONE	Zusatz	NONE	gelernte lokale Prosa-Ganzkarte	UNCHANGED
113	PROSE_EVENT	BIOLOGICAL	B1	f81v	F023	E113	gemeinsames zweireihiges Figuren-/Beckenfeld	olor	MC157	COMMON_PORTABLE_CARD	derselbe Ansatz	derselbe Ansatz	OL+OR	exakte Karte mit demselben Kernwert in Herbal, Bio und Astro	UNCHANGED
114	PROSE_EVENT	BIOLOGICAL	B1	f81v	F023	E114	gemeinsames zweireihiges Figuren-/Beckenfeld	ol	MC153	COMMON_PORTABLE_CARD	weiter	weiter	OL	exakte Karte mit demselben Kernwert in Herbal, Bio und Astro	UNCHANGED
115	PROSE_EVENT	BIOLOGICAL	B1	f81v	F023	E115	gemeinsames zweireihiges Figuren-/Beckenfeld	sheckhal	MC058	LOCAL_CARD_WITH_COMMON_AXIS	NONE	Kurze Zielpassage	AL+E+CKH	lokale Prosakarte, die mindestens eine gemeinsame Achse enthält	UNCHANGED
116	PROSE_EVENT	BIOLOGICAL	B1	f81v	F023	E116	gemeinsames zweireihiges Figuren-/Beckenfeld	daiin	MC039	COMMON_PORTABLE_CARD	Sollwert	Sollmaß	AIIN	exakte Karte mit demselben Kernwert in Herbal, Bio und Astro	UNCHANGED
117	PROSE_EVENT	BIOLOGICAL	B1	f81v	F023	E117	gemeinsames zweireihiges Figuren-/Beckenfeld	qokeedal	MC096	LOCAL_CARD_WITH_COMMON_AXIS	NONE	Langer Zieleinsatz	OK+AL+EE	lokale Prosakarte, die mindestens eine gemeinsame Achse enthält	UNCHANGED
118	PROSE_EVENT	BIOLOGICAL	B1	f81v	F023	E118	gemeinsames zweireihiges Figuren-/Beckenfeld	daiin	MC039	COMMON_PORTABLE_CARD	Sollwert	Sollmaß	AIIN	exakte Karte mit demselben Kernwert in Herbal, Bio und Astro	UNCHANGED
119	PROSE_EVENT	BIOLOGICAL	B1	f81v	F023	E119	gemeinsames zweireihiges Figuren-/Beckenfeld	chckhy	MC035	LOCAL_CARD_WITH_COMMON_AXIS	NONE	durchleiten	Y+CKH	lokale Prosakarte, die mindestens eine gemeinsame Achse enthält	UNCHANGED
120	PROSE_EVENT	BIOLOGICAL	B1	f81v	F023	E120	gemeinsames zweireihiges Figuren-/Beckenfeld	schedy	MC025	LOCAL_CARD_WITH_COMMON_AXIS	NONE	überführen; Schluss	CHED~CHD	lokale Prosakarte, die mindestens eine gemeinsame Achse enthält	UNCHANGED
121	PROSE_EVENT	BIOLOGICAL	B1	f81v	F024	E121	gemeinsames zweireihiges Figuren-/Beckenfeld	qol	MC153	COMMON_PORTABLE_CARD	weiter	weiter	OL	exakte Karte mit demselben Kernwert in Herbal, Bio und Astro	UNCHANGED
122	PROSE_EVENT	BIOLOGICAL	B1	f81v	F025	E122	gemeinsames zweireihiges Figuren-/Beckenfeld	sshkchdy	MC061	LOCAL_WHOLE_CARD	NONE	Haltetransfer; Schluss	NONE	gelernte lokale Prosa-Ganzkarte	UNCHANGED
123	PROSE_EVENT	BIOLOGICAL	B1	f81v	F026	E123	gemeinsames zweireihiges Figuren-/Beckenfeld	chedy	MC074	COMMON_PORTABLE_CARD	überführen	überführen	Y+CHED~CHD	exakte Karte mit demselben Kernwert in Herbal, Bio und Astro	UNCHANGED
124	PROSE_EVENT	BIOLOGICAL	B1	f81v	F026	E124	gemeinsames zweireihiges Figuren-/Beckenfeld	ol	MC153	COMMON_PORTABLE_CARD	weiter	weiter	OL	exakte Karte mit demselben Kernwert in Herbal, Bio und Astro	UNCHANGED
125	PROSE_EVENT	BIOLOGICAL	B1	f81v	F026	E125	gemeinsames zweireihiges Figuren-/Beckenfeld	shedy	MC128	LOCAL_CARD_WITH_COMMON_AXIS	NONE	kurz absetzen; Schluss	DY+E+SHED	lokale Prosakarte, die mindestens eine gemeinsame Achse enthält	UNCHANGED
126	PROSE_EVENT	BIOLOGICAL	B1	f81v	F027	E126	gemeinsames zweireihiges Figuren-/Beckenfeld	qolchedy	MC028	LOCAL_CARD_WITH_COMMON_AXIS	NONE	weiterführen; Schluss	OL+DY+CHED~CHD	lokale Prosakarte, die mindestens eine gemeinsame Achse enthält	UNCHANGED
127	PROSE_EVENT	BIOLOGICAL	B1	f81v	F028	E127	gemeinsames zweireihiges Figuren-/Beckenfeld	qokain	MC017	PROSE_COMPONENT_CARD	NONE	Anteil zugeben	AIN	komponierte Herbal/Bio-Karte ohne derzeit portablen Astro-Ganzwert	UNCHANGED
128	PROSE_EVENT	BIOLOGICAL	B1	f81v	F028	E128	gemeinsames zweireihiges Figuren-/Beckenfeld	shckhy	MC035	LOCAL_CARD_WITH_COMMON_AXIS	NONE	durchleiten	Y+CKH	lokale Prosakarte, die mindestens eine gemeinsame Achse enthält	UNCHANGED
129	PROSE_EVENT	BIOLOGICAL	B1	f81v	F028	E129	gemeinsames zweireihiges Figuren-/Beckenfeld	dl	MC012	LOCAL_WHOLE_CARD	NONE	Zusatz	NONE	gelernte lokale Prosa-Ganzkarte	UNCHANGED
130	PROSE_EVENT	BIOLOGICAL	B1	f81v	F028	E130	gemeinsames zweireihiges Figuren-/Beckenfeld	ral	MC056	LOCAL_CARD_WITH_COMMON_AXIS	NONE	Zielmarke	AL	lokale Prosakarte, die mindestens eine gemeinsame Achse enthält	UNCHANGED
131	PROSE_EVENT	BIOLOGICAL	B1	f81v	F029	E131	gemeinsames zweireihiges Figuren-/Beckenfeld	qokchdy	MC088	LOCAL_CARD_WITH_COMMON_AXIS	NONE	einführen; Schluss	CHED~CHD	lokale Prosakarte, die mindestens eine gemeinsame Achse enthält	UNCHANGED
132	PROSE_EVENT	BIOLOGICAL	B1	f81v	F030	E132	gemeinsames zweireihiges Figuren-/Beckenfeld	chey	MC123	COMMON_PORTABLE_CARD	dies	dies	Y	exakte Karte mit demselben Kernwert in Herbal, Bio und Astro	UNCHANGED
133	PROSE_EVENT	BIOLOGICAL	B1	f81v	F030	E133	gemeinsames zweireihiges Figuren-/Beckenfeld	ol	MC153	COMMON_PORTABLE_CARD	weiter	weiter	OL	exakte Karte mit demselben Kernwert in Herbal, Bio und Astro	UNCHANGED
134	PROSE_EVENT	BIOLOGICAL	B1	f81v	F030	E134	gemeinsames zweireihiges Figuren-/Beckenfeld	cheky	MC147	LOCAL_CARD_WITH_COMMON_AXIS	NONE	kurz wärmen	Y+E+CHK	lokale Prosakarte, die mindestens eine gemeinsame Achse enthält	UNCHANGED
135	PROSE_EVENT	BIOLOGICAL	B1	f81v	F030	E135	gemeinsames zweireihiges Figuren-/Beckenfeld	ol	MC153	COMMON_PORTABLE_CARD	weiter	weiter	OL	exakte Karte mit demselben Kernwert in Herbal, Bio und Astro	UNCHANGED
136	PROSE_EVENT	BIOLOGICAL	B1	f81v	F030	E136	gemeinsames zweireihiges Figuren-/Beckenfeld	shedy	MC128	LOCAL_CARD_WITH_COMMON_AXIS	NONE	kurz absetzen; Schluss	DY+E+SHED	lokale Prosakarte, die mindestens eine gemeinsame Achse enthält	UNCHANGED
137	PROSE_EVENT	BIOLOGICAL	B1	f81v	F031	E137	gemeinsames zweireihiges Figuren-/Beckenfeld	qokedy	MC083	LOCAL_CARD_WITH_COMMON_AXIS	NONE	kurz einwirken; Schluss	OK+DY+E	lokale Prosakarte, die mindestens eine gemeinsame Achse enthält	UNCHANGED
138	PROSE_EVENT	BIOLOGICAL	B1	f81v	F032	E138	gemeinsames zweireihiges Figuren-/Beckenfeld	qokedy	MC083	LOCAL_CARD_WITH_COMMON_AXIS	NONE	kurz einwirken; Schluss	OK+DY+E	lokale Prosakarte, die mindestens eine gemeinsame Achse enthält	UNCHANGED
139	PROSE_EVENT	BIOLOGICAL	B1	f81v	F033	E139	gemeinsames zweireihiges Figuren-/Beckenfeld	chckhy	MC035	LOCAL_CARD_WITH_COMMON_AXIS	NONE	durchleiten	Y+CKH	lokale Prosakarte, die mindestens eine gemeinsame Achse enthält	UNCHANGED
140	PROSE_EVENT	BIOLOGICAL	B1	f81v	F033	E140	gemeinsames zweireihiges Figuren-/Beckenfeld	qoky	MC026	COMMON_PORTABLE_CARD	einsetzen	einsetzen	OK+Y	exakte Karte mit demselben Kernwert in Herbal, Bio und Astro	UNCHANGED
141	PROSE_EVENT	BIOLOGICAL	B1	f81v	F034	E141	gemeinsames zweireihiges Figuren-/Beckenfeld	lsho	MC130	PROSE_COMPONENT_CARD	NONE	Waschgang	LSH	komponierte Herbal/Bio-Karte ohne derzeit portablen Astro-Ganzwert	UNCHANGED
142	PROSE_EVENT	BIOLOGICAL	B1	f81v	F034	E142	gemeinsames zweireihiges Figuren-/Beckenfeld	qokey	MC007	LOCAL_CARD_WITH_COMMON_AXIS	NONE	kurz einwirken	OK+Y+E	lokale Prosakarte, die mindestens eine gemeinsame Achse enthält	UNCHANGED
143	PROSE_EVENT	BIOLOGICAL	B1	f81v	F034	E143	gemeinsames zweireihiges Figuren-/Beckenfeld	lshedy	MC038	LOCAL_CARD_WITH_COMMON_AXIS	NONE	Waschgang; Schluss	DY+LSH	lokale Prosakarte, die mindestens eine gemeinsame Achse enthält	UNCHANGED
144	PROSE_EVENT	BIOLOGICAL	B1	f81v	F035	E144	gemeinsames zweireihiges Figuren-/Beckenfeld	lshedy	MC038	LOCAL_CARD_WITH_COMMON_AXIS	NONE	Waschgang; Schluss	DY+LSH	lokale Prosakarte, die mindestens eine gemeinsame Achse enthält	UNCHANGED
145	PROSE_EVENT	BIOLOGICAL	B1	f81v	F036	E145	gemeinsames zweireihiges Figuren-/Beckenfeld	chedy	MC074	COMMON_PORTABLE_CARD	überführen	überführen	Y+CHED~CHD	exakte Karte mit demselben Kernwert in Herbal, Bio und Astro	UNCHANGED
146	PROSE_EVENT	BIOLOGICAL	B1	f81v	F036	E146	gemeinsames zweireihiges Figuren-/Beckenfeld	qolky	MC134	LOCAL_CARD_WITH_COMMON_AXIS	NONE	Weiterweg	OL	lokale Prosakarte, die mindestens eine gemeinsame Achse enthält	UNCHANGED
147	PROSE_EVENT	BIOLOGICAL	B1	f81v	F036	E147	gemeinsames zweireihiges Figuren-/Beckenfeld	lchedal	MC051	LOCAL_CARD_WITH_COMMON_AXIS	NONE	Zielabführung	AL+CHED~CHD+L	lokale Prosakarte, die mindestens eine gemeinsame Achse enthält	UNCHANGED
148	PROSE_EVENT	BIOLOGICAL	B1	f81v	F036	E148	gemeinsames zweireihiges Figuren-/Beckenfeld	qol	MC153	COMMON_PORTABLE_CARD	weiter	weiter	OL	exakte Karte mit demselben Kernwert in Herbal, Bio und Astro	UNCHANGED
149	PROSE_EVENT	BIOLOGICAL	B1	f81v	F036	E149	gemeinsames zweireihiges Figuren-/Beckenfeld	otar	MC121	LOCAL_CARD_WITH_COMMON_AXIS	NONE	Folgequelle	OT+AR	lokale Prosakarte, die mindestens eine gemeinsame Achse enthält	UNCHANGED
150	PROSE_EVENT	BIOLOGICAL	B1	f81v	F037	E150	gemeinsames zweireihiges Figuren-/Beckenfeld	ytey	MC109	LOCAL_WHOLE_CARD	NONE	Kurzteil	NONE	gelernte lokale Prosa-Ganzkarte	UNCHANGED
151	PROSE_EVENT	BIOLOGICAL	B1	f81v	F037	E151	gemeinsames zweireihiges Figuren-/Beckenfeld	okchedy	MC005	LOCAL_CARD_WITH_COMMON_AXIS	NONE	einführen; Schluss	CHED~CHD	lokale Prosakarte, die mindestens eine gemeinsame Achse enthält	UNCHANGED
152	PROSE_EVENT	BIOLOGICAL	B1	f81v	F038	E152	gemeinsames zweireihiges Figuren-/Beckenfeld	qokal	MC040	COMMON_PORTABLE_CARD	dorthin einsetzen	dorthin einsetzen	OK+AL	exakte Karte mit demselben Kernwert in Herbal, Bio und Astro	UNCHANGED
153	PROSE_EVENT	BIOLOGICAL	B1	f81v	F038	E153	gemeinsames zweireihiges Figuren-/Beckenfeld	okeey	MC002	LOCAL_CARD_WITH_COMMON_AXIS	NONE	lange einwirken	OK+Y+EE	lokale Prosakarte, die mindestens eine gemeinsame Achse enthält	UNCHANGED
154	PROSE_EVENT	BIOLOGICAL	B1	f81v	F038	E154	gemeinsames zweireihiges Figuren-/Beckenfeld	qol	MC153	COMMON_PORTABLE_CARD	weiter	weiter	OL	exakte Karte mit demselben Kernwert in Herbal, Bio und Astro	UNCHANGED
155	PROSE_EVENT	BIOLOGICAL	B1	f81v	F038	E155	gemeinsames zweireihiges Figuren-/Beckenfeld	cheedy	MC128	LOCAL_CARD_WITH_COMMON_AXIS	NONE	kurz absetzen; Schluss	DY+E+SHED	lokale Prosakarte, die mindestens eine gemeinsame Achse enthält	UNCHANGED
156	PROSE_EVENT	BIOLOGICAL	B1	f81v	F039	E156	gemeinsames zweireihiges Figuren-/Beckenfeld	sal	MC154	COMMON_PORTABLE_CARD	dorthin	dorthin	AL	exakte Karte mit demselben Kernwert in Herbal, Bio und Astro	UNCHANGED
157	PROSE_EVENT	BIOLOGICAL	B1	f81v	F039	E157	gemeinsames zweireihiges Figuren-/Beckenfeld	teol	MC106	LOCAL_CARD_WITH_COMMON_AXIS	NONE	kurz weiterführen	OL+E	lokale Prosakarte, die mindestens eine gemeinsame Achse enthält	UNCHANGED
158	PROSE_EVENT	BIOLOGICAL	B1	f81v	F039	E158	gemeinsames zweireihiges Figuren-/Beckenfeld	dchdy	MC139	LOCAL_CARD_WITH_COMMON_AXIS	NONE	Transfer; Schluss	CHED~CHD	lokale Prosakarte, die mindestens eine gemeinsame Achse enthält	UNCHANGED
159	PROSE_EVENT	BIOLOGICAL	B1	f81v	F040	E159	gemeinsames zweireihiges Figuren-/Beckenfeld	ly	MC118	LOCAL_WHOLE_CARD	NONE	Auffanggefäß	NONE	gelernte lokale Prosa-Ganzkarte	UNCHANGED
160	PROSE_EVENT	BIOLOGICAL	B1	f81v	F041	E160	gemeinsames zweireihiges Figuren-/Beckenfeld	dsheol	MC076	LOCAL_CARD_WITH_COMMON_AXIS	NONE	Kurzhalt	OL+E	lokale Prosakarte, die mindestens eine gemeinsame Achse enthält	UNCHANGED
161	PROSE_EVENT	BIOLOGICAL	B1	f81v	F041	E161	gemeinsames zweireihiges Figuren-/Beckenfeld	oiiin	MC033	PROSE_COMPONENT_CARD	NONE	Arbeitsstufe	IIN	komponierte Herbal/Bio-Karte ohne derzeit portablen Astro-Ganzwert	UNCHANGED
162	PROSE_EVENT	BIOLOGICAL	B1	f81v	F041	E162	gemeinsames zweireihiges Figuren-/Beckenfeld	olkeedy	MC045	PROSE_COMPONENT_CARD	NONE	lange sammeln; Schluss	EE+SOLK	komponierte Herbal/Bio-Karte ohne derzeit portablen Astro-Ganzwert	UNCHANGED
163	PROSE_EVENT	BIOLOGICAL	B1	f81v	F042	E163	gemeinsames zweireihiges Figuren-/Beckenfeld	tedy	MC128	LOCAL_CARD_WITH_COMMON_AXIS	NONE	kurz absetzen; Schluss	DY+E+SHED	lokale Prosakarte, die mindestens eine gemeinsame Achse enthält	UNCHANGED
164	PROSE_EVENT	BIOLOGICAL	B1	f81v	F043	E164	gemeinsames zweireihiges Figuren-/Beckenfeld	cheky	MC147	LOCAL_CARD_WITH_COMMON_AXIS	NONE	kurz wärmen	Y+E+CHK	lokale Prosakarte, die mindestens eine gemeinsame Achse enthält	UNCHANGED
165	PROSE_EVENT	BIOLOGICAL	B1	f81v	F043	E165	gemeinsames zweireihiges Figuren-/Beckenfeld	shckhedy	MC143	PROSE_COMPONENT_CARD	NONE	durchlassen; Schluss	CKHE	komponierte Herbal/Bio-Karte ohne derzeit portablen Astro-Ganzwert	UNCHANGED
166	PROSE_EVENT	BIOLOGICAL	B1	f81v	F044	E166	gemeinsames zweireihiges Figuren-/Beckenfeld	chal	MC154	COMMON_PORTABLE_CARD	dorthin	dorthin	AL	exakte Karte mit demselben Kernwert in Herbal, Bio und Astro	UNCHANGED
167	PROSE_EVENT	BIOLOGICAL	B2	f82r	F045	E167	obere Paarbecken-/Zylinderstation	dchedy	MC025	LOCAL_CARD_WITH_COMMON_AXIS	NONE	überführen; Schluss	CHED~CHD	lokale Prosakarte, die mindestens eine gemeinsame Achse enthält	UNCHANGED
168	PROSE_EVENT	BIOLOGICAL	B2	f82r	F046	E168	obere Paarbecken-/Zylinderstation	qolchedy	MC028	LOCAL_CARD_WITH_COMMON_AXIS	NONE	weiterführen; Schluss	OL+DY+CHED~CHD	lokale Prosakarte, die mindestens eine gemeinsame Achse enthält	UNCHANGED
169	PROSE_EVENT	BIOLOGICAL	B2	f82r	F047	E169	obere Paarbecken-/Zylinderstation	qokain	MC017	PROSE_COMPONENT_CARD	NONE	Anteil zugeben	AIN	komponierte Herbal/Bio-Karte ohne derzeit portablen Astro-Ganzwert	UNCHANGED
170	PROSE_EVENT	BIOLOGICAL	B2	f82r	F047	E170	obere Paarbecken-/Zylinderstation	dy	MC123	COMMON_PORTABLE_CARD	dies	dies	Y	exakte Karte mit demselben Kernwert in Herbal, Bio und Astro	UNCHANGED
171	PROSE_EVENT	BIOLOGICAL	B2	f82r	F047	E171	obere Paarbecken-/Zylinderstation	qokeedy	MC082	LOCAL_CARD_WITH_COMMON_AXIS	NONE	lange einwirken; Schluss	OK+DY+EE	lokale Prosakarte, die mindestens eine gemeinsame Achse enthält	UNCHANGED
172	PROSE_EVENT	BIOLOGICAL	B2	f82r	F048	E172	obere Paarbecken-/Zylinderstation	qokal	MC040	COMMON_PORTABLE_CARD	dorthin einsetzen	dorthin einsetzen	OK+AL	exakte Karte mit demselben Kernwert in Herbal, Bio und Astro	UNCHANGED
173	PROSE_EVENT	BIOLOGICAL	B2	f82r	F048	E173	obere Paarbecken-/Zylinderstation	lcheckhy	MC168	LOCAL_CARD_WITH_COMMON_AXIS	NONE	Abführpassage	Y+L+CKH	lokale Prosakarte, die mindestens eine gemeinsame Achse enthält	UNCHANGED
174	PROSE_EVENT	BIOLOGICAL	B2	f82r	F048	E174	obere Paarbecken-/Zylinderstation	lched	MC127	LOCAL_CARD_WITH_COMMON_AXIS	NONE	Abführung	CHED~CHD+L	lokale Prosakarte, die mindestens eine gemeinsame Achse enthält	UNCHANGED
175	PROSE_EVENT	BIOLOGICAL	B2	f82r	F049	E175	obere Paarbecken-/Zylinderstation	qokeey	MC002	LOCAL_CARD_WITH_COMMON_AXIS	NONE	lange einwirken	OK+Y+EE	lokale Prosakarte, die mindestens eine gemeinsame Achse enthält	UNCHANGED
176	PROSE_EVENT	BIOLOGICAL	B2	f82r	F049	E176	obere Paarbecken-/Zylinderstation	lcheckhedy	MC133	PROSE_COMPONENT_CARD	NONE	Trennabzug; Schluss	L+CKHE	komponierte Herbal/Bio-Karte ohne derzeit portablen Astro-Ganzwert	UNCHANGED
177	PROSE_EVENT	BIOLOGICAL	B2	f82r	F050	E177	obere Paarbecken-/Zylinderstation	qokaly	MC054	LOCAL_CARD_WITH_COMMON_AXIS	NONE	Zieleinsatz	OK+AL+Y	lokale Prosakarte, die mindestens eine gemeinsame Achse enthält	UNCHANGED
178	PROSE_EVENT	BIOLOGICAL	B2	f82r	F050	E178	obere Paarbecken-/Zylinderstation	solkaiin	MC036	LOCAL_CARD_WITH_COMMON_AXIS	NONE	Sollsammlung	AIIN+SOLK	lokale Prosakarte, die mindestens eine gemeinsame Achse enthält	UNCHANGED
179	PROSE_EVENT	BIOLOGICAL	B2	f82r	F050	E179	obere Paarbecken-/Zylinderstation	chckhy	MC035	LOCAL_CARD_WITH_COMMON_AXIS	NONE	durchleiten	Y+CKH	lokale Prosakarte, die mindestens eine gemeinsame Achse enthält	UNCHANGED
180	PROSE_EVENT	BIOLOGICAL	B2	f82r	F050	E180	obere Paarbecken-/Zylinderstation	qokaiin	MC120	LOCAL_CARD_WITH_COMMON_AXIS	NONE	bemessen	OK+AIIN	lokale Prosakarte, die mindestens eine gemeinsame Achse enthält	UNCHANGED
181	PROSE_EVENT	BIOLOGICAL	B2	f82r	F051	E181	obere Paarbecken-/Zylinderstation	qokaiin	MC120	LOCAL_CARD_WITH_COMMON_AXIS	NONE	bemessen	OK+AIIN	lokale Prosakarte, die mindestens eine gemeinsame Achse enthält	UNCHANGED
182	PROSE_EVENT	BIOLOGICAL	B2	f82r	F051	E182	obere Paarbecken-/Zylinderstation	octheol	MC112	LOCAL_CARD_WITH_COMMON_AXIS	NONE	Fortsetzung vorbereiten	OL+CTH	lokale Prosakarte, die mindestens eine gemeinsame Achse enthält	UNCHANGED
183	PROSE_EVENT	BIOLOGICAL	B2	f82r	F051	E183	obere Paarbecken-/Zylinderstation	chkeey	MC166	LOCAL_CARD_WITH_COMMON_AXIS	NONE	Langwärmen	Y+EE+CHK	lokale Prosakarte, die mindestens eine gemeinsame Achse enthält	UNCHANGED
184	PROSE_EVENT	BIOLOGICAL	B2	f82r	F051	E184	obere Paarbecken-/Zylinderstation	ldy	MC004	LOCAL_CARD_WITH_COMMON_AXIS	NONE	abziehen; Schluss	DY+L	lokale Prosakarte, die mindestens eine gemeinsame Achse enthält	UNCHANGED
185	PROSE_EVENT	BIOLOGICAL	B2	f82r	F052	E185	obere Paarbecken-/Zylinderstation	oteey	MC063	LOCAL_CARD_WITH_COMMON_AXIS	NONE	Langfolge	OT+Y+EE	lokale Prosakarte, die mindestens eine gemeinsame Achse enthält	UNCHANGED
186	PROSE_EVENT	BIOLOGICAL	B2	f82r	F052	E186	obere Paarbecken-/Zylinderstation	qokal	MC040	COMMON_PORTABLE_CARD	dorthin einsetzen	dorthin einsetzen	OK+AL	exakte Karte mit demselben Kernwert in Herbal, Bio und Astro	UNCHANGED
187	PROSE_EVENT	BIOLOGICAL	B2	f82r	F052	E187	obere Paarbecken-/Zylinderstation	sheckhy	MC132	LOCAL_CARD_WITH_COMMON_AXIS	NONE	Kurzpassage	Y+E+CKH	lokale Prosakarte, die mindestens eine gemeinsame Achse enthält	UNCHANGED
