event_id	physical_page	locus	kind	surface	component_recipe	portable_default_de	local_contextual_expansion_de	edition_source
P912-E0187	f13r	f13r.5	CURRENT_BASE	shy	Y	POSTEN	POSTEN	PASS1002
P912-E0188	f13r	f13r.5	CURRENT_BASE	tshy	T+Y	STELLEN · POSTEN	Den Anteil aus dem endständigen Blütenstand wählen.	PASS1002
P912-E0189	f13r	f13r.5	CURRENT_BASE	kchol	K+OL	GEBEN · FORTSETZEN	ZUGEBEN · FORTSETZEN	PASS1002
P912-E0190	f13r	f13r.5	CURRENT_BASE	dpchy	D_ADDR+P+Y	TEIL · EINSETZEN · POSTEN	TEIL · EINSETZEN · POSTEN	PASS1002
P912-E0191	f13r	f13r.5	CURRENT_BASE	qopchy	O+P+Y	AUSFÜHREN · EINSETZEN · POSTEN	AUSFÜHREN · EINSETZEN · POSTEN	PASS1002
P912-E0192	f13r	f13r.5	CURRENT_BASE	otchol	OT+CH+OL	DANACH · NEHMEN · FORTSETZEN	DANACH · ENTNEHMEN · FORTSETZEN	PASS1002
P912-E0193	f13r	f13r.5	CURRENT_BASE	cfholdy	CFH+OL+DY	TRENNEN · FORTSETZEN · SCHLUSS	Den ersten Ansatz weiter auspressen und den Teilgang schließen.	PASS1002
P912-E0194	f13r	f13r.6	CURRENT_BASE	tchor	T+CH+OR	STELLEN · NEHMEN · ANSATZ	STELLEN · ENTNEHMEN · ANSATZ	PASS1002
P912-E0195	f13r	f13r.6	CURRENT_BASE	dor	D_ADDR+OR	TEIL · ANSATZ	TEIL · ANSATZ	PASS1002
P912-E0196	f13r	f13r.6	CURRENT_BASE	daiin	AIIN	MASS	MASS	PASS1002
P912-E0197	f13r	f13r.6	CURRENT_BASE	qotchol	OT+CH+OL	DANACH · NEHMEN · FORTSETZEN	DANACH · ENTNEHMEN · FORTSETZEN	PASS1002
P912-E0198	f13r	f13r.6	CURRENT_BASE	okchy	OK+Y	SETZEN · POSTEN	ANSETZEN · POSTEN	PASS1002
P912-E0199	f13r	f13r.6	CURRENT_BASE	okchor	OK+CH+OR	SETZEN · NEHMEN · ANSATZ	ANSETZEN · ENTNEHMEN · ANSATZ	PASS1002
P912-E0200	f13r	f13r.6	CURRENT_BASE	oiin	O+IIN	AUSFÜHREN · STUFE	AUSFÜHREN · STUFE	PASS1002
P912-E0201	f13r	f13r.6	CURRENT_BASE	chckhy	CKH+Y	DURCHLASS · POSTEN	DURCHLASS · POSTEN	PASS1002
P912-E0202	f13r	f13r.6	CURRENT_BASE	d	D_ADDR	TEIL	TEIL	PASS1002
P912-E0203	f13r	f13r.7	CURRENT_BASE	dchy	D_ADDR+Y	TEIL · POSTEN	TEIL · POSTEN	PASS1002
P912-E0204	f13r	f13r.7	CURRENT_BASE	qoky	OK+Y	SETZEN · POSTEN	ANSETZEN · POSTEN	PASS1002
P912-E0205	f13r	f13r.7	CURRENT_BASE	chol	OL	FORTSETZEN	FORTSETZEN	PASS1002
P912-E0206	f13r	f13r.7	CURRENT_BASE	dy	Y	POSTEN	POSTEN	PASS1002
P912-E0207	f13r	f13r.7	CURRENT_BASE	qoy	O+Y	AUSFÜHREN · POSTEN	AUSFÜHREN · POSTEN	PASS1002
P912-E0208	f13r	f13r.7	CURRENT_BASE	d	D_ADDR	TEIL	TEIL	PASS1002
P912-E0209	f13r	f13r.7	CURRENT_BASE	oldy	OL+DY	FORTSETZEN · SCHLUSS	FORTSETZEN · SCHLUSS	PASS1002
P912-E0210	f13r	f13r.7	CURRENT_BASE	okchor	OK+CH+OR	SETZEN · NEHMEN · ANSATZ	ANSETZEN · ENTNEHMEN · ANSATZ	PASS1002
P912-E0211	f13r	f13r.7	CURRENT_BASE	doaiin	D_ADDR+O+AIIN	TEIL · AUSFÜHREN · MASS	TEIL · AUSFÜHREN · MASS	PASS1002
P912-E0212	f13r	f13r.8	CURRENT_BASE	shochy	HO+Y	TEILSTOFF · POSTEN	Einen Anteil aus der breiten Blattkrone nehmen.	PASS1002
P912-E0213	f13r	f13r.8	CURRENT_BASE	qokchy	OK+Y	SETZEN · POSTEN	ANSETZEN · POSTEN	PASS1002
P912-E0214	f13r	f13r.8	CURRENT_BASE	torchy	T+OR+Y	STELLEN · ANSATZ · POSTEN	STELLEN · ANSATZ · POSTEN	PASS1002
P912-E0215	f13r	f13r.8	CURRENT_BASE	k	K	GEBEN	ZUGEBEN	PASS1002
P912-E0216	f13r	f13r.8	CURRENT_BASE	s	S	AUSWÄHLEN	AUSWÄHLEN	PASS1002
P912-E0217	f13r	f13r.8	CURRENT_BASE	okchey	OK+Y	SETZEN · POSTEN	ANSETZEN · POSTEN	PASS1002
P912-E0218	f13r	f13r.8	CURRENT_BASE	daiin	AIIN	MASS	MASS	PASS1002
P912-E0219	f13r	f13r.9	CURRENT_BASE	oldy	OL+DY	FORTSETZEN · SCHLUSS	FORTSETZEN · SCHLUSS	PASS1002
P912-E0220	f13r	f13r.9	CURRENT_BASE	shey	SH+E+Y	HALTEN · KURZ · POSTEN	HALTEN · KURZ · POSTEN	PASS1002
P912-E0221	f13r	f13r.9	CURRENT_BASE	chol	OL	FORTSETZEN	FORTSETZEN	PASS1002
P912-E0222	f13r	f13r.9	CURRENT_BASE	doiin	D_ADDR+O+IIN	TEIL · AUSFÜHREN · STUFE	TEIL · AUSFÜHREN · STUFE	PASS1002
P912-E0223	f13r	f13r.9	CURRENT_BASE	ykoly	Y+K+OL+Y	POSTEN · GEBEN · FORTSETZEN · POSTEN	POSTEN · ZUGEBEN · FORTSETZEN · POSTEN	PASS1002
P912-E0224	f13r	f13r.9	CURRENT_BASE	okchal	OK+CH+AL	SETZEN · NEHMEN · ZIEL	ANSETZEN · ENTNEHMEN · ZIELSTELLE	PASS1002
P912-E0225	f13r	f13r.9	CURRENT_BASE	daldy	AL+DY	ZIEL · SCHLUSS	ZIELSTELLE · SCHLUSS	PASS1002
P912-E0226	f13r	f13r.10	CURRENT_BASE	sotchy	S+OT+Y	AUSWÄHLEN · DANACH · POSTEN	AUSWÄHLEN · DANACH · POSTEN	PASS1002
P912-E0227	f13r	f13r.10	CURRENT_BASE	kchy	K+Y	GEBEN · POSTEN	ZUGEBEN · POSTEN	PASS1002
P912-E0228	f13r	f13r.10	CURRENT_BASE	okorory	OK+OR+OR+Y	SETZEN · ANSATZ · ANSATZ · POSTEN	ANSETZEN · ANSATZ · ANSATZ · POSTEN	PASS1002
P912-E0229	f55v	f55v.1	CURRENT_BASE	kcheedchdy	K+CH+EE+D_ADDR+CHD+Y	GEBEN · NEHMEN · LÄNGER · TEIL · UMSETZEN · POSTEN	ZUGEBEN · ENTNEHMEN · LÄNGER · TEIL · UMSETZEN · POSTEN	PASS1002
P912-E0230	f55v	f55v.1	CURRENT_BASE	oedain	O+E+D_ADDR+AIN	AUSFÜHREN · KURZ · TEIL · PORTION	AUSFÜHREN · KURZ · TEIL · PORTION	PASS1002
P912-E0231	f55v	f55v.1	CURRENT_BASE	chckhy	CKH+Y	DURCHLASS · POSTEN	DURCHLASS · POSTEN	PASS1002
P912-E0232	f55v	f55v.1	CURRENT_BASE	otoldaiin	OT+OL+D_ADDR+AIIN	DANACH · FORTSETZEN · TEIL · MASS	DANACH · FORTSETZEN · TEIL · MASS	PASS1002
P912-E0233	f55v	f55v.1	CURRENT_BASE	dodyd	D_ADDR+O+DY+D_LABEL	TEIL · AUSFÜHREN · SCHLUSS · RAND	TEIL · AUSFÜHREN · SCHLUSS · RAND	PASS1002
P912-E0234	f55v	f55v.2	CURRENT_BASE	oeeed	O+EEE+D_ADDR	AUSFÜHREN · VOLL · TEIL	AUSFÜHREN · VOLL · TEIL	PASS1002
P912-E0235	f55v	f55v.2	CURRENT_BASE	yteey	Y+T+EE+Y	POSTEN · STELLEN · LÄNGER · POSTEN	POSTEN · STELLEN · LÄNGER · POSTEN	PASS1002
P912-E0236	f55v	f55v.2	CURRENT_BASE	okeedy	OK+EE+DY	SETZEN · LÄNGER · SCHLUSS	ANSETZEN · LÄNGER · SCHLUSS	PASS1002
P912-E0237	f55v	f55v.2	CURRENT_BASE	qoaiin	CARRIER_Q+O+AIIN	BEGINN · AUSFÜHREN · MASS	BEGINNEN · AUSFÜHREN · MASS	PASS1002
P912-E0238	f55v	f55v.2	CURRENT_BASE	okeody	OK+E+O+D_ADDR+Y	SETZEN · KURZ · AUSFÜHREN · TEIL · POSTEN	ANSETZEN · KURZ · AUSFÜHREN · TEIL · POSTEN	PASS1002
P912-E0239	f55v	f55v.2	CURRENT_BASE	ykeesan	Y+K+EE+S+AN	POSTEN · GEBEN · LÄNGER · AUSWÄHLEN · ZUSATZ	POSTEN · ZUGEBEN · LÄNGER · AUSWÄHLEN · ZUSATZ	PASS1002
P912-E0240	f55v	f55v.3	CURRENT_BASE	qokeeey	OK+EEE+Y	SETZEN · VOLL · POSTEN	ANSETZEN · VOLL · POSTEN	PASS1002
P912-E0241	f55v	f55v.3	CURRENT_BASE	os	OS	DAZU	DAZU	PASS1002
P912-E0242	f55v	f55v.3	CURRENT_BASE	ain	AIN	PORTION	PORTION	PASS1002
P912-E0243	f55v	f55v.3	CURRENT_BASE	qool	CARRIER_Q+O+OL	BEGINN · AUSFÜHREN · FORTSETZEN	BEGINNEN · AUSFÜHREN · FORTSETZEN	PASS1002
P912-E0244	f55v	f55v.3	CURRENT_BASE	al	AL	ZIEL	ZIELSTELLE	PASS1002
P912-E0245	f55v	f55v.3	CURRENT_BASE	chedy	CHD+Y	UMSETZEN · POSTEN	UMSETZEN · POSTEN	PASS1002
P912-E0246	f55v	f55v.3	CURRENT_BASE	sar	S+AR	AUSWÄHLEN · QUELLE	AUSWÄHLEN · VORRAT	PASS1002
P912-E0247	f55v	f55v.3	CURRENT_BASE	aiin	AIIN	MASS	MASS	PASS1002
P912-E0248	f55v	f55v.3	CURRENT_BASE	ol	OL	FORTSETZEN	FORTSETZEN	PASS1002
P912-E0249	f55v	f55v.3	CURRENT_BASE	kar	K+AR	GEBEN · QUELLE	ZUGEBEN · VORRAT	PASS1002
P912-E0250	f55v	f55v.3	CURRENT_BASE	am	AM_ADDR	INNEN	INNEN	PASS1002
P912-E0251	f55v	f55v.4	CURRENT_BASE	okar	OK+AR	SETZEN · QUELLE	ANSETZEN · VORRAT	PASS1002
P912-E0252	f55v	f55v.4	CURRENT_BASE	chckhdy	CH+CKH+D_ADDR+Y	NEHMEN · DURCHLASS · TEIL · POSTEN	ENTNEHMEN · DURCHLASS · TEIL · POSTEN	PASS1002
P912-E0253	f55v	f55v.4	CURRENT_BASE	cheody	CHEO+Y	AUSZUG · POSTEN	AUSZUG · POSTEN	PASS1002
P912-E0254	f55v	f55v.4	CURRENT_BASE	keeyfar	K+EE+Y+LOCAL_CHAR_F+AR	GEBEN · LÄNGER · POSTEN · NEBENWEG · QUELLE	ZUGEBEN · LÄNGER · POSTEN · NEBENWEG · VORRAT	PASS1002
P912-E0255	f55v	f55v.4	CURRENT_BASE	al	AL	ZIEL	ZIELSTELLE	PASS1002
P912-E0256	f55v	f55v.4	CURRENT_BASE	ochedy	O+CHD+Y	AUSFÜHREN · UMSETZEN · POSTEN	AUSFÜHREN · UMSETZEN · POSTEN	PASS1002
P912-E0257	f55v	f55v.4	CURRENT_BASE	qokain	OK+AIN	SETZEN · PORTION	ANSETZEN · PORTION	PASS1002
P912-E0258	f55v	f55v.4	CURRENT_BASE	ody	O+DY	AUSFÜHREN · SCHLUSS	kühlen	PASS1002
P912-E0259	f55v	f55v.5	CURRENT_BASE	qokaiin	OK+AIIN	SETZEN · MASS	ANSETZEN · MASS	PASS1002
P912-E0260	f55v	f55v.5	CURRENT_BASE	chaiin	CH+AIIN	NEHMEN · MASS	ENTNEHMEN · MASS	PASS1002
P912-E0261	f55v	f55v.5	CURRENT_BASE	ykain	Y+K+AIN	POSTEN · GEBEN · PORTION	POSTEN · ZUGEBEN · PORTION	PASS1002
P912-E0262	f55v	f55v.5	CURRENT_BASE	ykan	Y+K+AN	POSTEN · GEBEN · ZUSATZ	POSTEN · ZUGEBEN · ZUSATZ	PASS1002
P912-E0263	f55v	f55v.5	CURRENT_BASE	ody	O+DY	AUSFÜHREN · SCHLUSS	kühlen	PASS1002
P912-E0264	f55v	f55v.5	CURRENT_BASE	daiin	AIIN	MASS	MASS	PASS1002
P912-E0265	f55v	f55v.5	CURRENT_BASE	chedy	CHD+Y	UMSETZEN · POSTEN	UMSETZEN · POSTEN	PASS1002
P912-E0266	f55v	f55v.5	CURRENT_BASE	talam	T+AL+AM_ADDR	STELLEN · ZIEL · INNEN	verwahren	PASS1002
P912-E0267	f55v	f55v.6	CURRENT_BASE	ykaiin	Y+K+AIIN	POSTEN · GEBEN · MASS	POSTEN · ZUGEBEN · MASS	PASS1002
P912-E0268	f55v	f55v.6	CURRENT_BASE	daiin	AIIN	MASS	MASS	PASS1002
P912-E0269	f55v	f55v.6	CURRENT_BASE	ykair	Y+K+AIR	POSTEN · GEBEN · LAUF	POSTEN · ZUGEBEN · FLÜSSIGKEITSLAUF	PASS1002
P912-E0270	f55v	f55v.6	CURRENT_BASE	cheky	CHK+E+Y	BEHANDELN · KURZ · POSTEN	BEHANDELN · KURZ · POSTEN	PASS1002
P912-E0271	f55v	f55v.6	CURRENT_BASE	daiiny	D_ADDR+AIIN+Y	TEIL · MASS · POSTEN	TEIL · MASS · POSTEN	PASS1002
P912-E0272	f55v	f55v.7	CURRENT_BASE	okchd	OK+CHD	SETZEN · UMSETZEN	ANSETZEN · UMSETZEN	PASS1002
P912-E0273	f55v	f55v.7	CURRENT_BASE	ykain	Y+K+AIN	POSTEN · GEBEN · PORTION	POSTEN · ZUGEBEN · PORTION	PASS1002
P912-E0274	f55v	f55v.7	CURRENT_BASE	sheokey	SH+E+OK+E+Y	HALTEN · KURZ · SETZEN · KURZ · POSTEN	HALTEN · KURZ · ANSETZEN · KURZ · POSTEN	PASS1002
P912-E0275	f55v	f55v.7	CURRENT_BASE	or	OR	ANSATZ	ANSATZ	PASS1002
P912-E0276	f55v	f55v.7	CURRENT_BASE	ain	AIN	PORTION	PORTION	PASS1002
P912-E0277	f55v	f55v.7	CURRENT_BASE	ch	CH	NEHMEN	ENTNEHMEN	PASS1002
P912-E0278	f55v	f55v.7	CURRENT_BASE	kchdy	K+CHD+Y	GEBEN · UMSETZEN · POSTEN	ZUGEBEN · UMSETZEN · POSTEN	PASS1002
P912-E0279	f55v	f55v.7	CURRENT_BASE	pchal	P+CH+AL	EINSETZEN · NEHMEN · ZIEL	EINSETZEN · ENTNEHMEN · ZIELSTELLE	PASS1002
P912-E0280	f55v	f55v.7	CURRENT_BASE	ar	AR	QUELLE	VORRAT	PASS1002
P912-E0281	f55v	f55v.7	CURRENT_BASE	aldy	AL+D_ADDR+Y	ZIEL · TEIL · POSTEN	ZIELSTELLE · TEIL · POSTEN	PASS1002
P912-E0282	f55v	f55v.7	CURRENT_BASE	dary	DA+R+Y	ZWEIT · MERKEN · POSTEN	ZWEIT · MERKEN · POSTEN	PASS1002
P912-E0283	f55v	f55v.8	CURRENT_BASE	tar	T+AR	STELLEN · QUELLE	STELLEN · VORRAT	PASS1002
P912-E0284	f55v	f55v.8	CURRENT_BASE	chedy	CHD+Y	UMSETZEN · POSTEN	UMSETZEN · POSTEN	PASS1002
P912-E0285	f55v	f55v.8	CURRENT_BASE	qokaiin	OK+AIIN	SETZEN · MASS	ANSETZEN · MASS	PASS1002
P912-E0286	f55v	f55v.8	CURRENT_BASE	okar	OK+AR	SETZEN · QUELLE	ANSETZEN · VORRAT	PASS1002
P912-E0287	f55v	f55v.8	CURRENT_BASE	qol	OL	FORTSETZEN	FORTSETZEN	PASS1002
P912-E0288	f55v	f55v.8	CURRENT_BASE	otar	OT+AR	DANACH · QUELLE	DANACH · VORRAT	PASS1002
P912-E0289	f55v	f55v.8	CURRENT_BASE	cho	HO	TEILSTOFF	TEILSTOFF	PASS1002
P912-E0290	f55v	f55v.8	CURRENT_BASE	ar	AR	QUELLE	VORRAT	PASS1002
P912-E0291	f55v	f55v.8	CURRENT_BASE	talody	T+AL+O+D_ADDR+Y	STELLEN · ZIEL · AUSFÜHREN · TEIL · POSTEN	STELLEN · ZIELSTELLE · AUSFÜHREN · TEIL · POSTEN	PASS1002
P912-E0292	f55v	f55v.8	CURRENT_BASE	okar	OK+AR	SETZEN · QUELLE	ANSETZEN · VORRAT	PASS1002
P912-E0293	f55v	f55v.8	CURRENT_BASE	y	Y	POSTEN	POSTEN	PASS1002
P912-E0294	f55v	f55v.9	CURRENT_BASE	ykaky	Y+K+A_ADDR+K+Y	POSTEN · GEBEN · ORT · GEBEN · POSTEN	POSTEN · ZUGEBEN · ORT · ZUGEBEN · POSTEN	PASS1002
P912-E0295	f55v	f55v.9	CURRENT_BASE	qokchy	OK+Y	SETZEN · POSTEN	ANSETZEN · POSTEN	PASS1002
P912-E0296	f55v	f55v.9	CURRENT_BASE	okal	OK+AL	SETZEN · ZIEL	ANSETZEN · ZIELSTELLE	PASS1002
P912-E0297	f55v	f55v.9	CURRENT_BASE	chey	Y	POSTEN	POSTEN	PASS1002
P912-E0298	f55v	f55v.9	CURRENT_BASE	or	OR	ANSATZ	ANSATZ	PASS1002
P912-E0299	f55v	f55v.9	CURRENT_BASE	or	OR	ANSATZ	ANSATZ	PASS1002
P912-E0300	f55v	f55v.9	CURRENT_BASE	aiin	AIIN	MASS	MASS	PASS1002
P912-E0301	f55v	f55v.9	CURRENT_BASE	okaiin	OK+AIIN	SETZEN · MASS	ANSETZEN · MASS	PASS1002
P912-E0302	f55v	f55v.9	CURRENT_BASE	ykain	Y+K+AIN	POSTEN · GEBEN · PORTION	POSTEN · ZUGEBEN · PORTION	PASS1002
P912-E0303	f55v	f55v.9	CURRENT_BASE	otaky	OT+A_ADDR+K+Y	DANACH · ORT · GEBEN · POSTEN	DANACH · ORT · ZUGEBEN · POSTEN	PASS1002
P912-E0304	f55v	f55v.10	CURRENT_BASE	oaiin	O+AIIN	AUSFÜHREN · MASS	AUSFÜHREN · MASS	PASS1002
P912-E0305	f55v	f55v.10	CURRENT_BASE	ol	OL	FORTSETZEN	FORTSETZEN	PASS1002
P912-E0306	f55v	f55v.10	CURRENT_BASE	s	S	AUSWÄHLEN	AUSWÄHLEN	PASS1002
P912-E0307	f55v	f55v.10	CURRENT_BASE	aiin	AIIN	MASS	MASS	PASS1002
P912-E0308	f55v	f55v.10	CURRENT_BASE	okaiin	OK+AIIN	SETZEN · MASS	ANSETZEN · MASS	PASS1002
P912-E0309	f55v	f55v.10	CURRENT_BASE	oky	OK+Y	SETZEN · POSTEN	ANSETZEN · POSTEN	PASS1002
P912-E0310	f55v	f55v.10	CURRENT_BASE	ytaiin	Y+T+AIIN	POSTEN · STELLEN · MASS	POSTEN · STELLEN · MASS	PASS1002
P912-E0311	f55v	f55v.10	CURRENT_BASE	otar	OT+AR	DANACH · QUELLE	DANACH · VORRAT	PASS1002
P912-E0312	f55v	f55v.10	CURRENT_BASE	y	Y	POSTEN	POSTEN	PASS1002
P912-E0313	f55v	f55v.10	CURRENT_BASE	kal	K+AL	GEBEN · ZIEL	ZUGEBEN · ZIELSTELLE	PASS1002
P912-E0314	f55v	f55v.10	CURRENT_BASE	ykar	Y+K+AR	POSTEN · GEBEN · QUELLE	POSTEN · ZUGEBEN · VORRAT	PASS1002
P912-E0315	f55v	f55v.10	CURRENT_BASE	ol	OL	FORTSETZEN	FORTSETZEN	PASS1002
P912-E0316	f55v	f55v.11	CURRENT_BASE	ykaiin	Y+K+AIIN	POSTEN · GEBEN · MASS	POSTEN · ZUGEBEN · MASS	PASS1002
P912-E0317	f55v	f55v.11	CURRENT_BASE	cheoar	CH+E+O+AR	NEHMEN · KURZ · AUSFÜHREN · QUELLE	ENTNEHMEN · KURZ · AUSFÜHREN · VORRAT	PASS1002
P912-E0318	f55v	f55v.11	CURRENT_BASE	cheeky	CHK+EE+Y	BEHANDELN · LÄNGER · POSTEN	BEHANDELN · LÄNGER · POSTEN	PASS1002
P912-E0319	f55v	f55v.11	CURRENT_BASE	oldy	OL+DY	FORTSETZEN · SCHLUSS	FORTSETZEN · SCHLUSS	PASS1002
P912-E0320	f55v	f55v.11	CURRENT_BASE	aiin	AIIN	MASS	MASS	PASS1002
P912-E0321	f55v	f55v.11	CURRENT_BASE	okal	OK+AL	SETZEN · ZIEL	ANSETZEN · ZIELSTELLE	PASS1002
P912-E0322	f55v	f55v.11	CURRENT_BASE	oltchy	OL+T+Y	FORTSETZEN · STELLEN · POSTEN	anwärmen	PASS1002
P912-E0323	f55v	f55v.11	CURRENT_BASE	or	OR	ANSATZ	ANSATZ	PASS1002
P912-E0324	f55v	f55v.11	CURRENT_BASE	y	Y	POSTEN	POSTEN	PASS1002
P912-E0325	f55v	f55v.11	CURRENT_BASE	orain	OR+AIN	ANSATZ · PORTION	ANSATZ · PORTION	PASS1002
P912-E0326	f55v	f55v.12	CURRENT_BASE	daiin	AIIN	MASS	MASS	PASS1002
P912-E0327	f55v	f55v.12	CURRENT_BASE	ar	AR	QUELLE	VORRAT	PASS1002
P912-E0328	f55v	f55v.12	CURRENT_BASE	cheky	CHK+E+Y	BEHANDELN · KURZ · POSTEN	BEHANDELN · KURZ · POSTEN	PASS1002
P912-E0329	f55v	f55v.12	CURRENT_BASE	olkeechy	OL+K+EE+CH+Y	FORTSETZEN · GEBEN · LÄNGER · NEHMEN · POSTEN	FORTSETZEN · ZUGEBEN · LÄNGER · ENTNEHMEN · POSTEN	PASS1002
P912-E0330	f55v	f55v.12	CURRENT_BASE	sl	S+L	AUSWÄHLEN · LEITEN	AUSWÄHLEN · LEITEN	PASS1002
P912-E0331	f55v	f55v.12	CURRENT_BASE	ar	AR	QUELLE	VORRAT	PASS1002
P912-E0332	f55v	f55v.12	CURRENT_BASE	aiin	AIIN	MASS	MASS	PASS1002
P912-E0333	f55v	f55v.12	CURRENT_BASE	daiin	AIIN	MASS	MASS	PASS1002
P912-E0334	f55v	f55v.12	CURRENT_BASE	otam	OT+AM_ADDR	DANACH · INNEN	DANACH · INNEN	PASS1002
P912-E0335	f56r	f56r.1	CURRENT_BASE	o	O	AUSFÜHREN	AUSFÜHREN	PASS1002
P912-E0336	f56r	f56r.1	CURRENT_BASE	chal	CH+AL	NEHMEN · ZIEL	ENTNEHMEN · ZIELSTELLE	PASS1002
P912-E0337	f56r	f56r.1	CURRENT_BASE	chchs	CH+CH+S	NEHMEN · NEHMEN · AUSWÄHLEN	ENTNEHMEN · ENTNEHMEN · AUSWÄHLEN	PASS1002
P912-E0338	f56r	f56r.1	CURRENT_BASE	y	Y	POSTEN	POSTEN	PASS1002
P912-E0339	f56r	f56r.1	CURRENT_BASE	oty	OT+Y	DANACH · POSTEN	DANACH · POSTEN	PASS1002
P912-E0340	f56r	f56r.1	CURRENT_BASE	esedy	E+S+E+DY	KURZ · AUSWÄHLEN · KURZ · SCHLUSS	KURZ · AUSWÄHLEN · KURZ · SCHLUSS	PASS1002
P912-E0341	f56r	f56r.1	CURRENT_BASE	chy	Y	POSTEN	POSTEN	PASS1002
P912-E0342	f56r	f56r.1	CURRENT_BASE	ychocphy	Y+CH+O+CPH+Y	POSTEN · NEHMEN · AUSFÜHREN · UMLEITEN · POSTEN	POSTEN · ENTNEHMEN · AUSFÜHREN · UMLEITEN · POSTEN	PASS1002
P912-E0343	f56r	f56r.1	CURRENT_BASE	chorchy	CH+OR+CH+Y	NEHMEN · ANSATZ · NEHMEN · POSTEN	ENTNEHMEN · ANSATZ · ENTNEHMEN · POSTEN	PASS1002
P912-E0344	f56r	f56r.1	CURRENT_BASE	chy	Y	POSTEN	POSTEN	PASS1002
P912-E0345	f56r	f56r.2	CURRENT_BASE	chokchey	OK+CH+E+Y	SETZEN · NEHMEN · KURZ · POSTEN	ANSETZEN · ENTNEHMEN · KURZ · POSTEN	PASS1002
P912-E0346	f56r	f56r.2	CURRENT_BASE	chol	OL	FORTSETZEN	FORTSETZEN	PASS1002
P912-E0347	f56r	f56r.2	CURRENT_BASE	choly	OL+Y	FORTSETZEN · POSTEN	FORTSETZEN · POSTEN	PASS1002
P912-E0348	f56r	f56r.2	CURRENT_BASE	korchy	K+OR+CH+Y	GEBEN · ANSATZ · NEHMEN · POSTEN	ZUGEBEN · ANSATZ · ENTNEHMEN · POSTEN	PASS1002
P912-E0349	f56r	f56r.2	CURRENT_BASE	chykey	CH+Y+K+E+Y	NEHMEN · POSTEN · GEBEN · KURZ · POSTEN	ENTNEHMEN · POSTEN · ZUGEBEN · KURZ · POSTEN	PASS1002
P912-E0350	f56r	f56r.2	CURRENT_BASE	choty	CH+OT+Y	NEHMEN · DANACH · POSTEN	ENTNEHMEN · DANACH · POSTEN	PASS1002
P912-E0351	f56r	f56r.2	CURRENT_BASE	shokaiin	SH+OK+AIIN	HALTEN · SETZEN · MASS	HALTEN · ANSETZEN · MASS	PASS1002
P912-E0352	f56r	f56r.3	CURRENT_BASE	olchey	OL+Y	FORTSETZEN · POSTEN	FORTSETZEN · POSTEN	PASS1002
P912-E0353	f56r	f56r.3	CURRENT_BASE	chokchol	OK+OL	SETZEN · FORTSETZEN	ANSETZEN · FORTSETZEN	PASS1002
P912-E0354	f56r	f56r.3	CURRENT_BASE	chey	Y	POSTEN	POSTEN	PASS1002
P912-E0355	f56r	f56r.3	CURRENT_BASE	keey	K+EE+Y	GEBEN · LÄNGER · POSTEN	ZUGEBEN · LÄNGER · POSTEN	PASS1002
P912-E0356	f56r	f56r.3	CURRENT_BASE	qokeey	OK+EE+Y	SETZEN · LÄNGER · POSTEN	ANSETZEN · LÄNGER · POSTEN	PASS1002
P912-E0357	f56r	f56r.3	CURRENT_BASE	chokeey	OK+EE+Y	SETZEN · LÄNGER · POSTEN	ANSETZEN · LÄNGER · POSTEN	PASS1002
P912-E0358	f56r	f56r.3	CURRENT_BASE	choksy	OK+S+Y	SETZEN · AUSWÄHLEN · POSTEN	ANSETZEN · AUSWÄHLEN · POSTEN	PASS1002
P912-E0359	f56r	f56r.4	CURRENT_BASE	qot	OT	DANACH	DANACH	PASS1002
P912-E0360	f56r	f56r.4	CURRENT_BASE	chor	CH+OR	NEHMEN · ANSATZ	ENTNEHMEN · ANSATZ	PASS1002
P912-E0361	f56r	f56r.4	CURRENT_BASE	chor	CH+OR	NEHMEN · ANSATZ	ENTNEHMEN · ANSATZ	PASS1002
P912-E0362	f56r	f56r.4	CURRENT_BASE	chokor	OK+OR	SETZEN · ANSATZ	ANSETZEN · ANSATZ	PASS1002
P912-E0363	f56r	f56r.4	CURRENT_BASE	chkor	CHK+OR	BEHANDELN · ANSATZ	BEHANDELN · ANSATZ	PASS1002
P912-E0364	f56r	f56r.4	CURRENT_BASE	chy	Y	POSTEN	POSTEN	PASS1002
P912-E0365	f56r	f56r.4	CURRENT_BASE	okar	OK+AR	SETZEN · QUELLE	ANSETZEN · VORRAT	PASS1002
P912-E0366	f56r	f56r.4	CURRENT_BASE	chdy	CHD+Y	UMSETZEN · POSTEN	UMSETZEN · POSTEN	PASS1002
P912-E0367	f56r	f56r.5	CURRENT_BASE	chochor	HO+CH+OR	TEILSTOFF · NEHMEN · ANSATZ	TEILSTOFF · ENTNEHMEN · ANSATZ	PASS1002
P912-E0368	f56r	f56r.5	CURRENT_BASE	cho	HO	TEILSTOFF	TEILSTOFF	PASS1002
P912-E0369	f56r	f56r.5	CURRENT_BASE	chodaly	HO+AL+Y	TEILSTOFF · ZIEL · POSTEN	TEILSTOFF · ZIELSTELLE · POSTEN	PASS1002
P912-E0370	f56r	f56r.5	CURRENT_BASE	daiin	AIIN	MASS	MASS	PASS1002
