dictionary_entry_id	surfaces	component_recipe	atomic_pocket_sequence_de	observed_channel	observed_channel_reading_de	events	pages
P912-D0912	qoaiin	CARRIER_Q+O+AIIN	EINTRITT + GANG + SOLLWERT	WORKSHOP_PROSE	neuen Kartenblock beginnen; Arbeitsgang ausführen; Sollmaß	1	f55v
P912-D0634	okeody	OK+E+O+D_ADDR+Y	START + KURZ + GANG + UNTER + DIES	WORKSHOP_PROSE	Arbeitsgang ansetzen; kurz oder direkt; Arbeitsgang ausführen; bezeichneter Teil; dieser Arbeitsgegenstand	1	f55v
P912-D1326	ykeesan	Y+K+EE+S+AN	DIES + ZUORDNUNG + LANG + WAHL + ZUSATZ	WORKSHOP_PROSE	dieser Arbeitsgegenstand; Material zugeben; länger oder gehalten; Arbeitsvariante auswählen; weiteren Posten zugeben	1	f55v
P912-D0959	qokeeey	OK+EEE+Y	START + VOLL + DIES	WORKSHOP_PROSE	Arbeitsgang ansetzen; vollständig; dieser Arbeitsgegenstand	1	f55v
P912-D0009	ain	AIN	EINHEIT	WORKSHOP_PROSE	Portion	2	f55v
P912-D0994	qool	CARRIER_Q+O+OL	EINTRITT + GANG + WEITER	WORKSHOP_PROSE	neuen Kartenblock beginnen; Arbeitsgang ausführen; im selben Arbeitsgang fortfahren	1	f55v
P912-D0017	al	AL	ZIEL	WORKSHOP_PROSE	Ziel- oder Anschlussstelle	2	f55v
P912-D0108	chedy	CHD+Y	WECHSEL + DIES	WORKSHOP_PROSE	Arbeitsgut umsetzen; dieser Arbeitsgegenstand	3	f55v
P912-D1092	sar	S+AR	WAHL + QUELLE	WORKSHOP_PROSE	Arbeitsvariante auswählen; Entnahmestelle	1	f55v
P912-D0674	ol	OL	WEITER	WORKSHOP_PROSE	im selben Arbeitsgang fortfahren	3	f55v
P912-D0418	kar	K+AR	ZUORDNUNG + QUELLE	WORKSHOP_PROSE	Material zugeben; Entnahmestelle	1	f55v
P912-D0586	okar	OK+AR	START + QUELLE	WORKSHOP_PROSE	Arbeitsgang ansetzen; Entnahmestelle	4	f55v,f56r
P912-D0073	chckhdy	CH+CKH+D_ADDR+Y	AUSWAHL + DURCHLASS + UNTER + DIES	WORKSHOP_PROSE	bezeichneten Anteil entnehmen; durch einen Durchlass führen; bezeichneter Teil; dieser Arbeitsgegenstand	1	f55v
P912-D0139	cheody	CHEO+Y	AUSZUG + DIES	WORKSHOP_PROSE	Auszug; dieser Arbeitsgegenstand	1	f55v
P912-D0437	keeyfar	K+EE+Y+LOCAL_CHAR_F+AR	ZUORDNUNG + LANG + DIES + F + QUELLE	WORKSHOP_PROSE	Material zugeben; länger oder gehalten; dieser Arbeitsgegenstand; lokales Schreibzeichen; Entnahmestelle	1	f55v
P912-D0515	ochedy	O+CHD+Y	GANG + WECHSEL + DIES	WORKSHOP_PROSE	Arbeitsgang ausführen; Arbeitsgut umsetzen; dieser Arbeitsgegenstand	1	f55v
P912-D0934	qokain	OK+AIN	START + EINHEIT	WORKSHOP_PROSE	Arbeitsgang ansetzen; Portion	1	f55v
P912-D0932	qokaiin	OK+AIIN	START + SOLLWERT	WORKSHOP_PROSE	Arbeitsgang ansetzen; Sollmaß	2	f55v
P912-D1298	ykain	Y+K+AIN	DIES + ZUORDNUNG + EINHEIT	WORKSHOP_PROSE	dieser Arbeitsgegenstand; Material zugeben; Portion	3	f55v
P912-D1303	ykan	Y+K+AN	DIES + ZUORDNUNG + ZUSATZ	WORKSHOP_PROSE	dieser Arbeitsgegenstand; Material zugeben; weiteren Posten zugeben	1	f55v
P912-D1237	talam	T+AL+AM_ADDR	EINSTELLUNG + ZIEL + INNEN	WORKSHOP_PROSE	Arbeitsgang einstellen; Ziel- oder Anschlussstelle; Innenstelle	1	f55v
P912-D1297	ykaiin	Y+K+AIIN	DIES + ZUORDNUNG + SOLLWERT	WORKSHOP_PROSE	dieser Arbeitsgegenstand; Material zugeben; Sollmaß	2	f55v
P912-D1299	ykair	Y+K+AIR	DIES + ZUORDNUNG + LAUFWEG	WORKSHOP_PROSE	dieser Arbeitsgegenstand; Material zugeben; Flüssigkeits- oder Stationslauf	1	f55v
P912-D0136	cheky	CHK+E+Y	BEHANDLUNG + KURZ + DIES	WORKSHOP_PROSE	Arbeitsgegenstand behandeln; kurz oder direkt; dieser Arbeitsgegenstand	2	f55v
P912-D0294	daiiny	D_ADDR+AIIN+Y	UNTER + SOLLWERT + DIES	WORKSHOP_PROSE	bezeichneter Teil; Sollmaß; dieser Arbeitsgegenstand	1	f55v
P912-D0593	okchd	OK+CHD	START + WECHSEL	WORKSHOP_PROSE	Arbeitsgang ansetzen; Arbeitsgut umsetzen	1	f55v
P912-D1152	sheokey	SH+E+OK+E+Y	HALT + KURZ + START + KURZ + DIES	WORKSHOP_PROSE	Arbeitsgegenstand halten; kurz oder direkt; Arbeitsgang ansetzen; kurz oder direkt; dieser Arbeitsgegenstand	1	f55v
P912-D0059	ch	CH	AUSWAHL	WORKSHOP_PROSE	bezeichneten Anteil entnehmen	1	f55v
P912-D0422	kchdy	K+CHD+Y	ZUORDNUNG + WECHSEL + DIES	WORKSHOP_PROSE	Material zugeben; Arbeitsgut umsetzen; dieser Arbeitsgegenstand	1	f55v
P912-D0879	pchal	P+CH+AL	EINSATZ + AUSWAHL + ZIEL	WORKSHOP_PROSE	Material einsetzen; bezeichneten Anteil entnehmen; Ziel- oder Anschlussstelle	1	f55v
P912-D0041	ar	AR	QUELLE	WORKSHOP_PROSE	Entnahmestelle	4	f55v
P912-D0024	aldy	AL+D_ADDR+Y	ZIEL + UNTER + DIES	WORKSHOP_PROSE	Ziel- oder Anschlussstelle; bezeichneter Teil; dieser Arbeitsgegenstand	1	f55v
P912-D0333	dary	DA+R+Y	ZWEIT + MARKE + DIES	WORKSHOP_PROSE	zweite Arbeitsstufe; Zustand kennzeichnen; dieser Arbeitsgegenstand	1	f55v
P912-D1240	tar	T+AR	EINSTELLUNG + QUELLE	WORKSHOP_PROSE	Arbeitsgang einstellen; Entnahmestelle	1	f55v
P912-D0984	qol	OL	WEITER	WORKSHOP_PROSE	im selben Arbeitsgang fortfahren	1	f55v
P912-D0183	cho	HO	TEIL	WORKSHOP_PROSE	Teil des sichtbaren Gegenstands	3	f55v,f56r
P912-D1238	talody	T+AL+O+D_ADDR+Y	EINSTELLUNG + ZIEL + GANG + UNTER + DIES	WORKSHOP_PROSE	Arbeitsgang einstellen; Ziel- oder Anschlussstelle; Arbeitsgang ausführen; bezeichneter Teil; dieser Arbeitsgegenstand	1	f55v
P912-D1301	ykaky	Y+K+A_ADDR+K+Y	DIES + ZUORDNUNG + ADRESSE + ZUORDNUNG + DIES	WORKSHOP_PROSE	dieser Arbeitsgegenstand; Material zugeben; lokale Arbeitsstelle; Material zugeben; dieser Arbeitsgegenstand	1	f55v
P912-D0578	okal	OK+AL	START + ZIEL	WORKSHOP_PROSE	Arbeitsgang ansetzen; Ziel- oder Anschlussstelle	2	f55v
P912-D0167	chey	Y	DIES	WORKSHOP_PROSE	dieser Arbeitsgegenstand	4	f55v,f56r
P912-D0570	okaiin	OK+AIIN	START + SOLLWERT	WORKSHOP_PROSE	Arbeitsgang ansetzen; Sollmaß	3	f55v,f56r
P912-D0764	otaky	OT+A_ADDR+K+Y	NAECHST + ADRESSE + ZUORDNUNG + DIES	WORKSHOP_PROSE	danach oder nächster Posten; lokale Arbeitsstelle; Material zugeben; dieser Arbeitsgegenstand	1	f55v
P912-D0509	oaiin	O+AIIN	GANG + SOLLWERT	WORKSHOP_PROSE	Arbeitsgang ausführen; Sollmaß	1	f55v
P912-D1356	ytaiin	Y+T+AIIN	DIES + EINSTELLUNG + SOLLWERT	WORKSHOP_PROSE	dieser Arbeitsgegenstand; Arbeitsgang einstellen; Sollmaß	1	f55v
P912-D0414	kal	K+AL	ZUORDNUNG + ZIEL	WORKSHOP_PROSE	Material zugeben; Ziel- oder Anschlussstelle	1	f55v
P912-D1304	ykar	Y+K+AR	DIES + ZUORDNUNG + QUELLE	WORKSHOP_PROSE	dieser Arbeitsgegenstand; Material zugeben; Entnahmestelle	1	f55v
P912-D0138	cheoar	CH+E+O+AR	AUSWAHL + KURZ + GANG + QUELLE	WORKSHOP_PROSE	bezeichneten Anteil entnehmen; kurz oder direkt; Arbeitsgang ausführen; Entnahmestelle	1	f55v
P912-D0119	cheeky	CHK+EE+Y	BEHANDLUNG + LANG + DIES	WORKSHOP_PROSE	Arbeitsgegenstand behandeln; länger oder gehalten; dieser Arbeitsgegenstand	1	f55v
P912-D0717	oltchy	OL+T+Y	WEITER + EINSTELLUNG + DIES	WORKSHOP_PROSE	im selben Arbeitsgang fortfahren; Arbeitsgang einstellen; dieser Arbeitsgegenstand	1	f55v
P912-D0741	orain	OR+AIN	EINTRAG + EINHEIT	WORKSHOP_PROSE	Ansatz oder Zubereitung; Portion	1	f55v
P912-D0698	olkeechy	OL+K+EE+CH+Y	WEITER + ZUORDNUNG + LANG + AUSWAHL + DIES	WORKSHOP_PROSE	im selben Arbeitsgang fortfahren; Material zugeben; länger oder gehalten; bezeichneten Anteil entnehmen; dieser Arbeitsgegenstand	1	f55v
P912-D1192	sl	S+L	WAHL + VERBINDUNG	WORKSHOP_PROSE	Arbeitsvariante auswählen; entlang des Arbeitswegs führen	1	f55v
P912-D0782	otam	OT+AM_ADDR	NAECHST + INNEN	WORKSHOP_PROSE	danach oder nächster Posten; Innenstelle	1	f55v
P912-D0064	chal	CH+AL	AUSWAHL + ZIEL	WORKSHOP_PROSE	bezeichneten Anteil entnehmen; Ziel- oder Anschlussstelle	1	f56r
P912-D0070	chchs	CH+CH+S	AUSWAHL + AUSWAHL + WAHL	WORKSHOP_PROSE	bezeichneten Anteil entnehmen; bezeichneten Anteil entnehmen; Arbeitsvariante auswählen	1	f56r
P912-D0868	oty	OT+Y	NAECHST + DIES	WORKSHOP_PROSE	danach oder nächster Posten; dieser Arbeitsgegenstand	1	f56r
P912-D0400	esedy	E+S+E+DY	KURZ + WAHL + KURZ + ENDE	WORKSHOP_PROSE	kurz oder direkt; Arbeitsvariante auswählen; kurz oder direkt; Arbeitsschritt schließen	1	f56r
P912-D1282	ychocphy	Y+CH+O+CPH+Y	DIES + AUSWAHL + GANG + GEGENLAUF + DIES	WORKSHOP_PROSE	dieser Arbeitsgegenstand; bezeichneten Anteil entnehmen; Arbeitsgang ausführen; umleiten; dieser Arbeitsgegenstand	1	f56r
P912-D0205	chokchey	OK+CH+E+Y	START + AUSWAHL + KURZ + DIES	WORKSHOP_PROSE	Arbeitsgang ansetzen; bezeichneten Anteil entnehmen; kurz oder direkt; dieser Arbeitsgegenstand	1	f56r
P912-D0222	choly	OL+Y	WEITER + DIES	WORKSHOP_PROSE	im selben Arbeitsgang fortfahren; dieser Arbeitsgegenstand	1	f56r
P912-D0448	korchy	K+OR+CH+Y	ZUORDNUNG + EINTRAG + AUSWAHL + DIES	WORKSHOP_PROSE	Material zugeben; Ansatz oder Zubereitung; bezeichneten Anteil entnehmen; dieser Arbeitsgegenstand	1	f56r
P912-D0254	chykey	CH+Y+K+E+Y	AUSWAHL + DIES + ZUORDNUNG + KURZ + DIES	WORKSHOP_PROSE	bezeichneten Anteil entnehmen; dieser Arbeitsgegenstand; Material zugeben; kurz oder direkt; dieser Arbeitsgegenstand	1	f56r
P912-D1171	shokaiin	SH+OK+AIIN	HALT + START + SOLLWERT	WORKSHOP_PROSE	Arbeitsgegenstand halten; Arbeitsgang ansetzen; Sollmaß	1	f56r
P912-D0684	olchey	OL+Y	WEITER + DIES	WORKSHOP_PROSE	im selben Arbeitsgang fortfahren; dieser Arbeitsgegenstand	1	f56r
P912-D0206	chokchol	OK+OL	START + WEITER	WORKSHOP_PROSE	Arbeitsgang ansetzen; im selben Arbeitsgang fortfahren	1	f56r
P912-D0436	keey	K+EE+Y	ZUORDNUNG + LANG + DIES	WORKSHOP_PROSE	Material zugeben; länger oder gehalten; dieser Arbeitsgegenstand	2	f56r
P912-D0963	qokeey	OK+EE+Y	START + LANG + DIES	WORKSHOP_PROSE	Arbeitsgang ansetzen; länger oder gehalten; dieser Arbeitsgegenstand	1	f56r
P912-D0209	chokeey	OK+EE+Y	START + LANG + DIES	WORKSHOP_PROSE	Arbeitsgang ansetzen; länger oder gehalten; dieser Arbeitsgegenstand	2	f56r
P912-D0212	choksy	OK+S+Y	START + WAHL + DIES	WORKSHOP_PROSE	Arbeitsgang ansetzen; Arbeitsvariante auswählen; dieser Arbeitsgegenstand	1	f56r
P912-D1005	qot	OT	NAECHST	WORKSHOP_PROSE	danach oder nächster Posten	1	f56r
P912-D0211	chokor	OK+OR	START + EINTRAG	WORKSHOP_PROSE	Arbeitsgang ansetzen; Ansatz oder Zubereitung	2	f56r
P912-D0179	chkor	CHK+OR	BEHANDLUNG + EINTRAG	WORKSHOP_PROSE	Arbeitsgegenstand behandeln; Ansatz oder Zubereitung	1	f56r
P912-D0087	chdy	CHD+Y	WECHSEL + DIES	WORKSHOP_PROSE	Arbeitsgut umsetzen; dieser Arbeitsgegenstand	1	f56r
P912-D0189	chochor	HO+CH+OR	TEIL + AUSWAHL + EINTRAG	WORKSHOP_PROSE	Teil des sichtbaren Gegenstands; bezeichneten Anteil entnehmen; Ansatz oder Zubereitung	1	f56r
P912-D0194	chodaly	HO+AL+Y	TEIL + ZIEL + DIES	WORKSHOP_PROSE	Teil des sichtbaren Gegenstands; Ziel- oder Anschlussstelle; dieser Arbeitsgegenstand	1	f56r
P912-D1311	ykcho	Y+K+CH+O	DIES + ZUORDNUNG + AUSWAHL + GANG	WORKSHOP_PROSE	dieser Arbeitsgegenstand; Material zugeben; bezeichneten Anteil entnehmen; Arbeitsgang ausführen	1	f56r
P912-D1168	sho	SH+O	HALT + GANG	WORKSHOP_PROSE	Arbeitsgegenstand halten; Arbeitsgang ausführen	2	f56r
P912-D0213	choky	OK+Y	START + DIES	WORKSHOP_PROSE	Arbeitsgang ansetzen; dieser Arbeitsgegenstand	2	f56r
P912-D0307	dal	AL	ZIEL	WORKSHOP_PROSE	Ziel- oder Anschlussstelle	1	f56r
P912-D1106	schol	RESUME_CARD	WIEDER	WORKSHOP_PROSE	vorigen Posten wieder aufnehmen	1	f56r
P912-D0239	choy	HO+Y	TEIL + DIES	WORKSHOP_PROSE	Teil des sichtbaren Gegenstands; dieser Arbeitsgegenstand	1	f56r
P912-D0114	cheeckhody	CH+EE+CKH+O+DY	AUSWAHL + LANG + DURCHLASS + GANG + ENDE	WORKSHOP_PROSE	bezeichneten Anteil entnehmen; länger oder gehalten; durch einen Durchlass führen; Arbeitsgang ausführen; Arbeitsschritt schließen	1	f56r
P912-D1247	tchoky	T+OK+Y	EINSTELLUNG + START + DIES	WORKSHOP_PROSE	Arbeitsgang einstellen; Arbeitsgang ansetzen; dieser Arbeitsgegenstand	1	f56r
P912-D0233	chotchey	CH+OT+CH+E+Y	AUSWAHL + NAECHST + AUSWAHL + KURZ + DIES	WORKSHOP_PROSE	bezeichneten Anteil entnehmen; danach oder nächster Posten; bezeichneten Anteil entnehmen; kurz oder direkt; dieser Arbeitsgegenstand	1	f56r
P912-D1354	yt	Y+T	DIES + EINSTELLUNG	WORKSHOP_PROSE	dieser Arbeitsgegenstand; Arbeitsgang einstellen	1	f56r
P912-D0802	otchy	OT+CH+Y	NAECHST + AUSWAHL + DIES	WORKSHOP_PROSE	danach oder nächster Posten; bezeichneten Anteil entnehmen; dieser Arbeitsgegenstand	1	f56r
P912-D0201	chok	OK	START	WORKSHOP_PROSE	Arbeitsgang ansetzen	1	f56r
P912-D1233	t	T	EINSTELLUNG	WORKSHOP_PROSE	Arbeitsgang einstellen	1	f56r
P912-D1032	r	R	MARKE	WORKSHOP_PROSE	Zustand kennzeichnen	2	f56r
P912-D0425	kcheey	K+CH+EE+Y	ZUORDNUNG + AUSWAHL + LANG + DIES	WORKSHOP_PROSE	Material zugeben; bezeichneten Anteil entnehmen; länger oder gehalten; dieser Arbeitsgegenstand	1	f56r
P912-D0273	cthol	CTH+OL	BEREIT + WEITER	WORKSHOP_PROSE	bis bereit führen; im selben Arbeitsgang fortfahren	1	f56r
P912-D0230	chos	CH+O+S	AUSWAHL + GANG + WAHL	WORKSHOP_PROSE	bezeichneten Anteil entnehmen; Arbeitsgang ausführen; Arbeitsvariante auswählen	1	f56r
P912-D1107	sh	SH	HALT	WORKSHOP_PROSE	Arbeitsgegenstand halten	1	f56r
P912-D0426	kchey	K+CH+E+Y	ZUORDNUNG + AUSWAHL + KURZ + DIES	WORKSHOP_PROSE	Material zugeben; bezeichneten Anteil entnehmen; kurz oder direkt; dieser Arbeitsgegenstand	1	f56r
P912-D0974	qokokchy	OK+OK+CH+Y	START + START + AUSWAHL + DIES	WORKSHOP_PROSE	Arbeitsgang ansetzen; Arbeitsgang ansetzen; bezeichneten Anteil entnehmen; dieser Arbeitsgegenstand	1	f56r
P912-D0204	chokcheo	OK+CHEO	START + AUSZUG	WORKSHOP_PROSE	Arbeitsgang ansetzen; Auszug	1	f56r
P912-D0420	kchal	K+CH+AL	ZUORDNUNG + AUSWAHL + ZIEL	WORKSHOP_PROSE	Material zugeben; bezeichneten Anteil entnehmen; Ziel- oder Anschlussstelle	1	f56r
P912-D0236	chotol	CH+OT+OL	AUSWAHL + NAECHST + WEITER	WORKSHOP_PROSE	bezeichneten Anteil entnehmen; danach oder nächster Posten; im selben Arbeitsgang fortfahren	1	f56r
P912-D1245	tcho	T+CH+O	EINSTELLUNG + AUSWAHL + GANG	WORKSHOP_PROSE	Arbeitsgang einstellen; bezeichneten Anteil entnehmen; Arbeitsgang ausführen	1	f56r
P912-D0421	kcharg	K+CH+AR+LOCAL_CHAR_G	ZUORDNUNG + AUSWAHL + QUELLE + GLOKAL	WORKSHOP_PROSE	Material zugeben; bezeichneten Anteil entnehmen; Entnahmestelle; lokales Schreibzeichen	1	f56r
P912-D0944	qokcheey	OK+CH+EE+Y	START + AUSWAHL + LANG + DIES	WORKSHOP_PROSE	Arbeitsgang ansetzen; bezeichneten Anteil entnehmen; länger oder gehalten; dieser Arbeitsgegenstand	1	f56r
P912-D1104	schey	S+CH+E+Y	WAHL + AUSWAHL + KURZ + DIES	WORKSHOP_PROSE	Arbeitsvariante auswählen; bezeichneten Anteil entnehmen; kurz oder direkt; dieser Arbeitsgegenstand	1	f56r
P912-D0207	chokchy	OK+CH+Y	START + AUSWAHL + DIES	WORKSHOP_PROSE	Arbeitsgang ansetzen; bezeichneten Anteil entnehmen; dieser Arbeitsgegenstand	1	f56r
P912-D0428	kchoar	K+CH+O+AR	ZUORDNUNG + AUSWAHL + GANG + QUELLE	WORKSHOP_PROSE	Material zugeben; bezeichneten Anteil entnehmen; Arbeitsgang ausführen; Entnahmestelle	1	f56r
P912-D1222	sotodan	S+OT+O+D_ADDR+AN	WAHL + NAECHST + GANG + UNTER + ZUSATZ	WORKSHOP_PROSE	Arbeitsvariante auswählen; danach oder nächster Posten; Arbeitsgang ausführen; bezeichneter Teil; weiteren Posten zugeben	1	f56r
P912-D0794	otchey	OT+Y	NAECHST + DIES	WORKSHOP_PROSE	danach oder nächster Posten; dieser Arbeitsgegenstand	1	f56r
P912-D0439	keol	K+E+OL	ZUORDNUNG + KURZ + WEITER	WORKSHOP_PROSE	Material zugeben; kurz oder direkt; im selben Arbeitsgang fortfahren	1	f56r
P912-D0423	kchedykary	K+CHD+Y+K+AR+Y	ZUORDNUNG + WECHSEL + DIES + ZUORDNUNG + QUELLE + DIES	WORKSHOP_PROSE	Material zugeben; Arbeitsgut umsetzen; dieser Arbeitsgegenstand; Material zugeben; Entnahmestelle; dieser Arbeitsgegenstand	1	f75r
P912-D0625	okeey	OK+EE+Y	START + LANG + DIES	WORKSHOP_PROSE	Arbeitsgang ansetzen; länger oder gehalten; dieser Arbeitsgegenstand	4	f75r,f81v
P912-D0940	qokar	OK+AR	START + QUELLE	WORKSHOP_PROSE	Arbeitsgang ansetzen; Entnahmestelle	8	f75r,f81v,f82r
P912-D1189	shyk	Y+K	DIES + ZUORDNUNG	WORKSHOP_PROSE	dieser Arbeitsgegenstand; Material zugeben	1	f75r
P912-D0107	chedy	CHD+Y	WECHSEL + DIES	WORKSHOP_PROSE	Arbeitsgut umsetzen; dieser Arbeitsgegenstand	39	f75r,f81v,f82r,f83r
P912-D1011	qotar	OT+AR	NAECHST + QUELLE	WORKSHOP_PROSE	danach oder nächster Posten; Entnahmestelle	4	f75r,f83r
P912-D1132	shedy	SHED+DY	ABSETZEN + ENDE	WORKSHOP_PROSE	absetzen lassen; Arbeitsschritt schließen	46	f75r,f81v,f82r,f83r
P912-D0297	dain	AIN	EINHEIT	WORKSHOP_PROSE	Portion	13	f75r,f81v,f83r
P912-D1161	shey	SH+E+Y	HALT + KURZ + DIES	WORKSHOP_PROSE	Arbeitsgegenstand halten; kurz oder direkt; dieser Arbeitsgegenstand	20	f75r,f81v,f82r,f83r
P912-D0505	ly	L+Y	VERBINDUNG + DIES	WORKSHOP_PROSE	entlang des Arbeitswegs führen; dieser Arbeitsgegenstand	2	f75r,f81v
P912-D1225	ssheol	S+SH+E+OL	WAHL + HALT + KURZ + WEITER	WORKSHOP_PROSE	Arbeitsvariante auswählen; Arbeitsgegenstand halten; kurz oder direkt; im selben Arbeitsgang fortfahren	1	f75r
P912-D0987	qoldy	OL+DY	WEITER + ENDE	WORKSHOP_PROSE	im selben Arbeitsgang fortfahren; Arbeitsschritt schließen	2	f75r,f81v
P912-D0110	chedykar	CHD+Y+K+AR	WECHSEL + DIES + ZUORDNUNG + QUELLE	WORKSHOP_PROSE	Arbeitsgut umsetzen; dieser Arbeitsgegenstand; Material zugeben; Entnahmestelle	1	f75r
P912-D0132	chekeedy	CHK+EE+DY	BEHANDLUNG + LANG + ENDE	WORKSHOP_PROSE	Arbeitsgegenstand behandeln; länger oder gehalten; Arbeitsschritt schließen	1	f75r
P912-D1050	ror	R+OR	MARKE + EINTRAG	WORKSHOP_PROSE	Zustand kennzeichnen; Ansatz oder Zubereitung	1	f75r
P912-D0933	qokain	OK+AIN	START + EINHEIT	WORKSHOP_PROSE	Arbeitsgang ansetzen; Portion	29	f75r,f81v,f82r,f83r
P912-D0063	chal	CH+AL	AUSWAHL + ZIEL	WORKSHOP_PROSE	bezeichneten Anteil entnehmen; Ziel- oder Anschlussstelle	2	f75r,f81v
P912-D0746	orchey	OR+Y	EINTRAG + DIES	WORKSHOP_PROSE	Ansatz oder Zubereitung; dieser Arbeitsgegenstand	1	f75r
P912-D0908	qey	E+Y	KURZ + DIES	WORKSHOP_PROSE	kurz oder direkt; dieser Arbeitsgegenstand	1	f75r
P912-D0411	kain	K+AIN	ZUORDNUNG + EINHEIT	WORKSHOP_PROSE	Material zugeben; Portion	4	f75r,f81v,f83r
P912-D1136	sheeky	SH+EE+K+Y	HALT + LANG + ZUORDNUNG + DIES	WORKSHOP_PROSE	Arbeitsgegenstand halten; länger oder gehalten; Material zugeben; dieser Arbeitsgegenstand	2	f75r,f81v
P912-D0501	ltain	L+T+AIN	VERBINDUNG + EINSTELLUNG + EINHEIT	WORKSHOP_PROSE	entlang des Arbeitswegs führen; Arbeitsgang einstellen; Portion	1	f75r
P912-D0696	olkar	SOLK+AR	SAMMELN + QUELLE	WORKSHOP_PROSE	auffangen; Entnahmestelle	1	f75r
P912-D0737	or	OR	EINTRAG	WORKSHOP_PROSE	Ansatz oder Zubereitung	7	f75r,f81v,f82r,f83r
P912-D0282	dackhy	DA+CKH+Y	ZWEIT + DURCHLASS + DIES	WORKSHOP_PROSE	zweite Arbeitsstufe; durch einen Durchlass führen; dieser Arbeitsgegenstand	1	f75r
P912-D0476	lkamo	L+K+AM_ADDR+O	VERBINDUNG + ZUORDNUNG + INNEN + GANG	WORKSHOP_PROSE	entlang des Arbeitswegs führen; Material zugeben; Innenstelle; Arbeitsgang ausführen	1	f75r
P912-D1327	ykeey	Y+K+EE+Y	DIES + ZUORDNUNG + LANG + DIES	WORKSHOP_PROSE	dieser Arbeitsgegenstand; Material zugeben; länger oder gehalten; dieser Arbeitsgegenstand	3	f75r,f81v,f82r
P912-D0499	lshey	L+SH+E+Y	VERBINDUNG + HALT + KURZ + DIES	WORKSHOP_PROSE	entlang des Arbeitswegs führen; Arbeitsgegenstand halten; kurz oder direkt; dieser Arbeitsgegenstand	1	f75r
P912-D0413	kal	K+AL	ZUORDNUNG + ZIEL	WORKSHOP_PROSE	Material zugeben; Ziel- oder Anschlussstelle	1	f75r
P912-D0389	dy	Y	DIES	WORKSHOP_PROSE	dieser Arbeitsgegenstand	16	f75r,f81v,f82r
P912-D0567	ok	OK	START	WORKSHOP_PROSE	Arbeitsgang ansetzen	1	f75r
P912-D0955	qokeedy	OK+EE+DY	START + LANG + ENDE	WORKSHOP_PROSE	Arbeitsgang ansetzen; länger oder gehalten; Arbeitsschritt schließen	38	f75r,f82r,f83r
P912-D0417	kar	K+AR	ZUORDNUNG + QUELLE	WORKSHOP_PROSE	Material zugeben; Entnahmestelle	3	f75r,f81v
P912-D0166	chey	Y	DIES	WORKSHOP_PROSE	dieser Arbeitsgegenstand	19	f75r,f81v,f82r,f83r
P912-D0255	ckhey	CKH+E+Y	DURCHLASS + KURZ + DIES	WORKSHOP_PROSE	durch einen Durchlass führen; kurz oder direkt; dieser Arbeitsgegenstand	1	f75r
P912-D1031	r	R	MARKE	WORKSHOP_PROSE	Zustand kennzeichnen	7	f75r,f81v,f82r,f83r
P912-D0008	ain	AIN	EINHEIT	WORKSHOP_PROSE	Portion	1	f75r
P912-D0673	ol	OL	WEITER	WORKSHOP_PROSE	im selben Arbeitsgang fortfahren	30	f75r,f81v,f82r,f83r
P912-D0715	olsheedy	OL+SH+EE+DY	WEITER + HALT + LANG + ENDE	WORKSHOP_PROSE	im selben Arbeitsgang fortfahren; Arbeitsgegenstand halten; länger oder gehalten; Arbeitsschritt schließen	1	f75r
P912-D0962	qokeey	OK+EE+Y	START + LANG + DIES	WORKSHOP_PROSE	Arbeitsgang ansetzen; länger oder gehalten; dieser Arbeitsgegenstand	18	f75r,f81v,f82r,f83r
P912-D0980	qoky	OK+Y	START + DIES	WORKSHOP_PROSE	Arbeitsgang ansetzen; dieser Arbeitsgegenstand	20	f75r,f81v,f82r,f83r
P912-D0886	pcheykeeor	P+Y+K+EE+OR	EINSATZ + DIES + ZUORDNUNG + LANG + EINTRAG	WORKSHOP_PROSE	Material einsetzen; dieser Arbeitsgegenstand; Material zugeben; länger oder gehalten; Ansatz oder Zubereitung	1	f75r
P912-D0704	olky	SOLK+Y	SAMMELN + DIES	WORKSHOP_PROSE	auffangen; dieser Arbeitsgegenstand	1	f75r
P912-D0321	dar	D_ADDR+AR	UNTER + QUELLE	WORKSHOP_PROSE	bezeichneter Teil; Entnahmestelle	14	f75r,f81v,f82r,f83r
P912-D0640	okey	OK+E+Y	START + KURZ + DIES	WORKSHOP_PROSE	Arbeitsgang ansetzen; kurz oder direkt; dieser Arbeitsgegenstand	2	f75r,f82r
P912-D0081	chcthy	CH+CTH+Y	AUSWAHL + BEREIT + DIES	WORKSHOP_PROSE	bezeichneten Anteil entnehmen; bis bereit führen; dieser Arbeitsgegenstand	3	f75r,f81v
P912-D0883	pchedy	P+CHD+DY	EINSATZ + WECHSEL + ENDE	WORKSHOP_PROSE	Material einsetzen; Arbeitsgut umsetzen; Arbeitsschritt schließen	5	f75r,f81v,f82r
P912-D0978	qokshdy	OK+SH+DY	START + HALT + ENDE	WORKSHOP_PROSE	Arbeitsgang ansetzen; Arbeitsgegenstand halten; Arbeitsschritt schließen	1	f75r
P912-D1357	ytain	Y+T+AIN	DIES + EINSTELLUNG + EINHEIT	WORKSHOP_PROSE	dieser Arbeitsgegenstand; Arbeitsgang einstellen; Portion	1	f75r
