locus_row	diagram_id	page	locus	local_namespace	groups	group_serials	atomic_reading_de	celestial_context_reading_de	orientation	cross_instrument_join	owner_class	owner_code	concrete_owner_de	dies_resolves_to_de	dort_quelle_resolves_to_de	stelle_resolves_to_de	owner_status	owner_expanded_reading_de	referent_rule	active_before_de	referent_resolved_locus_de	cross_locus_pronoun_carry
113	A3	f69v	f69v.2	A69_MIDDLE_CLOUD_WAVE_WHEEL	38	296|297|298|299|300|301|302|303|304|305|306|307|308|309|310|311|312|313|314|315|316|317|318|319|320|321|322|323|324|325|326|327|328|329|330|331|332|333	dies + zufuehren + Nebenadresse; fortsetzen; dies + zufuehren + von dort; Stelle; dies + zufuehren + Nebenadresse + dies; Zaehlstrich + ansetzen + laenger + Ansatz; Ergebnis; fortsetzen + dies; dies + zufuehren + laenger + Stelle; Entnahme; Arbeitsgang + von dort + Gegenfeld; Arbeitsgang + Durchgang + dies; dies länger halten; Mass; dies; Teiladresse + Nebenadresse + Zaehlstrich + Zaehlstrich + Stelle; Entnahme + dies; Stelle; dies + kurz + eintragen + kurz + dies; entnehmen + kurz + von dort; dies; dies; dies + zufuehren + kurz + dies; entnehmen; dies; dies; fortsetzen; dies + zufuehren + von dort; fortsetzen; dies; dies + zufuehren + laenger + Arbeitsgang + dies; dies; Stelle; Arbeitsgang abschließen; Lauf + dies; verwende dies; dies + dies; dies	dieser Eintrag; zuordnen; Nebenadresse. weiterzaehlen. dieser Eintrag; zuordnen; von dieser Position. Position. dieser Eintrag; zuordnen; Nebenadresse; dieser Eintrag. Zaehlstrich; markieren; lange Stufe; Einstellung. Resultat. weiterzaehlen; dieser Eintrag. dieser Eintrag; zuordnen; lange Stufe; Position. entnommener Wert. Lesegang; von dieser Position; Gegenfeld. Lesegang; Diagrammdurchgang; dieser Eintrag. beibehalten; lange Stufe; dieser Eintrag. Wert. dieser Eintrag. Teiladresse; Nebenadresse; Zaehlstrich; Zaehlstrich; Position. entnommener Wert; dieser Eintrag. Position. dieser Eintrag; kurze Stufe; eintragen; kurze Stufe; dieser Eintrag. Eintrag entnehmen; kurze Stufe; von dieser Position. dieser Eintrag. dieser Eintrag. dieser Eintrag; zuordnen; kurze Stufe; dieser Eintrag. Eintrag entnehmen. dieser Eintrag. dieser Eintrag. weiterzaehlen. dieser Eintrag; zuordnen; von dieser Position. weiterzaehlen. dieser Eintrag. dieser Eintrag; zuordnen; lange Stufe; Lesegang; dieser Eintrag. dieser Eintrag. Position. Lesegang; Eintrag schliessen. Bahn; dieser Eintrag. markieren; dieser Eintrag. dieser Eintrag; dieser Eintrag. dieser Eintrag.	UNSPECIFIED	NONE	A3_RING_TEXT	A3_MIDDLE_WHEEL_RING_TEXT	Ringbeschriftung des mittleren Rades	Ringwert des mittleren Rades	Ringbeschriftung des mittleren Rades	Ringbeschriftung des mittleren Rades	DIRECT_VISIBLE	Bei Ringbeschriftung des mittleren Rades: Ringwert des mittleren Rades; zuordnen; Nebenadresse. weiterzaehlen. Ringwert des mittleren Rades; zuordnen; von Ringbeschriftung des mittleren Rades. Ringbeschriftung des mittleren Rades. Ringwert des mittleren Rades; zuordnen; Nebenadresse; Ringwert des mittleren Rades. Zaehlstrich; markieren; lange Stufe; Einstellung. Resultat. weiterzaehlen; Ringwert des mittleren Rades. Ringwert des mittleren Rades; zuordnen; lange Stufe; Ringbeschriftung des mittleren Rades. entnommener Wert. Lesegang; von Ringbeschriftung des mittleren Rades; Gegenfeld. Lesegang; Diagrammdurchgang; Ringwert des mittleren Rades. beibehalten; lange Stufe; Ringwert des mittleren Rades. Wert. Ringwert des mittleren Rades. Teiladresse; Nebenadresse; Zaehlstrich; Zaehlstrich; Ringbeschriftung des mittleren Rades. entnommener Wert; Ringwert des mittleren Rades. Ringbeschriftung des mittleren Rades. Ringwert des mittleren Rades; kurze Stufe; eintragen; kurze Stufe; Ringwert des mittleren Rades. Ringwert des mittleren Rades entnehmen; kurze Stufe; von Ringbeschriftung des mittleren Rades. Ringwert des mittleren Rades. Ringwert des mittleren Rades. Ringwert des mittleren Rades; zuordnen; kurze Stufe; Ringwert des mittleren Rades. Ringwert des mittleren Rades entnehmen. Ringwert des mittleren Rades. Ringwert des mittleren Rades. weiterzaehlen. Ringwert des mittleren Rades; zuordnen; von Ringbeschriftung des mittleren Rades. weiterzaehlen. Ringwert des mittleren Rades. Ringwert des mittleren Rades; zuordnen; lange Stufe; Lesegang; Ringwert des mittleren Rades. Ringwert des mittleren Rades. Ringbeschriftung des mittleren Rades. Lesegang; Ringwert des mittleren Rades schliessen. Bahn; Ringwert des mittleren Rades. markieren; Ringwert des mittleren Rades. Ringwert des mittleren Rades; Ringwert des mittleren Rades. Ringwert des mittleren Rades.	RESET_AT_EACH_VISIBLE_LOCUS	Ringwert des mittleren Rades	Bei Ringbeschriftung des mittleren Rades: Ringwert des mittleren Rades; zuordnen; Nebenadresse. weiterzaehlen. Ringwert des mittleren Rades; zuordnen; von Ringbeschriftung des mittleren Rades. Ringbeschriftung des mittleren Rades. Ringwert des mittleren Rades; zuordnen; Nebenadresse; Ringwert des mittleren Rades. Zaehlstrich; markieren; lange Stufe; Einstellung. Resultat. weiterzaehlen; Ringwert des mittleren Rades. Ringwert des mittleren Rades; zuordnen; lange Stufe; Ringbeschriftung des mittleren Rades. entnommener Wert. Lesegang; von Ringbeschriftung des mittleren Rades; Gegenfeld. Lesegang; Diagrammdurchgang; Ringwert des mittleren Rades. beibehalten; lange Stufe; Ringwert des mittleren Rades. Wert. Ringwert des mittleren Rades. Teiladresse; Nebenadresse; Zaehlstrich; Zaehlstrich; Ringbeschriftung des mittleren Rades. entnommener Wert; Ringwert des mittleren Rades. Ringbeschriftung des mittleren Rades. Ringwert des mittleren Rades; kurze Stufe; eintragen; kurze Stufe; Ringwert des mittleren Rades. Ringwert des mittleren Rades entnehmen; kurze Stufe; von Ringbeschriftung des mittleren Rades. Ringwert des mittleren Rades. Ringwert des mittleren Rades. Ringwert des mittleren Rades; zuordnen; kurze Stufe; Ringwert des mittleren Rades. Ringwert des mittleren Rades entnehmen. Ringwert des mittleren Rades. Ringwert des mittleren Rades. weiterzaehlen. Ringwert des mittleren Rades; zuordnen; von Ringbeschriftung des mittleren Rades. weiterzaehlen. Ringwert des mittleren Rades. Ringwert des mittleren Rades; zuordnen; lange Stufe; Lesegang; Ringwert des mittleren Rades. Ringwert des mittleren Rades. Ringbeschriftung des mittleren Rades. Lesegang; Ringwert des mittleren Rades schliessen. Bahn; Ringwert des mittleren Rades. markieren; Ringwert des mittleren Rades. Ringwert des mittleren Rades; Ringwert des mittleren Rades. Ringwert des mittleren Rades.	NONE
114	A3	f69v	f69v.3	A69_RIGHT_FACE_RAY_WHEEL	29	334|335|336|337|338|339|340|341|342|343|344|345|346|347|348|349|350|351|352|353|354|355|356|357|358|359|360|361|362	Teiladresse + Arbeitsgang + Lauf; danach + Stelle + Stelle; Teiladresse + Lauf; dies umsetzen; danach + Arbeitsgang + von dort; von dort; dies; danach + kurz + Ansatz; Gabe; danach + Lauf; umsetzen + Nebenadresse; danach + laenger + Stelle; Entnahme + senken; von dort; Lauf; danach + kurz + Arbeitsgang + dies; dies + eintragen + dies + Teiladresse; Nebenadresse; Teiladresse + dies; danach + fortsetzen + dies; ansetzen + kurz + Arbeitsgang + Stelle; danach + kurz + Arbeitsgang + von dort + von dort; entnehmen + kurz + eintragen + laenger + Sternbezug + kurz + senken; Teiladresse + Lauf; dies; ansetzen + Arbeitsgang + dies; Stelle; nächsten Posten länger halten; nächsten Posten länger halten	Teiladresse; Lesegang; Bahn. naechster Eintrag; Position; Position. Teiladresse; Bahn. uebertragen; dieser Eintrag. naechster Eintrag; Lesegang; von dieser Position. von dieser Position. dieser Eintrag. naechster Eintrag; kurze Stufe; Einstellung. Eintrag. naechster Eintrag; Bahn. uebertragen; Nebenadresse. naechster Eintrag; lange Stufe; Position. entnommener Wert; senken. von dieser Position. Bahn. naechster Eintrag; kurze Stufe; Lesegang; dieser Eintrag. dieser Eintrag; eintragen; dieser Eintrag; Teiladresse. Nebenadresse. Teiladresse; dieser Eintrag. naechster Eintrag; weiterzaehlen; dieser Eintrag. markieren; kurze Stufe; Lesegang; Position. naechster Eintrag; kurze Stufe; Lesegang; von dieser Position; von dieser Position. Eintrag entnehmen; kurze Stufe; eintragen; lange Stufe; Sternbezug; kurze Stufe; senken. Teiladresse; Bahn. dieser Eintrag. markieren; Lesegang; dieser Eintrag. Position. naechster Eintrag; lange Stufe; dieser Eintrag. naechster Eintrag; lange Stufe; dieser Eintrag.	UNSPECIFIED	NONE	A3_RING_TEXT	A3_RIGHT_WHEEL_RING_TEXT	Ringbeschriftung des rechten Rades	Ringwert des rechten Rades	Ringbeschriftung des rechten Rades	Ringbeschriftung des rechten Rades	DIRECT_VISIBLE	Bei Ringbeschriftung des rechten Rades: Teiladresse; Lesegang; Bahn. naechster Ringwert des rechten Rades; Ringbeschriftung des rechten Rades; Ringbeschriftung des rechten Rades. Teiladresse; Bahn. uebertragen; Ringwert des rechten Rades. naechster Ringwert des rechten Rades; Lesegang; von Ringbeschriftung des rechten Rades. von Ringbeschriftung des rechten Rades. Ringwert des rechten Rades. naechster Ringwert des rechten Rades; kurze Stufe; Einstellung. Ringwert des rechten Rades. naechster Ringwert des rechten Rades; Bahn. uebertragen; Nebenadresse. naechster Ringwert des rechten Rades; lange Stufe; Ringbeschriftung des rechten Rades. entnommener Wert; senken. von Ringbeschriftung des rechten Rades. Bahn. naechster Ringwert des rechten Rades; kurze Stufe; Lesegang; Ringwert des rechten Rades. Ringwert des rechten Rades; eintragen; Ringwert des rechten Rades; Teiladresse. Nebenadresse. Teiladresse; Ringwert des rechten Rades. naechster Ringwert des rechten Rades; weiterzaehlen; Ringwert des rechten Rades. markieren; kurze Stufe; Lesegang; Ringbeschriftung des rechten Rades. naechster Ringwert des rechten Rades; kurze Stufe; Lesegang; von Ringbeschriftung des rechten Rades; von Ringbeschriftung des rechten Rades. Ringwert des rechten Rades entnehmen; kurze Stufe; eintragen; lange Stufe; Sternbezug; kurze Stufe; senken. Teiladresse; Bahn. Ringwert des rechten Rades. markieren; Lesegang; Ringwert des rechten Rades. Ringbeschriftung des rechten Rades. naechster Ringwert des rechten Rades; lange Stufe; Ringwert des rechten Rades. naechster Ringwert des rechten Rades; lange Stufe; Ringwert des rechten Rades.	RESET_AT_EACH_VISIBLE_LOCUS	Ringwert des rechten Rades	Bei Ringbeschriftung des rechten Rades: Teiladresse; Lesegang; Bahn. naechster Ringwert des rechten Rades; Ringbeschriftung des rechten Rades; Ringbeschriftung des rechten Rades. Teiladresse; Bahn. uebertragen; Ringwert des rechten Rades. naechster Ringwert des rechten Rades; Lesegang; von Ringbeschriftung des rechten Rades. von Ringbeschriftung des rechten Rades. Ringwert des rechten Rades. naechster Ringwert des rechten Rades; kurze Stufe; Einstellung. Ringwert des rechten Rades. naechster Ringwert des rechten Rades; Bahn. uebertragen; Nebenadresse. naechster Ringwert des rechten Rades; lange Stufe; Ringbeschriftung des rechten Rades. entnommener Wert; senken. von Ringbeschriftung des rechten Rades. Bahn. naechster Ringwert des rechten Rades; kurze Stufe; Lesegang; Ringwert des rechten Rades. Ringwert des rechten Rades; eintragen; Ringwert des rechten Rades; Teiladresse. Nebenadresse. Teiladresse; Ringwert des rechten Rades. naechster Ringwert des rechten Rades; weiterzaehlen; Ringwert des rechten Rades. markieren; kurze Stufe; Lesegang; Ringbeschriftung des rechten Rades. naechster Ringwert des rechten Rades; kurze Stufe; Lesegang; von Ringbeschriftung des rechten Rades; von Ringbeschriftung des rechten Rades. Ringwert des rechten Rades entnehmen; kurze Stufe; eintragen; lange Stufe; Sternbezug; kurze Stufe; senken. Teiladresse; Bahn. Ringwert des rechten Rades. markieren; Lesegang; Ringwert des rechten Rades. Ringbeschriftung des rechten Rades. naechster Ringwert des rechten Rades; lange Stufe; Ringwert des rechten Rades. naechster Ringwert des rechten Rades; lange Stufe; Ringwert des rechten Rades.	NONE
115	A3	f69v	f69v.4	A69_LEFT_28_PLACE_WHEEL	2	363|364	länger ansetzen; von dort	markieren; lange Stufe; dieser Eintrag. von dieser Position.	UNSPECIFIED	NONE	A3_RADIAL_SLOT	A3_LEFT_RADIAL_SLOT_01	Radialplatz 1 des linken Rades	Wert am Radialplatz 1	Radialplatz 1 des linken Rades	Radialplatz 1 des linken Rades	DIRECT_VISIBLE	Bei Radialplatz 1 des linken Rades: markieren; lange Stufe; Wert am Radialplatz 1. von Radialplatz 1 des linken Rades.	RESET_AT_EACH_VISIBLE_LOCUS	Wert am Radialplatz 1	Bei Radialplatz 1 des linken Rades: markieren; lange Stufe; Wert am Radialplatz 1. von Radialplatz 1 des linken Rades.	NONE
116	A3	f69v	f69v.5	A69_LEFT_28_PLACE_WHEEL	2	365|366	ansetzen + kurz + Arbeitsgang; dies	markieren; kurze Stufe; Lesegang. dieser Eintrag.	UNSPECIFIED	NONE	A3_RADIAL_SLOT	A3_LEFT_RADIAL_SLOT_02	Radialplatz 2 des linken Rades	Wert am Radialplatz 2	Radialplatz 2 des linken Rades	Radialplatz 2 des linken Rades	DIRECT_VISIBLE	Bei Radialplatz 2 des linken Rades: markieren; kurze Stufe; Lesegang. Wert am Radialplatz 2.	RESET_AT_EACH_VISIBLE_LOCUS	Wert am Radialplatz 2	Bei Radialplatz 2 des linken Rades: markieren; kurze Stufe; Lesegang. Wert am Radialplatz 2.	NONE
117	A3	f69v	f69v.6	A69_LEFT_28_PLACE_WHEEL	1	367	Arbeitsgang + Gabe + dies + zufuehren	Lesegang; Eintrag; dieser Eintrag; zuordnen.	UNSPECIFIED	NONE	A3_RADIAL_SLOT	A3_LEFT_RADIAL_SLOT_03	Radialplatz 3 des linken Rades	Wert am Radialplatz 3	Radialplatz 3 des linken Rades	Radialplatz 3 des linken Rades	DIRECT_VISIBLE	Bei Radialplatz 3 des linken Rades: Lesegang; Wert am Radialplatz 3; Wert am Radialplatz 3; zuordnen.	RESET_AT_EACH_VISIBLE_LOCUS	Wert am Radialplatz 3	Bei Radialplatz 3 des linken Rades: Lesegang; Wert am Radialplatz 3; Wert am Radialplatz 3; zuordnen.	NONE
118	A3	f69v	f69v.7	A69_LEFT_28_PLACE_WHEEL	1	368	dies + zufuehren + laenger + dies	dieser Eintrag; zuordnen; lange Stufe; dieser Eintrag.	UNSPECIFIED	NONE	A3_RADIAL_SLOT	A3_LEFT_RADIAL_SLOT_04	Radialplatz 4 des linken Rades	Wert am Radialplatz 4	Radialplatz 4 des linken Rades	Radialplatz 4 des linken Rades	DIRECT_VISIBLE	Bei Radialplatz 4 des linken Rades: Wert am Radialplatz 4; zuordnen; lange Stufe; Wert am Radialplatz 4.	RESET_AT_EACH_VISIBLE_LOCUS	Wert am Radialplatz 4	Bei Radialplatz 4 des linken Rades: Wert am Radialplatz 4; zuordnen; lange Stufe; Wert am Radialplatz 4.	NONE
119	A3	f69v	f69v.8	A69_LEFT_28_PLACE_WHEEL	1	369	dies + eintragen + Ansatz + dies	dieser Eintrag; eintragen; Einstellung; dieser Eintrag.	UNSPECIFIED	NONE	A3_RADIAL_SLOT	A3_LEFT_RADIAL_SLOT_05	Radialplatz 5 des linken Rades	Wert am Radialplatz 5	Radialplatz 5 des linken Rades	Radialplatz 5 des linken Rades	DIRECT_VISIBLE	Bei Radialplatz 5 des linken Rades: Wert am Radialplatz 5; eintragen; Einstellung; Wert am Radialplatz 5.	RESET_AT_EACH_VISIBLE_LOCUS	Wert am Radialplatz 5	Bei Radialplatz 5 des linken Rades: Wert am Radialplatz 5; eintragen; Einstellung; Wert am Radialplatz 5.	NONE
120	A3	f69v	f69v.9	A69_LEFT_28_PLACE_WHEEL	1	370	Arbeitsgang + laenger + dies	Lesegang; lange Stufe; dieser Eintrag.	UNSPECIFIED	NONE	A3_RADIAL_SLOT	A3_LEFT_RADIAL_SLOT_06	Radialplatz 6 des linken Rades	Wert am Radialplatz 6	Radialplatz 6 des linken Rades	Radialplatz 6 des linken Rades	DIRECT_VISIBLE	Bei Radialplatz 6 des linken Rades: Lesegang; lange Stufe; Wert am Radialplatz 6.	RESET_AT_EACH_VISIBLE_LOCUS	Wert am Radialplatz 6	Bei Radialplatz 6 des linken Rades: Lesegang; lange Stufe; Wert am Radialplatz 6.	NONE
121	A3	f69v	f69v.10	A69_LEFT_28_PLACE_WHEEL	1	371	dies + eintragen + Arbeitsgang + Schluss	dieser Eintrag; eintragen; Lesegang; Eintrag schliessen.	UNSPECIFIED	NONE	A3_RADIAL_SLOT	A3_LEFT_RADIAL_SLOT_07	Radialplatz 7 des linken Rades	Wert am Radialplatz 7	Radialplatz 7 des linken Rades	Radialplatz 7 des linken Rades	DIRECT_VISIBLE	Bei Radialplatz 7 des linken Rades: Wert am Radialplatz 7; eintragen; Lesegang; Wert am Radialplatz 7 schliessen.	RESET_AT_EACH_VISIBLE_LOCUS	Wert am Radialplatz 7	Bei Radialplatz 7 des linken Rades: Wert am Radialplatz 7; eintragen; Lesegang; Wert am Radialplatz 7 schliessen.	NONE
122	A3	f69v	f69v.11	A69_LEFT_28_PLACE_WHEEL	1	372	ansetzen + Arbeitsgang + Schluss	markieren; Lesegang; Eintrag schliessen.	UNSPECIFIED	NONE	A3_RADIAL_SLOT	A3_LEFT_RADIAL_SLOT_08	Radialplatz 8 des linken Rades	Wert am Radialplatz 8	Radialplatz 8 des linken Rades	Radialplatz 8 des linken Rades	DIRECT_VISIBLE	Bei Radialplatz 8 des linken Rades: markieren; Lesegang; Wert am Radialplatz 8 schliessen.	RESET_AT_EACH_VISIBLE_LOCUS	Wert am Radialplatz 8	Bei Radialplatz 8 des linken Rades: markieren; Lesegang; Wert am Radialplatz 8 schliessen.	NONE
123	A3	f69v	f69v.12	A69_LEFT_28_PLACE_WHEEL	1	373	danach + Arbeitsgang + Schluss	naechster Eintrag; Lesegang; Eintrag schliessen.	UNSPECIFIED	NONE	A3_RADIAL_SLOT	A3_LEFT_RADIAL_SLOT_09	Radialplatz 9 des linken Rades	Wert am Radialplatz 9	Radialplatz 9 des linken Rades	Radialplatz 9 des linken Rades	DIRECT_VISIBLE	Bei Radialplatz 9 des linken Rades: naechster Wert am Radialplatz 9; Lesegang; Wert am Radialplatz 9 schliessen.	RESET_AT_EACH_VISIBLE_LOCUS	Wert am Radialplatz 9	Bei Radialplatz 9 des linken Rades: naechster Wert am Radialplatz 9; Lesegang; Wert am Radialplatz 9 schliessen.	NONE
124	A3	f69v	f69v.13	A69_LEFT_28_PLACE_WHEEL	1	374	ansetzen + kurz + Stelle	markieren; kurze Stufe; Position.	UNSPECIFIED	NONE	A3_RADIAL_SLOT	A3_LEFT_RADIAL_SLOT_10	Radialplatz 10 des linken Rades	Wert am Radialplatz 10	Radialplatz 10 des linken Rades	Radialplatz 10 des linken Rades	DIRECT_VISIBLE	Bei Radialplatz 10 des linken Rades: markieren; kurze Stufe; Radialplatz 10 des linken Rades.	RESET_AT_EACH_VISIBLE_LOCUS	Wert am Radialplatz 10	Bei Radialplatz 10 des linken Rades: markieren; kurze Stufe; Radialplatz 10 des linken Rades.	NONE
125	A3	f69v	f69v.14	A69_LEFT_28_PLACE_WHEEL	1	375	ansetzen + kurz + Arbeitsgang + Teiladresse	markieren; kurze Stufe; Lesegang; Teiladresse.	UNSPECIFIED	NONE	A3_RADIAL_SLOT	A3_LEFT_RADIAL_SLOT_11	Radialplatz 11 des linken Rades	Wert am Radialplatz 11	Radialplatz 11 des linken Rades	Radialplatz 11 des linken Rades	DIRECT_VISIBLE	Bei Radialplatz 11 des linken Rades: markieren; kurze Stufe; Lesegang; Teiladresse.	RESET_AT_EACH_VISIBLE_LOCUS	Wert am Radialplatz 11	Bei Radialplatz 11 des linken Rades: markieren; kurze Stufe; Lesegang; Teiladresse.	NONE
126	A3	f69v	f69v.15	A69_LEFT_28_PLACE_WHEEL	1	376	danach + laenger + dies + Sternbezug	naechster Eintrag; lange Stufe; dieser Eintrag; Sternbezug.	UNSPECIFIED	NONE	A3_RADIAL_SLOT	A3_LEFT_RADIAL_SLOT_12	Radialplatz 12 des linken Rades	Wert am Radialplatz 12	Radialplatz 12 des linken Rades	Radialplatz 12 des linken Rades	DIRECT_VISIBLE	Bei Radialplatz 12 des linken Rades: naechster Wert am Radialplatz 12; lange Stufe; Wert am Radialplatz 12; Sternbezug.	RESET_AT_EACH_VISIBLE_LOCUS	Wert am Radialplatz 12	Bei Radialplatz 12 des linken Rades: naechster Wert am Radialplatz 12; lange Stufe; Wert am Radialplatz 12; Sternbezug.	NONE
127	A3	f69v	f69v.16	A69_LEFT_28_PLACE_WHEEL	1	377	danach + kurz + fortsetzen	naechster Eintrag; kurze Stufe; weiterzaehlen.	UNSPECIFIED	NONE	A3_RADIAL_SLOT	A3_LEFT_RADIAL_SLOT_13	Radialplatz 13 des linken Rades	Wert am Radialplatz 13	Radialplatz 13 des linken Rades	Radialplatz 13 des linken Rades	DIRECT_VISIBLE	Bei Radialplatz 13 des linken Rades: naechster Wert am Radialplatz 13; kurze Stufe; weiterzaehlen.	RESET_AT_EACH_VISIBLE_LOCUS	Wert am Radialplatz 13	Bei Radialplatz 13 des linken Rades: naechster Wert am Radialplatz 13; kurze Stufe; weiterzaehlen.	NONE
128	A3	f69v	f69v.17	A69_LEFT_28_PLACE_WHEEL	1	378	dies + zufuehren + kurz + dies + Schluss	dieser Eintrag; zuordnen; kurze Stufe; dieser Eintrag; Eintrag schliessen.	UNSPECIFIED	NONE	A3_RADIAL_SLOT	A3_LEFT_RADIAL_SLOT_14	Radialplatz 14 des linken Rades	Wert am Radialplatz 14	Radialplatz 14 des linken Rades	Radialplatz 14 des linken Rades	DIRECT_VISIBLE	Bei Radialplatz 14 des linken Rades: Wert am Radialplatz 14; zuordnen; kurze Stufe; Wert am Radialplatz 14; Wert am Radialplatz 14 schliessen.	RESET_AT_EACH_VISIBLE_LOCUS	Wert am Radialplatz 14	Bei Radialplatz 14 des linken Rades: Wert am Radialplatz 14; zuordnen; kurze Stufe; Wert am Radialplatz 14; Wert am Radialplatz 14 schliessen.	NONE
129	A3	f69v	f69v.18	A69_LEFT_28_PLACE_WHEEL	1	379	ansetzen + kurz + Arbeitsgang + Teiladresse	markieren; kurze Stufe; Lesegang; Teiladresse.	UNSPECIFIED	NONE	A3_RADIAL_SLOT	A3_LEFT_RADIAL_SLOT_15	Radialplatz 15 des linken Rades	Wert am Radialplatz 15	Radialplatz 15 des linken Rades	Radialplatz 15 des linken Rades	DIRECT_VISIBLE	Bei Radialplatz 15 des linken Rades: markieren; kurze Stufe; Lesegang; Teiladresse.	RESET_AT_EACH_VISIBLE_LOCUS	Wert am Radialplatz 15	Bei Radialplatz 15 des linken Rades: markieren; kurze Stufe; Lesegang; Teiladresse.	NONE
130	A3	f69v	f69v.19	A69_LEFT_28_PLACE_WHEEL	1	380	von dort + Stelle	von dieser Position; Position.	UNSPECIFIED	NONE	A3_RADIAL_SLOT	A3_LEFT_RADIAL_SLOT_16	Radialplatz 16 des linken Rades	Wert am Radialplatz 16	Radialplatz 16 des linken Rades	Radialplatz 16 des linken Rades	DIRECT_VISIBLE	Bei Radialplatz 16 des linken Rades: von Radialplatz 16 des linken Rades; Radialplatz 16 des linken Rades.	RESET_AT_EACH_VISIBLE_LOCUS	Wert am Radialplatz 16	Bei Radialplatz 16 des linken Rades: von Radialplatz 16 des linken Rades; Radialplatz 16 des linken Rades.	NONE
131	A3	f69v	f69v.20	A69_LEFT_28_PLACE_WHEEL	1	381	Sternbezug + Nebenadresse + Zaehlstrich + Zaehlstrich + senken	Sternbezug; Nebenadresse; Zaehlstrich; Zaehlstrich; senken.	UNSPECIFIED	NONE	A3_RADIAL_SLOT	A3_LEFT_RADIAL_SLOT_17	Radialplatz 17 des linken Rades	Wert am Radialplatz 17	Radialplatz 17 des linken Rades	Radialplatz 17 des linken Rades	DIRECT_VISIBLE	Bei Radialplatz 17 des linken Rades: Sternbezug; Nebenadresse; Zaehlstrich; Zaehlstrich; senken.	RESET_AT_EACH_VISIBLE_LOCUS	Wert am Radialplatz 17	Bei Radialplatz 17 des linken Rades: Sternbezug; Nebenadresse; Zaehlstrich; Zaehlstrich; senken.	NONE
132	A3	f69v	f69v.21	A69_LEFT_28_PLACE_WHEEL	1	382	ansetzen + fortsetzen + von dort	markieren; weiterzaehlen; von dieser Position.	UNSPECIFIED	NONE	A3_RADIAL_SLOT	A3_LEFT_RADIAL_SLOT_18	Radialplatz 18 des linken Rades	Wert am Radialplatz 18	Radialplatz 18 des linken Rades	Radialplatz 18 des linken Rades	DIRECT_VISIBLE	Bei Radialplatz 18 des linken Rades: markieren; weiterzaehlen; von Radialplatz 18 des linken Rades.	RESET_AT_EACH_VISIBLE_LOCUS	Wert am Radialplatz 18	Bei Radialplatz 18 des linken Rades: markieren; weiterzaehlen; von Radialplatz 18 des linken Rades.	NONE
133	A3	f69v	f69v.22	A69_LEFT_28_PLACE_WHEEL	1	383	dies + zufuehren + kurz + Arbeitsgang + Schluss	dieser Eintrag; zuordnen; kurze Stufe; Lesegang; Eintrag schliessen.	UNSPECIFIED	NONE	A3_RADIAL_SLOT	A3_LEFT_RADIAL_SLOT_19	Radialplatz 19 des linken Rades	Wert am Radialplatz 19	Radialplatz 19 des linken Rades	Radialplatz 19 des linken Rades	DIRECT_VISIBLE	Bei Radialplatz 19 des linken Rades: Wert am Radialplatz 19; zuordnen; kurze Stufe; Lesegang; Wert am Radialplatz 19 schliessen.	RESET_AT_EACH_VISIBLE_LOCUS	Wert am Radialplatz 19	Bei Radialplatz 19 des linken Rades: Wert am Radialplatz 19; zuordnen; kurze Stufe; Lesegang; Wert am Radialplatz 19 schliessen.	NONE
134	A3	f69v	f69v.23	A69_LEFT_28_PLACE_WHEEL	1	384	von dort + dies + Schluss	von dieser Position; dieser Eintrag; Eintrag schliessen.	UNSPECIFIED	NONE	A3_RADIAL_SLOT	A3_LEFT_RADIAL_SLOT_20	Radialplatz 20 des linken Rades	Wert am Radialplatz 20	Radialplatz 20 des linken Rades	Radialplatz 20 des linken Rades	DIRECT_VISIBLE	Bei Radialplatz 20 des linken Rades: von Radialplatz 20 des linken Rades; Wert am Radialplatz 20; Wert am Radialplatz 20 schliessen.	RESET_AT_EACH_VISIBLE_LOCUS	Wert am Radialplatz 20	Bei Radialplatz 20 des linken Rades: von Radialplatz 20 des linken Rades; Wert am Radialplatz 20; Wert am Radialplatz 20 schliessen.	NONE
135	A3	f69v	f69v.24	A69_LEFT_28_PLACE_WHEEL	1	385	danach + dies	naechster Eintrag; dieser Eintrag.	UNSPECIFIED	NONE	A3_RADIAL_SLOT	A3_LEFT_RADIAL_SLOT_21	Radialplatz 21 des linken Rades	Wert am Radialplatz 21	Radialplatz 21 des linken Rades	Radialplatz 21 des linken Rades	DIRECT_VISIBLE	Bei Radialplatz 21 des linken Rades: naechster Wert am Radialplatz 21; Wert am Radialplatz 21.	RESET_AT_EACH_VISIBLE_LOCUS	Wert am Radialplatz 21	Bei Radialplatz 21 des linken Rades: naechster Wert am Radialplatz 21; Wert am Radialplatz 21.	NONE
