event_serial	page	locus	record_unit_id	field_id	statement_id	event_ordinal_in_field	joint_tuple_id	surface_display_only	formal_formula_opaque	terminal_status	parse_status	selected_exact_mnemonic	strict_formal_prompt	event_template	literal_exact_card_formal_exemplar_layer	whole_plant_owner	owner_status	owner_confidence	concrete_technical_default	default_layer	register_effect_in_creative_template	technical_default_confidence	strongest_medical_rival	contradiction	semantic_ceiling
85	f56r	f56r.8	H5	F016	H5-S002	3	276a7c2d74d1143446f4	choky	OPAQUE_PAYLOAD	NONCLOSE	UNIQUE_EXACT	ANWENDEN?	NONE	ACTION_APPLY	E85:[TUPLE:276a7c2d74d1143446f4;SURFACE_DISPLAY_ONLY:choky;FORMULA:OPAQUE_PAYLOAD;CARD:ANWENDEN?;PROMPT:NONE;TEMPLATE:ACTION_APPLY;FROZEN_V72_SEGMENT:[CARD:ANWENDEN?];TERMINAL:NONCLOSE]	WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB	PAGE_OWNER_ONLY	0.70	Prüfe davon denselben Anteil wie beim ersten Los.	FROZEN_CONTROL_CLASS_PLUS_CREATIVE_SOURCE_ARGUMENT	EXECUTE_EXEMPLAR_USE(ACTIVE,LOCAL_SAMPLE_OR_TARGET)	0.44	MEDICAL_RIVAL: therapeutische Anwendung oder Probe derselben unbekannten Heilzubereitung.	Bild bindet nur die ganze Pflanze, nicht diesen konkreten Arbeitsschritt; bekannte Karte/Formalklasse ist nur gefrorener Prompt und trägt diese konkrete Lesung nicht.	CREATIVE_NONMEDICAL_EXEMPLAR_NOT_TRANSLATION_CARD_VALUE_STEM_OR_SPECIES
86	f56r	f56r.8	H5	F016	H5-S002	4	95987d6f198d6d247511	cheeckhody	CLOSE(OPAQUE_PAYLOAD)	TERMINAL	UNPARSED_EXEMPLAR	UNKNOWN	NONE	EXEMPLAR_ONLY	E86:[TUPLE:95987d6f198d6d247511;SURFACE_DISPLAY_ONLY:cheeckhody;FORMULA:CLOSE(OPAQUE_PAYLOAD);CARD:UNKNOWN;PROMPT:NONE;TEMPLATE:EXEMPLAR_ONLY;FROZEN_V72_SEGMENT:[EXEMPLAR SOURCE_ARGUMENT] [CLOSE];TERMINAL:TERMINAL]	WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB	PAGE_OWNER_ONLY	0.70	Schließe den Posten, indem du seinen Rückstand offen an der Luft trocknest.	CREATIVE_OCCURRENCE_EXEMPLAR_FILL	EXECUTE_TYPED_EXEMPLAR_STEP;NO_CONTROL_VALUE_INFERRED;CLOSE_LOCAL_FIELD_ONLY	0.22	MEDICAL_RIVAL: Vorratshaltung eines heilkundlich bestimmten Pflanzenanteils.	Bild bindet nur die ganze Pflanze, nicht diesen konkreten Arbeitsschritt; Ereignis besitzt keine bekannte Karte; Objekt und Handlung sind reine Exemplarfüllung; CLOSE beweist nur lokalen Formabschluss, nicht den gewählten Prozessabschluss.	CREATIVE_NONMEDICAL_EXEMPLAR_NOT_TRANSLATION_CARD_VALUE_STEM_OR_SPECIES
87	f56r	f56r.12	H5	F017	H5-S003	1	ad3581d3144f69a5912d	sh	OPAQUE_PAYLOAD	NONCLOSE	UNPARSED_EXEMPLAR	UNKNOWN	NONE	EXEMPLAR_ONLY	E87:[TUPLE:ad3581d3144f69a5912d;SURFACE_DISPLAY_ONLY:sh;FORMULA:OPAQUE_PAYLOAD;CARD:UNKNOWN;PROMPT:NONE;TEMPLATE:EXEMPLAR_ONLY;FROZEN_V72_SEGMENT:[EXEMPLAR SUBSTANCE_OR_OBJECT];TERMINAL:NONCLOSE]	WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB	PAGE_OWNER_ONLY	0.70	Wähle einen reifen Kopf der ganzen Bildpflanze als Muster.	CREATIVE_OCCURRENCE_EXEMPLAR_FILL	EXECUTE_TYPED_EXEMPLAR_STEP;NO_CONTROL_VALUE_INFERRED	0.24	MEDICAL_RIVAL: Auswahl eines heilkundlich bestimmten Pflanzenanteils statt einer Materialprobe.	Bild bindet nur die ganze Pflanze, nicht diesen konkreten Arbeitsschritt; Ereignis besitzt keine bekannte Karte; Objekt und Handlung sind reine Exemplarfüllung.	CREATIVE_NONMEDICAL_EXEMPLAR_NOT_TRANSLATION_CARD_VALUE_STEM_OR_SPECIES
88	f56r	f56r.12	H5	F017	H5-S003	2	2cc054357a929df85f64	cho	OPAQUE_PAYLOAD	NONCLOSE	UNPARSED_EXEMPLAR	UNKNOWN	NONE	EXEMPLAR_ONLY	E88:[TUPLE:2cc054357a929df85f64;SURFACE_DISPLAY_ONLY:cho;FORMULA:OPAQUE_PAYLOAD;CARD:UNKNOWN;PROMPT:NONE;TEMPLATE:EXEMPLAR_ONLY;FROZEN_V72_SEGMENT:[EXEMPLAR ACTION];TERMINAL:NONCLOSE]	WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB	PAGE_OWNER_ONLY	0.70	Trenne diesen Kopf vom übrigen Vorratsmaterial.	CREATIVE_OCCURRENCE_EXEMPLAR_FILL	EXECUTE_TYPED_EXEMPLAR_STEP;NO_CONTROL_VALUE_INFERRED	0.24	MEDICAL_RIVAL: Auswahl eines heilkundlich bestimmten Pflanzenanteils statt einer Materialprobe.	Bild bindet nur die ganze Pflanze, nicht diesen konkreten Arbeitsschritt; Ereignis besitzt keine bekannte Karte; Objekt und Handlung sind reine Exemplarfüllung.	CREATIVE_NONMEDICAL_EXEMPLAR_NOT_TRANSLATION_CARD_VALUE_STEM_OR_SPECIES
89	f56r	f56r.12	H5	F017	H5-S003	3	b74e9e65637b7c8538dd	kchey	OPAQUE_PAYLOAD	NONCLOSE	UNPARSED_EXEMPLAR	UNKNOWN	NONE	EXEMPLAR_ONLY	E89:[TUPLE:b74e9e65637b7c8538dd;SURFACE_DISPLAY_ONLY:kchey;FORMULA:OPAQUE_PAYLOAD;CARD:UNKNOWN;PROMPT:NONE;TEMPLATE:EXEMPLAR_ONLY;FROZEN_V72_SEGMENT:[EXEMPLAR SOURCE_ARGUMENT];TERMINAL:NONCLOSE]	WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB	PAGE_OWNER_ONLY	0.70	Löse das darin enthaltene feine Material auf ein Tuch aus.	CREATIVE_OCCURRENCE_EXEMPLAR_FILL	EXECUTE_TYPED_EXEMPLAR_STEP;NO_CONTROL_VALUE_INFERRED	0.24	MEDICAL_RIVAL: Auswahl eines heilkundlich bestimmten Pflanzenanteils statt einer Materialprobe.	Bild bindet nur die ganze Pflanze, nicht diesen konkreten Arbeitsschritt; Medium und Gerät sind nicht abgebildet; Ereignis besitzt keine bekannte Karte; Objekt und Handlung sind reine Exemplarfüllung.	CREATIVE_NONMEDICAL_EXEMPLAR_NOT_TRANSLATION_CARD_VALUE_STEM_OR_SPECIES
90	f56r	f56r.12	H5	F017	H5-S003	4	1322bc176443fc2a8a86	qokokchy	OPAQUE_PAYLOAD	NONCLOSE	UNPARSED_EXEMPLAR	UNKNOWN	NONE	EXEMPLAR_ONLY	E90:[TUPLE:1322bc176443fc2a8a86;SURFACE_DISPLAY_ONLY:qokokchy;FORMULA:OPAQUE_PAYLOAD;CARD:UNKNOWN;PROMPT:NONE;TEMPLATE:EXEMPLAR_ONLY;FROZEN_V72_SEGMENT:[EXEMPLAR ACTION];TERMINAL:NONCLOSE]	WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB	PAGE_OWNER_ONLY	0.70	Trockne das ausgelöste Material im Schatten.	CREATIVE_OCCURRENCE_EXEMPLAR_FILL	EXECUTE_TYPED_EXEMPLAR_STEP;NO_CONTROL_VALUE_INFERRED	0.24	MEDICAL_RIVAL: Vorratshaltung eines heilkundlich bestimmten Pflanzenanteils.	Bild bindet nur die ganze Pflanze, nicht diesen konkreten Arbeitsschritt; Ereignis besitzt keine bekannte Karte; Objekt und Handlung sind reine Exemplarfüllung.	CREATIVE_NONMEDICAL_EXEMPLAR_NOT_TRANSLATION_CARD_VALUE_STEM_OR_SPECIES
91	f56r	f56r.13	H5	F018	H5-S004	1	9ad66e67803a12e745de	okchy	OPAQUE_PAYLOAD	NONCLOSE	UNPARSED_EXEMPLAR	UNKNOWN	NONE	EXEMPLAR_ONLY	E91:[TUPLE:9ad66e67803a12e745de;SURFACE_DISPLAY_ONLY:okchy;FORMULA:OPAQUE_PAYLOAD;CARD:UNKNOWN;PROMPT:NONE;TEMPLATE:EXEMPLAR_ONLY;FROZEN_V72_SEGMENT:[EXEMPLAR LOCAL_LINK];TERMINAL:NONCLOSE]	WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB	PAGE_OWNER_ONLY	0.70	Öffne den frischen H5-Arbeitsansatz erneut.	CREATIVE_OCCURRENCE_EXEMPLAR_FILL	EXECUTE_TYPED_EXEMPLAR_STEP;NO_CONTROL_VALUE_INFERRED	0.24	MEDICAL_RIVAL: dieselbe Folge als unbekannter heilkundlicher Pflanzenartikel.	Bild bindet nur die ganze Pflanze, nicht diesen konkreten Arbeitsschritt; Ereignis besitzt keine bekannte Karte; Objekt und Handlung sind reine Exemplarfüllung.	CREATIVE_NONMEDICAL_EXEMPLAR_NOT_TRANSLATION_CARD_VALUE_STEM_OR_SPECIES
92	f56r	f56r.13	H5	F018	H5-S004	2	087a47b5423438cd6b6a	chokcheo	OPAQUE_PAYLOAD	NONCLOSE	UNPARSED_EXEMPLAR	UNKNOWN	NONE	EXEMPLAR_ONLY	E92:[TUPLE:087a47b5423438cd6b6a;SURFACE_DISPLAY_ONLY:chokcheo;FORMULA:OPAQUE_PAYLOAD;CARD:UNKNOWN;PROMPT:NONE;TEMPLATE:EXEMPLAR_ONLY;FROZEN_V72_SEGMENT:[EXEMPLAR SUBSTANCE_OR_OBJECT];TERMINAL:NONCLOSE]	WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB	PAGE_OWNER_ONLY	0.70	Lege daneben eine trockene Kontrollprobe zurück.	CREATIVE_OCCURRENCE_EXEMPLAR_FILL	EXECUTE_TYPED_EXEMPLAR_STEP;NO_CONTROL_VALUE_INFERRED	0.24	MEDICAL_RIVAL: Vorratshaltung eines heilkundlich bestimmten Pflanzenanteils.	Bild bindet nur die ganze Pflanze, nicht diesen konkreten Arbeitsschritt; Ereignis besitzt keine bekannte Karte; Objekt und Handlung sind reine Exemplarfüllung.	CREATIVE_NONMEDICAL_EXEMPLAR_NOT_TRANSLATION_CARD_VALUE_STEM_OR_SPECIES
93	f56r	f56r.13	H5	F018	H5-S004	3	75a523fcf039b006f97b	kchal	OPAQUE_PAYLOAD + <ARG_AL>	NONCLOSE	UNPARSED_EXEMPLAR	UNKNOWN	NONE	EXEMPLAR_ONLY	E93:[TUPLE:75a523fcf039b006f97b;SURFACE_DISPLAY_ONLY:kchal;FORMULA:OPAQUE_PAYLOAD + <ARG_AL>;CARD:UNKNOWN;PROMPT:NONE;TEMPLATE:EXEMPLAR_ONLY;FROZEN_V72_SEGMENT:[EXEMPLAR SUBSTANCE_OR_OBJECT];TERMINAL:NONCLOSE]	WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB	PAGE_OWNER_ONLY	0.70	Kennzeichne beide Proben unter demselben Ganzpflanzenartikel.	CREATIVE_OCCURRENCE_EXEMPLAR_FILL	EXECUTE_TYPED_EXEMPLAR_STEP;NO_CONTROL_VALUE_INFERRED	0.24	MEDICAL_RIVAL: Auswahl eines heilkundlich bestimmten Pflanzenanteils statt einer Materialprobe.	Bild bindet nur die ganze Pflanze, nicht diesen konkreten Arbeitsschritt; Ereignis besitzt keine bekannte Karte; Objekt und Handlung sind reine Exemplarfüllung.	CREATIVE_NONMEDICAL_EXEMPLAR_NOT_TRANSLATION_CARD_VALUE_STEM_OR_SPECIES
94	f56r	f56r.18	H5	F019	H5-S005	1	2cc054357a929df85f64	sho	OPAQUE_PAYLOAD	NONCLOSE	UNPARSED_EXEMPLAR	UNKNOWN	NONE	EXEMPLAR_ONLY	E94:[TUPLE:2cc054357a929df85f64;SURFACE_DISPLAY_ONLY:sho;FORMULA:OPAQUE_PAYLOAD;CARD:UNKNOWN;PROMPT:NONE;TEMPLATE:EXEMPLAR_ONLY;FROZEN_V72_SEGMENT:[EXEMPLAR SUBSTANCE_OR_OBJECT];TERMINAL:NONCLOSE]	WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB	PAGE_OWNER_ONLY	0.70	Nimm den nächsten bezeichneten Pflanzenposten.	CREATIVE_OCCURRENCE_EXEMPLAR_FILL	EXECUTE_TYPED_EXEMPLAR_STEP;NO_CONTROL_VALUE_INFERRED	0.24	MEDICAL_RIVAL: dieselbe Folge als unbekannter heilkundlicher Pflanzenartikel.	Bild bindet nur die ganze Pflanze, nicht diesen konkreten Arbeitsschritt; Ereignis besitzt keine bekannte Karte; Objekt und Handlung sind reine Exemplarfüllung.	CREATIVE_NONMEDICAL_EXEMPLAR_NOT_TRANSLATION_CARD_VALUE_STEM_OR_SPECIES
95	f56r	f56r.18	H5	F019	H5-S005	2	9ad66e67803a12e745de	chokchy	OPAQUE_PAYLOAD	NONCLOSE	UNPARSED_EXEMPLAR	UNKNOWN	NONE	EXEMPLAR_ONLY	E95:[TUPLE:9ad66e67803a12e745de;SURFACE_DISPLAY_ONLY:chokchy;FORMULA:OPAQUE_PAYLOAD;CARD:UNKNOWN;PROMPT:NONE;TEMPLATE:EXEMPLAR_ONLY;FROZEN_V72_SEGMENT:[EXEMPLAR ACTION];TERMINAL:NONCLOSE]	WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB	PAGE_OWNER_ONLY	0.70	Befeuchte ihn mit einem nicht abgebildeten Wasser- oder Bindemittelanteil.	CREATIVE_OCCURRENCE_EXEMPLAR_FILL	EXECUTE_TYPED_EXEMPLAR_STEP;NO_CONTROL_VALUE_INFERRED	0.24	MEDICAL_RIVAL: wässrige oder andere flüssige Heilmittelzubereitung aus derselben Bildpflanze.	Bild bindet nur die ganze Pflanze, nicht diesen konkreten Arbeitsschritt; Medium und Gerät sind nicht abgebildet; Ereignis besitzt keine bekannte Karte; Objekt und Handlung sind reine Exemplarfüllung.	CREATIVE_NONMEDICAL_EXEMPLAR_NOT_TRANSLATION_CARD_VALUE_STEM_OR_SPECIES
96	f56r	f56r.18	H5	F019	H5-S005	3	c71c72da4e09e0833392	kchoar	OPAQUE_PAYLOAD + <ARG_AR>	NONCLOSE	UNPARSED_EXEMPLAR	UNKNOWN	NONE	EXEMPLAR_ONLY	E96:[TUPLE:c71c72da4e09e0833392;SURFACE_DISPLAY_ONLY:kchoar;FORMULA:OPAQUE_PAYLOAD + <ARG_AR>;CARD:UNKNOWN;PROMPT:NONE;TEMPLATE:EXEMPLAR_ONLY;FROZEN_V72_SEGMENT:[EXEMPLAR ACTION];TERMINAL:NONCLOSE]	WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB	PAGE_OWNER_ONLY	0.70	Vermenge ihn zu einer gleichmäßigen frischen Masse.	CREATIVE_OCCURRENCE_EXEMPLAR_FILL	EXECUTE_TYPED_EXEMPLAR_STEP;NO_CONTROL_VALUE_INFERRED	0.24	MEDICAL_RIVAL: dieselbe Folge als unbekannter heilkundlicher Pflanzenartikel.	Bild bindet nur die ganze Pflanze, nicht diesen konkreten Arbeitsschritt; Ereignis besitzt keine bekannte Karte; Objekt und Handlung sind reine Exemplarfüllung.	CREATIVE_NONMEDICAL_EXEMPLAR_NOT_TRANSLATION_CARD_VALUE_STEM_OR_SPECIES
97	f56r	f56r.18	H5	F019	H5-S005	4	61a075bc54793c1c781f	sotodan	OPAQUE_PAYLOAD	NONCLOSE	UNPARSED_EXEMPLAR	UNKNOWN	NONE	EXEMPLAR_ONLY	E97:[TUPLE:61a075bc54793c1c781f;SURFACE_DISPLAY_ONLY:sotodan;FORMULA:OPAQUE_PAYLOAD;CARD:UNKNOWN;PROMPT:NONE;TEMPLATE:EXEMPLAR_ONLY;FROZEN_V72_SEGMENT:[EXEMPLAR ACTION];TERMINAL:NONCLOSE]	WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB	PAGE_OWNER_ONLY	0.70	Verwende die Masse sofort als Material- oder Haftprobe.	CREATIVE_OCCURRENCE_EXEMPLAR_FILL	EXECUTE_TYPED_EXEMPLAR_STEP;NO_CONTROL_VALUE_INFERRED	0.24	MEDICAL_RIVAL: therapeutische Anwendung oder Probe derselben unbekannten Heilzubereitung.	Bild bindet nur die ganze Pflanze, nicht diesen konkreten Arbeitsschritt; Ereignis besitzt keine bekannte Karte; Objekt und Handlung sind reine Exemplarfüllung.	CREATIVE_NONMEDICAL_EXEMPLAR_NOT_TRANSLATION_CARD_VALUE_STEM_OR_SPECIES
98	f56r	f56r.19	H5	F020	H5-S006	1	faf321940aed922846a9	otchey	FRAME_OT(OPAQUE_PAYLOAD)	NONCLOSE	UNIQUE_EXACT	ANTEIL?	NONE	SELECT_PART	E98:[TUPLE:faf321940aed922846a9;SURFACE_DISPLAY_ONLY:otchey;FORMULA:FRAME_OT(OPAQUE_PAYLOAD);CARD:ANTEIL?;PROMPT:NONE;TEMPLATE:SELECT_PART;FROZEN_V72_SEGMENT:[CARD:ANTEIL?];TERMINAL:NONCLOSE]	WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB	PAGE_OWNER_ONLY	0.70	Wähle den im Master bezeichneten Kopf- oder Blütenteil.	FROZEN_CONTROL_CLASS_PLUS_CREATIVE_SOURCE_ARGUMENT	SOURCE:=EXEMPLAR_PART_OF(WHOLE_PLANT_OWNER)	0.47	MEDICAL_RIVAL: Auswahl eines heilkundlich bestimmten Pflanzenanteils statt einer Materialprobe.	Bild bindet nur die ganze Pflanze, nicht diesen konkreten Arbeitsschritt; bekannte Karte/Formalklasse ist nur gefrorener Prompt und trägt diese konkrete Lesung nicht.	CREATIVE_NONMEDICAL_EXEMPLAR_NOT_TRANSLATION_CARD_VALUE_STEM_OR_SPECIES
99	f56r	f56r.19	H5	F020	H5-S006	2	9bb7122b386ebbc6138f	keol	OPAQUE_PAYLOAD	NONCLOSE	UNPARSED_EXEMPLAR	UNKNOWN	NONE	EXEMPLAR_ONLY	E99:[TUPLE:9bb7122b386ebbc6138f;SURFACE_DISPLAY_ONLY:keol;FORMULA:OPAQUE_PAYLOAD;CARD:UNKNOWN;PROMPT:NONE;TEMPLATE:EXEMPLAR_ONLY;FROZEN_V72_SEGMENT:[EXEMPLAR SOURCE_ARGUMENT];TERMINAL:NONCLOSE]	WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB	PAGE_OWNER_ONLY	0.70	Sondere daraus das helle beziehungsweise geöffnete Material aus.	CREATIVE_OCCURRENCE_EXEMPLAR_FILL	EXECUTE_TYPED_EXEMPLAR_STEP;NO_CONTROL_VALUE_INFERRED	0.24	MEDICAL_RIVAL: Auswahl eines heilkundlich bestimmten Pflanzenanteils statt einer Materialprobe.	Bild bindet nur die ganze Pflanze, nicht diesen konkreten Arbeitsschritt; Ereignis besitzt keine bekannte Karte; Objekt und Handlung sind reine Exemplarfüllung.	CREATIVE_NONMEDICAL_EXEMPLAR_NOT_TRANSLATION_CARD_VALUE_STEM_OR_SPECIES
100	f56r	f56r.19	H5	F020	H5-S006	3	2f1c5e56e8f0ff459065	daiin	OPAQUE_PAYLOAD	NONCLOSE	UNIQUE_CONVERGENT_CHANNELS	MASS?	VORGABEPARAMETER?	PARAMETER_ASSIGN	E100:[TUPLE:2f1c5e56e8f0ff459065;SURFACE_DISPLAY_ONLY:daiin;FORMULA:OPAQUE_PAYLOAD;CARD:MASS?;PROMPT:VORGABEPARAMETER?;TEMPLATE:PARAMETER_ASSIGN;FROZEN_V72_SEGMENT:[CARD:MASS?] [FORMAL:VORGABEPARAMETER?];TERMINAL:NONCLOSE]	WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB	PAGE_OWNER_ONLY	0.70	Trage für diesen Endposten ein örtliches Maß ein.	FROZEN_CONTROL_CLASS_PLUS_CREATIVE_SOURCE_ARGUMENT	MEASURE:=EXEMPLAR_VALUE	0.44	MEDICAL_RIVAL: Dosis-, Dauer- oder Mengenangabe in einem Heilrezept.	Bild bindet nur die ganze Pflanze, nicht diesen konkreten Arbeitsschritt; bekannte Karte/Formalklasse ist nur gefrorener Prompt und trägt diese konkrete Lesung nicht.	CREATIVE_NONMEDICAL_EXEMPLAR_NOT_TRANSLATION_CARD_VALUE_STEM_OR_SPECIES
