page	locus	section	language	hand	y_occurrences	y_ordinals	context_classes	zl3b_line	v35_token_glosses_de	v36_token_glosses_de	v36_working_translation_de	base_unknown_tokens	v36_unknown_tokens
f108r	f108r.18	S	B	3	1	12	Y_EOS_CLOSE	okeedy lkal daiin ykchedy qokol chedy qokedy lkedy okalo l chedl y	heißer Ansatz am Ende des Grades, abgeschlossen | [lkal:?] | Grad-/Maßwert III | [ykchedy:?] | [qokol:?] | trocken in der Mitte des Grades, abgeschlossen | heiß in der Mitte des Grades, abgeschlossen | [lkedy:?] | [okalo:?] | [l:?] | [chedl:?] | [y:?]	heißer Ansatz am Ende des Grades, abgeschlossen | [lkal:?] | Grad-/Maßwert III | [ykchedy:?] | [qokol:?] | trocken in der Mitte des Grades, abgeschlossen | heiß in der Mitte des Grades, abgeschlossen | [lkedy:?] | [okalo:?] | [l:?] | [chedl:?] | Eintrag abgeschlossen	heißer Ansatz am Ende des Grades, abgeschlossen; [lkal:?]; Grad-/Maßwert III; [ykchedy:?]; [qokol:?]; trocken in der Mitte des Grades, abgeschlossen; heiß in der Mitte des Grades, abgeschlossen; [lkedy:?]; [okalo:?]; [l:?]; [chedl:?].	8	7
f108r	f108r.24	S	B	3	1	2	Y_MEDIAL_UNRESOLVED_HINGE	folaiin y qokal lkedy qotedy qoked qotedy okal chdar al char aiin	[folaiin:?] | [y:?] | Rohstoffklasse I, heiß am Gradanfang | [lkedy:?] | kalt in der Mitte des Grades, abgeschlossen | [qoked:?] | kalt in der Mitte des Grades, abgeschlossen | Rohstoffklasse I im Ansatz, heiß am Gradanfang | [chdar:?] | Rohstoffklasse I | [char:?] | Menge III	[folaiin:?] | hierzu: | Rohstoffklasse I, heiß am Gradanfang | [lkedy:?] | kalt in der Mitte des Grades, abgeschlossen | [qoked:?] | kalt in der Mitte des Grades, abgeschlossen | Rohstoffklasse I im Ansatz, heiß am Gradanfang | [chdar:?] | Rohstoffklasse I | [char:?] | Menge III	[folaiin:?]; hierzu: Rohstoffklasse I, heiß am Gradanfang; [lkedy:?]; kalt in der Mitte des Grades, abgeschlossen; [qoked:?]; kalt in der Mitte des Grades, abgeschlossen; Rohstoffklasse I im Ansatz, heiß am Gradanfang; [chdar:?]; Rohstoffklasse I; [char:?]; Menge III	6	5
f108r	f108r.25	S	B	3	1	1	Y_BOS_ENTRY	y cheeor aiin okeey cheol chedy opchsd opchedy alkedy al lkeam ol rain al	[y:?] | [cheeor:?] | Menge III | heißer Ansatz am Ende des Grades | trockener Drogenstoff | trocken in der Mitte des Grades, abgeschlossen | [opchsd:?] | [opchedy:?] | [alkedy:?] | Rohstoffklasse I | [lkeam:?] | Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz | [rain:?] | Rohstoffklasse I	Eintrag: | [cheeor:?] | Menge III | heißer Ansatz am Ende des Grades | trockener Drogenstoff | trocken in der Mitte des Grades, abgeschlossen | [opchsd:?] | [opchedy:?] | [alkedy:?] | Rohstoffklasse I | [lkeam:?] | Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz | [rain:?] | Rohstoffklasse I	Eintrag: [cheeor:?]; Menge III; heißer Ansatz am Ende des Grades; trockener Drogenstoff; trocken in der Mitte des Grades, abgeschlossen; [opchsd:?]; [opchedy:?]; [alkedy:?]; Rohstoffklasse I; [lkeam:?]; Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz; [rain:?]; Rohstoffklasse I	7	6
f108r	f108r.46	S	B	3	1	3	Y_MEDIAL_LEFT_CLOSE	yteedy qokeed y qokey otedy okedy qokaiin cheodar cheey qokedy al	[yteedy:?] | [qokeed:?] | [y:?] | heiß in der Mitte des Grades | kalter Ansatz in der Mitte des Grades, abgeschlossen | heißer Ansatz in der Mitte des Grades, abgeschlossen | heiß, Grad III | [cheodar:?] | trocken am Ende des Grades | heiß in der Mitte des Grades, abgeschlossen | Rohstoffklasse I	[yteedy:?] | [qokeed:?] | Eintragsteil abgeschlossen | heiß in der Mitte des Grades | kalter Ansatz in der Mitte des Grades, abgeschlossen | heißer Ansatz in der Mitte des Grades, abgeschlossen | heiß, Grad III | [cheodar:?] | trocken am Ende des Grades | heiß in der Mitte des Grades, abgeschlossen | Rohstoffklasse I	[yteedy:?]; [qokeed:?]; heiß in der Mitte des Grades; kalter Ansatz in der Mitte des Grades, abgeschlossen; heißer Ansatz in der Mitte des Grades, abgeschlossen; heiß, Grad III; [cheodar:?]; trocken am Ende des Grades; heiß in der Mitte des Grades, abgeschlossen; Rohstoffklasse I	4	3
f108r	f108r.5	S	B	3	1	7	Y_MEDIAL_LEFT_CLOSE	tchokedy chey oteey okeey lkededy okche y pchofar cheo pchedy qotedy otol	[tchokedy:?] | trocken in der Mitte des Grades | kalter Ansatz am Ende des Grades | heißer Ansatz am Ende des Grades | [lkededy:?] | [okche:?] | [y:?] | [pchofar:?] | trocken angesetzte Zubereitung | getrocknetes Pulver | kalt in der Mitte des Grades, abgeschlossen | kaltes Zubereitungsgut	[tchokedy:?] | trocken in der Mitte des Grades | kalter Ansatz am Ende des Grades | heißer Ansatz am Ende des Grades | [lkededy:?] | [okche:?] | Eintragsteil abgeschlossen | [pchofar:?] | trocken angesetzte Zubereitung | getrocknetes Pulver | kalt in der Mitte des Grades, abgeschlossen | kaltes Zubereitungsgut	[tchokedy:?]; trocken in der Mitte des Grades; kalter Ansatz am Ende des Grades; heißer Ansatz am Ende des Grades; [lkededy:?]; [okche:?]; [pchofar:?]; trocken angesetzte Zubereitung; getrocknetes Pulver; kalt in der Mitte des Grades, abgeschlossen; kaltes Zubereitungsgut	5	4
f108r	f108r.6	S	B	3	1	13	Y_EOS_CLOSE	ol cheol qo qokeey qokeey qokeedy sheoky otedy qotey qokchey chdar aiin y	Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz | trockener Drogenstoff | [qo:?] | heiß am Ende des Grades | heiß am Ende des Grades | heiß am Ende des Grades, abgeschlossen | feucht angesetzte heiße Zubereitung am Gradanfang | kalter Ansatz in der Mitte des Grades, abgeschlossen | kalt in der Mitte des Grades | heiß und trocken in der Mitte des Grades | [chdar:?] | Menge III | [y:?]	Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz | trockener Drogenstoff | [qo:?] | heiß am Ende des Grades | heiß am Ende des Grades | heiß am Ende des Grades, abgeschlossen | feucht angesetzte heiße Zubereitung am Gradanfang | kalter Ansatz in der Mitte des Grades, abgeschlossen | kalt in der Mitte des Grades | heiß und trocken in der Mitte des Grades | [chdar:?] | Menge III | Eintrag abgeschlossen	Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz; trockener Drogenstoff; [qo:?]; heiß am Ende des Grades; heiß am Ende des Grades; heiß am Ende des Grades, abgeschlossen; feucht angesetzte heiße Zubereitung am Gradanfang; kalter Ansatz in der Mitte des Grades, abgeschlossen; kalt in der Mitte des Grades; heiß und trocken in der Mitte des Grades; [chdar:?]; Menge III.	3	2
f108v	f108v.44	S	B	3	1	1	Y_BOS_ENTRY	y shey qol lchey shey qokear shey qokeey lsheey oteey sheey qol cheekeey lchg	[y:?] | feucht in der Mitte des Grades | [qol:?] | Drogenholz, trocken gebunden, Form I | feucht in der Mitte des Grades | [qokear:?] | feucht in der Mitte des Grades | heiß am Ende des Grades | eingeweichtes Drogenholz, Form II | kalter Ansatz am Ende des Grades | feucht am Ende des Grades | [qol:?] | [cheekeey:?] | [lchg:?]	Eintrag: | feucht in der Mitte des Grades | [qol:?] | Drogenholz, trocken gebunden, Form I | feucht in der Mitte des Grades | [qokear:?] | feucht in der Mitte des Grades | heiß am Ende des Grades | eingeweichtes Drogenholz, Form II | kalter Ansatz am Ende des Grades | feucht am Ende des Grades | [qol:?] | [cheekeey:?] | [lchg:?]	Eintrag: feucht in der Mitte des Grades; [qol:?]; Drogenholz, trocken gebunden, Form I; feucht in der Mitte des Grades; [qokear:?]; feucht in der Mitte des Grades; heiß am Ende des Grades; eingeweichtes Drogenholz, Form II; kalter Ansatz am Ende des Grades; feucht am Ende des Grades; [qol:?]; [cheekeey:?]; [lchg:?]	6	5
f10r	f10r.7	H	A	1	1	3	Y_MEDIAL_UNRESOLVED_HINGE	dchy qokchol y kchaiin yty daiin cth dain dair am	[dchy:?] | [qokchol:?] | [y:?] | [kchaiin:?] | [yty:?] | Grad-/Maßwert III | [cth:?] | Grad-/Maßwert II | abgemessene Fraktion II | [am:?]	[dchy:?] | [qokchol:?] | hierzu: | [kchaiin:?] | [yty:?] | Grad-/Maßwert III | [cth:?] | Grad-/Maßwert II | abgemessene Fraktion II | [am:?]	[dchy:?]; [qokchol:?]; hierzu: [kchaiin:?]; [yty:?]; Grad-/Maßwert III; [cth:?]; Grad-/Maßwert II; abgemessene Fraktion II; [am:?]	7	6
f111r	f111r.35	S	B	3	1	1	Y_BOS_ENTRY	y chedl ar aiin aiy dam	[y:?] | [chedl:?] | Drogenfraktion I | Menge III | [aiy:?] | [dam:?]	Eintrag: | [chedl:?] | Drogenfraktion I | Menge III | [aiy:?] | [dam:?]	Eintrag: [chedl:?]; Drogenfraktion I; Menge III; [aiy:?]; [dam:?]	4	3
f111r	f111r.46	S	B	3	1	1	Y_BOS_ENTRY	y cheeo lkeey oteed lkeedy okeeshey chey lkar al olchal or aiin cheom	[y:?] | [cheeo:?] | [lkeey:?] | [oteed:?] | [lkeedy:?] | [okeeshey:?] | trocken in der Mitte des Grades | heiße Holzfraktion I | Rohstoffklasse I | [olchal:?] | Drogenportion | Menge III | [cheom:?]	Eintrag: | [cheeo:?] | [lkeey:?] | [oteed:?] | [lkeedy:?] | [okeeshey:?] | trocken in der Mitte des Grades | heiße Holzfraktion I | Rohstoffklasse I | [olchal:?] | Drogenportion | Menge III | [cheom:?]	Eintrag: [cheeo:?]; [lkeey:?]; [oteed:?]; [lkeedy:?]; [okeeshey:?]; trocken in der Mitte des Grades; heiße Holzfraktion I; Rohstoffklasse I; [olchal:?]; Drogenportion; Menge III; [cheom:?]	8	7
f111v	f111v.11	S	B	3	1	1	Y_BOS_ENTRY	y lcheey shear aiin sheear otain otedy qokain chedkain shedaitain shalg	[y:?] | Drogenholz, trocken gebunden, Form II | [shear:?] | Menge III | [sheear:?] | kalt im Zubereitungsrahmen, Grad II | kalter Ansatz in der Mitte des Grades, abgeschlossen | heiß, Grad II | [chedkain:?] | [shedaitain:?] | [shalg:?]	Eintrag: | Drogenholz, trocken gebunden, Form II | [shear:?] | Menge III | [sheear:?] | kalt im Zubereitungsrahmen, Grad II | kalter Ansatz in der Mitte des Grades, abgeschlossen | heiß, Grad II | [chedkain:?] | [shedaitain:?] | [shalg:?]	Eintrag: Drogenholz, trocken gebunden, Form II; [shear:?]; Menge III; [sheear:?]; kalt im Zubereitungsrahmen, Grad II; kalter Ansatz in der Mitte des Grades, abgeschlossen; heiß, Grad II; [chedkain:?]; [shedaitain:?]; [shalg:?]	6	5
f111v	f111v.33	S	B	3	2	1|7	Y_BOS_ENTRY|Y_MEDIAL_UNRESOLVED_HINGE	y sheeil oair ain okan sheain y qokan chan aman cheal char	[y:?] | [sheeil:?] | [oair:?] | Menge-/Klassenwert II | heiß im Zubereitungsrahmen, Grad I | [sheain:?] | [y:?] | heiß im qo-Rahmen, Grad I | trocken, Grad I | [aman:?] | Rohstoffklasse I, trocken in der Gradmitte | [char:?]	Eintrag: | [sheeil:?] | [oair:?] | Menge-/Klassenwert II | heiß im Zubereitungsrahmen, Grad I | [sheain:?] | hierzu: | heiß im qo-Rahmen, Grad I | trocken, Grad I | [aman:?] | Rohstoffklasse I, trocken in der Gradmitte | [char:?]	Eintrag: [sheeil:?]; [oair:?]; Menge-/Klassenwert II; heiß im Zubereitungsrahmen, Grad I; [sheain:?]; hierzu: heiß im qo-Rahmen, Grad I; trocken, Grad I; [aman:?]; Rohstoffklasse I, trocken in der Gradmitte; [char:?]	7	5
f111v	f111v.35	S	B	3	1	12	Y_EOS_CLOSE	oain okaiin chcthy lkain lchey lshekain qotal shedy chkeey lkeeed lkain y	[oain:?] | heiß, Grad III, im Ansatzrahmen | trockene CTH-Materialform; im Herbal trockenes Blatt-/Krautgut | [lkain:?] | Drogenholz, trocken gebunden, Form I | [lshekain:?] | Rohstoffklasse I, kalt am Gradanfang | feucht in der Mitte des Grades, abgeschlossen | [chkeey:?] | [lkeeed:?] | [lkain:?] | [y:?]	[oain:?] | heiß, Grad III, im Ansatzrahmen | trockene CTH-Materialform; im Herbal trockenes Blatt-/Krautgut | [lkain:?] | Drogenholz, trocken gebunden, Form I | [lshekain:?] | Rohstoffklasse I, kalt am Gradanfang | feucht in der Mitte des Grades, abgeschlossen | [chkeey:?] | [lkeeed:?] | [lkain:?] | Eintrag abgeschlossen	[oain:?]; heiß, Grad III, im Ansatzrahmen; trockene CTH-Materialform; im Herbal trockenes Blatt-/Krautgut; [lkain:?]; Drogenholz, trocken gebunden, Form I; [lshekain:?]; Rohstoffklasse I, kalt am Gradanfang; feucht in der Mitte des Grades, abgeschlossen; [chkeey:?]; [lkeeed:?]; [lkain:?].	7	6
f112r	f112r.19	S	B	3	1	5	Y_MEDIAL_LEFT_CLOSE	polchdy o l otal y raiin sheky qeey qokey qokeey qoky am	[polchdy:?] | [o:?] | [l:?] | Rohstoffklasse I im Ansatz, kalt am Gradanfang | [y:?] | Wurzel, Typ/Charge III | [sheky:?] | [qeey:?] | heiß in der Mitte des Grades | heiß am Ende des Grades | heiß am Anfang des Grades | [am:?]	[polchdy:?] | [o:?] | [l:?] | Rohstoffklasse I im Ansatz, kalt am Gradanfang | Eintragsteil abgeschlossen | Wurzel, Typ/Charge III | [sheky:?] | [qeey:?] | heiß in der Mitte des Grades | heiß am Ende des Grades | heiß am Anfang des Grades | [am:?]	[polchdy:?]; [o:?]; [l:?]; Rohstoffklasse I im Ansatz, kalt am Gradanfang; Wurzel, Typ/Charge III; [sheky:?]; [qeey:?]; heiß in der Mitte des Grades; heiß am Ende des Grades; heiß am Anfang des Grades; [am:?]	7	6
f112r	f112r.42	S	B	3	1	5	Y_MEDIAL_UNRESOLVED_HINGE	pol ar shedy qokaiin y okeedy qotal chody oteody araryteop	Pulverstoff | Drogenfraktion I | feucht in der Mitte des Grades, abgeschlossen | heiß, Grad III | [y:?] | heißer Ansatz am Ende des Grades, abgeschlossen | Rohstoffklasse I, kalt am Gradanfang | [chody:?] | [oteody:?] | [araryteop:?]	Pulverstoff | Drogenfraktion I | feucht in der Mitte des Grades, abgeschlossen | heiß, Grad III | hierzu: | heißer Ansatz am Ende des Grades, abgeschlossen | Rohstoffklasse I, kalt am Gradanfang | [chody:?] | [oteody:?] | [araryteop:?]	Pulverstoff; Drogenfraktion I; feucht in der Mitte des Grades, abgeschlossen; heiß, Grad III; hierzu: heißer Ansatz am Ende des Grades, abgeschlossen; Rohstoffklasse I, kalt am Gradanfang; [chody:?]; [oteody:?]; [araryteop:?]	4	3
f112r	f112r.9	S	B	3	2	5|10	Y_MEDIAL_RIGHT_REFERENCE|Y_EOS_CLOSE	saiin ol okeey qokeey y chedy teedy qokchy qokar y	Samen/Saatgut, Typ/Charge III | Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz | heißer Ansatz am Ende des Grades | heiß am Ende des Grades | [y:?] | trocken in der Mitte des Grades, abgeschlossen | kalt am Ende des Grades, abgeschlossen | heiß und trocken am Anfang des Grades | heiße Drogenfraktion I | [y:?]	Samen/Saatgut, Typ/Charge III | Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz | heißer Ansatz am Ende des Grades | heiß am Ende des Grades | hierzu: | trocken in der Mitte des Grades, abgeschlossen | kalt am Ende des Grades, abgeschlossen | heiß und trocken am Anfang des Grades | heiße Drogenfraktion I | Eintrag abgeschlossen	Samen/Saatgut, Typ/Charge III; Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz; heißer Ansatz am Ende des Grades; heiß am Ende des Grades; hierzu: trocken in der Mitte des Grades, abgeschlossen; kalt am Ende des Grades, abgeschlossen; heiß und trocken am Anfang des Grades; heiße Drogenfraktion I.	2	0
f112v	f112v.1	S	B	3	1	5	Y_MEDIAL_UNRESOLVED_HINGE	keeoal chool opal otalair y fcheol oteey qor eees am	[keeoal:?] | [chool:?] | Ansatz aus Pulverrohstoff, Form I | [otalair:?] | [y:?] | [fcheol:?] | kalter Ansatz am Ende des Grades | [qor:?] | [eees:?] | [am:?]	[keeoal:?] | [chool:?] | Ansatz aus Pulverrohstoff, Form I | [otalair:?] | hierzu: | [fcheol:?] | kalter Ansatz am Ende des Grades | [qor:?] | [eees:?] | [am:?]	[keeoal:?]; [chool:?]; Ansatz aus Pulverrohstoff, Form I; [otalair:?]; hierzu: [fcheol:?]; kalter Ansatz am Ende des Grades; [qor:?]; [eees:?]; [am:?]	8	7
f112v	f112v.40	S	B	3	1	1	Y_BOS_ENTRY	y cheol lchedy chckhy cheolchal shchy daiin cheolor okain chedy daiin	[y:?] | trockener Drogenstoff | getrocknetes Drogenholz | Arzneikompositum: trocken, Gradanfang | [cheolchal:?] | [shchy:?] | Grad-/Maßwert III | [cheolor:?] | heiß im Zubereitungsrahmen, Grad II | trocken in der Mitte des Grades, abgeschlossen | Grad-/Maßwert III	Eintrag: | trockener Drogenstoff | getrocknetes Drogenholz | Arzneikompositum: trocken, Gradanfang | [cheolchal:?] | [shchy:?] | Grad-/Maßwert III | [cheolor:?] | heiß im Zubereitungsrahmen, Grad II | trocken in der Mitte des Grades, abgeschlossen | Grad-/Maßwert III	Eintrag: trockener Drogenstoff; getrocknetes Drogenholz; Arzneikompositum: trocken, Gradanfang; [cheolchal:?]; [shchy:?]; Grad-/Maßwert III; [cheolor:?]; heiß im Zubereitungsrahmen, Grad II; trocken in der Mitte des Grades, abgeschlossen; Grad-/Maßwert III	4	3
f113r	f113r.12	S	B	3	1	1	Y_BOS_ENTRY	y shoain qoeey qoaiin shol lkeeoar chodaiin otam chos aiin	[y:?] | [shoain:?] | [qoeey:?] | [qoaiin:?] | feucht; nominal feuchtes Gut/Material | [lkeeoar:?] | [chodaiin:?] | ein Maß kalten Ansatzes | [chos:?] | Menge III	Eintrag: | [shoain:?] | [qoeey:?] | [qoaiin:?] | feucht; nominal feuchtes Gut/Material | [lkeeoar:?] | [chodaiin:?] | ein Maß kalten Ansatzes | [chos:?] | Menge III	Eintrag: [shoain:?]; [qoeey:?]; [qoaiin:?]; feucht; nominal feuchtes Gut/Material; [lkeeoar:?]; [chodaiin:?]; ein Maß kalten Ansatzes; [chos:?]; Menge III	7	6
f113r	f113r.27	S	B	3	1	6	Y_MEDIAL_UNRESOLVED_HINGE	tchol chol lsheol shor kcheey y raiin sheol tcheody tchey sheoky lpchedy qokam	[tchol:?] | trocken; nominal trockenes Gut/Material | [lsheol:?] | Blüten-/Fruchtstand; reproduktiver Teil | heiß und trocken am Ende des Grades | [y:?] | Wurzel, Typ/Charge III | feuchtes Material | [tcheody:?] | kalt und trocken in der Mitte des Grades | feucht angesetzte heiße Zubereitung am Gradanfang | [lpchedy:?] | [qokam:?]	[tchol:?] | trocken; nominal trockenes Gut/Material | [lsheol:?] | Blüten-/Fruchtstand; reproduktiver Teil | heiß und trocken am Ende des Grades | hierzu: | Wurzel, Typ/Charge III | feuchtes Material | [tcheody:?] | kalt und trocken in der Mitte des Grades | feucht angesetzte heiße Zubereitung am Gradanfang | [lpchedy:?] | [qokam:?]	[tchol:?]; trocken; nominal trockenes Gut/Material; [lsheol:?]; Blüten-/Fruchtstand; reproduktiver Teil; heiß und trocken am Ende des Grades; hierzu: Wurzel, Typ/Charge III; feuchtes Material; [tcheody:?]; kalt und trocken in der Mitte des Grades; feucht angesetzte heiße Zubereitung am Gradanfang; [lpchedy:?]; [qokam:?]	6	5
f113r	f113r.29	S	B	3	1	1	Y_BOS_ENTRY	y sheeoaiin olkeeol chtchol kcheody lkchedy okaiin chal taiin oteedy	[y:?] | [sheeoaiin:?] | [olkeeol:?] | [chtchol:?] | [kcheody:?] | [lkchedy:?] | heiß, Grad III, im Ansatzrahmen | Rohstoffklasse I, trocken am Gradanfang | kalt, Grad III | kalter Ansatz am Ende des Grades, abgeschlossen	Eintrag: | [sheeoaiin:?] | [olkeeol:?] | [chtchol:?] | [kcheody:?] | [lkchedy:?] | heiß, Grad III, im Ansatzrahmen | Rohstoffklasse I, trocken am Gradanfang | kalt, Grad III | kalter Ansatz am Ende des Grades, abgeschlossen	Eintrag: [sheeoaiin:?]; [olkeeol:?]; [chtchol:?]; [kcheody:?]; [lkchedy:?]; heiß, Grad III, im Ansatzrahmen; Rohstoffklasse I, trocken am Gradanfang; kalt, Grad III; kalter Ansatz am Ende des Grades, abgeschlossen	6	5
f113r	f113r.35	S	B	3	1	1	Y_BOS_ENTRY	y sh s sheeo lkeeos aiin qokeees okchedy qotaiin otar okar ockhy rchdy qosain	[y:?] | [sh:?] | [s:?] | [sheeo:?] | [lkeeos:?] | Menge III | [qokeees:?] | heiß-trockener Ansatz in der Mitte des Grades, abgeschlossen | kalt, Grad III | kalte Drogenfraktion I im Ansatz | heiße Drogenfraktion I im Ansatz | Ansatz eines Arzneikompositums am Gradanfang | Wurzel/Wurzeldroge, getrocknete Kurz-/Kompaktform | [qosain:?]	Eintrag: | [sh:?] | [s:?] | [sheeo:?] | [lkeeos:?] | Menge III | [qokeees:?] | heiß-trockener Ansatz in der Mitte des Grades, abgeschlossen | kalt, Grad III | kalte Drogenfraktion I im Ansatz | heiße Drogenfraktion I im Ansatz | Ansatz eines Arzneikompositums am Gradanfang | Wurzel/Wurzeldroge, getrocknete Kurz-/Kompaktform | [qosain:?]	Eintrag: [sh:?]; [s:?]; [sheeo:?]; [lkeeos:?]; Menge III; [qokeees:?]; heiß-trockener Ansatz in der Mitte des Grades, abgeschlossen; kalt, Grad III; kalte Drogenfraktion I im Ansatz; heiße Drogenfraktion I im Ansatz; Ansatz eines Arzneikompositums am Gradanfang; Wurzel/Wurzeldroge, getrocknete Kurz-/Kompaktform; [qosain:?]	7	6
f113r	f113r.47	S	B	3	1	1	Y_BOS_ENTRY	y sheol keechey cholkeedy qokaiin chedal l kches ar okain qokaiin oram	[y:?] | feuchtes Material | [keechey:?] | [cholkeedy:?] | heiß, Grad III | trockene abgemessene Rohstoffmenge I in der Gradmitte | [l:?] | [kches:?] | Drogenfraktion I | heiß im Zubereitungsrahmen, Grad II | heiß, Grad III | [oram:?]	Eintrag: | feuchtes Material | [keechey:?] | [cholkeedy:?] | heiß, Grad III | trockene abgemessene Rohstoffmenge I in der Gradmitte | [l:?] | [kches:?] | Drogenfraktion I | heiß im Zubereitungsrahmen, Grad II | heiß, Grad III | [oram:?]	Eintrag: feuchtes Material; [keechey:?]; [cholkeedy:?]; heiß, Grad III; trockene abgemessene Rohstoffmenge I in der Gradmitte; [l:?]; [kches:?]; Drogenfraktion I; heiß im Zubereitungsrahmen, Grad II; heiß, Grad III; [oram:?]	6	5
f113v	f113v.27	S	B	3	1	1	Y_BOS_ENTRY	y cheeo l cheeo alkeedy	[y:?] | [cheeo:?] | [l:?] | [cheeo:?] | [alkeedy:?]	Eintrag: | [cheeo:?] | [l:?] | [cheeo:?] | [alkeedy:?]	Eintrag: [cheeo:?]; [l:?]; [cheeo:?]; [alkeedy:?]	5	4
f113v	f113v.37	S	B	3	1	7	Y_MEDIAL_RIGHT_REFERENCE	qol aiin olaiin oteeey lchedy qokair y daiin	[qol:?] | Menge III | [olaiin:?] | [oteeey:?] | getrocknetes Drogenholz | [qokair:?] | [y:?] | Grad-/Maßwert III	[qol:?] | Menge III | [olaiin:?] | [oteeey:?] | getrocknetes Drogenholz | [qokair:?] | hierzu: | Grad-/Maßwert III	[qol:?]; Menge III; [olaiin:?]; [oteeey:?]; getrocknetes Drogenholz; [qokair:?]; hierzu: Grad-/Maßwert III	5	4
f113v	f113v.48	S	B	3	1	1	Y_BOS_ENTRY	y cheol cheey qol lsheedy qokaiin chedy kain qokeeedy lkaiin okal dy	[y:?] | trockener Drogenstoff | trocken am Ende des Grades | [qol:?] | [lsheedy:?] | heiß, Grad III | trocken in der Mitte des Grades, abgeschlossen | heiß, Grad II | heißer Zustand, Bindungsstufe III | [lkaiin:?] | Rohstoffklasse I im Ansatz, heiß am Gradanfang | [dy:?]	Eintrag: | trockener Drogenstoff | trocken am Ende des Grades | [qol:?] | [lsheedy:?] | heiß, Grad III | trocken in der Mitte des Grades, abgeschlossen | heiß, Grad II | heißer Zustand, Bindungsstufe III | [lkaiin:?] | Rohstoffklasse I im Ansatz, heiß am Gradanfang | [dy:?]	Eintrag: trockener Drogenstoff; trocken am Ende des Grades; [qol:?]; [lsheedy:?]; heiß, Grad III; trocken in der Mitte des Grades, abgeschlossen; heiß, Grad II; heißer Zustand, Bindungsstufe III; [lkaiin:?]; Rohstoffklasse I im Ansatz, heiß am Gradanfang; [dy:?]	5	4
