action_ordinal	statement_id	host_ordinal_in_statement	physical_page	primary_governor_key	action_slot_id	anchor_event_id	action_root	gdt584_rule_id	written_carrier_count	written_carrier_roots	typing_card_id	reference_scope_card_id	selection_route	source_pointer	source_distance_hosts	skipped_incompatible_source_count	selection_blocker	source_layer	reference_mode	object_class	object_lemma_de	grammatical_gender	determiner_de	rendered_object_np_de	participant_count	participant_lemma_sequence_de	upstream_clause_de	gdt597_completed_clause_de	default_is_replaceable	guard
38	G407-S122	11	f75r	ACTION:G407-E1655@2:T	RUNNING:G407-E1655@2	G407-E1655	T	T_AFTER_SH_COOL	1	Y	T01_WRITTEN_TYPED_OBJECT	Q03_LOCAL_OR_DEFAULT_DEFINITE	WRITTEN_GDT589_PACKET	ACTION:G407-E1655@2:T	0	0	NONE	GDT589_WRITTEN_TARGET	DEFINITE	BODY	Körper	MASCULINE	den	den Körper	1	Körper	Lass den Körper anschließend abkühlen	Lass den Körper anschließend abkühlen	YES	WRITTEN_FIRST__OT_DY_CUT__COMPATIBLE_TYPED_REFERENCE__ACTION_DEFAULT__NO_NEW_PAGE_ROOT_OR_SEGMENT
39	G407-S125	3	f75r	ACTION:G407-E1665@1:T	RUNNING:G407-E1665@1	G407-E1665	T	T_BIO_STATION_REGULATE	0	NONE	T02_ACTION_INTERNAL_OBJECT	Q03_LOCAL_OR_DEFAULT_DEFINITE	ACTION_INTERNAL_CONDITION_DEFAULT	NONE	0	0	NONE	ACTION_INTERNAL_DEFAULT	DEFINITE	CONDITION	Stationsbedingung	FEMININE	die	die Stationsbedingung	1	Stationsbedingung	Reguliere die Stationsbedingung	Reguliere die Stationsbedingung	YES	WRITTEN_FIRST__OT_DY_CUT__COMPATIBLE_TYPED_REFERENCE__ACTION_DEFAULT__NO_NEW_PAGE_ROOT_OR_SEGMENT
40	G407-S125	4	f75r	ACTION:G407-E1665@2:CHD	RUNNING:G407-E1665@2	G407-E1665	CHD	CHD_BIO_TREAT	1	Y	T01_WRITTEN_TYPED_OBJECT	Q03_LOCAL_OR_DEFAULT_DEFINITE	WRITTEN_GDT589_PACKET	ACTION:G407-E1665@2:CHD	0	0	NONE	GDT589_WRITTEN_TARGET	DEFINITE	STATION	Stationsansatz	MASCULINE	den	den Stationsansatz	1	Stationsansatz	Behandle den Stationsansatz	Behandle den Stationsansatz	YES	WRITTEN_FIRST__OT_DY_CUT__COMPATIBLE_TYPED_REFERENCE__ACTION_DEFAULT__NO_NEW_PAGE_ROOT_OR_SEGMENT
41	G407-S125	6	f75r	ACTION:G407-E1666@2:CHD	RUNNING:G407-E1666@2	G407-E1666	CHD	CHD_BIO_TREAT	0	NONE	T03_BOUND_COMPATIBLE_REFERENCE	Q01_LEFT_COMPATIBLE_ANAPHORIC	LEFT_COMPATIBLE_TYPED_SOURCE	ACTION:G407-E1665@2:CHD	2	0	NONE	GDT589_WRITTEN_TARGET	ANAPHORIC	STATION	Stationsansatz	MASCULINE	denselben	denselben Stationsansatz	1	Stationsansatz	Behandle den Ansatz	Behandle denselben Stationsansatz	YES	WRITTEN_FIRST__OT_DY_CUT__COMPATIBLE_TYPED_REFERENCE__ACTION_DEFAULT__NO_NEW_PAGE_ROOT_OR_SEGMENT
42	G407-S126	7	f75r	ACTION:G407-E1670@4:T	RUNNING:G407-E1670@4	G407-E1670	T	T_BIO_STATION_REGULATE	1	Y	T01_WRITTEN_TYPED_OBJECT	Q03_LOCAL_OR_DEFAULT_DEFINITE	WRITTEN_GDT589_PACKET	ACTION:G407-E1670@4:T	0	0	NONE	GDT589_WRITTEN_TARGET	DEFINITE	STATION	Stationsansatz	MASCULINE	den	den Stationsansatz	1	Stationsansatz	Reguliere den Stationsansatz über den Stationskontakt oder die Leitung	Reguliere den Stationsansatz über den Stationskontakt oder die Leitung	YES	WRITTEN_FIRST__OT_DY_CUT__COMPATIBLE_TYPED_REFERENCE__ACTION_DEFAULT__NO_NEW_PAGE_ROOT_OR_SEGMENT
43	G407-S128	1	f75r	ACTION:G407-E1675@3:CHD	RUNNING:G407-E1675@3	G407-E1675	CHD	CHD_BIO_TREAT	0	NONE	T05_WORKPIECE_DEFAULT	Q03_LOCAL_OR_DEFAULT_DEFINITE	ACTION_RULE_TYPED_DEFAULT	NONE	0	0	NONE	ACTION_RULE_DEFAULT	DEFINITE	STATION	Stationsansatz	MASCULINE	den	den Stationsansatz	1	Stationsansatz	Behandle den Ansatz über den Stationskontakt oder die Leitung	Behandle den Stationsansatz über den Stationskontakt oder die Leitung	YES	WRITTEN_FIRST__OT_DY_CUT__COMPATIBLE_TYPED_REFERENCE__ACTION_DEFAULT__NO_NEW_PAGE_ROOT_OR_SEGMENT
44	G407-S130	1	f75r	ACTION:G407-E1686@1:CHD	RUNNING:G407-E1686@1	G407-E1686	CHD	CHD_BIO_TREAT	2	Y+AIN	T01_WRITTEN_TYPED_OBJECT	Q03_LOCAL_OR_DEFAULT_DEFINITE	WRITTEN_GDT589_PACKET	ACTION:G407-E1686@1:CHD	0	0	NONE	GDT589_WRITTEN_TARGET	DEFINITE	BODY_PART	Körperteil	NEUTER	das	das Körperteil	2	Körper|Teil	Behandle den Körperteil	Behandle den Körperteil	YES	WRITTEN_FIRST__OT_DY_CUT__COMPATIBLE_TYPED_REFERENCE__ACTION_DEFAULT__NO_NEW_PAGE_ROOT_OR_SEGMENT
45	G407-S130	12	f75r	ACTION:G407-E1696@1:CHD	RUNNING:G407-E1696@1	G407-E1696	CHD	CHD_BIO_TREAT	1	Y	T01_WRITTEN_TYPED_OBJECT	Q03_LOCAL_OR_DEFAULT_DEFINITE	WRITTEN_GDT589_PACKET	ACTION:G407-E1696@1:CHD	0	0	NONE	GDT589_WRITTEN_TARGET	DEFINITE	STATION	Stationsansatz	MASCULINE	den	den Stationsansatz	1	Stationsansatz	Behandle den Stationsansatz	Behandle den Stationsansatz	YES	WRITTEN_FIRST__OT_DY_CUT__COMPATIBLE_TYPED_REFERENCE__ACTION_DEFAULT__NO_NEW_PAGE_ROOT_OR_SEGMENT
46	G407-S136	3	f75r	ACTION:G407-E1716@2:S	RUNNING:G407-E1716@2	G407-E1716	S	S_REST_SELECT	0	NONE	T03_BOUND_COMPATIBLE_REFERENCE	Q01_LEFT_COMPATIBLE_ANAPHORIC	LEFT_COMPATIBLE_TYPED_SOURCE	ACTION:G407-E1714@1:OK	2	0	NONE	GDT582_WRITTEN_OTHER_ACTION	ANAPHORIC	PORTION	Anwendungsportion	FEMININE	dieselbe	dieselbe Anwendungsportion	1	Anwendungsportion	Wähle die Einheit aus	Wähle dieselbe Anwendungsportion aus	YES	WRITTEN_FIRST__OT_DY_CUT__COMPATIBLE_TYPED_REFERENCE__ACTION_DEFAULT__NO_NEW_PAGE_ROOT_OR_SEGMENT
47	G407-S141	2	f75r	ACTION:G407-E1726@1:CHD	RUNNING:G407-E1726@1	G407-E1726	CHD	CHD_BIO_TREAT	1	Y	T01_WRITTEN_TYPED_OBJECT	Q03_LOCAL_OR_DEFAULT_DEFINITE	WRITTEN_GDT589_PACKET	ACTION:G407-E1726@1:CHD	0	0	NONE	GDT589_WRITTEN_TARGET	DEFINITE	STATION	Stationsansatz	MASCULINE	den	den Stationsansatz	1	Stationsansatz	Behandle den Stationsansatz über den Stationskontakt oder die Leitung	Behandle den Stationsansatz über den Stationskontakt oder die Leitung	YES	WRITTEN_FIRST__OT_DY_CUT__COMPATIBLE_TYPED_REFERENCE__ACTION_DEFAULT__NO_NEW_PAGE_ROOT_OR_SEGMENT
48	G407-S141	6	f75r	ACTION:G407-E1728@3:T	RUNNING:G407-E1728@3	G407-E1728	T	T_PHYSICAL_GRADE_TEMPER	0	NONE	T03_BOUND_COMPATIBLE_REFERENCE	Q01_LEFT_COMPATIBLE_ANAPHORIC	LEFT_COMPATIBLE_TYPED_SOURCE	ACTION:G407-E1727@1:OK	3	0	NONE	GDT582_WRITTEN_OTHER_ACTION	ANAPHORIC	PORTION	Anwendungsportion	FEMININE	dieselbe	dieselbe Anwendungsportion	1	Anwendungsportion	Temperiere auf Grad I	Temperiere dieselbe Anwendungsportion auf Grad I	YES	WRITTEN_FIRST__OT_DY_CUT__COMPATIBLE_TYPED_REFERENCE__ACTION_DEFAULT__NO_NEW_PAGE_ROOT_OR_SEGMENT
49	G407-S142	1	f75r	ACTION:G407-E1729@2:T	RUNNING:G407-E1729@2	G407-E1729	T	T_PHYSICAL_GRADE_TEMPER	0	NONE	T05_WORKPIECE_DEFAULT	Q03_LOCAL_OR_DEFAULT_DEFINITE	ACTION_RULE_TYPED_DEFAULT	NONE	0	0	NONE	ACTION_RULE_DEFAULT	DEFINITE	STATION	Stationsansatz	MASCULINE	den	den Stationsansatz	1	Stationsansatz	Temperiere auf Grad I und über den Stationskontakt oder die Leitung	Temperiere den Stationsansatz auf Grad I und über den Stationskontakt oder die Leitung	YES	WRITTEN_FIRST__OT_DY_CUT__COMPATIBLE_TYPED_REFERENCE__ACTION_DEFAULT__NO_NEW_PAGE_ROOT_OR_SEGMENT
50	G407-S143	2	f75r	ACTION:G407-E1731@1:S	RUNNING:G407-E1731@1	G407-E1731	S	S_REST_SELECT	0	NONE	T04_STABLE_CLASS_DEFAULT	Q03_LOCAL_OR_DEFAULT_DEFINITE	ACTION_RULE_TYPED_DEFAULT	NONE	0	0	NONE	ACTION_RULE_DEFAULT	DEFINITE	UNIT	Stationseinheit	FEMININE	die	die Stationseinheit	1	Stationseinheit	Wähle die Einheit aus	Wähle die Stationseinheit aus	YES	WRITTEN_FIRST__OT_DY_CUT__COMPATIBLE_TYPED_REFERENCE__ACTION_DEFAULT__NO_NEW_PAGE_ROOT_OR_SEGMENT
51	G407-S144	8	f75r	ACTION:G407-E1740@2:T	RUNNING:G407-E1740@2	G407-E1740	T	T_PHYSICAL_GRADE_TEMPER	0	NONE	T03_BOUND_COMPATIBLE_REFERENCE	Q01_LEFT_COMPATIBLE_ANAPHORIC	LEFT_COMPATIBLE_TYPED_SOURCE	ACTION:G407-E1739@1:K	2	0	NONE	GDT582_WRITTEN_OTHER_ACTION	ANAPHORIC	PORTION	Anwendungsportion	FEMININE	dieselbe	dieselbe Anwendungsportion	1	Anwendungsportion	Temperiere	Temperiere dieselbe Anwendungsportion	YES	WRITTEN_FIRST__OT_DY_CUT__COMPATIBLE_TYPED_REFERENCE__ACTION_DEFAULT__NO_NEW_PAGE_ROOT_OR_SEGMENT
52	G407-S145	3	f75r	ACTION:G407-E1742@3:T	RUNNING:G407-E1742@3	G407-E1742	T	T_AFTER_SH_COOL	1	Y	T01_WRITTEN_TYPED_OBJECT	Q03_LOCAL_OR_DEFAULT_DEFINITE	WRITTEN_GDT589_PACKET	ACTION:G407-E1742@3:T	0	0	NONE	GDT589_WRITTEN_TARGET	DEFINITE	BODY	Körper	MASCULINE	den	den Körper	1	Körper	Lass den Körper anschließend abkühlen	Lass den Körper anschließend abkühlen	YES	WRITTEN_FIRST__OT_DY_CUT__COMPATIBLE_TYPED_REFERENCE__ACTION_DEFAULT__NO_NEW_PAGE_ROOT_OR_SEGMENT
53	G407-S151	2	f75r	ACTION:G407-E1758@3:T	RUNNING:G407-E1758@3	G407-E1758	T	T_AFTER_SH_COOL	1	Y	T01_WRITTEN_TYPED_OBJECT	Q03_LOCAL_OR_DEFAULT_DEFINITE	WRITTEN_GDT589_PACKET	ACTION:G407-E1758@3:T	0	0	NONE	GDT589_WRITTEN_TARGET	DEFINITE	BODY	Körper	MASCULINE	den	den Körper	1	Körper	Lass den Körper anschließend abkühlen	Lass den Körper anschließend abkühlen	YES	WRITTEN_FIRST__OT_DY_CUT__COMPATIBLE_TYPED_REFERENCE__ACTION_DEFAULT__NO_NEW_PAGE_ROOT_OR_SEGMENT
54	G407-S153	2	f75r	ACTION:G407-E1761@3:CHD	RUNNING:G407-E1761@3	G407-E1761	CHD	CHD_BIO_TREAT	0	NONE	T05_WORKPIECE_DEFAULT	Q03_LOCAL_OR_DEFAULT_DEFINITE	ACTION_RULE_TYPED_DEFAULT	NONE	0	0	NONE	ACTION_RULE_DEFAULT	DEFINITE	STATION	Stationsansatz	MASCULINE	den	den Stationsansatz	1	Stationsansatz	Behandle den Ansatz	Behandle den Stationsansatz	YES	WRITTEN_FIRST__OT_DY_CUT__COMPATIBLE_TYPED_REFERENCE__ACTION_DEFAULT__NO_NEW_PAGE_ROOT_OR_SEGMENT
55	G407-S169	1	f75r	ACTION:G407-E1782@1:S	RUNNING:G407-E1782@1	G407-E1782	S	S_REST_SELECT	0	NONE	T04_STABLE_CLASS_DEFAULT	Q03_LOCAL_OR_DEFAULT_DEFINITE	ACTION_RULE_TYPED_DEFAULT	NONE	0	0	NONE	ACTION_RULE_DEFAULT	DEFINITE	UNIT	Stationseinheit	FEMININE	die	die Stationseinheit	1	Stationseinheit	Wähle die Einheit aus	Wähle die Stationseinheit aus	YES	WRITTEN_FIRST__OT_DY_CUT__COMPATIBLE_TYPED_REFERENCE__ACTION_DEFAULT__NO_NEW_PAGE_ROOT_OR_SEGMENT
56	G407-S180	1	f75r	ACTION:G407-E1802@2:CHD	RUNNING:G407-E1802@2	G407-E1802	CHD	CHD_BIO_TREAT	1	Y	T01_WRITTEN_TYPED_OBJECT	Q03_LOCAL_OR_DEFAULT_DEFINITE	WRITTEN_GDT589_PACKET	ACTION:G407-E1802@2:CHD	0	0	NONE	GDT589_WRITTEN_TARGET	DEFINITE	STATION	Stationsansatz	MASCULINE	den	den Stationsansatz	1	Stationsansatz	Behandle den Stationsansatz an der Stations-Arbeitsstelle	Behandle den Stationsansatz an der Stations-Arbeitsstelle	YES	WRITTEN_FIRST__OT_DY_CUT__COMPATIBLE_TYPED_REFERENCE__ACTION_DEFAULT__NO_NEW_PAGE_ROOT_OR_SEGMENT
57	G407-S180	2	f75r	ACTION:G407-E1803@1:S	RUNNING:G407-E1803@1	G407-E1803	S	S_REST_SELECT	1	AIN	T01_WRITTEN_TYPED_OBJECT	Q03_LOCAL_OR_DEFAULT_DEFINITE	WRITTEN_GDT589_PACKET	ACTION:G407-E1803@1:S	0	0	NONE	GDT589_WRITTEN_TARGET	DEFINITE	PORTION	Anwendungsportion	FEMININE	die	die Anwendungsportion	1	Anwendungsportion	Wähle die Anwendungsportion aus	Wähle die Anwendungsportion aus	YES	WRITTEN_FIRST__OT_DY_CUT__COMPATIBLE_TYPED_REFERENCE__ACTION_DEFAULT__NO_NEW_PAGE_ROOT_OR_SEGMENT
58	G407-S184	7	f75r	ACTION:G407-E1814@1:S	RUNNING:G407-E1814@1	G407-E1814	S	S_REST_SELECT	0	NONE	T03_BOUND_COMPATIBLE_REFERENCE	Q01_LEFT_COMPATIBLE_ANAPHORIC	LEFT_COMPATIBLE_TYPED_SOURCE	ACTION:G407-E1811@1:CH	1	0	NONE	GDT582_WRITTEN_OTHER_ACTION	ANAPHORIC	STATION	Stationsansatz	MASCULINE	denselben	denselben Stationsansatz	2	Stations- oder Badmaß|Stationsansatz	Wähle die Einheit aus	Wähle denselben Stationsansatz aus	YES	WRITTEN_FIRST__OT_DY_CUT__COMPATIBLE_TYPED_REFERENCE__ACTION_DEFAULT__NO_NEW_PAGE_ROOT_OR_SEGMENT
59	G407-S186	1	f75r	ACTION:G407-E1818@1:S	RUNNING:G407-E1818@1	G407-E1818	S	S_BIO_DIVERT	1	Y	T01_WRITTEN_TYPED_OBJECT	Q03_LOCAL_OR_DEFAULT_DEFINITE	WRITTEN_GDT589_PACKET	ACTION:G407-E1818@1:S	0	0	NONE	GDT589_WRITTEN_TARGET	DEFINITE	FLOW	Strom	MASCULINE	den	den Strom	1	Strom	Leite den Strom von der Ausgangsstation oder aus dem Ausgangsbecken um	Leite den Strom von der Ausgangsstation oder aus dem Ausgangsbecken um	YES	WRITTEN_FIRST__OT_DY_CUT__COMPATIBLE_TYPED_REFERENCE__ACTION_DEFAULT__NO_NEW_PAGE_ROOT_OR_SEGMENT
60	G407-S192	3	f75r	ACTION:G407-E1831@1:CHD	RUNNING:G407-E1831@1	G407-E1831	CHD	CHD_BIO_TREAT	2	Y+OR	T01_WRITTEN_TYPED_OBJECT	Q03_LOCAL_OR_DEFAULT_DEFINITE	WRITTEN_GDT589_PACKET	ACTION:G407-E1831@1:CHD	0	0	NONE	GDT589_WRITTEN_TARGET	DEFINITE	STATION	Stationsansatz	MASCULINE	den	den Stationsansatz	2	Stationsansatz|Stationseinheit	Behandle den Stationsansatz und die Stationseinheit	Behandle den Stationsansatz und die Stationseinheit	YES	WRITTEN_FIRST__OT_DY_CUT__COMPATIBLE_TYPED_REFERENCE__ACTION_DEFAULT__NO_NEW_PAGE_ROOT_OR_SEGMENT
61	G407-S311	3	f77r	ACTION:G407-E2393@7:S	RUNNING:G407-E2393@7	G407-E2393	S	S_REST_SELECT	0	NONE	T04_STABLE_CLASS_DEFAULT	Q03_LOCAL_OR_DEFAULT_DEFINITE	ACTION_RULE_TYPED_DEFAULT	NONE	0	0	NONE	ACTION_RULE_DEFAULT	DEFINITE	UNIT	Stationseinheit	FEMININE	die	die Stationseinheit	1	Stationseinheit	Wähle die Einheit auf der Anwendungsstufe und an der Stations-Hauptstelle aus	Wähle die Stationseinheit auf der Anwendungsstufe und an der Stations-Hauptstelle aus	YES	WRITTEN_FIRST__OT_DY_CUT__COMPATIBLE_TYPED_REFERENCE__ACTION_DEFAULT__NO_NEW_PAGE_ROOT_OR_SEGMENT
62	G407-S311	8	f77r	ACTION:G407-E2397@4:CHD	RUNNING:G407-E2397@4	G407-E2397	CHD	CHD_BIO_TREAT	1	Y	T01_WRITTEN_TYPED_OBJECT	Q03_LOCAL_OR_DEFAULT_DEFINITE	WRITTEN_GDT589_PACKET	ACTION:G407-E2397@4:CHD	0	0	NONE	GDT589_WRITTEN_TARGET	DEFINITE	STATION	Stationsansatz	MASCULINE	den	den Stationsansatz	1	Stationsansatz	Behandle den Stationsansatz	Behandle den Stationsansatz	YES	WRITTEN_FIRST__OT_DY_CUT__COMPATIBLE_TYPED_REFERENCE__ACTION_DEFAULT__NO_NEW_PAGE_ROOT_OR_SEGMENT
63	G407-S311	10	f77r	ACTION:G407-E2398@4:CHD	RUNNING:G407-E2398@4	G407-E2398	CHD	CHD_BIO_TREAT	1	Y	T01_WRITTEN_TYPED_OBJECT	Q03_LOCAL_OR_DEFAULT_DEFINITE	WRITTEN_GDT589_PACKET	ACTION:G407-E2398@4:CHD	0	0	NONE	GDT589_WRITTEN_TARGET	DEFINITE	STATION	Stationsansatz	MASCULINE	den	den Stationsansatz	1	Stationsansatz	Behandle den Stationsansatz	Behandle den Stationsansatz	YES	WRITTEN_FIRST__OT_DY_CUT__COMPATIBLE_TYPED_REFERENCE__ACTION_DEFAULT__NO_NEW_PAGE_ROOT_OR_SEGMENT
64	G407-S311	12	f77r	ACTION:G407-E2399@6:S	RUNNING:G407-E2399@6	G407-E2399	S	S_REST_SELECT	0	NONE	T03_BOUND_COMPATIBLE_REFERENCE	Q01_LEFT_COMPATIBLE_ANAPHORIC	LEFT_COMPATIBLE_TYPED_SOURCE	ACTION:G407-E2399@4:CH	1	0	NONE	GDT582_WRITTEN_OTHER_ACTION	ANAPHORIC	STATION	Stationsansatz	MASCULINE	denselben	denselben Stationsansatz	1	Stationsansatz	Wähle die Einheit aus	Wähle denselben Stationsansatz aus	YES	WRITTEN_FIRST__OT_DY_CUT__COMPATIBLE_TYPED_REFERENCE__ACTION_DEFAULT__NO_NEW_PAGE_ROOT_OR_SEGMENT
65	G407-S312	1	f77r	ACTION:G407-E2402@1:T	RUNNING:G407-E2402@1	G407-E2402	T	T_BIO_STATION_REGULATE	1	Y	T01_WRITTEN_TYPED_OBJECT	Q03_LOCAL_OR_DEFAULT_DEFINITE	WRITTEN_GDT589_PACKET	ACTION:G407-E2402@1:T	0	0	NONE	GDT589_WRITTEN_TARGET	DEFINITE	STATION	Stationsansatz	MASCULINE	den	den Stationsansatz	1	Stationsansatz	Reguliere den Stationsansatz über den Stationskontakt oder die Leitung	Reguliere den Stationsansatz über den Stationskontakt oder die Leitung	YES	WRITTEN_FIRST__OT_DY_CUT__COMPATIBLE_TYPED_REFERENCE__ACTION_DEFAULT__NO_NEW_PAGE_ROOT_OR_SEGMENT
66	G407-S312	4	f77r	ACTION:G407-E2402@3:CHD	RUNNING:G407-E2402@3	G407-E2402	CHD	CHD_BIO_TREAT	0	NONE	T03_BOUND_COMPATIBLE_REFERENCE	Q01_LEFT_COMPATIBLE_ANAPHORIC	LEFT_COMPATIBLE_TYPED_SOURCE	ACTION:G407-E2402@1:T	3	0	NONE	GDT589_WRITTEN_TARGET	ANAPHORIC	STATION	Stationsansatz	MASCULINE	denselben	denselben Stationsansatz	1	Stationsansatz	Behandle den Ansatz von der Ausgangsstation oder aus dem Ausgangsbecken	Behandle denselben Stationsansatz von der Ausgangsstation oder aus dem Ausgangsbecken	YES	WRITTEN_FIRST__OT_DY_CUT__COMPATIBLE_TYPED_REFERENCE__ACTION_DEFAULT__NO_NEW_PAGE_ROOT_OR_SEGMENT
67	G407-S313	3	f77r	ACTION:G407-E2408@1:CHD	RUNNING:G407-E2408@1	G407-E2408	CHD	CHD_BIO_TREAT	1	Y	T01_WRITTEN_TYPED_OBJECT	Q03_LOCAL_OR_DEFAULT_DEFINITE	WRITTEN_GDT589_PACKET	ACTION:G407-E2408@1:CHD	0	0	NONE	GDT589_WRITTEN_TARGET	DEFINITE	STATION	Stationsansatz	MASCULINE	den	den Stationsansatz	1	Stationsansatz	Behandle den Stationsansatz	Behandle den Stationsansatz	YES	WRITTEN_FIRST__OT_DY_CUT__COMPATIBLE_TYPED_REFERENCE__ACTION_DEFAULT__NO_NEW_PAGE_ROOT_OR_SEGMENT
68	G407-S313	6	f77r	ACTION:G407-E2410@3:T	RUNNING:G407-E2410@3	G407-E2410	T	T_PHYSICAL_GRADE_TEMPER	1	Y	T01_WRITTEN_TYPED_OBJECT	Q03_LOCAL_OR_DEFAULT_DEFINITE	WRITTEN_GDT589_PACKET	ACTION:G407-E2410@3:T	0	0	NONE	GDT589_WRITTEN_TARGET	DEFINITE	STATION	Stationsansatz	MASCULINE	den	den Stationsansatz	1	Stationsansatz	Temperiere den Stationsansatz auf Grad I	Temperiere den Stationsansatz auf Grad I	YES	WRITTEN_FIRST__OT_DY_CUT__COMPATIBLE_TYPED_REFERENCE__ACTION_DEFAULT__NO_NEW_PAGE_ROOT_OR_SEGMENT
69	G407-S313	7	f77r	ACTION:G407-E2411@1:S	RUNNING:G407-E2411@1	G407-E2411	S	S_BIO_DIVERT	0	NONE	T02_ACTION_INTERNAL_OBJECT	Q03_LOCAL_OR_DEFAULT_DEFINITE	ACTION_INTERNAL_FLOW_DEFAULT	NONE	0	0	NONE	ACTION_INTERNAL_DEFAULT	DEFINITE	FLOW	Strom	MASCULINE	den	den Strom	1	Strom	Leite den Strom zur Zielstation oder ins Zielbecken um	Leite den Strom zur Zielstation oder ins Zielbecken um	YES	WRITTEN_FIRST__OT_DY_CUT__COMPATIBLE_TYPED_REFERENCE__ACTION_DEFAULT__NO_NEW_PAGE_ROOT_OR_SEGMENT
70	G407-S316	3	f77r	ACTION:G407-E2417@3:T	RUNNING:G407-E2417@3	G407-E2417	T	T_PHYSICAL_GRADE_TEMPER	1	Y	T01_WRITTEN_TYPED_OBJECT	Q03_LOCAL_OR_DEFAULT_DEFINITE	WRITTEN_GDT589_PACKET	ACTION:G407-E2417@3:T	0	0	NONE	GDT589_WRITTEN_TARGET	DEFINITE	STATION	Stationsansatz	MASCULINE	den	den Stationsansatz	1	Stationsansatz	Temperiere den Stationsansatz auf Grad I	Temperiere den Stationsansatz auf Grad I	YES	WRITTEN_FIRST__OT_DY_CUT__COMPATIBLE_TYPED_REFERENCE__ACTION_DEFAULT__NO_NEW_PAGE_ROOT_OR_SEGMENT
71	G407-S318	3	f77r	ACTION:G407-E2421@2:T	RUNNING:G407-E2421@2	G407-E2421	T	T_PHYSICAL_GRADE_TEMPER	0	NONE	T05_WORKPIECE_DEFAULT	Q03_LOCAL_OR_DEFAULT_DEFINITE	ACTION_RULE_TYPED_DEFAULT	NONE	0	0	NONE	ACTION_RULE_DEFAULT	DEFINITE	STATION	Stationsansatz	MASCULINE	den	den Stationsansatz	1	Stationsansatz	Temperiere	Temperiere den Stationsansatz	YES	WRITTEN_FIRST__OT_DY_CUT__COMPATIBLE_TYPED_REFERENCE__ACTION_DEFAULT__NO_NEW_PAGE_ROOT_OR_SEGMENT
72	G407-S321	1	f77r	ACTION:G407-E2424@1:CHD	RUNNING:G407-E2424@1	G407-E2424	CHD	CHD_BIO_TREAT	1	AIIN	T01_WRITTEN_TYPED_OBJECT	Q03_LOCAL_OR_DEFAULT_DEFINITE	WRITTEN_GDT589_PACKET	ACTION:G407-E2424@1:CHD	0	0	NONE	GDT589_WRITTEN_TARGET	DEFINITE	MEASURE	Stationsmaß	NEUTER	das	das Stationsmaß	1	Stationsmaß	Behandle das Stationsmaß	Behandle das Stationsmaß	YES	WRITTEN_FIRST__OT_DY_CUT__COMPATIBLE_TYPED_REFERENCE__ACTION_DEFAULT__NO_NEW_PAGE_ROOT_OR_SEGMENT
73	G407-S321	2	f77r	ACTION:G407-E2425@1:CHD	RUNNING:G407-E2425@1	G407-E2425	CHD	CHD_BIO_TREAT	1	Y	T01_WRITTEN_TYPED_OBJECT	Q03_LOCAL_OR_DEFAULT_DEFINITE	WRITTEN_GDT589_PACKET	ACTION:G407-E2425@1:CHD	0	0	NONE	GDT589_WRITTEN_TARGET	DEFINITE	STATION	Stationsansatz	MASCULINE	den	den Stationsansatz	1	Stationsansatz	Behandle den Stationsansatz	Behandle den Stationsansatz	YES	WRITTEN_FIRST__OT_DY_CUT__COMPATIBLE_TYPED_REFERENCE__ACTION_DEFAULT__NO_NEW_PAGE_ROOT_OR_SEGMENT
74	G407-S321	7	f77r	ACTION:G407-E2428@1:CHD	RUNNING:G407-E2428@1	G407-E2428	CHD	CHD_BIO_TREAT	0	NONE	T03_BOUND_COMPATIBLE_REFERENCE	Q01_LEFT_COMPATIBLE_ANAPHORIC	LEFT_COMPATIBLE_TYPED_SOURCE	ACTION:G407-E2426@1:SH	4	0	NONE	GDT596_COMPLETED_SH	ANAPHORIC	STATION	Stationsansatz	MASCULINE	denselben	denselben Stationsansatz	1	Stationsansatz	Behandle den Ansatz	Behandle denselben Stationsansatz	YES	WRITTEN_FIRST__OT_DY_CUT__COMPATIBLE_TYPED_REFERENCE__ACTION_DEFAULT__NO_NEW_PAGE_ROOT_OR_SEGMENT
75	G407-S323	3	f77r	ACTION:G407-E2433@1:T	RUNNING:G407-E2433@1	G407-E2433	T	T_PHYSICAL_GRADE_TEMPER	0	NONE	T05_WORKPIECE_DEFAULT	Q03_LOCAL_OR_DEFAULT_DEFINITE	ACTION_RULE_TYPED_DEFAULT	NONE	0	0	NONE	ACTION_RULE_DEFAULT	DEFINITE	STATION	Stationsansatz	MASCULINE	den	den Stationsansatz	1	Stationsansatz	Temperiere auf Grad I	Temperiere den Stationsansatz auf Grad I	YES	WRITTEN_FIRST__OT_DY_CUT__COMPATIBLE_TYPED_REFERENCE__ACTION_DEFAULT__NO_NEW_PAGE_ROOT_OR_SEGMENT
