group_serial	source_position_id	page	diagram_id	locus	event_index_within_locus	opaque_local_id	local_namespace	local_image_owner	literal_group_reading_de	practical_almanac_expansion_de	purpose_section	orientation	crosspage_join	prose_card_import
292	ASTRO_A3:G037	f69v	A3	f69v.1	37	A3:G037	F69_LEFT_WHEEL_NS	A3_LEFT_WHEEL_RING_TEXT	Etikettsegment 37 am lokalen Bildplatz	f69v.1: lokalen Arbeitstag im 28-Platz-Rad nachschlagen; örtlichen Eintrag aus dem Exemplar lesen.	CELESTIAL_WORK_ALMANAC	NONE_SELECTED	NONE	NONE
293	ASTRO_A3:G038	f69v	A3	f69v.1	38	A3:G038	F69_LEFT_WHEEL_NS	A3_LEFT_WHEEL_RING_TEXT	Etikettsegment 38 am lokalen Bildplatz	f69v.1: lokalen Arbeitstag im 28-Platz-Rad nachschlagen; örtlichen Eintrag aus dem Exemplar lesen.	CELESTIAL_WORK_ALMANAC	NONE_SELECTED	NONE	NONE
294	ASTRO_A3:G039	f69v	A3	f69v.1	39	A3:G039	F69_LEFT_WHEEL_NS	A3_LEFT_WHEEL_RING_TEXT	Etikettsegment 39 am lokalen Bildplatz	f69v.1: lokalen Arbeitstag im 28-Platz-Rad nachschlagen; örtlichen Eintrag aus dem Exemplar lesen.	CELESTIAL_WORK_ALMANAC	NONE_SELECTED	NONE	NONE
295	ASTRO_A3:G040	f69v	A3	f69v.1	40	A3:G040	F69_LEFT_WHEEL_NS	A3_LEFT_WHEEL_RING_TEXT	Etikettsegment 40 am lokalen Bildplatz	f69v.1: lokalen Arbeitstag im 28-Platz-Rad nachschlagen; örtlichen Eintrag aus dem Exemplar lesen.	CELESTIAL_WORK_ALMANAC	NONE_SELECTED	NONE	NONE
296	ASTRO_A3:G041	f69v	A3	f69v.2	1	A3:G041	F69_MIDDLE_WHEEL_NS	A3_MIDDLE_WHEEL_RING_TEXT	Etikettsegment 1 am lokalen Bildplatz	f69v.2: Wetterzustand am Wolken-/Wellenrad nachschlagen; örtlichen Eintrag aus dem Exemplar lesen.	CELESTIAL_WORK_ALMANAC	NONE_SELECTED	NONE	NONE
297	ASTRO_A3:G042	f69v	A3	f69v.2	2	A3:G042	F69_MIDDLE_WHEEL_NS	A3_MIDDLE_WHEEL_RING_TEXT	Etikettsegment 2 am lokalen Bildplatz	f69v.2: Wetterzustand am Wolken-/Wellenrad nachschlagen; örtlichen Eintrag aus dem Exemplar lesen.	CELESTIAL_WORK_ALMANAC	NONE_SELECTED	NONE	NONE
298	ASTRO_A3:G043	f69v	A3	f69v.2	3	A3:G043	F69_MIDDLE_WHEEL_NS	A3_MIDDLE_WHEEL_RING_TEXT	Etikettsegment 3 am lokalen Bildplatz	f69v.2: Wetterzustand am Wolken-/Wellenrad nachschlagen; örtlichen Eintrag aus dem Exemplar lesen.	CELESTIAL_WORK_ALMANAC	NONE_SELECTED	NONE	NONE
299	ASTRO_A3:G044	f69v	A3	f69v.2	4	A3:G044	F69_MIDDLE_WHEEL_NS	A3_MIDDLE_WHEEL_RING_TEXT	Etikettsegment 4 am lokalen Bildplatz	f69v.2: Wetterzustand am Wolken-/Wellenrad nachschlagen; örtlichen Eintrag aus dem Exemplar lesen.	CELESTIAL_WORK_ALMANAC	NONE_SELECTED	NONE	NONE
300	ASTRO_A3:G045	f69v	A3	f69v.2	5	A3:G045	F69_MIDDLE_WHEEL_NS	A3_MIDDLE_WHEEL_RING_TEXT	Etikettsegment 5 am lokalen Bildplatz	f69v.2: Wetterzustand am Wolken-/Wellenrad nachschlagen; örtlichen Eintrag aus dem Exemplar lesen.	CELESTIAL_WORK_ALMANAC	NONE_SELECTED	NONE	NONE
301	ASTRO_A3:G046	f69v	A3	f69v.2	6	A3:G046	F69_MIDDLE_WHEEL_NS	A3_MIDDLE_WHEEL_RING_TEXT	Etikettsegment 6 am lokalen Bildplatz	f69v.2: Wetterzustand am Wolken-/Wellenrad nachschlagen; örtlichen Eintrag aus dem Exemplar lesen.	CELESTIAL_WORK_ALMANAC	NONE_SELECTED	NONE	NONE
302	ASTRO_A3:G047	f69v	A3	f69v.2	7	A3:G047	F69_MIDDLE_WHEEL_NS	A3_MIDDLE_WHEEL_RING_TEXT	Etikettsegment 7 am lokalen Bildplatz	f69v.2: Wetterzustand am Wolken-/Wellenrad nachschlagen; örtlichen Eintrag aus dem Exemplar lesen.	CELESTIAL_WORK_ALMANAC	NONE_SELECTED	NONE	NONE
303	ASTRO_A3:G048	f69v	A3	f69v.2	8	A3:G048	F69_MIDDLE_WHEEL_NS	A3_MIDDLE_WHEEL_RING_TEXT	Etikettsegment 8 am lokalen Bildplatz	f69v.2: Wetterzustand am Wolken-/Wellenrad nachschlagen; örtlichen Eintrag aus dem Exemplar lesen.	CELESTIAL_WORK_ALMANAC	NONE_SELECTED	NONE	NONE
304	ASTRO_A3:G049	f69v	A3	f69v.2	9	A3:G049	F69_MIDDLE_WHEEL_NS	A3_MIDDLE_WHEEL_RING_TEXT	Etikettsegment 9 am lokalen Bildplatz	f69v.2: Wetterzustand am Wolken-/Wellenrad nachschlagen; örtlichen Eintrag aus dem Exemplar lesen.	CELESTIAL_WORK_ALMANAC	NONE_SELECTED	NONE	NONE
305	ASTRO_A3:G050	f69v	A3	f69v.2	10	A3:G050	F69_MIDDLE_WHEEL_NS	A3_MIDDLE_WHEEL_RING_TEXT	Etikettsegment 10 am lokalen Bildplatz	f69v.2: Wetterzustand am Wolken-/Wellenrad nachschlagen; örtlichen Eintrag aus dem Exemplar lesen.	CELESTIAL_WORK_ALMANAC	NONE_SELECTED	NONE	NONE
306	ASTRO_A3:G051	f69v	A3	f69v.2	11	A3:G051	F69_MIDDLE_WHEEL_NS	A3_MIDDLE_WHEEL_RING_TEXT	Etikettsegment 11 am lokalen Bildplatz	f69v.2: Wetterzustand am Wolken-/Wellenrad nachschlagen; örtlichen Eintrag aus dem Exemplar lesen.	CELESTIAL_WORK_ALMANAC	NONE_SELECTED	NONE	NONE
307	ASTRO_A3:G052	f69v	A3	f69v.2	12	A3:G052	F69_MIDDLE_WHEEL_NS	A3_MIDDLE_WHEEL_RING_TEXT	Etikettsegment 12 am lokalen Bildplatz	f69v.2: Wetterzustand am Wolken-/Wellenrad nachschlagen; örtlichen Eintrag aus dem Exemplar lesen.	CELESTIAL_WORK_ALMANAC	NONE_SELECTED	NONE	NONE
308	ASTRO_A3:G053	f69v	A3	f69v.2	13	A3:G053	F69_MIDDLE_WHEEL_NS	A3_MIDDLE_WHEEL_RING_TEXT	Etikettsegment 13 am lokalen Bildplatz	f69v.2: Wetterzustand am Wolken-/Wellenrad nachschlagen; örtlichen Eintrag aus dem Exemplar lesen.	CELESTIAL_WORK_ALMANAC	NONE_SELECTED	NONE	NONE
309	ASTRO_A3:G054	f69v	A3	f69v.2	14	A3:G054	F69_MIDDLE_WHEEL_NS	A3_MIDDLE_WHEEL_RING_TEXT	Etikettsegment 14 am lokalen Bildplatz	f69v.2: Wetterzustand am Wolken-/Wellenrad nachschlagen; örtlichen Eintrag aus dem Exemplar lesen.	CELESTIAL_WORK_ALMANAC	NONE_SELECTED	NONE	NONE
310	ASTRO_A3:G055	f69v	A3	f69v.2	15	A3:G055	F69_MIDDLE_WHEEL_NS	A3_MIDDLE_WHEEL_RING_TEXT	Etikettsegment 15 am lokalen Bildplatz	f69v.2: Wetterzustand am Wolken-/Wellenrad nachschlagen; örtlichen Eintrag aus dem Exemplar lesen.	CELESTIAL_WORK_ALMANAC	NONE_SELECTED	NONE	NONE
311	ASTRO_A3:G056	f69v	A3	f69v.2	16	A3:G056	F69_MIDDLE_WHEEL_NS	A3_MIDDLE_WHEEL_RING_TEXT	Etikettsegment 16 am lokalen Bildplatz	f69v.2: Wetterzustand am Wolken-/Wellenrad nachschlagen; örtlichen Eintrag aus dem Exemplar lesen.	CELESTIAL_WORK_ALMANAC	NONE_SELECTED	NONE	NONE
312	ASTRO_A3:G057	f69v	A3	f69v.2	17	A3:G057	F69_MIDDLE_WHEEL_NS	A3_MIDDLE_WHEEL_RING_TEXT	Etikettsegment 17 am lokalen Bildplatz	f69v.2: Wetterzustand am Wolken-/Wellenrad nachschlagen; örtlichen Eintrag aus dem Exemplar lesen.	CELESTIAL_WORK_ALMANAC	NONE_SELECTED	NONE	NONE
313	ASTRO_A3:G058	f69v	A3	f69v.2	18	A3:G058	F69_MIDDLE_WHEEL_NS	A3_MIDDLE_WHEEL_RING_TEXT	Etikettsegment 18 am lokalen Bildplatz	f69v.2: Wetterzustand am Wolken-/Wellenrad nachschlagen; örtlichen Eintrag aus dem Exemplar lesen.	CELESTIAL_WORK_ALMANAC	NONE_SELECTED	NONE	NONE
314	ASTRO_A3:G059	f69v	A3	f69v.2	19	A3:G059	F69_MIDDLE_WHEEL_NS	A3_MIDDLE_WHEEL_RING_TEXT	Etikettsegment 19 am lokalen Bildplatz	f69v.2: Wetterzustand am Wolken-/Wellenrad nachschlagen; örtlichen Eintrag aus dem Exemplar lesen.	CELESTIAL_WORK_ALMANAC	NONE_SELECTED	NONE	NONE
315	ASTRO_A3:G060	f69v	A3	f69v.2	20	A3:G060	F69_MIDDLE_WHEEL_NS	A3_MIDDLE_WHEEL_RING_TEXT	Etikettsegment 20 am lokalen Bildplatz	f69v.2: Wetterzustand am Wolken-/Wellenrad nachschlagen; örtlichen Eintrag aus dem Exemplar lesen.	CELESTIAL_WORK_ALMANAC	NONE_SELECTED	NONE	NONE
316	ASTRO_A3:G061	f69v	A3	f69v.2	21	A3:G061	F69_MIDDLE_WHEEL_NS	A3_MIDDLE_WHEEL_RING_TEXT	Etikettsegment 21 am lokalen Bildplatz	f69v.2: Wetterzustand am Wolken-/Wellenrad nachschlagen; örtlichen Eintrag aus dem Exemplar lesen.	CELESTIAL_WORK_ALMANAC	NONE_SELECTED	NONE	NONE
317	ASTRO_A3:G062	f69v	A3	f69v.2	22	A3:G062	F69_MIDDLE_WHEEL_NS	A3_MIDDLE_WHEEL_RING_TEXT	Etikettsegment 22 am lokalen Bildplatz	f69v.2: Wetterzustand am Wolken-/Wellenrad nachschlagen; örtlichen Eintrag aus dem Exemplar lesen.	CELESTIAL_WORK_ALMANAC	NONE_SELECTED	NONE	NONE
318	ASTRO_A3:G063	f69v	A3	f69v.2	23	A3:G063	F69_MIDDLE_WHEEL_NS	A3_MIDDLE_WHEEL_RING_TEXT	Etikettsegment 23 am lokalen Bildplatz	f69v.2: Wetterzustand am Wolken-/Wellenrad nachschlagen; örtlichen Eintrag aus dem Exemplar lesen.	CELESTIAL_WORK_ALMANAC	NONE_SELECTED	NONE	NONE
319	ASTRO_A3:G064	f69v	A3	f69v.2	24	A3:G064	F69_MIDDLE_WHEEL_NS	A3_MIDDLE_WHEEL_RING_TEXT	Etikettsegment 24 am lokalen Bildplatz	f69v.2: Wetterzustand am Wolken-/Wellenrad nachschlagen; örtlichen Eintrag aus dem Exemplar lesen.	CELESTIAL_WORK_ALMANAC	NONE_SELECTED	NONE	NONE
320	ASTRO_A3:G065	f69v	A3	f69v.2	25	A3:G065	F69_MIDDLE_WHEEL_NS	A3_MIDDLE_WHEEL_RING_TEXT	Etikettsegment 25 am lokalen Bildplatz	f69v.2: Wetterzustand am Wolken-/Wellenrad nachschlagen; örtlichen Eintrag aus dem Exemplar lesen.	CELESTIAL_WORK_ALMANAC	NONE_SELECTED	NONE	NONE
321	ASTRO_A3:G066	f69v	A3	f69v.2	26	A3:G066	F69_MIDDLE_WHEEL_NS	A3_MIDDLE_WHEEL_RING_TEXT	Etikettsegment 26 am lokalen Bildplatz	f69v.2: Wetterzustand am Wolken-/Wellenrad nachschlagen; örtlichen Eintrag aus dem Exemplar lesen.	CELESTIAL_WORK_ALMANAC	NONE_SELECTED	NONE	NONE
322	ASTRO_A3:G067	f69v	A3	f69v.2	27	A3:G067	F69_MIDDLE_WHEEL_NS	A3_MIDDLE_WHEEL_RING_TEXT	Etikettsegment 27 am lokalen Bildplatz	f69v.2: Wetterzustand am Wolken-/Wellenrad nachschlagen; örtlichen Eintrag aus dem Exemplar lesen.	CELESTIAL_WORK_ALMANAC	NONE_SELECTED	NONE	NONE
323	ASTRO_A3:G068	f69v	A3	f69v.2	28	A3:G068	F69_MIDDLE_WHEEL_NS	A3_MIDDLE_WHEEL_RING_TEXT	Etikettsegment 28 am lokalen Bildplatz	f69v.2: Wetterzustand am Wolken-/Wellenrad nachschlagen; örtlichen Eintrag aus dem Exemplar lesen.	CELESTIAL_WORK_ALMANAC	NONE_SELECTED	NONE	NONE
324	ASTRO_A3:G069	f69v	A3	f69v.2	29	A3:G069	F69_MIDDLE_WHEEL_NS	A3_MIDDLE_WHEEL_RING_TEXT	Etikettsegment 29 am lokalen Bildplatz	f69v.2: Wetterzustand am Wolken-/Wellenrad nachschlagen; örtlichen Eintrag aus dem Exemplar lesen.	CELESTIAL_WORK_ALMANAC	NONE_SELECTED	NONE	NONE
325	ASTRO_A3:G070	f69v	A3	f69v.2	30	A3:G070	F69_MIDDLE_WHEEL_NS	A3_MIDDLE_WHEEL_RING_TEXT	Etikettsegment 30 am lokalen Bildplatz	f69v.2: Wetterzustand am Wolken-/Wellenrad nachschlagen; örtlichen Eintrag aus dem Exemplar lesen.	CELESTIAL_WORK_ALMANAC	NONE_SELECTED	NONE	NONE
326	ASTRO_A3:G071	f69v	A3	f69v.2	31	A3:G071	F69_MIDDLE_WHEEL_NS	A3_MIDDLE_WHEEL_RING_TEXT	Etikettsegment 31 am lokalen Bildplatz	f69v.2: Wetterzustand am Wolken-/Wellenrad nachschlagen; örtlichen Eintrag aus dem Exemplar lesen.	CELESTIAL_WORK_ALMANAC	NONE_SELECTED	NONE	NONE
327	ASTRO_A3:G072	f69v	A3	f69v.2	32	A3:G072	F69_MIDDLE_WHEEL_NS	A3_MIDDLE_WHEEL_RING_TEXT	Etikettsegment 32 am lokalen Bildplatz	f69v.2: Wetterzustand am Wolken-/Wellenrad nachschlagen; örtlichen Eintrag aus dem Exemplar lesen.	CELESTIAL_WORK_ALMANAC	NONE_SELECTED	NONE	NONE
328	ASTRO_A3:G073	f69v	A3	f69v.2	33	A3:G073	F69_MIDDLE_WHEEL_NS	A3_MIDDLE_WHEEL_RING_TEXT	Etikettsegment 33 am lokalen Bildplatz	f69v.2: Wetterzustand am Wolken-/Wellenrad nachschlagen; örtlichen Eintrag aus dem Exemplar lesen.	CELESTIAL_WORK_ALMANAC	NONE_SELECTED	NONE	NONE
329	ASTRO_A3:G074	f69v	A3	f69v.2	34	A3:G074	F69_MIDDLE_WHEEL_NS	A3_MIDDLE_WHEEL_RING_TEXT	Etikettsegment 34 am lokalen Bildplatz	f69v.2: Wetterzustand am Wolken-/Wellenrad nachschlagen; örtlichen Eintrag aus dem Exemplar lesen.	CELESTIAL_WORK_ALMANAC	NONE_SELECTED	NONE	NONE
330	ASTRO_A3:G075	f69v	A3	f69v.2	35	A3:G075	F69_MIDDLE_WHEEL_NS	A3_MIDDLE_WHEEL_RING_TEXT	Etikettsegment 35 am lokalen Bildplatz	f69v.2: Wetterzustand am Wolken-/Wellenrad nachschlagen; örtlichen Eintrag aus dem Exemplar lesen.	CELESTIAL_WORK_ALMANAC	NONE_SELECTED	NONE	NONE
331	ASTRO_A3:G076	f69v	A3	f69v.2	36	A3:G076	F69_MIDDLE_WHEEL_NS	A3_MIDDLE_WHEEL_RING_TEXT	Etikettsegment 36 am lokalen Bildplatz	f69v.2: Wetterzustand am Wolken-/Wellenrad nachschlagen; örtlichen Eintrag aus dem Exemplar lesen.	CELESTIAL_WORK_ALMANAC	NONE_SELECTED	NONE	NONE
332	ASTRO_A3:G077	f69v	A3	f69v.2	37	A3:G077	F69_MIDDLE_WHEEL_NS	A3_MIDDLE_WHEEL_RING_TEXT	Etikettsegment 37 am lokalen Bildplatz	f69v.2: Wetterzustand am Wolken-/Wellenrad nachschlagen; örtlichen Eintrag aus dem Exemplar lesen.	CELESTIAL_WORK_ALMANAC	NONE_SELECTED	NONE	NONE
333	ASTRO_A3:G078	f69v	A3	f69v.2	38	A3:G078	F69_MIDDLE_WHEEL_NS	A3_MIDDLE_WHEEL_RING_TEXT	Etikettsegment 38 am lokalen Bildplatz	f69v.2: Wetterzustand am Wolken-/Wellenrad nachschlagen; örtlichen Eintrag aus dem Exemplar lesen.	CELESTIAL_WORK_ALMANAC	NONE_SELECTED	NONE	NONE
334	ASTRO_A3:G079	f69v	A3	f69v.3	1	A3:G079	F69_RIGHT_WHEEL_NS	A3_RIGHT_WHEEL_RING_TEXT	Etikettsegment 1 am lokalen Bildplatz	f69v.3: Tageslicht und Arbeitszustand am Strahlenrad nachschlagen; örtlichen Eintrag aus dem Exemplar lesen.	CELESTIAL_WORK_ALMANAC	NONE_SELECTED	NONE	NONE
335	ASTRO_A3:G080	f69v	A3	f69v.3	2	A3:G080	F69_RIGHT_WHEEL_NS	A3_RIGHT_WHEEL_RING_TEXT	Etikettsegment 2 am lokalen Bildplatz	f69v.3: Tageslicht und Arbeitszustand am Strahlenrad nachschlagen; örtlichen Eintrag aus dem Exemplar lesen.	CELESTIAL_WORK_ALMANAC	NONE_SELECTED	NONE	NONE
336	ASTRO_A3:G081	f69v	A3	f69v.3	3	A3:G081	F69_RIGHT_WHEEL_NS	A3_RIGHT_WHEEL_RING_TEXT	Etikettsegment 3 am lokalen Bildplatz	f69v.3: Tageslicht und Arbeitszustand am Strahlenrad nachschlagen; örtlichen Eintrag aus dem Exemplar lesen.	CELESTIAL_WORK_ALMANAC	NONE_SELECTED	NONE	NONE
337	ASTRO_A3:G082	f69v	A3	f69v.3	4	A3:G082	F69_RIGHT_WHEEL_NS	A3_RIGHT_WHEEL_RING_TEXT	Etikettsegment 4 am lokalen Bildplatz	f69v.3: Tageslicht und Arbeitszustand am Strahlenrad nachschlagen; örtlichen Eintrag aus dem Exemplar lesen.	CELESTIAL_WORK_ALMANAC	NONE_SELECTED	NONE	NONE
338	ASTRO_A3:G083	f69v	A3	f69v.3	5	A3:G083	F69_RIGHT_WHEEL_NS	A3_RIGHT_WHEEL_RING_TEXT	Etikettsegment 5 am lokalen Bildplatz	f69v.3: Tageslicht und Arbeitszustand am Strahlenrad nachschlagen; örtlichen Eintrag aus dem Exemplar lesen.	CELESTIAL_WORK_ALMANAC	NONE_SELECTED	NONE	NONE
339	ASTRO_A3:G084	f69v	A3	f69v.3	6	A3:G084	F69_RIGHT_WHEEL_NS	A3_RIGHT_WHEEL_RING_TEXT	Etikettsegment 6 am lokalen Bildplatz	f69v.3: Tageslicht und Arbeitszustand am Strahlenrad nachschlagen; örtlichen Eintrag aus dem Exemplar lesen.	CELESTIAL_WORK_ALMANAC	NONE_SELECTED	NONE	NONE
340	ASTRO_A3:G085	f69v	A3	f69v.3	7	A3:G085	F69_RIGHT_WHEEL_NS	A3_RIGHT_WHEEL_RING_TEXT	Etikettsegment 7 am lokalen Bildplatz	f69v.3: Tageslicht und Arbeitszustand am Strahlenrad nachschlagen; örtlichen Eintrag aus dem Exemplar lesen.	CELESTIAL_WORK_ALMANAC	NONE_SELECTED	NONE	NONE
341	ASTRO_A3:G086	f69v	A3	f69v.3	8	A3:G086	F69_RIGHT_WHEEL_NS	A3_RIGHT_WHEEL_RING_TEXT	Etikettsegment 8 am lokalen Bildplatz	f69v.3: Tageslicht und Arbeitszustand am Strahlenrad nachschlagen; örtlichen Eintrag aus dem Exemplar lesen.	CELESTIAL_WORK_ALMANAC	NONE_SELECTED	NONE	NONE
342	ASTRO_A3:G087	f69v	A3	f69v.3	9	A3:G087	F69_RIGHT_WHEEL_NS	A3_RIGHT_WHEEL_RING_TEXT	Etikettsegment 9 am lokalen Bildplatz	f69v.3: Tageslicht und Arbeitszustand am Strahlenrad nachschlagen; örtlichen Eintrag aus dem Exemplar lesen.	CELESTIAL_WORK_ALMANAC	NONE_SELECTED	NONE	NONE
343	ASTRO_A3:G088	f69v	A3	f69v.3	10	A3:G088	F69_RIGHT_WHEEL_NS	A3_RIGHT_WHEEL_RING_TEXT	Etikettsegment 10 am lokalen Bildplatz	f69v.3: Tageslicht und Arbeitszustand am Strahlenrad nachschlagen; örtlichen Eintrag aus dem Exemplar lesen.	CELESTIAL_WORK_ALMANAC	NONE_SELECTED	NONE	NONE
344	ASTRO_A3:G089	f69v	A3	f69v.3	11	A3:G089	F69_RIGHT_WHEEL_NS	A3_RIGHT_WHEEL_RING_TEXT	Etikettsegment 11 am lokalen Bildplatz	f69v.3: Tageslicht und Arbeitszustand am Strahlenrad nachschlagen; örtlichen Eintrag aus dem Exemplar lesen.	CELESTIAL_WORK_ALMANAC	NONE_SELECTED	NONE	NONE
345	ASTRO_A3:G090	f69v	A3	f69v.3	12	A3:G090	F69_RIGHT_WHEEL_NS	A3_RIGHT_WHEEL_RING_TEXT	Etikettsegment 12 am lokalen Bildplatz	f69v.3: Tageslicht und Arbeitszustand am Strahlenrad nachschlagen; örtlichen Eintrag aus dem Exemplar lesen.	CELESTIAL_WORK_ALMANAC	NONE_SELECTED	NONE	NONE
346	ASTRO_A3:G091	f69v	A3	f69v.3	13	A3:G091	F69_RIGHT_WHEEL_NS	A3_RIGHT_WHEEL_RING_TEXT	Etikettsegment 13 am lokalen Bildplatz	f69v.3: Tageslicht und Arbeitszustand am Strahlenrad nachschlagen; örtlichen Eintrag aus dem Exemplar lesen.	CELESTIAL_WORK_ALMANAC	NONE_SELECTED	NONE	NONE
347	ASTRO_A3:G092	f69v	A3	f69v.3	14	A3:G092	F69_RIGHT_WHEEL_NS	A3_RIGHT_WHEEL_RING_TEXT	Etikettsegment 14 am lokalen Bildplatz	f69v.3: Tageslicht und Arbeitszustand am Strahlenrad nachschlagen; örtlichen Eintrag aus dem Exemplar lesen.	CELESTIAL_WORK_ALMANAC	NONE_SELECTED	NONE	NONE
348	ASTRO_A3:G093	f69v	A3	f69v.3	15	A3:G093	F69_RIGHT_WHEEL_NS	A3_RIGHT_WHEEL_RING_TEXT	Etikettsegment 15 am lokalen Bildplatz	f69v.3: Tageslicht und Arbeitszustand am Strahlenrad nachschlagen; örtlichen Eintrag aus dem Exemplar lesen.	CELESTIAL_WORK_ALMANAC	NONE_SELECTED	NONE	NONE
349	ASTRO_A3:G094	f69v	A3	f69v.3	16	A3:G094	F69_RIGHT_WHEEL_NS	A3_RIGHT_WHEEL_RING_TEXT	Etikettsegment 16 am lokalen Bildplatz	f69v.3: Tageslicht und Arbeitszustand am Strahlenrad nachschlagen; örtlichen Eintrag aus dem Exemplar lesen.	CELESTIAL_WORK_ALMANAC	NONE_SELECTED	NONE	NONE
350	ASTRO_A3:G095	f69v	A3	f69v.3	17	A3:G095	F69_RIGHT_WHEEL_NS	A3_RIGHT_WHEEL_RING_TEXT	Etikettsegment 17 am lokalen Bildplatz	f69v.3: Tageslicht und Arbeitszustand am Strahlenrad nachschlagen; örtlichen Eintrag aus dem Exemplar lesen.	CELESTIAL_WORK_ALMANAC	NONE_SELECTED	NONE	NONE
351	ASTRO_A3:G096	f69v	A3	f69v.3	18	A3:G096	F69_RIGHT_WHEEL_NS	A3_RIGHT_WHEEL_RING_TEXT	Etikettsegment 18 am lokalen Bildplatz	f69v.3: Tageslicht und Arbeitszustand am Strahlenrad nachschlagen; örtlichen Eintrag aus dem Exemplar lesen.	CELESTIAL_WORK_ALMANAC	NONE_SELECTED	NONE	NONE
352	ASTRO_A3:G097	f69v	A3	f69v.3	19	A3:G097	F69_RIGHT_WHEEL_NS	A3_RIGHT_WHEEL_RING_TEXT	Etikettsegment 19 am lokalen Bildplatz	f69v.3: Tageslicht und Arbeitszustand am Strahlenrad nachschlagen; örtlichen Eintrag aus dem Exemplar lesen.	CELESTIAL_WORK_ALMANAC	NONE_SELECTED	NONE	NONE
353	ASTRO_A3:G098	f69v	A3	f69v.3	20	A3:G098	F69_RIGHT_WHEEL_NS	A3_RIGHT_WHEEL_RING_TEXT	Etikettsegment 20 am lokalen Bildplatz	f69v.3: Tageslicht und Arbeitszustand am Strahlenrad nachschlagen; örtlichen Eintrag aus dem Exemplar lesen.	CELESTIAL_WORK_ALMANAC	NONE_SELECTED	NONE	NONE
354	ASTRO_A3:G099	f69v	A3	f69v.3	21	A3:G099	F69_RIGHT_WHEEL_NS	A3_RIGHT_WHEEL_RING_TEXT	Etikettsegment 21 am lokalen Bildplatz	f69v.3: Tageslicht und Arbeitszustand am Strahlenrad nachschlagen; örtlichen Eintrag aus dem Exemplar lesen.	CELESTIAL_WORK_ALMANAC	NONE_SELECTED	NONE	NONE
355	ASTRO_A3:G100	f69v	A3	f69v.3	22	A3:G100	F69_RIGHT_WHEEL_NS	A3_RIGHT_WHEEL_RING_TEXT	Etikettsegment 22 am lokalen Bildplatz	f69v.3: Tageslicht und Arbeitszustand am Strahlenrad nachschlagen; örtlichen Eintrag aus dem Exemplar lesen.	CELESTIAL_WORK_ALMANAC	NONE_SELECTED	NONE	NONE
356	ASTRO_A3:G101	f69v	A3	f69v.3	23	A3:G101	F69_RIGHT_WHEEL_NS	A3_RIGHT_WHEEL_RING_TEXT	Etikettsegment 23 am lokalen Bildplatz	f69v.3: Tageslicht und Arbeitszustand am Strahlenrad nachschlagen; örtlichen Eintrag aus dem Exemplar lesen.	CELESTIAL_WORK_ALMANAC	NONE_SELECTED	NONE	NONE
357	ASTRO_A3:G102	f69v	A3	f69v.3	24	A3:G102	F69_RIGHT_WHEEL_NS	A3_RIGHT_WHEEL_RING_TEXT	Etikettsegment 24 am lokalen Bildplatz	f69v.3: Tageslicht und Arbeitszustand am Strahlenrad nachschlagen; örtlichen Eintrag aus dem Exemplar lesen.	CELESTIAL_WORK_ALMANAC	NONE_SELECTED	NONE	NONE
358	ASTRO_A3:G103	f69v	A3	f69v.3	25	A3:G103	F69_RIGHT_WHEEL_NS	A3_RIGHT_WHEEL_RING_TEXT	Etikettsegment 25 am lokalen Bildplatz	f69v.3: Tageslicht und Arbeitszustand am Strahlenrad nachschlagen; örtlichen Eintrag aus dem Exemplar lesen.	CELESTIAL_WORK_ALMANAC	NONE_SELECTED	NONE	NONE
359	ASTRO_A3:G104	f69v	A3	f69v.3	26	A3:G104	F69_RIGHT_WHEEL_NS	A3_RIGHT_WHEEL_RING_TEXT	Etikettsegment 26 am lokalen Bildplatz	f69v.3: Tageslicht und Arbeitszustand am Strahlenrad nachschlagen; örtlichen Eintrag aus dem Exemplar lesen.	CELESTIAL_WORK_ALMANAC	NONE_SELECTED	NONE	NONE
360	ASTRO_A3:G105	f69v	A3	f69v.3	27	A3:G105	F69_RIGHT_WHEEL_NS	A3_RIGHT_WHEEL_RING_TEXT	Etikettsegment 27 am lokalen Bildplatz	f69v.3: Tageslicht und Arbeitszustand am Strahlenrad nachschlagen; örtlichen Eintrag aus dem Exemplar lesen.	CELESTIAL_WORK_ALMANAC	NONE_SELECTED	NONE	NONE
361	ASTRO_A3:G106	f69v	A3	f69v.3	28	A3:G106	F69_RIGHT_WHEEL_NS	A3_RIGHT_WHEEL_RING_TEXT	Etikettsegment 28 am lokalen Bildplatz	f69v.3: Tageslicht und Arbeitszustand am Strahlenrad nachschlagen; örtlichen Eintrag aus dem Exemplar lesen.	CELESTIAL_WORK_ALMANAC	NONE_SELECTED	NONE	NONE
362	ASTRO_A3:G107	f69v	A3	f69v.3	29	A3:G107	F69_RIGHT_WHEEL_NS	A3_RIGHT_WHEEL_RING_TEXT	Etikettsegment 29 am lokalen Bildplatz	f69v.3: Tageslicht und Arbeitszustand am Strahlenrad nachschlagen; örtlichen Eintrag aus dem Exemplar lesen.	CELESTIAL_WORK_ALMANAC	NONE_SELECTED	NONE	NONE
