scope	record	at	word	G	M	R	row_status
RECORD	f17v|f17v.1-f17v.23	f17v.16:5	otcheolom	⟦otcheolom⟧	⟦otcheolom⟧	⟦otcheolom⟧	recorded
RECORD	f17v|f17v.1-f17v.23	f17v.17:1	qoain	⟦qoain⟧	⟦qoain⟧	⟦qoain⟧	recorded
RECORD	f17v|f17v.1-f17v.23	f17v.17:2	[s:e']ar	⟦[s:e']ar⟧	⟦[s:e']ar⟧	⟦[s:e']ar⟧	recorded
RECORD	f17v|f17v.1-f17v.23	f17v.17:3	she	⟦she⟧	⟦she⟧	⟦she⟧	recorded
RECORD	f17v|f17v.1-f17v.23	f17v.17:4	dol	⟦dol⟧	⟦dol⟧	⟦dol⟧	recorded
RECORD	f17v|f17v.1-f17v.23	f17v.17:5	qopchaiin	⟦qopchaiin⟧	⟦qopchaiin⟧	⟦qopchaiin⟧	recorded
RECORD	f17v|f17v.1-f17v.23	f17v.17:6	cthor	⟦cthor⟧	⟦cthor⟧	⟦cthor⟧	recorded
RECORD	f17v|f17v.1-f17v.23	f17v.18:1	otor	⟦otor⟧	⟦otor⟧	⟦otor⟧	recorded
RECORD	f17v|f17v.1-f17v.23	f17v.18:2	cheeor	⟦cheeor⟧	⟦cheeor⟧	⟦cheeor⟧	recorded
RECORD	f17v|f17v.1-f17v.23	f17v.18:3	ol	⟦ol⟧	⟦ol⟧	⟦ol⟧	recorded
RECORD	f17v|f17v.1-f17v.23	f17v.18:4	chol	trocken	trocken	trocken	recorded
RECORD	f17v|f17v.1-f17v.23	f17v.18:5	dor	⟦dor⟧	⟦dor⟧	⟦dor⟧	recorded
RECORD	f17v|f17v.1-f17v.23	f17v.18:6	chr	⟦chr⟧	⟦chr⟧	⟦chr⟧	recorded
RECORD	f17v|f17v.1-f17v.23	f17v.18:7	or	⟦or⟧	⟦or⟧	⟦or⟧	recorded
RECORD	f17v|f17v.1-f17v.23	f17v.18:8	eees	⟦eees⟧	⟦eees⟧	⟦eees⟧	recorded
RECORD	f17v|f17v.1-f17v.23	f17v.19:1	dain	Trockenmaterial: trocken im Grad B [Skala offen] [fehlend=]	Trockenmaterial: Menge B·U [fehlend=]	Masse(Trockenmaterial) / Masse(Kraut) = B [fehlend=]	recorded
RECORD	f17v|f17v.1-f17v.23	f17v.19:2	chey	⟦chey⟧	⟦chey⟧	⟦chey⟧	recorded
RECORD	f17v|f17v.1-f17v.23	f17v.19:3	qoaiin	⟦qoaiin⟧	⟦qoaiin⟧	⟦qoaiin⟧	recorded
RECORD	f17v|f17v.1-f17v.23	f17v.19:4	cthor	⟦cthor⟧	⟦cthor⟧	⟦cthor⟧	recorded
RECORD	f17v|f17v.1-f17v.23	f17v.19:5	cholchom	⟦cholchom⟧	⟦cholchom⟧	⟦cholchom⟧	recorded
RECORD	f17v|f17v.1-f17v.23	f17v.20:1	ykeey	⟦ykeey⟧	⟦ykeey⟧	⟦ykeey⟧	recorded
RECORD	f17v|f17v.1-f17v.23	f17v.20:2	okeey	⟦okeey⟧	⟦okeey⟧	⟦okeey⟧	recorded
RECORD	f17v|f17v.1-f17v.23	f17v.20:3	cheor	⟦cheor⟧	⟦cheor⟧	⟦cheor⟧	recorded
RECORD	f17v|f17v.1-f17v.23	f17v.20:4	chol	trocken	trocken	trocken	recorded
RECORD	f17v|f17v.1-f17v.23	f17v.20:5	sho	füge hinzu Zusatzportion [Bezug=f17v.20:6]	füge hinzu Zusatzportion [Bezug=f17v.20:6]	füge hinzu Zusatzportion [Bezug=f17v.20:6]	recorded
RECORD	f17v|f17v.1-f17v.23	f17v.20:6	odaiin	Zusatzportion	Zusatzportion	Zusatzportion	recorded
RECORD	f17v|f17v.1-f17v.23	f17v.21:1	oal	⟦oal⟧	⟦oal⟧	⟦oal⟧	recorded
RECORD	f17v|f17v.1-f17v.23	f17v.21:2	sheor	⟦sheor⟧	⟦sheor⟧	⟦sheor⟧	recorded
RECORD	f17v|f17v.1-f17v.23	f17v.21:3	sholor	⟦sholor⟧	⟦sholor⟧	⟦sholor⟧	recorded
RECORD	f17v|f17v.1-f17v.23	f17v.21:4	or	⟦or⟧	⟦or⟧	⟦or⟧	recorded
RECORD	f17v|f17v.1-f17v.23	f17v.21:5	shecthy	⟦shecthy⟧	⟦shecthy⟧	⟦shecthy⟧	recorded
RECORD	f17v|f17v.1-f17v.23	f17v.21:6	cpheor	⟦cpheor⟧	⟦cpheor⟧	⟦cpheor⟧	recorded
RECORD	f17v|f17v.1-f17v.23	f17v.21:7	daiin	Zusatzportion: ? im Grad C [Skala offen] [fehlend=quality]	Zusatzportion: Menge C·U [fehlend=]	Masse(Zusatzportion) / Masse(Trockenmaterial) = C [fehlend=]	recorded
RECORD	f17v|f17v.1-f17v.23	f17v.22:1	qokeee	⟦qokeee⟧	⟦qokeee⟧	⟦qokeee⟧	recorded
RECORD	f17v|f17v.1-f17v.23	f17v.22:2	dar	⟦dar⟧	⟦dar⟧	⟦dar⟧	recorded
RECORD	f17v|f17v.1-f17v.23	f17v.22:3	chey	⟦chey⟧	⟦chey⟧	⟦chey⟧	recorded
RECORD	f17v|f17v.1-f17v.23	f17v.22:4	keeor	⟦keeor⟧	⟦keeor⟧	⟦keeor⟧	recorded
RECORD	f17v|f17v.1-f17v.23	f17v.22:5	cheeol	⟦cheeol⟧	⟦cheeol⟧	⟦cheeol⟧	recorded
RECORD	f17v|f17v.1-f17v.23	f17v.22:6	ctheey	⟦ctheey⟧	⟦ctheey⟧	⟦ctheey⟧	recorded
RECORD	f17v|f17v.1-f17v.23	f17v.22:7	cthy	Kraut	Kraut	Kraut	recorded
RECORD	f17v|f17v.1-f17v.23	f17v.23:1	chkeey	⟦chkeey⟧	⟦chkeey⟧	⟦chkeey⟧	recorded
RECORD	f17v|f17v.1-f17v.23	f17v.23:2	okeor	⟦okeor⟧	⟦okeor⟧	⟦okeor⟧	recorded
RECORD	f17v|f17v.1-f17v.23	f17v.23:3	sh[a:o]r	⟦sh[a:o]r⟧	⟦sh[a:o]r⟧	⟦sh[a:o]r⟧	recorded
RECORD	f17v|f17v.1-f17v.23	f17v.23:4	okeom	⟦okeom⟧	⟦okeom⟧	⟦okeom⟧	recorded
RECORD	f19v|f19v.8-f19v.14	f19v.8:1	toy	⟦toy⟧	⟦toy⟧	⟦toy⟧	recorded
RECORD	f19v|f19v.8-f19v.14	f19v.8:2	tchey	⟦tchey⟧	⟦tchey⟧	⟦tchey⟧	recorded
RECORD	f19v|f19v.8-f19v.14	f19v.8:3	qo	⟦qo⟧	⟦qo⟧	⟦qo⟧	recorded
RECORD	f19v|f19v.8-f19v.14	f19v.8:4	dchol	⟦dchol⟧	⟦dchol⟧	⟦dchol⟧	recorded
RECORD	f19v|f19v.8-f19v.14	f19v.8:5	qokchs	⟦qokchs⟧	⟦qokchs⟧	⟦qokchs⟧	recorded
RECORD	f19v|f19v.8-f19v.14	f19v.8:6	dom	⟦dom⟧	⟦dom⟧	⟦dom⟧	recorded
RECORD	f19v|f19v.8-f19v.14	f19v.9:1	ychor	⟦ychor⟧	⟦ychor⟧	⟦ychor⟧	recorded
RECORD	f19v|f19v.8-f19v.14	f19v.9:2	oky	⟦oky⟧	⟦oky⟧	⟦oky⟧	recorded
RECORD	f19v|f19v.8-f19v.14	f19v.9:3	chor	Blüten	Blüten	Blüten	recorded
RECORD	f19v|f19v.8-f19v.14	f19v.9:4	yt[o:a]l	⟦yt[o:a]l⟧	⟦yt[o:a]l⟧	⟦yt[o:a]l⟧	recorded
RECORD	f19v|f19v.8-f19v.14	f19v.9:5	chol	trocken	trocken	trocken	recorded
RECORD	f19v|f19v.8-f19v.14	f19v.9:6	oky	⟦oky⟧	⟦oky⟧	⟦oky⟧	recorded
RECORD	f19v|f19v.8-f19v.14	f19v.9:7	ddor	⟦ddor⟧	⟦ddor⟧	⟦ddor⟧	recorded
RECORD	f19v|f19v.8-f19v.14	f19v.10:1	daiin	Blüten: trocken im Grad C [Skala offen] [fehlend=]	Blüten: Menge C·U [fehlend=]	Masse(Blüten) / Masse(?) = C [fehlend=denominator]	recorded
RECORD	f19v|f19v.8-f19v.14	f19v.10:2	chor	Blüten	Blüten	Blüten	recorded
RECORD	f19v|f19v.8-f19v.14	f19v.10:3	daiin	Blüten: ? im Grad C [Skala offen] [fehlend=quality]	Blüten: Menge C·U [fehlend=]	Masse(Blüten) / Masse(?) = C [fehlend=denominator]	recorded
RECORD	f19v|f19v.8-f19v.14	f19v.10:4	qoko[r:n]	⟦qoko[r:n]⟧	⟦qoko[r:n]⟧	⟦qoko[r:n]⟧	recorded
RECORD	f19v|f19v.8-f19v.14	f19v.10:5	y	⟦y⟧	⟦y⟧	⟦y⟧	recorded
RECORD	f19v|f19v.8-f19v.14	f19v.10:6	okchan	⟦okchan⟧	⟦okchan⟧	⟦okchan⟧	recorded
RECORD	f19v|f19v.8-f19v.14	f19v.11:1	qotol	⟦qotol⟧	⟦qotol⟧	⟦qotol⟧	recorded
RECORD	f19v|f19v.8-f19v.14	f19v.11:2	d[o:a]r	⟦d[o:a]r⟧	⟦d[o:a]r⟧	⟦d[o:a]r⟧	recorded
RECORD	f19v|f19v.8-f19v.14	f19v.11:3	okchor	⟦okchor⟧	⟦okchor⟧	⟦okchor⟧	recorded
RECORD	f19v|f19v.8-f19v.14	f19v.11:4	daiin	Blüten: ? im Grad C [Skala offen] [fehlend=quality]	Blüten: Menge C·U [fehlend=]	Masse(Blüten) / Masse(?) = C [fehlend=denominator]	recorded
RECORD	f19v|f19v.8-f19v.14	f19v.11:5	cthor	⟦cthor⟧	⟦cthor⟧	⟦cthor⟧	recorded
RECORD	f19v|f19v.8-f19v.14	f19v.11:6	otam	⟦otam⟧	⟦otam⟧	⟦otam⟧	recorded
RECORD	f19v|f19v.8-f19v.14	f19v.12:1	otch	⟦otch⟧	⟦otch⟧	⟦otch⟧	recorded
RECORD	f19v|f19v.8-f19v.14	f19v.12:2	okchodshy	⟦okchodshy⟧	⟦okchodshy⟧	⟦okchodshy⟧	recorded
RECORD	f19v|f19v.8-f19v.14	f19v.12:3	daiin	Blüten: ? im Grad C [Skala offen] [fehlend=quality]	Blüten: Menge C·U [fehlend=]	Masse(Blüten) / Masse(?) = C [fehlend=denominator]	recorded
RECORD	f19v|f19v.8-f19v.14	f19v.12:4	or	⟦or⟧	⟦or⟧	⟦or⟧	recorded
RECORD	f19v|f19v.8-f19v.14	f19v.12:5	otaiin	⟦otaiin⟧	⟦otaiin⟧	⟦otaiin⟧	recorded
RECORD	f19v|f19v.8-f19v.14	f19v.12:6	dai[s:r]	⟦dai[s:r]⟧	⟦dai[s:r]⟧	⟦dai[s:r]⟧	recorded
RECORD	f19v|f19v.8-f19v.14	f19v.13:1	yees	⟦yees⟧	⟦yees⟧	⟦yees⟧	recorded
RECORD	f19v|f19v.8-f19v.14	f19v.13:2	ykchol	⟦ykchol⟧	⟦ykchol⟧	⟦ykchol⟧	recorded
RECORD	f19v|f19v.8-f19v.14	f19v.13:3	oty	⟦oty⟧	⟦oty⟧	⟦oty⟧	recorded
RECORD	f19v|f19v.8-f19v.14	f19v.13:4	ytor	⟦ytor⟧	⟦ytor⟧	⟦ytor⟧	recorded
RECORD	f19v|f19v.8-f19v.14	f19v.13:5	ytar	⟦ytar⟧	⟦ytar⟧	⟦ytar⟧	recorded
RECORD	f19v|f19v.8-f19v.14	f19v.13:6	ytchor	zerkleinerte Blüten	zerkleinerte Blüten	zerkleinerte Blüten	recorded
RECORD	f19v|f19v.8-f19v.14	f19v.13:7	ytaiin	⟦ytaiin⟧	⟦ytaiin⟧	⟦ytaiin⟧	recorded
RECORD	f19v|f19v.8-f19v.14	f19v.14:1	otchol	Trockenmaterial	Trockenmaterial	Trockenmaterial	recorded
RECORD	f19v|f19v.8-f19v.14	f19v.14:2	cheaiin	⟦cheaiin⟧	⟦cheaiin⟧	⟦cheaiin⟧	recorded
RECORD	f19v|f19v.8-f19v.14	f19v.14:3	cthol	Trockenmaterial	Trockenmaterial	Trockenmaterial	recorded
RECORD	f22v|f22v.6-f22v.16	f22v.6:1	fshor	⟦fshor⟧	⟦fshor⟧	⟦fshor⟧	recorded
RECORD	f22v|f22v.6-f22v.16	f22v.6:2	shy	feucht	feucht	feucht	recorded
RECORD	f22v|f22v.6-f22v.16	f22v.6:3	tchor	⟦tchor⟧	⟦tchor⟧	⟦tchor⟧	recorded
RECORD	f22v|f22v.6-f22v.16	f22v.6:4	otaiin	⟦otaiin⟧	⟦otaiin⟧	⟦otaiin⟧	recorded
RECORD	f22v|f22v.6-f22v.16	f22v.7:1	ychor	⟦ychor⟧	⟦ychor⟧	⟦ychor⟧	recorded
RECORD	f22v|f22v.6-f22v.16	f22v.7:2	chor	Blüten	Blüten	Blüten	recorded
RECORD	f22v|f22v.6-f22v.16	f22v.7:3	qokchol	⟦qokchol⟧	⟦qokchol⟧	⟦qokchol⟧	recorded
RECORD	f22v|f22v.6-f22v.16	f22v.7:4	chory	⟦chory⟧	⟦chory⟧	⟦chory⟧	recorded
RECORD	f22v|f22v.6-f22v.16	f22v.8:1	qotchy	zerkleinere Kraut [Bezug=f22v.8:2]	zerkleinere Kraut [Bezug=f22v.8:2]	zerkleinere Kraut [Bezug=f22v.8:2]	recorded
RECORD	f22v|f22v.6-f22v.16	f22v.8:2	cthy	Kraut	Kraut	Kraut	recorded
RECORD	f22v|f22v.6-f22v.16	f22v.8:3	qokol	⟦qokol⟧	⟦qokol⟧	⟦qokol⟧	recorded
RECORD	f22v|f22v.6-f22v.16	f22v.8:4	daiin	Kraut: ? im Grad C [Skala offen] [fehlend=quality]	Kraut: Menge C·U [fehlend=]	Masse(Kraut) / Masse(Blüten) = C [fehlend=]	recorded
RECORD	f22v|f22v.6-f22v.16	f22v.8:5	dam	⟦dam⟧	⟦dam⟧	⟦dam⟧	recorded
RECORD	f22v|f22v.6-f22v.16	f22v.9:1	okshor	⟦okshor⟧	⟦okshor⟧	⟦okshor⟧	recorded
RECORD	f22v|f22v.6-f22v.16	f22v.9:2	shody	⟦shody⟧	⟦shody⟧	⟦shody⟧	recorded
RECORD	f22v|f22v.6-f22v.16	f22v.9:3	chol	trocken	trocken	trocken	recorded
RECORD	f22v|f22v.6-f22v.16	f22v.9:4	tchol	⟦tchol⟧	⟦tchol⟧	⟦tchol⟧	recorded
RECORD	f22v|f22v.6-f22v.16	f22v.9:5	otaiin	⟦otaiin⟧	⟦otaiin⟧	⟦otaiin⟧	recorded
RECORD	f22v|f22v.6-f22v.16	f22v.9:6	daiin	Kraut: trocken im Grad C [Skala offen] [fehlend=]	Kraut: Menge C·U [fehlend=]	Masse(Kraut) / Masse(Blüten) = C [fehlend=]	recorded
RECORD	f22v|f22v.6-f22v.16	f22v.10:1	qokchy	⟦qokchy⟧	⟦qokchy⟧	⟦qokchy⟧	recorded
RECORD	f22v|f22v.6-f22v.16	f22v.10:2	daiin	Kraut: trocken im Grad C [Skala offen] [fehlend=]	Kraut: Menge C·U [fehlend=]	Masse(Kraut) / Masse(Blüten) = C [fehlend=]	recorded
RECORD	f22v|f22v.6-f22v.16	f22v.10:3	s	⟦s⟧	⟦s⟧	⟦s⟧	recorded
RECORD	f22v|f22v.6-f22v.16	f22v.10:4	or	⟦or⟧	⟦or⟧	⟦or⟧	recorded
RECORD	f22v|f22v.6-f22v.16	f22v.10:5	ytal	⟦ytal⟧	⟦ytal⟧	⟦ytal⟧	recorded
RECORD	f22v|f22v.6-f22v.16	f22v.11:1	sokaiin	⟦sokaiin⟧	⟦sokaiin⟧	⟦sokaiin⟧	recorded
RECORD	f22v|f22v.6-f22v.16	f22v.11:2	oty	⟦oty⟧	⟦oty⟧	⟦oty⟧	recorded
RECORD	f22v|f22v.6-f22v.16	f22v.11:3	dy	⟦dy⟧	⟦dy⟧	⟦dy⟧	recorded
RECORD	f22v|f22v.6-f22v.16	f22v.12:1	ychky	⟦ychky⟧	⟦ychky⟧	⟦ychky⟧	recorded
RECORD	f22v|f22v.6-f22v.16	f22v.12:2	daiin	Kraut: trocken im Grad C [Skala offen] [fehlend=]	Kraut: Menge C·U [fehlend=]	Masse(Kraut) / Masse(Blüten) = C [fehlend=]	recorded
RECORD	f22v|f22v.6-f22v.16	f22v.12:3	cthy	Kraut	Kraut	Kraut	recorded
RECORD	f22v|f22v.6-f22v.16	f22v.13:1	okchain	⟦okchain⟧	⟦okchain⟧	⟦okchain⟧	recorded
RECORD	f22v|f22v.6-f22v.16	f22v.13:2	chkoldy	⟦chkoldy⟧	⟦chkoldy⟧	⟦chkoldy⟧	recorded
RECORD	f22v|f22v.6-f22v.16	f22v.13:3	shotoly	⟦shotoly⟧	⟦shotoly⟧	⟦shotoly⟧	recorded
RECORD	f22v|f22v.6-f22v.16	f22v.14:1	qotch[y:?]	⟦qotch[y:?]⟧	⟦qotch[y:?]⟧	⟦qotch[y:?]⟧	recorded
RECORD	f22v|f22v.6-f22v.16	f22v.14:2	olshly	⟦olshly⟧	⟦olshly⟧	⟦olshly⟧	recorded
RECORD	f22v|f22v.6-f22v.16	f22v.14:3	shol	feucht	feucht	feucht	recorded
RECORD	f22v|f22v.6-f22v.16	f22v.14:4	daiin	Kraut: feucht im Grad C [Skala offen] [fehlend=]	Kraut: Menge C·U [fehlend=]	Masse(Kraut) / Masse(Blüten) = C [fehlend=]	recorded
RECORD	f22v|f22v.6-f22v.16	f22v.15:1	sho	füge hinzu Kraut [Bezug=f22v.15:2]	füge hinzu Kraut [Bezug=f22v.15:2]	füge hinzu Kraut [Bezug=f22v.15:2]	recorded
RECORD	f22v|f22v.6-f22v.16	f22v.15:2	cthy	Kraut	Kraut	Kraut	recorded
RECORD	f22v|f22v.6-f22v.16	f22v.15:3	chocthy	Pflanzenmark	Pflanzenmark	Pflanzenmark	recorded
RECORD	f22v|f22v.6-f22v.16	f22v.15:4	qokchy	⟦qokchy⟧	⟦qokchy⟧	⟦qokchy⟧	recorded
RECORD	f22v|f22v.6-f22v.16	f22v.15:5	dory	⟦dory⟧	⟦dory⟧	⟦dory⟧	recorded
RECORD	f22v|f22v.6-f22v.16	f22v.16:1	saiinchy	⟦saiinchy⟧	⟦saiinchy⟧	⟦saiinchy⟧	recorded
RECORD	f22v|f22v.6-f22v.16	f22v.16:2	daldalol	⟦daldalol⟧	⟦daldalol⟧	⟦daldalol⟧	recorded
RECORD	f23r|f23r.4-f23r.5	f23r.4:1	qokoldy	⟦qokoldy⟧	⟦qokoldy⟧	⟦qokoldy⟧	recorded
RECORD	f23r|f23r.4-f23r.5	f23r.4:2	okaiir	⟦okaiir⟧	⟦okaiir⟧	⟦okaiir⟧	recorded
RECORD	f23r|f23r.4-f23r.5	f23r.4:3	ykaiil	⟦ykaiil⟧	⟦ykaiil⟧	⟦ykaiil⟧	recorded
RECORD	f23r|f23r.4-f23r.5	f23r.4:4	g	⟦g⟧	⟦g⟧	⟦g⟧	recorded
RECORD	f23r|f23r.4-f23r.5	f23r.4:5	qokeey	⟦qokeey⟧	⟦qokeey⟧	⟦qokeey⟧	recorded
RECORD	f23r|f23r.4-f23r.5	f23r.4:6	ofchol	⟦ofchol⟧	⟦ofchol⟧	⟦ofchol⟧	recorded
RECORD	f23r|f23r.4-f23r.5	f23r.4:7	dain	?: ? im Grad B [Skala offen] [fehlend=material,quality]	?: Menge B·U [fehlend=material]	Masse(?) / Masse(?) = B [fehlend=material,denominator]	recorded
RECORD	f23r|f23r.4-f23r.5	f23r.4:8	yfchor	⟦yfchor⟧	⟦yfchor⟧	⟦yfchor⟧	recorded
RECORD	f23r|f23r.4-f23r.5	f23r.4:9	olfchor	⟦olfchor⟧	⟦olfchor⟧	⟦olfchor⟧	recorded
RECORD	f23r|f23r.4-f23r.5	f23r.4:10	otchald	⟦otchald⟧	⟦otchald⟧	⟦otchald⟧	recorded
RECORD	f23r|f23r.4-f23r.5	f23r.5:1	ychor	⟦ychor⟧	⟦ychor⟧	⟦ychor⟧	recorded
RECORD	f23r|f23r.4-f23r.5	f23r.5:2	qokchol	⟦qokchol⟧	⟦qokchol⟧	⟦qokchol⟧	recorded
RECORD	f23r|f23r.4-f23r.5	f23r.5:3	ytym	⟦ytym⟧	⟦ytym⟧	⟦ytym⟧	recorded
RECORD	f23r|f23r.4-f23r.5	f23r.5:4	chol	trocken	trocken	trocken	recorded
RECORD	f23r|f23r.4-f23r.5	f23r.5:5	da[ir:in]	⟦da[ir:in]⟧	⟦da[ir:in]⟧	⟦da[ir:in]⟧	recorded
RECORD	f23r|f23r.4-f23r.5	f23r.5:6	chol	trocken	trocken	trocken	recorded
RECORD	f23r|f23r.4-f23r.5	f23r.5:7	ar	⟦ar⟧	⟦ar⟧	⟦ar⟧	recorded
RECORD	f23r|f23r.4-f23r.5	f23r.5:8	ol	⟦ol⟧	⟦ol⟧	⟦ol⟧	recorded
RECORD	f23r|f23r.4-f23r.5	f23r.5:9	ol	⟦ol⟧	⟦ol⟧	⟦ol⟧	recorded
RECORD	f23r|f23r.4-f23r.5	f23r.5:10	dol	⟦dol⟧	⟦dol⟧	⟦dol⟧	recorded
RECORD	f23r|f23r.4-f23r.5	f23r.5:11	dain	?: trocken im Grad B [Skala offen] [fehlend=material]	?: Menge B·U [fehlend=material]	Masse(?) / Masse(?) = B [fehlend=material,denominator]	recorded
RECORD	f24r|f24r.1-f24r.20	f24r.1:1	por	⟦por⟧	⟦por⟧	⟦por⟧	recorded
RECORD	f24r|f24r.1-f24r.20	f24r.1:2	or	⟦or⟧	⟦or⟧	⟦or⟧	recorded
RECORD	f24r|f24r.1-f24r.20	f24r.1:3	y	⟦y⟧	⟦y⟧	⟦y⟧	recorded
RECORD	f24r|f24r.1-f24r.20	f24r.1:4	chor	Blüten	Blüten	Blüten	recorded
RECORD	f24r|f24r.1-f24r.20	f24r.1:5	opchar	⟦opchar⟧	⟦opchar⟧	⟦opchar⟧	recorded
RECORD	f24r|f24r.1-f24r.20	f24r.1:6	she	⟦she⟧	⟦she⟧	⟦she⟧	recorded
RECORD	f24r|f24r.1-f24r.20	f24r.1:7	cheol	⟦cheol⟧	⟦cheol⟧	⟦cheol⟧	recorded
RECORD	f24r|f24r.1-f24r.20	f24r.1:8	daiin	Blüten: ? im Grad C [Skala offen] [fehlend=quality]	Blüten: Menge C·U [fehlend=]	Masse(Blüten) / Masse(?) = C [fehlend=denominator]	recorded
RECORD	f24r|f24r.1-f24r.20	f24r.1:9	or	⟦or⟧	⟦or⟧	⟦or⟧	recorded
RECORD	f24r|f24r.1-f24r.20	f24r.2:1	qotaiin	abgeteilte Portion	abgeteilte Portion	abgeteilte Portion	recorded
RECORD	f24r|f24r.1-f24r.20	f24r.2:2	char	⟦char⟧	⟦char⟧	⟦char⟧	recorded
RECORD	f24r|f24r.1-f24r.20	f24r.2:3	odaiin	Zusatzportion	Zusatzportion	Zusatzportion	recorded
RECORD	f24r|f24r.1-f24r.20	f24r.2:4	okai{ikh}al	⟦okai{ikh}al⟧	⟦okai{ikh}al⟧	⟦okai{ikh}al⟧	recorded
RECORD	f24r|f24r.1-f24r.20	f24r.2:5	oky	⟦oky⟧	⟦oky⟧	⟦oky⟧	recorded
RECORD	f24r|f24r.1-f24r.20	f24r.3:1	ycthar	⟦ycthar⟧	⟦ycthar⟧	⟦ycthar⟧	recorded
RECORD	f24r|f24r.1-f24r.20	f24r.3:2	cthal	⟦cthal⟧	⟦cthal⟧	⟦cthal⟧	recorded
RECORD	f24r|f24r.1-f24r.20	f24r.3:3	okol	⟦okol⟧	⟦okol⟧	⟦okol⟧	recorded
RECORD	f24r|f24r.1-f24r.20	f24r.3:4	qotar	⟦qotar⟧	⟦qotar⟧	⟦qotar⟧	recorded
RECORD	f24r|f24r.1-f24r.20	f24r.3:5	ckhy	⟦ckhy⟧	⟦ckhy⟧	⟦ckhy⟧	recorded
RECORD	f24r|f24r.1-f24r.20	f24r.4:1	or	⟦or⟧	⟦or⟧	⟦or⟧	recorded
RECORD	f24r|f24r.1-f24r.20	f24r.4:2	chckhaly	⟦chckhaly⟧	⟦chckhaly⟧	⟦chckhaly⟧	recorded
RECORD	f24r|f24r.1-f24r.20	f24r.4:3	cthar	⟦cthar⟧	⟦cthar⟧	⟦cthar⟧	recorded
RECORD	f24r|f24r.1-f24r.20	f24r.4:4	eeor	⟦eeor⟧	⟦eeor⟧	⟦eeor⟧	recorded
RECORD	f24r|f24r.1-f24r.20	f24r.4:5	chees	⟦chees⟧	⟦chees⟧	⟦chees⟧	recorded
RECORD	f24r|f24r.1-f24r.20	f24r.4:6	da	⟦da⟧	⟦da⟧	⟦da⟧	recorded
RECORD	f24r|f24r.1-f24r.20	f24r.5:1	qodar	⟦qodar⟧	⟦qodar⟧	⟦qodar⟧	recorded
RECORD	f24r|f24r.1-f24r.20	f24r.5:2	cho	⟦cho⟧	⟦cho⟧	⟦cho⟧	recorded
RECORD	f24r|f24r.1-f24r.20	f24r.5:3	r	⟦r⟧	⟦r⟧	⟦r⟧	recorded
RECORD	f24r|f24r.1-f24r.20	f24r.5:4	chey	⟦chey⟧	⟦chey⟧	⟦chey⟧	recorded
RECORD	f24r|f24r.1-f24r.20	f24r.5:5	cthy	Kraut	Kraut	Kraut	recorded
RECORD	f24r|f24r.1-f24r.20	f24r.5:6	cthe	⟦cthe⟧	⟦cthe⟧	⟦cthe⟧	recorded
RECORD	f24r|f24r.1-f24r.20	f24r.5:7	keom	⟦keom⟧	⟦keom⟧	⟦keom⟧	recorded
RECORD	f24r|f24r.1-f24r.20	f24r.6:1	oeeeos	⟦oeeeos⟧	⟦oeeeos⟧	⟦oeeeos⟧	recorded
RECORD	f24r|f24r.1-f24r.20	f24r.6:2	cthor	⟦cthor⟧	⟦cthor⟧	⟦cthor⟧	recorded
RECORD	f24r|f24r.1-f24r.20	f24r.6:3	otal	⟦otal⟧	⟦otal⟧	⟦otal⟧	recorded
RECORD	f24r|f24r.1-f24r.20	f24r.6:4	qocthol	⟦qocthol⟧	⟦qocthol⟧	⟦qocthol⟧	recorded
RECORD	f24r|f24r.1-f24r.20	f24r.6:5	qoky	⟦qoky⟧	⟦qoky⟧	⟦qoky⟧	recorded
RECORD	f24r|f24r.1-f24r.20	f24r.7:1	q@145;kar	⟦q@145;kar⟧	⟦q@145;kar⟧	⟦q@145;kar⟧	recorded
RECORD	f24r|f24r.1-f24r.20	f24r.7:2	chtar	⟦chtar⟧	⟦chtar⟧	⟦chtar⟧	recorded
RECORD	f24r|f24r.1-f24r.20	f24r.7:3	s	⟦s⟧	⟦s⟧	⟦s⟧	recorded
RECORD	f24r|f24r.1-f24r.20	f24r.7:4	cheor	⟦cheor⟧	⟦cheor⟧	⟦cheor⟧	recorded
RECORD	f24r|f24r.1-f24r.20	f24r.7:5	cthol	Trockenmaterial	Trockenmaterial	Trockenmaterial	recorded
RECORD	f24r|f24r.1-f24r.20	f24r.7:6	qodol	⟦qodol⟧	⟦qodol⟧	⟦qodol⟧	recorded
RECORD	f24r|f24r.1-f24r.20	f24r.8:1	ychor	⟦ychor⟧	⟦ychor⟧	⟦ychor⟧	recorded
RECORD	f24r|f24r.1-f24r.20	f24r.8:2	s	⟦s⟧	⟦s⟧	⟦s⟧	recorded
RECORD	f24r|f24r.1-f24r.20	f24r.8:3	om	⟦om⟧	⟦om⟧	⟦om⟧	recorded
RECORD	f24r|f24r.1-f24r.20	f24r.8:4	qoear	⟦qoear⟧	⟦qoear⟧	⟦qoear⟧	recorded
RECORD	f24r|f24r.1-f24r.20	f24r.8:5	daiin	Trockenmaterial: ? im Grad C [Skala offen] [fehlend=quality]	Trockenmaterial: Menge C·U [fehlend=]	Masse(Trockenmaterial) / Masse(Kraut) = C [fehlend=]	recorded
