line_ordinal	source_selector	physical_page	register	topology_family	locus	line_number	paragraph_start	paragraph_end	line_kind	token_count	running_event_count	local_card_count	coarse_page_owner_id	legacy_owner_ids	panel_ids	record_ids	component_ids	context_scope	eva_clean	semantic_export_credit
76	f17r	f17r	HERBAL	WHOLE_PLANT_ARTICLE	f17r.6	6	0	1	RUNNING_PROSE	5	5	0	F17R_WHOLE_PLANT	abgebildete ganze Bluetenpflanze mit Blatt-, Blueten- und Wurzelteilen	NONE	NONE	NONE	DIRECT_PAGE_CONTEXT_ONLY	tsho qof cho qokcheor cheteg	ZERO__STRUCTURAL_CROSSWALK_ONLY
77	f17r	f17r	HERBAL	WHOLE_PLANT_ARTICLE	f17r.7	7	1	0	RUNNING_PROSE	6	6	0	F17R_WHOLE_PLANT	abgebildete ganze Bluetenpflanze mit Blatt-, Blueten- und Wurzelteilen	NONE	NONE	NONE	DIRECT_PAGE_CONTEXT_ONLY	ksheo qokchy choldshy zepchy d opchordy	ZERO__STRUCTURAL_CROSSWALK_ONLY
78	f17r	f17r	HERBAL	WHOLE_PLANT_ARTICLE	f17r.8	8	0	0	RUNNING_PROSE	4	4	0	F17R_WHOLE_PLANT	abgebildete ganze Bluetenpflanze mit Blatt-, Blueten- und Wurzelteilen	NONE	NONE	NONE	DIRECT_PAGE_CONTEXT_ONLY	dchchy dychear schar ykchy	ZERO__STRUCTURAL_CROSSWALK_ONLY
79	f17r	f17r	HERBAL	WHOLE_PLANT_ARTICLE	f17r.9	9	0	0	RUNNING_PROSE	5	5	0	F17R_WHOLE_PLANT	abgebildete ganze Bluetenpflanze mit Blatt-, Blueten- und Wurzelteilen	NONE	NONE	NONE	DIRECT_PAGE_CONTEXT_ONLY	soy chckho o das chypcham	ZERO__STRUCTURAL_CROSSWALK_ONLY
80	f17r	f17r	HERBAL	WHOLE_PLANT_ARTICLE	f17r.10	10	0	0	RUNNING_PROSE	6	6	0	F17R_WHOLE_PLANT	abgebildete ganze Bluetenpflanze mit Blatt-, Blueten- und Wurzelteilen	NONE	NONE	NONE	DIRECT_PAGE_CONTEXT_ONLY	dar chear dcheor sain y mol	ZERO__STRUCTURAL_CROSSWALK_ONLY
81	f17r	f17r	HERBAL	WHOLE_PLANT_ARTICLE	f17r.11	11	0	0	RUNNING_PROSE	5	5	0	F17R_WHOLE_PLANT	abgebildete ganze Bluetenpflanze mit Blatt-, Blueten- und Wurzelteilen	NONE	NONE	NONE	DIRECT_PAGE_CONTEXT_ONLY	otchol cthar okaiin chol daiiin	ZERO__STRUCTURAL_CROSSWALK_ONLY
82	f17r	f17r	HERBAL	WHOLE_PLANT_ARTICLE	f17r.12	12	0	1	RUNNING_PROSE	3	3	0	F17R_WHOLE_PLANT	abgebildete ganze Bluetenpflanze mit Blatt-, Blueten- und Wurzelteilen	NONE	NONE	NONE	DIRECT_PAGE_CONTEXT_ONLY	ychod y chotom	ZERO__STRUCTURAL_CROSSWALK_ONLY
83	f17r	f17r	HERBAL	WHOLE_PLANT_ARTICLE	f17r.13	13	0	0	LOCAL_LABEL_OR_MARKER	2	0	2	F17R_WHOLE_PLANT	Name oder Kennung fuer Bezeichnung bei der abgebildeten ganzen Bluetenpflanze	NONE	NONE	NONE	LEGACY_LOCAL_CARD_WITH_PAGE_CONTEXT	oteeeon oiil	ZERO__STRUCTURAL_CROSSWALK_ONLY
84	f18r	f18r	HERBAL	WHOLE_PLANT_ARTICLE	f18r.1	1	1	0	RUNNING_PROSE	9	9	0	F18R_WHOLE_PLANT	große abgebildete Blütenpflanze	NONE	NONE	NONE	DIRECT_PAGE_CONTEXT_ONLY	pdrairdy darod yoar ykchol dar om chckhy octhor dal	ZERO__STRUCTURAL_CROSSWALK_ONLY
85	f18r	f18r	HERBAL	WHOLE_PLANT_ARTICLE	f18r.2	2	0	0	RUNNING_PROSE	8	8	0	F18R_WHOLE_PLANT	große abgebildete Blütenpflanze	NONE	NONE	NONE	DIRECT_PAGE_CONTEXT_ONLY	otshol qokchol chykchy okchal daiin dy chol dain	ZERO__STRUCTURAL_CROSSWALK_ONLY
86	f18r	f18r	HERBAL	WHOLE_PLANT_ARTICLE	f18r.3	3	0	0	RUNNING_PROSE	8	8	0	F18R_WHOLE_PLANT	große abgebildete Blütenpflanze	NONE	NONE	NONE	DIRECT_PAGE_CONTEXT_ONLY	qokchor chor ey or chey qokchol dy ytcharg	ZERO__STRUCTURAL_CROSSWALK_ONLY
87	f18r	f18r	HERBAL	WHOLE_PLANT_ARTICLE	f18r.4	4	0	1	RUNNING_PROSE	5	5	0	F18R_WHOLE_PLANT	große abgebildete Blütenpflanze	NONE	NONE	NONE	DIRECT_PAGE_CONTEXT_ONLY	chor cthor okeor ykchol okain	ZERO__STRUCTURAL_CROSSWALK_ONLY
88	f18r	f18r	HERBAL	WHOLE_PLANT_ARTICLE	f18r.5	5	1	0	RUNNING_PROSE	6	6	0	F18R_WHOLE_PLANT	große abgebildete Blütenpflanze	NONE	NONE	NONE	DIRECT_PAGE_CONTEXT_ONLY	tchor shor cthaiin cthol chlol chom	ZERO__STRUCTURAL_CROSSWALK_ONLY
89	f18r	f18r	HERBAL	WHOLE_PLANT_ARTICLE	f18r.6	6	0	0	RUNNING_PROSE	8	8	0	F18R_WHOLE_PLANT	große abgebildete Blütenpflanze	NONE	NONE	NONE	DIRECT_PAGE_CONTEXT_ONLY	ychy kchor dair ytol chcthy dar dar dal	ZERO__STRUCTURAL_CROSSWALK_ONLY
90	f18r	f18r	HERBAL	WHOLE_PLANT_ARTICLE	f18r.7	7	0	0	RUNNING_PROSE	6	6	0	F18R_WHOLE_PLANT	große abgebildete Blütenpflanze	NONE	NONE	NONE	DIRECT_PAGE_CONTEXT_ONLY	oshor shaiin cthy sholdy doldy doldaiin	ZERO__STRUCTURAL_CROSSWALK_ONLY
91	f18r	f18r	HERBAL	WHOLE_PLANT_ARTICLE	f18r.8	8	0	0	RUNNING_PROSE	6	6	0	F18R_WHOLE_PLANT	große abgebildete Blütenpflanze	NONE	NONE	NONE	DIRECT_PAGE_CONTEXT_ONLY	qokchor ckhol olody okal dy dary	ZERO__STRUCTURAL_CROSSWALK_ONLY
92	f18r	f18r	HERBAL	WHOLE_PLANT_ARTICLE	f18r.9	9	0	0	RUNNING_PROSE	4	4	0	F18R_WHOLE_PLANT	große abgebildete Blütenpflanze	NONE	NONE	NONE	DIRECT_PAGE_CONTEXT_ONLY	chol chcthal okshal chykald	ZERO__STRUCTURAL_CROSSWALK_ONLY
93	f18r	f18r	HERBAL	WHOLE_PLANT_ARTICLE	f18r.10	10	0	0	RUNNING_PROSE	5	5	0	F18R_WHOLE_PLANT	große abgebildete Blütenpflanze	NONE	NONE	NONE	DIRECT_PAGE_CONTEXT_ONLY	dar shor qokchol ol ydaiin	ZERO__STRUCTURAL_CROSSWALK_ONLY
94	f18r	f18r	HERBAL	WHOLE_PLANT_ARTICLE	f18r.11	11	0	0	RUNNING_PROSE	5	5	0	F18R_WHOLE_PLANT	große abgebildete Blütenpflanze	NONE	NONE	NONE	DIRECT_PAGE_CONTEXT_ONLY	sotchaiin chokchy chckhol chor g	ZERO__STRUCTURAL_CROSSWALK_ONLY
95	f18r	f18r	HERBAL	WHOLE_PLANT_ARTICLE	f18r.12	12	0	0	RUNNING_PROSE	5	5	0	F18R_WHOLE_PLANT	große abgebildete Blütenpflanze	NONE	NONE	NONE	DIRECT_PAGE_CONTEXT_ONLY	ychair cthol daiin qokchy cthy	ZERO__STRUCTURAL_CROSSWALK_ONLY
96	f18r	f18r	HERBAL	WHOLE_PLANT_ARTICLE	f18r.13	13	0	0	RUNNING_PROSE	6	6	0	F18R_WHOLE_PLANT	große abgebildete Blütenpflanze	NONE	NONE	NONE	DIRECT_PAGE_CONTEXT_ONLY	or shaiin cthar cthal okal dar	ZERO__STRUCTURAL_CROSSWALK_ONLY
97	f18r	f18r	HERBAL	WHOLE_PLANT_ARTICLE	f18r.14	14	0	1	RUNNING_PROSE	3	3	0	F18R_WHOLE_PLANT	große abgebildete Blütenpflanze	NONE	NONE	NONE	DIRECT_PAGE_CONTEXT_ONLY	ychekch y kchaiin	ZERO__STRUCTURAL_CROSSWALK_ONLY
98	f20v	f20v	HERBAL	WHOLE_PLANT_ARTICLE	f20v.1	1	1	0	RUNNING_PROSE	10	10	0	F20V_WHOLE_PLANT	F20V_WHOLE_PLANT	NONE	NONE	NONE	DIRECT_PAGE_CONTEXT_ONLY	faiis ar okoy shy pofochey opchy qopy choldy opydy cphy	ZERO__STRUCTURAL_CROSSWALK_ONLY
99	f20v	f20v	HERBAL	WHOLE_PLANT_ARTICLE	f20v.2	2	0	0	RUNNING_PROSE	10	10	0	F20V_WHOLE_PLANT	F20V_WHOLE_PLANT	NONE	NONE	NONE	DIRECT_PAGE_CONTEXT_ONLY	sos ykoiin cheol chol choiin checthy otol chol chodaiin oty	ZERO__STRUCTURAL_CROSSWALK_ONLY
100	f20v	f20v	HERBAL	WHOLE_PLANT_ARTICLE	f20v.3	3	0	0	RUNNING_PROSE	9	9	0	F20V_WHOLE_PLANT	F20V_WHOLE_PLANT	NONE	NONE	NONE	DIRECT_PAGE_CONTEXT_ONLY	okchy sho kchol shol chcthy qoty chy tolshy qotchy	ZERO__STRUCTURAL_CROSSWALK_ONLY
101	f20v	f20v	HERBAL	WHOLE_PLANT_ARTICLE	f20v.4	4	0	1	RUNNING_PROSE	5	5	0	F20V_WHOLE_PLANT	F20V_WHOLE_PLANT	NONE	NONE	NONE	DIRECT_PAGE_CONTEXT_ONLY	sho or aiin shol daiin	ZERO__STRUCTURAL_CROSSWALK_ONLY
102	f20v	f20v	HERBAL	WHOLE_PLANT_ARTICLE	f20v.5	5	1	0	RUNNING_PROSE	9	9	0	F20V_WHOLE_PLANT	F20V_WHOLE_PLANT	NONE	NONE	NONE	DIRECT_PAGE_CONTEXT_ONLY	tshol folchol otor shol shor fshodchy otchy chcphy dy	ZERO__STRUCTURAL_CROSSWALK_ONLY
103	f20v	f20v	HERBAL	WHOLE_PLANT_ARTICLE	f20v.6	6	0	0	RUNNING_PROSE	8	8	0	F20V_WHOLE_PLANT	F20V_WHOLE_PLANT	NONE	NONE	NONE	DIRECT_PAGE_CONTEXT_ONLY	doiiin chockhy dan cheoy shos cheos char aiin	ZERO__STRUCTURAL_CROSSWALK_ONLY
104	f20v	f20v	HERBAL	WHOLE_PLANT_ARTICLE	f20v.7	7	0	0	RUNNING_PROSE	8	8	0	F20V_WHOLE_PLANT	F20V_WHOLE_PLANT	NONE	NONE	NONE	DIRECT_PAGE_CONTEXT_ONLY	shocthy sho cthy daiin sheoy tey s soaiin	ZERO__STRUCTURAL_CROSSWALK_ONLY
105	f20v	f20v	HERBAL	WHOLE_PLANT_ARTICLE	f20v.8	8	0	0	RUNNING_PROSE	8	8	0	F20V_WHOLE_PLANT	F20V_WHOLE_PLANT	NONE	NONE	NONE	DIRECT_PAGE_CONTEXT_ONLY	shain choraly sho ar chy daiin d s	ZERO__STRUCTURAL_CROSSWALK_ONLY
106	f20v	f20v	HERBAL	WHOLE_PLANT_ARTICLE	f20v.9	9	0	0	RUNNING_PROSE	8	8	0	F20V_WHOLE_PLANT	F20V_WHOLE_PLANT	NONE	NONE	NONE	DIRECT_PAGE_CONTEXT_ONLY	ykchy keody cho cthy chol shd qoty d	ZERO__STRUCTURAL_CROSSWALK_ONLY
107	f20v	f20v	HERBAL	WHOLE_PLANT_ARTICLE	f20v.10	10	0	0	RUNNING_PROSE	7	7	0	F20V_WHOLE_PLANT	F20V_WHOLE_PLANT	NONE	NONE	NONE	DIRECT_PAGE_CONTEXT_ONLY	shokaiin chocthy chol daiin chy chor ety	ZERO__STRUCTURAL_CROSSWALK_ONLY
108	f20v	f20v	HERBAL	WHOLE_PLANT_ARTICLE	f20v.11	11	0	1	RUNNING_PROSE	4	4	0	F20V_WHOLE_PLANT	F20V_WHOLE_PLANT	NONE	NONE	NONE	DIRECT_PAGE_CONTEXT_ONLY	okoiin chey ol chory	ZERO__STRUCTURAL_CROSSWALK_ONLY
109	f24v	f24v	HERBAL	WHOLE_PLANT_ARTICLE	f24v.1	1	1	0	RUNNING_PROSE	11	11	0	F24V_WHOLE_PLANT	F24V_WHOLE_PLANT	NONE	NONE	NONE	DIRECT_PAGE_CONTEXT_ONLY	tchodar chocfhey opom shod chcphy opshody ocphoraiin o k o am	ZERO__STRUCTURAL_CROSSWALK_ONLY
110	f24v	f24v	HERBAL	WHOLE_PLANT_ARTICLE	f24v.2	2	0	0	RUNNING_PROSE	10	10	0	F24V_WHOLE_PLANT	F24V_WHOLE_PLANT	NONE	NONE	NONE	DIRECT_PAGE_CONTEXT_ONLY	ydals ckhor shy cho dchor otol otaiir otchos okchom okcho	ZERO__STRUCTURAL_CROSSWALK_ONLY
111	f24v	f24v	HERBAL	WHOLE_PLANT_ARTICLE	f24v.3	3	0	0	RUNNING_PROSE	5	5	0	F24V_WHOLE_PLANT	F24V_WHOLE_PLANT	NONE	NONE	NONE	DIRECT_PAGE_CONTEXT_ONLY	octhyl odchees oesearies okam chcth	ZERO__STRUCTURAL_CROSSWALK_ONLY
112	f24v	f24v	HERBAL	WHOLE_PLANT_ARTICLE	f24v.4	4	0	0	RUNNING_PROSE	6	6	0	F24V_WHOLE_PLANT	F24V_WHOLE_PLANT	NONE	NONE	NONE	DIRECT_PAGE_CONTEXT_ONLY	ydal sh okol okaiin odaiin dlos	ZERO__STRUCTURAL_CROSSWALK_ONLY
113	f24v	f24v	HERBAL	WHOLE_PLANT_ARTICLE	f24v.5	5	0	1	RUNNING_PROSE	4	4	0	F24V_WHOLE_PLANT	F24V_WHOLE_PLANT	NONE	NONE	NONE	DIRECT_PAGE_CONTEXT_ONLY	oeor oraiin tchar oro	ZERO__STRUCTURAL_CROSSWALK_ONLY
114	f24v	f24v	HERBAL	WHOLE_PLANT_ARTICLE	f24v.6	6	1	0	RUNNING_PROSE	4	4	0	F24V_WHOLE_PLANT	F24V_WHOLE_PLANT	NONE	NONE	NONE	DIRECT_PAGE_CONTEXT_ONLY	tochol chor arsa r	ZERO__STRUCTURAL_CROSSWALK_ONLY
115	f24v	f24v	HERBAL	WHOLE_PLANT_ARTICLE	f24v.7	7	0	0	RUNNING_PROSE	4	4	0	F24V_WHOLE_PLANT	F24V_WHOLE_PLANT	NONE	NONE	NONE	DIRECT_PAGE_CONTEXT_ONLY	ycheol daid dar olom	ZERO__STRUCTURAL_CROSSWALK_ONLY
116	f24v	f24v	HERBAL	WHOLE_PLANT_ARTICLE	f24v.8	8	0	0	RUNNING_PROSE	4	4	0	F24V_WHOLE_PLANT	F24V_WHOLE_PLANT	NONE	NONE	NONE	DIRECT_PAGE_CONTEXT_ONLY	kochky chcthy shol sain	ZERO__STRUCTURAL_CROSSWALK_ONLY
117	f24v	f24v	HERBAL	WHOLE_PLANT_ARTICLE	f24v.9	9	0	0	RUNNING_PROSE	5	5	0	F24V_WHOLE_PLANT	F24V_WHOLE_PLANT	NONE	NONE	NONE	DIRECT_PAGE_CONTEXT_ONLY	ychol chol or chor om	ZERO__STRUCTURAL_CROSSWALK_ONLY
118	f24v	f24v	HERBAL	WHOLE_PLANT_ARTICLE	f24v.10	10	0	0	RUNNING_PROSE	4	4	0	F24V_WHOLE_PLANT	F24V_WHOLE_PLANT	NONE	NONE	NONE	DIRECT_PAGE_CONTEXT_ONLY	okoeor ctheod choy keol	ZERO__STRUCTURAL_CROSSWALK_ONLY
119	f24v	f24v	HERBAL	WHOLE_PLANT_ARTICLE	f24v.11	11	0	0	RUNNING_PROSE	4	4	0	F24V_WHOLE_PLANT	F24V_WHOLE_PLANT	NONE	NONE	NONE	DIRECT_PAGE_CONTEXT_ONLY	ydaiin chear qodom okodaiin	ZERO__STRUCTURAL_CROSSWALK_ONLY
120	f24v	f24v	HERBAL	WHOLE_PLANT_ARTICLE	f24v.12	12	0	0	RUNNING_PROSE	7	7	0	F24V_WHOLE_PLANT	F24V_WHOLE_PLANT	NONE	NONE	NONE	DIRECT_PAGE_CONTEXT_ONLY	ksho foar o sho qokch ok okchal	ZERO__STRUCTURAL_CROSSWALK_ONLY
121	f24v	f24v	HERBAL	WHOLE_PLANT_ARTICLE	f24v.13	13	0	0	RUNNING_PROSE	7	7	0	F24V_WHOLE_PLANT	F24V_WHOLE_PLANT	NONE	NONE	NONE	DIRECT_PAGE_CONTEXT_ONLY	oeeey cheol chol odor sho do otolodal	ZERO__STRUCTURAL_CROSSWALK_ONLY
122	f24v	f24v	HERBAL	WHOLE_PLANT_ARTICLE	f24v.14	14	0	0	RUNNING_PROSE	5	5	0	F24V_WHOLE_PLANT	F24V_WHOLE_PLANT	NONE	NONE	NONE	DIRECT_PAGE_CONTEXT_ONLY	doiir cheeodam sho sho dy	ZERO__STRUCTURAL_CROSSWALK_ONLY
123	f24v	f24v	HERBAL	WHOLE_PLANT_ARTICLE	f24v.15	15	0	0	RUNNING_PROSE	4	4	0	F24V_WHOLE_PLANT	F24V_WHOLE_PLANT	NONE	NONE	NONE	DIRECT_PAGE_CONTEXT_ONLY	dchey kchod dchal ochdy	ZERO__STRUCTURAL_CROSSWALK_ONLY
124	f24v	f24v	HERBAL	WHOLE_PLANT_ARTICLE	f24v.16	16	0	1	RUNNING_PROSE	2	2	0	F24V_WHOLE_PLANT	F24V_WHOLE_PLANT	NONE	NONE	NONE	DIRECT_PAGE_CONTEXT_ONLY	otchol odaiim	ZERO__STRUCTURAL_CROSSWALK_ONLY
125	f31r	f31r	HERBAL	WHOLE_PLANT_ARTICLE	f31r.1	1	1	0	RUNNING_PROSE	7	7	0	F31R_WHOLE_PLANT	F31R_WHOLE_PLANT	NONE	NONE	NONE	DIRECT_PAGE_CONTEXT_ONLY	keedey qofchedy shee s aiin qokee chepakeo	ZERO__STRUCTURAL_CROSSWALK_ONLY
126	f31r	f31r	HERBAL	WHOLE_PLANT_ARTICLE	f31r.2	2	0	0	RUNNING_PROSE	8	8	0	F31R_WHOLE_PLANT	F31R_WHOLE_PLANT	NONE	NONE	NONE	DIRECT_PAGE_CONTEXT_ONLY	dcheey daiin okeedy qokees s aiin shekeey qef	ZERO__STRUCTURAL_CROSSWALK_ONLY
127	f31r	f31r	HERBAL	WHOLE_PLANT_ARTICLE	f31r.3	3	0	0	RUNNING_PROSE	9	9	0	F31R_WHOLE_PLANT	F31R_WHOLE_PLANT	NONE	NONE	NONE	DIRECT_PAGE_CONTEXT_ONLY	qokeey chey daiin qokeey sair chekey s aiin da	ZERO__STRUCTURAL_CROSSWALK_ONLY
128	f31r	f31r	HERBAL	WHOLE_PLANT_ARTICLE	f31r.4	4	0	0	RUNNING_PROSE	10	10	0	F31R_WHOLE_PLANT	F31R_WHOLE_PLANT	NONE	NONE	NONE	DIRECT_PAGE_CONTEXT_ONLY	qotar chy dar lo r ar cheey keeol chedy qokey	ZERO__STRUCTURAL_CROSSWALK_ONLY
129	f31r	f31r	HERBAL	WHOLE_PLANT_ARTICLE	f31r.5	5	0	1	RUNNING_PROSE	3	3	0	F31R_WHOLE_PLANT	F31R_WHOLE_PLANT	NONE	NONE	NONE	DIRECT_PAGE_CONTEXT_ONLY	daiin sheeody qokeor	ZERO__STRUCTURAL_CROSSWALK_ONLY
130	f31r	f31r	HERBAL	WHOLE_PLANT_ARTICLE	f31r.6	6	1	0	RUNNING_PROSE	8	8	0	F31R_WHOLE_PLANT	F31R_WHOLE_PLANT	NONE	NONE	NONE	DIRECT_PAGE_CONTEXT_ONLY	tshokeody qokedy qotedy chepos cheda s aiin dal	ZERO__STRUCTURAL_CROSSWALK_ONLY
131	f31r	f31r	HERBAL	WHOLE_PLANT_ARTICLE	f31r.7	7	0	0	RUNNING_PROSE	8	8	0	F31R_WHOLE_PLANT	F31R_WHOLE_PLANT	NONE	NONE	NONE	DIRECT_PAGE_CONTEXT_ONLY	ykeedar saiin checkhey sheol qokedy ykeedy chedy ldy	ZERO__STRUCTURAL_CROSSWALK_ONLY
132	f31r	f31r	HERBAL	WHOLE_PLANT_ARTICLE	f31r.8	8	0	0	RUNNING_PROSE	7	7	0	F31R_WHOLE_PLANT	F31R_WHOLE_PLANT	NONE	NONE	NONE	DIRECT_PAGE_CONTEXT_ONLY	shedy qokedy cheol cheod qokeody cheol checthy	ZERO__STRUCTURAL_CROSSWALK_ONLY
133	f31r	f31r	HERBAL	WHOLE_PLANT_ARTICLE	f31r.9	9	0	1	RUNNING_PROSE	4	4	0	F31R_WHOLE_PLANT	F31R_WHOLE_PLANT	NONE	NONE	NONE	DIRECT_PAGE_CONTEXT_ONLY	daiir sheeo shcthey okeol	ZERO__STRUCTURAL_CROSSWALK_ONLY
134	f31r	f31r	HERBAL	WHOLE_PLANT_ARTICLE	f31r.10	10	1	0	RUNNING_PROSE	8	8	0	F31R_WHOLE_PLANT	F31R_WHOLE_PLANT	NONE	NONE	NONE	DIRECT_PAGE_CONTEXT_ONLY	tol shso okedy okedy qokedy qokeedy dar shedshey	ZERO__STRUCTURAL_CROSSWALK_ONLY
135	f31r	f31r	HERBAL	WHOLE_PLANT_ARTICLE	f31r.11	11	0	0	RUNNING_PROSE	9	9	0	F31R_WHOLE_PLANT	F31R_WHOLE_PLANT	NONE	NONE	NONE	DIRECT_PAGE_CONTEXT_ONLY	olsheol qokchy dal chey deey kchy keey okaiiin ykeey	ZERO__STRUCTURAL_CROSSWALK_ONLY
136	f31r	f31r	HERBAL	WHOLE_PLANT_ARTICLE	f31r.12	12	0	0	RUNNING_PROSE	6	6	0	F31R_WHOLE_PLANT	F31R_WHOLE_PLANT	NONE	NONE	NONE	DIRECT_PAGE_CONTEXT_ONLY	qoaiin yches okedy sheey chedaiin dar	ZERO__STRUCTURAL_CROSSWALK_ONLY
137	f31r	f31r	HERBAL	WHOLE_PLANT_ARTICLE	f31r.13	13	0	0	RUNNING_PROSE	5	5	0	F31R_WHOLE_PLANT	F31R_WHOLE_PLANT	NONE	NONE	NONE	DIRECT_PAGE_CONTEXT_ONLY	olsheor qoekedy otedy ykedy dals	ZERO__STRUCTURAL_CROSSWALK_ONLY
138	f31r	f31r	HERBAL	WHOLE_PLANT_ARTICLE	f31r.14	14	0	0	RUNNING_PROSE	5	5	0	F31R_WHOLE_PLANT	F31R_WHOLE_PLANT	NONE	NONE	NONE	DIRECT_PAGE_CONTEXT_ONLY	saiis or chedy daiin okeedy	ZERO__STRUCTURAL_CROSSWALK_ONLY
139	f31r	f31r	HERBAL	WHOLE_PLANT_ARTICLE	f31r.15	15	0	0	RUNNING_PROSE	4	4	0	F31R_WHOLE_PLANT	F31R_WHOLE_PLANT	NONE	NONE	NONE	DIRECT_PAGE_CONTEXT_ONLY	yshedair sheol cheky okedam	ZERO__STRUCTURAL_CROSSWALK_ONLY
140	f31r	f31r	HERBAL	WHOLE_PLANT_ARTICLE	f31r.16	16	0	1	RUNNING_PROSE	2	2	0	F31R_WHOLE_PLANT	F31R_WHOLE_PLANT	NONE	NONE	NONE	DIRECT_PAGE_CONTEXT_ONLY	oteor aiicthy	ZERO__STRUCTURAL_CROSSWALK_ONLY
141	f55v	f55v	HERBAL	WHOLE_PLANT_ARTICLE	f55v.1	1	1	0	RUNNING_PROSE	5	5	0	F55V_WHOLE_PLANT	große aromatische Doldenpflanze	NONE	NONE	NONE	DIRECT_PAGE_CONTEXT_ONLY	kcheedchdy oedain chckhy otoldaiin dodyd	ZERO__STRUCTURAL_CROSSWALK_ONLY
142	f55v	f55v	HERBAL	WHOLE_PLANT_ARTICLE	f55v.2	2	0	0	RUNNING_PROSE	6	6	0	F55V_WHOLE_PLANT	große aromatische Doldenpflanze	NONE	NONE	NONE	DIRECT_PAGE_CONTEXT_ONLY	oeeed yteey okeedy qoaiin okeody ykeesan	ZERO__STRUCTURAL_CROSSWALK_ONLY
143	f55v	f55v	HERBAL	WHOLE_PLANT_ARTICLE	f55v.3	3	0	0	RUNNING_PROSE	11	11	0	F55V_WHOLE_PLANT	große aromatische Doldenpflanze	NONE	NONE	NONE	DIRECT_PAGE_CONTEXT_ONLY	qokeeey os ain qool al chedy sar aiin ol kar am	ZERO__STRUCTURAL_CROSSWALK_ONLY
144	f55v	f55v	HERBAL	WHOLE_PLANT_ARTICLE	f55v.4	4	0	0	RUNNING_PROSE	8	8	0	F55V_WHOLE_PLANT	große aromatische Doldenpflanze	NONE	NONE	NONE	DIRECT_PAGE_CONTEXT_ONLY	okar chckhdy cheody keeyfar al ochedy qokain ody	ZERO__STRUCTURAL_CROSSWALK_ONLY
145	f55v	f55v	HERBAL	WHOLE_PLANT_ARTICLE	f55v.5	5	0	0	RUNNING_PROSE	8	8	0	F55V_WHOLE_PLANT	große aromatische Doldenpflanze	NONE	NONE	NONE	DIRECT_PAGE_CONTEXT_ONLY	qokaiin chaiin ykain ykan ody daiin chedy talam	ZERO__STRUCTURAL_CROSSWALK_ONLY
146	f55v	f55v	HERBAL	WHOLE_PLANT_ARTICLE	f55v.6	6	0	1	RUNNING_PROSE	5	5	0	F55V_WHOLE_PLANT	große aromatische Doldenpflanze	NONE	NONE	NONE	DIRECT_PAGE_CONTEXT_ONLY	ykaiin daiin ykair cheky daiiny	ZERO__STRUCTURAL_CROSSWALK_ONLY
147	f55v	f55v	HERBAL	WHOLE_PLANT_ARTICLE	f55v.7	7	1	0	RUNNING_PROSE	11	11	0	F55V_WHOLE_PLANT	große aromatische Doldenpflanze	NONE	NONE	NONE	DIRECT_PAGE_CONTEXT_ONLY	okchd ykain sheokey or ain ch kchdy pchal ar aldy dary	ZERO__STRUCTURAL_CROSSWALK_ONLY
148	f55v	f55v	HERBAL	WHOLE_PLANT_ARTICLE	f55v.8	8	0	0	RUNNING_PROSE	11	11	0	F55V_WHOLE_PLANT	große aromatische Doldenpflanze	NONE	NONE	NONE	DIRECT_PAGE_CONTEXT_ONLY	tar chedy qokaiin okar qol otar cho ar talody okar y	ZERO__STRUCTURAL_CROSSWALK_ONLY
149	f55v	f55v	HERBAL	WHOLE_PLANT_ARTICLE	f55v.9	9	0	0	RUNNING_PROSE	10	10	0	F55V_WHOLE_PLANT	große aromatische Doldenpflanze	NONE	NONE	NONE	DIRECT_PAGE_CONTEXT_ONLY	ykaky qokchy okal chey or or aiin okaiin ykain otaky	ZERO__STRUCTURAL_CROSSWALK_ONLY
150	f55v	f55v	HERBAL	WHOLE_PLANT_ARTICLE	f55v.10	10	0	0	RUNNING_PROSE	12	12	0	F55V_WHOLE_PLANT	große aromatische Doldenpflanze	NONE	NONE	NONE	DIRECT_PAGE_CONTEXT_ONLY	oaiin ol s aiin okaiin oky ytaiin otar y kal ykar ol	ZERO__STRUCTURAL_CROSSWALK_ONLY
151	f55v	f55v	HERBAL	WHOLE_PLANT_ARTICLE	f55v.11	11	0	0	RUNNING_PROSE	10	10	0	F55V_WHOLE_PLANT	große aromatische Doldenpflanze	NONE	NONE	NONE	DIRECT_PAGE_CONTEXT_ONLY	ykaiin cheoar cheeky oldy aiin okal oltchy or y orain	ZERO__STRUCTURAL_CROSSWALK_ONLY
152	f55v	f55v	HERBAL	WHOLE_PLANT_ARTICLE	f55v.12	12	0	1	RUNNING_PROSE	9	9	0	F55V_WHOLE_PLANT	große aromatische Doldenpflanze	NONE	NONE	NONE	DIRECT_PAGE_CONTEXT_ONLY	daiin ar cheky olkeechy sl ar aiin daiin otam	ZERO__STRUCTURAL_CROSSWALK_ONLY
153	f56r	f56r	HERBAL	WHOLE_PLANT_ARTICLE	f56r.1	1	1	0	RUNNING_PROSE	10	10	0	F56R_WHOLE_PLANT	stachelköpfiges Kraut in mehreren Reifestufen	NONE	NONE	NONE	DIRECT_PAGE_CONTEXT_ONLY	o chal chchs y oty esedy chy ychocphy chorchy chy	ZERO__STRUCTURAL_CROSSWALK_ONLY
