statement_id	record_unit_id	page	loci	field_ids	event_ids	event_count	surface_sequence	owner_slot	owner_mode	link_select_slot	source_item_slot	quantity_slot	operation_slot	medium_flow_slot	target_slot	state_grade_slot	close_slot	event_slot_sequence	cell_count	work_cell_packets	inheritance_and_omission_note	line_continuity	concrete_german_reading
B3-S029	B3	f83r	f83r.20	F102	E295|E296|E297	3	sol · cheeety · qokedy	aktuelle lokale Gefäß- oder Leitungsstation auf f83r	LOCAL_STATION_OWNER_INHERITED	sol=mit Vorigem weiter	GEERBT: laufender Posten des Bildbesitzers	GEERBT: kein neues Maß	sol=mit Vorigem weiter | cheeety=erste Spülung | qokedy=kurz spülen oder benetzen und den Schritt abschließen	qokedy=kurz spülen oder benetzen und den Schritt abschließen	GEERBT: lokale Arbeitsstelle	AUSGELASSEN: örtlicher Zustand	qokedy=kurz spülen oder benetzen und den Schritt abschließen	E295{OPERATION} > E296{OPERATION} > E297{OPERATION+FLOW_TRANSFER+CLOSE}	1	Z1[E295:sol{OPERATION} > E296:cheeety{OPERATION} > E297:qokedy{OPERATION+FLOW_TRANSFER+CLOSE}]	QUANTITY=GEERBT: kein neues Maß; TARGET=GEERBT: lokale Arbeitsstelle; STATE_GRADE=AUSGELASSEN: örtlicher Zustand	ONE_LOCUS: kein erzwungener Satzschluss aus der Zeile	Beim Besitzer „aktuelle lokale Gefäß- oder Leitungsstation auf f83r“: Mit Vorigem weiter; erste Spülung; kurz spülen oder benetzen und den Schritt abschließen.
B3-S030	B3	f83r	f83r.20|f83r.22	F103|F104	E298|E299|E300|E301	4	qoky · saiin · schedair · otchedy	aktuelle lokale Gefäß- oder Leitungsstation auf f83r	LOCAL_STATION_OWNER_INHERITED	otchedy=danach oder erneut umsetzen; Schluss	qoky=den laufenden Posten anwenden oder in Arbeit nehmen	saiin=vorgeschriebenes Maß	qoky=den laufenden Posten anwenden oder in Arbeit nehmen | schedair=fließende Flüssigkeit durch den Lauf führen | otchedy=danach oder erneut umsetzen; Schluss	schedair=fließende Flüssigkeit durch den Lauf führen	GEERBT: lokale Arbeitsstelle	AUSGELASSEN: örtlicher Zustand	otchedy=danach oder erneut umsetzen; Schluss	E298{OWNER_ITEM+OPERATION} > E299{QUANTITY} > E300{OPERATION+FLOW_TRANSFER} > E301{OPERATION+CLOSE}	2	Z1[E298:qoky{OWNER_ITEM+OPERATION} > E299:saiin{QUANTITY}] || Z2[E300:schedair{OPERATION+FLOW_TRANSFER} > E301:otchedy{OPERATION+CLOSE}]	TARGET=GEERBT: lokale Arbeitsstelle; STATE_GRADE=AUSGELASSEN: örtlicher Zustand	CROSSES_PHYSICAL_LINE	Beim Besitzer „aktuelle lokale Gefäß- oder Leitungsstation auf f83r“: Den laufenden Posten anwenden oder in Arbeit nehmen; vorgeschriebenes Maß; fließende Flüssigkeit durch den Lauf führen; danach oder erneut umsetzen; Schluss.
B3-S031	B3	f83r	f83r.22	F105	E302	1	qokeedy	aktuelle lokale Gefäß- oder Leitungsstation auf f83r	LOCAL_STATION_OWNER_INHERITED	NEUE ZELLE: kein ausdrücklicher Rückverweis	GEERBT: laufender Posten des Bildbesitzers	GEERBT: kein neues Maß	qokeedy=eintauchen oder einweichen und den Schritt abschließen	AUSGELASSEN: kein eigener Lauf	GEERBT: lokale Arbeitsstelle	AUSGELASSEN: örtlicher Zustand	qokeedy=eintauchen oder einweichen und den Schritt abschließen	E302{OPERATION+CLOSE}	1	Z1[E302:qokeedy{OPERATION+CLOSE}]	QUANTITY=GEERBT: kein neues Maß; MEDIUM_FLOW=AUSGELASSEN: kein eigener Lauf; TARGET=GEERBT: lokale Arbeitsstelle; STATE_GRADE=AUSGELASSEN: örtlicher Zustand	ONE_LOCUS: kein erzwungener Satzschluss aus der Zeile	Beim Besitzer „aktuelle lokale Gefäß- oder Leitungsstation auf f83r“: Eintauchen oder einweichen und den Schritt abschließen.
B3-S032	B3	f83r	f83r.22	F106	E303|E304|E305|E306|E307	5	chedain · chedy · qotedaiin · otaiin · otedy	aktuelle lokale Gefäß- oder Leitungsstation auf f83r	LOCAL_STATION_OWNER_INHERITED	otaiin=das nächste Maß | otedy=danach kurz oder gewöhnlich einwirken lassen und abschließen	chedy=den laufenden Posten umsetzen oder durcharbeiten	chedain=eine Portion umsetzen | otaiin=das nächste Maß	chedain=eine Portion umsetzen | chedy=den laufenden Posten umsetzen oder durcharbeiten | qotedaiin=breites Gefäß	AUSGELASSEN: kein eigener Lauf	GEERBT: lokale Arbeitsstelle	AUSGELASSEN: örtlicher Zustand	otedy=danach kurz oder gewöhnlich einwirken lassen und abschließen	E303{QUANTITY+OPERATION} > E304{OWNER_ITEM+OPERATION} > E305{OPERATION} > E306{QUANTITY} > E307{CLOSE}	1	Z1[E303:chedain{QUANTITY+OPERATION} > E304:chedy{OWNER_ITEM+OPERATION} > E305:qotedaiin{OPERATION} > E306:otaiin{QUANTITY} > E307:otedy{CLOSE}]	MEDIUM_FLOW=AUSGELASSEN: kein eigener Lauf; TARGET=GEERBT: lokale Arbeitsstelle; STATE_GRADE=AUSGELASSEN: örtlicher Zustand	ONE_LOCUS: kein erzwungener Satzschluss aus der Zeile	Beim Besitzer „aktuelle lokale Gefäß- oder Leitungsstation auf f83r“: Eine Portion umsetzen; den laufenden Posten umsetzen oder durcharbeiten; breites Gefäß; das nächste Maß; danach kurz oder gewöhnlich einwirken lassen und abschließen.
B3-S033	B3	f83r	f83r.22	F107	E308	1	ldy	aktuelle lokale Gefäß- oder Leitungsstation auf f83r	LOCAL_STATION_OWNER_INHERITED	NEUE ZELLE: kein ausdrücklicher Rückverweis	GEERBT: laufender Posten des Bildbesitzers	GEERBT: kein neues Maß	ELLIPTISCH: auswählen, zuordnen oder fortsetzen	AUSGELASSEN: kein eigener Lauf	GEERBT: lokale Arbeitsstelle	AUSGELASSEN: örtlicher Zustand	ldy=abziehen; Ende	E308{CLOSE}	1	Z1[E308:ldy{CLOSE}]	QUANTITY=GEERBT: kein neues Maß; MEDIUM_FLOW=AUSGELASSEN: kein eigener Lauf; TARGET=GEERBT: lokale Arbeitsstelle; STATE_GRADE=AUSGELASSEN: örtlicher Zustand	ONE_LOCUS: kein erzwungener Satzschluss aus der Zeile	Beim Besitzer „aktuelle lokale Gefäß- oder Leitungsstation auf f83r“: Abziehen; Ende.
B3-S034	B3	f83r	f83r.24	F108	E309|E310|E311|E312|E313|E314	6	soiiin · checthy · chety · otaiin · olsaly · shedy	aktuelle lokale Gefäß- oder Leitungsstation auf f83r	LOCAL_STATION_OWNER_INHERITED	otaiin=das nächste Maß	GEERBT: laufender Posten des Bildbesitzers	soiiin=vorgeschriebener Grad | otaiin=das nächste Maß	chety=zerkleinern	AUSGELASSEN: kein eigener Lauf	olsaly=untere Zielstelle	soiiin=vorgeschriebener Grad | checthy=bereit | shedy=kurz oder gewöhnlich ruhen lassen; Schluss	shedy=kurz oder gewöhnlich ruhen lassen; Schluss	E309{QUANTITY+STATE_GRADE} > E310{STATE_GRADE} > E311{OPERATION} > E312{QUANTITY} > E313{TARGET} > E314{STATE_GRADE+CLOSE}	1	Z1[E309:soiiin{QUANTITY+STATE_GRADE} > E310:checthy{STATE_GRADE} > E311:chety{OPERATION} > E312:otaiin{QUANTITY} > E313:olsaly{TARGET} > E314:shedy{STATE_GRADE+CLOSE}]	MEDIUM_FLOW=AUSGELASSEN: kein eigener Lauf	ONE_LOCUS: kein erzwungener Satzschluss aus der Zeile	Beim Besitzer „aktuelle lokale Gefäß- oder Leitungsstation auf f83r“: Vorgeschriebener Grad; bereit; zerkleinern; das nächste Maß; untere Zielstelle; kurz oder gewöhnlich ruhen lassen; Schluss.
B4-S001	B4	f83r	f83r.25	F109	E315	1	qokeedy	aktuelle lokale Gefäß- oder Leitungsstation auf f83r	LOCAL_STATION_OWNER_INHERITED	NEUE ZELLE: kein ausdrücklicher Rückverweis	GEERBT: laufender Posten des Bildbesitzers	GEERBT: kein neues Maß	qokeedy=eintauchen oder einweichen und den Schritt abschließen	AUSGELASSEN: kein eigener Lauf	GEERBT: lokale Arbeitsstelle	AUSGELASSEN: örtlicher Zustand	qokeedy=eintauchen oder einweichen und den Schritt abschließen	E315{OPERATION+CLOSE}	1	Z1[E315:qokeedy{OPERATION+CLOSE}]	QUANTITY=GEERBT: kein neues Maß; MEDIUM_FLOW=AUSGELASSEN: kein eigener Lauf; TARGET=GEERBT: lokale Arbeitsstelle; STATE_GRADE=AUSGELASSEN: örtlicher Zustand	ONE_LOCUS: kein erzwungener Satzschluss aus der Zeile	Beim Besitzer „aktuelle lokale Gefäß- oder Leitungsstation auf f83r“: Eintauchen oder einweichen und den Schritt abschließen.
B4-S002	B4	f83r	f83r.25	F110	E316|E317|E318	3	qolchey · qokeey · qokedy	aktuelle lokale Gefäß- oder Leitungsstation auf f83r	LOCAL_STATION_OWNER_INHERITED	NEUE ZELLE: kein ausdrücklicher Rückverweis	qokeey=den laufenden Posten anhaltend in Kontakt halten	GEERBT: kein neues Maß	qolchey=Gefäß füllen | qokeey=den laufenden Posten anhaltend in Kontakt halten | qokedy=kurz spülen oder benetzen und den Schritt abschließen	qokedy=kurz spülen oder benetzen und den Schritt abschließen	GEERBT: lokale Arbeitsstelle	qokeey=den laufenden Posten anhaltend in Kontakt halten	qokedy=kurz spülen oder benetzen und den Schritt abschließen	E316{OPERATION} > E317{OWNER_ITEM+OPERATION+STATE_GRADE} > E318{OPERATION+FLOW_TRANSFER+CLOSE}	1	Z1[E316:qolchey{OPERATION} > E317:qokeey{OWNER_ITEM+OPERATION+STATE_GRADE} > E318:qokedy{OPERATION+FLOW_TRANSFER+CLOSE}]	QUANTITY=GEERBT: kein neues Maß; TARGET=GEERBT: lokale Arbeitsstelle	ONE_LOCUS: kein erzwungener Satzschluss aus der Zeile	Beim Besitzer „aktuelle lokale Gefäß- oder Leitungsstation auf f83r“: Gefäß füllen; den laufenden Posten anhaltend in Kontakt halten; kurz spülen oder benetzen und den Schritt abschließen.
B4-S003	B4	f83r	f83r.25|f83r.26	F111|F112	E319|E320|E321|E322|E323|E324|E325	7	chedy · otal · otchey · qokeey · qoky · tol · shedy	aktuelle lokale Gefäß- oder Leitungsstation auf f83r	LOCAL_STATION_OWNER_INHERITED	otal=danach zur Zielstelle | otchey=den nächsten Posten wählen | tol=mit Vorigem weiter	chedy=den laufenden Posten umsetzen oder durcharbeiten | otchey=den nächsten Posten wählen | qokeey=den laufenden Posten anhaltend in Kontakt halten | qoky=den laufenden Posten anwenden oder in Arbeit nehmen	GEERBT: kein neues Maß	chedy=den laufenden Posten umsetzen oder durcharbeiten | qokeey=den laufenden Posten anhaltend in Kontakt halten | qoky=den laufenden Posten anwenden oder in Arbeit nehmen | tol=mit Vorigem weiter	AUSGELASSEN: kein eigener Lauf	otal=danach zur Zielstelle	qokeey=den laufenden Posten anhaltend in Kontakt halten | shedy=kurz oder gewöhnlich ruhen lassen; Schluss	shedy=kurz oder gewöhnlich ruhen lassen; Schluss	E319{OWNER_ITEM+OPERATION} > E320{TARGET} > E321{OWNER_ITEM} > E322{OWNER_ITEM+OPERATION+STATE_GRADE} > E323{OWNER_ITEM+OPERATION} > E324{OPERATION} > E325{STATE_GRADE+CLOSE}	2	Z1[E319:chedy{OWNER_ITEM+OPERATION} > E320:otal{TARGET}] || Z2[E321:otchey{OWNER_ITEM} > E322:qokeey{OWNER_ITEM+OPERATION+STATE_GRADE} > E323:qoky{OWNER_ITEM+OPERATION} > E324:tol{OPERATION} > E325:shedy{STATE_GRADE+CLOSE}]	QUANTITY=GEERBT: kein neues Maß; MEDIUM_FLOW=AUSGELASSEN: kein eigener Lauf	CROSSES_PHYSICAL_LINE	Beim Besitzer „aktuelle lokale Gefäß- oder Leitungsstation auf f83r“: Den laufenden Posten umsetzen oder durcharbeiten; danach zur Zielstelle; den nächsten Posten wählen; den laufenden Posten anhaltend in Kontakt halten; den laufenden Posten anwenden oder in Arbeit nehmen; mit Vorigem weiter; kurz oder gewöhnlich ruhen lassen; Schluss.
B4-S004	B4	f83r	f83r.26	F113	E326	1	qokylddy	aktuelle lokale Gefäß- oder Leitungsstation auf f83r	LOCAL_STATION_OWNER_INHERITED	NEUE ZELLE: kein ausdrücklicher Rückverweis	qokylddy=den laufenden Posten als Auflage befestigen; Schluss	GEERBT: kein neues Maß	qokylddy=den laufenden Posten als Auflage befestigen; Schluss	AUSGELASSEN: kein eigener Lauf	GEERBT: lokale Arbeitsstelle	AUSGELASSEN: örtlicher Zustand	qokylddy=den laufenden Posten als Auflage befestigen; Schluss	E326{OWNER_ITEM+OPERATION+CLOSE}	1	Z1[E326:qokylddy{OWNER_ITEM+OPERATION+CLOSE}]	QUANTITY=GEERBT: kein neues Maß; MEDIUM_FLOW=AUSGELASSEN: kein eigener Lauf; TARGET=GEERBT: lokale Arbeitsstelle; STATE_GRADE=AUSGELASSEN: örtlicher Zustand	ONE_LOCUS: kein erzwungener Satzschluss aus der Zeile	Beim Besitzer „aktuelle lokale Gefäß- oder Leitungsstation auf f83r“: Den laufenden Posten als Auflage befestigen; Schluss.
B4-S005	B4	f83r	f83r.27	F114	E327|E328|E329	3	dain · chedy · qokeedy	aktuelle lokale Gefäß- oder Leitungsstation auf f83r	LOCAL_STATION_OWNER_INHERITED	NEUE ZELLE: kein ausdrücklicher Rückverweis	chedy=den laufenden Posten umsetzen oder durcharbeiten	GEERBT: kein neues Maß	dain=durch Tuch | chedy=den laufenden Posten umsetzen oder durcharbeiten | qokeedy=eintauchen oder einweichen und den Schritt abschließen	AUSGELASSEN: kein eigener Lauf	GEERBT: lokale Arbeitsstelle	AUSGELASSEN: örtlicher Zustand	qokeedy=eintauchen oder einweichen und den Schritt abschließen	E327{OPERATION} > E328{OWNER_ITEM+OPERATION} > E329{OPERATION+CLOSE}	1	Z1[E327:dain{OPERATION} > E328:chedy{OWNER_ITEM+OPERATION} > E329:qokeedy{OPERATION+CLOSE}]	QUANTITY=GEERBT: kein neues Maß; MEDIUM_FLOW=AUSGELASSEN: kein eigener Lauf; TARGET=GEERBT: lokale Arbeitsstelle; STATE_GRADE=AUSGELASSEN: örtlicher Zustand	ONE_LOCUS: kein erzwungener Satzschluss aus der Zeile	Beim Besitzer „aktuelle lokale Gefäß- oder Leitungsstation auf f83r“: Durch Tuch; den laufenden Posten umsetzen oder durcharbeiten; eintauchen oder einweichen und den Schritt abschließen.
B4-S006	B4	f83r	f83r.27	F115	E330	1	shckhedy	aktuelle lokale Gefäß- oder Leitungsstation auf f83r	LOCAL_STATION_OWNER_INHERITED	NEUE ZELLE: kein ausdrücklicher Rückverweis	GEERBT: laufender Posten des Bildbesitzers	GEERBT: kein neues Maß	ELLIPTISCH: auswählen, zuordnen oder fortsetzen	AUSGELASSEN: kein eigener Lauf	GEERBT: lokale Arbeitsstelle	AUSGELASSEN: örtlicher Zustand	shckhedy=durch Tuch seihen; Ende	E330{CLOSE}	1	Z1[E330:shckhedy{CLOSE}]	QUANTITY=GEERBT: kein neues Maß; MEDIUM_FLOW=AUSGELASSEN: kein eigener Lauf; TARGET=GEERBT: lokale Arbeitsstelle; STATE_GRADE=AUSGELASSEN: örtlicher Zustand	ONE_LOCUS: kein erzwungener Satzschluss aus der Zeile	Beim Besitzer „aktuelle lokale Gefäß- oder Leitungsstation auf f83r“: Durch Tuch seihen; Ende.
B4-S007	B4	f83r	f83r.27	F116	E331	1	shckhedy	aktuelle lokale Gefäß- oder Leitungsstation auf f83r	LOCAL_STATION_OWNER_INHERITED	NEUE ZELLE: kein ausdrücklicher Rückverweis	GEERBT: laufender Posten des Bildbesitzers	GEERBT: kein neues Maß	ELLIPTISCH: auswählen, zuordnen oder fortsetzen	AUSGELASSEN: kein eigener Lauf	GEERBT: lokale Arbeitsstelle	AUSGELASSEN: örtlicher Zustand	shckhedy=durch Tuch seihen; Ende	E331{CLOSE}	1	Z1[E331:shckhedy{CLOSE}]	QUANTITY=GEERBT: kein neues Maß; MEDIUM_FLOW=AUSGELASSEN: kein eigener Lauf; TARGET=GEERBT: lokale Arbeitsstelle; STATE_GRADE=AUSGELASSEN: örtlicher Zustand	ONE_LOCUS: kein erzwungener Satzschluss aus der Zeile	Beim Besitzer „aktuelle lokale Gefäß- oder Leitungsstation auf f83r“: Durch Tuch seihen; Ende.
B4-S008	B4	f83r	f83r.28	F117	E332|E333|E334|E335	4	saiin · cheeky · sheey · qokedy	aktuelle lokale Gefäß- oder Leitungsstation auf f83r	LOCAL_STATION_OWNER_INHERITED	NEUE ZELLE: kein ausdrücklicher Rückverweis	GEERBT: laufender Posten des Bildbesitzers	saiin=vorgeschriebenes Maß	sheey=erste Öffnung | qokedy=kurz spülen oder benetzen und den Schritt abschließen	qokedy=kurz spülen oder benetzen und den Schritt abschließen	GEERBT: lokale Arbeitsstelle	cheeky=länger warm halten	qokedy=kurz spülen oder benetzen und den Schritt abschließen	E332{QUANTITY} > E333{STATE_GRADE} > E334{OPERATION} > E335{OPERATION+FLOW_TRANSFER+CLOSE}	1	Z1[E332:saiin{QUANTITY} > E333:cheeky{STATE_GRADE} > E334:sheey{OPERATION} > E335:qokedy{OPERATION+FLOW_TRANSFER+CLOSE}]	TARGET=GEERBT: lokale Arbeitsstelle	ONE_LOCUS: kein erzwungener Satzschluss aus der Zeile	Beim Besitzer „aktuelle lokale Gefäß- oder Leitungsstation auf f83r“: Vorgeschriebenes Maß; länger warm halten; erste Öffnung; kurz spülen oder benetzen und den Schritt abschließen.
B4-S009	B4	f83r	f83r.28	F118	E336	1	shedy	aktuelle lokale Gefäß- oder Leitungsstation auf f83r	LOCAL_STATION_OWNER_INHERITED	NEUE ZELLE: kein ausdrücklicher Rückverweis	GEERBT: laufender Posten des Bildbesitzers	GEERBT: kein neues Maß	ELLIPTISCH: auswählen, zuordnen oder fortsetzen	AUSGELASSEN: kein eigener Lauf	GEERBT: lokale Arbeitsstelle	shedy=kurz oder gewöhnlich ruhen lassen; Schluss	shedy=kurz oder gewöhnlich ruhen lassen; Schluss	E336{STATE_GRADE+CLOSE}	1	Z1[E336:shedy{STATE_GRADE+CLOSE}]	QUANTITY=GEERBT: kein neues Maß; MEDIUM_FLOW=AUSGELASSEN: kein eigener Lauf; TARGET=GEERBT: lokale Arbeitsstelle	ONE_LOCUS: kein erzwungener Satzschluss aus der Zeile	Beim Besitzer „aktuelle lokale Gefäß- oder Leitungsstation auf f83r“: Kurz oder gewöhnlich ruhen lassen; Schluss.
B4-S010	B4	f83r	f83r.28	F119	E337	1	oldy	aktuelle lokale Gefäß- oder Leitungsstation auf f83r	LOCAL_STATION_OWNER_INHERITED	oldy=weiterführen; Ende	GEERBT: laufender Posten des Bildbesitzers	GEERBT: kein neues Maß	ELLIPTISCH: auswählen, zuordnen oder fortsetzen	AUSGELASSEN: kein eigener Lauf	GEERBT: lokale Arbeitsstelle	AUSGELASSEN: örtlicher Zustand	oldy=weiterführen; Ende	E337{CLOSE}	1	Z1[E337:oldy{CLOSE}]	QUANTITY=GEERBT: kein neues Maß; MEDIUM_FLOW=AUSGELASSEN: kein eigener Lauf; TARGET=GEERBT: lokale Arbeitsstelle; STATE_GRADE=AUSGELASSEN: örtlicher Zustand	ONE_LOCUS: kein erzwungener Satzschluss aus der Zeile	Beim Besitzer „aktuelle lokale Gefäß- oder Leitungsstation auf f83r“: Weiterführen; Ende.
B4-S011	B4	f83r	f83r.35|f83r.37	F120|F121	E338|E339|E340|E341|E342|E343|E344	7	saiin · cheky · okeeol · okain · chdy · sol · lkedy	aktuelle lokale Gefäß- oder Leitungsstation auf f83r	LOCAL_STATION_OWNER_INHERITED	okeeol=anhaltende Anwendung mit dem Vorigen fortführen | sol=mit Vorigem weiter	chdy=den laufenden Posten umsetzen oder durcharbeiten	saiin=vorgeschriebenes Maß | okain=eine Portion zugeben	okeeol=anhaltende Anwendung mit dem Vorigen fortführen | okain=eine Portion zugeben | chdy=den laufenden Posten umsetzen oder durcharbeiten | sol=mit Vorigem weiter	lkedy=zweimal waschen; Ende	GEERBT: lokale Arbeitsstelle	cheky=kurz oder mild erwärmen	lkedy=zweimal waschen; Ende	E338{QUANTITY} > E339{STATE_GRADE} > E340{OPERATION} > E341{QUANTITY+OPERATION} > E342{OWNER_ITEM+OPERATION} > E343{OPERATION} > E344{FLOW_TRANSFER+CLOSE}	2	Z1[E338:saiin{QUANTITY} > E339:cheky{STATE_GRADE} > E340:okeeol{OPERATION} > E341:okain{QUANTITY+OPERATION} > E342:chdy{OWNER_ITEM+OPERATION}] || Z2[E343:sol{OPERATION} > E344:lkedy{FLOW_TRANSFER+CLOSE}]	TARGET=GEERBT: lokale Arbeitsstelle	CROSSES_PHYSICAL_LINE	Beim Besitzer „aktuelle lokale Gefäß- oder Leitungsstation auf f83r“: Vorgeschriebenes Maß; kurz oder mild erwärmen; anhaltende Anwendung mit dem Vorigen fortführen; eine Portion zugeben; den laufenden Posten umsetzen oder durcharbeiten; mit Vorigem weiter; zweimal waschen; Ende.
B4-S012	B4	f83r	f83r.37	F122	E345	1	lchedy	aktuelle lokale Gefäß- oder Leitungsstation auf f83r	LOCAL_STATION_OWNER_INHERITED	NEUE ZELLE: kein ausdrücklicher Rückverweis	GEERBT: laufender Posten des Bildbesitzers	GEERBT: kein neues Maß	lchedy=hinausführen; Schluss	lchedy=hinausführen; Schluss	GEERBT: lokale Arbeitsstelle	AUSGELASSEN: örtlicher Zustand	lchedy=hinausführen; Schluss	E345{OPERATION+FLOW_TRANSFER+CLOSE}	1	Z1[E345:lchedy{OPERATION+FLOW_TRANSFER+CLOSE}]	QUANTITY=GEERBT: kein neues Maß; TARGET=GEERBT: lokale Arbeitsstelle; STATE_GRADE=AUSGELASSEN: örtlicher Zustand	ONE_LOCUS: kein erzwungener Satzschluss aus der Zeile	Beim Besitzer „aktuelle lokale Gefäß- oder Leitungsstation auf f83r“: Hinausführen; Schluss.
B4-S013	B4	f83r	f83r.37	F123	E346|E347	2	qokol · shedy	aktuelle lokale Gefäß- oder Leitungsstation auf f83r	LOCAL_STATION_OWNER_INHERITED	qokol=vorigen Arbeitsgang weiterführen	GEERBT: laufender Posten des Bildbesitzers	GEERBT: kein neues Maß	qokol=vorigen Arbeitsgang weiterführen	AUSGELASSEN: kein eigener Lauf	GEERBT: lokale Arbeitsstelle	shedy=kurz oder gewöhnlich ruhen lassen; Schluss	shedy=kurz oder gewöhnlich ruhen lassen; Schluss	E346{OPERATION} > E347{STATE_GRADE+CLOSE}	1	Z1[E346:qokol{OPERATION} > E347:shedy{STATE_GRADE+CLOSE}]	QUANTITY=GEERBT: kein neues Maß; MEDIUM_FLOW=AUSGELASSEN: kein eigener Lauf; TARGET=GEERBT: lokale Arbeitsstelle	ONE_LOCUS: kein erzwungener Satzschluss aus der Zeile	Beim Besitzer „aktuelle lokale Gefäß- oder Leitungsstation auf f83r“: Vorigen Arbeitsgang weiterführen; kurz oder gewöhnlich ruhen lassen; Schluss.
B4-S014	B4	f83r	f83r.38	F124	E348|E349|E350|E351	4	or · chey · qockhey · dairydy	aktuelle lokale Gefäß- oder Leitungsstation auf f83r	LOCAL_STATION_OWNER_INHERITED	NEUE ZELLE: kein ausdrücklicher Rückverweis	chey=der laufende Posten; dies oder es | dairydy=den Flüssigkeitslauf abschließen | or=Zubereitung	GEERBT: kein neues Maß	qockhey=über der Stelle	dairydy=den Flüssigkeitslauf abschließen	GEERBT: lokale Arbeitsstelle	AUSGELASSEN: örtlicher Zustand	dairydy=den Flüssigkeitslauf abschließen	E348{PREPARATION} > E349{OWNER_ITEM} > E350{OPERATION} > E351{OWNER_ITEM+FLOW_TRANSFER+CLOSE}	1	Z1[E348:or{PREPARATION} > E349:chey{OWNER_ITEM} > E350:qockhey{OPERATION} > E351:dairydy{OWNER_ITEM+FLOW_TRANSFER+CLOSE}]	QUANTITY=GEERBT: kein neues Maß; TARGET=GEERBT: lokale Arbeitsstelle; STATE_GRADE=AUSGELASSEN: örtlicher Zustand	ONE_LOCUS: kein erzwungener Satzschluss aus der Zeile	Beim Besitzer „aktuelle lokale Gefäß- oder Leitungsstation auf f83r“: Zubereitung; der laufende Posten; dies oder es; über der Stelle; den Flüssigkeitslauf abschließen.
B4-S015	B4	f83r	f83r.39|f83r.41	F125|F126	E352|E353|E354|E355|E356|E357	6	qokain · shey · kain · chckhal · solkey · lchedy	aktuelle lokale Gefäß- oder Leitungsstation auf f83r	LOCAL_STATION_OWNER_INHERITED	NEUE ZELLE: kein ausdrücklicher Rückverweis	GEERBT: laufender Posten des Bildbesitzers	qokain=eine Portion zugeben | kain=eine Portion	qokain=eine Portion zugeben | chckhal=Dauer | lchedy=hinausführen; Schluss	shey=klare Flüssigkeit | lchedy=hinausführen; Schluss	solkey=Sammelstelle kurz öffnen oder aktiv halten	AUSGELASSEN: örtlicher Zustand	lchedy=hinausführen; Schluss	E352{QUANTITY+OPERATION} > E353{FLOW_TRANSFER} > E354{QUANTITY} > E355{OPERATION} > E356{TARGET} > E357{OPERATION+FLOW_TRANSFER+CLOSE}	2	Z1[E352:qokain{QUANTITY+OPERATION} > E353:shey{FLOW_TRANSFER} > E354:kain{QUANTITY} > E355:chckhal{OPERATION}] || Z2[E356:solkey{TARGET} > E357:lchedy{OPERATION+FLOW_TRANSFER+CLOSE}]	STATE_GRADE=AUSGELASSEN: örtlicher Zustand	CROSSES_PHYSICAL_LINE	Beim Besitzer „aktuelle lokale Gefäß- oder Leitungsstation auf f83r“: Eine Portion zugeben; klare Flüssigkeit; eine Portion; Dauer; Sammelstelle kurz öffnen oder aktiv halten; hinausführen; Schluss.
B4-S016	B4	f83r	f83r.41|f83r.44	F127|F128	E358|E359|E360|E361	4	qolkain · dal · skar · shedy	aktuelle lokale Gefäß- oder Leitungsstation auf f83r	LOCAL_STATION_OWNER_INHERITED	qolkain=eine weitere Portion zugeben	skar=erwärmtes Medium ausgießen	qolkain=eine weitere Portion zugeben	qolkain=eine weitere Portion zugeben	AUSGELASSEN: kein eigener Lauf	dal=Zielstelle	shedy=kurz oder gewöhnlich ruhen lassen; Schluss	shedy=kurz oder gewöhnlich ruhen lassen; Schluss	E358{QUANTITY+OPERATION} > E359{TARGET} > E360{SOURCE} > E361{STATE_GRADE+CLOSE}	2	Z1[E358:qolkain{QUANTITY+OPERATION} > E359:dal{TARGET}] || Z2[E360:skar{SOURCE} > E361:shedy{STATE_GRADE+CLOSE}]	MEDIUM_FLOW=AUSGELASSEN: kein eigener Lauf	CROSSES_PHYSICAL_LINE	Beim Besitzer „aktuelle lokale Gefäß- oder Leitungsstation auf f83r“: Eine weitere Portion zugeben; Zielstelle; erwärmtes Medium ausgießen; kurz oder gewöhnlich ruhen lassen; Schluss.
B5-S001	B5	f83r	f83r.47	F129	E362	1	otchdy	aktuelle lokale Gefäß- oder Leitungsstation auf f83r	LOCAL_STATION_OWNER_INHERITED	otchdy=danach umsetzen; Schluss	GEERBT: laufender Posten des Bildbesitzers	GEERBT: kein neues Maß	otchdy=danach umsetzen; Schluss	AUSGELASSEN: kein eigener Lauf	GEERBT: lokale Arbeitsstelle	AUSGELASSEN: örtlicher Zustand	otchdy=danach umsetzen; Schluss	E362{OPERATION+CLOSE}	1	Z1[E362:otchdy{OPERATION+CLOSE}]	QUANTITY=GEERBT: kein neues Maß; MEDIUM_FLOW=AUSGELASSEN: kein eigener Lauf; TARGET=GEERBT: lokale Arbeitsstelle; STATE_GRADE=AUSGELASSEN: örtlicher Zustand	ONE_LOCUS: kein erzwungener Satzschluss aus der Zeile	Beim Besitzer „aktuelle lokale Gefäß- oder Leitungsstation auf f83r“: Danach umsetzen; Schluss.
