source_group_id	unit_id	page	visible_surface	clause_shape_id	source_slots	workshop_vernacular_clause	latin_formulary_clause	tabular_notation_clause	historical_mechanism	concrete_value_source
E336	B4-S009	f83r	shedy	C03	ACTION>GRADE>CLOSE	Führe aus und beachte Dauer oder Endpunkt: kurz absetzen lassen; Schluss.	OPERA USQUE / FIAT: kurz absetzen lassen; Schluss.	OP+GR | kurz absetzen lassen; Schluss.	Handlung plus sichtbarer Endpunkt, Zeit oder gebundener Grad	SHARED_DICTIONARY_PLUS_OWNER_CONTEXT
E337	B4-S010	f83r	oldy	C02	ORDER>CLOSE	Danach oder in demselben Gang: Fortsetzung abschließen.	DEINDE / IDEM: Fortsetzung abschließen.	ORD | Fortsetzung abschließen.	parataktische Rezeptfolge und wiederaufgenommener Arbeitsposten	SHARED_DICTIONARY_PLUS_OWNER_CONTEXT
E338	B4-S011	f83r	saiin	C10	QUANTITY_OR_STAGE	Setze Maß, Portion oder Stufe: Sollmaß.	MENSURA / PORTIO / GRADUS: Sollmaß.	Q | Sollmaß.	Zahl-, Gewichts-, ana- oder Stufenfeld	SHARED_DICTIONARY_PLUS_OWNER_CONTEXT
E339	B4-S011	f83r	cheky	C03	ACTION>GRADE>REFERENT	Führe aus und beachte Dauer oder Endpunkt: kurz wärmen.	OPERA USQUE / FIAT: kurz wärmen.	OP+GR | kurz wärmen.	Handlung plus sichtbarer Endpunkt, Zeit oder gebundener Grad	SHARED_DICTIONARY_PLUS_OWNER_CONTEXT
E340	B4-S011	f83r	okeeol	C02	ORDER>ACTION>GRADE	Danach oder in demselben Gang: länger fortführen.	DEINDE / IDEM: länger fortführen.	ORD | länger fortführen.	parataktische Rezeptfolge und wiederaufgenommener Arbeitsposten	SHARED_DICTIONARY_PLUS_OWNER_CONTEXT
E341	B4-S011	f83r	okain	C06	ACTION>QUANTITY_OR_STAGE	Führe es in der angegebenen Portion oder Stufe aus: eine Portion zugeben.	OPERA AD MENSURAM / GRADUM: eine Portion zugeben.	OP+Q | eine Portion zugeben.	Apothekermaß, Anteil oder Arbeitsstufe	SHARED_DICTIONARY_PLUS_OWNER_CONTEXT
E342	B4-S011	f83r	chdy	C07	ACTION>REFERENT	Führe es mit diesem laufenden Posten aus: laufenden Posten umsetzen.	HOC OPERA: laufenden Posten umsetzen.	OP+HOC | laufenden Posten umsetzen.	elliptischer aktueller Gegenstand wie hoc/idem	SHARED_DICTIONARY_PLUS_OWNER_CONTEXT
E343	B4-S011	f83r	sol	C02	ORDER	Danach oder in demselben Gang: fortsetzen.	DEINDE / IDEM: fortsetzen.	ORD | fortsetzen.	parataktische Rezeptfolge und wiederaufgenommener Arbeitsposten	SHARED_DICTIONARY_PLUS_OWNER_CONTEXT
E344	B4-S011	f83r	lkedy	C01	LEARNED_OR_LOCAL_BODY>GRADE>CLOSE	Setze die gelernte Fachkarte: kurz abführen; Schluss.	NOMEN: kurz abführen; Schluss.	N | kurz abführen; Schluss.	Ganzkürzel, Nomenklatorwert oder gelernte technische Brevigrafe	SHARED_DICTIONARY_PLUS_OWNER_CONTEXT
E345	B4-S012	f83r	lchedy	C01	LEARNED_OR_LOCAL_BODY>ACTION>CLOSE	Setze die gelernte Fachkarte: abführen; Schluss.	NOMEN: abführen; Schluss.	N | abführen; Schluss.	Ganzkürzel, Nomenklatorwert oder gelernte technische Brevigrafe	SHARED_DICTIONARY_PLUS_OWNER_CONTEXT
E346	B4-S013	f83r	qokol	C02	ORDER>ACTION	Danach oder in demselben Gang: Fortsetzung ansetzen.	DEINDE / IDEM: Fortsetzung ansetzen.	ORD | Fortsetzung ansetzen.	parataktische Rezeptfolge und wiederaufgenommener Arbeitsposten	SHARED_DICTIONARY_PLUS_OWNER_CONTEXT
E347	B4-S013	f83r	shedy	C03	ACTION>GRADE>CLOSE	Führe aus und beachte Dauer oder Endpunkt: kurz absetzen lassen; Schluss.	OPERA USQUE / FIAT: kurz absetzen lassen; Schluss.	OP+GR | kurz absetzen lassen; Schluss.	Handlung plus sichtbarer Endpunkt, Zeit oder gebundener Grad	SHARED_DICTIONARY_PLUS_OWNER_CONTEXT
E348	B4-S014	f83r	or	C09	SOURCE_OR_PREPARATION	Nenne Quelle, Lauf, Auszug oder Ansatz: Ansatz.	EX / LIQUOR / PRAEPARATIO: Ansatz.	SRC | Ansatz.	Stoff- und Zwischenproduktfeld der Rezept- oder Werkstattprosa	SHARED_DICTIONARY_PLUS_OWNER_CONTEXT
E349	B4-S014	f83r	chey	C12	REFERENT	Nimm diesen Posten wieder auf: dieser Posten.	HOC / IDEM: dieser Posten.	REF | dieser Posten.	verkürzte Anapher oder residuale Kurzform	SHARED_DICTIONARY_PLUS_OWNER_CONTEXT
E350	B4-S014	f83r	qockhey	C03	ACTION>GRADE>REFERENT	Führe aus und beachte Dauer oder Endpunkt: kurzen Durchlauf ansetzen.	OPERA USQUE / FIAT: kurzen Durchlauf ansetzen.	OP+GR | kurzen Durchlauf ansetzen.	Handlung plus sichtbarer Endpunkt, Zeit oder gebundener Grad	SHARED_DICTIONARY_PLUS_OWNER_CONTEXT
E351	B4-S014	f83r	dairydy	C09	SOURCE_OR_PREPARATION>REFERENT>CLOSE	Nenne Quelle, Lauf, Auszug oder Ansatz: Wasserlauf schliessen; Schluss.	EX / LIQUOR / PRAEPARATIO: Wasserlauf schliessen; Schluss.	SRC | Wasserlauf schliessen; Schluss.	Stoff- und Zwischenproduktfeld der Rezept- oder Werkstattprosa	SHARED_DICTIONARY_PLUS_OWNER_CONTEXT
E352	B4-S015	f83r	qokain	C06	ACTION>QUANTITY_OR_STAGE	Führe es in der angegebenen Portion oder Stufe aus: eine Portion zugeben.	OPERA AD MENSURAM / GRADUM: eine Portion zugeben.	OP+Q | eine Portion zugeben.	Apothekermaß, Anteil oder Arbeitsstufe	SHARED_DICTIONARY_PLUS_OWNER_CONTEXT
E353	B4-S015	f83r	shey	C01	LEARNED_OR_LOCAL_BODY	Setze die gelernte Fachkarte: klarer Auszug.	NOMEN: klarer Auszug.	N | klarer Auszug.	Ganzkürzel, Nomenklatorwert oder gelernte technische Brevigrafe	SHARED_DICTIONARY_PLUS_OWNER_CONTEXT
E354	B4-S015	f83r	kain	C10	QUANTITY_OR_STAGE	Setze Maß, Portion oder Stufe: eine Portion.	MENSURA / PORTIO / GRADUS: eine Portion.	Q | eine Portion.	Zahl-, Gewichts-, ana- oder Stufenfeld	SHARED_DICTIONARY_PLUS_OWNER_CONTEXT
E355	B4-S015	f83r	chckhal	C04	ACTION>TARGET	Führe es an der bezeichneten Stelle aus: zur Zielstelle durchleiten.	AD LOCUM: zur Zielstelle durchleiten.	OP+AD | zur Zielstelle durchleiten.	medizinisches oder technisches Ziel aus Bild und laufendem Record	SHARED_DICTIONARY_PLUS_OWNER_CONTEXT
E356	B4-S015	f83r	solkey	C03	ACTION>GRADE>REFERENT	Führe aus und beachte Dauer oder Endpunkt: kurz sammeln.	OPERA USQUE / FIAT: kurz sammeln.	OP+GR | kurz sammeln.	Handlung plus sichtbarer Endpunkt, Zeit oder gebundener Grad	SHARED_DICTIONARY_PLUS_OWNER_CONTEXT
E357	B4-S015	f83r	lchedy	C01	LEARNED_OR_LOCAL_BODY>ACTION>CLOSE	Setze die gelernte Fachkarte: abführen; Schluss.	NOMEN: abführen; Schluss.	N | abführen; Schluss.	Ganzkürzel, Nomenklatorwert oder gelernte technische Brevigrafe	SHARED_DICTIONARY_PLUS_OWNER_CONTEXT
E358	B4-S016	f83r	qolkain	C02	ORDER>QUANTITY_OR_STAGE	Danach oder in demselben Gang: weitere Portion.	DEINDE / IDEM: weitere Portion.	ORD | weitere Portion.	parataktische Rezeptfolge und wiederaufgenommener Arbeitsposten	SHARED_DICTIONARY_PLUS_OWNER_CONTEXT
E359	B4-S016	f83r	dal	C11	TARGET	Setze die bezeichnete Zielstelle: dorthin.	AD LOCUM DESIGNATUM: dorthin.	AD | dorthin.	Bild-, Gefäß-, Körper- oder Stationsadresse	SHARED_DICTIONARY_PLUS_OWNER_CONTEXT
E360	B4-S016	f83r	skar	C05	ACTION>SOURCE_OR_PREPARATION	Führe es aus dem Vorrat oder am Ansatz aus: vom Ausgang ausgießen.	EX MATERIA / IN PRAEPARATIONE: vom Ausgang ausgießen.	OP+EX | vom Ausgang ausgießen.	Rezeptquelle oder laufende Zubereitung als geerbtes Argument	SHARED_DICTIONARY_PLUS_OWNER_CONTEXT
E361	B4-S016	f83r	shedy	C03	ACTION>GRADE>CLOSE	Führe aus und beachte Dauer oder Endpunkt: kurz absetzen lassen; Schluss.	OPERA USQUE / FIAT: kurz absetzen lassen; Schluss.	OP+GR | kurz absetzen lassen; Schluss.	Handlung plus sichtbarer Endpunkt, Zeit oder gebundener Grad	SHARED_DICTIONARY_PLUS_OWNER_CONTEXT
E362	B5-S001	f83r	otchdy	C02	ORDER>ACTION>CLOSE	Danach oder in demselben Gang: Folgegang vollziehen; Schluss.	DEINDE / IDEM: Folgegang vollziehen; Schluss.	ORD | Folgegang vollziehen; Schluss.	parataktische Rezeptfolge und wiederaufgenommener Arbeitsposten	SHARED_DICTIONARY_PLUS_OWNER_CONTEXT
E363	B5-S002	f83r	qokchdy	C08	ACTION>CLOSE	Führe die Handlung aus; schließe nur bei Endkarte: Umsetzung ansetzen; Schluss.	OPERA; CLAUDE SI SIGNATUM: Umsetzung ansetzen; Schluss.	OP(+FIN) | Umsetzung ansetzen; Schluss.	kurze Imperativklausel mit optionalem lokalem Abschlusszeichen	SHARED_DICTIONARY_PLUS_OWNER_CONTEXT
E364	B5-S003	f83r	shedal	C04	ACTION>TARGET	Führe es an der bezeichneten Stelle aus: dort absetzen.	AD LOCUM: dort absetzen.	OP+AD | dort absetzen.	medizinisches oder technisches Ziel aus Bild und laufendem Record	SHARED_DICTIONARY_PLUS_OWNER_CONTEXT
E365	B5-S003	f83r	dal	C11	TARGET	Setze die bezeichnete Zielstelle: dorthin.	AD LOCUM DESIGNATUM: dorthin.	AD | dorthin.	Bild-, Gefäß-, Körper- oder Stationsadresse	SHARED_DICTIONARY_PLUS_OWNER_CONTEXT
E366	B5-S003	f83r	cheol	C02	ORDER	Danach oder in demselben Gang: fortsetzen.	DEINDE / IDEM: fortsetzen.	ORD | fortsetzen.	parataktische Rezeptfolge und wiederaufgenommener Arbeitsposten	SHARED_DICTIONARY_PLUS_OWNER_CONTEXT
E367	B5-S003	f83r	lol	C01	LEARNED_OR_LOCAL_BODY>ORDER	Setze die gelernte Fachkarte: von dort weiterfuehren.	NOMEN: von dort weiterfuehren.	N | von dort weiterfuehren.	Ganzkürzel, Nomenklatorwert oder gelernte technische Brevigrafe	SHARED_DICTIONARY_PLUS_OWNER_CONTEXT
E368	B5-S003	f83r	chdal	C04	ACTION>TARGET	Führe es an der bezeichneten Stelle aus: dort umsetzen.	AD LOCUM: dort umsetzen.	OP+AD | dort umsetzen.	medizinisches oder technisches Ziel aus Bild und laufendem Record	SHARED_DICTIONARY_PLUS_OWNER_CONTEXT
E369	B5-S003	f83r	aiin	C10	QUANTITY_OR_STAGE	Setze Maß, Portion oder Stufe: Sollmaß.	MENSURA / PORTIO / GRADUS: Sollmaß.	Q | Sollmaß.	Zahl-, Gewichts-, ana- oder Stufenfeld	SHARED_DICTIONARY_PLUS_OWNER_CONTEXT
E370	B5-S003	f83r	sol	C02	ORDER	Danach oder in demselben Gang: fortsetzen.	DEINDE / IDEM: fortsetzen.	ORD | fortsetzen.	parataktische Rezeptfolge und wiederaufgenommener Arbeitsposten	SHARED_DICTIONARY_PLUS_OWNER_CONTEXT
E371	B5-S003	f83r	daiiin	C10	QUANTITY_OR_STAGE	Setze Maß, Portion oder Stufe: Öffnungsstufe.	MENSURA / PORTIO / GRADUS: Öffnungsstufe.	Q | Öffnungsstufe.	Zahl-, Gewichts-, ana- oder Stufenfeld	SHARED_DICTIONARY_PLUS_OWNER_CONTEXT
E372	B5-S003	f83r	chedy	C07	ACTION>REFERENT	Führe es mit diesem laufenden Posten aus: laufenden Posten umsetzen.	HOC OPERA: laufenden Posten umsetzen.	OP+HOC | laufenden Posten umsetzen.	elliptischer aktueller Gegenstand wie hoc/idem	SHARED_DICTIONARY_PLUS_OWNER_CONTEXT
E373	B6-S001	f83r	solkeey	C03	ACTION>GRADE>REFERENT	Führe aus und beachte Dauer oder Endpunkt: länger sammeln.	OPERA USQUE / FIAT: länger sammeln.	OP+GR | länger sammeln.	Handlung plus sichtbarer Endpunkt, Zeit oder gebundener Grad	SHARED_DICTIONARY_PLUS_OWNER_CONTEXT
E374	B6-S001	f83r	qekey	C03	ACTION>GRADE>REFERENT	Führe aus und beachte Dauer oder Endpunkt: aktuellen Posten kurz bearbeiten.	OPERA USQUE / FIAT: aktuellen Posten kurz bearbeiten.	OP+GR | aktuellen Posten kurz bearbeiten.	Handlung plus sichtbarer Endpunkt, Zeit oder gebundener Grad	SHARED_DICTIONARY_PLUS_OWNER_CONTEXT
E375	B6-S001	f83r	raly	C11	TARGET>REFERENT	Setze die bezeichnete Zielstelle: diesen Posten dorthin.	AD LOCUM DESIGNATUM: diesen Posten dorthin.	AD | diesen Posten dorthin.	Bild-, Gefäß-, Körper- oder Stationsadresse	SHARED_DICTIONARY_PLUS_OWNER_CONTEXT
E376	B6-S001	f83r	ol	C02	ORDER	Danach oder in demselben Gang: fortsetzen.	DEINDE / IDEM: fortsetzen.	ORD | fortsetzen.	parataktische Rezeptfolge und wiederaufgenommener Arbeitsposten	SHARED_DICTIONARY_PLUS_OWNER_CONTEXT
E377	B6-S001	f83r	daiin	C10	QUANTITY_OR_STAGE	Setze Maß, Portion oder Stufe: Sollmaß.	MENSURA / PORTIO / GRADUS: Sollmaß.	Q | Sollmaß.	Zahl-, Gewichts-, ana- oder Stufenfeld	SHARED_DICTIONARY_PLUS_OWNER_CONTEXT
E378	B6-S001	f83r	ol	C02	ORDER	Danach oder in demselben Gang: fortsetzen.	DEINDE / IDEM: fortsetzen.	ORD | fortsetzen.	parataktische Rezeptfolge und wiederaufgenommener Arbeitsposten	SHARED_DICTIONARY_PLUS_OWNER_CONTEXT
E379	B6-S001	f83r	dain	C01	LEARNED_OR_LOCAL_BODY	Setze die gelernte Fachkarte: Tuch.	NOMEN: Tuch.	N | Tuch.	Ganzkürzel, Nomenklatorwert oder gelernte technische Brevigrafe	SHARED_DICTIONARY_PLUS_OWNER_CONTEXT
E380	B6-S001	f83r	chey	C12	REFERENT	Nimm diesen Posten wieder auf: dieser Posten.	HOC / IDEM: dieser Posten.	REF | dieser Posten.	verkürzte Anapher oder residuale Kurzform	SHARED_DICTIONARY_PLUS_OWNER_CONTEXT
E381	B6-S001	f83r	ldalor	C11	TARGET	Setze die bezeichnete Zielstelle: Endziel.	AD LOCUM DESIGNATUM: Endziel.	AD | Endziel.	Bild-, Gefäß-, Körper- oder Stationsadresse	SHARED_DICTIONARY_PLUS_OWNER_CONTEXT
