boundary_recovery_id	gdt452_recovery_id	terminal_event_id	terminal_statement_id	terminal_page	terminal_owner_de	stopped_target_recipe	stop_blocked_factor_rules	stop_final_decision	stop_state_preserved	boundary_class	boundary_state_source	boundary_incoming_action	boundary_incoming_argument	boundary_scope_incoming_action	boundary_event_id	boundary_recipe	boundary_next_recipe	boundary_baseline_decision	boundary_recovery_decision	boundary_recovery_route	boundary_blocked_factor_rules	boundary_recovery_status	cross_owner_stop_state_used	meaning_revision	surface_prediction	occurrence_prediction
G453-R0059	G452-R01076	G407-E3395	P1009-S481	f82r	mehrere getrennte Bad- und Leitungsstationen	CHD+P+DY	PAIR:CHD>P	STOP	YES	SAME_OWNER_NEXT_STATEMENT	PRESERVED_STOP_STATE_SAME_OWNER	OK	Y	NONE	G407-E3396	R+SH+E+AL	AL+DY	READ	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	BOUNDARY_RECOVERED_GREEN	NOT_APPLICABLE	NO	NO	NO
G453-R0060	G452-R01077	G407-E2147	P1009-S248	f76r	unbebilderter Textabschnitt A8	CHD+P+DY	PAIR:CHD>P	STOP	YES	SAME_OWNER_NEXT_STATEMENT	PRESERVED_STOP_STATE_SAME_OWNER	P	Y	NONE	G407-E2148	OK+Y	CH+K+Y	READ	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	BOUNDARY_RECOVERED_GREEN	NOT_APPLICABLE	NO	NO	NO
G453-R0061	G452-R01078	G407-E2613	P1009-S366	f77r	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	CHD+P+DY	PAIR:CHD>P	STOP	YES	SAME_OWNER_NEXT_STATEMENT	PRESERVED_STOP_STATE_SAME_OWNER	SH	Y	NONE	G407-E2614	OT+AIN	CHD+Y	READ	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	BOUNDARY_RECOVERED_GREEN	NOT_APPLICABLE	NO	NO	NO
G453-R0062	G452-R01080	G407-E0521	P1009-S018	f18r	große abgebildete Blütenpflanze	D_ADDR+P+R+AIR+DY	PAIR:P>R	STOP	YES	SAME_OWNER_NEXT_STATEMENT	PRESERVED_STOP_STATE_SAME_OWNER	NONE	NONE	NONE	G407-E0522	D_ADDR+AR+O+D_ADDR	Y+O+AR	READ	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	BOUNDARY_RECOVERED_GREEN	NOT_APPLICABLE	NO	NO	NO
G453-R0063	G452-R01081	G407-E0521	P1009-S018	f18r	große abgebildete Blütenpflanze	P+R+D_ADDR+AIR+DY	PAIR:P>R	STOP	YES	SAME_OWNER_NEXT_STATEMENT	PRESERVED_STOP_STATE_SAME_OWNER	NONE	NONE	NONE	G407-E0522	D_ADDR+AR+O+D_ADDR	Y+O+AR	READ	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	BOUNDARY_RECOVERED_GREEN	NOT_APPLICABLE	NO	NO	NO
G453-R0064	G452-R01087	G407-E2202	P1009-S257	f76r	unbebilderter Textabschnitt B	SH+P+E+DY	PAIR:SH>P	STOP	YES	SAME_OWNER_NEXT_STATEMENT	PRESERVED_STOP_STATE_SAME_OWNER	CHD	NONE	NONE	G407-E2203	O+P+CHD+DY	NONE	READ	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	BOUNDARY_RECOVERED_GREEN	NOT_APPLICABLE	NO	NO	NO
G453-R0065	G452-R01102	G407-E1781	P1009-S158	f75r	großes Bad-/Stationsblatt mit dreieckiger Insel	SH+R+E+DY	PAIR:SH>R	STOP	YES	SAME_OWNER_NEXT_STATEMENT	PRESERVED_STOP_STATE_SAME_OWNER	K	AIN	NONE	G407-E1782	S+OK+EE+DY	NONE	READ	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	BOUNDARY_RECOVERED_GREEN	NOT_APPLICABLE	NO	NO	NO
G453-R0066	G452-R01103	G407-E3399	P1009-S484	f82r	mehrere getrennte Bad- und Leitungsstationen	SH+R+E+DY	PAIR:SH>R	STOP	YES	SAME_OWNER_NEXT_STATEMENT	PRESERVED_STOP_STATE_SAME_OWNER	OK	Y	NONE	G407-E3400	OT+EE+DY	NONE	READ	READ	EXECUTE_INHERITED_HEAD_CLOSE_GREEN	NONE	BOUNDARY_RECOVERED_GREEN	NOT_APPLICABLE	NO	NO	NO
G453-R0067	G452-R01116	G407-E4543	G404-S082	f95v	F95V_WHOLE_PLANT	K+S+CHD+DY	PAIR:K>S|PAIR:S>CHD	STOP	YES	SAME_OWNER_NEXT_STATEMENT	PRESERVED_STOP_STATE_SAME_OWNER	OK	Y	NONE	G407-E4544	S+AIN	SH+E+Y+K	READ	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	BOUNDARY_RECOVERED_GREEN	NOT_APPLICABLE	NO	NO	NO
G453-R0068	G452-R01117	G407-E4543	G404-S082	f95v	F95V_WHOLE_PLANT	S+CHD+K+DY	PAIR:S>CHD|PAIR:CHD>K	STOP	YES	SAME_OWNER_NEXT_STATEMENT	PRESERVED_STOP_STATE_SAME_OWNER	OK	Y	NONE	G407-E4544	S+AIN	SH+E+Y+K	READ	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	BOUNDARY_RECOVERED_GREEN	NOT_APPLICABLE	NO	NO	NO
G453-R0069	G452-R01125	G407-E1814	P1009-S174	f75r	großes Bad-/Stationsblatt mit dreieckiger Insel	SH+S+E+DY	PAIR:SH>S	STOP	YES	SAME_OWNER_NEXT_STATEMENT	PRESERVED_STOP_STATE_SAME_OWNER	CH	Y	NONE	G407-E1815	SH+CH+K+Y	OK+E+Y	READ	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	BOUNDARY_RECOVERED_GREEN	NOT_APPLICABLE	NO	NO	NO
G453-R0070	G452-R01126	G407-E2457	P1009-S323	f77r	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	SH+S+E+DY	PAIR:SH>S	STOP	YES	SAME_OWNER_NEXT_STATEMENT	PRESERVED_STOP_STATE_SAME_OWNER	CHD	Y	NONE	G407-E2458	OT+AIIN	CHD+Y	READ	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	BOUNDARY_RECOVERED_GREEN	NOT_APPLICABLE	NO	NO	NO
G453-R0071	G452-R01131	G407-E3175	P1009-S435	f81v	gemeinsames zweireihiges Badfeld	CH+SH+K+E+DY	PAIR:CH>SH	STOP	YES	SAME_OWNER_NEXT_STATEMENT	PRESERVED_STOP_STATE_SAME_OWNER	K	Y	NONE	G407-E3176	CH+AL	NONE	READ	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	BOUNDARY_RECOVERED_GREEN	NOT_APPLICABLE	NO	NO	NO
G453-R0072	G452-R01132	G407-E3690	P1009-S565	f83r	Variantenatlas lokaler Becken und Anwendungen	CH+SH+K+E+DY	PAIR:CH>SH	STOP	YES	SAME_OWNER_NEXT_STATEMENT	PRESERVED_STOP_STATE_SAME_OWNER	K	Y	NONE	G407-E3691	S+AIIN	CH+K+EE+Y	READ	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	BOUNDARY_RECOVERED_GREEN	NOT_APPLICABLE	NO	NO	NO
G453-R0073	G452-R01133	G407-E3689	P1009-S564	f83r	Variantenatlas lokaler Becken und Anwendungen	CH+SH+K+E+DY	PAIR:CH>SH	STOP	YES	SAME_OWNER_NEXT_STATEMENT	PRESERVED_STOP_STATE_SAME_OWNER	OK	Y	NONE	G407-E3690	SH+CH+K+E+DY	NONE	READ	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	BOUNDARY_RECOVERED_GREEN	NOT_APPLICABLE	NO	NO	NO
G453-R0074	G452-R01168	G407-E3076	P1009-S412	f81v	gemeinsames zweireihiges Badfeld	K+SH+CHD+DY	PAIR:SH>CHD	STOP	YES	SAME_OWNER_NEXT_STATEMENT	PRESERVED_STOP_STATE_SAME_OWNER	CHD	Y	NONE	G407-E3077	CHD+Y	OL	READ	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	BOUNDARY_RECOVERED_GREEN	NOT_APPLICABLE	NO	NO	NO
G453-R0075	G452-R01169	G407-E3076	P1009-S412	f81v	gemeinsames zweireihiges Badfeld	SH+CHD+K+DY	PAIR:SH>CHD|PAIR:CHD>K	STOP	YES	SAME_OWNER_NEXT_STATEMENT	PRESERVED_STOP_STATE_SAME_OWNER	CHD	Y	NONE	G407-E3077	CHD+Y	OL	READ	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	BOUNDARY_RECOVERED_GREEN	NOT_APPLICABLE	NO	NO	NO
G453-R0076	G452-R01436	G407-E1914	P1009-S200	f76r	unbebilderter Textabschnitt A2	CH+CH+CHD+E+DY	PAIR:CH>CHD	STOP	YES	SAME_OWNER_NEXT_STATEMENT	PRESERVED_STOP_STATE_SAME_OWNER	R	AIN	NONE	G407-E1915	AIN	OL+K+EE+Y	READ	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	BOUNDARY_RECOVERED_GREEN	NOT_APPLICABLE	NO	NO	NO
G453-R0077	G452-R01437	G407-E1914	P1009-S200	f76r	unbebilderter Textabschnitt A2	CH+CH+SH+E+DY	PAIR:CH>SH	STOP	YES	SAME_OWNER_NEXT_STATEMENT	PRESERVED_STOP_STATE_SAME_OWNER	R	AIN	NONE	G407-E1915	AIN	OL+K+EE+Y	READ	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	BOUNDARY_RECOVERED_GREEN	NOT_APPLICABLE	NO	NO	NO
G453-R0078	G452-R01438	G407-E1914	P1009-S200	f76r	unbebilderter Textabschnitt A2	CH+CHD+P+E+DY	PAIR:CH>CHD|PAIR:CHD>P	STOP	YES	SAME_OWNER_NEXT_STATEMENT	PRESERVED_STOP_STATE_SAME_OWNER	R	AIN	NONE	G407-E1915	AIN	OL+K+EE+Y	READ	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	BOUNDARY_RECOVERED_GREEN	NOT_APPLICABLE	NO	NO	NO
G453-R0079	G452-R01439	G407-E1914	P1009-S200	f76r	unbebilderter Textabschnitt A2	CH+K+P+E+DY	PAIR:K>P	STOP	YES	SAME_OWNER_NEXT_STATEMENT	PRESERVED_STOP_STATE_SAME_OWNER	R	AIN	NONE	G407-E1915	AIN	OL+K+EE+Y	READ	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	BOUNDARY_RECOVERED_GREEN	NOT_APPLICABLE	NO	NO	NO
G453-R0080	G452-R01440	G407-E1914	P1009-S200	f76r	unbebilderter Textabschnitt A2	CH+OK+P+E+DY	PAIR:OK>P	STOP	YES	SAME_OWNER_NEXT_STATEMENT	PRESERVED_STOP_STATE_SAME_OWNER	R	AIN	NONE	G407-E1915	AIN	OL+K+EE+Y	READ	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	BOUNDARY_RECOVERED_GREEN	NOT_APPLICABLE	NO	NO	NO
G453-R0081	G452-R01441	G407-E1914	P1009-S200	f76r	unbebilderter Textabschnitt A2	CH+P+P+E+DY	PAIR:P>P	STOP	YES	SAME_OWNER_NEXT_STATEMENT	PRESERVED_STOP_STATE_SAME_OWNER	R	AIN	NONE	G407-E1915	AIN	OL+K+EE+Y	READ	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	BOUNDARY_RECOVERED_GREEN	NOT_APPLICABLE	NO	NO	NO
G453-R0082	G452-R01442	G407-E1914	P1009-S200	f76r	unbebilderter Textabschnitt A2	CH+R+P+E+DY	PAIR:R>P	STOP	YES	SAME_OWNER_NEXT_STATEMENT	PRESERVED_STOP_STATE_SAME_OWNER	R	AIN	NONE	G407-E1915	AIN	OL+K+EE+Y	READ	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	BOUNDARY_RECOVERED_GREEN	NOT_APPLICABLE	NO	NO	NO
G453-R0083	G452-R01443	G407-E1914	P1009-S200	f76r	unbebilderter Textabschnitt A2	CH+S+P+E+DY	PAIR:S>P	STOP	YES	SAME_OWNER_NEXT_STATEMENT	PRESERVED_STOP_STATE_SAME_OWNER	R	AIN	NONE	G407-E1915	AIN	OL+K+EE+Y	READ	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	BOUNDARY_RECOVERED_GREEN	NOT_APPLICABLE	NO	NO	NO
G453-R0084	G452-R01444	G407-E1914	P1009-S200	f76r	unbebilderter Textabschnitt A2	CH+SH+P+E+DY	PAIR:CH>SH|PAIR:SH>P	STOP	YES	SAME_OWNER_NEXT_STATEMENT	PRESERVED_STOP_STATE_SAME_OWNER	R	AIN	NONE	G407-E1915	AIN	OL+K+EE+Y	READ	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	BOUNDARY_RECOVERED_GREEN	NOT_APPLICABLE	NO	NO	NO
G453-R0085	G452-R01445	G407-E1914	P1009-S200	f76r	unbebilderter Textabschnitt A2	CH+T+P+E+DY	PAIR:T>P	STOP	YES	SAME_OWNER_NEXT_STATEMENT	PRESERVED_STOP_STATE_SAME_OWNER	R	AIN	NONE	G407-E1915	AIN	OL+K+EE+Y	READ	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	BOUNDARY_RECOVERED_GREEN	NOT_APPLICABLE	NO	NO	NO
G453-R0086	G452-R01446	G407-E1914	P1009-S200	f76r	unbebilderter Textabschnitt A2	CHD+CH+P+E+DY	PAIR:CHD>CH	STOP	YES	SAME_OWNER_NEXT_STATEMENT	PRESERVED_STOP_STATE_SAME_OWNER	R	AIN	NONE	G407-E1915	AIN	OL+K+EE+Y	READ	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	BOUNDARY_RECOVERED_GREEN	NOT_APPLICABLE	NO	NO	NO
G453-R0087	G452-R01553	G407-E1728	P1009-S131	f75r	großes Bad-/Stationsblatt mit dreieckiger Insel	CH+CH+CHD+E+DY	PAIR:CH>CHD	STOP	YES	SAME_OWNER_NEXT_STATEMENT	PRESERVED_STOP_STATE_SAME_OWNER	OK	AIN	NONE	G407-E1729	L+T+E+DY	NONE	READ	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	BOUNDARY_RECOVERED_GREEN	NOT_APPLICABLE	NO	NO	NO
G453-R0088	G452-R01554	G407-E1728	P1009-S131	f75r	großes Bad-/Stationsblatt mit dreieckiger Insel	CH+CH+SH+E+DY	PAIR:CH>SH	STOP	YES	SAME_OWNER_NEXT_STATEMENT	PRESERVED_STOP_STATE_SAME_OWNER	OK	AIN	NONE	G407-E1729	L+T+E+DY	NONE	READ	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	BOUNDARY_RECOVERED_GREEN	NOT_APPLICABLE	NO	NO	NO
G453-R0089	G452-R01555	G407-E1728	P1009-S131	f75r	großes Bad-/Stationsblatt mit dreieckiger Insel	CH+CHD+T+E+DY	PAIR:CH>CHD|PAIR:CHD>T	STOP	YES	SAME_OWNER_NEXT_STATEMENT	PRESERVED_STOP_STATE_SAME_OWNER	OK	AIN	NONE	G407-E1729	L+T+E+DY	NONE	READ	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	BOUNDARY_RECOVERED_GREEN	NOT_APPLICABLE	NO	NO	NO
G453-R0090	G452-R01556	G407-E1728	P1009-S131	f75r	großes Bad-/Stationsblatt mit dreieckiger Insel	CH+K+T+E+DY	PAIR:K>T	STOP	YES	SAME_OWNER_NEXT_STATEMENT	PRESERVED_STOP_STATE_SAME_OWNER	OK	AIN	NONE	G407-E1729	L+T+E+DY	NONE	READ	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	BOUNDARY_RECOVERED_GREEN	NOT_APPLICABLE	NO	NO	NO
G453-R0091	G452-R01557	G407-E1728	P1009-S131	f75r	großes Bad-/Stationsblatt mit dreieckiger Insel	CH+OK+T+E+DY	PAIR:OK>T	STOP	YES	SAME_OWNER_NEXT_STATEMENT	PRESERVED_STOP_STATE_SAME_OWNER	OK	AIN	NONE	G407-E1729	L+T+E+DY	NONE	READ	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	BOUNDARY_RECOVERED_GREEN	NOT_APPLICABLE	NO	NO	NO
G453-R0092	G452-R01558	G407-E1728	P1009-S131	f75r	großes Bad-/Stationsblatt mit dreieckiger Insel	CH+P+T+E+DY	PAIR:P>T	STOP	YES	SAME_OWNER_NEXT_STATEMENT	PRESERVED_STOP_STATE_SAME_OWNER	OK	AIN	NONE	G407-E1729	L+T+E+DY	NONE	READ	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	BOUNDARY_RECOVERED_GREEN	NOT_APPLICABLE	NO	NO	NO
G453-R0093	G452-R01559	G407-E1728	P1009-S131	f75r	großes Bad-/Stationsblatt mit dreieckiger Insel	CH+S+T+E+DY	PAIR:S>T	STOP	YES	SAME_OWNER_NEXT_STATEMENT	PRESERVED_STOP_STATE_SAME_OWNER	OK	AIN	NONE	G407-E1729	L+T+E+DY	NONE	READ	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	BOUNDARY_RECOVERED_GREEN	NOT_APPLICABLE	NO	NO	NO
G453-R0094	G452-R01560	G407-E1728	P1009-S131	f75r	großes Bad-/Stationsblatt mit dreieckiger Insel	CH+SH+T+E+DY	PAIR:CH>SH	STOP	YES	SAME_OWNER_NEXT_STATEMENT	PRESERVED_STOP_STATE_SAME_OWNER	OK	AIN	NONE	G407-E1729	L+T+E+DY	NONE	READ	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	BOUNDARY_RECOVERED_GREEN	NOT_APPLICABLE	NO	NO	NO
G453-R0095	G452-R01561	G407-E1728	P1009-S131	f75r	großes Bad-/Stationsblatt mit dreieckiger Insel	CH+T+T+E+DY	PAIR:T>T	STOP	YES	SAME_OWNER_NEXT_STATEMENT	PRESERVED_STOP_STATE_SAME_OWNER	OK	AIN	NONE	G407-E1729	L+T+E+DY	NONE	READ	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	BOUNDARY_RECOVERED_GREEN	NOT_APPLICABLE	NO	NO	NO
G453-R0096	G452-R01562	G407-E1728	P1009-S131	f75r	großes Bad-/Stationsblatt mit dreieckiger Insel	CHD+CH+T+E+DY	PAIR:CHD>CH	STOP	YES	SAME_OWNER_NEXT_STATEMENT	PRESERVED_STOP_STATE_SAME_OWNER	OK	AIN	NONE	G407-E1729	L+T+E+DY	NONE	READ	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	BOUNDARY_RECOVERED_GREEN	NOT_APPLICABLE	NO	NO	NO
G453-R0097	G452-R01588	G407-E4576	G404-S088	f95v	F95V_WHOLE_PLANT	CH+CH+CHD+Y	PAIR:CH>CHD	STOP	YES	END_OF_STREAM	NO_BOUNDARY_EVENT	OK	AIIN	NONE	NONE	NONE	NONE	NO_CARD	NO_CARD	END_OF_STREAM	NONE	NO_BOUNDARY_CARD	NOT_APPLICABLE	NO	NO	NO
G453-R0098	G452-R01601	G407-E4576	G404-S088	f95v	F95V_WHOLE_PLANT	CH+CH+SH+Y	PAIR:CH>SH	STOP	YES	END_OF_STREAM	NO_BOUNDARY_EVENT	OK	AIIN	NONE	NONE	NONE	NONE	NO_CARD	NO_CARD	END_OF_STREAM	NONE	NO_BOUNDARY_CARD	NOT_APPLICABLE	NO	NO	NO
G453-R0099	G452-R01614	G407-E4576	G404-S088	f95v	F95V_WHOLE_PLANT	CH+CHD+T+Y	PAIR:CH>CHD|PAIR:CHD>T	STOP	YES	END_OF_STREAM	NO_BOUNDARY_EVENT	OK	AIIN	NONE	NONE	NONE	NONE	NO_CARD	NO_CARD	END_OF_STREAM	NONE	NO_BOUNDARY_CARD	NOT_APPLICABLE	NO	NO	NO
G453-R0100	G452-R01627	G407-E4576	G404-S088	f95v	F95V_WHOLE_PLANT	CH+K+T+Y	PAIR:K>T	STOP	YES	END_OF_STREAM	NO_BOUNDARY_EVENT	OK	AIIN	NONE	NONE	NONE	NONE	NO_CARD	NO_CARD	END_OF_STREAM	NONE	NO_BOUNDARY_CARD	NOT_APPLICABLE	NO	NO	NO
G453-R0101	G452-R01640	G407-E4576	G404-S088	f95v	F95V_WHOLE_PLANT	CH+OK+T+Y	PAIR:OK>T	STOP	YES	END_OF_STREAM	NO_BOUNDARY_EVENT	OK	AIIN	NONE	NONE	NONE	NONE	NO_CARD	NO_CARD	END_OF_STREAM	NONE	NO_BOUNDARY_CARD	NOT_APPLICABLE	NO	NO	NO
G453-R0102	G452-R01653	G407-E4576	G404-S088	f95v	F95V_WHOLE_PLANT	CH+P+T+Y	PAIR:P>T	STOP	YES	END_OF_STREAM	NO_BOUNDARY_EVENT	OK	AIIN	NONE	NONE	NONE	NONE	NO_CARD	NO_CARD	END_OF_STREAM	NONE	NO_BOUNDARY_CARD	NOT_APPLICABLE	NO	NO	NO
G453-R0103	G452-R01666	G407-E4576	G404-S088	f95v	F95V_WHOLE_PLANT	CH+S+T+Y	PAIR:S>T	STOP	YES	END_OF_STREAM	NO_BOUNDARY_EVENT	OK	AIIN	NONE	NONE	NONE	NONE	NO_CARD	NO_CARD	END_OF_STREAM	NONE	NO_BOUNDARY_CARD	NOT_APPLICABLE	NO	NO	NO
G453-R0104	G452-R01679	G407-E4576	G404-S088	f95v	F95V_WHOLE_PLANT	CH+SH+T+Y	PAIR:CH>SH	STOP	YES	END_OF_STREAM	NO_BOUNDARY_EVENT	OK	AIIN	NONE	NONE	NONE	NONE	NO_CARD	NO_CARD	END_OF_STREAM	NONE	NO_BOUNDARY_CARD	NOT_APPLICABLE	NO	NO	NO
G453-R0105	G452-R01692	G407-E4576	G404-S088	f95v	F95V_WHOLE_PLANT	CH+T+T+Y	PAIR:T>T	STOP	YES	END_OF_STREAM	NO_BOUNDARY_EVENT	OK	AIIN	NONE	NONE	NONE	NONE	NO_CARD	NO_CARD	END_OF_STREAM	NONE	NO_BOUNDARY_CARD	NOT_APPLICABLE	NO	NO	NO
G453-R0106	G452-R01705	G407-E4576	G404-S088	f95v	F95V_WHOLE_PLANT	CHD+CH+T+Y	PAIR:CHD>CH	STOP	YES	END_OF_STREAM	NO_BOUNDARY_EVENT	OK	AIIN	NONE	NONE	NONE	NONE	NO_CARD	NO_CARD	END_OF_STREAM	NONE	NO_BOUNDARY_CARD	NOT_APPLICABLE	NO	NO	NO
G453-R0107	G452-R01713	G407-E4486	G404-S070	f95v	F95V_WHOLE_PLANT	CH+CH+CHD+Y+K+E+DY	PAIR:CH>CHD	STOP	YES	SAME_OWNER_NEXT_STATEMENT	PRESERVED_STOP_STATE_SAME_OWNER	CHD	Y	NONE	G407-E4487	E+T+Y	AIN	READ	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	BOUNDARY_RECOVERED_GREEN	NOT_APPLICABLE	NO	NO	NO
G453-R0108	G452-R01714	G407-E4486	G404-S070	f95v	F95V_WHOLE_PLANT	CH+CH+SH+Y+K+E+DY	PAIR:CH>SH	STOP	YES	SAME_OWNER_NEXT_STATEMENT	PRESERVED_STOP_STATE_SAME_OWNER	CHD	Y	NONE	G407-E4487	E+T+Y	AIN	READ	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	BOUNDARY_RECOVERED_GREEN	NOT_APPLICABLE	NO	NO	NO
G453-R0109	G452-R01715	G407-E4486	G404-S070	f95v	F95V_WHOLE_PLANT	CH+CHD+T+Y+K+E+DY	PAIR:CH>CHD|PAIR:CHD>T	STOP	YES	SAME_OWNER_NEXT_STATEMENT	PRESERVED_STOP_STATE_SAME_OWNER	CHD	Y	NONE	G407-E4487	E+T+Y	AIN	READ	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	BOUNDARY_RECOVERED_GREEN	NOT_APPLICABLE	NO	NO	NO
G453-R0110	G452-R01716	G407-E4486	G404-S070	f95v	F95V_WHOLE_PLANT	CH+K+T+Y+K+E+DY	PAIR:K>T	STOP	YES	SAME_OWNER_NEXT_STATEMENT	PRESERVED_STOP_STATE_SAME_OWNER	CHD	Y	NONE	G407-E4487	E+T+Y	AIN	READ	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	BOUNDARY_RECOVERED_GREEN	NOT_APPLICABLE	NO	NO	NO
G453-R0111	G452-R01717	G407-E4486	G404-S070	f95v	F95V_WHOLE_PLANT	CH+OK+T+Y+K+E+DY	PAIR:OK>T	STOP	YES	SAME_OWNER_NEXT_STATEMENT	PRESERVED_STOP_STATE_SAME_OWNER	CHD	Y	NONE	G407-E4487	E+T+Y	AIN	READ	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	BOUNDARY_RECOVERED_GREEN	NOT_APPLICABLE	NO	NO	NO
G453-R0112	G452-R01718	G407-E4486	G404-S070	f95v	F95V_WHOLE_PLANT	CH+P+T+Y+K+E+DY	PAIR:P>T	STOP	YES	SAME_OWNER_NEXT_STATEMENT	PRESERVED_STOP_STATE_SAME_OWNER	CHD	Y	NONE	G407-E4487	E+T+Y	AIN	READ	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	BOUNDARY_RECOVERED_GREEN	NOT_APPLICABLE	NO	NO	NO
G453-R0113	G452-R01719	G407-E4486	G404-S070	f95v	F95V_WHOLE_PLANT	CH+S+T+Y+K+E+DY	PAIR:S>T	STOP	YES	SAME_OWNER_NEXT_STATEMENT	PRESERVED_STOP_STATE_SAME_OWNER	CHD	Y	NONE	G407-E4487	E+T+Y	AIN	READ	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	BOUNDARY_RECOVERED_GREEN	NOT_APPLICABLE	NO	NO	NO
G453-R0114	G452-R01720	G407-E4486	G404-S070	f95v	F95V_WHOLE_PLANT	CH+SH+T+Y+K+E+DY	PAIR:CH>SH	STOP	YES	SAME_OWNER_NEXT_STATEMENT	PRESERVED_STOP_STATE_SAME_OWNER	CHD	Y	NONE	G407-E4487	E+T+Y	AIN	READ	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	BOUNDARY_RECOVERED_GREEN	NOT_APPLICABLE	NO	NO	NO
G453-R0115	G452-R01721	G407-E4486	G404-S070	f95v	F95V_WHOLE_PLANT	CH+T+T+Y+K+E+DY	PAIR:T>T	STOP	YES	SAME_OWNER_NEXT_STATEMENT	PRESERVED_STOP_STATE_SAME_OWNER	CHD	Y	NONE	G407-E4487	E+T+Y	AIN	READ	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	BOUNDARY_RECOVERED_GREEN	NOT_APPLICABLE	NO	NO	NO
G453-R0116	G452-R01722	G407-E4486	G404-S070	f95v	F95V_WHOLE_PLANT	CHD+CH+T+Y+K+E+DY	PAIR:CHD>CH	STOP	YES	SAME_OWNER_NEXT_STATEMENT	PRESERVED_STOP_STATE_SAME_OWNER	CHD	Y	NONE	G407-E4487	E+T+Y	AIN	READ	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	BOUNDARY_RECOVERED_GREEN	NOT_APPLICABLE	NO	NO	NO
G453-R0117	G452-R01795	G407-E3528	P1009-S518	f83r	Variantenatlas lokaler Becken und Anwendungen	CH+E+CH+CHD+E+DY	PAIR:CH>CHD	STOP	YES	SAME_OWNER_NEXT_STATEMENT	PRESERVED_STOP_STATE_SAME_OWNER	CH	OR	NONE	G407-E3529	OK+E+DY	NONE	READ	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	BOUNDARY_RECOVERED_GREEN	NOT_APPLICABLE	NO	NO	NO
G453-R0118	G452-R01796	G407-E3528	P1009-S518	f83r	Variantenatlas lokaler Becken und Anwendungen	CH+E+CH+SH+E+DY	PAIR:CH>SH	STOP	YES	SAME_OWNER_NEXT_STATEMENT	PRESERVED_STOP_STATE_SAME_OWNER	CH	OR	NONE	G407-E3529	OK+E+DY	NONE	READ	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	BOUNDARY_RECOVERED_GREEN	NOT_APPLICABLE	NO	NO	NO
