root	working_value_de	global_running_event_id	global_running_ordinal	physical_page	register	locus	source_statement_id	owner_de	surface	component_recipe	card_ordinal	atom_ordinal_in_card	flat_atom_ordinal	leave_one_page_support_class	other_surface_pages	other_recipe_pages	unsupported_adjacent_pairs	working_core_reading_de	semantic_disposition
Y	POSTEN	G407-E0030	30	f1r	SOURCE_SECTION_T	f1r.3	G404-S001	F1R_TEXT_BLOCK_A	sy	Y	1	1	1	EXACT_SURFACE_FROM_OTHER_PAGE	f67r2|f75r|f83r|f89r	f10r|f11r|f13r|f17r|f18r|f24v|f55v|f56r|f67r2|f71v|f72r|f75r|f76r|f77r|f81r|f81v|f82r|f83r|f88r|f88v|f89r|f95v	NONE	POSTEN	KEEP_BROAD_DEFAULT__LOCAL_EXPANSION_FROM_OWNER
S	WÄHLEN	G407-E0031	31	f1r	SOURCE_SECTION_T	f1r.4	G404-S001	F1R_TEXT_BLOCK_A	soiin	S+O+IIN	1	1	1	EXACT_SURFACE_FROM_OTHER_PAGE	f81r	f76r|f81r	NONE	WÄHLEN · AUSFÜHRUNG · STUFE	KEEP_BROAD_DEFAULT__LOCAL_EXPANSION_FROM_OWNER
OT	DANACH	G407-E0032	32	f1r	SOURCE_SECTION_T	f1r.4	G404-S001	F1R_TEXT_BLOCK_A	oteey	OT+EE+Y	1	1	1	EXACT_SURFACE_FROM_OTHER_PAGE	f71v|f72r|f76r|f81r|f82r	f71v|f72r|f75r|f76r|f77r|f81r|f82r	NONE	DANACH · GRAD II · POSTEN	KEEP_BROAD_DEFAULT__LOCAL_EXPANSION_FROM_OWNER
Y	POSTEN	G407-E0032	32	f1r	SOURCE_SECTION_T	f1r.4	G404-S001	F1R_TEXT_BLOCK_A	oteey	OT+EE+Y	1	3	3	EXACT_SURFACE_FROM_OTHER_PAGE	f71v|f72r|f76r|f81r|f82r	f71v|f72r|f75r|f76r|f77r|f81r|f82r	NONE	DANACH · GRAD II · POSTEN	KEEP_BROAD_DEFAULT__LOCAL_EXPANSION_FROM_OWNER
OT	DANACH	G407-E0033	33	f1r	SOURCE_SECTION_T	f1r.4	G404-S001	F1R_TEXT_BLOCK_A	oteos	OT+E+O+S_ADDR	1	1	1	EXACT_SURFACE_FROM_OTHER_PAGE	f72r|f89r	f72r|f89r	NONE	DANACH · GRAD I · AUSFÜHRUNG · HIER	KEEP_BROAD_DEFAULT__LOCAL_EXPANSION_FROM_OWNER
R	MARKIEREN	G407-E0034	34	f1r	SOURCE_SECTION_T	f1r.4	G404-S001	F1R_TEXT_BLOCK_A	roloty	R+OL+OT+Y	1	1	1	KNOWN_ATOMS_NEW_PACKAGE_COMPOSITION	NONE	NONE	OL+OT	MARKIEREN · FORTSETZEN · DANACH · POSTEN	KEEP_BROAD_DEFAULT__LOCAL_EXPANSION_FROM_OWNER
OL	FORTSETZEN	G407-E0034	34	f1r	SOURCE_SECTION_T	f1r.4	G404-S001	F1R_TEXT_BLOCK_A	roloty	R+OL+OT+Y	1	2	2	KNOWN_ATOMS_NEW_PACKAGE_COMPOSITION	NONE	NONE	OL+OT	MARKIEREN · FORTSETZEN · DANACH · POSTEN	KEEP_BROAD_DEFAULT__LOCAL_EXPANSION_FROM_OWNER
OT	DANACH	G407-E0034	34	f1r	SOURCE_SECTION_T	f1r.4	G404-S001	F1R_TEXT_BLOCK_A	roloty	R+OL+OT+Y	1	3	3	KNOWN_ATOMS_NEW_PACKAGE_COMPOSITION	NONE	NONE	OL+OT	MARKIEREN · FORTSETZEN · DANACH · POSTEN	KEEP_BROAD_DEFAULT__LOCAL_EXPANSION_FROM_OWNER
Y	POSTEN	G407-E0034	34	f1r	SOURCE_SECTION_T	f1r.4	G404-S001	F1R_TEXT_BLOCK_A	roloty	R+OL+OT+Y	1	4	4	KNOWN_ATOMS_NEW_PACKAGE_COMPOSITION	NONE	NONE	OL+OT	MARKIEREN · FORTSETZEN · DANACH · POSTEN	KEEP_BROAD_DEFAULT__LOCAL_EXPANSION_FROM_OWNER
CH	NEHMEN	G407-E0035	35	f1r	SOURCE_SECTION_T	f1r.4	G404-S001	F1R_TEXT_BLOCK_A	cthiar	CH+T+LOCAL_CHAR_I+AR	1	1	1	KNOWN_ATOMS_NEW_PACKAGE_COMPOSITION	NONE	NONE	T+LOCAL_CHAR_I|LOCAL_CHAR_I+AR	NEHMEN · EINSTELLEN · VARIANTE · AUSGANG	KEEP_BROAD_DEFAULT__LOCAL_EXPANSION_FROM_OWNER
T	EINSTELLEN	G407-E0035	35	f1r	SOURCE_SECTION_T	f1r.4	G404-S001	F1R_TEXT_BLOCK_A	cthiar	CH+T+LOCAL_CHAR_I+AR	1	2	2	KNOWN_ATOMS_NEW_PACKAGE_COMPOSITION	NONE	NONE	T+LOCAL_CHAR_I|LOCAL_CHAR_I+AR	NEHMEN · EINSTELLEN · VARIANTE · AUSGANG	KEEP_BROAD_DEFAULT__LOCAL_EXPANSION_FROM_OWNER
AR	AUSGANG	G407-E0035	35	f1r	SOURCE_SECTION_T	f1r.4	G404-S001	F1R_TEXT_BLOCK_A	cthiar	CH+T+LOCAL_CHAR_I+AR	1	4	4	KNOWN_ATOMS_NEW_PACKAGE_COMPOSITION	NONE	NONE	T+LOCAL_CHAR_I|LOCAL_CHAR_I+AR	NEHMEN · EINSTELLEN · VARIANTE · AUSGANG	KEEP_BROAD_DEFAULT__LOCAL_EXPANSION_FROM_OWNER
AIIN	WERT	G407-E0036	36	f1r	SOURCE_SECTION_T	f1r.4	G404-S001	F1R_TEXT_BLOCK_A	daiin	AIIN	1	1	1	EXACT_SURFACE_FROM_OTHER_PAGE	f10r|f11r|f13r|f18r|f55v|f56r|f67r2|f71v|f72r|f76r|f77r|f81r|f81v|f82r|f83r|f88r|f88v|f89r|f95v	f10r|f11r|f13r|f18r|f55v|f56r|f67r2|f71v|f72r|f76r|f77r|f81r|f81v|f82r|f83r|f88r|f88v|f89r|f95v	NONE	WERT	KEEP_BROAD_DEFAULT__LOCAL_EXPANSION_FROM_OWNER
OK	SETZEN	G407-E0037	37	f1r	SOURCE_SECTION_T	f1r.4	G404-S001	F1R_TEXT_BLOCK_A	okaiin	OK+AIIN	1	1	1	EXACT_SURFACE_FROM_OTHER_PAGE	f17r|f24v|f55v|f56r|f71v|f72r|f75r|f76r|f77r|f81v|f88r|f95v	f17r|f24v|f55v|f56r|f71v|f72r|f75r|f76r|f77r|f81v|f82r|f83r|f88r|f95v	NONE	SETZEN · WERT	KEEP_BROAD_DEFAULT__LOCAL_EXPANSION_FROM_OWNER
AIIN	WERT	G407-E0037	37	f1r	SOURCE_SECTION_T	f1r.4	G404-S001	F1R_TEXT_BLOCK_A	okaiin	OK+AIIN	1	2	2	EXACT_SURFACE_FROM_OTHER_PAGE	f17r|f24v|f55v|f56r|f71v|f72r|f75r|f76r|f77r|f81v|f88r|f95v	f17r|f24v|f55v|f56r|f71v|f72r|f75r|f76r|f77r|f81v|f82r|f83r|f88r|f95v	NONE	SETZEN · WERT	KEEP_BROAD_DEFAULT__LOCAL_EXPANSION_FROM_OWNER
OR	EINHEIT	G407-E0038	38	f1r	SOURCE_SECTION_T	f1r.4	G404-S001	F1R_TEXT_BLOCK_A	or	OR	1	1	1	EXACT_SURFACE_FROM_OTHER_PAGE	f10r|f17r|f18r|f24v|f55v|f67r2|f71v|f75r|f76r|f77r|f81r|f81v|f82r|f83r|f88r|f89r|f95v	f10r|f17r|f18r|f24v|f55v|f67r2|f71v|f75r|f76r|f77r|f81r|f81v|f82r|f83r|f88r|f89r|f95v	NONE	EINHEIT	KEEP_BROAD_DEFAULT__LOCAL_EXPANSION_FROM_OWNER
OK	SETZEN	G407-E0039	39	f1r	SOURCE_SECTION_T	f1r.4	G404-S001	F1R_TEXT_BLOCK_A	okan	OK+AN	1	1	1	EXACT_RECIPE_FROM_OTHER_PAGE	NONE	f75r|f95v	NONE	SETZEN · KLASSE	KEEP_BROAD_DEFAULT__LOCAL_EXPANSION_FROM_OWNER
S	WÄHLEN	G407-E0040	40	f1r	SOURCE_SECTION_T	f1r.5	G404-S001	F1R_TEXT_BLOCK_A	sair	S+AIR	1	1	1	EXACT_SURFACE_FROM_OTHER_PAGE	f83r	f83r	NONE	WÄHLEN · BAHN	KEEP_BROAD_DEFAULT__LOCAL_EXPANSION_FROM_OWNER
AIR	BAHN	G407-E0040	40	f1r	SOURCE_SECTION_T	f1r.5	G404-S001	F1R_TEXT_BLOCK_A	sair	S+AIR	1	2	2	EXACT_SURFACE_FROM_OTHER_PAGE	f83r	f83r	NONE	WÄHLEN · BAHN	KEEP_BROAD_DEFAULT__LOCAL_EXPANSION_FROM_OWNER
Y	POSTEN	G407-E0041	41	f1r	SOURCE_SECTION_T	f1r.5	G404-S001	F1R_TEXT_BLOCK_A	y	Y	1	1	1	EXACT_SURFACE_FROM_OTHER_PAGE	f10r|f11r|f13r|f17r|f18r|f55v|f56r|f67r2|f72r|f76r|f77r|f81r|f81v|f88v|f89r|f95v	f10r|f11r|f13r|f17r|f18r|f24v|f55v|f56r|f67r2|f71v|f72r|f75r|f76r|f77r|f81r|f81v|f82r|f83r|f88r|f88v|f89r|f95v	NONE	POSTEN	KEEP_BROAD_DEFAULT__LOCAL_EXPANSION_FROM_OWNER
CH	NEHMEN	G407-E0042	42	f1r	SOURCE_SECTION_T	f1r.5	G404-S001	F1R_TEXT_BLOCK_A	chear	CH+E+AR	1	1	1	EXACT_SURFACE_FROM_OTHER_PAGE	f17r|f24v|f76r|f88r	f17r|f24v|f76r|f88r|f89r	NONE	NEHMEN · GRAD I · AUSGANG	KEEP_BROAD_DEFAULT__LOCAL_EXPANSION_FROM_OWNER
AR	AUSGANG	G407-E0042	42	f1r	SOURCE_SECTION_T	f1r.5	G404-S001	F1R_TEXT_BLOCK_A	chear	CH+E+AR	1	3	3	EXACT_SURFACE_FROM_OTHER_PAGE	f17r|f24v|f76r|f88r	f17r|f24v|f76r|f88r|f89r	NONE	NEHMEN · GRAD I · AUSGANG	KEEP_BROAD_DEFAULT__LOCAL_EXPANSION_FROM_OWNER
CH	NEHMEN	G407-E0043	43	f1r	SOURCE_SECTION_T	f1r.5	G404-S001	F1R_TEXT_BLOCK_A	cthaiin	CH+T+AIIN	1	1	1	EXACT_SURFACE_FROM_OTHER_PAGE	f10r|f18r	f10r|f18r	NONE	NEHMEN · EINSTELLEN · WERT	KEEP_BROAD_DEFAULT__LOCAL_EXPANSION_FROM_OWNER
T	EINSTELLEN	G407-E0043	43	f1r	SOURCE_SECTION_T	f1r.5	G404-S001	F1R_TEXT_BLOCK_A	cthaiin	CH+T+AIIN	1	2	2	EXACT_SURFACE_FROM_OTHER_PAGE	f10r|f18r	f10r|f18r	NONE	NEHMEN · EINSTELLEN · WERT	KEEP_BROAD_DEFAULT__LOCAL_EXPANSION_FROM_OWNER
AIIN	WERT	G407-E0043	43	f1r	SOURCE_SECTION_T	f1r.5	G404-S001	F1R_TEXT_BLOCK_A	cthaiin	CH+T+AIIN	1	3	3	EXACT_SURFACE_FROM_OTHER_PAGE	f10r|f18r	f10r|f18r	NONE	NEHMEN · EINSTELLEN · WERT	KEEP_BROAD_DEFAULT__LOCAL_EXPANSION_FROM_OWNER
CH	NEHMEN	G407-E0044	44	f1r	SOURCE_SECTION_T	f1r.5	G404-S001	F1R_TEXT_BLOCK_A	cphar	CH+P+AR	1	1	1	ALL_ADJACENT_PACKAGES_FROM_OTHER_PAGES	NONE	NONE	NONE	NEHMEN · EINSETZEN · AUSGANG	KEEP_BROAD_DEFAULT__LOCAL_EXPANSION_FROM_OWNER
P	EINSETZEN	G407-E0044	44	f1r	SOURCE_SECTION_T	f1r.5	G404-S001	F1R_TEXT_BLOCK_A	cphar	CH+P+AR	1	2	2	ALL_ADJACENT_PACKAGES_FROM_OTHER_PAGES	NONE	NONE	NONE	NEHMEN · EINSETZEN · AUSGANG	KEEP_BROAD_DEFAULT__LOCAL_EXPANSION_FROM_OWNER
AR	AUSGANG	G407-E0044	44	f1r	SOURCE_SECTION_T	f1r.5	G404-S001	F1R_TEXT_BLOCK_A	cphar	CH+P+AR	1	3	3	ALL_ADJACENT_PACKAGES_FROM_OTHER_PAGES	NONE	NONE	NONE	NEHMEN · EINSETZEN · AUSGANG	KEEP_BROAD_DEFAULT__LOCAL_EXPANSION_FROM_OWNER
CH	NEHMEN	G407-E0045	45	f1r	SOURCE_SECTION_T	f1r.5	G404-S001	F1R_TEXT_BLOCK_A	cfhaiin	CH+LOCAL_CHAR_F+AIIN	1	1	1	ALL_ADJACENT_PACKAGES_FROM_OTHER_PAGES	NONE	NONE	NONE	NEHMEN · HIER · WERT	KEEP_BROAD_DEFAULT__LOCAL_EXPANSION_FROM_OWNER
AIIN	WERT	G407-E0045	45	f1r	SOURCE_SECTION_T	f1r.5	G404-S001	F1R_TEXT_BLOCK_A	cfhaiin	CH+LOCAL_CHAR_F+AIIN	1	3	3	ALL_ADJACENT_PACKAGES_FROM_OTHER_PAGES	NONE	NONE	NONE	NEHMEN · HIER · WERT	KEEP_BROAD_DEFAULT__LOCAL_EXPANSION_FROM_OWNER
Y	POSTEN	G407-E0046	46	f1r	SOURCE_SECTION_T	f1r.6	G404-S001	F1R_TEXT_BLOCK_A	ydaraishy	Y+D_ADDR+AR+A_ADDR+LOCAL_CHAR_I+SH+Y	1	1	1	KNOWN_ATOMS_NEW_PACKAGE_COMPOSITION	NONE	NONE	LOCAL_CHAR_I+SH	POSTEN · HIER · AUSGANG · HIER · VARIANTE · HALTEN · POSTEN	KEEP_BROAD_DEFAULT__LOCAL_EXPANSION_FROM_OWNER
AR	AUSGANG	G407-E0046	46	f1r	SOURCE_SECTION_T	f1r.6	G404-S001	F1R_TEXT_BLOCK_A	ydaraishy	Y+D_ADDR+AR+A_ADDR+LOCAL_CHAR_I+SH+Y	1	3	3	KNOWN_ATOMS_NEW_PACKAGE_COMPOSITION	NONE	NONE	LOCAL_CHAR_I+SH	POSTEN · HIER · AUSGANG · HIER · VARIANTE · HALTEN · POSTEN	KEEP_BROAD_DEFAULT__LOCAL_EXPANSION_FROM_OWNER
SH	HALTEN	G407-E0046	46	f1r	SOURCE_SECTION_T	f1r.6	G404-S001	F1R_TEXT_BLOCK_A	ydaraishy	Y+D_ADDR+AR+A_ADDR+LOCAL_CHAR_I+SH+Y	1	6	6	KNOWN_ATOMS_NEW_PACKAGE_COMPOSITION	NONE	NONE	LOCAL_CHAR_I+SH	POSTEN · HIER · AUSGANG · HIER · VARIANTE · HALTEN · POSTEN	KEEP_BROAD_DEFAULT__LOCAL_EXPANSION_FROM_OWNER
Y	POSTEN	G407-E0046	46	f1r	SOURCE_SECTION_T	f1r.6	G404-S001	F1R_TEXT_BLOCK_A	ydaraishy	Y+D_ADDR+AR+A_ADDR+LOCAL_CHAR_I+SH+Y	1	7	7	KNOWN_ATOMS_NEW_PACKAGE_COMPOSITION	NONE	NONE	LOCAL_CHAR_I+SH	POSTEN · HIER · AUSGANG · HIER · VARIANTE · HALTEN · POSTEN	KEEP_BROAD_DEFAULT__LOCAL_EXPANSION_FROM_OWNER
AR	AUSGANG	G407-E0047	47	f1r	SOURCE_SECTION_T	f1r.7	G404-S002	F1R_TEXT_BLOCK_B	odar	O+D_ADDR+AR	1	3	3	EXACT_SURFACE_FROM_OTHER_PAGE	f75r	f17r|f72r|f75r	NONE	AUSFÜHRUNG · HIER · AUSGANG	KEEP_BROAD_DEFAULT__LOCAL_EXPANSION_FROM_OWNER
SH	HALTEN	G407-E0048	48	f1r	SOURCE_SECTION_T	f1r.7	G404-S002	F1R_TEXT_BLOCK_B	shol	SH+OL	1	1	1	EXACT_SURFACE_FROM_OTHER_PAGE	f13r|f17r|f24v|f56r|f72r|f76r|f77r|f81r|f81v|f83r|f95v	f13r|f17r|f24v|f56r|f72r|f76r|f77r|f81r|f81v|f83r|f95v	NONE	HALTEN · FORTSETZEN	KEEP_BROAD_DEFAULT__LOCAL_EXPANSION_FROM_OWNER
OL	FORTSETZEN	G407-E0048	48	f1r	SOURCE_SECTION_T	f1r.7	G404-S002	F1R_TEXT_BLOCK_B	shol	SH+OL	1	2	2	EXACT_SURFACE_FROM_OTHER_PAGE	f13r|f17r|f24v|f56r|f72r|f76r|f77r|f81r|f81v|f83r|f95v	f13r|f17r|f24v|f56r|f72r|f76r|f77r|f81r|f81v|f83r|f95v	NONE	HALTEN · FORTSETZEN	KEEP_BROAD_DEFAULT__LOCAL_EXPANSION_FROM_OWNER
CH	NEHMEN	G407-E0049	49	f1r	SOURCE_SECTION_T	f1r.7	G404-S002	F1R_TEXT_BLOCK_B	cphoy	CH+P+O+Y	1	1	1	ALL_ADJACENT_PACKAGES_FROM_OTHER_PAGES	NONE	NONE	NONE	NEHMEN · EINSETZEN · AUSFÜHRUNG · POSTEN	KEEP_BROAD_DEFAULT__LOCAL_EXPANSION_FROM_OWNER
P	EINSETZEN	G407-E0049	49	f1r	SOURCE_SECTION_T	f1r.7	G404-S002	F1R_TEXT_BLOCK_B	cphoy	CH+P+O+Y	1	2	2	ALL_ADJACENT_PACKAGES_FROM_OTHER_PAGES	NONE	NONE	NONE	NEHMEN · EINSETZEN · AUSFÜHRUNG · POSTEN	KEEP_BROAD_DEFAULT__LOCAL_EXPANSION_FROM_OWNER
Y	POSTEN	G407-E0049	49	f1r	SOURCE_SECTION_T	f1r.7	G404-S002	F1R_TEXT_BLOCK_B	cphoy	CH+P+O+Y	1	4	4	ALL_ADJACENT_PACKAGES_FROM_OTHER_PAGES	NONE	NONE	NONE	NEHMEN · EINSETZEN · AUSFÜHRUNG · POSTEN	KEEP_BROAD_DEFAULT__LOCAL_EXPANSION_FROM_OWNER
Y	POSTEN	G407-E0050	50	f1r	SOURCE_SECTION_T	f1r.7	G404-S002	F1R_TEXT_BLOCK_B	oydar	O+Y+D_ADDR+AR	1	2	2	ALL_ADJACENT_PACKAGES_FROM_OTHER_PAGES	NONE	NONE	NONE	AUSFÜHRUNG · POSTEN · HIER · AUSGANG	KEEP_BROAD_DEFAULT__LOCAL_EXPANSION_FROM_OWNER
AR	AUSGANG	G407-E0050	50	f1r	SOURCE_SECTION_T	f1r.7	G404-S002	F1R_TEXT_BLOCK_B	oydar	O+Y+D_ADDR+AR	1	4	4	ALL_ADJACENT_PACKAGES_FROM_OTHER_PAGES	NONE	NONE	NONE	AUSFÜHRUNG · POSTEN · HIER · AUSGANG	KEEP_BROAD_DEFAULT__LOCAL_EXPANSION_FROM_OWNER
SH	HALTEN	G407-E0051	51	f1r	SOURCE_SECTION_T	f1r.7	G404-S002	F1R_TEXT_BLOCK_B	sh	SH	1	1	1	EXACT_SURFACE_FROM_OTHER_PAGE	f24v|f56r|f77r	f24v|f56r|f77r	NONE	HALTEN	KEEP_BROAD_DEFAULT__LOCAL_EXPANSION_FROM_OWNER
S	WÄHLEN	G407-E0052	52	f1r	SOURCE_SECTION_T	f1r.7	G404-S002	F1R_TEXT_BLOCK_B	s	S	1	1	1	EXACT_SURFACE_FROM_OTHER_PAGE	f11r|f13r|f55v|f56r|f67r2|f72r|f75r|f76r|f77r|f81v|f82r|f83r|f88r|f88v|f89r|f95v	f11r|f13r|f55v|f56r|f67r2|f72r|f75r|f76r|f77r|f81v|f82r|f83r|f88r|f88v|f89r|f95v	NONE	WÄHLEN	KEEP_BROAD_DEFAULT__LOCAL_EXPANSION_FROM_OWNER
CH	NEHMEN	G407-E0053	53	f1r	SOURCE_SECTION_T	f1r.7	G404-S002	F1R_TEXT_BLOCK_B	cfhoaiin	CH+LOCAL_CHAR_F+O+AIIN	1	1	1	ALL_ADJACENT_PACKAGES_FROM_OTHER_PAGES	NONE	NONE	NONE	NEHMEN · HIER · AUSFÜHRUNG · WERT	KEEP_BROAD_DEFAULT__LOCAL_EXPANSION_FROM_OWNER
AIIN	WERT	G407-E0053	53	f1r	SOURCE_SECTION_T	f1r.7	G404-S002	F1R_TEXT_BLOCK_B	cfhoaiin	CH+LOCAL_CHAR_F+O+AIIN	1	4	4	ALL_ADJACENT_PACKAGES_FROM_OTHER_PAGES	NONE	NONE	NONE	NEHMEN · HIER · AUSFÜHRUNG · WERT	KEEP_BROAD_DEFAULT__LOCAL_EXPANSION_FROM_OWNER
SH	HALTEN	G407-E0054	54	f1r	SOURCE_SECTION_T	f1r.7	G404-S002	F1R_TEXT_BLOCK_B	shodary	SH+O+D_ADDR+AR+Y	1	1	1	ALL_ADJACENT_PACKAGES_FROM_OTHER_PAGES	NONE	NONE	NONE	HALTEN · AUSFÜHRUNG · HIER · AUSGANG · POSTEN	KEEP_BROAD_DEFAULT__LOCAL_EXPANSION_FROM_OWNER
AR	AUSGANG	G407-E0054	54	f1r	SOURCE_SECTION_T	f1r.7	G404-S002	F1R_TEXT_BLOCK_B	shodary	SH+O+D_ADDR+AR+Y	1	4	4	ALL_ADJACENT_PACKAGES_FROM_OTHER_PAGES	NONE	NONE	NONE	HALTEN · AUSFÜHRUNG · HIER · AUSGANG · POSTEN	KEEP_BROAD_DEFAULT__LOCAL_EXPANSION_FROM_OWNER
Y	POSTEN	G407-E0054	54	f1r	SOURCE_SECTION_T	f1r.7	G404-S002	F1R_TEXT_BLOCK_B	shodary	SH+O+D_ADDR+AR+Y	1	5	5	ALL_ADJACENT_PACKAGES_FROM_OTHER_PAGES	NONE	NONE	NONE	HALTEN · AUSFÜHRUNG · HIER · AUSGANG · POSTEN	KEEP_BROAD_DEFAULT__LOCAL_EXPANSION_FROM_OWNER
Y	POSTEN	G407-E0055	55	f1r	SOURCE_SECTION_T	f1r.8	G404-S002	F1R_TEXT_BLOCK_B	yshey	Y+SH+E+Y	1	1	1	EXACT_SURFACE_FROM_OTHER_PAGE	f67r2|f76r|f81v	f67r2|f76r|f81v	NONE	POSTEN · HALTEN · GRAD I · POSTEN	KEEP_BROAD_DEFAULT__LOCAL_EXPANSION_FROM_OWNER
SH	HALTEN	G407-E0055	55	f1r	SOURCE_SECTION_T	f1r.8	G404-S002	F1R_TEXT_BLOCK_B	yshey	Y+SH+E+Y	1	2	2	EXACT_SURFACE_FROM_OTHER_PAGE	f67r2|f76r|f81v	f67r2|f76r|f81v	NONE	POSTEN · HALTEN · GRAD I · POSTEN	KEEP_BROAD_DEFAULT__LOCAL_EXPANSION_FROM_OWNER
Y	POSTEN	G407-E0055	55	f1r	SOURCE_SECTION_T	f1r.8	G404-S002	F1R_TEXT_BLOCK_B	yshey	Y+SH+E+Y	1	4	4	EXACT_SURFACE_FROM_OTHER_PAGE	f67r2|f76r|f81v	f67r2|f76r|f81v	NONE	POSTEN · HALTEN · GRAD I · POSTEN	KEEP_BROAD_DEFAULT__LOCAL_EXPANSION_FROM_OWNER
SH	HALTEN	G407-E0056	56	f1r	SOURCE_SECTION_T	f1r.8	G404-S002	F1R_TEXT_BLOCK_B	shody	SH+O+DY	1	1	1	EXACT_SURFACE_FROM_OTHER_PAGE	f77r|f89r|f95v	f77r|f89r|f95v	NONE	HALTEN · AUSFÜHRUNG · SCHLUSS	KEEP_BROAD_DEFAULT__LOCAL_EXPANSION_FROM_OWNER
OK	SETZEN	G407-E0057	57	f1r	SOURCE_SECTION_T	f1r.8	G404-S003	F1R_TEXT_BLOCK_B	okchoy	OK+CH+O+Y	1	1	1	ALL_ADJACENT_PACKAGES_FROM_OTHER_PAGES	NONE	NONE	NONE	SETZEN · NEHMEN · AUSFÜHRUNG · POSTEN	KEEP_BROAD_DEFAULT__LOCAL_EXPANSION_FROM_OWNER
CH	NEHMEN	G407-E0057	57	f1r	SOURCE_SECTION_T	f1r.8	G404-S003	F1R_TEXT_BLOCK_B	okchoy	OK+CH+O+Y	1	2	2	ALL_ADJACENT_PACKAGES_FROM_OTHER_PAGES	NONE	NONE	NONE	SETZEN · NEHMEN · AUSFÜHRUNG · POSTEN	KEEP_BROAD_DEFAULT__LOCAL_EXPANSION_FROM_OWNER
Y	POSTEN	G407-E0057	57	f1r	SOURCE_SECTION_T	f1r.8	G404-S003	F1R_TEXT_BLOCK_B	okchoy	OK+CH+O+Y	1	4	4	ALL_ADJACENT_PACKAGES_FROM_OTHER_PAGES	NONE	NONE	NONE	SETZEN · NEHMEN · AUSFÜHRUNG · POSTEN	KEEP_BROAD_DEFAULT__LOCAL_EXPANSION_FROM_OWNER
OT	DANACH	G407-E0058	58	f1r	SOURCE_SECTION_T	f1r.8	G404-S003	F1R_TEXT_BLOCK_B	otchol	OT+CH+OL	1	1	1	EXACT_SURFACE_FROM_OTHER_PAGE	f13r|f17r|f24v|f88r|f89r	f10r|f13r|f17r|f24v|f88r|f89r	NONE	DANACH · NEHMEN · FORTSETZEN	KEEP_BROAD_DEFAULT__LOCAL_EXPANSION_FROM_OWNER
CH	NEHMEN	G407-E0058	58	f1r	SOURCE_SECTION_T	f1r.8	G404-S003	F1R_TEXT_BLOCK_B	otchol	OT+CH+OL	1	2	2	EXACT_SURFACE_FROM_OTHER_PAGE	f13r|f17r|f24v|f88r|f89r	f10r|f13r|f17r|f24v|f88r|f89r	NONE	DANACH · NEHMEN · FORTSETZEN	KEEP_BROAD_DEFAULT__LOCAL_EXPANSION_FROM_OWNER
OL	FORTSETZEN	G407-E0058	58	f1r	SOURCE_SECTION_T	f1r.8	G404-S003	F1R_TEXT_BLOCK_B	otchol	OT+CH+OL	1	3	3	EXACT_SURFACE_FROM_OTHER_PAGE	f13r|f17r|f24v|f88r|f89r	f10r|f13r|f17r|f24v|f88r|f89r	NONE	DANACH · NEHMEN · FORTSETZEN	KEEP_BROAD_DEFAULT__LOCAL_EXPANSION_FROM_OWNER
CH	NEHMEN	G407-E0059	59	f1r	SOURCE_SECTION_T	f1r.8	G404-S003	F1R_TEXT_BLOCK_B	chocthy	CH+O+CH+T+Y	1	1	1	EXACT_SURFACE_FROM_OTHER_PAGE	f10r	f10r	NONE	NEHMEN · AUSFÜHRUNG · NEHMEN · EINSTELLEN · POSTEN	KEEP_BROAD_DEFAULT__LOCAL_EXPANSION_FROM_OWNER
CH	NEHMEN	G407-E0059	59	f1r	SOURCE_SECTION_T	f1r.8	G404-S003	F1R_TEXT_BLOCK_B	chocthy	CH+O+CH+T+Y	1	3	3	EXACT_SURFACE_FROM_OTHER_PAGE	f10r	f10r	NONE	NEHMEN · AUSFÜHRUNG · NEHMEN · EINSTELLEN · POSTEN	KEEP_BROAD_DEFAULT__LOCAL_EXPANSION_FROM_OWNER
T	EINSTELLEN	G407-E0059	59	f1r	SOURCE_SECTION_T	f1r.8	G404-S003	F1R_TEXT_BLOCK_B	chocthy	CH+O+CH+T+Y	1	4	4	EXACT_SURFACE_FROM_OTHER_PAGE	f10r	f10r	NONE	NEHMEN · AUSFÜHRUNG · NEHMEN · EINSTELLEN · POSTEN	KEEP_BROAD_DEFAULT__LOCAL_EXPANSION_FROM_OWNER
Y	POSTEN	G407-E0059	59	f1r	SOURCE_SECTION_T	f1r.8	G404-S003	F1R_TEXT_BLOCK_B	chocthy	CH+O+CH+T+Y	1	5	5	EXACT_SURFACE_FROM_OTHER_PAGE	f10r	f10r	NONE	NEHMEN · AUSFÜHRUNG · NEHMEN · EINSTELLEN · POSTEN	KEEP_BROAD_DEFAULT__LOCAL_EXPANSION_FROM_OWNER
Y	POSTEN	G407-E0061	61	f1r	SOURCE_SECTION_T	f1r.8	G404-S003	F1R_TEXT_BLOCK_B	chy	Y	1	1	1	EXACT_SURFACE_FROM_OTHER_PAGE	f10r|f11r|f17r|f56r|f72r|f75r|f76r|f77r|f81v|f88r|f89r|f95v	f10r|f11r|f13r|f17r|f18r|f24v|f55v|f56r|f67r2|f71v|f72r|f75r|f76r|f77r|f81r|f81v|f82r|f83r|f88r|f88v|f89r|f95v	NONE	POSTEN	KEEP_BROAD_DEFAULT__LOCAL_EXPANSION_FROM_OWNER
