surface	occurrence_count	physical_pages	truth_recipe	revised_working_recipe	gdt528_rank	gdt528_revised_rank	gdt528_top1	gdt529_rank	gdt529_revised_rank	gdt529_top1	gdt529_top5	truth_gdt528_score	truth_square_feature	truth_gdt529_score	truth_square_trace	top1_gdt528_score	top1_square_feature	top1_gdt529_score	top1_square_trace	top1_alignment_trace	decision_change_class	working_policy	gdt530_working_recipe	gdt530_working_rank	gdt530_literal_reading_de	gdt530_short_phrase_de	gdt530_evidence	gdt530_policy	gdt531_working_recipe	gdt531_working_rank	gdt531_literal_reading_de	gdt531_short_phrase_de	gdt531_evidence	gdt531_policy
psheody	1	f66r	P+SH+E+O+D_ADDR+Y	P+SH+E+O+D_ADDR+Y	1	1	P+SH+E+O+D_ADDR+Y	1	1	P+SH+E+O+D_ADDR+Y	P+SH+E+O+D_ADDR+Y | P+SH+E+O+DY | P+SH+E+O+Y | P+E+O+DY | P+SH+E+O+D_ADDR+DY	4.633859009	0.000000000	4.633859009	NO_TERMINAL_M	4.633859009	0.000000000	4.633859009	NO_TERMINAL_M	p=>p~P@edit0+alias0.000 | sh=>sh~SH@edit0+alias0.000 | e=>e~E@edit0+alias0.000 | o=>o~O@edit0+alias0.000 | d=>d~D_ADDR@edit0+alias0.000 | y=>y~Y@edit0+alias0.000	GDT528_CORRECT_PRESERVED	ACTION_SLOT_TRIAD_PLUS_NEAREST_TERMINAL_M_EDIT_SQUARE	P+SH+E+O+D_ADDR+Y	1	EINSETZEN · HALTEN · [E:STEUERUNG=GRAD I] · [O:STEUERUNG=AUSFÜHRUNG] · [D_ADDR:STEUERUNG=HIER] · POSTEN	INHERITED	NO_SELECTED_SUPERFORM_PEEL_REVISION	INHERIT_GDT529_WORKING_RECIPE	P+SH+E+O+D_ADDR+Y	1	EINSETZEN · HALTEN · [E:STEUERUNG=GRAD I] · [O:STEUERUNG=AUSFÜHRUNG] · [D_ADDR:STEUERUNG=HIER] · POSTEN	INHERITED	NO_SELECTED_ATOMIC_BLOCK_PEEL_REVISION	INHERIT_GDT530_WORKING_RECIPE
pydaiin	1	f4r	P+Y+D_ADDR+AIIN	P+Y+D_ADDR+AIIN	1	1	P+Y+D_ADDR+AIIN	1	1	P+Y+D_ADDR+AIIN	P+Y+D_ADDR+AIIN | P+Y+AIIN | P+Y+D_ADDR+IIN | P+Y+A_ADDR+AIIN | P+Y+DA+AIIN	3.404179395	0.000000000	3.404179395	NO_TERMINAL_M	3.404179395	0.000000000	3.404179395	NO_TERMINAL_M	p=>p~P@edit0+alias0.000 | y=>y~Y@edit0+alias0.000 | d=>d~D_ADDR@edit0+alias0.000 | aiin=>aiin~AIIN@edit0+alias0.000	GDT528_CORRECT_PRESERVED	ACTION_SLOT_TRIAD_PLUS_NEAREST_TERMINAL_M_EDIT_SQUARE	P+Y+D_ADDR+AIIN	1	EINSETZEN · POSTEN · [D_ADDR:STEUERUNG=HIER] · WERT	INHERITED	NO_SELECTED_SUPERFORM_PEEL_REVISION	INHERIT_GDT529_WORKING_RECIPE	P+Y+D_ADDR+AIIN	1	EINSETZEN · POSTEN · [D_ADDR:STEUERUNG=HIER] · WERT	INHERITED	NO_SELECTED_ATOMIC_BLOCK_PEEL_REVISION	INHERIT_GDT530_WORKING_RECIPE
qef	1	f31r	E+LOCAL_CHAR_F	E+LOCAL_CHAR_F	2	2	CARRIER_Q+E+LOCAL_CHAR_F	2	2	CARRIER_Q+E+LOCAL_CHAR_F	CARRIER_Q+E+LOCAL_CHAR_F | E+LOCAL_CHAR_F | CARRIER_Q+D_ADDR | CARRIER_Q+CH+E+LOCAL_CHAR_F	6.500320762	0.000000000	6.500320762	NO_TERMINAL_M	4.222664372	0.000000000	4.222664372	NO_TERMINAL_M	q=>q~CARRIER_Q@edit0+alias0.000 | e=>e~E@edit0+alias0.000 | f=>f~LOCAL_CHAR_F@edit0+alias0.000	GDT528_ERROR_UNCHANGED	ACTION_SLOT_TRIAD_PLUS_NEAREST_TERMINAL_M_EDIT_SQUARE	E+LOCAL_CHAR_F	2	[E:STEUERUNG=GRAD I] · [LOCAL_CHAR_F:STEUERUNG=HIER]	INHERITED	NO_SELECTED_SUPERFORM_PEEL_REVISION	INHERIT_GDT529_WORKING_RECIPE	E+LOCAL_CHAR_F	2	[E:STEUERUNG=GRAD I] · [LOCAL_CHAR_F:STEUERUNG=HIER]	INHERITED	NO_SELECTED_ATOMIC_BLOCK_PEEL_REVISION	INHERIT_GDT530_WORKING_RECIPE
qocthedy	1	f66r	CARRIER_Q+O+CH+T+E+Y	CARRIER_Q+O+CH+T+E+Y	1	1	CARRIER_Q+O+CH+T+E+Y	1	1	CARRIER_Q+O+CH+T+E+Y	CARRIER_Q+O+CH+T+E+Y | CARRIER_Q+O+CH+T+E+DY | O+CH+T+E+DY | CARRIER_Q+O+CH+T+E+D_ADDR+Y | O+CH+T+E+D_ADDR+Y	7.602787574	0.000000000	4.954814717	NO_TERMINAL_M	7.602787574	0.000000000	4.954814717	NO_TERMINAL_M	q=>q~CARRIER_Q@edit0+alias0.000 | o=>o~O@edit0+alias0.000 | cth=>cth~CH+T@edit0+alias0.508 | e=>e~E@edit0+alias0.000 | dy=>y~Y@edit1+alias0.000	GDT528_CORRECT_PRESERVED	ACTION_SLOT_TRIAD_PLUS_NEAREST_TERMINAL_M_EDIT_SQUARE	CARRIER_Q+O+CH+T+E+Y	1	[CARRIER_Q:STEUERUNG=BEGINNMARKER] · [O:STEUERUNG=AUSFÜHRUNG] · NEHMEN · EINSTELLEN · [E:STEUERUNG=GRAD I] · POSTEN	INHERITED	NO_SELECTED_SUPERFORM_PEEL_REVISION	INHERIT_GDT529_WORKING_RECIPE	CARRIER_Q+O+CH+T+E+Y	1	[CARRIER_Q:STEUERUNG=BEGINNMARKER] · [O:STEUERUNG=AUSFÜHRUNG] · NEHMEN · EINSTELLEN · [E:STEUERUNG=GRAD I] · POSTEN	INHERITED	NO_SELECTED_ATOMIC_BLOCK_PEEL_REVISION	INHERIT_GDT530_WORKING_RECIPE
qoekedy	1	f31r	CARRIER_Q+O+E+K+E+DY	CARRIER_Q+O+E+K+E+DY	1	1	CARRIER_Q+O+E+K+E+DY	1	1	CARRIER_Q+O+E+K+E+DY	CARRIER_Q+O+E+K+E+DY | O+E+K+E+DY | CARRIER_Q+O+E+K+E+D_ADDR+Y | O+E+K+E+D_ADDR+Y | CARRIER_Q+O+E+K+E+Y	4.012847839	0.000000000	4.012847839	NO_TERMINAL_M	4.012847839	0.000000000	4.012847839	NO_TERMINAL_M	q=>q~CARRIER_Q@edit0+alias0.000 | o=>o~O@edit0+alias0.000 | e=>e~E@edit0+alias0.000 | k=>k~K@edit0+alias0.000 | e=>e~E@edit0+alias0.000 | dy=>dy~DY@edit0+alias0.000	GDT528_CORRECT_PRESERVED	ACTION_SLOT_TRIAD_PLUS_NEAREST_TERMINAL_M_EDIT_SQUARE	CARRIER_Q+O+E+K+E+DY	1	[CARRIER_Q:STEUERUNG=BEGINNMARKER] · [O:STEUERUNG=AUSFÜHRUNG] · [E:STEUERUNG=GRAD I] · GEBEN · [E:STEUERUNG=GRAD I] · [DY:STEUERUNG=SCHLUSS]	INHERITED	NO_SELECTED_SUPERFORM_PEEL_REVISION	INHERIT_GDT529_WORKING_RECIPE	CARRIER_Q+O+E+K+E+DY	1	[CARRIER_Q:STEUERUNG=BEGINNMARKER] · [O:STEUERUNG=AUSFÜHRUNG] · [E:STEUERUNG=GRAD I] · GEBEN · [E:STEUERUNG=GRAD I] · [DY:STEUERUNG=SCHLUSS]	INHERITED	NO_SELECTED_ATOMIC_BLOCK_PEEL_REVISION	INHERIT_GDT530_WORKING_RECIPE
qokaiir	1	f66r	OK+IIN+R	OK+IIN+R	1	1	OK+IIN+R	1	1	OK+IIN+R	OK+IIN+R | OK+AIIN+R | CARRIER_Q+OK+IIN+R | OK+A_ADDR+IIN+R | OK+LOCAL_CHAR_I+R	6.170661890	0.000000000	6.170661890	NO_TERMINAL_M	6.170661890	0.000000000	6.170661890	NO_TERMINAL_M	qok=>qok~OK@edit0+alias0.250 | aii=>iin~IIN@edit2+alias0.000 | r=>r~R@edit0+alias0.000	GDT528_CORRECT_PRESERVED	ACTION_SLOT_TRIAD_PLUS_NEAREST_TERMINAL_M_EDIT_SQUARE	OK+IIN+R	1	SETZEN · [IIN:STEUERUNG=STUFE] · MARKIEREN	INHERITED	NO_SELECTED_SUPERFORM_PEEL_REVISION	INHERIT_GDT529_WORKING_RECIPE	OK+IIN+R	1	SETZEN · [IIN:STEUERUNG=STUFE] · MARKIEREN	INHERITED	NO_SELECTED_ATOMIC_BLOCK_PEEL_REVISION	INHERIT_GDT530_WORKING_RECIPE
qokchey	1	f66r	OK+CH+E+Y	OK+CH+E+Y	1	1	OK+CH+E+Y	1	1	OK+CH+E+Y	OK+CH+E+Y | OK+Y | OK+E+Y | OK+LOCAL_C+E+Y | CARRIER_Q+OK+CH+E+Y	5.415081545	0.000000000	5.415081545	NO_TERMINAL_M	5.415081545	0.000000000	5.415081545	NO_TERMINAL_M	qok=>qok~OK@edit0+alias0.250 | ch=>ch~CH@edit0+alias0.000 | e=>e~E@edit0+alias0.000 | y=>y~Y@edit0+alias0.000	GDT528_CORRECT_PRESERVED	ACTION_SLOT_TRIAD_PLUS_NEAREST_TERMINAL_M_EDIT_SQUARE	OK+CH+E+Y	1	SETZEN · NEHMEN · [E:STEUERUNG=GRAD I] · POSTEN	INHERITED	NO_SELECTED_SUPERFORM_PEEL_REVISION	INHERIT_GDT529_WORKING_RECIPE	OK+CH+E+Y	1	SETZEN · NEHMEN · [E:STEUERUNG=GRAD I] · POSTEN	INHERITED	NO_SELECTED_ATOMIC_BLOCK_PEEL_REVISION	INHERIT_GDT530_WORKING_RECIPE
qokee	1	f31r	OK+EE	OK+EE	1	1	OK+EE	1	1	OK+EE	OK+EE | CARRIER_Q+OK+EE | OK+E+E | O+K+EE | OK+SH+EE	2.134237922	0.000000000	2.134237922	NO_TERMINAL_M	2.134237922	0.000000000	2.134237922	NO_TERMINAL_M	qokee=>qokee~OK+EE@edit0+alias0.250	GDT528_CORRECT_PRESERVED	ACTION_SLOT_TRIAD_PLUS_NEAREST_TERMINAL_M_EDIT_SQUARE	OK+EE	1	SETZEN · [EE:STEUERUNG=GRAD II]	INHERITED	NO_SELECTED_SUPERFORM_PEEL_REVISION	INHERIT_GDT529_WORKING_RECIPE	OK+EE	1	SETZEN · [EE:STEUERUNG=GRAD II]	INHERITED	NO_SELECTED_ATOMIC_BLOCK_PEEL_REVISION	INHERIT_GDT530_WORKING_RECIPE
qokeedar	1	f66r	OK+EE+D_ADDR+AR	OK+EE+D_ADDR+AR	1	1	OK+EE+D_ADDR+AR	1	1	OK+EE+D_ADDR+AR	OK+EE+D_ADDR+AR | OK+EE+AR | CARRIER_Q+OK+EE+D_ADDR+AR | OK+EE+DA+R | CARRIER_Q+OK+EE+AR	3.867433011	0.000000000	3.867433011	NO_TERMINAL_M	3.867433011	0.000000000	3.867433011	NO_TERMINAL_M	qokee=>qokee~OK+EE@edit0+alias0.250 | d=>d~D_ADDR@edit0+alias0.000 | ar=>ar~AR@edit0+alias0.000	GDT528_CORRECT_PRESERVED	ACTION_SLOT_TRIAD_PLUS_NEAREST_TERMINAL_M_EDIT_SQUARE	OK+EE+D_ADDR+AR	1	SETZEN · [EE:STEUERUNG=GRAD II] · [D_ADDR:STEUERUNG=HIER] · AUSGANG	INHERITED	NO_SELECTED_SUPERFORM_PEEL_REVISION	INHERIT_GDT529_WORKING_RECIPE	OK+EE+D_ADDR+AR	1	SETZEN · [EE:STEUERUNG=GRAD II] · [D_ADDR:STEUERUNG=HIER] · AUSGANG	INHERITED	NO_SELECTED_ATOMIC_BLOCK_PEEL_REVISION	INHERIT_GDT530_WORKING_RECIPE
qokees	2	f31r|f66r	OK+EE+S	OK+EE+S	1	1	OK+EE+S	1	1	OK+EE+S	OK+EE+S | OK+EE | CARRIER_Q+OK+EE+S | OK+EE+SH | CARRIER_Q+OK+EE	2.404932737	0.000000000	2.404932737	NO_TERMINAL_M	2.404932737	0.000000000	2.404932737	NO_TERMINAL_M	qokee=>qokee~OK+EE@edit0+alias0.250 | s=>s~S@edit0+alias0.000	GDT528_CORRECT_PRESERVED	ACTION_SLOT_TRIAD_PLUS_NEAREST_TERMINAL_M_EDIT_SQUARE	OK+EE+S	1	SETZEN · [EE:STEUERUNG=GRAD II] · WÄHLEN	INHERITED	NO_SELECTED_SUPERFORM_PEEL_REVISION	INHERIT_GDT529_WORKING_RECIPE	OK+EE+S	1	SETZEN · [EE:STEUERUNG=GRAD II] · WÄHLEN	INHERITED	NO_SELECTED_ATOMIC_BLOCK_PEEL_REVISION	INHERIT_GDT530_WORKING_RECIPE
qokshd	1	f66r	OK+SH+D_ADDR	OK+SH+D_ADDR	1	1	OK+SH+D_ADDR	1	1	OK+SH+D_ADDR	OK+SH+D_ADDR | CARRIER_Q+OK+SH+D_ADDR | OK+D_ADDR | OK+SH+SH+D_ADDR | OK+O+D_ADDR	3.205878466	0.000000000	3.205878466	NO_TERMINAL_M	3.205878466	0.000000000	3.205878466	NO_TERMINAL_M	qok=>qok~OK@edit0+alias0.250 | sh=>sh~SH@edit0+alias0.000 | d=>d~D_ADDR@edit0+alias0.000	GDT528_CORRECT_PRESERVED	ACTION_SLOT_TRIAD_PLUS_NEAREST_TERMINAL_M_EDIT_SQUARE	OK+SH+D_ADDR	1	SETZEN · HALTEN · [D_ADDR:STEUERUNG=HIER]	INHERITED	NO_SELECTED_SUPERFORM_PEEL_REVISION	INHERIT_GDT529_WORKING_RECIPE	OK+SH+D_ADDR	1	SETZEN · HALTEN · [D_ADDR:STEUERUNG=HIER]	INHERITED	NO_SELECTED_ATOMIC_BLOCK_PEEL_REVISION	INHERIT_GDT530_WORKING_RECIPE
qolsa	1	f66r	OL+S+A_ADDR	OL+S+A_ADDR	1	1	OL+S+A_ADDR	1	1	OL+S+A_ADDR	OL+S+A_ADDR | OL+S | OL+A_ADDR | CARRIER_Q+OL+S+A_ADDR | CARRIER_Q+OL+S	4.613307089	0.000000000	4.613307089	NO_TERMINAL_M	4.613307089	0.000000000	4.613307089	NO_TERMINAL_M	qol=>qol~OL@edit0+alias0.254 | s=>s~S@edit0+alias0.000 | a=>a~A_ADDR@edit0+alias0.000	GDT528_CORRECT_PRESERVED	ACTION_SLOT_TRIAD_PLUS_NEAREST_TERMINAL_M_EDIT_SQUARE	OL+S+A_ADDR	1	FORTSETZEN · WÄHLEN · [A_ADDR:STEUERUNG=HIER]	INHERITED	NO_SELECTED_SUPERFORM_PEEL_REVISION	INHERIT_GDT529_WORKING_RECIPE	OL+S+A_ADDR	1	FORTSETZEN · WÄHLEN · [A_ADDR:STEUERUNG=HIER]	INHERITED	NO_SELECTED_ATOMIC_BLOCK_PEEL_REVISION	INHERIT_GDT530_WORKING_RECIPE
qopaiin	1	f66r	CARRIER_Q+O+P+AIIN	CARRIER_Q+O+P+AIIN	1	1	CARRIER_Q+O+P+AIIN	1	1	CARRIER_Q+O+P+AIIN	CARRIER_Q+O+P+AIIN | O+P+AIIN | CARRIER_Q+O+P+A_ADDR+AIIN | CARRIER_Q+O+P+A_ADDR+IIN | O+P+E+AIIN	3.391835090	0.000000000	3.391835090	NO_TERMINAL_M	3.391835090	0.000000000	3.391835090	NO_TERMINAL_M	q=>q~CARRIER_Q@edit0+alias0.000 | o=>o~O@edit0+alias0.000 | p=>p~P@edit0+alias0.000 | aiin=>aiin~AIIN@edit0+alias0.000	GDT528_CORRECT_PRESERVED	ACTION_SLOT_TRIAD_PLUS_NEAREST_TERMINAL_M_EDIT_SQUARE	CARRIER_Q+O+P+AIIN	1	[CARRIER_Q:STEUERUNG=BEGINNMARKER] · [O:STEUERUNG=AUSFÜHRUNG] · EINSETZEN · WERT	INHERITED	NO_SELECTED_SUPERFORM_PEEL_REVISION	INHERIT_GDT529_WORKING_RECIPE	CARRIER_Q+O+P+AIIN	1	[CARRIER_Q:STEUERUNG=BEGINNMARKER] · [O:STEUERUNG=AUSFÜHRUNG] · EINSETZEN · WERT	INHERITED	NO_SELECTED_ATOMIC_BLOCK_PEEL_REVISION	INHERIT_GDT530_WORKING_RECIPE
qotchoiin	1	f4r	OT+CH+O+IIN	OT+CH+O+IIN	1	1	OT+CH+O+IIN	1	1	OT+CH+O+IIN	OT+CH+O+IIN | OT+O+IIN | CARRIER_Q+OT+CH+O+IIN | OT+LOCAL_C+O+IIN | OT+CH+O+AIIN	4.347497192	0.000000000	4.347497192	NO_TERMINAL_M	4.347497192	0.000000000	4.347497192	NO_TERMINAL_M	qot=>qot~OT@edit0+alias0.253 | ch=>ch~CH@edit0+alias0.000 | o=>o~O@edit0+alias0.000 | iin=>iin~IIN@edit0+alias0.000	GDT528_CORRECT_PRESERVED	ACTION_SLOT_TRIAD_PLUS_NEAREST_TERMINAL_M_EDIT_SQUARE	OT+CH+O+IIN	1	DANACH · NEHMEN · [O:STEUERUNG=AUSFÜHRUNG] · [IIN:STEUERUNG=STUFE]	INHERITED	NO_SELECTED_SUPERFORM_PEEL_REVISION	INHERIT_GDT529_WORKING_RECIPE	OT+CH+O+IIN	1	DANACH · NEHMEN · [O:STEUERUNG=AUSFÜHRUNG] · [IIN:STEUERUNG=STUFE]	INHERITED	NO_SELECTED_ATOMIC_BLOCK_PEEL_REVISION	INHERIT_GDT530_WORKING_RECIPE
qotedal	1	f66r	OT+E+AL	OT+E+AL	1	1	OT+E+AL	1	1	OT+E+AL	OT+E+AL | OT+E+D_ADDR+AL | OT+AL | CARRIER_Q+OT+E+AL | CARRIER_Q+OT+E+D_ADDR+AL	4.462661087	0.000000000	4.462661087	NO_TERMINAL_M	4.462661087	0.000000000	4.462661087	NO_TERMINAL_M	qot=>qot~OT@edit0+alias0.253 | e=>e~E@edit0+alias0.000 | dal=>dal~AL@edit0+alias0.273	GDT528_CORRECT_PRESERVED	ACTION_SLOT_TRIAD_PLUS_NEAREST_TERMINAL_M_EDIT_SQUARE	OT+E+AL	1	DANACH · [E:STEUERUNG=GRAD I] · ZIELORT	INHERITED	NO_SELECTED_SUPERFORM_PEEL_REVISION	INHERIT_GDT529_WORKING_RECIPE	OT+E+AL	1	DANACH · [E:STEUERUNG=GRAD I] · ZIELORT	INHERITED	NO_SELECTED_ATOMIC_BLOCK_PEEL_REVISION	INHERIT_GDT530_WORKING_RECIPE
qoteeod	1	f66r	OT+EE+O+D_ADDR	OT+EE+O+D_ADDR	1	1	OT+EE+O+D_ADDR	1	1	OT+EE+O+D_ADDR	OT+EE+O+D_ADDR | CARRIER_Q+OT+EE+O+D_ADDR | OT+EE+S+O+D_ADDR | OT+E+E+O+D_ADDR | O+OT+EE+D_ADDR	2.957232895	0.000000000	2.957232895	NO_TERMINAL_M	2.957232895	0.000000000	2.957232895	NO_TERMINAL_M	qot=>qot~OT@edit0+alias0.253 | ee=>ee~EE@edit0+alias0.000 | o=>o~O@edit0+alias0.000 | d=>d~D_ADDR@edit0+alias0.000	GDT528_CORRECT_PRESERVED	ACTION_SLOT_TRIAD_PLUS_NEAREST_TERMINAL_M_EDIT_SQUARE	OT+EE+O+D_ADDR	1	DANACH · [EE:STEUERUNG=GRAD II] · [O:STEUERUNG=AUSFÜHRUNG] · [D_ADDR:STEUERUNG=HIER]	INHERITED	NO_SELECTED_SUPERFORM_PEEL_REVISION	INHERIT_GDT529_WORKING_RECIPE	OT+EE+O+D_ADDR	1	DANACH · [EE:STEUERUNG=GRAD II] · [O:STEUERUNG=AUSFÜHRUNG] · [D_ADDR:STEUERUNG=HIER]	INHERITED	NO_SELECTED_ATOMIC_BLOCK_PEEL_REVISION	INHERIT_GDT530_WORKING_RECIPE
qoteoly	1	f66r	OT+E+OL+Y	OT+E+OL+Y	1	1	OT+E+OL+Y	1	1	OT+E+OL+Y	OT+E+OL+Y | CARRIER_Q+OT+E+OL+Y | OT+E+O+L+Y | OT+E+D_ADDR+OL+Y | O+E+OL+Y	2.743607755	0.000000000	2.743607755	NO_TERMINAL_M	2.743607755	0.000000000	2.743607755	NO_TERMINAL_M	qot=>qot~OT@edit0+alias0.253 | e=>e~E@edit0+alias0.000 | ol=>ol~OL@edit0+alias0.000 | y=>y~Y@edit0+alias0.000	GDT528_CORRECT_PRESERVED	ACTION_SLOT_TRIAD_PLUS_NEAREST_TERMINAL_M_EDIT_SQUARE	OT+E+OL+Y	1	DANACH · [E:STEUERUNG=GRAD I] · FORTSETZEN · POSTEN	INHERITED	NO_SELECTED_SUPERFORM_PEEL_REVISION	INHERIT_GDT529_WORKING_RECIPE	OT+E+OL+Y	1	DANACH · [E:STEUERUNG=GRAD I] · FORTSETZEN · POSTEN	INHERITED	NO_SELECTED_ATOMIC_BLOCK_PEEL_REVISION	INHERIT_GDT530_WORKING_RECIPE
qotesy	1	f66r	OT+E+S+Y	OT+E+S+Y	1	1	OT+E+S+Y	1	1	OT+E+S+Y	OT+E+S+Y | OT+E+Y | CARRIER_Q+OT+E+S+Y | OT+E+D_ADDR+Y | CARRIER_Q+OT+E+Y	1.450378556	0.000000000	1.450378556	NO_TERMINAL_M	1.450378556	0.000000000	1.450378556	NO_TERMINAL_M	qot=>qot~OT@edit0+alias0.253 | e=>e~E@edit0+alias0.000 | s=>s~S@edit0+alias0.000 | y=>y~Y@edit0+alias0.000	GDT528_CORRECT_PRESERVED	ACTION_SLOT_TRIAD_PLUS_NEAREST_TERMINAL_M_EDIT_SQUARE	OT+E+S+Y	1	DANACH · [E:STEUERUNG=GRAD I] · WÄHLEN · POSTEN	INHERITED	NO_SELECTED_SUPERFORM_PEEL_REVISION	INHERIT_GDT529_WORKING_RECIPE	OT+E+S+Y	1	DANACH · [E:STEUERUNG=GRAD I] · WÄHLEN · POSTEN	INHERITED	NO_SELECTED_ATOMIC_BLOCK_PEEL_REVISION	INHERIT_GDT530_WORKING_RECIPE
rals	1	f66r	R+AL+S	R+AL+S	1	1	R+AL+S	1	1	R+AL+S	R+AL+S | R+A_ADDR+L | R+AL+SH | AR+AL+S | R+A_ADDR+L+S	3.873455058	0.000000000	2.945104578	NO_TERMINAL_M	3.873455058	0.000000000	2.945104578	NO_TERMINAL_M	r=>r~R@edit0+alias0.000 | al=>al~AL@edit0+alias0.000 | s=>s~S@edit0+alias0.000	GDT528_CORRECT_PRESERVED	ACTION_SLOT_TRIAD_PLUS_NEAREST_TERMINAL_M_EDIT_SQUARE	R+AL+S	1	MARKIEREN · ZIELORT · WÄHLEN	INHERITED	NO_SELECTED_SUPERFORM_PEEL_REVISION	INHERIT_GDT529_WORKING_RECIPE	R+AL+S	1	MARKIEREN · ZIELORT · WÄHLEN	INHERITED	NO_SELECTED_ATOMIC_BLOCK_PEEL_REVISION	INHERIT_GDT530_WORKING_RECIPE
raral	1	f66r	R+AR+AL	R+AR+AL	1	1	R+AR+AL	1	1	R+AR+AL	R+AR+AL | AR+R+AL | R+D_ADDR+AR+AL | R+A_ADDR+R+AL | AR+AR+AL	3.621680494	0.000000000	3.621680494	NO_TERMINAL_M	3.621680494	0.000000000	3.621680494	NO_TERMINAL_M	r=>r~R@edit0+alias0.000 | ar=>ar~AR@edit0+alias0.000 | al=>al~AL@edit0+alias0.000	GDT528_CORRECT_PRESERVED	ACTION_SLOT_TRIAD_PLUS_NEAREST_TERMINAL_M_EDIT_SQUARE	R+AR+AL	1	MARKIEREN · AUSGANG · ZIELORT	INHERITED	NO_SELECTED_SUPERFORM_PEEL_REVISION	INHERIT_GDT529_WORKING_RECIPE	R+AR+AL	1	MARKIEREN · AUSGANG · ZIELORT	INHERITED	NO_SELECTED_ATOMIC_BLOCK_PEEL_REVISION	INHERIT_GDT530_WORKING_RECIPE
rary	1	f66r	R+AR+Y	R+AR+Y	1	1	R+AR+Y	1	1	R+AR+Y	R+AR+Y | AR+R+Y | AR+AR+Y | R+D_ADDR+AR+Y | R+A_ADDR+R+Y	3.172556463	0.000000000	3.172556463	NO_TERMINAL_M	3.172556463	0.000000000	3.172556463	NO_TERMINAL_M	r=>r~R@edit0+alias0.000 | ar=>ar~AR@edit0+alias0.000 | y=>y~Y@edit0+alias0.000	GDT528_CORRECT_PRESERVED	ACTION_SLOT_TRIAD_PLUS_NEAREST_TERMINAL_M_EDIT_SQUARE	R+AR+Y	1	MARKIEREN · AUSGANG · POSTEN	INHERITED	NO_SELECTED_SUPERFORM_PEEL_REVISION	INHERIT_GDT529_WORKING_RECIPE	R+AR+Y	1	MARKIEREN · AUSGANG · POSTEN	INHERITED	NO_SELECTED_ATOMIC_BLOCK_PEEL_REVISION	INHERIT_GDT530_WORKING_RECIPE
rotaiin	1	f66r	R+OT+AIIN	R+OT+AIIN	1	1	R+OT+AIIN	1	1	R+OT+AIIN	R+OT+AIIN | R+OT+IIN | AR+OT+AIIN | R+OT+AIN | R+O+T+AIIN	3.209997235	0.000000000	3.209997235	NO_TERMINAL_M	3.209997235	0.000000000	3.209997235	NO_TERMINAL_M	r=>r~R@edit0+alias0.000 | ot=>ot~OT@edit0+alias0.000 | aiin=>aiin~AIIN@edit0+alias0.000	GDT528_CORRECT_PRESERVED	ACTION_SLOT_TRIAD_PLUS_NEAREST_TERMINAL_M_EDIT_SQUARE	R+OT+AIIN	1	MARKIEREN · DANACH · WERT	INHERITED	NO_SELECTED_SUPERFORM_PEEL_REVISION	INHERIT_GDT529_WORKING_RECIPE	R+OT+AIIN	1	MARKIEREN · DANACH · WERT	INHERITED	NO_SELECTED_ATOMIC_BLOCK_PEEL_REVISION	INHERIT_GDT530_WORKING_RECIPE
saiis	1	f31r	S+IIN+S	S+IIN+S	3	3	S+A_ADDR+IIN+S	3	3	S+A_ADDR+IIN+S	S+A_ADDR+IIN+S | S+AIIN+S | S+IIN+S | S+LOCAL_CHAR_I+S | S+A_ADDR+LOCAL_CHAR_I+S	7.398819307	0.000000000	7.398819307	NO_TERMINAL_M	6.744438423	0.000000000	6.744438423	NO_TERMINAL_M	s=>s~S@edit0+alias0.000 | a=>a~A_ADDR@edit0+alias0.000 | ii=>in~IIN@edit1+alias0.534 | s=>s~S@edit0+alias0.000	GDT528_ERROR_UNCHANGED	ACTION_SLOT_TRIAD_PLUS_NEAREST_TERMINAL_M_EDIT_SQUARE	S+IIN+S	3	WÄHLEN · [IIN:STEUERUNG=STUFE] · WÄHLEN	INHERITED	NO_SELECTED_SUPERFORM_PEEL_REVISION	INHERIT_GDT529_WORKING_RECIPE	S+A_ADDR+IIN+S	1	WÄHLEN · HIER · STUFE · WÄHLEN	Wählen; hier die Stufe wählen.	saiisol=S+A_ADDR+IIN+S+OL; peel terminal ol/OL; old right ol/OL signature 29/33	GDT531_ATOMIC_RENDERER_BLOCK_SUPERFORM_PEEL
