global_group_serial	source_kind	register	unit_id	page	local_serial	locus	field_or_address	statement_or_station	exact_identity	surface_display_only	formal_control	mnemonic_or_status	structural_status	iatromedical_content_class	IATROMEDICAL_SIMPLE_BATH_ELECTION	practical_content_class	PRACTICAL_MATERIAL_PROCESS_SCHEDULE	content_preference	content_status	roundtrip_status
58	PROSE_EXACT_CARD	HERBAL	H4	f55v	58	f55v.5	F010	H4-S001	403c1592f918c8f23b88	ykain	NONE	UNKNOWN_EXEMPLAR	UNPARSED_EXEMPLAR	SIMPLE	[IMAGE:breite Bärlauchblätter] [GENRE:zerstoße sie]	MATERIAL	bemessene Portion Blätter, zerstoße sie,	COEQUAL	BOTH_RECORD_LOCAL_EXEMPLARS; NOT_CARD_VALUES	PASS_EXACT_PROSE_ID_AND_CONTEXT
59	PROSE_EXACT_CARD	HERBAL	H4	f55v	59	f55v.5	F010	H4-S001	d929a14ec45749b2e805	ykan	NONE	UNKNOWN_EXEMPLAR	UNPARSED_EXEMPLAR	SIMPLE	[GENRE:füge Weißwein hinzu]	MATERIAL	füge Weißwein und Wasser hinzu,	COEQUAL	BOTH_RECORD_LOCAL_EXEMPLARS; NOT_CARD_VALUES	PASS_EXACT_PROSE_ID_AND_CONTEXT
60	PROSE_EXACT_CARD	HERBAL	H4	f55v	60	f55v.5	F010	H4-S001	97cc9ac109148723c472	ody	NONE	UNKNOWN_EXEMPLAR	UNPARSED_EXEMPLAR	SIMPLE	[FORMAL:CLOSE; keine Wortbedeutung] [GENRE:verschließe das Gefäß und lasse es kühl stehen]	MATERIAL	verschließe den Topf und lasse ihn	COEQUAL	BOTH_RECORD_LOCAL_EXEMPLARS; NOT_CARD_VALUES	PASS_EXACT_PROSE_ID_AND_CONTEXT
61	PROSE_EXACT_CARD	HERBAL	H4	f55v	61	f55v.5	F011	H4-S002	2f1c5e56e8f0ff459065	daiin	VORGABEPARAMETER?	MASS?	UNIQUE_CONVERGENT_CHANNELS	SIMPLE	[CARD:MASS?] [FORMAL:VORGABEPARAMETER?; keine Wortbedeutung] [EXEMPLAR:miss eine Portion des Ansatzes ab]	MATERIAL	kühl stehen. Wringe den Ansatz	COEQUAL	BOTH_RECORD_LOCAL_EXEMPLARS; NOT_CARD_VALUES	PASS_EXACT_PROSE_ID_AND_CONTEXT
62	PROSE_EXACT_CARD	HERBAL	H4	f55v	62	f55v.5	F011	H4-S002	6f7ff8287eddf4da9fdb	chedy	NONE	UNKNOWN_EXEMPLAR	UNPARSED_EXEMPLAR	SIMPLE	[GENRE:wringe sie durch Leinwand und lasse sie klar absetzen]	MATERIAL	durch Leinwand, lasse Trub absitzen	COEQUAL	BOTH_RECORD_LOCAL_EXEMPLARS; NOT_CARD_VALUES	PASS_EXACT_PROSE_ID_AND_CONTEXT
63	PROSE_EXACT_CARD	HERBAL	H4	f55v	63	f55v.5	F011	H4-S002	e026af581c99322fbd46	talam	NONE	UNKNOWN_EXEMPLAR	UNPARSED_EXEMPLAR	SIMPLE	[FORMAL:CLOSE_B3; keine Wortbedeutung] [GENRE:verwahre den klaren Auszug]	MATERIAL	und verwahre den klaren Lauf. Wasche	COEQUAL	BOTH_RECORD_LOCAL_EXEMPLARS; NOT_CARD_VALUES	PASS_EXACT_PROSE_ID_AND_CONTEXT
64	PROSE_EXACT_CARD	HERBAL	H4	f55v	64	f55v.11	F012	H4-S003	f7dc90b2c31fd341f0a4	ykaiin	NONE	UNKNOWN_EXEMPLAR	UNPARSED_EXEMPLAR	SIMPLE	[GENRE:wasche eine unreine äußere Wunde]	MATERIAL	damit fleckige Tücher, Beckenränder und	COEQUAL	BOTH_RECORD_LOCAL_EXEMPLARS; NOT_CARD_VALUES	PASS_EXACT_PROSE_ID_AND_CONTEXT
65	PROSE_EXACT_CARD	HERBAL	H4	f55v	65	f55v.11	F012	H4-S003	807591efc3d3f7ddbfab	cheoar	NONE	UNKNOWN_EXEMPLAR	UNPARSED_EXEMPLAR	SIMPLE	[GENRE:mit dem klaren Auszug]	MATERIAL	glatte Arbeitsbretter; prüfe zuvor eine	COEQUAL	BOTH_RECORD_LOCAL_EXEMPLARS; NOT_CARD_VALUES	PASS_EXACT_PROSE_ID_AND_CONTEXT
66	PROSE_EXACT_CARD	HERBAL	H4	f55v	66	f55v.11	F012	H4-S003	2c1a5fd92b9e3c762242	cheeky	NONE	UNKNOWN_EXEMPLAR	UNPARSED_EXEMPLAR	SIMPLE	[EXEMPLAR:einmal oder nach örtlicher Vorschrift]	MATERIAL	kleine verborgene Stelle. Nimm einen Anteil	COEQUAL	BOTH_RECORD_LOCAL_EXEMPLARS; NOT_CARD_VALUES	PASS_EXACT_PROSE_ID_AND_CONTEXT
67	PROSE_EXACT_CARD	HERBAL	H4	f55v	67	f55v.11	F012	H4-S003	1b1ffdd869fb1429ad03	oldy	NONE	UNKNOWN_EXEMPLAR	UNPARSED_EXEMPLAR	SIMPLE	[FORMAL:CLOSE; keine Wortbedeutung] [GENRE:beende diesen Gebrauch]	MATERIAL	der zurückbehaltenen Blätter, führe ihn	COEQUAL	BOTH_RECORD_LOCAL_EXEMPLARS; NOT_CARD_VALUES	PASS_EXACT_PROSE_ID_AND_CONTEXT
68	PROSE_EXACT_CARD	HERBAL	H4	f55v	68	f55v.11	F013	H4-S004	2f1c5e56e8f0ff459065	aiin	NONE	MASS?	UNIQUE_EXACT	SIMPLE	[CARD:MASS?] [EXEMPLAR:nimm ein örtliches Maß der zurückbehaltenen Blätter]	MATERIAL	als zweiten Ansatz, erwärme ihn	COEQUAL	BOTH_RECORD_LOCAL_EXEMPLARS; NOT_CARD_VALUES	PASS_EXACT_PROSE_ID_AND_CONTEXT
69	PROSE_EXACT_CARD	HERBAL	H4	f55v	69	f55v.11	F013	H4-S004	308e8ea2d5d190c498e8	okal	LOKALEN_RELATIONSSLOT_SETZEN	UNKNOWN_EXEMPLAR	UNIQUE_FORMAL_ONLY	SIMPLE	[FORMAL:LOKALEN_RELATIONSSLOT_SETZEN; keine Wortbedeutung] [EXEMPLAR:lege sie an die bezeichnete äußere Stelle]	MATERIAL	gelinde und mische ihn mit Honig	COEQUAL	BOTH_RECORD_LOCAL_EXEMPLARS; NOT_CARD_VALUES	PASS_EXACT_PROSE_ID_AND_CONTEXT
70	PROSE_EXACT_CARD	HERBAL	H4	f55v	70	f55v.11	F013	H4-S004	204b04837409088c48f9	oltchy	NONE	UNKNOWN_EXEMPLAR	UNPARSED_EXEMPLAR	SIMPLE	[GENRE:erwärme sie gelinde]	MATERIAL	zu einer haftenden Paste. Trage	COEQUAL	BOTH_RECORD_LOCAL_EXEMPLARS; NOT_CARD_VALUES	PASS_EXACT_PROSE_ID_AND_CONTEXT
71	PROSE_EXACT_CARD	HERBAL	H4	f55v	71	f55v.11	F013	H4-S004	7a4bb8136330ee4e6e56	or	NONE	ANSATZ?	UNIQUE_EXACT	SIMPLE	[CARD:ANSATZ?] [REGISTER:H4:I002 als zweiten Ansatz führen]	MATERIAL	die warme Paste dünn auf	COEQUAL	BOTH_RECORD_LOCAL_EXEMPLARS; NOT_CARD_VALUES	PASS_EXACT_PROSE_ID_AND_CONTEXT
72	PROSE_EXACT_CARD	HERBAL	H4	f55v	72	f55v.11	F013	H4-S004	b921a237be883a820352	y	NONE	UNKNOWN_EXEMPLAR	UNPARSED_EXEMPLAR	SIMPLE	[GENRE:mische sie mit Honig]	MATERIAL	rissige Holzfugen oder Lederkanten auf und	COEQUAL	BOTH_RECORD_LOCAL_EXEMPLARS; NOT_CARD_VALUES	PASS_EXACT_PROSE_ID_AND_CONTEXT
73	PROSE_EXACT_CARD	HERBAL	H4	f55v	73	f55v.11	F013	H4-S004	6afeb5c9ab9f6cbdea0d	orain	NONE	UNKNOWN_EXEMPLAR	UNPARSED_EXEMPLAR	SIMPLE	[GENRE:lege den warmen Umschlag frisch auf]	MATERIAL	entferne Überschuss nach dem Abkühlen.	COEQUAL	BOTH_RECORD_LOCAL_EXEMPLARS; NOT_CARD_VALUES	PASS_EXACT_PROSE_ID_AND_CONTEXT
74	PROSE_EXACT_CARD	HERBAL	H5	f56r	74	f56r.5	F014	H5-S001	b9d7b6d68209a9019e7a	chochor	NONE	UNKNOWN_EXEMPLAR	UNPARSED_EXEMPLAR	SIMPLE	[IMAGE:vom rundblättrigen Sonnentau]	MATERIAL	Vom klebrigen Feuchtkraut sammle	COEQUAL	BOTH_RECORD_LOCAL_EXEMPLARS; NOT_CARD_VALUES	PASS_EXACT_PROSE_ID_AND_CONTEXT
75	PROSE_EXACT_CARD	HERBAL	H5	f56r	75	f56r.5	F014	H5-S001	2cc054357a929df85f64	cho	NONE	UNKNOWN_EXEMPLAR	UNPARSED_EXEMPLAR	SIMPLE	[GENRE:sammle] [IMAGE:das ganze oberirdische Kraut im feuchten Moor]	MATERIAL	zu Beginn der Blüte	COEQUAL	BOTH_RECORD_LOCAL_EXEMPLARS; NOT_CARD_VALUES	PASS_EXACT_PROSE_ID_AND_CONTEXT
76	PROSE_EXACT_CARD	HERBAL	H5	f56r	76	f56r.5	F014	H5-S001	0ec6a45e2950e8e7061d	chodaly	NONE	UNKNOWN_EXEMPLAR	UNPARSED_EXEMPLAR	SIMPLE	[EXEMPLAR:zu Beginn der Blüte]	MATERIAL	nur eine kleine bemessene	COEQUAL	BOTH_RECORD_LOCAL_EXEMPLARS; NOT_CARD_VALUES	PASS_EXACT_PROSE_ID_AND_CONTEXT
77	PROSE_EXACT_CARD	HERBAL	H5	f56r	77	f56r.5	F014	H5-S001	2f1c5e56e8f0ff459065	daiin	VORGABEPARAMETER?	MASS?	UNIQUE_CONVERGENT_CHANNELS	SIMPLE	[CARD:MASS?] [FORMAL:VORGABEPARAMETER?; keine Wortbedeutung] [EXEMPLAR:nur ein kleines örtliches Maß]	MATERIAL	Menge und halte es	COEQUAL	BOTH_RECORD_LOCAL_EXEMPLARS; NOT_CARD_VALUES	PASS_EXACT_PROSE_ID_AND_CONTEXT
78	PROSE_EXACT_CARD	HERBAL	H5	f56r	78	f56r.7	F015	H5-S001	2cc054357a929df85f64	sho	NONE	UNKNOWN_EXEMPLAR	UNPARSED_EXEMPLAR	SIMPLE	[GENRE:zerstoße die frischen klebrigen Blätter]	MATERIAL	von trockenem Vorrat getrennt.	COEQUAL	BOTH_RECORD_LOCAL_EXEMPLARS; NOT_CARD_VALUES	PASS_EXACT_PROSE_ID_AND_CONTEXT
79	PROSE_EXACT_CARD	HERBAL	H5	f56r	79	f56r.7	F015	H5-S001	893c570f3fa3fce99711	kchol	NONE	UNKNOWN_EXEMPLAR	UNPARSED_EXEMPLAR	SIMPLE	[GENRE:lege sie auf]	MATERIAL	Zerstoße frische klebrige Blätter,	COEQUAL	BOTH_RECORD_LOCAL_EXEMPLARS; NOT_CARD_VALUES	PASS_EXACT_PROSE_ID_AND_CONTEXT
80	PROSE_EXACT_CARD	HERBAL	H5	f56r	80	f56r.7	F015	H5-S001	10488b911aae52b3b334	otchor	NONE	UNKNOWN_EXEMPLAR	UNPARSED_EXEMPLAR	SIMPLE	[EXEMPLAR:eine einzelne Warze oder ein Hühnerauge]	MATERIAL	lege sie kurz auf	COEQUAL	BOTH_RECORD_LOCAL_EXEMPLARS; NOT_CARD_VALUES	PASS_EXACT_PROSE_ID_AND_CONTEXT
81	PROSE_EXACT_CARD	HERBAL	H5	f56r	81	f56r.7	F015	H5-S001	276a7c2d74d1143446f4	choky	NONE	ANWENDEN?	UNIQUE_EXACT	SIMPLE	[CARD:ANWENDEN?] [EXEMPLAR:nur kurz anwenden]	MATERIAL	einen einzelnen alten Leder-	COEQUAL	BOTH_RECORD_LOCAL_EXEMPLARS; NOT_CARD_VALUES	PASS_EXACT_PROSE_ID_AND_CONTEXT
82	PROSE_EXACT_CARD	HERBAL	H5	f56r	82	f56r.7	F015	H5-S001	dd0ecaf5e27d81befffc	dal	NONE	ZIEL?	UNIQUE_EXACT	SIMPLE	[CARD:ZIEL?] [EXEMPLAR:an der örtlich bezeichneten Hautstelle]	MATERIAL	oder Stofffleck und prüfe	COEQUAL	BOTH_RECORD_LOCAL_EXEMPLARS; NOT_CARD_VALUES	PASS_EXACT_PROSE_ID_AND_CONTEXT
83	PROSE_EXACT_CARD	HERBAL	H5	f56r	83	f56r.8	F016	H5-S002	d665560c8ff80799a82c	schol	NONE	UNKNOWN_EXEMPLAR	UNPARSED_EXEMPLAR	SIMPLE	[GENRE:nimm die Auflage wieder ab]	MATERIAL	die Zielstelle, bevor du	COEQUAL	BOTH_RECORD_LOCAL_EXEMPLARS; NOT_CARD_VALUES	PASS_EXACT_PROSE_ID_AND_CONTEXT
84	PROSE_EXACT_CARD	HERBAL	H5	f56r	84	f56r.8	F016	H5-S002	c10aec6d4dd877ec8bd8	choy	NONE	UNKNOWN_EXEMPLAR	UNPARSED_EXEMPLAR	SIMPLE	[GENRE:wasche die Stelle mit Wasser]	MATERIAL	den Gebrauch beendest und	COEQUAL	BOTH_RECORD_LOCAL_EXEMPLARS; NOT_CARD_VALUES	PASS_EXACT_PROSE_ID_AND_CONTEXT
85	PROSE_EXACT_CARD	HERBAL	H5	f56r	85	f56r.8	F016	H5-S002	276a7c2d74d1143446f4	choky	NONE	ANWENDEN?	UNIQUE_EXACT	SIMPLE	[CARD:ANWENDEN?] [EXEMPLAR:wiederhole den Gebrauch nur falls vertragen]	MATERIAL	mit Wasser nachwäschst. Verwirf	COEQUAL	BOTH_RECORD_LOCAL_EXEMPLARS; NOT_CARD_VALUES	PASS_EXACT_PROSE_ID_AND_CONTEXT
86	PROSE_EXACT_CARD	HERBAL	H5	f56r	86	f56r.8	F016	H5-S002	95987d6f198d6d247511	cheeckhody	NONE	UNKNOWN_EXEMPLAR	UNPARSED_EXEMPLAR	SIMPLE	[FORMAL:CLOSE; keine Wortbedeutung] [GENRE:beende die äußere Anwendung]	MATERIAL	die Probe, wenn Farbe	COEQUAL	BOTH_RECORD_LOCAL_EXEMPLARS; NOT_CARD_VALUES	PASS_EXACT_PROSE_ID_AND_CONTEXT
87	PROSE_EXACT_CARD	HERBAL	H5	f56r	87	f56r.12	F017	H5-S003	ad3581d3144f69a5912d	sh	NONE	UNKNOWN_EXEMPLAR	UNPARSED_EXEMPLAR	SIMPLE	[IMAGE:nimm vom übrigen Kraut die blühenden Stiele]	MATERIAL	oder Faser leiden. Nimm vom	COEQUAL	BOTH_RECORD_LOCAL_EXEMPLARS; NOT_CARD_VALUES	PASS_EXACT_PROSE_ID_AND_CONTEXT
88	PROSE_EXACT_CARD	HERBAL	H5	f56r	88	f56r.12	F017	H5-S003	2cc054357a929df85f64	cho	NONE	UNKNOWN_EXEMPLAR	UNPARSED_EXEMPLAR	SIMPLE	[GENRE:trockne sie im Schatten]	MATERIAL	übrigen Kraut die blühenden	COEQUAL	BOTH_RECORD_LOCAL_EXEMPLARS; NOT_CARD_VALUES	PASS_EXACT_PROSE_ID_AND_CONTEXT
89	PROSE_EXACT_CARD	HERBAL	H5	f56r	89	f56r.12	F017	H5-S003	b74e9e65637b7c8538dd	kchey	NONE	UNKNOWN_EXEMPLAR	UNPARSED_EXEMPLAR	SIMPLE	[GENRE:zerreibe sie grob]	MATERIAL	Stiele, trockne sie im	COEQUAL	BOTH_RECORD_LOCAL_EXEMPLARS; NOT_CARD_VALUES	PASS_EXACT_PROSE_ID_AND_CONTEXT
90	PROSE_EXACT_CARD	HERBAL	H5	f56r	90	f56r.12	F017	H5-S003	1322bc176443fc2a8a86	qokokchy	NONE	UNKNOWN_EXEMPLAR	UNPARSED_EXEMPLAR	SIMPLE	[GENRE:verwahre sie trocken]	MATERIAL	Schatten, zerreibe sie grob	COEQUAL	BOTH_RECORD_LOCAL_EXEMPLARS; NOT_CARD_VALUES	PASS_EXACT_PROSE_ID_AND_CONTEXT
91	PROSE_EXACT_CARD	HERBAL	H5	f56r	91	f56r.13	F018	H5-S004	9ad66e67803a12e745de	okchy	NONE	UNKNOWN_EXEMPLAR	UNPARSED_EXEMPLAR	SIMPLE	[GENRE:setze daraus einen schwachen Auszug an]	MATERIAL	und lagere sie trocken.	COEQUAL	BOTH_RECORD_LOCAL_EXEMPLARS; NOT_CARD_VALUES	PASS_EXACT_PROSE_ID_AND_CONTEXT
92	PROSE_EXACT_CARD	HERBAL	H5	f56r	92	f56r.13	F018	H5-S004	087a47b5423438cd6b6a	chokcheo	NONE	UNKNOWN_EXEMPLAR	UNPARSED_EXEMPLAR	SIMPLE	[GENRE:mit mildem Wein]	MATERIAL	Setze daraus mit mildem	COEQUAL	BOTH_RECORD_LOCAL_EXEMPLARS; NOT_CARD_VALUES	PASS_EXACT_PROSE_ID_AND_CONTEXT
93	PROSE_EXACT_CARD	HERBAL	H5	f56r	93	f56r.13	F018	H5-S004	75a523fcf039b006f97b	kchal	NONE	UNKNOWN_EXEMPLAR	UNPARSED_EXEMPLAR	SIMPLE	[GENRE:seihe ihn durch ein Tuch]	MATERIAL	Wein einen schwachen Auszug	COEQUAL	BOTH_RECORD_LOCAL_EXEMPLARS; NOT_CARD_VALUES	PASS_EXACT_PROSE_ID_AND_CONTEXT
94	PROSE_EXACT_CARD	HERBAL	H5	f56r	94	f56r.18	F019	H5-S005	2cc054357a929df85f64	sho	NONE	UNKNOWN_EXEMPLAR	UNPARSED_EXEMPLAR	SIMPLE	[GENRE:füge Honig hinzu]	MATERIAL	an, seihe ihn durch	COEQUAL	BOTH_RECORD_LOCAL_EXEMPLARS; NOT_CARD_VALUES	PASS_EXACT_PROSE_ID_AND_CONTEXT
95	PROSE_EXACT_CARD	HERBAL	H5	f56r	95	f56r.18	F019	H5-S005	9ad66e67803a12e745de	chokchy	NONE	UNKNOWN_EXEMPLAR	UNPARSED_EXEMPLAR	SIMPLE	[GENRE:erwärme gelinde]	MATERIAL	Tuch, füge wenig Honig	COEQUAL	BOTH_RECORD_LOCAL_EXEMPLARS; NOT_CARD_VALUES	PASS_EXACT_PROSE_ID_AND_CONTEXT
96	PROSE_EXACT_CARD	HERBAL	H5	f56r	96	f56r.18	F019	H5-S005	c71c72da4e09e0833392	kchoar	NONE	UNKNOWN_EXEMPLAR	UNPARSED_EXEMPLAR	SIMPLE	[GENRE:gib den Auszug als Brusttrank]	MATERIAL	hinzu und erwärme gelinde.	COEQUAL	BOTH_RECORD_LOCAL_EXEMPLARS; NOT_CARD_VALUES	PASS_EXACT_PROSE_ID_AND_CONTEXT
97	PROSE_EXACT_CARD	HERBAL	H5	f56r	97	f56r.18	F019	H5-S005	61a075bc54793c1c781f	sotodan	NONE	UNKNOWN_EXEMPLAR	UNPARSED_EXEMPLAR	SIMPLE	[GENRE:bei trockenem Husten]	MATERIAL	Wähle je Arbeit einen	COEQUAL	BOTH_RECORD_LOCAL_EXEMPLARS; NOT_CARD_VALUES	PASS_EXACT_PROSE_ID_AND_CONTEXT
98	PROSE_EXACT_CARD	HERBAL	H5	f56r	98	f56r.19	F020	H5-S006	faf321940aed922846a9	otchey	NONE	ANTEIL?	UNIQUE_EXACT	SIMPLE	[CARD:ANTEIL?] [REGISTER:H5:I004 als ausgewählten Teil führen]	MATERIAL	kleinen Anteil als Leim	COEQUAL	BOTH_RECORD_LOCAL_EXEMPLARS; NOT_CARD_VALUES	PASS_EXACT_PROSE_ID_AND_CONTEXT
99	PROSE_EXACT_CARD	HERBAL	H5	f56r	99	f56r.19	F020	H5-S006	9bb7122b386ebbc6138f	keol	NONE	UNKNOWN_EXEMPLAR	UNPARSED_EXEMPLAR	SIMPLE	[EXEMPLAR:je Gabe]	MATERIAL	für Papieretiketten oder als	COEQUAL	BOTH_RECORD_LOCAL_EXEMPLARS; NOT_CARD_VALUES	PASS_EXACT_PROSE_ID_AND_CONTEXT
100	PROSE_EXACT_CARD	HERBAL	H5	f56r	100	f56r.19	F020	H5-S006	2f1c5e56e8f0ff459065	daiin	VORGABEPARAMETER?	MASS?	UNIQUE_CONVERGENT_CHANNELS	SIMPLE	[CARD:MASS?] [FORMAL:VORGABEPARAMETER?; keine Wortbedeutung] [EXEMPLAR:ein kleines örtliches Maß]	MATERIAL	dünne Markierpaste an Vorratsgefäßen.	COEQUAL	BOTH_RECORD_LOCAL_EXEMPLARS; NOT_CARD_VALUES	PASS_EXACT_PROSE_ID_AND_CONTEXT
101	PROSE_EXACT_CARD	BIO	B1	f81v	101	f81v.2	F021	B1-S001	7db18b2f0fb7ed0fcfd3	qokedy	NONE	SPÜLEN?	UNIQUE_EXACT	BATH	[CARD:SPÜLEN?] [REGISTER:ACTIVE_ITEM/PREPARATION=B1:I001;TARGET/STATION=B1:T001] [EXEMPLAR:A001+A003+A004+A005+A011+A014+A015+A020:die bezeichnete Stelle oder den Lauf mit der aktiven Waschflotte spülen]	PROCESS	Vor Öffnung	COEQUAL	BOTH_RECORD_LOCAL_EXEMPLARS; NOT_CARD_VALUES	PASS_EXACT_PROSE_ID_AND_CONTEXT
102	PROSE_EXACT_CARD	BIO	B1	f81v	102	f81v.2	F022	B1-S002	b5fcea1eaed06b2f2291	okaiin	STANDARDSLOT_SETZEN	UNKNOWN_EXEMPLAR	UNIQUE_FORMAL_ONLY	BATH	[FORMAL:STANDARDSLOT_SETZEN;KEINE_WORTBEDEUTUNG] [REGISTER:ACTIVE_ITEM/PREPARATION=B1:I002] [EXEMPLAR:A010+A011+A020:den aktiven Posten nach der örtlichen Vorschrift bemessen]	PROCESS	des Badhauses	COEQUAL	BOTH_RECORD_LOCAL_EXEMPLARS; NOT_CARD_VALUES	PASS_EXACT_PROSE_ID_AND_CONTEXT
103	PROSE_EXACT_CARD	BIO	B1	f81v	103	f81v.2	F022	B1-S002	22fb87a5a83e5c3fb510	kair	NONE	UNKNOWN_EXEMPLAR	UNPARSED_EXEMPLAR	BATH	[REGISTER:OWNER=B1:O01] [EXEMPLAR:A001+A003+A011+A020:der zurücklaufende Strom]	PROCESS	schließt der	COEQUAL	BOTH_RECORD_LOCAL_EXEMPLARS; NOT_CARD_VALUES	PASS_EXACT_PROSE_ID_AND_CONTEXT
104	PROSE_EXACT_CARD	BIO	B1	f81v	104	f81v.2	F022	B1-S002	308e8ea2d5d190c498e8	okal	LOKALEN_RELATIONSSLOT_SETZEN	UNKNOWN_EXEMPLAR	UNIQUE_FORMAL_ONLY	BATH	[FORMAL:LOKALEN_RELATIONSSLOT_SETZEN;KEINE_WORTBEDEUTUNG] [REGISTER:OWNER=B1:O01;TARGET/STATION=B1:T005] [EXEMPLAR:A003+A010+A011+A013+A014+A020:den aktiven Posten an der örtlich bezeichneten Station führen]	PROCESS	Betreiber den	COEQUAL	BOTH_RECORD_LOCAL_EXEMPLARS; NOT_CARD_VALUES	PASS_EXACT_PROSE_ID_AND_CONTEXT
105	PROSE_EXACT_CARD	BIO	B1	f81v	105	f81v.2	F022	B1-S002	4d4559019a961b834aa1	sar	NONE	UNKNOWN_EXEMPLAR	UNPARSED_EXEMPLAR	BATH	[REGISTER:OWNER=B1:O01] [EXEMPLAR:A007+A011+A020:Daraus, aus demselben Ansatz]	PROCESS	unteren Ablauf,	COEQUAL	BOTH_RECORD_LOCAL_EXEMPLARS; NOT_CARD_VALUES	PASS_EXACT_PROSE_ID_AND_CONTEXT
106	PROSE_EXACT_CARD	BIO	B1	f81v	106	f81v.2	F022	B1-S002	dcda95c81a5460feb191	ol	AKTIVEN_ARBEITSSTAND_VERKNÜPFEN	UNKNOWN_EXEMPLAR	UNIQUE_FORMAL_ONLY	BATH	[FORMAL:AKTIVEN_ARBEITSSTAND_VERKNÜPFEN;KEINE_WORTBEDEUTUNG] [REGISTER:ACTIVE_ITEM/PREPARATION=B1:I002;PREVIOUS_ITEM=B1:I001] [EXEMPLAR:A010+A011+A013+A020:den recordlokalen aktiven Posten im Arbeitsgang fortführen]	PROCESS	spült den	COEQUAL	BOTH_RECORD_LOCAL_EXEMPLARS; NOT_CARD_VALUES	PASS_EXACT_PROSE_ID_AND_CONTEXT
107	PROSE_EXACT_CARD	BIO	B1	f81v	107	f81v.2	F022	B1-S002	9da1b6ac2c929daea697	kain	NONE	UNKNOWN_EXEMPLAR	UNPARSED_EXEMPLAR	BATH	[REGISTER:OWNER=B1:O01] [EXEMPLAR:A010+A011+A020:ein abgemessener Anteil]	PROCESS	oberen Vorratskasten	COEQUAL	BOTH_RECORD_LOCAL_EXEMPLARS; NOT_CARD_VALUES	PASS_EXACT_PROSE_ID_AND_CONTEXT
108	PROSE_EXACT_CARD	BIO	B1	f81v	108	f81v.2	F022	B1-S002	94df4847b7b16c98394a	olkain	NONE	UNKNOWN_EXEMPLAR	UNPARSED_EXEMPLAR	BATH	[REGISTER:OWNER=B1:O01] [EXEMPLAR:A002+A011+A020:das untere Becken]	PROCESS	und prüft	COEQUAL	BOTH_RECORD_LOCAL_EXEMPLARS; NOT_CARD_VALUES	PASS_EXACT_PROSE_ID_AND_CONTEXT
109	PROSE_EXACT_CARD	BIO	B1	f81v	109	f81v.2	F022	B1-S002	dd0ecaf5e27d81befffc	al	NONE	ZIEL?	UNIQUE_EXACT	BATH	[CARD:ZIEL?] [REGISTER:OWNER=B1:O01;TARGET/STATION=B1:T005] [EXEMPLAR:A003+A010+A011+A013+A014+A020:den aktiven Posten an der örtlich bezeichneten Station führen]	PROCESS	Brunnenzulauf,	COEQUAL	BOTH_RECORD_LOCAL_EXEMPLARS; NOT_CARD_VALUES	PASS_EXACT_PROSE_ID_AND_CONTEXT
110	PROSE_EXACT_CARD	BIO	B1	f81v	110	f81v.2	F022	B1-S002	dcda95c81a5460feb191	ol	AKTIVEN_ARBEITSSTAND_VERKNÜPFEN	UNKNOWN_EXEMPLAR	UNIQUE_FORMAL_ONLY	BATH	[FORMAL:AKTIVEN_ARBEITSSTAND_VERKNÜPFEN;KEINE_WORTBEDEUTUNG] [REGISTER:ACTIVE_ITEM/PREPARATION=B1:I002;PREVIOUS_ITEM=B1:I001] [EXEMPLAR:A010+A011+A013+A020:den recordlokalen aktiven Posten im Arbeitsgang fortführen]	PROCESS	Feuer und	COEQUAL	BOTH_RECORD_LOCAL_EXEMPLARS; NOT_CARD_VALUES	PASS_EXACT_PROSE_ID_AND_CONTEXT
111	PROSE_EXACT_CARD	BIO	B1	f81v	111	f81v.2	F022	B1-S002	1496a731803a9f48d2e1	rol	NONE	UNKNOWN_EXEMPLAR	UNPARSED_EXEMPLAR	BATH	[REGISTER:OWNER=B1:O01] [EXEMPLAR:A008+A011+A020:bevor es abkühlt]	PROCESS	freie Becken.	COEQUAL	BOTH_RECORD_LOCAL_EXEMPLARS; NOT_CARD_VALUES	PASS_EXACT_PROSE_ID_AND_CONTEXT
112	PROSE_EXACT_CARD	BIO	B1	f81v	112	f81v.2	F022	B1-S002	0f18de177ed7c878bf95	dl	NONE	UNKNOWN_EXEMPLAR	UNPARSED_EXEMPLAR	BATH	[REGISTER:OWNER=B1:O01] [EXEMPLAR:A001+A005+A007+A011+A012+A015+A020:der vorbereitete Bade- oder Waschzusatz]	PROCESS	Er setzt	COEQUAL	BOTH_RECORD_LOCAL_EXEMPLARS; NOT_CARD_VALUES	PASS_EXACT_PROSE_ID_AND_CONTEXT
113	PROSE_EXACT_CARD	BIO	B1	f81v	113	f81v.7	F023	B1-S002	dec401773c1f0347793d	olor	NONE	VORIGES?	UNIQUE_EXACT	BATH	[CARD:VORIGES?] [REGISTER:ACTIVE_ITEM/PREPARATION=B1:I002;PREVIOUS_ITEM=B1:I001] [EXEMPLAR:A009+A010+A011+A020:den vorigen recordlokalen Posten wieder aufnehmen]	PROCESS	aus dem	COEQUAL	BOTH_RECORD_LOCAL_EXEMPLARS; NOT_CARD_VALUES	PASS_EXACT_PROSE_ID_AND_CONTEXT
