group_serial	page	unit_id	locus	event_index	source_event_serial	astro_local_group_identity	surface_ZL3b	locus_role	inventory_item	formal_value	mnemonic	iatromedical_content_class	IATROMEDICAL_ELECTION	practical_content_class	PRACTICAL_SCHEDULE	content_preference	external_label_status	rotation_start_status	direct_f68_f69_mapping	content_status
33	f67r2	A1	f67r2.14	1	11873	ASTRO_LOCAL_ADDRESS::f67r2::f67r2.14::1::11873	soeey	SELECTOR_INSTRUCTION_LOCAL_SOURCE_TEXT	I14	PAGE_LOCAL_ASTRO_ADDRESS_ONLY; NO_PROSE_FORMAL_IMPORT	NOT_APPLICABLE_ASTRO	ELECTION	[LOKALER EXEMPLARTEXT 1/3; KEINE KARTENGLOSSE] Nenne den Kranken, seine	SCHEDULE	für die Blütenernte Materialbestand, Wasserqualität und	COEQUAL	NONE	EDITORIAL_SOURCE_LOCUS_ORDER; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	BOTH_PAGE_LOCAL_EXEMPLARS; NO_PORTABLE_CARD_VALUE
34	f67r2	A1	f67r2.14	2	11874	ASTRO_LOCAL_ADDRESS::f67r2::f67r2.14::2::11874	doiin	SELECTOR_INSTRUCTION_LOCAL_SOURCE_TEXT	I14	PAGE_LOCAL_ASTRO_ADDRESS_ONLY; NO_PROSE_FORMAL_IMPORT	NOT_APPLICABLE_ASTRO	ELECTION	[LOKALER EXEMPLARTEXT 2/3; KEINE KARTENGLOSSE] Stärke und die	SCHEDULE	freie Feuerstelle. Am zweiten Werkstatttag prüfe	COEQUAL	NONE	EDITORIAL_SOURCE_LOCUS_ORDER; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	BOTH_PAGE_LOCAL_EXEMPLARS; NO_PORTABLE_CARD_VALUE
35	f67r2	A1	f67r2.14	3	11875	ASTRO_LOCAL_ADDRESS::f67r2::f67r2.14::3::11875	oldy	SELECTOR_INSTRUCTION_LOCAL_SOURCE_TEXT	I14	PAGE_LOCAL_ASTRO_ADDRESS_ONLY; NO_PROSE_FORMAL_IMPORT	NOT_APPLICABLE_ASTRO	ELECTION	[LOKALER EXEMPLARTEXT 3/3; KEINE KARTENGLOSSE] sichtbar betroffene Körperstelle.	SCHEDULE	für die Blattsichtung Materialbestand, Wasserqualität und	COEQUAL	NONE	EDITORIAL_SOURCE_LOCUS_ORDER; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	BOTH_PAGE_LOCAL_EXEMPLARS; NO_PORTABLE_CARD_VALUE
36	f67r2	A1	f67r2.15	1	11876	ASTRO_LOCAL_ADDRESS::f67r2::f67r2.15::1::11876	dolchsody	SEVEN_PLANET_LOCAL_EXEMPLAR	P01	PAGE_LOCAL_ASTRO_ADDRESS_ONLY; NO_PROSE_FORMAL_IMPORT	NOT_APPLICABLE_ASTRO	ELECTION	[LOKALER EXEMPLARTEXT 1/1; KEINE KARTENGLOSSE] Externer Editionswert Planet 1: Saturn; überlieferte Grundqualität: kalt und trocken; als Tages- oder Stundenherr prüfen.	SCHEDULE	freie Feuerstelle. Am zweiten Werkstatttag prüfe	COEQUAL	EXTERNAL_LOCAL_EXEMPLAR_LABEL_NOT_VOYNICH_READING	EDITORIAL_SOURCE_LOCUS_ORDER; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	BOTH_PAGE_LOCAL_EXEMPLARS; NO_PORTABLE_CARD_VALUE
37	f67r2	A1	f67r2.16	1	11877	ASTRO_LOCAL_ADDRESS::f67r2::f67r2.16::1::11877	odaeiin	SELECTOR_INSTRUCTION_LOCAL_SOURCE_TEXT	I16	PAGE_LOCAL_ASTRO_ADDRESS_ONLY; NO_PROSE_FORMAL_IMPORT	NOT_APPLICABLE_ASTRO	ELECTION	[LOKALER EXEMPLARTEXT 1/4; KEINE KARTENGLOSSE] Suche den Herrscher	SCHEDULE	für das Schattentrocknen Materialbestand, Wasserqualität und	COEQUAL	NONE	EDITORIAL_SOURCE_LOCUS_ORDER; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	BOTH_PAGE_LOCAL_EXEMPLARS; NO_PORTABLE_CARD_VALUE
38	f67r2	A1	f67r2.16	2	11878	ASTRO_LOCAL_ADDRESS::f67r2::f67r2.16::2::11878	okoes	SELECTOR_INSTRUCTION_LOCAL_SOURCE_TEXT	I16	PAGE_LOCAL_ASTRO_ADDRESS_ONLY; NO_PROSE_FORMAL_IMPORT	NOT_APPLICABLE_ASTRO	ELECTION	[LOKALER EXEMPLARTEXT 2/4; KEINE KARTENGLOSSE] aus der Siebenerreihe	SCHEDULE	freie Feuerstelle. Am zweiten Werkstatttag prüfe	COEQUAL	NONE	EDITORIAL_SOURCE_LOCUS_ORDER; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	BOTH_PAGE_LOCAL_EXEMPLARS; NO_PORTABLE_CARD_VALUE
39	f67r2	A1	f67r2.16	3	11879	ASTRO_LOCAL_ADDRESS::f67r2::f67r2.16::3::11879	oekain	SELECTOR_INSTRUCTION_LOCAL_SOURCE_TEXT	I16	PAGE_LOCAL_ASTRO_ADDRESS_ONLY; NO_PROSE_FORMAL_IMPORT	NOT_APPLICABLE_ASTRO	ELECTION	[LOKALER EXEMPLARTEXT 3/4; KEINE KARTENGLOSSE] und bewahre	SCHEDULE	für das Zerkleinern Materialbestand, Wasserqualität und	COEQUAL	NONE	EDITORIAL_SOURCE_LOCUS_ORDER; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	BOTH_PAGE_LOCAL_EXEMPLARS; NO_PORTABLE_CARD_VALUE
40	f67r2	A1	f67r2.16	4	11880	ASTRO_LOCAL_ADDRESS::f67r2::f67r2.16::4::11880	y	SELECTOR_INSTRUCTION_LOCAL_SOURCE_TEXT	I16	PAGE_LOCAL_ASTRO_ADDRESS_ONLY; NO_PROSE_FORMAL_IMPORT	NOT_APPLICABLE_ASTRO	ELECTION	[LOKALER EXEMPLARTEXT 4/4; KEINE KARTENGLOSSE] seine Grundqualität.	SCHEDULE	freie Feuerstelle. Am zweiten Werkstatttag prüfe	COEQUAL	NONE	EDITORIAL_SOURCE_LOCUS_ORDER; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	BOTH_PAGE_LOCAL_EXEMPLARS; NO_PORTABLE_CARD_VALUE
41	f67r2	A1	f67r2.17	1	11881	ASTRO_LOCAL_ADDRESS::f67r2::f67r2.17::1::11881	otchey	SELECTOR_INSTRUCTION_LOCAL_SOURCE_TEXT	I17	PAGE_LOCAL_ASTRO_ADDRESS_ONLY; NO_PROSE_FORMAL_IMPORT	NOT_APPLICABLE_ASTRO	ELECTION	[LOKALER EXEMPLARTEXT 1/3; KEINE KARTENGLOSSE] Unterscheide warme, kalte, trockene	SCHEDULE	für das Einweichen Materialbestand, Wasserqualität und	COEQUAL	NONE	EDITORIAL_SOURCE_LOCUS_ORDER; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	BOTH_PAGE_LOCAL_EXEMPLARS; NO_PORTABLE_CARD_VALUE
42	f67r2	A1	f67r2.17	2	11882	ASTRO_LOCAL_ADDRESS::f67r2::f67r2.17::2::11882	soraiir	SELECTOR_INSTRUCTION_LOCAL_SOURCE_TEXT	I17	PAGE_LOCAL_ASTRO_ADDRESS_ONLY; NO_PROSE_FORMAL_IMPORT	NOT_APPLICABLE_ASTRO	ELECTION	[LOKALER EXEMPLARTEXT 2/3; KEINE KARTENGLOSSE] und feuchte Wirkung	SCHEDULE	freie Feuerstelle. Am zweiten Werkstatttag prüfe	COEQUAL	NONE	EDITORIAL_SOURCE_LOCUS_ORDER; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	BOTH_PAGE_LOCAL_EXEMPLARS; NO_PORTABLE_CARD_VALUE
43	f67r2	A1	f67r2.17	3	11883	ASTRO_LOCAL_ADDRESS::f67r2::f67r2.17::3::11883	dy	SELECTOR_INSTRUCTION_LOCAL_SOURCE_TEXT	I17	PAGE_LOCAL_ASTRO_ADDRESS_ONLY; NO_PROSE_FORMAL_IMPORT	NOT_APPLICABLE_ASTRO	ELECTION	[LOKALER EXEMPLARTEXT 3/3; KEINE KARTENGLOSSE] nur als Exemplarregel.	SCHEDULE	für das Färbebad Materialbestand, Wasserqualität und	COEQUAL	NONE	EDITORIAL_SOURCE_LOCUS_ORDER; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	BOTH_PAGE_LOCAL_EXEMPLARS; NO_PORTABLE_CARD_VALUE
44	f67r2	A1	f67r2.18	1	11884	ASTRO_LOCAL_ADDRESS::f67r2::f67r2.18::1::11884	qopchy	SELECTOR_INSTRUCTION_LOCAL_SOURCE_TEXT	I18	PAGE_LOCAL_ASTRO_ADDRESS_ONLY; NO_PROSE_FORMAL_IMPORT	NOT_APPLICABLE_ASTRO	ELECTION	[LOKALER EXEMPLARTEXT 1/3; KEINE KARTENGLOSSE] Bestimme das Zeichen, in	SCHEDULE	freie Feuerstelle. Am zweiten Werkstatttag prüfe	COEQUAL	NONE	EDITORIAL_SOURCE_LOCUS_ORDER; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	BOTH_PAGE_LOCAL_EXEMPLARS; NO_PORTABLE_CARD_VALUE
45	f67r2	A1	f67r2.18	2	11885	ASTRO_LOCAL_ADDRESS::f67r2::f67r2.18::2::11885	daiin	SELECTOR_INSTRUCTION_LOCAL_SOURCE_TEXT	I18	PAGE_LOCAL_ASTRO_ADDRESS_ONLY; NO_PROSE_FORMAL_IMPORT	NOT_APPLICABLE_ASTRO	ELECTION	[LOKALER EXEMPLARTEXT 2/3; KEINE KARTENGLOSSE] dem der Mond zur	SCHEDULE	für das Duftöl Materialbestand, Wasserqualität und	COEQUAL	NONE	EDITORIAL_SOURCE_LOCUS_ORDER; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	BOTH_PAGE_LOCAL_EXEMPLARS; NO_PORTABLE_CARD_VALUE
46	f67r2	A1	f67r2.18	3	11886	ASTRO_LOCAL_ADDRESS::f67r2::f67r2.18::3::11886	dal	SELECTOR_INSTRUCTION_LOCAL_SOURCE_TEXT	I18	PAGE_LOCAL_ASTRO_ADDRESS_ONLY; NO_PROSE_FORMAL_IMPORT	NOT_APPLICABLE_ASTRO	ELECTION	[LOKALER EXEMPLARTEXT 3/3; KEINE KARTENGLOSSE] fraglichen Stunde steht.	SCHEDULE	freie Feuerstelle. Am zweiten Werkstatttag prüfe	COEQUAL	NONE	EDITORIAL_SOURCE_LOCUS_ORDER; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	BOTH_PAGE_LOCAL_EXEMPLARS; NO_PORTABLE_CARD_VALUE
47	f67r2	A1	f67r2.19	1	11887	ASTRO_LOCAL_ADDRESS::f67r2::f67r2.19::1::11887	ydchos	SELECTOR_INSTRUCTION_LOCAL_SOURCE_TEXT	I19	PAGE_LOCAL_ASTRO_ADDRESS_ONLY; NO_PROSE_FORMAL_IMPORT	NOT_APPLICABLE_ASTRO	ELECTION	[LOKALER EXEMPLARTEXT 1/4; KEINE KARTENGLOSSE] Ordne dem Zeichen	SCHEDULE	für das Erwärmen Materialbestand, Wasserqualität und	COEQUAL	NONE	EDITORIAL_SOURCE_LOCUS_ORDER; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	BOTH_PAGE_LOCAL_EXEMPLARS; NO_PORTABLE_CARD_VALUE
48	f67r2	A1	f67r2.19	2	11888	ASTRO_LOCAL_ADDRESS::f67r2::f67r2.19::2::11888	ain	SELECTOR_INSTRUCTION_LOCAL_SOURCE_TEXT	I19	PAGE_LOCAL_ASTRO_ADDRESS_ONLY; NO_PROSE_FORMAL_IMPORT	NOT_APPLICABLE_ASTRO	ELECTION	[LOKALER EXEMPLARTEXT 2/4; KEINE KARTENGLOSSE] den Körperbezirk	SCHEDULE	freie Feuerstelle. Am zweiten Werkstatttag prüfe	COEQUAL	NONE	EDITORIAL_SOURCE_LOCUS_ORDER; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	BOTH_PAGE_LOCAL_EXEMPLARS; NO_PORTABLE_CARD_VALUE
49	f67r2	A1	f67r2.19	3	11889	ASTRO_LOCAL_ADDRESS::f67r2::f67r2.19::3::11889	ar	SELECTOR_INSTRUCTION_LOCAL_SOURCE_TEXT	I19	PAGE_LOCAL_ASTRO_ADDRESS_ONLY; NO_PROSE_FORMAL_IMPORT	NOT_APPLICABLE_ASTRO	ELECTION	[LOKALER EXEMPLARTEXT 3/4; KEINE KARTENGLOSSE] aus der	SCHEDULE	für das Filtern Materialbestand, Wasserqualität und	COEQUAL	NONE	EDITORIAL_SOURCE_LOCUS_ORDER; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	BOTH_PAGE_LOCAL_EXEMPLARS; NO_PORTABLE_CARD_VALUE
50	f67r2	A1	f67r2.19	4	11890	ASTRO_LOCAL_ADDRESS::f67r2::f67r2.19::4::11890	amy	SELECTOR_INSTRUCTION_LOCAL_SOURCE_TEXT	I19	PAGE_LOCAL_ASTRO_ADDRESS_ONLY; NO_PROSE_FORMAL_IMPORT	NOT_APPLICABLE_ASTRO	ELECTION	[LOKALER EXEMPLARTEXT 4/4; KEINE KARTENGLOSSE] Zwölferreihe zu.	SCHEDULE	freie Feuerstelle. Am zweiten Werkstatttag prüfe	COEQUAL	NONE	EDITORIAL_SOURCE_LOCUS_ORDER; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	BOTH_PAGE_LOCAL_EXEMPLARS; NO_PORTABLE_CARD_VALUE
51	f67r2	A1	f67r2.20	1	11891	ASTRO_LOCAL_ADDRESS::f67r2::f67r2.20::1::11891	chocfhy	SELECTOR_INSTRUCTION_LOCAL_SOURCE_TEXT	I20	PAGE_LOCAL_ASTRO_ADDRESS_ONLY; NO_PROSE_FORMAL_IMPORT	NOT_APPLICABLE_ASTRO	ELECTION	[LOKALER EXEMPLARTEXT 1/2; KEINE KARTENGLOSSE] Ist gerade dieser Körperbezirk betroffen, so	SCHEDULE	für den Badedienst Materialbestand, Wasserqualität und	COEQUAL	NONE	EDITORIAL_SOURCE_LOCUS_ORDER; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	BOTH_PAGE_LOCAL_EXEMPLARS; NO_PORTABLE_CARD_VALUE
52	f67r2	A1	f67r2.20	2	11892	ASTRO_LOCAL_ADDRESS::f67r2::f67r2.20::2::11892	saral	SELECTOR_INSTRUCTION_LOCAL_SOURCE_TEXT	I20	PAGE_LOCAL_ASTRO_ADDRESS_ONLY; NO_PROSE_FORMAL_IMPORT	NOT_APPLICABLE_ASTRO	ELECTION	[LOKALER EXEMPLARTEXT 2/2; KEINE KARTENGLOSSE] schone ihn in dieser Stunde.	SCHEDULE	freie Feuerstelle. Am zweiten Werkstatttag prüfe	COEQUAL	NONE	EDITORIAL_SOURCE_LOCUS_ORDER; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	BOTH_PAGE_LOCAL_EXEMPLARS; NO_PORTABLE_CARD_VALUE
53	f67r2	A1	f67r2.21	1	11893	ASTRO_LOCAL_ADDRESS::f67r2::f67r2.21::1::11893	sain	SELECTOR_INSTRUCTION_LOCAL_SOURCE_TEXT	I21	PAGE_LOCAL_ASTRO_ADDRESS_ONLY; NO_PROSE_FORMAL_IMPORT	NOT_APPLICABLE_ASTRO	ELECTION	[LOKALER EXEMPLARTEXT 1/3; KEINE KARTENGLOSSE] Verschiebe Aderlass, Schröpfen	SCHEDULE	für Reinigung und Vorratsschluss Materialbestand, Wasserqualität	COEQUAL	NONE	EDITORIAL_SOURCE_LOCUS_ORDER; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	BOTH_PAGE_LOCAL_EXEMPLARS; NO_PORTABLE_CARD_VALUE
54	f67r2	A1	f67r2.21	2	11894	ASTRO_LOCAL_ADDRESS::f67r2::f67r2.21::2::11894	am	SELECTOR_INSTRUCTION_LOCAL_SOURCE_TEXT	I21	PAGE_LOCAL_ASTRO_ADDRESS_ONLY; NO_PROSE_FORMAL_IMPORT	NOT_APPLICABLE_ASTRO	ELECTION	[LOKALER EXEMPLARTEXT 2/3; KEINE KARTENGLOSSE] oder Schnitt am	SCHEDULE	und freie Feuerstelle. Am dritten Werkstatttag	COEQUAL	NONE	EDITORIAL_SOURCE_LOCUS_ORDER; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	BOTH_PAGE_LOCAL_EXEMPLARS; NO_PORTABLE_CARD_VALUE
55	f67r2	A1	f67r2.21	3	11895	ASTRO_LOCAL_ADDRESS::f67r2::f67r2.21::3::11895	ar	SELECTOR_INSTRUCTION_LOCAL_SOURCE_TEXT	I21	PAGE_LOCAL_ASTRO_ADDRESS_ONLY; NO_PROSE_FORMAL_IMPORT	NOT_APPLICABLE_ASTRO	ELECTION	[LOKALER EXEMPLARTEXT 3/3; KEINE KARTENGLOSSE] beherrschten Körperbezirk.	SCHEDULE	prüfe für die Wurzelernte Materialbestand, Wasserqualität	COEQUAL	NONE	EDITORIAL_SOURCE_LOCUS_ORDER; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	BOTH_PAGE_LOCAL_EXEMPLARS; NO_PORTABLE_CARD_VALUE
56	f67r2	A1	f67r2.22	1	11896	ASTRO_LOCAL_ADDRESS::f67r2::f67r2.22::1::11896	okal	SEVEN_PLANET_LOCAL_EXEMPLAR	P02	PAGE_LOCAL_ASTRO_ADDRESS_ONLY; NO_PROSE_FORMAL_IMPORT	NOT_APPLICABLE_ASTRO	ELECTION	[LOKALER EXEMPLARTEXT 1/1; KEINE KARTENGLOSSE] Externer Editionswert Planet 2: Jupiter; überlieferte Grundqualität: warm und feucht; als Tages- oder Stundenherr prüfen.	SCHEDULE	und freie Feuerstelle. Am dritten Werkstatttag	COEQUAL	EXTERNAL_LOCAL_EXEMPLAR_LABEL_NOT_VOYNICH_READING	EDITORIAL_SOURCE_LOCUS_ORDER; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	BOTH_PAGE_LOCAL_EXEMPLARS; NO_PORTABLE_CARD_VALUE
57	f67r2	A1	f67r2.23	1	11897	ASTRO_LOCAL_ADDRESS::f67r2::f67r2.23::1::11897	oparchy	SELECTOR_INSTRUCTION_LOCAL_SOURCE_TEXT	I23	PAGE_LOCAL_ASTRO_ADDRESS_ONLY; NO_PROSE_FORMAL_IMPORT	NOT_APPLICABLE_ASTRO	ELECTION	[LOKALER EXEMPLARTEXT 1/2; KEINE KARTENGLOSSE] Prüfe zusätzlich, ob der Mond	SCHEDULE	prüfe für die Blütenernte Materialbestand, Wasserqualität und	COEQUAL	NONE	EDITORIAL_SOURCE_LOCUS_ORDER; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	BOTH_PAGE_LOCAL_EXEMPLARS; NO_PORTABLE_CARD_VALUE
58	f67r2	A1	f67r2.23	2	11898	ASTRO_LOCAL_ADDRESS::f67r2::f67r2.23::2::11898	salsain	SELECTOR_INSTRUCTION_LOCAL_SOURCE_TEXT	I23	PAGE_LOCAL_ASTRO_ADDRESS_ONLY; NO_PROSE_FORMAL_IMPORT	NOT_APPLICABLE_ASTRO	ELECTION	[LOKALER EXEMPLARTEXT 2/2; KEINE KARTENGLOSSE] an Licht zunimmt oder abnimmt.	SCHEDULE	freie Feuerstelle. Am dritten Werkstatttag prüfe	COEQUAL	NONE	EDITORIAL_SOURCE_LOCUS_ORDER; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	BOTH_PAGE_LOCAL_EXEMPLARS; NO_PORTABLE_CARD_VALUE
59	f67r2	A1	f67r2.24	1	11899	ASTRO_LOCAL_ADDRESS::f67r2::f67r2.24::1::11899	sodar	SELECTOR_INSTRUCTION_LOCAL_SOURCE_TEXT	I24	PAGE_LOCAL_ASTRO_ADDRESS_ONLY; NO_PROSE_FORMAL_IMPORT	NOT_APPLICABLE_ASTRO	ELECTION	[LOKALER EXEMPLARTEXT 1/3; KEINE KARTENGLOSSE] Zunehmendes Licht begünstigt stärkende,	SCHEDULE	für die Blattsichtung Materialbestand, Wasserqualität und	COEQUAL	NONE	EDITORIAL_SOURCE_LOCUS_ORDER; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	BOTH_PAGE_LOCAL_EXEMPLARS; NO_PORTABLE_CARD_VALUE
60	f67r2	A1	f67r2.24	2	11900	ASTRO_LOCAL_ADDRESS::f67r2::f67r2.24::2::11900	ofar	SELECTOR_INSTRUCTION_LOCAL_SOURCE_TEXT	I24	PAGE_LOCAL_ASTRO_ADDRESS_ONLY; NO_PROSE_FORMAL_IMPORT	NOT_APPLICABLE_ASTRO	ELECTION	[LOKALER EXEMPLARTEXT 2/3; KEINE KARTENGLOSSE] abnehmendes Licht entleerende	SCHEDULE	freie Feuerstelle. Am dritten Werkstatttag prüfe	COEQUAL	NONE	EDITORIAL_SOURCE_LOCUS_ORDER; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	BOTH_PAGE_LOCAL_EXEMPLARS; NO_PORTABLE_CARD_VALUE
61	f67r2	A1	f67r2.24	3	11901	ASTRO_LOCAL_ADDRESS::f67r2::f67r2.24::3::11901	ar	SELECTOR_INSTRUCTION_LOCAL_SOURCE_TEXT	I24	PAGE_LOCAL_ASTRO_ADDRESS_ONLY; NO_PROSE_FORMAL_IMPORT	NOT_APPLICABLE_ASTRO	ELECTION	[LOKALER EXEMPLARTEXT 3/3; KEINE KARTENGLOSSE] Maßnahmen im Exemplar.	SCHEDULE	für das Schattentrocknen Materialbestand, Wasserqualität und	COEQUAL	NONE	EDITORIAL_SOURCE_LOCUS_ORDER; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	BOTH_PAGE_LOCAL_EXEMPLARS; NO_PORTABLE_CARD_VALUE
62	f67r2	A1	f67r2.25	1	11902	ASTRO_LOCAL_ADDRESS::f67r2::f67r2.25::1::11902	ydam	SELECTOR_INSTRUCTION_LOCAL_SOURCE_TEXT	I25	PAGE_LOCAL_ASTRO_ADDRESS_ONLY; NO_PROSE_FORMAL_IMPORT	NOT_APPLICABLE_ASTRO	ELECTION	[LOKALER EXEMPLARTEXT 1/1; KEINE KARTENGLOSSE] Prüfe nun die schädlichen Verbindungen von Saturn und Mars.	SCHEDULE	freie Feuerstelle. Am dritten Werkstatttag prüfe	COEQUAL	NONE	EDITORIAL_SOURCE_LOCUS_ORDER; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	BOTH_PAGE_LOCAL_EXEMPLARS; NO_PORTABLE_CARD_VALUE
63	f67r2	A1	f67r2.26	1	11903	ASTRO_LOCAL_ADDRESS::f67r2::f67r2.26::1::11903	yteoor	SELECTOR_INSTRUCTION_LOCAL_SOURCE_TEXT	I26	PAGE_LOCAL_ASTRO_ADDRESS_ONLY; NO_PROSE_FORMAL_IMPORT	NOT_APPLICABLE_ASTRO	ELECTION	[LOKALER EXEMPLARTEXT 1/3; KEINE KARTENGLOSSE] Bei schädlichem Aspekt verschiebe	SCHEDULE	für das Zerkleinern Materialbestand, Wasserqualität und	COEQUAL	NONE	EDITORIAL_SOURCE_LOCUS_ORDER; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	BOTH_PAGE_LOCAL_EXEMPLARS; NO_PORTABLE_CARD_VALUE
64	f67r2	A1	f67r2.26	2	11904	ASTRO_LOCAL_ADDRESS::f67r2::f67r2.26::2::11904	yto	SELECTOR_INSTRUCTION_LOCAL_SOURCE_TEXT	I26	PAGE_LOCAL_ASTRO_ADDRESS_ONLY; NO_PROSE_FORMAL_IMPORT	NOT_APPLICABLE_ASTRO	ELECTION	[LOKALER EXEMPLARTEXT 2/3; KEINE KARTENGLOSSE] den starken Eingriff	SCHEDULE	freie Feuerstelle. Am dritten Werkstatttag prüfe	COEQUAL	NONE	EDITORIAL_SOURCE_LOCUS_ORDER; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	BOTH_PAGE_LOCAL_EXEMPLARS; NO_PORTABLE_CARD_VALUE
65	f67r2	A1	f67r2.26	3	11905	ASTRO_LOCAL_ADDRESS::f67r2::f67r2.26::3::11905	ykor	SELECTOR_INSTRUCTION_LOCAL_SOURCE_TEXT	I26	PAGE_LOCAL_ASTRO_ADDRESS_ONLY; NO_PROSE_FORMAL_IMPORT	NOT_APPLICABLE_ASTRO	ELECTION	[LOKALER EXEMPLARTEXT 3/3; KEINE KARTENGLOSSE] und wähle Schonung.	SCHEDULE	für das Einweichen Materialbestand, Wasserqualität und	COEQUAL	NONE	EDITORIAL_SOURCE_LOCUS_ORDER; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	BOTH_PAGE_LOCAL_EXEMPLARS; NO_PORTABLE_CARD_VALUE
66	f67r2	A1	f67r2.27	1	11906	ASTRO_LOCAL_ADDRESS::f67r2::f67r2.27::1::11906	okeo	SELECTOR_INSTRUCTION_LOCAL_SOURCE_TEXT	I27	PAGE_LOCAL_ASTRO_ADDRESS_ONLY; NO_PROSE_FORMAL_IMPORT	NOT_APPLICABLE_ASTRO	ELECTION	[LOKALER EXEMPLARTEXT 1/4; KEINE KARTENGLOSSE] Bei Sonnenverbrennung des	SCHEDULE	freie Feuerstelle. Am dritten Werkstatttag prüfe	COEQUAL	NONE	EDITORIAL_SOURCE_LOCUS_ORDER; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	BOTH_PAGE_LOCAL_EXEMPLARS; NO_PORTABLE_CARD_VALUE
67	f67r2	A1	f67r2.27	2	11907	ASTRO_LOCAL_ADDRESS::f67r2::f67r2.27::2::11907	r	SELECTOR_INSTRUCTION_LOCAL_SOURCE_TEXT	I27	PAGE_LOCAL_ASTRO_ADDRESS_ONLY; NO_PROSE_FORMAL_IMPORT	NOT_APPLICABLE_ASTRO	ELECTION	[LOKALER EXEMPLARTEXT 2/4; KEINE KARTENGLOSSE] Mondes halte	SCHEDULE	für das Färbebad Materialbestand, Wasserqualität und	COEQUAL	NONE	EDITORIAL_SOURCE_LOCUS_ORDER; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	BOTH_PAGE_LOCAL_EXEMPLARS; NO_PORTABLE_CARD_VALUE
68	f67r2	A1	f67r2.27	3	11908	ASTRO_LOCAL_ADDRESS::f67r2::f67r2.27::3::11908	aiin	SELECTOR_INSTRUCTION_LOCAL_SOURCE_TEXT	I27	PAGE_LOCAL_ASTRO_ADDRESS_ONLY; NO_PROSE_FORMAL_IMPORT	NOT_APPLICABLE_ASTRO	ELECTION	[LOKALER EXEMPLARTEXT 3/4; KEINE KARTENGLOSSE] die beabsichtigte	SCHEDULE	freie Feuerstelle. Am dritten Werkstatttag prüfe	COEQUAL	NONE	EDITORIAL_SOURCE_LOCUS_ORDER; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	BOTH_PAGE_LOCAL_EXEMPLARS; NO_PORTABLE_CARD_VALUE
69	f67r2	A1	f67r2.27	4	11909	ASTRO_LOCAL_ADDRESS::f67r2::f67r2.27::4::11909	am	SELECTOR_INSTRUCTION_LOCAL_SOURCE_TEXT	I27	PAGE_LOCAL_ASTRO_ADDRESS_ONLY; NO_PROSE_FORMAL_IMPORT	NOT_APPLICABLE_ASTRO	ELECTION	[LOKALER EXEMPLARTEXT 4/4; KEINE KARTENGLOSSE] Maßnahme zurück.	SCHEDULE	für das Duftöl Materialbestand, Wasserqualität und	COEQUAL	NONE	EDITORIAL_SOURCE_LOCUS_ORDER; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	BOTH_PAGE_LOCAL_EXEMPLARS; NO_PORTABLE_CARD_VALUE
