statement_id	record_unit_id	page	statement_ordinal_in_record	constituent_fields	constituent_loci	physical_line_count	internal_cross_line_boundaries	event_count	event_serials	exact_card_sequence	closure_sequence	entry_boundary_class	exit_boundary_class	ordered_template_sequence	parse_status	recognized_event_count	exemplar_only_event_count	record_reset_status	pre_state	owner_active_target_previous_operations	inferred_missing_slots	operation_trace	post_state	backward_from_full_transition_log	backward_from_post_state_only	iatromedical_statement_exemplar	practical_statement_exemplar	domain_selection	complete_source_recovery_without_exemplar	formal_roundtrip	strongest_segmentation_rival	semantic_contract
B1-S020	B1	f81v	20	F043	f81v.27	1	NONE	2	164|165	d904bf7b044dd3922781|d68bc8de3bcee09db23c	F043:TERMINAL	WITHIN_LOCUS_FIELD_BOUNDARY	WITHIN_LOCUS_FIELD_BOUNDARY	EXEMPLAR_ONLY > EXEMPLAR_ONLY	UNPARSED	0	2	WITHIN_RECORD_TRANSITION	OWNER=B1:O01;ACTIVE_ITEM/PREPARATION=B1:I005;TARGET/STATION=B1:T016;PREVIOUS_ITEM=B1:I004	CARRY/CARRY/INTRODUCE/CARRY	OWNER | ACTIVE_ITEM/PREPARATION	OWNER:CARRY(B1:O01) -> ACTIVE_ITEM/PREPARATION:CARRY(B1:I005) -> TARGET/STATION:CARRY(B1:T016) -> PREVIOUS_ITEM:CARRY(B1:I004) -> TARGET/STATION:INTRODUCE(B1:T017;LOCAL_CLOTH)	OWNER=B1:O01;ACTIVE_ITEM/PREPARATION=B1:I005;TARGET/STATION=B1:T017;PREVIOUS_ITEM=B1:I004	YES	NO	[REGISTER:OWNER=B1:O01] [EXEMPLAR:A011+A020:bei sanfter Wärme] ; [REGISTER:OWNER=B1:O01] [EXEMPLAR:A006+A009+A011+A020:seihe es einmal durch ein Tuch und beende den Schritt]	LOCAL_EXEMPLAR[fertige Charge markieren;keine Kartenbedeutung] ; LOCAL_EXEMPLAR[Zielstation bestätigen;keine Kartenbedeutung]	NONE;DUAL_UNRESOLVED	NO	PASS_EXACT_OPAQUE_ID_SEQUENCE	SEGMENTATION=Benachbarte Felder könnten eine größere Exemplarklausel bilden.; NONMEDICAL=weitergeben [Ganzfeldexemplar B1, Feld 23/24]	REGISTER_IDS_RECORD_LOCAL;LINE_RESET_NOT_SENTENCE;DUAL_LOCAL_EXEMPLAR_ONLY
B1-S021	B1	f81v	21	F044	f81v.27	1	NONE	1	166	dd0ecaf5e27d81befffc	F044:OPEN	WITHIN_LOCUS_FIELD_BOUNDARY	RECORD_END	TARGET_ASSIGN	UNIQUE	1	0	WITHIN_RECORD_TRANSITION	OWNER=B1:O01;ACTIVE_ITEM/PREPARATION=B1:I005;TARGET/STATION=B1:T017;PREVIOUS_ITEM=B1:I004	CARRY/CARRY/INTRODUCE/CARRY	OWNER | ACTIVE_ITEM/PREPARATION	OWNER:CARRY(B1:O01) -> ACTIVE_ITEM/PREPARATION:CARRY(B1:I005) -> TARGET/STATION:CARRY(B1:T017) -> PREVIOUS_ITEM:CARRY(B1:I004) -> TARGET/STATION:INTRODUCE(B1:T018;LOCAL_MARKED_TARGET)	OWNER=B1:O01;ACTIVE_ITEM/PREPARATION=B1:I005;TARGET/STATION=B1:T018;PREVIOUS_ITEM=B1:I004	YES	NO	[CARD:ZIEL?] [REGISTER:OWNER=B1:O01;TARGET/STATION=B1:T018] [EXEMPLAR:A003+A010+A011+A013+A014+A020:den aktiven Posten an der örtlich bezeichneten Station führen]	ZIEL?=Arbeitsziel setzen oder bestätigen ; LOCAL_ARGUMENT[Zieladresse=Grundbecken A mit Wärmestelle W1, Rinne R1 und Rücklauf R0]	NONE;DUAL_UNRESOLVED	NO	PASS_EXACT_OPAQUE_ID_SEQUENCE	SEGMENTATION=Benachbarte Felder könnten eine größere Exemplarklausel bilden.; NONMEDICAL=weitergeben [Ganzfeldexemplar B1, Feld 24/24]	REGISTER_IDS_RECORD_LOCAL;LINE_RESET_NOT_SENTENCE;DUAL_LOCAL_EXEMPLAR_ONLY
B2-S001	B2	f82r	1	F045	f82r.2	1	NONE	1	167	259b2b3b0bf859882e2c	F045:TERMINAL	RECORD_START	WITHIN_LOCUS_FIELD_BOUNDARY	EXEMPLAR_ONLY	UNPARSED	0	1	PASS_RESET_AT_RECORD_START	OWNER=UNSET;ACTIVE_ITEM/PREPARATION=UNSET;TARGET/STATION=UNSET;PREVIOUS_ITEM=UNSET	INTRODUCE/INTRODUCE/INTRODUCE/RESET	ACTIVE_ITEM/PREPARATION	OWNER:INTRODUCE(B2:O01) -> ACTIVE_ITEM/PREPARATION:INTRODUCE(B2:I001) -> TARGET/STATION:RESET -> PREVIOUS_ITEM:RESET -> TARGET/STATION:INTRODUCE(B2:T001;LOCAL_VESSEL_OR_RUN)	OWNER=B2:O01;ACTIVE_ITEM/PREPARATION=B2:I001;TARGET/STATION=B2:T001;PREVIOUS_ITEM=UNSET	YES	YES	[REGISTER:OWNER=B2:O01] [EXEMPLAR:A001+A002+A003+A005+A009+A011+A015+A021:spüle das benutzte Gefäß oder den Lauf einmal aus und beende den Schritt]	LOCAL_EXEMPLAR[Beckenrand und Fugen sichten;keine Kartenbedeutung]	NONE;DUAL_UNRESOLVED	NO	PASS_EXACT_OPAQUE_ID_SEQUENCE	SEGMENTATION=Ein erstes Feld kann Überschrift oder Rubrik statt Klausel sein.; NONMEDICAL=Einzelbecken füllen [Ganzfeldexemplar B2, Feld 1/26]	REGISTER_IDS_RECORD_LOCAL;LINE_RESET_NOT_SENTENCE;DUAL_LOCAL_EXEMPLAR_ONLY
B2-S002	B2	f82r	2	F046	f82r.2	1	NONE	1	168	28ffbc88b97772a75f1e	F046:TERMINAL	WITHIN_LOCUS_FIELD_BOUNDARY	WITHIN_LOCUS_FIELD_BOUNDARY	EXEMPLAR_ONLY	UNPARSED	0	1	WITHIN_RECORD_TRANSITION	OWNER=B2:O01;ACTIVE_ITEM/PREPARATION=B2:I001;TARGET/STATION=B2:T001;PREVIOUS_ITEM=UNSET	CARRY/CARRY/INTRODUCE/CARRY	OWNER | ACTIVE_ITEM/PREPARATION	OWNER:CARRY(B2:O01) -> ACTIVE_ITEM/PREPARATION:CARRY(B2:I001) -> TARGET/STATION:CARRY(B2:T001) -> PREVIOUS_ITEM:CARRY(UNSET) -> TARGET/STATION:INTRODUCE(B2:T002;LOCAL_COVERED_CATCH_VESSEL)	OWNER=B2:O01;ACTIVE_ITEM/PREPARATION=B2:I001;TARGET/STATION=B2:T002;PREVIOUS_ITEM=UNSET	YES	NO	[REGISTER:OWNER=B2:O01] [EXEMPLAR:A002+A004+A011+A013+A021:stelle die Mischung im bedeckten Auffanggefäß beiseite und beende den Schritt]	LOCAL_EXEMPLAR[Filter lösen;keine Kartenbedeutung]	NONE;DUAL_UNRESOLVED	NO	PASS_EXACT_OPAQUE_ID_SEQUENCE	SEGMENTATION=Benachbarte Felder könnten eine größere Exemplarklausel bilden.; NONMEDICAL=Einzelbecken füllen [Ganzfeldexemplar B2, Feld 2/26]	REGISTER_IDS_RECORD_LOCAL;LINE_RESET_NOT_SENTENCE;DUAL_LOCAL_EXEMPLAR_ONLY
B2-S003	B2	f82r	3	F047	f82r.2	1	NONE	3	169|170|171	1645e612504fcef59ced|b921a237be883a820352|7d25241b0e56c836372a	F047:TERMINAL	WITHIN_LOCUS_FIELD_BOUNDARY	WITHIN_LOCUS_FIELD_BOUNDARY	EXEMPLAR_ONLY > EXEMPLAR_ONLY > EXEMPLAR_ONLY	UNPARSED	0	3	WITHIN_RECORD_TRANSITION	OWNER=B2:O01;ACTIVE_ITEM/PREPARATION=B2:I001;TARGET/STATION=B2:T002;PREVIOUS_ITEM=UNSET	CARRY/CARRY/CARRY/CARRY	OWNER | ACTIVE_ITEM/PREPARATION	OWNER:CARRY(B2:O01) -> ACTIVE_ITEM/PREPARATION:CARRY(B2:I001) -> TARGET/STATION:CARRY(B2:T002) -> PREVIOUS_ITEM:CARRY(UNSET)	OWNER=B2:O01;ACTIVE_ITEM/PREPARATION=B2:I001;TARGET/STATION=B2:T002;PREVIOUS_ITEM=UNSET	YES	YES	[REGISTER:OWNER=B2:O01] [EXEMPLAR:A002+A010+A011+A021:gib einen abgemessenen Anteil in das Gefäß] ; [REGISTER:OWNER=B2:O01] [EXEMPLAR:A010+A011+A021:Diese aktive Portion] ; [REGISTER:OWNER=B2:O01] [EXEMPLAR:A001+A004+A005+A008+A011+A015+A021:lasse die Badende im temperierten Teilbad sitzen und beende den Schritt]	LOCAL_EXEMPLAR[Vorratscharge bereitstellen;keine Kartenbedeutung] ; LOCAL_EXEMPLAR[Zuführung öffnen;keine Kartenbedeutung] ; LOCAL_EXEMPLAR[Wasser in das Becken einlassen;keine Kartenbedeutung]	NONE;DUAL_UNRESOLVED	NO	PASS_EXACT_OPAQUE_ID_SEQUENCE	SEGMENTATION=Benachbarte Felder könnten eine größere Exemplarklausel bilden.; NONMEDICAL=Einzelbecken füllen [Ganzfeldexemplar B2, Feld 3/26]	REGISTER_IDS_RECORD_LOCAL;LINE_RESET_NOT_SENTENCE;DUAL_LOCAL_EXEMPLAR_ONLY
B2-S004	B2	f82r	4	F048|F049	f82r.2|f82r.3	2	B2-LB01	5	172|173|174|175|176	308e8ea2d5d190c498e8|f329f2051370174e9a38|ba8142680851f24c9ff2|0275fbf14e07935b0a45|c1db6b0a28d5cbb5d3d2	F048:OPEN > F049:TERMINAL	WITHIN_LOCUS_FIELD_BOUNDARY	WITHIN_LOCUS_FIELD_BOUNDARY	TARGET_ASSIGN > EXEMPLAR_ONLY > EXEMPLAR_ONLY > ACTION_TEMPER > EXEMPLAR_ONLY	AMBIGUOUS	2	3	WITHIN_RECORD_TRANSITION	OWNER=B2:O01;ACTIVE_ITEM/PREPARATION=B2:I001;TARGET/STATION=B2:T002;PREVIOUS_ITEM=UNSET	CARRY/CARRY/INTRODUCE/INTRODUCE	OWNER | ACTIVE_ITEM/PREPARATION	OWNER:CARRY(B2:O01) -> ACTIVE_ITEM/PREPARATION:CARRY(B2:I001) -> TARGET/STATION:CARRY(B2:T002) -> PREVIOUS_ITEM:CARRY(UNSET) -> PREVIOUS_ITEM:INTRODUCE_DERIVED(B2:I002;LOCAL_TWO_SHARES) -> TARGET/STATION:INTRODUCE(B2:T003;LOCAL_SECOND_OPENING)	OWNER=B2:O01;ACTIVE_ITEM/PREPARATION=B2:I001;TARGET/STATION=B2:T003;PREVIOUS_ITEM=B2:I002	YES	NO	[FORMAL:LOKALEN_RELATIONSSLOT_SETZEN;KEINE_WORTBEDEUTUNG] [REGISTER:OWNER=B2:O01;TARGET/STATION=B2:T003] [EXEMPLAR:A003+A010+A011+A013+A014+A021:den aktiven Posten an der örtlich bezeichneten Station führen] ; [REGISTER:OWNER=B2:O01] [EXEMPLAR:A003+A009+A011+A014+A021:die zweite Öffnung] ; [REGISTER:OWNER=B2:O01] [EXEMPLAR:A002+A011+A013+A021:und gehe zum nächsten Becken weiter] ; [CARD:TEMPERIEREN?] [REGISTER:ACTIVE_ITEM/PREPARATION=B2:I001] [EXEMPLAR:A005+A008+A011+A015+A021:die Charge für den vorgesehenen Gebrauch temperieren] ; [REGISTER:OWNER=B2:O01] [EXEMPLAR:A006+A011+A012+A021:seihe es klar und beende den Schritt]	LOKALEN_RELATIONSSLOT_SETZEN=FORMAL_OPAQUE_SLOT_OPERATION ; LOCAL_ARGUMENT[Zieladresse=Teilbecken B mit Zugängen Z1-Z3, Wärmestelle W2, Filter F2 und Auslass A2] ; LOCAL_EXEMPLAR[Schieber am Abgang öffnen;keine Kartenbedeutung] ; LOCAL_EXEMPLAR[Fluss zur Zielstation führen;keine Kartenbedeutung] ; TEMPERIEREN?=aktive Charge gelinde erwärmen ; LOCAL_ARGUMENT[aktive Charge an der Wärmestelle von Teilbecken B mit Zugängen Z1-Z3, Wärmestelle W2, Filter F2 und Auslass A2] ; LOCAL_EXEMPLAR[Charge gelinde erwärmen;keine Kartenbedeutung]	NONE;DUAL_UNRESOLVED	NO	PASS_EXACT_OPAQUE_ID_SEQUENCE	SEGMENTATION=RESUME_ACTIVE_ITEM: F049 kann eine neue Klausel am zweiten Becken sein.; NONMEDICAL=Einzelbecken füllen [Ganzfeldexemplar B2, Feld 4/26] || Einzelbecken füllen [Ganzfeldexemplar B2, Feld 5/26]	REGISTER_IDS_RECORD_LOCAL;LINE_RESET_NOT_SENTENCE;DUAL_LOCAL_EXEMPLAR_ONLY
B2-S005	B2	f82r	5	F050|F051	f82r.3|f82r.4	2	B2-LB02	8	177|178|179|180|181|182|183|184	4a7a6326ac95a8809302|2d2e37ccb2dacc53ee5a|2cc8bb3c2af19607888f|b5fcea1eaed06b2f2291|b5fcea1eaed06b2f2291|a8f891de626fc00028e9|f0db6d30cd34f4cb2a4d|04a3877f0fc81b7597c9	F050:OPEN > F051:TERMINAL	WITHIN_LOCUS_FIELD_BOUNDARY	WITHIN_LOCUS_FIELD_BOUNDARY	EXEMPLAR_ONLY > EXEMPLAR_ONLY > EXEMPLAR_ONLY > PARAMETER_ASSIGN > PARAMETER_ASSIGN > EXEMPLAR_ONLY > EXEMPLAR_ONLY > EXEMPLAR_ONLY	AMBIGUOUS	2	6	WITHIN_RECORD_TRANSITION	OWNER=B2:O01;ACTIVE_ITEM/PREPARATION=B2:I001;TARGET/STATION=B2:T003;PREVIOUS_ITEM=B2:I002	CARRY/CARRY/INTRODUCE/RESUME	OWNER | ACTIVE_ITEM/PREPARATION | PREVIOUS_ITEM	OWNER:CARRY(B2:O01) -> ACTIVE_ITEM/PREPARATION:CARRY(B2:I001) -> TARGET/STATION:CARRY(B2:T003) -> PREVIOUS_ITEM:CARRY(B2:I002) -> PREVIOUS_ITEM:RESUME(B2:I002;LOCAL_FILLER) -> TARGET/STATION:INTRODUCE(B2:T004;LOCAL_CLOTH) -> TARGET/STATION:INTRODUCE(B2:T005;LOCAL_CONNECTED_RUNS) -> TARGET/STATION:INTRODUCE(B2:T006;LOCAL_BROAD_VESSEL)	OWNER=B2:O01;ACTIVE_ITEM/PREPARATION=B2:I001;TARGET/STATION=B2:T006;PREVIOUS_ITEM=B2:I002	YES	NO	[REGISTER:OWNER=B2:O01] [EXEMPLAR:A001+A003+A009+A011+A021:fahre am zweiten Lauf fort] ; [REGISTER:OWNER=B2:O01] [EXEMPLAR:A006+A011+A021:durch ein Tuch] ; [REGISTER:OWNER=B2:O01] [EXEMPLAR:A011+A021:durch die verbundenen Läufe] ; [FORMAL:STANDARDSLOT_SETZEN;KEINE_WORTBEDEUTUNG] [REGISTER:ACTIVE_ITEM/PREPARATION=B2:I001] [EXEMPLAR:A010+A011+A021:den aktiven Posten nach der örtlichen Vorschrift bemessen] ; [FORMAL:STANDARDSLOT_SETZEN;KEINE_WORTBEDEUTUNG] [REGISTER:ACTIVE_ITEM/PREPARATION=B2:I001] [EXEMPLAR:A010+A011+A021:den aktiven Posten nach der örtlichen Vorschrift bemessen] ; [REGISTER:OWNER=B2:O01] [EXEMPLAR:A011+A021:unter derselben Einstellung] ; [REGISTER:OWNER=B2:O01] [EXEMPLAR:A002+A011+A021:das breite Gefäß] ; [REGISTER:OWNER=B2:O01] [EXEMPLAR:A011+A021:ziehe es ab und beende den Schritt]	LOCAL_EXEMPLAR[Vorratscharge bereitstellen;keine Kartenbedeutung] ; LOCAL_EXEMPLAR[Zuführung öffnen;keine Kartenbedeutung] ; LOCAL_EXEMPLAR[Wasser in das Becken einlassen;keine Kartenbedeutung] ; STANDARDSLOT_SETZEN=FORMAL_OPAQUE_SLOT_OPERATION ; LOCAL_ARGUMENT[Mengenbuch=B2:F050:M] ; STANDARDSLOT_SETZEN=FORMAL_OPAQUE_SLOT_OPERATION ; LOCAL_ARGUMENT[Mengenbuch=B2:F051:M] ; LOCAL_EXEMPLAR[Zuführung öffnen;keine Kartenbedeutung] ; LOCAL_EXEMPLAR[Wasser in das Becken einlassen;keine Kartenbedeutung] ; LOCAL_EXEMPLAR[Füllstand am Randzeichen prüfen;keine Kartenbedeutung]	NONE;DUAL_UNRESOLVED	NO	PASS_EXACT_OPAQUE_ID_SEQUENCE	SEGMENTATION=RESUME_ACTIVE_ITEM: der doppelte Postenbeginn kann absichtliche Wiederaufnahme statt echter Satzfortsetzung sein.; NONMEDICAL=Einzelbecken füllen [Ganzfeldexemplar B2, Feld 6/26] || Einzelbecken füllen [Ganzfeldexemplar B2, Feld 7/26]	REGISTER_IDS_RECORD_LOCAL;LINE_RESET_NOT_SENTENCE;DUAL_LOCAL_EXEMPLAR_ONLY
B2-S006	B2	f82r	6	F052	f82r.4	1	NONE	4	185|186|187|188	5d5e0b288cf36864ed9d|308e8ea2d5d190c498e8|c1913ec4ff84148da6d3|276a7c2d74d1143446f4	F052:OPEN	WITHIN_LOCUS_FIELD_BOUNDARY	START_NEW_CLAUSE	EXEMPLAR_ONLY > TARGET_ASSIGN > EXEMPLAR_ONLY > ACTION_APPLY	AMBIGUOUS	2	2	WITHIN_RECORD_TRANSITION	OWNER=B2:O01;ACTIVE_ITEM/PREPARATION=B2:I001;TARGET/STATION=B2:T006;PREVIOUS_ITEM=B2:I002	CARRY/CARRY/INTRODUCE/CARRY	OWNER | ACTIVE_ITEM/PREPARATION | TARGET/STATION	OWNER:CARRY(B2:O01) -> ACTIVE_ITEM/PREPARATION:CARRY(B2:I001) -> TARGET/STATION:CARRY(B2:T006) -> PREVIOUS_ITEM:CARRY(B2:I002) -> TARGET/STATION:INTRODUCE(B2:T007;LOCAL_MARKED_TARGET)	OWNER=B2:O01;ACTIVE_ITEM/PREPARATION=B2:I001;TARGET/STATION=B2:T007;PREVIOUS_ITEM=B2:I002	YES	NO	[REGISTER:OWNER=B2:O01] [EXEMPLAR:A001+A005+A007+A011+A012+A015+A021:der vorbereitete Bade- oder Waschzusatz] ; [FORMAL:LOKALEN_RELATIONSSLOT_SETZEN;KEINE_WORTBEDEUTUNG] [REGISTER:OWNER=B2:O01;TARGET/STATION=B2:T007] [EXEMPLAR:A003+A010+A011+A013+A014+A021:den aktiven Posten an der örtlich bezeichneten Station führen] ; [REGISTER:OWNER=B2:O01] [EXEMPLAR:A004+A011+A014+A021:über der örtlich bezeichneten Stelle] ; [CARD:ANWENDEN?] [REGISTER:ACTIVE_ITEM/PREPARATION=B2:I001;TARGET/STATION=B2:T007] [EXEMPLAR:A001+A004+A005+A011+A014+A015+A021:die Badeflüssigkeit am bezeichneten Körper- oder Teilbadbereich gebrauchen]	LOCAL_EXEMPLAR[Arbeitsziel an der Station bereitstellen;keine Kartenbedeutung] ; LOKALEN_RELATIONSSLOT_SETZEN=FORMAL_OPAQUE_SLOT_OPERATION ; LOCAL_ARGUMENT[Zieladresse=Teilbecken B mit Zugängen Z1-Z3, Wärmestelle W2, Filter F2 und Auslass A2] ; LOCAL_EXEMPLAR[Durchgang beobachten;keine Kartenbedeutung] ; ANWENDEN?=aktive Charge am gesetzten Arbeitsziel einsetzen ; LOCAL_ARGUMENT[aktive Charge an technischem Stationsziel F052]	NONE;DUAL_UNRESOLVED	NO	PASS_EXACT_OPAQUE_ID_SEQUENCE	SEGMENTATION=Benachbarte Felder könnten eine größere Exemplarklausel bilden.; NONMEDICAL=Fluss bewegen [Ganzfeldexemplar B2, Feld 8/26]	REGISTER_IDS_RECORD_LOCAL;LINE_RESET_NOT_SENTENCE;DUAL_LOCAL_EXEMPLAR_ONLY
B2-S007	B2	f82r	7	F053	f82r.7	1	NONE	1	189	cbb42a4fe68068325d6b	F053:TERMINAL	START_NEW_CLAUSE	WITHIN_LOCUS_FIELD_BOUNDARY	EXEMPLAR_ONLY	UNPARSED	0	1	WITHIN_RECORD_TRANSITION	OWNER=B2:O01;ACTIVE_ITEM/PREPARATION=B2:I001;TARGET/STATION=B2:T007;PREVIOUS_ITEM=B2:I002	CARRY/INTRODUCE/RESET/INTRODUCE	OWNER | ACTIVE_ITEM/PREPARATION	OWNER:CARRY(B2:O01) -> PREVIOUS_ITEM:INTRODUCE_FROM_ACTIVE(B2:I001) -> ACTIVE_ITEM/PREPARATION:INTRODUCE(B2:I003) -> TARGET/STATION:RESET(NEW_OR_PARALLEL_CLAUSE)	OWNER=B2:O01;ACTIVE_ITEM/PREPARATION=B2:I003;TARGET/STATION=UNSET;PREVIOUS_ITEM=B2:I001	YES	NO	[REGISTER:OWNER=B2:O01] [EXEMPLAR:A001+A011+A021:gib sauberes Wasser hinzu und beende den Schritt]	LOCAL_EXEMPLAR[Leitungszweig wählen;keine Kartenbedeutung]	NONE;DUAL_UNRESOLVED	NO	PASS_EXACT_OPAQUE_ID_SEQUENCE	SEGMENTATION=NEXT_PARALLEL_CELL: Anwendung und Nachfüllen können benachbarte eigenständige Workcells sein.; NONMEDICAL=Fluss bewegen [Ganzfeldexemplar B2, Feld 9/26]	REGISTER_IDS_RECORD_LOCAL;LINE_RESET_NOT_SENTENCE;DUAL_LOCAL_EXEMPLAR_ONLY
B2-S008	B2	f82r	8	F054	f82r.7	1	NONE	3	190|191|192	54d0e228ca346110af05|3ae9a121ba0045b913e8|bc4f1f5c006c74a4d26d	F054:TERMINAL	WITHIN_LOCUS_FIELD_BOUNDARY	WITHIN_LOCUS_FIELD_BOUNDARY	EXEMPLAR_ONLY > EXEMPLAR_ONLY > EXEMPLAR_ONLY	UNPARSED	0	3	WITHIN_RECORD_TRANSITION	OWNER=B2:O01;ACTIVE_ITEM/PREPARATION=B2:I003;TARGET/STATION=UNSET;PREVIOUS_ITEM=B2:I001	CARRY/CARRY/INTRODUCE/RESUME	OWNER | ACTIVE_ITEM/PREPARATION | PREVIOUS_ITEM	OWNER:CARRY(B2:O01) -> ACTIVE_ITEM/PREPARATION:CARRY(B2:I003) -> TARGET/STATION:CARRY(UNSET) -> PREVIOUS_ITEM:CARRY(B2:I001) -> PREVIOUS_ITEM:RESUME(B2:I001;LOCAL_FILLER) -> TARGET/STATION:INTRODUCE(B2:T008;LOCAL_MARKED_TARGET)	OWNER=B2:O01;ACTIVE_ITEM/PREPARATION=B2:I003;TARGET/STATION=B2:T008;PREVIOUS_ITEM=B2:I001	YES	NO	[REGISTER:OWNER=B2:O01] [EXEMPLAR:A009+A011+A021:für dieselbe Dauer wie zuvor] ; [REGISTER:OWNER=B2:O01] [EXEMPLAR:A004+A011+A014+A021:über der örtlich bezeichneten Stelle] ; [REGISTER:OWNER=B2:O01] [EXEMPLAR:A011+A012+A021:lasse es bis zur Bereitschaft stehen und beende den Schritt]	LOCAL_EXEMPLAR[Filtertuch oder Sieb einsetzen;keine Kartenbedeutung] ; LOCAL_EXEMPLAR[Charge durch den Filter führen;keine Kartenbedeutung] ; LOCAL_EXEMPLAR[Rückstand vom Filter abnehmen;keine Kartenbedeutung]	NONE;DUAL_UNRESOLVED	NO	PASS_EXACT_OPAQUE_ID_SEQUENCE	SEGMENTATION=Benachbarte Felder könnten eine größere Exemplarklausel bilden.; NONMEDICAL=Fluss bewegen [Ganzfeldexemplar B2, Feld 10/26]	REGISTER_IDS_RECORD_LOCAL;LINE_RESET_NOT_SENTENCE;DUAL_LOCAL_EXEMPLAR_ONLY
B2-S009	B2	f82r	9	F055	f82r.7	1	NONE	1	193	daa1347f456415fe8737	F055:TERMINAL	WITHIN_LOCUS_FIELD_BOUNDARY	WITHIN_LOCUS_FIELD_BOUNDARY	EXEMPLAR_ONLY	UNPARSED	0	1	WITHIN_RECORD_TRANSITION	OWNER=B2:O01;ACTIVE_ITEM/PREPARATION=B2:I003;TARGET/STATION=B2:T008;PREVIOUS_ITEM=B2:I001	CARRY/CARRY/CARRY/CARRY	OWNER | ACTIVE_ITEM/PREPARATION	OWNER:CARRY(B2:O01) -> ACTIVE_ITEM/PREPARATION:CARRY(B2:I003) -> TARGET/STATION:CARRY(B2:T008) -> PREVIOUS_ITEM:CARRY(B2:I001)	OWNER=B2:O01;ACTIVE_ITEM/PREPARATION=B2:I003;TARGET/STATION=B2:T008;PREVIOUS_ITEM=B2:I001	YES	YES	[REGISTER:OWNER=B2:O01] [EXEMPLAR:A008+A011+A021:halte es warm und beende den Schritt]	LOCAL_EXEMPLAR[Arbeitsziel an der Station bereitstellen;keine Kartenbedeutung]	NONE;DUAL_UNRESOLVED	NO	PASS_EXACT_OPAQUE_ID_SEQUENCE	SEGMENTATION=Benachbarte Felder könnten eine größere Exemplarklausel bilden.; NONMEDICAL=Fluss bewegen [Ganzfeldexemplar B2, Feld 11/26]	REGISTER_IDS_RECORD_LOCAL;LINE_RESET_NOT_SENTENCE;DUAL_LOCAL_EXEMPLAR_ONLY
B2-S010	B2	f82r	10	F056	f82r.7	1	NONE	4	194|195|196|197	0275fbf14e07935b0a45|276a7c2d74d1143446f4|5eff216ba51fbfb21f22|b5df9126607030b95175	F056:OPEN	WITHIN_LOCUS_FIELD_BOUNDARY	UNRESOLVED	ACTION_TEMPER > ACTION_APPLY > EXEMPLAR_ONLY > STATE_GATE	AMBIGUOUS	3	1	WITHIN_RECORD_TRANSITION	OWNER=B2:O01;ACTIVE_ITEM/PREPARATION=B2:I003;TARGET/STATION=B2:T008;PREVIOUS_ITEM=B2:I001	CARRY/CARRY/INTRODUCE/CARRY	OWNER | ACTIVE_ITEM/PREPARATION | TARGET/STATION	OWNER:CARRY(B2:O01) -> ACTIVE_ITEM/PREPARATION:CARRY(B2:I003) -> TARGET/STATION:CARRY(B2:T008) -> PREVIOUS_ITEM:CARRY(B2:I001) -> TARGET/STATION:INTRODUCE(B2:T009;LOCAL_FIRST_OPENING)	OWNER=B2:O01;ACTIVE_ITEM/PREPARATION=B2:I003;TARGET/STATION=B2:T009;PREVIOUS_ITEM=B2:I001	YES	NO	[CARD:TEMPERIEREN?] [REGISTER:ACTIVE_ITEM/PREPARATION=B2:I003] [EXEMPLAR:A005+A008+A011+A015+A021:die Charge für den vorgesehenen Gebrauch temperieren] ; [CARD:ANWENDEN?] [REGISTER:ACTIVE_ITEM/PREPARATION=B2:I003;TARGET/STATION=B2:T009] [EXEMPLAR:A001+A004+A005+A011+A014+A015+A021:die Badeflüssigkeit am bezeichneten Körper- oder Teilbadbereich gebrauchen] ; [REGISTER:OWNER=B2:O01] [EXEMPLAR:A003+A009+A011+A014+A021:die erste Öffnung] ; [CARD:KLAR?] [REGISTER:ACTIVE_ITEM/PREPARATION=B2:I003] [EXEMPLAR:A004+A011+A021:den örtlichen Prüfzustand der Charge feststellen]	TEMPERIEREN?=aktive Charge gelinde erwärmen ; LOCAL_ARGUMENT[aktive Charge an der Wärmestelle von Teilbecken B mit Zugängen Z1-Z3, Wärmestelle W2, Filter F2 und Auslass A2] ; ANWENDEN?=aktive Charge am gesetzten Arbeitsziel einsetzen ; LOCAL_ARGUMENT[aktive Charge an technischem Stationsziel F056] ; LOCAL_EXEMPLAR[Wärme mit der Handprobe prüfen;keine Kartenbedeutung] ; KLAR?=Klarzustand der aktiven Charge prüfen ; LOCAL_ARGUMENT[Arbeitsstand der Charge an Teilbecken B mit Zugängen Z1-Z3, Wärmestelle W2, Filter F2 und Auslass A2]	NONE;DUAL_UNRESOLVED	NO	PASS_EXACT_OPAQUE_ID_SEQUENCE	SEGMENTATION=Benachbarte Felder könnten eine größere Exemplarklausel bilden.; NONMEDICAL=Fluss bewegen [Ganzfeldexemplar B2, Feld 12/26]	REGISTER_IDS_RECORD_LOCAL;LINE_RESET_NOT_SENTENCE;DUAL_LOCAL_EXEMPLAR_ONLY
