event_serial	page	locus	record_unit_id	field_id	statement_id	event_index_in_locus	event_index_in_record	surface_display_only	exact_joint_card_id	formal_formula_opaque	formal_value	terminal_status	strict_formal_prompt	working_exact_mnemonic_or_UNKNOWN_EXEMPLAR	semantic_tail_status	compiler_channel	bounded_template	template_trigger_origin	template_parse_status	required_registers	symbolic_register_effect	field_and_line_operation	iatromedical_local_exemplar	practical_local_exemplar	domain_selection	complete_source_recovery_without_exemplar	formal_roundtrip	semantic_contract	source_lineage
26	f10r	f10r.8	H2	F004	H2-S002	3	12	otol	497cbd9c7401810ff56b	FRAME_OT(OPAQUE_PAYLOAD)	FRAME_OT	NONCLOSE	NONE	UNKNOWN_EXEMPLAR	UNKNOWN_EXEMPLAR;LOCAL_PAYLOAD_REQUIRED	EXEMPLAR_WHOLE_CARD	EXEMPLAR_ONLY	NO_LICENSED_TRIGGER	UNPARSED_EXEMPLAR	OWNER	FOUR_REGISTERS:=SELECTED_V62_CONTEXT;NO_TEMPLATE_SEMANTICS	APPEND_FIELD>SPACE	[EXEMPLAR:eine Handvoll]	LOCAL[eine Teilmenge H2-R03 in ein Vergleichsgefäß geben]	NONE;DUAL_UNRESOLVED	NO	PASS	NO_CONFIRMED_LEXEME;NO_PAGE_HOST_OR_COMPONENT_MEANING;LOCAL_DUAL_TEXT_NOT_CARD_VALUE	V43_DEFAULT>V49_EVENT>V50/V51/V56_STRICT_EXACT_BINDING>V59_R1>V63_SELECTED_PARSE>V68_DUAL>V69_R3
27	f10r	f10r.8	H2	F004	H2-S002	4	13	chol	dcda95c81a5460feb191	FRAME_O(LINK)	LINK_ACTIVE_STATE+FRAME_O	NONCLOSE	AKTIVEN_ARBEITSSTAND_VERKNÜPFEN	UNKNOWN_EXEMPLAR	UNKNOWN_EXEMPLAR;LOCAL_PAYLOAD_REQUIRED	STRICT_FORMAL_PROMPT	LINK_ACTIVE	STRICT_FORMAL_PROMPT_ONLY	UNIQUE_FORMAL_ONLY	ACTIVE_ITEM/PREPARATION|PREVIOUS_ITEM	ACTIVE_ITEM/PREPARATION:=FORMAL_ACTIVE_LINK(OPAQUE_EVENT_VALUE);PREVIOUS_ITEM=CARRY	APPEND_FIELD>SPACE	[FORMAL:AKTIVEN_ARBEITSSTAND_VERKNÜPFEN; keine Wortbedeutung] [REGISTER:H2:I001 fortführen]	AKTIVEN_ARBEITSSTAND_VERKNÜPFEN=FORMAL_OPAQUE_SLOT_OPERATION ; LOCAL[formalen aktiven Link zwischen Vergleichsgefäß und laufender Charge setzen]	NONE;DUAL_UNRESOLVED	NO	PASS	NO_CONFIRMED_LEXEME;NO_PAGE_HOST_OR_COMPONENT_MEANING;LOCAL_DUAL_TEXT_NOT_CARD_VALUE	V43_DEFAULT>V49_EVENT>V50/V51/V56_STRICT_EXACT_BINDING>V59_R1>V63_SELECTED_PARSE>V68_DUAL>V69_R3
28	f10r	f10r.8	H2	F004	H2-S002	5	14	cholor	dec401773c1f0347793d	OPAQUE_PAYLOAD	OPAQUE_EXACT_CARD	NONCLOSE	NONE	VORIGES?	CREATIVE_SHORT_PROMPT_NOT_TRANSLATION	EXACT_MNEMONIC	SELECT_PREVIOUS	EXACT_JOINT_TUPLE_MNEMONIC	UNIQUE_EXACT	ACTIVE_ITEM/PREPARATION|PREVIOUS_ITEM	ACTIVE_ITEM/PREPARATION:=PREVIOUS_ITEM	APPEND_FIELD>SPACE	[CARD:VORIGES?] [REGISTER:H2:I001 als vorigen Posten aufnehmen]	VORIGES?=vorige Charge wieder aufnehmen ; LOCAL[vorige Charge H2-P01 wieder aufnehmen]	NONE;DUAL_UNRESOLVED	NO	PASS	NO_CONFIRMED_LEXEME;NO_PAGE_HOST_OR_COMPONENT_MEANING;LOCAL_DUAL_TEXT_NOT_CARD_VALUE	V43_DEFAULT>V49_EVENT>V50/V51/V56_STRICT_EXACT_BINDING>V59_R1>V60_R4_EXACT_CARD_PRESSURE>V63_SELECTED_PARSE>V68_DUAL>V69_R3
29	f10r	f10r.8	H2	F004	H2-S002	6	15	chol	dcda95c81a5460feb191	FRAME_O(LINK)	LINK_ACTIVE_STATE+FRAME_O	NONCLOSE	AKTIVEN_ARBEITSSTAND_VERKNÜPFEN	UNKNOWN_EXEMPLAR	UNKNOWN_EXEMPLAR;LOCAL_PAYLOAD_REQUIRED	STRICT_FORMAL_PROMPT	LINK_ACTIVE	STRICT_FORMAL_PROMPT_ONLY	UNIQUE_FORMAL_ONLY	ACTIVE_ITEM/PREPARATION|PREVIOUS_ITEM	ACTIVE_ITEM/PREPARATION:=FORMAL_ACTIVE_LINK(OPAQUE_EVENT_VALUE);PREVIOUS_ITEM=CARRY	APPEND_FIELD>SPACE	[FORMAL:AKTIVEN_ARBEITSSTAND_VERKNÜPFEN; keine Wortbedeutung] [REGISTER:H2:I002 führen]	AKTIVEN_ARBEITSSTAND_VERKNÜPFEN=FORMAL_OPAQUE_SLOT_OPERATION ; LOCAL[diese vorige Charge an Vergleich H2-P02 verknüpfen]	NONE;DUAL_UNRESOLVED	NO	PASS	NO_CONFIRMED_LEXEME;NO_PAGE_HOST_OR_COMPONENT_MEANING;LOCAL_DUAL_TEXT_NOT_CARD_VALUE	V43_DEFAULT>V49_EVENT>V50/V51/V56_STRICT_EXACT_BINDING>V59_R1>V63_SELECTED_PARSE>V68_DUAL>V69_R3
30	f10r	f10r.8	H2	F004	H2-S002	7	16	daiin	2f1c5e56e8f0ff459065	OPAQUE_PAYLOAD	OPAQUE_EXACT_CARD	NONCLOSE	VORGABEPARAMETER?	MASS?	CREATIVE_SHORT_PROMPT_NOT_TRANSLATION	EXACT_MNEMONIC_PLUS_FORMAL_CONVERGENT	PARAMETER_ASSIGN	EXACT_PLUS_FORMAL_CONVERGENT	UNIQUE_CONVERGENT_CHANNELS	ACTIVE_ITEM/PREPARATION	PARAMETER_SLOT:=EXACT_MASS_VALUE;FOUR_REGISTERS=CARRY || FORMAL_PARAMETER_SLOT:=OPAQUE_EVENT_VALUE;FOUR_REGISTERS=CARRY	APPEND_FIELD>SPACE	[CARD:MASS?] [FORMAL:VORGABEPARAMETER?; keine Wortbedeutung] [EXEMPLAR:ein gleiches örtliches Maß]	MASS?=vorgesehenen Mengenwert buchen ; VORGABEPARAMETER?=FORMAL_OPAQUE_SLOT_OPERATION ; LOCAL[Sollmenge für H2-P02 buchen]	NONE;DUAL_UNRESOLVED	NO	PASS	NO_CONFIRMED_LEXEME;NO_PAGE_HOST_OR_COMPONENT_MEANING;LOCAL_DUAL_TEXT_NOT_CARD_VALUE	V43_DEFAULT>V49_EVENT>V50/V51/V56_STRICT_EXACT_BINDING>V59_R1>V60_R4_EXACT_CARD_PRESSURE>V63_SELECTED_PARSE>V68_DUAL>V69_R3
31	f10r	f10r.8	H2	F004	H2-S002	8	17	dar	4d4559019a961b834aa1	OPAQUE_PAYLOAD	OPAQUE_EXACT_CARD	NONCLOSE	NONE	UNKNOWN_EXEMPLAR	UNKNOWN_EXEMPLAR;LOCAL_PAYLOAD_REQUIRED	EXEMPLAR_WHOLE_CARD	EXEMPLAR_ONLY	NO_LICENSED_TRIGGER	UNPARSED_EXEMPLAR	OWNER	FOUR_REGISTERS:=SELECTED_V62_CONTEXT;NO_TEMPLATE_SEMANTICS	OPEN_FIELD_CUT>LINE_RESET	[GENRE:verbinde beide Fraktionen]	LOCAL[frühe Fraktion vollständig mazerieren]	NONE;DUAL_UNRESOLVED	NO	PASS	NO_CONFIRMED_LEXEME;NO_PAGE_HOST_OR_COMPONENT_MEANING;LOCAL_DUAL_TEXT_NOT_CARD_VALUE	V43_DEFAULT>V49_EVENT>V50/V51/V56_STRICT_EXACT_BINDING>V59_R1>V63_SELECTED_PARSE>V68_DUAL>V69_R3
32	f10r	f10r.9	H2	F005	H2-S003	1	18	oykchor	27d97af8c96eb056c2e6	OPAQUE_PAYLOAD	OPAQUE_EXACT_CARD	NONCLOSE	NONE	UNKNOWN_EXEMPLAR	UNKNOWN_EXEMPLAR;LOCAL_PAYLOAD_REQUIRED	EXEMPLAR_WHOLE_CARD	EXEMPLAR_ONLY	NO_LICENSED_TRIGGER	UNPARSED_EXEMPLAR	OWNER	FOUR_REGISTERS:=SELECTED_V62_CONTEXT;NO_TEMPLATE_SEMANTICS	APPEND_FIELD>SPACE	[GENRE:gib die Fraktionen in ein glasiertes Gefäß]	LOCAL[späte Erntefraktion H2-R04 eröffnen]	NONE;DUAL_UNRESOLVED	NO	PASS	NO_CONFIRMED_LEXEME;NO_PAGE_HOST_OR_COMPONENT_MEANING;LOCAL_DUAL_TEXT_NOT_CARD_VALUE	V43_DEFAULT>V49_EVENT>V50/V51/V56_STRICT_EXACT_BINDING>V59_R1>V63_SELECTED_PARSE>V68_DUAL>V69_R3
33	f10r	f10r.9	H2	F005	H2-S003	2	19	shor	7a4bb8136330ee4e6e56	OPAQUE_PAYLOAD	OPAQUE_EXACT_CARD	NONCLOSE	NONE	ANSATZ?	CREATIVE_SHORT_PROMPT_NOT_TRANSLATION	EXACT_MNEMONIC	LINK_ACTIVE	EXACT_JOINT_TUPLE_MNEMONIC	UNIQUE_EXACT	ACTIVE_ITEM/PREPARATION|PREVIOUS_ITEM	ACTIVE_ITEM/PREPARATION:=EXACT_ACTIVE_PREPARATION;PREVIOUS_ITEM=CARRY	APPEND_FIELD>SPACE	[CARD:ANSATZ?] [REGISTER:H2:I003 als Salbenansatz führen]	ANSATZ?=aktiven Arbeitsansatz aufnehmen ; LOCAL[H2-P02 als ersten aktiven Ansatz führen]	NONE;DUAL_UNRESOLVED	NO	PASS	NO_CONFIRMED_LEXEME;NO_PAGE_HOST_OR_COMPONENT_MEANING;LOCAL_DUAL_TEXT_NOT_CARD_VALUE	V43_DEFAULT>V49_EVENT>V50/V51/V56_STRICT_EXACT_BINDING>V59_R1>V60_R4_EXACT_CARD_PRESSURE>V63_SELECTED_PARSE>V68_DUAL>V69_R3
34	f10r	f10r.9	H2	F005	H2-S003	3	20	chor	7a4bb8136330ee4e6e56	OPAQUE_PAYLOAD	OPAQUE_EXACT_CARD	NONCLOSE	NONE	ANSATZ?	CREATIVE_SHORT_PROMPT_NOT_TRANSLATION	EXACT_MNEMONIC	LINK_ACTIVE	EXACT_JOINT_TUPLE_MNEMONIC	UNIQUE_EXACT	ACTIVE_ITEM/PREPARATION|PREVIOUS_ITEM	ACTIVE_ITEM/PREPARATION:=EXACT_ACTIVE_PREPARATION;PREVIOUS_ITEM=CARRY	APPEND_FIELD>SPACE	[CARD:ANSATZ?] [REGISTER:H2:I003 wiederholt; Slotkonflikt bleibt sichtbar]	ANSATZ?=aktiven Arbeitsansatz aufnehmen ; LOCAL[späte Teilcharge H2-P03 als zweiten aktiven Ansatz führen]	NONE;DUAL_UNRESOLVED	NO	PASS	NO_CONFIRMED_LEXEME;NO_PAGE_HOST_OR_COMPONENT_MEANING;LOCAL_DUAL_TEXT_NOT_CARD_VALUE	V43_DEFAULT>V49_EVENT>V50/V51/V56_STRICT_EXACT_BINDING>V59_R1>V60_R4_EXACT_CARD_PRESSURE>V63_SELECTED_PARSE>V68_DUAL>V69_R3
35	f10r	f10r.9	H2	F005	H2-S003	4	21	chy	b921a237be883a820352	OPAQUE_PAYLOAD	OPAQUE_EXACT_CARD	NONCLOSE	NONE	UNKNOWN_EXEMPLAR	UNKNOWN_EXEMPLAR;LOCAL_PAYLOAD_REQUIRED	EXEMPLAR_WHOLE_CARD	EXEMPLAR_ONLY	NO_LICENSED_TRIGGER	UNPARSED_EXEMPLAR	OWNER	FOUR_REGISTERS:=SELECTED_V62_CONTEXT;NO_TEMPLATE_SEMANTICS	APPEND_FIELD>SPACE	[GENRE:rühre bei kleinem Feuer]	LOCAL[beide Ernteauszüge in getrennten Gefäßen umrühren]	NONE;DUAL_UNRESOLVED	NO	PASS	NO_CONFIRMED_LEXEME;NO_PAGE_HOST_OR_COMPONENT_MEANING;LOCAL_DUAL_TEXT_NOT_CARD_VALUE	V43_DEFAULT>V49_EVENT>V50/V51/V56_STRICT_EXACT_BINDING>V59_R1>V63_SELECTED_PARSE>V68_DUAL>V69_R3
36	f10r	f10r.9	H2	F005	H2-S003	5	22	kaiiin	409de02322e7b2ca0c62	OPAQUE_PAYLOAD	OPAQUE_EXACT_CARD	NONCLOSE	NONE	UNKNOWN_EXEMPLAR	UNKNOWN_EXEMPLAR;LOCAL_PAYLOAD_REQUIRED	EXEMPLAR_WHOLE_CARD	EXEMPLAR_ONLY	NO_LICENSED_TRIGGER	UNPARSED_EXEMPLAR	OWNER	FOUR_REGISTERS:=SELECTED_V62_CONTEXT;NO_TEMPLATE_SEMANTICS	APPEND_FIELD>SPACE	[EXEMPLAR:bis eine weiche Salbe entsteht]	LOCAL[beide durch dasselbe Tuch seihen]	NONE;DUAL_UNRESOLVED	NO	PASS	NO_CONFIRMED_LEXEME;NO_PAGE_HOST_OR_COMPONENT_MEANING;LOCAL_DUAL_TEXT_NOT_CARD_VALUE	V43_DEFAULT>V49_EVENT>V50/V51/V56_STRICT_EXACT_BINDING>V59_R1>V63_SELECTED_PARSE>V68_DUAL>V69_R3
37	f10r	f10r.9	H2	F005	H2-S003	6	23	dy	b921a237be883a820352	OPAQUE_PAYLOAD	OPAQUE_EXACT_CARD	NONCLOSE	NONE	UNKNOWN_EXEMPLAR	UNKNOWN_EXEMPLAR;LOCAL_PAYLOAD_REQUIRED	EXEMPLAR_WHOLE_CARD	EXEMPLAR_ONLY	NO_LICENSED_TRIGGER	UNPARSED_EXEMPLAR	OWNER	FOUR_REGISTERS:=SELECTED_V62_CONTEXT;NO_TEMPLATE_SEMANTICS	APPEND_FIELD>SPACE	[GENRE:bewahre sie bedeckt]	LOCAL[Farbe und Bodensatz als Vergleichsmerkmale notieren]	NONE;DUAL_UNRESOLVED	NO	PASS	NO_CONFIRMED_LEXEME;NO_PAGE_HOST_OR_COMPONENT_MEANING;LOCAL_DUAL_TEXT_NOT_CARD_VALUE	V43_DEFAULT>V49_EVENT>V50/V51/V56_STRICT_EXACT_BINDING>V59_R1>V63_SELECTED_PARSE>V68_DUAL>V69_R3
38	f10r	f10r.9	H2	F005	H2-S003	7	24	chodaiin	834825c61d048a6b5628	FRAME_O(OPAQUE_PAYLOAD + <ARG_AIIN>)	FRAME_O	NONCLOSE	NONE	UNKNOWN_EXEMPLAR	UNKNOWN_EXEMPLAR;LOCAL_PAYLOAD_REQUIRED	EXEMPLAR_WHOLE_CARD	EXEMPLAR_ONLY	NO_LICENSED_TRIGGER	UNPARSED_EXEMPLAR	OWNER	FOUR_REGISTERS:=SELECTED_V62_CONTEXT;NO_TEMPLATE_SEMANTICS	OPEN_FIELD_CUT>LINE_RESET	[GENRE:lege sie äußerlich auf ein Geschwür oder eine harte Schwellung]	LOCAL[Vergleichspaar H2-P02/H2-P03 verschlossen lagern]	NONE;DUAL_UNRESOLVED	NO	PASS	NO_CONFIRMED_LEXEME;NO_PAGE_HOST_OR_COMPONENT_MEANING;LOCAL_DUAL_TEXT_NOT_CARD_VALUE	V43_DEFAULT>V49_EVENT>V50/V51/V56_STRICT_EXACT_BINDING>V59_R1>V63_SELECTED_PARSE>V68_DUAL>V69_R3
39	f11r	f11r.1	H3	F006	H3-S001	1	1	tshol	953ad19b79517fc8a211	OPAQUE_PAYLOAD	OPAQUE_EXACT_CARD	NONCLOSE	NONE	UNKNOWN_EXEMPLAR	UNKNOWN_EXEMPLAR;LOCAL_PAYLOAD_REQUIRED	EXEMPLAR_WHOLE_CARD	EXEMPLAR_ONLY	NO_LICENSED_TRIGGER	UNPARSED_EXEMPLAR	OWNER	FOUR_REGISTERS:=SELECTED_V62_CONTEXT;NO_TEMPLATE_SEMANTICS	APPEND_FIELD>SPACE	[IMAGE:Blüten und junge Blätter des Duftveilchens] [GENRE:im ersten Frühjahr nehmen]	LOCAL[Bildbesitzer H3 als Blüten-Kraut-Los H3-R01 eröffnen]	NONE;DUAL_UNRESOLVED	NO	PASS	NO_CONFIRMED_LEXEME;NO_PAGE_HOST_OR_COMPONENT_MEANING;LOCAL_DUAL_TEXT_NOT_CARD_VALUE	V43_DEFAULT>V49_EVENT>V50/V51/V56_STRICT_EXACT_BINDING>V59_R1>V63_SELECTED_PARSE>V68_DUAL>V69_R3
40	f11r	f11r.1	H3	F006	H3-S001	2	2	schoal	428a5e3662aa57b4b256	OPAQUE_PAYLOAD + <ARG_AL>	OPAQUE_EXACT_CARD	NONCLOSE	NONE	UNKNOWN_EXEMPLAR	UNKNOWN_EXEMPLAR;LOCAL_PAYLOAD_REQUIRED	EXEMPLAR_WHOLE_CARD	EXEMPLAR_ONLY	NO_LICENSED_TRIGGER	UNPARSED_EXEMPLAR	OWNER	FOUR_REGISTERS:=SELECTED_V62_CONTEXT;NO_TEMPLATE_SEMANTICS	APPEND_FIELD>SPACE	[GENRE:in reinem Wein kochen]	LOCAL[junge oberirdische Teile sammeln]	NONE;DUAL_UNRESOLVED	NO	PASS	NO_CONFIRMED_LEXEME;NO_PAGE_HOST_OR_COMPONENT_MEANING;LOCAL_DUAL_TEXT_NOT_CARD_VALUE	V43_DEFAULT>V49_EVENT>V50/V51/V56_STRICT_EXACT_BINDING>V59_R1>V63_SELECTED_PARSE>V68_DUAL>V69_R3
41	f11r	f11r.1	H3	F006	H3-S001	3	3	cfhy	bdad9f9ea8b80f141496	OPAQUE_PAYLOAD	OPAQUE_EXACT_CARD	NONCLOSE	NONE	UNKNOWN_EXEMPLAR	UNKNOWN_EXEMPLAR;LOCAL_PAYLOAD_REQUIRED	EXEMPLAR_WHOLE_CARD	EXEMPLAR_ONLY	NO_LICENSED_TRIGGER	UNPARSED_EXEMPLAR	OWNER	FOUR_REGISTERS:=SELECTED_V62_CONTEXT;NO_TEMPLATE_SEMANTICS	APPEND_FIELD>SPACE	[GENRE:durch ein feines Tuch wringen]	LOCAL[Blütenköpfe und Blätter in zwei Schalen sortieren]	NONE;DUAL_UNRESOLVED	NO	PASS	NO_CONFIRMED_LEXEME;NO_PAGE_HOST_OR_COMPONENT_MEANING;LOCAL_DUAL_TEXT_NOT_CARD_VALUE	V43_DEFAULT>V49_EVENT>V50/V51/V56_STRICT_EXACT_BINDING>V59_R1>V63_SELECTED_PARSE>V68_DUAL>V69_R3
42	f11r	f11r.1	H3	F006	H3-S001	4	4	shfydaiin	a8af08e69edab8e54f15	OPAQUE_PAYLOAD + <ARG_AIIN>	OPAQUE_EXACT_CARD	NONCLOSE	NONE	UNKNOWN_EXEMPLAR	UNKNOWN_EXEMPLAR;LOCAL_PAYLOAD_REQUIRED	EXEMPLAR_WHOLE_CARD	EXEMPLAR_ONLY	NO_LICENSED_TRIGGER	UNPARSED_EXEMPLAR	OWNER	FOUR_REGISTERS:=SELECTED_V62_CONTEXT;NO_TEMPLATE_SEMANTICS	APPEND_FIELD>SPACE	[GENRE:den Auszug stehen lassen]	LOCAL[Krautfraktion quetschen und in Wasser mazerieren]	NONE;DUAL_UNRESOLVED	NO	PASS	NO_CONFIRMED_LEXEME;NO_PAGE_HOST_OR_COMPONENT_MEANING;LOCAL_DUAL_TEXT_NOT_CARD_VALUE	V43_DEFAULT>V49_EVENT>V50/V51/V56_STRICT_EXACT_BINDING>V59_R1>V63_SELECTED_PARSE>V68_DUAL>V69_R3
43	f11r	f11r.1	H3	F006	H3-S001	5	5	cphy	deb377381ceaf55ea310	OPAQUE_PAYLOAD	OPAQUE_EXACT_CARD	NONCLOSE	NONE	UNKNOWN_EXEMPLAR	UNKNOWN_EXEMPLAR;LOCAL_PAYLOAD_REQUIRED	EXEMPLAR_WHOLE_CARD	EXEMPLAR_ONLY	NO_LICENSED_TRIGGER	UNPARSED_EXEMPLAR	OWNER	FOUR_REGISTERS:=SELECTED_V62_CONTEXT;NO_TEMPLATE_SEMANTICS	APPEND_FIELD>SPACE	[GENRE:nochmals seihen]	LOCAL[Auszug zuerst grob, dann durch Tuch seihen]	NONE;DUAL_UNRESOLVED	NO	PASS	NO_CONFIRMED_LEXEME;NO_PAGE_HOST_OR_COMPONENT_MEANING;LOCAL_DUAL_TEXT_NOT_CARD_VALUE	V43_DEFAULT>V49_EVENT>V50/V51/V56_STRICT_EXACT_BINDING>V59_R1>V63_SELECTED_PARSE>V68_DUAL>V69_R3
44	f11r	f11r.1	H3	F006	H3-S001	6	6	shey	b5df9126607030b95175	OPAQUE_PAYLOAD	OPAQUE_EXACT_CARD	NONCLOSE	NONE	KLAR?	CREATIVE_SHORT_PROMPT_NOT_TRANSLATION	EXACT_MNEMONIC	STATE_GATE	EXACT_JOINT_TUPLE_MNEMONIC	UNIQUE_EXACT	ACTIVE_ITEM/PREPARATION	ACTIVE_ITEM/PREPARATION.STATE:=EXACT_GATE_VALUE	APPEND_FIELD>SPACE	[CARD:KLAR?] [EXEMPLAR:bis zum örtlich geprüften klaren Zustand]	KLAR?=Klarzustand der aktiven Charge prüfen ; LOCAL[Klarheitszustand des Filtrats H3-P01 prüfen]	NONE;DUAL_UNRESOLVED	NO	PASS	NO_CONFIRMED_LEXEME;NO_PAGE_HOST_OR_COMPONENT_MEANING;LOCAL_DUAL_TEXT_NOT_CARD_VALUE	V43_DEFAULT>V49_EVENT>V50/V51/V56_STRICT_EXACT_BINDING>V59_R1>V60_R4_EXACT_CARD_PRESSURE>V63_SELECTED_PARSE>V68_DUAL>V69_R3
45	f11r	f11r.1	H3	F006	H3-S001	7	7	tchody	2e2027b1951d79911e24	CLOSE(OPAQUE_PAYLOAD)	OPAQUE_EXACT_CARD+TERMINAL	TERMINAL	NONE	UNKNOWN_EXEMPLAR	UNKNOWN_EXEMPLAR;LOCAL_PAYLOAD_REQUIRED	EXEMPLAR_WHOLE_CARD	EXEMPLAR_ONLY	NO_LICENSED_TRIGGER	UNPARSED_EXEMPLAR	OWNER	FOUR_REGISTERS:=SELECTED_V62_CONTEXT;NO_TEMPLATE_SEMANTICS	CLOSE_AND_COMMIT>SPACE	[FORMAL:CLOSE; keine Wortbedeutung] [GENRE:abkühlen lassen]	LOCAL[klares Filtrat absetzen lassen und Feld schließen]	NONE;DUAL_UNRESOLVED	NO	PASS	NO_CONFIRMED_LEXEME;NO_PAGE_HOST_OR_COMPONENT_MEANING;LOCAL_DUAL_TEXT_NOT_CARD_VALUE	V43_DEFAULT>V49_EVENT>V50/V51/V56_STRICT_EXACT_BINDING>V59_R1>V63_SELECTED_PARSE>V68_DUAL>V69_R3
46	f11r	f11r.1	H3	F007	H3-S002	8	8	shoyty	577c03a928d674d420d7	OPAQUE_PAYLOAD	OPAQUE_EXACT_CARD	NONCLOSE	NONE	UNKNOWN_EXEMPLAR	UNKNOWN_EXEMPLAR;LOCAL_PAYLOAD_REQUIRED	EXEMPLAR_WHOLE_CARD	EXEMPLAR_ONLY	NO_LICENSED_TRIGGER	UNPARSED_EXEMPLAR	OWNER	FOUR_REGISTERS:=SELECTED_V62_CONTEXT;NO_TEMPLATE_SEMANTICS	OPEN_FIELD_CUT>LINE_RESET	[EXEMPLAR:behalte einen Teil der frischen Blüten für die zweite Arznei zurück]	LOCAL[einen Blütenkopf als Referenzfraktion H3-R02 zurücklegen]	NONE;DUAL_UNRESOLVED	NO	PASS	NO_CONFIRMED_LEXEME;NO_PAGE_HOST_OR_COMPONENT_MEANING;LOCAL_DUAL_TEXT_NOT_CARD_VALUE	V43_DEFAULT>V49_EVENT>V50/V51/V56_STRICT_EXACT_BINDING>V59_R1>V63_SELECTED_PARSE>V68_DUAL>V69_R3
47	f11r	f11r.4	H3	F008	H3-S003	1	9	dchol	d665560c8ff80799a82c	OPAQUE_PAYLOAD	OPAQUE_EXACT_CARD	NONCLOSE	NONE	UNKNOWN_EXEMPLAR	UNKNOWN_EXEMPLAR;LOCAL_PAYLOAD_REQUIRED	EXEMPLAR_WHOLE_CARD	EXEMPLAR_ONLY	NO_LICENSED_TRIGGER	UNPARSED_EXEMPLAR	OWNER	FOUR_REGISTERS:=SELECTED_V62_CONTEXT;NO_TEMPLATE_SEMANTICS	APPEND_FIELD>SPACE	[REGISTER:H3:I001 als erster Auszug]	LOCAL[Filtrat H3-P01 wieder aufnehmen]	NONE;DUAL_UNRESOLVED	NO	PASS	NO_CONFIRMED_LEXEME;NO_PAGE_HOST_OR_COMPONENT_MEANING;LOCAL_DUAL_TEXT_NOT_CARD_VALUE	V43_DEFAULT>V49_EVENT>V50/V51/V56_STRICT_EXACT_BINDING>V59_R1>V63_SELECTED_PARSE>V68_DUAL>V69_R3
48	f11r	f11r.4	H3	F008	H3-S003	2	10	chy	b921a237be883a820352	OPAQUE_PAYLOAD	OPAQUE_EXACT_CARD	NONCLOSE	NONE	UNKNOWN_EXEMPLAR	UNKNOWN_EXEMPLAR;LOCAL_PAYLOAD_REQUIRED	EXEMPLAR_WHOLE_CARD	EXEMPLAR_ONLY	NO_LICENSED_TRIGGER	UNPARSED_EXEMPLAR	OWNER	FOUR_REGISTERS:=SELECTED_V62_CONTEXT;NO_TEMPLATE_SEMANTICS	APPEND_FIELD>SPACE	[GENRE:nimm davon]	LOCAL[drei gleiche Probengläser bereitstellen]	NONE;DUAL_UNRESOLVED	NO	PASS	NO_CONFIRMED_LEXEME;NO_PAGE_HOST_OR_COMPONENT_MEANING;LOCAL_DUAL_TEXT_NOT_CARD_VALUE	V43_DEFAULT>V49_EVENT>V50/V51/V56_STRICT_EXACT_BINDING>V59_R1>V63_SELECTED_PARSE>V68_DUAL>V69_R3
49	f11r	f11r.4	H3	F008	H3-S003	3	11	kchy	b2812c8283c3a62438bd	OPAQUE_PAYLOAD	OPAQUE_EXACT_CARD	NONCLOSE	NONE	UNKNOWN_EXEMPLAR	UNKNOWN_EXEMPLAR;LOCAL_PAYLOAD_REQUIRED	EXEMPLAR_WHOLE_CARD	EXEMPLAR_ONLY	NO_LICENSED_TRIGGER	UNPARSED_EXEMPLAR	OWNER	FOUR_REGISTERS:=SELECTED_V62_CONTEXT;NO_TEMPLATE_SEMANTICS	APPEND_FIELD>SPACE	[GENRE:gib ihn als Trank]	LOCAL[Filtrat auf die Probengläser verteilen]	NONE;DUAL_UNRESOLVED	NO	PASS	NO_CONFIRMED_LEXEME;NO_PAGE_HOST_OR_COMPONENT_MEANING;LOCAL_DUAL_TEXT_NOT_CARD_VALUE	V43_DEFAULT>V49_EVENT>V50/V51/V56_STRICT_EXACT_BINDING>V59_R1>V63_SELECTED_PARSE>V68_DUAL>V69_R3
50	f11r	f11r.4	H3	F008	H3-S003	4	12	dy	b921a237be883a820352	OPAQUE_PAYLOAD	OPAQUE_EXACT_CARD	NONCLOSE	NONE	UNKNOWN_EXEMPLAR	UNKNOWN_EXEMPLAR;LOCAL_PAYLOAD_REQUIRED	EXEMPLAR_WHOLE_CARD	EXEMPLAR_ONLY	NO_LICENSED_TRIGGER	UNPARSED_EXEMPLAR	OWNER	FOUR_REGISTERS:=SELECTED_V62_CONTEXT;NO_TEMPLATE_SEMANTICS	APPEND_FIELD>SPACE	[GENRE:bei bedrücktem Gemüt und beschwerter Brust]	LOCAL[Farbton und Niederschlag je Glas vermerken]	NONE;DUAL_UNRESOLVED	NO	PASS	NO_CONFIRMED_LEXEME;NO_PAGE_HOST_OR_COMPONENT_MEANING;LOCAL_DUAL_TEXT_NOT_CARD_VALUE	V43_DEFAULT>V49_EVENT>V50/V51/V56_STRICT_EXACT_BINDING>V59_R1>V63_SELECTED_PARSE>V68_DUAL>V69_R3
