statement_id	record_unit_id	page	statement_ordinal_in_record	constituent_fields	event_count	event_serials	primary_template	licensed_primitive_sequence	parse_status	pre_state	post_state	iatromedical_statement_text	practical_statement_text	local_comparison	strongest_practical_contradiction	roundtrip_status	semantic_ceiling
B4-S004	B4	f83r	4	F113	1	326	EXEMPLAR_ONLY	NONE	UNPARSED	OWNER=B4:O01;ACTIVE_ITEM/PREPARATION=B4:I002;TARGET/STATION=B4:T002;PREVIOUS_ITEM=B4:I001	OWNER=B4:O01;ACTIVE_ITEM/PREPARATION=B4:I002;TARGET/STATION=B4:T002;PREVIOUS_ITEM=B4:I001	[EXEMPLAR:A004+A006+A008+A011+A023:lege das warme Tuch auf die äußere Haut- oder Wundstelle und beende den Schritt]	Die Rücklaufleitung an Nachklärbecken D mit Warmzulauf W4, Filtertuch F4, Unterlauf U4 und Rückleitung R4 öffnen, den Restbestand zur Vorstation zurückführen und die Übergabe buchen. Lizenzierte Slotfolge: keine lizenzierte Slotoperation. Feldbuchung schließen.	IATROMEDICAL	Local apparatus nouns and phase operations are not card meanings; visible human figures remain unexplained by a purely impersonal plant.	PASS_EXACT_OPAQUE_ID_SEQUENCE	SOURCE_EXPANSIONS_REQUIRE_MASTER_EXEMPLAR
B4-S005	B4	f83r	5	F114	3	327|328|329	EXEMPLAR_ONLY	NONE	UNPARSED	OWNER=B4:O01;ACTIVE_ITEM/PREPARATION=B4:I002;TARGET/STATION=B4:T002;PREVIOUS_ITEM=B4:I001	OWNER=B4:O01;ACTIVE_ITEM/PREPARATION=B4:I003;TARGET/STATION=B4:T003;PREVIOUS_ITEM=B4:I002	[EXEMPLAR:A001+A005+A006+A008+A010+A011+A013+A015+A023:durch ein Tuch ; rühre, bis alles gleichmäßig vermischt ist ; tauche das Tuch oder die Auflage in die temperierte Flüssigkeit und beende den Schritt]	Das Filtertuch an Nachklärbecken D mit Warmzulauf W4, Filtertuch F4, Unterlauf U4 und Rückleitung R4 spannen, die Charge hindurchführen, Rückstand abnehmen und Filtrat auffangen. Lizenzierte Slotfolge: keine lizenzierte Slotoperation. Feldbuchung schließen.	TIE	Local apparatus nouns and phase operations are not card meanings; visible human figures remain unexplained by a purely impersonal plant.	PASS_EXACT_OPAQUE_ID_SEQUENCE	SOURCE_EXPANSIONS_REQUIRE_MASTER_EXEMPLAR
B4-S006	B4	f83r	6	F115	1	330	EXEMPLAR_ONLY	NONE	UNPARSED	OWNER=B4:O01;ACTIVE_ITEM/PREPARATION=B4:I003;TARGET/STATION=B4:T003;PREVIOUS_ITEM=B4:I002	OWNER=B4:O01;ACTIVE_ITEM/PREPARATION=B4:I003;TARGET/STATION=B4:T004;PREVIOUS_ITEM=B4:I002	[EXEMPLAR:A006+A009+A011+A023:seihe es einmal durch ein Tuch und beende den Schritt]	Filter, Leitungsöffnung und Beckenrand an Nachklärbecken D mit Warmzulauf W4, Filtertuch F4, Unterlauf U4 und Rückleitung R4 reinigen, lose Rückstände entfernen und die Anlage wieder einsetzen. Lizenzierte Slotfolge: keine lizenzierte Slotoperation. Feldbuchung schließen.	TECHNICAL	Local apparatus nouns and phase operations are not card meanings; visible human figures remain unexplained by a purely impersonal plant.	PASS_EXACT_OPAQUE_ID_SEQUENCE	SOURCE_EXPANSIONS_REQUIRE_MASTER_EXEMPLAR
B4-S007	B4	f83r	7	F116	1	331	EXEMPLAR_ONLY	NONE	UNPARSED	OWNER=B4:O01;ACTIVE_ITEM/PREPARATION=B4:I003;TARGET/STATION=B4:T004;PREVIOUS_ITEM=B4:I002	OWNER=B4:O01;ACTIVE_ITEM/PREPARATION=B4:I003;TARGET/STATION=B4:T005;PREVIOUS_ITEM=B4:I002	[EXEMPLAR:A006+A009+A011+A023:seihe es einmal durch ein Tuch und beende den Schritt]	Frisches Wasser an Nachklärbecken D mit Warmzulauf W4, Filtertuch F4, Unterlauf U4 und Rückleitung R4 zuführen, den Leitungsweg bis zum klaren Lauf spülen und den Spülposten schließen. Lizenzierte Slotfolge: keine lizenzierte Slotoperation. Feldbuchung schließen.	TIE	Local apparatus nouns and phase operations are not card meanings; visible human figures remain unexplained by a purely impersonal plant.	PASS_EXACT_OPAQUE_ID_SEQUENCE	SOURCE_EXPANSIONS_REQUIRE_MASTER_EXEMPLAR
B4-S008	B4	f83r	8	F117	4	332|333|334|335	COMPOSITE_SEQUENCE	PARAMETER_ASSIGN > TERMINAL_FLUSH	AMBIGUOUS	OWNER=B4:O01;ACTIVE_ITEM/PREPARATION=B4:I003;TARGET/STATION=B4:T005;PREVIOUS_ITEM=B4:I002	OWNER=B4:O01;ACTIVE_ITEM/PREPARATION=B4:I004;TARGET/STATION=B4:T007;PREVIOUS_ITEM=B4:I003	[EXEMPLAR:A003+A004+A005+A008+A009+A010+A011+A014+A015+A023:Ein vorgeschriebenes Maß ; solange es noch warm ist ; die erste Öffnung ; spüle die bezeichnete Stelle einmal und beende den Schritt]	Frisches Wasser an Nachklärbecken D mit Warmzulauf W4, Filtertuch F4, Unterlauf U4 und Rückleitung R4 zuführen, den Leitungsweg bis zum klaren Lauf spülen und den Spülposten schließen. Lizenzierte Slotfolge: Mengen-/Parameterslot setzen; Leitung spülen und committen. Feldbuchung schließen.	TIE	Local apparatus nouns and phase operations are not card meanings; visible human figures remain unexplained by a purely impersonal plant.	PASS_EXACT_OPAQUE_ID_SEQUENCE	SOURCE_EXPANSIONS_REQUIRE_MASTER_EXEMPLAR
B4-S009	B4	f83r	9	F118	1	336	EXEMPLAR_ONLY	NONE	UNPARSED	OWNER=B4:O01;ACTIVE_ITEM/PREPARATION=B4:I004;TARGET/STATION=B4:T007;PREVIOUS_ITEM=B4:I003	OWNER=B4:O01;ACTIVE_ITEM/PREPARATION=B4:I004;TARGET/STATION=B4:T007;PREVIOUS_ITEM=B4:I003	[EXEMPLAR:A011+A012+A023:lasse es bis zur Bereitschaft stehen und beende den Schritt]	Die Rücklaufleitung an Nachklärbecken D mit Warmzulauf W4, Filtertuch F4, Unterlauf U4 und Rückleitung R4 öffnen, den Restbestand zur Vorstation zurückführen und die Übergabe buchen. Lizenzierte Slotfolge: keine lizenzierte Slotoperation. Feldbuchung schließen.	IATROMEDICAL	Local apparatus nouns and phase operations are not card meanings; visible human figures remain unexplained by a purely impersonal plant.	PASS_EXACT_OPAQUE_ID_SEQUENCE	SOURCE_EXPANSIONS_REQUIRE_MASTER_EXEMPLAR
B4-S010	B4	f83r	10	F119	1	337	EXEMPLAR_ONLY	NONE	UNPARSED	OWNER=B4:O01;ACTIVE_ITEM/PREPARATION=B4:I004;TARGET/STATION=B4:T007;PREVIOUS_ITEM=B4:I003	OWNER=B4:O01;ACTIVE_ITEM/PREPARATION=B4:I004;TARGET/STATION=B4:T007;PREVIOUS_ITEM=B4:I003	[EXEMPLAR:A001+A005+A007+A008+A011+A015+A023:erwärme den Bade- oder Waschzusatz sanft und beende den Arbeitsschritt]	Vorratswasser an Nachklärbecken D mit Warmzulauf W4, Filtertuch F4, Unterlauf U4 und Rückleitung R4 bereitstellen, die vorgesehene Charge zuführen und den Füllstand markieren. Lizenzierte Slotfolge: keine lizenzierte Slotoperation. Feldbuchung schließen.	TIE	Local apparatus nouns and phase operations are not card meanings; visible human figures remain unexplained by a purely impersonal plant.	PASS_EXACT_OPAQUE_ID_SEQUENCE	SOURCE_EXPANSIONS_REQUIRE_MASTER_EXEMPLAR
B4-S011	B4	f83r	11	F120|F121	7	338|339|340|341|342|343|344	COMPOSITE_SEQUENCE	PARAMETER_ASSIGN > LINK_ACTIVE	AMBIGUOUS	OWNER=B4:O01;ACTIVE_ITEM/PREPARATION=B4:I004;TARGET/STATION=B4:T007;PREVIOUS_ITEM=B4:I003	OWNER=B4:O01;ACTIVE_ITEM/PREPARATION=B4:I005;TARGET/STATION=B4:T008;PREVIOUS_ITEM=B4:I004	[EXEMPLAR:A001+A002+A005+A007+A009+A010+A011+A012+A013+A015+A023:Ein vorgeschriebenes Maß ; bei sanfter Wärme ; das breite Gefäß ; gib einen abgemessenen Anteil in das Gefäß ; rühre, bis alles gleichmäßig vermischt ist; Mit der vorigen Zubereitung weiter ; wasche zweimal und beende den Schritt]	Die Rücklaufleitung an Nachklärbecken D mit Warmzulauf W4, Filtertuch F4, Unterlauf U4 und Rückleitung R4 öffnen, den Restbestand zur Vorstation zurückführen und die Übergabe buchen. Lizenzierte Slotfolge: Mengen-/Parameterslot setzen. Arbeitsstand offen weitertragen. || Den unteren Ablauf an Nachklärbecken D mit Warmzulauf W4, Filtertuch F4, Unterlauf U4 und Rückleitung R4 öffnen, die Charge in den Sammellauf ablassen, Restlauf prüfen und den Posten schließen. Lizenzierte Slotfolge: aktiven Arbeitsstand verknüpfen. Feldbuchung schließen.	IATROMEDICAL	Local apparatus nouns and phase operations are not card meanings; visible human figures remain unexplained by a purely impersonal plant.	PASS_EXACT_OPAQUE_ID_SEQUENCE	SOURCE_EXPANSIONS_REQUIRE_MASTER_EXEMPLAR
B4-S012	B4	f83r	12	F122	1	345	TERMINAL_DRAIN	TERMINAL_DRAIN	UNIQUE	OWNER=B4:O01;ACTIVE_ITEM/PREPARATION=B4:I005;TARGET/STATION=B4:T008;PREVIOUS_ITEM=B4:I004	OWNER=B4:O01;ACTIVE_ITEM/PREPARATION=B4:I005;TARGET/STATION=B4:T008;PREVIOUS_ITEM=B4:I004	[EXEMPLAR:A001+A002+A003+A011+A023:lasse die verbrauchte Flüssigkeit in das untere Auffanggefäß ablaufen und beende den Schritt]	Den unteren Ablauf an Nachklärbecken D mit Warmzulauf W4, Filtertuch F4, Unterlauf U4 und Rückleitung R4 öffnen, die Charge in den Sammellauf ablassen, Restlauf prüfen und den Posten schließen. Lizenzierte Slotfolge: Charge ablassen und committen. Feldbuchung schließen.	TIE	Local apparatus nouns and phase operations are not card meanings; visible human figures remain unexplained by a purely impersonal plant.	PASS_EXACT_OPAQUE_ID_SEQUENCE	SOURCE_EXPANSIONS_REQUIRE_MASTER_EXEMPLAR
B4-S013	B4	f83r	13	F123	2	346|347	EXEMPLAR_ONLY	NONE	UNPARSED	OWNER=B4:O01;ACTIVE_ITEM/PREPARATION=B4:I005;TARGET/STATION=B4:T008;PREVIOUS_ITEM=B4:I004	OWNER=B4:O01;ACTIVE_ITEM/PREPARATION=B4:I005;TARGET/STATION=B4:T008;PREVIOUS_ITEM=B4:I004	[EXEMPLAR:A001+A003+A011+A012+A013+A023:lasse die Mischung einlaufen ; lasse es bis zur Bereitschaft stehen und beende den Schritt]	Die Charge an Nachklärbecken D mit Warmzulauf W4, Filtertuch F4, Unterlauf U4 und Rückleitung R4 stehen lassen, Klarlauf und Bodensatz trennen und den erreichten Stand buchen. Lizenzierte Slotfolge: keine lizenzierte Slotoperation. Feldbuchung schließen.	TECHNICAL	Local apparatus nouns and phase operations are not card meanings; visible human figures remain unexplained by a purely impersonal plant.	PASS_EXACT_OPAQUE_ID_SEQUENCE	SOURCE_EXPANSIONS_REQUIRE_MASTER_EXEMPLAR
B4-S014	B4	f83r	14	F124	4	348|349|350|351	COMPOSITE_SEQUENCE	LINK_ACTIVE	AMBIGUOUS	OWNER=B4:O01;ACTIVE_ITEM/PREPARATION=B4:I005;TARGET/STATION=B4:T008;PREVIOUS_ITEM=B4:I004	OWNER=B4:O01;ACTIVE_ITEM/PREPARATION=B4:I006;TARGET/STATION=B4:T009;PREVIOUS_ITEM=B4:I005	[EXEMPLAR:A001+A004+A005+A010+A011+A012+A014+A015+A023:der vorbereitete Bade- oder Waschposten ; Diese aktive Portion ; über der örtlich bezeichneten Stelle ; gebrauche sie sofort und beende den Schritt]	Den unteren Ablauf an Nachklärbecken D mit Warmzulauf W4, Filtertuch F4, Unterlauf U4 und Rückleitung R4 öffnen, die Charge in den Sammellauf ablassen, Restlauf prüfen und den Posten schließen. Lizenzierte Slotfolge: aktiven Arbeitsstand verknüpfen. Feldbuchung schließen.	IATROMEDICAL	Local apparatus nouns and phase operations are not card meanings; visible human figures remain unexplained by a purely impersonal plant.	PASS_EXACT_OPAQUE_ID_SEQUENCE	SOURCE_EXPANSIONS_REQUIRE_MASTER_EXEMPLAR
B4-S015	B4	f83r	15	F125|F126	6	352|353|354|355|356|357	COMPOSITE_SEQUENCE	STATE_GATE > TERMINAL_DRAIN	AMBIGUOUS	OWNER=B4:O01;ACTIVE_ITEM/PREPARATION=B4:I006;TARGET/STATION=B4:T009;PREVIOUS_ITEM=B4:I005	OWNER=B4:O01;ACTIVE_ITEM/PREPARATION=B4:I007;TARGET/STATION=B4:T010;PREVIOUS_ITEM=B4:I006	[EXEMPLAR:A001+A002+A003+A009+A010+A011+A012+A023:gib einen abgemessenen Anteil in das Gefäß ; Bis die Flüssigkeit klar abläuft ; ein abgemessener Anteil ; für die angegebene Dauer; öffne danach den oberen Lauf ; lasse die verbrauchte Flüssigkeit in das untere Auffanggefäß ablaufen und beende den Schritt]	Die Charge an Nachklärbecken D mit Warmzulauf W4, Filtertuch F4, Unterlauf U4 und Rückleitung R4 stehen lassen, Klarlauf und Bodensatz trennen und den erreichten Stand buchen. Lizenzierte Slotfolge: Bereit-/Klarstand prüfen. Arbeitsstand offen weitertragen. || Den unteren Ablauf an Nachklärbecken D mit Warmzulauf W4, Filtertuch F4, Unterlauf U4 und Rückleitung R4 öffnen, die Charge in den Sammellauf ablassen, Restlauf prüfen und den Posten schließen. Lizenzierte Slotfolge: Charge ablassen und committen. Feldbuchung schließen.	TIE	Local apparatus nouns and phase operations are not card meanings; visible human figures remain unexplained by a purely impersonal plant.	PASS_EXACT_OPAQUE_ID_SEQUENCE	SOURCE_EXPANSIONS_REQUIRE_MASTER_EXEMPLAR
B4-S016	B4	f83r	16	F127|F128	4	358|359|360|361	COMPOSITE_SEQUENCE	TARGET_ASSIGN	AMBIGUOUS	OWNER=B4:O01;ACTIVE_ITEM/PREPARATION=B4:I007;TARGET/STATION=B4:T010;PREVIOUS_ITEM=B4:I006	OWNER=B4:O01;ACTIVE_ITEM/PREPARATION=B4:I007;TARGET/STATION=B4:T012;PREVIOUS_ITEM=B4:I006	[EXEMPLAR:A001+A002+A004+A008+A011+A012+A013+A014+A023:das untere Becken ; An die bezeichnete Zielstelle führen; gieße das erwärmte Wasser ein ; lasse es bis zur Bereitschaft stehen und beende den Schritt]	Die Rücklaufleitung an Nachklärbecken D mit Warmzulauf W4, Filtertuch F4, Unterlauf U4 und Rückleitung R4 öffnen, den Restbestand zur Vorstation zurückführen und die Übergabe buchen. Lizenzierte Slotfolge: Ziel-/Relationsslot setzen. Arbeitsstand offen weitertragen. || Die fertige Charge an Nachklärbecken D mit Warmzulauf W4, Filtertuch F4, Unterlauf U4 und Rückleitung R4 markieren, der nächsten Station übergeben und den offenen Arbeitsstand fortschreiben. Lizenzierte Slotfolge: keine lizenzierte Slotoperation. Feldbuchung schließen.	IATROMEDICAL	Local apparatus nouns and phase operations are not card meanings; visible human figures remain unexplained by a purely impersonal plant.	PASS_EXACT_OPAQUE_ID_SEQUENCE	SOURCE_EXPANSIONS_REQUIRE_MASTER_EXEMPLAR
B5-S001	B5	f83r	1	F129	1	362	EXEMPLAR_ONLY	NONE	UNPARSED	OWNER=UNSET;ACTIVE_ITEM/PREPARATION=UNSET;TARGET/STATION=UNSET;PREVIOUS_ITEM=UNSET	OWNER=B5:O01;ACTIVE_ITEM/PREPARATION=B5:I001;TARGET/STATION=UNSET;PREVIOUS_ITEM=UNSET	[EXEMPLAR:A011+A024:ziehe es ab und beende den Schritt]	Den unteren Ablauf an Übergabebecken E mit Wärmeschale W5 und Leitung L5 öffnen, die Charge in den Sammellauf ablassen, Restlauf prüfen und den Posten schließen. Lizenzierte Slotfolge: keine lizenzierte Slotoperation. Feldbuchung schließen.	IATROMEDICAL	Local apparatus nouns and phase operations are not card meanings; visible human figures remain unexplained by a purely impersonal plant.	PASS_EXACT_OPAQUE_ID_SEQUENCE	SOURCE_EXPANSIONS_REQUIRE_MASTER_EXEMPLAR
B5-S002	B5	f83r	2	F130	1	363	EXEMPLAR_ONLY	NONE	UNPARSED	OWNER=B5:O01;ACTIVE_ITEM/PREPARATION=B5:I001;TARGET/STATION=UNSET;PREVIOUS_ITEM=UNSET	OWNER=B5:O01;ACTIVE_ITEM/PREPARATION=B5:I001;TARGET/STATION=UNSET;PREVIOUS_ITEM=UNSET	[EXEMPLAR:A008+A009+A011+A024:erwärme es einmal und beende den Schritt]	Die aktive Beckencharge an Übergabebecken E mit Wärmeschale W5 und Leitung L5 gelinde erwärmen, mit der Handprobe kontrollieren und warm halten. Lizenzierte Slotfolge: keine lizenzierte Slotoperation. Feldbuchung schließen.	TIE	Local apparatus nouns and phase operations are not card meanings; visible human figures remain unexplained by a purely impersonal plant.	PASS_EXACT_OPAQUE_ID_SEQUENCE	SOURCE_EXPANSIONS_REQUIRE_MASTER_EXEMPLAR
B5-S003	B5	f83r	3	F131|F132|F133	9	364|365|366|367|368|369|370|371|372	COMPOSITE_SEQUENCE	TARGET_ASSIGN > LINK_ACTIVE > PARAMETER_ASSIGN > LINK_ACTIVE	AMBIGUOUS	OWNER=B5:O01;ACTIVE_ITEM/PREPARATION=B5:I001;TARGET/STATION=UNSET;PREVIOUS_ITEM=UNSET	OWNER=B5:O01;ACTIVE_ITEM/PREPARATION=B5:I001;TARGET/STATION=B5:T002;PREVIOUS_ITEM=B5:I002	[EXEMPLAR:A003+A004+A007+A008+A009+A010+A011+A012+A013+A014+A024:für einen Zeitabschnitt; An die bezeichnete Zielstelle führen ; Mit der vorigen Zubereitung weiter ; bis es warm ist ; mit der vorigen Mischung ; Ein vorgeschriebenes Maß; Mit der vorigen Zubereitung weiter ; die zweite Öffnung ; rühre, bis alles gleichmäßig vermischt ist]	Die Charge an Übergabebecken E mit Wärmeschale W5 und Leitung L5 stehen lassen, Klarlauf und Bodensatz trennen und den erreichten Stand buchen. Lizenzierte Slotfolge: keine lizenzierte Slotoperation. Arbeitsstand offen weitertragen. || Den Leitungszweig an Übergabebecken E mit Wärmeschale W5 und Leitung L5 wählen, den Schieber öffnen und die Charge zur gebuchten Zielstation führen. Lizenzierte Slotfolge: Ziel-/Relationsslot setzen; aktiven Arbeitsstand verknüpfen; Mengen-/Parameterslot setzen. Arbeitsstand offen weitertragen. || Die fertige Charge an Übergabebecken E mit Wärmeschale W5 und Leitung L5 markieren, der nächsten Station übergeben und den offenen Arbeitsstand fortschreiben. Lizenzierte Slotfolge: aktiven Arbeitsstand verknüpfen. Arbeitsstand offen weitertragen.	TECHNICAL	Local apparatus nouns and phase operations are not card meanings; visible human figures remain unexplained by a purely impersonal plant.	PASS_EXACT_OPAQUE_ID_SEQUENCE	SOURCE_EXPANSIONS_REQUIRE_MASTER_EXEMPLAR
B6-S001	B6	f83r	1	F134|F135	9	373|374|375|376|377|378|379|380|381	COMPOSITE_SEQUENCE	LINK_ACTIVE > PARAMETER_ASSIGN > LINK_ACTIVE	AMBIGUOUS	OWNER=UNSET;ACTIVE_ITEM/PREPARATION=UNSET;TARGET/STATION=UNSET;PREVIOUS_ITEM=UNSET	OWNER=B6:O01;ACTIVE_ITEM/PREPARATION=B6:I001;TARGET/STATION=B6:T004;PREVIOUS_ITEM=B6:I002	[EXEMPLAR:A002+A003+A004+A006+A007+A008+A009+A010+A011+A012+A013+A014+A025:richte die bezeichnete Beckenstation ein ; ohne Kochen ; die erste Öffnung ; Mit der vorigen Zubereitung weiter; Ein vorgeschriebenes Maß ; Mit der vorigen Zubereitung weiter ; durch ein Tuch ; Diese aktive Portion ; an der bezeichneten Stelle]	An Kaltbecken F mit einfacher Filteröffnung F6 und Zielstation Z6 Beckenrand, Zulauf und Filteraufnahme prüfen; den Ausgangsstand als lokalen Anlagenposten eröffnen. Lizenzierte Slotfolge: aktiven Arbeitsstand verknüpfen. Arbeitsstand offen weitertragen. || Das Filtertuch an Kaltbecken F mit einfacher Filteröffnung F6 und Zielstation Z6 spannen, die Charge hindurchführen, Rückstand abnehmen und Filtrat auffangen. Lizenzierte Slotfolge: Mengen-/Parameterslot setzen; aktiven Arbeitsstand verknüpfen. Arbeitsstand offen weitertragen.	TECHNICAL	Local apparatus nouns and phase operations are not card meanings; visible human figures remain unexplained by a purely impersonal plant.	PASS_EXACT_OPAQUE_ID_SEQUENCE	SOURCE_EXPANSIONS_REQUIRE_MASTER_EXEMPLAR
