edition_event_ordinal	event_id	statement_id	card_ordinal_in_statement	physical_page	register	owner_id	surface	final_context_recipe	state_status	state_marker_sequence	gdt579_mixed_scope_voice_clause_de	relation_resumption_voice_working_clause_de	gdt579_source_roundtrip_de	full_two_slot_expansion_de	resumption_voice_status	assignment_id	resumption_root	written_slot_count	guard	audible_first_action_root	grammar_boundary_status	focus_voice_repair_count	represented_event_focus_count	event_repair_id	content_ready_boundary_clause_de	gdt580_exact_roundtrip_de	gdt581_guard	complete_slot_count	content_slot_count	control_slot_count	concrete_slot_trace_de	concrete_working_clause_de	gdt581_exact_roundtrip_de	gdt582_guard	gdt583_target_slot_count	gdt583_target_roots	gdt583_rule_ids	gdt583_refined_slot_trace_de	gdt583_refined_working_clause_de	gdt583_guard
217	G407-E0217	G407-S008	3	f10r	HERBAL	zweiknolliges blauköpfiges Heilkraut	octhody	O+CH+T+O+D_ADDR+Y	NONSTATE_CARD	NOT_APPLICABLE	Nimm den Pflanzenposten und stelle ihn ein; beim Nehmen: als Ausführung; beim Einstellen: ebenfalls als Ausführung; an der D-Stelle.	Nimm den Pflanzenposten und stelle ihn ein; beim Nehmen: als Ausführung; beim Einstellen: ebenfalls als Ausführung; an der D-Stelle.	Nimm den Pflanzenposten und stelle ihn ein; beim Nehmen: als Ausführung; beim Einstellen: ebenfalls als Ausführung; an der D-Stelle.	Nimm den Pflanzenposten und stelle ihn ein; beim Nehmen: als Ausführung; beim Einstellen: ebenfalls als Ausführung; an der D-Stelle.	UNCHANGED_NON_TARGET	NONE	NONE	0	EVENT_ID_KEYED_EDITION__GDT579_SOURCE_ROUNDTRIP_EXACT	CH	UNCHANGED_NO_SELECTED_VOICE_CONFLICT	0	0	NONE	Nimm den Pflanzenposten und stelle ihn ein; beim Nehmen: als Ausführung; beim Einstellen: ebenfalls als Ausführung; an der D-Stelle.	Nimm den Pflanzenposten und stelle ihn ein; beim Nehmen: als Ausführung; beim Einstellen: ebenfalls als Ausführung; an der D-Stelle.	REPAIRED_EVENTS_USE_FOCUS_EXACT_HEAD_BLOCKS__UNCHANGED_EVENTS_RETAIN_GDT580__EXACT_BACKCHANNEL	6	6	0	[1:O=in Zubereitungsform|RUNNING:G407-E0217@1|ACTION:G407-E0217@2:CH] [2:CH=Entnimm oder ziehe aus|RUNNING:G407-E0217@2|ACTION:G407-E0217@2:CH] [3:T=Stelle ein oder temperiere|RUNNING:G407-E0217@3|ACTION:G407-E0217@3:T] [4:O=in Zubereitungsform|RUNNING:G407-E0217@4|ACTION:G407-E0217@3:T] [5:D_ADDR=an der Pflanzen-Arbeitsstelle|RUNNING:G407-E0217@5|ACTION:G407-E0217@3:T] [6:Y=Pflanzencharge|RUNNING:G407-E0217@6|ACTION:G407-E0217@3:T]	Entnimm oder ziehe aus: in Zubereitungsform; Stelle ein oder temperiere: in Zubereitungsform, an der Pflanzen-Arbeitsstelle, Pflanzencharge.	Nimm den Pflanzenposten und stelle ihn ein; beim Nehmen: als Ausführung; beim Einstellen: ebenfalls als Ausführung; an der D-Stelle.	ALL_WRITTEN_RUNNING_SLOTS_RENDERED__GDT581_CLAUSE_RETAINED_EXACT	1	T	T_HP_FORM_SET	[1:O=in Zubereitungsform|RUNNING:G407-E0217@1|ACTION:G407-E0217@2:CH|GDT582_RETAINED_NON_TARGET] [2:CH=Entnimm oder ziehe aus|RUNNING:G407-E0217@2|ACTION:G407-E0217@2:CH|GDT582_RETAINED_NON_TARGET] [3:T=Stelle Form oder Stufe ein|RUNNING:G407-E0217@3|ACTION:G407-E0217@3:T|T_HP_FORM_SET] [4:O=in Zubereitungsform|RUNNING:G407-E0217@4|ACTION:G407-E0217@3:T|GDT582_RETAINED_NON_TARGET] [5:D_ADDR=an der Pflanzen-Arbeitsstelle|RUNNING:G407-E0217@5|ACTION:G407-E0217@3:T|GDT582_RETAINED_NON_TARGET] [6:Y=Pflanzencharge|RUNNING:G407-E0217@6|ACTION:G407-E0217@3:T|GDT582_RETAINED_NON_TARGET]	Entnimm oder ziehe aus: in Zubereitungsform; Stelle Form oder Stufe ein: in Zubereitungsform, an der Pflanzen-Arbeitsstelle, Pflanzencharge.	GDT582_EVENT_AND_ALL_SLOT_HOSTS_RETAINED__TARGET_GLOSSES_ONLY_REFINED
224	G407-E0224	G407-S008	10	f10r	HERBAL	zweiknolliges blauköpfiges Heilkraut	cthoor	CH+T+O+OR	NONSTATE_CARD	NOT_APPLICABLE	Nimm die Arbeitseinheit und stelle sie ein; als Ausführung.	Nimm die Arbeitseinheit und stelle sie ein; als Ausführung.	Nimm die Arbeitseinheit und stelle sie ein; als Ausführung.	Nimm die Arbeitseinheit und stelle sie ein; als Ausführung.	UNCHANGED_NON_TARGET	NONE	NONE	0	EVENT_ID_KEYED_EDITION__GDT579_SOURCE_ROUNDTRIP_EXACT	CH	UNCHANGED_NO_SELECTED_VOICE_CONFLICT	0	0	NONE	Nimm die Arbeitseinheit und stelle sie ein; als Ausführung.	Nimm die Arbeitseinheit und stelle sie ein; als Ausführung.	REPAIRED_EVENTS_USE_FOCUS_EXACT_HEAD_BLOCKS__UNCHANGED_EVENTS_RETAIN_GDT580__EXACT_BACKCHANNEL	4	4	0	[1:CH=Entnimm oder ziehe aus|RUNNING:G407-E0224@1|ACTION:G407-E0224@1:CH] [2:T=Stelle ein oder temperiere|RUNNING:G407-E0224@2|ACTION:G407-E0224@2:T] [3:O=in Zubereitungsform|RUNNING:G407-E0224@3|ACTION:G407-E0224@2:T] [4:OR=Pflanzen- oder Arbeitseinheit|RUNNING:G407-E0224@4|ACTION:G407-E0224@2:T]	Entnimm oder ziehe aus; Stelle ein oder temperiere: in Zubereitungsform, Pflanzen- oder Arbeitseinheit.	Nimm die Arbeitseinheit und stelle sie ein; als Ausführung.	ALL_WRITTEN_RUNNING_SLOTS_RENDERED__GDT581_CLAUSE_RETAINED_EXACT	1	T	T_HP_FORM_SET	[1:CH=Entnimm oder ziehe aus|RUNNING:G407-E0224@1|ACTION:G407-E0224@1:CH|GDT582_RETAINED_NON_TARGET] [2:T=Stelle Form oder Stufe ein|RUNNING:G407-E0224@2|ACTION:G407-E0224@2:T|T_HP_FORM_SET] [3:O=in Zubereitungsform|RUNNING:G407-E0224@3|ACTION:G407-E0224@2:T|GDT582_RETAINED_NON_TARGET] [4:OR=Pflanzen- oder Arbeitseinheit|RUNNING:G407-E0224@4|ACTION:G407-E0224@2:T|GDT582_RETAINED_NON_TARGET]	Entnimm oder ziehe aus; Stelle Form oder Stufe ein: in Zubereitungsform, Pflanzen- oder Arbeitseinheit.	GDT582_EVENT_AND_ALL_SLOT_HOSTS_RETAINED__TARGET_GLOSSES_ONLY_REFINED
226	G407-E0226	G407-S008	12	f10r	HERBAL	zweiknolliges blauköpfiges Heilkraut	chty	CH+T+Y	NONSTATE_CARD	NOT_APPLICABLE	Nimm den Pflanzenposten und stelle ihn ein.	Nimm den Pflanzenposten und stelle ihn ein.	Nimm den Pflanzenposten und stelle ihn ein.	Nimm den Pflanzenposten und stelle ihn ein.	UNCHANGED_NON_TARGET	NONE	NONE	0	EVENT_ID_KEYED_EDITION__GDT579_SOURCE_ROUNDTRIP_EXACT	CH	UNCHANGED_NO_SELECTED_VOICE_CONFLICT	0	0	NONE	Nimm den Pflanzenposten und stelle ihn ein.	Nimm den Pflanzenposten und stelle ihn ein.	REPAIRED_EVENTS_USE_FOCUS_EXACT_HEAD_BLOCKS__UNCHANGED_EVENTS_RETAIN_GDT580__EXACT_BACKCHANNEL	3	3	0	[1:CH=Entnimm oder ziehe aus|RUNNING:G407-E0226@1|ACTION:G407-E0226@1:CH] [2:T=Stelle ein oder temperiere|RUNNING:G407-E0226@2|ACTION:G407-E0226@2:T] [3:Y=Pflanzencharge|RUNNING:G407-E0226@3|ACTION:G407-E0226@2:T]	Entnimm oder ziehe aus; Stelle ein oder temperiere: Pflanzencharge.	Nimm den Pflanzenposten und stelle ihn ein.	ALL_WRITTEN_RUNNING_SLOTS_RENDERED__GDT581_CLAUSE_RETAINED_EXACT	1	T	T_PHYSICAL_BROAD	[1:CH=Entnimm oder ziehe aus|RUNNING:G407-E0226@1|ACTION:G407-E0226@1:CH|GDT582_RETAINED_NON_TARGET] [2:T=Stelle ein oder temperiere|RUNNING:G407-E0226@2|ACTION:G407-E0226@2:T|T_PHYSICAL_BROAD] [3:Y=Pflanzencharge|RUNNING:G407-E0226@3|ACTION:G407-E0226@2:T|GDT582_RETAINED_NON_TARGET]	Entnimm oder ziehe aus; Stelle ein oder temperiere: Pflanzencharge.	GDT582_EVENT_AND_ALL_SLOT_HOSTS_RETAINED__TARGET_GLOSSES_ONLY_REFINED
229	G407-E0229	G407-S008	15	f10r	HERBAL	zweiknolliges blauköpfiges Heilkraut	otytchol	OT+Y+T+CH+OL	STATE_CARD	OT+OL	Danach: stelle den Pflanzenposten ein und nimm ihn; führe den Gang weiter.	Danach: stelle den Pflanzenposten ein und nimm ihn; führe den Gang weiter.	Danach: stelle den Pflanzenposten ein und nimm ihn; führe den Gang weiter.	Danach: stelle den Pflanzenposten ein und nimm ihn; führe den Gang weiter.	UNCHANGED_NON_TARGET	NONE	NONE	0	EVENT_ID_KEYED_EDITION__GDT579_SOURCE_ROUNDTRIP_EXACT	T	UNCHANGED_NO_SELECTED_VOICE_CONFLICT	0	0	NONE	Danach: stelle den Pflanzenposten ein und nimm ihn; führe den Gang weiter.	Danach: stelle den Pflanzenposten ein und nimm ihn; führe den Gang weiter.	REPAIRED_EVENTS_USE_FOCUS_EXACT_HEAD_BLOCKS__UNCHANGED_EVENTS_RETAIN_GDT580__EXACT_BACKCHANNEL	5	3	2	[1:OT=danach / neuer Arbeitsgang|RUNNING:G407-E0229@1|CONTROL:G407-E0229@1:OT] [2:Y=Pflanzencharge|RUNNING:G407-E0229@2|ACTION:G407-E0229@3:T] [3:T=Stelle ein oder temperiere|RUNNING:G407-E0229@3|ACTION:G407-E0229@3:T] [4:CH=Entnimm oder ziehe aus|RUNNING:G407-E0229@4|ACTION:G407-E0229@4:CH] [5:OL=weiter im selben Arbeitsgang|RUNNING:G407-E0229@5|CONTROL:G407-E0229@5:OL]	im Steuerrahmen [CONTROL:G407-E0229@1:OT]: danach / neuer Arbeitsgang; Stelle ein oder temperiere: Pflanzencharge; Entnimm oder ziehe aus; im Steuerrahmen [CONTROL:G407-E0229@5:OL]: weiter im selben Arbeitsgang.	Danach: stelle den Pflanzenposten ein und nimm ihn; führe den Gang weiter.	ALL_WRITTEN_RUNNING_SLOTS_RENDERED__GDT581_CLAUSE_RETAINED_EXACT	1	T	T_PHYSICAL_BROAD	[1:OT=danach / neuer Arbeitsgang|RUNNING:G407-E0229@1|CONTROL:G407-E0229@1:OT|GDT582_RETAINED_NON_TARGET] [2:Y=Pflanzencharge|RUNNING:G407-E0229@2|ACTION:G407-E0229@3:T|GDT582_RETAINED_NON_TARGET] [3:T=Stelle ein oder temperiere|RUNNING:G407-E0229@3|ACTION:G407-E0229@3:T|T_PHYSICAL_BROAD] [4:CH=Entnimm oder ziehe aus|RUNNING:G407-E0229@4|ACTION:G407-E0229@4:CH|GDT582_RETAINED_NON_TARGET] [5:OL=weiter im selben Arbeitsgang|RUNNING:G407-E0229@5|CONTROL:G407-E0229@5:OL|GDT582_RETAINED_NON_TARGET]	im Steuerrahmen [CONTROL:G407-E0229@1:OT]: danach / neuer Arbeitsgang; Stelle ein oder temperiere: Pflanzencharge; Entnimm oder ziehe aus; im Steuerrahmen [CONTROL:G407-E0229@5:OL]: weiter im selben Arbeitsgang.	GDT582_EVENT_AND_ALL_SLOT_HOSTS_RETAINED__TARGET_GLOSSES_ONLY_REFINED
232	G407-E0232	G407-S008	18	f10r	HERBAL	zweiknolliges blauköpfiges Heilkraut	etyd	E+T+Y	NONSTATE_CARD	NOT_APPLICABLE	Stelle den Pflanzenposten ein; auf Grad I.	Stelle den Pflanzenposten ein; auf Grad I.	Stelle den Pflanzenposten ein; auf Grad I.	Stelle den Pflanzenposten ein; auf Grad I.	UNCHANGED_NON_TARGET	NONE	NONE	0	EVENT_ID_KEYED_EDITION__GDT579_SOURCE_ROUNDTRIP_EXACT	T	UNCHANGED_NO_SELECTED_VOICE_CONFLICT	0	0	NONE	Stelle den Pflanzenposten ein; auf Grad I.	Stelle den Pflanzenposten ein; auf Grad I.	REPAIRED_EVENTS_USE_FOCUS_EXACT_HEAD_BLOCKS__UNCHANGED_EVENTS_RETAIN_GDT580__EXACT_BACKCHANNEL	3	3	0	[1:E=auf Grad I|RUNNING:G407-E0232@1|ACTION:G407-E0232@2:T] [2:T=Stelle ein oder temperiere|RUNNING:G407-E0232@2|ACTION:G407-E0232@2:T] [3:Y=Pflanzencharge|RUNNING:G407-E0232@3|ACTION:G407-E0232@2:T]	Stelle ein oder temperiere: auf Grad I, Pflanzencharge.	Stelle den Pflanzenposten ein; auf Grad I.	ALL_WRITTEN_RUNNING_SLOTS_RENDERED__GDT581_CLAUSE_RETAINED_EXACT	1	T	T_PHYSICAL_GRADE_TEMPER	[1:E=auf Grad I|RUNNING:G407-E0232@1|ACTION:G407-E0232@2:T|GDT582_RETAINED_NON_TARGET] [2:T=Temperiere auf den Grad|RUNNING:G407-E0232@2|ACTION:G407-E0232@2:T|T_PHYSICAL_GRADE_TEMPER] [3:Y=Pflanzencharge|RUNNING:G407-E0232@3|ACTION:G407-E0232@2:T|GDT582_RETAINED_NON_TARGET]	Temperiere auf den Grad: auf Grad I, Pflanzencharge.	GDT582_EVENT_AND_ALL_SLOT_HOSTS_RETAINED__TARGET_GLOSSES_ONLY_REFINED
235	G407-E0235	G407-S008	21	f10r	HERBAL	zweiknolliges blauköpfiges Heilkraut	tchy	T+Y	NONSTATE_CARD	NOT_APPLICABLE	Stelle den Pflanzenposten ein.	Stelle den Pflanzenposten ein.	Stelle den Pflanzenposten ein.	Stelle den Pflanzenposten ein.	UNCHANGED_NON_TARGET	NONE	NONE	0	EVENT_ID_KEYED_EDITION__GDT579_SOURCE_ROUNDTRIP_EXACT	T	UNCHANGED_NO_SELECTED_VOICE_CONFLICT	0	0	NONE	Stelle den Pflanzenposten ein.	Stelle den Pflanzenposten ein.	REPAIRED_EVENTS_USE_FOCUS_EXACT_HEAD_BLOCKS__UNCHANGED_EVENTS_RETAIN_GDT580__EXACT_BACKCHANNEL	2	2	0	[1:T=Stelle ein oder temperiere|RUNNING:G407-E0235@1|ACTION:G407-E0235@1:T] [2:Y=Pflanzencharge|RUNNING:G407-E0235@2|ACTION:G407-E0235@1:T]	Stelle ein oder temperiere: Pflanzencharge.	Stelle den Pflanzenposten ein.	ALL_WRITTEN_RUNNING_SLOTS_RENDERED__GDT581_CLAUSE_RETAINED_EXACT	1	T	T_PHYSICAL_BROAD	[1:T=Stelle ein oder temperiere|RUNNING:G407-E0235@1|ACTION:G407-E0235@1:T|T_PHYSICAL_BROAD] [2:Y=Pflanzencharge|RUNNING:G407-E0235@2|ACTION:G407-E0235@1:T|GDT582_RETAINED_NON_TARGET]	Stelle ein oder temperiere: Pflanzencharge.	GDT582_EVENT_AND_ALL_SLOT_HOSTS_RETAINED__TARGET_GLOSSES_ONLY_REFINED
237	G407-E0237	G407-S008	23	f10r	HERBAL	zweiknolliges blauköpfiges Heilkraut	chocthy	CH+O+CH+T+Y	NONSTATE_CARD	NOT_APPLICABLE	Nimm den Pflanzenposten, nimm ihn und stelle ihn ein; als Ausführung.	Nimm den Pflanzenposten, nimm ihn und stelle ihn ein; als Ausführung.	Nimm den Pflanzenposten, nimm ihn und stelle ihn ein; als Ausführung.	Nimm den Pflanzenposten, nimm ihn und stelle ihn ein; als Ausführung.	UNCHANGED_NON_TARGET	NONE	NONE	0	EVENT_ID_KEYED_EDITION__GDT579_SOURCE_ROUNDTRIP_EXACT	CH	UNCHANGED_NO_SELECTED_VOICE_CONFLICT	0	0	NONE	Nimm den Pflanzenposten, nimm ihn und stelle ihn ein; als Ausführung.	Nimm den Pflanzenposten, nimm ihn und stelle ihn ein; als Ausführung.	REPAIRED_EVENTS_USE_FOCUS_EXACT_HEAD_BLOCKS__UNCHANGED_EVENTS_RETAIN_GDT580__EXACT_BACKCHANNEL	5	5	0	[1:CH=Entnimm oder ziehe aus|RUNNING:G407-E0237@1|ACTION:G407-E0237@1:CH] [2:O=in Zubereitungsform|RUNNING:G407-E0237@2|ACTION:G407-E0237@1:CH] [3:CH=Entnimm oder ziehe aus|RUNNING:G407-E0237@3|ACTION:G407-E0237@3:CH] [4:T=Stelle ein oder temperiere|RUNNING:G407-E0237@4|ACTION:G407-E0237@4:T] [5:Y=Pflanzencharge|RUNNING:G407-E0237@5|ACTION:G407-E0237@4:T]	Entnimm oder ziehe aus: in Zubereitungsform; Entnimm oder ziehe aus; Stelle ein oder temperiere: Pflanzencharge.	Nimm den Pflanzenposten, nimm ihn und stelle ihn ein; als Ausführung.	ALL_WRITTEN_RUNNING_SLOTS_RENDERED__GDT581_CLAUSE_RETAINED_EXACT	1	T	T_PHYSICAL_BROAD	[1:CH=Entnimm oder ziehe aus|RUNNING:G407-E0237@1|ACTION:G407-E0237@1:CH|GDT582_RETAINED_NON_TARGET] [2:O=in Zubereitungsform|RUNNING:G407-E0237@2|ACTION:G407-E0237@1:CH|GDT582_RETAINED_NON_TARGET] [3:CH=Entnimm oder ziehe aus|RUNNING:G407-E0237@3|ACTION:G407-E0237@3:CH|GDT582_RETAINED_NON_TARGET] [4:T=Stelle ein oder temperiere|RUNNING:G407-E0237@4|ACTION:G407-E0237@4:T|T_PHYSICAL_BROAD] [5:Y=Pflanzencharge|RUNNING:G407-E0237@5|ACTION:G407-E0237@4:T|GDT582_RETAINED_NON_TARGET]	Entnimm oder ziehe aus: in Zubereitungsform; Entnimm oder ziehe aus; Stelle ein oder temperiere: Pflanzencharge.	GDT582_EVENT_AND_ALL_SLOT_HOSTS_RETAINED__TARGET_GLOSSES_ONLY_REFINED
241	G407-E0241	G407-S008	27	f10r	HERBAL	zweiknolliges blauköpfiges Heilkraut	yty	Y+T+Y	NONSTATE_CARD	NOT_APPLICABLE	Stelle den äußeren Pflanzenposten und den inneren Pflanzenposten ein.	Stelle den äußeren Pflanzenposten und den inneren Pflanzenposten ein.	Stelle den äußeren Pflanzenposten und den inneren Pflanzenposten ein.	Stelle den äußeren Pflanzenposten und den inneren Pflanzenposten ein.	UNCHANGED_NON_TARGET	NONE	NONE	0	EVENT_ID_KEYED_EDITION__GDT579_SOURCE_ROUNDTRIP_EXACT	T	UNCHANGED_NO_SELECTED_VOICE_CONFLICT	0	0	NONE	Stelle den äußeren Pflanzenposten und den inneren Pflanzenposten ein.	Stelle den äußeren Pflanzenposten und den inneren Pflanzenposten ein.	REPAIRED_EVENTS_USE_FOCUS_EXACT_HEAD_BLOCKS__UNCHANGED_EVENTS_RETAIN_GDT580__EXACT_BACKCHANNEL	3	3	0	[1:Y=Pflanzencharge|RUNNING:G407-E0241@1|ACTION:G407-E0241@2:T] [2:T=Stelle ein oder temperiere|RUNNING:G407-E0241@2|ACTION:G407-E0241@2:T] [3:Y=Pflanzencharge|RUNNING:G407-E0241@3|ACTION:G407-E0241@2:T]	Stelle ein oder temperiere: Pflanzencharge, Pflanzencharge.	Stelle den äußeren Pflanzenposten und den inneren Pflanzenposten ein.	ALL_WRITTEN_RUNNING_SLOTS_RENDERED__GDT581_CLAUSE_RETAINED_EXACT	1	T	T_PHYSICAL_BROAD	[1:Y=Pflanzencharge|RUNNING:G407-E0241@1|ACTION:G407-E0241@2:T|GDT582_RETAINED_NON_TARGET] [2:T=Stelle ein oder temperiere|RUNNING:G407-E0241@2|ACTION:G407-E0241@2:T|T_PHYSICAL_BROAD] [3:Y=Pflanzencharge|RUNNING:G407-E0241@3|ACTION:G407-E0241@2:T|GDT582_RETAINED_NON_TARGET]	Stelle ein oder temperiere: Pflanzencharge, Pflanzencharge.	GDT582_EVENT_AND_ALL_SLOT_HOSTS_RETAINED__TARGET_GLOSSES_ONLY_REFINED
244	G407-E0244	G407-S008	30	f10r	HERBAL	zweiknolliges blauköpfiges Heilkraut	sor	S+OR	NONSTATE_CARD	NOT_APPLICABLE	Wähle die Arbeitseinheit.	Wähle die Arbeitseinheit.	Wähle die Arbeitseinheit.	Wähle die Arbeitseinheit.	UNCHANGED_NON_TARGET	NONE	NONE	0	EVENT_ID_KEYED_EDITION__GDT579_SOURCE_ROUNDTRIP_EXACT	S	UNCHANGED_NO_SELECTED_VOICE_CONFLICT	0	0	NONE	Wähle die Arbeitseinheit.	Wähle die Arbeitseinheit.	REPAIRED_EVENTS_USE_FOCUS_EXACT_HEAD_BLOCKS__UNCHANGED_EVENTS_RETAIN_GDT580__EXACT_BACKCHANNEL	2	2	0	[1:S=Wähle oder trenne ab|RUNNING:G407-E0244@1|ACTION:G407-E0244@1:S] [2:OR=Pflanzen- oder Arbeitseinheit|RUNNING:G407-E0244@2|ACTION:G407-E0244@1:S]	Wähle oder trenne ab: Pflanzen- oder Arbeitseinheit.	Wähle die Arbeitseinheit.	ALL_WRITTEN_RUNNING_SLOTS_RENDERED__GDT581_CLAUSE_RETAINED_EXACT	1	S	S_HP_SIEVE	[1:S=Siebe|RUNNING:G407-E0244@1|ACTION:G407-E0244@1:S|S_HP_SIEVE] [2:OR=Pflanzen- oder Arbeitseinheit|RUNNING:G407-E0244@2|ACTION:G407-E0244@1:S|GDT582_RETAINED_NON_TARGET]	Siebe: Pflanzen- oder Arbeitseinheit.	GDT582_EVENT_AND_ALL_SLOT_HOSTS_RETAINED__TARGET_GLOSSES_ONLY_REFINED
246	G407-E0246	G407-S008	32	f10r	HERBAL	zweiknolliges blauköpfiges Heilkraut	chcthy	CH+CH+T+Y	NONSTATE_CARD	NOT_APPLICABLE	Nimm den Pflanzenposten zweimal und stelle ihn ein.	Nimm den Pflanzenposten zweimal und stelle ihn ein.	Nimm den Pflanzenposten zweimal und stelle ihn ein.	Nimm den Pflanzenposten zweimal und stelle ihn ein.	UNCHANGED_NON_TARGET	NONE	NONE	0	EVENT_ID_KEYED_EDITION__GDT579_SOURCE_ROUNDTRIP_EXACT	CH	UNCHANGED_NO_SELECTED_VOICE_CONFLICT	0	0	NONE	Nimm den Pflanzenposten zweimal und stelle ihn ein.	Nimm den Pflanzenposten zweimal und stelle ihn ein.	REPAIRED_EVENTS_USE_FOCUS_EXACT_HEAD_BLOCKS__UNCHANGED_EVENTS_RETAIN_GDT580__EXACT_BACKCHANNEL	4	4	0	[1:CH=Entnimm oder ziehe aus|RUNNING:G407-E0246@1|ACTION:G407-E0246@1:CH] [2:CH=Entnimm oder ziehe aus|RUNNING:G407-E0246@2|ACTION:G407-E0246@2:CH] [3:T=Stelle ein oder temperiere|RUNNING:G407-E0246@3|ACTION:G407-E0246@3:T] [4:Y=Pflanzencharge|RUNNING:G407-E0246@4|ACTION:G407-E0246@3:T]	Entnimm oder ziehe aus; Entnimm oder ziehe aus; Stelle ein oder temperiere: Pflanzencharge.	Nimm den Pflanzenposten zweimal und stelle ihn ein.	ALL_WRITTEN_RUNNING_SLOTS_RENDERED__GDT581_CLAUSE_RETAINED_EXACT	1	T	T_PHYSICAL_BROAD	[1:CH=Entnimm oder ziehe aus|RUNNING:G407-E0246@1|ACTION:G407-E0246@1:CH|GDT582_RETAINED_NON_TARGET] [2:CH=Entnimm oder ziehe aus|RUNNING:G407-E0246@2|ACTION:G407-E0246@2:CH|GDT582_RETAINED_NON_TARGET] [3:T=Stelle ein oder temperiere|RUNNING:G407-E0246@3|ACTION:G407-E0246@3:T|T_PHYSICAL_BROAD] [4:Y=Pflanzencharge|RUNNING:G407-E0246@4|ACTION:G407-E0246@3:T|GDT582_RETAINED_NON_TARGET]	Entnimm oder ziehe aus; Entnimm oder ziehe aus; Stelle ein oder temperiere: Pflanzencharge.	GDT582_EVENT_AND_ALL_SLOT_HOSTS_RETAINED__TARGET_GLOSSES_ONLY_REFINED
247	G407-E0247	G407-S008	33	f10r	HERBAL	zweiknolliges blauköpfiges Heilkraut	ctho	CH+T+O	NONSTATE_CARD	NOT_APPLICABLE	Nimm denselben Pflanzenposten und stelle ihn ein; als Ausführung.	Nimm denselben Pflanzenposten und stelle ihn ein; als Ausführung.	Nimm denselben Pflanzenposten und stelle ihn ein; als Ausführung.	Nimm denselben Pflanzenposten und stelle ihn ein; als Ausführung.	UNCHANGED_NON_TARGET	NONE	NONE	0	EVENT_ID_KEYED_EDITION__GDT579_SOURCE_ROUNDTRIP_EXACT	CH	UNCHANGED_NO_SELECTED_VOICE_CONFLICT	0	0	NONE	Nimm denselben Pflanzenposten und stelle ihn ein; als Ausführung.	Nimm denselben Pflanzenposten und stelle ihn ein; als Ausführung.	REPAIRED_EVENTS_USE_FOCUS_EXACT_HEAD_BLOCKS__UNCHANGED_EVENTS_RETAIN_GDT580__EXACT_BACKCHANNEL	3	3	0	[1:CH=Entnimm oder ziehe aus|RUNNING:G407-E0247@1|ACTION:G407-E0247@1:CH] [2:T=Stelle ein oder temperiere|RUNNING:G407-E0247@2|ACTION:G407-E0247@2:T] [3:O=in Zubereitungsform|RUNNING:G407-E0247@3|ACTION:G407-E0247@2:T]	Entnimm oder ziehe aus; Stelle ein oder temperiere: in Zubereitungsform.	Nimm denselben Pflanzenposten und stelle ihn ein; als Ausführung.	ALL_WRITTEN_RUNNING_SLOTS_RENDERED__GDT581_CLAUSE_RETAINED_EXACT	1	T	T_HP_FORM_SET	[1:CH=Entnimm oder ziehe aus|RUNNING:G407-E0247@1|ACTION:G407-E0247@1:CH|GDT582_RETAINED_NON_TARGET] [2:T=Stelle Form oder Stufe ein|RUNNING:G407-E0247@2|ACTION:G407-E0247@2:T|T_HP_FORM_SET] [3:O=in Zubereitungsform|RUNNING:G407-E0247@3|ACTION:G407-E0247@2:T|GDT582_RETAINED_NON_TARGET]	Entnimm oder ziehe aus; Stelle Form oder Stufe ein: in Zubereitungsform.	GDT582_EVENT_AND_ALL_SLOT_HOSTS_RETAINED__TARGET_GLOSSES_ONLY_REFINED
