assignment_ordinal	slot_id	layer	source_event_or_card_id	statement_or_record_id	physical_page	register	owner	surface	slot_position	root	primary_governor_key	direct_governor_tokens	governor_group_tokens	governor_object_scope	same_card_action_inventory	previous_visible_action	next_visible_action	gdt582_broad_default_de	gdt583_rule_id	gdt583_working_default_de	gdt583_concrete_sense_de	gdt583_reading_tier	gdt583_change_status	gdt583_rationale	gdt583_context_signature	gdt583_guard
37	RUNNING:G407-E0073@4	RUNNING_ATOM	G407-E0073	G407-S005	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_C	cphesaiin	4	S	ACTION:G407-E0073@4:S	AIIN|S	AIIN|S	SAME_CARD_DIRECT_HOST	CH|P|S	P	NONE	Sondere aus	S_SOURCE_SORT_OUT	Sondere aus	Arbeitsgut oder Wert aussondern	REGISTER_SUBREADING	SPECIFIC_GDT582_READING_RETAINED	Source-Aussonder-Verbrahmen	SOURCE_SECTION_T::D[AIIN|S]::G[AIIN|S]::P[P]::N[NONE]	EXACT_GDT582_SLOT_AND_PRIMARY_GOVERNOR_RETAINED__REPLACEABLE_WORKING_SENSE__NO_NEW_SEGMENT
38	RUNNING:G407-E0074@2	RUNNING_ATOM	G407-E0074	G407-S005	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_C	ols	2	S	ACTION:G407-E0074@2:S	S	S	SAME_CARD_DIRECT_HOST	S	NONE	NONE	Sondere aus	S_SOURCE_SORT_OUT	Sondere aus	Arbeitsgut oder Wert aussondern	REGISTER_SUBREADING	SPECIFIC_GDT582_READING_RETAINED	Source-Aussonder-Verbrahmen	SOURCE_SECTION_T::D[S]::G[S]::P[NONE]::N[NONE]	EXACT_GDT582_SLOT_AND_PRIMARY_GOVERNOR_RETAINED__REPLACEABLE_WORKING_SENSE__NO_NEW_SEGMENT
39	RUNNING:G407-E0076@2	RUNNING_ATOM	G407-E0076	G407-S005	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_C	ytain	2	T	ACTION:G407-E0076@2:T	AIN|T|Y	AIN|T|Y	SAME_CARD_DIRECT_HOST	T	NONE	NONE	Stelle ein oder temperiere	T_SOURCE_FIX	Lege fest	Arbeitsbedingung oder Wert festlegen	REGISTER_SUBREADING	LEXICALLY_REFINED	Source besitzt in GDT568 den Festlege-Verbrahmen	SOURCE_SECTION_T::D[AIN|T|Y]::G[AIN|T|Y]::P[NONE]::N[NONE]	EXACT_GDT582_SLOT_AND_PRIMARY_GOVERNOR_RETAINED__REPLACEABLE_WORKING_SENSE__NO_NEW_SEGMENT
40	RUNNING:G407-E0077@1	RUNNING_ATOM	G407-E0077	G407-S005	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_C	shoshy	1	SH	ACTION:G407-E0077@1:SH	O|SH	O|SH	SAME_CARD_DIRECT_HOST	SH	NONE	SH	Lass ruhen	SH_SOURCE_REST	Lass ruhen	Arbeitsgut oder Ansatz ruhen lassen	REGISTER_SUBREADING	SPECIFIC_GDT582_READING_RETAINED	Source-Ruhenlassen-Verbrahmen	SOURCE_SECTION_T::D[O|SH]::G[O|SH]::P[NONE]::N[SH]	EXACT_GDT582_SLOT_AND_PRIMARY_GOVERNOR_RETAINED__REPLACEABLE_WORKING_SENSE__NO_NEW_SEGMENT
41	RUNNING:G407-E0077@3	RUNNING_ATOM	G407-E0077	G407-S005	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_C	shoshy	3	SH	ACTION:G407-E0077@3:SH	SH|Y	SH|Y	SAME_CARD_DIRECT_HOST	SH	SH	NONE	Lass ruhen	SH_SOURCE_REST	Lass ruhen	Arbeitsgut oder Ansatz ruhen lassen	REGISTER_SUBREADING	SPECIFIC_GDT582_READING_RETAINED	Source-Ruhenlassen-Verbrahmen	SOURCE_SECTION_T::D[SH|Y]::G[SH|Y]::P[SH]::N[NONE]	EXACT_GDT582_SLOT_AND_PRIMARY_GOVERNOR_RETAINED__REPLACEABLE_WORKING_SENSE__NO_NEW_SEGMENT
42	RUNNING:G407-E0079@2	RUNNING_ATOM	G407-E0079	G407-S005	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_C	es	2	S	ACTION:G407-E0079@2:S	E|S	E|S	SAME_CARD_DIRECT_HOST	S	NONE	NONE	Sondere aus	S_SOURCE_SORT_OUT	Sondere aus	Arbeitsgut oder Wert aussondern	REGISTER_SUBREADING	SPECIFIC_GDT582_READING_RETAINED	Source-Aussonder-Verbrahmen	SOURCE_SECTION_T::D[E|S]::G[E|S]::P[NONE]::N[NONE]	EXACT_GDT582_SLOT_AND_PRIMARY_GOVERNOR_RETAINED__REPLACEABLE_WORKING_SENSE__NO_NEW_SEGMENT
43	RUNNING:G407-E0080@2	RUNNING_ATOM	G407-E0080	G407-S005	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_C	oksho	2	SH	ACTION:G407-E0080@2:SH	O|SH	O|SH	SAME_CARD_DIRECT_HOST	OK|SH	OK	NONE	Lass ruhen	SH_SOURCE_REST	Lass ruhen	Arbeitsgut oder Ansatz ruhen lassen	REGISTER_SUBREADING	SPECIFIC_GDT582_READING_RETAINED	Source-Ruhenlassen-Verbrahmen	SOURCE_SECTION_T::D[O|SH]::G[O|SH]::P[OK]::N[NONE]	EXACT_GDT582_SLOT_AND_PRIMARY_GOVERNOR_RETAINED__REPLACEABLE_WORKING_SENSE__NO_NEW_SEGMENT
44	RUNNING:G407-E0081@2	RUNNING_ATOM	G407-E0081	G407-S005	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_C	kshoy	2	SH	ACTION:G407-E0081@2:SH	O|SH|Y	AIR|O|SH|Y	COMPLETE_GDT581_HOST_INCLUDES_REMOTE_ARGUMENT	K|SH	K	NONE	Lass ruhen	SH_SOURCE_REST	Lass ruhen	Arbeitsgut oder Ansatz ruhen lassen	REGISTER_SUBREADING	SPECIFIC_GDT582_READING_RETAINED	Source-Ruhenlassen-Verbrahmen	SOURCE_SECTION_T::D[O|SH|Y]::G[AIR|O|SH|Y]::P[K]::N[NONE]	EXACT_GDT582_SLOT_AND_PRIMARY_GOVERNOR_RETAINED__REPLACEABLE_WORKING_SENSE__NO_NEW_SEGMENT
45	RUNNING:G407-E0085@1	RUNNING_ATOM	G407-E0085	G407-S005	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_C	shodain	1	SH	ACTION:G407-E0085@1:SH	AIN|D_ADDR|O|SH	AIN|D_ADDR|O|SH	SAME_CARD_DIRECT_HOST	SH	NONE	NONE	Lass ruhen	SH_SOURCE_REST	Lass ruhen	Arbeitsgut oder Ansatz ruhen lassen	REGISTER_SUBREADING	SPECIFIC_GDT582_READING_RETAINED	Source-Ruhenlassen-Verbrahmen	SOURCE_SECTION_T::D[AIN|D_ADDR|O|SH]::G[AIN|D_ADDR|O|SH]::P[NONE]::N[NONE]	EXACT_GDT582_SLOT_AND_PRIMARY_GOVERNOR_RETAINED__REPLACEABLE_WORKING_SENSE__NO_NEW_SEGMENT
46	RUNNING:G407-E0086@1	RUNNING_ATOM	G407-E0086	G407-S005	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_C	sckhey	1	S	ACTION:G407-E0086@1:S	S	S	SAME_CARD_DIRECT_HOST	CH|K|S	NONE	CH	Sondere aus	S_SOURCE_SORT_OUT	Sondere aus	Arbeitsgut oder Wert aussondern	REGISTER_SUBREADING	SPECIFIC_GDT582_READING_RETAINED	Source-Aussonder-Verbrahmen	SOURCE_SECTION_T::D[S]::G[S]::P[NONE]::N[CH]	EXACT_GDT582_SLOT_AND_PRIMARY_GOVERNOR_RETAINED__REPLACEABLE_WORKING_SENSE__NO_NEW_SEGMENT
47	RUNNING:G407-E0088@1	RUNNING_ATOM	G407-E0088	G407-S005	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_C	shoy	1	SH	ACTION:G407-E0088@1:SH	O|SH|Y	O|SH|Y	SAME_CARD_DIRECT_HOST	SH	NONE	NONE	Lass ruhen	SH_SOURCE_REST	Lass ruhen	Arbeitsgut oder Ansatz ruhen lassen	REGISTER_SUBREADING	SPECIFIC_GDT582_READING_RETAINED	Source-Ruhenlassen-Verbrahmen	SOURCE_SECTION_T::D[O|SH|Y]::G[O|SH|Y]::P[NONE]::N[NONE]	EXACT_GDT582_SLOT_AND_PRIMARY_GOVERNOR_RETAINED__REPLACEABLE_WORKING_SENSE__NO_NEW_SEGMENT
48	RUNNING:G407-E0092@7	RUNNING_ATOM	G407-E0092	G407-S005	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_C	cphodaiils	7	S	ACTION:G407-E0092@7:S	AIIN|L|S	AIIN|L|S	SAME_CARD_DIRECT_HOST	CH|P|S	P	NONE	Sondere aus	S_SOURCE_SORT_OUT	Sondere aus	Arbeitsgut oder Wert aussondern	REGISTER_SUBREADING	SPECIFIC_GDT582_READING_RETAINED	Source-Aussonder-Verbrahmen	SOURCE_SECTION_T::D[AIIN|L|S]::G[AIIN|L|S]::P[P]::N[NONE]	EXACT_GDT582_SLOT_AND_PRIMARY_GOVERNOR_RETAINED__REPLACEABLE_WORKING_SENSE__NO_NEW_SEGMENT
49	RUNNING:G407-E0093@2	RUNNING_ATOM	G407-E0093	G407-S005	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_C	cthey	2	T	ACTION:G407-E0093@2:T	E|T|Y	E|T|Y	SAME_CARD_DIRECT_HOST	CH|T	CH	NONE	Stelle ein oder temperiere	T_SOURCE_FIX	Lege fest	Arbeitsbedingung oder Wert festlegen	REGISTER_SUBREADING	LEXICALLY_REFINED	Source besitzt in GDT568 den Festlege-Verbrahmen	SOURCE_SECTION_T::D[E|T|Y]::G[E|T|Y]::P[CH]::N[NONE]	EXACT_GDT582_SLOT_AND_PRIMARY_GOVERNOR_RETAINED__REPLACEABLE_WORKING_SENSE__NO_NEW_SEGMENT
50	RUNNING:G407-E0094@1	RUNNING_ATOM	G407-E0094	G407-S005	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_C	sho	1	SH	ACTION:G407-E0094@1:SH	O|SH	AIIN|AIN|D_ADDR|O|SH	COMPLETE_GDT581_HOST_INCLUDES_REMOTE_ARGUMENT	SH	NONE	NONE	Lass ruhen	SH_SOURCE_REST	Lass ruhen	Arbeitsgut oder Ansatz ruhen lassen	REGISTER_SUBREADING	SPECIFIC_GDT582_READING_RETAINED	Source-Ruhenlassen-Verbrahmen	SOURCE_SECTION_T::D[O|SH]::G[AIIN|AIN|D_ADDR|O|SH]::P[NONE]::N[NONE]	EXACT_GDT582_SLOT_AND_PRIMARY_GOVERNOR_RETAINED__REPLACEABLE_WORKING_SENSE__NO_NEW_SEGMENT
51	RUNNING:G407-E0102@1	RUNNING_ATOM	G407-E0102	G407-S005	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_C	chdy	1	CHD	ACTION:G407-E0102@1:CHD	CHD|Y	CHD|Y	SAME_CARD_DIRECT_HOST	CHD	NONE	NONE	Bearbeite	CHD_REST_PROCESS	Bearbeite	Arbeitsgut oder Ansatz bearbeiten	HONEST_BROAD_FALLBACK	SPECIFIC_GDT582_READING_RETAINED	kein trockener Materialhost oder registereigene Speziallesung	SOURCE_SECTION_T::D[CHD|Y]::G[CHD|Y]::P[NONE]::N[NONE]	EXACT_GDT582_SLOT_AND_PRIMARY_GOVERNOR_RETAINED__REPLACEABLE_WORKING_SENSE__NO_NEW_SEGMENT
52	RUNNING:G407-E0105@2	RUNNING_ATOM	G407-E0105	G407-S005	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_C	cthy	2	T	ACTION:G407-E0105@2:T	T|Y	T|Y	SAME_CARD_DIRECT_HOST	CH|T	CH	NONE	Stelle ein oder temperiere	T_SOURCE_FIX	Lege fest	Arbeitsbedingung oder Wert festlegen	REGISTER_SUBREADING	LEXICALLY_REFINED	Source besitzt in GDT568 den Festlege-Verbrahmen	SOURCE_SECTION_T::D[T|Y]::G[T|Y]::P[CH]::N[NONE]	EXACT_GDT582_SLOT_AND_PRIMARY_GOVERNOR_RETAINED__REPLACEABLE_WORKING_SENSE__NO_NEW_SEGMENT
53	RUNNING:G407-E0108@1	RUNNING_ATOM	G407-E0108	G407-S005	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_C	shckhey	1	SH	ACTION:G407-E0108@1:SH	SH	SH	SAME_CARD_DIRECT_HOST	CH|K|SH	NONE	CH	Lass ruhen	SH_SOURCE_REST	Lass ruhen	Arbeitsgut oder Ansatz ruhen lassen	REGISTER_SUBREADING	SPECIFIC_GDT582_READING_RETAINED	Source-Ruhenlassen-Verbrahmen	SOURCE_SECTION_T::D[SH]::G[SH]::P[NONE]::N[CH]	EXACT_GDT582_SLOT_AND_PRIMARY_GOVERNOR_RETAINED__REPLACEABLE_WORKING_SENSE__NO_NEW_SEGMENT
54	RUNNING:G407-E0112@1	RUNNING_ATOM	G407-E0112	G407-S005	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_C	shey	1	SH	ACTION:G407-E0112@1:SH	E|SH|Y	E|SH|Y	SAME_CARD_DIRECT_HOST	SH	NONE	NONE	Lass ruhen	SH_SOURCE_REST	Lass ruhen	Arbeitsgut oder Ansatz ruhen lassen	REGISTER_SUBREADING	SPECIFIC_GDT582_READING_RETAINED	Source-Ruhenlassen-Verbrahmen	SOURCE_SECTION_T::D[E|SH|Y]::G[E|SH|Y]::P[NONE]::N[NONE]	EXACT_GDT582_SLOT_AND_PRIMARY_GOVERNOR_RETAINED__REPLACEABLE_WORKING_SENSE__NO_NEW_SEGMENT
55	RUNNING:G407-E0118@1	RUNNING_ATOM	G407-E0118	G407-S005	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_C	sho	1	SH	ACTION:G407-E0118@1:SH	O|SH	O|SH	SAME_CARD_DIRECT_HOST	SH	NONE	NONE	Lass ruhen	SH_CH_BRIDGE_HOLD	Halte	das vom Entnehmen übernommene Argument halten	OBSERVED_ARGUMENT_BRIDGE	LEXICALLY_REFINED	GDT507-CH→SH-Brücke mit identischem Argument	SOURCE_SECTION_T::D[O|SH]::G[O|SH]::P[NONE]::N[NONE]	EXACT_GDT582_SLOT_AND_PRIMARY_GOVERNOR_RETAINED__REPLACEABLE_WORKING_SENSE__NO_NEW_SEGMENT
56	RUNNING:G407-E0120@1	RUNNING_ATOM	G407-E0120	G407-S005	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_C	shodan	1	SH	ACTION:G407-E0120@1:SH	AN|D_ADDR|O|SH	AN|D_ADDR|O|SH	SAME_CARD_DIRECT_HOST	SH	NONE	NONE	Lass ruhen	SH_SOURCE_REST	Lass ruhen	Arbeitsgut oder Ansatz ruhen lassen	REGISTER_SUBREADING	SPECIFIC_GDT582_READING_RETAINED	Source-Ruhenlassen-Verbrahmen	SOURCE_SECTION_T::D[AN|D_ADDR|O|SH]::G[AN|D_ADDR|O|SH]::P[NONE]::N[NONE]	EXACT_GDT582_SLOT_AND_PRIMARY_GOVERNOR_RETAINED__REPLACEABLE_WORKING_SENSE__NO_NEW_SEGMENT
57	RUNNING:G407-E0121@2	RUNNING_ATOM	G407-E0121	G407-S005	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_C	kshy	2	SH	ACTION:G407-E0121@2:SH	SH|Y	SH|Y	SAME_CARD_DIRECT_HOST	K|SH	K	NONE	Lass ruhen	SH_SOURCE_REST	Lass ruhen	Arbeitsgut oder Ansatz ruhen lassen	REGISTER_SUBREADING	SPECIFIC_GDT582_READING_RETAINED	Source-Ruhenlassen-Verbrahmen	SOURCE_SECTION_T::D[SH|Y]::G[SH|Y]::P[K]::N[NONE]	EXACT_GDT582_SLOT_AND_PRIMARY_GOVERNOR_RETAINED__REPLACEABLE_WORKING_SENSE__NO_NEW_SEGMENT
58	RUNNING:G407-E0126@1	RUNNING_ATOM	G407-E0126	G407-S005	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_C	sho	1	SH	ACTION:G407-E0126@1:SH	O|SH	O|SH	SAME_CARD_DIRECT_HOST	SH	NONE	NONE	Lass ruhen	SH_SOURCE_REST	Lass ruhen	Arbeitsgut oder Ansatz ruhen lassen	REGISTER_SUBREADING	SPECIFIC_GDT582_READING_RETAINED	Source-Ruhenlassen-Verbrahmen	SOURCE_SECTION_T::D[O|SH]::G[O|SH]::P[NONE]::N[NONE]	EXACT_GDT582_SLOT_AND_PRIMARY_GOVERNOR_RETAINED__REPLACEABLE_WORKING_SENSE__NO_NEW_SEGMENT
59	RUNNING:G407-E0129@1	RUNNING_ATOM	G407-E0129	G407-S005	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_C	tchey	1	T	ACTION:G407-E0129@1:T	T	T	SAME_CARD_DIRECT_HOST	CH|T	NONE	CH	Stelle ein oder temperiere	T_SOURCE_FIX	Lege fest	Arbeitsbedingung oder Wert festlegen	REGISTER_SUBREADING	LEXICALLY_REFINED	Source besitzt in GDT568 den Festlege-Verbrahmen	SOURCE_SECTION_T::D[T]::G[T]::P[NONE]::N[CH]	EXACT_GDT582_SLOT_AND_PRIMARY_GOVERNOR_RETAINED__REPLACEABLE_WORKING_SENSE__NO_NEW_SEGMENT
60	RUNNING:G407-E0131@1	RUNNING_ATOM	G407-E0131	G407-S005	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_C	sheo	1	SH	ACTION:G407-E0131@1:SH	E|O|SH	E|O|SH	SAME_CARD_DIRECT_HOST	SH	NONE	NONE	Lass ruhen	SH_SOURCE_REST	Lass ruhen	Arbeitsgut oder Ansatz ruhen lassen	REGISTER_SUBREADING	SPECIFIC_GDT582_READING_RETAINED	Source-Ruhenlassen-Verbrahmen	SOURCE_SECTION_T::D[E|O|SH]::G[E|O|SH]::P[NONE]::N[NONE]	EXACT_GDT582_SLOT_AND_PRIMARY_GOVERNOR_RETAINED__REPLACEABLE_WORKING_SENSE__NO_NEW_SEGMENT
61	RUNNING:G407-E0132@2	RUNNING_ATOM	G407-E0132	G407-S005	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_C	pshol	2	SH	ACTION:G407-E0132@2:SH	SH	SH|Y	COMPLETE_GDT581_HOST_INCLUDES_REMOTE_ARGUMENT	P|SH	P	NONE	Lass ruhen	SH_SOURCE_REST	Lass ruhen	Arbeitsgut oder Ansatz ruhen lassen	REGISTER_SUBREADING	SPECIFIC_GDT582_READING_RETAINED	Source-Ruhenlassen-Verbrahmen	SOURCE_SECTION_T::D[SH]::G[SH|Y]::P[P]::N[NONE]	EXACT_GDT582_SLOT_AND_PRIMARY_GOVERNOR_RETAINED__REPLACEABLE_WORKING_SENSE__NO_NEW_SEGMENT
62	RUNNING:G407-E0134@2	RUNNING_ATOM	G407-E0134	G407-S005	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_C	cthy	2	T	ACTION:G407-E0134@2:T	T|Y	A_ADDR|D_ADDR|LOCAL_CHAR_I|T|Y	COMPLETE_GDT581_HOST_INCLUDES_REMOTE_ARGUMENT	CH|T	CH	NONE	Stelle ein oder temperiere	T_SOURCE_FIX	Lege fest	Arbeitsbedingung oder Wert festlegen	REGISTER_SUBREADING	LEXICALLY_REFINED	Source besitzt in GDT568 den Festlege-Verbrahmen	SOURCE_SECTION_T::D[T|Y]::G[A_ADDR|D_ADDR|LOCAL_CHAR_I|T|Y]::P[CH]::N[NONE]	EXACT_GDT582_SLOT_AND_PRIMARY_GOVERNOR_RETAINED__REPLACEABLE_WORKING_SENSE__NO_NEW_SEGMENT
63	RUNNING:G407-E0136@2	RUNNING_ATOM	G407-E0136	G407-S005	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_C	yto	2	T	ACTION:G407-E0136@2:T	O|T|Y	O|T|Y	SAME_CARD_DIRECT_HOST	T	NONE	NONE	Stelle ein oder temperiere	T_SOURCE_FIX	Lege fest	Arbeitsbedingung oder Wert festlegen	REGISTER_SUBREADING	LEXICALLY_REFINED	Source besitzt in GDT568 den Festlege-Verbrahmen	SOURCE_SECTION_T::D[O|T|Y]::G[O|T|Y]::P[NONE]::N[NONE]	EXACT_GDT582_SLOT_AND_PRIMARY_GOVERNOR_RETAINED__REPLACEABLE_WORKING_SENSE__NO_NEW_SEGMENT
64	RUNNING:G407-E0137@1	RUNNING_ATOM	G407-E0137	G407-S005	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_C	shol	1	SH	ACTION:G407-E0137@1:SH	SH	SH	SAME_CARD_DIRECT_HOST	SH	NONE	NONE	Lass ruhen	SH_SOURCE_REST	Lass ruhen	Arbeitsgut oder Ansatz ruhen lassen	REGISTER_SUBREADING	SPECIFIC_GDT582_READING_RETAINED	Source-Ruhenlassen-Verbrahmen	SOURCE_SECTION_T::D[SH]::G[SH]::P[NONE]::N[NONE]	EXACT_GDT582_SLOT_AND_PRIMARY_GOVERNOR_RETAINED__REPLACEABLE_WORKING_SENSE__NO_NEW_SEGMENT
65	RUNNING:G407-E0138@1	RUNNING_ATOM	G407-E0138	G407-S005	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_C	she	1	SH	ACTION:G407-E0138@1:SH	E|SH	E|SH	SAME_CARD_DIRECT_HOST	SH	NONE	NONE	Lass ruhen	SH_SOURCE_REST	Lass ruhen	Arbeitsgut oder Ansatz ruhen lassen	REGISTER_SUBREADING	SPECIFIC_GDT582_READING_RETAINED	Source-Ruhenlassen-Verbrahmen	SOURCE_SECTION_T::D[E|SH]::G[E|SH]::P[NONE]::N[NONE]	EXACT_GDT582_SLOT_AND_PRIMARY_GOVERNOR_RETAINED__REPLACEABLE_WORKING_SENSE__NO_NEW_SEGMENT
66	RUNNING:G407-E0139@4	RUNNING_ATOM	G407-E0139	G407-S005	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_C	kodshey	4	SH	ACTION:G407-E0139@4:SH	D_ADDR|E|SH|Y	D_ADDR|E|SH|Y	SAME_CARD_DIRECT_HOST	K|SH	K	NONE	Lass ruhen	SH_SOURCE_REST	Lass ruhen	Arbeitsgut oder Ansatz ruhen lassen	REGISTER_SUBREADING	SPECIFIC_GDT582_READING_RETAINED	Source-Ruhenlassen-Verbrahmen	SOURCE_SECTION_T::D[D_ADDR|E|SH|Y]::G[D_ADDR|E|SH|Y]::P[K]::N[NONE]	EXACT_GDT582_SLOT_AND_PRIMARY_GOVERNOR_RETAINED__REPLACEABLE_WORKING_SENSE__NO_NEW_SEGMENT
67	RUNNING:G407-E0144@5	RUNNING_ATOM	G407-E0144	G407-S005	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_C	ckhyds	5	S	ACTION:G407-E0144@5:S	D_ADDR|S	D_ADDR|S	SAME_CARD_DIRECT_HOST	CH|K|S	K	NONE	Sondere aus	S_SOURCE_SORT_OUT	Sondere aus	Arbeitsgut oder Wert aussondern	REGISTER_SUBREADING	SPECIFIC_GDT582_READING_RETAINED	Source-Aussonder-Verbrahmen	SOURCE_SECTION_T::D[D_ADDR|S]::G[D_ADDR|S]::P[K]::N[NONE]	EXACT_GDT582_SLOT_AND_PRIMARY_GOVERNOR_RETAINED__REPLACEABLE_WORKING_SENSE__NO_NEW_SEGMENT
68	RUNNING:G407-E0146@1	RUNNING_ATOM	G407-E0146	G407-S005	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_C	shcthaiin	1	SH	ACTION:G407-E0146@1:SH	SH	SH	SAME_CARD_DIRECT_HOST	CH|SH|T	NONE	CH	Lass ruhen	SH_SOURCE_REST	Lass ruhen	Arbeitsgut oder Ansatz ruhen lassen	REGISTER_SUBREADING	SPECIFIC_GDT582_READING_RETAINED	Source-Ruhenlassen-Verbrahmen	SOURCE_SECTION_T::D[SH]::G[SH]::P[NONE]::N[CH]	EXACT_GDT582_SLOT_AND_PRIMARY_GOVERNOR_RETAINED__REPLACEABLE_WORKING_SENSE__NO_NEW_SEGMENT
69	RUNNING:G407-E0146@3	RUNNING_ATOM	G407-E0146	G407-S005	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_C	shcthaiin	3	T	ACTION:G407-E0146@3:T	AIIN|T	AIIN|T	SAME_CARD_DIRECT_HOST	CH|SH|T	CH	NONE	Stelle ein oder temperiere	T_SOURCE_FIX	Lege fest	Arbeitsbedingung oder Wert festlegen	REGISTER_SUBREADING	LEXICALLY_REFINED	Source besitzt in GDT568 den Festlege-Verbrahmen	SOURCE_SECTION_T::D[AIIN|T]::G[AIIN|T]::P[CH]::N[NONE]	EXACT_GDT582_SLOT_AND_PRIMARY_GOVERNOR_RETAINED__REPLACEABLE_WORKING_SENSE__NO_NEW_SEGMENT
70	RUNNING:G407-E0150@1	RUNNING_ATOM	G407-E0150	G407-S005	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_C	tol	1	T	ACTION:G407-E0150@1:T	T	T	SAME_CARD_DIRECT_HOST	T	NONE	NONE	Stelle ein oder temperiere	T_SOURCE_FIX	Lege fest	Arbeitsbedingung oder Wert festlegen	REGISTER_SUBREADING	LEXICALLY_REFINED	Source besitzt in GDT568 den Festlege-Verbrahmen	SOURCE_SECTION_T::D[T]::G[T]::P[NONE]::N[NONE]	EXACT_GDT582_SLOT_AND_PRIMARY_GOVERNOR_RETAINED__REPLACEABLE_WORKING_SENSE__NO_NEW_SEGMENT
71	RUNNING:G407-E0151@2	RUNNING_ATOM	G407-E0151	G407-S005	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_C	cthols	2	T	ACTION:G407-E0151@2:T	T	T	SAME_CARD_DIRECT_HOST	CH|S|T	CH	S	Stelle ein oder temperiere	T_SOURCE_FIX	Lege fest	Arbeitsbedingung oder Wert festlegen	REGISTER_SUBREADING	LEXICALLY_REFINED	Source besitzt in GDT568 den Festlege-Verbrahmen	SOURCE_SECTION_T::D[T]::G[T]::P[CH]::N[S]	EXACT_GDT582_SLOT_AND_PRIMARY_GOVERNOR_RETAINED__REPLACEABLE_WORKING_SENSE__NO_NEW_SEGMENT
72	RUNNING:G407-E0151@4	RUNNING_ATOM	G407-E0151	G407-S005	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_C	cthols	4	S	ACTION:G407-E0151@4:S	S	D_ADDR|L|O|S	COMPLETE_GDT581_HOST_INCLUDES_REMOTE_ARGUMENT	CH|S|T	T	NONE	Sondere aus	S_SOURCE_SORT_OUT	Sondere aus	Arbeitsgut oder Wert aussondern	REGISTER_SUBREADING	SPECIFIC_GDT582_READING_RETAINED	Source-Aussonder-Verbrahmen	SOURCE_SECTION_T::D[S]::G[D_ADDR|L|O|S]::P[T]::N[NONE]	EXACT_GDT582_SLOT_AND_PRIMARY_GOVERNOR_RETAINED__REPLACEABLE_WORKING_SENSE__NO_NEW_SEGMENT
73	RUNNING:G407-E0153@1	RUNNING_ATOM	G407-E0153	G407-S005	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_C	shok	1	SH	ACTION:G407-E0153@1:SH	SH	SH	SAME_CARD_DIRECT_HOST	OK|SH	NONE	OK	Lass ruhen	SH_SOURCE_REST	Lass ruhen	Arbeitsgut oder Ansatz ruhen lassen	REGISTER_SUBREADING	SPECIFIC_GDT582_READING_RETAINED	Source-Ruhenlassen-Verbrahmen	SOURCE_SECTION_T::D[SH]::G[SH]::P[NONE]::N[OK]	EXACT_GDT582_SLOT_AND_PRIMARY_GOVERNOR_RETAINED__REPLACEABLE_WORKING_SENSE__NO_NEW_SEGMENT
