action_carry_ordinal	event_id	statement_id	physical_page	register	surface	final_context_recipe	inherited_action_root	inherited_action_value_de	action_source_type	action_source_event_id	source_card_distance	action_scope_frame_id	action_scope_kind	control_action_context_witness	context_voice_working_clause_de	guard
81	G407-E0814	G407-S039	f56r	HERBAL	olchey	OL+Y	OK	SETZEN	SAME_STATEMENT_VISIBLE_ACTION	G407-E0813	1	GDT569-S01	WEITER	YES	Weiter im laufenden Gang: setze den Pflanzenposten im Arbeitsgang an.	GDT562_ACTION_PROVENANCE_RETAINED__SCOPE_RENDERING_ONLY
82	G407-E0821	G407-S039	f56r	HERBAL	qot	OT	S	WÄHLEN	SAME_STATEMENT_VISIBLE_ACTION	G407-E0820	1	GDT569-S02	DANACH	YES	Danach im laufenden Gang: wähle denselben Pflanzenposten.	GDT562_ACTION_PROVENANCE_RETAINED__SCOPE_RENDERING_ONLY
83	G407-E0876	G407-S040	f56r	HERBAL	chol	OL	S	WÄHLEN	SAME_STATEMENT_VISIBLE_ACTION	G407-E0875	1	GDT569-S01	WEITER	YES	Weiter im laufenden Gang: wähle denselben Pflanzenposten.	GDT562_ACTION_PROVENANCE_RETAINED__SCOPE_RENDERING_ONLY
84	G407-E0878	G407-S040	f56r	HERBAL	qotchy	OT+Y	CH	NEHMEN	SAME_STATEMENT_VISIBLE_ACTION	G407-E0877	1	GDT569-S02	DANACH	YES	Danach im laufenden Gang: nimm den Pflanzenposten.	GDT562_ACTION_PROVENANCE_RETAINED__SCOPE_RENDERING_ONLY
85	G407-E0881	G407-S040	f56r	HERBAL	chol	OL	T	EINSTELLEN	SAME_STATEMENT_VISIBLE_ACTION	G407-E0880	1	GDT569-S01	WEITER	YES	Weiter im laufenden Gang: stelle denselben Pflanzenposten ein.	GDT562_ACTION_PROVENANCE_RETAINED__SCOPE_RENDERING_ONLY
86	G407-E0883	G407-S040	f56r	HERBAL	qotchy	OT+Y	T	EINSTELLEN	SAME_STATEMENT_VISIBLE_ACTION	G407-E0882	1	GDT569-S02	DANACH	YES	Danach im laufenden Gang: stelle den Pflanzenposten ein.	GDT562_ACTION_PROVENANCE_RETAINED__SCOPE_RENDERING_ONLY
87	G407-E0899	G407-S040	f56r	HERBAL	otchey	OT+Y	S	WÄHLEN	SAME_STATEMENT_VISIBLE_ACTION	G407-E0898	1	GDT569-S02	DANACH	YES	Danach im laufenden Gang: wähle den Pflanzenposten.	GDT562_ACTION_PROVENANCE_RETAINED__SCOPE_RENDERING_ONLY
88	G407-E0908	G407-S041	f67r2	CELESTIAL	oldy	OL+DY	S	WÄHLEN	SAME_STATEMENT_VISIBLE_ACTION	G407-E0906	2	GDT569-S01	WEITER	YES	Weiter im laufenden Gang: wähle denselben Positionsposten; schließe den Schritt.	GDT562_ACTION_PROVENANCE_RETAINED__SCOPE_RENDERING_ONLY
89	G407-E0913	G407-S042	f67r2	CELESTIAL	otchey	OT+Y	K	GEBEN	SAME_STATEMENT_VISIBLE_ACTION	G407-E0911	2	GDT569-S02	DANACH	YES	Danach im laufenden Gang: ordne den Positionsposten zu.	GDT562_ACTION_PROVENANCE_RETAINED__SCOPE_RENDERING_ONLY
90	G407-E0943	G407-S045	f67r2	CELESTIAL	ochol	O+OL	S	WÄHLEN	SAME_STATEMENT_VISIBLE_ACTION	G407-E0942	1	GDT569-S01	WEITER	YES	Weiter im laufenden Gang: wähle denselben Positionswert; zur Ausführung.	GDT562_ACTION_PROVENANCE_RETAINED__SCOPE_RENDERING_ONLY
91	G407-E0944	G407-S045	f67r2	CELESTIAL	olol	OL+OL	S	WÄHLEN	SAME_STATEMENT_VISIBLE_ACTION	G407-E0942	2	GDT569-S01	WEITER	YES	Weiter im laufenden Gang: wähle denselben Positionswert; nochmals weiterführen.	GDT562_ACTION_PROVENANCE_RETAINED__SCOPE_RENDERING_ONLY
92	G407-E0952	G407-S047	f67r2	CELESTIAL	chol	OL	OK	SETZEN	OWNER_CONTEXT_DEFAULT_ACTION	OWNER_DEFAULT	NOT_APPLICABLE	GDT569-S01	WEITER	YES	Weiter im laufenden Gang: setze denselben Positionswert.	GDT562_ACTION_PROVENANCE_RETAINED__SCOPE_RENDERING_ONLY
93	G407-E0975	G407-S048	f67r2	CELESTIAL	ofydy	O+LOCAL_CHAR_F+Y+DY	S	WÄHLEN	SAME_STATEMENT_VISIBLE_ACTION	G407-E0974	1	GDT569-S03	BARE	YES	Im laufenden Gang: Wähle den Positionsposten; zur Ausführung; an der bezeichneten Stelle; schließe den Schritt.	GDT562_ACTION_PROVENANCE_RETAINED__SCOPE_RENDERING_ONLY
94	G407-E1000	G407-S051	f67r2	CELESTIAL	ydoly	Y+D_ADDR+OL+Y	K	GEBEN	SAME_STATEMENT_VISIBLE_ACTION	G407-E0999	1	GDT569-S01	WEITER	YES	Weiter im laufenden Gang: ordne die beiden Positionsposten zu; an der bezeichneten Stelle.	GDT562_ACTION_PROVENANCE_RETAINED__SCOPE_RENDERING_ONLY
95	G407-E1002	G407-S051	f67r2	CELESTIAL	oly	OL+Y	S	WÄHLEN	SAME_STATEMENT_VISIBLE_ACTION	G407-E1001	1	GDT569-S01	WEITER	YES	Weiter im laufenden Gang: wähle den Positionsposten.	GDT562_ACTION_PROVENANCE_RETAINED__SCOPE_RENDERING_ONLY
96	G407-E1014	G407-S051	f67r2	CELESTIAL	olar	OL+AR	OK	SETZEN	SAME_STATEMENT_VISIBLE_ACTION	G407-E1012	2	GDT569-S01	WEITER	YES	Weiter im laufenden Gang: setze denselben Positionswert; von der Ausgangsposition.	GDT562_ACTION_PROVENANCE_RETAINED__SCOPE_RENDERING_ONLY
97	G407-E1034	G407-S052	f68r1	CELESTIAL	otor	OT+OR	CH	NEHMEN	SAME_STATEMENT_VISIBLE_ACTION	G407-E1033	1	GDT569-S02	DANACH	YES	Danach im laufenden Gang: nimm die Positionseinheit auf.	GDT562_ACTION_PROVENANCE_RETAINED__SCOPE_RENDERING_ONLY
98	G407-E1061	G407-S055	f71v	CELESTIAL	oteeodaiin	OT+EE+O+D_ADDR+AIIN	P	EINSETZEN	SAME_STATEMENT_VISIBLE_ACTION	G407-E1060	1	GDT569-S02	DANACH	YES	Danach im laufenden Gang: setze den Positionswert ein; auf Grad II; zur Ausführung; an der bezeichneten Stelle.	GDT562_ACTION_PROVENANCE_RETAINED__SCOPE_RENDERING_ONLY
99	G407-E1068	G407-S055	f71v	CELESTIAL	oteey	OT+EE+Y	K	GEBEN	SAME_STATEMENT_VISIBLE_ACTION	G407-E1065	3	GDT569-S02	DANACH	YES	Danach im laufenden Gang: ordne den Positionsposten zu; auf Grad II.	GDT562_ACTION_PROVENANCE_RETAINED__SCOPE_RENDERING_ONLY
100	G407-E1079	G407-S056	f71v	CELESTIAL	otar	OT+AR	CH	NEHMEN	SAME_STATEMENT_VISIBLE_ACTION	G407-E1078	1	GDT569-S02	DANACH	YES	Danach im laufenden Gang: nimm denselben Positionsposten auf; von der Ausgangsposition.	GDT562_ACTION_PROVENANCE_RETAINED__SCOPE_RENDERING_ONLY
101	G407-E1081	G407-S056	f71v	CELESTIAL	oteodar	OT+E+O+D_ADDR+AR	OK	SETZEN	SAME_STATEMENT_VISIBLE_ACTION	G407-E1080	1	GDT569-S02	DANACH	YES	Danach im laufenden Gang: setze denselben Positionsposten; auf Grad I; zur Ausführung; an der bezeichneten Stelle; von der Ausgangsposition.	GDT562_ACTION_PROVENANCE_RETAINED__SCOPE_RENDERING_ONLY
102	G407-E1088	G407-S056	f71v	CELESTIAL	oteey	OT+EE+Y	OK	SETZEN	SAME_STATEMENT_VISIBLE_ACTION	G407-E1087	1	GDT569-S02	DANACH	YES	Danach im laufenden Gang: setze den Positionsposten; auf Grad II.	GDT562_ACTION_PROVENANCE_RETAINED__SCOPE_RENDERING_ONLY
103	G407-E1090	G407-S056	f71v	CELESTIAL	oteey	OT+EE+Y	T	EINSTELLEN	SAME_STATEMENT_VISIBLE_ACTION	G407-E1089	1	GDT569-S02	DANACH	YES	Danach im laufenden Gang: stelle den Positionsposten ein; auf Grad II.	GDT562_ACTION_PROVENANCE_RETAINED__SCOPE_RENDERING_ONLY
104	G407-E1093	G407-S056	f71v	CELESTIAL	arol	AR+OL	K	GEBEN	SAME_STATEMENT_VISIBLE_ACTION	G407-E1091	2	GDT569-S01	WEITER	YES	Weiter im laufenden Gang: ordne dieselbe Positionseinheit zu; von der Ausgangsposition.	GDT562_ACTION_PROVENANCE_RETAINED__SCOPE_RENDERING_ONLY
105	G407-E1097	G407-S057	f71v	CELESTIAL	oteeos	OT+EE+O+S_ADDR	CH	NEHMEN	SAME_STATEMENT_VISIBLE_ACTION	G407-E1096	1	GDT569-S02	DANACH	YES	Danach im laufenden Gang: nimm auf; auf Grad II; zur Ausführung; an der bezeichneten Stelle.	GDT562_ACTION_PROVENANCE_RETAINED__SCOPE_RENDERING_ONLY
106	G407-E1104	G407-S057	f71v	CELESTIAL	oty	OT+Y	OK	SETZEN	SAME_STATEMENT_VISIBLE_ACTION	G407-E1102	2	GDT569-S02	DANACH	YES	Danach im laufenden Gang: setze den Positionsposten.	GDT562_ACTION_PROVENANCE_RETAINED__SCOPE_RENDERING_ONLY
107	G407-E1105	G407-S057	f71v	CELESTIAL	oto	OT+O	OK	SETZEN	SAME_STATEMENT_VISIBLE_ACTION	G407-E1102	3	GDT569-S02	DANACH	YES	Danach im laufenden Gang: setze denselben Positionsposten; zur Ausführung.	GDT562_ACTION_PROVENANCE_RETAINED__SCOPE_RENDERING_ONLY
108	G407-E1113	G407-S057	f71v	CELESTIAL	otor	OT+OR	CH	NEHMEN	SAME_STATEMENT_VISIBLE_ACTION	G407-E1112	1	GDT569-S02	DANACH	YES	Danach im laufenden Gang: nimm die Positionseinheit auf.	GDT562_ACTION_PROVENANCE_RETAINED__SCOPE_RENDERING_ONLY
109	G407-E1120	G407-S057	f71v	CELESTIAL	otal	OT+AL	SH	HALTEN	SAME_STATEMENT_VISIBLE_ACTION	G407-E1119	1	GDT569-S02	DANACH	YES	Danach im laufenden Gang: halte denselben Positionsposten; zur Zielposition.	GDT562_ACTION_PROVENANCE_RETAINED__SCOPE_RENDERING_ONLY
110	G407-E1123	G407-S058	f71v	CELESTIAL	otaly	OT+AL+Y	SH	HALTEN	OWNER_CONTEXT_DEFAULT_ACTION	OWNER_DEFAULT	NOT_APPLICABLE	GDT569-S02	DANACH	YES	Danach im laufenden Gang: halte den Positionsposten; zur Zielposition.	GDT562_ACTION_PROVENANCE_RETAINED__SCOPE_RENDERING_ONLY
111	G407-E1128	G407-S059	f71v	CELESTIAL	otaiin	OT+AIIN	S	WÄHLEN	SAME_STATEMENT_VISIBLE_ACTION	G407-E1127	1	GDT569-S02	DANACH	YES	Danach im laufenden Gang: wähle den Positionswert.	GDT562_ACTION_PROVENANCE_RETAINED__SCOPE_RENDERING_ONLY
112	G407-E1135	G407-S059	f71v	CELESTIAL	oteey	OT+EE+Y	CH	NEHMEN	SAME_STATEMENT_VISIBLE_ACTION	G407-E1133	2	GDT569-S02	DANACH	YES	Danach im laufenden Gang: nimm den Positionsposten auf; auf Grad II.	GDT562_ACTION_PROVENANCE_RETAINED__SCOPE_RENDERING_ONLY
113	G407-E1139	G407-S060	f72r	CELESTIAL	chlol	L+OL	T	EINSTELLEN	SAME_STATEMENT_VISIBLE_ACTION	G407-E1138	1	GDT569-S01	WEITER	YES	Weiter im laufenden Gang: stelle denselben Positionsposten ein; über die Ringverbindung.	GDT562_ACTION_PROVENANCE_RETAINED__SCOPE_RENDERING_ONLY
114	G407-E1143	G407-S061	f72r	CELESTIAL	oteey	OT+EE+Y	CH	NEHMEN	OWNER_CONTEXT_DEFAULT_ACTION	OWNER_DEFAULT	NOT_APPLICABLE	GDT569-S02	DANACH	YES	Danach im laufenden Gang: nimm den Positionsposten auf; auf Grad II.	GDT562_ACTION_PROVENANCE_RETAINED__SCOPE_RENDERING_ONLY
115	G407-E1145	G407-S061	f72r	CELESTIAL	oteedy	OT+EE+DY	CHD	BEARBEITEN	SAME_STATEMENT_VISIBLE_ACTION	G407-E1144	1	GDT569-S02	DANACH	YES	Danach im laufenden Gang: bearbeite denselben Positionsposten; auf Grad II; schließe den Schritt.	GDT562_ACTION_PROVENANCE_RETAINED__SCOPE_RENDERING_ONLY
116	G407-E1147	G407-S062	f72r	CELESTIAL	chol	OL	OK	SETZEN	SAME_STATEMENT_VISIBLE_ACTION	G407-E1146	1	GDT569-S01	WEITER	YES	Weiter im laufenden Gang: setze denselben Positionsposten.	GDT562_ACTION_PROVENANCE_RETAINED__SCOPE_RENDERING_ONLY
117	G407-E1166	G407-S063	f72r	CELESTIAL	otam	OT+AM_ADDR	S	WÄHLEN	SAME_STATEMENT_VISIBLE_ACTION	G407-E1163	3	GDT569-S02	DANACH	YES	Danach im laufenden Gang: wähle denselben Positionswert; an der bezeichneten Stelle.	GDT562_ACTION_PROVENANCE_RETAINED__SCOPE_RENDERING_ONLY
118	G407-E1167	G407-S063	f72r	CELESTIAL	otam	OT+AM_ADDR	S	WÄHLEN	SAME_STATEMENT_VISIBLE_ACTION	G407-E1163	4	GDT569-S02	DANACH	YES	Danach im laufenden Gang: wähle denselben Positionswert; an der bezeichneten Stelle.	GDT562_ACTION_PROVENANCE_RETAINED__SCOPE_RENDERING_ONLY
119	G407-E1177	G407-S063	f72r	CELESTIAL	oteey	OT+EE+Y	OK	SETZEN	SAME_STATEMENT_VISIBLE_ACTION	G407-E1175	2	GDT569-S02	DANACH	YES	Danach im laufenden Gang: setze den Positionsposten; auf Grad II.	GDT562_ACTION_PROVENANCE_RETAINED__SCOPE_RENDERING_ONLY
120	G407-E1181	G407-S064	f72r	CELESTIAL	otey	OT+E+Y	T	EINSTELLEN	SAME_STATEMENT_VISIBLE_ACTION	G407-E1180	1	GDT569-S02	DANACH	YES	Danach im laufenden Gang: stelle den Positionsposten ein; auf Grad I.	GDT562_ACTION_PROVENANCE_RETAINED__SCOPE_RENDERING_ONLY
121	G407-E1185	G407-S064	f72r	CELESTIAL	otaiin	OT+AIIN	OK	SETZEN	SAME_STATEMENT_VISIBLE_ACTION	G407-E1184	1	GDT569-S02	DANACH	YES	Danach im laufenden Gang: setze den Positionswert.	GDT562_ACTION_PROVENANCE_RETAINED__SCOPE_RENDERING_ONLY
122	G407-E1187	G407-S064	f72r	CELESTIAL	otaiin	OT+AIIN	SH	HALTEN	SAME_STATEMENT_VISIBLE_ACTION	G407-E1186	1	GDT569-S02	DANACH	YES	Danach im laufenden Gang: halte den Positionswert.	GDT562_ACTION_PROVENANCE_RETAINED__SCOPE_RENDERING_ONLY
123	G407-E1189	G407-S064	f72r	CELESTIAL	cheolor	OL+E+OR	T	EINSTELLEN	SAME_STATEMENT_VISIBLE_ACTION	G407-E1188	1	GDT569-S01	WEITER	YES	Weiter im laufenden Gang: stelle die Positionseinheit ein; auf Grad I.	GDT562_ACTION_PROVENANCE_RETAINED__SCOPE_RENDERING_ONLY
124	G407-E1190	G407-S064	f72r	CELESTIAL	oteo	OT+E+O	T	EINSTELLEN	SAME_STATEMENT_VISIBLE_ACTION	G407-E1188	2	GDT569-S02	DANACH	YES	Danach im laufenden Gang: stelle dieselbe Positionseinheit ein; auf Grad I; zur Ausführung.	GDT562_ACTION_PROVENANCE_RETAINED__SCOPE_RENDERING_ONLY
125	G407-E1192	G407-S065	f72r	CELESTIAL	otar	OT+AR	T	EINSTELLEN	OWNER_CONTEXT_DEFAULT_ACTION	OWNER_DEFAULT	NOT_APPLICABLE	GDT569-S02	DANACH	YES	Danach im laufenden Gang: stelle dieselbe Positionseinheit ein; von der Ausgangsposition.	GDT562_ACTION_PROVENANCE_RETAINED__SCOPE_RENDERING_ONLY
126	G407-E1198	G407-S065	f72r	CELESTIAL	otear	OT+E+AR	CH	NEHMEN	SAME_STATEMENT_VISIBLE_ACTION	G407-E1197	1	GDT569-S02	DANACH	YES	Danach im laufenden Gang: nimm denselben Positionsposten auf; auf Grad I; von der Ausgangsposition.	GDT562_ACTION_PROVENANCE_RETAINED__SCOPE_RENDERING_ONLY
127	G407-E1202	G407-S065	f72r	CELESTIAL	otar	OT+AR	OK	SETZEN	SAME_STATEMENT_VISIBLE_ACTION	G407-E1201	1	GDT569-S02	DANACH	YES	Danach im laufenden Gang: setze denselben Positionsposten; von der Ausgangsposition.	GDT562_ACTION_PROVENANCE_RETAINED__SCOPE_RENDERING_ONLY
128	G407-E1207	G407-S066	f72r	CELESTIAL	aroly	AR+OL+Y	S	WÄHLEN	SAME_STATEMENT_VISIBLE_ACTION	G407-E1206	1	GDT569-S01	WEITER	YES	Weiter im laufenden Gang: wähle den Positionsposten; von der Ausgangsposition.	GDT562_ACTION_PROVENANCE_RETAINED__SCOPE_RENDERING_ONLY
129	G407-E1211	G407-S066	f72r	CELESTIAL	chol	OL	OK	SETZEN	SAME_STATEMENT_VISIBLE_ACTION	G407-E1210	1	GDT569-S01	WEITER	YES	Weiter im laufenden Gang: setze dieselbe Positionseinheit.	GDT562_ACTION_PROVENANCE_RETAINED__SCOPE_RENDERING_ONLY
130	G407-E1213	G407-S066	f72r	CELESTIAL	oteos	OT+E+O+S_ADDR	OK	SETZEN	SAME_STATEMENT_VISIBLE_ACTION	G407-E1210	3	GDT569-S02	DANACH	YES	Danach im laufenden Gang: setze dieselbe Positionseinheit; auf Grad I; zur Ausführung; an der bezeichneten Stelle.	GDT562_ACTION_PROVENANCE_RETAINED__SCOPE_RENDERING_ONLY
131	G407-E1216	G407-S066	f72r	CELESTIAL	otaiin	OT+AIIN	CH	NEHMEN	SAME_STATEMENT_VISIBLE_ACTION	G407-E1215	1	GDT569-S02	DANACH	YES	Danach im laufenden Gang: nimm den Positionswert auf.	GDT562_ACTION_PROVENANCE_RETAINED__SCOPE_RENDERING_ONLY
132	G407-E1226	G407-S067	f72r	CELESTIAL	chol	OL	K	GEBEN	SAME_STATEMENT_VISIBLE_ACTION	G407-E1225	1	GDT569-S01	WEITER	YES	Weiter im laufenden Gang: ordne denselben Positionsposten zu.	GDT562_ACTION_PROVENANCE_RETAINED__SCOPE_RENDERING_ONLY
133	G407-E1228	G407-S067	f72r	CELESTIAL	oly	OL+Y	OK	SETZEN	SAME_STATEMENT_VISIBLE_ACTION	G407-E1227	1	GDT569-S01	WEITER	YES	Weiter im laufenden Gang: setze den Positionsposten.	GDT562_ACTION_PROVENANCE_RETAINED__SCOPE_RENDERING_ONLY
134	G407-E1238	G407-S067	f72r	CELESTIAL	otar	OT+AR	K	GEBEN	SAME_STATEMENT_VISIBLE_ACTION	G407-E1236	2	GDT569-S02	DANACH	YES	Danach im laufenden Gang: ordne denselben Positionswert zu; von der Ausgangsposition.	GDT562_ACTION_PROVENANCE_RETAINED__SCOPE_RENDERING_ONLY
135	G407-E1240	G407-S067	f72r	CELESTIAL	chotaiin	OT+AIIN	K	GEBEN	SAME_STATEMENT_VISIBLE_ACTION	G407-E1236	4	GDT569-S02	DANACH	YES	Danach im laufenden Gang: ordne den Positionswert zu.	GDT562_ACTION_PROVENANCE_RETAINED__SCOPE_RENDERING_ONLY
136	G407-E1241	G407-S067	f72r	CELESTIAL	otchey	OT+Y	K	GEBEN	SAME_STATEMENT_VISIBLE_ACTION	G407-E1236	5	GDT569-S02	DANACH	YES	Danach im laufenden Gang: ordne den Positionsposten zu.	GDT562_ACTION_PROVENANCE_RETAINED__SCOPE_RENDERING_ONLY
137	G407-E1246	G407-S067	f72r	CELESTIAL	otaiin	OT+AIIN	K	GEBEN	SAME_STATEMENT_VISIBLE_ACTION	G407-E1245	1	GDT569-S02	DANACH	YES	Danach im laufenden Gang: ordne den Positionswert zu.	GDT562_ACTION_PROVENANCE_RETAINED__SCOPE_RENDERING_ONLY
138	G407-E1258	G407-S067	f72r	CELESTIAL	otois	OT+O	S	WÄHLEN	SAME_STATEMENT_VISIBLE_ACTION	G407-E1257	1	GDT569-S02	DANACH	YES	Danach im laufenden Gang: wähle denselben Positionswert; zur Ausführung.	GDT562_ACTION_PROVENANCE_RETAINED__SCOPE_RENDERING_ONLY
139	G407-E1264	G407-S068	f72r	CELESTIAL	ol	OL	OK	SETZEN	SAME_STATEMENT_VISIBLE_ACTION	G407-E1263	1	GDT569-S01	WEITER	YES	Weiter im laufenden Gang: setze denselben Positionsposten.	GDT562_ACTION_PROVENANCE_RETAINED__SCOPE_RENDERING_ONLY
140	G407-E1266	G407-S068	f72r	CELESTIAL	ol	OL	CH	NEHMEN	SAME_STATEMENT_VISIBLE_ACTION	G407-E1265	1	GDT569-S01	WEITER	YES	Weiter im laufenden Gang: nimm denselben Positionsposten auf.	GDT562_ACTION_PROVENANCE_RETAINED__SCOPE_RENDERING_ONLY
141	G407-E1268	G407-S068	f72r	CELESTIAL	oteo	OT+E+O	CH	NEHMEN	SAME_STATEMENT_VISIBLE_ACTION	G407-E1265	3	GDT569-S02	DANACH	YES	Danach im laufenden Gang: nimm denselben Positionswert auf; auf Grad I; zur Ausführung.	GDT562_ACTION_PROVENANCE_RETAINED__SCOPE_RENDERING_ONLY
142	G407-E1271	G407-S068	f72r	CELESTIAL	otey	OT+E+Y	OK	SETZEN	SAME_STATEMENT_VISIBLE_ACTION	G407-E1270	1	GDT569-S02	DANACH	YES	Danach im laufenden Gang: setze den Positionsposten; auf Grad I.	GDT562_ACTION_PROVENANCE_RETAINED__SCOPE_RENDERING_ONLY
143	G407-E1272	G407-S068	f72r	CELESTIAL	otaiin	OT+AIIN	OK	SETZEN	SAME_STATEMENT_VISIBLE_ACTION	G407-E1270	2	GDT569-S02	DANACH	YES	Danach im laufenden Gang: setze den Positionswert.	GDT562_ACTION_PROVENANCE_RETAINED__SCOPE_RENDERING_ONLY
144	G407-E1273	G407-S068	f72r	CELESTIAL	otaly	OT+AL+Y	OK	SETZEN	SAME_STATEMENT_VISIBLE_ACTION	G407-E1270	3	GDT569-S02	DANACH	YES	Danach im laufenden Gang: setze den Positionsposten; zur Zielposition.	GDT562_ACTION_PROVENANCE_RETAINED__SCOPE_RENDERING_ONLY
145	G407-E1280	G407-S069	f72r	CELESTIAL	qoteeody	OT+EE+O+DY	SH	HALTEN	SAME_STATEMENT_VISIBLE_ACTION	G407-E1279	1	GDT569-S02	DANACH	YES	Danach im laufenden Gang: halte denselben Positionsposten; auf Grad II; zur Ausführung; schließe den Schritt.	GDT562_ACTION_PROVENANCE_RETAINED__SCOPE_RENDERING_ONLY
146	G407-E1282	G407-S070	f72r	CELESTIAL	chotal	OT+AL	T	EINSTELLEN	SAME_STATEMENT_VISIBLE_ACTION	G407-E1281	1	GDT569-S02	DANACH	YES	Danach im laufenden Gang: stelle denselben Positionsposten ein; zur Zielposition.	GDT562_ACTION_PROVENANCE_RETAINED__SCOPE_RENDERING_ONLY
147	G407-E1284	G407-S070	f72r	CELESTIAL	otoees	OT+EE+Y	S	WÄHLEN	SAME_STATEMENT_VISIBLE_ACTION	G407-E1283	1	GDT569-S02	DANACH	YES	Danach im laufenden Gang: wähle den Positionsposten; auf Grad II.	GDT562_ACTION_PROVENANCE_RETAINED__SCOPE_RENDERING_ONLY
148	G407-E1297	G407-S071	f72r	CELESTIAL	otchey	OT+Y	T	EINSTELLEN	SAME_STATEMENT_VISIBLE_ACTION	G407-E1295	2	GDT569-S02	DANACH	YES	Danach im laufenden Gang: stelle den Positionsposten ein.	GDT562_ACTION_PROVENANCE_RETAINED__SCOPE_RENDERING_ONLY
149	G407-E1299	G407-S071	f72r	CELESTIAL	olaiin	OL+AIIN	OK	SETZEN	SAME_STATEMENT_VISIBLE_ACTION	G407-E1298	1	GDT569-S01	WEITER	YES	Weiter im laufenden Gang: setze den Positionswert.	GDT562_ACTION_PROVENANCE_RETAINED__SCOPE_RENDERING_ONLY
150	G407-E1303	G407-S072	f72r	CELESTIAL	oteo	OT+E+O	K	GEBEN	SAME_STATEMENT_VISIBLE_ACTION	G407-E1302	1	GDT569-S02	DANACH	YES	Danach im laufenden Gang: ordne denselben Positionsposten zu; auf Grad I; zur Ausführung.	GDT562_ACTION_PROVENANCE_RETAINED__SCOPE_RENDERING_ONLY
151	G407-E1310	G407-S072	f72r	CELESTIAL	oteody	OT+E+O+Y	T	EINSTELLEN	SAME_STATEMENT_VISIBLE_ACTION	G407-E1308	2	GDT569-S02	DANACH	YES	Danach im laufenden Gang: stelle den Positionsposten ein; auf Grad I; zur Ausführung.	GDT562_ACTION_PROVENANCE_RETAINED__SCOPE_RENDERING_ONLY
152	G407-E1311	G407-S072	f72r	CELESTIAL	oteedy	OT+EE+DY	T	EINSTELLEN	SAME_STATEMENT_VISIBLE_ACTION	G407-E1308	3	GDT569-S02	DANACH	YES	Danach im laufenden Gang: stelle denselben Positionsposten ein; auf Grad II; schließe den Schritt.	GDT562_ACTION_PROVENANCE_RETAINED__SCOPE_RENDERING_ONLY
153	G407-E1313	G407-S073	f72r	CELESTIAL	oteey	OT+EE+Y	OK	SETZEN	SAME_STATEMENT_VISIBLE_ACTION	G407-E1312	1	GDT569-S02	DANACH	YES	Danach im laufenden Gang: setze den Positionsposten; auf Grad II.	GDT562_ACTION_PROVENANCE_RETAINED__SCOPE_RENDERING_ONLY
154	G407-E1330	G407-S073	f72r	CELESTIAL	oteedy	OT+EE+DY	S	WÄHLEN	SAME_STATEMENT_VISIBLE_ACTION	G407-E1329	1	GDT569-S02	DANACH	YES	Danach im laufenden Gang: wähle denselben Positionsposten; auf Grad II; schließe den Schritt.	GDT562_ACTION_PROVENANCE_RETAINED__SCOPE_RENDERING_ONLY
155	G407-E1333	G407-S074	f72r	CELESTIAL	choly	OL+Y	OK	SETZEN	SAME_STATEMENT_VISIBLE_ACTION	G407-E1332	1	GDT569-S01	WEITER	YES	Weiter im laufenden Gang: setze den Positionsposten.	GDT562_ACTION_PROVENANCE_RETAINED__SCOPE_RENDERING_ONLY
156	G407-E1345	G407-S074	f72r	CELESTIAL	eol	E+OL	SH	HALTEN	SAME_STATEMENT_VISIBLE_ACTION	G407-E1344	1	GDT569-S01	WEITER	YES	Weiter im laufenden Gang: halte denselben Positionsposten; auf Grad I.	GDT562_ACTION_PROVENANCE_RETAINED__SCOPE_RENDERING_ONLY
157	G407-E1349	G407-S076	f72r	CELESTIAL	otey	OT+E+Y	CHD	BEARBEITEN	OWNER_CONTEXT_DEFAULT_ACTION	OWNER_DEFAULT	NOT_APPLICABLE	GDT569-S02	DANACH	YES	Danach im laufenden Gang: bearbeite den Positionsposten; auf Grad I.	GDT562_ACTION_PROVENANCE_RETAINED__SCOPE_RENDERING_ONLY
158	G407-E1353	G407-S077	f72r	CELESTIAL	oteodar	OT+E+O+D_ADDR+AR	SH	HALTEN	OWNER_CONTEXT_DEFAULT_ACTION	OWNER_DEFAULT	NOT_APPLICABLE	GDT569-S02	DANACH	YES	Danach im laufenden Gang: halte denselben Positionsposten; auf Grad I; zur Ausführung; an der bezeichneten Stelle; von der Ausgangsposition.	GDT562_ACTION_PROVENANCE_RETAINED__SCOPE_RENDERING_ONLY
159	G407-E1357	G407-S077	f72r	CELESTIAL	oteos	OT+E+O+S_ADDR	K	GEBEN	SAME_STATEMENT_VISIBLE_ACTION	G407-E1354	3	GDT569-S02	DANACH	YES	Danach im laufenden Gang: ordne denselben Positionsposten zu; auf Grad I; zur Ausführung; an der bezeichneten Stelle.	GDT562_ACTION_PROVENANCE_RETAINED__SCOPE_RENDERING_ONLY
160	G407-E1362	G407-S077	f72r	CELESTIAL	otaiin	OT+AIIN	K	GEBEN	SAME_STATEMENT_VISIBLE_ACTION	G407-E1361	1	GDT569-S02	DANACH	YES	Danach im laufenden Gang: ordne den Positionswert zu.	GDT562_ACTION_PROVENANCE_RETAINED__SCOPE_RENDERING_ONLY
