argument_carry_ordinal	event_id	statement_id	physical_page	register	surface	final_context_recipe	inherited_argument_root	explicit_argument_phrase_de	carried_argument_phrase_de	carried_argument_realization_count	control_prior_marker_count	context_voice_working_clause_de	guard
95	G407-E0661	G407-S032	f24v	HERBAL	keol	K+E+OL	Y	den Pflanzenposten	denselben Pflanzenposten	1	1	Weiter: gib denselben Pflanzenposten zu; auf Grad I.	CONTEXT_ARGUMENT_PROVENANCE_RETAINED__ROOT_UNCHANGED
96	G407-E0675	G407-S032	f24v	HERBAL	chol	OL	Y	den Pflanzenposten	denselben Pflanzenposten	1	1	Weiter im laufenden Gang: nimm denselben Pflanzenposten.	CONTEXT_ARGUMENT_PROVENANCE_RETAINED__ROOT_UNCHANGED
97	G407-E0679	G407-S032	f24v	HERBAL	otolodal	OT+OL+O+D_ADDR+AL	OR	die Arbeitseinheit	dieselbe Arbeitseinheit	1	1	Danach im laufenden Gang: halte dieselbe Arbeitseinheit; zur Ausführung; an der bezeichneten Stelle; zur Zielstelle; weiterführen.	CONTEXT_ARGUMENT_PROVENANCE_RETAINED__ROOT_UNCHANGED
98	G407-E0689	G407-S032	f24v	HERBAL	otchol	OT+CH+OL	Y	den Pflanzenposten	denselben Pflanzenposten	1	1	Danach: nimm denselben Pflanzenposten; weiterführen.	CONTEXT_ARGUMENT_PROVENANCE_RETAINED__ROOT_UNCHANGED
99	G407-E0695	G407-S033	f55v	HERBAL	dodyd	D_ADDR+O+DY+D_LABEL	AIIN	den Arbeitswert	denselben Arbeitswert	1	1	Im laufenden Gang: Gib denselben Arbeitswert zu; an der bezeichneten Stelle; zur Ausführung; an der bezeichneten Stelle; schließe den Schritt.	CONTEXT_ARGUMENT_PROVENANCE_RETAINED__ROOT_UNCHANGED
100	G407-E0698	G407-S033	f55v	HERBAL	okeedy	OK+EE+DY	Y	den Pflanzenposten	denselben Pflanzenposten	1	1	Setze denselben Pflanzenposten im Arbeitsgang an; auf Grad II; schließe den Schritt.	CONTEXT_ARGUMENT_PROVENANCE_RETAINED__ROOT_UNCHANGED
101	G407-E0705	G407-S034	f55v	HERBAL	qool	CARRIER_Q+O+OL	AIN	den Materialanteil	denselben Materialanteil	1	1	Weiter im laufenden Gang: setze denselben Materialanteil im Arbeitsgang an; am Beginn; zur Ausführung.	CONTEXT_ARGUMENT_PROVENANCE_RETAINED__ROOT_UNCHANGED
102	G407-E0710	G407-S034	f55v	HERBAL	ol	OL	AIIN	den Arbeitswert	denselben Arbeitswert	1	1	Weiter im laufenden Gang: wähle denselben Arbeitswert.	CONTEXT_ARGUMENT_PROVENANCE_RETAINED__ROOT_UNCHANGED
103	G407-E0720	G407-S034	f55v	HERBAL	ody	O+DY	AIN	den Materialanteil	denselben Materialanteil	1	1	Im laufenden Gang: Setze denselben Materialanteil im Arbeitsgang an; zur Ausführung; schließe den Schritt.	CONTEXT_ARGUMENT_PROVENANCE_RETAINED__ROOT_UNCHANGED
104	G407-E0725	G407-S035	f55v	HERBAL	ody	O+DY	Y	den Pflanzenposten	denselben Pflanzenposten	1	1	Im laufenden Gang: Gib denselben Pflanzenposten zu; zur Ausführung; schließe den Schritt.	CONTEXT_ARGUMENT_PROVENANCE_RETAINED__ROOT_UNCHANGED
105	G407-E0749	G407-S036	f55v	HERBAL	qol	OL	AIIN	den Arbeitswert	denselben Arbeitswert	1	1	Weiter im laufenden Gang: setze denselben Arbeitswert im Arbeitsgang an.	CONTEXT_ARGUMENT_PROVENANCE_RETAINED__ROOT_UNCHANGED
106	G407-E0750	G407-S036	f55v	HERBAL	otar	OT+AR	AIIN	den Arbeitswert	denselben Arbeitswert	1	1	Danach im laufenden Gang: setze denselben Arbeitswert im Arbeitsgang an; vom Ausgangsmaterial.	CONTEXT_ARGUMENT_PROVENANCE_RETAINED__ROOT_UNCHANGED
107	G407-E0767	G407-S036	f55v	HERBAL	ol	OL	AIIN	den Arbeitswert	denselben Arbeitswert	1	1	Weiter im laufenden Gang: gib denselben Arbeitswert zu.	CONTEXT_ARGUMENT_PROVENANCE_RETAINED__ROOT_UNCHANGED
108	G407-E0773	G407-S036	f55v	HERBAL	otar	OT+AR	AIIN	den Arbeitswert	denselben Arbeitswert	1	1	Danach im laufenden Gang: stelle denselben Arbeitswert ein; vom Ausgangsmaterial.	CONTEXT_ARGUMENT_PROVENANCE_RETAINED__ROOT_UNCHANGED
109	G407-E0777	G407-S036	f55v	HERBAL	ol	OL	Y	den Pflanzenposten	denselben Pflanzenposten	1	1	Weiter im laufenden Gang: gib denselben Pflanzenposten zu.	CONTEXT_ARGUMENT_PROVENANCE_RETAINED__ROOT_UNCHANGED
110	G407-E0781	G407-S036	f55v	HERBAL	oldy	OL+DY	Y	den Pflanzenposten	denselben Pflanzenposten	1	1	Weiter im laufenden Gang: gib denselben Pflanzenposten zu; schließe den Schritt.	CONTEXT_ARGUMENT_PROVENANCE_RETAINED__ROOT_UNCHANGED
111	G407-E0796	G407-S037	f55v	HERBAL	otam	OT+AM_ADDR	AIIN	den Arbeitswert	denselben Arbeitswert	1	1	Danach im laufenden Gang: wähle denselben Arbeitswert; an der bezeichneten Stelle.	CONTEXT_ARGUMENT_PROVENANCE_RETAINED__ROOT_UNCHANGED
112	G407-E0802	G407-S038	f56r	HERBAL	esedy	E+S+E+DY	Y	den Pflanzenposten	denselben Pflanzenposten	1	1	Wähle denselben Pflanzenposten; auf Grad I; auf Grad I; schließe den Schritt.	CONTEXT_ARGUMENT_PROVENANCE_RETAINED__ROOT_UNCHANGED
113	G407-E0808	G407-S039	f56r	HERBAL	chol	OL	Y	den Pflanzenposten	denselben Pflanzenposten	1	1	Weiter im laufenden Gang: nimm denselben Pflanzenposten.	CONTEXT_ARGUMENT_PROVENANCE_RETAINED__ROOT_UNCHANGED
114	G407-E0815	G407-S039	f56r	HERBAL	chokchol	OK+OL	Y	den Pflanzenposten	denselben Pflanzenposten	1	1	Weiter: setze denselben Pflanzenposten im Arbeitsgang an.	CONTEXT_ARGUMENT_PROVENANCE_RETAINED__ROOT_UNCHANGED
115	G407-E0821	G407-S039	f56r	HERBAL	qot	OT	Y	den Pflanzenposten	denselben Pflanzenposten	1	1	Danach im laufenden Gang: wähle denselben Pflanzenposten.	CONTEXT_ARGUMENT_PROVENANCE_RETAINED__ROOT_UNCHANGED
116	G407-E0840	G407-S039	f56r	HERBAL	kchol	K+OL	Y	den Pflanzenposten	denselben Pflanzenposten	1	1	Weiter: gib denselben Pflanzenposten zu.	CONTEXT_ARGUMENT_PROVENANCE_RETAINED__ROOT_UNCHANGED
117	G407-E0847	G407-S039	f56r	HERBAL	cheeckhody	CH+EE+CH+K+O+DY	Y	den Pflanzenposten	denselben Pflanzenposten	3	3	Nimm denselben Pflanzenposten und nimm denselben Pflanzenposten und gib denselben Pflanzenposten zu; auf Grad II; zur Ausführung; schließe den Schritt.	CONTEXT_ARGUMENT_PROVENANCE_RETAINED__ROOT_UNCHANGED
118	G407-E0849	G407-S040	f56r	HERBAL	kchol	K+OL	Y	den Pflanzenposten	denselben Pflanzenposten	1	1	Weiter: gib denselben Pflanzenposten zu.	CONTEXT_ARGUMENT_PROVENANCE_RETAINED__ROOT_UNCHANGED
119	G407-E0850	G407-S040	f56r	HERBAL	shol	SH+OL	Y	den Pflanzenposten	denselben Pflanzenposten	1	1	Weiter: halte denselben Pflanzenposten.	CONTEXT_ARGUMENT_PROVENANCE_RETAINED__ROOT_UNCHANGED
120	G407-E0852	G407-S040	f56r	HERBAL	tchol	T+OL	Y	den Pflanzenposten	denselben Pflanzenposten	1	1	Weiter: stelle denselben Pflanzenposten ein.	CONTEXT_ARGUMENT_PROVENANCE_RETAINED__ROOT_UNCHANGED
121	G407-E0865	G407-S040	f56r	HERBAL	cthol	CH+T+OL	AIIN	den Arbeitswert	denselben Arbeitswert	2	2	Weiter: nimm denselben Arbeitswert und stelle denselben Arbeitswert ein.	CONTEXT_ARGUMENT_PROVENANCE_RETAINED__ROOT_UNCHANGED
122	G407-E0876	G407-S040	f56r	HERBAL	chol	OL	Y	den Pflanzenposten	denselben Pflanzenposten	1	1	Weiter im laufenden Gang: wähle denselben Pflanzenposten.	CONTEXT_ARGUMENT_PROVENANCE_RETAINED__ROOT_UNCHANGED
123	G407-E0877	G407-S040	f56r	HERBAL	chotol	CH+OT+OL	Y	den Pflanzenposten	denselben Pflanzenposten	1	1	Danach: nimm denselben Pflanzenposten; weiterführen.	CONTEXT_ARGUMENT_PROVENANCE_RETAINED__ROOT_UNCHANGED
124	G407-E0880	G407-S040	f56r	HERBAL	tchol	T+OL	Y	den Pflanzenposten	denselben Pflanzenposten	1	1	Weiter: stelle denselben Pflanzenposten ein.	CONTEXT_ARGUMENT_PROVENANCE_RETAINED__ROOT_UNCHANGED
125	G407-E0881	G407-S040	f56r	HERBAL	chol	OL	Y	den Pflanzenposten	denselben Pflanzenposten	1	1	Weiter im laufenden Gang: stelle denselben Pflanzenposten ein.	CONTEXT_ARGUMENT_PROVENANCE_RETAINED__ROOT_UNCHANGED
126	G407-E0898	G407-S040	f56r	HERBAL	sotodan	S+OT+O+D_ADDR+AN	Y	den Pflanzenposten	denselben Pflanzenposten	1	1	Danach: wähle denselben Pflanzenposten; zur Ausführung; an der bezeichneten Stelle; als Klasse.	CONTEXT_ARGUMENT_PROVENANCE_RETAINED__ROOT_UNCHANGED
127	G407-E0900	G407-S040	f56r	HERBAL	keol	K+E+OL	Y	den Pflanzenposten	denselben Pflanzenposten	1	1	Weiter: gib denselben Pflanzenposten zu; auf Grad I.	CONTEXT_ARGUMENT_PROVENANCE_RETAINED__ROOT_UNCHANGED
128	G407-E0908	G407-S041	f67r2	CELESTIAL	oldy	OL+DY	Y	den Positionsposten	denselben Positionsposten	1	1	Weiter im laufenden Gang: wähle denselben Positionsposten; schließe den Schritt.	CONTEXT_ARGUMENT_PROVENANCE_RETAINED__ROOT_UNCHANGED
129	G407-E0943	G407-S045	f67r2	CELESTIAL	ochol	O+OL	AIIN	den Positionswert	denselben Positionswert	1	1	Weiter im laufenden Gang: wähle denselben Positionswert; zur Ausführung.	CONTEXT_ARGUMENT_PROVENANCE_RETAINED__ROOT_UNCHANGED
130	G407-E0944	G407-S045	f67r2	CELESTIAL	olol	OL+OL	AIIN	den Positionswert	denselben Positionswert	1	1	Weiter im laufenden Gang: wähle denselben Positionswert; nochmals weiterführen.	CONTEXT_ARGUMENT_PROVENANCE_RETAINED__ROOT_UNCHANGED
131	G407-E0952	G407-S047	f67r2	CELESTIAL	chol	OL	AIIN	den Positionswert	denselben Positionswert	1	1	Weiter im laufenden Gang: setze denselben Positionswert.	CONTEXT_ARGUMENT_PROVENANCE_RETAINED__ROOT_UNCHANGED
132	G407-E0954	G407-S047	f67r2	CELESTIAL	okol	OK+OL	AIIN	den Positionswert	denselben Positionswert	1	1	Weiter: setze denselben Positionswert.	CONTEXT_ARGUMENT_PROVENANCE_RETAINED__ROOT_UNCHANGED
133	G407-E0958	G407-S048	f67r2	CELESTIAL	otoldos	OT+OL+D_ADDR+O+S	OR	die Positionseinheit	dieselbe Positionseinheit	1	1	Danach: wähle dieselbe Positionseinheit; an der bezeichneten Stelle; zur Ausführung; weiterführen.	CONTEXT_ARGUMENT_PROVENANCE_RETAINED__ROOT_UNCHANGED
134	G407-E0959	G407-S048	f67r2	CELESTIAL	octhole	O+CH+T+OL+E	OR	die Positionseinheit	dieselbe Positionseinheit	2	2	Weiter: nimm dieselbe Positionseinheit auf und stelle dieselbe Positionseinheit ein; zur Ausführung; auf Grad I.	CONTEXT_ARGUMENT_PROVENANCE_RETAINED__ROOT_UNCHANGED
135	G407-E1012	G407-S051	f67r2	CELESTIAL	okol	OK+OL	AIIN	den Positionswert	denselben Positionswert	1	1	Weiter: setze denselben Positionswert.	CONTEXT_ARGUMENT_PROVENANCE_RETAINED__ROOT_UNCHANGED
136	G407-E1014	G407-S051	f67r2	CELESTIAL	olar	OL+AR	AIIN	den Positionswert	denselben Positionswert	1	1	Weiter im laufenden Gang: setze denselben Positionswert; von der Ausgangsposition.	CONTEXT_ARGUMENT_PROVENANCE_RETAINED__ROOT_UNCHANGED
137	G407-E1031	G407-S052	f68r1	CELESTIAL	cphol	CH+P+OL	Y	den Positionsposten	denselben Positionsposten	2	2	Weiter: nimm denselben Positionsposten auf und setze denselben Positionsposten ein.	CONTEXT_ARGUMENT_PROVENANCE_RETAINED__ROOT_UNCHANGED
138	G407-E1033	G407-S052	f68r1	CELESTIAL	opcheeol	O+P+CH+EE+OL	Y	den Positionsposten	denselben Positionsposten	2	2	Weiter: setze denselben Positionsposten ein und nimm denselben Positionsposten auf; zur Ausführung; auf Grad II.	CONTEXT_ARGUMENT_PROVENANCE_RETAINED__ROOT_UNCHANGED
139	G407-E1038	G407-S052	f68r1	CELESTIAL	otchl	OT+CH+L	Y	den Positionsposten	denselben Positionsposten	1	1	Danach: nimm denselben Positionsposten auf; über die Ringverbindung.	CONTEXT_ARGUMENT_PROVENANCE_RETAINED__ROOT_UNCHANGED
140	G407-E1039	G407-S052	f68r1	CELESTIAL	qokeeedy	OK+EEE+DY	Y	den Positionsposten	denselben Positionsposten	1	1	Setze denselben Positionsposten; auf Grad III; schließe den Schritt.	CONTEXT_ARGUMENT_PROVENANCE_RETAINED__ROOT_UNCHANGED
141	G407-E1076	G407-S055	f71v	CELESTIAL	otcheodal	OT+CH+E+O+D_ADDR+AL	Y	den Positionsposten	denselben Positionsposten	1	1	Danach: nimm denselben Positionsposten auf; auf Grad I; zur Ausführung; an der bezeichneten Stelle; zur Zielposition.	CONTEXT_ARGUMENT_PROVENANCE_RETAINED__ROOT_UNCHANGED
142	G407-E1077	G407-S055	f71v	CELESTIAL	sheealody	SH+EE+AL+O+DY	Y	den Positionsposten	denselben Positionsposten	1	1	Halte denselben Positionsposten; auf Grad II; zur Zielposition; zur Ausführung; schließe den Schritt.	CONTEXT_ARGUMENT_PROVENANCE_RETAINED__ROOT_UNCHANGED
143	G407-E1079	G407-S056	f71v	CELESTIAL	otar	OT+AR	Y	den Positionsposten	denselben Positionsposten	1	1	Danach im laufenden Gang: nimm denselben Positionsposten auf; von der Ausgangsposition.	CONTEXT_ARGUMENT_PROVENANCE_RETAINED__ROOT_UNCHANGED
144	G407-E1081	G407-S056	f71v	CELESTIAL	oteodar	OT+E+O+D_ADDR+AR	Y	den Positionsposten	denselben Positionsposten	1	1	Danach im laufenden Gang: setze denselben Positionsposten; auf Grad I; zur Ausführung; an der bezeichneten Stelle; von der Ausgangsposition.	CONTEXT_ARGUMENT_PROVENANCE_RETAINED__ROOT_UNCHANGED
145	G407-E1086	G407-S056	f71v	CELESTIAL	oteoshar	OT+E+O+SH+AR	AIIN	den Positionswert	denselben Positionswert	1	1	Danach: halte denselben Positionswert; auf Grad I; zur Ausführung; von der Ausgangsposition.	CONTEXT_ARGUMENT_PROVENANCE_RETAINED__ROOT_UNCHANGED
146	G407-E1093	G407-S056	f71v	CELESTIAL	arol	AR+OL	OR	die Positionseinheit	dieselbe Positionseinheit	1	1	Weiter im laufenden Gang: ordne dieselbe Positionseinheit zu; von der Ausgangsposition.	CONTEXT_ARGUMENT_PROVENANCE_RETAINED__ROOT_UNCHANGED
147	G407-E1105	G407-S057	f71v	CELESTIAL	oto	OT+O	Y	den Positionsposten	denselben Positionsposten	1	1	Danach im laufenden Gang: setze denselben Positionsposten; zur Ausführung.	CONTEXT_ARGUMENT_PROVENANCE_RETAINED__ROOT_UNCHANGED
148	G407-E1109	G407-S057	f71v	CELESTIAL	otchr	OT+CH+R	Y	den Positionsposten	denselben Positionsposten	2	2	Danach: nimm denselben Positionsposten auf und markiere denselben Positionsposten.	CONTEXT_ARGUMENT_PROVENANCE_RETAINED__ROOT_UNCHANGED
149	G407-E1112	G407-S057	f71v	CELESTIAL	shepchol	SH+E+P+CH+OL	Y	den Positionsposten	denselben Positionsposten	3	3	Weiter: halte denselben Positionsposten und setze denselben Positionsposten ein und nimm denselben Positionsposten auf; auf Grad I.	CONTEXT_ARGUMENT_PROVENANCE_RETAINED__ROOT_UNCHANGED
150	G407-E1120	G407-S057	f71v	CELESTIAL	otal	OT+AL	Y	den Positionsposten	denselben Positionsposten	1	1	Danach im laufenden Gang: halte denselben Positionsposten; zur Zielposition.	CONTEXT_ARGUMENT_PROVENANCE_RETAINED__ROOT_UNCHANGED
151	G407-E1122	G407-S057	f71v	CELESTIAL	shldy	SH+L+DY	Y	den Positionsposten	denselben Positionsposten	1	1	Halte denselben Positionsposten; über die Ringverbindung; schließe den Schritt.	CONTEXT_ARGUMENT_PROVENANCE_RETAINED__ROOT_UNCHANGED
152	G407-E1124	G407-S058	f71v	CELESTIAL	okol	OK+OL	Y	den Positionsposten	denselben Positionsposten	1	1	Weiter: setze denselben Positionsposten.	CONTEXT_ARGUMENT_PROVENANCE_RETAINED__ROOT_UNCHANGED
153	G407-E1139	G407-S060	f72r	CELESTIAL	chlol	L+OL	Y	den Positionsposten	denselben Positionsposten	1	1	Weiter im laufenden Gang: stelle denselben Positionsposten ein; über die Ringverbindung.	CONTEXT_ARGUMENT_PROVENANCE_RETAINED__ROOT_UNCHANGED
154	G407-E1141	G407-S060	f72r	CELESTIAL	olcheor	OL+CH+E+O+DY	Y	den Positionsposten	denselben Positionsposten	1	1	Weiter: nimm denselben Positionsposten auf; auf Grad I; zur Ausführung; schließe den Schritt.	CONTEXT_ARGUMENT_PROVENANCE_RETAINED__ROOT_UNCHANGED
155	G407-E1145	G407-S061	f72r	CELESTIAL	oteedy	OT+EE+DY	Y	den Positionsposten	denselben Positionsposten	1	1	Danach im laufenden Gang: bearbeite denselben Positionsposten; auf Grad II; schließe den Schritt.	CONTEXT_ARGUMENT_PROVENANCE_RETAINED__ROOT_UNCHANGED
156	G407-E1147	G407-S062	f72r	CELESTIAL	chol	OL	Y	den Positionsposten	denselben Positionsposten	1	1	Weiter im laufenden Gang: setze denselben Positionsposten.	CONTEXT_ARGUMENT_PROVENANCE_RETAINED__ROOT_UNCHANGED
157	G407-E1148	G407-S062	f72r	CELESTIAL	chokeol	OK+E+OL	Y	den Positionsposten	denselben Positionsposten	1	1	Weiter: setze denselben Positionsposten; auf Grad I.	CONTEXT_ARGUMENT_PROVENANCE_RETAINED__ROOT_UNCHANGED
158	G407-E1151	G407-S062	f72r	CELESTIAL	okeedy	OK+EE+DY	Y	den Positionsposten	denselben Positionsposten	1	1	Setze denselben Positionsposten; auf Grad II; schließe den Schritt.	CONTEXT_ARGUMENT_PROVENANCE_RETAINED__ROOT_UNCHANGED
159	G407-E1159	G407-S063	f72r	CELESTIAL	shol	SH+OL	Y	den Positionsposten	denselben Positionsposten	1	1	Weiter: halte denselben Positionsposten.	CONTEXT_ARGUMENT_PROVENANCE_RETAINED__ROOT_UNCHANGED
160	G407-E1161	G407-S063	f72r	CELESTIAL	chekeol	CH+K+E+OL	AIIN	den Positionswert	denselben Positionswert	2	2	Weiter: nimm denselben Positionswert auf und ordne denselben Positionswert zu; auf Grad I.	CONTEXT_ARGUMENT_PROVENANCE_RETAINED__ROOT_UNCHANGED
161	G407-E1162	G407-S063	f72r	CELESTIAL	kol	K+OL	AIIN	den Positionswert	denselben Positionswert	1	1	Weiter: ordne denselben Positionswert zu.	CONTEXT_ARGUMENT_PROVENANCE_RETAINED__ROOT_UNCHANGED
162	G407-E1163	G407-S063	f72r	CELESTIAL	otos	OT+O+S	AIIN	den Positionswert	denselben Positionswert	1	1	Danach: wähle denselben Positionswert; zur Ausführung.	CONTEXT_ARGUMENT_PROVENANCE_RETAINED__ROOT_UNCHANGED
163	G407-E1166	G407-S063	f72r	CELESTIAL	otam	OT+AM_ADDR	AIIN	den Positionswert	denselben Positionswert	1	1	Danach im laufenden Gang: wähle denselben Positionswert; an der bezeichneten Stelle.	CONTEXT_ARGUMENT_PROVENANCE_RETAINED__ROOT_UNCHANGED
164	G407-E1167	G407-S063	f72r	CELESTIAL	otam	OT+AM_ADDR	AIIN	den Positionswert	denselben Positionswert	1	1	Danach im laufenden Gang: wähle denselben Positionswert; an der bezeichneten Stelle.	CONTEXT_ARGUMENT_PROVENANCE_RETAINED__ROOT_UNCHANGED
165	G407-E1168	G407-S063	f72r	CELESTIAL	chotam	CH+OT+AM_ADDR	AIIN	den Positionswert	denselben Positionswert	1	1	Danach: nimm denselben Positionswert auf; an der bezeichneten Stelle.	CONTEXT_ARGUMENT_PROVENANCE_RETAINED__ROOT_UNCHANGED
166	G407-E1190	G407-S064	f72r	CELESTIAL	oteo	OT+E+O	OR	die Positionseinheit	dieselbe Positionseinheit	1	1	Danach im laufenden Gang: stelle dieselbe Positionseinheit ein; auf Grad I; zur Ausführung.	CONTEXT_ARGUMENT_PROVENANCE_RETAINED__ROOT_UNCHANGED
167	G407-E1191	G407-S064	f72r	CELESTIAL	teeody	T+EE+O+DY	OR	die Positionseinheit	dieselbe Positionseinheit	1	1	Stelle dieselbe Positionseinheit ein; auf Grad II; zur Ausführung; schließe den Schritt.	CONTEXT_ARGUMENT_PROVENANCE_RETAINED__ROOT_UNCHANGED
168	G407-E1192	G407-S065	f72r	CELESTIAL	otar	OT+AR	OR	die Positionseinheit	dieselbe Positionseinheit	1	1	Danach im laufenden Gang: stelle dieselbe Positionseinheit ein; von der Ausgangsposition.	CONTEXT_ARGUMENT_PROVENANCE_RETAINED__ROOT_UNCHANGED
169	G407-E1198	G407-S065	f72r	CELESTIAL	otear	OT+E+AR	Y	den Positionsposten	denselben Positionsposten	1	1	Danach im laufenden Gang: nimm denselben Positionsposten auf; auf Grad I; von der Ausgangsposition.	CONTEXT_ARGUMENT_PROVENANCE_RETAINED__ROOT_UNCHANGED
170	G407-E1202	G407-S065	f72r	CELESTIAL	otar	OT+AR	Y	den Positionsposten	denselben Positionsposten	1	1	Danach im laufenden Gang: setze denselben Positionsposten; von der Ausgangsposition.	CONTEXT_ARGUMENT_PROVENANCE_RETAINED__ROOT_UNCHANGED
171	G407-E1211	G407-S066	f72r	CELESTIAL	chol	OL	OR	die Positionseinheit	dieselbe Positionseinheit	1	1	Weiter im laufenden Gang: setze dieselbe Positionseinheit.	CONTEXT_ARGUMENT_PROVENANCE_RETAINED__ROOT_UNCHANGED
172	G407-E1213	G407-S066	f72r	CELESTIAL	oteos	OT+E+O+S_ADDR	OR	die Positionseinheit	dieselbe Positionseinheit	1	1	Danach im laufenden Gang: setze dieselbe Positionseinheit; auf Grad I; zur Ausführung; an der bezeichneten Stelle.	CONTEXT_ARGUMENT_PROVENANCE_RETAINED__ROOT_UNCHANGED
173	G407-E1226	G407-S067	f72r	CELESTIAL	chol	OL	Y	den Positionsposten	denselben Positionsposten	1	1	Weiter im laufenden Gang: ordne denselben Positionsposten zu.	CONTEXT_ARGUMENT_PROVENANCE_RETAINED__ROOT_UNCHANGED
174	G407-E1227	G407-S067	f72r	CELESTIAL	okeol	OK+E+OL	Y	den Positionsposten	denselben Positionsposten	1	1	Weiter: setze denselben Positionsposten; auf Grad I.	CONTEXT_ARGUMENT_PROVENANCE_RETAINED__ROOT_UNCHANGED
175	G407-E1238	G407-S067	f72r	CELESTIAL	otar	OT+AR	AIIN	den Positionswert	denselben Positionswert	1	1	Danach im laufenden Gang: ordne denselben Positionswert zu; von der Ausgangsposition.	CONTEXT_ARGUMENT_PROVENANCE_RETAINED__ROOT_UNCHANGED
176	G407-E1258	G407-S067	f72r	CELESTIAL	otois	OT+O	AIIN	den Positionswert	denselben Positionswert	1	1	Danach im laufenden Gang: wähle denselben Positionswert; zur Ausführung.	CONTEXT_ARGUMENT_PROVENANCE_RETAINED__ROOT_UNCHANGED
177	G407-E1259	G407-S067	f72r	CELESTIAL	otees	OT+EE+S	AIIN	den Positionswert	denselben Positionswert	1	1	Danach: wähle denselben Positionswert; auf Grad II.	CONTEXT_ARGUMENT_PROVENANCE_RETAINED__ROOT_UNCHANGED
178	G407-E1264	G407-S068	f72r	CELESTIAL	ol	OL	Y	den Positionsposten	denselben Positionsposten	1	1	Weiter im laufenden Gang: setze denselben Positionsposten.	CONTEXT_ARGUMENT_PROVENANCE_RETAINED__ROOT_UNCHANGED
179	G407-E1266	G407-S068	f72r	CELESTIAL	ol	OL	Y	den Positionsposten	denselben Positionsposten	1	1	Weiter im laufenden Gang: nimm denselben Positionsposten auf.	CONTEXT_ARGUMENT_PROVENANCE_RETAINED__ROOT_UNCHANGED
180	G407-E1268	G407-S068	f72r	CELESTIAL	oteo	OT+E+O	AIIN	den Positionswert	denselben Positionswert	1	1	Danach im laufenden Gang: nimm denselben Positionswert auf; auf Grad I; zur Ausführung.	CONTEXT_ARGUMENT_PROVENANCE_RETAINED__ROOT_UNCHANGED
181	G407-E1276	G407-S068	f72r	CELESTIAL	dalchdy	AL+CHD+DY	Y	den Positionsposten	denselben Positionsposten	1	1	Bearbeite denselben Positionsposten; zur Zielposition; schließe den Schritt.	CONTEXT_ARGUMENT_PROVENANCE_RETAINED__ROOT_UNCHANGED
182	G407-E1280	G407-S069	f72r	CELESTIAL	qoteeody	OT+EE+O+DY	Y	den Positionsposten	denselben Positionsposten	1	1	Danach im laufenden Gang: halte denselben Positionsposten; auf Grad II; zur Ausführung; schließe den Schritt.	CONTEXT_ARGUMENT_PROVENANCE_RETAINED__ROOT_UNCHANGED
183	G407-E1282	G407-S070	f72r	CELESTIAL	chotal	OT+AL	Y	den Positionsposten	denselben Positionsposten	1	1	Danach im laufenden Gang: stelle denselben Positionsposten ein; zur Zielposition.	CONTEXT_ARGUMENT_PROVENANCE_RETAINED__ROOT_UNCHANGED
184	G407-E1290	G407-S071	f72r	CELESTIAL	otees	OT+EE+S	AIIN	den Positionswert	denselben Positionswert	1	1	Danach: wähle denselben Positionswert; auf Grad II.	CONTEXT_ARGUMENT_PROVENANCE_RETAINED__ROOT_UNCHANGED
185	G407-E1303	G407-S072	f72r	CELESTIAL	oteo	OT+E+O	Y	den Positionsposten	denselben Positionsposten	1	1	Danach im laufenden Gang: ordne denselben Positionsposten zu; auf Grad I; zur Ausführung.	CONTEXT_ARGUMENT_PROVENANCE_RETAINED__ROOT_UNCHANGED
186	G407-E1306	G407-S072	f72r	CELESTIAL	okeeol	OK+EE+OL	AIIN	den Positionswert	denselben Positionswert	1	1	Weiter: setze denselben Positionswert; auf Grad II.	CONTEXT_ARGUMENT_PROVENANCE_RETAINED__ROOT_UNCHANGED
187	G407-E1311	G407-S072	f72r	CELESTIAL	oteedy	OT+EE+DY	Y	den Positionsposten	denselben Positionsposten	1	1	Danach im laufenden Gang: stelle denselben Positionsposten ein; auf Grad II; schließe den Schritt.	CONTEXT_ARGUMENT_PROVENANCE_RETAINED__ROOT_UNCHANGED
188	G407-E1316	G407-S073	f72r	CELESTIAL	sheol	SH+E+OL	Y	den Positionsposten	denselben Positionsposten	1	1	Weiter: halte denselben Positionsposten; auf Grad I.	CONTEXT_ARGUMENT_PROVENANCE_RETAINED__ROOT_UNCHANGED
189	G407-E1330	G407-S073	f72r	CELESTIAL	oteedy	OT+EE+DY	Y	den Positionsposten	denselben Positionsposten	1	1	Danach im laufenden Gang: wähle denselben Positionsposten; auf Grad II; schließe den Schritt.	CONTEXT_ARGUMENT_PROVENANCE_RETAINED__ROOT_UNCHANGED
190	G407-E1345	G407-S074	f72r	CELESTIAL	eol	E+OL	Y	den Positionsposten	denselben Positionsposten	1	1	Weiter im laufenden Gang: halte denselben Positionsposten; auf Grad I.	CONTEXT_ARGUMENT_PROVENANCE_RETAINED__ROOT_UNCHANGED
191	G407-E1352	G407-S076	f72r	CELESTIAL	sheedy	SH+EE+DY	Y	den Positionsposten	denselben Positionsposten	1	1	Halte denselben Positionsposten; auf Grad II; schließe den Schritt.	CONTEXT_ARGUMENT_PROVENANCE_RETAINED__ROOT_UNCHANGED
