locus_row	diagram_id	page	locus	group_count	group_serials	opaque_local_ids	surface_sequence	complete_visible_label	v71_owner_status	selected_visible_owner	local_namespace	local_owner_kind	silent_argument_default	visible_basis	continuous_local_reading	source_status	confidence	historical_celestial_rival	technical_formal_rival	contradiction	orientation_status	cross_namespace_join	prose_card_import	global_7x12	semantic_ceiling
88	A2	f68r1	f68r1.14	1	228	A2:G038	otshey	otshey	DIRECT_VISIBLE	A2_STAR_STATION_06	A68_MULTIPANEL_STAR_ATLAS	MULTIPANEL_STAR_LABEL	sichtbarer lokal beschrifteter Sternplatz 06 im f68r1-Atlas	das lokale Label sitzt bei einem einzelnen Stern; zwischen Sternen gibt es keine Kante	Am Besitzer [A2_STAR_STATION_06] setze das vollständige opake Lokaletikett «otshey». Setze das vollständige Etikett an genau diesen sichtbaren Sternplatz und schlage seinen Eintrag in dessen lokalem Paneel nach. Das Etikett bleibt eine abschreibbare lokale Identität, keine Wort- oder Kartenbedeutung.	VISIBLE_GROUP_AND_DIRECT_OWNER; FUNCTION_FROM_MASTER_EXEMPLAR	HIGH	mehrpaneeliger Sternatlas, Konstellationskatalog oder Mondstations-Merktafel	dekorative Stern-/Gesichtspaneele oder ein formaler Kopieratlas ohne bestimmbaren Kataloginhalt	Mehrere Paneele und mindestens fünf Zentren widersprechen einem einzigen ganzen Zentrum-plus-28-Kreis; kein Sternname ist identifiziert.	SOURCE_LOCUS_ADDRESS_ONLY; AUTHORIAL_START_DIRECTION_ROTATION_UNPROVEN	NONE	NONE	NONE	LOCAL_CELESTIAL_OR_FORMAL_OWNER_WITH_EXEMPLAR_VALUE; NO_LEXEME_OR_TRANSLATION
89	A2	f68r1	f68r1.15	1	229	A2:G039	otydy	otydy	DIRECT_VISIBLE	A2_STAR_STATION_07	A68_MULTIPANEL_STAR_ATLAS	MULTIPANEL_STAR_LABEL	sichtbarer lokal beschrifteter Sternplatz 07 im f68r1-Atlas	das lokale Label sitzt bei einem einzelnen Stern; zwischen Sternen gibt es keine Kante	Am Besitzer [A2_STAR_STATION_07] setze das vollständige opake Lokaletikett «otydy». Setze das vollständige Etikett an genau diesen sichtbaren Sternplatz und schlage seinen Eintrag in dessen lokalem Paneel nach. Das Etikett bleibt eine abschreibbare lokale Identität, keine Wort- oder Kartenbedeutung.	VISIBLE_GROUP_AND_DIRECT_OWNER; FUNCTION_FROM_MASTER_EXEMPLAR	HIGH	mehrpaneeliger Sternatlas, Konstellationskatalog oder Mondstations-Merktafel	dekorative Stern-/Gesichtspaneele oder ein formaler Kopieratlas ohne bestimmbaren Kataloginhalt	Mehrere Paneele und mindestens fünf Zentren widersprechen einem einzigen ganzen Zentrum-plus-28-Kreis; kein Sternname ist identifiziert.	SOURCE_LOCUS_ADDRESS_ONLY; AUTHORIAL_START_DIRECTION_ROTATION_UNPROVEN	NONE	NONE	NONE	LOCAL_CELESTIAL_OR_FORMAL_OWNER_WITH_EXEMPLAR_VALUE; NO_LEXEME_OR_TRANSLATION
90	A2	f68r1	f68r1.16	1	230	A2:G040	okear	okear	DIRECT_VISIBLE	A2_STAR_STATION_08	A68_MULTIPANEL_STAR_ATLAS	MULTIPANEL_STAR_LABEL	sichtbarer lokal beschrifteter Sternplatz 08 im f68r1-Atlas	das lokale Label sitzt bei einem einzelnen Stern; zwischen Sternen gibt es keine Kante	Am Besitzer [A2_STAR_STATION_08] setze das vollständige opake Lokaletikett «okear». Setze das vollständige Etikett an genau diesen sichtbaren Sternplatz und schlage seinen Eintrag in dessen lokalem Paneel nach. Das Etikett bleibt eine abschreibbare lokale Identität, keine Wort- oder Kartenbedeutung.	VISIBLE_GROUP_AND_DIRECT_OWNER; FUNCTION_FROM_MASTER_EXEMPLAR	HIGH	mehrpaneeliger Sternatlas, Konstellationskatalog oder Mondstations-Merktafel	dekorative Stern-/Gesichtspaneele oder ein formaler Kopieratlas ohne bestimmbaren Kataloginhalt	Mehrere Paneele und mindestens fünf Zentren widersprechen einem einzigen ganzen Zentrum-plus-28-Kreis; kein Sternname ist identifiziert.	SOURCE_LOCUS_ADDRESS_ONLY; AUTHORIAL_START_DIRECTION_ROTATION_UNPROVEN	NONE	NONE	NONE	LOCAL_CELESTIAL_OR_FORMAL_OWNER_WITH_EXEMPLAR_VALUE; NO_LEXEME_OR_TRANSLATION
91	A2	f68r1	f68r1.17	1	231	A2:G041	cphocthy	cphocthy	DIRECT_VISIBLE	A2_STAR_STATION_09	A68_MULTIPANEL_STAR_ATLAS	MULTIPANEL_STAR_LABEL	sichtbarer lokal beschrifteter Sternplatz 09 im f68r1-Atlas	das lokale Label sitzt bei einem einzelnen Stern; zwischen Sternen gibt es keine Kante	Am Besitzer [A2_STAR_STATION_09] setze das vollständige opake Lokaletikett «cphocthy». Setze das vollständige Etikett an genau diesen sichtbaren Sternplatz und schlage seinen Eintrag in dessen lokalem Paneel nach. Das Etikett bleibt eine abschreibbare lokale Identität, keine Wort- oder Kartenbedeutung.	VISIBLE_GROUP_AND_DIRECT_OWNER; FUNCTION_FROM_MASTER_EXEMPLAR	HIGH	mehrpaneeliger Sternatlas, Konstellationskatalog oder Mondstations-Merktafel	dekorative Stern-/Gesichtspaneele oder ein formaler Kopieratlas ohne bestimmbaren Kataloginhalt	Mehrere Paneele und mindestens fünf Zentren widersprechen einem einzigen ganzen Zentrum-plus-28-Kreis; kein Sternname ist identifiziert.	SOURCE_LOCUS_ADDRESS_ONLY; AUTHORIAL_START_DIRECTION_ROTATION_UNPROVEN	NONE	NONE	NONE	LOCAL_CELESTIAL_OR_FORMAL_OWNER_WITH_EXEMPLAR_VALUE; NO_LEXEME_OR_TRANSLATION
92	A2	f68r1	f68r1.18	1	232	A2:G042	ytchody	ytchody	DIRECT_VISIBLE	A2_STAR_STATION_10	A68_MULTIPANEL_STAR_ATLAS	MULTIPANEL_STAR_LABEL	sichtbarer lokal beschrifteter Sternplatz 10 im f68r1-Atlas	das lokale Label sitzt bei einem einzelnen Stern; zwischen Sternen gibt es keine Kante	Am Besitzer [A2_STAR_STATION_10] setze das vollständige opake Lokaletikett «ytchody». Setze das vollständige Etikett an genau diesen sichtbaren Sternplatz und schlage seinen Eintrag in dessen lokalem Paneel nach. Das Etikett bleibt eine abschreibbare lokale Identität, keine Wort- oder Kartenbedeutung.	VISIBLE_GROUP_AND_DIRECT_OWNER; FUNCTION_FROM_MASTER_EXEMPLAR	HIGH	mehrpaneeliger Sternatlas, Konstellationskatalog oder Mondstations-Merktafel	dekorative Stern-/Gesichtspaneele oder ein formaler Kopieratlas ohne bestimmbaren Kataloginhalt	Mehrere Paneele und mindestens fünf Zentren widersprechen einem einzigen ganzen Zentrum-plus-28-Kreis; kein Sternname ist identifiziert.	SOURCE_LOCUS_ADDRESS_ONLY; AUTHORIAL_START_DIRECTION_ROTATION_UNPROVEN	NONE	NONE	NONE	LOCAL_CELESTIAL_OR_FORMAL_OWNER_WITH_EXEMPLAR_VALUE; NO_LEXEME_OR_TRANSLATION
93	A2	f68r1	f68r1.19	1	233	A2:G043	otys	otys	DIRECT_VISIBLE	A2_STAR_STATION_11	A68_MULTIPANEL_STAR_ATLAS	MULTIPANEL_STAR_LABEL	sichtbarer lokal beschrifteter Sternplatz 11 im f68r1-Atlas	das lokale Label sitzt bei einem einzelnen Stern; zwischen Sternen gibt es keine Kante	Am Besitzer [A2_STAR_STATION_11] setze das vollständige opake Lokaletikett «otys». Setze das vollständige Etikett an genau diesen sichtbaren Sternplatz und schlage seinen Eintrag in dessen lokalem Paneel nach. Das Etikett bleibt eine abschreibbare lokale Identität, keine Wort- oder Kartenbedeutung.	VISIBLE_GROUP_AND_DIRECT_OWNER; FUNCTION_FROM_MASTER_EXEMPLAR	HIGH	mehrpaneeliger Sternatlas, Konstellationskatalog oder Mondstations-Merktafel	dekorative Stern-/Gesichtspaneele oder ein formaler Kopieratlas ohne bestimmbaren Kataloginhalt	Mehrere Paneele und mindestens fünf Zentren widersprechen einem einzigen ganzen Zentrum-plus-28-Kreis; kein Sternname ist identifiziert.	SOURCE_LOCUS_ADDRESS_ONLY; AUTHORIAL_START_DIRECTION_ROTATION_UNPROVEN	NONE	NONE	NONE	LOCAL_CELESTIAL_OR_FORMAL_OWNER_WITH_EXEMPLAR_VALUE; NO_LEXEME_OR_TRANSLATION
94	A2	f68r1	f68r1.20	1	234	A2:G044	olor	olor	DIRECT_VISIBLE	A2_STAR_STATION_12	A68_MULTIPANEL_STAR_ATLAS	MULTIPANEL_STAR_LABEL	sichtbarer lokal beschrifteter Sternplatz 12 im f68r1-Atlas	das lokale Label sitzt bei einem einzelnen Stern; zwischen Sternen gibt es keine Kante	Am Besitzer [A2_STAR_STATION_12] setze das vollständige opake Lokaletikett «olor». Setze das vollständige Etikett an genau diesen sichtbaren Sternplatz und schlage seinen Eintrag in dessen lokalem Paneel nach. Das Etikett bleibt eine abschreibbare lokale Identität, keine Wort- oder Kartenbedeutung.	VISIBLE_GROUP_AND_DIRECT_OWNER; FUNCTION_FROM_MASTER_EXEMPLAR	HIGH	mehrpaneeliger Sternatlas, Konstellationskatalog oder Mondstations-Merktafel	dekorative Stern-/Gesichtspaneele oder ein formaler Kopieratlas ohne bestimmbaren Kataloginhalt	Mehrere Paneele und mindestens fünf Zentren widersprechen einem einzigen ganzen Zentrum-plus-28-Kreis; kein Sternname ist identifiziert.	SOURCE_LOCUS_ADDRESS_ONLY; AUTHORIAL_START_DIRECTION_ROTATION_UNPROVEN	NONE	NONE	NONE	LOCAL_CELESTIAL_OR_FORMAL_OWNER_WITH_EXEMPLAR_VALUE; NO_LEXEME_OR_TRANSLATION
95	A2	f68r1	f68r1.21	1	235	A2:G045	ockhy	ockhy	DIRECT_VISIBLE	A2_STAR_STATION_13	A68_MULTIPANEL_STAR_ATLAS	MULTIPANEL_STAR_LABEL	sichtbarer lokal beschrifteter Sternplatz 13 im f68r1-Atlas	das lokale Label sitzt bei einem einzelnen Stern; zwischen Sternen gibt es keine Kante	Am Besitzer [A2_STAR_STATION_13] setze das vollständige opake Lokaletikett «ockhy». Setze das vollständige Etikett an genau diesen sichtbaren Sternplatz und schlage seinen Eintrag in dessen lokalem Paneel nach. Das Etikett bleibt eine abschreibbare lokale Identität, keine Wort- oder Kartenbedeutung.	VISIBLE_GROUP_AND_DIRECT_OWNER; FUNCTION_FROM_MASTER_EXEMPLAR	HIGH	mehrpaneeliger Sternatlas, Konstellationskatalog oder Mondstations-Merktafel	dekorative Stern-/Gesichtspaneele oder ein formaler Kopieratlas ohne bestimmbaren Kataloginhalt	Mehrere Paneele und mindestens fünf Zentren widersprechen einem einzigen ganzen Zentrum-plus-28-Kreis; kein Sternname ist identifiziert.	SOURCE_LOCUS_ADDRESS_ONLY; AUTHORIAL_START_DIRECTION_ROTATION_UNPROVEN	NONE	NONE	NONE	LOCAL_CELESTIAL_OR_FORMAL_OWNER_WITH_EXEMPLAR_VALUE; NO_LEXEME_OR_TRANSLATION
96	A2	f68r1	f68r1.22	1	236	A2:G046	ofcheor	ofcheor	DIRECT_VISIBLE	A2_STAR_STATION_14	A68_MULTIPANEL_STAR_ATLAS	MULTIPANEL_STAR_LABEL	sichtbarer lokal beschrifteter Sternplatz 14 im f68r1-Atlas	das lokale Label sitzt bei einem einzelnen Stern; zwischen Sternen gibt es keine Kante	Am Besitzer [A2_STAR_STATION_14] setze das vollständige opake Lokaletikett «ofcheor». Setze das vollständige Etikett an genau diesen sichtbaren Sternplatz und schlage seinen Eintrag in dessen lokalem Paneel nach. Das Etikett bleibt eine abschreibbare lokale Identität, keine Wort- oder Kartenbedeutung.	VISIBLE_GROUP_AND_DIRECT_OWNER; FUNCTION_FROM_MASTER_EXEMPLAR	HIGH	mehrpaneeliger Sternatlas, Konstellationskatalog oder Mondstations-Merktafel	dekorative Stern-/Gesichtspaneele oder ein formaler Kopieratlas ohne bestimmbaren Kataloginhalt	Mehrere Paneele und mindestens fünf Zentren widersprechen einem einzigen ganzen Zentrum-plus-28-Kreis; kein Sternname ist identifiziert.	SOURCE_LOCUS_ADDRESS_ONLY; AUTHORIAL_START_DIRECTION_ROTATION_UNPROVEN	NONE	NONE	NONE	LOCAL_CELESTIAL_OR_FORMAL_OWNER_WITH_EXEMPLAR_VALUE; NO_LEXEME_OR_TRANSLATION
97	A2	f68r1	f68r1.23	1	237	A2:G047	otchdy	otchdy	DIRECT_VISIBLE	A2_STAR_STATION_15	A68_MULTIPANEL_STAR_ATLAS	MULTIPANEL_STAR_LABEL	sichtbarer lokal beschrifteter Sternplatz 15 im f68r1-Atlas	das lokale Label sitzt bei einem einzelnen Stern; zwischen Sternen gibt es keine Kante	Am Besitzer [A2_STAR_STATION_15] setze das vollständige opake Lokaletikett «otchdy». Setze das vollständige Etikett an genau diesen sichtbaren Sternplatz und schlage seinen Eintrag in dessen lokalem Paneel nach. Das Etikett bleibt eine abschreibbare lokale Identität, keine Wort- oder Kartenbedeutung.	VISIBLE_GROUP_AND_DIRECT_OWNER; FUNCTION_FROM_MASTER_EXEMPLAR	HIGH	mehrpaneeliger Sternatlas, Konstellationskatalog oder Mondstations-Merktafel	dekorative Stern-/Gesichtspaneele oder ein formaler Kopieratlas ohne bestimmbaren Kataloginhalt	Mehrere Paneele und mindestens fünf Zentren widersprechen einem einzigen ganzen Zentrum-plus-28-Kreis; kein Sternname ist identifiziert.	SOURCE_LOCUS_ADDRESS_ONLY; AUTHORIAL_START_DIRECTION_ROTATION_UNPROVEN	NONE	NONE	NONE	LOCAL_CELESTIAL_OR_FORMAL_OWNER_WITH_EXEMPLAR_VALUE; NO_LEXEME_OR_TRANSLATION
98	A2	f68r1	f68r1.24	1	238	A2:G048	otykchs	otykchs	DIRECT_VISIBLE	A2_STAR_STATION_16	A68_MULTIPANEL_STAR_ATLAS	MULTIPANEL_STAR_LABEL	sichtbarer lokal beschrifteter Sternplatz 16 im f68r1-Atlas	das lokale Label sitzt bei einem einzelnen Stern; zwischen Sternen gibt es keine Kante	Am Besitzer [A2_STAR_STATION_16] setze das vollständige opake Lokaletikett «otykchs». Setze das vollständige Etikett an genau diesen sichtbaren Sternplatz und schlage seinen Eintrag in dessen lokalem Paneel nach. Das Etikett bleibt eine abschreibbare lokale Identität, keine Wort- oder Kartenbedeutung.	VISIBLE_GROUP_AND_DIRECT_OWNER; FUNCTION_FROM_MASTER_EXEMPLAR	HIGH	mehrpaneeliger Sternatlas, Konstellationskatalog oder Mondstations-Merktafel	dekorative Stern-/Gesichtspaneele oder ein formaler Kopieratlas ohne bestimmbaren Kataloginhalt	Mehrere Paneele und mindestens fünf Zentren widersprechen einem einzigen ganzen Zentrum-plus-28-Kreis; kein Sternname ist identifiziert.	SOURCE_LOCUS_ADDRESS_ONLY; AUTHORIAL_START_DIRECTION_ROTATION_UNPROVEN	NONE	NONE	NONE	LOCAL_CELESTIAL_OR_FORMAL_OWNER_WITH_EXEMPLAR_VALUE; NO_LEXEME_OR_TRANSLATION
99	A2	f68r1	f68r1.25	1	239	A2:G049	otol	otol	DIRECT_VISIBLE	A2_STAR_STATION_17	A68_MULTIPANEL_STAR_ATLAS	MULTIPANEL_STAR_LABEL	sichtbarer lokal beschrifteter Sternplatz 17 im f68r1-Atlas	das lokale Label sitzt bei einem einzelnen Stern; zwischen Sternen gibt es keine Kante	Am Besitzer [A2_STAR_STATION_17] setze das vollständige opake Lokaletikett «otol». Setze das vollständige Etikett an genau diesen sichtbaren Sternplatz und schlage seinen Eintrag in dessen lokalem Paneel nach. Das Etikett bleibt eine abschreibbare lokale Identität, keine Wort- oder Kartenbedeutung.	VISIBLE_GROUP_AND_DIRECT_OWNER; FUNCTION_FROM_MASTER_EXEMPLAR	HIGH	mehrpaneeliger Sternatlas, Konstellationskatalog oder Mondstations-Merktafel	dekorative Stern-/Gesichtspaneele oder ein formaler Kopieratlas ohne bestimmbaren Kataloginhalt	Mehrere Paneele und mindestens fünf Zentren widersprechen einem einzigen ganzen Zentrum-plus-28-Kreis; kein Sternname ist identifiziert.	SOURCE_LOCUS_ADDRESS_ONLY; AUTHORIAL_START_DIRECTION_ROTATION_UNPROVEN	NONE	NONE	NONE	LOCAL_CELESTIAL_OR_FORMAL_OWNER_WITH_EXEMPLAR_VALUE; NO_LEXEME_OR_TRANSLATION
100	A2	f68r1	f68r1.26	1	240	A2:G050	otor	otor	DIRECT_VISIBLE	A2_STAR_STATION_18	A68_MULTIPANEL_STAR_ATLAS	MULTIPANEL_STAR_LABEL	sichtbarer lokal beschrifteter Sternplatz 18 im f68r1-Atlas	das lokale Label sitzt bei einem einzelnen Stern; zwischen Sternen gibt es keine Kante	Am Besitzer [A2_STAR_STATION_18] setze das vollständige opake Lokaletikett «otor». Setze das vollständige Etikett an genau diesen sichtbaren Sternplatz und schlage seinen Eintrag in dessen lokalem Paneel nach. Das Etikett bleibt eine abschreibbare lokale Identität, keine Wort- oder Kartenbedeutung.	VISIBLE_GROUP_AND_DIRECT_OWNER; FUNCTION_FROM_MASTER_EXEMPLAR	HIGH	mehrpaneeliger Sternatlas, Konstellationskatalog oder Mondstations-Merktafel	dekorative Stern-/Gesichtspaneele oder ein formaler Kopieratlas ohne bestimmbaren Kataloginhalt	Mehrere Paneele und mindestens fünf Zentren widersprechen einem einzigen ganzen Zentrum-plus-28-Kreis; kein Sternname ist identifiziert.	SOURCE_LOCUS_ADDRESS_ONLY; AUTHORIAL_START_DIRECTION_ROTATION_UNPROVEN	NONE	NONE	NONE	LOCAL_CELESTIAL_OR_FORMAL_OWNER_WITH_EXEMPLAR_VALUE; NO_LEXEME_OR_TRANSLATION
101	A2	f68r1	f68r1.27	1	241	A2:G051	oiinar	oiinar	DIRECT_VISIBLE	A2_STAR_STATION_19	A68_MULTIPANEL_STAR_ATLAS	MULTIPANEL_STAR_LABEL	sichtbarer lokal beschrifteter Sternplatz 19 im f68r1-Atlas	das lokale Label sitzt bei einem einzelnen Stern; zwischen Sternen gibt es keine Kante	Am Besitzer [A2_STAR_STATION_19] setze das vollständige opake Lokaletikett «oiinar». Setze das vollständige Etikett an genau diesen sichtbaren Sternplatz und schlage seinen Eintrag in dessen lokalem Paneel nach. Das Etikett bleibt eine abschreibbare lokale Identität, keine Wort- oder Kartenbedeutung.	VISIBLE_GROUP_AND_DIRECT_OWNER; FUNCTION_FROM_MASTER_EXEMPLAR	HIGH	mehrpaneeliger Sternatlas, Konstellationskatalog oder Mondstations-Merktafel	dekorative Stern-/Gesichtspaneele oder ein formaler Kopieratlas ohne bestimmbaren Kataloginhalt	Mehrere Paneele und mindestens fünf Zentren widersprechen einem einzigen ganzen Zentrum-plus-28-Kreis; kein Sternname ist identifiziert.	SOURCE_LOCUS_ADDRESS_ONLY; AUTHORIAL_START_DIRECTION_ROTATION_UNPROVEN	NONE	NONE	NONE	LOCAL_CELESTIAL_OR_FORMAL_OWNER_WITH_EXEMPLAR_VALUE; NO_LEXEME_OR_TRANSLATION
102	A2	f68r1	f68r1.28	1	242	A2:G052	okoldy	okoldy	DIRECT_VISIBLE	A2_STAR_STATION_20	A68_MULTIPANEL_STAR_ATLAS	MULTIPANEL_STAR_LABEL	sichtbarer lokal beschrifteter Sternplatz 20 im f68r1-Atlas	das lokale Label sitzt bei einem einzelnen Stern; zwischen Sternen gibt es keine Kante	Am Besitzer [A2_STAR_STATION_20] setze das vollständige opake Lokaletikett «okoldy». Setze das vollständige Etikett an genau diesen sichtbaren Sternplatz und schlage seinen Eintrag in dessen lokalem Paneel nach. Das Etikett bleibt eine abschreibbare lokale Identität, keine Wort- oder Kartenbedeutung.	VISIBLE_GROUP_AND_DIRECT_OWNER; FUNCTION_FROM_MASTER_EXEMPLAR	HIGH	mehrpaneeliger Sternatlas, Konstellationskatalog oder Mondstations-Merktafel	dekorative Stern-/Gesichtspaneele oder ein formaler Kopieratlas ohne bestimmbaren Kataloginhalt	Mehrere Paneele und mindestens fünf Zentren widersprechen einem einzigen ganzen Zentrum-plus-28-Kreis; kein Sternname ist identifiziert.	SOURCE_LOCUS_ADDRESS_ONLY; AUTHORIAL_START_DIRECTION_ROTATION_UNPROVEN	NONE	NONE	NONE	LOCAL_CELESTIAL_OR_FORMAL_OWNER_WITH_EXEMPLAR_VALUE; NO_LEXEME_OR_TRANSLATION
103	A2	f68r1	f68r1.29	1	243	A2:G053	ykchdy	ykchdy	DIRECT_VISIBLE	A2_STAR_STATION_21	A68_MULTIPANEL_STAR_ATLAS	MULTIPANEL_STAR_LABEL	sichtbarer lokal beschrifteter Sternplatz 21 im f68r1-Atlas	das lokale Label sitzt bei einem einzelnen Stern; zwischen Sternen gibt es keine Kante	Am Besitzer [A2_STAR_STATION_21] setze das vollständige opake Lokaletikett «ykchdy». Setze das vollständige Etikett an genau diesen sichtbaren Sternplatz und schlage seinen Eintrag in dessen lokalem Paneel nach. Das Etikett bleibt eine abschreibbare lokale Identität, keine Wort- oder Kartenbedeutung.	VISIBLE_GROUP_AND_DIRECT_OWNER; FUNCTION_FROM_MASTER_EXEMPLAR	HIGH	mehrpaneeliger Sternatlas, Konstellationskatalog oder Mondstations-Merktafel	dekorative Stern-/Gesichtspaneele oder ein formaler Kopieratlas ohne bestimmbaren Kataloginhalt	Mehrere Paneele und mindestens fünf Zentren widersprechen einem einzigen ganzen Zentrum-plus-28-Kreis; kein Sternname ist identifiziert.	SOURCE_LOCUS_ADDRESS_ONLY; AUTHORIAL_START_DIRECTION_ROTATION_UNPROVEN	NONE	NONE	NONE	LOCAL_CELESTIAL_OR_FORMAL_OWNER_WITH_EXEMPLAR_VALUE; NO_LEXEME_OR_TRANSLATION
104	A2	f68r1	f68r1.30	1	244	A2:G054	oeeody	oeeody	DIRECT_VISIBLE	A2_STAR_STATION_22	A68_MULTIPANEL_STAR_ATLAS	MULTIPANEL_STAR_LABEL	sichtbarer lokal beschrifteter Sternplatz 22 im f68r1-Atlas	das lokale Label sitzt bei einem einzelnen Stern; zwischen Sternen gibt es keine Kante	Am Besitzer [A2_STAR_STATION_22] setze das vollständige opake Lokaletikett «oeeody». Setze das vollständige Etikett an genau diesen sichtbaren Sternplatz und schlage seinen Eintrag in dessen lokalem Paneel nach. Das Etikett bleibt eine abschreibbare lokale Identität, keine Wort- oder Kartenbedeutung.	VISIBLE_GROUP_AND_DIRECT_OWNER; FUNCTION_FROM_MASTER_EXEMPLAR	HIGH	mehrpaneeliger Sternatlas, Konstellationskatalog oder Mondstations-Merktafel	dekorative Stern-/Gesichtspaneele oder ein formaler Kopieratlas ohne bestimmbaren Kataloginhalt	Mehrere Paneele und mindestens fünf Zentren widersprechen einem einzigen ganzen Zentrum-plus-28-Kreis; kein Sternname ist identifiziert.	SOURCE_LOCUS_ADDRESS_ONLY; AUTHORIAL_START_DIRECTION_ROTATION_UNPROVEN	NONE	NONE	NONE	LOCAL_CELESTIAL_OR_FORMAL_OWNER_WITH_EXEMPLAR_VALUE; NO_LEXEME_OR_TRANSLATION
105	A2	f68r1	f68r1.31	1	245	A2:G055	ocphy	ocphy	DIRECT_VISIBLE	A2_STAR_STATION_23	A68_MULTIPANEL_STAR_ATLAS	MULTIPANEL_STAR_LABEL	sichtbarer lokal beschrifteter Sternplatz 23 im f68r1-Atlas	das lokale Label sitzt bei einem einzelnen Stern; zwischen Sternen gibt es keine Kante	Am Besitzer [A2_STAR_STATION_23] setze das vollständige opake Lokaletikett «ocphy». Setze das vollständige Etikett an genau diesen sichtbaren Sternplatz und schlage seinen Eintrag in dessen lokalem Paneel nach. Das Etikett bleibt eine abschreibbare lokale Identität, keine Wort- oder Kartenbedeutung.	VISIBLE_GROUP_AND_DIRECT_OWNER; FUNCTION_FROM_MASTER_EXEMPLAR	HIGH	mehrpaneeliger Sternatlas, Konstellationskatalog oder Mondstations-Merktafel	dekorative Stern-/Gesichtspaneele oder ein formaler Kopieratlas ohne bestimmbaren Kataloginhalt	Mehrere Paneele und mindestens fünf Zentren widersprechen einem einzigen ganzen Zentrum-plus-28-Kreis; kein Sternname ist identifiziert.	SOURCE_LOCUS_ADDRESS_ONLY; AUTHORIAL_START_DIRECTION_ROTATION_UNPROVEN	NONE	NONE	NONE	LOCAL_CELESTIAL_OR_FORMAL_OWNER_WITH_EXEMPLAR_VALUE; NO_LEXEME_OR_TRANSLATION
106	A2	f68r1	f68r1.32	1	246	A2:G056	okeeodal	okeeodal	DIRECT_VISIBLE	A2_STAR_STATION_24	A68_MULTIPANEL_STAR_ATLAS	MULTIPANEL_STAR_LABEL	sichtbarer lokal beschrifteter Sternplatz 24 im f68r1-Atlas	das lokale Label sitzt bei einem einzelnen Stern; zwischen Sternen gibt es keine Kante	Am Besitzer [A2_STAR_STATION_24] setze das vollständige opake Lokaletikett «okeeodal». Setze das vollständige Etikett an genau diesen sichtbaren Sternplatz und schlage seinen Eintrag in dessen lokalem Paneel nach. Das Etikett bleibt eine abschreibbare lokale Identität, keine Wort- oder Kartenbedeutung.	VISIBLE_GROUP_AND_DIRECT_OWNER; FUNCTION_FROM_MASTER_EXEMPLAR	HIGH	mehrpaneeliger Sternatlas, Konstellationskatalog oder Mondstations-Merktafel	dekorative Stern-/Gesichtspaneele oder ein formaler Kopieratlas ohne bestimmbaren Kataloginhalt	Mehrere Paneele und mindestens fünf Zentren widersprechen einem einzigen ganzen Zentrum-plus-28-Kreis; kein Sternname ist identifiziert.	SOURCE_LOCUS_ADDRESS_ONLY; AUTHORIAL_START_DIRECTION_ROTATION_UNPROVEN	NONE	NONE	NONE	LOCAL_CELESTIAL_OR_FORMAL_OWNER_WITH_EXEMPLAR_VALUE; NO_LEXEME_OR_TRANSLATION
107	A2	f68r1	f68r1.33	1	247	A2:G057	okshor	okshor	DIRECT_VISIBLE	A2_STAR_STATION_25	A68_MULTIPANEL_STAR_ATLAS	MULTIPANEL_STAR_LABEL	sichtbarer lokal beschrifteter Sternplatz 25 im f68r1-Atlas	das lokale Label sitzt bei einem einzelnen Stern; zwischen Sternen gibt es keine Kante	Am Besitzer [A2_STAR_STATION_25] setze das vollständige opake Lokaletikett «okshor». Setze das vollständige Etikett an genau diesen sichtbaren Sternplatz und schlage seinen Eintrag in dessen lokalem Paneel nach. Das Etikett bleibt eine abschreibbare lokale Identität, keine Wort- oder Kartenbedeutung.	VISIBLE_GROUP_AND_DIRECT_OWNER; FUNCTION_FROM_MASTER_EXEMPLAR	HIGH	mehrpaneeliger Sternatlas, Konstellationskatalog oder Mondstations-Merktafel	dekorative Stern-/Gesichtspaneele oder ein formaler Kopieratlas ohne bestimmbaren Kataloginhalt	Mehrere Paneele und mindestens fünf Zentren widersprechen einem einzigen ganzen Zentrum-plus-28-Kreis; kein Sternname ist identifiziert.	SOURCE_LOCUS_ADDRESS_ONLY; AUTHORIAL_START_DIRECTION_ROTATION_UNPROVEN	NONE	NONE	NONE	LOCAL_CELESTIAL_OR_FORMAL_OWNER_WITH_EXEMPLAR_VALUE; NO_LEXEME_OR_TRANSLATION
