local_locus_id	diagram_id	page	source_locus	locus_ordinal_editorial	group_count	local_group_ids	surface_sequence_display_only_exact	v75_local_namespace	v75_instrument_id	smallest_visible_owner	owner_status	local_lookup_address	source_class	formal_role_sequence_address_only	complete_concrete_technical_locus_reading	orientation_and_start_alternatives	crosspage_contract	confidence	iatromedical_rival	formal_iconographic_rival	visible_basis	contradiction	semantic_ceiling
A2:L021	A2	f68r1	f68r1.21	21	1	A2:G045	ockhy	F68_LOCAL_STAR_SLOT_NS	F68_UNASSIGNED_LOCAL_STAR_STATIONS	A2_STAR_STATION_13	DIRECT_VISIBLE	F68_LOCAL_STAR_SLOT_NS/A2_STAR_STATION_13	OPAQUE_GROUP_AT_DIRECT_VISIBLE_LOCAL_SLOT	SPATIAL_ADDRESS_LABEL	Öffne den direkt gezeichneten f68r1-Sternplatz S13. Kopiere die sichtbare Gruppe „ockhy“ als Fragment 1/1 in den örtlichen Ergebnisposten. Halte Paneel und Gesichtszentrum lokal unbestimmt und rufe niemals f69v auf.	DIRECT_DRAWN_LOCUS|PANEL_LOCAL_RADIAL|CENTRE_OUTWARD|EDITORIAL_SOURCE_ORDER;SELECTED=NONE	PAGE_LOCAL_ONLY;NO_F68_F69_JOIN;NO_COMMON_DIRECTION;NO_PROSE_CARD_VALUE	0.43	IATROMEDICAL_RIVAL: local lunar, stellar, or election station under an unresolved panel owner.	FORMAL_RIVAL: independent star label or spatial catalogue item.	das lokale Label sitzt bei einem einzelnen Stern; zwischen Sternen gibt es keine Kante	das lokale Label sitzt bei einem einzelnen Stern; zwischen Sternen gibt es keine Kante. Die Seite zeigt mehrere Paneele und mindestens fünf Zentren; ein gemeinsames Zentrum-plus-28-Objekt ist nicht sichtbar. Start, Richtung und der konkrete Exemplarwert bleiben unbestimmt; F68_LOCAL_STAR_SLOT_NS ist nur eine lokale Werkstattadresse.	LOCAL_LOOKUP_LOCUS_NOT_WORD_CARD_MEANING_OR_TRANSLATION
A2:L022	A2	f68r1	f68r1.22	22	1	A2:G046	ofcheor	F68_LOCAL_STAR_SLOT_NS	F68_UNASSIGNED_LOCAL_STAR_STATIONS	A2_STAR_STATION_14	DIRECT_VISIBLE	F68_LOCAL_STAR_SLOT_NS/A2_STAR_STATION_14	OPAQUE_GROUP_AT_DIRECT_VISIBLE_LOCAL_SLOT	SPATIAL_ADDRESS_LABEL	Öffne den direkt gezeichneten f68r1-Sternplatz S14. Kopiere die sichtbare Gruppe „ofcheor“ als Fragment 1/1 in den örtlichen Ergebnisposten. Halte Paneel und Gesichtszentrum lokal unbestimmt und rufe niemals f69v auf.	DIRECT_DRAWN_LOCUS|PANEL_LOCAL_RADIAL|CENTRE_OUTWARD|EDITORIAL_SOURCE_ORDER;SELECTED=NONE	PAGE_LOCAL_ONLY;NO_F68_F69_JOIN;NO_COMMON_DIRECTION;NO_PROSE_CARD_VALUE	0.43	IATROMEDICAL_RIVAL: local lunar, stellar, or election station under an unresolved panel owner.	FORMAL_RIVAL: independent star label or spatial catalogue item.	das lokale Label sitzt bei einem einzelnen Stern; zwischen Sternen gibt es keine Kante	das lokale Label sitzt bei einem einzelnen Stern; zwischen Sternen gibt es keine Kante. Die Seite zeigt mehrere Paneele und mindestens fünf Zentren; ein gemeinsames Zentrum-plus-28-Objekt ist nicht sichtbar. Start, Richtung und der konkrete Exemplarwert bleiben unbestimmt; F68_LOCAL_STAR_SLOT_NS ist nur eine lokale Werkstattadresse.	LOCAL_LOOKUP_LOCUS_NOT_WORD_CARD_MEANING_OR_TRANSLATION
A2:L023	A2	f68r1	f68r1.23	23	1	A2:G047	otchdy	F68_LOCAL_STAR_SLOT_NS	F68_UNASSIGNED_LOCAL_STAR_STATIONS	A2_STAR_STATION_15	DIRECT_VISIBLE	F68_LOCAL_STAR_SLOT_NS/A2_STAR_STATION_15	OPAQUE_GROUP_AT_DIRECT_VISIBLE_LOCAL_SLOT	SPATIAL_ADDRESS_LABEL	Öffne den direkt gezeichneten f68r1-Sternplatz S15. Kopiere die sichtbare Gruppe „otchdy“ als Fragment 1/1 in den örtlichen Ergebnisposten. Halte Paneel und Gesichtszentrum lokal unbestimmt und rufe niemals f69v auf.	DIRECT_DRAWN_LOCUS|PANEL_LOCAL_RADIAL|CENTRE_OUTWARD|EDITORIAL_SOURCE_ORDER;SELECTED=NONE	PAGE_LOCAL_ONLY;NO_F68_F69_JOIN;NO_COMMON_DIRECTION;NO_PROSE_CARD_VALUE	0.43	IATROMEDICAL_RIVAL: local lunar, stellar, or election station under an unresolved panel owner.	FORMAL_RIVAL: independent star label or spatial catalogue item.	das lokale Label sitzt bei einem einzelnen Stern; zwischen Sternen gibt es keine Kante	das lokale Label sitzt bei einem einzelnen Stern; zwischen Sternen gibt es keine Kante. Die Seite zeigt mehrere Paneele und mindestens fünf Zentren; ein gemeinsames Zentrum-plus-28-Objekt ist nicht sichtbar. Start, Richtung und der konkrete Exemplarwert bleiben unbestimmt; F68_LOCAL_STAR_SLOT_NS ist nur eine lokale Werkstattadresse.	LOCAL_LOOKUP_LOCUS_NOT_WORD_CARD_MEANING_OR_TRANSLATION
A2:L024	A2	f68r1	f68r1.24	24	1	A2:G048	otykchs	F68_LOCAL_STAR_SLOT_NS	F68_UNASSIGNED_LOCAL_STAR_STATIONS	A2_STAR_STATION_16	DIRECT_VISIBLE	F68_LOCAL_STAR_SLOT_NS/A2_STAR_STATION_16	OPAQUE_GROUP_AT_DIRECT_VISIBLE_LOCAL_SLOT	SPATIAL_ADDRESS_LABEL	Öffne den direkt gezeichneten f68r1-Sternplatz S16. Kopiere die sichtbare Gruppe „otykchs“ als Fragment 1/1 in den örtlichen Ergebnisposten. Halte Paneel und Gesichtszentrum lokal unbestimmt und rufe niemals f69v auf.	DIRECT_DRAWN_LOCUS|PANEL_LOCAL_RADIAL|CENTRE_OUTWARD|EDITORIAL_SOURCE_ORDER;SELECTED=NONE	PAGE_LOCAL_ONLY;NO_F68_F69_JOIN;NO_COMMON_DIRECTION;NO_PROSE_CARD_VALUE	0.43	IATROMEDICAL_RIVAL: local lunar, stellar, or election station under an unresolved panel owner.	FORMAL_RIVAL: independent star label or spatial catalogue item.	das lokale Label sitzt bei einem einzelnen Stern; zwischen Sternen gibt es keine Kante	das lokale Label sitzt bei einem einzelnen Stern; zwischen Sternen gibt es keine Kante. Die Seite zeigt mehrere Paneele und mindestens fünf Zentren; ein gemeinsames Zentrum-plus-28-Objekt ist nicht sichtbar. Start, Richtung und der konkrete Exemplarwert bleiben unbestimmt; F68_LOCAL_STAR_SLOT_NS ist nur eine lokale Werkstattadresse.	LOCAL_LOOKUP_LOCUS_NOT_WORD_CARD_MEANING_OR_TRANSLATION
A2:L025	A2	f68r1	f68r1.25	25	1	A2:G049	otol	F68_LOCAL_STAR_SLOT_NS	F68_UNASSIGNED_LOCAL_STAR_STATIONS	A2_STAR_STATION_17	DIRECT_VISIBLE	F68_LOCAL_STAR_SLOT_NS/A2_STAR_STATION_17	OPAQUE_GROUP_AT_DIRECT_VISIBLE_LOCAL_SLOT	SPATIAL_ADDRESS_LABEL	Öffne den direkt gezeichneten f68r1-Sternplatz S17. Kopiere die sichtbare Gruppe „otol“ als Fragment 1/1 in den örtlichen Ergebnisposten. Halte Paneel und Gesichtszentrum lokal unbestimmt und rufe niemals f69v auf.	DIRECT_DRAWN_LOCUS|PANEL_LOCAL_RADIAL|CENTRE_OUTWARD|EDITORIAL_SOURCE_ORDER;SELECTED=NONE	PAGE_LOCAL_ONLY;NO_F68_F69_JOIN;NO_COMMON_DIRECTION;NO_PROSE_CARD_VALUE	0.43	IATROMEDICAL_RIVAL: local lunar, stellar, or election station under an unresolved panel owner.	FORMAL_RIVAL: independent star label or spatial catalogue item.	das lokale Label sitzt bei einem einzelnen Stern; zwischen Sternen gibt es keine Kante	das lokale Label sitzt bei einem einzelnen Stern; zwischen Sternen gibt es keine Kante. Die Seite zeigt mehrere Paneele und mindestens fünf Zentren; ein gemeinsames Zentrum-plus-28-Objekt ist nicht sichtbar. Start, Richtung und der konkrete Exemplarwert bleiben unbestimmt; F68_LOCAL_STAR_SLOT_NS ist nur eine lokale Werkstattadresse.	LOCAL_LOOKUP_LOCUS_NOT_WORD_CARD_MEANING_OR_TRANSLATION
A2:L026	A2	f68r1	f68r1.26	26	1	A2:G050	otor	F68_LOCAL_STAR_SLOT_NS	F68_UNASSIGNED_LOCAL_STAR_STATIONS	A2_STAR_STATION_18	DIRECT_VISIBLE	F68_LOCAL_STAR_SLOT_NS/A2_STAR_STATION_18	OPAQUE_GROUP_AT_DIRECT_VISIBLE_LOCAL_SLOT	SPATIAL_ADDRESS_LABEL	Öffne den direkt gezeichneten f68r1-Sternplatz S18. Kopiere die sichtbare Gruppe „otor“ als Fragment 1/1 in den örtlichen Ergebnisposten. Halte Paneel und Gesichtszentrum lokal unbestimmt und rufe niemals f69v auf.	DIRECT_DRAWN_LOCUS|PANEL_LOCAL_RADIAL|CENTRE_OUTWARD|EDITORIAL_SOURCE_ORDER;SELECTED=NONE	PAGE_LOCAL_ONLY;NO_F68_F69_JOIN;NO_COMMON_DIRECTION;NO_PROSE_CARD_VALUE	0.43	IATROMEDICAL_RIVAL: local lunar, stellar, or election station under an unresolved panel owner.	FORMAL_RIVAL: independent star label or spatial catalogue item.	das lokale Label sitzt bei einem einzelnen Stern; zwischen Sternen gibt es keine Kante	das lokale Label sitzt bei einem einzelnen Stern; zwischen Sternen gibt es keine Kante. Die Seite zeigt mehrere Paneele und mindestens fünf Zentren; ein gemeinsames Zentrum-plus-28-Objekt ist nicht sichtbar. Start, Richtung und der konkrete Exemplarwert bleiben unbestimmt; F68_LOCAL_STAR_SLOT_NS ist nur eine lokale Werkstattadresse.	LOCAL_LOOKUP_LOCUS_NOT_WORD_CARD_MEANING_OR_TRANSLATION
A2:L027	A2	f68r1	f68r1.27	27	1	A2:G051	oiinar	F68_LOCAL_STAR_SLOT_NS	F68_UNASSIGNED_LOCAL_STAR_STATIONS	A2_STAR_STATION_19	DIRECT_VISIBLE	F68_LOCAL_STAR_SLOT_NS/A2_STAR_STATION_19	OPAQUE_GROUP_AT_DIRECT_VISIBLE_LOCAL_SLOT	SPATIAL_ADDRESS_LABEL	Öffne den direkt gezeichneten f68r1-Sternplatz S19. Kopiere die sichtbare Gruppe „oiinar“ als Fragment 1/1 in den örtlichen Ergebnisposten. Halte Paneel und Gesichtszentrum lokal unbestimmt und rufe niemals f69v auf.	DIRECT_DRAWN_LOCUS|PANEL_LOCAL_RADIAL|CENTRE_OUTWARD|EDITORIAL_SOURCE_ORDER;SELECTED=NONE	PAGE_LOCAL_ONLY;NO_F68_F69_JOIN;NO_COMMON_DIRECTION;NO_PROSE_CARD_VALUE	0.43	IATROMEDICAL_RIVAL: local lunar, stellar, or election station under an unresolved panel owner.	FORMAL_RIVAL: independent star label or spatial catalogue item.	das lokale Label sitzt bei einem einzelnen Stern; zwischen Sternen gibt es keine Kante	das lokale Label sitzt bei einem einzelnen Stern; zwischen Sternen gibt es keine Kante. Die Seite zeigt mehrere Paneele und mindestens fünf Zentren; ein gemeinsames Zentrum-plus-28-Objekt ist nicht sichtbar. Start, Richtung und der konkrete Exemplarwert bleiben unbestimmt; F68_LOCAL_STAR_SLOT_NS ist nur eine lokale Werkstattadresse.	LOCAL_LOOKUP_LOCUS_NOT_WORD_CARD_MEANING_OR_TRANSLATION
A2:L028	A2	f68r1	f68r1.28	28	1	A2:G052	okoldy	F68_LOCAL_STAR_SLOT_NS	F68_UNASSIGNED_LOCAL_STAR_STATIONS	A2_STAR_STATION_20	DIRECT_VISIBLE	F68_LOCAL_STAR_SLOT_NS/A2_STAR_STATION_20	OPAQUE_GROUP_AT_DIRECT_VISIBLE_LOCAL_SLOT	SPATIAL_ADDRESS_LABEL	Öffne den direkt gezeichneten f68r1-Sternplatz S20. Kopiere die sichtbare Gruppe „okoldy“ als Fragment 1/1 in den örtlichen Ergebnisposten. Halte Paneel und Gesichtszentrum lokal unbestimmt und rufe niemals f69v auf.	DIRECT_DRAWN_LOCUS|PANEL_LOCAL_RADIAL|CENTRE_OUTWARD|EDITORIAL_SOURCE_ORDER;SELECTED=NONE	PAGE_LOCAL_ONLY;NO_F68_F69_JOIN;NO_COMMON_DIRECTION;NO_PROSE_CARD_VALUE	0.43	IATROMEDICAL_RIVAL: local lunar, stellar, or election station under an unresolved panel owner.	FORMAL_RIVAL: independent star label or spatial catalogue item.	das lokale Label sitzt bei einem einzelnen Stern; zwischen Sternen gibt es keine Kante	das lokale Label sitzt bei einem einzelnen Stern; zwischen Sternen gibt es keine Kante. Die Seite zeigt mehrere Paneele und mindestens fünf Zentren; ein gemeinsames Zentrum-plus-28-Objekt ist nicht sichtbar. Start, Richtung und der konkrete Exemplarwert bleiben unbestimmt; F68_LOCAL_STAR_SLOT_NS ist nur eine lokale Werkstattadresse.	LOCAL_LOOKUP_LOCUS_NOT_WORD_CARD_MEANING_OR_TRANSLATION
A2:L029	A2	f68r1	f68r1.29	29	1	A2:G053	ykchdy	F68_LOCAL_STAR_SLOT_NS	F68_UNASSIGNED_LOCAL_STAR_STATIONS	A2_STAR_STATION_21	DIRECT_VISIBLE	F68_LOCAL_STAR_SLOT_NS/A2_STAR_STATION_21	OPAQUE_GROUP_AT_DIRECT_VISIBLE_LOCAL_SLOT	SPATIAL_ADDRESS_LABEL	Öffne den direkt gezeichneten f68r1-Sternplatz S21. Kopiere die sichtbare Gruppe „ykchdy“ als Fragment 1/1 in den örtlichen Ergebnisposten. Halte Paneel und Gesichtszentrum lokal unbestimmt und rufe niemals f69v auf.	DIRECT_DRAWN_LOCUS|PANEL_LOCAL_RADIAL|CENTRE_OUTWARD|EDITORIAL_SOURCE_ORDER;SELECTED=NONE	PAGE_LOCAL_ONLY;NO_F68_F69_JOIN;NO_COMMON_DIRECTION;NO_PROSE_CARD_VALUE	0.43	IATROMEDICAL_RIVAL: local lunar, stellar, or election station under an unresolved panel owner.	FORMAL_RIVAL: independent star label or spatial catalogue item.	das lokale Label sitzt bei einem einzelnen Stern; zwischen Sternen gibt es keine Kante	das lokale Label sitzt bei einem einzelnen Stern; zwischen Sternen gibt es keine Kante. Die Seite zeigt mehrere Paneele und mindestens fünf Zentren; ein gemeinsames Zentrum-plus-28-Objekt ist nicht sichtbar. Start, Richtung und der konkrete Exemplarwert bleiben unbestimmt; F68_LOCAL_STAR_SLOT_NS ist nur eine lokale Werkstattadresse.	LOCAL_LOOKUP_LOCUS_NOT_WORD_CARD_MEANING_OR_TRANSLATION
A2:L030	A2	f68r1	f68r1.30	30	1	A2:G054	oeeody	F68_LOCAL_STAR_SLOT_NS	F68_UNASSIGNED_LOCAL_STAR_STATIONS	A2_STAR_STATION_22	DIRECT_VISIBLE	F68_LOCAL_STAR_SLOT_NS/A2_STAR_STATION_22	OPAQUE_GROUP_AT_DIRECT_VISIBLE_LOCAL_SLOT	SPATIAL_ADDRESS_LABEL	Öffne den direkt gezeichneten f68r1-Sternplatz S22. Kopiere die sichtbare Gruppe „oeeody“ als Fragment 1/1 in den örtlichen Ergebnisposten. Halte Paneel und Gesichtszentrum lokal unbestimmt und rufe niemals f69v auf.	DIRECT_DRAWN_LOCUS|PANEL_LOCAL_RADIAL|CENTRE_OUTWARD|EDITORIAL_SOURCE_ORDER;SELECTED=NONE	PAGE_LOCAL_ONLY;NO_F68_F69_JOIN;NO_COMMON_DIRECTION;NO_PROSE_CARD_VALUE	0.43	IATROMEDICAL_RIVAL: local lunar, stellar, or election station under an unresolved panel owner.	FORMAL_RIVAL: independent star label or spatial catalogue item.	das lokale Label sitzt bei einem einzelnen Stern; zwischen Sternen gibt es keine Kante	das lokale Label sitzt bei einem einzelnen Stern; zwischen Sternen gibt es keine Kante. Die Seite zeigt mehrere Paneele und mindestens fünf Zentren; ein gemeinsames Zentrum-plus-28-Objekt ist nicht sichtbar. Start, Richtung und der konkrete Exemplarwert bleiben unbestimmt; F68_LOCAL_STAR_SLOT_NS ist nur eine lokale Werkstattadresse.	LOCAL_LOOKUP_LOCUS_NOT_WORD_CARD_MEANING_OR_TRANSLATION
A2:L031	A2	f68r1	f68r1.31	31	1	A2:G055	ocphy	F68_LOCAL_STAR_SLOT_NS	F68_UNASSIGNED_LOCAL_STAR_STATIONS	A2_STAR_STATION_23	DIRECT_VISIBLE	F68_LOCAL_STAR_SLOT_NS/A2_STAR_STATION_23	OPAQUE_GROUP_AT_DIRECT_VISIBLE_LOCAL_SLOT	SPATIAL_ADDRESS_LABEL	Öffne den direkt gezeichneten f68r1-Sternplatz S23. Kopiere die sichtbare Gruppe „ocphy“ als Fragment 1/1 in den örtlichen Ergebnisposten. Halte Paneel und Gesichtszentrum lokal unbestimmt und rufe niemals f69v auf.	DIRECT_DRAWN_LOCUS|PANEL_LOCAL_RADIAL|CENTRE_OUTWARD|EDITORIAL_SOURCE_ORDER;SELECTED=NONE	PAGE_LOCAL_ONLY;NO_F68_F69_JOIN;NO_COMMON_DIRECTION;NO_PROSE_CARD_VALUE	0.43	IATROMEDICAL_RIVAL: local lunar, stellar, or election station under an unresolved panel owner.	FORMAL_RIVAL: independent star label or spatial catalogue item.	das lokale Label sitzt bei einem einzelnen Stern; zwischen Sternen gibt es keine Kante	das lokale Label sitzt bei einem einzelnen Stern; zwischen Sternen gibt es keine Kante. Die Seite zeigt mehrere Paneele und mindestens fünf Zentren; ein gemeinsames Zentrum-plus-28-Objekt ist nicht sichtbar. Start, Richtung und der konkrete Exemplarwert bleiben unbestimmt; F68_LOCAL_STAR_SLOT_NS ist nur eine lokale Werkstattadresse.	LOCAL_LOOKUP_LOCUS_NOT_WORD_CARD_MEANING_OR_TRANSLATION
A2:L032	A2	f68r1	f68r1.32	32	1	A2:G056	okeeodal	F68_LOCAL_STAR_SLOT_NS	F68_UNASSIGNED_LOCAL_STAR_STATIONS	A2_STAR_STATION_24	DIRECT_VISIBLE	F68_LOCAL_STAR_SLOT_NS/A2_STAR_STATION_24	OPAQUE_GROUP_AT_DIRECT_VISIBLE_LOCAL_SLOT	SPATIAL_ADDRESS_LABEL	Öffne den direkt gezeichneten f68r1-Sternplatz S24. Kopiere die sichtbare Gruppe „okeeodal“ als Fragment 1/1 in den örtlichen Ergebnisposten. Halte Paneel und Gesichtszentrum lokal unbestimmt und rufe niemals f69v auf.	DIRECT_DRAWN_LOCUS|PANEL_LOCAL_RADIAL|CENTRE_OUTWARD|EDITORIAL_SOURCE_ORDER;SELECTED=NONE	PAGE_LOCAL_ONLY;NO_F68_F69_JOIN;NO_COMMON_DIRECTION;NO_PROSE_CARD_VALUE	0.43	IATROMEDICAL_RIVAL: local lunar, stellar, or election station under an unresolved panel owner.	FORMAL_RIVAL: independent star label or spatial catalogue item.	das lokale Label sitzt bei einem einzelnen Stern; zwischen Sternen gibt es keine Kante	das lokale Label sitzt bei einem einzelnen Stern; zwischen Sternen gibt es keine Kante. Die Seite zeigt mehrere Paneele und mindestens fünf Zentren; ein gemeinsames Zentrum-plus-28-Objekt ist nicht sichtbar. Start, Richtung und der konkrete Exemplarwert bleiben unbestimmt; F68_LOCAL_STAR_SLOT_NS ist nur eine lokale Werkstattadresse.	LOCAL_LOOKUP_LOCUS_NOT_WORD_CARD_MEANING_OR_TRANSLATION
A2:L033	A2	f68r1	f68r1.33	33	1	A2:G057	okshor	F68_LOCAL_STAR_SLOT_NS	F68_UNASSIGNED_LOCAL_STAR_STATIONS	A2_STAR_STATION_25	DIRECT_VISIBLE	F68_LOCAL_STAR_SLOT_NS/A2_STAR_STATION_25	OPAQUE_GROUP_AT_DIRECT_VISIBLE_LOCAL_SLOT	SPATIAL_ADDRESS_LABEL	Öffne den direkt gezeichneten f68r1-Sternplatz S25. Kopiere die sichtbare Gruppe „okshor“ als Fragment 1/1 in den örtlichen Ergebnisposten. Halte Paneel und Gesichtszentrum lokal unbestimmt und rufe niemals f69v auf.	DIRECT_DRAWN_LOCUS|PANEL_LOCAL_RADIAL|CENTRE_OUTWARD|EDITORIAL_SOURCE_ORDER;SELECTED=NONE	PAGE_LOCAL_ONLY;NO_F68_F69_JOIN;NO_COMMON_DIRECTION;NO_PROSE_CARD_VALUE	0.43	IATROMEDICAL_RIVAL: local lunar, stellar, or election station under an unresolved panel owner.	FORMAL_RIVAL: independent star label or spatial catalogue item.	das lokale Label sitzt bei einem einzelnen Stern; zwischen Sternen gibt es keine Kante	das lokale Label sitzt bei einem einzelnen Stern; zwischen Sternen gibt es keine Kante. Die Seite zeigt mehrere Paneele und mindestens fünf Zentren; ein gemeinsames Zentrum-plus-28-Objekt ist nicht sichtbar. Start, Richtung und der konkrete Exemplarwert bleiben unbestimmt; F68_LOCAL_STAR_SLOT_NS ist nur eine lokale Werkstattadresse.	LOCAL_LOOKUP_LOCUS_NOT_WORD_CARD_MEANING_OR_TRANSLATION
A2:L034	A2	f68r1	f68r1.34	34	1	A2:G058	osdaiin	F68_LOCAL_STAR_SLOT_NS	F68_UNASSIGNED_LOCAL_STAR_STATIONS	A2_STAR_STATION_26	DIRECT_VISIBLE	F68_LOCAL_STAR_SLOT_NS/A2_STAR_STATION_26	OPAQUE_GROUP_AT_DIRECT_VISIBLE_LOCAL_SLOT	SPATIAL_ADDRESS_LABEL	Öffne den direkt gezeichneten f68r1-Sternplatz S26. Kopiere die sichtbare Gruppe „osdaiin“ als Fragment 1/1 in den örtlichen Ergebnisposten. Halte Paneel und Gesichtszentrum lokal unbestimmt und rufe niemals f69v auf.	DIRECT_DRAWN_LOCUS|PANEL_LOCAL_RADIAL|CENTRE_OUTWARD|EDITORIAL_SOURCE_ORDER;SELECTED=NONE	PAGE_LOCAL_ONLY;NO_F68_F69_JOIN;NO_COMMON_DIRECTION;NO_PROSE_CARD_VALUE	0.43	IATROMEDICAL_RIVAL: local lunar, stellar, or election station under an unresolved panel owner.	FORMAL_RIVAL: independent star label or spatial catalogue item.	das lokale Label sitzt bei einem einzelnen Stern; zwischen Sternen gibt es keine Kante	das lokale Label sitzt bei einem einzelnen Stern; zwischen Sternen gibt es keine Kante. Die Seite zeigt mehrere Paneele und mindestens fünf Zentren; ein gemeinsames Zentrum-plus-28-Objekt ist nicht sichtbar. Start, Richtung und der konkrete Exemplarwert bleiben unbestimmt; F68_LOCAL_STAR_SLOT_NS ist nur eine lokale Werkstattadresse.	LOCAL_LOOKUP_LOCUS_NOT_WORD_CARD_MEANING_OR_TRANSLATION
A2:L035	A2	f68r1	f68r1.35	35	1	A2:G059	otochedy	F68_LOCAL_STAR_SLOT_NS	F68_UNASSIGNED_LOCAL_STAR_STATIONS	A2_STAR_STATION_27	DIRECT_VISIBLE	F68_LOCAL_STAR_SLOT_NS/A2_STAR_STATION_27	OPAQUE_GROUP_AT_DIRECT_VISIBLE_LOCAL_SLOT	SPATIAL_ADDRESS_LABEL	Öffne den direkt gezeichneten f68r1-Sternplatz S27. Kopiere die sichtbare Gruppe „otochedy“ als Fragment 1/1 in den örtlichen Ergebnisposten. Halte Paneel und Gesichtszentrum lokal unbestimmt und rufe niemals f69v auf.	DIRECT_DRAWN_LOCUS|PANEL_LOCAL_RADIAL|CENTRE_OUTWARD|EDITORIAL_SOURCE_ORDER;SELECTED=NONE	PAGE_LOCAL_ONLY;NO_F68_F69_JOIN;NO_COMMON_DIRECTION;NO_PROSE_CARD_VALUE	0.43	IATROMEDICAL_RIVAL: local lunar, stellar, or election station under an unresolved panel owner.	FORMAL_RIVAL: independent star label or spatial catalogue item.	das lokale Label sitzt bei einem einzelnen Stern; zwischen Sternen gibt es keine Kante	das lokale Label sitzt bei einem einzelnen Stern; zwischen Sternen gibt es keine Kante. Die Seite zeigt mehrere Paneele und mindestens fünf Zentren; ein gemeinsames Zentrum-plus-28-Objekt ist nicht sichtbar. Start, Richtung und der konkrete Exemplarwert bleiben unbestimmt; F68_LOCAL_STAR_SLOT_NS ist nur eine lokale Werkstattadresse.	LOCAL_LOOKUP_LOCUS_NOT_WORD_CARD_MEANING_OR_TRANSLATION
A2:L036	A2	f68r1	f68r1.36	36	1	A2:G060	dolchedy	F68_LOCAL_STAR_SLOT_NS	F68_UNASSIGNED_LOCAL_STAR_STATIONS	A2_STAR_STATION_28	DIRECT_VISIBLE	F68_LOCAL_STAR_SLOT_NS/A2_STAR_STATION_28	OPAQUE_GROUP_AT_DIRECT_VISIBLE_LOCAL_SLOT	SPATIAL_ADDRESS_LABEL	Öffne den direkt gezeichneten f68r1-Sternplatz S28. Kopiere die sichtbare Gruppe „dolchedy“ als Fragment 1/1 in den örtlichen Ergebnisposten. Halte Paneel und Gesichtszentrum lokal unbestimmt und rufe niemals f69v auf.	DIRECT_DRAWN_LOCUS|PANEL_LOCAL_RADIAL|CENTRE_OUTWARD|EDITORIAL_SOURCE_ORDER;SELECTED=NONE	PAGE_LOCAL_ONLY;NO_F68_F69_JOIN;NO_COMMON_DIRECTION;NO_PROSE_CARD_VALUE	0.43	IATROMEDICAL_RIVAL: local lunar, stellar, or election station under an unresolved panel owner.	FORMAL_RIVAL: independent star label or spatial catalogue item.	das lokale Label sitzt bei einem einzelnen Stern; zwischen Sternen gibt es keine Kante	das lokale Label sitzt bei einem einzelnen Stern; zwischen Sternen gibt es keine Kante. Die Seite zeigt mehrere Paneele und mindestens fünf Zentren; ein gemeinsames Zentrum-plus-28-Objekt ist nicht sichtbar. Start, Richtung und der konkrete Exemplarwert bleiben unbestimmt; F68_LOCAL_STAR_SLOT_NS ist nur eine lokale Werkstattadresse.	LOCAL_LOOKUP_LOCUS_NOT_WORD_CARD_MEANING_OR_TRANSLATION
