field_serial	field_id	page	record_unit_id	locus	field_ordinal_in_locus	field_ordinal_in_record	event_count	surface_sequence	formal_sequence_opaque	FORMAL_VALUE	source_closure_status	boundary_before	statement_id	field_position_in_statement	statement_spans_physical_lines	exact_short_mnemonics_in_field	exact_anchor_count_in_field	unknown_exemplar_events_in_field	anchor_silent_trace_in_field	canonical_local_expansion_unchanged	statement_german_source_expansion	silent_additions_rule	source_clause_type	strongest_historical_rival	interpretation_status	source_lineage
100	F100	f83r	B3	f83r.20	2	30	1	qoteedy	CLOSE(FRAME_OT(OPAQUE_PAYLOAD))	FIELD_TERMINAL:NONCLOSE* TERMINAL?	TERMINAL	INTRA_LINE_FIELD_BREAK	B3_S027	1/1	NO	NONE	0	1	[EXEMPLAR:binde es auf die Stelle und beende den Schritt]	binde es auf die Stelle und beende den Schritt	binde es auf die Stelle und beende den Schritt.	ONLY_BRACED_CARD=MNEMONIC_IS_EXACT;ALL_GRAMMAR_OBJECTS_OWNERS_AND_EXEMPLAR_TEXT_ARE_SILENT_LOCAL_EXPANSION	BIO_PARATACTIC_WORKCELL	Zyklus wiederholen [Ganzfeldexemplar B3, Feld 30/38]	CREATIVE_LOCAL_SOURCE_EXPANSION_NOT_CARD_COMPOSITION_OR_TRANSLATION	V59_R1_CANONICAL_FIELD+V60_SELECTED_EXACT_DECK>V61_R2
101	F101	f83r	B3	f83r.20	3	31	2	qokeey qokedy	OPAQUE_PAYLOAD | CLOSE(OPAQUE_PAYLOAD)	FIELD_TERMINAL:NONCLOSE* TERMINAL?	TERMINAL	INTRA_LINE_FIELD_BREAK	B3_S028	1/1	NO	OKEEY=TEMPERIEREN? | OKE=SPÜLEN?	2	0	{qokeey/OKEEY=TEMPERIEREN?}[STILL_GRAMMAR:Arbeitsflüssigkeit, Temperaturgrad und Dauer] | {qokedy/OKE=SPÜLEN?}[STILL_GRAMMAR:Objekt oder Ort, Wiederholungszahl und Zellschluss]	temperiere die Arbeitsflüssigkeit und halte sie lauwarm ; spüle die bezeichnete Stelle einmal und beende den Schritt	temperiere die Arbeitsflüssigkeit und halte sie lauwarm; spüle die bezeichnete Stelle einmal und beende den Schritt.	ONLY_BRACED_CARD=MNEMONIC_IS_EXACT;ALL_GRAMMAR_OBJECTS_OWNERS_AND_EXEMPLAR_TEXT_ARE_SILENT_LOCAL_EXPANSION	BIO_PARATACTIC_WORKCELL	Zyklus wiederholen [Ganzfeldexemplar B3, Feld 31/38]	CREATIVE_LOCAL_SOURCE_EXPANSION_NOT_CARD_COMPOSITION_OR_TRANSLATION	V59_R1_CANONICAL_FIELD+V60_SELECTED_EXACT_DECK>V61_R2
102	F102	f83r	B3	f83r.20	4	32	3	sol cheeety qokedy	FRAME_O(LINK) | OPAQUE_PAYLOAD | CLOSE(OPAQUE_PAYLOAD)	FIELD_TERMINAL:NONCLOSE* TERMINAL?	TERMINAL	INTRA_LINE_FIELD_BREAK	B3_S029	1/1	NO	OKE=SPÜLEN?	1	2	[EXEMPLAR:Mit der vorigen Zubereitung weiter] | [EXEMPLAR:nach der ersten Spülung] | {qokedy/OKE=SPÜLEN?}[STILL_GRAMMAR:Objekt oder Ort, Wiederholungszahl und Zellschluss]	Mit der vorigen Zubereitung weiter ; nach der ersten Spülung ; spüle die bezeichnete Stelle einmal und beende den Schritt	Mit der vorigen Zubereitung weiter; nach der ersten Spülung; spüle die bezeichnete Stelle einmal und beende den Schritt.	ONLY_BRACED_CARD=MNEMONIC_IS_EXACT;ALL_GRAMMAR_OBJECTS_OWNERS_AND_EXEMPLAR_TEXT_ARE_SILENT_LOCAL_EXPANSION	BIO_PARATACTIC_WORKCELL	Zyklus wiederholen [Ganzfeldexemplar B3, Feld 32/38]	CREATIVE_LOCAL_SOURCE_EXPANSION_NOT_CARD_COMPOSITION_OR_TRANSLATION	V59_R1_CANONICAL_FIELD+V60_SELECTED_EXACT_DECK>V61_R2
103	F103	f83r	B3	f83r.20	5	33	2	qoky saiin	OPAQUE_PAYLOAD | OPAQUE_PAYLOAD	FIELD_OPEN:NONCLOSE* TERMINAL?	OPEN	INTRA_LINE_FIELD_BREAK	B3_S030	1/1	NO	OKY=ANWENDEN? | AIIN=MASS?	2	0	{qoky/OKY=ANWENDEN?}[STILL_GRAMMAR:Objekt, Ziel und Flexion des Gebrauchsverbs] | {saiin/AIIN=MASS?}[STILL_GRAMMAR:Artikel, Vorgeschriebenheitsgrad, Einheit und gemessener Stoff]	Die aktive Portion verwenden ; Ein vorgeschriebenes Maß	Die aktive Portion verwenden; Ein vorgeschriebenes Maß.	ONLY_BRACED_CARD=MNEMONIC_IS_EXACT;ALL_GRAMMAR_OBJECTS_OWNERS_AND_EXEMPLAR_TEXT_ARE_SILENT_LOCAL_EXPANSION	BIO_PARATACTIC_WORKCELL	Zyklus wiederholen [Ganzfeldexemplar B3, Feld 33/38]	CREATIVE_LOCAL_SOURCE_EXPANSION_NOT_CARD_COMPOSITION_OR_TRANSLATION	V59_R1_CANONICAL_FIELD+V60_SELECTED_EXACT_DECK>V61_R2
104	F104	f83r	B3	f83r.22	1	34	2	schedair otchedy	OPAQUE_PAYLOAD + <ARG_AIR> | CLOSE(FRAME_OT(OPAQUE_PAYLOAD))	FIELD_TERMINAL:NONCLOSE* TERMINAL?	TERMINAL	RESUME_ACTIVE_ITEM	B3_S031	1/1	NO	NONE	0	2	[EXEMPLAR:ziehe die klare Flüssigkeit ab] | [EXEMPLAR:mische zu gleichen Teilen und beende den Schritt]	ziehe die klare Flüssigkeit ab ; mische zu gleichen Teilen und beende den Schritt	ziehe die klare Flüssigkeit ab; mische zu gleichen Teilen und beende den Schritt.	ONLY_BRACED_CARD=MNEMONIC_IS_EXACT;ALL_GRAMMAR_OBJECTS_OWNERS_AND_EXEMPLAR_TEXT_ARE_SILENT_LOCAL_EXPANSION	BIO_ACTIVE_FLUID_OR_STATION_RESUMPTION	Zyklus wiederholen [Ganzfeldexemplar B3, Feld 34/38]	CREATIVE_LOCAL_SOURCE_EXPANSION_NOT_CARD_COMPOSITION_OR_TRANSLATION	V59_R1_CANONICAL_FIELD+V60_SELECTED_EXACT_DECK>V61_R2
105	F105	f83r	B3	f83r.22	2	35	1	qokeedy	CLOSE(OPAQUE_PAYLOAD)	FIELD_TERMINAL:NONCLOSE* TERMINAL?	TERMINAL	INTRA_LINE_FIELD_BREAK	B3_S032	1/1	NO	NONE	0	1	[EXEMPLAR:bade oder tauche in der temperierten warmen Flüssigkeit und beende den Schritt]	bade oder tauche in der temperierten warmen Flüssigkeit und beende den Schritt	bade oder tauche in der temperierten warmen Flüssigkeit und beende den Schritt.	ONLY_BRACED_CARD=MNEMONIC_IS_EXACT;ALL_GRAMMAR_OBJECTS_OWNERS_AND_EXEMPLAR_TEXT_ARE_SILENT_LOCAL_EXPANSION	BIO_PARATACTIC_WORKCELL	Zyklus wiederholen [Ganzfeldexemplar B3, Feld 35/38]	CREATIVE_LOCAL_SOURCE_EXPANSION_NOT_CARD_COMPOSITION_OR_TRANSLATION	V59_R1_CANONICAL_FIELD+V60_SELECTED_EXACT_DECK>V61_R2
106	F106	f83r	B3	f83r.22	3	36	5	chedain chedy qotedaiin otaiin otedy	OPAQUE_PAYLOAD + <ARG_AIN> | VARIANT_D(OPAQUE_PAYLOAD) | FRAME_OT(OPAQUE_PAYLOAD + <ARG_AIIN>) | MARK(<ARG_AIIN>) | CLOSE(FRAME_OT(OPAQUE_PAYLOAD))	FIELD_TERMINAL:NONCLOSE* TERMINAL?	TERMINAL	INTRA_LINE_FIELD_BREAK	B3_S033	1/1	NO	NONE	0	5	[EXEMPLAR:beginne die Spülung] | [EXEMPLAR:rühre, bis alles gleichmäßig vermischt ist] | [EXEMPLAR:das breite Gefäß] | [EXEMPLAR:für dieselbe Dauer wie zuvor] | [EXEMPLAR:lasse es bis zur Klarheit ziehen und beende den Schritt]	beginne die Spülung ; rühre, bis alles gleichmäßig vermischt ist ; das breite Gefäß ; für dieselbe Dauer wie zuvor ; lasse es bis zur Klarheit ziehen und beende den Schritt	beginne die Spülung; rühre, bis alles gleichmäßig vermischt ist; das breite Gefäß; für dieselbe Dauer wie zuvor; lasse es bis zur Klarheit ziehen und beende den Schritt.	ONLY_BRACED_CARD=MNEMONIC_IS_EXACT;ALL_GRAMMAR_OBJECTS_OWNERS_AND_EXEMPLAR_TEXT_ARE_SILENT_LOCAL_EXPANSION	BIO_PARATACTIC_WORKCELL	Zyklus wiederholen [Ganzfeldexemplar B3, Feld 36/38]	CREATIVE_LOCAL_SOURCE_EXPANSION_NOT_CARD_COMPOSITION_OR_TRANSLATION	V59_R1_CANONICAL_FIELD+V60_SELECTED_EXACT_DECK>V61_R2
107	F107	f83r	B3	f83r.22	4	37	1	ldy	CLOSE(LINK)	FIELD_TERMINAL:NONCLOSE* TERMINAL?	TERMINAL	INTRA_LINE_FIELD_BREAK	B3_S034	1/1	NO	NONE	0	1	[EXEMPLAR:ziehe es ab und beende den Schritt]	ziehe es ab und beende den Schritt	ziehe es ab und beende den Schritt.	ONLY_BRACED_CARD=MNEMONIC_IS_EXACT;ALL_GRAMMAR_OBJECTS_OWNERS_AND_EXEMPLAR_TEXT_ARE_SILENT_LOCAL_EXPANSION	BIO_PARATACTIC_WORKCELL	Zyklus wiederholen [Ganzfeldexemplar B3, Feld 37/38]	CREATIVE_LOCAL_SOURCE_EXPANSION_NOT_CARD_COMPOSITION_OR_TRANSLATION	V59_R1_CANONICAL_FIELD+V60_SELECTED_EXACT_DECK>V61_R2
108	F108	f83r	B3	f83r.24	1	38	6	soiiin checthy chety otaiin olsaly shedy	OPAQUE_PAYLOAD | OPAQUE_PAYLOAD | OPAQUE_PAYLOAD | MARK(<ARG_AIIN>) | OPAQUE_PAYLOAD | CLOSE(OPAQUE_PAYLOAD)	FIELD_TERMINAL:NONCLOSE* TERMINAL?	TERMINAL	NEXT_PARALLEL_CELL	B3_S035	1/1	NO	CTHY=BEREIT?	1	5	[EXEMPLAR:bis es klar ist] | {checthy/CTHY=BEREIT?}[STILL_GRAMMAR:Subjekt, Kopula und zeitliche Schwellenkonstruktion] | [EXEMPLAR:Gleichmäßig bearbeiten] | [EXEMPLAR:für dieselbe Dauer wie zuvor] | [EXEMPLAR:das untere Becken] | [EXEMPLAR:lasse es bis zur Bereitschaft stehen und beende den Schritt]	bis es klar ist ; Sobald die Zubereitung gebrauchsfertig ist ; Gleichmäßig bearbeiten ; für dieselbe Dauer wie zuvor ; das untere Becken ; lasse es bis zur Bereitschaft stehen und beende den Schritt	bis es klar ist; Sobald die Zubereitung gebrauchsfertig ist; Gleichmäßig bearbeiten; für dieselbe Dauer wie zuvor; das untere Becken; lasse es bis zur Bereitschaft stehen und beende den Schritt.	ONLY_BRACED_CARD=MNEMONIC_IS_EXACT;ALL_GRAMMAR_OBJECTS_OWNERS_AND_EXEMPLAR_TEXT_ARE_SILENT_LOCAL_EXPANSION	BIO_PARALLEL_WORKCELL	Zyklus wiederholen [Ganzfeldexemplar B3, Feld 38/38]	CREATIVE_LOCAL_SOURCE_EXPANSION_NOT_CARD_COMPOSITION_OR_TRANSLATION	V59_R1_CANONICAL_FIELD+V60_SELECTED_EXACT_DECK>V61_R2
109	F109	f83r	B4	f83r.25	1	1	1	qokeedy	CLOSE(OPAQUE_PAYLOAD)	FIELD_TERMINAL:NONCLOSE* TERMINAL?	TERMINAL	RECORD_START	B4_S001	1/1	NO	NONE	0	1	[EXEMPLAR:bade oder tauche in der temperierten warmen Flüssigkeit und beende den Schritt]	bade oder tauche in der temperierten warmen Flüssigkeit und beende den Schritt	bade oder tauche in der temperierten warmen Flüssigkeit und beende den Schritt.	ONLY_BRACED_CARD=MNEMONIC_IS_EXACT;ALL_GRAMMAR_OBJECTS_OWNERS_AND_EXEMPLAR_TEXT_ARE_SILENT_LOCAL_EXPANSION	BIO_PARATACTIC_WORKCELL	bezeichneten Lauf warm reinigen [Ganzfeldexemplar B4, Feld 1/20]	CREATIVE_LOCAL_SOURCE_EXPANSION_NOT_CARD_COMPOSITION_OR_TRANSLATION	V59_R1_CANONICAL_FIELD+V60_SELECTED_EXACT_DECK>V61_R2
110	F110	f83r	B4	f83r.25	2	2	3	qolchey qokeey qokedy	OPAQUE_PAYLOAD | OPAQUE_PAYLOAD | CLOSE(OPAQUE_PAYLOAD)	FIELD_TERMINAL:NONCLOSE* TERMINAL?	TERMINAL	INTRA_LINE_FIELD_BREAK	B4_S002	1/1	NO	OKEEY=TEMPERIEREN? | OKE=SPÜLEN?	2	1	[EXEMPLAR:fülle danach das Gefäß] | {qokeey/OKEEY=TEMPERIEREN?}[STILL_GRAMMAR:Arbeitsflüssigkeit, Temperaturgrad und Dauer] | {qokedy/OKE=SPÜLEN?}[STILL_GRAMMAR:Objekt oder Ort, Wiederholungszahl und Zellschluss]	fülle danach das Gefäß ; temperiere die Arbeitsflüssigkeit und halte sie lauwarm ; spüle die bezeichnete Stelle einmal und beende den Schritt	fülle danach das Gefäß; temperiere die Arbeitsflüssigkeit und halte sie lauwarm; spüle die bezeichnete Stelle einmal und beende den Schritt.	ONLY_BRACED_CARD=MNEMONIC_IS_EXACT;ALL_GRAMMAR_OBJECTS_OWNERS_AND_EXEMPLAR_TEXT_ARE_SILENT_LOCAL_EXPANSION	BIO_PARATACTIC_WORKCELL	bezeichneten Lauf warm reinigen [Ganzfeldexemplar B4, Feld 2/20]	CREATIVE_LOCAL_SOURCE_EXPANSION_NOT_CARD_COMPOSITION_OR_TRANSLATION	V59_R1_CANONICAL_FIELD+V60_SELECTED_EXACT_DECK>V61_R2
111	F111	f83r	B4	f83r.25	3	3	2	chedy otal	VARIANT_D(OPAQUE_PAYLOAD) | MARK(<ARG_AL>)	FIELD_OPEN:NONCLOSE* TERMINAL?	OPEN	INTRA_LINE_FIELD_BREAK	B4_S003	1/1	NO	NONE	0	2	[EXEMPLAR:rühre, bis alles gleichmäßig vermischt ist] | [EXEMPLAR:zum unteren Ablauf hin]	rühre, bis alles gleichmäßig vermischt ist ; zum unteren Ablauf hin	rühre, bis alles gleichmäßig vermischt ist; zum unteren Ablauf hin.	ONLY_BRACED_CARD=MNEMONIC_IS_EXACT;ALL_GRAMMAR_OBJECTS_OWNERS_AND_EXEMPLAR_TEXT_ARE_SILENT_LOCAL_EXPANSION	BIO_PARATACTIC_WORKCELL	bezeichneten Lauf warm reinigen [Ganzfeldexemplar B4, Feld 3/20]	CREATIVE_LOCAL_SOURCE_EXPANSION_NOT_CARD_COMPOSITION_OR_TRANSLATION	V59_R1_CANONICAL_FIELD+V60_SELECTED_EXACT_DECK>V61_R2
112	F112	f83r	B4	f83r.26	1	4	5	otchey qokeey qoky tol shedy	FRAME_OT(OPAQUE_PAYLOAD) | OPAQUE_PAYLOAD | OPAQUE_PAYLOAD | FRAME_O(LINK) | CLOSE(OPAQUE_PAYLOAD)	FIELD_TERMINAL:NONCLOSE* TERMINAL?	TERMINAL	NEXT_PARALLEL_CELL	B4_S004	1/1	NO	OTCHEY=ANTEIL? | OKEEY=TEMPERIEREN? | OKY=ANWENDEN?	3	2	{otchey/OTCHEY=ANTEIL?}[STILL_GRAMMAR:Imperativ, Artikel und Auswahlmerkmal] | {qokeey/OKEEY=TEMPERIEREN?}[STILL_GRAMMAR:Arbeitsflüssigkeit, Temperaturgrad und Dauer] | {qoky/OKY=ANWENDEN?}[STILL_GRAMMAR:Objekt, Ziel und Flexion des Gebrauchsverbs] | [EXEMPLAR:Mit der vorigen Zubereitung weiter] | [EXEMPLAR:lasse es bis zur Bereitschaft stehen und beende den Schritt]	Nimm den bezeichneten Anteil ; temperiere die Arbeitsflüssigkeit und halte sie lauwarm ; Die aktive Portion verwenden ; Mit der vorigen Zubereitung weiter ; lasse es bis zur Bereitschaft stehen und beende den Schritt	Nimm den bezeichneten Anteil; temperiere die Arbeitsflüssigkeit und halte sie lauwarm; Die aktive Portion verwenden; Mit der vorigen Zubereitung weiter; lasse es bis zur Bereitschaft stehen und beende den Schritt.	ONLY_BRACED_CARD=MNEMONIC_IS_EXACT;ALL_GRAMMAR_OBJECTS_OWNERS_AND_EXEMPLAR_TEXT_ARE_SILENT_LOCAL_EXPANSION	BIO_PARALLEL_WORKCELL	bezeichneten Lauf warm reinigen [Ganzfeldexemplar B4, Feld 4/20]	CREATIVE_LOCAL_SOURCE_EXPANSION_NOT_CARD_COMPOSITION_OR_TRANSLATION	V59_R1_CANONICAL_FIELD+V60_SELECTED_EXACT_DECK>V61_R2
113	F113	f83r	B4	f83r.26	2	5	1	qokylddy	CLOSE(OPAQUE_PAYLOAD)	FIELD_TERMINAL:NONCLOSE* TERMINAL?	TERMINAL	INTRA_LINE_FIELD_BREAK	B4_S005	1/1	NO	NONE	0	1	[EXEMPLAR:binde es auf die Stelle und beende den Schritt]	binde es auf die Stelle und beende den Schritt	binde es auf die Stelle und beende den Schritt.	ONLY_BRACED_CARD=MNEMONIC_IS_EXACT;ALL_GRAMMAR_OBJECTS_OWNERS_AND_EXEMPLAR_TEXT_ARE_SILENT_LOCAL_EXPANSION	BIO_PARATACTIC_WORKCELL	bezeichneten Lauf warm reinigen [Ganzfeldexemplar B4, Feld 5/20]	CREATIVE_LOCAL_SOURCE_EXPANSION_NOT_CARD_COMPOSITION_OR_TRANSLATION	V59_R1_CANONICAL_FIELD+V60_SELECTED_EXACT_DECK>V61_R2
114	F114	f83r	B4	f83r.27	1	6	3	dain chedy qokeedy	OPAQUE_PAYLOAD | VARIANT_D(OPAQUE_PAYLOAD) | CLOSE(OPAQUE_PAYLOAD)	FIELD_TERMINAL:NONCLOSE* TERMINAL?	TERMINAL	NEXT_PARALLEL_CELL	B4_S006	1/1	NO	NONE	0	3	[EXEMPLAR:durch ein Tuch] | [EXEMPLAR:rühre, bis alles gleichmäßig vermischt ist] | [EXEMPLAR:bade oder tauche in der temperierten warmen Flüssigkeit und beende den Schritt]	durch ein Tuch ; rühre, bis alles gleichmäßig vermischt ist ; bade oder tauche in der temperierten warmen Flüssigkeit und beende den Schritt	durch ein Tuch; rühre, bis alles gleichmäßig vermischt ist; bade oder tauche in der temperierten warmen Flüssigkeit und beende den Schritt.	ONLY_BRACED_CARD=MNEMONIC_IS_EXACT;ALL_GRAMMAR_OBJECTS_OWNERS_AND_EXEMPLAR_TEXT_ARE_SILENT_LOCAL_EXPANSION	BIO_PARALLEL_WORKCELL	Rückstand filtern [Ganzfeldexemplar B4, Feld 6/20]	CREATIVE_LOCAL_SOURCE_EXPANSION_NOT_CARD_COMPOSITION_OR_TRANSLATION	V59_R1_CANONICAL_FIELD+V60_SELECTED_EXACT_DECK>V61_R2
115	F115	f83r	B4	f83r.27	2	7	1	shckhedy	CLOSE(OPAQUE_PAYLOAD)	FIELD_TERMINAL:NONCLOSE* TERMINAL?	TERMINAL	INTRA_LINE_FIELD_BREAK	B4_S007	1/1	NO	NONE	0	1	[EXEMPLAR:seihe es einmal durch ein Tuch und beende den Schritt]	seihe es einmal durch ein Tuch und beende den Schritt	seihe es einmal durch ein Tuch und beende den Schritt.	ONLY_BRACED_CARD=MNEMONIC_IS_EXACT;ALL_GRAMMAR_OBJECTS_OWNERS_AND_EXEMPLAR_TEXT_ARE_SILENT_LOCAL_EXPANSION	BIO_PARATACTIC_WORKCELL	Rückstand filtern [Ganzfeldexemplar B4, Feld 7/20]	CREATIVE_LOCAL_SOURCE_EXPANSION_NOT_CARD_COMPOSITION_OR_TRANSLATION	V59_R1_CANONICAL_FIELD+V60_SELECTED_EXACT_DECK>V61_R2
116	F116	f83r	B4	f83r.27	3	8	1	shckhedy	CLOSE(OPAQUE_PAYLOAD)	FIELD_TERMINAL:NONCLOSE* TERMINAL?	TERMINAL	INTRA_LINE_FIELD_BREAK	B4_S008	1/1	NO	NONE	0	1	[EXEMPLAR:seihe es einmal durch ein Tuch und beende den Schritt]	seihe es einmal durch ein Tuch und beende den Schritt	seihe es einmal durch ein Tuch und beende den Schritt.	ONLY_BRACED_CARD=MNEMONIC_IS_EXACT;ALL_GRAMMAR_OBJECTS_OWNERS_AND_EXEMPLAR_TEXT_ARE_SILENT_LOCAL_EXPANSION	BIO_PARATACTIC_WORKCELL	Rückstand filtern [Ganzfeldexemplar B4, Feld 8/20]	CREATIVE_LOCAL_SOURCE_EXPANSION_NOT_CARD_COMPOSITION_OR_TRANSLATION	V59_R1_CANONICAL_FIELD+V60_SELECTED_EXACT_DECK>V61_R2
117	F117	f83r	B4	f83r.28	1	9	4	saiin cheeky sheey qokedy	OPAQUE_PAYLOAD | OPAQUE_PAYLOAD | OPAQUE_PAYLOAD | CLOSE(OPAQUE_PAYLOAD)	FIELD_TERMINAL:NONCLOSE* TERMINAL?	TERMINAL	NEXT_PARALLEL_CELL	B4_S009	1/1	NO	AIIN=MASS? | OKE=SPÜLEN?	2	2	{saiin/AIIN=MASS?}[STILL_GRAMMAR:Artikel, Vorgeschriebenheitsgrad, Einheit und gemessener Stoff] | [EXEMPLAR:solange es noch warm ist] | [EXEMPLAR:die erste Öffnung] | {qokedy/OKE=SPÜLEN?}[STILL_GRAMMAR:Objekt oder Ort, Wiederholungszahl und Zellschluss]	Ein vorgeschriebenes Maß ; solange es noch warm ist ; die erste Öffnung ; spüle die bezeichnete Stelle einmal und beende den Schritt	Ein vorgeschriebenes Maß; solange es noch warm ist; die erste Öffnung; spüle die bezeichnete Stelle einmal und beende den Schritt.	ONLY_BRACED_CARD=MNEMONIC_IS_EXACT;ALL_GRAMMAR_OBJECTS_OWNERS_AND_EXEMPLAR_TEXT_ARE_SILENT_LOCAL_EXPANSION	BIO_PARALLEL_WORKCELL	Rückstand filtern [Ganzfeldexemplar B4, Feld 9/20]	CREATIVE_LOCAL_SOURCE_EXPANSION_NOT_CARD_COMPOSITION_OR_TRANSLATION	V59_R1_CANONICAL_FIELD+V60_SELECTED_EXACT_DECK>V61_R2
118	F118	f83r	B4	f83r.28	2	10	1	shedy	CLOSE(OPAQUE_PAYLOAD)	FIELD_TERMINAL:NONCLOSE* TERMINAL?	TERMINAL	INTRA_LINE_FIELD_BREAK	B4_S010	1/1	NO	NONE	0	1	[EXEMPLAR:lasse es bis zur Bereitschaft stehen und beende den Schritt]	lasse es bis zur Bereitschaft stehen und beende den Schritt	lasse es bis zur Bereitschaft stehen und beende den Schritt.	ONLY_BRACED_CARD=MNEMONIC_IS_EXACT;ALL_GRAMMAR_OBJECTS_OWNERS_AND_EXEMPLAR_TEXT_ARE_SILENT_LOCAL_EXPANSION	BIO_PARATACTIC_WORKCELL	Rückstand filtern [Ganzfeldexemplar B4, Feld 10/20]	CREATIVE_LOCAL_SOURCE_EXPANSION_NOT_CARD_COMPOSITION_OR_TRANSLATION	V59_R1_CANONICAL_FIELD+V60_SELECTED_EXACT_DECK>V61_R2
119	F119	f83r	B4	f83r.28	3	11	1	oldy	CLOSE(FRAME_O(LINK))	FIELD_TERMINAL:NONCLOSE* TERMINAL?	TERMINAL	INTRA_LINE_FIELD_BREAK	B4_S011	1/1	NO	NONE	0	1	[EXEMPLAR:koche sanft und beende diesen Arbeitsschritt]	koche sanft und beende diesen Arbeitsschritt	koche sanft und beende diesen Arbeitsschritt.	ONLY_BRACED_CARD=MNEMONIC_IS_EXACT;ALL_GRAMMAR_OBJECTS_OWNERS_AND_EXEMPLAR_TEXT_ARE_SILENT_LOCAL_EXPANSION	BIO_PARATACTIC_WORKCELL	unten ablassen [Ganzfeldexemplar B4, Feld 11/20]	CREATIVE_LOCAL_SOURCE_EXPANSION_NOT_CARD_COMPOSITION_OR_TRANSLATION	V59_R1_CANONICAL_FIELD+V60_SELECTED_EXACT_DECK>V61_R2
120	F120	f83r	B4	f83r.35	1	12	5	saiin cheky okeeol okain chdy	OPAQUE_PAYLOAD | OPAQUE_PAYLOAD | OPAQUE_PAYLOAD | SET(<ARG_AIN>) | VARIANT_D(OPAQUE_PAYLOAD)	FIELD_OPEN:NONCLOSE* TERMINAL?	OPEN	START_NEW_CLAUSE	B4_S012	1/1	NO	AIIN=MASS?	1	4	{saiin/AIIN=MASS?}[STILL_GRAMMAR:Artikel, Vorgeschriebenheitsgrad, Einheit und gemessener Stoff] | [EXEMPLAR:bei sanfter Wärme] | [EXEMPLAR:das breite Gefäß] | [EXEMPLAR:gib einen abgemessenen Anteil in das Gefäß] | [EXEMPLAR:rühre, bis alles gleichmäßig vermischt ist]	Ein vorgeschriebenes Maß ; bei sanfter Wärme ; das breite Gefäß ; gib einen abgemessenen Anteil in das Gefäß ; rühre, bis alles gleichmäßig vermischt ist	Ein vorgeschriebenes Maß; bei sanfter Wärme; das breite Gefäß; gib einen abgemessenen Anteil in das Gefäß; rühre, bis alles gleichmäßig vermischt ist.	ONLY_BRACED_CARD=MNEMONIC_IS_EXACT;ALL_GRAMMAR_OBJECTS_OWNERS_AND_EXEMPLAR_TEXT_ARE_SILENT_LOCAL_EXPANSION	BIO_PARATACTIC_WORKCELL	unten ablassen [Ganzfeldexemplar B4, Feld 12/20]	CREATIVE_LOCAL_SOURCE_EXPANSION_NOT_CARD_COMPOSITION_OR_TRANSLATION	V59_R1_CANONICAL_FIELD+V60_SELECTED_EXACT_DECK>V61_R2
121	F121	f83r	B4	f83r.37	1	13	2	sol lkedy	FRAME_O(LINK) | CLOSE(OPAQUE_PAYLOAD)	FIELD_TERMINAL:NONCLOSE* TERMINAL?	TERMINAL	RESUME_ACTIVE_ITEM	B4_S013	1/1	NO	NONE	0	2	[EXEMPLAR:Mit der vorigen Zubereitung weiter] | [EXEMPLAR:wasche zweimal und beende den Schritt]	Mit der vorigen Zubereitung weiter ; wasche zweimal und beende den Schritt	Mit der vorigen Zubereitung weiter; wasche zweimal und beende den Schritt.	ONLY_BRACED_CARD=MNEMONIC_IS_EXACT;ALL_GRAMMAR_OBJECTS_OWNERS_AND_EXEMPLAR_TEXT_ARE_SILENT_LOCAL_EXPANSION	BIO_ACTIVE_FLUID_OR_STATION_RESUMPTION	unten ablassen [Ganzfeldexemplar B4, Feld 13/20]	CREATIVE_LOCAL_SOURCE_EXPANSION_NOT_CARD_COMPOSITION_OR_TRANSLATION	V59_R1_CANONICAL_FIELD+V60_SELECTED_EXACT_DECK>V61_R2
122	F122	f83r	B4	f83r.37	2	14	1	lchedy	CLOSE(OPAQUE_PAYLOAD)	FIELD_TERMINAL:NONCLOSE* TERMINAL?	TERMINAL	INTRA_LINE_FIELD_BREAK	B4_S014	1/1	NO	LCHE=ABLASSEN?	1	0	{lchedy/LCHE=ABLASSEN?}[STILL_GRAMMAR:verbrauchte Flüssigkeit, Zielgefäß und Zellschluss]	lasse die verbrauchte Flüssigkeit in das untere Auffanggefäß ablaufen und beende den Schritt	lasse die verbrauchte Flüssigkeit in das untere Auffanggefäß ablaufen und beende den Schritt.	ONLY_BRACED_CARD=MNEMONIC_IS_EXACT;ALL_GRAMMAR_OBJECTS_OWNERS_AND_EXEMPLAR_TEXT_ARE_SILENT_LOCAL_EXPANSION	BIO_PARATACTIC_WORKCELL	unten ablassen [Ganzfeldexemplar B4, Feld 14/20]	CREATIVE_LOCAL_SOURCE_EXPANSION_NOT_CARD_COMPOSITION_OR_TRANSLATION	V59_R1_CANONICAL_FIELD+V60_SELECTED_EXACT_DECK>V61_R2
