changed_event_ordinal	event_id	statement_id	physical_page	register	surface	final_context_recipe	sigla_card_ids	source_clause_de	target_clause_de	source_roundtrip_de	guard
59	G407-E0301	G407-S009	f10r	HERBAL	cthyd	CH+T+Y+D_ADDR	GDT576-C01	Nimm den Pflanzenposten und stelle ihn ein; an der bezeichneten Stelle.	Nimm den Pflanzenposten und stelle ihn ein; an der D-Stelle.	Nimm den Pflanzenposten und stelle ihn ein; an der bezeichneten Stelle.	GERMAN_VOICE_CHANGE_ONLY__RECIPE_AND_ROOTS_UNCHANGED
60	G407-E0303	G407-S009	f10r	HERBAL	odaiin	O+D_ADDR+AIIN	GDT576-C01	Im laufenden Gang stelle den Arbeitswert ein; als Ausführung; an der bezeichneten Stelle.	Im laufenden Gang stelle den Arbeitswert ein; als Ausführung; an der D-Stelle.	Im laufenden Gang stelle den Arbeitswert ein; als Ausführung; an der bezeichneten Stelle.	GERMAN_VOICE_CHANGE_ONLY__RECIPE_AND_ROOTS_UNCHANGED
61	G407-E0309	G407-S010	f11r	HERBAL	cfhy	CH+LOCAL_CHAR_F+Y	GDT576-C05	Nimm den Pflanzenposten; an der bezeichneten Stelle.	Nimm den Pflanzenposten; bei der f-Kennmarke.	Nimm den Pflanzenposten; an der bezeichneten Stelle.	GERMAN_VOICE_CHANGE_ONLY__RECIPE_AND_ROOTS_UNCHANGED
62	G407-E0315	G407-S011	f11r	HERBAL	socthody	S+O+CH+T+O+D_ADDR+Y	GDT576-C01	Wähle den Pflanzenposten, nimm ihn und stelle ihn ein; als Ausführung und als Ausführung; an der bezeichneten Stelle.	Wähle den Pflanzenposten, nimm ihn und stelle ihn ein; als Ausführung und als Ausführung; an der D-Stelle.	Wähle den Pflanzenposten, nimm ihn und stelle ihn ein; als Ausführung und als Ausführung; an der bezeichneten Stelle.	GERMAN_VOICE_CHANGE_ONLY__RECIPE_AND_ROOTS_UNCHANGED
63	G407-E0316	G407-S011	f11r	HERBAL	qodor	CARRIER_Q+O+D_ADDR+OR	GDT576-C01	Im laufenden Gang stelle die Arbeitseinheit ein; als neuen Einsatz und als Ausführung; an der bezeichneten Stelle.	Im laufenden Gang stelle die Arbeitseinheit ein; als neuen Einsatz und als Ausführung; an der D-Stelle.	Im laufenden Gang stelle die Arbeitseinheit ein; als neuen Einsatz und als Ausführung; an der bezeichneten Stelle.	GERMAN_VOICE_CHANGE_ONLY__RECIPE_AND_ROOTS_UNCHANGED
64	G407-E0327	G407-S011	f11r	HERBAL	dor	D_ADDR+OR	GDT576-C01	Im laufenden Gang stelle die Arbeitseinheit ein; an der bezeichneten Stelle.	Im laufenden Gang stelle die Arbeitseinheit ein; an der D-Stelle.	Im laufenden Gang stelle die Arbeitseinheit ein; an der bezeichneten Stelle.	GERMAN_VOICE_CHANGE_ONLY__RECIPE_AND_ROOTS_UNCHANGED
65	G407-E0333	G407-S011	f11r	HERBAL	dod	D_ADDR+O+D_ADDR	GDT576-C01|GDT576-C01	Im laufenden Gang nimm denselben Arbeitswert; als Ausführung; an der bezeichneten Stelle und an der bezeichneten Stelle.	Im laufenden Gang nimm denselben Arbeitswert; als Ausführung; an der D-Stelle und an der D-Stelle.	Im laufenden Gang nimm denselben Arbeitswert; als Ausführung; an der bezeichneten Stelle und an der bezeichneten Stelle.	GERMAN_VOICE_CHANGE_ONLY__RECIPE_AND_ROOTS_UNCHANGED
66	G407-E0334	G407-S011	f11r	HERBAL	dchol	D_ADDR+OL	GDT576-C01	Weiter im laufenden Gang: nimm denselben Arbeitswert; an der bezeichneten Stelle.	Weiter im laufenden Gang: nimm denselben Arbeitswert; an der D-Stelle.	Weiter im laufenden Gang: nimm denselben Arbeitswert; an der bezeichneten Stelle.	GERMAN_VOICE_CHANGE_ONLY__RECIPE_AND_ROOTS_UNCHANGED
67	G407-E0342	G407-S011	f11r	HERBAL	dky	D_ADDR+K+Y	GDT576-C01	Gib den Pflanzenposten zu; an der bezeichneten Stelle.	Gib den Pflanzenposten zu; an der D-Stelle.	Gib den Pflanzenposten zu; an der bezeichneten Stelle.	GERMAN_VOICE_CHANGE_ONLY__RECIPE_AND_ROOTS_UNCHANGED
68	G407-E0346	G407-S011	f11r	HERBAL	d	D_ADDR	GDT576-C01	Im laufenden Gang stelle denselben Pflanzenposten ein; an der bezeichneten Stelle.	Im laufenden Gang stelle denselben Pflanzenposten ein; an der D-Stelle.	Im laufenden Gang stelle denselben Pflanzenposten ein; an der bezeichneten Stelle.	GERMAN_VOICE_CHANGE_ONLY__RECIPE_AND_ROOTS_UNCHANGED
69	G407-E0348	G407-S011	f11r	HERBAL	chodl	CH+O+D_ADDR+L	GDT576-C01	Nimm denselben Pflanzenposten; über die Verbindung im Pflanzenartikel; als Ausführung; an der bezeichneten Stelle.	Nimm denselben Pflanzenposten; über die Verbindung im Pflanzenartikel; als Ausführung; an der D-Stelle.	Nimm denselben Pflanzenposten; über die Verbindung im Pflanzenartikel; als Ausführung; an der bezeichneten Stelle.	GERMAN_VOICE_CHANGE_ONLY__RECIPE_AND_ROOTS_UNCHANGED
70	G407-E0350	G407-S011	f11r	HERBAL	odl	O+D_ADDR+L	GDT576-C01	Im laufenden Gang nimm denselben Arbeitswert; über die Verbindung im Pflanzenartikel; als Ausführung; an der bezeichneten Stelle.	Im laufenden Gang nimm denselben Arbeitswert; über die Verbindung im Pflanzenartikel; als Ausführung; an der D-Stelle.	Im laufenden Gang nimm denselben Arbeitswert; über die Verbindung im Pflanzenartikel; als Ausführung; an der bezeichneten Stelle.	GERMAN_VOICE_CHANGE_ONLY__RECIPE_AND_ROOTS_UNCHANGED
71	G407-E0351	G407-S011	f11r	HERBAL	d	D_ADDR	GDT576-C01	Im laufenden Gang nimm denselben Arbeitswert; an der bezeichneten Stelle.	Im laufenden Gang nimm denselben Arbeitswert; an der D-Stelle.	Im laufenden Gang nimm denselben Arbeitswert; an der bezeichneten Stelle.	GERMAN_VOICE_CHANGE_ONLY__RECIPE_AND_ROOTS_UNCHANGED
72	G407-E0357	G407-S011	f11r	HERBAL	dair	D_ADDR+AIR	GDT576-C01	Im laufenden Gang nimm dieselbe Arbeitseinheit; entlang der Verarbeitungsbahn; an der bezeichneten Stelle.	Im laufenden Gang nimm dieselbe Arbeitseinheit; entlang der Verarbeitungsbahn; an der D-Stelle.	Im laufenden Gang nimm dieselbe Arbeitseinheit; entlang der Verarbeitungsbahn; an der bezeichneten Stelle.	GERMAN_VOICE_CHANGE_ONLY__RECIPE_AND_ROOTS_UNCHANGED
73	G407-E0358	G407-S011	f11r	HERBAL	chody	CH+O+D_ADDR+Y	GDT576-C01	Nimm den Pflanzenposten; als Ausführung; an der bezeichneten Stelle.	Nimm den Pflanzenposten; als Ausführung; an der D-Stelle.	Nimm den Pflanzenposten; als Ausführung; an der bezeichneten Stelle.	GERMAN_VOICE_CHANGE_ONLY__RECIPE_AND_ROOTS_UNCHANGED
74	G407-E0373	G407-S012	f13r	HERBAL	dypchy	D_ADDR+Y+P+Y	GDT576-C01	Setze den äußeren Pflanzenposten und den inneren Pflanzenposten ein; an der bezeichneten Stelle.	Setze den äußeren Pflanzenposten und den inneren Pflanzenposten ein; an der D-Stelle.	Setze den äußeren Pflanzenposten und den inneren Pflanzenposten ein; an der bezeichneten Stelle.	GERMAN_VOICE_CHANGE_ONLY__RECIPE_AND_ROOTS_UNCHANGED
75	G407-E0374	G407-S012	f13r	HERBAL	dchg	D_ADDR+CH+LOCAL_CHAR_G	GDT576-C01|GDT576-C09	Nimm denselben Pflanzenposten; an der bezeichneten Stelle und mit der lokalen Variante.	Nimm denselben Pflanzenposten; an der D-Stelle und mit der g-Variante.	Nimm denselben Pflanzenposten; an der bezeichneten Stelle und mit der lokalen Variante.	GERMAN_VOICE_CHANGE_ONLY__RECIPE_AND_ROOTS_UNCHANGED
76	G407-E0375	G407-S012	f13r	HERBAL	dchol	D_ADDR+OL	GDT576-C01	Weiter im laufenden Gang: nimm denselben Pflanzenposten; an der bezeichneten Stelle.	Weiter im laufenden Gang: nimm denselben Pflanzenposten; an der D-Stelle.	Weiter im laufenden Gang: nimm denselben Pflanzenposten; an der bezeichneten Stelle.	GERMAN_VOICE_CHANGE_ONLY__RECIPE_AND_ROOTS_UNCHANGED
77	G407-E0377	G407-S012	f13r	HERBAL	dol	D_ADDR+OL	GDT576-C01	Weiter im laufenden Gang: nimm denselben Pflanzenposten; an der bezeichneten Stelle.	Weiter im laufenden Gang: nimm denselben Pflanzenposten; an der D-Stelle.	Weiter im laufenden Gang: nimm denselben Pflanzenposten; an der bezeichneten Stelle.	GERMAN_VOICE_CHANGE_ONLY__RECIPE_AND_ROOTS_UNCHANGED
78	G407-E0388	G407-S012	f13r	HERBAL	dchor	D_ADDR+CH+OR	GDT576-C01	Nimm die Arbeitseinheit; an der bezeichneten Stelle.	Nimm die Arbeitseinheit; an der D-Stelle.	Nimm die Arbeitseinheit; an der bezeichneten Stelle.	GERMAN_VOICE_CHANGE_ONLY__RECIPE_AND_ROOTS_UNCHANGED
79	G407-E0396	G407-S012	f13r	HERBAL	dar	D_ADDR+AR	GDT576-C01	Im laufenden Gang gib denselben Pflanzenposten zu; vom Ausgangsmaterial; an der bezeichneten Stelle.	Im laufenden Gang gib denselben Pflanzenposten zu; vom Ausgangsmaterial; an der D-Stelle.	Im laufenden Gang gib denselben Pflanzenposten zu; vom Ausgangsmaterial; an der bezeichneten Stelle.	GERMAN_VOICE_CHANGE_ONLY__RECIPE_AND_ROOTS_UNCHANGED
80	G407-E0397	G407-S012	f13r	HERBAL	qodchy	O+D_ADDR+Y	GDT576-C01	Im laufenden Gang gib den Pflanzenposten zu; als Ausführung; an der bezeichneten Stelle.	Im laufenden Gang gib den Pflanzenposten zu; als Ausführung; an der D-Stelle.	Im laufenden Gang gib den Pflanzenposten zu; als Ausführung; an der bezeichneten Stelle.	GERMAN_VOICE_CHANGE_ONLY__RECIPE_AND_ROOTS_UNCHANGED
81	G407-E0400	G407-S012	f13r	HERBAL	shorodo	SH+OR+O+D_ADDR+O	GDT576-C01	Halte die Arbeitseinheit; als Ausführung und als Ausführung; an der bezeichneten Stelle.	Halte die Arbeitseinheit; als Ausführung und als Ausführung; an der D-Stelle.	Halte die Arbeitseinheit; als Ausführung und als Ausführung; an der bezeichneten Stelle.	GERMAN_VOICE_CHANGE_ONLY__RECIPE_AND_ROOTS_UNCHANGED
82	G407-E0404	G407-S012	f13r	HERBAL	dpchy	D_ADDR+P+Y	GDT576-C01	Setze den Pflanzenposten ein; an der bezeichneten Stelle.	Setze den Pflanzenposten ein; an der D-Stelle.	Setze den Pflanzenposten ein; an der bezeichneten Stelle.	GERMAN_VOICE_CHANGE_ONLY__RECIPE_AND_ROOTS_UNCHANGED
83	G407-E0407	G407-S012	f13r	HERBAL	cfholdy	CH+LOCAL_CHAR_F+OL+DY	GDT576-C05	Weiter: nimm denselben Pflanzenposten; an der bezeichneten Stelle; schließe den Schritt.	Weiter: nimm denselben Pflanzenposten; bei der f-Kennmarke; schließe den Schritt.	Weiter: nimm denselben Pflanzenposten; an der bezeichneten Stelle; schließe den Schritt.	GERMAN_VOICE_CHANGE_ONLY__RECIPE_AND_ROOTS_UNCHANGED
84	G407-E0409	G407-S013	f13r	HERBAL	dor	D_ADDR+OR	GDT576-C01	Im laufenden Gang nimm die Arbeitseinheit; an der bezeichneten Stelle.	Im laufenden Gang nimm die Arbeitseinheit; an der D-Stelle.	Im laufenden Gang nimm die Arbeitseinheit; an der bezeichneten Stelle.	GERMAN_VOICE_CHANGE_ONLY__RECIPE_AND_ROOTS_UNCHANGED
85	G407-E0416	G407-S013	f13r	HERBAL	d	D_ADDR	GDT576-C01	Im laufenden Gang gib denselben Pflanzenposten zu; an der bezeichneten Stelle.	Im laufenden Gang gib denselben Pflanzenposten zu; an der D-Stelle.	Im laufenden Gang gib denselben Pflanzenposten zu; an der bezeichneten Stelle.	GERMAN_VOICE_CHANGE_ONLY__RECIPE_AND_ROOTS_UNCHANGED
86	G407-E0417	G407-S013	f13r	HERBAL	dchy	D_ADDR+Y	GDT576-C01	Im laufenden Gang gib den Pflanzenposten zu; an der bezeichneten Stelle.	Im laufenden Gang gib den Pflanzenposten zu; an der D-Stelle.	Im laufenden Gang gib den Pflanzenposten zu; an der bezeichneten Stelle.	GERMAN_VOICE_CHANGE_ONLY__RECIPE_AND_ROOTS_UNCHANGED
87	G407-E0422	G407-S013	f13r	HERBAL	d	D_ADDR	GDT576-C01	Im laufenden Gang setze denselben Pflanzenposten im Arbeitsgang an; an der bezeichneten Stelle.	Im laufenden Gang setze denselben Pflanzenposten im Arbeitsgang an; an der D-Stelle.	Im laufenden Gang setze denselben Pflanzenposten im Arbeitsgang an; an der bezeichneten Stelle.	GERMAN_VOICE_CHANGE_ONLY__RECIPE_AND_ROOTS_UNCHANGED
88	G407-E0425	G407-S014	f13r	HERBAL	doaiin	D_ADDR+O+AIIN	GDT576-C01	Im laufenden Gang nimm den Arbeitswert; als Ausführung; an der bezeichneten Stelle.	Im laufenden Gang nimm den Arbeitswert; als Ausführung; an der D-Stelle.	Im laufenden Gang nimm den Arbeitswert; als Ausführung; an der bezeichneten Stelle.	GERMAN_VOICE_CHANGE_ONLY__RECIPE_AND_ROOTS_UNCHANGED
89	G407-E0436	G407-S015	f13r	HERBAL	doiin	D_ADDR+O+IIN	GDT576-C01	Im laufenden Gang halte denselben Pflanzenposten; als Ausführung und auf der bezeichneten Stufe; an der bezeichneten Stelle.	Im laufenden Gang halte denselben Pflanzenposten; als Ausführung und auf der bezeichneten Stufe; an der D-Stelle.	Im laufenden Gang halte denselben Pflanzenposten; als Ausführung und auf der bezeichneten Stufe; an der bezeichneten Stelle.	GERMAN_VOICE_CHANGE_ONLY__RECIPE_AND_ROOTS_UNCHANGED
90	G407-E0443	G407-S017	f17r	HERBAL	fshody	LOCAL_CHAR_F+SH+O+DY	GDT576-C05	Halte; an der bezeichneten Stelle; als Ausführung; schließe den Schritt.	Halte; bei der f-Kennmarke; als Ausführung; schließe den Schritt.	Halte; an der bezeichneten Stelle; als Ausführung; schließe den Schritt.	GERMAN_VOICE_CHANGE_ONLY__RECIPE_AND_ROOTS_UNCHANGED
91	G407-E0444	G407-S018	f17r	HERBAL	daram	DA+R+A_ADDR+AM_ADDR	GDT576-C02|GDT576-C03	Markiere; auf der zweiten Stufe; an der bezeichneten Stelle und an der bezeichneten Stelle.	Markiere; auf der zweiten Stufe; an der A-Stelle und an der AM-Stelle.	Markiere; auf der zweiten Stufe; an der bezeichneten Stelle und an der bezeichneten Stelle.	GERMAN_VOICE_CHANGE_ONLY__RECIPE_AND_ROOTS_UNCHANGED
92	G407-E0445	G407-S018	f17r	HERBAL	ydar	Y+D_ADDR+AR	GDT576-C01	Im laufenden Gang markiere den Pflanzenposten; vom Ausgangsmaterial; an der bezeichneten Stelle.	Im laufenden Gang markiere den Pflanzenposten; vom Ausgangsmaterial; an der D-Stelle.	Im laufenden Gang markiere den Pflanzenposten; vom Ausgangsmaterial; an der bezeichneten Stelle.	GERMAN_VOICE_CHANGE_ONLY__RECIPE_AND_ROOTS_UNCHANGED
93	G407-E0446	G407-S018	f17r	HERBAL	chog	HO+LOCAL_CHAR_G	GDT576-C09	Im laufenden Gang markiere denselben Pflanzenposten; in der bezeichneten Klasse und mit der lokalen Variante.	Im laufenden Gang markiere denselben Pflanzenposten; in der bezeichneten Klasse und mit der g-Variante.	Im laufenden Gang markiere denselben Pflanzenposten; in der bezeichneten Klasse und mit der lokalen Variante.	GERMAN_VOICE_CHANGE_ONLY__RECIPE_AND_ROOTS_UNCHANGED
94	G407-E0448	G407-S019	f17r	HERBAL	ypod	Y+P+O+D_ADDR	GDT576-C01	Setze den Pflanzenposten ein; als Ausführung; an der bezeichneten Stelle.	Setze den Pflanzenposten ein; als Ausführung; an der D-Stelle.	Setze den Pflanzenposten ein; als Ausführung; an der bezeichneten Stelle.	GERMAN_VOICE_CHANGE_ONLY__RECIPE_AND_ROOTS_UNCHANGED
95	G407-E0451	G407-S019	f17r	HERBAL	dody	D_ADDR+O+DY	GDT576-C01	Im laufenden Gang: Nimm denselben Pflanzenposten; an der bezeichneten Stelle; als Ausführung; schließe den Schritt.	Im laufenden Gang: Nimm denselben Pflanzenposten; an der D-Stelle; als Ausführung; schließe den Schritt.	Im laufenden Gang: Nimm denselben Pflanzenposten; an der bezeichneten Stelle; als Ausführung; schließe den Schritt.	GERMAN_VOICE_CHANGE_ONLY__RECIPE_AND_ROOTS_UNCHANGED
96	G407-E0452	G407-S020	f17r	HERBAL	oldckhy	OL+D_ADDR+CH+K+Y	GDT576-C01	Weiter: nimm den Pflanzenposten und gib ihn zu; an der bezeichneten Stelle.	Weiter: nimm den Pflanzenposten und gib ihn zu; an der D-Stelle.	Weiter: nimm den Pflanzenposten und gib ihn zu; an der bezeichneten Stelle.	GERMAN_VOICE_CHANGE_ONLY__RECIPE_AND_ROOTS_UNCHANGED
97	G407-E0453	G407-S020	f17r	HERBAL	ydair	Y+D_ADDR+AIR	GDT576-C01	Im laufenden Gang gib den Pflanzenposten zu; entlang der Verarbeitungsbahn; an der bezeichneten Stelle.	Im laufenden Gang gib den Pflanzenposten zu; entlang der Verarbeitungsbahn; an der D-Stelle.	Im laufenden Gang gib den Pflanzenposten zu; entlang der Verarbeitungsbahn; an der bezeichneten Stelle.	GERMAN_VOICE_CHANGE_ONLY__RECIPE_AND_ROOTS_UNCHANGED
98	G407-E0456	G407-S020	f17r	HERBAL	qodar	O+D_ADDR+AR	GDT576-C01	Im laufenden Gang setze denselben Pflanzenposten im Arbeitsgang an; vom Ausgangsmaterial; als Ausführung; an der bezeichneten Stelle.	Im laufenden Gang setze denselben Pflanzenposten im Arbeitsgang an; vom Ausgangsmaterial; als Ausführung; an der D-Stelle.	Im laufenden Gang setze denselben Pflanzenposten im Arbeitsgang an; vom Ausgangsmaterial; als Ausführung; an der bezeichneten Stelle.	GERMAN_VOICE_CHANGE_ONLY__RECIPE_AND_ROOTS_UNCHANGED
99	G407-E0458	G407-S021	f17r	HERBAL	dor	D_ADDR+OR	GDT576-C01	Im laufenden Gang gib die Arbeitseinheit zu; an der bezeichneten Stelle.	Im laufenden Gang gib die Arbeitseinheit zu; an der D-Stelle.	Im laufenden Gang gib die Arbeitseinheit zu; an der bezeichneten Stelle.	GERMAN_VOICE_CHANGE_ONLY__RECIPE_AND_ROOTS_UNCHANGED
100	G407-E0460	G407-S021	f17r	HERBAL	qodcthy	O+D_ADDR+CH+T+Y	GDT576-C01	Nimm den Pflanzenposten und stelle ihn ein; als Ausführung; an der bezeichneten Stelle.	Nimm den Pflanzenposten und stelle ihn ein; als Ausführung; an der D-Stelle.	Nimm den Pflanzenposten und stelle ihn ein; als Ausführung; an der bezeichneten Stelle.	GERMAN_VOICE_CHANGE_ONLY__RECIPE_AND_ROOTS_UNCHANGED
101	G407-E0461	G407-S021	f17r	HERBAL	ods	O+D_ADDR+S	GDT576-C01	Wähle denselben Pflanzenposten; als Ausführung; an der bezeichneten Stelle.	Wähle denselben Pflanzenposten; als Ausführung; an der D-Stelle.	Wähle denselben Pflanzenposten; als Ausführung; an der bezeichneten Stelle.	GERMAN_VOICE_CHANGE_ONLY__RECIPE_AND_ROOTS_UNCHANGED
102	G407-E0465	G407-S021	f17r	HERBAL	qodam	O+D_ADDR+AM_ADDR	GDT576-C01|GDT576-C03	Im laufenden Gang wähle denselben Pflanzenposten; als Ausführung; an der bezeichneten Stelle und an der bezeichneten Stelle.	Im laufenden Gang wähle denselben Pflanzenposten; als Ausführung; an der D-Stelle und an der AM-Stelle.	Im laufenden Gang wähle denselben Pflanzenposten; als Ausführung; an der bezeichneten Stelle und an der bezeichneten Stelle.	GERMAN_VOICE_CHANGE_ONLY__RECIPE_AND_ROOTS_UNCHANGED
103	G407-E0468	G407-S021	f17r	HERBAL	okchom	OK+CH+O+AM_ADDR	GDT576-C03	Setze dieselbe Arbeitseinheit im Arbeitsgang an und nimm sie; als Ausführung; an der bezeichneten Stelle.	Setze dieselbe Arbeitseinheit im Arbeitsgang an und nimm sie; als Ausführung; an der AM-Stelle.	Setze dieselbe Arbeitseinheit im Arbeitsgang an und nimm sie; als Ausführung; an der bezeichneten Stelle.	GERMAN_VOICE_CHANGE_ONLY__RECIPE_AND_ROOTS_UNCHANGED
104	G407-E0474	G407-S021	f17r	HERBAL	opydg	O+P+Y+D_ADDR+LOCAL_CHAR_G	GDT576-C01|GDT576-C09	Setze den Pflanzenposten ein; als Ausführung; an der bezeichneten Stelle und mit der lokalen Variante.	Setze den Pflanzenposten ein; als Ausführung; an der D-Stelle und mit der g-Variante.	Setze den Pflanzenposten ein; als Ausführung; an der bezeichneten Stelle und mit der lokalen Variante.	GERMAN_VOICE_CHANGE_ONLY__RECIPE_AND_ROOTS_UNCHANGED
105	G407-E0475	G407-S021	f17r	HERBAL	som	S+O+M_LOCAL	GDT576-C06	Wähle denselben Pflanzenposten; als Ausführung; an der bezeichneten Stelle.	Wähle denselben Pflanzenposten; als Ausführung; bei der m-Ortsmarke.	Wähle denselben Pflanzenposten; als Ausführung; an der bezeichneten Stelle.	GERMAN_VOICE_CHANGE_ONLY__RECIPE_AND_ROOTS_UNCHANGED
106	G407-E0484	G407-S022	f17r	HERBAL	dair	D_ADDR+AIR	GDT576-C01	Im laufenden Gang setze dieselbe Arbeitseinheit ein; entlang der Verarbeitungsbahn; an der bezeichneten Stelle.	Im laufenden Gang setze dieselbe Arbeitseinheit ein; entlang der Verarbeitungsbahn; an der D-Stelle.	Im laufenden Gang setze dieselbe Arbeitseinheit ein; entlang der Verarbeitungsbahn; an der bezeichneten Stelle.	GERMAN_VOICE_CHANGE_ONLY__RECIPE_AND_ROOTS_UNCHANGED
107	G407-E0488	G407-S023	f17r	HERBAL	qof	O+LOCAL_CHAR_F	GDT576-C05	Im laufenden Gang halte denselben Pflanzenposten; als Ausführung; an der bezeichneten Stelle.	Im laufenden Gang halte denselben Pflanzenposten; als Ausführung; bei der f-Kennmarke.	Im laufenden Gang halte denselben Pflanzenposten; als Ausführung; an der bezeichneten Stelle.	GERMAN_VOICE_CHANGE_ONLY__RECIPE_AND_ROOTS_UNCHANGED
108	G407-E0491	G407-S023	f17r	HERBAL	cheteg	CH+E+T+E+LOCAL_CHAR_G	GDT576-C09	Nimm denselben Pflanzenposten und stelle ihn ein; auf Grad I und auf Grad I; mit der lokalen Variante.	Nimm denselben Pflanzenposten und stelle ihn ein; auf Grad I und auf Grad I; mit der g-Variante.	Nimm denselben Pflanzenposten und stelle ihn ein; auf Grad I und auf Grad I; mit der lokalen Variante.	GERMAN_VOICE_CHANGE_ONLY__RECIPE_AND_ROOTS_UNCHANGED
109	G407-E0494	G407-S023	f17r	HERBAL	choldshy	CH+OL+D_ADDR+SH+Y	GDT576-C01	Weiter: nimm den Pflanzenposten und halte ihn; an der bezeichneten Stelle.	Weiter: nimm den Pflanzenposten und halte ihn; an der D-Stelle.	Weiter: nimm den Pflanzenposten und halte ihn; an der bezeichneten Stelle.	GERMAN_VOICE_CHANGE_ONLY__RECIPE_AND_ROOTS_UNCHANGED
110	G407-E0496	G407-S023	f17r	HERBAL	d	D_ADDR	GDT576-C01	Im laufenden Gang nimm denselben Pflanzenposten; an der bezeichneten Stelle.	Im laufenden Gang nimm denselben Pflanzenposten; an der D-Stelle.	Im laufenden Gang nimm denselben Pflanzenposten; an der bezeichneten Stelle.	GERMAN_VOICE_CHANGE_ONLY__RECIPE_AND_ROOTS_UNCHANGED
111	G407-E0498	G407-S024	f17r	HERBAL	dchchy	D_ADDR+CH+Y	GDT576-C01	Nimm den Pflanzenposten; an der bezeichneten Stelle.	Nimm den Pflanzenposten; an der D-Stelle.	Nimm den Pflanzenposten; an der bezeichneten Stelle.	GERMAN_VOICE_CHANGE_ONLY__RECIPE_AND_ROOTS_UNCHANGED
112	G407-E0499	G407-S024	f17r	HERBAL	dychear	D_ADDR+Y+CH+E+AR	GDT576-C01	Nimm den Pflanzenposten; vom Ausgangsmaterial; auf Grad I; an der bezeichneten Stelle.	Nimm den Pflanzenposten; vom Ausgangsmaterial; auf Grad I; an der D-Stelle.	Nimm den Pflanzenposten; vom Ausgangsmaterial; auf Grad I; an der bezeichneten Stelle.	GERMAN_VOICE_CHANGE_ONLY__RECIPE_AND_ROOTS_UNCHANGED
113	G407-E0506	G407-S024	f17r	HERBAL	chypcham	CH+Y+P+CH+AM_ADDR	GDT576-C03	Nimm den Pflanzenposten, setze ihn ein und nimm ihn; an der bezeichneten Stelle.	Nimm den Pflanzenposten, setze ihn ein und nimm ihn; an der AM-Stelle.	Nimm den Pflanzenposten, setze ihn ein und nimm ihn; an der bezeichneten Stelle.	GERMAN_VOICE_CHANGE_ONLY__RECIPE_AND_ROOTS_UNCHANGED
114	G407-E0507	G407-S024	f17r	HERBAL	dar	D_ADDR+AR	GDT576-C01	Im laufenden Gang nimm denselben Pflanzenposten; vom Ausgangsmaterial; an der bezeichneten Stelle.	Im laufenden Gang nimm denselben Pflanzenposten; vom Ausgangsmaterial; an der D-Stelle.	Im laufenden Gang nimm denselben Pflanzenposten; vom Ausgangsmaterial; an der bezeichneten Stelle.	GERMAN_VOICE_CHANGE_ONLY__RECIPE_AND_ROOTS_UNCHANGED
115	G407-E0509	G407-S024	f17r	HERBAL	dcheor	D_ADDR+CH+E+O+R	GDT576-C01	Nimm denselben Pflanzenposten und markiere ihn; auf Grad I und als Ausführung; an der bezeichneten Stelle.	Nimm denselben Pflanzenposten und markiere ihn; auf Grad I und als Ausführung; an der D-Stelle.	Nimm denselben Pflanzenposten und markiere ihn; auf Grad I und als Ausführung; an der bezeichneten Stelle.	GERMAN_VOICE_CHANGE_ONLY__RECIPE_AND_ROOTS_UNCHANGED
