assignment_ordinal	event_id	statement_id	physical_page	register	surface	final_context_recipe	atom_position_zero_based	atom	source_family	function_value	learned_head_de	family_frame_id	sigla_card_id	scope	source_fragment_de	target_fragment_de	source_start	source_end	target_start	target_end	guard
75	G407-E0346	G407-S011	f11r	HERBAL	d	D_ADDR	0	D_ADDR	ADDRESS	STELLENVERWEIS	D-Stelle	GDT576-F01	GDT576-C01	PLAIN	an der bezeichneten Stelle	an der D-Stelle	55	81	55	70	LEARNED_SIGLUM_VOICE_ONLY__SOURCE_ATOM_POSITION_RETAINED
76	G407-E0348	G407-S011	f11r	HERBAL	chodl	CH+O+D_ADDR+L	2	D_ADDR	ADDRESS	STELLENVERWEIS	D-Stelle	GDT576-F01	GDT576-C01	PLAIN	an der bezeichneten Stelle	an der D-Stelle	87	113	87	102	LEARNED_SIGLUM_VOICE_ONLY__SOURCE_ATOM_POSITION_RETAINED
77	G407-E0350	G407-S011	f11r	HERBAL	odl	O+D_ADDR+L	1	D_ADDR	ADDRESS	STELLENVERWEIS	D-Stelle	GDT576-F01	GDT576-C01	PLAIN	an der bezeichneten Stelle	an der D-Stelle	102	128	102	117	LEARNED_SIGLUM_VOICE_ONLY__SOURCE_ATOM_POSITION_RETAINED
78	G407-E0351	G407-S011	f11r	HERBAL	d	D_ADDR	0	D_ADDR	ADDRESS	STELLENVERWEIS	D-Stelle	GDT576-F01	GDT576-C01	PLAIN	an der bezeichneten Stelle	an der D-Stelle	46	72	46	61	LEARNED_SIGLUM_VOICE_ONLY__SOURCE_ATOM_POSITION_RETAINED
79	G407-E0357	G407-S011	f11r	HERBAL	dair	D_ADDR+AIR	0	D_ADDR	ADDRESS	STELLENVERWEIS	D-Stelle	GDT576-F01	GDT576-C01	PLAIN	an der bezeichneten Stelle	an der D-Stelle	79	105	79	94	LEARNED_SIGLUM_VOICE_ONLY__SOURCE_ATOM_POSITION_RETAINED
80	G407-E0358	G407-S011	f11r	HERBAL	chody	CH+O+D_ADDR+Y	2	D_ADDR	ADDRESS	STELLENVERWEIS	D-Stelle	GDT576-F01	GDT576-C01	PLAIN	an der bezeichneten Stelle	an der D-Stelle	41	67	41	56	LEARNED_SIGLUM_VOICE_ONLY__SOURCE_ATOM_POSITION_RETAINED
81	G407-E0373	G407-S012	f13r	HERBAL	dypchy	D_ADDR+Y+P+Y	0	D_ADDR	ADDRESS	STELLENVERWEIS	D-Stelle	GDT576-F01	GDT576-C01	PLAIN	an der bezeichneten Stelle	an der D-Stelle	69	95	69	84	LEARNED_SIGLUM_VOICE_ONLY__SOURCE_ATOM_POSITION_RETAINED
82	G407-E0374	G407-S012	f13r	HERBAL	dchg	D_ADDR+CH+LOCAL_CHAR_G	0	D_ADDR	ADDRESS	STELLENVERWEIS	D-Stelle	GDT576-F01	GDT576-C01	PLAIN	an der bezeichneten Stelle	an der D-Stelle	31	57	31	46	LEARNED_SIGLUM_VOICE_ONLY__SOURCE_ATOM_POSITION_RETAINED
83	G407-E0374	G407-S012	f13r	HERBAL	dchg	D_ADDR+CH+LOCAL_CHAR_G	2	LOCAL_CHAR_G	LOCAL_VARIANT	VARIANTENVERWEIS	g-Variante	GDT576-F04	GDT576-C09	PLAIN	mit der lokalen Variante	mit der g-Variante	62	86	51	69	LEARNED_SIGLUM_VOICE_ONLY__SOURCE_ATOM_POSITION_RETAINED
84	G407-E0375	G407-S012	f13r	HERBAL	dchol	D_ADDR+OL	0	D_ADDR	ADDRESS	STELLENVERWEIS	D-Stelle	GDT576-F01	GDT576-C01	PLAIN	an der bezeichneten Stelle	an der D-Stelle	57	83	57	72	LEARNED_SIGLUM_VOICE_ONLY__SOURCE_ATOM_POSITION_RETAINED
85	G407-E0377	G407-S012	f13r	HERBAL	dol	D_ADDR+OL	0	D_ADDR	ADDRESS	STELLENVERWEIS	D-Stelle	GDT576-F01	GDT576-C01	PLAIN	an der bezeichneten Stelle	an der D-Stelle	57	83	57	72	LEARNED_SIGLUM_VOICE_ONLY__SOURCE_ATOM_POSITION_RETAINED
86	G407-E0388	G407-S012	f13r	HERBAL	dchor	D_ADDR+CH+OR	0	D_ADDR	ADDRESS	STELLENVERWEIS	D-Stelle	GDT576-F01	GDT576-C01	PLAIN	an der bezeichneten Stelle	an der D-Stelle	25	51	25	40	LEARNED_SIGLUM_VOICE_ONLY__SOURCE_ATOM_POSITION_RETAINED
87	G407-E0396	G407-S012	f13r	HERBAL	dar	D_ADDR+AR	0	D_ADDR	ADDRESS	STELLENVERWEIS	D-Stelle	GDT576-F01	GDT576-C01	PLAIN	an der bezeichneten Stelle	an der D-Stelle	73	99	73	88	LEARNED_SIGLUM_VOICE_ONLY__SOURCE_ATOM_POSITION_RETAINED
88	G407-E0397	G407-S012	f13r	HERBAL	qodchy	O+D_ADDR+Y	1	D_ADDR	ADDRESS	STELLENVERWEIS	D-Stelle	GDT576-F01	GDT576-C01	PLAIN	an der bezeichneten Stelle	an der D-Stelle	61	87	61	76	LEARNED_SIGLUM_VOICE_ONLY__SOURCE_ATOM_POSITION_RETAINED
89	G407-E0400	G407-S012	f13r	HERBAL	shorodo	SH+OR+O+D_ADDR+O	3	D_ADDR	ADDRESS	STELLENVERWEIS	D-Stelle	GDT576-F01	GDT576-C01	PLAIN	an der bezeichneten Stelle	an der D-Stelle	61	87	61	76	LEARNED_SIGLUM_VOICE_ONLY__SOURCE_ATOM_POSITION_RETAINED
90	G407-E0404	G407-S012	f13r	HERBAL	dpchy	D_ADDR+P+Y	0	D_ADDR	ADDRESS	STELLENVERWEIS	D-Stelle	GDT576-F01	GDT576-C01	PLAIN	an der bezeichneten Stelle	an der D-Stelle	30	56	30	45	LEARNED_SIGLUM_VOICE_ONLY__SOURCE_ATOM_POSITION_RETAINED
91	G407-E0407	G407-S012	f13r	HERBAL	cfholdy	CH+LOCAL_CHAR_F+OL+DY	1	LOCAL_CHAR_F	ADDRESS	STELLENVERWEIS	f-Kennmarke	GDT576-F02	GDT576-C05	PLAIN	an der bezeichneten Stelle	bei der f-Kennmarke	39	65	39	58	LEARNED_SIGLUM_VOICE_ONLY__SOURCE_ATOM_POSITION_RETAINED
92	G407-E0409	G407-S013	f13r	HERBAL	dor	D_ADDR+OR	0	D_ADDR	ADDRESS	STELLENVERWEIS	D-Stelle	GDT576-F01	GDT576-C01	PLAIN	an der bezeichneten Stelle	an der D-Stelle	43	69	43	58	LEARNED_SIGLUM_VOICE_ONLY__SOURCE_ATOM_POSITION_RETAINED
93	G407-E0416	G407-S013	f13r	HERBAL	d	D_ADDR	0	D_ADDR	ADDRESS	STELLENVERWEIS	D-Stelle	GDT576-F01	GDT576-C01	PLAIN	an der bezeichneten Stelle	an der D-Stelle	51	77	51	66	LEARNED_SIGLUM_VOICE_ONLY__SOURCE_ATOM_POSITION_RETAINED
94	G407-E0417	G407-S013	f13r	HERBAL	dchy	D_ADDR+Y	0	D_ADDR	ADDRESS	STELLENVERWEIS	D-Stelle	GDT576-F01	GDT576-C01	PLAIN	an der bezeichneten Stelle	an der D-Stelle	45	71	45	60	LEARNED_SIGLUM_VOICE_ONLY__SOURCE_ATOM_POSITION_RETAINED
95	G407-E0422	G407-S013	f13r	HERBAL	d	D_ADDR	0	D_ADDR	ADDRESS	STELLENVERWEIS	D-Stelle	GDT576-F01	GDT576-C01	PLAIN	an der bezeichneten Stelle	an der D-Stelle	68	94	68	83	LEARNED_SIGLUM_VOICE_ONLY__SOURCE_ATOM_POSITION_RETAINED
96	G407-E0425	G407-S014	f13r	HERBAL	doaiin	D_ADDR+O+AIIN	0	D_ADDR	ADDRESS	STELLENVERWEIS	D-Stelle	GDT576-F01	GDT576-C01	PLAIN	an der bezeichneten Stelle	an der D-Stelle	56	82	56	71	LEARNED_SIGLUM_VOICE_ONLY__SOURCE_ATOM_POSITION_RETAINED
97	G407-E0436	G407-S015	f13r	HERBAL	doiin	D_ADDR+O+IIN	0	D_ADDR	ADDRESS	STELLENVERWEIS	D-Stelle	GDT576-F01	GDT576-C01	PLAIN	an der bezeichneten Stelle	an der D-Stelle	97	123	97	112	LEARNED_SIGLUM_VOICE_ONLY__SOURCE_ATOM_POSITION_RETAINED
98	G407-E0443	G407-S017	f17r	HERBAL	fshody	LOCAL_CHAR_F+SH+O+DY	0	LOCAL_CHAR_F	ADDRESS	STELLENVERWEIS	f-Kennmarke	GDT576-F02	GDT576-C05	PLAIN	an der bezeichneten Stelle	bei der f-Kennmarke	7	33	7	26	LEARNED_SIGLUM_VOICE_ONLY__SOURCE_ATOM_POSITION_RETAINED
99	G407-E0444	G407-S018	f17r	HERBAL	daram	DA+R+A_ADDR+AM_ADDR	2	A_ADDR	ADDRESS	STELLENVERWEIS	A-Stelle	GDT576-F01	GDT576-C02	PLAIN	an der bezeichneten Stelle	an der A-Stelle	33	59	33	48	LEARNED_SIGLUM_VOICE_ONLY__SOURCE_ATOM_POSITION_RETAINED
100	G407-E0444	G407-S018	f17r	HERBAL	daram	DA+R+A_ADDR+AM_ADDR	3	AM_ADDR	ADDRESS	STELLENVERWEIS	AM-Stelle	GDT576-F01	GDT576-C03	PLAIN	an der bezeichneten Stelle	an der AM-Stelle	64	90	53	69	LEARNED_SIGLUM_VOICE_ONLY__SOURCE_ATOM_POSITION_RETAINED
101	G407-E0445	G407-S018	f17r	HERBAL	ydar	Y+D_ADDR+AR	1	D_ADDR	ADDRESS	STELLENVERWEIS	D-Stelle	GDT576-F01	GDT576-C01	PLAIN	an der bezeichneten Stelle	an der D-Stelle	69	95	69	84	LEARNED_SIGLUM_VOICE_ONLY__SOURCE_ATOM_POSITION_RETAINED
102	G407-E0446	G407-S018	f17r	HERBAL	chog	HO+LOCAL_CHAR_G	1	LOCAL_CHAR_G	LOCAL_VARIANT	VARIANTENVERWEIS	g-Variante	GDT576-F04	GDT576-C09	PLAIN	mit der lokalen Variante	mit der g-Variante	84	108	84	102	LEARNED_SIGLUM_VOICE_ONLY__SOURCE_ATOM_POSITION_RETAINED
103	G407-E0448	G407-S019	f17r	HERBAL	ypod	Y+P+O+D_ADDR	3	D_ADDR	ADDRESS	STELLENVERWEIS	D-Stelle	GDT576-F01	GDT576-C01	PLAIN	an der bezeichneten Stelle	an der D-Stelle	46	72	46	61	LEARNED_SIGLUM_VOICE_ONLY__SOURCE_ATOM_POSITION_RETAINED
104	G407-E0451	G407-S019	f17r	HERBAL	dody	D_ADDR+O+DY	0	D_ADDR	ADDRESS	STELLENVERWEIS	D-Stelle	GDT576-F01	GDT576-C01	PLAIN	an der bezeichneten Stelle	an der D-Stelle	50	76	50	65	LEARNED_SIGLUM_VOICE_ONLY__SOURCE_ATOM_POSITION_RETAINED
105	G407-E0452	G407-S020	f17r	HERBAL	oldckhy	OL+D_ADDR+CH+K+Y	1	D_ADDR	ADDRESS	STELLENVERWEIS	D-Stelle	GDT576-F01	GDT576-C01	PLAIN	an der bezeichneten Stelle	an der D-Stelle	48	74	48	63	LEARNED_SIGLUM_VOICE_ONLY__SOURCE_ATOM_POSITION_RETAINED
106	G407-E0453	G407-S020	f17r	HERBAL	ydair	Y+D_ADDR+AIR	1	D_ADDR	ADDRESS	STELLENVERWEIS	D-Stelle	GDT576-F01	GDT576-C01	PLAIN	an der bezeichneten Stelle	an der D-Stelle	76	102	76	91	LEARNED_SIGLUM_VOICE_ONLY__SOURCE_ATOM_POSITION_RETAINED
107	G407-E0456	G407-S020	f17r	HERBAL	qodar	O+D_ADDR+AR	1	D_ADDR	ADDRESS	STELLENVERWEIS	D-Stelle	GDT576-F01	GDT576-C01	PLAIN	an der bezeichneten Stelle	an der D-Stelle	106	132	106	121	LEARNED_SIGLUM_VOICE_ONLY__SOURCE_ATOM_POSITION_RETAINED
108	G407-E0458	G407-S021	f17r	HERBAL	dor	D_ADDR+OR	0	D_ADDR	ADDRESS	STELLENVERWEIS	D-Stelle	GDT576-F01	GDT576-C01	PLAIN	an der bezeichneten Stelle	an der D-Stelle	45	71	45	60	LEARNED_SIGLUM_VOICE_ONLY__SOURCE_ATOM_POSITION_RETAINED
109	G407-E0460	G407-S021	f17r	HERBAL	qodcthy	O+D_ADDR+CH+T+Y	1	D_ADDR	ADDRESS	STELLENVERWEIS	D-Stelle	GDT576-F01	GDT576-C01	PLAIN	an der bezeichneten Stelle	an der D-Stelle	60	86	60	75	LEARNED_SIGLUM_VOICE_ONLY__SOURCE_ATOM_POSITION_RETAINED
110	G407-E0461	G407-S021	f17r	HERBAL	ods	O+D_ADDR+S	1	D_ADDR	ADDRESS	STELLENVERWEIS	D-Stelle	GDT576-F01	GDT576-C01	PLAIN	an der bezeichneten Stelle	an der D-Stelle	48	74	48	63	LEARNED_SIGLUM_VOICE_ONLY__SOURCE_ATOM_POSITION_RETAINED
111	G407-E0465	G407-S021	f17r	HERBAL	qodam	O+D_ADDR+AM_ADDR	1	D_ADDR	ADDRESS	STELLENVERWEIS	D-Stelle	GDT576-F01	GDT576-C01	PLAIN	an der bezeichneten Stelle	an der D-Stelle	66	92	66	81	LEARNED_SIGLUM_VOICE_ONLY__SOURCE_ATOM_POSITION_RETAINED
112	G407-E0465	G407-S021	f17r	HERBAL	qodam	O+D_ADDR+AM_ADDR	2	AM_ADDR	ADDRESS	STELLENVERWEIS	AM-Stelle	GDT576-F01	GDT576-C03	PLAIN	an der bezeichneten Stelle	an der AM-Stelle	97	123	86	102	LEARNED_SIGLUM_VOICE_ONLY__SOURCE_ATOM_POSITION_RETAINED
113	G407-E0468	G407-S021	f17r	HERBAL	okchom	OK+CH+O+AM_ADDR	3	AM_ADDR	ADDRESS	STELLENVERWEIS	AM-Stelle	GDT576-F01	GDT576-C03	PLAIN	an der bezeichneten Stelle	an der AM-Stelle	78	104	78	94	LEARNED_SIGLUM_VOICE_ONLY__SOURCE_ATOM_POSITION_RETAINED
114	G407-E0474	G407-S021	f17r	HERBAL	opydg	O+P+Y+D_ADDR+LOCAL_CHAR_G	3	D_ADDR	ADDRESS	STELLENVERWEIS	D-Stelle	GDT576-F01	GDT576-C01	PLAIN	an der bezeichneten Stelle	an der D-Stelle	46	72	46	61	LEARNED_SIGLUM_VOICE_ONLY__SOURCE_ATOM_POSITION_RETAINED
115	G407-E0474	G407-S021	f17r	HERBAL	opydg	O+P+Y+D_ADDR+LOCAL_CHAR_G	4	LOCAL_CHAR_G	LOCAL_VARIANT	VARIANTENVERWEIS	g-Variante	GDT576-F04	GDT576-C09	PLAIN	mit der lokalen Variante	mit der g-Variante	77	101	66	84	LEARNED_SIGLUM_VOICE_ONLY__SOURCE_ATOM_POSITION_RETAINED
116	G407-E0475	G407-S021	f17r	HERBAL	som	S+O+M_LOCAL	2	M_LOCAL	ADDRESS	STELLENVERWEIS	m-Ortsmarke	GDT576-F02	GDT576-C06	PLAIN	an der bezeichneten Stelle	bei der m-Ortsmarke	48	74	48	67	LEARNED_SIGLUM_VOICE_ONLY__SOURCE_ATOM_POSITION_RETAINED
117	G407-E0484	G407-S022	f17r	HERBAL	dair	D_ADDR+AIR	0	D_ADDR	ADDRESS	STELLENVERWEIS	D-Stelle	GDT576-F01	GDT576-C01	PLAIN	an der bezeichneten Stelle	an der D-Stelle	84	110	84	99	LEARNED_SIGLUM_VOICE_ONLY__SOURCE_ATOM_POSITION_RETAINED
118	G407-E0488	G407-S023	f17r	HERBAL	qof	O+LOCAL_CHAR_F	1	LOCAL_CHAR_F	ADDRESS	STELLENVERWEIS	f-Kennmarke	GDT576-F02	GDT576-C05	PLAIN	an der bezeichneten Stelle	bei der f-Kennmarke	66	92	66	85	LEARNED_SIGLUM_VOICE_ONLY__SOURCE_ATOM_POSITION_RETAINED
119	G407-E0491	G407-S023	f17r	HERBAL	cheteg	CH+E+T+E+LOCAL_CHAR_G	4	LOCAL_CHAR_G	LOCAL_VARIANT	VARIANTENVERWEIS	g-Variante	GDT576-F04	GDT576-C09	PLAIN	mit der lokalen Variante	mit der g-Variante	77	101	77	95	LEARNED_SIGLUM_VOICE_ONLY__SOURCE_ATOM_POSITION_RETAINED
120	G407-E0494	G407-S023	f17r	HERBAL	choldshy	CH+OL+D_ADDR+SH+Y	2	D_ADDR	ADDRESS	STELLENVERWEIS	D-Stelle	GDT576-F01	GDT576-C01	PLAIN	an der bezeichneten Stelle	an der D-Stelle	47	73	47	62	LEARNED_SIGLUM_VOICE_ONLY__SOURCE_ATOM_POSITION_RETAINED
121	G407-E0496	G407-S023	f17r	HERBAL	d	D_ADDR	0	D_ADDR	ADDRESS	STELLENVERWEIS	D-Stelle	GDT576-F01	GDT576-C01	PLAIN	an der bezeichneten Stelle	an der D-Stelle	49	75	49	64	LEARNED_SIGLUM_VOICE_ONLY__SOURCE_ATOM_POSITION_RETAINED
122	G407-E0498	G407-S024	f17r	HERBAL	dchchy	D_ADDR+CH+Y	0	D_ADDR	ADDRESS	STELLENVERWEIS	D-Stelle	GDT576-F01	GDT576-C01	PLAIN	an der bezeichneten Stelle	an der D-Stelle	25	51	25	40	LEARNED_SIGLUM_VOICE_ONLY__SOURCE_ATOM_POSITION_RETAINED
123	G407-E0499	G407-S024	f17r	HERBAL	dychear	D_ADDR+Y+CH+E+AR	0	D_ADDR	ADDRESS	STELLENVERWEIS	D-Stelle	GDT576-F01	GDT576-C01	PLAIN	an der bezeichneten Stelle	an der D-Stelle	59	85	59	74	LEARNED_SIGLUM_VOICE_ONLY__SOURCE_ATOM_POSITION_RETAINED
124	G407-E0506	G407-S024	f17r	HERBAL	chypcham	CH+Y+P+CH+AM_ADDR	4	AM_ADDR	ADDRESS	STELLENVERWEIS	AM-Stelle	GDT576-F01	GDT576-C03	PLAIN	an der bezeichneten Stelle	an der AM-Stelle	53	79	53	69	LEARNED_SIGLUM_VOICE_ONLY__SOURCE_ATOM_POSITION_RETAINED
125	G407-E0507	G407-S024	f17r	HERBAL	dar	D_ADDR+AR	0	D_ADDR	ADDRESS	STELLENVERWEIS	D-Stelle	GDT576-F01	GDT576-C01	PLAIN	an der bezeichneten Stelle	an der D-Stelle	71	97	71	86	LEARNED_SIGLUM_VOICE_ONLY__SOURCE_ATOM_POSITION_RETAINED
126	G407-E0509	G407-S024	f17r	HERBAL	dcheor	D_ADDR+CH+E+O+R	0	D_ADDR	ADDRESS	STELLENVERWEIS	D-Stelle	GDT576-F01	GDT576-C01	PLAIN	an der bezeichneten Stelle	an der D-Stelle	79	105	79	94	LEARNED_SIGLUM_VOICE_ONLY__SOURCE_ATOM_POSITION_RETAINED
127	G407-E0512	G407-S024	f17r	HERBAL	mol	M_LOCAL+OL	0	M_LOCAL	ADDRESS	STELLENVERWEIS	m-Ortsmarke	GDT576-F02	GDT576-C06	PLAIN	an der bezeichneten Stelle	bei der m-Ortsmarke	58	84	58	77	LEARNED_SIGLUM_VOICE_ONLY__SOURCE_ATOM_POSITION_RETAINED
128	G407-E0518	G407-S024	f17r	HERBAL	ychod	Y+CH+O+D_ADDR	3	D_ADDR	ADDRESS	STELLENVERWEIS	D-Stelle	GDT576-F01	GDT576-C01	PLAIN	an der bezeichneten Stelle	an der D-Stelle	41	67	41	56	LEARNED_SIGLUM_VOICE_ONLY__SOURCE_ATOM_POSITION_RETAINED
129	G407-E0520	G407-S024	f17r	HERBAL	chotom	CH+OT+O+M_LOCAL	3	M_LOCAL	ADDRESS	STELLENVERWEIS	m-Ortsmarke	GDT576-F02	GDT576-C06	PLAIN	an der bezeichneten Stelle	bei der m-Ortsmarke	55	81	55	74	LEARNED_SIGLUM_VOICE_ONLY__SOURCE_ATOM_POSITION_RETAINED
130	G407-E0521	G407-S025	f18r	HERBAL	pdrairdy	P+D_ADDR+R+AIR+DY	1	D_ADDR	ADDRESS	STELLENVERWEIS	D-Stelle	GDT576-F01	GDT576-C01	PLAIN	an der bezeichneten Stelle	an der D-Stelle	24	50	24	39	LEARNED_SIGLUM_VOICE_ONLY__SOURCE_ATOM_POSITION_RETAINED
131	G407-E0522	G407-S026	f18r	HERBAL	darod	D_ADDR+AR+O+D_ADDR	0	D_ADDR	ADDRESS	STELLENVERWEIS	D-Stelle	GDT576-F01	GDT576-C01	PLAIN	an der bezeichneten Stelle	an der D-Stelle	66	92	66	81	LEARNED_SIGLUM_VOICE_ONLY__SOURCE_ATOM_POSITION_RETAINED
132	G407-E0522	G407-S026	f18r	HERBAL	darod	D_ADDR+AR+O+D_ADDR	3	D_ADDR	ADDRESS	STELLENVERWEIS	D-Stelle	GDT576-F01	GDT576-C01	PLAIN	an der bezeichneten Stelle	an der D-Stelle	97	123	86	101	LEARNED_SIGLUM_VOICE_ONLY__SOURCE_ATOM_POSITION_RETAINED
133	G407-E0525	G407-S026	f18r	HERBAL	dar	D_ADDR+AR	0	D_ADDR	ADDRESS	STELLENVERWEIS	D-Stelle	GDT576-F01	GDT576-C01	PLAIN	an der bezeichneten Stelle	an der D-Stelle	73	99	73	88	LEARNED_SIGLUM_VOICE_ONLY__SOURCE_ATOM_POSITION_RETAINED
134	G407-E0526	G407-S026	f18r	HERBAL	om	O+AM_ADDR	1	AM_ADDR	ADDRESS	STELLENVERWEIS	AM-Stelle	GDT576-F01	GDT576-C03	PLAIN	an der bezeichneten Stelle	an der AM-Stelle	67	93	67	83	LEARNED_SIGLUM_VOICE_ONLY__SOURCE_ATOM_POSITION_RETAINED
135	G407-E0545	G407-S026	f18r	HERBAL	ytcharg	K+CH+AR+LOCAL_CHAR_G	3	LOCAL_CHAR_G	LOCAL_VARIANT	VARIANTENVERWEIS	g-Variante	GDT576-F04	GDT576-C09	PLAIN	mit der lokalen Variante	mit der g-Variante	68	92	68	86	LEARNED_SIGLUM_VOICE_ONLY__SOURCE_ATOM_POSITION_RETAINED
136	G407-E0556	G407-S027	f18r	HERBAL	chom	HO+M_LOCAL	1	M_LOCAL	ADDRESS	STELLENVERWEIS	m-Ortsmarke	GDT576-F02	GDT576-C06	PLAIN	an der bezeichneten Stelle	bei der m-Ortsmarke	83	109	83	102	LEARNED_SIGLUM_VOICE_ONLY__SOURCE_ATOM_POSITION_RETAINED
137	G407-E0559	G407-S027	f18r	HERBAL	dair	D_ADDR+AIR	0	D_ADDR	ADDRESS	STELLENVERWEIS	D-Stelle	GDT576-F01	GDT576-C01	PLAIN	an der bezeichneten Stelle	an der D-Stelle	79	105	79	94	LEARNED_SIGLUM_VOICE_ONLY__SOURCE_ATOM_POSITION_RETAINED
138	G407-E0562	G407-S027	f18r	HERBAL	dar	D_ADDR+AR	0	D_ADDR	ADDRESS	STELLENVERWEIS	D-Stelle	GDT576-F01	GDT576-C01	PLAIN	an der bezeichneten Stelle	an der D-Stelle	77	103	77	92	LEARNED_SIGLUM_VOICE_ONLY__SOURCE_ATOM_POSITION_RETAINED
139	G407-E0563	G407-S027	f18r	HERBAL	dar	D_ADDR+AR	0	D_ADDR	ADDRESS	STELLENVERWEIS	D-Stelle	GDT576-F01	GDT576-C01	PLAIN	an der bezeichneten Stelle	an der D-Stelle	77	103	77	92	LEARNED_SIGLUM_VOICE_ONLY__SOURCE_ATOM_POSITION_RETAINED
140	G407-E0568	G407-S027	f18r	HERBAL	sholdy	SH+OL+D_ADDR+Y	2	D_ADDR	ADDRESS	STELLENVERWEIS	D-Stelle	GDT576-F01	GDT576-C01	PLAIN	an der bezeichneten Stelle	an der D-Stelle	34	60	34	49	LEARNED_SIGLUM_VOICE_ONLY__SOURCE_ATOM_POSITION_RETAINED
141	G407-E0581	G407-S029	f18r	HERBAL	dar	D_ADDR+AR	0	D_ADDR	ADDRESS	STELLENVERWEIS	D-Stelle	GDT576-F01	GDT576-C01	PLAIN	an der bezeichneten Stelle	an der D-Stelle	90	116	90	105	LEARNED_SIGLUM_VOICE_ONLY__SOURCE_ATOM_POSITION_RETAINED
142	G407-E0585	G407-S029	f18r	HERBAL	ydaiin	Y+D_ADDR+AIIN	1	D_ADDR	ADDRESS	STELLENVERWEIS	D-Stelle	GDT576-F01	GDT576-C01	PLAIN	an der bezeichneten Stelle	an der D-Stelle	82	108	82	97	LEARNED_SIGLUM_VOICE_ONLY__SOURCE_ATOM_POSITION_RETAINED
143	G407-E0590	G407-S029	f18r	HERBAL	g	LOCAL_CHAR_G	0	LOCAL_CHAR_G	LOCAL_VARIANT	VARIANTENVERWEIS	g-Variante	GDT576-F04	GDT576-C09	PLAIN	mit der lokalen Variante	mit der g-Variante	48	72	48	66	LEARNED_SIGLUM_VOICE_ONLY__SOURCE_ATOM_POSITION_RETAINED
144	G407-E0601	G407-S029	f18r	HERBAL	dar	D_ADDR+AR	0	D_ADDR	ADDRESS	STELLENVERWEIS	D-Stelle	GDT576-F01	GDT576-C01	PLAIN	an der bezeichneten Stelle	an der D-Stelle	87	113	87	102	LEARNED_SIGLUM_VOICE_ONLY__SOURCE_ATOM_POSITION_RETAINED
145	G407-E0605	G407-S030	f24v	HERBAL	tchodar	T+CH+O+D_ADDR+AR	3	D_ADDR	ADDRESS	STELLENVERWEIS	D-Stelle	GDT576-F01	GDT576-C01	PLAIN	an der bezeichneten Stelle	an der D-Stelle	59	85	59	74	LEARNED_SIGLUM_VOICE_ONLY__SOURCE_ATOM_POSITION_RETAINED
146	G407-E0606	G407-S030	f24v	HERBAL	chocfhey	CH+O+CH+LOCAL_CHAR_F+E+Y	3	LOCAL_CHAR_F	ADDRESS	STELLENVERWEIS	f-Kennmarke	GDT576-F02	GDT576-C05	PLAIN	an der bezeichneten Stelle	bei der f-Kennmarke	69	95	69	88	LEARNED_SIGLUM_VOICE_ONLY__SOURCE_ATOM_POSITION_RETAINED
147	G407-E0607	G407-S030	f24v	HERBAL	opom	O+P+O+AM_ADDR	3	AM_ADDR	ADDRESS	STELLENVERWEIS	AM-Stelle	GDT576-F01	GDT576-C03	PLAIN	an der bezeichneten Stelle	an der AM-Stelle	71	97	71	87	LEARNED_SIGLUM_VOICE_ONLY__SOURCE_ATOM_POSITION_RETAINED
148	G407-E0608	G407-S030	f24v	HERBAL	shod	SH+O+D_ADDR	2	D_ADDR	ADDRESS	STELLENVERWEIS	D-Stelle	GDT576-F01	GDT576-C01	PLAIN	an der bezeichneten Stelle	an der D-Stelle	48	74	48	63	LEARNED_SIGLUM_VOICE_ONLY__SOURCE_ATOM_POSITION_RETAINED
149	G407-E0615	G407-S031	f24v	HERBAL	am	AM_ADDR	0	AM_ADDR	ADDRESS	STELLENVERWEIS	AM-Stelle	GDT576-F01	GDT576-C03	PLAIN	an der bezeichneten Stelle	an der AM-Stelle	48	74	48	64	LEARNED_SIGLUM_VOICE_ONLY__SOURCE_ATOM_POSITION_RETAINED
150	G407-E0620	G407-S031	f24v	HERBAL	dchor	D_ADDR+CH+OR	0	D_ADDR	ADDRESS	STELLENVERWEIS	D-Stelle	GDT576-F01	GDT576-C01	PLAIN	an der bezeichneten Stelle	an der D-Stelle	25	51	25	40	LEARNED_SIGLUM_VOICE_ONLY__SOURCE_ATOM_POSITION_RETAINED
151	G407-E0624	G407-S031	f24v	HERBAL	okchom	OK+CH+O+AM_ADDR	3	AM_ADDR	ADDRESS	STELLENVERWEIS	AM-Stelle	GDT576-F01	GDT576-C03	PLAIN	an der bezeichneten Stelle	an der AM-Stelle	78	104	78	94	LEARNED_SIGLUM_VOICE_ONLY__SOURCE_ATOM_POSITION_RETAINED
152	G407-E0627	G407-S031	f24v	HERBAL	odchees	O+D_ADDR+CH+EE+S	1	D_ADDR	ADDRESS	STELLENVERWEIS	D-Stelle	GDT576-F01	GDT576-C01	PLAIN	an der bezeichneten Stelle	an der D-Stelle	77	103	77	92	LEARNED_SIGLUM_VOICE_ONLY__SOURCE_ATOM_POSITION_RETAINED
