stream_ordinal	event_id	statement_id	physical_page	register	owner_de	surface	component_recipe	intake_tier	state_bank_was_new	active_action_before	active_argument_before	explicit_action_roots	explicit_argument_roots	inherited_action_root	inherited_argument_root	active_action_after	active_argument_after	reader_status	reader_clause_de	baseline_reader_clause_de	order_repair_rule	clause_changed_by_order_repair	state_matches_gdt436	expected_order_safe_clause_de	clause_matches_gdt437	meaning_change
47	G407-E0047	G404-S002	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_B	odar	O+D_ADDR+AR	T0_EXACT_OBSERVED	YES	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	READ_FROM_EXACT_RECIPE_AND_LEFT_CONTEXT	Von der Ausgangszeile; als Ausführung; an der bezeichneten Stelle.	Von der Ausgangszeile; als Ausführung; an der bezeichneten Stelle.	BASELINE_ORDER_ALREADY_SAFE	NO	YES	Von der Ausgangszeile; als Ausführung; an der bezeichneten Stelle.	YES	NO
48	G407-E0048	G404-S002	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_B	shol	SH+OL	T0_EXACT_OBSERVED	NO	NONE	NONE	SH	NONE	NONE	NONE	SH	NONE	READ_FROM_EXACT_RECIPE_AND_LEFT_CONTEXT	Weiter halte fest.	Weiter halte fest.	BASELINE_ORDER_ALREADY_SAFE	NO	YES	Weiter halte fest.	YES	NO
49	G407-E0049	G404-S002	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_B	cphoy	CH+P+O+Y	T0_EXACT_OBSERVED	NO	SH	NONE	CH|P	Y	NONE	NONE	P	Y	READ_FROM_EXACT_RECIPE_AND_LEFT_CONTEXT	Entnimm den laufenden Eintrag und setze den laufenden Eintrag ein; als Ausführung.	Entnimm den laufenden Eintrag und setze den laufenden Eintrag ein; als Ausführung.	BASELINE_ORDER_ALREADY_SAFE	NO	YES	Entnimm den laufenden Eintrag und setze den laufenden Eintrag ein; als Ausführung.	YES	NO
50	G407-E0050	G404-S002	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_B	oydar	O+Y+D_ADDR+AR	T0_EXACT_OBSERVED	NO	P	Y	NONE	Y	P	NONE	P	Y	READ_FROM_EXACT_RECIPE_AND_LEFT_CONTEXT	Im laufenden Gang setze den laufenden Eintrag ein; von der Ausgangszeile; als Ausführung; an der bezeichneten Stelle.	Im laufenden Gang setze den laufenden Eintrag ein; von der Ausgangszeile; als Ausführung; an der bezeichneten Stelle.	BASELINE_ORDER_ALREADY_SAFE	NO	YES	Im laufenden Gang setze den laufenden Eintrag ein; von der Ausgangszeile; als Ausführung; an der bezeichneten Stelle.	YES	NO
51	G407-E0051	G404-S002	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_B	sh	SH	T0_EXACT_OBSERVED	NO	P	Y	SH	NONE	NONE	Y	SH	Y	READ_FROM_EXACT_RECIPE_AND_LEFT_CONTEXT	Halte den laufenden Eintrag [wie zuvor] fest.	Halte den laufenden Eintrag [wie zuvor] fest.	BASELINE_ORDER_ALREADY_SAFE	NO	YES	Halte den laufenden Eintrag [wie zuvor] fest.	YES	NO
52	G407-E0052	G404-S002	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_B	s	S	T0_EXACT_OBSERVED	NO	SH	Y	S	NONE	NONE	Y	S	Y	READ_FROM_EXACT_RECIPE_AND_LEFT_CONTEXT	Wähle den laufenden Eintrag [wie zuvor].	Wähle den laufenden Eintrag [wie zuvor].	BASELINE_ORDER_ALREADY_SAFE	NO	YES	Wähle den laufenden Eintrag [wie zuvor].	YES	NO
53	G407-E0053	G404-S002	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_B	cfhoaiin	CH+LOCAL_CHAR_F+O+AIIN	T0_EXACT_OBSERVED	NO	S	Y	CH	AIIN	NONE	NONE	CH	AIIN	READ_FROM_EXACT_RECIPE_AND_LEFT_CONTEXT	Entnimm den Kennwert; als Ausführung; an der bezeichneten Stelle.	Entnimm den Kennwert; als Ausführung; an der bezeichneten Stelle.	BASELINE_ORDER_ALREADY_SAFE	NO	YES	Entnimm den Kennwert; als Ausführung; an der bezeichneten Stelle.	YES	NO
54	G407-E0054	G404-S002	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_B	shodary	SH+O+D_ADDR+AR+Y	T0_EXACT_OBSERVED	NO	CH	AIIN	SH	Y	NONE	NONE	SH	Y	READ_FROM_EXACT_RECIPE_AND_LEFT_CONTEXT	Halte den laufenden Eintrag fest; von der Ausgangszeile; als Ausführung; an der bezeichneten Stelle.	Halte den laufenden Eintrag fest; von der Ausgangszeile; als Ausführung; an der bezeichneten Stelle.	BASELINE_ORDER_ALREADY_SAFE	NO	YES	Halte den laufenden Eintrag fest; von der Ausgangszeile; als Ausführung; an der bezeichneten Stelle.	YES	NO
55	G407-E0055	G404-S002	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_B	yshey	Y+SH+E+Y	T0_EXACT_OBSERVED	NO	SH	Y	SH	Y|Y	NONE	NONE	SH	Y	READ_FROM_EXACT_RECIPE_AND_LEFT_CONTEXT	Halte den laufenden Eintrag [außen] und den laufenden Eintrag [innen] fest; auf Grad I.	Halte den laufenden Eintrag [außen] und den laufenden Eintrag [innen] fest; auf Grad I.	BASELINE_ORDER_ALREADY_SAFE	NO	YES	Halte den laufenden Eintrag [außen] und den laufenden Eintrag [innen] fest; auf Grad I.	YES	NO
56	G407-E0056	G404-S002	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_B	shody	SH+O+DY	T0_EXACT_OBSERVED	NO	SH	Y	SH	NONE	NONE	Y	SH	Y	READ_FROM_EXACT_RECIPE_AND_LEFT_CONTEXT	Halte den laufenden Eintrag [wie zuvor] fest; als Ausführung; schließe den Schritt.	Halte den laufenden Eintrag [wie zuvor] fest; als Ausführung; schließe den Schritt.	BASELINE_ORDER_ALREADY_SAFE	NO	YES	Halte den laufenden Eintrag [wie zuvor] fest; als Ausführung; schließe den Schritt.	YES	NO
57	G407-E0057	G404-S003	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_B	okchoy	OK+CH+O+Y	T0_EXACT_OBSERVED	NO	SH	Y	OK|CH	Y	NONE	NONE	CH	Y	READ_FROM_EXACT_RECIPE_AND_LEFT_CONTEXT	Trage den laufenden Eintrag ein und entnimm den laufenden Eintrag; als Ausführung.	Trage den laufenden Eintrag ein und entnimm den laufenden Eintrag; als Ausführung.	BASELINE_ORDER_ALREADY_SAFE	NO	YES	Trage den laufenden Eintrag ein und entnimm den laufenden Eintrag; als Ausführung.	YES	NO
58	G407-E0058	G404-S003	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_B	otchol	OT+CH+OL	T0_EXACT_OBSERVED	NO	CH	Y	CH	NONE	NONE	Y	CH	Y	READ_FROM_EXACT_RECIPE_AND_LEFT_CONTEXT	Danach und weiter entnimm den laufenden Eintrag [wie zuvor].	Danach und weiter entnimm den laufenden Eintrag [wie zuvor].	BASELINE_ORDER_ALREADY_SAFE	NO	YES	Danach und weiter entnimm den laufenden Eintrag [wie zuvor].	YES	NO
59	G407-E0059	G404-S003	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_B	chocthy	CH+O+CH+T+Y	T0_EXACT_OBSERVED	NO	CH	Y	CH|CH|T	Y	NONE	NONE	T	Y	READ_FROM_EXACT_RECIPE_AND_LEFT_CONTEXT	Entnimm den laufenden Eintrag, entnimm den laufenden Eintrag und lege den laufenden Eintrag fest; als Ausführung.	Entnimm den laufenden Eintrag, entnimm den laufenden Eintrag und lege den laufenden Eintrag fest; als Ausführung.	BASELINE_ORDER_ALREADY_SAFE	NO	YES	Entnimm den laufenden Eintrag, entnimm den laufenden Eintrag und lege den laufenden Eintrag fest; als Ausführung.	YES	NO
60	G407-E0060	G404-S003	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_B	os	OS	T0_EXACT_OBSERVED	NO	T	Y	NONE	NONE	T	Y	T	Y	READ_FROM_EXACT_RECIPE_AND_LEFT_CONTEXT	Im laufenden Gang lege den laufenden Eintrag [wie zuvor] fest; wie zuvor.	Im laufenden Gang lege den laufenden Eintrag [wie zuvor] fest; wie zuvor.	BASELINE_ORDER_ALREADY_SAFE	NO	YES	Im laufenden Gang lege den laufenden Eintrag [wie zuvor] fest; wie zuvor.	YES	NO
61	G407-E0061	G404-S003	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_B	chy	Y	T0_EXACT_OBSERVED	NO	T	Y	NONE	Y	T	NONE	T	Y	READ_FROM_EXACT_RECIPE_AND_LEFT_CONTEXT	Im laufenden Gang lege den laufenden Eintrag fest.	Im laufenden Gang lege den laufenden Eintrag fest.	BASELINE_ORDER_ALREADY_SAFE	NO	YES	Im laufenden Gang lege den laufenden Eintrag fest.	YES	NO
62	G407-E0062	G404-S003	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_B	dain	AIN	T0_EXACT_OBSERVED	NO	T	Y	NONE	AIN	T	NONE	T	AIN	READ_FROM_EXACT_RECIPE_AND_LEFT_CONTEXT	Im laufenden Gang lege den Teilwert fest.	Im laufenden Gang lege den Teilwert fest.	BASELINE_ORDER_ALREADY_SAFE	NO	YES	Im laufenden Gang lege den Teilwert fest.	YES	NO
63	G407-E0063	G404-S003	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_B	chor	CH+OR	T0_EXACT_OBSERVED	NO	T	AIN	CH	OR	NONE	NONE	CH	OR	READ_FROM_EXACT_RECIPE_AND_LEFT_CONTEXT	Entnimm die Eintragseinheit.	Entnimm die Eintragseinheit.	BASELINE_ORDER_ALREADY_SAFE	NO	YES	Entnimm die Eintragseinheit.	YES	NO
64	G407-E0064	G404-S003	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_B	kos	K+O+S	T0_EXACT_OBSERVED	NO	CH	OR	K|S	NONE	NONE	OR	S	OR	READ_FROM_EXACT_RECIPE_AND_LEFT_CONTEXT	Ordne die Eintragseinheit [wie zuvor] zu und wähle die Eintragseinheit [wie zuvor]; als Ausführung.	Ordne die Eintragseinheit [wie zuvor] zu und wähle die Eintragseinheit [wie zuvor]; als Ausführung.	BASELINE_ORDER_ALREADY_SAFE	NO	YES	Ordne die Eintragseinheit [wie zuvor] zu und wähle die Eintragseinheit [wie zuvor]; als Ausführung.	YES	NO
65	G407-E0065	G404-S003	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_B	daiin	AIIN	T0_EXACT_OBSERVED	NO	S	OR	NONE	AIIN	S	NONE	S	AIIN	READ_FROM_EXACT_RECIPE_AND_LEFT_CONTEXT	Im laufenden Gang wähle den Kennwert.	Im laufenden Gang wähle den Kennwert.	BASELINE_ORDER_ALREADY_SAFE	NO	YES	Im laufenden Gang wähle den Kennwert.	YES	NO
66	G407-E0066	G404-S003	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_B	shos	SH+O+S	T0_EXACT_OBSERVED	NO	S	AIIN	SH|S	NONE	NONE	AIIN	S	AIIN	READ_FROM_EXACT_RECIPE_AND_LEFT_CONTEXT	Halte den Kennwert [wie zuvor] fest und wähle den Kennwert [wie zuvor]; als Ausführung.	Halte den Kennwert [wie zuvor] fest und wähle den Kennwert [wie zuvor]; als Ausführung.	BASELINE_ORDER_ALREADY_SAFE	NO	YES	Halte den Kennwert [wie zuvor] fest und wähle den Kennwert [wie zuvor]; als Ausführung.	YES	NO
67	G407-E0067	G404-S003	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_B	cfhol	CH+LOCAL_CHAR_F+OL	T0_EXACT_OBSERVED	NO	S	AIIN	CH	NONE	NONE	AIIN	CH	AIIN	READ_FROM_EXACT_RECIPE_AND_LEFT_CONTEXT	Weiter entnimm den Kennwert [wie zuvor]; an der bezeichneten Stelle.	Weiter entnimm den Kennwert [wie zuvor]; an der bezeichneten Stelle.	BASELINE_ORDER_ALREADY_SAFE	NO	YES	Weiter entnimm den Kennwert [wie zuvor]; an der bezeichneten Stelle.	YES	NO
68	G407-E0068	G404-S003	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_B	shody	SH+O+DY	T0_EXACT_OBSERVED	NO	CH	AIIN	SH	NONE	NONE	AIIN	SH	AIIN	READ_FROM_EXACT_RECIPE_AND_LEFT_CONTEXT	Halte den Kennwert [wie zuvor] fest; als Ausführung; schließe den Schritt.	Halte den Kennwert [wie zuvor] fest; als Ausführung; schließe den Schritt.	BASELINE_ORDER_ALREADY_SAFE	NO	YES	Halte den Kennwert [wie zuvor] fest; als Ausführung; schließe den Schritt.	YES	NO
69	G407-E0069	G404-S004	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_B	dain	AIN	T0_EXACT_OBSERVED	NO	SH	AIIN	NONE	AIN	SH	NONE	SH	AIN	READ_FROM_EXACT_RECIPE_AND_LEFT_CONTEXT	Im laufenden Gang halte den Teilwert fest.	Im laufenden Gang halte den Teilwert fest.	BASELINE_ORDER_ALREADY_SAFE	NO	YES	Im laufenden Gang halte den Teilwert fest.	YES	NO
70	G407-E0070	G404-S004	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_B	os	OS	T0_EXACT_OBSERVED	NO	SH	AIN	NONE	NONE	SH	AIN	SH	AIN	READ_FROM_EXACT_RECIPE_AND_LEFT_CONTEXT	Im laufenden Gang halte den Teilwert [wie zuvor] fest; wie zuvor.	Im laufenden Gang halte den Teilwert [wie zuvor] fest; wie zuvor.	BASELINE_ORDER_ALREADY_SAFE	NO	YES	Im laufenden Gang halte den Teilwert [wie zuvor] fest; wie zuvor.	YES	NO
71	G407-E0071	G404-S004	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_B	teody	T+E+O+DY	T0_EXACT_OBSERVED	NO	SH	AIN	T	NONE	NONE	AIN	T	AIN	READ_FROM_EXACT_RECIPE_AND_LEFT_CONTEXT	Lege den Teilwert [wie zuvor] fest; auf Grad I und als Ausführung; schließe den Schritt.	Lege den Teilwert [wie zuvor] fest; auf Grad I und als Ausführung; schließe den Schritt.	BASELINE_ORDER_ALREADY_SAFE	NO	YES	Lege den Teilwert [wie zuvor] fest; auf Grad I und als Ausführung; schließe den Schritt.	YES	NO
72	G407-E0072	G404-S005	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_C	ydain	Y+AIN	T0_EXACT_OBSERVED	YES	NONE	NONE	NONE	Y|AIN	NONE	NONE	NONE	AIN	READ_FROM_EXACT_RECIPE_AND_LEFT_CONTEXT	Bezug: den laufenden Eintrag und den Teilwert.	Bezug: den laufenden Eintrag und den Teilwert.	BASELINE_ORDER_ALREADY_SAFE	NO	YES	Bezug: den laufenden Eintrag und den Teilwert.	YES	NO
73	G407-E0073	G404-S005	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_C	cphesaiin	CH+P+E+S+AIIN	T0_EXACT_OBSERVED	NO	NONE	AIN	CH|P|S	AIIN	NONE	NONE	S	AIIN	READ_FROM_EXACT_RECIPE_AND_LEFT_CONTEXT	Entnimm den Kennwert, setze den Kennwert ein und wähle den Kennwert; auf Grad I.	Entnimm den Kennwert, setze den Kennwert ein und wähle den Kennwert; auf Grad I.	BASELINE_ORDER_ALREADY_SAFE	NO	YES	Entnimm den Kennwert, setze den Kennwert ein und wähle den Kennwert; auf Grad I.	YES	NO
74	G407-E0074	G404-S005	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_C	ols	OL+S	T0_EXACT_OBSERVED	NO	S	AIIN	S	NONE	NONE	AIIN	S	AIIN	READ_FROM_EXACT_RECIPE_AND_LEFT_CONTEXT	Weiter wähle den Kennwert [wie zuvor].	Weiter wähle den Kennwert [wie zuvor].	BASELINE_ORDER_ALREADY_SAFE	NO	YES	Weiter wähle den Kennwert [wie zuvor].	YES	NO
75	G407-E0075	G404-S005	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_C	cphey	CH+P+E+Y	T0_EXACT_OBSERVED	NO	S	AIIN	CH|P	Y	NONE	NONE	P	Y	READ_FROM_EXACT_RECIPE_AND_LEFT_CONTEXT	Entnimm den laufenden Eintrag und setze den laufenden Eintrag ein; auf Grad I.	Entnimm den laufenden Eintrag und setze den laufenden Eintrag ein; auf Grad I.	BASELINE_ORDER_ALREADY_SAFE	NO	YES	Entnimm den laufenden Eintrag und setze den laufenden Eintrag ein; auf Grad I.	YES	NO
76	G407-E0076	G404-S005	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_C	ytain	Y+T+AIN	T0_EXACT_OBSERVED	NO	P	Y	T	Y|AIN	NONE	NONE	T	AIN	READ_FROM_EXACT_RECIPE_AND_LEFT_CONTEXT	Lege den laufenden Eintrag und den Teilwert fest.	Lege den laufenden Eintrag und den Teilwert fest.	BASELINE_ORDER_ALREADY_SAFE	NO	YES	Lege den laufenden Eintrag und den Teilwert fest.	YES	NO
77	G407-E0077	G404-S005	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_C	shoshy	SH+O+SH+Y	T0_EXACT_OBSERVED	NO	T	AIN	SH|SH	Y	NONE	NONE	SH	Y	READ_FROM_EXACT_RECIPE_AND_LEFT_CONTEXT	Halte den laufenden Eintrag fest und halte den laufenden Eintrag fest; als Ausführung.	Halte den laufenden Eintrag fest und halte den laufenden Eintrag fest; als Ausführung.	BASELINE_ORDER_ALREADY_SAFE	NO	YES	Halte den laufenden Eintrag fest und halte den laufenden Eintrag fest; als Ausführung.	YES	NO
78	G407-E0078	G404-S005	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_C	cphodal	CH+P+O+D_ADDR+AL	T0_EXACT_OBSERVED	NO	SH	Y	CH|P	NONE	NONE	Y	P	Y	READ_FROM_EXACT_RECIPE_AND_LEFT_CONTEXT	Entnimm den laufenden Eintrag [wie zuvor] und setze den laufenden Eintrag [wie zuvor] ein; zur Zielspalte; als Ausführung; an der bezeichneten Stelle.	Entnimm den laufenden Eintrag [wie zuvor] und setze den laufenden Eintrag [wie zuvor] ein; zur Zielspalte; als Ausführung; an der bezeichneten Stelle.	BASELINE_ORDER_ALREADY_SAFE	NO	YES	Entnimm den laufenden Eintrag [wie zuvor] und setze den laufenden Eintrag [wie zuvor] ein; zur Zielspalte; als Ausführung; an der bezeichneten Stelle.	YES	NO
79	G407-E0079	G404-S005	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_C	es	E+S	T0_EXACT_OBSERVED	NO	P	Y	S	NONE	NONE	Y	S	Y	READ_FROM_EXACT_RECIPE_AND_LEFT_CONTEXT	Wähle den laufenden Eintrag [wie zuvor]; auf Grad I.	Wähle den laufenden Eintrag [wie zuvor]; auf Grad I.	BASELINE_ORDER_ALREADY_SAFE	NO	YES	Wähle den laufenden Eintrag [wie zuvor]; auf Grad I.	YES	NO
80	G407-E0080	G404-S005	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_C	oksho	OK+SH+O	T0_EXACT_OBSERVED	NO	S	Y	OK|SH	NONE	NONE	Y	SH	Y	READ_FROM_EXACT_RECIPE_AND_LEFT_CONTEXT	Trage den laufenden Eintrag [wie zuvor] ein und halte den laufenden Eintrag [wie zuvor] fest; als Ausführung.	Trage den laufenden Eintrag [wie zuvor] ein und halte den laufenden Eintrag [wie zuvor] fest; als Ausführung.	BASELINE_ORDER_ALREADY_SAFE	NO	YES	Trage den laufenden Eintrag [wie zuvor] ein und halte den laufenden Eintrag [wie zuvor] fest; als Ausführung.	YES	NO
81	G407-E0081	G404-S005	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_C	kshoy	K+SH+O+Y	T0_EXACT_OBSERVED	NO	SH	Y	K|SH	Y	NONE	NONE	SH	Y	READ_FROM_EXACT_RECIPE_AND_LEFT_CONTEXT	Ordne den laufenden Eintrag zu und halte den laufenden Eintrag fest; als Ausführung.	Ordne den laufenden Eintrag zu und halte den laufenden Eintrag fest; als Ausführung.	BASELINE_ORDER_ALREADY_SAFE	NO	YES	Ordne den laufenden Eintrag zu und halte den laufenden Eintrag fest; als Ausführung.	YES	NO
82	G407-E0082	G404-S005	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_C	otairin	OT+AIR+IIN	T0_EXACT_OBSERVED	NO	SH	Y	NONE	NONE	SH	Y	SH	Y	READ_FROM_EXACT_RECIPE_AND_LEFT_CONTEXT	Danach im laufenden Gang halte den laufenden Eintrag [wie zuvor] fest; entlang der Lesebahn; auf der bezeichneten Stufe.	Danach im laufenden Gang halte den laufenden Eintrag [wie zuvor] fest; entlang der Lesebahn; auf der bezeichneten Stufe.	BASELINE_ORDER_ALREADY_SAFE	NO	YES	Danach im laufenden Gang halte den laufenden Eintrag [wie zuvor] fest; entlang der Lesebahn; auf der bezeichneten Stufe.	YES	NO
83	G407-E0083	G404-S005	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_C	oteol	OT+E+OL	T0_EXACT_OBSERVED	NO	SH	Y	NONE	NONE	SH	Y	SH	Y	READ_FROM_EXACT_RECIPE_AND_LEFT_CONTEXT	Danach und weiter im laufenden Gang halte den laufenden Eintrag [wie zuvor] fest; auf Grad I.	Danach und weiter im laufenden Gang halte den laufenden Eintrag [wie zuvor] fest; auf Grad I.	BASELINE_ORDER_ALREADY_SAFE	NO	YES	Danach und weiter im laufenden Gang halte den laufenden Eintrag [wie zuvor] fest; auf Grad I.	YES	NO
84	G407-E0084	G404-S005	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_C	okan	OK+AN	T0_EXACT_OBSERVED	NO	SH	Y	OK	NONE	NONE	Y	OK	Y	READ_FROM_EXACT_RECIPE_AND_LEFT_CONTEXT	Trage den laufenden Eintrag [wie zuvor] ein; in der bezeichneten Klasse.	Trage den laufenden Eintrag [wie zuvor] ein; in der bezeichneten Klasse.	BASELINE_ORDER_ALREADY_SAFE	NO	YES	Trage den laufenden Eintrag [wie zuvor] ein; in der bezeichneten Klasse.	YES	NO
85	G407-E0085	G404-S005	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_C	shodain	SH+O+D_ADDR+AIN	T0_EXACT_OBSERVED	NO	OK	Y	SH	AIN	NONE	NONE	SH	AIN	READ_FROM_EXACT_RECIPE_AND_LEFT_CONTEXT	Halte den Teilwert fest; als Ausführung; an der bezeichneten Stelle.	Halte den Teilwert fest; als Ausführung; an der bezeichneten Stelle.	BASELINE_ORDER_ALREADY_SAFE	NO	YES	Halte den Teilwert fest; als Ausführung; an der bezeichneten Stelle.	YES	NO
86	G407-E0086	G404-S005	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_C	sckhey	S+CH+K+E+Y	T0_EXACT_OBSERVED	NO	SH	AIN	S|CH|K	Y	NONE	NONE	K	Y	READ_FROM_EXACT_RECIPE_AND_LEFT_CONTEXT	Wähle den laufenden Eintrag, entnimm den laufenden Eintrag und ordne den laufenden Eintrag zu; auf Grad I.	Wähle den laufenden Eintrag, entnimm den laufenden Eintrag und ordne den laufenden Eintrag zu; auf Grad I.	BASELINE_ORDER_ALREADY_SAFE	NO	YES	Wähle den laufenden Eintrag, entnimm den laufenden Eintrag und ordne den laufenden Eintrag zu; auf Grad I.	YES	NO
87	G407-E0087	G404-S005	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_C	daiin	AIIN	T0_EXACT_OBSERVED	NO	K	Y	NONE	AIIN	K	NONE	K	AIIN	READ_FROM_EXACT_RECIPE_AND_LEFT_CONTEXT	Im laufenden Gang ordne den Kennwert zu.	Im laufenden Gang ordne den Kennwert zu.	BASELINE_ORDER_ALREADY_SAFE	NO	YES	Im laufenden Gang ordne den Kennwert zu.	YES	NO
88	G407-E0088	G404-S005	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_C	shoy	SH+O+Y	T0_EXACT_OBSERVED	NO	K	AIIN	SH	Y	NONE	NONE	SH	Y	READ_FROM_EXACT_RECIPE_AND_LEFT_CONTEXT	Halte den laufenden Eintrag fest; als Ausführung.	Halte den laufenden Eintrag fest; als Ausführung.	BASELINE_ORDER_ALREADY_SAFE	NO	YES	Halte den laufenden Eintrag fest; als Ausführung.	YES	NO
89	G407-E0089	G404-S005	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_C	ckhey	CH+K+E+Y	T0_EXACT_OBSERVED	NO	SH	Y	CH|K	Y	NONE	NONE	K	Y	READ_FROM_EXACT_RECIPE_AND_LEFT_CONTEXT	Entnimm den laufenden Eintrag und ordne den laufenden Eintrag zu; auf Grad I.	Entnimm den laufenden Eintrag und ordne den laufenden Eintrag zu; auf Grad I.	BASELINE_ORDER_ALREADY_SAFE	NO	YES	Entnimm den laufenden Eintrag und ordne den laufenden Eintrag zu; auf Grad I.	YES	NO
90	G407-E0090	G404-S005	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_C	kodaiin	K+O+D_ADDR+AIIN	T0_EXACT_OBSERVED	NO	K	Y	K	AIIN	NONE	NONE	K	AIIN	READ_FROM_EXACT_RECIPE_AND_LEFT_CONTEXT	Ordne den Kennwert zu; als Ausführung; an der bezeichneten Stelle.	Ordne den Kennwert zu; als Ausführung; an der bezeichneten Stelle.	BASELINE_ORDER_ALREADY_SAFE	NO	YES	Ordne den Kennwert zu; als Ausführung; an der bezeichneten Stelle.	YES	NO
91	G407-E0091	G404-S005	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_C	cphy	CH+P+Y	T0_EXACT_OBSERVED	NO	K	AIIN	CH|P	Y	NONE	NONE	P	Y	READ_FROM_EXACT_RECIPE_AND_LEFT_CONTEXT	Entnimm den laufenden Eintrag und setze den laufenden Eintrag ein.	Entnimm den laufenden Eintrag und setze den laufenden Eintrag ein.	BASELINE_ORDER_ALREADY_SAFE	NO	YES	Entnimm den laufenden Eintrag und setze den laufenden Eintrag ein.	YES	NO
92	G407-E0092	G404-S005	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_C	cphodaiils	CH+P+O+D_ADDR+AIIN+L+S	T0_EXACT_OBSERVED	NO	P	Y	CH|P|S	AIIN	NONE	NONE	S	AIIN	READ_FROM_EXACT_RECIPE_AND_LEFT_CONTEXT	Entnimm den Kennwert, setze den Kennwert ein und wähle den Kennwert; über die Eintragsverbindung; als Ausführung; an der bezeichneten Stelle.	Entnimm den Kennwert, setze den Kennwert ein und wähle den Kennwert; über die Eintragsverbindung; als Ausführung; an der bezeichneten Stelle.	BASELINE_ORDER_ALREADY_SAFE	NO	YES	Entnimm den Kennwert, setze den Kennwert ein und wähle den Kennwert; über die Eintragsverbindung; als Ausführung; an der bezeichneten Stelle.	YES	NO
93	G407-E0093	G404-S005	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_C	cthey	CH+T+E+Y	T0_EXACT_OBSERVED	NO	S	AIIN	CH|T	Y	NONE	NONE	T	Y	READ_FROM_EXACT_RECIPE_AND_LEFT_CONTEXT	Entnimm den laufenden Eintrag und lege den laufenden Eintrag fest; auf Grad I.	Entnimm den laufenden Eintrag und lege den laufenden Eintrag fest; auf Grad I.	BASELINE_ORDER_ALREADY_SAFE	NO	YES	Entnimm den laufenden Eintrag und lege den laufenden Eintrag fest; auf Grad I.	YES	NO
94	G407-E0094	G404-S005	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_C	sho	SH+O	T0_EXACT_OBSERVED	NO	T	Y	SH	NONE	NONE	Y	SH	Y	READ_FROM_EXACT_RECIPE_AND_LEFT_CONTEXT	Halte den laufenden Eintrag [wie zuvor] fest; als Ausführung.	Halte den laufenden Eintrag [wie zuvor] fest; als Ausführung.	BASELINE_ORDER_ALREADY_SAFE	NO	YES	Halte den laufenden Eintrag [wie zuvor] fest; als Ausführung.	YES	NO
