dy_ordinal	cohort	event_id	source_event_id	statement_id	physical_page	register	card_ordinal_in_statement	statement_event_count	distance_to_statement_end	surface	recipe	dy_occurrence_in_recipe	dy_atom_position	recipe_atom_count	dy_recipe_terminal	closure_scope	statement_end_mode	explicit_action_roots	current_reading_de	successor_event_id	successor_surface	successor_recipe	successor_reading_de	successor_inherited_action_source_event_id	successor_inherited_argument_source_event_id	guard
63	OLD26_GDT407	G407-E1511	P912-E0526	G407-S096	f75r	BIOLOGICAL	10	10	0	tedy	T+E+DY	1	3	3	YES	STATEMENT_FINAL_STEP_CLOSURE	LICENSED_DY_CLOSE	T	EINSTELLEN · GRAD I · SCHLUSS	NONE	NONE	NONE	NONE	NONE	NONE	POSITIONAL_WORKING_CLOSURE_SCOPE__NO_ROOT_OR_BOUNDARY_CHANGE
64	OLD26_GDT407	G407-E1512	P912-E0527	G407-S097	f75r	BIOLOGICAL	1	1	0	lchedy	L+CHD+DY	1	3	3	YES	SINGLETON_STATEMENT_CLOSURE	LICENSED_DY_CLOSE	CHD	VERBINDUNG · UMSETZEN · SCHLUSS	NONE	NONE	NONE	NONE	NONE	NONE	POSITIONAL_WORKING_CLOSURE_SCOPE__NO_ROOT_OR_BOUNDARY_CHANGE
65	OLD26_GDT407	G407-E1513	P912-E0528	G407-S098	f75r	BIOLOGICAL	1	1	0	qokeedy	OK+EE+DY	1	3	3	YES	SINGLETON_STATEMENT_CLOSURE	LICENSED_DY_CLOSE	OK	SETZEN · GRAD II · SCHLUSS	NONE	NONE	NONE	NONE	NONE	NONE	POSITIONAL_WORKING_CLOSURE_SCOPE__NO_ROOT_OR_BOUNDARY_CHANGE
66	OLD26_GDT407	G407-E1516	P912-E0531	G407-S099	f75r	BIOLOGICAL	3	3	0	qokeedy	OK+EE+DY	1	3	3	YES	STATEMENT_FINAL_STEP_CLOSURE	LICENSED_DY_CLOSE	OK	SETZEN · GRAD II · SCHLUSS	NONE	NONE	NONE	NONE	NONE	NONE	POSITIONAL_WORKING_CLOSURE_SCOPE__NO_ROOT_OR_BOUNDARY_CHANGE
67	OLD26_GDT407	G407-E1520	P912-E0535	G407-S100	f75r	BIOLOGICAL	4	4	0	shedy	SH+E+DY	1	3	3	YES	STATEMENT_FINAL_STEP_CLOSURE	LICENSED_DY_CLOSE	SH	HALTEN · GRAD I · SCHLUSS	NONE	NONE	NONE	NONE	NONE	NONE	POSITIONAL_WORKING_CLOSURE_SCOPE__NO_ROOT_OR_BOUNDARY_CHANGE
68	OLD26_GDT407	G407-E1532	P912-E0547	G407-S101	f75r	BIOLOGICAL	12	12	0	olshedy	OL+SH+E+DY	1	4	4	YES	STATEMENT_FINAL_STEP_CLOSURE	LICENSED_DY_CLOSE	SH	FORTSETZEN · HALTEN · GRAD I · SCHLUSS	NONE	NONE	NONE	NONE	NONE	NONE	POSITIONAL_WORKING_CLOSURE_SCOPE__NO_ROOT_OR_BOUNDARY_CHANGE
69	OLD26_GDT407	G407-E1534	P912-E0549	G407-S102	f75r	BIOLOGICAL	2	2	0	pchedy	P+CHD+DY	1	3	3	YES	STATEMENT_FINAL_STEP_CLOSURE	LICENSED_DY_CLOSE	P|CHD	EINSETZEN · UMSETZEN · SCHLUSS	NONE	NONE	NONE	NONE	NONE	NONE	POSITIONAL_WORKING_CLOSURE_SCOPE__NO_ROOT_OR_BOUNDARY_CHANGE
70	OLD26_GDT407	G407-E1535	P912-E0550	G407-S103	f75r	BIOLOGICAL	1	1	0	keedy	K+EE+DY	1	3	3	YES	SINGLETON_STATEMENT_CLOSURE	LICENSED_DY_CLOSE	K	GEBEN · GRAD II · SCHLUSS	NONE	NONE	NONE	NONE	NONE	NONE	POSITIONAL_WORKING_CLOSURE_SCOPE__NO_ROOT_OR_BOUNDARY_CHANGE
71	OLD26_GDT407	G407-E1536	P912-E0551	G407-S104	f75r	BIOLOGICAL	1	1	0	qokedy	OK+E+DY	1	3	3	YES	SINGLETON_STATEMENT_CLOSURE	LICENSED_DY_CLOSE	OK	SETZEN · GRAD I · SCHLUSS	NONE	NONE	NONE	NONE	NONE	NONE	POSITIONAL_WORKING_CLOSURE_SCOPE__NO_ROOT_OR_BOUNDARY_CHANGE
72	OLD26_GDT407	G407-E1537	P912-E0552	G407-S105	f75r	BIOLOGICAL	1	1	0	qokedy	OK+E+DY	1	3	3	YES	SINGLETON_STATEMENT_CLOSURE	LICENSED_DY_CLOSE	OK	SETZEN · GRAD I · SCHLUSS	NONE	NONE	NONE	NONE	NONE	NONE	POSITIONAL_WORKING_CLOSURE_SCOPE__NO_ROOT_OR_BOUNDARY_CHANGE
73	OLD26_GDT407	G407-E1538	P912-E0553	G407-S106	f75r	BIOLOGICAL	1	1	0	qokedy	OK+E+DY	1	3	3	YES	SINGLETON_STATEMENT_CLOSURE	LICENSED_DY_CLOSE	OK	SETZEN · GRAD I · SCHLUSS	NONE	NONE	NONE	NONE	NONE	NONE	POSITIONAL_WORKING_CLOSURE_SCOPE__NO_ROOT_OR_BOUNDARY_CHANGE
74	OLD26_GDT407	G407-E1539	P912-E0554	G407-S107	f75r	BIOLOGICAL	1	1	0	qokedy	OK+E+DY	1	3	3	YES	SINGLETON_STATEMENT_CLOSURE	LICENSED_DY_CLOSE	OK	SETZEN · GRAD I · SCHLUSS	NONE	NONE	NONE	NONE	NONE	NONE	POSITIONAL_WORKING_CLOSURE_SCOPE__NO_ROOT_OR_BOUNDARY_CHANGE
75	OLD26_GDT407	G407-E1541	P912-E0556	G407-S108	f75r	BIOLOGICAL	2	2	0	olshedy	OL+SH+E+DY	1	4	4	YES	STATEMENT_FINAL_STEP_CLOSURE	LICENSED_DY_CLOSE	SH	FORTSETZEN · HALTEN · GRAD I · SCHLUSS	NONE	NONE	NONE	NONE	NONE	NONE	POSITIONAL_WORKING_CLOSURE_SCOPE__NO_ROOT_OR_BOUNDARY_CHANGE
76	OLD26_GDT407	G407-E1547	P912-E0562	G407-S109	f75r	BIOLOGICAL	6	6	0	olshedy	OL+SH+E+DY	1	4	4	YES	STATEMENT_FINAL_STEP_CLOSURE	LICENSED_DY_CLOSE	SH	FORTSETZEN · HALTEN · GRAD I · SCHLUSS	NONE	NONE	NONE	NONE	NONE	NONE	POSITIONAL_WORKING_CLOSURE_SCOPE__NO_ROOT_OR_BOUNDARY_CHANGE
77	OLD26_GDT407	G407-E1560	P912-E0575	G407-S110	f75r	BIOLOGICAL	13	13	0	shedy	SH+E+DY	1	3	3	YES	STATEMENT_FINAL_STEP_CLOSURE	LICENSED_DY_CLOSE	SH	HALTEN · GRAD I · SCHLUSS	NONE	NONE	NONE	NONE	NONE	NONE	POSITIONAL_WORKING_CLOSURE_SCOPE__NO_ROOT_OR_BOUNDARY_CHANGE
78	OLD26_GDT407	G407-E1561	P912-E0576	G407-S111	f75r	BIOLOGICAL	1	1	0	okchdy	OK+CHD+DY	1	3	3	YES	SINGLETON_STATEMENT_CLOSURE	LICENSED_DY_CLOSE	OK|CHD	SETZEN · UMSETZEN · SCHLUSS	NONE	NONE	NONE	NONE	NONE	NONE	POSITIONAL_WORKING_CLOSURE_SCOPE__NO_ROOT_OR_BOUNDARY_CHANGE
79	OLD26_GDT407	G407-E1563	P912-E0578	G407-S112	f75r	BIOLOGICAL	2	2	0	dshedy	SH+E+DY	1	3	3	YES	STATEMENT_FINAL_STEP_CLOSURE	LICENSED_DY_CLOSE	SH	HALTEN · GRAD I · SCHLUSS	NONE	NONE	NONE	NONE	NONE	NONE	POSITIONAL_WORKING_CLOSURE_SCOPE__NO_ROOT_OR_BOUNDARY_CHANGE
80	OLD26_GDT407	G407-E1565	P912-E0580	G407-S113	f75r	BIOLOGICAL	2	2	0	sheedy	SH+EE+DY	1	3	3	YES	STATEMENT_FINAL_STEP_CLOSURE	LICENSED_DY_CLOSE	SH	HALTEN · GRAD II · SCHLUSS	NONE	NONE	NONE	NONE	NONE	NONE	POSITIONAL_WORKING_CLOSURE_SCOPE__NO_ROOT_OR_BOUNDARY_CHANGE
81	OLD26_GDT407	G407-E1569	P912-E0584	G407-S114	f75r	BIOLOGICAL	4	4	0	okshedy	OK+SH+E+DY	1	4	4	YES	STATEMENT_FINAL_STEP_CLOSURE	LICENSED_DY_CLOSE	OK|SH	SETZEN · HALTEN · GRAD I · SCHLUSS	NONE	NONE	NONE	NONE	NONE	NONE	POSITIONAL_WORKING_CLOSURE_SCOPE__NO_ROOT_OR_BOUNDARY_CHANGE
82	OLD26_GDT407	G407-E1579	P912-E0594	G407-S115	f75r	BIOLOGICAL	10	10	0	shedy	SH+E+DY	1	3	3	YES	STATEMENT_FINAL_STEP_CLOSURE	LICENSED_DY_CLOSE	SH	HALTEN · GRAD I · SCHLUSS	NONE	NONE	NONE	NONE	NONE	NONE	POSITIONAL_WORKING_CLOSURE_SCOPE__NO_ROOT_OR_BOUNDARY_CHANGE
83	OLD26_GDT407	G407-E1582	P912-E0597	G407-S116	f75r	BIOLOGICAL	3	3	0	sheedy	SH+EE+DY	1	3	3	YES	STATEMENT_FINAL_STEP_CLOSURE	LICENSED_DY_CLOSE	SH	HALTEN · GRAD II · SCHLUSS	NONE	NONE	NONE	NONE	NONE	NONE	POSITIONAL_WORKING_CLOSURE_SCOPE__NO_ROOT_OR_BOUNDARY_CHANGE
84	OLD26_GDT407	G407-E1584	P912-E0599	G407-S117	f75r	BIOLOGICAL	2	2	0	shedy	SH+E+DY	1	3	3	YES	STATEMENT_FINAL_STEP_CLOSURE	LICENSED_DY_CLOSE	SH	HALTEN · GRAD I · SCHLUSS	NONE	NONE	NONE	NONE	NONE	NONE	POSITIONAL_WORKING_CLOSURE_SCOPE__NO_ROOT_OR_BOUNDARY_CHANGE
85	OLD26_GDT407	G407-E1590	P912-E0605	G407-S118	f75r	BIOLOGICAL	6	6	0	qokshedy	OK+SH+E+DY	1	4	4	YES	STATEMENT_FINAL_STEP_CLOSURE	LICENSED_DY_CLOSE	OK|SH	SETZEN · HALTEN · GRAD I · SCHLUSS	NONE	NONE	NONE	NONE	NONE	NONE	POSITIONAL_WORKING_CLOSURE_SCOPE__NO_ROOT_OR_BOUNDARY_CHANGE
86	OLD26_GDT407	G407-E1640	P912-E0655	G407-S119	f75r	BIOLOGICAL	50	50	0	qokeedy	OK+EE+DY	1	3	3	YES	STATEMENT_FINAL_STEP_CLOSURE	LICENSED_DY_CLOSE	OK	SETZEN · GRAD II · SCHLUSS	NONE	NONE	NONE	NONE	NONE	NONE	POSITIONAL_WORKING_CLOSURE_SCOPE__NO_ROOT_OR_BOUNDARY_CHANGE
87	OLD26_GDT407	G407-E1643	P912-E0658	G407-S120	f75r	BIOLOGICAL	3	3	0	qokeedy	OK+EE+DY	1	3	3	YES	STATEMENT_FINAL_STEP_CLOSURE	LICENSED_DY_CLOSE	OK	SETZEN · GRAD II · SCHLUSS	NONE	NONE	NONE	NONE	NONE	NONE	POSITIONAL_WORKING_CLOSURE_SCOPE__NO_ROOT_OR_BOUNDARY_CHANGE
88	OLD26_GDT407	G407-E1644	P912-E0659	G407-S121	f75r	BIOLOGICAL	1	1	0	lchedy	L+CHD+DY	1	3	3	YES	SINGLETON_STATEMENT_CLOSURE	LICENSED_DY_CLOSE	CHD	VERBINDUNG · UMSETZEN · SCHLUSS	NONE	NONE	NONE	NONE	NONE	NONE	POSITIONAL_WORKING_CLOSURE_SCOPE__NO_ROOT_OR_BOUNDARY_CHANGE
89	OLD26_GDT407	G407-E1658	P912-E0673	G407-S122	f75r	BIOLOGICAL	14	14	0	shedy	SH+E+DY	1	3	3	YES	STATEMENT_FINAL_STEP_CLOSURE	LICENSED_DY_CLOSE	SH	HALTEN · GRAD I · SCHLUSS	NONE	NONE	NONE	NONE	NONE	NONE	POSITIONAL_WORKING_CLOSURE_SCOPE__NO_ROOT_OR_BOUNDARY_CHANGE
90	OLD26_GDT407	G407-E1659	P912-E0674	G407-S123	f75r	BIOLOGICAL	1	1	0	okaldy	OK+AL+DY	1	3	3	YES	SINGLETON_STATEMENT_CLOSURE	LICENSED_DY_CLOSE	OK	SETZEN · ZIELORT · SCHLUSS	NONE	NONE	NONE	NONE	NONE	NONE	POSITIONAL_WORKING_CLOSURE_SCOPE__NO_ROOT_OR_BOUNDARY_CHANGE
91	OLD26_GDT407	G407-E1662	P912-E0677	G407-S124	f75r	BIOLOGICAL	3	3	0	otody	OT+O+DY	1	3	3	YES	STATEMENT_FINAL_STEP_CLOSURE	LICENSED_DY_CLOSE	NONE	DANACH · AUSFÜHRUNG · SCHLUSS	NONE	NONE	NONE	NONE	NONE	NONE	POSITIONAL_WORKING_CLOSURE_SCOPE__NO_ROOT_OR_BOUNDARY_CHANGE
92	OLD26_GDT407	G407-E1666	P912-E0681	G407-S125	f75r	BIOLOGICAL	4	4	0	pchedy	P+CHD+DY	1	3	3	YES	STATEMENT_FINAL_STEP_CLOSURE	LICENSED_DY_CLOSE	P|CHD	EINSETZEN · UMSETZEN · SCHLUSS	NONE	NONE	NONE	NONE	NONE	NONE	POSITIONAL_WORKING_CLOSURE_SCOPE__NO_ROOT_OR_BOUNDARY_CHANGE
93	OLD26_GDT407	G407-E1673	P912-E0688	G407-S126	f75r	BIOLOGICAL	7	7	0	sheedy	SH+EE+DY	1	3	3	YES	STATEMENT_FINAL_STEP_CLOSURE	LICENSED_DY_CLOSE	SH	HALTEN · GRAD II · SCHLUSS	NONE	NONE	NONE	NONE	NONE	NONE	POSITIONAL_WORKING_CLOSURE_SCOPE__NO_ROOT_OR_BOUNDARY_CHANGE
94	OLD26_GDT407	G407-E1674	P912-E0689	G407-S127	f75r	BIOLOGICAL	1	1	0	qokeedy	OK+EE+DY	1	3	3	YES	SINGLETON_STATEMENT_CLOSURE	LICENSED_DY_CLOSE	OK	SETZEN · GRAD II · SCHLUSS	NONE	NONE	NONE	NONE	NONE	NONE	POSITIONAL_WORKING_CLOSURE_SCOPE__NO_ROOT_OR_BOUNDARY_CHANGE
95	OLD26_GDT407	G407-E1675	P912-E0690	G407-S128	f75r	BIOLOGICAL	1	1	0	lolchedy	L+OL+CHD+DY	1	4	4	YES	SINGLETON_STATEMENT_CLOSURE	LICENSED_DY_CLOSE	CHD	VERBINDUNG · FORTSETZEN · UMSETZEN · SCHLUSS	NONE	NONE	NONE	NONE	NONE	NONE	POSITIONAL_WORKING_CLOSURE_SCOPE__NO_ROOT_OR_BOUNDARY_CHANGE
96	OLD26_GDT407	G407-E1682	P912-E0697	G407-S129	f75r	BIOLOGICAL	7	10	3	okeedyqol	OK+EE+DY+OL	1	3	4	NO	INTERNAL_LOCAL_STEP_CLOSURE	LICENSED_DY_CLOSE	OK	SETZEN · GRAD II · SCHLUSS · FORTSETZEN	G407-E1683	dain	AIN	ANTEIL	NOT_AVAILABLE_OLD26	NOT_AVAILABLE_OLD26	POSITIONAL_WORKING_CLOSURE_SCOPE__NO_ROOT_OR_BOUNDARY_CHANGE
97	OLD26_GDT407	G407-E1685	P912-E0700	G407-S129	f75r	BIOLOGICAL	10	10	0	qokeedy	OK+EE+DY	1	3	3	YES	STATEMENT_FINAL_STEP_CLOSURE	LICENSED_DY_CLOSE	OK	SETZEN · GRAD II · SCHLUSS	NONE	NONE	NONE	NONE	NONE	NONE	POSITIONAL_WORKING_CLOSURE_SCOPE__NO_ROOT_OR_BOUNDARY_CHANGE
98	OLD26_GDT407	G407-E1699	P912-E0714	G407-S130	f75r	BIOLOGICAL	14	14	0	shedy	SH+E+DY	1	3	3	YES	STATEMENT_FINAL_STEP_CLOSURE	LICENSED_DY_CLOSE	SH	HALTEN · GRAD I · SCHLUSS	NONE	NONE	NONE	NONE	NONE	NONE	POSITIONAL_WORKING_CLOSURE_SCOPE__NO_ROOT_OR_BOUNDARY_CHANGE
99	OLD26_GDT407	G407-E1702	P912-E0717	G407-S131	f75r	BIOLOGICAL	3	3	0	dshedy	SH+E+DY	1	3	3	YES	STATEMENT_FINAL_STEP_CLOSURE	LICENSED_DY_CLOSE	SH	HALTEN · GRAD I · SCHLUSS	NONE	NONE	NONE	NONE	NONE	NONE	POSITIONAL_WORKING_CLOSURE_SCOPE__NO_ROOT_OR_BOUNDARY_CHANGE
100	OLD26_GDT407	G407-E1706	P912-E0721	G407-S132	f75r	BIOLOGICAL	4	4	0	shedy	SH+E+DY	1	3	3	YES	STATEMENT_FINAL_STEP_CLOSURE	LICENSED_DY_CLOSE	SH	HALTEN · GRAD I · SCHLUSS	NONE	NONE	NONE	NONE	NONE	NONE	POSITIONAL_WORKING_CLOSURE_SCOPE__NO_ROOT_OR_BOUNDARY_CHANGE
101	OLD26_GDT407	G407-E1709	P912-E0724	G407-S133	f75r	BIOLOGICAL	3	3	0	qokedy	OK+E+DY	1	3	3	YES	STATEMENT_FINAL_STEP_CLOSURE	LICENSED_DY_CLOSE	OK	SETZEN · GRAD I · SCHLUSS	NONE	NONE	NONE	NONE	NONE	NONE	POSITIONAL_WORKING_CLOSURE_SCOPE__NO_ROOT_OR_BOUNDARY_CHANGE
102	OLD26_GDT407	G407-E1710	P912-E0725	G407-S134	f75r	BIOLOGICAL	1	1	0	daldy	AL+DY	1	2	2	YES	SINGLETON_STATEMENT_CLOSURE	LICENSED_DY_CLOSE	NONE	ZIELORT · SCHLUSS	NONE	NONE	NONE	NONE	NONE	NONE	POSITIONAL_WORKING_CLOSURE_SCOPE__NO_ROOT_OR_BOUNDARY_CHANGE
103	OLD26_GDT407	G407-E1713	P912-E0728	G407-S135	f75r	BIOLOGICAL	3	3	0	shedy	SH+E+DY	1	3	3	YES	STATEMENT_FINAL_STEP_CLOSURE	LICENSED_DY_CLOSE	SH	HALTEN · GRAD I · SCHLUSS	NONE	NONE	NONE	NONE	NONE	NONE	POSITIONAL_WORKING_CLOSURE_SCOPE__NO_ROOT_OR_BOUNDARY_CHANGE
104	OLD26_GDT407	G407-E1716	P912-E0731	G407-S136	f75r	BIOLOGICAL	3	3	0	chsdy	CH+S+DY	1	3	3	YES	STATEMENT_FINAL_STEP_CLOSURE	LICENSED_DY_CLOSE	CH|S	NEHMEN · WÄHLEN · SCHLUSS	NONE	NONE	NONE	NONE	NONE	NONE	POSITIONAL_WORKING_CLOSURE_SCOPE__NO_ROOT_OR_BOUNDARY_CHANGE
105	OLD26_GDT407	G407-E1717	P912-E0732	G407-S137	f75r	BIOLOGICAL	1	1	0	shedy	SH+E+DY	1	3	3	YES	SINGLETON_STATEMENT_CLOSURE	LICENSED_DY_CLOSE	SH	HALTEN · GRAD I · SCHLUSS	NONE	NONE	NONE	NONE	NONE	NONE	POSITIONAL_WORKING_CLOSURE_SCOPE__NO_ROOT_OR_BOUNDARY_CHANGE
106	OLD26_GDT407	G407-E1719	P912-E0734	G407-S138	f75r	BIOLOGICAL	2	2	0	shedy	SH+E+DY	1	3	3	YES	STATEMENT_FINAL_STEP_CLOSURE	LICENSED_DY_CLOSE	SH	HALTEN · GRAD I · SCHLUSS	NONE	NONE	NONE	NONE	NONE	NONE	POSITIONAL_WORKING_CLOSURE_SCOPE__NO_ROOT_OR_BOUNDARY_CHANGE
107	OLD26_GDT407	G407-E1720	P912-E0735	G407-S139	f75r	BIOLOGICAL	1	1	0	ldy	L+DY	1	2	2	YES	SINGLETON_STATEMENT_CLOSURE	LICENSED_DY_CLOSE	NONE	VERBINDUNG · SCHLUSS	NONE	NONE	NONE	NONE	NONE	NONE	POSITIONAL_WORKING_CLOSURE_SCOPE__NO_ROOT_OR_BOUNDARY_CHANGE
108	OLD26_GDT407	G407-E1723	P912-E0738	G407-S140	f75r	BIOLOGICAL	3	3	0	shedy	SH+E+DY	1	3	3	YES	STATEMENT_FINAL_STEP_CLOSURE	LICENSED_DY_CLOSE	SH	HALTEN · GRAD I · SCHLUSS	NONE	NONE	NONE	NONE	NONE	NONE	POSITIONAL_WORKING_CLOSURE_SCOPE__NO_ROOT_OR_BOUNDARY_CHANGE
109	OLD26_GDT407	G407-E1728	P912-E0743	G407-S141	f75r	BIOLOGICAL	5	5	0	chcthedy	CH+CH+T+E+DY	1	5	5	YES	STATEMENT_FINAL_STEP_CLOSURE	LICENSED_DY_CLOSE	CH|CH|T	NEHMEN · NEHMEN · EINSTELLEN · GRAD I · SCHLUSS	NONE	NONE	NONE	NONE	NONE	NONE	POSITIONAL_WORKING_CLOSURE_SCOPE__NO_ROOT_OR_BOUNDARY_CHANGE
110	OLD26_GDT407	G407-E1729	P912-E0744	G407-S142	f75r	BIOLOGICAL	1	1	0	ltedy	L+T+E+DY	1	4	4	YES	SINGLETON_STATEMENT_CLOSURE	LICENSED_DY_CLOSE	T	VERBINDUNG · EINSTELLEN · GRAD I · SCHLUSS	NONE	NONE	NONE	NONE	NONE	NONE	POSITIONAL_WORKING_CLOSURE_SCOPE__NO_ROOT_OR_BOUNDARY_CHANGE
111	OLD26_GDT407	G407-E1732	P912-E0747	G407-S143	f75r	BIOLOGICAL	3	3	0	olkedy	OL+K+E+DY	1	4	4	YES	STATEMENT_FINAL_STEP_CLOSURE	LICENSED_DY_CLOSE	K	FORTSETZEN · GEBEN · GRAD I · SCHLUSS	NONE	NONE	NONE	NONE	NONE	NONE	POSITIONAL_WORKING_CLOSURE_SCOPE__NO_ROOT_OR_BOUNDARY_CHANGE
112	OLD26_GDT407	G407-E1740	P912-E0755	G407-S144	f75r	BIOLOGICAL	8	8	0	oltedy	OL+T+E+DY	1	4	4	YES	STATEMENT_FINAL_STEP_CLOSURE	LICENSED_DY_CLOSE	T	FORTSETZEN · EINSTELLEN · GRAD I · SCHLUSS	NONE	NONE	NONE	NONE	NONE	NONE	POSITIONAL_WORKING_CLOSURE_SCOPE__NO_ROOT_OR_BOUNDARY_CHANGE
113	OLD26_GDT407	G407-E1746	P912-E0761	G407-S145	f75r	BIOLOGICAL	6	6	0	shedy	SH+E+DY	1	3	3	YES	STATEMENT_FINAL_STEP_CLOSURE	LICENSED_DY_CLOSE	SH	HALTEN · GRAD I · SCHLUSS	NONE	NONE	NONE	NONE	NONE	NONE	POSITIONAL_WORKING_CLOSURE_SCOPE__NO_ROOT_OR_BOUNDARY_CHANGE
114	OLD26_GDT407	G407-E1748	P912-E0763	G407-S146	f75r	BIOLOGICAL	2	2	0	oldy	OL+DY	1	2	2	YES	STATEMENT_FINAL_STEP_CLOSURE	LICENSED_DY_CLOSE	NONE	FORTSETZEN · SCHLUSS	NONE	NONE	NONE	NONE	NONE	NONE	POSITIONAL_WORKING_CLOSURE_SCOPE__NO_ROOT_OR_BOUNDARY_CHANGE
115	OLD26_GDT407	G407-E1750	P912-E0765	G407-S147	f75r	BIOLOGICAL	2	2	0	keedy	K+EE+DY	1	3	3	YES	STATEMENT_FINAL_STEP_CLOSURE	LICENSED_DY_CLOSE	K	GEBEN · GRAD II · SCHLUSS	NONE	NONE	NONE	NONE	NONE	NONE	POSITIONAL_WORKING_CLOSURE_SCOPE__NO_ROOT_OR_BOUNDARY_CHANGE
116	OLD26_GDT407	G407-E1751	P912-E0766	G407-S148	f75r	BIOLOGICAL	1	1	0	qokeedy	OK+EE+DY	1	3	3	YES	SINGLETON_STATEMENT_CLOSURE	LICENSED_DY_CLOSE	OK	SETZEN · GRAD II · SCHLUSS	NONE	NONE	NONE	NONE	NONE	NONE	POSITIONAL_WORKING_CLOSURE_SCOPE__NO_ROOT_OR_BOUNDARY_CHANGE
117	OLD26_GDT407	G407-E1755	P912-E0770	G407-S149	f75r	BIOLOGICAL	4	4	0	dardardy	D_ADDR+AR+D_ADDR+AR+DY	1	5	5	YES	STATEMENT_FINAL_STEP_CLOSURE	LICENSED_DY_CLOSE	NONE	HIER · AUSGANG · HIER · AUSGANG · SCHLUSS	NONE	NONE	NONE	NONE	NONE	NONE	POSITIONAL_WORKING_CLOSURE_SCOPE__NO_ROOT_OR_BOUNDARY_CHANGE
118	OLD26_GDT407	G407-E1756	P912-E0771	G407-S150	f75r	BIOLOGICAL	1	1	0	qokedy	OK+E+DY	1	3	3	YES	SINGLETON_STATEMENT_CLOSURE	LICENSED_DY_CLOSE	OK	SETZEN · GRAD I · SCHLUSS	NONE	NONE	NONE	NONE	NONE	NONE	POSITIONAL_WORKING_CLOSURE_SCOPE__NO_ROOT_OR_BOUNDARY_CHANGE
119	OLD26_GDT407	G407-E1759	P912-E0774	G407-S151	f75r	BIOLOGICAL	3	3	0	qokedy	OK+E+DY	1	3	3	YES	STATEMENT_FINAL_STEP_CLOSURE	LICENSED_DY_CLOSE	OK	SETZEN · GRAD I · SCHLUSS	NONE	NONE	NONE	NONE	NONE	NONE	POSITIONAL_WORKING_CLOSURE_SCOPE__NO_ROOT_OR_BOUNDARY_CHANGE
120	OLD26_GDT407	G407-E1760	P912-E0775	G407-S152	f75r	BIOLOGICAL	1	1	0	qokeedy	OK+EE+DY	1	3	3	YES	SINGLETON_STATEMENT_CLOSURE	LICENSED_DY_CLOSE	OK	SETZEN · GRAD II · SCHLUSS	NONE	NONE	NONE	NONE	NONE	NONE	POSITIONAL_WORKING_CLOSURE_SCOPE__NO_ROOT_OR_BOUNDARY_CHANGE
121	OLD26_GDT407	G407-E1761	P912-E0776	G407-S153	f75r	BIOLOGICAL	1	1	0	qokechdy	OK+E+CHD+DY	1	4	4	YES	SINGLETON_STATEMENT_CLOSURE	LICENSED_DY_CLOSE	OK|CHD	SETZEN · GRAD I · UMSETZEN · SCHLUSS	NONE	NONE	NONE	NONE	NONE	NONE	POSITIONAL_WORKING_CLOSURE_SCOPE__NO_ROOT_OR_BOUNDARY_CHANGE
122	OLD26_GDT407	G407-E1763	P912-E0778	G407-S154	f75r	BIOLOGICAL	2	2	0	qokeedy	OK+EE+DY	1	3	3	YES	STATEMENT_FINAL_STEP_CLOSURE	LICENSED_DY_CLOSE	OK	SETZEN · GRAD II · SCHLUSS	NONE	NONE	NONE	NONE	NONE	NONE	POSITIONAL_WORKING_CLOSURE_SCOPE__NO_ROOT_OR_BOUNDARY_CHANGE
123	OLD26_GDT407	G407-E1764	P912-E0779	G407-S155	f75r	BIOLOGICAL	1	1	0	qokeedy	OK+EE+DY	1	3	3	YES	SINGLETON_STATEMENT_CLOSURE	LICENSED_DY_CLOSE	OK	SETZEN · GRAD II · SCHLUSS	NONE	NONE	NONE	NONE	NONE	NONE	POSITIONAL_WORKING_CLOSURE_SCOPE__NO_ROOT_OR_BOUNDARY_CHANGE
124	OLD26_GDT407	G407-E1765	P912-E0780	G407-S156	f75r	BIOLOGICAL	1	1	0	qokedy	OK+E+DY	1	3	3	YES	SINGLETON_STATEMENT_CLOSURE	LICENSED_DY_CLOSE	OK	SETZEN · GRAD I · SCHLUSS	NONE	NONE	NONE	NONE	NONE	NONE	POSITIONAL_WORKING_CLOSURE_SCOPE__NO_ROOT_OR_BOUNDARY_CHANGE
125	OLD26_GDT407	G407-E1766	P912-E0781	G407-S157	f75r	BIOLOGICAL	1	1	0	qokedy	OK+E+DY	1	3	3	YES	SINGLETON_STATEMENT_CLOSURE	LICENSED_DY_CLOSE	OK	SETZEN · GRAD I · SCHLUSS	NONE	NONE	NONE	NONE	NONE	NONE	POSITIONAL_WORKING_CLOSURE_SCOPE__NO_ROOT_OR_BOUNDARY_CHANGE
126	OLD26_GDT407	G407-E1767	P912-E0782	G407-S158	f75r	BIOLOGICAL	1	1	0	qokeedy	OK+EE+DY	1	3	3	YES	SINGLETON_STATEMENT_CLOSURE	LICENSED_DY_CLOSE	OK	SETZEN · GRAD II · SCHLUSS	NONE	NONE	NONE	NONE	NONE	NONE	POSITIONAL_WORKING_CLOSURE_SCOPE__NO_ROOT_OR_BOUNDARY_CHANGE
