unified_serial	register	page	unit_or_locus	source_group_identity	visible_identity	owner_or_namespace	construction_or_address	current_short_reading	content_layer	content_unit_id	medical_master_frame	nonmedical_master_frame	formal_reading_changed	surface_changed
41	HERBAL_PROSE	f11r	H3-S001	E041	cfhy	H3	C07	Führe es mit diesem laufenden Posten aus: aktuellen Posten auswringen.	VISIBLE_PLANT_OWNER_PLUS_WORKSHOP_DICTIONARY_PLUS_MASTER_ARTICLE	H3	Koche junge Blüten und Blätter in Wein, wringe sie durch Tuch, lasse den Auszug stehen und seihe ihn nochmals klar. Behalte Blüten zurück. Gebrauche vom klaren Auszug ein kleines Maß als Trank; erwärme die zurückbehaltenen Blüten in Öl und streiche die Zubereitung äußerlich an die bezeichnete Stelle.	Koche Blüten in Wein oder Auszugsmedium, wringe und seihe klar; behalte einen Teil zurück, gebrauche den klaren Auszug als Farbe oder Duftbasis und erwärme den Rest in Öl für eine zweite Beschichtung.	NO	NO
42	HERBAL_PROSE	f11r	H3-S001	E042	shfydaiin	H3	C06	Führe es in der angegebenen Portion oder Stufe aus: Standmaß.	VISIBLE_PLANT_OWNER_PLUS_WORKSHOP_DICTIONARY_PLUS_MASTER_ARTICLE	H3	Koche junge Blüten und Blätter in Wein, wringe sie durch Tuch, lasse den Auszug stehen und seihe ihn nochmals klar. Behalte Blüten zurück. Gebrauche vom klaren Auszug ein kleines Maß als Trank; erwärme die zurückbehaltenen Blüten in Öl und streiche die Zubereitung äußerlich an die bezeichnete Stelle.	Koche Blüten in Wein oder Auszugsmedium, wringe und seihe klar; behalte einen Teil zurück, gebrauche den klaren Auszug als Farbe oder Duftbasis und erwärme den Rest in Öl für eine zweite Beschichtung.	NO	NO
43	HERBAL_PROSE	f11r	H3-S001	E043	cphy	H3	C07	Führe es mit diesem laufenden Posten aus: aktuellen Posten nachseihen.	VISIBLE_PLANT_OWNER_PLUS_WORKSHOP_DICTIONARY_PLUS_MASTER_ARTICLE	H3	Koche junge Blüten und Blätter in Wein, wringe sie durch Tuch, lasse den Auszug stehen und seihe ihn nochmals klar. Behalte Blüten zurück. Gebrauche vom klaren Auszug ein kleines Maß als Trank; erwärme die zurückbehaltenen Blüten in Öl und streiche die Zubereitung äußerlich an die bezeichnete Stelle.	Koche Blüten in Wein oder Auszugsmedium, wringe und seihe klar; behalte einen Teil zurück, gebrauche den klaren Auszug als Farbe oder Duftbasis und erwärme den Rest in Öl für eine zweite Beschichtung.	NO	NO
44	HERBAL_PROSE	f11r	H3-S001	E044	shey	H3	C01	Setze die gelernte Fachkarte: klarer Auszug.	VISIBLE_PLANT_OWNER_PLUS_WORKSHOP_DICTIONARY_PLUS_MASTER_ARTICLE	H3	Koche junge Blüten und Blätter in Wein, wringe sie durch Tuch, lasse den Auszug stehen und seihe ihn nochmals klar. Behalte Blüten zurück. Gebrauche vom klaren Auszug ein kleines Maß als Trank; erwärme die zurückbehaltenen Blüten in Öl und streiche die Zubereitung äußerlich an die bezeichnete Stelle.	Koche Blüten in Wein oder Auszugsmedium, wringe und seihe klar; behalte einen Teil zurück, gebrauche den klaren Auszug als Farbe oder Duftbasis und erwärme den Rest in Öl für eine zweite Beschichtung.	NO	NO
45	HERBAL_PROSE	f11r	H3-S001	E045	tchody	H3	C01	Setze die gelernte Fachkarte: Eingangsposten beiseitestellen; Schluss.	VISIBLE_PLANT_OWNER_PLUS_WORKSHOP_DICTIONARY_PLUS_MASTER_ARTICLE	H3	Koche junge Blüten und Blätter in Wein, wringe sie durch Tuch, lasse den Auszug stehen und seihe ihn nochmals klar. Behalte Blüten zurück. Gebrauche vom klaren Auszug ein kleines Maß als Trank; erwärme die zurückbehaltenen Blüten in Öl und streiche die Zubereitung äußerlich an die bezeichnete Stelle.	Koche Blüten in Wein oder Auszugsmedium, wringe und seihe klar; behalte einen Teil zurück, gebrauche den klaren Auszug als Farbe oder Duftbasis und erwärme den Rest in Öl für eine zweite Beschichtung.	NO	NO
46	HERBAL_PROSE	f11r	H3-S002	E046	shoyty	H3	C01	Setze die gelernte Fachkarte: Zutatenteil.	VISIBLE_PLANT_OWNER_PLUS_WORKSHOP_DICTIONARY_PLUS_MASTER_ARTICLE	H3	Koche junge Blüten und Blätter in Wein, wringe sie durch Tuch, lasse den Auszug stehen und seihe ihn nochmals klar. Behalte Blüten zurück. Gebrauche vom klaren Auszug ein kleines Maß als Trank; erwärme die zurückbehaltenen Blüten in Öl und streiche die Zubereitung äußerlich an die bezeichnete Stelle.	Koche Blüten in Wein oder Auszugsmedium, wringe und seihe klar; behalte einen Teil zurück, gebrauche den klaren Auszug als Farbe oder Duftbasis und erwärme den Rest in Öl für eine zweite Beschichtung.	NO	NO
47	HERBAL_PROSE	f11r	H3-S003	E047	dchol	H3	C02	Danach oder in demselben Gang: vorigen Posten fortsetzen.	VISIBLE_PLANT_OWNER_PLUS_WORKSHOP_DICTIONARY_PLUS_MASTER_ARTICLE	H3	Koche junge Blüten und Blätter in Wein, wringe sie durch Tuch, lasse den Auszug stehen und seihe ihn nochmals klar. Behalte Blüten zurück. Gebrauche vom klaren Auszug ein kleines Maß als Trank; erwärme die zurückbehaltenen Blüten in Öl und streiche die Zubereitung äußerlich an die bezeichnete Stelle.	Koche Blüten in Wein oder Auszugsmedium, wringe und seihe klar; behalte einen Teil zurück, gebrauche den klaren Auszug als Farbe oder Duftbasis und erwärme den Rest in Öl für eine zweite Beschichtung.	NO	NO
48	HERBAL_PROSE	f11r	H3-S003	E048	chy	H3	C12	Nimm diesen Posten wieder auf: dieser Posten.	VISIBLE_PLANT_OWNER_PLUS_WORKSHOP_DICTIONARY_PLUS_MASTER_ARTICLE	H3	Koche junge Blüten und Blätter in Wein, wringe sie durch Tuch, lasse den Auszug stehen und seihe ihn nochmals klar. Behalte Blüten zurück. Gebrauche vom klaren Auszug ein kleines Maß als Trank; erwärme die zurückbehaltenen Blüten in Öl und streiche die Zubereitung äußerlich an die bezeichnete Stelle.	Koche Blüten in Wein oder Auszugsmedium, wringe und seihe klar; behalte einen Teil zurück, gebrauche den klaren Auszug als Farbe oder Duftbasis und erwärme den Rest in Öl für eine zweite Beschichtung.	NO	NO
49	HERBAL_PROSE	f11r	H3-S003	E049	kchy	H3	C07	Führe es mit diesem laufenden Posten aus: diesen Posten bearbeiten.	VISIBLE_PLANT_OWNER_PLUS_WORKSHOP_DICTIONARY_PLUS_MASTER_ARTICLE	H3	Koche junge Blüten und Blätter in Wein, wringe sie durch Tuch, lasse den Auszug stehen und seihe ihn nochmals klar. Behalte Blüten zurück. Gebrauche vom klaren Auszug ein kleines Maß als Trank; erwärme die zurückbehaltenen Blüten in Öl und streiche die Zubereitung äußerlich an die bezeichnete Stelle.	Koche Blüten in Wein oder Auszugsmedium, wringe und seihe klar; behalte einen Teil zurück, gebrauche den klaren Auszug als Farbe oder Duftbasis und erwärme den Rest in Öl für eine zweite Beschichtung.	NO	NO
50	HERBAL_PROSE	f11r	H3-S003	E050	dy	H3	C12	Nimm diesen Posten wieder auf: dieser Posten.	VISIBLE_PLANT_OWNER_PLUS_WORKSHOP_DICTIONARY_PLUS_MASTER_ARTICLE	H3	Koche junge Blüten und Blätter in Wein, wringe sie durch Tuch, lasse den Auszug stehen und seihe ihn nochmals klar. Behalte Blüten zurück. Gebrauche vom klaren Auszug ein kleines Maß als Trank; erwärme die zurückbehaltenen Blüten in Öl und streiche die Zubereitung äußerlich an die bezeichnete Stelle.	Koche Blüten in Wein oder Auszugsmedium, wringe und seihe klar; behalte einen Teil zurück, gebrauche den klaren Auszug als Farbe oder Duftbasis und erwärme den Rest in Öl für eine zweite Beschichtung.	NO	NO
51	HERBAL_PROSE	f11r	H3-S003	E051	daiin	H3	C10	Setze Maß, Portion oder Stufe: Sollmaß.	VISIBLE_PLANT_OWNER_PLUS_WORKSHOP_DICTIONARY_PLUS_MASTER_ARTICLE	H3	Koche junge Blüten und Blätter in Wein, wringe sie durch Tuch, lasse den Auszug stehen und seihe ihn nochmals klar. Behalte Blüten zurück. Gebrauche vom klaren Auszug ein kleines Maß als Trank; erwärme die zurückbehaltenen Blüten in Öl und streiche die Zubereitung äußerlich an die bezeichnete Stelle.	Koche Blüten in Wein oder Auszugsmedium, wringe und seihe klar; behalte einen Teil zurück, gebrauche den klaren Auszug als Farbe oder Duftbasis und erwärme den Rest in Öl für eine zweite Beschichtung.	NO	NO
52	HERBAL_PROSE	f11r	H3-S004	E052	qotchy	H3	C02	Danach oder in demselben Gang: anschließender Arbeitsposten.	VISIBLE_PLANT_OWNER_PLUS_WORKSHOP_DICTIONARY_PLUS_MASTER_ARTICLE	H3	Koche junge Blüten und Blätter in Wein, wringe sie durch Tuch, lasse den Auszug stehen und seihe ihn nochmals klar. Behalte Blüten zurück. Gebrauche vom klaren Auszug ein kleines Maß als Trank; erwärme die zurückbehaltenen Blüten in Öl und streiche die Zubereitung äußerlich an die bezeichnete Stelle.	Koche Blüten in Wein oder Auszugsmedium, wringe und seihe klar; behalte einen Teil zurück, gebrauche den klaren Auszug als Farbe oder Duftbasis und erwärme den Rest in Öl für eine zweite Beschichtung.	NO	NO
53	HERBAL_PROSE	f11r	H3-S004	E053	okchol	H3	C02	Danach oder in demselben Gang: weiterlaufenden Posten aufnehmen.	VISIBLE_PLANT_OWNER_PLUS_WORKSHOP_DICTIONARY_PLUS_MASTER_ARTICLE	H3	Koche junge Blüten und Blätter in Wein, wringe sie durch Tuch, lasse den Auszug stehen und seihe ihn nochmals klar. Behalte Blüten zurück. Gebrauche vom klaren Auszug ein kleines Maß als Trank; erwärme die zurückbehaltenen Blüten in Öl und streiche die Zubereitung äußerlich an die bezeichnete Stelle.	Koche Blüten in Wein oder Auszugsmedium, wringe und seihe klar; behalte einen Teil zurück, gebrauche den klaren Auszug als Farbe oder Duftbasis und erwärme den Rest in Öl für eine zweite Beschichtung.	NO	NO
54	HERBAL_PROSE	f11r	H3-S004	E054	cthy	H3	C07	Führe es mit diesem laufenden Posten aus: bereit.	VISIBLE_PLANT_OWNER_PLUS_WORKSHOP_DICTIONARY_PLUS_MASTER_ARTICLE	H3	Koche junge Blüten und Blätter in Wein, wringe sie durch Tuch, lasse den Auszug stehen und seihe ihn nochmals klar. Behalte Blüten zurück. Gebrauche vom klaren Auszug ein kleines Maß als Trank; erwärme die zurückbehaltenen Blüten in Öl und streiche die Zubereitung äußerlich an die bezeichnete Stelle.	Koche Blüten in Wein oder Auszugsmedium, wringe und seihe klar; behalte einen Teil zurück, gebrauche den klaren Auszug als Farbe oder Duftbasis und erwärme den Rest in Öl für eine zweite Beschichtung.	NO	NO
55	HERBAL_PROSE	f11r	H3-S004	E055	dy	H3	C12	Nimm diesen Posten wieder auf: dieser Posten.	VISIBLE_PLANT_OWNER_PLUS_WORKSHOP_DICTIONARY_PLUS_MASTER_ARTICLE	H3	Koche junge Blüten und Blätter in Wein, wringe sie durch Tuch, lasse den Auszug stehen und seihe ihn nochmals klar. Behalte Blüten zurück. Gebrauche vom klaren Auszug ein kleines Maß als Trank; erwärme die zurückbehaltenen Blüten in Öl und streiche die Zubereitung äußerlich an die bezeichnete Stelle.	Koche Blüten in Wein oder Auszugsmedium, wringe und seihe klar; behalte einen Teil zurück, gebrauche den klaren Auszug als Farbe oder Duftbasis und erwärme den Rest in Öl für eine zweite Beschichtung.	NO	NO
56	HERBAL_PROSE	f55v	H4-S001	E056	qokaiin	H4	C06	Führe es in der angegebenen Portion oder Stufe aus: auf Sollmaß einstellen.	VISIBLE_PLANT_OWNER_PLUS_WORKSHOP_DICTIONARY_PLUS_MASTER_ARTICLE	H4	Zerstoße breite Blätter, gib Wein hinzu und lasse den verschlossenen Ansatz kühl stehen. Wring eine Portion durch Leinwand und verwahre den klaren Auszug. Wasche damit die bezeichnete äußere Stelle. Erwärme zurückbehaltene Blätter mit Honig und lege sie frisch als warme Auflage an.	Lasse zerstoßene Blätter mit Auszugsmedium kühl stehen, wringe durch Leinwand, verwahre den klaren Waschposten und gebrauche ihn an Stoff oder Leder; erwärme den Blattrest mit Binder und lege ihn als Schlichte auf.	NO	NO
57	HERBAL_PROSE	f55v	H4-S001	E057	chaiin	H4	C10	Setze Maß, Portion oder Stufe: Sollmaß.	VISIBLE_PLANT_OWNER_PLUS_WORKSHOP_DICTIONARY_PLUS_MASTER_ARTICLE	H4	Zerstoße breite Blätter, gib Wein hinzu und lasse den verschlossenen Ansatz kühl stehen. Wring eine Portion durch Leinwand und verwahre den klaren Auszug. Wasche damit die bezeichnete äußere Stelle. Erwärme zurückbehaltene Blätter mit Honig und lege sie frisch als warme Auflage an.	Lasse zerstoßene Blätter mit Auszugsmedium kühl stehen, wringe durch Leinwand, verwahre den klaren Waschposten und gebrauche ihn an Stoff oder Leder; erwärme den Blattrest mit Binder und lege ihn als Schlichte auf.	NO	NO
58	HERBAL_PROSE	f55v	H4-S001	E058	ykain	H4	C10	Setze Maß, Portion oder Stufe: Postenportion.	VISIBLE_PLANT_OWNER_PLUS_WORKSHOP_DICTIONARY_PLUS_MASTER_ARTICLE	H4	Zerstoße breite Blätter, gib Wein hinzu und lasse den verschlossenen Ansatz kühl stehen. Wring eine Portion durch Leinwand und verwahre den klaren Auszug. Wasche damit die bezeichnete äußere Stelle. Erwärme zurückbehaltene Blätter mit Honig und lege sie frisch als warme Auflage an.	Lasse zerstoßene Blätter mit Auszugsmedium kühl stehen, wringe durch Leinwand, verwahre den klaren Waschposten und gebrauche ihn an Stoff oder Leder; erwärme den Blattrest mit Binder und lege ihn als Schlichte auf.	NO	NO
59	HERBAL_PROSE	f55v	H4-S001	E059	ykan	H4	C10	Setze Maß, Portion oder Stufe: dieser Anteil.	VISIBLE_PLANT_OWNER_PLUS_WORKSHOP_DICTIONARY_PLUS_MASTER_ARTICLE	H4	Zerstoße breite Blätter, gib Wein hinzu und lasse den verschlossenen Ansatz kühl stehen. Wring eine Portion durch Leinwand und verwahre den klaren Auszug. Wasche damit die bezeichnete äußere Stelle. Erwärme zurückbehaltene Blätter mit Honig und lege sie frisch als warme Auflage an.	Lasse zerstoßene Blätter mit Auszugsmedium kühl stehen, wringe durch Leinwand, verwahre den klaren Waschposten und gebrauche ihn an Stoff oder Leder; erwärme den Blattrest mit Binder und lege ihn als Schlichte auf.	NO	NO
60	HERBAL_PROSE	f55v	H4-S001	E060	ody	H4	C01	Setze die gelernte Fachkarte: kühlen.	VISIBLE_PLANT_OWNER_PLUS_WORKSHOP_DICTIONARY_PLUS_MASTER_ARTICLE	H4	Zerstoße breite Blätter, gib Wein hinzu und lasse den verschlossenen Ansatz kühl stehen. Wring eine Portion durch Leinwand und verwahre den klaren Auszug. Wasche damit die bezeichnete äußere Stelle. Erwärme zurückbehaltene Blätter mit Honig und lege sie frisch als warme Auflage an.	Lasse zerstoßene Blätter mit Auszugsmedium kühl stehen, wringe durch Leinwand, verwahre den klaren Waschposten und gebrauche ihn an Stoff oder Leder; erwärme den Blattrest mit Binder und lege ihn als Schlichte auf.	NO	NO
61	HERBAL_PROSE	f55v	H4-S002	E061	daiin	H4	C10	Setze Maß, Portion oder Stufe: Sollmaß.	VISIBLE_PLANT_OWNER_PLUS_WORKSHOP_DICTIONARY_PLUS_MASTER_ARTICLE	H4	Zerstoße breite Blätter, gib Wein hinzu und lasse den verschlossenen Ansatz kühl stehen. Wring eine Portion durch Leinwand und verwahre den klaren Auszug. Wasche damit die bezeichnete äußere Stelle. Erwärme zurückbehaltene Blätter mit Honig und lege sie frisch als warme Auflage an.	Lasse zerstoßene Blätter mit Auszugsmedium kühl stehen, wringe durch Leinwand, verwahre den klaren Waschposten und gebrauche ihn an Stoff oder Leder; erwärme den Blattrest mit Binder und lege ihn als Schlichte auf.	NO	NO
62	HERBAL_PROSE	f55v	H4-S002	E062	chedy	H4	C07	Führe es mit diesem laufenden Posten aus: laufenden Posten umsetzen.	VISIBLE_PLANT_OWNER_PLUS_WORKSHOP_DICTIONARY_PLUS_MASTER_ARTICLE	H4	Zerstoße breite Blätter, gib Wein hinzu und lasse den verschlossenen Ansatz kühl stehen. Wring eine Portion durch Leinwand und verwahre den klaren Auszug. Wasche damit die bezeichnete äußere Stelle. Erwärme zurückbehaltene Blätter mit Honig und lege sie frisch als warme Auflage an.	Lasse zerstoßene Blätter mit Auszugsmedium kühl stehen, wringe durch Leinwand, verwahre den klaren Waschposten und gebrauche ihn an Stoff oder Leder; erwärme den Blattrest mit Binder und lege ihn als Schlichte auf.	NO	NO
63	HERBAL_PROSE	f55v	H4-S002	E063	talam	H4	C01	Setze die gelernte Fachkarte: am Ziel verwahren.	VISIBLE_PLANT_OWNER_PLUS_WORKSHOP_DICTIONARY_PLUS_MASTER_ARTICLE	H4	Zerstoße breite Blätter, gib Wein hinzu und lasse den verschlossenen Ansatz kühl stehen. Wring eine Portion durch Leinwand und verwahre den klaren Auszug. Wasche damit die bezeichnete äußere Stelle. Erwärme zurückbehaltene Blätter mit Honig und lege sie frisch als warme Auflage an.	Lasse zerstoßene Blätter mit Auszugsmedium kühl stehen, wringe durch Leinwand, verwahre den klaren Waschposten und gebrauche ihn an Stoff oder Leder; erwärme den Blattrest mit Binder und lege ihn als Schlichte auf.	NO	NO
64	HERBAL_PROSE	f55v	H4-S003	E064	ykaiin	H4	C10	Setze Maß, Portion oder Stufe: Postenmaß.	VISIBLE_PLANT_OWNER_PLUS_WORKSHOP_DICTIONARY_PLUS_MASTER_ARTICLE	H4	Zerstoße breite Blätter, gib Wein hinzu und lasse den verschlossenen Ansatz kühl stehen. Wring eine Portion durch Leinwand und verwahre den klaren Auszug. Wasche damit die bezeichnete äußere Stelle. Erwärme zurückbehaltene Blätter mit Honig und lege sie frisch als warme Auflage an.	Lasse zerstoßene Blätter mit Auszugsmedium kühl stehen, wringe durch Leinwand, verwahre den klaren Waschposten und gebrauche ihn an Stoff oder Leder; erwärme den Blattrest mit Binder und lege ihn als Schlichte auf.	NO	NO
65	HERBAL_PROSE	f55v	H4-S003	E065	cheoar	H4	C09	Nenne Quelle, Lauf, Auszug oder Ansatz: Auszug entnehmen.	VISIBLE_PLANT_OWNER_PLUS_WORKSHOP_DICTIONARY_PLUS_MASTER_ARTICLE	H4	Zerstoße breite Blätter, gib Wein hinzu und lasse den verschlossenen Ansatz kühl stehen. Wring eine Portion durch Leinwand und verwahre den klaren Auszug. Wasche damit die bezeichnete äußere Stelle. Erwärme zurückbehaltene Blätter mit Honig und lege sie frisch als warme Auflage an.	Lasse zerstoßene Blätter mit Auszugsmedium kühl stehen, wringe durch Leinwand, verwahre den klaren Waschposten und gebrauche ihn an Stoff oder Leder; erwärme den Blattrest mit Binder und lege ihn als Schlichte auf.	NO	NO
66	HERBAL_PROSE	f55v	H4-S003	E066	cheeky	H4	C03	Führe aus und beachte Dauer oder Endpunkt: länger erwärmen und offen halten.	VISIBLE_PLANT_OWNER_PLUS_WORKSHOP_DICTIONARY_PLUS_MASTER_ARTICLE	H4	Zerstoße breite Blätter, gib Wein hinzu und lasse den verschlossenen Ansatz kühl stehen. Wring eine Portion durch Leinwand und verwahre den klaren Auszug. Wasche damit die bezeichnete äußere Stelle. Erwärme zurückbehaltene Blätter mit Honig und lege sie frisch als warme Auflage an.	Lasse zerstoßene Blätter mit Auszugsmedium kühl stehen, wringe durch Leinwand, verwahre den klaren Waschposten und gebrauche ihn an Stoff oder Leder; erwärme den Blattrest mit Binder und lege ihn als Schlichte auf.	NO	NO
67	HERBAL_PROSE	f55v	H4-S003	E067	oldy	H4	C02	Danach oder in demselben Gang: Fortsetzung abschließen.	VISIBLE_PLANT_OWNER_PLUS_WORKSHOP_DICTIONARY_PLUS_MASTER_ARTICLE	H4	Zerstoße breite Blätter, gib Wein hinzu und lasse den verschlossenen Ansatz kühl stehen. Wring eine Portion durch Leinwand und verwahre den klaren Auszug. Wasche damit die bezeichnete äußere Stelle. Erwärme zurückbehaltene Blätter mit Honig und lege sie frisch als warme Auflage an.	Lasse zerstoßene Blätter mit Auszugsmedium kühl stehen, wringe durch Leinwand, verwahre den klaren Waschposten und gebrauche ihn an Stoff oder Leder; erwärme den Blattrest mit Binder und lege ihn als Schlichte auf.	NO	NO
68	HERBAL_PROSE	f55v	H4-S004	E068	aiin	H4	C10	Setze Maß, Portion oder Stufe: Sollmaß.	VISIBLE_PLANT_OWNER_PLUS_WORKSHOP_DICTIONARY_PLUS_MASTER_ARTICLE	H4	Zerstoße breite Blätter, gib Wein hinzu und lasse den verschlossenen Ansatz kühl stehen. Wring eine Portion durch Leinwand und verwahre den klaren Auszug. Wasche damit die bezeichnete äußere Stelle. Erwärme zurückbehaltene Blätter mit Honig und lege sie frisch als warme Auflage an.	Lasse zerstoßene Blätter mit Auszugsmedium kühl stehen, wringe durch Leinwand, verwahre den klaren Waschposten und gebrauche ihn an Stoff oder Leder; erwärme den Blattrest mit Binder und lege ihn als Schlichte auf.	NO	NO
69	HERBAL_PROSE	f55v	H4-S004	E069	okal	H4	C04	Führe es an der bezeichneten Stelle aus: dort ansetzen.	VISIBLE_PLANT_OWNER_PLUS_WORKSHOP_DICTIONARY_PLUS_MASTER_ARTICLE	H4	Zerstoße breite Blätter, gib Wein hinzu und lasse den verschlossenen Ansatz kühl stehen. Wring eine Portion durch Leinwand und verwahre den klaren Auszug. Wasche damit die bezeichnete äußere Stelle. Erwärme zurückbehaltene Blätter mit Honig und lege sie frisch als warme Auflage an.	Lasse zerstoßene Blätter mit Auszugsmedium kühl stehen, wringe durch Leinwand, verwahre den klaren Waschposten und gebrauche ihn an Stoff oder Leder; erwärme den Blattrest mit Binder und lege ihn als Schlichte auf.	NO	NO
70	HERBAL_PROSE	f55v	H4-S004	E070	oltchy	H4	C02	Danach oder in demselben Gang: bereiten Posten weiterführen.	VISIBLE_PLANT_OWNER_PLUS_WORKSHOP_DICTIONARY_PLUS_MASTER_ARTICLE	H4	Zerstoße breite Blätter, gib Wein hinzu und lasse den verschlossenen Ansatz kühl stehen. Wring eine Portion durch Leinwand und verwahre den klaren Auszug. Wasche damit die bezeichnete äußere Stelle. Erwärme zurückbehaltene Blätter mit Honig und lege sie frisch als warme Auflage an.	Lasse zerstoßene Blätter mit Auszugsmedium kühl stehen, wringe durch Leinwand, verwahre den klaren Waschposten und gebrauche ihn an Stoff oder Leder; erwärme den Blattrest mit Binder und lege ihn als Schlichte auf.	NO	NO
