identity_profile_id	surface	side	neighbour_surface	anchor_kind	axis_tags	external_occurrences	physical_folios	target_token_stable_occurrences	neighbour_token_stable_occurrences	pair_sequence_stable_occurrences	pair_sequence_stable_folios	semantic_credit	confirmed_lexeme	component_export_credit
G805-I1077	otal	L1	ykaiin	UNMAPPED	NONE	2	1	1	2	1	1	0	0	0
G805-I1078	otal	L1	ytaiin	GDT805_EXPLORATORY_SURFACE_AXIS_PROJECTION	COLD|VALUE	1	1	1	1	1	1	0	0	0
G805-I1079	otal	L1	ytaim	UNMAPPED	NONE	1	1	1	1	1	1	0	0	0
G805-I1080	otal	R1	NONE	BOUNDARY	BOUNDARY	11	10	10	0	0	0	0	0	0
G805-I1081	otal	R1	aiiin	UNMAPPED	NONE	1	1	1	1	1	1	0	0	0
G805-I1082	otal	R1	al	UNMAPPED	NONE	1	1	1	1	1	1	0	0	0
G805-I1083	otal	R1	alkal	UNMAPPED	NONE	1	1	1	1	1	1	0	0	0
G805-I1084	otal	R1	ar	UNMAPPED	NONE	1	1	1	0	0	0	0	0	0
G805-I1085	otal	R1	chckhy	UNMAPPED	NONE	1	1	1	1	1	1	0	0	0
G805-I1086	otal	R1	chd	UNMAPPED	NONE	1	1	0	0	0	0	0	0	0
G805-I1087	otal	R1	chdal	UNMAPPED	NONE	1	1	1	0	0	0	0	0	0
G805-I1088	otal	R1	chdam	UNMAPPED	NONE	1	1	1	0	0	0	0	0	0
G805-I1089	otal	R1	cheam	UNMAPPED	NONE	1	1	1	1	1	1	0	0	0
G805-I1090	otal	R1	chear	UNMAPPED	NONE	1	1	1	1	1	1	0	0	0
G805-I1091	otal	R1	ched	GDT805_EXPLORATORY_SURFACE_AXIS_PROJECTION	DRY|VALUE|CLOSE	1	1	1	1	1	1	0	0	0
G805-I1092	otal	R1	chedy	UNMAPPED	NONE	5	5	5	3	4	4	0	0	0
G805-I1093	otal	R1	cheey	UNMAPPED	NONE	1	1	1	1	1	1	0	0	0
G805-I1094	otal	R1	cheo	GDT805_EXPLORATORY_SURFACE_AXIS_PROJECTION	DRY|PREPARATION	1	1	1	1	1	1	0	0	0
G805-I1095	otal	R1	ches	UNMAPPED	NONE	2	2	2	2	2	2	0	0	0
G805-I1096	otal	R1	chl	GDT805_EXPLORATORY_SURFACE_AXIS_PROJECTION	DRY|PROCESS	1	1	1	0	0	0	0	0	0
G805-I1097	otal	R1	chodol	UNMAPPED	NONE	1	1	1	1	1	1	0	0	0
G805-I1098	otal	R1	chody	UNMAPPED	NONE	1	1	1	1	1	1	0	0	0
G805-I1099	otal	R1	choky	GDT805_EXPLORATORY_SURFACE_AXIS_PROJECTION	HOT|DRY|PREPARATION	1	1	1	1	1	1	0	0	0
G805-I1100	otal	R1	chol	UNMAPPED	NONE	1	1	1	1	1	1	0	0	0
G805-I1101	otal	R1	chotair	UNMAPPED	NONE	1	1	0	1	0	0	0	0	0
G805-I1102	otal	R1	cthor	GDT805_EXPLORATORY_SURFACE_AXIS_PROJECTION	AMOUNT|MATERIAL	1	1	1	1	1	1	0	0	0
G805-I1103	otal	R1	daiin	UNMAPPED	NONE	1	1	0	1	0	0	0	0	0
G805-I1104	otal	R1	dain	UNMAPPED	NONE	3	3	3	1	1	1	0	0	0
G805-I1105	otal	R1	dair	UNMAPPED	NONE	1	1	1	1	1	1	0	0	0
G805-I1106	otal	R1	dalchor	UNMAPPED	NONE	1	1	1	0	0	0	0	0	0
G805-I1107	otal	R1	dam	UNMAPPED	NONE	1	1	1	0	0	0	0	0	0
G805-I1108	otal	R1	dkedam	UNMAPPED	NONE	1	1	1	1	1	1	0	0	0
G805-I1109	otal	R1	dokal	UNMAPPED	NONE	1	1	1	0	0	0	0	0	0
G805-I1110	otal	R1	dor	UNMAPPED	NONE	1	1	1	1	1	1	0	0	0
G805-I1111	otal	R1	kain	UNMAPPED	NONE	1	1	1	0	1	1	0	0	0
G805-I1112	otal	R1	kal	UNMAPPED	NONE	1	1	1	1	1	1	0	0	0
G805-I1113	otal	R1	kar	UNMAPPED	NONE	1	1	1	1	1	1	0	0	0
G805-I1114	otal	R1	kchol	UNMAPPED	NONE	1	1	1	1	1	1	0	0	0
G805-I1115	otal	R1	kedy	UNMAPPED	NONE	2	2	2	2	2	2	0	0	0
G805-I1116	otal	R1	kol	UNMAPPED	NONE	1	1	1	1	1	1	0	0	0
G805-I1117	otal	R1	lchedy	UNMAPPED	NONE	1	1	1	0	0	0	0	0	0
G805-I1118	otal	R1	lkl	UNMAPPED	NONE	1	1	1	1	1	1	0	0	0
G805-I1119	otal	R1	lt	UNMAPPED	NONE	1	1	1	1	1	1	0	0	0
G805-I1120	otal	R1	o	UNMAPPED	NONE	1	1	1	0	0	0	0	0	0
G805-I1121	otal	R1	ok	UNMAPPED	NONE	1	1	1	1	1	1	0	0	0
G805-I1122	otal	R1	okaiin	UNMAPPED	NONE	2	2	2	2	2	2	0	0	0
G805-I1123	otal	R1	okeedy	GDT805_EXPLORATORY_SURFACE_AXIS_PROJECTION	HOT|VALUE|PREPARATION|CLOSE	1	1	1	1	1	1	0	0	0
G805-I1124	otal	R1	okeeey	UNMAPPED	NONE	1	1	1	1	1	1	0	0	0
G805-I1125	otal	R1	ol	TARGET_WHOLE	TARGET_WHOLE_NO_SEMANTIC_CREDIT	4	4	4	3	4	4	0	0	0
G805-I1126	otal	R1	olkeey	UNMAPPED	NONE	1	1	1	1	1	1	0	0	0
G805-I1127	otal	R1	olkey	UNMAPPED	NONE	1	1	1	1	1	1	0	0	0
G805-I1128	otal	R1	olkiir	UNMAPPED	NONE	1	1	1	1	1	1	0	0	0
G805-I1129	otal	R1	olky	UNMAPPED	NONE	1	1	1	1	1	1	0	0	0
G805-I1130	otal	R1	opal	UNMAPPED	NONE	1	1	1	1	1	1	0	0	0
G805-I1131	otal	R1	opchedy	UNMAPPED	NONE	1	1	1	0	0	0	0	0	0
G805-I1132	otal	R1	or	UNMAPPED	NONE	1	1	1	1	1	1	0	0	0
G805-I1133	otal	R1	ory	UNMAPPED	NONE	1	1	1	1	1	1	0	0	0
G805-I1134	otal	R1	otaiin	UNMAPPED	NONE	2	2	2	2	2	2	0	0	0
G805-I1135	otal	R1	otal	TARGET_WHOLE	TARGET_WHOLE_NO_SEMANTIC_CREDIT	2	2	2	2	2	2	0	0	0
G805-I1136	otal	R1	otaldiin	UNMAPPED	NONE	1	1	1	0	0	0	0	0	0
G805-I1137	otal	R1	otam	UNMAPPED	NONE	2	2	2	2	2	2	0	0	0
G805-I1138	otal	R1	otar	UNMAPPED	NONE	1	1	1	0	0	0	0	0	0
G805-I1139	otal	R1	otchdy	UNMAPPED	NONE	1	1	1	0	0	0	0	0	0
G805-I1140	otal	R1	otchedy	GDT805_EXPLORATORY_SURFACE_AXIS_PROJECTION	COLD|DRY|VALUE|PREPARATION|CLOSE	1	1	1	1	1	1	0	0	0
G805-I1141	otal	R1	otear	UNMAPPED	NONE	1	1	1	1	1	1	0	0	0
G805-I1142	otal	R1	oteedy	UNMAPPED	NONE	1	1	0	1	0	0	0	0	0
G805-I1143	otal	R1	oty	UNMAPPED	NONE	1	1	1	1	1	1	0	0	0
G805-I1144	otal	R1	qocthol	UNMAPPED	NONE	1	1	1	1	1	1	0	0	0
G805-I1145	otal	R1	qokaiin	UNMAPPED	NONE	1	1	1	1	1	1	0	0	0
G805-I1146	otal	R1	qokal	UNMAPPED	NONE	3	3	2	3	2	2	0	0	0
G805-I1147	otal	R1	qokeal	UNMAPPED	NONE	1	1	0	1	0	0	0	0	0
G805-I1148	otal	R1	qopshedy	UNMAPPED	NONE	1	1	1	1	1	1	0	0	0
G805-I1149	otal	R1	qotar	UNMAPPED	NONE	1	1	1	1	1	1	0	0	0
G805-I1150	otal	R1	qotardam	UNMAPPED	NONE	1	1	1	0	0	0	0	0	0
G805-I1151	otal	R1	raram	UNMAPPED	NONE	1	1	1	1	1	1	0	0	0
G805-I1152	otal	R1	rory	UNMAPPED	NONE	1	1	1	1	1	1	0	0	0
G805-I1153	otal	R1	she	UNMAPPED	NONE	1	1	1	1	1	1	0	0	0
G805-I1154	otal	R1	shedy	UNMAPPED	NONE	2	2	2	1	2	2	0	0	0
G805-I1155	otal	R1	sheey	UNMAPPED	NONE	1	1	0	0	0	0	0	0	0
G805-I1156	otal	R1	shod	UNMAPPED	NONE	1	1	1	1	1	1	0	0	0
G805-I1157	otal	R1	shol	UNMAPPED	NONE	1	1	1	1	1	1	0	0	0
G805-I1158	otal	R1	shor	UNMAPPED	NONE	1	1	1	1	1	1	0	0	0
G805-I1159	otal	R1	shoy	UNMAPPED	NONE	1	1	1	0	0	0	0	0	0
G805-I1160	otal	R1	taiin	UNMAPPED	NONE	2	1	2	2	2	1	0	0	0
G805-I1161	otal	R1	tair	UNMAPPED	NONE	1	1	1	0	0	0	0	0	0
G805-I1162	otal	R1	tedy	UNMAPPED	NONE	1	1	1	0	0	0	0	0	0
G805-I1163	otal	R1	teody	UNMAPPED	NONE	1	1	1	1	1	1	0	0	0
G805-I1164	otal	R1	y	UNMAPPED	NONE	1	1	0	0	0	0	0	0	0
G805-I1165	otal	R1	ykeeeo	UNMAPPED	NONE	1	1	1	0	0	0	0	0	0
G805-I1166	otal	R1	ytar	UNMAPPED	NONE	1	1	0	1	0	0	0	0	0
G805-I1167	otal	R1	ytchdy	UNMAPPED	NONE	1	1	1	0	0	0	0	0	0
G805-I1168	qokeol	L1	NONE	BOUNDARY	BOUNDARY	4	4	3	0	0	0	0	0	0
G805-I1169	qokeol	L1	cheey	UNMAPPED	NONE	2	2	2	1	1	1	0	0	0
G805-I1170	qokeol	L1	chod	UNMAPPED	NONE	1	1	1	1	1	1	0	0	0
G805-I1171	qokeol	L1	ckheey	UNMAPPED	NONE	1	1	1	1	1	1	0	0	0
G805-I1172	qokeol	L1	ctheol	UNMAPPED	NONE	1	1	1	1	1	1	0	0	0
G805-I1173	qokeol	L1	daiin	UNMAPPED	NONE	1	1	1	1	1	1	0	0	0
G805-I1174	qokeol	L1	dcheol	UNMAPPED	NONE	1	1	1	1	1	1	0	0	0
G805-I1175	qokeol	L1	kol	UNMAPPED	NONE	1	1	1	0	1	1	0	0	0
G805-I1176	qokeol	L1	okeol	UNMAPPED	NONE	1	1	1	1	1	1	0	0	0
G805-I1177	qokeol	L1	okshey	UNMAPPED	NONE	1	1	0	1	0	0	0	0	0
G805-I1178	qokeol	L1	olchedy	UNMAPPED	NONE	1	1	1	0	0	0	0	0	0
G805-I1179	qokeol	L1	olchor	UNMAPPED	NONE	1	1	0	1	0	0	0	0	0
G805-I1180	qokeol	L1	olsheody	UNMAPPED	NONE	1	1	1	0	0	0	0	0	0
G805-I1181	qokeol	L1	orsheoldy	UNMAPPED	NONE	1	1	1	1	1	1	0	0	0
G805-I1182	qokeol	L1	oteey	GDT805_EXPLORATORY_SURFACE_AXIS_PROJECTION	COLD|VALUE|PREPARATION	1	1	1	1	1	1	0	0	0
G805-I1183	qokeol	L1	otoy	UNMAPPED	NONE	1	1	1	1	1	1	0	0	0
G805-I1184	qokeol	L1	polchedy	UNMAPPED	NONE	1	1	1	0	0	0	0	0	0
G805-I1185	qokeol	L1	poleeol	UNMAPPED	NONE	1	1	1	1	1	1	0	0	0
G805-I1186	qokeol	L1	qoeechdy	UNMAPPED	NONE	1	1	1	1	1	1	0	0	0
G805-I1187	qokeol	L1	qokchol	UNMAPPED	NONE	1	1	1	1	1	1	0	0	0
G805-I1188	qokeol	L1	qokeo	UNMAPPED	NONE	1	1	1	1	1	1	0	0	0
G805-I1189	qokeol	L1	qosheedy	UNMAPPED	NONE	1	1	1	0	0	0	0	0	0
G805-I1190	qokeol	L1	qoteold	UNMAPPED	NONE	1	1	1	0	0	0	0	0	0
G805-I1191	qokeol	L1	shaiin	UNMAPPED	NONE	1	1	1	1	1	1	0	0	0
G805-I1192	qokeol	L1	shecthy	UNMAPPED	NONE	1	1	0	1	0	0	0	0	0
G805-I1193	qokeol	L1	shedy	UNMAPPED	NONE	1	1	0	0	0	0	0	0	0
G805-I1194	qokeol	L1	sheey	UNMAPPED	NONE	1	1	1	1	1	1	0	0	0
G805-I1195	qokeol	L1	sheolkchy	UNMAPPED	NONE	1	1	1	1	1	1	0	0	0
G805-I1196	qokeol	L1	sheor	GDT805_EXPLORATORY_SURFACE_AXIS_PROJECTION	MOIST|PART|MATERIAL	1	1	1	1	1	1	0	0	0
G805-I1197	qokeol	L1	shey	UNMAPPED	NONE	1	1	1	1	1	1	0	0	0
G805-I1198	qokeol	L1	sholkcheol	UNMAPPED	NONE	1	1	1	0	0	0	0	0	0
G805-I1199	qokeol	L1	shoy	UNMAPPED	NONE	1	1	1	0	0	0	0	0	0
G805-I1200	qokeol	L1	teody	UNMAPPED	NONE	1	1	1	0	0	0	0	0	0
G805-I1201	qokeol	L1	tocthy	UNMAPPED	NONE	1	1	1	1	1	1	0	0	0
G805-I1202	qokeol	R1	NONE	BOUNDARY	BOUNDARY	1	1	1	0	0	0	0	0	0
G805-I1203	qokeol	R1	cheol	TARGET_WHOLE	TARGET_WHOLE_NO_SEMANTIC_CREDIT	1	1	1	1	1	1	0	0	0
G805-I1204	qokeol	R1	chockhy	UNMAPPED	NONE	1	1	1	1	1	1	0	0	0
G805-I1205	qokeol	R1	chokeeody	UNMAPPED	NONE	1	1	1	1	1	1	0	0	0
G805-I1206	qokeol	R1	chol	UNMAPPED	NONE	2	2	2	1	1	1	0	0	0
G805-I1207	qokeol	R1	chotol	UNMAPPED	NONE	1	1	1	0	0	0	0	0	0
G805-I1208	qokeol	R1	ctheol	UNMAPPED	NONE	1	1	1	1	1	1	0	0	0
G805-I1209	qokeol	R1	daiin	UNMAPPED	NONE	2	2	2	1	1	1	0	0	0
G805-I1210	qokeol	R1	dy	UNMAPPED	NONE	1	1	1	1	1	1	0	0	0
G805-I1211	qokeol	R1	kaiin	GDT805_EXPLORATORY_SURFACE_AXIS_PROJECTION	HOT|VALUE	1	1	1	1	1	1	0	0	0
G805-I1212	qokeol	R1	kain	UNMAPPED	NONE	1	1	0	1	0	0	0	0	0
G805-I1213	qokeol	R1	kchey	UNMAPPED	NONE	1	1	1	1	1	1	0	0	0
G805-I1214	qokeol	R1	keedy	UNMAPPED	NONE	1	1	1	0	0	0	0	0	0
G805-I1215	qokeol	R1	key	UNMAPPED	NONE	1	1	1	1	1	1	0	0	0
G805-I1216	qokeol	R1	lkaiin	UNMAPPED	NONE	1	1	1	1	1	1	0	0	0
G805-I1217	qokeol	R1	okain	UNMAPPED	NONE	1	1	1	1	1	1	0	0	0
G805-I1218	qokeol	R1	okechedy	UNMAPPED	NONE	1	1	0	0	0	0	0	0	0
G805-I1219	qokeol	R1	okeeol	GDT805_EXPLORATORY_SURFACE_AXIS_PROJECTION	HOT|MATERIAL|PREPARATION	1	1	0	1	0	0	0	0	0
G805-I1220	qokeol	R1	okeol	UNMAPPED	NONE	1	1	1	1	1	1	0	0	0
G805-I1221	qokeol	R1	okeoly	UNMAPPED	NONE	1	1	1	1	1	1	0	0	0
G805-I1222	qokeol	R1	okey	GDT805_EXPLORATORY_SURFACE_AXIS_PROJECTION	HOT|VALUE|PREPARATION	1	1	1	1	1	1	0	0	0
G805-I1223	qokeol	R1	okol	UNMAPPED	NONE	2	2	2	2	2	2	0	0	0
G805-I1224	qokeol	R1	okoldy	UNMAPPED	NONE	1	1	1	1	1	1	0	0	0
G805-I1225	qokeol	R1	or	UNMAPPED	NONE	1	1	1	1	1	1	0	0	0
G805-I1226	qokeol	R1	oteeody	UNMAPPED	NONE	1	1	1	1	1	1	0	0	0
G805-I1227	qokeol	R1	qokal	UNMAPPED	NONE	1	1	0	0	0	0	0	0	0
G805-I1228	qokeol	R1	qokchod	UNMAPPED	NONE	1	1	1	0	0	0	0	0	0
G805-I1229	qokeol	R1	qoky	GDT805_EXPLORATORY_SURFACE_AXIS_PROJECTION	HOT|VALUE	1	1	1	1	1	1	0	0	0
G805-I1230	qokeol	R1	qotaiin	UNMAPPED	NONE	1	1	1	1	1	1	0	0	0
G805-I1231	qokeol	R1	sal	UNMAPPED	NONE	1	1	1	1	1	1	0	0	0
G805-I1232	qokeol	R1	sheky	UNMAPPED	NONE	1	1	1	1	1	1	0	0	0
G805-I1233	qokeol	R1	sheofoly	UNMAPPED	NONE	1	1	0	0	0	0	0	0	0
G805-I1234	qokeol	R1	shoy	UNMAPPED	NONE	1	1	1	0	0	0	0	0	0
G805-I1235	qokeol	R1	so	UNMAPPED	NONE	1	1	1	1	1	1	0	0	0
G805-I1236	qokeol	R1	yteedy	UNMAPPED	NONE	1	1	1	1	1	1	0	0	0
G805-I1237	qokol	L1	NONE	BOUNDARY	BOUNDARY	10	10	10	0	0	0	0	0	0
G805-I1238	qokol	L1	alched	UNMAPPED	NONE	1	1	1	0	0	0	0	0	0
G805-I1239	qokol	L1	chckhy	UNMAPPED	NONE	1	1	1	1	1	1	0	0	0
G805-I1240	qokol	L1	chedy	UNMAPPED	NONE	2	2	2	1	1	1	0	0	0
G805-I1241	qokol	L1	cheody	UNMAPPED	NONE	1	1	1	1	1	1	0	0	0
G805-I1242	qokol	L1	chey	UNMAPPED	NONE	2	2	2	2	2	2	0	0	0
G805-I1243	qokol	L1	chkar	UNMAPPED	NONE	1	1	1	1	1	1	0	0	0
G805-I1244	qokol	L1	cho	GDT805_EXPLORATORY_SURFACE_AXIS_PROJECTION	DRY|PREPARATION	1	1	1	1	1	1	0	0	0
G805-I1245	qokol	L1	chod	UNMAPPED	NONE	1	1	1	1	1	1	0	0	0
G805-I1246	qokol	L1	chody	UNMAPPED	NONE	1	1	1	1	1	1	0	0	0
G805-I1247	qokol	L1	chol	UNMAPPED	NONE	1	1	1	1	1	1	0	0	0
G805-I1248	qokol	L1	ckhody	UNMAPPED	NONE	1	1	1	1	1	1	0	0	0
G805-I1249	qokol	L1	cthey	UNMAPPED	NONE	1	1	1	1	1	1	0	0	0
G805-I1250	qokol	L1	cthy	UNMAPPED	NONE	1	1	1	1	1	1	0	0	0
G805-I1251	qokol	L1	daiin	UNMAPPED	NONE	1	1	1	1	1	1	0	0	0
G805-I1252	qokol	L1	dalshedy	UNMAPPED	NONE	1	1	1	0	0	0	0	0	0
G805-I1253	qokol	L1	dar	UNMAPPED	NONE	1	1	1	0	0	0	0	0	0
G805-I1254	qokol	L1	dol	UNMAPPED	NONE	1	1	1	1	1	1	0	0	0
G805-I1255	qokol	L1	dy	UNMAPPED	NONE	1	1	1	1	1	1	0	0	0
G805-I1256	qokol	L1	ekey	UNMAPPED	NONE	1	1	1	1	1	1	0	0	0
G805-I1257	qokol	L1	eody	UNMAPPED	NONE	1	1	1	0	0	0	0	0	0
G805-I1258	qokol	L1	kchedy	GDT805_EXPLORATORY_SURFACE_AXIS_PROJECTION	HOT|DRY|VALUE|CLOSE	1	1	1	0	0	0	0	0	0
G805-I1259	qokol	L1	keey	UNMAPPED	NONE	1	1	0	1	0	0	0	0	0
G805-I1260	qokol	L1	lchedy	UNMAPPED	NONE	1	1	1	1	1	1	0	0	0
G805-I1261	qokol	L1	lkeol	UNMAPPED	NONE	1	1	1	1	1	1	0	0	0
G805-I1262	qokol	L1	lpcheedy	UNMAPPED	NONE	1	1	1	1	1	1	0	0	0
G805-I1263	qokol	L1	okar	UNMAPPED	NONE	1	1	0	1	0	0	0	0	0
G805-I1264	qokol	L1	okeey	UNMAPPED	NONE	2	2	1	2	1	1	0	0	0
G805-I1265	qokol	L1	okeol	UNMAPPED	NONE	1	1	1	1	1	1	0	0	0
G805-I1266	qokol	L1	okeoldy	UNMAPPED	NONE	1	1	1	1	1	1	0	0	0
G805-I1267	qokol	L1	oko	UNMAPPED	NONE	1	1	1	1	1	1	0	0	0
G805-I1268	qokol	L1	ol	TARGET_WHOLE	TARGET_WHOLE_NO_SEMANTIC_CREDIT	1	1	1	0	0	0	0	0	0
G805-I1269	qokol	L1	olkeey	UNMAPPED	NONE	1	1	1	1	1	1	0	0	0
G805-I1270	qokol	L1	opchedy	UNMAPPED	NONE	1	1	1	1	1	1	0	0	0
G805-I1271	qokol	L1	otedeey	UNMAPPED	NONE	1	1	1	0	0	0	0	0	0
G805-I1272	qokol	L1	otylor	UNMAPPED	NONE	1	1	1	0	0	0	0	0	0
G805-I1273	qokol	L1	polkeey	UNMAPPED	NONE	1	1	1	1	1	1	0	0	0
G805-I1274	qokol	L1	qockhey	UNMAPPED	NONE	1	1	1	1	1	1	0	0	0
G805-I1275	qokol	L1	qokchdy	UNMAPPED	NONE	2	2	2	1	1	1	0	0	0
G805-I1276	qokol	L1	qokecho	UNMAPPED	NONE	1	1	1	1	1	1	0	0	0
G805-I1277	qokol	L1	qokeedy	UNMAPPED	NONE	2	2	2	2	2	2	0	0	0
G805-I1278	qokol	L1	qokeom	UNMAPPED	NONE	1	1	0	1	0	0	0	0	0
G805-I1279	qokol	L1	qokod	UNMAPPED	NONE	1	1	1	1	1	1	0	0	0
G805-I1280	qokol	L1	qokol	TARGET_WHOLE	TARGET_WHOLE_NO_SEMANTIC_CREDIT	2	2	2	2	2	2	0	0	0
G805-I1281	qokol	L1	qoky	GDT805_EXPLORATORY_SURFACE_AXIS_PROJECTION	HOT|VALUE	1	1	1	1	1	1	0	0	0
G805-I1282	qokol	L1	qooiin	UNMAPPED	NONE	1	1	0	1	0	0	0	0	0
G805-I1283	qokol	L1	qotchedy	UNMAPPED	NONE	1	1	1	1	1	1	0	0	0
G805-I1284	qokol	L1	qotchody	UNMAPPED	NONE	1	1	1	1	1	1	0	0	0
G805-I1285	qokol	L1	qotchy	UNMAPPED	NONE	1	1	1	0	0	0	0	0	0
G805-I1286	qokol	L1	qotedy	UNMAPPED	NONE	1	1	1	1	1	1	0	0	0
G805-I1287	qokol	L1	qotoiin	UNMAPPED	NONE	1	1	1	1	1	1	0	0	0
G805-I1288	qokol	L1	qotol	GDT805_EXPLORATORY_SURFACE_AXIS_PROJECTION	COLD|MATERIAL	1	1	1	1	1	1	0	0	0
G805-I1289	qokol	L1	schedy	UNMAPPED	NONE	1	1	1	1	1	1	0	0	0
G805-I1290	qokol	L1	shcthdy	UNMAPPED	NONE	1	1	1	1	1	1	0	0	0
G805-I1291	qokol	L1	shedy	UNMAPPED	NONE	1	1	1	1	1	1	0	0	0
G805-I1292	qokol	L1	sheey	UNMAPPED	NONE	2	2	2	2	2	2	0	0	0
G805-I1293	qokol	L1	shekedy	UNMAPPED	NONE	1	1	1	0	0	0	0	0	0
G805-I1294	qokol	L1	sheol	GDT805_EXPLORATORY_SURFACE_AXIS_PROJECTION	MOIST|MATERIAL	1	1	1	0	0	0	0	0	0
G805-I1295	qokol	L1	shey	UNMAPPED	NONE	1	1	1	1	1	1	0	0	0
G805-I1296	qokol	L1	shko	UNMAPPED	NONE	1	1	1	1	1	1	0	0	0
G805-I1297	qokol	L1	shody	UNMAPPED	NONE	2	2	2	2	2	2	0	0	0
G805-I1298	qokol	L1	shol	UNMAPPED	NONE	3	3	3	3	3	3	0	0	0
G805-I1299	qokol	L1	shy	UNMAPPED	NONE	1	1	0	0	0	0	0	0	0
G805-I1300	qokol	L1	soey	UNMAPPED	NONE	1	1	1	0	0	0	0	0	0
G805-I1301	qokol	L1	sokchy	UNMAPPED	NONE	1	1	1	1	1	1	0	0	0
G805-I1302	qokol	L1	tchey	UNMAPPED	NONE	1	1	1	1	1	1	0	0	0
G805-I1303	qokol	L1	ykchedy	UNMAPPED	NONE	1	1	1	1	1	1	0	0	0
G805-I1304	qokol	L1	ytady	UNMAPPED	NONE	1	1	1	0	0	0	0	0	0
G805-I1305	qokol	R1	aiidal	UNMAPPED	NONE	1	1	1	1	1	1	0	0	0
G805-I1306	qokol	R1	ain	UNMAPPED	NONE	1	1	1	1	1	1	0	0	0
G805-I1307	qokol	R1	chdaiin	UNMAPPED	NONE	1	1	1	1	1	1	0	0	0
G805-I1308	qokol	R1	chdy	UNMAPPED	NONE	2	2	2	1	1	1	0	0	0
G805-I1309	qokol	R1	chedy	UNMAPPED	NONE	5	4	5	3	3	3	0	0	0
G805-I1310	qokol	R1	cheedy	GDT805_EXPLORATORY_SURFACE_AXIS_PROJECTION	DRY|VALUE|CLOSE	2	2	2	2	2	2	0	0	0
G805-I1311	qokol	R1	cheeo	UNMAPPED	NONE	1	1	1	0	0	0	0	0	0
G805-I1312	qokol	R1	cheol	TARGET_WHOLE	TARGET_WHOLE_NO_SEMANTIC_CREDIT	4	4	3	4	3	3	0	0	0
G805-I1313	qokol	R1	cheor	UNMAPPED	NONE	1	1	1	1	1	1	0	0	0
G805-I1314	qokol	R1	chey	UNMAPPED	NONE	1	1	1	1	1	1	0	0	0
G805-I1315	qokol	R1	chkar	UNMAPPED	NONE	1	1	1	1	1	1	0	0	0
G805-I1316	qokol	R1	chodal	UNMAPPED	NONE	1	1	1	1	1	1	0	0	0
G805-I1317	qokol	R1	chol	UNMAPPED	NONE	4	3	4	3	3	2	0	0	0
G805-I1318	qokol	R1	chololy	UNMAPPED	NONE	1	1	1	1	1	1	0	0	0
G805-I1319	qokol	R1	chor	UNMAPPED	NONE	2	2	2	1	1	1	0	0	0
G805-I1320	qokol	R1	chotal	UNMAPPED	NONE	1	1	1	1	1	1	0	0	0
G805-I1321	qokol	R1	choty	UNMAPPED	NONE	1	1	1	0	0	0	0	0	0
G805-I1322	qokol	R1	chy	UNMAPPED	NONE	1	1	1	0	0	0	0	0	0
G805-I1323	qokol	R1	daiiin	UNMAPPED	NONE	1	1	1	0	0	0	0	0	0
G805-I1324	qokol	R1	daiin	UNMAPPED	NONE	6	6	5	5	4	4	0	0	0
G805-I1325	qokol	R1	dain	UNMAPPED	NONE	1	1	1	0	0	0	0	0	0
G805-I1326	qokol	R1	dal	UNMAPPED	NONE	1	1	1	1	1	1	0	0	0
G805-I1327	qokol	R1	dar	UNMAPPED	NONE	1	1	1	1	1	1	0	0	0
G805-I1328	qokol	R1	dkar	UNMAPPED	NONE	1	1	1	1	1	1	0	0	0
G805-I1329	qokol	R1	dy	UNMAPPED	NONE	2	2	1	1	1	1	0	0	0
G805-I1330	qokol	R1	dykaiin	UNMAPPED	NONE	2	2	2	2	2	2	0	0	0
G805-I1331	qokol	R1	kchor	UNMAPPED	NONE	1	1	1	0	0	0	0	0	0
G805-I1332	qokol	R1	kechdy	UNMAPPED	NONE	1	1	1	0	0	0	0	0	0
G805-I1333	qokol	R1	keedy	UNMAPPED	NONE	1	1	1	1	1	1	0	0	0
G805-I1334	qokol	R1	lchdy	UNMAPPED	NONE	1	1	1	0	0	0	0	0	0
G805-I1335	qokol	R1	lray	UNMAPPED	NONE	1	1	1	0	0	0	0	0	0
G805-I1336	qokol	R1	o	UNMAPPED	NONE	1	1	1	0	0	0	0	0	0
G805-I1337	qokol	R1	okaiin	UNMAPPED	NONE	1	1	1	1	1	1	0	0	0
G805-I1338	qokol	R1	okal	TARGET_WHOLE	TARGET_WHOLE_NO_SEMANTIC_CREDIT	1	1	0	0	0	0	0	0	0
G805-I1339	qokol	R1	okeedy	GDT805_EXPLORATORY_SURFACE_AXIS_PROJECTION	HOT|VALUE|PREPARATION|CLOSE	1	1	1	0	0	0	0	0	0
G805-I1340	qokol	R1	okoly	UNMAPPED	NONE	1	1	1	1	1	1	0	0	0
G805-I1341	qokol	R1	oky	UNMAPPED	NONE	1	1	1	1	1	1	0	0	0
G805-I1342	qokol	R1	olchey	UNMAPPED	NONE	1	1	1	1	1	1	0	0	0
G805-I1343	qokol	R1	olkain	GDT805_EXPLORATORY_SURFACE_AXIS_PROJECTION	HOT|VALUE|MATERIAL	1	1	1	1	1	1	0	0	0
G805-I1344	qokol	R1	olkeol	UNMAPPED	NONE	1	1	1	1	1	1	0	0	0
