clause_id	physical_page	register	start_event	end_event	events	instruction_count	instruction_ids	crosses_physical_line	end_reason	fluent_clause_de
P915-C340	f67r2	ZODIAC	P912-E1821	P912-E1823	3	3	P917-I1261|P917-I1262|P917-I1263	YES	NONPROSE_OWNER_OR_DIAGRAM_BOUNDARY	Nach Sollmaß prüfen. Weiter bearbeiten. Weiter weiterarbeiten.
P915-C341	f67r2	ZODIAC	P912-E1825	P912-E1831	7	5	P917-I1264|P917-I1265|P917-I1266|P917-I1267|P917-I1268	YES	NONPROSE_OWNER_OR_DIAGRAM_BOUNDARY	Aus diesem Teil von der Entnahmestelle bearbeiten und prüfen. Auf der zweiten Stufe bearbeiten und prüfen. Aus diesem Teil nach Sollmaß ansetzen entlang des Laufs zur Ziel- oder Anschlussstelle. Von der Entnahmestelle kurz bearbeiten. Auf der zweiten Stufe bearbeiten in den nächsten Lauf.
P915-C342	f67r2	ZODIAC	P912-E1834	P912-E1839	6	3	P917-I1269|P917-I1270|P917-I1271	YES	NONPROSE_OWNER_OR_DIAGRAM_BOUNDARY	Weiter auf der angegebenen Stufe ansetzen mit g-Zeichen. Diesen Posten und den Ansatz bearbeiten. Nach Sollmaß mit den Ansatz weiterarbeiten.
P915-C343	f67r2	ZODIAC	P912-E1841	P912-E1858	18	14	P917-I1272|P917-I1273|P917-I1274|P917-I1275|P917-I1276|P917-I1277|P917-I1278|P917-I1279|P917-I1280|P917-I1281|P917-I1282|P917-I1283|P917-I1284|P917-I1285	YES	LICENSED_DY_CLOSE	Danach weiter aus diesem Teil bearbeiten und prüfen. Weiter kurz bearbeiten und bis bereit führen. Den Ansatz prüfen. Nach Sollmaß umsetzen. Diesen Posten kurz bearbeiten zur bezeichneten s-Stelle. Auf der angegebenen Stufe bearbeiten. Bearbeiten. Diesen Posten kurz bearbeiten, einsetzen und entnehmen. Aus diesem Teil diesen Posten behandeln und bearbeiten. Prüfen, bearbeiten, halten und bearbeiten. Entnehmen, bearbeiten und prüfen. Diesen Posten bearbeiten durch den Durchlass. Auch nach Sollmaß prüfen unter q-Träger. Diesen Posten bearbeiten mit f-Zeichen; fertig.
P915-C344	f67r2	ZODIAC	P912-E1859	P912-E1865	7	5	P917-I1286|P917-I1287|P917-I1288|P917-I1289|P917-I1290	YES	NONPROSE_OWNER_OR_DIAGRAM_BOUNDARY	Aus diesem Teil diesen Posten kurz halten und bearbeiten. Aus diesem Teil nach Sollmaß diesen Posten und den Auszug kurz prüfen. Auf der zweiten Stufe auf der angegebenen Stufe bearbeiten mit i-Zeichen. Diesen Posten kurz länger zugeben oder zuordnen und prüfen. Mit den Ansatz und diesen Posten zur Ziel- oder Anschlussstelle weiterarbeiten.
P915-C345	f67r2	ZODIAC	P912-E1867	P912-E1875	9	5	P917-I1291|P917-I1292|P917-I1293|P917-I1294|P917-I1295	YES	NONPROSE_OWNER_OR_DIAGRAM_BOUNDARY	Nach Sollmaß bearbeiten. Auch als eine Portion diesen Posten kurz entnehmen, bearbeiten und den Zustand markieren. Von der lokalen Stelle nach Sollmaß länger entnehmen und bearbeiten. Prüfen zur Ziel- oder Anschlussstelle. Aus diesem Teil auf der zweiten Stufe nach Sollmaß weiterarbeiten.
P915-C346	f67r2	ZODIAC	P912-E1903	P912-E1938	36	24	P917-I1296|P917-I1297|P917-I1298|P917-I1299|P917-I1300|P917-I1301|P917-I1302|P917-I1303|P917-I1304|P917-I1305|P917-I1306|P917-I1307|P917-I1308|P917-I1309|P917-I1310|P917-I1311|P917-I1312|P917-I1313|P917-I1314|P917-I1315|P917-I1316|P917-I1317|P917-I1318|P917-I1319	YES	PAGE_END_OPEN	Aus diesem Teil von der Entnahmestelle nach Sollmaß diesen Posten zugeben oder zuordnen und bearbeiten zur Ziel- oder Anschlussstelle unter q-Träger. Aus diesem Teil nach Sollmaß diesen Posten bearbeiten entlang des Laufs unter q-Träger mit f-Zeichen. Diesen Posten einsetzen entlang des Laufs. Nach Sollmaß diesen Posten zugeben oder zuordnen und bearbeiten. Weiter aus diesem Teil diesen Posten bearbeiten, entnehmen, bearbeiten und prüfen zur Ziel- oder Anschlussstelle. Weiter diesen Posten kurz ansetzen. Diesen Posten kurz prüfen und halten. Diesen Posten länger halten und prüfen. Diesen Posten kurz länger zugeben oder zuordnen unter q-Träger. Diesen Posten kurz zugeben oder zuordnen und entnehmen. Diesen Posten kurz zugeben oder zuordnen und entnehmen. Diesen Posten kurz ansetzen, bearbeiten und entnehmen. Nach Sollmaß bearbeiten. Weiter ansetzen. Weiter von der Entnahmestelle diesen Posten kurz halten. Aus diesem Teil diesen Posten länger ansetzen und bearbeiten. Den Auszug prüfen. Länger bearbeiten und prüfen. Diesen Posten bearbeiten durch den Durchlass unter q-Träger. Entnehmen, bearbeiten und prüfen. Aus diesem Teil nach Sollmaß diesen Posten länger ansetzen und bearbeiten. Nach Sollmaß ansetzen und bearbeiten. Aus diesem Teil als eine Portion bearbeiten. Von der Entnahmestelle von der lokalen Stelle mit diesen Posten entlang des Laufs weiterarbeiten.
P915-C347	f68r1	ZODIAC	P912-E1939	P912-E1950	12	11	P917-I1320|P917-I1321|P917-I1322|P917-I1323|P917-I1324|P917-I1325|P917-I1326|P917-I1327|P917-I1328|P917-I1329|P917-I1330	YES	LICENSED_DY_CLOSE	Diesen Posten halten, ansetzen und entnehmen. Diesen Posten länger entnehmen und bearbeiten. Danach diesen Posten länger entnehmen. Weiter in den Gegengang führen. Den Auszug den Zustand markieren. Weiter länger bearbeiten, einsetzen und entnehmen. Danach den Ansatz und diesen Posten vollständig entnehmen, bearbeiten und bis bereit führen. Ansetzen, entnehmen und bearbeiten zur Ziel- oder Anschlussstelle. Bearbeiten, entnehmen, prüfen und bearbeiten. Danach entnehmen in den nächsten Lauf. Vollständig ansetzen; fertig.
P915-C348	f68r1	ZODIAC	P912-E1951	P912-E1953	3	3	P917-I1331|P917-I1332|P917-I1333	NO	LICENSED_DY_CLOSE	Diesen Posten länger halten. Diesen Posten länger entnehmen und bearbeiten. Diesen Posten kurz bearbeiten; fertig.
P915-C349	f68r1	ZODIAC	P912-E1954	P912-E1969	16	15	P917-I1334|P917-I1335|P917-I1336|P917-I1337|P917-I1338|P917-I1339|P917-I1340|P917-I1341|P917-I1342|P917-I1343|P917-I1344|P917-I1345|P917-I1346|P917-I1347|P917-I1348	YES	NONPROSE_OWNER_OR_DIAGRAM_BOUNDARY	Den Ansatz entnehmen und einsetzen. Den Auszug, den Ansatz und diesen Posten kurz zugeben oder zuordnen und entnehmen. Aus diesem Teil entnehmen und bearbeiten. Diesen Posten und den Ansatz zugeben oder zuordnen. Diesen Posten kurz halten. Diesen Posten länger bearbeiten und entnehmen unter q-Träger. Ansetzen zur Ziel- oder Anschlussstelle. Diesen Posten länger ansetzen. Den Ansatz den Zustand markieren. Von der Entnahmestelle von der lokalen Stelle auf der zweiten Stufe kurz den Zustand markieren durch den Durchlass zur Innenstelle. Aus diesem Teil den Ansatz entnehmen. Von der lokalen Stelle auf der angegebenen Stufe ansetzen mit i-Zeichen. Diesen Posten zugeben oder zuordnen. Auf der zweiten Stufe diesen Posten den Zustand markieren. Weiter diesen Posten behandeln, entnehmen und zugeben oder zuordnen.
P915-C350	f88r	PHARMA	P912-E2368	P912-E2414	47	30	P917-I1349|P917-I1350|P917-I1351|P917-I1352|P917-I1353|P917-I1354|P917-I1355|P917-I1356|P917-I1357|P917-I1358|P917-I1359|P917-I1360|P917-I1361|P917-I1362|P917-I1363|P917-I1364|P917-I1365|P917-I1366|P917-I1367|P917-I1368|P917-I1369|P917-I1370|P917-I1371|P917-I1372|P917-I1373|P917-I1374|P917-I1375|P917-I1376|P917-I1377|P917-I1378	YES	NONPROSE_OWNER_OR_DIAGRAM_BOUNDARY	Aus diesem Teil den Ansatz und diesen Posten kurz halten und bearbeiten. Weiter kurz bis bereit führen. Diesen Posten kurz bearbeiten durch den Durchlass. Aus diesem Teil den Ansatz und diesen Posten kurz halten. Weiter den Ansatz halten und entnehmen mit f-Zeichen. Weiter entnehmen und bis bereit führen zur Ziel- oder Anschlussstelle. Den Zustand markieren zur Ziel- oder Anschlussstelle. Kurz halten und bearbeiten zur Innenstelle. Weiter kurz zugeben oder zuordnen. Von der Entnahmestelle kurz entnehmen. Den Ansatz kurz halten und zugeben oder zuordnen. Den Ansatz ansetzen. Von der Entnahmestelle nach Sollmaß prüfen. Prüfen. Nach Sollmaß diesen Posten ansetzen. Prüfen zur Innenstelle. Als eine Portion bearbeiten. Den Ansatz bearbeiten zur Innenstelle. Danach kurz ansetzen und bearbeiten zur Innenstelle. Den Ansatz länger entnehmen. Aus diesem Teil diesen Posten kurz ansetzen und bearbeiten. Aus diesem Teil von der Entnahmestelle den Ansatz bearbeiten zur Innenstelle. Weiter den Auszug und diesen Posten kurz ansetzen. Nach Sollmaß den Auszug prüfen in den nächsten Lauf. Den Auszug prüfen. Weiter aus diesem Teil von der lokalen Stelle den Auszug, diesen Posten und den Ansatz vollständig kurz ansetzen und bearbeiten in den nächsten Lauf zur Innenstelle mit j-Zeichen. Den Auszug und den Ansatz bearbeiten zur Innenstelle unter q-Träger. Länger entnehmen mit b-Zeichen. Diesen Posten und den Ansatz kurz zugeben oder zuordnen. Diesen Posten prüfen zur Innenstelle.
P915-C351	f88r	PHARMA	P912-E2421	P912-E2426	6	6	P917-I1379|P917-I1380|P917-I1381|P917-I1382|P917-I1383|P917-I1384	NO	LICENSED_DY_CLOSE	Von der lokalen Stelle diesen Posten zugeben oder zuordnen und bearbeiten. Weiter in den Gegengang führen. Den Ansatz entnehmen. Den Auszug und diesen Posten einsetzen in den nächsten Lauf. Danach weiter entnehmen. Weiter weiterarbeiten; fertig.
P915-C352	f88r	PHARMA	P912-E2427	P912-E2459	33	22	P917-I1385|P917-I1386|P917-I1387|P917-I1388|P917-I1389|P917-I1390|P917-I1391|P917-I1392|P917-I1393|P917-I1394|P917-I1395|P917-I1396|P917-I1397|P917-I1398|P917-I1399|P917-I1400|P917-I1401|P917-I1402|P917-I1403|P917-I1404|P917-I1405|P917-I1406	YES	NONPROSE_OWNER_OR_DIAGRAM_BOUNDARY	Diesen Posten prüfen zur Ziel- oder Anschlussstelle. Diesen Posten kurz entnehmen. Weiter ansetzen. Weiter nach Sollmaß kurz bearbeiten und zugeben oder zuordnen unter q-Träger. Weiter kurz bearbeiten und zugeben oder zuordnen unter q-Träger. Weiter bearbeiten durch den Durchlass unter q-Träger. Weiter ansetzen. Weiter den Auszug kurz halten in den nächsten Lauf. Diesen Posten länger ansetzen. Prüfen. Diesen Posten prüfen. Nach Sollmaß den Ansatz entnehmen. Danach nach Sollmaß den Ansatz kurz entnehmen, bearbeiten und prüfen zur Ziel- oder Anschlussstelle. Weiter den Ansatz kurz entnehmen. Aus diesem Teil diesen Posten kurz bearbeiten, spülen und bearbeiten. Weiter kurz ansetzen. Diesen Posten halten und bearbeiten. Weiter länger halten. Weiter aus diesem Teil kurz halten mit g-Zeichen. Nach Sollmaß diesen Posten ansetzen. Weiter den Auszug den Zustand markieren. Weiter den Ansatz entnehmen und prüfen zur Ziel- oder Anschlussstelle.
P915-C353	f88r	PHARMA	P912-E2464	P912-E2470	7	7	P917-I1407|P917-I1408|P917-I1409|P917-I1410|P917-I1411|P917-I1412|P917-I1413	NO	LICENSED_DY_CLOSE	Von der Entnahmestelle länger einsetzen und bearbeiten. Diesen Posten kurz halten und ansetzen. Diesen Posten länger an der Sammelstelle aufnehmen. Weiter bis bereit führen. Weiter aus diesem Teil diesen Posten einsetzen. Prüfen. Weiter ansetzen; fertig.
P915-C354	f88r	PHARMA	P912-E2471	P912-E2511	41	22	P917-I1414|P917-I1415|P917-I1416|P917-I1417|P917-I1418|P917-I1419|P917-I1420|P917-I1421|P917-I1422|P917-I1423|P917-I1424|P917-I1425|P917-I1426|P917-I1427|P917-I1428|P917-I1429|P917-I1430|P917-I1431|P917-I1432|P917-I1433|P917-I1434|P917-I1435	YES	PAGE_END_OPEN	Weiter ansetzen. Weiter ansetzen. Weiter ansetzen. Weiter diesen Posten länger halten. Weiter von der Entnahmestelle nach Sollmaß auf der zweiten Stufe den Ansatz und diesen Posten zugeben oder zuordnen in den nächsten Lauf. Weiter den Auszug und diesen Posten kurz prüfen in den nächsten Lauf durch den Durchlass. Von der Entnahmestelle den Ansatz kurz halten. Von der Entnahmestelle diesen Posten prüfen zur Ziel- oder Anschlussstelle. Den Ansatz zugeben oder zuordnen. Weiter diesen Posten ansetzen. Aus diesem Teil den Auszug und diesen Posten entnehmen und bearbeiten in den nächsten Lauf. Weiter ansetzen. Den Ansatz zugeben oder zuordnen und entnehmen. Weiter diesen Posten vollständig zugeben oder zuordnen zur Ziel- oder Anschlussstelle. Den Auszug den Zustand markieren. Den Auszug und diesen Posten kurz bearbeiten. Den Auszug und den Ansatz kurz ansetzen in den nächsten Lauf. Diesen Posten kurz entnehmen, bearbeiten und entnehmen. Bearbeiten zur Ziel- oder Anschlussstelle mit f-Zeichen. Aus diesem Teil von der Entnahmestelle kurz entnehmen. Weiter aus diesem Teil den Ansatz kurz bearbeiten und zugeben oder zuordnen unter q-Träger. Mit den Auszug zur Innenstelle weiterarbeiten.
