unified_serial	domain	page	unit_id	local_address	visible_identity	owner_or_namespace	construction_or_event	short_form_reading	concrete_unit_reading_de	content_precision
69	HERBAL_RECIPE	f55v	H4	H4-S004	okal	H4	C04	Führe es an der bezeichneten Stelle aus: dort ansetzen.	Blatt in Auszugsflüssigkeit im Gefäß ansetzen, durch Tuch auswringen und den Auszug als Waschung sammeln. Den Pflanzenrest mit Bindestoff binden und als gebundene Anwendung verwenden.	FUNCTION_CLASS_PRIMARY__EXACT_RECIPE_NOUN_SECONDARY
70	HERBAL_RECIPE	f55v	H4	H4-S004	oltchy	H4	C02	Danach oder in demselben Gang: bereiten Posten weiterführen.	Blatt in Auszugsflüssigkeit im Gefäß ansetzen, durch Tuch auswringen und den Auszug als Waschung sammeln. Den Pflanzenrest mit Bindestoff binden und als gebundene Anwendung verwenden.	FUNCTION_CLASS_PRIMARY__EXACT_RECIPE_NOUN_SECONDARY
71	HERBAL_RECIPE	f55v	H4	H4-S004	or	H4	C09	Nenne Quelle, Lauf, Auszug oder Ansatz: Ansatz.	Blatt in Auszugsflüssigkeit im Gefäß ansetzen, durch Tuch auswringen und den Auszug als Waschung sammeln. Den Pflanzenrest mit Bindestoff binden und als gebundene Anwendung verwenden.	FUNCTION_CLASS_PRIMARY__EXACT_RECIPE_NOUN_SECONDARY
72	HERBAL_RECIPE	f55v	H4	H4-S004	y	H4	C12	Nimm diesen Posten wieder auf: dieser Posten.	Blatt in Auszugsflüssigkeit im Gefäß ansetzen, durch Tuch auswringen und den Auszug als Waschung sammeln. Den Pflanzenrest mit Bindestoff binden und als gebundene Anwendung verwenden.	FUNCTION_CLASS_PRIMARY__EXACT_RECIPE_NOUN_SECONDARY
73	HERBAL_RECIPE	f55v	H4	H4-S004	orain	H4	C09	Nenne Quelle, Lauf, Auszug oder Ansatz: Ansatzportion.	Blatt in Auszugsflüssigkeit im Gefäß ansetzen, durch Tuch auswringen und den Auszug als Waschung sammeln. Den Pflanzenrest mit Bindestoff binden und als gebundene Anwendung verwenden.	FUNCTION_CLASS_PRIMARY__EXACT_RECIPE_NOUN_SECONDARY
74	HERBAL_RECIPE	f56r	H5	H5-S001	chochor	H5	C01	Setze die gelernte Fachkarte: Zutatenansatz.	Frisches Kraut mit Wasser als kurze Waschung oder gebundene Anwendung ansetzen. Den übrigen Pflanzenstoff in Auszugsflüssigkeit ausziehen, durch Tuch trennen, mit Bindestoff binden und eine örtliche Portion als dosiertes Mittel verwenden.	FUNCTION_CLASS_PRIMARY__EXACT_RECIPE_NOUN_SECONDARY
75	HERBAL_RECIPE	f56r	H5	H5-S001	cho	H5	C01	Setze die gelernte Fachkarte: Eingangsposten oder Zutat.	Frisches Kraut mit Wasser als kurze Waschung oder gebundene Anwendung ansetzen. Den übrigen Pflanzenstoff in Auszugsflüssigkeit ausziehen, durch Tuch trennen, mit Bindestoff binden und eine örtliche Portion als dosiertes Mittel verwenden.	FUNCTION_CLASS_PRIMARY__EXACT_RECIPE_NOUN_SECONDARY
76	HERBAL_RECIPE	f56r	H5	H5-S001	chodaly	H5	C01	Setze die gelernte Fachkarte: diese Zutat zur Stelle bringen.	Frisches Kraut mit Wasser als kurze Waschung oder gebundene Anwendung ansetzen. Den übrigen Pflanzenstoff in Auszugsflüssigkeit ausziehen, durch Tuch trennen, mit Bindestoff binden und eine örtliche Portion als dosiertes Mittel verwenden.	FUNCTION_CLASS_PRIMARY__EXACT_RECIPE_NOUN_SECONDARY
77	HERBAL_RECIPE	f56r	H5	H5-S001	daiin	H5	C10	Setze Maß, Portion oder Stufe: Sollmaß.	Frisches Kraut mit Wasser als kurze Waschung oder gebundene Anwendung ansetzen. Den übrigen Pflanzenstoff in Auszugsflüssigkeit ausziehen, durch Tuch trennen, mit Bindestoff binden und eine örtliche Portion als dosiertes Mittel verwenden.	FUNCTION_CLASS_PRIMARY__EXACT_RECIPE_NOUN_SECONDARY
78	HERBAL_RECIPE	f56r	H5	H5-S001	sho	H5	C01	Setze die gelernte Fachkarte: Zutat.	Frisches Kraut mit Wasser als kurze Waschung oder gebundene Anwendung ansetzen. Den übrigen Pflanzenstoff in Auszugsflüssigkeit ausziehen, durch Tuch trennen, mit Bindestoff binden und eine örtliche Portion als dosiertes Mittel verwenden.	FUNCTION_CLASS_PRIMARY__EXACT_RECIPE_NOUN_SECONDARY
79	HERBAL_RECIPE	f56r	H5	H5-S001	kchol	H5	C02	Danach oder in demselben Gang: weiter bearbeiten.	Frisches Kraut mit Wasser als kurze Waschung oder gebundene Anwendung ansetzen. Den übrigen Pflanzenstoff in Auszugsflüssigkeit ausziehen, durch Tuch trennen, mit Bindestoff binden und eine örtliche Portion als dosiertes Mittel verwenden.	FUNCTION_CLASS_PRIMARY__EXACT_RECIPE_NOUN_SECONDARY
80	HERBAL_RECIPE	f56r	H5	H5-S001	otchor	H5	C02	Danach oder in demselben Gang: Folgeansatz.	Frisches Kraut mit Wasser als kurze Waschung oder gebundene Anwendung ansetzen. Den übrigen Pflanzenstoff in Auszugsflüssigkeit ausziehen, durch Tuch trennen, mit Bindestoff binden und eine örtliche Portion als dosiertes Mittel verwenden.	FUNCTION_CLASS_PRIMARY__EXACT_RECIPE_NOUN_SECONDARY
81	HERBAL_RECIPE	f56r	H5	H5-S001	choky	H5	C07	Führe es mit diesem laufenden Posten aus: aktuellen Posten ansetzen.	Frisches Kraut mit Wasser als kurze Waschung oder gebundene Anwendung ansetzen. Den übrigen Pflanzenstoff in Auszugsflüssigkeit ausziehen, durch Tuch trennen, mit Bindestoff binden und eine örtliche Portion als dosiertes Mittel verwenden.	FUNCTION_CLASS_PRIMARY__EXACT_RECIPE_NOUN_SECONDARY
82	HERBAL_RECIPE	f56r	H5	H5-S001	dal	H5	C11	Setze die bezeichnete Zielstelle: dorthin.	Frisches Kraut mit Wasser als kurze Waschung oder gebundene Anwendung ansetzen. Den übrigen Pflanzenstoff in Auszugsflüssigkeit ausziehen, durch Tuch trennen, mit Bindestoff binden und eine örtliche Portion als dosiertes Mittel verwenden.	FUNCTION_CLASS_PRIMARY__EXACT_RECIPE_NOUN_SECONDARY
83	HERBAL_RECIPE	f56r	H5	H5-S002	schol	H5	C02	Danach oder in demselben Gang: vorigen Posten fortsetzen.	Frisches Kraut mit Wasser als kurze Waschung oder gebundene Anwendung ansetzen. Den übrigen Pflanzenstoff in Auszugsflüssigkeit ausziehen, durch Tuch trennen, mit Bindestoff binden und eine örtliche Portion als dosiertes Mittel verwenden.	FUNCTION_CLASS_PRIMARY__EXACT_RECIPE_NOUN_SECONDARY
84	HERBAL_RECIPE	f56r	H5	H5-S002	choy	H5	C01	Setze die gelernte Fachkarte: diese Zutat.	Frisches Kraut mit Wasser als kurze Waschung oder gebundene Anwendung ansetzen. Den übrigen Pflanzenstoff in Auszugsflüssigkeit ausziehen, durch Tuch trennen, mit Bindestoff binden und eine örtliche Portion als dosiertes Mittel verwenden.	FUNCTION_CLASS_PRIMARY__EXACT_RECIPE_NOUN_SECONDARY
85	HERBAL_RECIPE	f56r	H5	H5-S002	choky	H5	C07	Führe es mit diesem laufenden Posten aus: aktuellen Posten ansetzen.	Frisches Kraut mit Wasser als kurze Waschung oder gebundene Anwendung ansetzen. Den übrigen Pflanzenstoff in Auszugsflüssigkeit ausziehen, durch Tuch trennen, mit Bindestoff binden und eine örtliche Portion als dosiertes Mittel verwenden.	FUNCTION_CLASS_PRIMARY__EXACT_RECIPE_NOUN_SECONDARY
86	HERBAL_RECIPE	f56r	H5	H5-S002	cheeckhody	H5	C01	Setze die gelernte Fachkarte: länger auftragen; Schluss.	Frisches Kraut mit Wasser als kurze Waschung oder gebundene Anwendung ansetzen. Den übrigen Pflanzenstoff in Auszugsflüssigkeit ausziehen, durch Tuch trennen, mit Bindestoff binden und eine örtliche Portion als dosiertes Mittel verwenden.	FUNCTION_CLASS_PRIMARY__EXACT_RECIPE_NOUN_SECONDARY
87	HERBAL_RECIPE	f56r	H5	H5-S003	sh	H5	C08	Führe die Handlung aus; schließe nur bei Endkarte: halten.	Frisches Kraut mit Wasser als kurze Waschung oder gebundene Anwendung ansetzen. Den übrigen Pflanzenstoff in Auszugsflüssigkeit ausziehen, durch Tuch trennen, mit Bindestoff binden und eine örtliche Portion als dosiertes Mittel verwenden.	FUNCTION_CLASS_PRIMARY__EXACT_RECIPE_NOUN_SECONDARY
88	HERBAL_RECIPE	f56r	H5	H5-S003	cho	H5	C01	Setze die gelernte Fachkarte: Eingangsposten oder Zutat.	Frisches Kraut mit Wasser als kurze Waschung oder gebundene Anwendung ansetzen. Den übrigen Pflanzenstoff in Auszugsflüssigkeit ausziehen, durch Tuch trennen, mit Bindestoff binden und eine örtliche Portion als dosiertes Mittel verwenden.	FUNCTION_CLASS_PRIMARY__EXACT_RECIPE_NOUN_SECONDARY
89	HERBAL_RECIPE	f56r	H5	H5-S003	kchey	H5	C03	Führe aus und beachte Dauer oder Endpunkt: diesen Posten kurz bearbeiten.	Frisches Kraut mit Wasser als kurze Waschung oder gebundene Anwendung ansetzen. Den übrigen Pflanzenstoff in Auszugsflüssigkeit ausziehen, durch Tuch trennen, mit Bindestoff binden und eine örtliche Portion als dosiertes Mittel verwenden.	FUNCTION_CLASS_PRIMARY__EXACT_RECIPE_NOUN_SECONDARY
90	HERBAL_RECIPE	f56r	H5	H5-S003	qokokchy	H5	C07	Führe es mit diesem laufenden Posten aus: erneut ansetzen.	Frisches Kraut mit Wasser als kurze Waschung oder gebundene Anwendung ansetzen. Den übrigen Pflanzenstoff in Auszugsflüssigkeit ausziehen, durch Tuch trennen, mit Bindestoff binden und eine örtliche Portion als dosiertes Mittel verwenden.	FUNCTION_CLASS_PRIMARY__EXACT_RECIPE_NOUN_SECONDARY
91	HERBAL_RECIPE	f56r	H5	H5-S004	okchy	H5	C07	Führe es mit diesem laufenden Posten aus: Posten zur Weiterbearbeitung ansetzen.	Frisches Kraut mit Wasser als kurze Waschung oder gebundene Anwendung ansetzen. Den übrigen Pflanzenstoff in Auszugsflüssigkeit ausziehen, durch Tuch trennen, mit Bindestoff binden und eine örtliche Portion als dosiertes Mittel verwenden.	FUNCTION_CLASS_PRIMARY__EXACT_RECIPE_NOUN_SECONDARY
92	HERBAL_RECIPE	f56r	H5	H5-S004	chokcheo	H5	C05	Führe es aus dem Vorrat oder am Ansatz aus: Auszug zugeben.	Frisches Kraut mit Wasser als kurze Waschung oder gebundene Anwendung ansetzen. Den übrigen Pflanzenstoff in Auszugsflüssigkeit ausziehen, durch Tuch trennen, mit Bindestoff binden und eine örtliche Portion als dosiertes Mittel verwenden.	FUNCTION_CLASS_PRIMARY__EXACT_RECIPE_NOUN_SECONDARY
93	HERBAL_RECIPE	f56r	H5	H5-S004	kchal	H5	C04	Führe es an der bezeichneten Stelle aus: an der Zielstelle bearbeiten.	Frisches Kraut mit Wasser als kurze Waschung oder gebundene Anwendung ansetzen. Den übrigen Pflanzenstoff in Auszugsflüssigkeit ausziehen, durch Tuch trennen, mit Bindestoff binden und eine örtliche Portion als dosiertes Mittel verwenden.	FUNCTION_CLASS_PRIMARY__EXACT_RECIPE_NOUN_SECONDARY
94	HERBAL_RECIPE	f56r	H5	H5-S005	sho	H5	C01	Setze die gelernte Fachkarte: Zutat.	Frisches Kraut mit Wasser als kurze Waschung oder gebundene Anwendung ansetzen. Den übrigen Pflanzenstoff in Auszugsflüssigkeit ausziehen, durch Tuch trennen, mit Bindestoff binden und eine örtliche Portion als dosiertes Mittel verwenden.	FUNCTION_CLASS_PRIMARY__EXACT_RECIPE_NOUN_SECONDARY
95	HERBAL_RECIPE	f56r	H5	H5-S005	chokchy	H5	C07	Führe es mit diesem laufenden Posten aus: Posten zur Weiterbearbeitung ansetzen.	Frisches Kraut mit Wasser als kurze Waschung oder gebundene Anwendung ansetzen. Den übrigen Pflanzenstoff in Auszugsflüssigkeit ausziehen, durch Tuch trennen, mit Bindestoff binden und eine örtliche Portion als dosiertes Mittel verwenden.	FUNCTION_CLASS_PRIMARY__EXACT_RECIPE_NOUN_SECONDARY
96	HERBAL_RECIPE	f56r	H5	H5-S005	kchoar	H5	C09	Nenne Quelle, Lauf, Auszug oder Ansatz: Auszug daraus.	Frisches Kraut mit Wasser als kurze Waschung oder gebundene Anwendung ansetzen. Den übrigen Pflanzenstoff in Auszugsflüssigkeit ausziehen, durch Tuch trennen, mit Bindestoff binden und eine örtliche Portion als dosiertes Mittel verwenden.	FUNCTION_CLASS_PRIMARY__EXACT_RECIPE_NOUN_SECONDARY
97	HERBAL_RECIPE	f56r	H5	H5-S005	sotodan	H5	C02	Danach oder in demselben Gang: danach anwenden.	Frisches Kraut mit Wasser als kurze Waschung oder gebundene Anwendung ansetzen. Den übrigen Pflanzenstoff in Auszugsflüssigkeit ausziehen, durch Tuch trennen, mit Bindestoff binden und eine örtliche Portion als dosiertes Mittel verwenden.	FUNCTION_CLASS_PRIMARY__EXACT_RECIPE_NOUN_SECONDARY
98	HERBAL_RECIPE	f56r	H5	H5-S006	otchey	H5	C02	Danach oder in demselben Gang: nächster Teilposten.	Frisches Kraut mit Wasser als kurze Waschung oder gebundene Anwendung ansetzen. Den übrigen Pflanzenstoff in Auszugsflüssigkeit ausziehen, durch Tuch trennen, mit Bindestoff binden und eine örtliche Portion als dosiertes Mittel verwenden.	FUNCTION_CLASS_PRIMARY__EXACT_RECIPE_NOUN_SECONDARY
99	HERBAL_RECIPE	f56r	H5	H5-S006	keol	H5	C02	Danach oder in demselben Gang: kurz weiterbearbeiten.	Frisches Kraut mit Wasser als kurze Waschung oder gebundene Anwendung ansetzen. Den übrigen Pflanzenstoff in Auszugsflüssigkeit ausziehen, durch Tuch trennen, mit Bindestoff binden und eine örtliche Portion als dosiertes Mittel verwenden.	FUNCTION_CLASS_PRIMARY__EXACT_RECIPE_NOUN_SECONDARY
100	HERBAL_RECIPE	f56r	H5	H5-S006	daiin	H5	C10	Setze Maß, Portion oder Stufe: Sollmaß.	Frisches Kraut mit Wasser als kurze Waschung oder gebundene Anwendung ansetzen. Den übrigen Pflanzenstoff in Auszugsflüssigkeit ausziehen, durch Tuch trennen, mit Bindestoff binden und eine örtliche Portion als dosiertes Mittel verwenden.	FUNCTION_CLASS_PRIMARY__EXACT_RECIPE_NOUN_SECONDARY
101	BATH_AND_SERVICE	f81v	B1	B1-S001	qokedy	B1_SHARED_TWO_ROW_POOL	C03	Führe aus und beachte Dauer oder Endpunkt: kurz ansetzen; Schluss.	Im gemeinsamen zweireihigen Becken Badwasser mit Kräuterzusatz auf Badwärme bringen. Die Badenden für die Badezeit an der bezeichneten Körperstelle waschen oder im Teilbad halten; danach durch den Seihgang zum Ablauf führen.	UNCHANGED
102	BATH_AND_SERVICE	f81v	B1	B1-S002	okaiin	B1_SHARED_TWO_ROW_POOL	C06	Führe es in der angegebenen Portion oder Stufe aus: auf Sollmaß einstellen.	Im gemeinsamen zweireihigen Becken Badwasser mit Kräuterzusatz auf Badwärme bringen. Die Badenden für die Badezeit an der bezeichneten Körperstelle waschen oder im Teilbad halten; danach durch den Seihgang zum Ablauf führen.	UNCHANGED
103	BATH_AND_SERVICE	f81v	B1	B1-S002	kair	B1_SHARED_TWO_ROW_POOL	C09	Nenne Quelle, Lauf, Auszug oder Ansatz: Beckenwasser.	Im gemeinsamen zweireihigen Becken Badwasser mit Kräuterzusatz auf Badwärme bringen. Die Badenden für die Badezeit an der bezeichneten Körperstelle waschen oder im Teilbad halten; danach durch den Seihgang zum Ablauf führen.	UNCHANGED
104	BATH_AND_SERVICE	f81v	B1	B1-S002	okal	B1_SHARED_TWO_ROW_POOL	C04	Führe es an der bezeichneten Stelle aus: dort ansetzen.	Im gemeinsamen zweireihigen Becken Badwasser mit Kräuterzusatz auf Badwärme bringen. Die Badenden für die Badezeit an der bezeichneten Körperstelle waschen oder im Teilbad halten; danach durch den Seihgang zum Ablauf führen.	UNCHANGED
105	BATH_AND_SERVICE	f81v	B1	B1-S002	sar	B1_SHARED_TWO_ROW_POOL	C09	Nenne Quelle, Lauf, Auszug oder Ansatz: aus dem Ansatz.	Im gemeinsamen zweireihigen Becken Badwasser mit Kräuterzusatz auf Badwärme bringen. Die Badenden für die Badezeit an der bezeichneten Körperstelle waschen oder im Teilbad halten; danach durch den Seihgang zum Ablauf führen.	UNCHANGED
106	BATH_AND_SERVICE	f81v	B1	B1-S002	ol	B1_SHARED_TWO_ROW_POOL	C02	Danach oder in demselben Gang: fortsetzen.	Im gemeinsamen zweireihigen Becken Badwasser mit Kräuterzusatz auf Badwärme bringen. Die Badenden für die Badezeit an der bezeichneten Körperstelle waschen oder im Teilbad halten; danach durch den Seihgang zum Ablauf führen.	UNCHANGED
107	BATH_AND_SERVICE	f81v	B1	B1-S002	kain	B1_SHARED_TWO_ROW_POOL	C10	Setze Maß, Portion oder Stufe: eine Portion.	Im gemeinsamen zweireihigen Becken Badwasser mit Kräuterzusatz auf Badwärme bringen. Die Badenden für die Badezeit an der bezeichneten Körperstelle waschen oder im Teilbad halten; danach durch den Seihgang zum Ablauf führen.	UNCHANGED
108	BATH_AND_SERVICE	f81v	B1	B1-S002	olkain	B1_SHARED_TWO_ROW_POOL	C02	Danach oder in demselben Gang: weitere Portion.	Im gemeinsamen zweireihigen Becken Badwasser mit Kräuterzusatz auf Badwärme bringen. Die Badenden für die Badezeit an der bezeichneten Körperstelle waschen oder im Teilbad halten; danach durch den Seihgang zum Ablauf führen.	UNCHANGED
109	BATH_AND_SERVICE	f81v	B1	B1-S002	al	B1_SHARED_TWO_ROW_POOL	C11	Setze die bezeichnete Zielstelle: dorthin.	Im gemeinsamen zweireihigen Becken Badwasser mit Kräuterzusatz auf Badwärme bringen. Die Badenden für die Badezeit an der bezeichneten Körperstelle waschen oder im Teilbad halten; danach durch den Seihgang zum Ablauf führen.	UNCHANGED
110	BATH_AND_SERVICE	f81v	B1	B1-S002	ol	B1_SHARED_TWO_ROW_POOL	C02	Danach oder in demselben Gang: fortsetzen.	Im gemeinsamen zweireihigen Becken Badwasser mit Kräuterzusatz auf Badwärme bringen. Die Badenden für die Badezeit an der bezeichneten Körperstelle waschen oder im Teilbad halten; danach durch den Seihgang zum Ablauf führen.	UNCHANGED
111	BATH_AND_SERVICE	f81v	B1	B1-S002	rol	B1_SHARED_TWO_ROW_POOL	C02	Danach oder in demselben Gang: vom vorigen Gang weiterführen.	Im gemeinsamen zweireihigen Becken Badwasser mit Kräuterzusatz auf Badwärme bringen. Die Badenden für die Badezeit an der bezeichneten Körperstelle waschen oder im Teilbad halten; danach durch den Seihgang zum Ablauf führen.	UNCHANGED
112	BATH_AND_SERVICE	f81v	B1	B1-S002	dl	B1_SHARED_TWO_ROW_POOL	C01	Setze die gelernte Fachkarte: Zusatz.	Im gemeinsamen zweireihigen Becken Badwasser mit Kräuterzusatz auf Badwärme bringen. Die Badenden für die Badezeit an der bezeichneten Körperstelle waschen oder im Teilbad halten; danach durch den Seihgang zum Ablauf führen.	UNCHANGED
113	BATH_AND_SERVICE	f81v	B1	B1-S002	olor	B1_SHARED_TWO_ROW_POOL	C02	Danach oder in demselben Gang: Fortsetzungsansatz.	Im gemeinsamen zweireihigen Becken Badwasser mit Kräuterzusatz auf Badwärme bringen. Die Badenden für die Badezeit an der bezeichneten Körperstelle waschen oder im Teilbad halten; danach durch den Seihgang zum Ablauf führen.	UNCHANGED
114	BATH_AND_SERVICE	f81v	B1	B1-S002	ol	B1_SHARED_TWO_ROW_POOL	C02	Danach oder in demselben Gang: fortsetzen.	Im gemeinsamen zweireihigen Becken Badwasser mit Kräuterzusatz auf Badwärme bringen. Die Badenden für die Badezeit an der bezeichneten Körperstelle waschen oder im Teilbad halten; danach durch den Seihgang zum Ablauf führen.	UNCHANGED
115	BATH_AND_SERVICE	f81v	B1	B1-S002	sheckhal	B1_SHARED_TWO_ROW_POOL	C03	Führe aus und beachte Dauer oder Endpunkt: kurz zur Zielstelle durchleiten.	Im gemeinsamen zweireihigen Becken Badwasser mit Kräuterzusatz auf Badwärme bringen. Die Badenden für die Badezeit an der bezeichneten Körperstelle waschen oder im Teilbad halten; danach durch den Seihgang zum Ablauf führen.	UNCHANGED
116	BATH_AND_SERVICE	f81v	B1	B1-S002	daiin	B1_SHARED_TWO_ROW_POOL	C10	Setze Maß, Portion oder Stufe: Sollmaß.	Im gemeinsamen zweireihigen Becken Badwasser mit Kräuterzusatz auf Badwärme bringen. Die Badenden für die Badezeit an der bezeichneten Körperstelle waschen oder im Teilbad halten; danach durch den Seihgang zum Ablauf führen.	UNCHANGED
117	BATH_AND_SERVICE	f81v	B1	B1-S002	qokeedal	B1_SHARED_TWO_ROW_POOL	C03	Führe aus und beachte Dauer oder Endpunkt: dort länger halten.	Im gemeinsamen zweireihigen Becken Badwasser mit Kräuterzusatz auf Badwärme bringen. Die Badenden für die Badezeit an der bezeichneten Körperstelle waschen oder im Teilbad halten; danach durch den Seihgang zum Ablauf führen.	UNCHANGED
118	BATH_AND_SERVICE	f81v	B1	B1-S002	daiin	B1_SHARED_TWO_ROW_POOL	C10	Setze Maß, Portion oder Stufe: Sollmaß.	Im gemeinsamen zweireihigen Becken Badwasser mit Kräuterzusatz auf Badwärme bringen. Die Badenden für die Badezeit an der bezeichneten Körperstelle waschen oder im Teilbad halten; danach durch den Seihgang zum Ablauf führen.	UNCHANGED
119	BATH_AND_SERVICE	f81v	B1	B1-S002	chckhy	B1_SHARED_TWO_ROW_POOL	C07	Führe es mit diesem laufenden Posten aus: durchleiten.	Im gemeinsamen zweireihigen Becken Badwasser mit Kräuterzusatz auf Badwärme bringen. Die Badenden für die Badezeit an der bezeichneten Körperstelle waschen oder im Teilbad halten; danach durch den Seihgang zum Ablauf führen.	UNCHANGED
120	BATH_AND_SERVICE	f81v	B1	B1-S002	schedy	B1_SHARED_TWO_ROW_POOL	C08	Führe die Handlung aus; schließe nur bei Endkarte: Posten überführen; Schluss.	Im gemeinsamen zweireihigen Becken Badwasser mit Kräuterzusatz auf Badwärme bringen. Die Badenden für die Badezeit an der bezeichneten Körperstelle waschen oder im Teilbad halten; danach durch den Seihgang zum Ablauf führen.	UNCHANGED
121	BATH_AND_SERVICE	f81v	B1	B1-S003	qol	B1_SHARED_TWO_ROW_POOL	C02	Danach oder in demselben Gang: fortsetzen.	Im gemeinsamen zweireihigen Becken Badwasser mit Kräuterzusatz auf Badwärme bringen. Die Badenden für die Badezeit an der bezeichneten Körperstelle waschen oder im Teilbad halten; danach durch den Seihgang zum Ablauf führen.	UNCHANGED
122	BATH_AND_SERVICE	f81v	B1	B1-S003	sshkchdy	B1_SHARED_TWO_ROW_POOL	C08	Führe die Handlung aus; schließe nur bei Endkarte: im Arbeitsgang schwenken; Schluss.	Im gemeinsamen zweireihigen Becken Badwasser mit Kräuterzusatz auf Badwärme bringen. Die Badenden für die Badezeit an der bezeichneten Körperstelle waschen oder im Teilbad halten; danach durch den Seihgang zum Ablauf führen.	UNCHANGED
123	BATH_AND_SERVICE	f81v	B1	B1-S004	chedy	B1_SHARED_TWO_ROW_POOL	C07	Führe es mit diesem laufenden Posten aus: laufenden Posten umsetzen.	Im gemeinsamen zweireihigen Becken Badwasser mit Kräuterzusatz auf Badwärme bringen. Die Badenden für die Badezeit an der bezeichneten Körperstelle waschen oder im Teilbad halten; danach durch den Seihgang zum Ablauf führen.	UNCHANGED
124	BATH_AND_SERVICE	f81v	B1	B1-S004	ol	B1_SHARED_TWO_ROW_POOL	C02	Danach oder in demselben Gang: fortsetzen.	Im gemeinsamen zweireihigen Becken Badwasser mit Kräuterzusatz auf Badwärme bringen. Die Badenden für die Badezeit an der bezeichneten Körperstelle waschen oder im Teilbad halten; danach durch den Seihgang zum Ablauf führen.	UNCHANGED
