locus_reading_id	physical_page	source_page	register	locus	usage_class	visible_owner_de	groups	source_sequence	workshop_flow_de	sentence_boundary_claim
P910-L038	f55v	f55v	HERBAL	f55v.9	PROSE	abgebildeter Pflanzenartikel f55v	10	ykaky qokchy okal chey or or aiin okaiin ykain otaky	fuehre den im Muster bezeichneten Pflanzen-Arbeitsschritt H-W009 aus; setze die Zubereitung an; mit dem aktuellen Posten oder Bezug; setze die Zubereitung an; an der Arbeitsstelle; mit dem aktuellen Posten oder Bezug; mit dem Pflanzenansatz; mit dem Pflanzenansatz; nach vorgeschriebenem Mass; setze die Zubereitung an; nach vorgeschriebenem Mass; mit dem aktuellen Posten oder Bezug; gib den bezeichneten Teil hinzu; eine Portion oder Einheit; danach oder an der naechsten Stelle; an der lokalen Adresse; gib den bezeichneten Teil hinzu; mit dem aktuellen Posten oder Bezug	NONE__PHYSICAL_LOCUS_ONLY
P910-L039	f55v	f55v	HERBAL	f55v.10	PROSE	abgebildeter Pflanzenartikel f55v	12	oaiin ol s aiin okaiin oky ytaiin otar y kal ykar ol	fuehre den Verarbeitungsgang aus; nach vorgeschriebenem Mass; fahre fort; pruefe oder fahre fort; nach vorgeschriebenem Mass; setze die Zubereitung an; nach vorgeschriebenem Mass; setze die Zubereitung an; mit dem aktuellen Posten oder Bezug; mit dem aktuellen Posten oder Bezug; bearbeite den Teil; nach vorgeschriebenem Mass; danach oder an der naechsten Stelle; von der Entnahmeseite; mit dem aktuellen Posten oder Bezug; gib den bezeichneten Teil hinzu; an der Arbeitsstelle; mit dem aktuellen Posten oder Bezug; gib den bezeichneten Teil hinzu; von der Entnahmeseite; fahre fort	NONE__PHYSICAL_LOCUS_ONLY
P910-L040	f55v	f55v	HERBAL	f55v.11	PROSE	abgebildeter Pflanzenartikel f55v	10	ykaiin cheoar cheeky oldy aiin okal oltchy or y orain	mit dem aktuellen Posten oder Bezug; gib den bezeichneten Teil hinzu; nach vorgeschriebenem Mass; nimm den bezeichneten Pflanzenteil; im kurzen Grad; fuehre den Verarbeitungsgang aus; von der Entnahmeseite; behandle den Zustand des Ansatzes; im laengeren Grad; mit dem aktuellen Posten oder Bezug; fahre fort; schliesse die Teilfolge; nach vorgeschriebenem Mass; setze die Zubereitung an; an der Arbeitsstelle; fahre fort; bearbeite den Teil; mit dem aktuellen Posten oder Bezug; mit dem Pflanzenansatz; mit dem aktuellen Posten oder Bezug; mit dem Pflanzenansatz; eine Portion oder Einheit	NONE__PHYSICAL_LOCUS_ONLY
P910-L041	f55v	f55v	HERBAL	f55v.12	PROSE	abgebildeter Pflanzenartikel f55v	9	daiin ar cheky olkeechy sl ar aiin daiin otam	nach vorgeschriebenem Mass; von der Entnahmeseite; behandle den Zustand des Ansatzes; im kurzen Grad; mit dem aktuellen Posten oder Bezug; fahre fort; gib den bezeichneten Teil hinzu; im laengeren Grad; nimm den bezeichneten Pflanzenteil; mit dem aktuellen Posten oder Bezug; pruefe oder fahre fort; leite den Posten weiter; von der Entnahmeseite; nach vorgeschriebenem Mass; nach vorgeschriebenem Mass; danach oder an der naechsten Stelle; an der lokalen M-Adresse	NONE__PHYSICAL_LOCUS_ONLY
P910-L042	f56r	f56r	HERBAL	f56r.1	PROSE	abgebildeter Pflanzenartikel f56r	10	o chal chchs y oty esedy chy ychocphy chorchy chy	fuehre den Verarbeitungsgang aus; nimm den bezeichneten Pflanzenteil; an der Arbeitsstelle; nimm den bezeichneten Pflanzenteil; nimm den bezeichneten Pflanzenteil; pruefe oder fahre fort; mit dem aktuellen Posten oder Bezug; danach oder an der naechsten Stelle; mit dem aktuellen Posten oder Bezug; fuehre den im Muster bezeichneten Pflanzen-Arbeitsschritt H-W005 aus; mit dem aktuellen Posten oder Bezug; fuehre den im Muster bezeichneten Pflanzen-Arbeitsschritt H-W008 aus; nimm den bezeichneten Pflanzenteil; mit dem Pflanzenansatz; nimm den bezeichneten Pflanzenteil; mit dem aktuellen Posten oder Bezug; mit dem aktuellen Posten oder Bezug	NONE__PHYSICAL_LOCUS_ONLY
P910-L043	f56r	f56r	HERBAL	f56r.2	PROSE	abgebildeter Pflanzenartikel f56r	7	chokchey chol choly korchy chykey choty shokaiin	setze die Zubereitung an; nimm den bezeichneten Pflanzenteil; im kurzen Grad; mit dem aktuellen Posten oder Bezug; fahre fort; fahre fort; mit dem aktuellen Posten oder Bezug; gib den bezeichneten Teil hinzu; mit dem Pflanzenansatz; nimm den bezeichneten Pflanzenteil; mit dem aktuellen Posten oder Bezug; nimm den bezeichneten Pflanzenteil; mit dem aktuellen Posten oder Bezug; gib den bezeichneten Teil hinzu; im kurzen Grad; mit dem aktuellen Posten oder Bezug; nimm den bezeichneten Pflanzenteil; danach oder an der naechsten Stelle; mit dem aktuellen Posten oder Bezug; halte den Ansatz; setze die Zubereitung an; nach vorgeschriebenem Mass	NONE__PHYSICAL_LOCUS_ONLY
P910-L044	f56r	f56r	HERBAL	f56r.3	PROSE	abgebildeter Pflanzenartikel f56r	7	olchey chokchol chey keey qokeey chokeey choksy	fahre fort; mit dem aktuellen Posten oder Bezug; setze die Zubereitung an; fahre fort; mit dem aktuellen Posten oder Bezug; gib den bezeichneten Teil hinzu; im laengeren Grad; mit dem aktuellen Posten oder Bezug; setze die Zubereitung an; im laengeren Grad; mit dem aktuellen Posten oder Bezug; setze die Zubereitung an; im laengeren Grad; mit dem aktuellen Posten oder Bezug; setze die Zubereitung an; pruefe oder fahre fort; mit dem aktuellen Posten oder Bezug	NONE__PHYSICAL_LOCUS_ONLY
P910-L045	f56r	f56r	HERBAL	f56r.4	PROSE	abgebildeter Pflanzenartikel f56r	8	qot chor chor chokor chkor chy okar chdy	danach oder an der naechsten Stelle; nimm den bezeichneten Pflanzenteil; mit dem Pflanzenansatz; nimm den bezeichneten Pflanzenteil; mit dem Pflanzenansatz; setze die Zubereitung an; mit dem Pflanzenansatz; behandle den Zustand des Ansatzes; mit dem Pflanzenansatz; mit dem aktuellen Posten oder Bezug; setze die Zubereitung an; von der Entnahmeseite; setze das Material um; mit dem aktuellen Posten oder Bezug	NONE__PHYSICAL_LOCUS_ONLY
P910-L046	f56r	f56r	HERBAL	f56r.5	PROSE	abgebildeter Pflanzenartikel f56r	4	chochor cho chodaly daiin	verwende den bezeichneten Pflanzenteil; nimm den bezeichneten Pflanzenteil; mit dem Pflanzenansatz; verwende den bezeichneten Pflanzenteil; verwende den bezeichneten Pflanzenteil; an der Arbeitsstelle; mit dem aktuellen Posten oder Bezug; nach vorgeschriebenem Mass	NONE__PHYSICAL_LOCUS_ONLY
P910-L047	f56r	f56r	HERBAL	f56r.6	PROSE	abgebildeter Pflanzenartikel f56r	6	ykcho dy dchey keey daiin y	mit dem aktuellen Posten oder Bezug; gib den bezeichneten Teil hinzu; nimm den bezeichneten Pflanzenteil; fuehre den Verarbeitungsgang aus; mit dem aktuellen Posten oder Bezug; nimm den bezeichneten Pflanzenteil; im kurzen Grad; mit dem aktuellen Posten oder Bezug; gib den bezeichneten Teil hinzu; im laengeren Grad; mit dem aktuellen Posten oder Bezug; nach vorgeschriebenem Mass; mit dem aktuellen Posten oder Bezug	NONE__PHYSICAL_LOCUS_ONLY
P910-L048	f56r	f56r	HERBAL	f56r.7	PROSE	abgebildeter Pflanzenartikel f56r	5	sho kchol otchor choky dal	halte den Ansatz; fuehre den Verarbeitungsgang aus; gib den bezeichneten Teil hinzu; fahre fort; danach oder an der naechsten Stelle; nimm den bezeichneten Pflanzenteil; mit dem Pflanzenansatz; setze die Zubereitung an; mit dem aktuellen Posten oder Bezug; an der Arbeitsstelle	NONE__PHYSICAL_LOCUS_ONLY
P910-L049	f56r	f56r	HERBAL	f56r.8	PROSE	abgebildeter Pflanzenartikel f56r	4	schol choy choky cheeckhody	nimm den vorigen Posten wieder auf; verwende den bezeichneten Pflanzenteil; mit dem aktuellen Posten oder Bezug; setze die Zubereitung an; mit dem aktuellen Posten oder Bezug; nimm den bezeichneten Pflanzenteil; im laengeren Grad; fuehre durch den Seih- oder Durchlassweg; fuehre den Verarbeitungsgang aus; schliesse die Teilfolge	NONE__PHYSICAL_LOCUS_ONLY
P910-L050	f56r	f56r	HERBAL	f56r.9	PROSE	abgebildeter Pflanzenartikel f56r	5	tchoky kchol shol chotchey tchol	bearbeite den Teil; setze die Zubereitung an; mit dem aktuellen Posten oder Bezug; gib den bezeichneten Teil hinzu; fahre fort; halte den Ansatz; fahre fort; nimm den bezeichneten Pflanzenteil; danach oder an der naechsten Stelle; nimm den bezeichneten Pflanzenteil; im kurzen Grad; mit dem aktuellen Posten oder Bezug; bearbeite den Teil; fahre fort	NONE__PHYSICAL_LOCUS_ONLY
P910-L051	f56r	f56r	HERBAL	f56r.10	PROSE	abgebildeter Pflanzenartikel f56r	9	yt chor otchy chok y t chey r okaiin	mit dem aktuellen Posten oder Bezug; bearbeite den Teil; nimm den bezeichneten Pflanzenteil; mit dem Pflanzenansatz; danach oder an der naechsten Stelle; nimm den bezeichneten Pflanzenteil; mit dem aktuellen Posten oder Bezug; setze die Zubereitung an; mit dem aktuellen Posten oder Bezug; bearbeite den Teil; mit dem aktuellen Posten oder Bezug; setze den markierten Zustand; setze die Zubereitung an; nach vorgeschriebenem Mass	NONE__PHYSICAL_LOCUS_ONLY
P910-L052	f56r	f56r	HERBAL	f56r.11	PROSE	abgebildeter Pflanzenartikel f56r	6	shy kcheey daiin cthol chos chokor	mit dem aktuellen Posten oder Bezug; gib den bezeichneten Teil hinzu; nimm den bezeichneten Pflanzenteil; im laengeren Grad; mit dem aktuellen Posten oder Bezug; nach vorgeschriebenem Mass; pruefe den Zubereitungsstatus; fahre fort; nimm den bezeichneten Pflanzenteil; fuehre den Verarbeitungsgang aus; pruefe oder fahre fort; setze die Zubereitung an; mit dem Pflanzenansatz	NONE__PHYSICAL_LOCUS_ONLY
P910-L053	f56r	f56r	HERBAL	f56r.12	PROSE	abgebildeter Pflanzenartikel f56r	4	sh cho kchey qokokchy	halte den Ansatz; verwende den bezeichneten Pflanzenteil; gib den bezeichneten Teil hinzu; nimm den bezeichneten Pflanzenteil; im kurzen Grad; mit dem aktuellen Posten oder Bezug; setze die Zubereitung an; setze die Zubereitung an; nimm den bezeichneten Pflanzenteil; mit dem aktuellen Posten oder Bezug	NONE__PHYSICAL_LOCUS_ONLY
P910-L054	f56r	f56r	HERBAL	f56r.13	PROSE	abgebildeter Pflanzenartikel f56r	3	okchy chokcheo kchal	setze die Zubereitung an; mit dem aktuellen Posten oder Bezug; setze die Zubereitung an; verwende den Auszug; gib den bezeichneten Teil hinzu; nimm den bezeichneten Pflanzenteil; an der Arbeitsstelle	NONE__PHYSICAL_LOCUS_ONLY
P910-L055	f56r	f56r	HERBAL	f56r.14	PROSE	abgebildeter Pflanzenartikel f56r	4	s chol chotol qotchy	pruefe oder fahre fort; fahre fort; nimm den bezeichneten Pflanzenteil; danach oder an der naechsten Stelle; fahre fort; danach oder an der naechsten Stelle; mit dem aktuellen Posten oder Bezug	NONE__PHYSICAL_LOCUS_ONLY
P910-L056	f56r	f56r	HERBAL	f56r.15	PROSE	abgebildeter Pflanzenartikel f56r	4	tcho tchol chol cthy	bearbeite den Teil; nimm den bezeichneten Pflanzenteil; fuehre den Verarbeitungsgang aus; bearbeite den Teil; fahre fort; fahre fort; pruefe den Zubereitungsstatus; mit dem aktuellen Posten oder Bezug	NONE__PHYSICAL_LOCUS_ONLY
P910-L057	f56r	f56r	HERBAL	f56r.16	PROSE	abgebildeter Pflanzenartikel f56r	6	qotchy chody ctho r chey kcharg	danach oder an der naechsten Stelle; mit dem aktuellen Posten oder Bezug; nimm den bezeichneten Pflanzenteil; fuehre den Verarbeitungsgang aus; an der Teil- oder Unteradresse; mit dem aktuellen Posten oder Bezug; pruefe den Zubereitungsstatus; fuehre den Verarbeitungsgang aus; setze den markierten Zustand; mit dem aktuellen Posten oder Bezug; gib den bezeichneten Teil hinzu; nimm den bezeichneten Pflanzenteil; von der Entnahmeseite; verwende das lokale G-Kennzeichen	NONE__PHYSICAL_LOCUS_ONLY
P910-L058	f56r	f56r	HERBAL	f56r.17	PROSE	abgebildeter Pflanzenartikel f56r	6	chokeey qokcheey schey d aiin dy	setze die Zubereitung an; im laengeren Grad; mit dem aktuellen Posten oder Bezug; setze die Zubereitung an; nimm den bezeichneten Pflanzenteil; im laengeren Grad; mit dem aktuellen Posten oder Bezug; pruefe oder fahre fort; nimm den bezeichneten Pflanzenteil; im kurzen Grad; mit dem aktuellen Posten oder Bezug; an der Teil- oder Unteradresse; nach vorgeschriebenem Mass; mit dem aktuellen Posten oder Bezug	NONE__PHYSICAL_LOCUS_ONLY
P910-L059	f56r	f56r	HERBAL	f56r.18	PROSE	abgebildeter Pflanzenartikel f56r	4	sho chokchy kchoar sotodan	halte den Ansatz; fuehre den Verarbeitungsgang aus; setze die Zubereitung an; nimm den bezeichneten Pflanzenteil; mit dem aktuellen Posten oder Bezug; gib den bezeichneten Teil hinzu; nimm den bezeichneten Pflanzenteil; fuehre den Verarbeitungsgang aus; von der Entnahmeseite; pruefe oder fahre fort; danach oder an der naechsten Stelle; fuehre den Verarbeitungsgang aus; an der Teil- oder Unteradresse; mit einer weiteren Zugabe	NONE__PHYSICAL_LOCUS_ONLY
P910-L060	f56r	f56r	HERBAL	f56r.19	PROSE	abgebildeter Pflanzenartikel f56r	3	otchey keol daiin	danach oder an der naechsten Stelle; mit dem aktuellen Posten oder Bezug; gib den bezeichneten Teil hinzu; im kurzen Grad; fahre fort; nach vorgeschriebenem Mass	NONE__PHYSICAL_LOCUS_ONLY
P910-L061	f75r	f75r	BIOLOGICAL	f75r.1	PROSE	mehrstufige Becken-, Figuren- und Laufseite	7	kchedykary okeey qokar shyk chedy qotar shedy	setze den Posten ein; setze den Stationsposten um; mit dem aktuellen Posten oder Bezug; setze den Posten ein; von der Ausgangsstation; mit dem aktuellen Posten oder Bezug; aktiviere die Station; im laengeren Grad; mit dem aktuellen Posten oder Bezug; aktiviere die Station; von der Ausgangsstation; mit dem aktuellen Posten oder Bezug; setze den Posten ein; setze den Stationsposten um; mit dem aktuellen Posten oder Bezug; danach oder an der naechsten Stelle; von der Ausgangsstation; halte ihn an der Station; schliesse die Teilfolge	NONE__PHYSICAL_LOCUS_ONLY
P910-L062	f75r	f75r	BIOLOGICAL	f75r.2	PROSE	mehrstufige Becken-, Figuren- und Laufseite	8	dain shey ly ssheol qoldy chedykar chekeedy ror	eine Portion oder Einheit; halte den Stationsposten; im kurzen Grad; mit dem aktuellen Posten oder Bezug; verbinde mit der naechsten Station; mit dem aktuellen Posten oder Bezug; pruefe die Station; halte den Stationsposten; im kurzen Grad; fahre fort; fahre fort; schliesse die Teilfolge; setze den Stationsposten um; mit dem aktuellen Posten oder Bezug; setze den Posten ein; von der Ausgangsstation; behandle den Zustand des Postens; im laengeren Grad; schliesse die Teilfolge; setze den markierten Zustand; mit dem Arbeitsansatz	NONE__PHYSICAL_LOCUS_ONLY
P910-L063	f75r	f75r	BIOLOGICAL	f75r.3	PROSE	mehrstufige Becken-, Figuren- und Laufseite	9	qokain chal orchey qey kain sheeky ltain olkar or	aktiviere die Station; eine Portion oder Einheit; nimm den Stationsposten ab; an der Becken- oder Anschlussstelle; mit dem Arbeitsansatz; mit dem aktuellen Posten oder Bezug; im kurzen Grad; mit dem aktuellen Posten oder Bezug; setze den Posten ein; eine Portion oder Einheit; halte den Stationsposten; im laengeren Grad; setze den Posten ein; mit dem aktuellen Posten oder Bezug; verbinde mit der naechsten Station; bediene den Abschnitt; eine Portion oder Einheit; sammle an der Auffangstelle; von der Ausgangsstation; mit dem Arbeitsansatz	NONE__PHYSICAL_LOCUS_ONLY
P910-L064	f75r	f75r	BIOLOGICAL	f75r.4	PROSE	mehrstufige Becken-, Figuren- und Laufseite	10	dackhy lkamo ykeey lshey kal dy shey ok shey qokeedy	auf der markierten zweiten Stufe; fuehre durch die Beckenverbindung; mit dem aktuellen Posten oder Bezug; verbinde mit der naechsten Station; setze den Posten ein; an der lokalen M-Adresse; fuehre den Stationsgang aus; mit dem aktuellen Posten oder Bezug; setze den Posten ein; im laengeren Grad; mit dem aktuellen Posten oder Bezug; verbinde mit der naechsten Station; halte den Stationsposten; im kurzen Grad; mit dem aktuellen Posten oder Bezug; setze den Posten ein; an der Becken- oder Anschlussstelle; mit dem aktuellen Posten oder Bezug; halte den Stationsposten; im kurzen Grad; mit dem aktuellen Posten oder Bezug; aktiviere die Station; halte den Stationsposten; im kurzen Grad; mit dem aktuellen Posten oder Bezug; aktiviere die Station; im laengeren Grad; schliesse die Teilfolge	NONE__PHYSICAL_LOCUS_ONLY
P910-L065	f75r	f75r	BIOLOGICAL	f75r.5	PROSE	mehrstufige Becken-, Figuren- und Laufseite	10	shey kar chey ckhey r ain ol olsheedy qokeey qoky	halte den Stationsposten; im kurzen Grad; mit dem aktuellen Posten oder Bezug; setze den Posten ein; von der Ausgangsstation; mit dem aktuellen Posten oder Bezug; fuehre durch die Beckenverbindung; im kurzen Grad; mit dem aktuellen Posten oder Bezug; setze den markierten Zustand; eine Portion oder Einheit; fahre fort; fahre fort; halte den Stationsposten; im laengeren Grad; schliesse die Teilfolge; aktiviere die Station; im laengeren Grad; mit dem aktuellen Posten oder Bezug; aktiviere die Station; mit dem aktuellen Posten oder Bezug	NONE__PHYSICAL_LOCUS_ONLY
P910-L066	f75r	f75r	BIOLOGICAL	f75r.6	PROSE	mehrstufige Becken-, Figuren- und Laufseite	8	pcheykeeor olky dar okey qokain chcthy qokeedy qoky	beginne oder besetze die Station; mit dem aktuellen Posten oder Bezug; setze den Posten ein; im laengeren Grad; mit dem Arbeitsansatz; sammle an der Auffangstelle; mit dem aktuellen Posten oder Bezug; an der Teil- oder Unteradresse; von der Ausgangsstation; aktiviere die Station; im kurzen Grad; mit dem aktuellen Posten oder Bezug; aktiviere die Station; eine Portion oder Einheit; nimm den Stationsposten ab; pruefe den Stationsstatus; mit dem aktuellen Posten oder Bezug; aktiviere die Station; im laengeren Grad; schliesse die Teilfolge; aktiviere die Station; mit dem aktuellen Posten oder Bezug	NONE__PHYSICAL_LOCUS_ONLY
P910-L067	f75r	f75r	BIOLOGICAL	f75r.7	PROSE	mehrstufige Becken-, Figuren- und Laufseite	9	pchedy qokshdy ytain chedy qokar chy lol chedy qoky	beginne oder besetze die Station; setze den Stationsposten um; schliesse die Teilfolge; aktiviere die Station; halte den Stationsposten; schliesse die Teilfolge; mit dem aktuellen Posten oder Bezug; bediene den Abschnitt; eine Portion oder Einheit; setze den Stationsposten um; mit dem aktuellen Posten oder Bezug; aktiviere die Station; von der Ausgangsstation; mit dem aktuellen Posten oder Bezug; verbinde mit der naechsten Station; fahre fort; setze den Stationsposten um; mit dem aktuellen Posten oder Bezug; aktiviere die Station; mit dem aktuellen Posten oder Bezug	NONE__PHYSICAL_LOCUS_ONLY
P910-L068	f75r	f75r	BIOLOGICAL	f75r.8	PROSE	mehrstufige Becken-, Figuren- und Laufseite	8	sor chey qokardy dsheckhy qokain chckhy lshedy okeedy	pruefe die Station; mit dem Arbeitsansatz; mit dem aktuellen Posten oder Bezug; aktiviere die Station; von der Ausgangsstation; schliesse die Teilfolge; an der Teil- oder Unteradresse; halte den Stationsposten; im kurzen Grad; fuehre durch die Beckenverbindung; mit dem aktuellen Posten oder Bezug; aktiviere die Station; eine Portion oder Einheit; fuehre durch die Beckenverbindung; mit dem aktuellen Posten oder Bezug; spuele die Station; im kurzen Grad; schliesse die Teilfolge; aktiviere die Station; im laengeren Grad; schliesse die Teilfolge	NONE__PHYSICAL_LOCUS_ONLY
P910-L069	f75r	f75r	BIOLOGICAL	f75r.9	PROSE	mehrstufige Becken-, Figuren- und Laufseite	9	qokchdy chcthy lo qokedy qokan checkhy qokar olchedy sal	aktiviere die Station; setze den Stationsposten um; schliesse die Teilfolge; nimm den Stationsposten ab; pruefe den Stationsstatus; mit dem aktuellen Posten oder Bezug; verbinde mit der naechsten Station; fuehre den Stationsgang aus; aktiviere die Station; im kurzen Grad; schliesse die Teilfolge; aktiviere die Station; mit einer weiteren Zugabe; nimm den Stationsposten ab; im kurzen Grad; fuehre durch die Beckenverbindung; mit dem aktuellen Posten oder Bezug; aktiviere die Station; von der Ausgangsstation; fahre fort; setze den Stationsposten um; schliesse die Teilfolge; pruefe die Station; an der Becken- oder Anschlussstelle	NONE__PHYSICAL_LOCUS_ONLY
P910-L070	f75r	f75r	BIOLOGICAL	f75r.10	PROSE	mehrstufige Becken-, Figuren- und Laufseite	10	dshor qotar chdy shey qokain chckhy dy otey tedy lchedy	an der Teil- oder Unteradresse; halte den Stationsposten; mit dem Arbeitsansatz; danach oder an der naechsten Stelle; von der Ausgangsstation; setze den Stationsposten um; mit dem aktuellen Posten oder Bezug; halte den Stationsposten; im kurzen Grad; mit dem aktuellen Posten oder Bezug; aktiviere die Station; eine Portion oder Einheit; fuehre durch die Beckenverbindung; mit dem aktuellen Posten oder Bezug; mit dem aktuellen Posten oder Bezug; danach oder an der naechsten Stelle; im kurzen Grad; mit dem aktuellen Posten oder Bezug; bediene den Abschnitt; im kurzen Grad; schliesse die Teilfolge; verbinde mit der naechsten Station; setze den Stationsposten um; schliesse die Teilfolge	NONE__PHYSICAL_LOCUS_ONLY
