dictionary_entry_id	surface	register	usage_class	component_recipe	meaning_mode	portable_value_de	register_default_de	local_code	events	physical_pages	default_reading_de
P910-D0079	chekar	BIOLOGICAL	PROSE	CHK+AR	LEARNED_COMPONENT_RECIPE	ZUSTANDSBEHANDLUNG · AUSGANGS- ODER ENTNAHMESTELLE	lokal temperieren · Ausgangsstation		1	f75r	behandle den Zustand des Postens; von der Ausgangsstation
P910-D0080	chekeedy	BIOLOGICAL	PROSE	CHK+EE+DY	LEARNED_COMPONENT_RECIPE	ZUSTANDSBEHANDLUNG · LAENGERER GRAD · LIZENZIERTER ABSCHLUSS	lokal temperieren · laenger halten · Stationsschritt schliessen		1	f75r	behandle den Zustand des Postens; im laengeren Grad; schliesse die Teilfolge
P910-D0081	cheky	BIOLOGICAL	PROSE	CHK+E+Y	LEARNED_COMPONENT_RECIPE	ZUSTANDSBEHANDLUNG · KURZER GRAD · AKTUELLER POSTEN ODER BEZUG	lokal temperieren · kurz halten · aktueller Stationsposten		4	f75r|f81v|f83r	behandle den Zustand des Postens; im kurzen Grad; mit dem aktuellen Posten oder Bezug
P910-D0082	cheoky	BIOLOGICAL	PROSE	CHEO+K+Y	NEW_COMPONENT_COMPOSITION	REGISTERABHAENGIGER EINTRAG · ZUORDNEN ODER ZUGEBEN · AKTUELLER POSTEN ODER BEZUG	Arbeitsinhalt · Posten einsetzen · aktueller Stationsposten		1	f82r	verwende den lokalen Arbeitsinhalt; setze den Posten ein; mit dem aktuellen Posten oder Bezug
P910-D0083	cheol	BIOLOGICAL	PROSE	CHEO+L	NEW_COMPONENT_COMPOSITION	REGISTERABHAENGIGER EINTRAG · LEITEN ODER VERBINDEN	Arbeitsinhalt · Becken verbinden		7	f81v|f82r|f83r	verwende den lokalen Arbeitsinhalt; verbinde mit der naechsten Station
P910-D0084	cheor	BIOLOGICAL	PROSE	CHEO+R	LEARNED_COMPONENT_RECIPE	REGISTERABHAENGIGER EINTRAG · MARKIERTER ZUSTAND	Arbeitsinhalt · lokaler Zustand		2	f82r	verwende den lokalen Arbeitsinhalt; setze den markierten Zustand
P910-D0085	chepol	BIOLOGICAL	PROSE	CH+E+P+OL	NEW_COMPONENT_COMPOSITION	AUSWAEHLEN ODER ABNEHMEN · KURZER GRAD · BEGINNEN ODER EINSETZEN · FORTSETZEN	Posten abnehmen · kurz halten · Zeile oder Station beginnen · Lauf fortsetzen		1	f83r	nimm den Stationsposten ab; im kurzen Grad; beginne oder besetze die Station; fahre fort
P910-D0086	ches	BIOLOGICAL	PROSE	CH+E+S	LEARNED_COMPONENT_RECIPE	AUSWAEHLEN ODER ABNEHMEN · KURZER GRAD · KONTEXTMARKER	Posten abnehmen · kurz halten · Probe		1	f82r	nimm den Stationsposten ab; im kurzen Grad; pruefe die Station
P910-D0087	chetedy	BIOLOGICAL	PROSE	CH+E+T+E+D_ADDR+Y	NEW_COMPONENT_COMPOSITION	AUSWAEHLEN ODER ABNEHMEN · KURZER GRAD · BEARBEITEN ODER MARKIEREN · KURZER GRAD · TEIL- ODER UNTERADRESSE · AKTUELLER POSTEN ODER BEZUG	Posten abnehmen · kurz halten · Anlage bedienen · kurz halten · Teilstation · aktueller Stationsposten		1	f81v	nimm den Stationsposten ab; im kurzen Grad; bediene den Abschnitt; im kurzen Grad; an der Teil- oder Unteradresse; mit dem aktuellen Posten oder Bezug
P910-D0088	chety	BIOLOGICAL	PROSE	T+Y	LEARNED_COMPONENT_RECIPE	BEARBEITEN ODER MARKIEREN · AKTUELLER POSTEN ODER BEZUG	Anlage bedienen · aktueller Stationsposten		1	f83r	bediene den Abschnitt; mit dem aktuellen Posten oder Bezug
P910-D0089	chey	BIOLOGICAL	PROSE	Y	LEARNED_COMPONENT_RECIPE	AKTUELLER POSTEN ODER BEZUG	aktueller Stationsposten		19	f75r|f81v|f82r|f83r	mit dem aktuellen Posten oder Bezug
P910-D0090	chkain	BIOLOGICAL	PROSE	CHK+AIN	NEW_COMPONENT_COMPOSITION	ZUSTANDSBEHANDLUNG · PORTION ODER EINHEIT	lokal temperieren · Teilmenge		1	f83r	behandle den Zustand des Postens; eine Portion oder Einheit
P910-D0091	chkal	BIOLOGICAL	PROSE	CHK+AL	LEARNED_COMPONENT_RECIPE	ZUSTANDSBEHANDLUNG · AUFNAHME- ODER ANSCHLUSSSTELLE	lokal temperieren · Becken- oder Anschlussstelle		1	f75r	behandle den Zustand des Postens; an der Becken- oder Anschlussstelle
P910-D0092	chkar	BIOLOGICAL	PROSE	CHK+AR	LEARNED_COMPONENT_RECIPE	ZUSTANDSBEHANDLUNG · AUSGANGS- ODER ENTNAHMESTELLE	lokal temperieren · Ausgangsstation		1	f75r	behandle den Zustand des Postens; von der Ausgangsstation
P910-D0093	chkedy	BIOLOGICAL	PROSE	CHK+E+D_ADDR+Y	NEW_COMPONENT_COMPOSITION	ZUSTANDSBEHANDLUNG · KURZER GRAD · TEIL- ODER UNTERADRESSE · AKTUELLER POSTEN ODER BEZUG	lokal temperieren · kurz halten · Teilstation · aktueller Stationsposten		2	f82r|f83r	behandle den Zustand des Postens; im kurzen Grad; an der Teil- oder Unteradresse; mit dem aktuellen Posten oder Bezug
P910-D0094	chkeedy	BIOLOGICAL	PROSE	CHK+EE+DY	LEARNED_COMPONENT_RECIPE	ZUSTANDSBEHANDLUNG · LAENGERER GRAD · LIZENZIERTER ABSCHLUSS	lokal temperieren · laenger halten · Stationsschritt schliessen		1	f83r	behandle den Zustand des Postens; im laengeren Grad; schliesse die Teilfolge
P910-D0095	chkeey	BIOLOGICAL	PROSE	CHK+EE+Y	LEARNED_COMPONENT_RECIPE	ZUSTANDSBEHANDLUNG · LAENGERER GRAD · AKTUELLER POSTEN ODER BEZUG	lokal temperieren · laenger halten · aktueller Stationsposten		1	f82r	behandle den Zustand des Postens; im laengeren Grad; mit dem aktuellen Posten oder Bezug
P910-D0096	chky	BIOLOGICAL	PROSE	CHK+Y	NEW_COMPONENT_COMPOSITION	ZUSTANDSBEHANDLUNG · AKTUELLER POSTEN ODER BEZUG	lokal temperieren · aktueller Stationsposten		1	f83r	behandle den Zustand des Postens; mit dem aktuellen Posten oder Bezug
P910-D0097	chldaiin	BIOLOGICAL	PROSE	L+AIIN	LEARNED_COMPONENT_RECIPE	LEITEN ODER VERBINDEN · VORGESCHRIEBENES MASS	Becken verbinden · Mass der Anwendung		1	f83r	verbinde mit der naechsten Station; nach vorgeschriebenem Mass
P910-D0098	chopchedy	BIOLOGICAL	PROSE	CH+O+P+CHD+Y	NEW_COMPONENT_COMPOSITION	AUSWAEHLEN ODER ABNEHMEN · AKTIVER REGISTERGANG · BEGINNEN ODER EINSETZEN · POSTENWECHSEL ODER UMSETZEN · AKTUELLER POSTEN ODER BEZUG	Posten abnehmen · Stationsgang · Zeile oder Station beginnen · Stationsposten wechseln · aktueller Stationsposten		1	f82r	nimm den Stationsposten ab; fuehre den Stationsgang aus; beginne oder besetze die Station; setze den Stationsposten um; mit dem aktuellen Posten oder Bezug
P910-D0099	chsdy	BIOLOGICAL	PROSE	CH+S+DY	LEARNED_COMPONENT_RECIPE	AUSWAEHLEN ODER ABNEHMEN · KONTEXTMARKER · LIZENZIERTER ABSCHLUSS	Posten abnehmen · Probe · Stationsschritt schliessen		1	f75r	nimm den Stationsposten ab; pruefe die Station; schliesse die Teilfolge
P910-D0100	chy	BIOLOGICAL	PROSE	Y	LEARNED_COMPONENT_RECIPE	AKTUELLER POSTEN ODER BEZUG	aktueller Stationsposten		4	f75r|f81v	mit dem aktuellen Posten oder Bezug
P910-D0101	ckhey	BIOLOGICAL	PROSE	CKH+E+Y	LEARNED_COMPONENT_RECIPE	DURCHLASS ODER VERBINDUNGSWEG · KURZER GRAD · AKTUELLER POSTEN ODER BEZUG	Beckenverbindung · kurz halten · aktueller Stationsposten		1	f75r	fuehre durch die Beckenverbindung; im kurzen Grad; mit dem aktuellen Posten oder Bezug
P910-D0102	ckhy	BIOLOGICAL	PROSE	CKH+Y	NEW_COMPONENT_COMPOSITION	DURCHLASS ODER VERBINDUNGSWEG · AKTUELLER POSTEN ODER BEZUG	Beckenverbindung · aktueller Stationsposten		1	f81v	fuehre durch die Beckenverbindung; mit dem aktuellen Posten oder Bezug
P910-D0103	cphal	BIOLOGICAL	PROSE	WHOLE[cphal]	LOCAL_WORKSHOP_CARD	GELERNTE LOKALE GANZKARTE	fuehre den im Muster bezeichneten Stationsschritt B-W002 aus	B-W002	1	f82r	fuehre den im Muster bezeichneten Stationsschritt B-W002 aus
P910-D0104	cphedy	BIOLOGICAL	PROSE	WHOLE[cphedy]	LOCAL_WORKSHOP_CARD	GELERNTE LOKALE GANZKARTE	fuehre den im Muster bezeichneten Stationsschritt B-W003 aus	B-W003	1	f81v	fuehre den im Muster bezeichneten Stationsschritt B-W003 aus
P910-D0105	cthal	BIOLOGICAL	PROSE	CTH+AL	NEW_COMPONENT_COMPOSITION	BEREIT- ODER STATUSMARKER · AUFNAHME- ODER ANSCHLUSSSTELLE	Stationsstatus · Becken- oder Anschlussstelle		2	f83r	pruefe den Stationsstatus; an der Becken- oder Anschlussstelle
P910-D0106	cthol	BIOLOGICAL	PROSE	CTH+OL	NEW_COMPONENT_COMPOSITION	BEREIT- ODER STATUSMARKER · FORTSETZEN	Stationsstatus · Lauf fortsetzen		1	f82r	pruefe den Stationsstatus; fahre fort
P910-D0107	d	BIOLOGICAL	PROSE	D_ADDR	LEARNED_COMPONENT_RECIPE	TEIL- ODER UNTERADRESSE	Teilstation		1	f82r	an der Teil- oder Unteradresse
P910-D0108	dackhy	BIOLOGICAL	PROSE	DA+CKH+Y	LEARNED_COMPONENT_RECIPE	MARKIERTE ODER ZWEITE STUFE · DURCHLASS ODER VERBINDUNGSWEG · AKTUELLER POSTEN ODER BEZUG	zweite Station · Beckenverbindung · aktueller Stationsposten		1	f75r	auf der markierten zweiten Stufe; fuehre durch die Beckenverbindung; mit dem aktuellen Posten oder Bezug
P910-D0109	daiidy	BIOLOGICAL	PROSE	WHOLE[daiidy]	LOCAL_WORKSHOP_CARD	GELERNTE LOKALE GANZKARTE	fuehre den im Muster bezeichneten Stationsschritt B-W004 aus	B-W004	1	f81v	fuehre den im Muster bezeichneten Stationsschritt B-W004 aus
P910-D0110	daiiin	BIOLOGICAL	PROSE	DA+IIN	LEARNED_COMPONENT_RECIPE	MARKIERTE ODER ZWEITE STUFE · STUFE ODER INDEX	zweite Station · Stationsstufe		1	f83r	auf der markierten zweiten Stufe; auf der angegebenen Stufe oder am Index
P910-D0111	daiin	BIOLOGICAL	PROSE	AIIN	LEARNED_COMPONENT_RECIPE	VORGESCHRIEBENES MASS	Mass der Anwendung		19	f81v|f82r|f83r	nach vorgeschriebenem Mass
P910-D0112	dain	BIOLOGICAL	PROSE	AIN	LEARNED_COMPONENT_RECIPE	PORTION ODER EINHEIT	Teilmenge		13	f75r|f81v|f83r	eine Portion oder Einheit
P910-D0113	dairam	BIOLOGICAL	PROSE	D_ADDR+AIR+A_ADDR+AM_ADDR	NEW_COMPONENT_COMPOSITION	TEIL- ODER UNTERADRESSE · LAUF ODER BAHN · LOKALE ADRESSE · LOKALE M-ADRESSE	Teilstation · Wasser- oder Rohrlauf · lokale Station · lokale Gegenstelle		1	f81v	an der Teil- oder Unteradresse; ueber den Wasser- oder Rohrlauf; an der lokalen Adresse; an der lokalen M-Adresse
P910-D0114	dairchey	BIOLOGICAL	PROSE	D_ADDR+AIR+CH+E+Y	NEW_COMPONENT_COMPOSITION	TEIL- ODER UNTERADRESSE · LAUF ODER BAHN · AUSWAEHLEN ODER ABNEHMEN · KURZER GRAD · AKTUELLER POSTEN ODER BEZUG	Teilstation · Wasser- oder Rohrlauf · Posten abnehmen · kurz halten · aktueller Stationsposten		1	f82r	an der Teil- oder Unteradresse; ueber den Wasser- oder Rohrlauf; nimm den Stationsposten ab; im kurzen Grad; mit dem aktuellen Posten oder Bezug
P910-D0115	dairydy	BIOLOGICAL	PROSE	AIR+Y+DY	LEARNED_COMPONENT_RECIPE	LAUF ODER BAHN · AKTUELLER POSTEN ODER BEZUG · LIZENZIERTER ABSCHLUSS	Wasser- oder Rohrlauf · aktueller Stationsposten · Stationsschritt schliessen		1	f83r	ueber den Wasser- oder Rohrlauf; mit dem aktuellen Posten oder Bezug; schliesse die Teilfolge
P910-D0116	dal	BIOLOGICAL	PROSE	AL	LEARNED_COMPONENT_RECIPE	AUFNAHME- ODER ANSCHLUSSSTELLE	Becken- oder Anschlussstelle		13	f75r|f81v|f82r|f83r	an der Becken- oder Anschlussstelle
P910-D0117	dalal	BIOLOGICAL	PROSE	AL+AL	LEARNED_COMPONENT_RECIPE	AUFNAHME- ODER ANSCHLUSSSTELLE · AUFNAHME- ODER ANSCHLUSSSTELLE	Becken- oder Anschlussstelle · Becken- oder Anschlussstelle		1	f81v	an der Becken- oder Anschlussstelle; an der Becken- oder Anschlussstelle
P910-D0118	dalchdy	BIOLOGICAL	PROSE	AL+CHD+DY	LEARNED_COMPONENT_RECIPE	AUFNAHME- ODER ANSCHLUSSSTELLE · POSTENWECHSEL ODER UMSETZEN · LIZENZIERTER ABSCHLUSS	Becken- oder Anschlussstelle · Stationsposten wechseln · Stationsschritt schliessen		1	f83r	an der Becken- oder Anschlussstelle; setze den Stationsposten um; schliesse die Teilfolge
P910-D0119	daldy	BIOLOGICAL	PROSE	AL+DY	LEARNED_COMPONENT_RECIPE	AUFNAHME- ODER ANSCHLUSSSTELLE · LIZENZIERTER ABSCHLUSS	Becken- oder Anschlussstelle · Stationsschritt schliessen		3	f75r|f81v|f82r	an der Becken- oder Anschlussstelle; schliesse die Teilfolge
P910-D0120	dam	BIOLOGICAL	PROSE	DA+AM_ADDR	NEW_COMPONENT_COMPOSITION	MARKIERTE ODER ZWEITE STUFE · LOKALE M-ADRESSE	zweite Station · lokale Gegenstelle		1	f82r	auf der markierten zweiten Stufe; an der lokalen M-Adresse
P910-D0121	dar	BIOLOGICAL	PROSE	D_ADDR+AR	LEARNED_COMPONENT_RECIPE	TEIL- ODER UNTERADRESSE · AUSGANGS- ODER ENTNAHMESTELLE	Teilstation · Ausgangsstation		14	f75r|f81v|f82r|f83r	an der Teil- oder Unteradresse; von der Ausgangsstation
P910-D0122	dardardy	BIOLOGICAL	PROSE	D_ADDR+AR+D_ADDR+AR+DY	LEARNED_COMPONENT_RECIPE	TEIL- ODER UNTERADRESSE · AUSGANGS- ODER ENTNAHMESTELLE · TEIL- ODER UNTERADRESSE · AUSGANGS- ODER ENTNAHMESTELLE · LIZENZIERTER ABSCHLUSS	Teilstation · Ausgangsstation · Teilstation · Ausgangsstation · Stationsschritt schliessen		1	f75r	an der Teil- oder Unteradresse; von der Ausgangsstation; an der Teil- oder Unteradresse; von der Ausgangsstation; schliesse die Teilfolge
P910-D0123	darom	BIOLOGICAL	PROSE	D_ADDR+AR+O+AM_ADDR	LEARNED_COMPONENT_RECIPE	TEIL- ODER UNTERADRESSE · AUSGANGS- ODER ENTNAHMESTELLE · AKTIVER REGISTERGANG · LOKALE M-ADRESSE	Teilstation · Ausgangsstation · Stationsgang · lokale Gegenstelle		1	f75r	an der Teil- oder Unteradresse; von der Ausgangsstation; fuehre den Stationsgang aus; an der lokalen M-Adresse
P910-D0124	dchdy	BIOLOGICAL	PROSE	CHD+DY	LEARNED_COMPONENT_RECIPE	POSTENWECHSEL ODER UMSETZEN · LIZENZIERTER ABSCHLUSS	Stationsposten wechseln · Stationsschritt schliessen		1	f81v	setze den Stationsposten um; schliesse die Teilfolge
P910-D0125	dchedy	BIOLOGICAL	PROSE	D_ADDR+CHD+Y	LEARNED_COMPONENT_RECIPE	TEIL- ODER UNTERADRESSE · POSTENWECHSEL ODER UMSETZEN · AKTUELLER POSTEN ODER BEZUG	Teilstation · Stationsposten wechseln · aktueller Stationsposten		3	f75r|f81v|f82r	an der Teil- oder Unteradresse; setze den Stationsposten um; mit dem aktuellen Posten oder Bezug
P910-D0126	dcheokedy	BIOLOGICAL	PROSE	D_ADDR+CHEO+K+E+D_ADDR+Y	NEW_COMPONENT_COMPOSITION	TEIL- ODER UNTERADRESSE · REGISTERABHAENGIGER EINTRAG · ZUORDNEN ODER ZUGEBEN · KURZER GRAD · TEIL- ODER UNTERADRESSE · AKTUELLER POSTEN ODER BEZUG	Teilstation · Arbeitsinhalt · Posten einsetzen · kurz halten · Teilstation · aktueller Stationsposten		1	f83r	an der Teil- oder Unteradresse; verwende den lokalen Arbeitsinhalt; setze den Posten ein; im kurzen Grad; an der Teil- oder Unteradresse; mit dem aktuellen Posten oder Bezug
P910-D0127	dchsed	BIOLOGICAL	PROSE	D_ADDR+CH+S+E+D_ADDR	NEW_COMPONENT_COMPOSITION	TEIL- ODER UNTERADRESSE · AUSWAEHLEN ODER ABNEHMEN · KONTEXTMARKER · KURZER GRAD · TEIL- ODER UNTERADRESSE	Teilstation · Posten abnehmen · Probe · kurz halten · Teilstation		1	f81v	an der Teil- oder Unteradresse; nimm den Stationsposten ab; pruefe die Station; im kurzen Grad; an der Teil- oder Unteradresse
P910-D0128	dedy	BIOLOGICAL	PROSE	WHOLE[dedy]	LOCAL_WORKSHOP_CARD	GELERNTE LOKALE GANZKARTE	fuehre den im Muster bezeichneten Stationsschritt B-W005 aus	B-W005	1	f81v	fuehre den im Muster bezeichneten Stationsschritt B-W005 aus
P910-D0129	deeedy	BIOLOGICAL	PROSE	D_ADDR+EEE+D_ADDR+Y	NEW_COMPONENT_COMPOSITION	TEIL- ODER UNTERADRESSE · VOLLER GRAD · TEIL- ODER UNTERADRESSE · AKTUELLER POSTEN ODER BEZUG	Teilstation · vollstaendig halten · Teilstation · aktueller Stationsposten		1	f82r	an der Teil- oder Unteradresse; im vollen Grad; an der Teil- oder Unteradresse; mit dem aktuellen Posten oder Bezug
P910-D0130	deey	BIOLOGICAL	PROSE	D_ADDR+EE+Y	NEW_COMPONENT_COMPOSITION	TEIL- ODER UNTERADRESSE · LAENGERER GRAD · AKTUELLER POSTEN ODER BEZUG	Teilstation · laenger halten · aktueller Stationsposten		1	f83r	an der Teil- oder Unteradresse; im laengeren Grad; mit dem aktuellen Posten oder Bezug
P910-D0131	dkain	BIOLOGICAL	PROSE	D_ADDR+K+AIN	NEW_COMPONENT_COMPOSITION	TEIL- ODER UNTERADRESSE · ZUORDNEN ODER ZUGEBEN · PORTION ODER EINHEIT	Teilstation · Posten einsetzen · Teilmenge		1	f81v	an der Teil- oder Unteradresse; setze den Posten ein; eine Portion oder Einheit
P910-D0132	dl	BIOLOGICAL	PROSE	L	LEARNED_COMPONENT_RECIPE	LEITEN ODER VERBINDEN	Becken verbinden		2	f81v	verbinde mit der naechsten Station
P910-D0133	dol	BIOLOGICAL	PROSE	D_ADDR+OL	LEARNED_COMPONENT_RECIPE	TEIL- ODER UNTERADRESSE · FORTSETZEN	Teilstation · Lauf fortsetzen		2	f81v|f82r	an der Teil- oder Unteradresse; fahre fort
P910-D0134	dolshed	BIOLOGICAL	PROSE	D_ADDR+OL+SHED	NEW_COMPONENT_COMPOSITION	TEIL- ODER UNTERADRESSE · FORTSETZEN · RUHE- ODER HALTESTUFE	Teilstation · Lauf fortsetzen · an Station halten		1	f83r	an der Teil- oder Unteradresse; fahre fort; halte ihn an der Station
P910-D0135	dor	BIOLOGICAL	PROSE	D_ADDR+OR	LEARNED_COMPONENT_RECIPE	TEIL- ODER UNTERADRESSE · ANSATZ ODER ZUBEREITUNG	Teilstation · Arbeitsansatz		3	f75r|f83r	an der Teil- oder Unteradresse; mit dem Arbeitsansatz
P910-D0136	dsheckhy	BIOLOGICAL	PROSE	D_ADDR+SH+E+CKH+Y	LEARNED_COMPONENT_RECIPE	TEIL- ODER UNTERADRESSE · HALTEN ODER FESTHALTEN · KURZER GRAD · DURCHLASS ODER VERBINDUNGSWEG · AKTUELLER POSTEN ODER BEZUG	Teilstation · Posten halten · kurz halten · Beckenverbindung · aktueller Stationsposten		1	f75r	an der Teil- oder Unteradresse; halte den Stationsposten; im kurzen Grad; fuehre durch die Beckenverbindung; mit dem aktuellen Posten oder Bezug
P910-D0137	dshedy	BIOLOGICAL	PROSE	SH+E+DY	LEARNED_COMPONENT_RECIPE	HALTEN ODER FESTHALTEN · KURZER GRAD · LIZENZIERTER ABSCHLUSS	Posten halten · kurz halten · Stationsschritt schliessen		6	f75r|f81v|f82r	halte den Stationsposten; im kurzen Grad; schliesse die Teilfolge
P910-D0138	dsheol	BIOLOGICAL	PROSE	SH+E+OL	LEARNED_COMPONENT_RECIPE	HALTEN ODER FESTHALTEN · KURZER GRAD · FORTSETZEN	Posten halten · kurz halten · Lauf fortsetzen		1	f81v	halte den Stationsposten; im kurzen Grad; fahre fort
P910-D0139	dsholyd	BIOLOGICAL	PROSE	D_ADDR+SH+OL+Y+D_ADDR	NEW_COMPONENT_COMPOSITION	TEIL- ODER UNTERADRESSE · HALTEN ODER FESTHALTEN · FORTSETZEN · AKTUELLER POSTEN ODER BEZUG · TEIL- ODER UNTERADRESSE	Teilstation · Posten halten · Lauf fortsetzen · aktueller Stationsposten · Teilstation		1	f81v	an der Teil- oder Unteradresse; halte den Stationsposten; fahre fort; mit dem aktuellen Posten oder Bezug; an der Teil- oder Unteradresse
P910-D0140	dshor	BIOLOGICAL	PROSE	D_ADDR+SH+OR	LEARNED_COMPONENT_RECIPE	TEIL- ODER UNTERADRESSE · HALTEN ODER FESTHALTEN · ANSATZ ODER ZUBEREITUNG	Teilstation · Posten halten · Arbeitsansatz		1	f75r	an der Teil- oder Unteradresse; halte den Stationsposten; mit dem Arbeitsansatz
P910-D0141	dy	BIOLOGICAL	PROSE	Y	LEARNED_COMPONENT_RECIPE	AKTUELLER POSTEN ODER BEZUG	aktueller Stationsposten		16	f75r|f81v|f82r	mit dem aktuellen Posten oder Bezug
P910-D0142	dykain	BIOLOGICAL	PROSE	D_ADDR+Y+K+AIN	NEW_COMPONENT_COMPOSITION	TEIL- ODER UNTERADRESSE · AKTUELLER POSTEN ODER BEZUG · ZUORDNEN ODER ZUGEBEN · PORTION ODER EINHEIT	Teilstation · aktueller Stationsposten · Posten einsetzen · Teilmenge		1	f81v	an der Teil- oder Unteradresse; mit dem aktuellen Posten oder Bezug; setze den Posten ein; eine Portion oder Einheit
P910-D0143	ey	BIOLOGICAL	PROSE	E+Y	LEARNED_COMPONENT_RECIPE	KURZER GRAD · AKTUELLER POSTEN ODER BEZUG	kurz halten · aktueller Stationsposten		2	f75r|f82r	im kurzen Grad; mit dem aktuellen Posten oder Bezug
P910-D0144	kaiin	BIOLOGICAL	PROSE	K+AIIN	NEW_COMPONENT_COMPOSITION	ZUORDNEN ODER ZUGEBEN · VORGESCHRIEBENES MASS	Posten einsetzen · Mass der Anwendung		2	f81v	setze den Posten ein; nach vorgeschriebenem Mass
P910-D0145	kain	BIOLOGICAL	PROSE	K+AIN	LEARNED_COMPONENT_RECIPE	ZUORDNEN ODER ZUGEBEN · PORTION ODER EINHEIT	Posten einsetzen · Teilmenge		4	f75r|f81v|f83r	setze den Posten ein; eine Portion oder Einheit
P910-D0146	kair	BIOLOGICAL	PROSE	K+AIR	LEARNED_COMPONENT_RECIPE	ZUORDNEN ODER ZUGEBEN · LAUF ODER BAHN	Posten einsetzen · Wasser- oder Rohrlauf		1	f81v	setze den Posten ein; ueber den Wasser- oder Rohrlauf
P910-D0147	kal	BIOLOGICAL	PROSE	K+AL	LEARNED_COMPONENT_RECIPE	ZUORDNEN ODER ZUGEBEN · AUFNAHME- ODER ANSCHLUSSSTELLE	Posten einsetzen · Becken- oder Anschlussstelle		1	f75r	setze den Posten ein; an der Becken- oder Anschlussstelle
P910-D0148	kalol	BIOLOGICAL	PROSE	K+AL+OL	LEARNED_COMPONENT_RECIPE	ZUORDNEN ODER ZUGEBEN · AUFNAHME- ODER ANSCHLUSSSTELLE · FORTSETZEN	Posten einsetzen · Becken- oder Anschlussstelle · Lauf fortsetzen		1	f75r	setze den Posten ein; an der Becken- oder Anschlussstelle; fahre fort
P910-D0149	kam	BIOLOGICAL	PROSE	WHOLE[kam]	LOCAL_WORKSHOP_CARD	GELERNTE LOKALE GANZKARTE	fuehre den im Muster bezeichneten Stationsschritt B-W006 aus	B-W006	1	f82r	fuehre den im Muster bezeichneten Stationsschritt B-W006 aus
P910-D0150	kar	BIOLOGICAL	PROSE	K+AR	LEARNED_COMPONENT_RECIPE	ZUORDNEN ODER ZUGEBEN · AUSGANGS- ODER ENTNAHMESTELLE	Posten einsetzen · Ausgangsstation		3	f75r|f81v	setze den Posten ein; von der Ausgangsstation
P910-D0151	kchedykary	BIOLOGICAL	PROSE	K+CHD+Y+K+AR+Y	LEARNED_COMPONENT_RECIPE	ZUORDNEN ODER ZUGEBEN · POSTENWECHSEL ODER UMSETZEN · AKTUELLER POSTEN ODER BEZUG · ZUORDNEN ODER ZUGEBEN · AUSGANGS- ODER ENTNAHMESTELLE · AKTUELLER POSTEN ODER BEZUG	Posten einsetzen · Stationsposten wechseln · aktueller Stationsposten · Posten einsetzen · Ausgangsstation · aktueller Stationsposten		1	f75r	setze den Posten ein; setze den Stationsposten um; mit dem aktuellen Posten oder Bezug; setze den Posten ein; von der Ausgangsstation; mit dem aktuellen Posten oder Bezug
P910-D0152	kedy	BIOLOGICAL	PROSE	WHOLE[kedy]	LOCAL_WORKSHOP_CARD	GELERNTE LOKALE GANZKARTE	fuehre den im Muster bezeichneten Stationsschritt B-W007 aus	B-W007	1	f82r	fuehre den im Muster bezeichneten Stationsschritt B-W007 aus
P910-D0153	keedy	BIOLOGICAL	PROSE	K+EE+DY	LEARNED_COMPONENT_RECIPE	ZUORDNEN ODER ZUGEBEN · LAENGERER GRAD · LIZENZIERTER ABSCHLUSS	Posten einsetzen · laenger halten · Stationsschritt schliessen		5	f75r|f81v	setze den Posten ein; im laengeren Grad; schliesse die Teilfolge
P910-D0154	keeedy	BIOLOGICAL	PROSE	K+EEE+D_ADDR+Y	NEW_COMPONENT_COMPOSITION	ZUORDNEN ODER ZUGEBEN · VOLLER GRAD · TEIL- ODER UNTERADRESSE · AKTUELLER POSTEN ODER BEZUG	Posten einsetzen · vollstaendig halten · Teilstation · aktueller Stationsposten		2	f82r	setze den Posten ein; im vollen Grad; an der Teil- oder Unteradresse; mit dem aktuellen Posten oder Bezug
P910-D0155	keishy	BIOLOGICAL	PROSE	K+E+SH+Y	LEARNED_COMPONENT_RECIPE	ZUORDNEN ODER ZUGEBEN · KURZER GRAD · HALTEN ODER FESTHALTEN · AKTUELLER POSTEN ODER BEZUG	Posten einsetzen · kurz halten · Posten halten · aktueller Stationsposten		1	f75r	setze den Posten ein; im kurzen Grad; halte den Stationsposten; mit dem aktuellen Posten oder Bezug
P910-D0156	kesd	BIOLOGICAL	PROSE	WHOLE[kesd]	LOCAL_WORKSHOP_CARD	GELERNTE LOKALE GANZKARTE	fuehre den im Muster bezeichneten Stationsschritt B-W008 aus	B-W008	1	f83r	fuehre den im Muster bezeichneten Stationsschritt B-W008 aus
P910-D0157	kol	BIOLOGICAL	PROSE	K+OL	LEARNED_COMPONENT_RECIPE	ZUORDNEN ODER ZUGEBEN · FORTSETZEN	Posten einsetzen · Lauf fortsetzen		1	f75r	setze den Posten ein; fahre fort
P910-D0158	kolchdy	BIOLOGICAL	PROSE	K+OL+CHD+Y	NEW_COMPONENT_COMPOSITION	ZUORDNEN ODER ZUGEBEN · FORTSETZEN · POSTENWECHSEL ODER UMSETZEN · AKTUELLER POSTEN ODER BEZUG	Posten einsetzen · Lauf fortsetzen · Stationsposten wechseln · aktueller Stationsposten		1	f82r	setze den Posten ein; fahre fort; setze den Stationsposten um; mit dem aktuellen Posten oder Bezug
