locus_order	physical_page	source_page	register	locus	source_kind	events	owner_bound_events	repaired_events	surface_sequence	atomic_sequence_de	continuous_reading_de	physical_line_is_sentence_end
33	f55v	f55v	HERBAL	f55v.4	P	8	0	0	okar · chckhdy · cheody · keeyfar · al · ochedy · qokain · ody	ANSETZEN · QUELLSTELLE | ENTNEHMEN/ABLESEN · DURCHLASS · TEILADRESSE · DIESER POSTEN | REGISTER-EINTRAG · DIESER POSTEN | ZUORDNEN/ZUGEBEN · LANG · DIESER POSTEN · F-KENNZEICHEN · QUELLSTELLE | ZIELSTELLE | GANG · UMSETZEN · DIESER POSTEN | ANSETZEN · PORTION | GANG · SCHLUSS	die Zubereitung ansetzen; von der Quellstelle; den Pflanzenteil entnehmen; durch den Durchlass; an der Teiladresse; diesen Posten; den Auszug verwenden; diesen Posten; Material zugeben; länger; diesen Posten; mit lokalem F-Kennzeichen; von der Quellstelle; zur Zielstelle; den Verarbeitungsgang ausführen; das Material umsetzen; diesen Posten; die Zubereitung ansetzen; eine Portion; den Verarbeitungsgang ausführen; den Schritt schließen	NO
34	f55v	f55v	HERBAL	f55v.5	P	8	0	0	qokaiin · chaiin · ykain · ykan · ody · daiin · chedy · talam	ANSETZEN · SOLL-MASS | ENTNEHMEN/ABLESEN · SOLL-MASS | DIESER POSTEN · ZUORDNEN/ZUGEBEN · PORTION | DIESER POSTEN · ZUORDNEN/ZUGEBEN · ZUSATZ | GANG · SCHLUSS | SOLL-MASS | UMSETZEN · DIESER POSTEN | BEARBEITEN/MARKIEREN · ZIELSTELLE · GEGEN-/INNENFELD	die Zubereitung ansetzen; nach Sollmaß; den Pflanzenteil entnehmen; nach Sollmaß; diesen Posten; Material zugeben; eine Portion; diesen Posten; Material zugeben; mit einem Zusatz; den Verarbeitungsgang ausführen; den Schritt schließen; nach Sollmaß; das Material umsetzen; diesen Posten; den Teil bearbeiten; zur Zielstelle; am Gegen-/Innenfeld	NO
35	f55v	f55v	HERBAL	f55v.6	P	5	0	0	ykaiin · daiin · ykair · cheky · daiiny	DIESER POSTEN · ZUORDNEN/ZUGEBEN · SOLL-MASS | SOLL-MASS | DIESER POSTEN · ZUORDNEN/ZUGEBEN · LAUF | ZUSTAND BEHANDELN · KURZ · DIESER POSTEN | TEILADRESSE · SOLL-MASS · DIESER POSTEN	diesen Posten; Material zugeben; nach Sollmaß; nach Sollmaß; diesen Posten; Material zugeben; entlang des Laufs; den Ansatz behandeln; kurz; diesen Posten; an der Teiladresse; nach Sollmaß; diesen Posten	NO
36	f55v	f55v	HERBAL	f55v.7	P	11	0	0	okchd · ykain · sheokey · or · ain · ch · kchdy · pchal · ar · aldy · dary	ANSETZEN · UMSETZEN | DIESER POSTEN · ZUORDNEN/ZUGEBEN · PORTION | HALTEN · KURZ · ANSETZEN · KURZ · DIESER POSTEN | ANSATZ/EINTRAG | PORTION | ENTNEHMEN/ABLESEN | ZUORDNEN/ZUGEBEN · UMSETZEN · DIESER POSTEN | BEGINNEN/EINSETZEN · ENTNEHMEN/ABLESEN · ZIELSTELLE | QUELLSTELLE | ZIELSTELLE · TEILADRESSE · DIESER POSTEN | ZWEITE STUFE · MARKIERTER ZUSTAND · DIESER POSTEN	die Zubereitung ansetzen; das Material umsetzen; diesen Posten; Material zugeben; eine Portion; den Ansatz halten; kurz; die Zubereitung ansetzen; kurz; diesen Posten; mit dem Pflanzenansatz; eine Portion; den Pflanzenteil entnehmen; Material zugeben; das Material umsetzen; diesen Posten; den Teil einsetzen; den Pflanzenteil entnehmen; zur Zielstelle; von der Quellstelle; zur Zielstelle; an der Teiladresse; diesen Posten; auf der zweiten Stufe; den Zustand markieren; diesen Posten	NO
37	f55v	f55v	HERBAL	f55v.8	P	11	0	0	tar · chedy · qokaiin · okar · qol · otar · cho · ar · talody · okar · y	BEARBEITEN/MARKIEREN · QUELLSTELLE | UMSETZEN · DIESER POSTEN | ANSETZEN · SOLL-MASS | ANSETZEN · QUELLSTELLE | FORTSETZEN | DANACH · QUELLSTELLE | OBJEKTTEIL | QUELLSTELLE | BEARBEITEN/MARKIEREN · ZIELSTELLE · GANG · TEILADRESSE · DIESER POSTEN | ANSETZEN · QUELLSTELLE | DIESER POSTEN	den Teil bearbeiten; von der Quellstelle; das Material umsetzen; diesen Posten; die Zubereitung ansetzen; nach Sollmaß; die Zubereitung ansetzen; von der Quellstelle; fortsetzen; danach; von der Quellstelle; den Objektteil nehmen; von der Quellstelle; den Teil bearbeiten; zur Zielstelle; den Verarbeitungsgang ausführen; an der Teiladresse; diesen Posten; die Zubereitung ansetzen; von der Quellstelle; diesen Posten	NO
38	f55v	f55v	HERBAL	f55v.9	P	10	0	1	ykaky · qokchy · okal · chey · or · or · aiin · okaiin · ykain · otaky	DIESER POSTEN · ZUORDNEN/ZUGEBEN · LOKALE ADRESSE · ZUORDNEN/ZUGEBEN · DIESER POSTEN | ANSETZEN · DIESER POSTEN | ANSETZEN · ZIELSTELLE | DIESER POSTEN | ANSATZ/EINTRAG | ANSATZ/EINTRAG | SOLL-MASS | ANSETZEN · SOLL-MASS | DIESER POSTEN · ZUORDNEN/ZUGEBEN · PORTION | DANACH · LOKALE ADRESSE · ZUORDNEN/ZUGEBEN · DIESER POSTEN	diesen Posten; Material zugeben; an der lokalen Adresse; Material zugeben; diesen Posten; die Zubereitung ansetzen; diesen Posten; die Zubereitung ansetzen; zur Zielstelle; diesen Posten; mit dem Pflanzenansatz; mit dem Pflanzenansatz; nach Sollmaß; die Zubereitung ansetzen; nach Sollmaß; diesen Posten; Material zugeben; eine Portion; danach; an der lokalen Adresse; Material zugeben; diesen Posten	NO
39	f55v	f55v	HERBAL	f55v.10	P	12	0	0	oaiin · ol · s · aiin · okaiin · oky · ytaiin · otar · y · kal · ykar · ol	GANG · SOLL-MASS | FORTSETZEN | KONTEXT/PROBE | SOLL-MASS | ANSETZEN · SOLL-MASS | ANSETZEN · DIESER POSTEN | DIESER POSTEN · BEARBEITEN/MARKIEREN · SOLL-MASS | DANACH · QUELLSTELLE | DIESER POSTEN | ZUORDNEN/ZUGEBEN · ZIELSTELLE | DIESER POSTEN · ZUORDNEN/ZUGEBEN · QUELLSTELLE | FORTSETZEN	den Verarbeitungsgang ausführen; nach Sollmaß; fortsetzen; prüfen oder weitergehen; nach Sollmaß; die Zubereitung ansetzen; nach Sollmaß; die Zubereitung ansetzen; diesen Posten; diesen Posten; den Teil bearbeiten; nach Sollmaß; danach; von der Quellstelle; diesen Posten; Material zugeben; zur Zielstelle; diesen Posten; Material zugeben; von der Quellstelle; fortsetzen	NO
40	f55v	f55v	HERBAL	f55v.11	P	10	0	0	ykaiin · cheoar · cheeky · oldy · aiin · okal · oltchy · or · y · orain	DIESER POSTEN · ZUORDNEN/ZUGEBEN · SOLL-MASS | ENTNEHMEN/ABLESEN · KURZ · GANG · QUELLSTELLE | ZUSTAND BEHANDELN · LANG · DIESER POSTEN | FORTSETZEN · SCHLUSS | SOLL-MASS | ANSETZEN · ZIELSTELLE | FORTSETZEN · BEARBEITEN/MARKIEREN · DIESER POSTEN | ANSATZ/EINTRAG | DIESER POSTEN | ANSATZ/EINTRAG · PORTION	diesen Posten; Material zugeben; nach Sollmaß; den Pflanzenteil entnehmen; kurz; den Verarbeitungsgang ausführen; von der Quellstelle; den Ansatz behandeln; länger; diesen Posten; fortsetzen; den Schritt schließen; nach Sollmaß; die Zubereitung ansetzen; zur Zielstelle; fortsetzen; den Teil bearbeiten; diesen Posten; mit dem Pflanzenansatz; diesen Posten; mit dem Pflanzenansatz; eine Portion	NO
41	f55v	f55v	HERBAL	f55v.12	P	9	0	0	daiin · ar · cheky · olkeechy · sl · ar · aiin · daiin · otam	SOLL-MASS | QUELLSTELLE | ZUSTAND BEHANDELN · KURZ · DIESER POSTEN | FORTSETZEN · ZUORDNEN/ZUGEBEN · LANG · ENTNEHMEN/ABLESEN · DIESER POSTEN | KONTEXT/PROBE · LEITEN | QUELLSTELLE | SOLL-MASS | SOLL-MASS | DANACH · GEGEN-/INNENFELD	nach Sollmaß; von der Quellstelle; den Ansatz behandeln; kurz; diesen Posten; fortsetzen; Material zugeben; länger; den Pflanzenteil entnehmen; diesen Posten; prüfen oder weitergehen; weiterleiten; von der Quellstelle; nach Sollmaß; nach Sollmaß; danach; am Gegen-/Innenfeld	NO
42	f56r	f56r	HERBAL	f56r.1	P	10	0	2	o · chal · chchs · y · oty · esedy · chy · ychocphy · chorchy · chy	GANG | ENTNEHMEN/ABLESEN · ZIELSTELLE | ENTNEHMEN/ABLESEN · ENTNEHMEN/ABLESEN · KONTEXT/PROBE | DIESER POSTEN | DANACH · DIESER POSTEN | KURZ · KONTEXT/PROBE · KURZ · SCHLUSS | DIESER POSTEN | DIESER POSTEN · ENTNEHMEN/ABLESEN · GANG · GEGEN-/EMPFANGSGANG · DIESER POSTEN | ENTNEHMEN/ABLESEN · ANSATZ/EINTRAG · ENTNEHMEN/ABLESEN · DIESER POSTEN | DIESER POSTEN	den Verarbeitungsgang ausführen; den Pflanzenteil entnehmen; zur Zielstelle; den Pflanzenteil entnehmen; den Pflanzenteil entnehmen; prüfen oder weitergehen; diesen Posten; danach; diesen Posten; kurz; prüfen oder weitergehen; kurz; den Schritt schließen; diesen Posten; diesen Posten; den Pflanzenteil entnehmen; den Verarbeitungsgang ausführen; in den Nachlauf oder zweiten Durchgang geben; diesen Posten; den Pflanzenteil entnehmen; mit dem Pflanzenansatz; den Pflanzenteil entnehmen; diesen Posten; diesen Posten	NO
43	f56r	f56r	HERBAL	f56r.2	P	7	0	0	chokchey · chol · choly · korchy · chykey · choty · shokaiin	ANSETZEN · ENTNEHMEN/ABLESEN · KURZ · DIESER POSTEN | FORTSETZEN | FORTSETZEN · DIESER POSTEN | ZUORDNEN/ZUGEBEN · ANSATZ/EINTRAG · ENTNEHMEN/ABLESEN · DIESER POSTEN | ENTNEHMEN/ABLESEN · DIESER POSTEN · ZUORDNEN/ZUGEBEN · KURZ · DIESER POSTEN | ENTNEHMEN/ABLESEN · DANACH · DIESER POSTEN | HALTEN · ANSETZEN · SOLL-MASS	die Zubereitung ansetzen; den Pflanzenteil entnehmen; kurz; diesen Posten; fortsetzen; fortsetzen; diesen Posten; Material zugeben; mit dem Pflanzenansatz; den Pflanzenteil entnehmen; diesen Posten; den Pflanzenteil entnehmen; diesen Posten; Material zugeben; kurz; diesen Posten; den Pflanzenteil entnehmen; danach; diesen Posten; den Ansatz halten; die Zubereitung ansetzen; nach Sollmaß	NO
44	f56r	f56r	HERBAL	f56r.3	P	7	0	0	olchey · chokchol · chey · keey · qokeey · chokeey · choksy	FORTSETZEN · DIESER POSTEN | ANSETZEN · FORTSETZEN | DIESER POSTEN | ZUORDNEN/ZUGEBEN · LANG · DIESER POSTEN | ANSETZEN · LANG · DIESER POSTEN | ANSETZEN · LANG · DIESER POSTEN | ANSETZEN · KONTEXT/PROBE · DIESER POSTEN	fortsetzen; diesen Posten; die Zubereitung ansetzen; fortsetzen; diesen Posten; Material zugeben; länger; diesen Posten; die Zubereitung ansetzen; länger; diesen Posten; die Zubereitung ansetzen; länger; diesen Posten; die Zubereitung ansetzen; prüfen oder weitergehen; diesen Posten	NO
45	f56r	f56r	HERBAL	f56r.4	P	8	0	0	qot · chor · chor · chokor · chkor · chy · okar · chdy	DANACH | ENTNEHMEN/ABLESEN · ANSATZ/EINTRAG | ENTNEHMEN/ABLESEN · ANSATZ/EINTRAG | ANSETZEN · ANSATZ/EINTRAG | ZUSTAND BEHANDELN · ANSATZ/EINTRAG | DIESER POSTEN | ANSETZEN · QUELLSTELLE | UMSETZEN · DIESER POSTEN	danach; den Pflanzenteil entnehmen; mit dem Pflanzenansatz; den Pflanzenteil entnehmen; mit dem Pflanzenansatz; die Zubereitung ansetzen; mit dem Pflanzenansatz; den Ansatz behandeln; mit dem Pflanzenansatz; diesen Posten; die Zubereitung ansetzen; von der Quellstelle; das Material umsetzen; diesen Posten	NO
46	f56r	f56r	HERBAL	f56r.5	P	4	0	0	chochor · cho · chodaly · daiin	OBJEKTTEIL · ENTNEHMEN/ABLESEN · ANSATZ/EINTRAG | OBJEKTTEIL | OBJEKTTEIL · ZIELSTELLE · DIESER POSTEN | SOLL-MASS	den Objektteil nehmen; den Pflanzenteil entnehmen; mit dem Pflanzenansatz; den Objektteil nehmen; den Objektteil nehmen; zur Zielstelle; diesen Posten; nach Sollmaß	NO
47	f56r	f56r	HERBAL	f56r.6	P	6	0	0	ykcho · dy · dchey · keey · daiin · y	DIESER POSTEN · ZUORDNEN/ZUGEBEN · ENTNEHMEN/ABLESEN · GANG | DIESER POSTEN | ENTNEHMEN/ABLESEN · KURZ · DIESER POSTEN | ZUORDNEN/ZUGEBEN · LANG · DIESER POSTEN | SOLL-MASS | DIESER POSTEN	diesen Posten; Material zugeben; den Pflanzenteil entnehmen; den Verarbeitungsgang ausführen; diesen Posten; den Pflanzenteil entnehmen; kurz; diesen Posten; Material zugeben; länger; diesen Posten; nach Sollmaß; diesen Posten	NO
48	f56r	f56r	HERBAL	f56r.7	P	5	0	0	sho · kchol · otchor · choky · dal	HALTEN · GANG | ZUORDNEN/ZUGEBEN · FORTSETZEN | DANACH · ENTNEHMEN/ABLESEN · ANSATZ/EINTRAG | ANSETZEN · DIESER POSTEN | ZIELSTELLE	den Ansatz halten; den Verarbeitungsgang ausführen; Material zugeben; fortsetzen; danach; den Pflanzenteil entnehmen; mit dem Pflanzenansatz; die Zubereitung ansetzen; diesen Posten; zur Zielstelle	NO
49	f56r	f56r	HERBAL	f56r.8	P	4	0	0	schol · choy · choky · cheeckhody	WIEDERAUFNAHME | OBJEKTTEIL · DIESER POSTEN | ANSETZEN · DIESER POSTEN | ENTNEHMEN/ABLESEN · LANG · DURCHLASS · GANG · SCHLUSS	den vorigen Posten wiederaufnehmen; den Objektteil nehmen; diesen Posten; die Zubereitung ansetzen; diesen Posten; den Pflanzenteil entnehmen; länger; durch den Durchlass; den Verarbeitungsgang ausführen; den Schritt schließen	NO
50	f56r	f56r	HERBAL	f56r.9	P	5	0	0	tchoky · kchol · shol · chotchey · tchol	BEARBEITEN/MARKIEREN · ANSETZEN · DIESER POSTEN | ZUORDNEN/ZUGEBEN · FORTSETZEN | HALTEN · FORTSETZEN | ENTNEHMEN/ABLESEN · DANACH · ENTNEHMEN/ABLESEN · KURZ · DIESER POSTEN | BEARBEITEN/MARKIEREN · FORTSETZEN	den Teil bearbeiten; die Zubereitung ansetzen; diesen Posten; Material zugeben; fortsetzen; den Ansatz halten; fortsetzen; den Pflanzenteil entnehmen; danach; den Pflanzenteil entnehmen; kurz; diesen Posten; den Teil bearbeiten; fortsetzen	NO
51	f56r	f56r	HERBAL	f56r.10	P	9	0	0	yt · chor · otchy · chok · y · t · chey · r · okaiin	DIESER POSTEN · BEARBEITEN/MARKIEREN | ENTNEHMEN/ABLESEN · ANSATZ/EINTRAG | DANACH · ENTNEHMEN/ABLESEN · DIESER POSTEN | ANSETZEN | DIESER POSTEN | BEARBEITEN/MARKIEREN | DIESER POSTEN | MARKIERTER ZUSTAND | ANSETZEN · SOLL-MASS	diesen Posten; den Teil bearbeiten; den Pflanzenteil entnehmen; mit dem Pflanzenansatz; danach; den Pflanzenteil entnehmen; diesen Posten; die Zubereitung ansetzen; diesen Posten; den Teil bearbeiten; diesen Posten; den Zustand markieren; die Zubereitung ansetzen; nach Sollmaß	NO
52	f56r	f56r	HERBAL	f56r.11	P	6	0	0	shy · kcheey · daiin · cthol · chos · chokor	DIESER POSTEN | ZUORDNEN/ZUGEBEN · ENTNEHMEN/ABLESEN · LANG · DIESER POSTEN | SOLL-MASS | STATUS · FORTSETZEN | ENTNEHMEN/ABLESEN · GANG · KONTEXT/PROBE | ANSETZEN · ANSATZ/EINTRAG	diesen Posten; Material zugeben; den Pflanzenteil entnehmen; länger; diesen Posten; nach Sollmaß; den Zubereitungsstatus prüfen; fortsetzen; den Pflanzenteil entnehmen; den Verarbeitungsgang ausführen; prüfen oder weitergehen; die Zubereitung ansetzen; mit dem Pflanzenansatz	NO
53	f56r	f56r	HERBAL	f56r.12	P	4	0	0	sh · cho · kchey · qokokchy	HALTEN | OBJEKTTEIL | ZUORDNEN/ZUGEBEN · ENTNEHMEN/ABLESEN · KURZ · DIESER POSTEN | ANSETZEN · ANSETZEN · ENTNEHMEN/ABLESEN · DIESER POSTEN	den Ansatz halten; den Objektteil nehmen; Material zugeben; den Pflanzenteil entnehmen; kurz; diesen Posten; die Zubereitung ansetzen; die Zubereitung ansetzen; den Pflanzenteil entnehmen; diesen Posten	NO
54	f56r	f56r	HERBAL	f56r.13	P	3	0	0	okchy · chokcheo · kchal	ANSETZEN · DIESER POSTEN | ANSETZEN · REGISTER-EINTRAG | ZUORDNEN/ZUGEBEN · ENTNEHMEN/ABLESEN · ZIELSTELLE	die Zubereitung ansetzen; diesen Posten; die Zubereitung ansetzen; den Auszug verwenden; Material zugeben; den Pflanzenteil entnehmen; zur Zielstelle	NO
55	f56r	f56r	HERBAL	f56r.14	P	4	0	0	s · chol · chotol · qotchy	KONTEXT/PROBE | FORTSETZEN | ENTNEHMEN/ABLESEN · DANACH · FORTSETZEN | DANACH · DIESER POSTEN	prüfen oder weitergehen; fortsetzen; den Pflanzenteil entnehmen; danach; fortsetzen; danach; diesen Posten	NO
56	f56r	f56r	HERBAL	f56r.15	P	4	0	0	tcho · tchol · chol · cthy	BEARBEITEN/MARKIEREN · ENTNEHMEN/ABLESEN · GANG | BEARBEITEN/MARKIEREN · FORTSETZEN | FORTSETZEN | STATUS · DIESER POSTEN	den Teil bearbeiten; den Pflanzenteil entnehmen; den Verarbeitungsgang ausführen; den Teil bearbeiten; fortsetzen; fortsetzen; den Zubereitungsstatus prüfen; diesen Posten	NO
57	f56r	f56r	HERBAL	f56r.16	P	6	0	0	qotchy · chody · ctho · r · chey · kcharg	DANACH · DIESER POSTEN | ENTNEHMEN/ABLESEN · GANG · TEILADRESSE · DIESER POSTEN | STATUS · GANG | MARKIERTER ZUSTAND | DIESER POSTEN | ZUORDNEN/ZUGEBEN · ENTNEHMEN/ABLESEN · QUELLSTELLE · G-KENNZEICHEN	danach; diesen Posten; den Pflanzenteil entnehmen; den Verarbeitungsgang ausführen; an der Teiladresse; diesen Posten; den Zubereitungsstatus prüfen; den Verarbeitungsgang ausführen; den Zustand markieren; diesen Posten; Material zugeben; den Pflanzenteil entnehmen; von der Quellstelle; mit lokalem G-Kennzeichen	NO
58	f56r	f56r	HERBAL	f56r.17	P	6	0	0	chokeey · qokcheey · schey · d · aiin · dy	ANSETZEN · LANG · DIESER POSTEN | ANSETZEN · ENTNEHMEN/ABLESEN · LANG · DIESER POSTEN | KONTEXT/PROBE · ENTNEHMEN/ABLESEN · KURZ · DIESER POSTEN | TEILADRESSE | SOLL-MASS | DIESER POSTEN	die Zubereitung ansetzen; länger; diesen Posten; die Zubereitung ansetzen; den Pflanzenteil entnehmen; länger; diesen Posten; prüfen oder weitergehen; den Pflanzenteil entnehmen; kurz; diesen Posten; an der Teiladresse; nach Sollmaß; diesen Posten	NO
59	f56r	f56r	HERBAL	f56r.18	P	4	0	0	sho · chokchy · kchoar · sotodan	HALTEN · GANG | ANSETZEN · ENTNEHMEN/ABLESEN · DIESER POSTEN | ZUORDNEN/ZUGEBEN · ENTNEHMEN/ABLESEN · GANG · QUELLSTELLE | KONTEXT/PROBE · DANACH · GANG · TEILADRESSE · ZUSATZ	den Ansatz halten; den Verarbeitungsgang ausführen; die Zubereitung ansetzen; den Pflanzenteil entnehmen; diesen Posten; Material zugeben; den Pflanzenteil entnehmen; den Verarbeitungsgang ausführen; von der Quellstelle; prüfen oder weitergehen; danach; den Verarbeitungsgang ausführen; an der Teiladresse; mit einem Zusatz	NO
60	f56r	f56r	HERBAL	f56r.19	P	3	0	0	otchey · keol · daiin	DANACH · DIESER POSTEN | ZUORDNEN/ZUGEBEN · KURZ · FORTSETZEN | SOLL-MASS	danach; diesen Posten; Material zugeben; kurz; fortsetzen; nach Sollmaß	NO
61	f75r	f75r	BIOLOGICAL	f75r.1	P	7	0	0	kchedykary · okeey · qokar · shyk · chedy · qotar · shedy	ZUORDNEN/ZUGEBEN · UMSETZEN · DIESER POSTEN · ZUORDNEN/ZUGEBEN · QUELLSTELLE · DIESER POSTEN | ANSETZEN · LANG · DIESER POSTEN | ANSETZEN · QUELLSTELLE | DIESER POSTEN · ZUORDNEN/ZUGEBEN | UMSETZEN · DIESER POSTEN | DANACH · QUELLSTELLE | RUHESTUFE · SCHLUSS	den Posten einsetzen; den Posten umsetzen; diesen Posten; den Posten einsetzen; von der Quellstelle; diesen Posten; die Station ansetzen; länger; diesen Posten; die Station ansetzen; von der Quellstelle; diesen Posten; den Posten einsetzen; den Posten umsetzen; diesen Posten; danach; von der Quellstelle; an der Station halten; den Schritt schließen	NO
62	f75r	f75r	BIOLOGICAL	f75r.2	P	8	0	0	dain · shey · ly · ssheol · qoldy · chedykar · chekeedy · ror	PORTION | HALTEN · KURZ · DIESER POSTEN | LEITEN · DIESER POSTEN | KONTEXT/PROBE · HALTEN · KURZ · FORTSETZEN | FORTSETZEN · SCHLUSS | UMSETZEN · DIESER POSTEN · ZUORDNEN/ZUGEBEN · QUELLSTELLE | ZUSTAND BEHANDELN · LANG · SCHLUSS | MARKIERTER ZUSTAND · ANSATZ/EINTRAG	eine Portion; den Posten halten; kurz; diesen Posten; weiterleiten; diesen Posten; die Station prüfen; den Posten halten; kurz; fortsetzen; fortsetzen; den Schritt schließen; den Posten umsetzen; diesen Posten; den Posten einsetzen; von der Quellstelle; den Stationszustand behandeln; länger; den Schritt schließen; den Zustand markieren; mit dem Arbeitsansatz	NO
63	f75r	f75r	BIOLOGICAL	f75r.3	P	9	0	0	qokain · chal · orchey · qey · kain · sheeky · ltain · olkar · or	ANSETZEN · PORTION | ENTNEHMEN/ABLESEN · ZIELSTELLE | ANSATZ/EINTRAG · DIESER POSTEN | KURZ · DIESER POSTEN | ZUORDNEN/ZUGEBEN · PORTION | HALTEN · LANG · ZUORDNEN/ZUGEBEN · DIESER POSTEN | LEITEN · BEARBEITEN/MARKIEREN · PORTION | SAMMELSTELLE · QUELLSTELLE | ANSATZ/EINTRAG	die Station ansetzen; eine Portion; den Posten abnehmen; zur Zielstelle; mit dem Arbeitsansatz; diesen Posten; kurz; diesen Posten; den Posten einsetzen; eine Portion; den Posten halten; länger; den Posten einsetzen; diesen Posten; weiterleiten; den Abschnitt bedienen; eine Portion; an der Auffangstelle sammeln; von der Quellstelle; mit dem Arbeitsansatz	NO
64	f75r	f75r	BIOLOGICAL	f75r.4	P	10	0	0	dackhy · lkamo · ykeey · lshey · kal · dy · shey · ok · shey · qokeedy	ZWEITE STUFE · DURCHLASS · DIESER POSTEN | LEITEN · ZUORDNEN/ZUGEBEN · GEGEN-/INNENFELD · GANG | DIESER POSTEN · ZUORDNEN/ZUGEBEN · LANG · DIESER POSTEN | LEITEN · HALTEN · KURZ · DIESER POSTEN | ZUORDNEN/ZUGEBEN · ZIELSTELLE | DIESER POSTEN | HALTEN · KURZ · DIESER POSTEN | ANSETZEN | HALTEN · KURZ · DIESER POSTEN | ANSETZEN · LANG · SCHLUSS	auf der zweiten Stufe; durch den Durchlass; diesen Posten; weiterleiten; den Posten einsetzen; am Gegen-/Innenfeld; den Stationsgang ausführen; diesen Posten; den Posten einsetzen; länger; diesen Posten; weiterleiten; den Posten halten; kurz; diesen Posten; den Posten einsetzen; zur Zielstelle; diesen Posten; den Posten halten; kurz; diesen Posten; die Station ansetzen; den Posten halten; kurz; diesen Posten; die Station ansetzen; länger; den Schritt schließen	NO
65	f75r	f75r	BIOLOGICAL	f75r.5	P	10	0	0	shey · kar · chey · ckhey · r · ain · ol · olsheedy · qokeey · qoky	HALTEN · KURZ · DIESER POSTEN | ZUORDNEN/ZUGEBEN · QUELLSTELLE | DIESER POSTEN | DURCHLASS · KURZ · DIESER POSTEN | MARKIERTER ZUSTAND | PORTION | FORTSETZEN | FORTSETZEN · HALTEN · LANG · SCHLUSS | ANSETZEN · LANG · DIESER POSTEN | ANSETZEN · DIESER POSTEN	den Posten halten; kurz; diesen Posten; den Posten einsetzen; von der Quellstelle; diesen Posten; durch den Durchlass; kurz; diesen Posten; den Zustand markieren; eine Portion; fortsetzen; fortsetzen; den Posten halten; länger; den Schritt schließen; die Station ansetzen; länger; diesen Posten; die Station ansetzen; diesen Posten	NO
66	f75r	f75r	BIOLOGICAL	f75r.6	P	8	0	0	pcheykeeor · olky · dar · okey · qokain · chcthy · qokeedy · qoky	BEGINNEN/EINSETZEN · DIESER POSTEN · ZUORDNEN/ZUGEBEN · LANG · ANSATZ/EINTRAG | SAMMELSTELLE · DIESER POSTEN | TEILADRESSE · QUELLSTELLE | ANSETZEN · KURZ · DIESER POSTEN | ANSETZEN · PORTION | ENTNEHMEN/ABLESEN · STATUS · DIESER POSTEN | ANSETZEN · LANG · SCHLUSS | ANSETZEN · DIESER POSTEN	die Station beginnen; diesen Posten; den Posten einsetzen; länger; mit dem Arbeitsansatz; an der Auffangstelle sammeln; diesen Posten; an der Teiladresse; von der Quellstelle; die Station ansetzen; kurz; diesen Posten; die Station ansetzen; eine Portion; den Posten abnehmen; den Stationsstatus prüfen; diesen Posten; die Station ansetzen; länger; den Schritt schließen; die Station ansetzen; diesen Posten	NO
