dictionary_entry_id	surface	register	usage_class	component_recipe	meaning_mode	owner_binding_required	events	physical_pages	loci	atomic_default_de	fluent_default_de
P912-D0116	cheedy	BIOLOGICAL	PROSE	CH+EE+D_ADDR+Y	NEW_COMPONENT_COMPOSITION	NO	2	f81v|f82r	f81v.24|f82r.31	ENTNEHMEN/ABLESEN · LANG · TEILADRESSE · DIESER POSTEN	den Posten abnehmen; länger; an der Teiladresse; diesen Posten
P912-D0117	cheeety	BIOLOGICAL	PROSE	EEE+T+Y	LEARNED_COMPONENT_RECIPE	NO	1	f83r	f83r.20	VOLL · BEARBEITEN/MARKIEREN · DIESER POSTEN	vollständig; den Abschnitt bedienen; diesen Posten
P912-D0118	cheeky	BIOLOGICAL	PROSE	CHK+EE+Y	LEARNED_COMPONENT_RECIPE	NO	3	f75r|f81v|f83r	f75r.30|f81v.4|f83r.28	ZUSTAND BEHANDELN · LANG · DIESER POSTEN	den Stationszustand behandeln; länger; diesen Posten
P912-D0119	cheeky	HERBAL	PROSE	CHK+EE+Y	LEARNED_COMPONENT_RECIPE	NO	1	f55v	f55v.11	ZUSTAND BEHANDELN · LANG · DIESER POSTEN	den Ansatz behandeln; länger; diesen Posten
P912-D0120	cheeor	PHARMA	PROSE	CH+EE+OR	NEW_COMPONENT_COMPOSITION	NO	1	f88r	f88r.9	ENTNEHMEN/ABLESEN · LANG · ANSATZ/EINTRAG	die Zutat entnehmen; länger; mit dem Gefäßansatz
P912-D0121	chees	ZODIAC	RING_TEXT	SH+EE+S_ADDR	LEARNED_COMPONENT_RECIPE	NO	2	f69v|f70v	f69v.1|f70v1.12	HALTEN · LANG · S-ADRESSE	den Bezug halten; länger; an der S-Adresse
P912-D0122	cheeteey	ZODIAC	PROSE	CH+EE+T+EE+Y	NEW_COMPONENT_COMPOSITION	NO	1	f68r1	f68r1.2	ENTNEHMEN/ABLESEN · LANG · BEARBEITEN/MARKIEREN · LANG · DIESER POSTEN	die Kennung ablesen; länger; die Stelle markieren; länger; diesen Posten
P912-D0123	cheey	BIOLOGICAL	PROSE	SH+EE+Y	LEARNED_COMPONENT_RECIPE	NO	11	f75r|f81v|f82r|f83r	f75r.12|f81v.22|f82r.1|f82r.13|f82r.16|f82r.23|f82r.29|f82r.7|f82r.8|f83r.2|f83r.29	HALTEN · LANG · DIESER POSTEN	den Posten halten; länger; diesen Posten
P912-D0124	cheey	PHARMA	PROSE	SH+EE+Y	LEARNED_COMPONENT_RECIPE	NO	1	f88r	f88r.27	HALTEN · LANG · DIESER POSTEN	den Ansatz halten; länger; diesen Posten
P912-D0125	cheey	ZODIAC	PROSE	SH+EE+Y	LEARNED_COMPONENT_RECIPE	NO	1	f68r1	f68r1.2	HALTEN · LANG · DIESER POSTEN	den Bezug halten; länger; diesen Posten
P912-D0126	cheey	ZODIAC	RING_TEXT	SH+EE+Y	LEARNED_COMPONENT_RECIPE	NO	2	f69v|f70v	f69v.2|f70v1.1	HALTEN · LANG · DIESER POSTEN	den Bezug halten; länger; diesen Posten
P912-D0127	cheg	BIOLOGICAL	PROSE	CH+E+LOCAL_CHAR_G	REGISTER_COMPOSITION_WITH_LOCAL_SIGN	NO	1	f83r	f83r.5	ENTNEHMEN/ABLESEN · KURZ · G-KENNZEICHEN	den Posten abnehmen; kurz; mit lokalem G-Kennzeichen
P912-D0128	chekal	BIOLOGICAL	PROSE	CHK+AL	NEW_COMPONENT_COMPOSITION	NO	1	f81v	f81v.20	ZUSTAND BEHANDELN · ZIELSTELLE	den Stationszustand behandeln; zur Zielstelle
P912-D0129	chekam	BIOLOGICAL	PROSE	CHK+AM_ADDR	LEARNED_COMPONENT_RECIPE	NO	1	f75r	f75r.11	ZUSTAND BEHANDELN · GEGEN-/INNENFELD	den Stationszustand behandeln; am Gegen-/Innenfeld
P912-D0130	chekar	BIOLOGICAL	PROSE	CHK+AR	LEARNED_COMPONENT_RECIPE	NO	1	f75r	f75r.43	ZUSTAND BEHANDELN · QUELLSTELLE	den Stationszustand behandeln; von der Quellstelle
P912-D0131	chekeal	ZODIAC	RING_TEXT	CHK+E+AL	LEARNED_COMPONENT_RECIPE	NO	1	f70v	f70v1.12	ZUSTAND BEHANDELN · KURZ · ZIELSTELLE	den Kennungszustand setzen; kurz; zur Zielstelle
P912-D0132	chekeedy	BIOLOGICAL	PROSE	CHK+EE+DY	LEARNED_COMPONENT_RECIPE	NO	1	f75r	f75r.2	ZUSTAND BEHANDELN · LANG · SCHLUSS	den Stationszustand behandeln; länger; den Schritt schließen
P912-D0133	chekey	ZODIAC	RING_TEXT	CHK+E+Y	LEARNED_COMPONENT_RECIPE	NO	1	f70v	f70v1.12	ZUSTAND BEHANDELN · KURZ · DIESER POSTEN	den Kennungszustand setzen; kurz; diesen Posten
P912-D0134	chekody	ZODIAC	PROSE	CHK+O+D_ADDR+Y	NEW_COMPONENT_COMPOSITION	NO	1	f67r2	f67r2.41	ZUSTAND BEHANDELN · GANG · TEILADRESSE · DIESER POSTEN	den Kennungszustand setzen; den Ringgang lesen; an der Teiladresse; diesen Posten
P912-D0135	cheky	BIOLOGICAL	PROSE	CHK+E+Y	LEARNED_COMPONENT_RECIPE	NO	4	f75r|f81v|f83r	f75r.30|f81v.18|f81v.27|f83r.35	ZUSTAND BEHANDELN · KURZ · DIESER POSTEN	den Stationszustand behandeln; kurz; diesen Posten
P912-D0136	cheky	HERBAL	PROSE	CHK+E+Y	LEARNED_COMPONENT_RECIPE	NO	2	f55v	f55v.12|f55v.6	ZUSTAND BEHANDELN · KURZ · DIESER POSTEN	den Ansatz behandeln; kurz; diesen Posten
P912-D0137	cheo	ZODIAC	RING_TEXT	CHEO	LEARNED_COMPONENT_RECIPE	NO	1	f69v	f69v.2	REGISTER-EINTRAG	den lokalen Eintrag lesen
P912-D0138	cheoar	HERBAL	PROSE	CH+E+O+AR	LEARNED_COMPONENT_RECIPE	NO	1	f55v	f55v.11	ENTNEHMEN/ABLESEN · KURZ · GANG · QUELLSTELLE	den Pflanzenteil entnehmen; kurz; den Verarbeitungsgang ausführen; von der Quellstelle
P912-D0139	cheody	HERBAL	PROSE	CHEO+Y	LEARNED_COMPONENT_RECIPE	NO	1	f55v	f55v.4	REGISTER-EINTRAG · DIESER POSTEN	den Auszug verwenden; diesen Posten
P912-D0140	cheody	PHARMA	PROSE	CHEO+Y	LEARNED_COMPONENT_RECIPE	NO	1	f88r	f88r.9	REGISTER-EINTRAG · DIESER POSTEN	den Auszug verwenden; diesen Posten
P912-D0141	cheody	ZODIAC	RING_TEXT	CHEO+Y	LEARNED_COMPONENT_RECIPE	NO	3	f69v|f70v	f69v.2|f70v1.1	REGISTER-EINTRAG · DIESER POSTEN	den lokalen Eintrag lesen; diesen Posten
P912-D0142	cheojam	PHARMA	PROSE	CHEO+LOCAL_CHAR_J+A_ADDR+AM_ADDR	REGISTER_COMPOSITION_WITH_LOCAL_SIGN	NO	1	f88r	f88r.10	REGISTER-EINTRAG · J-KENNZEICHEN · LOKALE ADRESSE · GEGEN-/INNENFELD	den Auszug verwenden; mit lokalem J-Kennzeichen; an der lokalen Adresse; am Gegen-/Innenfeld
P912-D0143	cheokeeo	ZODIAC	RING_TEXT	CH+E+OK+EE+O	LEARNED_COMPONENT_RECIPE	NO	1	f70v	f70v1.12	ENTNEHMEN/ABLESEN · KURZ · ANSETZEN · LANG · GANG	die Kennung ablesen; kurz; die Ringstelle setzen; länger; den Ringgang lesen
P912-D0144	cheokeo	ZODIAC	RING_TEXT	CH+E+OK+E+O	LEARNED_COMPONENT_RECIPE	NO	1	f70v	f70v1.1	ENTNEHMEN/ABLESEN · KURZ · ANSETZEN · KURZ · GANG	die Kennung ablesen; kurz; die Ringstelle setzen; kurz; den Ringgang lesen
P912-D0145	cheokorchey	ZODIAC	PROSE	CHEO+K+OR+CH+E+Y	NEW_COMPONENT_COMPOSITION	NO	1	f68r1	f68r1.2	REGISTER-EINTRAG · ZUORDNEN/ZUGEBEN · ANSATZ/EINTRAG · ENTNEHMEN/ABLESEN · KURZ · DIESER POSTEN	den lokalen Eintrag lesen; den Wert zuordnen; mit dem lokalen Eintrag; die Kennung ablesen; kurz; diesen Posten
P912-D0146	cheoky	BIOLOGICAL	PROSE	CHEO+K+Y	NEW_COMPONENT_COMPOSITION	NO	1	f82r	f82r.21	REGISTER-EINTRAG · ZUORDNEN/ZUGEBEN · DIESER POSTEN	den Arbeitsinhalt verwenden; den Posten einsetzen; diesen Posten
P912-D0147	cheol	BIOLOGICAL	PROSE	CHEO+L	NEW_COMPONENT_COMPOSITION	NO	7	f81v|f82r|f83r	f81v.6|f82r.30|f82r.31|f82r.33|f83r.32|f83r.48|f83r.53	REGISTER-EINTRAG · LEITEN	den Arbeitsinhalt verwenden; weiterleiten
P912-D0148	cheol	PHARMA	PROSE	CHEO+L	NEW_COMPONENT_COMPOSITION	NO	6	f88r	f88r.10|f88r.19|f88r.28|f88r.29|f88r.30	REGISTER-EINTRAG · LEITEN	den Auszug verwenden; weiterleiten
P912-D0149	cheoltey	ZODIAC	RING_TEXT	CH+E+OL+T+E+Y	LEARNED_COMPONENT_RECIPE	NO	1	f70v	f70v2.21	ENTNEHMEN/ABLESEN · KURZ · FORTSETZEN · BEARBEITEN/MARKIEREN · KURZ · DIESER POSTEN	die Kennung ablesen; kurz; fortsetzen; die Stelle markieren; kurz; diesen Posten
P912-D0150	cheom	PHARMA	PROSE	CHEO+AM_ADDR	NEW_COMPONENT_COMPOSITION	NO	3	f88r	f88r.10|f88r.11|f88r.31	REGISTER-EINTRAG · GEGEN-/INNENFELD	den Auszug verwenden; am Gegen-/Innenfeld
P912-D0151	cheor	BIOLOGICAL	PROSE	CHEO+R	LEARNED_COMPONENT_RECIPE	NO	2	f82r	f82r.22|f82r.33	REGISTER-EINTRAG · MARKIERTER ZUSTAND	den Arbeitsinhalt verwenden; den Zustand markieren
P912-D0152	cheor	PHARMA	PROSE	CHEO+R	LEARNED_COMPONENT_RECIPE	NO	2	f88r	f88r.22|f88r.30	REGISTER-EINTRAG · MARKIERTER ZUSTAND	den Auszug verwenden; den Zustand markieren
P912-D0153	cheor	ZODIAC	PROSE	CHEO+R	LEARNED_COMPONENT_RECIPE	NO	1	f68r1	f68r1.1	REGISTER-EINTRAG · MARKIERTER ZUSTAND	den lokalen Eintrag lesen; den Kennungszustand markieren
P912-D0154	cheor	ZODIAC	RING_TEXT	CHEO+R	LEARNED_COMPONENT_RECIPE	NO	1	f69v	f69v.3	REGISTER-EINTRAG · MARKIERTER ZUSTAND	den lokalen Eintrag lesen; den Kennungszustand markieren
P912-D0155	cheos	PHARMA	PROSE	CHEO+S	NEW_COMPONENT_COMPOSITION	NO	1	f88r	f88r.10	REGISTER-EINTRAG · KONTEXT/PROBE	den Auszug verwenden; und dann
P912-D0156	cheos	ZODIAC	PROSE	CHEO+S	NEW_COMPONENT_COMPOSITION	NO	1	f67r2	f67r2.74	REGISTER-EINTRAG · KONTEXT/PROBE	den lokalen Eintrag lesen; die Sternkennung lesen
P912-D0157	cheotey	PHARMA	PROSE	CHEO+T+E+Y	NEW_COMPONENT_COMPOSITION	NO	1	f88r	f88r.30	REGISTER-EINTRAG · BEARBEITEN/MARKIEREN · KURZ · DIESER POSTEN	den Auszug verwenden; die Zutat bearbeiten; kurz; diesen Posten
P912-D0158	chepol	BIOLOGICAL	PROSE	CH+E+P+OL	NEW_COMPONENT_COMPOSITION	NO	1	f83r	f83r.1	ENTNEHMEN/ABLESEN · KURZ · BEGINNEN/EINSETZEN · FORTSETZEN	den Posten abnehmen; kurz; die Station beginnen; fortsetzen
P912-D0159	ches	BIOLOGICAL	PROSE	CH+E+S	LEARNED_COMPONENT_RECIPE	NO	1	f82r	f82r.26	ENTNEHMEN/ABLESEN · KURZ · KONTEXT/PROBE	den Posten abnehmen; kurz; die Station prüfen
P912-D0160	chetalchs	ZODIAC	RING_TEXT	CH+E+T+AL+CH+S_ADDR	LEARNED_COMPONENT_RECIPE	NO	1	f70v	f70v1.1	ENTNEHMEN/ABLESEN · KURZ · BEARBEITEN/MARKIEREN · ZIELSTELLE · ENTNEHMEN/ABLESEN · S-ADRESSE	die Kennung ablesen; kurz; die Stelle markieren; zur Zielstelle; die Kennung ablesen; an der S-Adresse
P912-D0161	chetchy	PHARMA	PROSE	CH+E+T+CH+Y	NEW_COMPONENT_COMPOSITION	NO	1	f88r	f88r.30	ENTNEHMEN/ABLESEN · KURZ · BEARBEITEN/MARKIEREN · ENTNEHMEN/ABLESEN · DIESER POSTEN	die Zutat entnehmen; kurz; die Zutat bearbeiten; die Zutat entnehmen; diesen Posten
P912-D0162	chetedy	BIOLOGICAL	PROSE	CH+E+T+E+D_ADDR+Y	NEW_COMPONENT_COMPOSITION	NO	1	f81v	f81v.12	ENTNEHMEN/ABLESEN · KURZ · BEARBEITEN/MARKIEREN · KURZ · TEILADRESSE · DIESER POSTEN	den Posten abnehmen; kurz; den Abschnitt bedienen; kurz; an der Teiladresse; diesen Posten
P912-D0163	cheteeser	ZODIAC	RING_TEXT	CH+E+T+EE+S_ADDR+E+R	LEARNED_COMPONENT_RECIPE	NO	1	f69v	f69v.3	ENTNEHMEN/ABLESEN · KURZ · BEARBEITEN/MARKIEREN · LANG · S-ADRESSE · KURZ · MARKIERTER ZUSTAND	die Kennung ablesen; kurz; die Stelle markieren; länger; an der S-Adresse; kurz; den Kennungszustand markieren
P912-D0164	chetody	ZODIAC	RING_TEXT	CH+E+T+O+D_ADDR+Y	NEW_COMPONENT_COMPOSITION	NO	1	f69v	f69v.1	ENTNEHMEN/ABLESEN · KURZ · BEARBEITEN/MARKIEREN · GANG · TEILADRESSE · DIESER POSTEN	die Kennung ablesen; kurz; die Stelle markieren; den Ringgang lesen; an der Teiladresse; diesen Posten
P912-D0165	chety	BIOLOGICAL	PROSE	T+Y	LEARNED_COMPONENT_RECIPE	NO	1	f83r	f83r.24	BEARBEITEN/MARKIEREN · DIESER POSTEN	den Abschnitt bedienen; diesen Posten
P912-D0166	chey	BIOLOGICAL	PROSE	Y	LEARNED_COMPONENT_RECIPE	NO	19	f75r|f81v|f82r|f83r	f75r.20|f75r.21|f75r.31|f75r.5|f75r.8|f81v.18|f81v.25|f82r.14|f82r.16|f82r.21|f82r.23|f82r.28|f82r.32|f82r.33|f83r.15|f83r.3|f83r.38|f83r.54	DIESER POSTEN	diesen Posten
P912-D0167	chey	HERBAL	PROSE	Y	LEARNED_COMPONENT_RECIPE	NO	4	f55v|f56r	f55v.9|f56r.10|f56r.16|f56r.3	DIESER POSTEN	diesen Posten
P912-D0168	chey	PHARMA	PROSE	Y	LEARNED_COMPONENT_RECIPE	NO	2	f88r	f88r.28|f88r.29	DIESER POSTEN	diesen Posten
P912-D0169	chey	ZODIAC	RING_TEXT	Y	LEARNED_COMPONENT_RECIPE	NO	4	f69v	f69v.1|f69v.2|f69v.3	DIESER POSTEN	diesen Posten
P912-D0170	cheyky	ZODIAC	RING_TEXT	CH+E+Y+K+Y	NEW_COMPONENT_COMPOSITION	NO	1	f69v	f69v.1	ENTNEHMEN/ABLESEN · KURZ · DIESER POSTEN · ZUORDNEN/ZUGEBEN · DIESER POSTEN	die Kennung ablesen; kurz; diesen Posten; den Wert zuordnen; diesen Posten
P912-D0171	chkain	BIOLOGICAL	PROSE	CHK+AIN	NEW_COMPONENT_COMPOSITION	NO	1	f83r	f83r.11	ZUSTAND BEHANDELN · PORTION	den Stationszustand behandeln; eine Portion
P912-D0172	chkal	BIOLOGICAL	PROSE	CHK+AL	LEARNED_COMPONENT_RECIPE	NO	1	f75r	f75r.29	ZUSTAND BEHANDELN · ZIELSTELLE	den Stationszustand behandeln; zur Zielstelle
P912-D0173	chkar	BIOLOGICAL	PROSE	CHK+AR	LEARNED_COMPONENT_RECIPE	NO	1	f75r	f75r.43	ZUSTAND BEHANDELN · QUELLSTELLE	den Stationszustand behandeln; von der Quellstelle
P912-D0174	chkchdar	ZODIAC	LABEL	CHK+CHD+AR	OWNER_BOUND_COMPOUND_LABEL	YES	1	f67r2	f67r2.8	ZUSTAND BEHANDELN · UMSETZEN · QUELLSTELLE	sichtbaren Besitzer als Namen/Klasse lesen; Komponenten nur als Klassifikator-Hypothese
P912-D0175	chkchykoly	ZODIAC	PROSE	CHK+CH+Y+K+OL+Y	NEW_COMPONENT_COMPOSITION	NO	1	f68r1	f68r1.7	ZUSTAND BEHANDELN · ENTNEHMEN/ABLESEN · DIESER POSTEN · ZUORDNEN/ZUGEBEN · FORTSETZEN · DIESER POSTEN	den Kennungszustand setzen; die Kennung ablesen; diesen Posten; den Wert zuordnen; fortsetzen; diesen Posten
P912-D0176	chkedy	BIOLOGICAL	PROSE	CHK+E+D_ADDR+Y	NEW_COMPONENT_COMPOSITION	NO	2	f82r|f83r	f82r.9|f83r.4	ZUSTAND BEHANDELN · KURZ · TEILADRESSE · DIESER POSTEN	den Stationszustand behandeln; kurz; an der Teiladresse; diesen Posten
P912-D0177	chkeedy	BIOLOGICAL	PROSE	CHK+EE+DY	LEARNED_COMPONENT_RECIPE	NO	1	f83r	f83r.3	ZUSTAND BEHANDELN · LANG · SCHLUSS	den Stationszustand behandeln; länger; den Schritt schließen
P912-D0178	chkeey	BIOLOGICAL	PROSE	CHK+EE+Y	LEARNED_COMPONENT_RECIPE	NO	1	f82r	f82r.4	ZUSTAND BEHANDELN · LANG · DIESER POSTEN	den Stationszustand behandeln; länger; diesen Posten
P912-D0179	chkor	HERBAL	PROSE	CHK+OR	NEW_COMPONENT_COMPOSITION	NO	1	f56r	f56r.4	ZUSTAND BEHANDELN · ANSATZ/EINTRAG	den Ansatz behandeln; mit dem Pflanzenansatz
P912-D0180	chky	BIOLOGICAL	PROSE	CHK+Y	NEW_COMPONENT_COMPOSITION	NO	1	f83r	f83r.10	ZUSTAND BEHANDELN · DIESER POSTEN	den Stationszustand behandeln; diesen Posten
P912-D0181	chky	ZODIAC	LABEL	CHK+Y	OWNER_BOUND_COMPOUND_LABEL	YES	1	f67r2	f67r2.11	ZUSTAND BEHANDELN · DIESER POSTEN	sichtbaren Besitzer als Namen/Klasse lesen; Komponenten nur als Klassifikator-Hypothese
P912-D0182	chldaiin	BIOLOGICAL	PROSE	L+AIIN	LEARNED_COMPONENT_RECIPE	NO	1	f83r	f83r.16	LEITEN · SOLL-MASS	weiterleiten; nach Sollmaß
P912-D0183	cho	HERBAL	PROSE	HO	LEARNED_COMPONENT_RECIPE	NO	3	f55v|f56r	f55v.8|f56r.12|f56r.5	OBJEKTTEIL	den Objektteil nehmen
P912-D0184	cho	ZODIAC	LABEL	HO	OWNER_BOUND_COMPOUND_LABEL	YES	1	f67r2	f67r2.58	OBJEKTTEIL	sichtbaren Besitzer als Namen/Klasse lesen; Komponenten nur als Klassifikator-Hypothese
P912-D0185	cho	ZODIAC	RING_TEXT	HO	LEARNED_COMPONENT_RECIPE	NO	2	f69v|f70v	f69v.3|f70v2.1	OBJEKTTEIL	den Figurenteil verwenden
P912-D0186	choaiin	ZODIAC	RING_TEXT	CH+O+AIIN	NEW_COMPONENT_COMPOSITION	NO	1	f69v	f69v.1	ENTNEHMEN/ABLESEN · GANG · SOLL-MASS	die Kennung ablesen; den Ringgang lesen; nach Sollmaß
P912-D0187	chocfhy	ZODIAC	LABEL	CH+O+CFH+Y	OWNER_BOUND_COMPOUND_LABEL	YES	1	f68r1	f68r1.12	ENTNEHMEN/ABLESEN · GANG · TRENNEN/PRESSEN · DIESER POSTEN	sichtbaren Besitzer als Namen/Klasse lesen; Komponenten nur als Klassifikator-Hypothese
P912-D0188	chocfhy	ZODIAC	PROSE	CH+O+CFH+Y	NEW_COMPONENT_COMPOSITION	NO	1	f67r2	f67r2.20	ENTNEHMEN/ABLESEN · GANG · TRENNEN/PRESSEN · DIESER POSTEN	die Kennung ablesen; den Ringgang lesen; die Trennkennung lesen; diesen Posten
P912-D0189	chochor	HERBAL	PROSE	HO+CH+OR	LEARNED_COMPONENT_RECIPE	NO	1	f56r	f56r.5	OBJEKTTEIL · ENTNEHMEN/ABLESEN · ANSATZ/EINTRAG	den Objektteil nehmen; den Pflanzenteil entnehmen; mit dem Pflanzenansatz
P912-D0190	choctheeey	ZODIAC	PROSE	CH+O+CTH+EEE+Y	NEW_COMPONENT_COMPOSITION	NO	1	f68r1	f68r1.1	ENTNEHMEN/ABLESEN · GANG · STATUS · VOLL · DIESER POSTEN	die Kennung ablesen; den Ringgang lesen; den Stellenstatus prüfen; vollständig; diesen Posten
P912-D0191	chocthy	HERBAL	PROSE	CH+O+CTH+Y	NEW_COMPONENT_COMPOSITION	NO	1	f10r	f10r.3	ENTNEHMEN/ABLESEN · GANG · STATUS · DIESER POSTEN	den Pflanzenteil entnehmen; den Verarbeitungsgang ausführen; den Zubereitungsstatus prüfen; diesen Posten
P912-D0192	chod	ZODIAC	PROSE	CH+O+D_ADDR	NEW_COMPONENT_COMPOSITION	NO	1	f68r1	f68r1.2	ENTNEHMEN/ABLESEN · GANG · TEILADRESSE	die Kennung ablesen; den Ringgang lesen; an der Teiladresse
P912-D0193	chodaiin	HERBAL	PROSE	CH+O+D_ADDR+AIIN	NEW_COMPONENT_COMPOSITION	NO	1	f10r	f10r.9	ENTNEHMEN/ABLESEN · GANG · TEILADRESSE · SOLL-MASS	den Pflanzenteil entnehmen; den Verarbeitungsgang ausführen; an der Teiladresse; nach Sollmaß
P912-D0194	chodaly	HERBAL	PROSE	HO+AL+Y	LEARNED_COMPONENT_RECIPE	NO	1	f56r	f56r.5	OBJEKTTEIL · ZIELSTELLE · DIESER POSTEN	den Objektteil nehmen; zur Zielstelle; diesen Posten
P912-D0195	chodl	HERBAL	PROSE	CH+O+D_ADDR+L	NEW_COMPONENT_COMPOSITION	NO	1	f11r	f11r.5	ENTNEHMEN/ABLESEN · GANG · TEILADRESSE · LEITEN	den Pflanzenteil entnehmen; den Verarbeitungsgang ausführen; an der Teiladresse; weiterleiten
P912-D0196	chody	HERBAL	PROSE	CH+O+D_ADDR+Y	NEW_COMPONENT_COMPOSITION	NO	2	f11r|f56r	f11r.6|f56r.16	ENTNEHMEN/ABLESEN · GANG · TEILADRESSE · DIESER POSTEN	den Pflanzenteil entnehmen; den Verarbeitungsgang ausführen; an der Teiladresse; diesen Posten
P912-D0197	chody	PHARMA	PROSE	CH+O+D_ADDR+Y	NEW_COMPONENT_COMPOSITION	NO	1	f88r	f88r.29	ENTNEHMEN/ABLESEN · GANG · TEILADRESSE · DIESER POSTEN	die Zutat entnehmen; den Zubereitungsgang ausführen; an der Teiladresse; diesen Posten
P912-D0198	choeea	ZODIAC	PROSE	CH+O+EE+A_ADDR	NEW_COMPONENT_COMPOSITION	NO	1	f67r2	f67r2.50	ENTNEHMEN/ABLESEN · GANG · LANG · LOKALE ADRESSE	die Kennung ablesen; den Ringgang lesen; länger; an der lokalen Adresse
P912-D0199	choer	ZODIAC	PROSE	CH+O+E+R	NEW_COMPONENT_COMPOSITION	NO	1	f67r2	f67r2.49	ENTNEHMEN/ABLESEN · GANG · KURZ · MARKIERTER ZUSTAND	die Kennung ablesen; den Ringgang lesen; kurz; den Kennungszustand markieren
P912-D0200	choeteedy	ZODIAC	RING_TEXT	HO+E+T+EE+DY	LEARNED_COMPONENT_RECIPE	NO	1	f70v	f70v2.1	OBJEKTTEIL · KURZ · BEARBEITEN/MARKIEREN · LANG · SCHLUSS	den Figurenteil verwenden; kurz; die Stelle markieren; länger; den Schritt schließen
P912-D0201	chok	HERBAL	PROSE	OK	NEW_COMPONENT_COMPOSITION	NO	1	f56r	f56r.10	ANSETZEN	die Zubereitung ansetzen
P912-D0202	chokain	ZODIAC	RING_TEXT	OK+AIN	LEARNED_COMPONENT_RECIPE	NO	1	f70v	f70v2.1	ANSETZEN · PORTION	die Ringstelle setzen; eine Portion
P912-D0203	chokal	ZODIAC	PROSE	OK+AL	NEW_COMPONENT_COMPOSITION	NO	1	f68r1	f68r1.3	ANSETZEN · ZIELSTELLE	die Ringstelle setzen; zur Zielstelle
P912-D0204	chokcheo	HERBAL	PROSE	OK+CHEO	NEW_COMPONENT_COMPOSITION	NO	1	f56r	f56r.13	ANSETZEN · REGISTER-EINTRAG	die Zubereitung ansetzen; den Auszug verwenden
P912-D0205	chokchey	HERBAL	PROSE	OK+CH+E+Y	NEW_COMPONENT_COMPOSITION	NO	1	f56r	f56r.2	ANSETZEN · ENTNEHMEN/ABLESEN · KURZ · DIESER POSTEN	die Zubereitung ansetzen; den Pflanzenteil entnehmen; kurz; diesen Posten
P912-D0206	chokchol	HERBAL	PROSE	OK+OL	NEW_COMPONENT_COMPOSITION	NO	1	f56r	f56r.3	ANSETZEN · FORTSETZEN	die Zubereitung ansetzen; fortsetzen
P912-D0207	chokchy	HERBAL	PROSE	OK+CH+Y	NEW_COMPONENT_COMPOSITION	NO	1	f56r	f56r.18	ANSETZEN · ENTNEHMEN/ABLESEN · DIESER POSTEN	die Zubereitung ansetzen; den Pflanzenteil entnehmen; diesen Posten
P912-D0208	chokear	ZODIAC	RING_TEXT	OK+E+AR	LEARNED_COMPONENT_RECIPE	NO	1	f70v	f70v2.1	ANSETZEN · KURZ · QUELLSTELLE	die Ringstelle setzen; kurz; von der Quellstelle
P912-D0209	chokeey	HERBAL	PROSE	OK+EE+Y	NEW_COMPONENT_COMPOSITION	NO	2	f56r	f56r.17|f56r.3	ANSETZEN · LANG · DIESER POSTEN	die Zubereitung ansetzen; länger; diesen Posten
P912-D0210	chokol	PHARMA	PROSE	OK+OL	NEW_COMPONENT_COMPOSITION	NO	1	f88r	f88r.19	ANSETZEN · FORTSETZEN	den Ansatz beginnen; fortsetzen
P912-D0211	chokor	HERBAL	PROSE	OK+OR	NEW_COMPONENT_COMPOSITION	NO	2	f56r	f56r.11|f56r.4	ANSETZEN · ANSATZ/EINTRAG	die Zubereitung ansetzen; mit dem Pflanzenansatz
P912-D0212	choksy	HERBAL	PROSE	OK+S+Y	NEW_COMPONENT_COMPOSITION	NO	1	f56r	f56r.3	ANSETZEN · KONTEXT/PROBE · DIESER POSTEN	die Zubereitung ansetzen; prüfen oder weitergehen; diesen Posten
P912-D0213	choky	HERBAL	PROSE	OK+Y	LEARNED_COMPONENT_RECIPE	NO	2	f56r	f56r.7|f56r.8	ANSETZEN · DIESER POSTEN	die Zubereitung ansetzen; diesen Posten
P912-D0214	choky	ZODIAC	RING_TEXT	OK+Y	LEARNED_COMPONENT_RECIPE	NO	1	f69v	f69v.2	ANSETZEN · DIESER POSTEN	die Ringstelle setzen; diesen Posten
P912-D0215	chol	HERBAL	PROSE	OL	LEARNED_COMPONENT_RECIPE	NO	11	f10r|f11r|f13r|f56r	f10r.3|f10r.5|f10r.8|f11r.3|f13r.2|f13r.7|f13r.9|f56r.14|f56r.15|f56r.2	FORTSETZEN	fortsetzen
P912-D0216	chol	PHARMA	PROSE	OL	LEARNED_COMPONENT_RECIPE	NO	6	f88r	f88r.22|f88r.27|f88r.28|f88r.29|f88r.31	FORTSETZEN	fortsetzen
P912-D0217	chol	ZODIAC	PROSE	OL	LEARNED_COMPONENT_RECIPE	NO	1	f67r2	f67r2.35	FORTSETZEN	fortsetzen
P912-D0218	chol	ZODIAC	RING_TEXT	OL	LEARNED_COMPONENT_RECIPE	NO	4	f69v|f70v	f69v.1|f69v.2|f70v2.1	FORTSETZEN	fortsetzen
P912-D0219	cholaiin	ZODIAC	RING_TEXT	OL+AIIN	LEARNED_COMPONENT_RECIPE	NO	1	f70v	f70v2.1	FORTSETZEN · SOLL-MASS	fortsetzen; nach Sollmaß
