unified_order	section	page	unit_id	source_id	visible_surface	atomic_or_local_value_de	page_job	complete_workshop_expansion_de
143	PROSE	f81v	B1	E143	lshedy	Waschgang; Schluss	J1	Mit Grundauszug chargenweise bemessen temperieren mischen baden und nachspuelen: mit dem eingesetzten Posten am selben Besitzer weiter: Waschgang — kurz einwirken — Waschgang; Schluss.
144	PROSE	f81v	B1	E144	lshedy	Waschgang; Schluss	J1	Mit Grundauszug chargenweise bemessen temperieren mischen baden und nachspuelen: Neuer Schritt: Waschgang; Schluss.
145	PROSE	f81v	B1	E145	chedy	überführen	J1	Mit Grundauszug chargenweise bemessen temperieren mischen baden und nachspuelen: Neuer Schritt: überführen — Weitergang — Zielabführung — weiter — Folgequelle.
146	PROSE	f81v	B1	E146	qolky	Weitergang	J1	Mit Grundauszug chargenweise bemessen temperieren mischen baden und nachspuelen: Neuer Schritt: überführen — Weitergang — Zielabführung — weiter — Folgequelle.
147	PROSE	f81v	B1	E147	lchedal	Zielabführung	J1	Mit Grundauszug chargenweise bemessen temperieren mischen baden und nachspuelen: Neuer Schritt: überführen — Weitergang — Zielabführung — weiter — Folgequelle.
148	PROSE	f81v	B1	E148	qol	weiter	J1	Mit Grundauszug chargenweise bemessen temperieren mischen baden und nachspuelen: Neuer Schritt: überführen — Weitergang — Zielabführung — weiter — Folgequelle.
149	PROSE	f81v	B1	E149	otar	Folgequelle	J1	Mit Grundauszug chargenweise bemessen temperieren mischen baden und nachspuelen: Neuer Schritt: überführen — Weitergang — Zielabführung — weiter — Folgequelle.
150	PROSE	f81v	B1	E150	ytey	Kurzteil	J1	Mit Grundauszug chargenweise bemessen temperieren mischen baden und nachspuelen: von der eben gesetzten Quelle weiter: Kurzteil — einführen; Schluss.
151	PROSE	f81v	B1	E151	okchedy	einführen; Schluss	J1	Mit Grundauszug chargenweise bemessen temperieren mischen baden und nachspuelen: von der eben gesetzten Quelle weiter: Kurzteil — einführen; Schluss.
152	PROSE	f81v	B1	E152	qokal	dorthin einsetzen	J1	Mit Grundauszug chargenweise bemessen temperieren mischen baden und nachspuelen: Neuer Schritt: dorthin einsetzen — lange einwirken — weiter — kurz absetzen; Schluss.
153	PROSE	f81v	B1	E153	okeey	lange einwirken	J1	Mit Grundauszug chargenweise bemessen temperieren mischen baden und nachspuelen: Neuer Schritt: dorthin einsetzen — lange einwirken — weiter — kurz absetzen; Schluss.
154	PROSE	f81v	B1	E154	qol	weiter	J1	Mit Grundauszug chargenweise bemessen temperieren mischen baden und nachspuelen: Neuer Schritt: dorthin einsetzen — lange einwirken — weiter — kurz absetzen; Schluss.
155	PROSE	f81v	B1	E155	cheedy	kurz absetzen; Schluss	J1	Mit Grundauszug chargenweise bemessen temperieren mischen baden und nachspuelen: Neuer Schritt: dorthin einsetzen — lange einwirken — weiter — kurz absetzen; Schluss.
156	PROSE	f81v	B1	E156	sal	dorthin	J1	Mit Grundauszug chargenweise bemessen temperieren mischen baden und nachspuelen: Neuer Schritt: dorthin — Kurzfortsetzung — Transfer; Schluss.
157	PROSE	f81v	B1	E157	teol	Kurzfortsetzung	J1	Mit Grundauszug chargenweise bemessen temperieren mischen baden und nachspuelen: Neuer Schritt: dorthin — Kurzfortsetzung — Transfer; Schluss.
158	PROSE	f81v	B1	E158	dchdy	Transfer; Schluss	J1	Mit Grundauszug chargenweise bemessen temperieren mischen baden und nachspuelen: Neuer Schritt: dorthin — Kurzfortsetzung — Transfer; Schluss.
159	PROSE	f81v	B1	E159	ly	Abführposten	J1	Mit Grundauszug chargenweise bemessen temperieren mischen baden und nachspuelen: Neuer Schritt: Abführposten — Kurzhalt — Arbeitsstufe — lange sammeln; Schluss.
160	PROSE	f81v	B1	E160	dsheol	Kurzhalt	J1	Mit Grundauszug chargenweise bemessen temperieren mischen baden und nachspuelen: Neuer Schritt: Abführposten — Kurzhalt — Arbeitsstufe — lange sammeln; Schluss.
161	PROSE	f81v	B1	E161	oiiin	Arbeitsstufe	J1	Mit Grundauszug chargenweise bemessen temperieren mischen baden und nachspuelen: Neuer Schritt: Abführposten — Kurzhalt — Arbeitsstufe — lange sammeln; Schluss.
162	PROSE	f81v	B1	E162	olkeedy	lange sammeln; Schluss	J1	Mit Grundauszug chargenweise bemessen temperieren mischen baden und nachspuelen: Neuer Schritt: Abführposten — Kurzhalt — Arbeitsstufe — lange sammeln; Schluss.
163	PROSE	f81v	B1	E163	tedy	kurz absetzen; Schluss	J1	Mit Grundauszug chargenweise bemessen temperieren mischen baden und nachspuelen: Neuer Schritt: kurz absetzen; Schluss.
164	PROSE	f81v	B1	E164	cheky	kurz wärmen	J1	Mit Grundauszug chargenweise bemessen temperieren mischen baden und nachspuelen: Neuer Schritt: kurz wärmen — durchlassen; Schluss.
165	PROSE	f81v	B1	E165	shckhedy	durchlassen; Schluss	J1	Mit Grundauszug chargenweise bemessen temperieren mischen baden und nachspuelen: Neuer Schritt: kurz wärmen — durchlassen; Schluss.
166	PROSE	f81v	B1	E166	chal	dorthin	J1	Mit Grundauszug chargenweise bemessen temperieren mischen baden und nachspuelen: Neuer Schritt: dorthin.
167	PROSE	f82r	B2	E167	dchedy	überführen; Schluss	J2	Mit Klarauszug durch obere Stationen zum Teilbad und zu den Randwaschungen fuehren: Besitzer »obere Paarbecken-/Zylinderstation«: überführen; Schluss.
168	PROSE	f82r	B2	E168	qolchedy	weiterführen; Schluss	J2	Mit Klarauszug durch obere Stationen zum Teilbad und zu den Randwaschungen fuehren: Neuer Schritt: weiterführen; Schluss.
169	PROSE	f82r	B2	E169	qokain	Anteil zugeben	J2	Mit Klarauszug durch obere Stationen zum Teilbad und zu den Randwaschungen fuehren: Neuer Schritt: Anteil zugeben — dies — lange einwirken; Schluss.
170	PROSE	f82r	B2	E170	dy	dies	J2	Mit Klarauszug durch obere Stationen zum Teilbad und zu den Randwaschungen fuehren: Neuer Schritt: Anteil zugeben — dies — lange einwirken; Schluss.
171	PROSE	f82r	B2	E171	qokeedy	lange einwirken; Schluss	J2	Mit Klarauszug durch obere Stationen zum Teilbad und zu den Randwaschungen fuehren: Neuer Schritt: Anteil zugeben — dies — lange einwirken; Schluss.
172	PROSE	f82r	B2	E172	qokal	dorthin einsetzen	J2	Mit Klarauszug durch obere Stationen zum Teilbad und zu den Randwaschungen fuehren: Neuer Schritt: dorthin einsetzen — Abführpassage — Abführung — lange einwirken — Trennabzug; Schluss.
173	PROSE	f82r	B2	E173	lcheckhy	Abführpassage	J2	Mit Klarauszug durch obere Stationen zum Teilbad und zu den Randwaschungen fuehren: Neuer Schritt: dorthin einsetzen — Abführpassage — Abführung — lange einwirken — Trennabzug; Schluss.
174	PROSE	f82r	B2	E174	lched	Abführung	J2	Mit Klarauszug durch obere Stationen zum Teilbad und zu den Randwaschungen fuehren: Neuer Schritt: dorthin einsetzen — Abführpassage — Abführung — lange einwirken — Trennabzug; Schluss.
175	PROSE	f82r	B2	E175	qokeey	lange einwirken	J2	Mit Klarauszug durch obere Stationen zum Teilbad und zu den Randwaschungen fuehren: Neuer Schritt: dorthin einsetzen — Abführpassage — Abführung — lange einwirken — Trennabzug; Schluss.
176	PROSE	f82r	B2	E176	lcheckhedy	Trennabzug; Schluss	J2	Mit Klarauszug durch obere Stationen zum Teilbad und zu den Randwaschungen fuehren: Neuer Schritt: dorthin einsetzen — Abführpassage — Abführung — lange einwirken — Trennabzug; Schluss.
177	PROSE	f82r	B2	E177	qokaly	Zieleinsatz	J2	Mit Klarauszug durch obere Stationen zum Teilbad und zu den Randwaschungen fuehren: Neuer Schritt: Zieleinsatz — Sollsammlung — durchleiten — bemessen — bemessen — Fortsetzung vorbereiten — Langwärmen — abziehen; Schluss.
178	PROSE	f82r	B2	E178	solkaiin	Sollsammlung	J2	Mit Klarauszug durch obere Stationen zum Teilbad und zu den Randwaschungen fuehren: Neuer Schritt: Zieleinsatz — Sollsammlung — durchleiten — bemessen — bemessen — Fortsetzung vorbereiten — Langwärmen — abziehen; Schluss.
179	PROSE	f82r	B2	E179	chckhy	durchleiten	J2	Mit Klarauszug durch obere Stationen zum Teilbad und zu den Randwaschungen fuehren: Neuer Schritt: Zieleinsatz — Sollsammlung — durchleiten — bemessen — bemessen — Fortsetzung vorbereiten — Langwärmen — abziehen; Schluss.
180	PROSE	f82r	B2	E180	qokaiin	bemessen	J2	Mit Klarauszug durch obere Stationen zum Teilbad und zu den Randwaschungen fuehren: Neuer Schritt: Zieleinsatz — Sollsammlung — durchleiten — bemessen — bemessen — Fortsetzung vorbereiten — Langwärmen — abziehen; Schluss.
181	PROSE	f82r	B2	E181	qokaiin	bemessen	J2	Mit Klarauszug durch obere Stationen zum Teilbad und zu den Randwaschungen fuehren: Neuer Schritt: Zieleinsatz — Sollsammlung — durchleiten — bemessen — bemessen — Fortsetzung vorbereiten — Langwärmen — abziehen; Schluss.
182	PROSE	f82r	B2	E182	octheol	Fortsetzung vorbereiten	J2	Mit Klarauszug durch obere Stationen zum Teilbad und zu den Randwaschungen fuehren: Neuer Schritt: Zieleinsatz — Sollsammlung — durchleiten — bemessen — bemessen — Fortsetzung vorbereiten — Langwärmen — abziehen; Schluss.
183	PROSE	f82r	B2	E183	chkeey	Langwärmen	J2	Mit Klarauszug durch obere Stationen zum Teilbad und zu den Randwaschungen fuehren: Neuer Schritt: Zieleinsatz — Sollsammlung — durchleiten — bemessen — bemessen — Fortsetzung vorbereiten — Langwärmen — abziehen; Schluss.
184	PROSE	f82r	B2	E184	ldy	abziehen; Schluss	J2	Mit Klarauszug durch obere Stationen zum Teilbad und zu den Randwaschungen fuehren: Neuer Schritt: Zieleinsatz — Sollsammlung — durchleiten — bemessen — bemessen — Fortsetzung vorbereiten — Langwärmen — abziehen; Schluss.
185	PROSE	f82r	B2	E185	oteey	Langfolge	J2	Mit Klarauszug durch obere Stationen zum Teilbad und zu den Randwaschungen fuehren: Neuer Schritt: Langfolge — dorthin einsetzen — Kurzpassage — einsetzen.
186	PROSE	f82r	B2	E186	qokal	dorthin einsetzen	J2	Mit Klarauszug durch obere Stationen zum Teilbad und zu den Randwaschungen fuehren: Neuer Schritt: Langfolge — dorthin einsetzen — Kurzpassage — einsetzen.
187	PROSE	f82r	B2	E187	sheckhy	Kurzpassage	J2	Mit Klarauszug durch obere Stationen zum Teilbad und zu den Randwaschungen fuehren: Neuer Schritt: Langfolge — dorthin einsetzen — Kurzpassage — einsetzen.
188	PROSE	f82r	B2	E188	qoky	einsetzen	J2	Mit Klarauszug durch obere Stationen zum Teilbad und zu den Randwaschungen fuehren: Neuer Schritt: Langfolge — dorthin einsetzen — Kurzpassage — einsetzen.
189	PROSE	f82r	B2	E189	dshedy	Kurzabsetzen; Schluss	J2	Mit Klarauszug durch obere Stationen zum Teilbad und zu den Randwaschungen fuehren: Neuer Besitzer »mittlere linke Geräte-/Inline-Knotenstation«: Kurzabsetzen; Schluss.
190	PROSE	f82r	B2	E190	sotaiin	Folgemaß	J2	Mit Klarauszug durch obere Stationen zum Teilbad und zu den Randwaschungen fuehren: Neuer Schritt: Folgemaß — Quelleinsatz — kurz absetzen; Schluss.
191	PROSE	f82r	B2	E191	qokar	Quelleinsatz	J2	Mit Klarauszug durch obere Stationen zum Teilbad und zu den Randwaschungen fuehren: Neuer Schritt: Folgemaß — Quelleinsatz — kurz absetzen; Schluss.
192	PROSE	f82r	B2	E192	shedy	kurz absetzen; Schluss	J2	Mit Klarauszug durch obere Stationen zum Teilbad und zu den Randwaschungen fuehren: Neuer Schritt: Folgemaß — Quelleinsatz — kurz absetzen; Schluss.
193	PROSE	f82r	B2	E193	solshedy	Folgeabsetzen; Schluss	J2	Mit Klarauszug durch obere Stationen zum Teilbad und zu den Randwaschungen fuehren: Neuer Schritt: Folgeabsetzen; Schluss.
194	PROSE	f82r	B2	E194	qokeey	lange einwirken	J2	Mit Klarauszug durch obere Stationen zum Teilbad und zu den Randwaschungen fuehren: Neuer Schritt: lange einwirken — einsetzen — Auslass — Klarauszug.
195	PROSE	f82r	B2	E195	qoky	einsetzen	J2	Mit Klarauszug durch obere Stationen zum Teilbad und zu den Randwaschungen fuehren: Neuer Schritt: lange einwirken — einsetzen — Auslass — Klarauszug.
196	PROSE	f82r	B2	E196	ls	Auslass	J2	Mit Klarauszug durch obere Stationen zum Teilbad und zu den Randwaschungen fuehren: Neuer Schritt: lange einwirken — einsetzen — Auslass — Klarauszug.
197	PROSE	f82r	B2	E197	cheey	Klarauszug	J2	Mit Klarauszug durch obere Stationen zum Teilbad und zu den Randwaschungen fuehren: Neuer Schritt: lange einwirken — einsetzen — Auslass — Klarauszug.
198	PROSE	f82r	B2	E198	okain	Anteil zugeben	J2	Mit Klarauszug durch obere Stationen zum Teilbad und zu den Randwaschungen fuehren: Neuer Besitzer »ungelöste mittlere rechte Linie-/Liegepodeststation«: Anteil zugeben — davon — Anteil zugeben — lange einwirken; Schluss.
199	PROSE	f82r	B2	E199	char	davon	J2	Mit Klarauszug durch obere Stationen zum Teilbad und zu den Randwaschungen fuehren: Neuer Besitzer »ungelöste mittlere rechte Linie-/Liegepodeststation«: Anteil zugeben — davon — Anteil zugeben — lange einwirken; Schluss.
200	PROSE	f82r	B2	E200	okain	Anteil zugeben	J2	Mit Klarauszug durch obere Stationen zum Teilbad und zu den Randwaschungen fuehren: Neuer Besitzer »ungelöste mittlere rechte Linie-/Liegepodeststation«: Anteil zugeben — davon — Anteil zugeben — lange einwirken; Schluss.
201	PROSE	f82r	B2	E201	qokeedy	lange einwirken; Schluss	J2	Mit Klarauszug durch obere Stationen zum Teilbad und zu den Randwaschungen fuehren: Neuer Besitzer »ungelöste mittlere rechte Linie-/Liegepodeststation«: Anteil zugeben — davon — Anteil zugeben — lange einwirken; Schluss.
202	PROSE	f82r	B2	E202	lchy	Abführgut	J2	Mit Klarauszug durch obere Stationen zum Teilbad und zu den Randwaschungen fuehren: Neuer Schritt: Abführgut — Klarauszug — kurz vorbereiten — lange einwirken — Klarabzug — Sollmaß — dies — Volleinsatz; Schluss.
203	PROSE	f82r	B2	E203	cheey	Klarauszug	J2	Mit Klarauszug durch obere Stationen zum Teilbad und zu den Randwaschungen fuehren: Neuer Schritt: Abführgut — Klarauszug — kurz vorbereiten — lange einwirken — Klarabzug — Sollmaß — dies — Volleinsatz; Schluss.
204	PROSE	f82r	B2	E204	qcthey	kurz vorbereiten	J2	Mit Klarauszug durch obere Stationen zum Teilbad und zu den Randwaschungen fuehren: Neuer Schritt: Abführgut — Klarauszug — kurz vorbereiten — lange einwirken — Klarabzug — Sollmaß — dies — Volleinsatz; Schluss.
205	PROSE	f82r	B2	E205	qokeey	lange einwirken	J2	Mit Klarauszug durch obere Stationen zum Teilbad und zu den Randwaschungen fuehren: Neuer Schritt: Abführgut — Klarauszug — kurz vorbereiten — lange einwirken — Klarabzug — Sollmaß — dies — Volleinsatz; Schluss.
206	PROSE	f82r	B2	E206	lcheey	Klarabzug	J2	Mit Klarauszug durch obere Stationen zum Teilbad und zu den Randwaschungen fuehren: Neuer Schritt: Abführgut — Klarauszug — kurz vorbereiten — lange einwirken — Klarabzug — Sollmaß — dies — Volleinsatz; Schluss.
207	PROSE	f82r	B2	E207	daiin	Sollmaß	J2	Mit Klarauszug durch obere Stationen zum Teilbad und zu den Randwaschungen fuehren: Neuer Schritt: Abführgut — Klarauszug — kurz vorbereiten — lange einwirken — Klarabzug — Sollmaß — dies — Volleinsatz; Schluss.
208	PROSE	f82r	B2	E208	chey	dies	J2	Mit Klarauszug durch obere Stationen zum Teilbad und zu den Randwaschungen fuehren: Neuer Schritt: Abführgut — Klarauszug — kurz vorbereiten — lange einwirken — Klarabzug — Sollmaß — dies — Volleinsatz; Schluss.
209	PROSE	f82r	B2	E209	qokeeedy	Volleinsatz; Schluss	J2	Mit Klarauszug durch obere Stationen zum Teilbad und zu den Randwaschungen fuehren: Neuer Schritt: Abführgut — Klarauszug — kurz vorbereiten — lange einwirken — Klarabzug — Sollmaß — dies — Volleinsatz; Schluss.
210	PROSE	f82r	B2	E210	lchedy	abführen; Schluss	J2	Mit Klarauszug durch obere Stationen zum Teilbad und zu den Randwaschungen fuehren: Neuer Schritt: abführen; Schluss.
211	PROSE	f82r	B2	E211	lar	Quellabzug	J2	Mit Klarauszug durch obere Stationen zum Teilbad und zu den Randwaschungen fuehren: Neuer Schritt: Quellabzug.
212	PROSE	f82r	B2	E212	tshey	Klarlauf	J2	Mit Klarauszug durch obere Stationen zum Teilbad und zu den Randwaschungen fuehren: Neuer Besitzer »lokale Randstationen des unteren Feldes«: Klarlauf — lange einwirken; Schluss.
213	PROSE	f82r	B2	E213	qokeedy	lange einwirken; Schluss	J2	Mit Klarauszug durch obere Stationen zum Teilbad und zu den Randwaschungen fuehren: Neuer Besitzer »lokale Randstationen des unteren Feldes«: Klarlauf — lange einwirken; Schluss.
214	PROSE	f82r	B2	E214	cheal	dorthin	J2	Mit Klarauszug durch obere Stationen zum Teilbad und zu den Randwaschungen fuehren: Neuer Schritt: dorthin — Quellabführung — Teilen — Sollmaß — Langfolge — bemessen — kurz einwirken — Zuführung; Schluss.
215	PROSE	f82r	B2	E215	lchedar	Quellabführung	J2	Mit Klarauszug durch obere Stationen zum Teilbad und zu den Randwaschungen fuehren: Neuer Schritt: dorthin — Quellabführung — Teilen — Sollmaß — Langfolge — bemessen — kurz einwirken — Zuführung; Schluss.
216	PROSE	f82r	B2	E216	ches	Teilen	J2	Mit Klarauszug durch obere Stationen zum Teilbad und zu den Randwaschungen fuehren: Neuer Schritt: dorthin — Quellabführung — Teilen — Sollmaß — Langfolge — bemessen — kurz einwirken — Zuführung; Schluss.
217	PROSE	f82r	B2	E217	aiin	Sollmaß	J2	Mit Klarauszug durch obere Stationen zum Teilbad und zu den Randwaschungen fuehren: Neuer Schritt: dorthin — Quellabführung — Teilen — Sollmaß — Langfolge — bemessen — kurz einwirken — Zuführung; Schluss.
218	PROSE	f82r	B2	E218	oteey	Langfolge	J2	Mit Klarauszug durch obere Stationen zum Teilbad und zu den Randwaschungen fuehren: Neuer Schritt: dorthin — Quellabführung — Teilen — Sollmaß — Langfolge — bemessen — kurz einwirken — Zuführung; Schluss.
219	PROSE	f82r	B2	E219	qokaiin	bemessen	J2	Mit Klarauszug durch obere Stationen zum Teilbad und zu den Randwaschungen fuehren: Neuer Schritt: dorthin — Quellabführung — Teilen — Sollmaß — Langfolge — bemessen — kurz einwirken — Zuführung; Schluss.
220	PROSE	f82r	B2	E220	okey	kurz einwirken	J2	Mit Klarauszug durch obere Stationen zum Teilbad und zu den Randwaschungen fuehren: Neuer Schritt: dorthin — Quellabführung — Teilen — Sollmaß — Langfolge — bemessen — kurz einwirken — Zuführung; Schluss.
221	PROSE	f82r	B2	E221	pchedy	Zuführung; Schluss	J2	Mit Klarauszug durch obere Stationen zum Teilbad und zu den Randwaschungen fuehren: Neuer Schritt: dorthin — Quellabführung — Teilen — Sollmaß — Langfolge — bemessen — kurz einwirken — Zuführung; Schluss.
222	PROSE	f82r	B2	E222	rsheal	Kurzhalt am Ziel	J2	Mit Klarauszug durch obere Stationen zum Teilbad und zu den Randwaschungen fuehren: Neuer Schritt: Kurzhalt am Ziel — Zielschluss.
223	PROSE	f82r	B2	E223	daldy	Zielschluss	J2	Mit Klarauszug durch obere Stationen zum Teilbad und zu den Randwaschungen fuehren: Neuer Schritt: Kurzhalt am Ziel — Zielschluss.
224	PROSE	f82r	B2	E224	qokeedy	lange einwirken; Schluss	J2	Mit Klarauszug durch obere Stationen zum Teilbad und zu den Randwaschungen fuehren: Neuer Schritt: lange einwirken; Schluss.
225	PROSE	f82r	B2	E225	rshedy	Waschschluss	J2	Mit Klarauszug durch obere Stationen zum Teilbad und zu den Randwaschungen fuehren: Neuer Schritt: Waschschluss.
226	PROSE	f82r	B2	E226	qoteedy	lange Folgestufe; Schluss	J2	Mit Klarauszug durch obere Stationen zum Teilbad und zu den Randwaschungen fuehren: Neuer Schritt: lange Folgestufe; Schluss.
227	PROSE	f82r	B2	E227	qokeedy	lange einwirken; Schluss	J2	Mit Klarauszug durch obere Stationen zum Teilbad und zu den Randwaschungen fuehren: Neuer Schritt: lange einwirken; Schluss.
