unified_serial	register	page	unit_or_locus	source_group_identity	visible_identity	owner_or_namespace	construction_or_address	current_short_reading	content_layer	finite_source_unit	allowed_source_program	free_master_noun_allowed	selected_source_vocabulary	content_selection_status
54	HERBAL_PROSE	f11r	H3-S004	E054	cthy	H3	C07	Führe es mit diesem laufenden Posten aus: bereit.	VISIBLE_PLANT_OWNER_PLUS_WORKSHOP_DICTIONARY_PLUS_MASTER_ARTICLE	H3	PLANT>FLOWER>LEAF>EXTRACTION_MEDIUM>CLOTH>EXTRACT>DRINK_OR_PRODUCT>OIL_BINDER>OUTER_APPLICATION	NO	Bildpflanze; Blüte; Blatt; Auszugsmedium; Tuch; Auszug; Endprodukt; Träger; Auftrag	FINITE_SELECTED_LEXICON
55	HERBAL_PROSE	f11r	H3-S004	E055	dy	H3	C12	Nimm diesen Posten wieder auf: dieser Posten.	VISIBLE_PLANT_OWNER_PLUS_WORKSHOP_DICTIONARY_PLUS_MASTER_ARTICLE	H3	PLANT>FLOWER>LEAF>EXTRACTION_MEDIUM>CLOTH>EXTRACT>DRINK_OR_PRODUCT>OIL_BINDER>OUTER_APPLICATION	NO	Bildpflanze; Blüte; Blatt; Auszugsmedium; Tuch; Auszug; Endprodukt; Träger; Auftrag	FINITE_SELECTED_LEXICON
56	HERBAL_PROSE	f55v	H4-S001	E056	qokaiin	H4	C06	Führe es in der angegebenen Portion oder Stufe aus: auf Sollmaß einstellen.	VISIBLE_PLANT_OWNER_PLUS_WORKSHOP_DICTIONARY_PLUS_MASTER_ARTICLE	H4	PLANT>LEAF>EXTRACTION_MEDIUM>VESSEL>CLOTH>EXTRACT>HONEY_BINDER>OUTER_APPLICATION	NO	Bildpflanze; Blatt; Auszugsmedium; Gefäß; Tuch; Auszug; Binder; Auftrag	FINITE_SELECTED_LEXICON
57	HERBAL_PROSE	f55v	H4-S001	E057	chaiin	H4	C10	Setze Maß, Portion oder Stufe: Sollmaß.	VISIBLE_PLANT_OWNER_PLUS_WORKSHOP_DICTIONARY_PLUS_MASTER_ARTICLE	H4	PLANT>LEAF>EXTRACTION_MEDIUM>VESSEL>CLOTH>EXTRACT>HONEY_BINDER>OUTER_APPLICATION	NO	Bildpflanze; Blatt; Auszugsmedium; Gefäß; Tuch; Auszug; Binder; Auftrag	FINITE_SELECTED_LEXICON
58	HERBAL_PROSE	f55v	H4-S001	E058	ykain	H4	C10	Setze Maß, Portion oder Stufe: Postenportion.	VISIBLE_PLANT_OWNER_PLUS_WORKSHOP_DICTIONARY_PLUS_MASTER_ARTICLE	H4	PLANT>LEAF>EXTRACTION_MEDIUM>VESSEL>CLOTH>EXTRACT>HONEY_BINDER>OUTER_APPLICATION	NO	Bildpflanze; Blatt; Auszugsmedium; Gefäß; Tuch; Auszug; Binder; Auftrag	FINITE_SELECTED_LEXICON
59	HERBAL_PROSE	f55v	H4-S001	E059	ykan	H4	C10	Setze Maß, Portion oder Stufe: dieser Anteil.	VISIBLE_PLANT_OWNER_PLUS_WORKSHOP_DICTIONARY_PLUS_MASTER_ARTICLE	H4	PLANT>LEAF>EXTRACTION_MEDIUM>VESSEL>CLOTH>EXTRACT>HONEY_BINDER>OUTER_APPLICATION	NO	Bildpflanze; Blatt; Auszugsmedium; Gefäß; Tuch; Auszug; Binder; Auftrag	FINITE_SELECTED_LEXICON
60	HERBAL_PROSE	f55v	H4-S001	E060	ody	H4	C01	Setze die gelernte Fachkarte: kühlen.	VISIBLE_PLANT_OWNER_PLUS_WORKSHOP_DICTIONARY_PLUS_MASTER_ARTICLE	H4	PLANT>LEAF>EXTRACTION_MEDIUM>VESSEL>CLOTH>EXTRACT>HONEY_BINDER>OUTER_APPLICATION	NO	Bildpflanze; Blatt; Auszugsmedium; Gefäß; Tuch; Auszug; Binder; Auftrag	FINITE_SELECTED_LEXICON
61	HERBAL_PROSE	f55v	H4-S002	E061	daiin	H4	C10	Setze Maß, Portion oder Stufe: Sollmaß.	VISIBLE_PLANT_OWNER_PLUS_WORKSHOP_DICTIONARY_PLUS_MASTER_ARTICLE	H4	PLANT>LEAF>EXTRACTION_MEDIUM>VESSEL>CLOTH>EXTRACT>HONEY_BINDER>OUTER_APPLICATION	NO	Bildpflanze; Blatt; Auszugsmedium; Gefäß; Tuch; Auszug; Binder; Auftrag	FINITE_SELECTED_LEXICON
62	HERBAL_PROSE	f55v	H4-S002	E062	chedy	H4	C07	Führe es mit diesem laufenden Posten aus: laufenden Posten umsetzen.	VISIBLE_PLANT_OWNER_PLUS_WORKSHOP_DICTIONARY_PLUS_MASTER_ARTICLE	H4	PLANT>LEAF>EXTRACTION_MEDIUM>VESSEL>CLOTH>EXTRACT>HONEY_BINDER>OUTER_APPLICATION	NO	Bildpflanze; Blatt; Auszugsmedium; Gefäß; Tuch; Auszug; Binder; Auftrag	FINITE_SELECTED_LEXICON
63	HERBAL_PROSE	f55v	H4-S002	E063	talam	H4	C01	Setze die gelernte Fachkarte: am Ziel verwahren.	VISIBLE_PLANT_OWNER_PLUS_WORKSHOP_DICTIONARY_PLUS_MASTER_ARTICLE	H4	PLANT>LEAF>EXTRACTION_MEDIUM>VESSEL>CLOTH>EXTRACT>HONEY_BINDER>OUTER_APPLICATION	NO	Bildpflanze; Blatt; Auszugsmedium; Gefäß; Tuch; Auszug; Binder; Auftrag	FINITE_SELECTED_LEXICON
64	HERBAL_PROSE	f55v	H4-S003	E064	ykaiin	H4	C10	Setze Maß, Portion oder Stufe: Postenmaß.	VISIBLE_PLANT_OWNER_PLUS_WORKSHOP_DICTIONARY_PLUS_MASTER_ARTICLE	H4	PLANT>LEAF>EXTRACTION_MEDIUM>VESSEL>CLOTH>EXTRACT>HONEY_BINDER>OUTER_APPLICATION	NO	Bildpflanze; Blatt; Auszugsmedium; Gefäß; Tuch; Auszug; Binder; Auftrag	FINITE_SELECTED_LEXICON
65	HERBAL_PROSE	f55v	H4-S003	E065	cheoar	H4	C09	Nenne Quelle, Lauf, Auszug oder Ansatz: Auszug entnehmen.	VISIBLE_PLANT_OWNER_PLUS_WORKSHOP_DICTIONARY_PLUS_MASTER_ARTICLE	H4	PLANT>LEAF>EXTRACTION_MEDIUM>VESSEL>CLOTH>EXTRACT>HONEY_BINDER>OUTER_APPLICATION	NO	Bildpflanze; Blatt; Auszugsmedium; Gefäß; Tuch; Auszug; Binder; Auftrag	FINITE_SELECTED_LEXICON
66	HERBAL_PROSE	f55v	H4-S003	E066	cheeky	H4	C03	Führe aus und beachte Dauer oder Endpunkt: länger erwärmen und offen halten.	VISIBLE_PLANT_OWNER_PLUS_WORKSHOP_DICTIONARY_PLUS_MASTER_ARTICLE	H4	PLANT>LEAF>EXTRACTION_MEDIUM>VESSEL>CLOTH>EXTRACT>HONEY_BINDER>OUTER_APPLICATION	NO	Bildpflanze; Blatt; Auszugsmedium; Gefäß; Tuch; Auszug; Binder; Auftrag	FINITE_SELECTED_LEXICON
67	HERBAL_PROSE	f55v	H4-S003	E067	oldy	H4	C02	Danach oder in demselben Gang: Fortsetzung abschließen.	VISIBLE_PLANT_OWNER_PLUS_WORKSHOP_DICTIONARY_PLUS_MASTER_ARTICLE	H4	PLANT>LEAF>EXTRACTION_MEDIUM>VESSEL>CLOTH>EXTRACT>HONEY_BINDER>OUTER_APPLICATION	NO	Bildpflanze; Blatt; Auszugsmedium; Gefäß; Tuch; Auszug; Binder; Auftrag	FINITE_SELECTED_LEXICON
68	HERBAL_PROSE	f55v	H4-S004	E068	aiin	H4	C10	Setze Maß, Portion oder Stufe: Sollmaß.	VISIBLE_PLANT_OWNER_PLUS_WORKSHOP_DICTIONARY_PLUS_MASTER_ARTICLE	H4	PLANT>LEAF>EXTRACTION_MEDIUM>VESSEL>CLOTH>EXTRACT>HONEY_BINDER>OUTER_APPLICATION	NO	Bildpflanze; Blatt; Auszugsmedium; Gefäß; Tuch; Auszug; Binder; Auftrag	FINITE_SELECTED_LEXICON
69	HERBAL_PROSE	f55v	H4-S004	E069	okal	H4	C04	Führe es an der bezeichneten Stelle aus: dort ansetzen.	VISIBLE_PLANT_OWNER_PLUS_WORKSHOP_DICTIONARY_PLUS_MASTER_ARTICLE	H4	PLANT>LEAF>EXTRACTION_MEDIUM>VESSEL>CLOTH>EXTRACT>HONEY_BINDER>OUTER_APPLICATION	NO	Bildpflanze; Blatt; Auszugsmedium; Gefäß; Tuch; Auszug; Binder; Auftrag	FINITE_SELECTED_LEXICON
70	HERBAL_PROSE	f55v	H4-S004	E070	oltchy	H4	C02	Danach oder in demselben Gang: bereiten Posten weiterführen.	VISIBLE_PLANT_OWNER_PLUS_WORKSHOP_DICTIONARY_PLUS_MASTER_ARTICLE	H4	PLANT>LEAF>EXTRACTION_MEDIUM>VESSEL>CLOTH>EXTRACT>HONEY_BINDER>OUTER_APPLICATION	NO	Bildpflanze; Blatt; Auszugsmedium; Gefäß; Tuch; Auszug; Binder; Auftrag	FINITE_SELECTED_LEXICON
71	HERBAL_PROSE	f55v	H4-S004	E071	or	H4	C09	Nenne Quelle, Lauf, Auszug oder Ansatz: Ansatz.	VISIBLE_PLANT_OWNER_PLUS_WORKSHOP_DICTIONARY_PLUS_MASTER_ARTICLE	H4	PLANT>LEAF>EXTRACTION_MEDIUM>VESSEL>CLOTH>EXTRACT>HONEY_BINDER>OUTER_APPLICATION	NO	Bildpflanze; Blatt; Auszugsmedium; Gefäß; Tuch; Auszug; Binder; Auftrag	FINITE_SELECTED_LEXICON
72	HERBAL_PROSE	f55v	H4-S004	E072	y	H4	C12	Nimm diesen Posten wieder auf: dieser Posten.	VISIBLE_PLANT_OWNER_PLUS_WORKSHOP_DICTIONARY_PLUS_MASTER_ARTICLE	H4	PLANT>LEAF>EXTRACTION_MEDIUM>VESSEL>CLOTH>EXTRACT>HONEY_BINDER>OUTER_APPLICATION	NO	Bildpflanze; Blatt; Auszugsmedium; Gefäß; Tuch; Auszug; Binder; Auftrag	FINITE_SELECTED_LEXICON
73	HERBAL_PROSE	f55v	H4-S004	E073	orain	H4	C09	Nenne Quelle, Lauf, Auszug oder Ansatz: Ansatzportion.	VISIBLE_PLANT_OWNER_PLUS_WORKSHOP_DICTIONARY_PLUS_MASTER_ARTICLE	H4	PLANT>LEAF>EXTRACTION_MEDIUM>VESSEL>CLOTH>EXTRACT>HONEY_BINDER>OUTER_APPLICATION	NO	Bildpflanze; Blatt; Auszugsmedium; Gefäß; Tuch; Auszug; Binder; Auftrag	FINITE_SELECTED_LEXICON
74	HERBAL_PROSE	f56r	H5-S001	E074	chochor	H5	C01	Setze die gelernte Fachkarte: Zutatenansatz.	VISIBLE_PLANT_OWNER_PLUS_WORKSHOP_DICTIONARY_PLUS_MASTER_ARTICLE	H5	PLANT>HERB>WATER>EXTRACTION_MEDIUM>CLOTH>EXTRACT>HONEY_BINDER>DRINK_OR_PRODUCT>OUTER_APPLICATION	NO	Bildpflanze; Kraut; Wasser; Auszugsmedium; Tuch; Auszug; Binder; Endprodukt; Auftrag	FINITE_SELECTED_LEXICON
75	HERBAL_PROSE	f56r	H5-S001	E075	cho	H5	C01	Setze die gelernte Fachkarte: Eingangsposten oder Zutat.	VISIBLE_PLANT_OWNER_PLUS_WORKSHOP_DICTIONARY_PLUS_MASTER_ARTICLE	H5	PLANT>HERB>WATER>EXTRACTION_MEDIUM>CLOTH>EXTRACT>HONEY_BINDER>DRINK_OR_PRODUCT>OUTER_APPLICATION	NO	Bildpflanze; Kraut; Wasser; Auszugsmedium; Tuch; Auszug; Binder; Endprodukt; Auftrag	FINITE_SELECTED_LEXICON
76	HERBAL_PROSE	f56r	H5-S001	E076	chodaly	H5	C01	Setze die gelernte Fachkarte: diese Zutat zur Stelle bringen.	VISIBLE_PLANT_OWNER_PLUS_WORKSHOP_DICTIONARY_PLUS_MASTER_ARTICLE	H5	PLANT>HERB>WATER>EXTRACTION_MEDIUM>CLOTH>EXTRACT>HONEY_BINDER>DRINK_OR_PRODUCT>OUTER_APPLICATION	NO	Bildpflanze; Kraut; Wasser; Auszugsmedium; Tuch; Auszug; Binder; Endprodukt; Auftrag	FINITE_SELECTED_LEXICON
77	HERBAL_PROSE	f56r	H5-S001	E077	daiin	H5	C10	Setze Maß, Portion oder Stufe: Sollmaß.	VISIBLE_PLANT_OWNER_PLUS_WORKSHOP_DICTIONARY_PLUS_MASTER_ARTICLE	H5	PLANT>HERB>WATER>EXTRACTION_MEDIUM>CLOTH>EXTRACT>HONEY_BINDER>DRINK_OR_PRODUCT>OUTER_APPLICATION	NO	Bildpflanze; Kraut; Wasser; Auszugsmedium; Tuch; Auszug; Binder; Endprodukt; Auftrag	FINITE_SELECTED_LEXICON
78	HERBAL_PROSE	f56r	H5-S001	E078	sho	H5	C01	Setze die gelernte Fachkarte: Zutat.	VISIBLE_PLANT_OWNER_PLUS_WORKSHOP_DICTIONARY_PLUS_MASTER_ARTICLE	H5	PLANT>HERB>WATER>EXTRACTION_MEDIUM>CLOTH>EXTRACT>HONEY_BINDER>DRINK_OR_PRODUCT>OUTER_APPLICATION	NO	Bildpflanze; Kraut; Wasser; Auszugsmedium; Tuch; Auszug; Binder; Endprodukt; Auftrag	FINITE_SELECTED_LEXICON
79	HERBAL_PROSE	f56r	H5-S001	E079	kchol	H5	C02	Danach oder in demselben Gang: weiter bearbeiten.	VISIBLE_PLANT_OWNER_PLUS_WORKSHOP_DICTIONARY_PLUS_MASTER_ARTICLE	H5	PLANT>HERB>WATER>EXTRACTION_MEDIUM>CLOTH>EXTRACT>HONEY_BINDER>DRINK_OR_PRODUCT>OUTER_APPLICATION	NO	Bildpflanze; Kraut; Wasser; Auszugsmedium; Tuch; Auszug; Binder; Endprodukt; Auftrag	FINITE_SELECTED_LEXICON
80	HERBAL_PROSE	f56r	H5-S001	E080	otchor	H5	C02	Danach oder in demselben Gang: Folgeansatz.	VISIBLE_PLANT_OWNER_PLUS_WORKSHOP_DICTIONARY_PLUS_MASTER_ARTICLE	H5	PLANT>HERB>WATER>EXTRACTION_MEDIUM>CLOTH>EXTRACT>HONEY_BINDER>DRINK_OR_PRODUCT>OUTER_APPLICATION	NO	Bildpflanze; Kraut; Wasser; Auszugsmedium; Tuch; Auszug; Binder; Endprodukt; Auftrag	FINITE_SELECTED_LEXICON
81	HERBAL_PROSE	f56r	H5-S001	E081	choky	H5	C07	Führe es mit diesem laufenden Posten aus: aktuellen Posten ansetzen.	VISIBLE_PLANT_OWNER_PLUS_WORKSHOP_DICTIONARY_PLUS_MASTER_ARTICLE	H5	PLANT>HERB>WATER>EXTRACTION_MEDIUM>CLOTH>EXTRACT>HONEY_BINDER>DRINK_OR_PRODUCT>OUTER_APPLICATION	NO	Bildpflanze; Kraut; Wasser; Auszugsmedium; Tuch; Auszug; Binder; Endprodukt; Auftrag	FINITE_SELECTED_LEXICON
82	HERBAL_PROSE	f56r	H5-S001	E082	dal	H5	C11	Setze die bezeichnete Zielstelle: dorthin.	VISIBLE_PLANT_OWNER_PLUS_WORKSHOP_DICTIONARY_PLUS_MASTER_ARTICLE	H5	PLANT>HERB>WATER>EXTRACTION_MEDIUM>CLOTH>EXTRACT>HONEY_BINDER>DRINK_OR_PRODUCT>OUTER_APPLICATION	NO	Bildpflanze; Kraut; Wasser; Auszugsmedium; Tuch; Auszug; Binder; Endprodukt; Auftrag	FINITE_SELECTED_LEXICON
83	HERBAL_PROSE	f56r	H5-S002	E083	schol	H5	C02	Danach oder in demselben Gang: vorigen Posten fortsetzen.	VISIBLE_PLANT_OWNER_PLUS_WORKSHOP_DICTIONARY_PLUS_MASTER_ARTICLE	H5	PLANT>HERB>WATER>EXTRACTION_MEDIUM>CLOTH>EXTRACT>HONEY_BINDER>DRINK_OR_PRODUCT>OUTER_APPLICATION	NO	Bildpflanze; Kraut; Wasser; Auszugsmedium; Tuch; Auszug; Binder; Endprodukt; Auftrag	FINITE_SELECTED_LEXICON
84	HERBAL_PROSE	f56r	H5-S002	E084	choy	H5	C01	Setze die gelernte Fachkarte: diese Zutat.	VISIBLE_PLANT_OWNER_PLUS_WORKSHOP_DICTIONARY_PLUS_MASTER_ARTICLE	H5	PLANT>HERB>WATER>EXTRACTION_MEDIUM>CLOTH>EXTRACT>HONEY_BINDER>DRINK_OR_PRODUCT>OUTER_APPLICATION	NO	Bildpflanze; Kraut; Wasser; Auszugsmedium; Tuch; Auszug; Binder; Endprodukt; Auftrag	FINITE_SELECTED_LEXICON
85	HERBAL_PROSE	f56r	H5-S002	E085	choky	H5	C07	Führe es mit diesem laufenden Posten aus: aktuellen Posten ansetzen.	VISIBLE_PLANT_OWNER_PLUS_WORKSHOP_DICTIONARY_PLUS_MASTER_ARTICLE	H5	PLANT>HERB>WATER>EXTRACTION_MEDIUM>CLOTH>EXTRACT>HONEY_BINDER>DRINK_OR_PRODUCT>OUTER_APPLICATION	NO	Bildpflanze; Kraut; Wasser; Auszugsmedium; Tuch; Auszug; Binder; Endprodukt; Auftrag	FINITE_SELECTED_LEXICON
86	HERBAL_PROSE	f56r	H5-S002	E086	cheeckhody	H5	C01	Setze die gelernte Fachkarte: länger auftragen; Schluss.	VISIBLE_PLANT_OWNER_PLUS_WORKSHOP_DICTIONARY_PLUS_MASTER_ARTICLE	H5	PLANT>HERB>WATER>EXTRACTION_MEDIUM>CLOTH>EXTRACT>HONEY_BINDER>DRINK_OR_PRODUCT>OUTER_APPLICATION	NO	Bildpflanze; Kraut; Wasser; Auszugsmedium; Tuch; Auszug; Binder; Endprodukt; Auftrag	FINITE_SELECTED_LEXICON
87	HERBAL_PROSE	f56r	H5-S003	E087	sh	H5	C08	Führe die Handlung aus; schließe nur bei Endkarte: halten.	VISIBLE_PLANT_OWNER_PLUS_WORKSHOP_DICTIONARY_PLUS_MASTER_ARTICLE	H5	PLANT>HERB>WATER>EXTRACTION_MEDIUM>CLOTH>EXTRACT>HONEY_BINDER>DRINK_OR_PRODUCT>OUTER_APPLICATION	NO	Bildpflanze; Kraut; Wasser; Auszugsmedium; Tuch; Auszug; Binder; Endprodukt; Auftrag	FINITE_SELECTED_LEXICON
88	HERBAL_PROSE	f56r	H5-S003	E088	cho	H5	C01	Setze die gelernte Fachkarte: Eingangsposten oder Zutat.	VISIBLE_PLANT_OWNER_PLUS_WORKSHOP_DICTIONARY_PLUS_MASTER_ARTICLE	H5	PLANT>HERB>WATER>EXTRACTION_MEDIUM>CLOTH>EXTRACT>HONEY_BINDER>DRINK_OR_PRODUCT>OUTER_APPLICATION	NO	Bildpflanze; Kraut; Wasser; Auszugsmedium; Tuch; Auszug; Binder; Endprodukt; Auftrag	FINITE_SELECTED_LEXICON
89	HERBAL_PROSE	f56r	H5-S003	E089	kchey	H5	C03	Führe aus und beachte Dauer oder Endpunkt: diesen Posten kurz bearbeiten.	VISIBLE_PLANT_OWNER_PLUS_WORKSHOP_DICTIONARY_PLUS_MASTER_ARTICLE	H5	PLANT>HERB>WATER>EXTRACTION_MEDIUM>CLOTH>EXTRACT>HONEY_BINDER>DRINK_OR_PRODUCT>OUTER_APPLICATION	NO	Bildpflanze; Kraut; Wasser; Auszugsmedium; Tuch; Auszug; Binder; Endprodukt; Auftrag	FINITE_SELECTED_LEXICON
90	HERBAL_PROSE	f56r	H5-S003	E090	qokokchy	H5	C07	Führe es mit diesem laufenden Posten aus: erneut ansetzen.	VISIBLE_PLANT_OWNER_PLUS_WORKSHOP_DICTIONARY_PLUS_MASTER_ARTICLE	H5	PLANT>HERB>WATER>EXTRACTION_MEDIUM>CLOTH>EXTRACT>HONEY_BINDER>DRINK_OR_PRODUCT>OUTER_APPLICATION	NO	Bildpflanze; Kraut; Wasser; Auszugsmedium; Tuch; Auszug; Binder; Endprodukt; Auftrag	FINITE_SELECTED_LEXICON
91	HERBAL_PROSE	f56r	H5-S004	E091	okchy	H5	C07	Führe es mit diesem laufenden Posten aus: Posten zur Weiterbearbeitung ansetzen.	VISIBLE_PLANT_OWNER_PLUS_WORKSHOP_DICTIONARY_PLUS_MASTER_ARTICLE	H5	PLANT>HERB>WATER>EXTRACTION_MEDIUM>CLOTH>EXTRACT>HONEY_BINDER>DRINK_OR_PRODUCT>OUTER_APPLICATION	NO	Bildpflanze; Kraut; Wasser; Auszugsmedium; Tuch; Auszug; Binder; Endprodukt; Auftrag	FINITE_SELECTED_LEXICON
92	HERBAL_PROSE	f56r	H5-S004	E092	chokcheo	H5	C05	Führe es aus dem Vorrat oder am Ansatz aus: Auszug zugeben.	VISIBLE_PLANT_OWNER_PLUS_WORKSHOP_DICTIONARY_PLUS_MASTER_ARTICLE	H5	PLANT>HERB>WATER>EXTRACTION_MEDIUM>CLOTH>EXTRACT>HONEY_BINDER>DRINK_OR_PRODUCT>OUTER_APPLICATION	NO	Bildpflanze; Kraut; Wasser; Auszugsmedium; Tuch; Auszug; Binder; Endprodukt; Auftrag	FINITE_SELECTED_LEXICON
93	HERBAL_PROSE	f56r	H5-S004	E093	kchal	H5	C04	Führe es an der bezeichneten Stelle aus: an der Zielstelle bearbeiten.	VISIBLE_PLANT_OWNER_PLUS_WORKSHOP_DICTIONARY_PLUS_MASTER_ARTICLE	H5	PLANT>HERB>WATER>EXTRACTION_MEDIUM>CLOTH>EXTRACT>HONEY_BINDER>DRINK_OR_PRODUCT>OUTER_APPLICATION	NO	Bildpflanze; Kraut; Wasser; Auszugsmedium; Tuch; Auszug; Binder; Endprodukt; Auftrag	FINITE_SELECTED_LEXICON
94	HERBAL_PROSE	f56r	H5-S005	E094	sho	H5	C01	Setze die gelernte Fachkarte: Zutat.	VISIBLE_PLANT_OWNER_PLUS_WORKSHOP_DICTIONARY_PLUS_MASTER_ARTICLE	H5	PLANT>HERB>WATER>EXTRACTION_MEDIUM>CLOTH>EXTRACT>HONEY_BINDER>DRINK_OR_PRODUCT>OUTER_APPLICATION	NO	Bildpflanze; Kraut; Wasser; Auszugsmedium; Tuch; Auszug; Binder; Endprodukt; Auftrag	FINITE_SELECTED_LEXICON
95	HERBAL_PROSE	f56r	H5-S005	E095	chokchy	H5	C07	Führe es mit diesem laufenden Posten aus: Posten zur Weiterbearbeitung ansetzen.	VISIBLE_PLANT_OWNER_PLUS_WORKSHOP_DICTIONARY_PLUS_MASTER_ARTICLE	H5	PLANT>HERB>WATER>EXTRACTION_MEDIUM>CLOTH>EXTRACT>HONEY_BINDER>DRINK_OR_PRODUCT>OUTER_APPLICATION	NO	Bildpflanze; Kraut; Wasser; Auszugsmedium; Tuch; Auszug; Binder; Endprodukt; Auftrag	FINITE_SELECTED_LEXICON
96	HERBAL_PROSE	f56r	H5-S005	E096	kchoar	H5	C09	Nenne Quelle, Lauf, Auszug oder Ansatz: Auszug daraus.	VISIBLE_PLANT_OWNER_PLUS_WORKSHOP_DICTIONARY_PLUS_MASTER_ARTICLE	H5	PLANT>HERB>WATER>EXTRACTION_MEDIUM>CLOTH>EXTRACT>HONEY_BINDER>DRINK_OR_PRODUCT>OUTER_APPLICATION	NO	Bildpflanze; Kraut; Wasser; Auszugsmedium; Tuch; Auszug; Binder; Endprodukt; Auftrag	FINITE_SELECTED_LEXICON
97	HERBAL_PROSE	f56r	H5-S005	E097	sotodan	H5	C02	Danach oder in demselben Gang: danach anwenden.	VISIBLE_PLANT_OWNER_PLUS_WORKSHOP_DICTIONARY_PLUS_MASTER_ARTICLE	H5	PLANT>HERB>WATER>EXTRACTION_MEDIUM>CLOTH>EXTRACT>HONEY_BINDER>DRINK_OR_PRODUCT>OUTER_APPLICATION	NO	Bildpflanze; Kraut; Wasser; Auszugsmedium; Tuch; Auszug; Binder; Endprodukt; Auftrag	FINITE_SELECTED_LEXICON
98	HERBAL_PROSE	f56r	H5-S006	E098	otchey	H5	C02	Danach oder in demselben Gang: nächster Teilposten.	VISIBLE_PLANT_OWNER_PLUS_WORKSHOP_DICTIONARY_PLUS_MASTER_ARTICLE	H5	PLANT>HERB>WATER>EXTRACTION_MEDIUM>CLOTH>EXTRACT>HONEY_BINDER>DRINK_OR_PRODUCT>OUTER_APPLICATION	NO	Bildpflanze; Kraut; Wasser; Auszugsmedium; Tuch; Auszug; Binder; Endprodukt; Auftrag	FINITE_SELECTED_LEXICON
99	HERBAL_PROSE	f56r	H5-S006	E099	keol	H5	C02	Danach oder in demselben Gang: kurz weiterbearbeiten.	VISIBLE_PLANT_OWNER_PLUS_WORKSHOP_DICTIONARY_PLUS_MASTER_ARTICLE	H5	PLANT>HERB>WATER>EXTRACTION_MEDIUM>CLOTH>EXTRACT>HONEY_BINDER>DRINK_OR_PRODUCT>OUTER_APPLICATION	NO	Bildpflanze; Kraut; Wasser; Auszugsmedium; Tuch; Auszug; Binder; Endprodukt; Auftrag	FINITE_SELECTED_LEXICON
100	HERBAL_PROSE	f56r	H5-S006	E100	daiin	H5	C10	Setze Maß, Portion oder Stufe: Sollmaß.	VISIBLE_PLANT_OWNER_PLUS_WORKSHOP_DICTIONARY_PLUS_MASTER_ARTICLE	H5	PLANT>HERB>WATER>EXTRACTION_MEDIUM>CLOTH>EXTRACT>HONEY_BINDER>DRINK_OR_PRODUCT>OUTER_APPLICATION	NO	Bildpflanze; Kraut; Wasser; Auszugsmedium; Tuch; Auszug; Binder; Endprodukt; Auftrag	FINITE_SELECTED_LEXICON
101	BIOLOGICAL_PROSE	f81v	B1-S001	E101	qokedy	B1_SHARED_TWO_ROW_POOL	C03	Führe aus und beachte Dauer oder Endpunkt: kurz ansetzen; Schluss.	VISIBLE_LOCAL_STATION_PLUS_WORKSHOP_DICTIONARY_PLUS_MASTER_ACTION	B1	FIGURE_WORKPIECE>BASIN>STATION>WASH_LIQUID>ADDITIVE>TEMPERATURE>DURATION>BODY_WORK_AREA>OUTLET>FILTER	NO	Badende; Becken; Beckenstation; Waschflüssigkeit; Zusatz; Temperatur; Dauer; örtliche Stelle; Ablauf; Filtern	FINITE_SELECTED_LEXICON
102	BIOLOGICAL_PROSE	f81v	B1-S002	E102	okaiin	B1_SHARED_TWO_ROW_POOL	C06	Führe es in der angegebenen Portion oder Stufe aus: auf Sollmaß einstellen.	VISIBLE_LOCAL_STATION_PLUS_WORKSHOP_DICTIONARY_PLUS_MASTER_ACTION	B1	FIGURE_WORKPIECE>BASIN>STATION>WASH_LIQUID>ADDITIVE>TEMPERATURE>DURATION>BODY_WORK_AREA>OUTLET>FILTER	NO	Badende; Becken; Beckenstation; Waschflüssigkeit; Zusatz; Temperatur; Dauer; örtliche Stelle; Ablauf; Filtern	FINITE_SELECTED_LEXICON
103	BIOLOGICAL_PROSE	f81v	B1-S002	E103	kair	B1_SHARED_TWO_ROW_POOL	C09	Nenne Quelle, Lauf, Auszug oder Ansatz: Beckenwasser.	VISIBLE_LOCAL_STATION_PLUS_WORKSHOP_DICTIONARY_PLUS_MASTER_ACTION	B1	FIGURE_WORKPIECE>BASIN>STATION>WASH_LIQUID>ADDITIVE>TEMPERATURE>DURATION>BODY_WORK_AREA>OUTLET>FILTER	NO	Badende; Becken; Beckenstation; Waschflüssigkeit; Zusatz; Temperatur; Dauer; örtliche Stelle; Ablauf; Filtern	FINITE_SELECTED_LEXICON
104	BIOLOGICAL_PROSE	f81v	B1-S002	E104	okal	B1_SHARED_TWO_ROW_POOL	C04	Führe es an der bezeichneten Stelle aus: dort ansetzen.	VISIBLE_LOCAL_STATION_PLUS_WORKSHOP_DICTIONARY_PLUS_MASTER_ACTION	B1	FIGURE_WORKPIECE>BASIN>STATION>WASH_LIQUID>ADDITIVE>TEMPERATURE>DURATION>BODY_WORK_AREA>OUTLET>FILTER	NO	Badende; Becken; Beckenstation; Waschflüssigkeit; Zusatz; Temperatur; Dauer; örtliche Stelle; Ablauf; Filtern	FINITE_SELECTED_LEXICON
