contact_id	subject_kind	subject_surface	occurrence_id	source_selector	physical_folio	locus	token_index	side	neighbor_surface	pair_sequence_stable_all_three	assigned_disjoint_channel	channel_axis_tags	channel_macro_tags	global652_mapped	global652_axis_tags	global652_macro_tags	semantic_credit	renderer_license	component_export_credit
G806-C00137	TARGET	ol	GDT800-O0209	f104r	f104r	f104r.23	1	L1	NONE	0	NONE	NONE	NONE	0	NONE	NONE	0	0	0
G806-C00138	TARGET	ol	GDT800-O0209	f104r	f104r	f104r.23	1	R1	sheockhey	0	C3_GDT734_GLOBAL_RESIDUAL	MOIST|VALUE|PREPARATION	CARRIER|QUALITY|SCALAR	1	MOIST|VALUE|PREPARATION	CARRIER|QUALITY|SCALAR	0	0	0
G806-C00139	TARGET	okal	GDT800-O0221	f104r	f104r	f104r.3	12	L1	aky	0	NONE	NONE	NONE	0	NONE	NONE	0	0	0
G806-C00140	TARGET	okal	GDT800-O0221	f104r	f104r	f104r.3	12	R1	daram	1	NONE	NONE	NONE	0	NONE	NONE	0	0	0
G806-C00141	TARGET	cheol	GDT800-O0223	f104r	f104r	f104r.32	5	L1	otechshy	1	NONE	NONE	NONE	0	NONE	NONE	0	0	0
G806-C00142	TARGET	cheol	GDT800-O0223	f104r	f104r	f104r.32	5	R1	kaiin	0	C2_GDT739_NARROW_PROJECTED	HOT|VALUE	QUALITY|SCALAR	1	HOT|VALUE	QUALITY|SCALAR	0	0	0
G806-C00143	TARGET	cheol	GDT800-O0231	f104r	f104r	f104r.35	7	L1	chol	1	C3_GDT734_GLOBAL_RESIDUAL	DRY	QUALITY	1	DRY	QUALITY	0	0	0
G806-C00144	TARGET	cheol	GDT800-O0231	f104r	f104r	f104r.35	7	R1	olaly	1	NONE	NONE	NONE	0	NONE	NONE	0	0	0
G806-C00145	TARGET	okal	GDT800-O0234	f104r	f104r	f104r.37	9	L1	qokaiin	1	C3_GDT734_GLOBAL_RESIDUAL	HOT|VALUE	QUALITY|SCALAR	1	HOT|VALUE	QUALITY|SCALAR	0	0	0
G806-C00146	TARGET	okal	GDT800-O0234	f104r	f104r	f104r.37	9	R1	qotir	1	NONE	NONE	NONE	0	NONE	NONE	0	0	0
G806-C00147	TARGET	cheol	GDT800-O0240	f104r	f104r	f104r.44	6	L1	ar	1	C3_GDT734_GLOBAL_RESIDUAL	PART|MATERIAL	CARRIER	1	PART|MATERIAL	CARRIER	0	0	0
G806-C00148	TARGET	cheol	GDT800-O0240	f104r	f104r	f104r.44	6	R1	olkair	1	NONE	NONE	NONE	0	NONE	NONE	0	0	0
G806-C00149	TARGET	ol	GDT800-O0242	f104r	f104r	f104r.5	4	L1	qoshedy	0	NONE	NONE	NONE	0	NONE	NONE	0	0	0
G806-C00150	TARGET	ol	GDT800-O0242	f104r	f104r	f104r.5	4	R1	chl	1	C2_GDT739_NARROW_PROJECTED	DRY|PROCESS	PROCESS|QUALITY	1	DRY|PROCESS	PROCESS|QUALITY	0	0	0
G806-C00151	TARGET	ol	GDT800-O0244	f104r	f104r	f104r.5	6	L1	chl	1	C2_GDT739_NARROW_PROJECTED	DRY|PROCESS	PROCESS|QUALITY	1	DRY|PROCESS	PROCESS|QUALITY	0	0	0
G806-C00152	TARGET	ol	GDT800-O0244	f104r	f104r	f104r.5	6	R1	cheday	0	NONE	NONE	NONE	0	NONE	NONE	0	0	0
G806-C00153	TARGET	qokol	GDT800-O0250	f104r	f104r	f104r.9	3	L1	qokecho	1	NONE	NONE	NONE	0	NONE	NONE	0	0	0
G806-C00154	TARGET	qokol	GDT800-O0250	f104r	f104r	f104r.9	3	R1	cheeo	0	NONE	NONE	NONE	0	NONE	NONE	0	0	0
G806-C00155	TARGET	ol	GDT800-O0252	f104v	f104v	f104v.1	6	L1	opchedy	1	NONE	NONE	NONE	0	NONE	NONE	0	0	0
G806-C00156	TARGET	ol	GDT800-O0252	f104v	f104v	f104v.1	6	R1	ear	1	NONE	NONE	NONE	0	NONE	NONE	0	0	0
G806-C00157	TARGET	qokol	GDT800-O0256	f104v	f104v	f104v.11	7	L1	qotol	1	C2_GDT739_NARROW_PROJECTED	COLD|MATERIAL	CARRIER|QUALITY	1	COLD|MATERIAL	CARRIER|QUALITY	0	0	0
G806-C00158	TARGET	qokol	GDT800-O0256	f104v	f104v	f104v.11	7	R1	qokol	1	NONE	NONE	NONE	0	NONE	NONE	0	0	0
G806-C00159	TARGET	qokol	GDT800-O0257	f104v	f104v	f104v.11	8	L1	qokol	1	NONE	NONE	NONE	0	NONE	NONE	0	0	0
G806-C00160	TARGET	qokol	GDT800-O0257	f104v	f104v	f104v.11	8	R1	daiin	1	NONE	NONE	NONE	0	NONE	NONE	0	0	0
G806-C00161	TARGET	cheol	GDT800-O0258	f104v	f104v	f104v.12	10	L1	l	1	NONE	NONE	NONE	0	NONE	NONE	0	0	0
G806-C00162	TARGET	cheol	GDT800-O0258	f104v	f104v	f104v.12	10	R1	par	1	NONE	NONE	NONE	0	NONE	NONE	0	0	0
G806-C00163	TARGET	qokeol	GDT800-O0260	f104v	f104v	f104v.13	4	L1	qoeechdy	1	NONE	NONE	NONE	0	NONE	NONE	0	0	0
G806-C00164	TARGET	qokeol	GDT800-O0260	f104v	f104v	f104v.13	4	R1	qotaiin	1	NONE	NONE	NONE	0	NONE	NONE	0	0	0
G806-C00165	TARGET	cheol	GDT800-O0263	f104v	f104v	f104v.17	12	L1	ain	0	NONE	NONE	NONE	0	NONE	NONE	0	0	0
G806-C00166	TARGET	cheol	GDT800-O0263	f104v	f104v	f104v.17	12	R1	NONE	0	NONE	NONE	NONE	0	NONE	NONE	0	0	0
G806-C00167	TARGET	qokol	GDT800-O0268	f104v	f104v	f104v.20	8	L1	qotchedy	1	C3_GDT734_GLOBAL_RESIDUAL	COLD|DRY|VALUE	QUALITY|SCALAR	1	COLD|DRY|VALUE	QUALITY|SCALAR	0	0	0
G806-C00168	TARGET	qokol	GDT800-O0268	f104v	f104v	f104v.20	8	R1	chor	1	C3_GDT734_GLOBAL_RESIDUAL	PART	CARRIER	1	PART	CARRIER	0	0	0
G806-C00169	TARGET	ol	GDT800-O0271	f104v	f104v	f104v.25	10	L1	sair	0	NONE	NONE	NONE	0	NONE	NONE	0	0	0
G806-C00170	TARGET	ol	GDT800-O0271	f104v	f104v	f104v.25	10	R1	aiin	1	C3_GDT734_GLOBAL_RESIDUAL	AMOUNT	SCALAR	1	AMOUNT	SCALAR	0	0	0
G806-C00171	TARGET	ol	GDT800-O0279	f104v	f104v	f104v.3	11	L1	oeedaiin	1	C3_GDT734_GLOBAL_RESIDUAL	AMOUNT|PREPARATION	CARRIER|SCALAR	1	AMOUNT|PREPARATION	CARRIER|SCALAR	0	0	0
G806-C00172	TARGET	ol	GDT800-O0279	f104v	f104v	f104v.3	11	R1	dl	1	C3_GDT734_GLOBAL_RESIDUAL	MATERIAL	CARRIER	1	MATERIAL	CARRIER	0	0	0
G806-C00173	TARGET	ol	GDT800-O0283	f104v	f104v	f104v.33	8	L1	or	1	C3_GDT734_GLOBAL_RESIDUAL	AMOUNT|MATERIAL	CARRIER|SCALAR	1	AMOUNT|MATERIAL	CARRIER|SCALAR	0	0	0
G806-C00174	TARGET	ol	GDT800-O0283	f104v	f104v	f104v.33	8	R1	ar	1	C3_GDT734_GLOBAL_RESIDUAL	PART|MATERIAL	CARRIER	1	PART|MATERIAL	CARRIER	0	0	0
G806-C00175	TARGET	cheol	GDT800-O0284	f104v	f104v	f104v.34	7	L1	okain	1	C3_GDT734_GLOBAL_RESIDUAL	HOT|VALUE|PREPARATION	CARRIER|QUALITY|SCALAR	1	HOT|VALUE|PREPARATION	CARRIER|QUALITY|SCALAR	0	0	0
G806-C00176	TARGET	cheol	GDT800-O0284	f104v	f104v	f104v.34	7	R1	olcho	1	NONE	NONE	NONE	0	NONE	NONE	0	0	0
G806-C00177	TARGET	ol	GDT800-O0296	f104v	f104v	f104v.9	7	L1	cheor	0	C3_GDT734_GLOBAL_RESIDUAL	DRY|PART|MATERIAL	CARRIER|QUALITY	1	DRY|PART|MATERIAL	CARRIER|QUALITY	0	0	0
G806-C00178	TARGET	ol	GDT800-O0296	f104v	f104v	f104v.9	7	R1	chedaiin	1	C3_GDT734_GLOBAL_RESIDUAL	DRY|VALUE	QUALITY|SCALAR	1	DRY|VALUE	QUALITY|SCALAR	0	0	0
G806-C00179	TARGET	ol	GDT800-O0301	f105r	f105r	f105r.15	2	L1	lksheey	0	NONE	NONE	NONE	0	NONE	NONE	0	0	0
G806-C00180	TARGET	ol	GDT800-O0301	f105r	f105r	f105r.15	2	R1	r	1	NONE	NONE	NONE	0	NONE	NONE	0	0	0
G806-C00181	TARGET	okal	GDT800-O0325	f105r	f105r	f105r.31	7	L1	cpheesy	1	NONE	NONE	NONE	0	NONE	NONE	0	0	0
G806-C00182	TARGET	okal	GDT800-O0325	f105r	f105r	f105r.31	7	R1	lkedy	1	NONE	NONE	NONE	0	NONE	NONE	0	0	0
G806-C00183	TARGET	okal	GDT800-O0326	f105r	f105r	f105r.33	6	L1	ot	0	NONE	NONE	NONE	0	NONE	NONE	0	0	0
G806-C00184	TARGET	okal	GDT800-O0326	f105r	f105r	f105r.33	6	R1	or	0	C3_GDT734_GLOBAL_RESIDUAL	AMOUNT|MATERIAL	CARRIER|SCALAR	1	AMOUNT|MATERIAL	CARRIER|SCALAR	0	0	0
G806-C00185	TARGET	ol	GDT800-O0332	f105r	f105r	f105r.35	8	L1	otar	0	NONE	NONE	NONE	0	NONE	NONE	0	0	0
G806-C00186	TARGET	ol	GDT800-O0332	f105r	f105r	f105r.35	8	R1	qokal	0	NONE	NONE	NONE	0	NONE	NONE	0	0	0
G806-C00187	TARGET	ol	GDT800-O0334	f105r	f105r	f105r.36	4	L1	otar	1	NONE	NONE	NONE	0	NONE	NONE	0	0	0
G806-C00188	TARGET	ol	GDT800-O0334	f105r	f105r	f105r.36	4	R1	chedy	1	C3_GDT734_GLOBAL_RESIDUAL	DRY|VALUE	QUALITY|SCALAR	1	DRY|VALUE	QUALITY|SCALAR	0	0	0
G806-C00189	TARGET	ol	GDT800-O0341	f105v	f105v	f105v.11	3	L1	aiiin	1	NONE	NONE	NONE	0	NONE	NONE	0	0	0
G806-C00190	TARGET	ol	GDT800-O0341	f105v	f105v	f105v.11	3	R1	okaiin	1	C3_GDT734_GLOBAL_RESIDUAL	HOT|VALUE|PREPARATION	CARRIER|QUALITY|SCALAR	1	HOT|VALUE|PREPARATION	CARRIER|QUALITY|SCALAR	0	0	0
G806-C00191	TARGET	otal	GDT800-O0343	f105v	f105v	f105v.12	10	L1	otaiin	1	C3_GDT734_GLOBAL_RESIDUAL	COLD|VALUE|PREPARATION	CARRIER|QUALITY|SCALAR	1	COLD|VALUE|PREPARATION	CARRIER|QUALITY|SCALAR	0	0	0
G806-C00192	TARGET	otal	GDT800-O0343	f105v	f105v	f105v.12	10	R1	tair	0	NONE	NONE	NONE	0	NONE	NONE	0	0	0
G806-C00193	TARGET	okal	GDT800-O0350	f105v	f105v	f105v.16	9	L1	aiin	1	C3_GDT734_GLOBAL_RESIDUAL	AMOUNT	SCALAR	1	AMOUNT	SCALAR	0	0	0
G806-C00194	TARGET	okal	GDT800-O0350	f105v	f105v	f105v.16	9	R1	chodaiin	1	C3_GDT734_GLOBAL_RESIDUAL	DRY|AMOUNT|VALUE|PREPARATION	CARRIER|QUALITY|SCALAR	1	DRY|AMOUNT|VALUE|PREPARATION	CARRIER|QUALITY|SCALAR	0	0	0
G806-C00195	TARGET	otal	GDT800-O0359	f105v	f105v	f105v.26	5	L1	otar	1	NONE	NONE	NONE	0	NONE	NONE	0	0	0
G806-C00196	TARGET	otal	GDT800-O0359	f105v	f105v	f105v.26	5	R1	or	1	C3_GDT734_GLOBAL_RESIDUAL	AMOUNT|MATERIAL	CARRIER|SCALAR	1	AMOUNT|MATERIAL	CARRIER|SCALAR	0	0	0
G806-C00197	TARGET	ol	GDT800-O0371	f105v	f105v	f105v.4	6	L1	olar	1	NONE	NONE	NONE	0	NONE	NONE	0	0	0
G806-C00198	TARGET	ol	GDT800-O0371	f105v	f105v	f105v.4	6	R1	keeol	1	C3_GDT734_GLOBAL_RESIDUAL	HOT|MATERIAL	CARRIER|QUALITY	1	HOT|MATERIAL	CARRIER|QUALITY	0	0	0
G806-C00199	TARGET	ol	GDT800-O0374	f105v	f105v	f105v.7	4	L1	otair	1	C3_GDT734_GLOBAL_RESIDUAL	COLD|PART|PREPARATION	CARRIER|QUALITY	1	COLD|PART|PREPARATION	CARRIER|QUALITY	0	0	0
G806-C00200	TARGET	ol	GDT800-O0374	f105v	f105v	f105v.7	4	R1	olkaiin	1	NONE	NONE	NONE	0	NONE	NONE	0	0	0
G806-C00201	TARGET	cheol	GDT800-O0378	f106r	f106r	f106r.11	3	L1	aiin	1	C3_GDT734_GLOBAL_RESIDUAL	AMOUNT	SCALAR	1	AMOUNT	SCALAR	0	0	0
G806-C00202	TARGET	cheol	GDT800-O0378	f106r	f106r	f106r.11	3	R1	aiin	1	C3_GDT734_GLOBAL_RESIDUAL	AMOUNT	SCALAR	1	AMOUNT	SCALAR	0	0	0
G806-C00203	TARGET	otal	GDT800-O0380	f106r	f106r	f106r.14	6	L1	otair	0	C3_GDT734_GLOBAL_RESIDUAL	COLD|PART|PREPARATION	CARRIER|QUALITY	1	COLD|PART|PREPARATION	CARRIER|QUALITY	0	0	0
G806-C00204	TARGET	otal	GDT800-O0380	f106r	f106r	f106r.14	6	R1	chedy	1	C3_GDT734_GLOBAL_RESIDUAL	DRY|VALUE	QUALITY|SCALAR	1	DRY|VALUE	QUALITY|SCALAR	0	0	0
G806-C00205	TARGET	ol	GDT800-O0390	f106r	f106r	f106r.28	2	L1	okaiin	1	C3_GDT734_GLOBAL_RESIDUAL	HOT|VALUE|PREPARATION	CARRIER|QUALITY|SCALAR	1	HOT|VALUE|PREPARATION	CARRIER|QUALITY|SCALAR	0	0	0
G806-C00206	TARGET	ol	GDT800-O0390	f106r	f106r	f106r.28	2	R1	lcho	1	NONE	NONE	NONE	0	NONE	NONE	0	0	0
G806-C00207	TARGET	ol	GDT800-O0391	f106r	f106r	f106r.28	11	L1	ar	0	C3_GDT734_GLOBAL_RESIDUAL	PART|MATERIAL	CARRIER	1	PART|MATERIAL	CARRIER	0	0	0
G806-C00208	TARGET	ol	GDT800-O0391	f106r	f106r	f106r.28	11	R1	raralchl	0	NONE	NONE	NONE	0	NONE	NONE	0	0	0
G806-C00209	TARGET	okal	GDT800-O0394	f106r	f106r	f106r.29	4	L1	chlal	0	NONE	NONE	NONE	0	NONE	NONE	0	0	0
G806-C00210	TARGET	okal	GDT800-O0394	f106r	f106r	f106r.29	4	R1	ykalaiin	0	NONE	NONE	NONE	0	NONE	NONE	0	0	0
G806-C00211	TARGET	cheol	GDT800-O0397	f106r	f106r	f106r.31	5	L1	ral	1	NONE	NONE	NONE	0	NONE	NONE	0	0	0
G806-C00212	TARGET	cheol	GDT800-O0397	f106r	f106r	f106r.31	5	R1	oraiin	1	C3_GDT734_GLOBAL_RESIDUAL	AMOUNT	SCALAR	1	AMOUNT	SCALAR	0	0	0
G806-C00213	TARGET	ol	GDT800-O0401	f106r	f106r	f106r.39	3	L1	cheeey	0	NONE	NONE	NONE	0	NONE	NONE	0	0	0
G806-C00214	TARGET	ol	GDT800-O0401	f106r	f106r	f106r.39	3	R1	aiin	1	C3_GDT734_GLOBAL_RESIDUAL	AMOUNT	SCALAR	1	AMOUNT	SCALAR	0	0	0
G806-C00215	TARGET	cheol	GDT800-O0404	f106r	f106r	f106r.41	5	L1	cholchedy	0	NONE	NONE	NONE	0	NONE	NONE	0	0	0
G806-C00216	TARGET	cheol	GDT800-O0404	f106r	f106r	f106r.41	5	R1	shory	0	NONE	NONE	NONE	0	NONE	NONE	0	0	0
G806-C00217	TARGET	okal	GDT800-O0410	f106r	f106r	f106r.45	11	L1	keedy	0	C3_GDT734_GLOBAL_RESIDUAL	HOT|VALUE|CLOSE	PROCESS|QUALITY|SCALAR	1	HOT|VALUE|CLOSE	PROCESS|QUALITY|SCALAR	0	0	0
G806-C00218	TARGET	okal	GDT800-O0410	f106r	f106r	f106r.45	11	R1	NONE	0	NONE	NONE	NONE	0	NONE	NONE	0	0	0
G806-C00219	TARGET	qokeol	GDT800-O0413	f106r	f106r	f106r.6	10	L1	olchedy	0	NONE	NONE	NONE	0	NONE	NONE	0	0	0
G806-C00220	TARGET	qokeol	GDT800-O0413	f106r	f106r	f106r.6	10	R1	qoky	1	C2_GDT739_NARROW_PROJECTED	HOT|VALUE	QUALITY|SCALAR	1	HOT|VALUE	QUALITY|SCALAR	0	0	0
G806-C00221	TARGET	ol	GDT800-O0416	f106r	f106r	f106r.8	3	L1	orar	0	NONE	NONE	NONE	0	NONE	NONE	0	0	0
G806-C00222	TARGET	ol	GDT800-O0416	f106r	f106r	f106r.8	3	R1	kaiin	0	C2_GDT739_NARROW_PROJECTED	HOT|VALUE	QUALITY|SCALAR	1	HOT|VALUE	QUALITY|SCALAR	0	0	0
G806-C00223	TARGET	cheol	GDT800-O0418	f106v	f106v	f106v.10	2	L1	ysheody	1	NONE	NONE	NONE	0	NONE	NONE	0	0	0
G806-C00224	TARGET	cheol	GDT800-O0418	f106v	f106v	f106v.10	2	R1	oteey	0	C2_GDT739_NARROW_PROJECTED	COLD|VALUE|PREPARATION	CARRIER|QUALITY|SCALAR	1	COLD|VALUE|PREPARATION	CARRIER|QUALITY|SCALAR	0	0	0
G806-C00225	TARGET	otal	GDT800-O0421	f106v	f106v	f106v.12	9	L1	qokal	1	NONE	NONE	NONE	0	NONE	NONE	0	0	0
G806-C00226	TARGET	otal	GDT800-O0421	f106v	f106v	f106v.12	9	R1	otam	1	C3_GDT734_GLOBAL_RESIDUAL	COLD|AMOUNT	QUALITY|SCALAR	1	COLD|AMOUNT	QUALITY|SCALAR	0	0	0
G806-C00227	TARGET	otal	GDT800-O0431	f106v	f106v	f106v.19	3	L1	otaiin	1	C3_GDT734_GLOBAL_RESIDUAL	COLD|VALUE|PREPARATION	CARRIER|QUALITY|SCALAR	1	COLD|VALUE|PREPARATION	CARRIER|QUALITY|SCALAR	0	0	0
G806-C00228	TARGET	otal	GDT800-O0431	f106v	f106v	f106v.19	3	R1	chedy	0	C3_GDT734_GLOBAL_RESIDUAL	DRY|VALUE	QUALITY|SCALAR	1	DRY|VALUE	QUALITY|SCALAR	0	0	0
G806-C00229	TARGET	okal	GDT800-O0433	f106v	f106v	f106v.21	6	L1	osaiin	1	NONE	NONE	NONE	0	NONE	NONE	0	0	0
G806-C00230	TARGET	okal	GDT800-O0433	f106v	f106v	f106v.21	6	R1	sheedy	0	C3_GDT734_GLOBAL_RESIDUAL	MOIST|VALUE	QUALITY|SCALAR	1	MOIST|VALUE	QUALITY|SCALAR	0	0	0
G806-C00231	TARGET	ol	GDT800-O0434	f106v	f106v	f106v.23	1	L1	NONE	0	NONE	NONE	NONE	0	NONE	NONE	0	0	0
G806-C00232	TARGET	ol	GDT800-O0434	f106v	f106v	f106v.23	1	R1	kalol	0	C3_GDT734_GLOBAL_RESIDUAL	HOT|VALUE|MATERIAL	CARRIER|QUALITY|SCALAR	1	HOT|VALUE|MATERIAL	CARRIER|QUALITY|SCALAR	0	0	0
G806-C00233	TARGET	okal	GDT800-O0435	f106v	f106v	f106v.23	5	L1	chor	1	C3_GDT734_GLOBAL_RESIDUAL	PART	CARRIER	1	PART	CARRIER	0	0	0
G806-C00234	TARGET	okal	GDT800-O0435	f106v	f106v	f106v.23	5	R1	chdy	1	C3_GDT734_GLOBAL_RESIDUAL	DRY|VALUE	QUALITY|SCALAR	1	DRY|VALUE	QUALITY|SCALAR	0	0	0
G806-C00235	TARGET	qokol	GDT800-O0437	f106v	f106v	f106v.24	4	L1	qokchdy	1	C3_GDT734_GLOBAL_RESIDUAL	HOT|DRY|VALUE	QUALITY|SCALAR	1	HOT|DRY|VALUE	QUALITY|SCALAR	0	0	0
G806-C00236	TARGET	qokol	GDT800-O0437	f106v	f106v	f106v.24	4	R1	chdaiin	1	NONE	NONE	NONE	0	NONE	NONE	0	0	0
G806-C00237	TARGET	okal	GDT800-O0442	f106v	f106v	f106v.26	4	L1	kshdain	0	NONE	NONE	NONE	0	NONE	NONE	0	0	0
G806-C00238	TARGET	okal	GDT800-O0442	f106v	f106v	f106v.26	4	R1	chdy	1	C3_GDT734_GLOBAL_RESIDUAL	DRY|VALUE	QUALITY|SCALAR	1	DRY|VALUE	QUALITY|SCALAR	0	0	0
G806-C00239	TARGET	ol	GDT800-O0449	f106v	f106v	f106v.33	5	L1	chey	1	C3_GDT734_GLOBAL_RESIDUAL	DRY|VALUE	QUALITY|SCALAR	1	DRY|VALUE	QUALITY|SCALAR	0	0	0
G806-C00240	TARGET	ol	GDT800-O0449	f106v	f106v	f106v.33	5	R1	aiin	1	C3_GDT734_GLOBAL_RESIDUAL	AMOUNT	SCALAR	1	AMOUNT	SCALAR	0	0	0
G806-C00241	TARGET	okal	GDT800-O0462	f106v	f106v	f106v.44	3	L1	chey	1	C3_GDT734_GLOBAL_RESIDUAL	DRY|VALUE	QUALITY|SCALAR	1	DRY|VALUE	QUALITY|SCALAR	0	0	0
G806-C00242	TARGET	okal	GDT800-O0462	f106v	f106v	f106v.44	3	R1	chey	1	C3_GDT734_GLOBAL_RESIDUAL	DRY|VALUE	QUALITY|SCALAR	1	DRY|VALUE	QUALITY|SCALAR	0	0	0
G806-C00243	TARGET	ol	GDT800-O0463	f106v	f106v	f106v.46	7	L1	chkaiin	1	C3_GDT734_GLOBAL_RESIDUAL	HOT|DRY|VALUE	QUALITY|SCALAR	1	HOT|DRY|VALUE	QUALITY|SCALAR	0	0	0
G806-C00244	TARGET	ol	GDT800-O0463	f106v	f106v	f106v.46	7	R1	oky	1	C3_GDT734_GLOBAL_RESIDUAL	HOT|VALUE|PREPARATION	CARRIER|QUALITY|SCALAR	1	HOT|VALUE|PREPARATION	CARRIER|QUALITY|SCALAR	0	0	0
G806-C00245	TARGET	ol	GDT800-O0480	f107r	f107r	f107r.19	2	L1	oaiin	1	C2_GDT739_NARROW_PROJECTED	AMOUNT|PREPARATION	CARRIER|SCALAR	1	AMOUNT|PREPARATION	CARRIER|SCALAR	0	0	0
G806-C00246	TARGET	ol	GDT800-O0480	f107r	f107r	f107r.19	2	R1	rar	1	NONE	NONE	NONE	0	NONE	NONE	0	0	0
G806-C00247	TARGET	qokeol	GDT800-O0483	f107r	f107r	f107r.21	7	L1	shaiin	1	NONE	NONE	NONE	0	NONE	NONE	0	0	0
G806-C00248	TARGET	qokeol	GDT800-O0483	f107r	f107r	f107r.21	7	R1	lkaiin	1	NONE	NONE	NONE	0	NONE	NONE	0	0	0
G806-C00249	TARGET	cheol	GDT800-O0486	f107r	f107r	f107r.24	4	L1	okil	0	NONE	NONE	NONE	0	NONE	NONE	0	0	0
G806-C00250	TARGET	cheol	GDT800-O0486	f107r	f107r	f107r.24	4	R1	kair	0	C1_EXACT_LOCAL	HOT|PART|MATERIAL	CARRIER|QUALITY	1	HOT|PART|MATERIAL	CARRIER|QUALITY	0	0	0
G806-C00251	TARGET	ol	GDT800-O0491	f107r	f107r	f107r.26	1	L1	NONE	0	NONE	NONE	NONE	0	NONE	NONE	0	0	0
G806-C00252	TARGET	ol	GDT800-O0491	f107r	f107r	f107r.26	1	R1	cheor	0	C3_GDT734_GLOBAL_RESIDUAL	DRY|PART|MATERIAL	CARRIER|QUALITY	1	DRY|PART|MATERIAL	CARRIER|QUALITY	0	0	0
G806-C00253	TARGET	okal	GDT800-O0493	f107r	f107r	f107r.26	8	L1	otair	1	C3_GDT734_GLOBAL_RESIDUAL	COLD|PART|PREPARATION	CARRIER|QUALITY	1	COLD|PART|PREPARATION	CARRIER|QUALITY	0	0	0
G806-C00254	TARGET	okal	GDT800-O0493	f107r	f107r	f107r.26	8	R1	cheody	1	NONE	NONE	NONE	0	NONE	NONE	0	0	0
G806-C00255	TARGET	okal	GDT800-O0502	f107r	f107r	f107r.32	4	L1	qokaiin	1	C3_GDT734_GLOBAL_RESIDUAL	HOT|VALUE	QUALITY|SCALAR	1	HOT|VALUE	QUALITY|SCALAR	0	0	0
G806-C00256	TARGET	okal	GDT800-O0502	f107r	f107r	f107r.32	4	R1	qockhedy	1	NONE	NONE	NONE	0	NONE	NONE	0	0	0
G806-C00257	TARGET	okal	GDT800-O0503	f107r	f107r	f107r.33	11	L1	lkar	1	NONE	NONE	NONE	0	NONE	NONE	0	0	0
G806-C00258	TARGET	okal	GDT800-O0503	f107r	f107r	f107r.33	11	R1	NONE	0	NONE	NONE	NONE	0	NONE	NONE	0	0	0
G806-C00259	TARGET	ol	GDT800-O0508	f107r	f107r	f107r.35	10	L1	al	1	C3_GDT734_GLOBAL_RESIDUAL	MATERIAL	CARRIER	1	MATERIAL	CARRIER	0	0	0
G806-C00260	TARGET	ol	GDT800-O0508	f107r	f107r	f107r.35	10	R1	kaldaim	0	NONE	NONE	NONE	0	NONE	NONE	0	0	0
G806-C00261	TARGET	cheol	GDT800-O0511	f107r	f107r	f107r.39	2	L1	tair	1	NONE	NONE	NONE	0	NONE	NONE	0	0	0
G806-C00262	TARGET	cheol	GDT800-O0511	f107r	f107r	f107r.39	2	R1	cheol	1	NONE	NONE	NONE	0	NONE	NONE	0	0	0
G806-C00263	TARGET	cheol	GDT800-O0512	f107r	f107r	f107r.39	3	L1	cheol	1	NONE	NONE	NONE	0	NONE	NONE	0	0	0
G806-C00264	TARGET	cheol	GDT800-O0512	f107r	f107r	f107r.39	3	R1	kchekain	1	NONE	NONE	NONE	0	NONE	NONE	0	0	0
G806-C00265	TARGET	ol	GDT800-O0513	f107r	f107r	f107r.39	6	L1	cheear	0	NONE	NONE	NONE	0	NONE	NONE	0	0	0
G806-C00266	TARGET	ol	GDT800-O0513	f107r	f107r	f107r.39	6	R1	oiin	0	C3_GDT734_GLOBAL_RESIDUAL	PREPARATION	CARRIER	1	PREPARATION	CARRIER	0	0	0
G806-C00267	TARGET	okal	GDT800-O0516	f107r	f107r	f107r.40	9	L1	otair	0	C3_GDT734_GLOBAL_RESIDUAL	COLD|PART|PREPARATION	CARRIER|QUALITY	1	COLD|PART|PREPARATION	CARRIER|QUALITY	0	0	0
G806-C00268	TARGET	okal	GDT800-O0516	f107r	f107r	f107r.40	9	R1	okal	0	NONE	NONE	NONE	0	NONE	NONE	0	0	0
G806-C00269	TARGET	okal	GDT800-O0517	f107r	f107r	f107r.40	10	L1	okal	0	NONE	NONE	NONE	0	NONE	NONE	0	0	0
G806-C00270	TARGET	okal	GDT800-O0517	f107r	f107r	f107r.40	10	R1	NONE	0	NONE	NONE	NONE	0	NONE	NONE	0	0	0
G806-C00271	TARGET	otal	GDT800-O0519	f107r	f107r	f107r.41	5	L1	qokal	1	NONE	NONE	NONE	0	NONE	NONE	0	0	0
G806-C00272	TARGET	otal	GDT800-O0519	f107r	f107r	f107r.41	5	R1	otam	1	C3_GDT734_GLOBAL_RESIDUAL	COLD|AMOUNT	QUALITY|SCALAR	1	COLD|AMOUNT	QUALITY|SCALAR	0	0	0
G806-C00273	TARGET	otal	GDT800-O0521	f107r	f107r	f107r.43	7	L1	chykaiin	1	NONE	NONE	NONE	0	NONE	NONE	0	0	0
G806-C00274	TARGET	otal	GDT800-O0521	f107r	f107r	f107r.43	7	R1	taiin	1	NONE	NONE	NONE	0	NONE	NONE	0	0	0
G806-C00275	TARGET	ol	GDT800-O0525	f107r	f107r	f107r.46	5	L1	qokaiin	1	C3_GDT734_GLOBAL_RESIDUAL	HOT|VALUE	QUALITY|SCALAR	1	HOT|VALUE	QUALITY|SCALAR	0	0	0
