target_reference	subject_kind	subject_surface	channel	denominator	view	candidate_a	candidate_b	a_l1_hits	a_l1_denominator	a_l1_rate	a_r1_hits	a_r1_denominator	a_r1_rate	candidate_a_score	b_l1_hits	b_l1_denominator	b_l1_rate	b_r1_hits	b_r1_denominator	b_r1_rate	candidate_b_score	uncentered_delta_a_minus_b	uncentered_delta_decimal	bilaterally_scoreable
okal	K12_CONTROL	shol	C3_GDT734_GLOBAL_RESIDUAL	ALL_OPPORTUNITIES	PAIR_STABLE	OKAL-OPAQUE	OKAL-MAT	16	110	8/55	28	124	7/31	633/3410	32	110	16/55	9	124	9/124	2479/13640	53/13640	0.00388563049853	1
okal	K12_CONTROL	dal	C3_GDT734_GLOBAL_RESIDUAL	ALL_OPPORTUNITIES	PAIR_STABLE	OKAL-OPAQUE	OKAL-MAT	25	120	5/24	22	80	11/40	29/120	31	120	31/120	8	80	1/10	43/240	1/16	0.0625	1
okal	K12_CONTROL	okol	C3_GDT734_GLOBAL_RESIDUAL	ALL_OPPORTUNITIES	PAIR_STABLE	OKAL-OPAQUE	OKAL-MAT	7	38	7/38	8	36	2/9	139/684	10	38	5/19	1	36	1/36	199/1368	79/1368	0.0577485380117	1
okal	K12_CONTROL	sol	C3_GDT734_GLOBAL_RESIDUAL	ALL_OPPORTUNITIES	PAIR_STABLE	OKAL-OPAQUE	OKAL-MAT	8	15	8/15	1	41	1/41	343/1230	8	15	8/15	1	41	1/41	343/1230	0/1	0	1
okal	K12_CONTROL	qotol	C3_GDT734_GLOBAL_RESIDUAL	ALL_OPPORTUNITIES	PAIR_STABLE	OKAL-OPAQUE	OKAL-MAT	8	25	8/25	9	35	9/35	101/350	9	25	9/25	0	35	0/1	9/50	19/175	0.108571428571	1
okal	K12_CONTROL	chol	C3_GDT734_GLOBAL_RESIDUAL	ALL_OPPORTUNITIES	PAIR_STABLE	OKAL-OPAQUE	OKAL-MAT	49	236	49/236	58	252	29/126	6509/29736	81	236	81/236	11	252	11/252	719/3717	757/29736	0.0254573580845	1
okal	K12_CONTROL	cthol	C3_GDT734_GLOBAL_RESIDUAL	ALL_OPPORTUNITIES	PAIR_STABLE	OKAL-OPAQUE	OKAL-MAT	7	45	7/45	6	35	6/35	103/630	18	45	2/5	0	35	0/1	1/5	-23/630	-0.0365079365079	1
okal	K12_CONTROL	okeol	C3_GDT734_GLOBAL_RESIDUAL	ALL_OPPORTUNITIES	PAIR_STABLE	OKAL-OPAQUE	OKAL-MAT	6	27	2/9	7	28	1/4	17/72	7	27	7/27	2	28	1/14	125/756	107/1512	0.0707671957672	1
okal	TARGET	okal	GDT734_GLOBAL652_SENSITIVITY	MAPPED_CONTACTS	RAW	OKAL-OPAQUE	OKAL-MAT	56	74	28/37	33	57	11/19	939/1406	52	74	26/37	8	57	8/57	889/2109	1039/4218	0.246325272641	1
okal	K12_CONTROL	al	GDT734_GLOBAL652_SENSITIVITY	MAPPED_CONTACTS	RAW	OKAL-OPAQUE	OKAL-MAT	45	93	15/31	48	83	48/83	2733/5146	45	93	15/31	15	83	15/83	855/2573	33/166	0.198795180723	1
okal	K12_CONTROL	sheol	GDT734_GLOBAL652_SENSITIVITY	MAPPED_CONTACTS	RAW	OKAL-OPAQUE	OKAL-MAT	27	37	27/37	15	46	15/46	1797/3404	29	37	29/37	8	46	4/23	815/1702	167/3404	0.0490599294947	1
okal	K12_CONTROL	qokal	GDT734_GLOBAL652_SENSITIVITY	MAPPED_CONTACTS	RAW	OKAL-OPAQUE	OKAL-MAT	79	95	79/95	36	82	18/41	4949/7790	83	95	83/95	8	82	4/41	3783/7790	583/3895	0.149679075738	1
okal	K12_CONTROL	dol	GDT734_GLOBAL652_SENSITIVITY	MAPPED_CONTACTS	RAW	OKAL-OPAQUE	OKAL-MAT	15	30	1/2	18	33	6/11	23/44	27	30	9/10	3	33	1/11	109/220	3/110	0.0272727272727	1
okal	K12_CONTROL	shol	GDT734_GLOBAL652_SENSITIVITY	MAPPED_CONTACTS	RAW	OKAL-OPAQUE	OKAL-MAT	30	71	30/71	37	82	37/82	5087/11644	55	71	55/71	12	82	6/41	2681/5822	-275/11644	-0.0236173136379	1
okal	K12_CONTROL	dal	GDT734_GLOBAL652_SENSITIVITY	MAPPED_CONTACTS	RAW	OKAL-OPAQUE	OKAL-MAT	58	75	58/75	38	74	19/37	3571/5550	62	75	62/75	11	74	11/74	5413/11100	1729/11100	0.155765765766	1
okal	K12_CONTROL	okol	GDT734_GLOBAL652_SENSITIVITY	MAPPED_CONTACTS	RAW	OKAL-OPAQUE	OKAL-MAT	11	24	11/24	12	23	12/23	541/1104	12	24	1/2	2	23	2/23	27/92	217/1104	0.196557971014	1
okal	K12_CONTROL	sol	GDT734_GLOBAL652_SENSITIVITY	MAPPED_CONTACTS	RAW	OKAL-OPAQUE	OKAL-MAT	11	14	11/14	5	32	5/32	211/448	13	14	13/14	5	32	5/32	243/448	-1/14	-0.0714285714286	1
okal	K12_CONTROL	qotol	GDT734_GLOBAL652_SENSITIVITY	MAPPED_CONTACTS	RAW	OKAL-OPAQUE	OKAL-MAT	12	17	12/17	15	23	15/23	531/782	15	17	15/17	0	23	0/1	15/34	93/391	0.237851662404	1
okal	K12_CONTROL	chol	GDT734_GLOBAL652_SENSITIVITY	MAPPED_CONTACTS	RAW	OKAL-OPAQUE	OKAL-MAT	85	173	85/173	87	167	87/167	14623/28891	119	173	119/173	21	167	21/167	11753/28891	2870/28891	0.0993388944654	1
okal	K12_CONTROL	cthol	GDT734_GLOBAL652_SENSITIVITY	MAPPED_CONTACTS	RAW	OKAL-OPAQUE	OKAL-MAT	10	27	10/27	8	14	4/7	89/189	21	27	7/9	1	14	1/14	107/252	5/108	0.0462962962963	1
okal	K12_CONTROL	okeol	GDT734_GLOBAL652_SENSITIVITY	MAPPED_CONTACTS	RAW	OKAL-OPAQUE	OKAL-MAT	11	19	11/19	13	16	13/16	423/608	12	19	12/19	3	16	3/16	249/608	87/304	0.286184210526	1
okal	TARGET	okal	GDT734_GLOBAL652_SENSITIVITY	MAPPED_CONTACTS	PAIR_STABLE	OKAL-OPAQUE	OKAL-MAT	36	48	3/4	20	35	4/7	37/56	30	48	5/8	3	35	3/35	199/560	171/560	0.305357142857	1
okal	K12_CONTROL	al	GDT734_GLOBAL652_SENSITIVITY	MAPPED_CONTACTS	PAIR_STABLE	OKAL-OPAQUE	OKAL-MAT	35	61	35/61	32	55	32/55	3877/6710	33	61	33/61	8	55	8/55	2303/6710	787/3355	0.234575260805	1
okal	K12_CONTROL	sheol	GDT734_GLOBAL652_SENSITIVITY	MAPPED_CONTACTS	PAIR_STABLE	OKAL-OPAQUE	OKAL-MAT	17	26	17/26	11	32	11/32	415/832	21	26	21/26	4	32	1/8	97/208	27/832	0.0324519230769	1
okal	K12_CONTROL	qokal	GDT734_GLOBAL652_SENSITIVITY	MAPPED_CONTACTS	PAIR_STABLE	OKAL-OPAQUE	OKAL-MAT	55	63	55/63	24	53	24/53	4427/6678	56	63	8/9	6	53	6/53	239/477	1081/6678	0.161874812818	1
okal	K12_CONTROL	dol	GDT734_GLOBAL652_SENSITIVITY	MAPPED_CONTACTS	PAIR_STABLE	OKAL-OPAQUE	OKAL-MAT	8	20	2/5	14	25	14/25	12/25	17	20	17/20	2	25	2/25	93/200	3/200	0.015	1
okal	K12_CONTROL	shol	GDT734_GLOBAL652_SENSITIVITY	MAPPED_CONTACTS	PAIR_STABLE	OKAL-OPAQUE	OKAL-MAT	19	49	19/49	31	70	31/70	407/980	36	49	36/49	11	70	11/70	437/980	-3/98	-0.030612244898	1
okal	K12_CONTROL	dal	GDT734_GLOBAL652_SENSITIVITY	MAPPED_CONTACTS	PAIR_STABLE	OKAL-OPAQUE	OKAL-MAT	30	45	2/3	23	46	1/2	7/12	38	45	38/45	9	46	9/46	2153/4140	131/2070	0.0632850241546	1
okal	K12_CONTROL	okol	GDT734_GLOBAL652_SENSITIVITY	MAPPED_CONTACTS	PAIR_STABLE	OKAL-OPAQUE	OKAL-MAT	9	21	3/7	10	18	5/9	31/63	11	21	11/21	2	18	1/9	20/63	11/63	0.174603174603	1
okal	K12_CONTROL	sol	GDT734_GLOBAL652_SENSITIVITY	MAPPED_CONTACTS	PAIR_STABLE	OKAL-OPAQUE	OKAL-MAT	9	11	9/11	2	23	2/23	229/506	10	11	10/11	3	23	3/23	263/506	-17/253	-0.0671936758893	1
okal	K12_CONTROL	qotol	GDT734_GLOBAL652_SENSITIVITY	MAPPED_CONTACTS	PAIR_STABLE	OKAL-OPAQUE	OKAL-MAT	9	13	9/13	13	19	13/19	170/247	11	13	11/13	0	19	0/1	11/26	131/494	0.265182186235	1
okal	K12_CONTROL	chol	GDT734_GLOBAL652_SENSITIVITY	MAPPED_CONTACTS	PAIR_STABLE	OKAL-OPAQUE	OKAL-MAT	62	130	31/65	73	125	73/125	862/1625	89	130	89/130	13	125	13/125	2563/6500	177/1300	0.136153846154	1
okal	K12_CONTROL	cthol	GDT734_GLOBAL652_SENSITIVITY	MAPPED_CONTACTS	PAIR_STABLE	OKAL-OPAQUE	OKAL-MAT	7	24	7/24	7	12	7/12	7/16	19	24	19/24	1	12	1/12	7/16	0/1	0	1
okal	K12_CONTROL	okeol	GDT734_GLOBAL652_SENSITIVITY	MAPPED_CONTACTS	PAIR_STABLE	OKAL-OPAQUE	OKAL-MAT	7	14	1/2	10	12	5/6	2/3	9	14	9/14	3	12	1/4	25/56	37/168	0.220238095238	1
okal	TARGET	okal	GDT734_GLOBAL652_SENSITIVITY	ALL_OPPORTUNITIES	RAW	OKAL-OPAQUE	OKAL-MAT	56	122	28/61	33	122	33/122	89/244	52	122	26/61	8	122	4/61	15/61	29/244	0.118852459016	1
okal	K12_CONTROL	al	GDT734_GLOBAL652_SENSITIVITY	ALL_OPPORTUNITIES	RAW	OKAL-OPAQUE	OKAL-MAT	45	204	15/68	48	204	4/17	31/136	45	204	15/68	15	204	5/68	5/34	11/136	0.0808823529412	1
okal	K12_CONTROL	sheol	GDT734_GLOBAL652_SENSITIVITY	ALL_OPPORTUNITIES	RAW	OKAL-OPAQUE	OKAL-MAT	27	90	3/10	15	90	1/6	7/30	29	90	29/90	8	90	4/45	37/180	1/36	0.0277777777778	1
okal	K12_CONTROL	qokal	GDT734_GLOBAL652_SENSITIVITY	ALL_OPPORTUNITIES	RAW	OKAL-OPAQUE	OKAL-MAT	79	180	79/180	36	180	1/5	23/72	83	180	83/180	8	180	2/45	91/360	1/15	0.0666666666667	1
okal	K12_CONTROL	dol	GDT734_GLOBAL652_SENSITIVITY	ALL_OPPORTUNITIES	RAW	OKAL-OPAQUE	OKAL-MAT	15	76	15/76	18	76	9/38	33/152	27	76	27/76	3	76	3/76	15/76	3/152	0.0197368421053	1
okal	K12_CONTROL	shol	GDT734_GLOBAL652_SENSITIVITY	ALL_OPPORTUNITIES	RAW	OKAL-OPAQUE	OKAL-MAT	30	163	30/163	37	163	37/163	67/326	55	163	55/163	12	163	12/163	67/326	0/1	0	1
okal	K12_CONTROL	dal	GDT734_GLOBAL652_SENSITIVITY	ALL_OPPORTUNITIES	RAW	OKAL-OPAQUE	OKAL-MAT	58	191	58/191	38	191	38/191	48/191	62	191	62/191	11	191	11/191	73/382	23/382	0.0602094240838	1
okal	K12_CONTROL	okol	GDT734_GLOBAL652_SENSITIVITY	ALL_OPPORTUNITIES	RAW	OKAL-OPAQUE	OKAL-MAT	11	53	11/53	12	53	12/53	23/106	12	53	12/53	2	53	2/53	7/53	9/106	0.0849056603774	1
okal	K12_CONTROL	sol	GDT734_GLOBAL652_SENSITIVITY	ALL_OPPORTUNITIES	RAW	OKAL-OPAQUE	OKAL-MAT	11	57	11/57	5	57	5/57	8/57	13	57	13/57	5	57	5/57	3/19	-1/57	-0.0175438596491	1
okal	K12_CONTROL	qotol	GDT734_GLOBAL652_SENSITIVITY	ALL_OPPORTUNITIES	RAW	OKAL-OPAQUE	OKAL-MAT	12	43	12/43	15	43	15/43	27/86	15	43	15/43	0	43	0/1	15/86	6/43	0.139534883721	1
okal	K12_CONTROL	chol	GDT734_GLOBAL652_SENSITIVITY	ALL_OPPORTUNITIES	RAW	OKAL-OPAQUE	OKAL-MAT	85	343	85/343	87	343	87/343	86/343	119	343	17/49	21	343	3/49	10/49	16/343	0.0466472303207	1
okal	K12_CONTROL	cthol	GDT734_GLOBAL652_SENSITIVITY	ALL_OPPORTUNITIES	RAW	OKAL-OPAQUE	OKAL-MAT	10	51	10/51	8	51	8/51	3/17	21	51	7/17	1	51	1/51	11/51	-2/51	-0.0392156862745	1
okal	K12_CONTROL	okeol	GDT734_GLOBAL652_SENSITIVITY	ALL_OPPORTUNITIES	RAW	OKAL-OPAQUE	OKAL-MAT	11	44	1/4	13	44	13/44	3/11	12	44	3/11	3	44	3/44	15/88	9/88	0.102272727273	1
okal	TARGET	okal	GDT734_GLOBAL652_SENSITIVITY	ALL_OPPORTUNITIES	PAIR_STABLE	OKAL-OPAQUE	OKAL-MAT	36	69	12/23	20	73	20/73	668/1679	30	69	10/23	3	73	3/73	799/3358	537/3358	0.159916617034	1
okal	K12_CONTROL	al	GDT734_GLOBAL652_SENSITIVITY	ALL_OPPORTUNITIES	PAIR_STABLE	OKAL-OPAQUE	OKAL-MAT	35	129	35/129	32	119	32/119	8293/30702	33	129	11/43	8	119	8/119	1653/10234	1667/15351	0.108592274119	1
okal	K12_CONTROL	sheol	GDT734_GLOBAL652_SENSITIVITY	ALL_OPPORTUNITIES	PAIR_STABLE	OKAL-OPAQUE	OKAL-MAT	17	57	17/57	11	57	11/57	14/57	21	57	7/19	4	57	4/57	25/114	1/38	0.0263157894737	1
okal	K12_CONTROL	qokal	GDT734_GLOBAL652_SENSITIVITY	ALL_OPPORTUNITIES	PAIR_STABLE	OKAL-OPAQUE	OKAL-MAT	55	108	55/108	24	113	24/113	8807/24408	56	108	14/27	6	113	6/113	872/3051	1831/24408	0.0750163880695	1
okal	K12_CONTROL	dol	GDT734_GLOBAL652_SENSITIVITY	ALL_OPPORTUNITIES	PAIR_STABLE	OKAL-OPAQUE	OKAL-MAT	8	44	2/11	14	48	7/24	125/528	17	44	17/44	2	48	1/24	113/528	1/44	0.0227272727273	1
okal	K12_CONTROL	shol	GDT734_GLOBAL652_SENSITIVITY	ALL_OPPORTUNITIES	PAIR_STABLE	OKAL-OPAQUE	OKAL-MAT	19	110	19/110	31	124	1/4	93/440	36	110	18/55	11	124	11/124	2837/13640	23/6820	0.0033724340176	1
okal	K12_CONTROL	dal	GDT734_GLOBAL652_SENSITIVITY	ALL_OPPORTUNITIES	PAIR_STABLE	OKAL-OPAQUE	OKAL-MAT	30	120	1/4	23	80	23/80	43/160	38	120	19/60	9	80	9/80	103/480	13/240	0.0541666666667	1
okal	K12_CONTROL	okol	GDT734_GLOBAL652_SENSITIVITY	ALL_OPPORTUNITIES	PAIR_STABLE	OKAL-OPAQUE	OKAL-MAT	9	38	9/38	10	36	5/18	44/171	11	38	11/38	2	36	1/18	59/342	29/342	0.0847953216374	1
okal	K12_CONTROL	sol	GDT734_GLOBAL652_SENSITIVITY	ALL_OPPORTUNITIES	PAIR_STABLE	OKAL-OPAQUE	OKAL-MAT	9	15	3/5	2	41	2/41	133/410	10	15	2/3	3	41	3/41	91/246	-28/615	-0.0455284552846	1
okal	K12_CONTROL	qotol	GDT734_GLOBAL652_SENSITIVITY	ALL_OPPORTUNITIES	PAIR_STABLE	OKAL-OPAQUE	OKAL-MAT	9	25	9/25	13	35	13/35	64/175	11	25	11/25	0	35	0/1	11/50	51/350	0.145714285714	1
okal	K12_CONTROL	chol	GDT734_GLOBAL652_SENSITIVITY	ALL_OPPORTUNITIES	PAIR_STABLE	OKAL-OPAQUE	OKAL-MAT	62	236	31/118	73	252	73/252	8213/29736	89	236	89/236	13	252	13/252	3187/14868	613/9912	0.0618442292171	1
okal	K12_CONTROL	cthol	GDT734_GLOBAL652_SENSITIVITY	ALL_OPPORTUNITIES	PAIR_STABLE	OKAL-OPAQUE	OKAL-MAT	7	45	7/45	7	35	1/5	8/45	19	45	19/45	1	35	1/35	71/315	-1/21	-0.047619047619	1
okal	K12_CONTROL	okeol	GDT734_GLOBAL652_SENSITIVITY	ALL_OPPORTUNITIES	PAIR_STABLE	OKAL-OPAQUE	OKAL-MAT	7	27	7/27	10	28	5/14	233/756	9	27	1/3	3	28	3/28	37/168	19/216	0.087962962963	1
okal	TARGET	okal	C1_EXACT_LOCAL	MAPPED_CONTACTS	RAW	OKAL-OPAQUE	OKAL-MAT	0	0	NA	0	0	NA	NA	0	0	NA	0	0	NA	NA	NA	NA	0
okal	TARGET	okal	C1_EXACT_LOCAL	MAPPED_CONTACTS	PAIR_STABLE	OKAL-OPAQUE	OKAL-MAT	0	0	NA	0	0	NA	NA	0	0	NA	0	0	NA	NA	NA	NA	0
ol	TARGET	ol	C2_GDT739_NARROW_PROJECTED	MAPPED_CONTACTS	RAW	OL-CARRIER	OL-MEDIUM	30	34	15/17	37	47	37/47	667/799	4	34	2/17	37	47	37/47	723/1598	13/34	0.382352941176	1
ol	K12_CONTROL	chol	C2_GDT739_NARROW_PROJECTED	MAPPED_CONTACTS	RAW	OL-CARRIER	OL-MEDIUM	10	23	10/23	10	20	1/2	43/92	2	23	2/23	8	20	2/5	28/115	103/460	0.223913043478	1
ol	K12_CONTROL	dal	C2_GDT739_NARROW_PROJECTED	MAPPED_CONTACTS	RAW	OL-CARRIER	OL-MEDIUM	8	8	1/1	5	5	1/1	1/1	0	8	0/1	4	5	4/5	2/5	3/5	0.6	1
ol	K12_CONTROL	shol	C2_GDT739_NARROW_PROJECTED	MAPPED_CONTACTS	RAW	OL-CARRIER	OL-MEDIUM	6	8	3/4	9	10	9/10	33/40	0	8	0/1	7	10	7/10	7/20	19/40	0.475	1
ol	K12_CONTROL	qokal	C2_GDT739_NARROW_PROJECTED	MAPPED_CONTACTS	RAW	OL-CARRIER	OL-MEDIUM	14	17	14/17	2	4	1/2	45/68	7	17	7/17	1	4	1/4	45/136	45/136	0.330882352941	1
ol	K12_CONTROL	al	C2_GDT739_NARROW_PROJECTED	MAPPED_CONTACTS	RAW	OL-CARRIER	OL-MEDIUM	14	14	1/1	6	8	3/4	7/8	5	14	5/14	5	8	5/8	55/112	43/112	0.383928571429	1
ol	K12_CONTROL	sheol	C2_GDT739_NARROW_PROJECTED	MAPPED_CONTACTS	RAW	OL-CARRIER	OL-MEDIUM	8	9	8/9	10	12	5/6	31/36	1	9	1/9	7	12	7/12	25/72	37/72	0.513888888889	1
ol	K12_CONTROL	dol	C2_GDT739_NARROW_PROJECTED	MAPPED_CONTACTS	RAW	OL-CARRIER	OL-MEDIUM	5	6	5/6	2	2	1/1	11/12	0	6	0/1	0	2	0/1	0/1	11/12	0.916666666667	1
ol	K12_CONTROL	sol	C2_GDT739_NARROW_PROJECTED	MAPPED_CONTACTS	RAW	OL-CARRIER	OL-MEDIUM	2	2	1/1	4	5	4/5	9/10	1	2	1/2	3	5	3/5	11/20	7/20	0.35	1
ol	K12_CONTROL	okol	C2_GDT739_NARROW_PROJECTED	MAPPED_CONTACTS	RAW	OL-CARRIER	OL-MEDIUM	1	4	1/4	2	4	1/2	3/8	1	4	1/4	4	4	1/1	5/8	-1/4	-0.25	1
ol	K12_CONTROL	qotol	C2_GDT739_NARROW_PROJECTED	MAPPED_CONTACTS	RAW	OL-CARRIER	OL-MEDIUM	3	3	1/1	4	5	4/5	9/10	1	3	1/3	1	5	1/5	4/15	19/30	0.633333333333	1
ol	K12_CONTROL	sal	C2_GDT739_NARROW_PROJECTED	MAPPED_CONTACTS	RAW	OL-CARRIER	OL-MEDIUM	3	3	1/1	3	3	1/1	1/1	1	3	1/3	3	3	1/1	2/3	1/3	0.333333333333	1
ol	K12_CONTROL	okeol	C2_GDT739_NARROW_PROJECTED	MAPPED_CONTACTS	RAW	OL-CARRIER	OL-MEDIUM	3	5	3/5	2	5	2/5	1/2	2	5	2/5	3	5	3/5	1/2	0/1	0	1
ol	TARGET	ol	C2_GDT739_NARROW_PROJECTED	MAPPED_CONTACTS	PAIR_STABLE	OL-CARRIER	OL-MEDIUM	24	27	8/9	22	30	11/15	73/90	3	27	1/9	24	30	4/5	41/90	16/45	0.355555555556	1
ol	K12_CONTROL	chol	C2_GDT739_NARROW_PROJECTED	MAPPED_CONTACTS	PAIR_STABLE	OL-CARRIER	OL-MEDIUM	8	18	4/9	8	17	8/17	70/153	1	18	1/18	5	17	5/17	107/612	173/612	0.282679738562	1
ol	K12_CONTROL	dal	C2_GDT739_NARROW_PROJECTED	MAPPED_CONTACTS	PAIR_STABLE	OL-CARRIER	OL-MEDIUM	7	7	1/1	4	4	1/1	1/1	0	7	0/1	3	4	3/4	3/8	5/8	0.625	1
ol	K12_CONTROL	shol	C2_GDT739_NARROW_PROJECTED	MAPPED_CONTACTS	PAIR_STABLE	OL-CARRIER	OL-MEDIUM	4	6	2/3	9	10	9/10	47/60	0	6	0/1	7	10	7/10	7/20	13/30	0.433333333333	1
ol	K12_CONTROL	qokal	C2_GDT739_NARROW_PROJECTED	MAPPED_CONTACTS	PAIR_STABLE	OL-CARRIER	OL-MEDIUM	8	9	8/9	1	3	1/3	11/18	3	9	1/3	1	3	1/3	1/3	5/18	0.277777777778	1
ol	K12_CONTROL	al	C2_GDT739_NARROW_PROJECTED	MAPPED_CONTACTS	PAIR_STABLE	OL-CARRIER	OL-MEDIUM	9	9	1/1	3	4	3/4	7/8	4	9	4/9	3	4	3/4	43/72	5/18	0.277777777778	1
ol	K12_CONTROL	sheol	C2_GDT739_NARROW_PROJECTED	MAPPED_CONTACTS	PAIR_STABLE	OL-CARRIER	OL-MEDIUM	5	5	1/1	8	9	8/9	17/18	1	5	1/5	5	9	5/9	17/45	17/30	0.566666666667	1
ol	K12_CONTROL	dol	C2_GDT739_NARROW_PROJECTED	MAPPED_CONTACTS	PAIR_STABLE	OL-CARRIER	OL-MEDIUM	3	4	3/4	2	2	1/1	7/8	0	4	0/1	0	2	0/1	0/1	7/8	0.875	1
ol	K12_CONTROL	sol	C2_GDT739_NARROW_PROJECTED	MAPPED_CONTACTS	PAIR_STABLE	OL-CARRIER	OL-MEDIUM	2	2	1/1	3	3	1/1	1/1	1	2	1/2	1	3	1/3	5/12	7/12	0.583333333333	1
ol	K12_CONTROL	okol	C2_GDT739_NARROW_PROJECTED	MAPPED_CONTACTS	PAIR_STABLE	OL-CARRIER	OL-MEDIUM	1	4	1/4	2	4	1/2	3/8	1	4	1/4	4	4	1/1	5/8	-1/4	-0.25	1
ol	K12_CONTROL	qotol	C2_GDT739_NARROW_PROJECTED	MAPPED_CONTACTS	PAIR_STABLE	OL-CARRIER	OL-MEDIUM	2	2	1/1	4	5	4/5	9/10	1	2	1/2	1	5	1/5	7/20	11/20	0.55	1
ol	K12_CONTROL	sal	C2_GDT739_NARROW_PROJECTED	MAPPED_CONTACTS	PAIR_STABLE	OL-CARRIER	OL-MEDIUM	2	2	1/1	2	2	1/1	1/1	0	2	0/1	2	2	1/1	1/2	1/2	0.5	1
ol	K12_CONTROL	okeol	C2_GDT739_NARROW_PROJECTED	MAPPED_CONTACTS	PAIR_STABLE	OL-CARRIER	OL-MEDIUM	2	4	1/2	2	3	2/3	7/12	1	4	1/4	1	3	1/3	7/24	7/24	0.291666666667	1
ol	TARGET	ol	C2_GDT739_NARROW_PROJECTED	ALL_OPPORTUNITIES	RAW	OL-CARRIER	OL-MEDIUM	30	462	5/77	37	462	37/462	67/924	4	462	2/231	37	462	37/462	41/924	13/462	0.0281385281385	1
ol	K12_CONTROL	chol	C2_GDT739_NARROW_PROJECTED	ALL_OPPORTUNITIES	RAW	OL-CARRIER	OL-MEDIUM	10	343	10/343	10	343	10/343	10/343	2	343	2/343	8	343	8/343	5/343	5/343	0.0145772594752	1
ol	K12_CONTROL	dal	C2_GDT739_NARROW_PROJECTED	ALL_OPPORTUNITIES	RAW	OL-CARRIER	OL-MEDIUM	8	191	8/191	5	191	5/191	13/382	0	191	0/1	4	191	4/191	2/191	9/382	0.0235602094241	1
ol	K12_CONTROL	shol	C2_GDT739_NARROW_PROJECTED	ALL_OPPORTUNITIES	RAW	OL-CARRIER	OL-MEDIUM	6	163	6/163	9	163	9/163	15/326	0	163	0/1	7	163	7/163	7/326	4/163	0.0245398773006	1
ol	K12_CONTROL	qokal	C2_GDT739_NARROW_PROJECTED	ALL_OPPORTUNITIES	RAW	OL-CARRIER	OL-MEDIUM	14	180	7/90	2	180	1/90	2/45	7	180	7/180	1	180	1/180	1/45	1/45	0.0222222222222	1
ol	K12_CONTROL	al	C2_GDT739_NARROW_PROJECTED	ALL_OPPORTUNITIES	RAW	OL-CARRIER	OL-MEDIUM	14	204	7/102	6	204	1/34	5/102	5	204	5/204	5	204	5/204	5/204	5/204	0.0245098039216	1
ol	K12_CONTROL	sheol	C2_GDT739_NARROW_PROJECTED	ALL_OPPORTUNITIES	RAW	OL-CARRIER	OL-MEDIUM	8	90	4/45	10	90	1/9	1/10	1	90	1/90	7	90	7/90	2/45	1/18	0.0555555555556	1
ol	K12_CONTROL	dol	C2_GDT739_NARROW_PROJECTED	ALL_OPPORTUNITIES	RAW	OL-CARRIER	OL-MEDIUM	5	76	5/76	2	76	1/38	7/152	0	76	0/1	0	76	0/1	0/1	7/152	0.0460526315789	1
ol	K12_CONTROL	sol	C2_GDT739_NARROW_PROJECTED	ALL_OPPORTUNITIES	RAW	OL-CARRIER	OL-MEDIUM	2	57	2/57	4	57	4/57	1/19	1	57	1/57	3	57	1/19	2/57	1/57	0.0175438596491	1
ol	K12_CONTROL	okol	C2_GDT739_NARROW_PROJECTED	ALL_OPPORTUNITIES	RAW	OL-CARRIER	OL-MEDIUM	1	53	1/53	2	53	2/53	3/106	1	53	1/53	4	53	4/53	5/106	-1/53	-0.0188679245283	1
ol	K12_CONTROL	qotol	C2_GDT739_NARROW_PROJECTED	ALL_OPPORTUNITIES	RAW	OL-CARRIER	OL-MEDIUM	3	43	3/43	4	43	4/43	7/86	1	43	1/43	1	43	1/43	1/43	5/86	0.0581395348837	1
ol	K12_CONTROL	sal	C2_GDT739_NARROW_PROJECTED	ALL_OPPORTUNITIES	RAW	OL-CARRIER	OL-MEDIUM	3	37	3/37	3	37	3/37	3/37	1	37	1/37	3	37	3/37	2/37	1/37	0.027027027027	1
ol	K12_CONTROL	okeol	C2_GDT739_NARROW_PROJECTED	ALL_OPPORTUNITIES	RAW	OL-CARRIER	OL-MEDIUM	3	44	3/44	2	44	1/22	5/88	2	44	1/22	3	44	3/44	5/88	0/1	0	1
ol	TARGET	ol	C2_GDT739_NARROW_PROJECTED	ALL_OPPORTUNITIES	PAIR_STABLE	OL-CARRIER	OL-MEDIUM	24	285	8/95	22	265	22/265	421/5035	3	285	1/95	24	265	24/265	509/10070	333/10070	0.0330685203575	1
ol	K12_CONTROL	chol	C2_GDT739_NARROW_PROJECTED	ALL_OPPORTUNITIES	PAIR_STABLE	OL-CARRIER	OL-MEDIUM	8	236	2/59	8	252	2/63	122/3717	1	236	1/236	5	252	5/252	179/14868	103/4956	0.020782889427	1
ol	K12_CONTROL	dal	C2_GDT739_NARROW_PROJECTED	ALL_OPPORTUNITIES	PAIR_STABLE	OL-CARRIER	OL-MEDIUM	7	120	7/120	4	80	1/20	13/240	0	120	0/1	3	80	3/80	3/160	17/480	0.0354166666667	1
ol	K12_CONTROL	shol	C2_GDT739_NARROW_PROJECTED	ALL_OPPORTUNITIES	PAIR_STABLE	OL-CARRIER	OL-MEDIUM	4	110	2/55	9	124	9/124	743/13640	0	110	0/1	7	124	7/124	7/248	179/6820	0.0262463343109	1
