audit_serial	event_serial	record_unit_id	page	locus	field_id	statement_id	joint_tuple_id	selection_stratum	surface_examples_archive_only	local_or_page_owner	owner_status	legacy_handle_revealed_after_source_freeze	legacy_support_class	exact_literal_layer_from_selected_edition	legacy_context_expansion	occurrence_consistency_class	occurrence_consistency_reason	exact_source_match_row_id	portable_atomic_reading_after_v77	occurrence_audit_action	strongest_contradiction_from_selected_edition	semantic_ceiling
105	207	B2	f82r	f82r.23	F059	B2-S012	2f1c5e56e8f0ff459065	FROZEN_14_CONTROL	aiin|chaiin|daiin|saiin|taiin	B2_LOWER_GREEN_MULTI_FIGURE_POOL	DIRECT_VISIBLE	MASS? + SURFACE_DAIIN_ONLY:VORGABEPARAMETER?	EXACT_MNEMONIC_AND_STRICT_FORMAL_PROMPT	[OWNER:B2_LOWER_GREEN_MULTI_FIGURE_POOL] > [OPAQUE_CARD:2f1c5e56e8f0ff459065] > [CARD:MASS?] > [FORMAL:VORGABEPARAMETER?] > [CONTEXT_EXEMPLAR:RECORD_LOCAL_LINK]	Den aktiven Posten nach der örtlichen Vorschrift bemessen.	HIGH_FORMAL_MIXED	measure/prescription expansion recurs; only the restricted formal channel survives, not MASS as a word	NONE	FORMAL_LABEL_NOT_WORD	FORMAL_USE_ONLY;DO_NOT_READ_AS_WORD	Stoff oder Zubereitung ist nicht sichtbar bestimmt.	THIS_ROW_AUDITS_CONTEXTUAL_COHERENCE_ONLY;IT_DOES_NOT_ATTEST_A_WORD_OR_MEANING
106	208	B2	f82r	f82r.23	F059	B2-S012	b921a237be883a820352	TOP10_RECURRENT_NONCONTROL	chey|chy|dy|shy|sy|y	B2_LOWER_GREEN_MULTI_FIGURE_POOL	DIRECT_VISIBLE	NONE	UNKNOWN_EXEMPLAR_WHOLE_CARD	[OWNER:B2_LOWER_GREEN_MULTI_FIGURE_POOL] > [OPAQUE_CARD:b921a237be883a820352] > [CONTEXT_EXEMPLAR:LOCAL_PARAMETER]	Diese aktive Portion.	CONTRADICTORY	eighteen expansions include fraction, oil, heat, stirring, storage, use, honey, and deictic portion	NONE	EXEMPLAR_VALUE_UNKNOWN	CONTEXT_EXEMPLAR_ONLY;DO_NOT_EXPORT_THIS_SENTENCE_AS_CARD_MEANING	Stoff oder Zubereitung ist nicht sichtbar bestimmt.	THIS_ROW_AUDITS_CONTEXTUAL_COHERENCE_ONLY;IT_DOES_NOT_ATTEST_A_WORD_OR_MEANING
107	210	B2	f82r	f82r.23	F060	B2-S013	de7321bface5628e35d6	FROZEN_14_CONTROL	lchedy	B2_LOWER_GREEN_MULTI_FIGURE_POOL	INHERITED_VISIBLE	ABLASSEN?	EXACT_WORKING_MNEMONIC	[OWNER:B2_LOWER_GREEN_MULTI_FIGURE_POOL] > [OPAQUE_CARD:de7321bface5628e35d6] > [CARD:ABLASSEN?] > [CONTEXT_EXEMPLAR:LOCAL_TARGET_OR_STATION] > [CLOSE]	Die verbrauchte Flüssigkeit zum Auffang- oder Auslassbereich abführen.	HIGH_CONTEXTUAL	Bio expansions consistently drain used liquid, but no exact historical entry anchors the card	NONE	EXEMPLAR_VALUE_UNKNOWN	CONTEXT_EXEMPLAR_ONLY;DO_NOT_EXPORT_THIS_SENTENCE_AS_CARD_MEANING	Stoff oder Zubereitung ist nicht sichtbar bestimmt; keine Kontur trägt einen Pfeil oder eine Flussrichtung.	THIS_ROW_AUDITS_CONTEXTUAL_COHERENCE_ONLY;IT_DOES_NOT_ATTEST_A_WORD_OR_MEANING
108	213	B2	f82r	f82r.26	F062	B2-S015	7d25241b0e56c836372a	TOP10_RECURRENT_NONCONTROL	qokeedy	B2_LOWER_POOL_EDGE_STATIONS	DIRECT_VISIBLE	NONE	UNKNOWN_EXEMPLAR_WHOLE_CARD	[OWNER:B2_LOWER_POOL_EDGE_STATIONS] > [OPAQUE_CARD:7d25241b0e56c836372a] > [CONTEXT_EXEMPLAR:LOCAL_CONDITION_OR_STATE] > [CLOSE]	Lasse die Badende im temperierten Teilbad sitzen und beende den Schritt.	BROAD_CONTEXTUAL	a terminal construction recurs, but bathing, washing, and cloth immersion are supplied locally	NONE	EXEMPLAR_VALUE_UNKNOWN	CONTEXT_EXEMPLAR_ONLY;DO_NOT_EXPORT_THIS_SENTENCE_AS_CARD_MEANING	eine nackte Figur ist nicht automatisch Patientin oder therapeutisches Ziel; die sichtbare Form beweist ihre Gefäß-, Becken- oder Leitungsfunktion nicht; Maß, Dauer, Wärme oder Zustand ist unbebilderter Quellenwert.	THIS_ROW_AUDITS_CONTEXTUAL_COHERENCE_ONLY;IT_DOES_NOT_ATTEST_A_WORD_OR_MEANING
109	214	B2	f82r	f82r.26	F063	B2-S016	dd0ecaf5e27d81befffc	FROZEN_14_CONTROL	al|chal|cheal|dal|sal|tal	B2_LOWER_POOL_EDGE_STATIONS	INHERITED_VISIBLE	ZIEL?	EXACT_WORKING_MNEMONIC	[OWNER:B2_LOWER_POOL_EDGE_STATIONS] > [OPAQUE_CARD:dd0ecaf5e27d81befffc] > [CARD:ZIEL?] > [CONTEXT_EXEMPLAR:LOCAL_TARGET_OR_STATION]	Den aktiven Posten an der örtlich bezeichneten Station führen.	BROAD_CONTEXTUAL	a local target/station is repeatedly supplied by context, not by an attested atomic value	NONE	EXEMPLAR_VALUE_UNKNOWN	CONTEXT_EXEMPLAR_ONLY;DO_NOT_EXPORT_THIS_SENTENCE_AS_CARD_MEANING	Stoff oder Zubereitung ist nicht sichtbar bestimmt; die sichtbare Form beweist ihre Gefäß-, Becken- oder Leitungsfunktion nicht.	THIS_ROW_AUDITS_CONTEXTUAL_COHERENCE_ONLY;IT_DOES_NOT_ATTEST_A_WORD_OR_MEANING
110	217	B2	f82r	f82r.26	F063	B2-S016	2f1c5e56e8f0ff459065	FROZEN_14_CONTROL	aiin|chaiin|daiin|saiin|taiin	B2_LOWER_POOL_EDGE_STATIONS	INHERITED_VISIBLE	MASS? + SURFACE_DAIIN_ONLY:VORGABEPARAMETER?	EXACT_WORKING_MNEMONIC	[OWNER:B2_LOWER_POOL_EDGE_STATIONS] > [OPAQUE_CARD:2f1c5e56e8f0ff459065] > [CARD:MASS?] > [CONTEXT_EXEMPLAR:RECORD_LOCAL_LINK]	Den aktiven Posten nach der örtlichen Vorschrift bemessen.	HIGH_FORMAL_MIXED	measure/prescription expansion recurs; only the restricted formal channel survives, not MASS as a word	NONE	FORMAL_LABEL_NOT_WORD	FORMAL_USE_ONLY;DO_NOT_READ_AS_WORD	Stoff oder Zubereitung ist nicht sichtbar bestimmt.	THIS_ROW_AUDITS_CONTEXTUAL_COHERENCE_ONLY;IT_DOES_NOT_ATTEST_A_WORD_OR_MEANING
111	219	B2	f82r	f82r.26	F063	B2-S016	b5fcea1eaed06b2f2291	FROZEN_14_CONTROL	okaiin|qokaiin	B2_LOWER_POOL_EDGE_STATIONS	INHERITED_VISIBLE	STANDARDSLOT_SETZEN	STRICT_FORMAL_PROMPT_NO_WORD_VALUE	[OWNER:B2_LOWER_POOL_EDGE_STATIONS] > [OPAQUE_CARD:b5fcea1eaed06b2f2291] > [FORMAL:STANDARDSLOT_SETZEN] > [CONTEXT_EXEMPLAR:RECORD_LOCAL_LINK]	Den aktiven Posten nach der örtlichen Vorschrift bemessen.	FORMAL_ONLY	standard-slot placement recurs; it supplies no word value	NONE	FORMAL_LABEL_NOT_WORD	FORMAL_USE_ONLY;DO_NOT_READ_AS_WORD	Stoff oder Zubereitung ist nicht sichtbar bestimmt.	THIS_ROW_AUDITS_CONTEXTUAL_COHERENCE_ONLY;IT_DOES_NOT_ATTEST_A_WORD_OR_MEANING
112	224	B2	f82r	f82r.27	F066	B2-S018	7d25241b0e56c836372a	TOP10_RECURRENT_NONCONTROL	qokeedy	B2_LOWER_POOL_EDGE_STATIONS	INHERITED_VISIBLE	NONE	UNKNOWN_EXEMPLAR_WHOLE_CARD	[OWNER:B2_LOWER_POOL_EDGE_STATIONS] > [OPAQUE_CARD:7d25241b0e56c836372a] > [CONTEXT_EXEMPLAR:LOCAL_CONDITION_OR_STATE] > [CLOSE]	Lasse die Badende im temperierten Teilbad sitzen und beende den Schritt.	BROAD_CONTEXTUAL	a terminal construction recurs, but bathing, washing, and cloth immersion are supplied locally	NONE	EXEMPLAR_VALUE_UNKNOWN	CONTEXT_EXEMPLAR_ONLY;DO_NOT_EXPORT_THIS_SENTENCE_AS_CARD_MEANING	eine nackte Figur ist nicht automatisch Patientin oder therapeutisches Ziel; die sichtbare Form beweist ihre Gefäß-, Becken- oder Leitungsfunktion nicht; Maß, Dauer, Wärme oder Zustand ist unbebilderter Quellenwert.	THIS_ROW_AUDITS_CONTEXTUAL_COHERENCE_ONLY;IT_DOES_NOT_ATTEST_A_WORD_OR_MEANING
113	227	B2	f82r	f82r.27	F069	B2-S021	7d25241b0e56c836372a	TOP10_RECURRENT_NONCONTROL	qokeedy	B2_LOWER_POOL_EDGE_STATIONS	INHERITED_VISIBLE	NONE	UNKNOWN_EXEMPLAR_WHOLE_CARD	[OWNER:B2_LOWER_POOL_EDGE_STATIONS] > [OPAQUE_CARD:7d25241b0e56c836372a] > [CONTEXT_EXEMPLAR:LOCAL_CONDITION_OR_STATE] > [CLOSE]	Lasse die Badende im temperierten Teilbad sitzen und beende den Schritt.	BROAD_CONTEXTUAL	a terminal construction recurs, but bathing, washing, and cloth immersion are supplied locally	NONE	EXEMPLAR_VALUE_UNKNOWN	CONTEXT_EXEMPLAR_ONLY;DO_NOT_EXPORT_THIS_SENTENCE_AS_CARD_MEANING	eine nackte Figur ist nicht automatisch Patientin oder therapeutisches Ziel; die sichtbare Form beweist ihre Gefäß-, Becken- oder Leitungsfunktion nicht; Maß, Dauer, Wärme oder Zustand ist unbebilderter Quellenwert.	THIS_ROW_AUDITS_CONTEXTUAL_COHERENCE_ONLY;IT_DOES_NOT_ATTEST_A_WORD_OR_MEANING
114	232	B3	f83r	f83r.3	F073	B3-S003	b921a237be883a820352	TOP10_RECURRENT_NONCONTROL	chey|chy|dy|shy|sy|y	B3_UPPER_MARGIN_OPEN_FAN_STATION	INHERITED_VISIBLE	NONE	UNKNOWN_EXEMPLAR_WHOLE_CARD	[OWNER:B3_UPPER_MARGIN_OPEN_FAN_STATION] > [OPAQUE_CARD:b921a237be883a820352] > [CONTEXT_EXEMPLAR:LOCAL_PARAMETER]	Diese aktive Portion.	CONTRADICTORY	eighteen expansions include fraction, oil, heat, stirring, storage, use, honey, and deictic portion	NONE	EXEMPLAR_VALUE_UNKNOWN	CONTEXT_EXEMPLAR_ONLY;DO_NOT_EXPORT_THIS_SENTENCE_AS_CARD_MEANING	Stoff oder Zubereitung ist nicht sichtbar bestimmt.	THIS_ROW_AUDITS_CONTEXTUAL_COHERENCE_ONLY;IT_DOES_NOT_ATTEST_A_WORD_OR_MEANING
115	233	B3	f83r	f83r.3	F073	B3-S003	2f1c5e56e8f0ff459065	FROZEN_14_CONTROL	aiin|chaiin|daiin|saiin|taiin	B3_UPPER_MARGIN_OPEN_FAN_STATION	INHERITED_VISIBLE	MASS? + SURFACE_DAIIN_ONLY:VORGABEPARAMETER?	EXACT_MNEMONIC_AND_STRICT_FORMAL_PROMPT	[OWNER:B3_UPPER_MARGIN_OPEN_FAN_STATION] > [OPAQUE_CARD:2f1c5e56e8f0ff459065] > [CARD:MASS?] > [FORMAL:VORGABEPARAMETER?] > [CONTEXT_EXEMPLAR:RECORD_LOCAL_LINK]	Den aktiven Posten nach der örtlichen Vorschrift bemessen.	HIGH_FORMAL_MIXED	measure/prescription expansion recurs; only the restricted formal channel survives, not MASS as a word	NONE	FORMAL_LABEL_NOT_WORD	FORMAL_USE_ONLY;DO_NOT_READ_AS_WORD	Stoff oder Zubereitung ist nicht sichtbar bestimmt.	THIS_ROW_AUDITS_CONTEXTUAL_COHERENCE_ONLY;IT_DOES_NOT_ATTEST_A_WORD_OR_MEANING
116	234	B3	f83r	f83r.3	F073	B3-S003	b921a237be883a820352	TOP10_RECURRENT_NONCONTROL	chey|chy|dy|shy|sy|y	B3_UPPER_MARGIN_OPEN_FAN_STATION	INHERITED_VISIBLE	NONE	UNKNOWN_EXEMPLAR_WHOLE_CARD	[OWNER:B3_UPPER_MARGIN_OPEN_FAN_STATION] > [OPAQUE_CARD:b921a237be883a820352] > [CONTEXT_EXEMPLAR:LOCAL_PARAMETER]	Diese aktive Portion.	CONTRADICTORY	eighteen expansions include fraction, oil, heat, stirring, storage, use, honey, and deictic portion	NONE	EXEMPLAR_VALUE_UNKNOWN	CONTEXT_EXEMPLAR_ONLY;DO_NOT_EXPORT_THIS_SENTENCE_AS_CARD_MEANING	Stoff oder Zubereitung ist nicht sichtbar bestimmt.	THIS_ROW_AUDITS_CONTEXTUAL_COHERENCE_ONLY;IT_DOES_NOT_ATTEST_A_WORD_OR_MEANING
117	235	B3	f83r	f83r.3	F073	B3-S003	de7321bface5628e35d6	FROZEN_14_CONTROL	lchedy	B3_UPPER_MARGIN_OPEN_FAN_STATION	INHERITED_VISIBLE	ABLASSEN?	EXACT_WORKING_MNEMONIC	[OWNER:B3_UPPER_MARGIN_OPEN_FAN_STATION] > [OPAQUE_CARD:de7321bface5628e35d6] > [CARD:ABLASSEN?] > [CONTEXT_EXEMPLAR:LOCAL_TARGET_OR_STATION] > [CLOSE]	Die verbrauchte Flüssigkeit zum Auffang- oder Auslassbereich abführen.	HIGH_CONTEXTUAL	Bio expansions consistently drain used liquid, but no exact historical entry anchors the card	NONE	EXEMPLAR_VALUE_UNKNOWN	CONTEXT_EXEMPLAR_ONLY;DO_NOT_EXPORT_THIS_SENTENCE_AS_CARD_MEANING	Stoff oder Zubereitung ist nicht sichtbar bestimmt; keine Kontur trägt einen Pfeil oder eine Flussrichtung.	THIS_ROW_AUDITS_CONTEXTUAL_COHERENCE_ONLY;IT_DOES_NOT_ATTEST_A_WORD_OR_MEANING
118	236	B3	f83r	f83r.3	F074	B3-S004	b5fcea1eaed06b2f2291	FROZEN_14_CONTROL	okaiin|qokaiin	B3_UPPER_MARGIN_OPEN_FAN_STATION	INHERITED_VISIBLE	STANDARDSLOT_SETZEN	STRICT_FORMAL_PROMPT_NO_WORD_VALUE	[OWNER:B3_UPPER_MARGIN_OPEN_FAN_STATION] > [OPAQUE_CARD:b5fcea1eaed06b2f2291] > [FORMAL:STANDARDSLOT_SETZEN] > [CONTEXT_EXEMPLAR:RECORD_LOCAL_LINK]	Den aktiven Posten nach der örtlichen Vorschrift bemessen.	FORMAL_ONLY	standard-slot placement recurs; it supplies no word value	NONE	FORMAL_LABEL_NOT_WORD	FORMAL_USE_ONLY;DO_NOT_READ_AS_WORD	Stoff oder Zubereitung ist nicht sichtbar bestimmt.	THIS_ROW_AUDITS_CONTEXTUAL_COHERENCE_ONLY;IT_DOES_NOT_ATTEST_A_WORD_OR_MEANING
119	238	B3	f83r	f83r.3	F074	B3-S004	4d4559019a961b834aa1	TOP10_RECURRENT_NONCONTROL	char|dar|sar	B3_UPPER_MARGIN_OPEN_FAN_STATION	INHERITED_VISIBLE	NONE	UNKNOWN_EXEMPLAR_WHOLE_CARD	[OWNER:B3_UPPER_MARGIN_OPEN_FAN_STATION] > [OPAQUE_CARD:4d4559019a961b834aa1] > [CONTEXT_EXEMPLAR:LOCAL_SUBSTANCE_OR_OBJECT]	Daraus, aus demselben Ansatz.	BROAD_CONTEXTUAL	same-post linkage recurs, but merging and deictic source readings vary	NONE	EXEMPLAR_VALUE_UNKNOWN	CONTEXT_EXEMPLAR_ONLY;DO_NOT_EXPORT_THIS_SENTENCE_AS_CARD_MEANING	Stoff oder Zubereitung ist nicht sichtbar bestimmt.	THIS_ROW_AUDITS_CONTEXTUAL_COHERENCE_ONLY;IT_DOES_NOT_ATTEST_A_WORD_OR_MEANING
120	239	B3	f83r	f83r.6	F075	B3-S005	259b2b3b0bf859882e2c	TOP10_RECURRENT_NONCONTROL	dchedy|schedy|tchedy	B3_MIDDLE_MARGIN_ROUND_VESSEL_STATION	DIRECT_VISIBLE	NONE	UNKNOWN_EXEMPLAR_WHOLE_CARD	[OWNER:B3_MIDDLE_MARGIN_ROUND_VESSEL_STATION] > [OPAQUE_CARD:259b2b3b0bf859882e2c] > [CONTEXT_EXEMPLAR:LOCAL_TARGET_OR_STATION] > [CLOSE]	Spüle das benutzte Gefäß oder den Lauf einmal aus und beende den Schritt.	HIGH_CONTEXTUAL	all four Bio expansions rinse a used vessel/run and close; no historical lexical anchor	NONE	EXEMPLAR_VALUE_UNKNOWN	CONTEXT_EXEMPLAR_ONLY;DO_NOT_EXPORT_THIS_SENTENCE_AS_CARD_MEANING	keine Kontur trägt einen Pfeil oder eine Flussrichtung; die sichtbare Form beweist ihre Gefäß-, Becken- oder Leitungsfunktion nicht.	THIS_ROW_AUDITS_CONTEXTUAL_COHERENCE_ONLY;IT_DOES_NOT_ATTEST_A_WORD_OR_MEANING
121	241	B3	f83r	f83r.6	F076	B3-S006	308e8ea2d5d190c498e8	FROZEN_14_CONTROL	okal|qokal	B3_MIDDLE_MARGIN_ROUND_VESSEL_STATION	INHERITED_VISIBLE	LOKALEN_RELATIONSSLOT_SETZEN	STRICT_FORMAL_PROMPT_NO_WORD_VALUE	[OWNER:B3_MIDDLE_MARGIN_ROUND_VESSEL_STATION] > [OPAQUE_CARD:308e8ea2d5d190c498e8] > [FORMAL:LOKALEN_RELATIONSSLOT_SETZEN] > [CONTEXT_EXEMPLAR:LOCAL_TARGET_OR_STATION]	Den aktiven Posten an der örtlich bezeichneten Station führen.	FORMAL_ONLY	local relation-slot behavior is reusable; it supplies no word value	NONE	FORMAL_LABEL_NOT_WORD	FORMAL_USE_ONLY;DO_NOT_READ_AS_WORD	Stoff oder Zubereitung ist nicht sichtbar bestimmt; die sichtbare Form beweist ihre Gefäß-, Becken- oder Leitungsfunktion nicht.	THIS_ROW_AUDITS_CONTEXTUAL_COHERENCE_ONLY;IT_DOES_NOT_ATTEST_A_WORD_OR_MEANING
122	242	B3	f83r	f83r.6	F076	B3-S006	28ffbc88b97772a75f1e	TOP10_RECURRENT_NONCONTROL	olchedy|qolchedy	B3_MIDDLE_MARGIN_ROUND_VESSEL_STATION	INHERITED_VISIBLE	NONE	UNKNOWN_EXEMPLAR_WHOLE_CARD	[OWNER:B3_MIDDLE_MARGIN_ROUND_VESSEL_STATION] > [OPAQUE_CARD:28ffbc88b97772a75f1e] > [CONTEXT_EXEMPLAR:LOCAL_TARGET_OR_STATION] > [CLOSE]	Stelle die Mischung im bedeckten Auffanggefäß beiseite und beende den Schritt.	HIGH_CONTEXTUAL	all three Bio expansions set aside a covered catch vessel and close	NONE	EXEMPLAR_VALUE_UNKNOWN	CONTEXT_EXEMPLAR_ONLY;DO_NOT_EXPORT_THIS_SENTENCE_AS_CARD_MEANING	Stoff oder Zubereitung ist nicht sichtbar bestimmt; die sichtbare Form beweist ihre Gefäß-, Becken- oder Leitungsfunktion nicht.	THIS_ROW_AUDITS_CONTEXTUAL_COHERENCE_ONLY;IT_DOES_NOT_ATTEST_A_WORD_OR_MEANING
123	243	B3	f83r	f83r.6	F077	B3-S007	b5fcea1eaed06b2f2291	FROZEN_14_CONTROL	okaiin|qokaiin	B3_MIDDLE_MARGIN_ROUND_VESSEL_STATION	INHERITED_VISIBLE	STANDARDSLOT_SETZEN	STRICT_FORMAL_PROMPT_NO_WORD_VALUE	[OWNER:B3_MIDDLE_MARGIN_ROUND_VESSEL_STATION] > [OPAQUE_CARD:b5fcea1eaed06b2f2291] > [FORMAL:STANDARDSLOT_SETZEN] > [CONTEXT_EXEMPLAR:RECORD_LOCAL_LINK]	Den aktiven Posten nach der örtlichen Vorschrift bemessen.	FORMAL_ONLY	standard-slot placement recurs; it supplies no word value	NONE	FORMAL_LABEL_NOT_WORD	FORMAL_USE_ONLY;DO_NOT_READ_AS_WORD	Stoff oder Zubereitung ist nicht sichtbar bestimmt.	THIS_ROW_AUDITS_CONTEXTUAL_COHERENCE_ONLY;IT_DOES_NOT_ATTEST_A_WORD_OR_MEANING
124	244	B3	f83r	f83r.6	F077	B3-S007	6f7ff8287eddf4da9fdb	TOP10_RECURRENT_NONCONTROL	chdy|chedy	B3_MIDDLE_MARGIN_ROUND_VESSEL_STATION	INHERITED_VISIBLE	NONE	UNKNOWN_EXEMPLAR_WHOLE_CARD	[OWNER:B3_MIDDLE_MARGIN_ROUND_VESSEL_STATION] > [OPAQUE_CARD:6f7ff8287eddf4da9fdb] > [CONTEXT_EXEMPLAR:LOCAL_ACTION_OR_SOURCE_ARGUMENT]	Rühre, bis alles gleichmäßig vermischt ist.	CONTRADICTORY	Herbal wringing/settling conflicts with repeated Bio mixing expansions	NONE	EXEMPLAR_VALUE_UNKNOWN	CONTEXT_EXEMPLAR_ONLY;DO_NOT_EXPORT_THIS_SENTENCE_AS_CARD_MEANING	die konkrete Handlung ist nur occurrence-gebundener Exemplarwert, keine Kartenbedeutung.	THIS_ROW_AUDITS_CONTEXTUAL_COHERENCE_ONLY;IT_DOES_NOT_ATTEST_A_WORD_OR_MEANING
125	245	B3	f83r	f83r.6	F077	B3-S007	7d25241b0e56c836372a	TOP10_RECURRENT_NONCONTROL	qokeedy	B3_MIDDLE_MARGIN_ROUND_VESSEL_STATION	INHERITED_VISIBLE	NONE	UNKNOWN_EXEMPLAR_WHOLE_CARD	[OWNER:B3_MIDDLE_MARGIN_ROUND_VESSEL_STATION] > [OPAQUE_CARD:7d25241b0e56c836372a] > [CONTEXT_EXEMPLAR:LOCAL_TARGET_OR_STATION] > [CLOSE]	Wasche oder bade den bezeichneten Körper- oder Beckenbereich und beende den Schritt.	BROAD_CONTEXTUAL	a terminal construction recurs, but bathing, washing, and cloth immersion are supplied locally	NONE	EXEMPLAR_VALUE_UNKNOWN	CONTEXT_EXEMPLAR_ONLY;DO_NOT_EXPORT_THIS_SENTENCE_AS_CARD_MEANING	eine nackte Figur ist nicht automatisch Patientin oder therapeutisches Ziel; die sichtbare Form beweist ihre Gefäß-, Becken- oder Leitungsfunktion nicht.	THIS_ROW_AUDITS_CONTEXTUAL_COHERENCE_ONLY;IT_DOES_NOT_ATTEST_A_WORD_OR_MEANING
126	246	B3	f83r	f83r.6	F078	B3-S008	de7321bface5628e35d6	FROZEN_14_CONTROL	lchedy	B3_MIDDLE_MARGIN_ROUND_VESSEL_STATION	INHERITED_VISIBLE	ABLASSEN?	EXACT_WORKING_MNEMONIC	[OWNER:B3_MIDDLE_MARGIN_ROUND_VESSEL_STATION] > [OPAQUE_CARD:de7321bface5628e35d6] > [CARD:ABLASSEN?] > [CONTEXT_EXEMPLAR:LOCAL_TARGET_OR_STATION] > [CLOSE]	Die verbrauchte Flüssigkeit zum Auffang- oder Auslassbereich abführen.	HIGH_CONTEXTUAL	Bio expansions consistently drain used liquid, but no exact historical entry anchors the card	NONE	EXEMPLAR_VALUE_UNKNOWN	CONTEXT_EXEMPLAR_ONLY;DO_NOT_EXPORT_THIS_SENTENCE_AS_CARD_MEANING	Stoff oder Zubereitung ist nicht sichtbar bestimmt; keine Kontur trägt einen Pfeil oder eine Flussrichtung.	THIS_ROW_AUDITS_CONTEXTUAL_COHERENCE_ONLY;IT_DOES_NOT_ATTEST_A_WORD_OR_MEANING
127	247	B3	f83r	f83r.6	F079	B3-S009	276a7c2d74d1143446f4	FROZEN_14_CONTROL	choky|oky|qoky	B3_MIDDLE_MARGIN_ROUND_VESSEL_STATION	INHERITED_VISIBLE	ANWENDEN?	EXACT_WORKING_MNEMONIC	[OWNER:B3_MIDDLE_MARGIN_ROUND_VESSEL_STATION] > [OPAQUE_CARD:276a7c2d74d1143446f4] > [CARD:ANWENDEN?] > [CONTEXT_EXEMPLAR:LOCAL_TARGET_OR_STATION]	Die Waschflotte am bezeichneten Körper- oder Beckenbereich gebrauchen.	BROAD_CONTEXTUAL	use/application recurs, but route and object vary from internal use to external and bath use	NONE	EXEMPLAR_VALUE_UNKNOWN	CONTEXT_EXEMPLAR_ONLY;DO_NOT_EXPORT_THIS_SENTENCE_AS_CARD_MEANING	Stoff oder Zubereitung ist nicht sichtbar bestimmt; eine nackte Figur ist nicht automatisch Patientin oder therapeutisches Ziel; die sichtbare Form beweist ihre Gefäß-, Becken- oder Leitungsfunktion nicht.	THIS_ROW_AUDITS_CONTEXTUAL_COHERENCE_ONLY;IT_DOES_NOT_ATTEST_A_WORD_OR_MEANING
128	251	B3	f83r	f83r.8	F081	B3-S011	276a7c2d74d1143446f4	FROZEN_14_CONTROL	choky|oky|qoky	B3_LOWER_MARGIN_BASKET_VESSEL_STATION	INHERITED_VISIBLE	ANWENDEN?	EXACT_WORKING_MNEMONIC	[OWNER:B3_LOWER_MARGIN_BASKET_VESSEL_STATION] > [OPAQUE_CARD:276a7c2d74d1143446f4] > [CARD:ANWENDEN?] > [CONTEXT_EXEMPLAR:LOCAL_TARGET_OR_STATION]	Die Waschflotte am bezeichneten Körper- oder Beckenbereich gebrauchen.	BROAD_CONTEXTUAL	use/application recurs, but route and object vary from internal use to external and bath use	NONE	EXEMPLAR_VALUE_UNKNOWN	CONTEXT_EXEMPLAR_ONLY;DO_NOT_EXPORT_THIS_SENTENCE_AS_CARD_MEANING	Stoff oder Zubereitung ist nicht sichtbar bestimmt; eine nackte Figur ist nicht automatisch Patientin oder therapeutisches Ziel; die sichtbare Form beweist ihre Gefäß-, Becken- oder Leitungsfunktion nicht.	THIS_ROW_AUDITS_CONTEXTUAL_COHERENCE_ONLY;IT_DOES_NOT_ATTEST_A_WORD_OR_MEANING
129	252	B3	f83r	f83r.8	F081	B3-S011	6f7ff8287eddf4da9fdb	TOP10_RECURRENT_NONCONTROL	chdy|chedy	B3_LOWER_MARGIN_BASKET_VESSEL_STATION	INHERITED_VISIBLE	NONE	UNKNOWN_EXEMPLAR_WHOLE_CARD	[OWNER:B3_LOWER_MARGIN_BASKET_VESSEL_STATION] > [OPAQUE_CARD:6f7ff8287eddf4da9fdb] > [CONTEXT_EXEMPLAR:LOCAL_ACTION_OR_SOURCE_ARGUMENT]	Rühre, bis alles gleichmäßig vermischt ist.	CONTRADICTORY	Herbal wringing/settling conflicts with repeated Bio mixing expansions	NONE	EXEMPLAR_VALUE_UNKNOWN	CONTEXT_EXEMPLAR_ONLY;DO_NOT_EXPORT_THIS_SENTENCE_AS_CARD_MEANING	die konkrete Handlung ist nur occurrence-gebundener Exemplarwert, keine Kartenbedeutung.	THIS_ROW_AUDITS_CONTEXTUAL_COHERENCE_ONLY;IT_DOES_NOT_ATTEST_A_WORD_OR_MEANING
130	254	B3	f83r	f83r.11	F082	B3-S012	7a4bb8136330ee4e6e56	FROZEN_14_CONTROL	chor|or|shor|sor	B3_LOWER_MARGIN_BASKET_VESSEL_STATION	INHERITED_VISIBLE	ANSATZ?	EXACT_WORKING_MNEMONIC	[OWNER:B3_LOWER_MARGIN_BASKET_VESSEL_STATION] > [OPAQUE_CARD:7a4bb8136330ee4e6e56] > [CARD:ANSATZ?] > [CONTEXT_EXEMPLAR:RECORD_LOCAL_LINK]	Den recordlokalen aktiven Posten im Arbeitsgang fortführen.	BROAD_CONTEXTUAL	active-post/ansatz continuation recurs, but the object and operation are supplied locally	NONE	EXEMPLAR_VALUE_UNKNOWN	CONTEXT_EXEMPLAR_ONLY;DO_NOT_EXPORT_THIS_SENTENCE_AS_CARD_MEANING	Stoff oder Zubereitung ist nicht sichtbar bestimmt.	THIS_ROW_AUDITS_CONTEXTUAL_COHERENCE_ONLY;IT_DOES_NOT_ATTEST_A_WORD_OR_MEANING
