anaphor_ordinal	covered_argument_mention_ordinals	repeat_group_ordinal	event_id	statement_id	physical_page	register	state_status	surface	final_context_recipe	argument_root	argument_scope	source_form_class	pronoun_card_id	mention_ordinal_for_argument	mention_count_for_argument	covered_argument_mention_count	source_start_char	source_end_char	target_start_char	target_end_char	source_argument_phrase_de	pronoun_de	guard
75	75	60	G407-E0220	G407-S008	f10r	HERBAL	NONSTATE_CARD	chopchal	CH+O+P+CH+AL	Y	SINGLE_ARGUMENT	CARRIED	GDT573-P05	2	3	1	37	61	37	40	denselben Pflanzenposten	ihn	LATER_MENTION_ONLY__FULL_ARGUMENT_FRAGMENT_PRESERVED_IN_EXPANSION_CHANNEL
76	76	60	G407-E0220	G407-S008	f10r	HERBAL	NONSTATE_CARD	chopchal	CH+O+P+CH+AL	Y	SINGLE_ARGUMENT	CARRIED	GDT573-P05	3	3	1	75	99	54	57	denselben Pflanzenposten	ihn	LATER_MENTION_ONLY__FULL_ARGUMENT_FRAGMENT_PRESERVED_IN_EXPANSION_CHANNEL
77	77	61	G407-E0221	G407-S008	f10r	HERBAL	NONSTATE_CARD	ypch	Y+P+CH	Y	SINGLE_ARGUMENT	EXPLICIT	GDT573-P05	2	2	1	38	56	38	41	den Pflanzenposten	ihn	LATER_MENTION_ONLY__FULL_ARGUMENT_FRAGMENT_PRESERVED_IN_EXPANSION_CHANNEL
78	78	62	G407-E0224	G407-S008	f10r	HERBAL	NONSTATE_CARD	cthoor	CH+T+O+OR	OR	SINGLE_ARGUMENT	EXPLICIT	GDT573-P08	2	2	1	35	53	35	38	die Arbeitseinheit	sie	LATER_MENTION_ONLY__FULL_ARGUMENT_FRAGMENT_PRESERVED_IN_EXPANSION_CHANNEL
79	79	63	G407-E0226	G407-S008	f10r	HERBAL	NONSTATE_CARD	chty	CH+T+Y	Y	SINGLE_ARGUMENT	EXPLICIT	GDT573-P05	2	2	1	35	53	35	38	den Pflanzenposten	ihn	LATER_MENTION_ONLY__FULL_ARGUMENT_FRAGMENT_PRESERVED_IN_EXPANSION_CHANNEL
80	80	64	G407-E0229	G407-S008	f10r	HERBAL	STATE_CARD	otytchol	OT+Y+T+CH+OL	Y	SINGLE_ARGUMENT	EXPLICIT	GDT573-P05	2	2	1	47	65	47	50	den Pflanzenposten	ihn	LATER_MENTION_ONLY__FULL_ARGUMENT_FRAGMENT_PRESERVED_IN_EXPANSION_CHANNEL
81	81	65	G407-E0237	G407-S008	f10r	HERBAL	NONSTATE_CARD	chocthy	CH+O+CH+T+Y	Y	SINGLE_ARGUMENT	EXPLICIT	GDT573-P05	2	3	1	30	48	30	33	den Pflanzenposten	ihn	LATER_MENTION_ONLY__FULL_ARGUMENT_FRAGMENT_PRESERVED_IN_EXPANSION_CHANNEL
82	82	65	G407-E0237	G407-S008	f10r	HERBAL	NONSTATE_CARD	chocthy	CH+O+CH+T+Y	Y	SINGLE_ARGUMENT	EXPLICIT	GDT573-P05	3	3	1	60	78	45	48	den Pflanzenposten	ihn	LATER_MENTION_ONLY__FULL_ARGUMENT_FRAGMENT_PRESERVED_IN_EXPANSION_CHANNEL
83	83	66	G407-E0246	G407-S008	f10r	HERBAL	NONSTATE_CARD	chcthy	CH+CH+T+Y	Y	SINGLE_ARGUMENT	EXPLICIT	GDT573-P05	2	3	1	30	48	30	33	den Pflanzenposten	ihn	LATER_MENTION_ONLY__FULL_ARGUMENT_FRAGMENT_PRESERVED_IN_EXPANSION_CHANNEL
84	84	66	G407-E0246	G407-S008	f10r	HERBAL	NONSTATE_CARD	chcthy	CH+CH+T+Y	Y	SINGLE_ARGUMENT	EXPLICIT	GDT573-P05	3	3	1	60	78	45	48	den Pflanzenposten	ihn	LATER_MENTION_ONLY__FULL_ARGUMENT_FRAGMENT_PRESERVED_IN_EXPANSION_CHANNEL
85	85	67	G407-E0247	G407-S008	f10r	HERBAL	NONSTATE_CARD	ctho	CH+T+O	Y	SINGLE_ARGUMENT	CARRIED	GDT573-P05	2	2	1	41	65	41	44	denselben Pflanzenposten	ihn	LATER_MENTION_ONLY__FULL_ARGUMENT_FRAGMENT_PRESERVED_IN_EXPANSION_CHANNEL
86	86	68	G407-E0248	G407-S008	f10r	HERBAL	NONSTATE_CARD	ckhy	CH+K+Y	Y	SINGLE_ARGUMENT	EXPLICIT	GDT573-P05	2	2	1	32	50	32	35	den Pflanzenposten	ihn	LATER_MENTION_ONLY__FULL_ARGUMENT_FRAGMENT_PRESERVED_IN_EXPANSION_CHANNEL
87	87	69	G407-E0251	G407-S008	f10r	HERBAL	NONSTATE_CARD	chtchor	CH+T+CH+OR	OR	SINGLE_ARGUMENT	EXPLICIT	GDT573-P08	2	3	1	32	50	32	35	die Arbeitseinheit	sie	LATER_MENTION_ONLY__FULL_ARGUMENT_FRAGMENT_PRESERVED_IN_EXPANSION_CHANNEL
88	88	69	G407-E0251	G407-S008	f10r	HERBAL	NONSTATE_CARD	chtchor	CH+T+CH+OR	OR	SINGLE_ARGUMENT	EXPLICIT	GDT573-P08	3	3	1	64	82	49	52	die Arbeitseinheit	sie	LATER_MENTION_ONLY__FULL_ARGUMENT_FRAGMENT_PRESERVED_IN_EXPANSION_CHANNEL
89	89	70	G407-E0257	G407-S009	f10r	HERBAL	NONSTATE_CARD	cthy	CH+T+Y	Y	SINGLE_ARGUMENT	EXPLICIT	GDT573-P05	2	2	1	35	53	35	38	den Pflanzenposten	ihn	LATER_MENTION_ONLY__FULL_ARGUMENT_FRAGMENT_PRESERVED_IN_EXPANSION_CHANNEL
90	90	71	G407-E0258	G407-S009	f10r	HERBAL	NONSTATE_CARD	ycheor	Y+CH+E+O+R	Y	SINGLE_ARGUMENT	EXPLICIT	GDT573-P05	2	2	1	37	55	37	40	den Pflanzenposten	ihn	LATER_MENTION_ONLY__FULL_ARGUMENT_FRAGMENT_PRESERVED_IN_EXPANSION_CHANNEL
91	91	72	G407-E0259	G407-S009	f10r	HERBAL	NONSTATE_CARD	cthy	CH+T+Y	Y	SINGLE_ARGUMENT	EXPLICIT	GDT573-P05	2	2	1	35	53	35	38	den Pflanzenposten	ihn	LATER_MENTION_ONLY__FULL_ARGUMENT_FRAGMENT_PRESERVED_IN_EXPANSION_CHANNEL
92	92	73	G407-E0261	G407-S009	f10r	HERBAL	NONSTATE_CARD	cthaiin	CH+T+AIIN	AIIN	SINGLE_ARGUMENT	EXPLICIT	GDT573-P06	2	2	1	32	47	32	35	den Arbeitswert	ihn	LATER_MENTION_ONLY__FULL_ARGUMENT_FRAGMENT_PRESERVED_IN_EXPANSION_CHANNEL
93	93	74	G407-E0262	G407-S009	f10r	HERBAL	STATE_CARD	qoctholy	CARRIER_Q+O+CH+T+OL+Y	Y	SINGLE_ARGUMENT	EXPLICIT	GDT573-P05	2	2	1	43	61	43	46	den Pflanzenposten	ihn	LATER_MENTION_ONLY__FULL_ARGUMENT_FRAGMENT_PRESERVED_IN_EXPANSION_CHANNEL
94	94	75	G407-E0270	G407-S009	f10r	HERBAL	NONSTATE_CARD	kchaiin	K+CH+AIIN	AIIN	SINGLE_ARGUMENT	EXPLICIT	GDT573-P06	2	2	1	32	47	32	35	den Arbeitswert	ihn	LATER_MENTION_ONLY__FULL_ARGUMENT_FRAGMENT_PRESERVED_IN_EXPANSION_CHANNEL
95	95	76	G407-E0273	G407-S009	f10r	HERBAL	NONSTATE_CARD	cth	CH+T	AIIN	SINGLE_ARGUMENT	CARRIED	GDT573-P06	2	2	1	38	59	38	41	denselben Arbeitswert	ihn	LATER_MENTION_ONLY__FULL_ARGUMENT_FRAGMENT_PRESERVED_IN_EXPANSION_CHANNEL
96	96	77	G407-E0285	G407-S009	f10r	HERBAL	NONSTATE_CARD	oykchor	O+Y+K+CH+OR	Y	SINGLE_ARGUMENT	EXPLICIT	GDT573-P05	2	2	1	58	76	58	61	den Pflanzenposten	ihn	LATER_MENTION_ONLY__FULL_ARGUMENT_FRAGMENT_PRESERVED_IN_EXPANSION_CHANNEL
97	97	78	G407-E0285	G407-S009	f10r	HERBAL	NONSTATE_CARD	oykchor	O+Y+K+CH+OR	OR	SINGLE_ARGUMENT	EXPLICIT	GDT573-P08	2	2	1	81	99	66	69	die Arbeitseinheit	sie	LATER_MENTION_ONLY__FULL_ARGUMENT_FRAGMENT_PRESERVED_IN_EXPANSION_CHANNEL
98	98	79	G407-E0295	G407-S009	f10r	HERBAL	NONSTATE_CARD	cthor	CH+T+OR	OR	SINGLE_ARGUMENT	EXPLICIT	GDT573-P08	2	2	1	35	53	35	38	die Arbeitseinheit	sie	LATER_MENTION_ONLY__FULL_ARGUMENT_FRAGMENT_PRESERVED_IN_EXPANSION_CHANNEL
99	99	80	G407-E0298	G407-S009	f10r	HERBAL	STATE_CARD	otchoshor	OT+CH+O+SH+OR	OR	SINGLE_ARGUMENT	EXPLICIT	GDT573-P08	2	2	1	42	60	42	45	die Arbeitseinheit	sie	LATER_MENTION_ONLY__FULL_ARGUMENT_FRAGMENT_PRESERVED_IN_EXPANSION_CHANNEL
100	100	81	G407-E0301	G407-S009	f10r	HERBAL	NONSTATE_CARD	cthyd	CH+T+Y+D_ADDR	Y	SINGLE_ARGUMENT	EXPLICIT	GDT573-P05	2	2	1	35	53	35	38	den Pflanzenposten	ihn	LATER_MENTION_ONLY__FULL_ARGUMENT_FRAGMENT_PRESERVED_IN_EXPANSION_CHANNEL
101	101	82	G407-E0311	G407-S010	f11r	HERBAL	NONSTATE_CARD	cphy	CH+P+Y	Y	SINGLE_ARGUMENT	EXPLICIT	GDT573-P05	2	2	1	34	52	34	37	den Pflanzenposten	ihn	LATER_MENTION_ONLY__FULL_ARGUMENT_FRAGMENT_PRESERVED_IN_EXPANSION_CHANNEL
102	102	83	G407-E0313	G407-S010	f11r	HERBAL	STATE_CARD	tchody	T+CH+O+DY	Y	SINGLE_ARGUMENT	CARRIED	GDT573-P05	2	2	1	45	69	45	48	denselben Pflanzenposten	ihn	LATER_MENTION_ONLY__FULL_ARGUMENT_FRAGMENT_PRESERVED_IN_EXPANSION_CHANNEL
103	103	84	G407-E0315	G407-S011	f11r	HERBAL	NONSTATE_CARD	socthody	S+O+CH+T+O+D_ADDR+Y	Y	SINGLE_ARGUMENT	EXPLICIT	GDT573-P05	2	3	1	31	49	31	34	den Pflanzenposten	ihn	LATER_MENTION_ONLY__FULL_ARGUMENT_FRAGMENT_PRESERVED_IN_EXPANSION_CHANNEL
104	104	84	G407-E0315	G407-S011	f11r	HERBAL	NONSTATE_CARD	socthody	S+O+CH+T+O+D_ADDR+Y	Y	SINGLE_ARGUMENT	EXPLICIT	GDT573-P05	3	3	1	61	79	46	49	den Pflanzenposten	ihn	LATER_MENTION_ONLY__FULL_ARGUMENT_FRAGMENT_PRESERVED_IN_EXPANSION_CHANNEL
105	105	85	G407-E0318	G407-S011	f11r	HERBAL	NONSTATE_CARD	kshy	K+SH+Y	Y	SINGLE_ARGUMENT	EXPLICIT	GDT573-P05	2	2	1	36	54	36	39	den Pflanzenposten	ihn	LATER_MENTION_ONLY__FULL_ARGUMENT_FRAGMENT_PRESERVED_IN_EXPANSION_CHANNEL
106	106	86	G407-E0326	G407-S011	f11r	HERBAL	NONSTATE_CARD	cthy	CH+T+Y	Y	SINGLE_ARGUMENT	EXPLICIT	GDT573-P05	2	2	1	35	53	35	38	den Pflanzenposten	ihn	LATER_MENTION_ONLY__FULL_ARGUMENT_FRAGMENT_PRESERVED_IN_EXPANSION_CHANNEL
107	107	87	G407-E0328	G407-S011	f11r	HERBAL	NONSTATE_CARD	ykychy	Y+K+Y+CH+Y	Y	SINGLE_ARGUMENT	EXPLICIT	GDT573-P05	2	2	1	168	186	168	171	den Pflanzenposten	ihn	LATER_MENTION_ONLY__FULL_ARGUMENT_FRAGMENT_PRESERVED_IN_EXPANSION_CHANNEL
108	108	88	G407-E0345	G407-S011	f11r	HERBAL	NONSTATE_CARD	cthy	CH+T+Y	Y	SINGLE_ARGUMENT	EXPLICIT	GDT573-P05	2	2	1	35	53	35	38	den Pflanzenposten	ihn	LATER_MENTION_ONLY__FULL_ARGUMENT_FRAGMENT_PRESERVED_IN_EXPANSION_CHANNEL
109	109	89	G407-E0356	G407-S011	f11r	HERBAL	NONSTATE_CARD	ykchor	Y+K+CH+OR	Y	SINGLE_ARGUMENT	EXPLICIT	GDT573-P05	2	2	1	58	76	58	61	den Pflanzenposten	ihn	LATER_MENTION_ONLY__FULL_ARGUMENT_FRAGMENT_PRESERVED_IN_EXPANSION_CHANNEL
110	110	90	G407-E0356	G407-S011	f11r	HERBAL	NONSTATE_CARD	ykchor	Y+K+CH+OR	OR	SINGLE_ARGUMENT	EXPLICIT	GDT573-P08	2	2	1	81	99	66	69	die Arbeitseinheit	sie	LATER_MENTION_ONLY__FULL_ARGUMENT_FRAGMENT_PRESERVED_IN_EXPANSION_CHANNEL
111	111	91	G407-E0359	G407-S011	f11r	HERBAL	NONSTATE_CARD	cthy	CH+T+Y	Y	SINGLE_ARGUMENT	EXPLICIT	GDT573-P05	2	2	1	35	53	35	38	den Pflanzenposten	ihn	LATER_MENTION_ONLY__FULL_ARGUMENT_FRAGMENT_PRESERVED_IN_EXPANSION_CHANNEL
112	112	92	G407-E0364	G407-S011	f11r	HERBAL	NONSTATE_CARD	cthy	CH+T+Y	Y	SINGLE_ARGUMENT	EXPLICIT	GDT573-P05	2	2	1	35	53	35	38	den Pflanzenposten	ihn	LATER_MENTION_ONLY__FULL_ARGUMENT_FRAGMENT_PRESERVED_IN_EXPANSION_CHANNEL
113	113	93	G407-E0372	G407-S012	f13r	HERBAL	NONSTATE_CARD	opchor	O+P+CH+OR	OR	SINGLE_ARGUMENT	EXPLICIT	GDT573-P08	2	2	1	38	56	38	41	die Arbeitseinheit	sie	LATER_MENTION_ONLY__FULL_ARGUMENT_FRAGMENT_PRESERVED_IN_EXPANSION_CHANNEL
114	114	94	G407-E0378	G407-S012	f13r	HERBAL	NONSTATE_CARD	shkchy	SH+K+Y	Y	SINGLE_ARGUMENT	EXPLICIT	GDT573-P05	2	2	1	33	51	33	36	den Pflanzenposten	ihn	LATER_MENTION_ONLY__FULL_ARGUMENT_FRAGMENT_PRESERVED_IN_EXPANSION_CHANNEL
115	115	95	G407-E0408	G407-S013	f13r	HERBAL	NONSTATE_CARD	tchor	T+CH+OR	OR	SINGLE_ARGUMENT	EXPLICIT	GDT573-P08	2	2	1	39	57	39	42	die Arbeitseinheit	sie	LATER_MENTION_ONLY__FULL_ARGUMENT_FRAGMENT_PRESERVED_IN_EXPANSION_CHANNEL
116	116	96	G407-E0413	G407-S013	f13r	HERBAL	NONSTATE_CARD	okchor	OK+CH+OR	OR	SINGLE_ARGUMENT	EXPLICIT	GDT573-P08	2	2	1	52	70	52	55	die Arbeitseinheit	sie	LATER_MENTION_ONLY__FULL_ARGUMENT_FRAGMENT_PRESERVED_IN_EXPANSION_CHANNEL
117	117	97	G407-E0415	G407-S013	f13r	HERBAL	NONSTATE_CARD	chckhy	CH+K+Y	Y	SINGLE_ARGUMENT	EXPLICIT	GDT573-P05	2	2	1	32	50	32	35	den Pflanzenposten	ihn	LATER_MENTION_ONLY__FULL_ARGUMENT_FRAGMENT_PRESERVED_IN_EXPANSION_CHANNEL
118	118	98	G407-E0424	G407-S014	f13r	HERBAL	NONSTATE_CARD	okchor	OK+CH+OR	OR	SINGLE_ARGUMENT	EXPLICIT	GDT573-P08	2	2	1	52	70	52	55	die Arbeitseinheit	sie	LATER_MENTION_ONLY__FULL_ARGUMENT_FRAGMENT_PRESERVED_IN_EXPANSION_CHANNEL
119	119	99	G407-E0438	G407-S015	f13r	HERBAL	NONSTATE_CARD	okchal	OK+CH+AL	Y	SINGLE_ARGUMENT	CARRIED	GDT573-P05	2	2	1	58	82	58	61	denselben Pflanzenposten	ihn	LATER_MENTION_ONLY__FULL_ARGUMENT_FRAGMENT_PRESERVED_IN_EXPANSION_CHANNEL
120	120	100	G407-E0449	G407-S019	f17r	HERBAL	NONSTATE_CARD	chop	CH+O+P	Y	SINGLE_ARGUMENT	CARRIED	GDT573-P05	2	2	1	40	64	40	43	denselben Pflanzenposten	ihn	LATER_MENTION_ONLY__FULL_ARGUMENT_FRAGMENT_PRESERVED_IN_EXPANSION_CHANNEL
121	121	101	G407-E0452	G407-S020	f17r	HERBAL	STATE_CARD	oldckhy	OL+D_ADDR+CH+K+Y	Y	SINGLE_ARGUMENT	EXPLICIT	GDT573-P05	2	2	1	40	58	40	43	den Pflanzenposten	ihn	LATER_MENTION_ONLY__FULL_ARGUMENT_FRAGMENT_PRESERVED_IN_EXPANSION_CHANNEL
122	122	102	G407-E0457	G407-S020	f17r	HERBAL	STATE_CARD	ckhody	CH+K+O+DY	Y	SINGLE_ARGUMENT	CARRIED	GDT573-P05	2	2	1	38	62	38	41	denselben Pflanzenposten	ihn	LATER_MENTION_ONLY__FULL_ARGUMENT_FRAGMENT_PRESERVED_IN_EXPANSION_CHANNEL
123	123	103	G407-E0460	G407-S021	f17r	HERBAL	NONSTATE_CARD	qodcthy	O+D_ADDR+CH+T+Y	Y	SINGLE_ARGUMENT	EXPLICIT	GDT573-P05	2	2	1	35	53	35	38	den Pflanzenposten	ihn	LATER_MENTION_ONLY__FULL_ARGUMENT_FRAGMENT_PRESERVED_IN_EXPANSION_CHANNEL
124	124	104	G407-E0468	G407-S021	f17r	HERBAL	NONSTATE_CARD	okchom	OK+CH+O+AM_ADDR	OR	SINGLE_ARGUMENT	CARRIED	GDT573-P08	2	2	1	57	80	57	60	dieselbe Arbeitseinheit	sie	LATER_MENTION_ONLY__FULL_ARGUMENT_FRAGMENT_PRESERVED_IN_EXPANSION_CHANNEL
125	125	105	G407-E0469	G407-S021	f17r	HERBAL	NONSTATE_CARD	tcho	T+CH+O	OR	SINGLE_ARGUMENT	CARRIED	GDT573-P08	2	2	1	44	67	44	47	dieselbe Arbeitseinheit	sie	LATER_MENTION_ONLY__FULL_ARGUMENT_FRAGMENT_PRESERVED_IN_EXPANSION_CHANNEL
126	126	106	G407-E0479	G407-S021	f17r	HERBAL	NONSTATE_CARD	cthy	CH+T+Y	Y	SINGLE_ARGUMENT	EXPLICIT	GDT573-P05	2	2	1	35	53	35	38	den Pflanzenposten	ihn	LATER_MENTION_ONLY__FULL_ARGUMENT_FRAGMENT_PRESERVED_IN_EXPANSION_CHANNEL
127	127	107	G407-E0482	G407-S021	f17r	HERBAL	NONSTATE_CARD	cphor	CH+P+OR	OR	SINGLE_ARGUMENT	EXPLICIT	GDT573-P08	2	2	1	34	52	34	37	die Arbeitseinheit	sie	LATER_MENTION_ONLY__FULL_ARGUMENT_FRAGMENT_PRESERVED_IN_EXPANSION_CHANNEL
128	128	108	G407-E0483	G407-S021	f17r	HERBAL	STATE_CARD	cphaldy	CH+P+AL+DY	OR	SINGLE_ARGUMENT	CARRIED	GDT573-P08	2	2	1	39	62	39	42	dieselbe Arbeitseinheit	sie	LATER_MENTION_ONLY__FULL_ARGUMENT_FRAGMENT_PRESERVED_IN_EXPANSION_CHANNEL
129	129	109	G407-E0485	G407-S022	f17r	HERBAL	NONSTATE_CARD	cthey	CH+T+E+Y	Y	SINGLE_ARGUMENT	EXPLICIT	GDT573-P05	2	2	1	35	53	35	38	den Pflanzenposten	ihn	LATER_MENTION_ONLY__FULL_ARGUMENT_FRAGMENT_PRESERVED_IN_EXPANSION_CHANNEL
130	130	110	G407-E0487	G407-S023	f17r	HERBAL	NONSTATE_CARD	tsho	T+SH+O	Y	SINGLE_ARGUMENT	CARRIED	GDT573-P05	2	2	1	46	70	46	49	denselben Pflanzenposten	ihn	LATER_MENTION_ONLY__FULL_ARGUMENT_FRAGMENT_PRESERVED_IN_EXPANSION_CHANNEL
131	131	111	G407-E0490	G407-S023	f17r	HERBAL	NONSTATE_CARD	qokcheor	OK+CH+E+O+R	Y	SINGLE_ARGUMENT	CARRIED	GDT573-P05	2	3	1	55	79	55	58	denselben Pflanzenposten	ihn	LATER_MENTION_ONLY__FULL_ARGUMENT_FRAGMENT_PRESERVED_IN_EXPANSION_CHANNEL
132	132	111	G407-E0490	G407-S023	f17r	HERBAL	NONSTATE_CARD	qokcheor	OK+CH+E+O+R	Y	SINGLE_ARGUMENT	CARRIED	GDT573-P05	3	3	1	93	117	72	75	denselben Pflanzenposten	ihn	LATER_MENTION_ONLY__FULL_ARGUMENT_FRAGMENT_PRESERVED_IN_EXPANSION_CHANNEL
133	133	112	G407-E0491	G407-S023	f17r	HERBAL	NONSTATE_CARD	cheteg	CH+E+T+E+LOCAL_CHAR_G	Y	SINGLE_ARGUMENT	CARRIED	GDT573-P05	2	2	1	41	65	41	44	denselben Pflanzenposten	ihn	LATER_MENTION_ONLY__FULL_ARGUMENT_FRAGMENT_PRESERVED_IN_EXPANSION_CHANNEL
134	134	113	G407-E0492	G407-S023	f17r	HERBAL	NONSTATE_CARD	ksheo	K+SH+E+O	Y	SINGLE_ARGUMENT	CARRIED	GDT573-P05	2	2	1	42	66	42	45	denselben Pflanzenposten	ihn	LATER_MENTION_ONLY__FULL_ARGUMENT_FRAGMENT_PRESERVED_IN_EXPANSION_CHANNEL
135	135	114	G407-E0494	G407-S023	f17r	HERBAL	STATE_CARD	choldshy	CH+OL+D_ADDR+SH+Y	Y	SINGLE_ARGUMENT	EXPLICIT	GDT573-P05	2	2	1	42	60	42	45	den Pflanzenposten	ihn	LATER_MENTION_ONLY__FULL_ARGUMENT_FRAGMENT_PRESERVED_IN_EXPANSION_CHANNEL
136	136	115	G407-E0495	G407-S023	f17r	HERBAL	NONSTATE_CARD	zepchy	S+E+P+CH+Y	Y	SINGLE_ARGUMENT	EXPLICIT	GDT573-P05	2	3	1	32	50	32	35	den Pflanzenposten	ihn	LATER_MENTION_ONLY__FULL_ARGUMENT_FRAGMENT_PRESERVED_IN_EXPANSION_CHANNEL
137	137	115	G407-E0495	G407-S023	f17r	HERBAL	NONSTATE_CARD	zepchy	S+E+P+CH+Y	Y	SINGLE_ARGUMENT	EXPLICIT	GDT573-P05	3	3	1	64	82	49	52	den Pflanzenposten	ihn	LATER_MENTION_ONLY__FULL_ARGUMENT_FRAGMENT_PRESERVED_IN_EXPANSION_CHANNEL
138	138	116	G407-E0497	G407-S023	f17r	HERBAL	STATE_CARD	opchordy	O+P+CH+OR+DY	OR	SINGLE_ARGUMENT	EXPLICIT	GDT573-P08	2	2	1	38	56	38	41	die Arbeitseinheit	sie	LATER_MENTION_ONLY__FULL_ARGUMENT_FRAGMENT_PRESERVED_IN_EXPANSION_CHANNEL
139	139	117	G407-E0503	G407-S024	f17r	HERBAL	NONSTATE_CARD	chckho	CH+K+O	Y	SINGLE_ARGUMENT	CARRIED	GDT573-P05	2	2	1	38	62	38	41	denselben Pflanzenposten	ihn	LATER_MENTION_ONLY__FULL_ARGUMENT_FRAGMENT_PRESERVED_IN_EXPANSION_CHANNEL
140	140	118	G407-E0506	G407-S024	f17r	HERBAL	NONSTATE_CARD	chypcham	CH+Y+P+CH+AM_ADDR	Y	SINGLE_ARGUMENT	EXPLICIT	GDT573-P05	2	3	1	31	49	31	34	den Pflanzenposten	ihn	LATER_MENTION_ONLY__FULL_ARGUMENT_FRAGMENT_PRESERVED_IN_EXPANSION_CHANNEL
141	141	118	G407-E0506	G407-S024	f17r	HERBAL	NONSTATE_CARD	chypcham	CH+Y+P+CH+AM_ADDR	Y	SINGLE_ARGUMENT	EXPLICIT	GDT573-P05	3	3	1	63	81	48	51	den Pflanzenposten	ihn	LATER_MENTION_ONLY__FULL_ARGUMENT_FRAGMENT_PRESERVED_IN_EXPANSION_CHANNEL
142	142	119	G407-E0509	G407-S024	f17r	HERBAL	NONSTATE_CARD	dcheor	D_ADDR+CH+E+O+R	Y	SINGLE_ARGUMENT	CARRIED	GDT573-P05	2	2	1	43	67	43	46	denselben Pflanzenposten	ihn	LATER_MENTION_ONLY__FULL_ARGUMENT_FRAGMENT_PRESERVED_IN_EXPANSION_CHANNEL
143	143	120	G407-E0514	G407-S024	f17r	HERBAL	NONSTATE_CARD	cthar	CH+T+AR	Y	SINGLE_ARGUMENT	CARRIED	GDT573-P05	2	2	1	41	65	41	44	denselben Pflanzenposten	ihn	LATER_MENTION_ONLY__FULL_ARGUMENT_FRAGMENT_PRESERVED_IN_EXPANSION_CHANNEL
144	144	121	G407-E0527	G407-S026	f18r	HERBAL	NONSTATE_CARD	chckhy	CH+K+Y	Y	SINGLE_ARGUMENT	EXPLICIT	GDT573-P05	2	2	1	32	50	32	35	den Pflanzenposten	ihn	LATER_MENTION_ONLY__FULL_ARGUMENT_FRAGMENT_PRESERVED_IN_EXPANSION_CHANNEL
145	145	122	G407-E0528	G407-S026	f18r	HERBAL	NONSTATE_CARD	octhor	O+CH+T+OR	OR	SINGLE_ARGUMENT	EXPLICIT	GDT573-P08	2	2	1	35	53	35	38	die Arbeitseinheit	sie	LATER_MENTION_ONLY__FULL_ARGUMENT_FRAGMENT_PRESERVED_IN_EXPANSION_CHANNEL
146	146	123	G407-E0533	G407-S026	f18r	HERBAL	NONSTATE_CARD	okchal	OK+CH+AL	Y	SINGLE_ARGUMENT	CARRIED	GDT573-P05	2	2	1	58	82	58	61	denselben Pflanzenposten	ihn	LATER_MENTION_ONLY__FULL_ARGUMENT_FRAGMENT_PRESERVED_IN_EXPANSION_CHANNEL
147	147	124	G407-E0538	G407-S026	f18r	HERBAL	NONSTATE_CARD	qokchor	OK+CH+OR	OR	SINGLE_ARGUMENT	EXPLICIT	GDT573-P08	2	2	1	52	70	52	55	die Arbeitseinheit	sie	LATER_MENTION_ONLY__FULL_ARGUMENT_FRAGMENT_PRESERVED_IN_EXPANSION_CHANNEL
148	148	125	G407-E0545	G407-S026	f18r	HERBAL	NONSTATE_CARD	ytcharg	K+CH+AR+LOCAL_CHAR_G	Y	SINGLE_ARGUMENT	CARRIED	GDT573-P05	2	2	1	41	65	41	44	denselben Pflanzenposten	ihn	LATER_MENTION_ONLY__FULL_ARGUMENT_FRAGMENT_PRESERVED_IN_EXPANSION_CHANNEL
149	149	126	G407-E0547	G407-S026	f18r	HERBAL	NONSTATE_CARD	cthor	CH+T+OR	OR	SINGLE_ARGUMENT	EXPLICIT	GDT573-P08	2	2	1	35	53	35	38	die Arbeitseinheit	sie	LATER_MENTION_ONLY__FULL_ARGUMENT_FRAGMENT_PRESERVED_IN_EXPANSION_CHANNEL
150	150	127	G407-E0551	G407-S027	f18r	HERBAL	NONSTATE_CARD	tchor	T+CH+OR	OR	SINGLE_ARGUMENT	EXPLICIT	GDT573-P08	2	2	1	39	57	39	42	die Arbeitseinheit	sie	LATER_MENTION_ONLY__FULL_ARGUMENT_FRAGMENT_PRESERVED_IN_EXPANSION_CHANNEL
151	151	128	G407-E0553	G407-S027	f18r	HERBAL	NONSTATE_CARD	cthaiin	CH+T+AIIN	AIIN	SINGLE_ARGUMENT	EXPLICIT	GDT573-P06	2	2	1	32	47	32	35	den Arbeitswert	ihn	LATER_MENTION_ONLY__FULL_ARGUMENT_FRAGMENT_PRESERVED_IN_EXPANSION_CHANNEL
152	152	129	G407-E0554	G407-S027	f18r	HERBAL	STATE_CARD	cthol	CH+T+OL	AIIN	SINGLE_ARGUMENT	CARRIED	GDT573-P06	2	2	1	46	67	46	49	denselben Arbeitswert	ihn	LATER_MENTION_ONLY__FULL_ARGUMENT_FRAGMENT_PRESERVED_IN_EXPANSION_CHANNEL
153	153	130	G407-E0558	G407-S027	f18r	HERBAL	NONSTATE_CARD	kchor	K+CH+OR	OR	SINGLE_ARGUMENT	EXPLICIT	GDT573-P08	2	2	1	35	53	35	38	die Arbeitseinheit	sie	LATER_MENTION_ONLY__FULL_ARGUMENT_FRAGMENT_PRESERVED_IN_EXPANSION_CHANNEL
