projection_ordinal	in_exact_542_join	gdt800_occurrence_id	gdt791_occurrence_ordinal	gdt791_occurrence_id	source_selector	physical_page	locus	token_index	token_count	surface	stem	terminal	distance_from_end	position_class	any_line_final	multi_line_final	single_token_line	occurrence_kind	line_kind	paragraph_start	paragraph_end_line	paragraph_role	paragraph_close	legacy_statement_id	statement_close	record_id	record_close	panel_id	panel_close	topology_family	register	context_scope	structurally_internal	semantic_export_credit
72	1	GDT800-O1455	622	G407-E0556	f18r	f18r	f18r.5	6	6	chom	cho	m	0	FINAL	1	1	0	RUNNING_EVENT	RUNNING_PROSE	1	0	START	0	G407-S027	0	NONE	0	NONE	0	WHOLE_PLANT_ARTICLE	HERBAL	DIRECT_PAGE_CONTEXT_ONLY	0	ZERO__STRUCTURAL_BOUNDARY_ONLY
73	1	GDT800-O1456	630	G407-E0564	f18r	f18r	f18r.6	8	8	dal	da	l	0	FINAL	1	1	0	RUNNING_EVENT	RUNNING_PROSE	0	0	MIDDLE	0	G407-S027	0	NONE	0	NONE	0	WHOLE_PLANT_ARTICLE	HERBAL	DIRECT_PAGE_CONTEXT_ONLY	1	ZERO__STRUCTURAL_BOUNDARY_ONLY
74	1	GDT800-O1457	640	G407-E0574	f18r	f18r	f18r.8	4	6	okal	oka	l	2	INTERNAL	0	0	0	RUNNING_EVENT	RUNNING_PROSE	0	0	MIDDLE	0	G407-S029	0	NONE	0	NONE	0	WHOLE_PLANT_ARTICLE	HERBAL	DIRECT_PAGE_CONTEXT_ONLY	1	ZERO__STRUCTURAL_BOUNDARY_ONLY
75	1	GDT800-O1458	643	G407-E0577	f18r	f18r	f18r.9	1	4	chol	cho	l	3	FIRST	0	0	0	RUNNING_EVENT	RUNNING_PROSE	0	0	MIDDLE	0	G407-S029	0	NONE	0	NONE	0	WHOLE_PLANT_ARTICLE	HERBAL	DIRECT_PAGE_CONTEXT_ONLY	1	ZERO__STRUCTURAL_BOUNDARY_ONLY
76	1	GDT800-O1459	644	G407-E0578	f18r	f18r	f18r.9	2	4	chcthal	chctha	l	2	INTERNAL	0	0	0	RUNNING_EVENT	RUNNING_PROSE	0	0	MIDDLE	0	G407-S029	0	NONE	0	NONE	0	WHOLE_PLANT_ARTICLE	HERBAL	DIRECT_PAGE_CONTEXT_ONLY	1	ZERO__STRUCTURAL_BOUNDARY_ONLY
77	1	GDT800-O1447	650	G407-E0584	f18r	f18r	f18r.10	4	5	ol	o	l	1	INTERNAL	0	0	0	RUNNING_EVENT	RUNNING_PROSE	0	0	MIDDLE	0	G407-S029	0	NONE	0	NONE	0	WHOLE_PLANT_ARTICLE	HERBAL	DIRECT_PAGE_CONTEXT_ONLY	1	ZERO__STRUCTURAL_BOUNDARY_ONLY
78	1	GDT800-O1448	654	G407-E0588	f18r	f18r	f18r.11	3	5	chckhol	chckho	l	2	INTERNAL	0	0	0	RUNNING_EVENT	RUNNING_PROSE	0	0	MIDDLE	0	G407-S029	0	NONE	0	NONE	0	WHOLE_PLANT_ARTICLE	HERBAL	DIRECT_PAGE_CONTEXT_ONLY	1	ZERO__STRUCTURAL_BOUNDARY_ONLY
79	1	GDT800-O1449	658	G407-E0592	f18r	f18r	f18r.12	2	5	cthol	ctho	l	3	INTERNAL	0	0	0	RUNNING_EVENT	RUNNING_PROSE	0	0	MIDDLE	0	G407-S029	0	NONE	0	NONE	0	WHOLE_PLANT_ARTICLE	HERBAL	DIRECT_PAGE_CONTEXT_ONLY	1	ZERO__STRUCTURAL_BOUNDARY_ONLY
80	1	GDT800-O1450	665	G407-E0599	f18r	f18r	f18r.13	4	6	cthal	ctha	l	2	INTERNAL	0	0	0	RUNNING_EVENT	RUNNING_PROSE	0	0	MIDDLE	0	G407-S029	0	NONE	0	NONE	0	WHOLE_PLANT_ARTICLE	HERBAL	DIRECT_PAGE_CONTEXT_ONLY	1	ZERO__STRUCTURAL_BOUNDARY_ONLY
81	1	GDT800-O1451	666	G407-E0600	f18r	f18r	f18r.13	5	6	okal	oka	l	1	INTERNAL	0	0	0	RUNNING_EVENT	RUNNING_PROSE	0	0	MIDDLE	0	G407-S029	0	NONE	0	NONE	0	WHOLE_PLANT_ARTICLE	HERBAL	DIRECT_PAGE_CONTEXT_ONLY	1	ZERO__STRUCTURAL_BOUNDARY_ONLY
82	1	GDT800-O1495	683	G515-E0077	f20v	f20v	f20v.2	3	10	cheol	cheo	l	7	INTERNAL	0	0	0	RUNNING_EVENT	RUNNING_PROSE	0	0	MIDDLE	0	G515-S007	0	NONE	0	NONE	0	WHOLE_PLANT_ARTICLE	HERBAL	DIRECT_PAGE_CONTEXT_ONLY	1	ZERO__STRUCTURAL_BOUNDARY_ONLY
83	1	GDT800-O1496	684	G515-E0078	f20v	f20v	f20v.2	4	10	chol	cho	l	6	INTERNAL	0	0	0	RUNNING_EVENT	RUNNING_PROSE	0	0	MIDDLE	0	G515-S007	0	NONE	0	NONE	0	WHOLE_PLANT_ARTICLE	HERBAL	DIRECT_PAGE_CONTEXT_ONLY	1	ZERO__STRUCTURAL_BOUNDARY_ONLY
84	1	GDT800-O1497	688	G515-E0082	f20v	f20v	f20v.2	8	10	chol	cho	l	2	INTERNAL	0	0	0	RUNNING_EVENT	RUNNING_PROSE	0	0	MIDDLE	0	G515-S007	0	NONE	0	NONE	0	WHOLE_PLANT_ARTICLE	HERBAL	DIRECT_PAGE_CONTEXT_ONLY	1	ZERO__STRUCTURAL_BOUNDARY_ONLY
85	1	GDT800-O1498	693	G515-E0087	f20v	f20v	f20v.3	3	9	kchol	kcho	l	6	INTERNAL	0	0	0	RUNNING_EVENT	RUNNING_PROSE	0	0	MIDDLE	0	G515-S007	0	NONE	0	NONE	0	WHOLE_PLANT_ARTICLE	HERBAL	DIRECT_PAGE_CONTEXT_ONLY	1	ZERO__STRUCTURAL_BOUNDARY_ONLY
86	1	GDT800-O1499	694	G515-E0088	f20v	f20v	f20v.3	4	9	shol	sho	l	5	INTERNAL	0	0	0	RUNNING_EVENT	RUNNING_PROSE	0	0	MIDDLE	0	G515-S007	0	NONE	0	NONE	0	WHOLE_PLANT_ARTICLE	HERBAL	DIRECT_PAGE_CONTEXT_ONLY	1	ZERO__STRUCTURAL_BOUNDARY_ONLY
87	1	GDT800-O1500	703	G515-E0097	f20v	f20v	f20v.4	4	5	shol	sho	l	1	INTERNAL	0	0	0	RUNNING_EVENT	RUNNING_PROSE	0	1	END	0	G515-S007	0	NONE	0	NONE	0	WHOLE_PLANT_ARTICLE	HERBAL	DIRECT_PAGE_CONTEXT_ONLY	0	ZERO__STRUCTURAL_BOUNDARY_ONLY
88	1	GDT800-O1501	708	G515-E0102	f20v	f20v	f20v.5	4	9	shol	sho	l	5	INTERNAL	0	0	0	RUNNING_EVENT	RUNNING_PROSE	1	0	START	0	G515-S008	0	NONE	0	NONE	0	WHOLE_PLANT_ARTICLE	HERBAL	DIRECT_PAGE_CONTEXT_ONLY	0	ZERO__STRUCTURAL_BOUNDARY_ONLY
89	1	GDT800-O1502	742	G515-E0136	f20v	f20v	f20v.9	5	8	chol	cho	l	3	INTERNAL	0	0	0	RUNNING_EVENT	RUNNING_PROSE	0	0	MIDDLE	0	G515-S008	0	NONE	0	NONE	0	WHOLE_PLANT_ARTICLE	HERBAL	DIRECT_PAGE_CONTEXT_ONLY	1	ZERO__STRUCTURAL_BOUNDARY_ONLY
90	1	GDT800-O1493	748	G515-E0142	f20v	f20v	f20v.10	3	7	chol	cho	l	4	INTERNAL	0	0	0	RUNNING_EVENT	RUNNING_PROSE	0	0	MIDDLE	0	G515-S008	0	NONE	0	NONE	0	WHOLE_PLANT_ARTICLE	HERBAL	DIRECT_PAGE_CONTEXT_ONLY	1	ZERO__STRUCTURAL_BOUNDARY_ONLY
91	1	GDT800-O1494	755	G515-E0149	f20v	f20v	f20v.11	3	4	ol	o	l	1	INTERNAL	0	0	0	RUNNING_EVENT	RUNNING_PROSE	0	1	END	0	G515-S008	0	NONE	0	NONE	0	WHOLE_PLANT_ARTICLE	HERBAL	DIRECT_PAGE_CONTEXT_ONLY	0	ZERO__STRUCTURAL_BOUNDARY_ONLY
92	1	GDT800-O1615	759	G407-E0607	f24v	f24v	f24v.1	3	11	opom	opo	m	8	INTERNAL	0	0	0	RUNNING_EVENT	RUNNING_PROSE	1	0	START	0	G407-S030	0	NONE	0	NONE	0	WHOLE_PLANT_ARTICLE	HERBAL	DIRECT_PAGE_CONTEXT_ONLY	0	ZERO__STRUCTURAL_BOUNDARY_ONLY
93	1	GDT800-O1616	767	G407-E0615	f24v	f24v	f24v.1	11	11	am	a	m	0	FINAL	1	1	0	RUNNING_EVENT	RUNNING_PROSE	1	0	START	0	G407-S031	0	NONE	0	NONE	0	WHOLE_PLANT_ARTICLE	HERBAL	DIRECT_PAGE_CONTEXT_ONLY	0	ZERO__STRUCTURAL_BOUNDARY_ONLY
94	1	GDT800-O1623	776	G407-E0624	f24v	f24v	f24v.2	9	10	okchom	okcho	m	1	INTERNAL	0	0	0	RUNNING_EVENT	RUNNING_PROSE	0	0	MIDDLE	0	G407-S031	0	NONE	0	NONE	0	WHOLE_PLANT_ARTICLE	HERBAL	DIRECT_PAGE_CONTEXT_ONLY	1	ZERO__STRUCTURAL_BOUNDARY_ONLY
95	1	GDT800-O1624	781	G407-E0629	f24v	f24v	f24v.3	4	5	okam	oka	m	1	INTERNAL	0	0	0	RUNNING_EVENT	RUNNING_PROSE	0	0	MIDDLE	0	G407-S031	0	NONE	0	NONE	0	WHOLE_PLANT_ARTICLE	HERBAL	DIRECT_PAGE_CONTEXT_ONLY	1	ZERO__STRUCTURAL_BOUNDARY_ONLY
96	1	GDT800-O1625	783	G407-E0631	f24v	f24v	f24v.4	1	6	ydal	yda	l	5	FIRST	0	0	0	RUNNING_EVENT	RUNNING_PROSE	0	0	MIDDLE	0	G407-S031	0	NONE	0	NONE	0	WHOLE_PLANT_ARTICLE	HERBAL	DIRECT_PAGE_CONTEXT_ONLY	1	ZERO__STRUCTURAL_BOUNDARY_ONLY
97	1	GDT800-O1626	785	G407-E0633	f24v	f24v	f24v.4	3	6	okol	oko	l	3	INTERNAL	0	0	0	RUNNING_EVENT	RUNNING_PROSE	0	0	MIDDLE	0	G407-S031	0	NONE	0	NONE	0	WHOLE_PLANT_ARTICLE	HERBAL	DIRECT_PAGE_CONTEXT_ONLY	1	ZERO__STRUCTURAL_BOUNDARY_ONLY
98	1	GDT800-O1627	800	G407-E0648	f24v	f24v	f24v.7	4	4	olom	olo	m	0	FINAL	1	1	0	RUNNING_EVENT	RUNNING_PROSE	0	0	MIDDLE	0	G407-S032	0	NONE	0	NONE	0	WHOLE_PLANT_ARTICLE	HERBAL	DIRECT_PAGE_CONTEXT_ONLY	1	ZERO__STRUCTURAL_BOUNDARY_ONLY
99	1	GDT800-O1628	803	G407-E0651	f24v	f24v	f24v.8	3	4	shol	sho	l	1	INTERNAL	0	0	0	RUNNING_EVENT	RUNNING_PROSE	0	0	MIDDLE	0	G407-S032	0	NONE	0	NONE	0	WHOLE_PLANT_ARTICLE	HERBAL	DIRECT_PAGE_CONTEXT_ONLY	1	ZERO__STRUCTURAL_BOUNDARY_ONLY
100	1	GDT800-O1629	805	G407-E0653	f24v	f24v	f24v.9	1	5	ychol	ycho	l	4	FIRST	0	0	0	RUNNING_EVENT	RUNNING_PROSE	0	0	MIDDLE	0	G407-S032	0	NONE	0	NONE	0	WHOLE_PLANT_ARTICLE	HERBAL	DIRECT_PAGE_CONTEXT_ONLY	1	ZERO__STRUCTURAL_BOUNDARY_ONLY
101	1	GDT800-O1630	806	G407-E0654	f24v	f24v	f24v.9	2	5	chol	cho	l	3	INTERNAL	0	0	0	RUNNING_EVENT	RUNNING_PROSE	0	0	MIDDLE	0	G407-S032	0	NONE	0	NONE	0	WHOLE_PLANT_ARTICLE	HERBAL	DIRECT_PAGE_CONTEXT_ONLY	1	ZERO__STRUCTURAL_BOUNDARY_ONLY
102	1	GDT800-O1631	809	G407-E0657	f24v	f24v	f24v.9	5	5	om	o	m	0	FINAL	1	1	0	RUNNING_EVENT	RUNNING_PROSE	0	0	MIDDLE	0	G407-S032	0	NONE	0	NONE	0	WHOLE_PLANT_ARTICLE	HERBAL	DIRECT_PAGE_CONTEXT_ONLY	1	ZERO__STRUCTURAL_BOUNDARY_ONLY
103	1	GDT800-O1617	813	G407-E0661	f24v	f24v	f24v.10	4	4	keol	keo	l	0	FINAL	1	1	0	RUNNING_EVENT	RUNNING_PROSE	0	0	MIDDLE	0	G407-S032	0	NONE	0	NONE	0	WHOLE_PLANT_ARTICLE	HERBAL	DIRECT_PAGE_CONTEXT_ONLY	1	ZERO__STRUCTURAL_BOUNDARY_ONLY
104	1	GDT800-O1618	816	G407-E0664	f24v	f24v	f24v.11	3	4	qodom	qodo	m	1	INTERNAL	0	0	0	RUNNING_EVENT	RUNNING_PROSE	0	0	MIDDLE	0	G407-S032	0	NONE	0	NONE	0	WHOLE_PLANT_ARTICLE	HERBAL	DIRECT_PAGE_CONTEXT_ONLY	1	ZERO__STRUCTURAL_BOUNDARY_ONLY
105	1	GDT800-O1619	826	G407-E0674	f24v	f24v	f24v.13	2	7	cheol	cheo	l	5	INTERNAL	0	0	0	RUNNING_EVENT	RUNNING_PROSE	0	0	MIDDLE	0	G407-S032	0	NONE	0	NONE	0	WHOLE_PLANT_ARTICLE	HERBAL	DIRECT_PAGE_CONTEXT_ONLY	1	ZERO__STRUCTURAL_BOUNDARY_ONLY
106	1	GDT800-O1620	827	G407-E0675	f24v	f24v	f24v.13	3	7	chol	cho	l	4	INTERNAL	0	0	0	RUNNING_EVENT	RUNNING_PROSE	0	0	MIDDLE	0	G407-S032	0	NONE	0	NONE	0	WHOLE_PLANT_ARTICLE	HERBAL	DIRECT_PAGE_CONTEXT_ONLY	1	ZERO__STRUCTURAL_BOUNDARY_ONLY
107	1	GDT800-O1621	841	G407-E0689	f24v	f24v	f24v.16	1	2	otchol	otcho	l	1	FIRST	0	0	0	RUNNING_EVENT	RUNNING_PROSE	0	1	END	0	G407-S032	0	NONE	0	NONE	0	WHOLE_PLANT_ARTICLE	HERBAL	DIRECT_PAGE_CONTEXT_ONLY	0	ZERO__STRUCTURAL_BOUNDARY_ONLY
108	1	GDT800-O1622	842	G407-E0690	f24v	f24v	f24v.16	2	2	odaiim	odaii	m	0	FINAL	1	1	0	RUNNING_EVENT	RUNNING_PROSE	0	1	END	1	G407-S032	1	NONE	0	NONE	0	WHOLE_PLANT_ARTICLE	HERBAL	DIRECT_PAGE_CONTEXT_ONLY	0	ZERO__STRUCTURAL_BOUNDARY_ONLY
109	1	GDT800-O1718	887	G515-E0195	f31r	f31r	f31r.6	8	8	dal	da	l	0	FINAL	1	1	0	RUNNING_EVENT	RUNNING_PROSE	1	0	START	0	G515-S013	0	NONE	0	NONE	0	WHOLE_PLANT_ARTICLE	HERBAL	DIRECT_PAGE_CONTEXT_ONLY	0	ZERO__STRUCTURAL_BOUNDARY_ONLY
110	1	GDT800-O1719	891	G515-E0199	f31r	f31r	f31r.7	4	8	sheol	sheo	l	4	INTERNAL	0	0	0	RUNNING_EVENT	RUNNING_PROSE	0	0	MIDDLE	0	G515-S013	0	NONE	0	NONE	0	WHOLE_PLANT_ARTICLE	HERBAL	DIRECT_PAGE_CONTEXT_ONLY	1	ZERO__STRUCTURAL_BOUNDARY_ONLY
111	1	GDT800-O1720	898	G515-E0206	f31r	f31r	f31r.8	3	7	cheol	cheo	l	4	INTERNAL	0	0	0	RUNNING_EVENT	RUNNING_PROSE	0	0	MIDDLE	0	G515-S017	0	NONE	0	NONE	0	WHOLE_PLANT_ARTICLE	HERBAL	DIRECT_PAGE_CONTEXT_ONLY	1	ZERO__STRUCTURAL_BOUNDARY_ONLY
112	1	GDT800-O1721	901	G515-E0209	f31r	f31r	f31r.8	6	7	cheol	cheo	l	1	INTERNAL	0	0	0	RUNNING_EVENT	RUNNING_PROSE	0	0	MIDDLE	0	G515-S017	0	NONE	0	NONE	0	WHOLE_PLANT_ARTICLE	HERBAL	DIRECT_PAGE_CONTEXT_ONLY	1	ZERO__STRUCTURAL_BOUNDARY_ONLY
113	1	GDT800-O1722	906	G515-E0214	f31r	f31r	f31r.9	4	4	okeol	okeo	l	0	FINAL	1	1	0	RUNNING_EVENT	RUNNING_PROSE	0	1	END	1	G515-S017	1	NONE	0	NONE	0	WHOLE_PLANT_ARTICLE	HERBAL	DIRECT_PAGE_CONTEXT_ONLY	0	ZERO__STRUCTURAL_BOUNDARY_ONLY
114	1	GDT800-O1714	907	G515-E0215	f31r	f31r	f31r.10	1	8	tol	to	l	7	FIRST	0	0	0	RUNNING_EVENT	RUNNING_PROSE	1	0	START	0	G515-S018	0	NONE	0	NONE	0	WHOLE_PLANT_ARTICLE	HERBAL	DIRECT_PAGE_CONTEXT_ONLY	0	ZERO__STRUCTURAL_BOUNDARY_ONLY
115	1	GDT800-O1715	917	G515-E0225	f31r	f31r	f31r.11	3	9	dal	da	l	6	INTERNAL	0	0	0	RUNNING_EVENT	RUNNING_PROSE	0	0	MIDDLE	0	G515-S022	0	NONE	0	NONE	0	WHOLE_PLANT_ARTICLE	HERBAL	DIRECT_PAGE_CONTEXT_ONLY	1	ZERO__STRUCTURAL_BOUNDARY_ONLY
116	1	GDT800-O1716	941	G515-E0249	f31r	f31r	f31r.15	2	4	sheol	sheo	l	2	INTERNAL	0	0	0	RUNNING_EVENT	RUNNING_PROSE	0	0	MIDDLE	0	G515-S027	0	NONE	0	NONE	0	WHOLE_PLANT_ARTICLE	HERBAL	DIRECT_PAGE_CONTEXT_ONLY	1	ZERO__STRUCTURAL_BOUNDARY_ONLY
117	1	GDT800-O1717	943	G515-E0251	f31r	f31r	f31r.15	4	4	okedam	okeda	m	0	FINAL	1	1	0	RUNNING_EVENT	RUNNING_PROSE	0	0	MIDDLE	0	G515-S027	0	NONE	0	NONE	0	WHOLE_PLANT_ARTICLE	HERBAL	DIRECT_PAGE_CONTEXT_ONLY	1	ZERO__STRUCTURAL_BOUNDARY_ONLY
118	1	GDT800-O2362	961	G407-E0706	f55v	f55v	f55v.3	5	11	al	a	l	6	INTERNAL	0	0	0	RUNNING_EVENT	RUNNING_PROSE	0	0	MIDDLE	0	G407-S034	0	NONE	0	NONE	0	WHOLE_PLANT_ARTICLE	HERBAL	DIRECT_PAGE_CONTEXT_ONLY	1	ZERO__STRUCTURAL_BOUNDARY_ONLY
119	1	GDT800-O2363	965	G407-E0710	f55v	f55v	f55v.3	9	11	ol	o	l	2	INTERNAL	0	0	0	RUNNING_EVENT	RUNNING_PROSE	0	0	MIDDLE	0	G407-S034	0	NONE	0	NONE	0	WHOLE_PLANT_ARTICLE	HERBAL	DIRECT_PAGE_CONTEXT_ONLY	1	ZERO__STRUCTURAL_BOUNDARY_ONLY
120	1	GDT800-O2364	967	G407-E0712	f55v	f55v	f55v.3	11	11	am	a	m	0	FINAL	1	1	0	RUNNING_EVENT	RUNNING_PROSE	0	0	MIDDLE	0	G407-S034	0	NONE	0	NONE	0	WHOLE_PLANT_ARTICLE	HERBAL	DIRECT_PAGE_CONTEXT_ONLY	1	ZERO__STRUCTURAL_BOUNDARY_ONLY
121	1	GDT800-O2365	972	G407-E0717	f55v	f55v	f55v.4	5	8	al	a	l	3	INTERNAL	0	0	0	RUNNING_EVENT	RUNNING_PROSE	0	0	MIDDLE	0	G407-S034	0	NONE	0	NONE	0	WHOLE_PLANT_ARTICLE	HERBAL	DIRECT_PAGE_CONTEXT_ONLY	1	ZERO__STRUCTURAL_BOUNDARY_ONLY
122	1	GDT800-O2366	1013	G407-E0758	f55v	f55v	f55v.9	3	10	okal	oka	l	7	INTERNAL	0	0	0	RUNNING_EVENT	RUNNING_PROSE	0	0	MIDDLE	0	G407-S036	0	NONE	0	NONE	0	WHOLE_PLANT_ARTICLE	HERBAL	DIRECT_PAGE_CONTEXT_ONLY	1	ZERO__STRUCTURAL_BOUNDARY_ONLY
123	1	GDT800-O2357	1022	G407-E0767	f55v	f55v	f55v.10	2	12	ol	o	l	10	INTERNAL	0	0	0	RUNNING_EVENT	RUNNING_PROSE	0	0	MIDDLE	0	G407-S036	0	NONE	0	NONE	0	WHOLE_PLANT_ARTICLE	HERBAL	DIRECT_PAGE_CONTEXT_ONLY	1	ZERO__STRUCTURAL_BOUNDARY_ONLY
124	1	GDT800-O2358	1030	G407-E0775	f55v	f55v	f55v.10	10	12	kal	ka	l	2	INTERNAL	0	0	0	RUNNING_EVENT	RUNNING_PROSE	0	0	MIDDLE	0	G407-S036	0	NONE	0	NONE	0	WHOLE_PLANT_ARTICLE	HERBAL	DIRECT_PAGE_CONTEXT_ONLY	1	ZERO__STRUCTURAL_BOUNDARY_ONLY
125	1	GDT800-O2359	1032	G407-E0777	f55v	f55v	f55v.10	12	12	ol	o	l	0	FINAL	1	1	0	RUNNING_EVENT	RUNNING_PROSE	0	0	MIDDLE	0	G407-S036	0	NONE	0	NONE	0	WHOLE_PLANT_ARTICLE	HERBAL	DIRECT_PAGE_CONTEXT_ONLY	1	ZERO__STRUCTURAL_BOUNDARY_ONLY
126	1	GDT800-O2360	1038	G407-E0783	f55v	f55v	f55v.11	6	10	okal	oka	l	4	INTERNAL	0	0	0	RUNNING_EVENT	RUNNING_PROSE	0	0	MIDDLE	0	G407-S037	0	NONE	0	NONE	0	WHOLE_PLANT_ARTICLE	HERBAL	DIRECT_PAGE_CONTEXT_ONLY	1	ZERO__STRUCTURAL_BOUNDARY_ONLY
127	1	GDT800-O2361	1051	G407-E0796	f55v	f55v	f55v.12	9	9	otam	ota	m	0	FINAL	1	1	0	RUNNING_EVENT	RUNNING_PROSE	0	1	END	1	G407-S037	1	NONE	0	NONE	0	WHOLE_PLANT_ARTICLE	HERBAL	DIRECT_PAGE_CONTEXT_ONLY	0	ZERO__STRUCTURAL_BOUNDARY_ONLY
128	1	GDT800-O2367	1053	G407-E0798	f56r	f56r	f56r.1	2	10	chal	cha	l	8	INTERNAL	0	0	0	RUNNING_EVENT	RUNNING_PROSE	1	0	START	0	G407-S038	0	NONE	0	NONE	0	WHOLE_PLANT_ARTICLE	HERBAL	DIRECT_PAGE_CONTEXT_ONLY	0	ZERO__STRUCTURAL_BOUNDARY_ONLY
129	1	GDT800-O2374	1063	G407-E0808	f56r	f56r	f56r.2	2	7	chol	cho	l	5	INTERNAL	0	0	0	RUNNING_EVENT	RUNNING_PROSE	0	0	MIDDLE	0	G407-S039	0	NONE	0	NONE	0	WHOLE_PLANT_ARTICLE	HERBAL	DIRECT_PAGE_CONTEXT_ONLY	1	ZERO__STRUCTURAL_BOUNDARY_ONLY
130	1	GDT800-O2375	1095	G407-E0840	f56r	f56r	f56r.7	2	5	kchol	kcho	l	3	INTERNAL	0	0	0	RUNNING_EVENT	RUNNING_PROSE	0	0	MIDDLE	0	G407-S039	0	NONE	0	NONE	0	WHOLE_PLANT_ARTICLE	HERBAL	DIRECT_PAGE_CONTEXT_ONLY	1	ZERO__STRUCTURAL_BOUNDARY_ONLY
131	1	GDT800-O2376	1098	G407-E0843	f56r	f56r	f56r.7	5	5	dal	da	l	0	FINAL	1	1	0	RUNNING_EVENT	RUNNING_PROSE	0	0	MIDDLE	0	G407-S039	0	NONE	0	NONE	0	WHOLE_PLANT_ARTICLE	HERBAL	DIRECT_PAGE_CONTEXT_ONLY	1	ZERO__STRUCTURAL_BOUNDARY_ONLY
132	1	GDT800-O2377	1104	G407-E0849	f56r	f56r	f56r.9	2	5	kchol	kcho	l	3	INTERNAL	0	0	0	RUNNING_EVENT	RUNNING_PROSE	1	0	START	0	G407-S040	0	NONE	0	NONE	0	WHOLE_PLANT_ARTICLE	HERBAL	DIRECT_PAGE_CONTEXT_ONLY	0	ZERO__STRUCTURAL_BOUNDARY_ONLY
133	1	GDT800-O2378	1105	G407-E0850	f56r	f56r	f56r.9	3	5	shol	sho	l	2	INTERNAL	0	0	0	RUNNING_EVENT	RUNNING_PROSE	1	0	START	0	G407-S040	0	NONE	0	NONE	0	WHOLE_PLANT_ARTICLE	HERBAL	DIRECT_PAGE_CONTEXT_ONLY	0	ZERO__STRUCTURAL_BOUNDARY_ONLY
134	1	GDT800-O2368	1120	G407-E0865	f56r	f56r	f56r.11	4	6	cthol	ctho	l	2	INTERNAL	0	0	0	RUNNING_EVENT	RUNNING_PROSE	0	0	MIDDLE	0	G407-S040	0	NONE	0	NONE	0	WHOLE_PLANT_ARTICLE	HERBAL	DIRECT_PAGE_CONTEXT_ONLY	1	ZERO__STRUCTURAL_BOUNDARY_ONLY
135	1	GDT800-O2369	1129	G407-E0874	f56r	f56r	f56r.13	3	3	kchal	kcha	l	0	FINAL	1	1	0	RUNNING_EVENT	RUNNING_PROSE	0	0	MIDDLE	0	G407-S040	0	NONE	0	NONE	0	WHOLE_PLANT_ARTICLE	HERBAL	DIRECT_PAGE_CONTEXT_ONLY	1	ZERO__STRUCTURAL_BOUNDARY_ONLY
136	1	GDT800-O2370	1131	G407-E0876	f56r	f56r	f56r.14	2	4	chol	cho	l	2	INTERNAL	0	0	0	RUNNING_EVENT	RUNNING_PROSE	0	0	MIDDLE	0	G407-S040	0	NONE	0	NONE	0	WHOLE_PLANT_ARTICLE	HERBAL	DIRECT_PAGE_CONTEXT_ONLY	1	ZERO__STRUCTURAL_BOUNDARY_ONLY
137	1	GDT800-O2371	1132	G407-E0877	f56r	f56r	f56r.14	3	4	chotol	choto	l	1	INTERNAL	0	0	0	RUNNING_EVENT	RUNNING_PROSE	0	0	MIDDLE	0	G407-S040	0	NONE	0	NONE	0	WHOLE_PLANT_ARTICLE	HERBAL	DIRECT_PAGE_CONTEXT_ONLY	1	ZERO__STRUCTURAL_BOUNDARY_ONLY
138	1	GDT800-O2372	1136	G407-E0881	f56r	f56r	f56r.15	3	4	chol	cho	l	1	INTERNAL	0	0	0	RUNNING_EVENT	RUNNING_PROSE	0	0	MIDDLE	0	G407-S040	0	NONE	0	NONE	0	WHOLE_PLANT_ARTICLE	HERBAL	DIRECT_PAGE_CONTEXT_ONLY	1	ZERO__STRUCTURAL_BOUNDARY_ONLY
139	1	GDT800-O2373	1155	G407-E0900	f56r	f56r	f56r.19	2	3	keol	keo	l	1	INTERNAL	0	0	0	RUNNING_EVENT	RUNNING_PROSE	0	1	END	0	G407-S040	0	NONE	0	NONE	0	WHOLE_PLANT_ARTICLE	HERBAL	DIRECT_PAGE_CONTEXT_ONLY	0	ZERO__STRUCTURAL_BOUNDARY_ONLY
140	1	GDT800-O2561	1169	LOCAL_CARD:GDT515_SECOND_RANDOM4_LOCAL:G515-E0266	f66r	f66r	f66r.13	1	1	qokal	qoka	l	0	SINGLE	1	0	1	LOCAL_ADDRESS_OR_LABEL	LOCAL_LABEL_OR_MARKER	0	0	MIDDLE	0	NONE	0	NONE	0	NONE	0	TEXT_BLOCK	SOURCE_SECTION_T	LEGACY_LOCAL_CARD_WITH_PAGE_CONTEXT	0	ZERO__STRUCTURAL_BOUNDARY_ONLY
141	1	GDT800-O2562	1171	LOCAL_CARD:GDT515_SECOND_RANDOM4_LOCAL:G515-E0268	f66r	f66r	f66r.15	1	1	raral	rara	l	0	SINGLE	1	0	1	LOCAL_ADDRESS_OR_LABEL	LOCAL_LABEL_OR_MARKER	0	0	MIDDLE	0	NONE	0	NONE	0	NONE	0	TEXT_BLOCK	SOURCE_SECTION_T	LEGACY_LOCAL_CARD_WITH_PAGE_CONTEXT	0	ZERO__STRUCTURAL_BOUNDARY_ONLY
