statement_id	legacy_statement_id	physical_page	register	visible_owner_or_namespace_de	locus_span	locus_count	crosses_physical_line	event_count	surface_sequence	component_sequence	portable_literal_de	fluent_workshop_de	end_mode	boundary_reading_de	reading_source	source_release	event_ids
P1006-S081	P915-C054	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	f75r.18|f75r.19	2	YES	6	qol otain char sar oly qokshedy	OL | OT+AIN | AR | S+AR | OL+Y | OK+SH+E+DY	FORTSETZEN | DANACH · PORTION | QUELLE | AUSWÄHLEN · QUELLE | FORTSETZEN · POSTEN | SETZEN · HALTEN · KURZ · SCHLUSS	Auf dem großen Bad- und Stationsblatt den bezeichneten Stationsposten wählen, die vorgesehene Füllung einstellen, kurz halten und behandeln und den Teilgang schließen.	LICENSED_DY_CLOSE	Die gelernte Schlusskarte beendet den Teilgang.	COMPACT_OWNER_ACTION_REWRITE	PASS1002	P912-E0600|P912-E0601|P912-E0602|P912-E0603|P912-E0604|P912-E0605
P1006-S082	P915-C055	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	f75r.19|f75r.20|f75r.21|f75r.22|f75r.23|f75r.24|f75r.25	7	YES	50	qol shey qoky shey ey qokain ar ry shey qor chey lchey lo ydain shey qokain oqokain chey qckhsy or ysheor ol lor am odar shey qokain chedy or shey kar chedy sar pchey kshey qokeey qokal sshey qol chedyqokam qokain olkeey qolkary sain checthy lor ol sain shckhy qokeedy	OL | SH+E+Y | OK+Y | SH+E+Y | E+Y | OK+AIN | AR | R+Y | SH+E+Y | OR | Y | L+Y | L+O | Y+AIN | SH+E+Y | OK+AIN | O+OK+AIN | Y | CKH+Y | OR | Y+SH+E+OR | OL | L+OR | AM_ADDR | O+D_ADDR+AR | SH+E+Y | OK+AIN | CHD+Y | OR | SH+E+Y | K+AR | CHD+Y | S+AR | P+Y | K+SH+E+Y | OK+EE+Y | OK+AL | S+SH+E+Y | OL | CHD+Y+OK+AM_ADDR | OK+AIN | SOLK+EE+Y | SOLK+AR+Y | S+AIN | CTH+Y | L+OR | OL | S+AIN | SH+CKH+Y | OK+EE+DY	FORTSETZEN | HALTEN · KURZ · POSTEN | SETZEN · POSTEN | HALTEN · KURZ · POSTEN | KURZ · POSTEN | SETZEN · PORTION | QUELLE | MERKEN · POSTEN | HALTEN · KURZ · POSTEN | ANSATZ | POSTEN | LEITEN · POSTEN | LEITEN · AUSFÜHREN | POSTEN · PORTION | HALTEN · KURZ · POSTEN | SETZEN · PORTION | AUSFÜHREN · SETZEN · PORTION | POSTEN | DURCHLASS · POSTEN | ANSATZ | POSTEN · HALTEN · KURZ · ANSATZ | FORTSETZEN | LEITEN · ANSATZ | INNEN | AUSFÜHREN · TEIL · QUELLE | HALTEN · KURZ · POSTEN | SETZEN · PORTION | UMSETZEN · POSTEN | ANSATZ | HALTEN · KURZ · POSTEN | GEBEN · QUELLE | UMSETZEN · POSTEN | AUSWÄHLEN · QUELLE | EINSETZEN · POSTEN | GEBEN · HALTEN · KURZ · POSTEN | SETZEN · LÄNGER · POSTEN | SETZEN · ZIEL | AUSWÄHLEN · HALTEN · KURZ · POSTEN | FORTSETZEN | UMSETZEN · POSTEN · SETZEN · INNEN | SETZEN · PORTION | AUFFANGEN · LÄNGER · POSTEN | AUFFANGEN · QUELLE · POSTEN | AUSWÄHLEN · PORTION | BEREIT · POSTEN | LEITEN · ANSATZ | FORTSETZEN | AUSWÄHLEN · PORTION | HALTEN · DURCHLASS · POSTEN | SETZEN · LÄNGER · SCHLUSS	Auf dem großen Stationsblatt mehrere Teilposten nacheinander vom markierten Vorrat nehmen, nach Sollwert an den zugehörigen Zielstellen ansetzen, kurz oder länger halten, über die sichtbaren Durchlässe leiten und in den passenden Becken auffangen; den letzten Posten vollständig setzen und die Zelle schließen.	LICENSED_DY_CLOSE	Die gelernte Schlusskarte beendet den Teilgang.	MANUAL_LONG_CLAUSE_REWRITE	PASS1002	P912-E0606|P912-E0607|P912-E0608|P912-E0609|P912-E0610|P912-E0611|P912-E0612|P912-E0613|P912-E0614|P912-E0615|P912-E0616|P912-E0617|P912-E0618|P912-E0619|P912-E0620|P912-E0621|P912-E0622|P912-E0623|P912-E0624|P912-E0625|P912-E0626|P912-E0627|P912-E0628|P912-E0629|P912-E0630|P912-E0631|P912-E0632|P912-E0633|P912-E0634|P912-E0635|P912-E0636|P912-E0637|P912-E0638|P912-E0639|P912-E0640|P912-E0641|P912-E0642|P912-E0643|P912-E0644|P912-E0645|P912-E0646|P912-E0647|P912-E0648|P912-E0649|P912-E0650|P912-E0651|P912-E0652|P912-E0653|P912-E0654|P912-E0655
P1006-S083	P915-C056	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	f75r.25	1	NO	3	shy dy qokeedy	Y | Y | OK+EE+DY	POSTEN | POSTEN | SETZEN · LÄNGER · SCHLUSS	Auf dem großen Bad- und Stationsblatt den Teilgang schließen.	LICENSED_DY_CLOSE	Die gelernte Schlusskarte beendet den Teilgang.	COMPACT_OWNER_ACTION_REWRITE	PASS1002	P912-E0656|P912-E0657|P912-E0658
P1006-S084	P915-C057	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	f75r.25	1	NO	1	lchedy	L+CHD+DY	LEITEN · UMSETZEN · SCHLUSS	Auf dem großen Bad- und Stationsblatt über den sichtbaren Weg zur nächsten Station führen und den Teilgang schließen.	LICENSED_DY_CLOSE	Die gelernte Schlusskarte beendet den Teilgang.	COMPACT_OWNER_ACTION_REWRITE	PASS1002	P912-E0659
P1006-S085	P915-C058	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	f75r.25|f75r.26|f75r.27	3	YES	14	ram dain ol sheol dain ol qoly dar ajy pdalshor shtol qoty pshar shedy	R+AM_ADDR | AIN | OL | SH+E+OL | AIN | OL | OL+Y | D_ADDR+AR | A_ADDR+Y | P+D_ADDR+AL+SH+OR | SH+T+OL | OT+Y | P+SH+AR | SHED+DY	MERKEN · INNEN | PORTION | FORTSETZEN | HALTEN · KURZ · FORTSETZEN | PORTION | FORTSETZEN | FORTSETZEN · POSTEN | TEIL · QUELLE | ORT · POSTEN | EINSETZEN · TEIL · ZIEL · HALTEN · ANSATZ | HALTEN · STELLEN · FORTSETZEN | DANACH · POSTEN | EINSETZEN · HALTEN · QUELLE | ABSETZEN · SCHLUSS	Den inneren Posten portionsweise weiterführen, an der markierten Zielstelle einsetzen, kurz halten und danach aus der Quellstation in den nächsten Gang geben; absetzen lassen und schließen.	LICENSED_DY_CLOSE	Die gelernte Schlusskarte beendet den Teilgang.	MANUAL_LONG_CLAUSE_REWRITE	PASS1002	P912-E0660|P912-E0661|P912-E0662|P912-E0663|P912-E0664|P912-E0665|P912-E0666|P912-E0667|P912-E0668|P912-E0669|P912-E0670|P912-E0671|P912-E0672|P912-E0673
P1006-S086	P915-C059	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	f75r.27	1	NO	1	okaldy	OK+AL+DY	SETZEN · ZIEL · SCHLUSS	Auf dem großen Bad- und Stationsblatt den Teilgang schließen.	LICENSED_DY_CLOSE	Die gelernte Schlusskarte beendet den Teilgang.	COMPACT_OWNER_ACTION_REWRITE	PASS1002	P912-E0674
P1006-S087	P915-C060	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	f75r.27	1	NO	3	dar otar otody	D_ADDR+AR | OT+AR | OT+O+DY	TEIL · QUELLE | DANACH · QUELLE | DANACH · AUSFÜHREN · SCHLUSS	Auf dem großen Bad- und Stationsblatt den Teilgang schließen.	LICENSED_DY_CLOSE	Die gelernte Schlusskarte beendet den Teilgang.	COMPACT_OWNER_ACTION_REWRITE	PASS1002	P912-E0675|P912-E0676|P912-E0677
P1006-S088	P915-C061	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	f75r.27|f75r.28	2	YES	4	dy rol tchedy pchedy	Y | R+OL | T+CHD+Y | P+CHD+DY	POSTEN | MERKEN · FORTSETZEN | STELLEN · UMSETZEN · POSTEN | EINSETZEN · UMSETZEN · SCHLUSS	Auf dem großen Bad- und Stationsblatt in die Arbeitsstation geben, über den sichtbaren Weg zur nächsten Station führen und den Teilgang schließen.	LICENSED_DY_CLOSE	Die gelernte Schlusskarte beendet den Teilgang.	COMPACT_OWNER_ACTION_REWRITE	PASS1002	P912-E0678|P912-E0679|P912-E0680|P912-E0681
P1006-S089	P915-C062	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	f75r.28	1	NO	7	qokeey sol oldair shecthy qol l sheedy	OK+EE+Y | OL | OL+D_ADDR+AIR | SH+E+CTH+Y | OL | L | SH+EE+DY	SETZEN · LÄNGER · POSTEN | FORTSETZEN | FORTSETZEN · TEIL · LAUF | HALTEN · KURZ · BEREIT · POSTEN | FORTSETZEN | LEITEN | HALTEN · LÄNGER · SCHLUSS	Auf dem großen Bad- und Stationsblatt länger halten und behandeln, über den sichtbaren Weg zur nächsten Station führen, bis zur Gebrauchsbereitschaft führen und den Teilgang schließen.	LICENSED_DY_CLOSE	Die gelernte Schlusskarte beendet den Teilgang.	COMPACT_OWNER_ACTION_REWRITE	PASS1002	P912-E0682|P912-E0683|P912-E0684|P912-E0685|P912-E0686|P912-E0687|P912-E0688
P1006-S090	P915-C063	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	f75r.28	1	NO	1	qokeedy	OK+EE+DY	SETZEN · LÄNGER · SCHLUSS	Auf dem großen Bad- und Stationsblatt den Teilgang schließen.	LICENSED_DY_CLOSE	Die gelernte Schlusskarte beendet den Teilgang.	COMPACT_OWNER_ACTION_REWRITE	PASS1002	P912-E0689
P1006-S091	P915-C064	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	f75r.28	1	NO	1	lolchedy	L+OL+CHD+DY	LEITEN · FORTSETZEN · UMSETZEN · SCHLUSS	Auf dem großen Bad- und Stationsblatt über den sichtbaren Weg zur nächsten Station führen und den Teilgang schließen.	LICENSED_DY_CLOSE	Die gelernte Schlusskarte beendet den Teilgang.	COMPACT_OWNER_ACTION_REWRITE	PASS1002	P912-E0690
P1006-S092	P915-C065	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	f75r.29	1	NO	10	dain chkal dy lo lkaiin ol okeedyqol dain olchey qokeedy	AIN | CHK+AL | Y | L+O | L+K+AIIN | OL | OK+EE+DY+OL | AIN | OL+Y | OK+EE+DY	PORTION | BEHANDELN · ZIEL | POSTEN | LEITEN · AUSFÜHREN | LEITEN · GEBEN · MASS | FORTSETZEN | SETZEN · LÄNGER · SCHLUSS · FORTSETZEN | PORTION | FORTSETZEN · POSTEN | SETZEN · LÄNGER · SCHLUSS	Auf dem großen Bad- und Stationsblatt die vorgesehene Füllung einstellen, länger halten und behandeln, über den sichtbaren Weg zur nächsten Station führen und den Teilgang schließen.	LICENSED_DY_CLOSE	Die gelernte Schlusskarte beendet den Teilgang.	COMPACT_OWNER_ACTION_REWRITE	PASS1002	P912-E0691|P912-E0692|P912-E0693|P912-E0694|P912-E0695|P912-E0696|P912-E0697|P912-E0698|P912-E0699|P912-E0700
P1006-S093	P915-C066	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	f75r.29|f75r.30	2	YES	14	chedy qotan qo dain cheeky qokey qokain cheky qokal dain chedy o kalol shedy	CHD+Y | OT+AN | O | AIN | CHK+EE+Y | OK+E+Y | OK+AIN | CHK+E+Y | OK+AL | AIN | CHD+Y | O | K+AL+OL | SHED+DY	UMSETZEN · POSTEN | DANACH · ZUSATZ | AUSFÜHREN | PORTION | BEHANDELN · LÄNGER · POSTEN | SETZEN · KURZ · POSTEN | SETZEN · PORTION | BEHANDELN · KURZ · POSTEN | SETZEN · ZIEL | PORTION | UMSETZEN · POSTEN | AUSFÜHREN | GEBEN · ZIEL · FORTSETZEN | ABSETZEN · SCHLUSS	Den Posten zur nächsten Station umsetzen, eine Portion länger behandeln, kurz an der Zielstelle ansetzen und weiterführen; danach absetzen lassen und schließen.	LICENSED_DY_CLOSE	Die gelernte Schlusskarte beendet den Teilgang.	MANUAL_LONG_CLAUSE_REWRITE	PASS1002	P912-E0701|P912-E0702|P912-E0703|P912-E0704|P912-E0705|P912-E0706|P912-E0707|P912-E0708|P912-E0709|P912-E0710|P912-E0711|P912-E0712|P912-E0713|P912-E0714
P1006-S094	P915-C067	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	f75r.30|f75r.31	2	YES	3	okar olom dshedy	OK+AR | OL+O+AM_ADDR | SH+E+DY	SETZEN · QUELLE | FORTSETZEN · AUSFÜHREN · INNEN | HALTEN · KURZ · SCHLUSS	Auf dem großen Bad- und Stationsblatt kurz halten und behandeln und den Teilgang schließen.	LICENSED_DY_CLOSE	Die gelernte Schlusskarte beendet den Teilgang.	COMPACT_OWNER_ACTION_REWRITE	PASS1002	P912-E0715|P912-E0716|P912-E0717
P1006-S095	P915-C068	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	f75r.31	1	NO	4	qokey chckhy qokar shedy	OK+E+Y | CKH+Y | OK+AR | SHED+DY	SETZEN · KURZ · POSTEN | DURCHLASS · POSTEN | SETZEN · QUELLE | ABSETZEN · SCHLUSS	Auf dem großen Bad- und Stationsblatt durch den angeschlossenen Durchlass geben, absetzen lassen und den Teilgang schließen.	LICENSED_DY_CLOSE	Die gelernte Schlusskarte beendet den Teilgang.	COMPACT_OWNER_ACTION_REWRITE	PASS1002	P912-E0718|P912-E0719|P912-E0720|P912-E0721
P1006-S096	P915-C069	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	f75r.31	1	NO	3	chey qoked qokedy	Y | OK+E+D_ADDR | OK+E+DY	POSTEN | SETZEN · KURZ · TEIL | SETZEN · KURZ · SCHLUSS	Auf dem großen Bad- und Stationsblatt den Teilgang schließen.	LICENSED_DY_CLOSE	Die gelernte Schlusskarte beendet den Teilgang.	COMPACT_OWNER_ACTION_REWRITE	PASS1002	P912-E0722|P912-E0723|P912-E0724
P1006-S097	P915-C070	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	f75r.31	1	NO	1	daldy	AL+DY	ZIEL · SCHLUSS	Auf dem großen Bad- und Stationsblatt den Teilgang schließen.	LICENSED_DY_CLOSE	Die gelernte Schlusskarte beendet den Teilgang.	COMPACT_OWNER_ACTION_REWRITE	PASS1002	P912-E0725
P1006-S098	P915-C071	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	f75r.32	1	NO	3	polshy dal shedy	P+OL+SH+Y | AL | SHED+DY	EINSETZEN · FORTSETZEN · HALTEN · POSTEN | ZIEL | ABSETZEN · SCHLUSS	Auf dem großen Bad- und Stationsblatt in die Arbeitsstation geben, halten und behandeln, absetzen lassen und den Teilgang schließen.	LICENSED_DY_CLOSE	Die gelernte Schlusskarte beendet den Teilgang.	COMPACT_OWNER_ACTION_REWRITE	PASS1002	P912-E0726|P912-E0727|P912-E0728
P1006-S099	P915-C072	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	f75r.32	1	NO	3	qokain dar chsdy	OK+AIN | D_ADDR+AR | CH+S+DY	SETZEN · PORTION | TEIL · QUELLE | NEHMEN · AUSWÄHLEN · SCHLUSS	Auf dem großen Bad- und Stationsblatt den bezeichneten Stationsposten wählen, die vorgesehene Füllung einstellen und den Teilgang schließen.	LICENSED_DY_CLOSE	Die gelernte Schlusskarte beendet den Teilgang.	COMPACT_OWNER_ACTION_REWRITE	PASS1002	P912-E0729|P912-E0730|P912-E0731
P1006-S100	P915-C073	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	f75r.32	1	NO	1	shedy	SHED+DY	ABSETZEN · SCHLUSS	Auf dem großen Bad- und Stationsblatt absetzen lassen und den Teilgang schließen.	LICENSED_DY_CLOSE	Die gelernte Schlusskarte beendet den Teilgang.	COMPACT_OWNER_ACTION_REWRITE	PASS1002	P912-E0732
P1006-S101	P915-C074	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	f75r.32	1	NO	2	qotar shedy	OT+AR | SHED+DY	DANACH · QUELLE | ABSETZEN · SCHLUSS	Auf dem großen Bad- und Stationsblatt absetzen lassen und den Teilgang schließen.	LICENSED_DY_CLOSE	Die gelernte Schlusskarte beendet den Teilgang.	COMPACT_OWNER_ACTION_REWRITE	PASS1002	P912-E0733|P912-E0734
P1006-S102	P915-C075	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	f75r.32	1	NO	1	ldy	L+DY	LEITEN · SCHLUSS	Auf dem großen Bad- und Stationsblatt über den sichtbaren Weg zur nächsten Station führen und den Teilgang schließen.	LICENSED_DY_CLOSE	Die gelernte Schlusskarte beendet den Teilgang.	COMPACT_OWNER_ACTION_REWRITE	PASS1002	P912-E0735
P1006-S103	P915-C076	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	f75r.33	1	NO	3	qokeey l shedy	OK+EE+Y | L | SHED+DY	SETZEN · LÄNGER · POSTEN | LEITEN | ABSETZEN · SCHLUSS	Auf dem großen Bad- und Stationsblatt über den sichtbaren Weg zur nächsten Station führen, absetzen lassen und den Teilgang schließen.	LICENSED_DY_CLOSE	Die gelernte Schlusskarte beendet den Teilgang.	COMPACT_OWNER_ACTION_REWRITE	PASS1002	P912-E0736|P912-E0737|P912-E0738
P1006-S104	P915-C077	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	f75r.33	1	NO	5	qo l chedy qokain chcthedy	O | L | CHD+Y | OK+AIN | CH+CTH+E+DY	AUSFÜHREN | LEITEN | UMSETZEN · POSTEN | SETZEN · PORTION | NEHMEN · BEREIT · KURZ · SCHLUSS	Auf dem großen Bad- und Stationsblatt die vorgesehene Füllung einstellen, über den sichtbaren Weg zur nächsten Station führen, bis zur Gebrauchsbereitschaft führen und den Teilgang schließen.	LICENSED_DY_CLOSE	Die gelernte Schlusskarte beendet den Teilgang.	COMPACT_OWNER_ACTION_REWRITE	PASS1002	P912-E0739|P912-E0740|P912-E0741|P912-E0742|P912-E0743
P1006-S105	P915-C078	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	f75r.33	1	NO	1	ltedy	L+T+E+DY	LEITEN · STELLEN · KURZ · SCHLUSS	Auf dem großen Bad- und Stationsblatt über den sichtbaren Weg zur nächsten Station führen und den Teilgang schließen.	LICENSED_DY_CLOSE	Die gelernte Schlusskarte beendet den Teilgang.	COMPACT_OWNER_ACTION_REWRITE	PASS1002	P912-E0744
P1006-S106	P915-C079	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	f75r.33|f75r.34	2	YES	3	darom s olkedy	D_ADDR+AR+O+AM_ADDR | S | SOLK+E+DY	TEIL · QUELLE · AUSFÜHREN · INNEN | AUSWÄHLEN | AUFFANGEN · KURZ · SCHLUSS	Auf dem großen Bad- und Stationsblatt den bezeichneten Stationsposten wählen, im Empfangsbecken auffangen und den Teilgang schließen.	LICENSED_DY_CLOSE	Die gelernte Schlusskarte beendet den Teilgang.	COMPACT_OWNER_ACTION_REWRITE	PASS1002	P912-E0745|P912-E0746|P912-E0747
P1006-S107	P915-C080	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	f75r.34	1	NO	8	okal dar oty okar otar ol kain oltedy	OK+AL | D_ADDR+AR | OT+Y | OK+AR | OT+AR | OL | K+AIN | OL+T+E+DY	SETZEN · ZIEL | TEIL · QUELLE | DANACH · POSTEN | SETZEN · QUELLE | DANACH · QUELLE | FORTSETZEN | GEBEN · PORTION | FORTSETZEN · STELLEN · KURZ · SCHLUSS	Auf dem großen Bad- und Stationsblatt die vorgesehene Füllung einstellen und den Teilgang schließen.	LICENSED_DY_CLOSE	Die gelernte Schlusskarte beendet den Teilgang.	COMPACT_OWNER_ACTION_REWRITE	PASS1002	P912-E0748|P912-E0749|P912-E0750|P912-E0751|P912-E0752|P912-E0753|P912-E0754|P912-E0755
P1006-S108	P915-C081	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	f75r.35	1	NO	6	qokain sheety qokain dar dar shedy	OK+AIN | SH+EE+T+Y | OK+AIN | D_ADDR+AR | D_ADDR+AR | SHED+DY	SETZEN · PORTION | HALTEN · LÄNGER · STELLEN · POSTEN | SETZEN · PORTION | TEIL · QUELLE | TEIL · QUELLE | ABSETZEN · SCHLUSS	Auf dem großen Bad- und Stationsblatt die vorgesehene Füllung einstellen, länger halten und behandeln, absetzen lassen und den Teilgang schließen.	LICENSED_DY_CLOSE	Die gelernte Schlusskarte beendet den Teilgang.	COMPACT_OWNER_ACTION_REWRITE	PASS1002	P912-E0756|P912-E0757|P912-E0758|P912-E0759|P912-E0760|P912-E0761
P1006-S109	P915-C082	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	f75r.35	1	NO	2	qokain oldy	OK+AIN | OL+DY	SETZEN · PORTION | FORTSETZEN · SCHLUSS	Auf dem großen Bad- und Stationsblatt die vorgesehene Füllung einstellen und den Teilgang schließen.	LICENSED_DY_CLOSE	Die gelernte Schlusskarte beendet den Teilgang.	COMPACT_OWNER_ACTION_REWRITE	PASS1002	P912-E0762|P912-E0763
P1006-S110	P915-C083	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	f75r.36	1	NO	2	sol keedy	OL | K+EE+DY	FORTSETZEN | GEBEN · LÄNGER · SCHLUSS	Auf dem großen Bad- und Stationsblatt den Teilgang schließen.	LICENSED_DY_CLOSE	Die gelernte Schlusskarte beendet den Teilgang.	COMPACT_OWNER_ACTION_REWRITE	PASS1002	P912-E0764|P912-E0765
P1006-S111	P915-C084	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	f75r.36	1	NO	1	qokeedy	OK+EE+DY	SETZEN · LÄNGER · SCHLUSS	Auf dem großen Bad- und Stationsblatt den Teilgang schließen.	LICENSED_DY_CLOSE	Die gelernte Schlusskarte beendet den Teilgang.	COMPACT_OWNER_ACTION_REWRITE	PASS1002	P912-E0766
P1006-S112	P915-C085	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	f75r.36	1	NO	4	qokey okar otar dardardy	OK+E+Y | OK+AR | OT+AR | D_ADDR+AR+D_ADDR+AR+DY	SETZEN · KURZ · POSTEN | SETZEN · QUELLE | DANACH · QUELLE | TEIL · QUELLE · TEIL · QUELLE · SCHLUSS	Auf dem großen Bad- und Stationsblatt den Teilgang schließen.	LICENSED_DY_CLOSE	Die gelernte Schlusskarte beendet den Teilgang.	COMPACT_OWNER_ACTION_REWRITE	PASS1002	P912-E0767|P912-E0768|P912-E0769|P912-E0770
P1006-S113	P915-C086	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	f75r.37	1	NO	1	qokedy	OK+E+DY	SETZEN · KURZ · SCHLUSS	Auf dem großen Bad- und Stationsblatt den Teilgang schließen.	LICENSED_DY_CLOSE	Die gelernte Schlusskarte beendet den Teilgang.	COMPACT_OWNER_ACTION_REWRITE	PASS1002	P912-E0771
P1006-S114	P915-C087	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	f75r.37	1	NO	3	dy sheety qokedy	Y | SH+EE+T+Y | OK+E+DY	POSTEN | HALTEN · LÄNGER · STELLEN · POSTEN | SETZEN · KURZ · SCHLUSS	Auf dem großen Bad- und Stationsblatt länger halten und behandeln und den Teilgang schließen.	LICENSED_DY_CLOSE	Die gelernte Schlusskarte beendet den Teilgang.	COMPACT_OWNER_ACTION_REWRITE	PASS1002	P912-E0772|P912-E0773|P912-E0774
P1006-S115	P915-C088	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	f75r.37	1	NO	1	qokeedy	OK+EE+DY	SETZEN · LÄNGER · SCHLUSS	Auf dem großen Bad- und Stationsblatt den Teilgang schließen.	LICENSED_DY_CLOSE	Die gelernte Schlusskarte beendet den Teilgang.	COMPACT_OWNER_ACTION_REWRITE	PASS1002	P912-E0775
P1006-S116	P915-C089	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	f75r.37	1	NO	1	qokechdy	OK+E+CHD+DY	SETZEN · KURZ · UMSETZEN · SCHLUSS	Auf dem großen Bad- und Stationsblatt über den sichtbaren Weg zur nächsten Station führen und den Teilgang schließen.	LICENSED_DY_CLOSE	Die gelernte Schlusskarte beendet den Teilgang.	COMPACT_OWNER_ACTION_REWRITE	PASS1002	P912-E0776
P1006-S117	P915-C090	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	f75r.37|f75r.38	2	YES	2	lol qokeedy	L+OL | OK+EE+DY	LEITEN · FORTSETZEN | SETZEN · LÄNGER · SCHLUSS	Auf dem großen Bad- und Stationsblatt über den sichtbaren Weg zur nächsten Station führen und den Teilgang schließen.	LICENSED_DY_CLOSE	Die gelernte Schlusskarte beendet den Teilgang.	COMPACT_OWNER_ACTION_REWRITE	PASS1002	P912-E0777|P912-E0778
P1006-S118	P915-C091	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	f75r.38	1	NO	1	qokeedy	OK+EE+DY	SETZEN · LÄNGER · SCHLUSS	Auf dem großen Bad- und Stationsblatt den Teilgang schließen.	LICENSED_DY_CLOSE	Die gelernte Schlusskarte beendet den Teilgang.	COMPACT_OWNER_ACTION_REWRITE	PASS1002	P912-E0779
P1006-S119	P915-C092	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	f75r.38	1	NO	1	qokedy	OK+E+DY	SETZEN · KURZ · SCHLUSS	Auf dem großen Bad- und Stationsblatt den Teilgang schließen.	LICENSED_DY_CLOSE	Die gelernte Schlusskarte beendet den Teilgang.	COMPACT_OWNER_ACTION_REWRITE	PASS1002	P912-E0780
P1006-S120	P915-C093	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	f75r.38	1	NO	1	qokedy	OK+E+DY	SETZEN · KURZ · SCHLUSS	Auf dem großen Bad- und Stationsblatt den Teilgang schließen.	LICENSED_DY_CLOSE	Die gelernte Schlusskarte beendet den Teilgang.	COMPACT_OWNER_ACTION_REWRITE	PASS1002	P912-E0781
P1006-S121	P915-C094	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	f75r.38	1	NO	1	qokeedy	OK+EE+DY	SETZEN · LÄNGER · SCHLUSS	Auf dem großen Bad- und Stationsblatt den Teilgang schließen.	LICENSED_DY_CLOSE	Die gelernte Schlusskarte beendet den Teilgang.	COMPACT_OWNER_ACTION_REWRITE	PASS1002	P912-E0782
P1006-S122	P915-C095	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	f75r.38	1	NO	1	ldy	L+DY	LEITEN · SCHLUSS	Auf dem großen Bad- und Stationsblatt über den sichtbaren Weg zur nächsten Station führen und den Teilgang schließen.	LICENSED_DY_CLOSE	Die gelernte Schlusskarte beendet den Teilgang.	COMPACT_OWNER_ACTION_REWRITE	PASS1002	P912-E0783
