book_event_ordinal	event_id	physical_page	register	locus	kind	surface	component_recipe	portable_default_de	local_contextual_expansion_de	event_role	statement_id	source_release
136	P912-E0136	f11r	HERBAL	f11r.6	CURRENT_BASE	odl	O+D_ADDR+L	AUSFÜHREN · TEIL · LEITEN	AUSFÜHREN · TEIL · LEITEN	RUNNING_STATEMENT	P1006-S004	PASS1002
137	P912-E0137	f11r	HERBAL	f11r.6	CURRENT_BASE	d	D_ADDR	TEIL	TEIL	RUNNING_STATEMENT	P1006-S004	PASS1002
138	P912-E0138	f11r	HERBAL	f11r.6	CURRENT_BASE	s	S	AUSWÄHLEN	AUSWÄHLEN	RUNNING_STATEMENT	P1006-S004	PASS1002
139	P912-E0139	f11r	HERBAL	f11r.6	CURRENT_BASE	y	Y	POSTEN	POSTEN	RUNNING_STATEMENT	P1006-S004	PASS1002
140	P912-E0140	f11r	HERBAL	f11r.6	CURRENT_BASE	otol	OT+OL	DANACH · FORTSETZEN	DANACH · FORTSETZEN	RUNNING_STATEMENT	P1006-S004	PASS1002
141	P912-E0141	f11r	HERBAL	f11r.6	CURRENT_BASE	chaiin	CH+AIIN	NEHMEN · MASS	ENTNEHMEN · MASS	RUNNING_STATEMENT	P1006-S004	PASS1002
142	P912-E0142	f11r	HERBAL	f11r.6	CURRENT_BASE	ykchor	Y+K+CH+OR	POSTEN · GEBEN · NEHMEN · ANSATZ	POSTEN · ZUGEBEN · ENTNEHMEN · ANSATZ	RUNNING_STATEMENT	P1006-S004	PASS1002
143	P912-E0143	f11r	HERBAL	f11r.6	CURRENT_BASE	dair	D_ADDR+AIR	TEIL · LAUF	TEIL · FLÜSSIGKEITSLAUF	RUNNING_STATEMENT	P1006-S004	PASS1002
144	P912-E0144	f11r	HERBAL	f11r.6	CURRENT_BASE	chody	CH+O+D_ADDR+Y	NEHMEN · AUSFÜHREN · TEIL · POSTEN	ENTNEHMEN · AUSFÜHREN · TEIL · POSTEN	RUNNING_STATEMENT	P1006-S004	PASS1002
145	P912-E0145	f11r	HERBAL	f11r.6	CURRENT_BASE	cthy	CTH+Y	BEREIT · POSTEN	BEREIT · POSTEN	RUNNING_STATEMENT	P1006-S004	PASS1002
146	P912-E0146	f11r	HERBAL	f11r.6	CURRENT_BASE	s	S	AUSWÄHLEN	AUSWÄHLEN	RUNNING_STATEMENT	P1006-S004	PASS1002
147	P912-E0147	f11r	HERBAL	f11r.6	CURRENT_BASE	daiin	AIIN	MASS	MASS	RUNNING_STATEMENT	P1006-S004	PASS1002
148	P912-E0148	f11r	HERBAL	f11r.7	CURRENT_BASE	qotchy	OT+Y	DANACH · POSTEN	DANACH · POSTEN	RUNNING_STATEMENT	P1006-S004	PASS1002
149	P912-E0149	f11r	HERBAL	f11r.7	CURRENT_BASE	okchol	OK+OL	SETZEN · FORTSETZEN	ANSETZEN · FORTSETZEN	RUNNING_STATEMENT	P1006-S004	PASS1002
150	P912-E0150	f11r	HERBAL	f11r.7	CURRENT_BASE	cthy	CTH+Y	BEREIT · POSTEN	BEREIT · POSTEN	RUNNING_STATEMENT	P1006-S004	PASS1002
151	P912-E0151	f11r	HERBAL	f11r.7	CURRENT_BASE	dy	Y	POSTEN	POSTEN	RUNNING_STATEMENT	P1006-S004	PASS1002
152	P912-E0152	f13r	HERBAL	f13r.1	CURRENT_BASE	torshor	T+OR+SH+OR	STELLEN · ANSATZ · HALTEN · ANSATZ	Artikelkopf: die große sichtbare Speicherwurzel/Krone aktivieren.	RUNNING_STATEMENT	P1006-S005	PASS1002
153	P912-E0153	f13r	HERBAL	f13r.1	CURRENT_BASE	opchy	O+P+Y	AUSFÜHREN · EINSETZEN · POSTEN	AUSFÜHREN · EINSETZEN · POSTEN	RUNNING_STATEMENT	P1006-S005	PASS1002
154	P912-E0154	f13r	HERBAL	f13r.1	CURRENT_BASE	shol	SH+OL	HALTEN · FORTSETZEN	HALTEN · FORTSETZEN	RUNNING_STATEMENT	P1006-S005	PASS1002
155	P912-E0155	f13r	HERBAL	f13r.1	CURRENT_BASE	dy	Y	POSTEN	POSTEN	RUNNING_STATEMENT	P1006-S005	PASS1002
156	P912-E0156	f13r	HERBAL	f13r.1	CURRENT_BASE	qopchy	O+P+Y	AUSFÜHREN · EINSETZEN · POSTEN	AUSFÜHREN · EINSETZEN · POSTEN	RUNNING_STATEMENT	P1006-S005	PASS1002
157	P912-E0157	f13r	HERBAL	f13r.1	CURRENT_BASE	shol	SH+OL	HALTEN · FORTSETZEN	HALTEN · FORTSETZEN	RUNNING_STATEMENT	P1006-S005	PASS1002
158	P912-E0158	f13r	HERBAL	f13r.1	CURRENT_BASE	opchor	O+P+CH+OR	AUSFÜHREN · EINSETZEN · NEHMEN · ANSATZ	AUSFÜHREN · EINSETZEN · ENTNEHMEN · ANSATZ	RUNNING_STATEMENT	P1006-S005	PASS1002
159	P912-E0159	f13r	HERBAL	f13r.1	CURRENT_BASE	dypchy	D_ADDR+Y+P+Y	TEIL · POSTEN · EINSETZEN · POSTEN	TEIL · POSTEN · EINSETZEN · POSTEN	RUNNING_STATEMENT	P1006-S005	PASS1002
160	P912-E0160	f13r	HERBAL	f13r.1	CURRENT_BASE	dchg	D_ADDR+CH+LOCAL_CHAR_G	TEIL · NEHMEN · EINMAL	Einen der kleinen sichtbaren Rundkörper am Wurzelhals abnehmen.	RUNNING_STATEMENT	P1006-S005	PASS1002
161	P912-E0161	f13r	HERBAL	f13r.2	CURRENT_BASE	dchol	D_ADDR+OL	TEIL · FORTSETZEN	TEIL · FORTSETZEN	RUNNING_STATEMENT	P1006-S005	PASS1002
162	P912-E0162	f13r	HERBAL	f13r.2	CURRENT_BASE	chol	OL	FORTSETZEN	FORTSETZEN	RUNNING_STATEMENT	P1006-S005	PASS1002
163	P912-E0163	f13r	HERBAL	f13r.2	CURRENT_BASE	dol	D_ADDR+OL	TEIL · FORTSETZEN	TEIL · FORTSETZEN	RUNNING_STATEMENT	P1006-S005	PASS1002
164	P912-E0164	f13r	HERBAL	f13r.2	CURRENT_BASE	shkchy	SH+K+Y	HALTEN · GEBEN · POSTEN	HALTEN · ZUGEBEN · POSTEN	RUNNING_STATEMENT	P1006-S005	PASS1002
165	P912-E0165	f13r	HERBAL	f13r.2	CURRENT_BASE	ydal	Y+AL	POSTEN · ZIEL	POSTEN · ZIELSTELLE	RUNNING_STATEMENT	P1006-S005	PASS1002
166	P912-E0166	f13r	HERBAL	f13r.2	CURRENT_BASE	shy	Y	POSTEN	POSTEN	RUNNING_STATEMENT	P1006-S005	PASS1002
167	P912-E0167	f13r	HERBAL	f13r.2	CURRENT_BASE	ykchy	Y+K+Y	POSTEN · GEBEN · POSTEN	POSTEN · ZUGEBEN · POSTEN	RUNNING_STATEMENT	P1006-S005	PASS1002
168	P912-E0168	f13r	HERBAL	f13r.2	CURRENT_BASE	qoty	OT+Y	DANACH · POSTEN	DANACH · POSTEN	RUNNING_STATEMENT	P1006-S005	PASS1002
169	P912-E0169	f13r	HERBAL	f13r.2	CURRENT_BASE	daiin	AIIN	MASS	MASS	RUNNING_STATEMENT	P1006-S005	PASS1002
170	P912-E0170	f13r	HERBAL	f13r.2	CURRENT_BASE	s	S	AUSWÄHLEN	AUSWÄHLEN	RUNNING_STATEMENT	P1006-S005	PASS1002
171	P912-E0171	f13r	HERBAL	f13r.2	CURRENT_BASE	y	Y	POSTEN	POSTEN	RUNNING_STATEMENT	P1006-S005	PASS1002
172	P912-E0172	f13r	HERBAL	f13r.3	CURRENT_BASE	s	S	AUSWÄHLEN	AUSWÄHLEN	RUNNING_STATEMENT	P1006-S005	PASS1002
173	P912-E0173	f13r	HERBAL	f13r.3	CURRENT_BASE	y	Y	POSTEN	POSTEN	RUNNING_STATEMENT	P1006-S005	PASS1002
174	P912-E0174	f13r	HERBAL	f13r.3	CURRENT_BASE	dchor	D_ADDR+CH+OR	TEIL · NEHMEN · ANSATZ	TEIL · ENTNEHMEN · ANSATZ	RUNNING_STATEMENT	P1006-S005	PASS1002
175	P912-E0175	f13r	HERBAL	f13r.3	CURRENT_BASE	shaiin	SH+AIIN	HALTEN · MASS	HALTEN · MASS	RUNNING_STATEMENT	P1006-S005	PASS1002
176	P912-E0176	f13r	HERBAL	f13r.3	CURRENT_BASE	oeees	O+EEE+S	AUSFÜHREN · VOLL · AUSWÄHLEN	AUSFÜHREN · VOLL · AUSWÄHLEN	RUNNING_STATEMENT	P1006-S005	PASS1002
177	P912-E0177	f13r	HERBAL	f13r.3	CURRENT_BASE	ykor	Y+K+OR	POSTEN · GEBEN · ANSATZ	POSTEN · ZUGEBEN · ANSATZ	RUNNING_STATEMENT	P1006-S005	PASS1002
178	P912-E0178	f13r	HERBAL	f13r.3	CURRENT_BASE	chor	CH+OR	NEHMEN · ANSATZ	ENTNEHMEN · ANSATZ	RUNNING_STATEMENT	P1006-S005	PASS1002
179	P912-E0179	f13r	HERBAL	f13r.3	CURRENT_BASE	ytshy	Y+T+Y	POSTEN · STELLEN · POSTEN	POSTEN · STELLEN · POSTEN	RUNNING_STATEMENT	P1006-S005	PASS1002
180	P912-E0180	f13r	HERBAL	f13r.3	CURRENT_BASE	ykchy	Y+K+Y	POSTEN · GEBEN · POSTEN	POSTEN · ZUGEBEN · POSTEN	RUNNING_STATEMENT	P1006-S005	PASS1002
181	P912-E0181	f13r	HERBAL	f13r.3	CURRENT_BASE	kchy	K+Y	GEBEN · POSTEN	ZUGEBEN · POSTEN	RUNNING_STATEMENT	P1006-S005	PASS1002
182	P912-E0182	f13r	HERBAL	f13r.3	CURRENT_BASE	dar	D_ADDR+AR	TEIL · QUELLE	TEIL · VORRAT	RUNNING_STATEMENT	P1006-S005	PASS1002
183	P912-E0183	f13r	HERBAL	f13r.4	CURRENT_BASE	qodchy	O+D_ADDR+Y	AUSFÜHREN · TEIL · POSTEN	AUSFÜHREN · TEIL · POSTEN	RUNNING_STATEMENT	P1006-S005	PASS1002
184	P912-E0184	f13r	HERBAL	f13r.4	CURRENT_BASE	ytchy	Y+T+Y	POSTEN · STELLEN · POSTEN	POSTEN · STELLEN · POSTEN	RUNNING_STATEMENT	P1006-S005	PASS1002
185	P912-E0185	f13r	HERBAL	f13r.4	CURRENT_BASE	otchor	OT+CH+OR	DANACH · NEHMEN · ANSATZ	DANACH · ENTNEHMEN · ANSATZ	RUNNING_STATEMENT	P1006-S005	PASS1002
186	P912-E0186	f13r	HERBAL	f13r.5	CURRENT_BASE	shorodo	SH+OR+O+D_ADDR+O	HALTEN · ANSATZ · AUSFÜHREN · TEIL · AUSFÜHREN	HALTEN · ANSATZ · AUSFÜHREN · TEIL · AUSFÜHREN	RUNNING_STATEMENT	P1006-S005	PASS1002
187	P912-E0187	f13r	HERBAL	f13r.5	CURRENT_BASE	shy	Y	POSTEN	POSTEN	RUNNING_STATEMENT	P1006-S005	PASS1002
188	P912-E0188	f13r	HERBAL	f13r.5	CURRENT_BASE	tshy	T+Y	STELLEN · POSTEN	Den Anteil aus dem endständigen Blütenstand wählen.	RUNNING_STATEMENT	P1006-S005	PASS1002
189	P912-E0189	f13r	HERBAL	f13r.5	CURRENT_BASE	kchol	K+OL	GEBEN · FORTSETZEN	ZUGEBEN · FORTSETZEN	RUNNING_STATEMENT	P1006-S005	PASS1002
190	P912-E0190	f13r	HERBAL	f13r.5	CURRENT_BASE	dpchy	D_ADDR+P+Y	TEIL · EINSETZEN · POSTEN	TEIL · EINSETZEN · POSTEN	RUNNING_STATEMENT	P1006-S005	PASS1002
191	P912-E0191	f13r	HERBAL	f13r.5	CURRENT_BASE	qopchy	O+P+Y	AUSFÜHREN · EINSETZEN · POSTEN	AUSFÜHREN · EINSETZEN · POSTEN	RUNNING_STATEMENT	P1006-S005	PASS1002
192	P912-E0192	f13r	HERBAL	f13r.5	CURRENT_BASE	otchol	OT+CH+OL	DANACH · NEHMEN · FORTSETZEN	DANACH · ENTNEHMEN · FORTSETZEN	RUNNING_STATEMENT	P1006-S005	PASS1002
193	P912-E0193	f13r	HERBAL	f13r.5	CURRENT_BASE	cfholdy	CFH+OL+DY	TRENNEN · FORTSETZEN · SCHLUSS	Den ersten Ansatz weiter auspressen und den Teilgang schließen.	RUNNING_STATEMENT	P1006-S005	PASS1002
194	P912-E0194	f13r	HERBAL	f13r.6	CURRENT_BASE	tchor	T+CH+OR	STELLEN · NEHMEN · ANSATZ	STELLEN · ENTNEHMEN · ANSATZ	RUNNING_STATEMENT	P1006-S006	PASS1002
195	P912-E0195	f13r	HERBAL	f13r.6	CURRENT_BASE	dor	D_ADDR+OR	TEIL · ANSATZ	TEIL · ANSATZ	RUNNING_STATEMENT	P1006-S006	PASS1002
196	P912-E0196	f13r	HERBAL	f13r.6	CURRENT_BASE	daiin	AIIN	MASS	MASS	RUNNING_STATEMENT	P1006-S006	PASS1002
197	P912-E0197	f13r	HERBAL	f13r.6	CURRENT_BASE	qotchol	OT+CH+OL	DANACH · NEHMEN · FORTSETZEN	DANACH · ENTNEHMEN · FORTSETZEN	RUNNING_STATEMENT	P1006-S006	PASS1002
198	P912-E0198	f13r	HERBAL	f13r.6	CURRENT_BASE	okchy	OK+Y	SETZEN · POSTEN	ANSETZEN · POSTEN	RUNNING_STATEMENT	P1006-S006	PASS1002
199	P912-E0199	f13r	HERBAL	f13r.6	CURRENT_BASE	okchor	OK+CH+OR	SETZEN · NEHMEN · ANSATZ	ANSETZEN · ENTNEHMEN · ANSATZ	RUNNING_STATEMENT	P1006-S006	PASS1002
200	P912-E0200	f13r	HERBAL	f13r.6	CURRENT_BASE	oiin	O+IIN	AUSFÜHREN · STUFE	AUSFÜHREN · STUFE	RUNNING_STATEMENT	P1006-S006	PASS1002
201	P912-E0201	f13r	HERBAL	f13r.6	CURRENT_BASE	chckhy	CKH+Y	DURCHLASS · POSTEN	DURCHLASS · POSTEN	RUNNING_STATEMENT	P1006-S006	PASS1002
202	P912-E0202	f13r	HERBAL	f13r.6	CURRENT_BASE	d	D_ADDR	TEIL	TEIL	RUNNING_STATEMENT	P1006-S006	PASS1002
203	P912-E0203	f13r	HERBAL	f13r.7	CURRENT_BASE	dchy	D_ADDR+Y	TEIL · POSTEN	TEIL · POSTEN	RUNNING_STATEMENT	P1006-S006	PASS1002
204	P912-E0204	f13r	HERBAL	f13r.7	CURRENT_BASE	qoky	OK+Y	SETZEN · POSTEN	ANSETZEN · POSTEN	RUNNING_STATEMENT	P1006-S006	PASS1002
205	P912-E0205	f13r	HERBAL	f13r.7	CURRENT_BASE	chol	OL	FORTSETZEN	FORTSETZEN	RUNNING_STATEMENT	P1006-S006	PASS1002
206	P912-E0206	f13r	HERBAL	f13r.7	CURRENT_BASE	dy	Y	POSTEN	POSTEN	RUNNING_STATEMENT	P1006-S006	PASS1002
207	P912-E0207	f13r	HERBAL	f13r.7	CURRENT_BASE	qoy	O+Y	AUSFÜHREN · POSTEN	AUSFÜHREN · POSTEN	RUNNING_STATEMENT	P1006-S006	PASS1002
208	P912-E0208	f13r	HERBAL	f13r.7	CURRENT_BASE	d	D_ADDR	TEIL	TEIL	RUNNING_STATEMENT	P1006-S006	PASS1002
209	P912-E0209	f13r	HERBAL	f13r.7	CURRENT_BASE	oldy	OL+DY	FORTSETZEN · SCHLUSS	FORTSETZEN · SCHLUSS	RUNNING_STATEMENT	P1006-S006	PASS1002
210	P912-E0210	f13r	HERBAL	f13r.7	CURRENT_BASE	okchor	OK+CH+OR	SETZEN · NEHMEN · ANSATZ	ANSETZEN · ENTNEHMEN · ANSATZ	RUNNING_STATEMENT	P1006-S007	PASS1002
211	P912-E0211	f13r	HERBAL	f13r.7	CURRENT_BASE	doaiin	D_ADDR+O+AIIN	TEIL · AUSFÜHREN · MASS	TEIL · AUSFÜHREN · MASS	RUNNING_STATEMENT	P1006-S007	PASS1002
212	P912-E0212	f13r	HERBAL	f13r.8	CURRENT_BASE	shochy	HO+Y	TEILSTOFF · POSTEN	Einen Anteil aus der breiten Blattkrone nehmen.	RUNNING_STATEMENT	P1006-S007	PASS1002
213	P912-E0213	f13r	HERBAL	f13r.8	CURRENT_BASE	qokchy	OK+Y	SETZEN · POSTEN	ANSETZEN · POSTEN	RUNNING_STATEMENT	P1006-S007	PASS1002
214	P912-E0214	f13r	HERBAL	f13r.8	CURRENT_BASE	torchy	T+OR+Y	STELLEN · ANSATZ · POSTEN	STELLEN · ANSATZ · POSTEN	RUNNING_STATEMENT	P1006-S007	PASS1002
215	P912-E0215	f13r	HERBAL	f13r.8	CURRENT_BASE	k	K	GEBEN	ZUGEBEN	RUNNING_STATEMENT	P1006-S007	PASS1002
216	P912-E0216	f13r	HERBAL	f13r.8	CURRENT_BASE	s	S	AUSWÄHLEN	AUSWÄHLEN	RUNNING_STATEMENT	P1006-S007	PASS1002
217	P912-E0217	f13r	HERBAL	f13r.8	CURRENT_BASE	okchey	OK+Y	SETZEN · POSTEN	ANSETZEN · POSTEN	RUNNING_STATEMENT	P1006-S007	PASS1002
218	P912-E0218	f13r	HERBAL	f13r.8	CURRENT_BASE	daiin	AIIN	MASS	MASS	RUNNING_STATEMENT	P1006-S007	PASS1002
219	P912-E0219	f13r	HERBAL	f13r.9	CURRENT_BASE	oldy	OL+DY	FORTSETZEN · SCHLUSS	FORTSETZEN · SCHLUSS	RUNNING_STATEMENT	P1006-S007	PASS1002
220	P912-E0220	f13r	HERBAL	f13r.9	CURRENT_BASE	shey	SH+E+Y	HALTEN · KURZ · POSTEN	HALTEN · KURZ · POSTEN	RUNNING_STATEMENT	P1006-S008	PASS1002
221	P912-E0221	f13r	HERBAL	f13r.9	CURRENT_BASE	chol	OL	FORTSETZEN	FORTSETZEN	RUNNING_STATEMENT	P1006-S008	PASS1002
222	P912-E0222	f13r	HERBAL	f13r.9	CURRENT_BASE	doiin	D_ADDR+O+IIN	TEIL · AUSFÜHREN · STUFE	TEIL · AUSFÜHREN · STUFE	RUNNING_STATEMENT	P1006-S008	PASS1002
223	P912-E0223	f13r	HERBAL	f13r.9	CURRENT_BASE	ykoly	Y+K+OL+Y	POSTEN · GEBEN · FORTSETZEN · POSTEN	POSTEN · ZUGEBEN · FORTSETZEN · POSTEN	RUNNING_STATEMENT	P1006-S008	PASS1002
224	P912-E0224	f13r	HERBAL	f13r.9	CURRENT_BASE	okchal	OK+CH+AL	SETZEN · NEHMEN · ZIEL	ANSETZEN · ENTNEHMEN · ZIELSTELLE	RUNNING_STATEMENT	P1006-S008	PASS1002
225	P912-E0225	f13r	HERBAL	f13r.9	CURRENT_BASE	daldy	AL+DY	ZIEL · SCHLUSS	ZIELSTELLE · SCHLUSS	RUNNING_STATEMENT	P1006-S008	PASS1002
226	P912-E0226	f13r	HERBAL	f13r.10	CURRENT_BASE	sotchy	S+OT+Y	AUSWÄHLEN · DANACH · POSTEN	AUSWÄHLEN · DANACH · POSTEN	RUNNING_STATEMENT	P1006-S009	PASS1002
227	P912-E0227	f13r	HERBAL	f13r.10	CURRENT_BASE	kchy	K+Y	GEBEN · POSTEN	ZUGEBEN · POSTEN	RUNNING_STATEMENT	P1006-S009	PASS1002
228	P912-E0228	f13r	HERBAL	f13r.10	CURRENT_BASE	okorory	OK+OR+OR+Y	SETZEN · ANSATZ · ANSATZ · POSTEN	ANSETZEN · ANSATZ · ANSATZ · POSTEN	RUNNING_STATEMENT	P1006-S009	PASS1002
229	P912-E0229	f55v	HERBAL	f55v.1	CURRENT_BASE	kcheedchdy	K+CH+EE+D_ADDR+CHD+Y	GEBEN · NEHMEN · LÄNGER · TEIL · UMSETZEN · POSTEN	ZUGEBEN · ENTNEHMEN · LÄNGER · TEIL · UMSETZEN · POSTEN	RUNNING_STATEMENT	P1006-S018	PASS1002
230	P912-E0230	f55v	HERBAL	f55v.1	CURRENT_BASE	oedain	O+E+D_ADDR+AIN	AUSFÜHREN · KURZ · TEIL · PORTION	AUSFÜHREN · KURZ · TEIL · PORTION	RUNNING_STATEMENT	P1006-S018	PASS1002
231	P912-E0231	f55v	HERBAL	f55v.1	CURRENT_BASE	chckhy	CKH+Y	DURCHLASS · POSTEN	DURCHLASS · POSTEN	RUNNING_STATEMENT	P1006-S018	PASS1002
232	P912-E0232	f55v	HERBAL	f55v.1	CURRENT_BASE	otoldaiin	OT+OL+D_ADDR+AIIN	DANACH · FORTSETZEN · TEIL · MASS	DANACH · FORTSETZEN · TEIL · MASS	RUNNING_STATEMENT	P1006-S018	PASS1002
233	P912-E0233	f55v	HERBAL	f55v.1	CURRENT_BASE	dodyd	D_ADDR+O+DY+D_LABEL	TEIL · AUSFÜHREN · SCHLUSS · RAND	TEIL · AUSFÜHREN · SCHLUSS · RAND	RUNNING_STATEMENT	P1006-S018	PASS1002
234	P912-E0234	f55v	HERBAL	f55v.2	CURRENT_BASE	oeeed	O+EEE+D_ADDR	AUSFÜHREN · VOLL · TEIL	AUSFÜHREN · VOLL · TEIL	RUNNING_STATEMENT	P1006-S018	PASS1002
235	P912-E0235	f55v	HERBAL	f55v.2	CURRENT_BASE	yteey	Y+T+EE+Y	POSTEN · STELLEN · LÄNGER · POSTEN	POSTEN · STELLEN · LÄNGER · POSTEN	RUNNING_STATEMENT	P1006-S018	PASS1002
236	P912-E0236	f55v	HERBAL	f55v.2	CURRENT_BASE	okeedy	OK+EE+DY	SETZEN · LÄNGER · SCHLUSS	ANSETZEN · LÄNGER · SCHLUSS	RUNNING_STATEMENT	P1006-S018	PASS1002
237	P912-E0237	f55v	HERBAL	f55v.2	CURRENT_BASE	qoaiin	CARRIER_Q+O+AIIN	BEGINN · AUSFÜHREN · MASS	BEGINNEN · AUSFÜHREN · MASS	RUNNING_STATEMENT	P1006-S019	PASS1002
238	P912-E0238	f55v	HERBAL	f55v.2	CURRENT_BASE	okeody	OK+E+O+D_ADDR+Y	SETZEN · KURZ · AUSFÜHREN · TEIL · POSTEN	ANSETZEN · KURZ · AUSFÜHREN · TEIL · POSTEN	RUNNING_STATEMENT	P1006-S019	PASS1002
239	P912-E0239	f55v	HERBAL	f55v.2	CURRENT_BASE	ykeesan	Y+K+EE+S+AN	POSTEN · GEBEN · LÄNGER · AUSWÄHLEN · ZUSATZ	POSTEN · ZUGEBEN · LÄNGER · AUSWÄHLEN · ZUSATZ	RUNNING_STATEMENT	P1006-S019	PASS1002
240	P912-E0240	f55v	HERBAL	f55v.3	CURRENT_BASE	qokeeey	OK+EEE+Y	SETZEN · VOLL · POSTEN	ANSETZEN · VOLL · POSTEN	RUNNING_STATEMENT	P1006-S019	PASS1002
241	P912-E0241	f55v	HERBAL	f55v.3	CURRENT_BASE	os	OS	DAZU	DAZU	RUNNING_STATEMENT	P1006-S019	PASS1002
242	P912-E0242	f55v	HERBAL	f55v.3	CURRENT_BASE	ain	AIN	PORTION	PORTION	RUNNING_STATEMENT	P1006-S019	PASS1002
243	P912-E0243	f55v	HERBAL	f55v.3	CURRENT_BASE	qool	CARRIER_Q+O+OL	BEGINN · AUSFÜHREN · FORTSETZEN	BEGINNEN · AUSFÜHREN · FORTSETZEN	RUNNING_STATEMENT	P1006-S019	PASS1002
244	P912-E0244	f55v	HERBAL	f55v.3	CURRENT_BASE	al	AL	ZIEL	ZIELSTELLE	RUNNING_STATEMENT	P1006-S019	PASS1002
245	P912-E0245	f55v	HERBAL	f55v.3	CURRENT_BASE	chedy	CHD+Y	UMSETZEN · POSTEN	UMSETZEN · POSTEN	RUNNING_STATEMENT	P1006-S019	PASS1002
246	P912-E0246	f55v	HERBAL	f55v.3	CURRENT_BASE	sar	S+AR	AUSWÄHLEN · QUELLE	AUSWÄHLEN · VORRAT	RUNNING_STATEMENT	P1006-S019	PASS1002
247	P912-E0247	f55v	HERBAL	f55v.3	CURRENT_BASE	aiin	AIIN	MASS	MASS	RUNNING_STATEMENT	P1006-S019	PASS1002
248	P912-E0248	f55v	HERBAL	f55v.3	CURRENT_BASE	ol	OL	FORTSETZEN	FORTSETZEN	RUNNING_STATEMENT	P1006-S019	PASS1002
249	P912-E0249	f55v	HERBAL	f55v.3	CURRENT_BASE	kar	K+AR	GEBEN · QUELLE	ZUGEBEN · VORRAT	RUNNING_STATEMENT	P1006-S019	PASS1002
250	P912-E0250	f55v	HERBAL	f55v.3	CURRENT_BASE	am	AM_ADDR	INNEN	INNEN	RUNNING_STATEMENT	P1006-S019	PASS1002
251	P912-E0251	f55v	HERBAL	f55v.4	CURRENT_BASE	okar	OK+AR	SETZEN · QUELLE	ANSETZEN · VORRAT	RUNNING_STATEMENT	P1006-S019	PASS1002
252	P912-E0252	f55v	HERBAL	f55v.4	CURRENT_BASE	chckhdy	CH+CKH+D_ADDR+Y	NEHMEN · DURCHLASS · TEIL · POSTEN	ENTNEHMEN · DURCHLASS · TEIL · POSTEN	RUNNING_STATEMENT	P1006-S019	PASS1002
253	P912-E0253	f55v	HERBAL	f55v.4	CURRENT_BASE	cheody	CHEO+Y	AUSZUG · POSTEN	AUSZUG · POSTEN	RUNNING_STATEMENT	P1006-S019	PASS1002
254	P912-E0254	f55v	HERBAL	f55v.4	CURRENT_BASE	keeyfar	K+EE+Y+LOCAL_CHAR_F+AR	GEBEN · LÄNGER · POSTEN · NEBENWEG · QUELLE	ZUGEBEN · LÄNGER · POSTEN · NEBENWEG · VORRAT	RUNNING_STATEMENT	P1006-S019	PASS1002
255	P912-E0255	f55v	HERBAL	f55v.4	CURRENT_BASE	al	AL	ZIEL	ZIELSTELLE	RUNNING_STATEMENT	P1006-S019	PASS1002
256	P912-E0256	f55v	HERBAL	f55v.4	CURRENT_BASE	ochedy	O+CHD+Y	AUSFÜHREN · UMSETZEN · POSTEN	AUSFÜHREN · UMSETZEN · POSTEN	RUNNING_STATEMENT	P1006-S019	PASS1002
257	P912-E0257	f55v	HERBAL	f55v.4	CURRENT_BASE	qokain	OK+AIN	SETZEN · PORTION	ANSETZEN · PORTION	RUNNING_STATEMENT	P1006-S019	PASS1002
258	P912-E0258	f55v	HERBAL	f55v.4	CURRENT_BASE	ody	O+DY	AUSFÜHREN · SCHLUSS	kühlen	RUNNING_STATEMENT	P1006-S019	PASS1002
259	P912-E0259	f55v	HERBAL	f55v.5	CURRENT_BASE	qokaiin	OK+AIIN	SETZEN · MASS	ANSETZEN · MASS	RUNNING_STATEMENT	P1006-S020	PASS1002
260	P912-E0260	f55v	HERBAL	f55v.5	CURRENT_BASE	chaiin	CH+AIIN	NEHMEN · MASS	ENTNEHMEN · MASS	RUNNING_STATEMENT	P1006-S020	PASS1002
261	P912-E0261	f55v	HERBAL	f55v.5	CURRENT_BASE	ykain	Y+K+AIN	POSTEN · GEBEN · PORTION	POSTEN · ZUGEBEN · PORTION	RUNNING_STATEMENT	P1006-S020	PASS1002
262	P912-E0262	f55v	HERBAL	f55v.5	CURRENT_BASE	ykan	Y+K+AN	POSTEN · GEBEN · ZUSATZ	POSTEN · ZUGEBEN · ZUSATZ	RUNNING_STATEMENT	P1006-S020	PASS1002
263	P912-E0263	f55v	HERBAL	f55v.5	CURRENT_BASE	ody	O+DY	AUSFÜHREN · SCHLUSS	kühlen	RUNNING_STATEMENT	P1006-S020	PASS1002
264	P912-E0264	f55v	HERBAL	f55v.5	CURRENT_BASE	daiin	AIIN	MASS	MASS	RUNNING_STATEMENT	P1006-S021	PASS1002
265	P912-E0265	f55v	HERBAL	f55v.5	CURRENT_BASE	chedy	CHD+Y	UMSETZEN · POSTEN	UMSETZEN · POSTEN	RUNNING_STATEMENT	P1006-S021	PASS1002
266	P912-E0266	f55v	HERBAL	f55v.5	CURRENT_BASE	talam	T+AL+AM_ADDR	STELLEN · ZIEL · INNEN	verwahren	RUNNING_STATEMENT	P1006-S021	PASS1002
