surface	reading_id	working_meaning_de	current_layer	semantic_scope	semantic_applicability	form_level	occurrence_count	page_count	locus_count	working_model_score_0_100_not_probability	working_model_level	source_gdts	positive_evidence_de	counterevidence_de	historical_confirmation	historical_analogue	relation_word_delta	global_export_scope	bound_span_ids	unconditional_global_export_allowed	v99_context_realizations_de	source_reading_ids	v99_audit_decision	v99_evidence_class	v99_open_semantic_slots	v99_component_global_export_allowed	v99_exact_whole_surface_default_allowed	v99_lineage_class	v99_value_kind	v99_structural_tag	v99_action_default_allowed	v99r7_spoken_default_de	gdt734_renderer_decision	gdt734_renderer_blocker_status	gdt734_renderer_positive_evidence_de	gdt734_renderer_counterevidence_de	gdt734_candidate_composition	gdt734_component_reading_ids	gdt734_component_export_allowed	gdt734_exact_whole_default_allowed	gdt734_candidate_decision	gdt734_composition_semantic_credit	gdt734_score_formula
chokolg	chokolg#GLOBAL	ein Gran heißen Trockenabsud	GLOBAL_V48_DEFAULT	KNOWN_EXACT_WHOLE	SEMANTIC_WORKING_READING	F3_EXACT_ZL3B_WHOLE	1	1	1	4	W0_PLACEHOLDER_OR_SEMANTICALLY_EMPTY	GDT664:EXACT_WHOLE	V48-Quelle GDT664:EXACT_WHOLE mit Staerke LOW_EXPLORATORY und Scope KNOWN_EXACT_WHOLE; 1 exakte ZL3b-Vorkommen auf 1 Seiten und 1 Zeilen	keine unabhaengige Klartextzuordnung; Bedeutung bleibt Arbeitstheorie; Quelle ist ausdruecklich LOW/EXPLORATORY; kein seitenuebergreifender Bedeutungsbeleg	H0_NONE	NONE	0_GDT696_TO_GDT709	GLOBAL_V48_EXACT_WHOLE_DEFAULT	NONE	1	ein Gran heißen Trockenabsud	chokolg#GLOBAL	OUTSIDE_ACTIVE_V98_TRANCHE	INHERITED_GLOBAL_V48	NOT_EVALUATED_GDT725	NOT_EVALUATED_GDT725	NOT_EVALUATED_GDT725	INHERITED_GLOBAL_V48	INHERITED_GLOBAL_V48	NOT_EVALUATED_GDT725	NOT_EVALUATED_GDT725	ein Gran heißen Trockenabsud	INHERITED_UNCHANGED	NONE	INHERITED_GDT730_EVIDENCE	INHERITED_GDT730_COUNTEREVIDENCE	NONE	NONE	0	NOT_EVALUATED_GDT725	NONE	0	INHERITED_SCORE_UNCHANGED
chokor	chokor#GLOBAL	eine Portion erhitzten Trockenansatzes	GLOBAL_V48_DEFAULT	KNOWN_EXACT_WHOLE	SEMANTIC_WORKING_READING	F3_EXACT_ZL3B_WHOLE	5	4	5	68	W3_SOLID_WORKING_THEORY	GDT666:EXACT_WHOLE	V48-Quelle GDT666:EXACT_WHOLE mit Staerke STRONG_PRACTICAL_OR_COMPOSITIONAL und Scope KNOWN_EXACT_WHOLE; 5 exakte ZL3b-Vorkommen auf 4 Seiten und 5 Zeilen	keine unabhaengige Klartextzuordnung; Bedeutung bleibt Arbeitstheorie	H0_NONE	NONE	0_GDT696_TO_GDT709	GLOBAL_V48_EXACT_WHOLE_DEFAULT	NONE	1	eine Portion erhitzten Trockenansatzes	chokor#GLOBAL	OUTSIDE_ACTIVE_V98_TRANCHE	INHERITED_GLOBAL_V48	NOT_EVALUATED_GDT725	NOT_EVALUATED_GDT725	NOT_EVALUATED_GDT725	INHERITED_GLOBAL_V48	INHERITED_GLOBAL_V48	NOT_EVALUATED_GDT725	NOT_EVALUATED_GDT725	eine Portion erhitzten Trockenansatzes	INHERITED_UNCHANGED	NONE	INHERITED_GDT730_EVIDENCE	INHERITED_GDT730_COUNTEREVIDENCE	NONE	NONE	0	NOT_EVALUATED_GDT725	NONE	0	INHERITED_SCORE_UNCHANGED
choky	choky#GLOBAL	heiß-trockene Zubereitung, Grundform	GLOBAL_V48_DEFAULT	KNOWN_EXACT_WHOLE	SEMANTIC_WORKING_READING	F3_EXACT_ZL3B_WHOLE	32	28	31	66	W3_SOLID_WORKING_THEORY	GDT643:ROUND_03	V48-Quelle GDT643:ROUND_03 mit Staerke EXACT_ZL3B_WHOLE_EXPOSED_HOLE und Scope KNOWN_EXACT_WHOLE; 32 exakte ZL3b-Vorkommen auf 28 Seiten und 31 Zeilen	keine unabhaengige Klartextzuordnung; Bedeutung bleibt Arbeitstheorie	H0_NONE	NONE	0_GDT696_TO_GDT709	GLOBAL_V48_EXACT_WHOLE_DEFAULT	NONE	1	heiß-trockene Zubereitung, Grundform	choky#GLOBAL	OUTSIDE_ACTIVE_V98_TRANCHE	INHERITED_GLOBAL_V48	NOT_EVALUATED_GDT725	NOT_EVALUATED_GDT725	NOT_EVALUATED_GDT725	INHERITED_GLOBAL_V48	INHERITED_GLOBAL_V48	NOT_EVALUATED_GDT725	NOT_EVALUATED_GDT725	heiß-trockene Zubereitung, Grundform	INHERITED_UNCHANGED	NONE	INHERITED_GDT730_EVIDENCE	INHERITED_GDT730_COUNTEREVIDENCE	NONE	NONE	0	NOT_EVALUATED_GDT725	NONE	0	INHERITED_SCORE_UNCHANGED
chol	chol#1	trocken	ACTIVE_V99_LEXICAL_CORE	ACTIVE_EXACT_WHOLE_READING	SEMANTIC_WORKING_READING	F3_EXACT_ACTIVE_ZL3B_TOKEN	6	5	5	69	W3_SOLID_WORKING_THEORY	GDT685	6 aktive exakte Positionen auf 5 Seiten und 5 Zeilen; letzte semantische Entscheidung GDT685: Zustandszellen-Dispatch und Entfernung generischer Ansatzkoepfe; 0 aktionslizenzierte und 0 identitaetssignalisierte Positionen	historisch unbestaetigt; Score bewertet nur die interne Arbeitstheorie; aelterer V48-Default ist superseded prior, nicht Evidenz der aktuellen Glosse: trocken; nominal trockenes Gut/Material	H0_NONE	NONE	0_GDT696_TO_GDT709	ACTIVE_WORKING_DEFAULT	NONE	1	trocken	chol#1	INHERITED_V97	INHERITED_V97	NOT_EVALUATED_GDT725	NOT_EVALUATED_GDT725	NOT_EVALUATED_GDT725	INHERITED_V97	INHERITED_V97	INHERITED_V97	NOT_EVALUATED_GDT725	trocken	INHERITED_UNCHANGED	NONE	INHERITED_GDT730_EVIDENCE	INHERITED_GDT730_COUNTEREVIDENCE	NONE	NONE	0	NOT_EVALUATED_GDT725	NONE	0	INHERITED_SCORE_UNCHANGED
cholaiin	cholaiin#GLOBAL	trocken, Grad III	GLOBAL_V48_DEFAULT	KNOWN_CONTEXT_LICENSED	SEMANTIC_WORKING_READING	F2_CONTEXT_OR_READER_VARIANT	3	3	3	38	W1_WEAK_WORKING	V13:DIRECT_QUALITY_VALUE	V48-Quelle V13:DIRECT_QUALITY_VALUE mit Staerke NEW_CONCRETE_READING und Scope KNOWN_CONTEXT_LICENSED; 3 exakte ZL3b-Vorkommen auf 3 Seiten und 3 Zeilen	keine unabhaengige Klartextzuordnung; Bedeutung bleibt Arbeitstheorie; Form-/Bedeutungsscope KNOWN_CONTEXT_LICENSED ist nicht global exakt	H0_NONE	NONE	0_GDT696_TO_GDT709	GLOBAL_V48_KNOWN_CONTEXT_LICENSED_NO_UNCONDITIONAL_EXPORT	NONE	0	trocken, Grad III	cholaiin#GLOBAL	OUTSIDE_ACTIVE_V98_TRANCHE	INHERITED_GLOBAL_V48	NOT_EVALUATED_GDT725	NOT_EVALUATED_GDT725	NOT_EVALUATED_GDT725	INHERITED_GLOBAL_V48	INHERITED_GLOBAL_V48	NOT_EVALUATED_GDT725	NOT_EVALUATED_GDT725	trocken, Grad III	INHERITED_UNCHANGED	NONE	INHERITED_GDT730_EVIDENCE	INHERITED_GDT730_COUNTEREVIDENCE	NONE	NONE	0	NOT_EVALUATED_GDT725	NONE	0	INHERITED_SCORE_UNCHANGED
cholches	cholches#1	nachgetrocknet, Mittelstufe	ACTIVE_V99_LEXICAL_CORE	ACTIVE_EXACT_WHOLE_READING	SEMANTIC_WORKING_READING	F3_EXACT_ACTIVE_ZL3B_TOKEN	1	1	1	39	W1_WEAK_WORKING	GDT678|GDT712	GDT712 trennt erneut Wortkern und lokale Realisierung: Die exakte Ganzform traegt zweimal sichtbare Trockenstruktur sowie MATERIAL_ROLE, STATE_DRY und VALUE_GRADE; nur der Drogenkopf wird entfernt. || 1 aktive exakte Positionen auf 1 Seiten und 1 Zeilen; letzte semantische Entscheidung GDT684: V57-Positionsaudit des geerbten Wortwerts; 0 aktionslizenzierte und 0 identitaetssignalisierte Positionen	GDT712 Gegenbeleg: Singleton; nach- bleibt eine Ganzwortlesung, keine frei exportierte Reihenfolge von CHOL und CHES. || Historisch unbestaetigte Arbeitstheorie; keine Klartextidentifikation.	H0_NONE	NONE	0_GDT696_TO_GDT709	ACTIVE_WORKING_DEFAULT	NONE	1	nachgetrocknetes Material, Mittelstufe	cholches#1	INHERITED_V97	INHERITED_V97	NOT_EVALUATED_GDT725	NOT_EVALUATED_GDT725	NOT_EVALUATED_GDT725	INHERITED_V97	INHERITED_V97	INHERITED_V97	NOT_EVALUATED_GDT725	nachgetrocknet, Mittelstufe	INHERITED_UNCHANGED	NONE	INHERITED_GDT730_EVIDENCE	INHERITED_GDT730_COUNTEREVIDENCE	NONE	NONE	0	NOT_EVALUATED_GDT725	NONE	0	INHERITED_SCORE_UNCHANGED
cholchey	cholchey#GLOBAL	nachgetrocknete Droge, Mittelstufe	GLOBAL_V48_DEFAULT	KNOWN_EXACT_WHOLE	SEMANTIC_WORKING_READING	F3_EXACT_ZL3B_WHOLE	2	2	2	48	W2_PROVISIONAL_WORKING	GDT663:EXACT_WHOLE	V48-Quelle GDT663:EXACT_WHOLE mit Staerke MEDIUM_EXACT_WHOLE und Scope KNOWN_EXACT_WHOLE; 2 exakte ZL3b-Vorkommen auf 2 Seiten und 2 Zeilen	keine unabhaengige Klartextzuordnung; Bedeutung bleibt Arbeitstheorie	H0_NONE	NONE	0_GDT696_TO_GDT709	GLOBAL_V48_EXACT_WHOLE_DEFAULT	NONE	1	nachgetrocknete Droge, Mittelstufe	cholchey#GLOBAL	OUTSIDE_ACTIVE_V98_TRANCHE	INHERITED_GLOBAL_V48	NOT_EVALUATED_GDT725	NOT_EVALUATED_GDT725	NOT_EVALUATED_GDT725	INHERITED_GLOBAL_V48	INHERITED_GLOBAL_V48	NOT_EVALUATED_GDT725	NOT_EVALUATED_GDT725	nachgetrocknete Droge, Mittelstufe	INHERITED_UNCHANGED	NONE	INHERITED_GDT730_EVIDENCE	INHERITED_GDT730_COUNTEREVIDENCE	NONE	NONE	0	NOT_EVALUATED_GDT725	NONE	0	INHERITED_SCORE_UNCHANGED
cholchom	cholchom#GLOBAL	eine Handvoll nachgetrockneten Drogenstoffs	GLOBAL_V48_DEFAULT	KNOWN_EXACT_WHOLE	SEMANTIC_WORKING_READING	F3_EXACT_ZL3B_WHOLE	1	1	1	4	W0_PLACEHOLDER_OR_SEMANTICALLY_EMPTY	GDT667:EXACT_WHOLE	V48-Quelle GDT667:EXACT_WHOLE mit Staerke LOW_EXPLORATORY und Scope KNOWN_EXACT_WHOLE; 1 exakte ZL3b-Vorkommen auf 1 Seiten und 1 Zeilen	keine unabhaengige Klartextzuordnung; Bedeutung bleibt Arbeitstheorie; Quelle ist ausdruecklich LOW/EXPLORATORY; kein seitenuebergreifender Bedeutungsbeleg	H0_NONE	NONE	0_GDT696_TO_GDT709	GLOBAL_V48_EXACT_WHOLE_DEFAULT	NONE	1	eine Handvoll nachgetrockneten Drogenstoffs	cholchom#GLOBAL	OUTSIDE_ACTIVE_V98_TRANCHE	INHERITED_GLOBAL_V48	NOT_EVALUATED_GDT725	NOT_EVALUATED_GDT725	NOT_EVALUATED_GDT725	INHERITED_GLOBAL_V48	INHERITED_GLOBAL_V48	NOT_EVALUATED_GDT725	NOT_EVALUATED_GDT725	eine Handvoll nachgetrockneten Drogenstoffs	INHERITED_UNCHANGED	NONE	INHERITED_GDT730_EVIDENCE	INHERITED_GDT730_COUNTEREVIDENCE	NONE	NONE	0	NOT_EVALUATED_GDT725	NONE	0	INHERITED_SCORE_UNCHANGED
chold	chold#GLOBAL	getrockneten Drogenstoff abschließen	GLOBAL_V48_DEFAULT	KNOWN_EXACT_WHOLE	SEMANTIC_WORKING_READING	F3_EXACT_ZL3B_WHOLE	1	1	1	4	W0_PLACEHOLDER_OR_SEMANTICALLY_EMPTY	GDT668:EXACT_WHOLE	V48-Quelle GDT668:EXACT_WHOLE mit Staerke LOW_EXPLORATORY und Scope KNOWN_EXACT_WHOLE; 1 exakte ZL3b-Vorkommen auf 1 Seiten und 1 Zeilen	keine unabhaengige Klartextzuordnung; Bedeutung bleibt Arbeitstheorie; Quelle ist ausdruecklich LOW/EXPLORATORY; kein seitenuebergreifender Bedeutungsbeleg	H0_NONE	NONE	0_GDT696_TO_GDT709	GLOBAL_V48_EXACT_WHOLE_DEFAULT	NONE	1	getrockneten Drogenstoff abschließen	chold#GLOBAL	OUTSIDE_ACTIVE_V98_TRANCHE	INHERITED_GLOBAL_V48	NOT_EVALUATED_GDT725	NOT_EVALUATED_GDT725	NOT_EVALUATED_GDT725	INHERITED_GLOBAL_V48	INHERITED_GLOBAL_V48	NOT_EVALUATED_GDT725	NOT_EVALUATED_GDT725	getrockneten Drogenstoff abschließen	INHERITED_UNCHANGED	NONE	INHERITED_GDT730_EVIDENCE	INHERITED_GDT730_COUNTEREVIDENCE	NONE	NONE	0	NOT_EVALUATED_GDT725	NONE	0	INHERITED_SCORE_UNCHANGED
choldaiin	choldaiin#GLOBAL	trocken, Grad III	GLOBAL_V48_DEFAULT	KNOWN_CONTEXT_LICENSED	SEMANTIC_WORKING_READING	F2_CONTEXT_OR_READER_VARIANT	3	3	3	38	W1_WEAK_WORKING	V13:FUSED_FREE_VALUE	V48-Quelle V13:FUSED_FREE_VALUE mit Staerke NEW_CONCRETE_READING und Scope KNOWN_CONTEXT_LICENSED; 3 exakte ZL3b-Vorkommen auf 3 Seiten und 3 Zeilen	keine unabhaengige Klartextzuordnung; Bedeutung bleibt Arbeitstheorie; Form-/Bedeutungsscope KNOWN_CONTEXT_LICENSED ist nicht global exakt	H0_NONE	NONE	0_GDT696_TO_GDT709	GLOBAL_V48_KNOWN_CONTEXT_LICENSED_NO_UNCONDITIONAL_EXPORT	NONE	0	trocken, Grad III	choldaiin#GLOBAL	OUTSIDE_ACTIVE_V98_TRANCHE	INHERITED_GLOBAL_V48	NOT_EVALUATED_GDT725	NOT_EVALUATED_GDT725	NOT_EVALUATED_GDT725	INHERITED_GLOBAL_V48	INHERITED_GLOBAL_V48	NOT_EVALUATED_GDT725	NOT_EVALUATED_GDT725	trocken, Grad III	INHERITED_UNCHANGED	NONE	INHERITED_GDT730_EVIDENCE	INHERITED_GDT730_COUNTEREVIDENCE	NONE	NONE	0	NOT_EVALUATED_GDT725	NONE	0	INHERITED_SCORE_UNCHANGED
choldar	choldar#GLOBAL	die erste Fraktion getrockneten Drogenstoffs abmessen	GLOBAL_V48_DEFAULT	KNOWN_EXACT_WHOLE	SEMANTIC_WORKING_READING	F3_EXACT_ZL3B_WHOLE	1	1	1	4	W0_PLACEHOLDER_OR_SEMANTICALLY_EMPTY	GDT666:EXACT_WHOLE	V48-Quelle GDT666:EXACT_WHOLE mit Staerke LOW_EXPLORATORY und Scope KNOWN_EXACT_WHOLE; 1 exakte ZL3b-Vorkommen auf 1 Seiten und 1 Zeilen	keine unabhaengige Klartextzuordnung; Bedeutung bleibt Arbeitstheorie; Quelle ist ausdruecklich LOW/EXPLORATORY; kein seitenuebergreifender Bedeutungsbeleg	H0_NONE	NONE	0_GDT696_TO_GDT709	GLOBAL_V48_EXACT_WHOLE_DEFAULT	NONE	1	die erste Fraktion getrockneten Drogenstoffs abmessen	choldar#GLOBAL	OUTSIDE_ACTIVE_V98_TRANCHE	INHERITED_GLOBAL_V48	NOT_EVALUATED_GDT725	NOT_EVALUATED_GDT725	NOT_EVALUATED_GDT725	INHERITED_GLOBAL_V48	INHERITED_GLOBAL_V48	NOT_EVALUATED_GDT725	NOT_EVALUATED_GDT725	die erste Fraktion getrockneten Drogenstoffs abmessen	INHERITED_UNCHANGED	NONE	INHERITED_GDT730_EVIDENCE	INHERITED_GDT730_COUNTEREVIDENCE	NONE	NONE	0	NOT_EVALUATED_GDT725	NONE	0	INHERITED_SCORE_UNCHANGED
choldy	choldy#GLOBAL	fertig getrocknete Droge	GLOBAL_V48_DEFAULT	KNOWN_EXACT_WHOLE	SEMANTIC_WORKING_READING	F3_EXACT_ZL3B_WHOLE	8	8	8	71	W3_SOLID_WORKING_THEORY	GDT662:EXACT_WHOLE	V48-Quelle GDT662:EXACT_WHOLE mit Staerke STRONG_PRACTICAL_OR_COMPOSITIONAL und Scope KNOWN_EXACT_WHOLE; 8 exakte ZL3b-Vorkommen auf 8 Seiten und 8 Zeilen	keine unabhaengige Klartextzuordnung; Bedeutung bleibt Arbeitstheorie	H0_NONE	NONE	0_GDT696_TO_GDT709	GLOBAL_V48_EXACT_WHOLE_DEFAULT	NONE	1	fertig getrocknete Droge	choldy#GLOBAL	OUTSIDE_ACTIVE_V98_TRANCHE	INHERITED_GLOBAL_V48	NOT_EVALUATED_GDT725	NOT_EVALUATED_GDT725	NOT_EVALUATED_GDT725	INHERITED_GLOBAL_V48	INHERITED_GLOBAL_V48	NOT_EVALUATED_GDT725	NOT_EVALUATED_GDT725	fertig getrocknete Droge	INHERITED_UNCHANGED	NONE	INHERITED_GDT730_EVIDENCE	INHERITED_GDT730_COUNTEREVIDENCE	NONE	NONE	0	NOT_EVALUATED_GDT725	NONE	0	INHERITED_SCORE_UNCHANGED
cholkaiin	cholkaiin#GLOBAL	Trockengut, heiß im dritten Grad	GLOBAL_V48_DEFAULT	KNOWN_EXACT_WHOLE	SEMANTIC_WORKING_READING	F3_EXACT_ZL3B_WHOLE	5	5	5	66	W3_SOLID_WORKING_THEORY	GDT648:STRICT_WHOLE_COMPLETION	V48-Quelle GDT648:STRICT_WHOLE_COMPLETION mit Staerke EXACT_WHOLE_COMPOSITIONAL_COMPLETION und Scope KNOWN_EXACT_WHOLE; 5 exakte ZL3b-Vorkommen auf 5 Seiten und 5 Zeilen	keine unabhaengige Klartextzuordnung; Bedeutung bleibt Arbeitstheorie	H0_NONE	NONE	0_GDT696_TO_GDT709	GLOBAL_V48_EXACT_WHOLE_DEFAULT	NONE	1	Trockengut, heiß im dritten Grad	cholkaiin#GLOBAL	OUTSIDE_ACTIVE_V98_TRANCHE	INHERITED_GLOBAL_V48	NOT_EVALUATED_GDT725	NOT_EVALUATED_GDT725	NOT_EVALUATED_GDT725	INHERITED_GLOBAL_V48	INHERITED_GLOBAL_V48	NOT_EVALUATED_GDT725	NOT_EVALUATED_GDT725	Trockengut, heiß im dritten Grad	INHERITED_UNCHANGED	NONE	INHERITED_GDT730_EVIDENCE	INHERITED_GDT730_COUNTEREVIDENCE	NONE	NONE	0	NOT_EVALUATED_GDT725	NONE	0	INHERITED_SCORE_UNCHANGED
cholkain	cholkain#1	trocken-heiß; Wert II	ACTIVE_V99_LEXICAL_CORE	ACTIVE_EXACT_WHOLE_READING	SEMANTIC_WORKING_READING	F3_EXACT_ACTIVE_ZL3B_TOKEN	1	1	1	39	W1_WEAK_WORKING	GDT679|GDT714	GDT714 trennt erneut Wortkern und lokale Realisierung: GDT679 verbindet die exakte CHOL-K-AIN-Form und ihre Schwester mit Trockenmerkmal, Hitze und Wert II; der neue Kern macht diese drei Felder sichtbar, ohne einen Stoffkopf einzusetzen. || 1 aktive exakte Positionen auf 1 Seiten und 1 Zeilen; letzte semantische Entscheidung GDT684: V57-Positionsaudit des geerbten Wortwerts; 0 aktionslizenzierte und 0 identitaetssignalisierte Positionen	GDT714 Gegenbeleg: Nur eine aktive Zielstelle; CHOL benennt keinen konkreten Stoff und Hitze kann Zustand statt Handlung sein. || Historisch unbestaetigte Arbeitstheorie; keine Klartextidentifikation.	H0_NONE	NONE	0_GDT696_TO_GDT709	ACTIVE_WORKING_DEFAULT	NONE	1	trocken-heiß, Stufe II	cholkain#1	INHERITED_V97	INHERITED_V97	NOT_EVALUATED_GDT725	NOT_EVALUATED_GDT725	NOT_EVALUATED_GDT725	INHERITED_V97	INHERITED_V97	INHERITED_V97	NOT_EVALUATED_GDT725	trocken-heiß; Wert II	INHERITED_UNCHANGED	NONE	INHERITED_GDT730_EVIDENCE	INHERITED_GDT730_COUNTEREVIDENCE	NONE	NONE	0	NOT_EVALUATED_GDT725	NONE	0	INHERITED_SCORE_UNCHANGED
cholkar	cholkar#GLOBAL	Trockengut: heiße Fraktion I	GLOBAL_V48_DEFAULT	KNOWN_EXACT_WHOLE	SEMANTIC_WORKING_READING	F3_EXACT_ZL3B_WHOLE	3	3	3	56	W2_PROVISIONAL_WORKING	GDT660:EXACT_WHOLE	V48-Quelle GDT660:EXACT_WHOLE mit Staerke PROVISIONAL_CONCRETE_EXACT_WHOLE und Scope KNOWN_EXACT_WHOLE; 3 exakte ZL3b-Vorkommen auf 3 Seiten und 3 Zeilen	keine unabhaengige Klartextzuordnung; Bedeutung bleibt Arbeitstheorie	H0_NONE	NONE	0_GDT696_TO_GDT709	GLOBAL_V48_EXACT_WHOLE_DEFAULT	NONE	1	Trockengut: heiße Fraktion I	cholkar#GLOBAL	OUTSIDE_ACTIVE_V98_TRANCHE	INHERITED_GLOBAL_V48	NOT_EVALUATED_GDT725	NOT_EVALUATED_GDT725	NOT_EVALUATED_GDT725	INHERITED_GLOBAL_V48	INHERITED_GLOBAL_V48	NOT_EVALUATED_GDT725	NOT_EVALUATED_GDT725	Trockengut: heiße Fraktion I	INHERITED_UNCHANGED	NONE	INHERITED_GDT730_EVIDENCE	INHERITED_GDT730_COUNTEREVIDENCE	NONE	NONE	0	NOT_EVALUATED_GDT725	NONE	0	INHERITED_SCORE_UNCHANGED
cholky	cholky#GLOBAL	getrockneten Drogenstoff leicht erhitzen	GLOBAL_V48_DEFAULT	KNOWN_EXACT_WHOLE	SEMANTIC_WORKING_READING	F3_EXACT_ZL3B_WHOLE	4	4	4	66	W3_SOLID_WORKING_THEORY	GDT666:EXACT_WHOLE	V48-Quelle GDT666:EXACT_WHOLE mit Staerke STRONG_PRACTICAL_OR_COMPOSITIONAL und Scope KNOWN_EXACT_WHOLE; 4 exakte ZL3b-Vorkommen auf 4 Seiten und 4 Zeilen	keine unabhaengige Klartextzuordnung; Bedeutung bleibt Arbeitstheorie	H0_NONE	NONE	0_GDT696_TO_GDT709	GLOBAL_V48_EXACT_WHOLE_DEFAULT	NONE	1	getrockneten Drogenstoff leicht erhitzen	cholky#GLOBAL	OUTSIDE_ACTIVE_V98_TRANCHE	INHERITED_GLOBAL_V48	NOT_EVALUATED_GDT725	NOT_EVALUATED_GDT725	NOT_EVALUATED_GDT725	INHERITED_GLOBAL_V48	INHERITED_GLOBAL_V48	NOT_EVALUATED_GDT725	NOT_EVALUATED_GDT725	getrockneten Drogenstoff leicht erhitzen	INHERITED_UNCHANGED	NONE	INHERITED_GDT730_EVIDENCE	INHERITED_GDT730_COUNTEREVIDENCE	NONE	NONE	0	NOT_EVALUATED_GDT725	NONE	0	INHERITED_SCORE_UNCHANGED
cholo	cholo#GLOBAL	Trockenstoff in Ansatzform	GLOBAL_V48_DEFAULT	KNOWN_EXACT_WHOLE	SEMANTIC_WORKING_READING	F3_EXACT_ZL3B_WHOLE	2	2	2	48	W2_PROVISIONAL_WORKING	GDT665:EXACT_WHOLE	V48-Quelle GDT665:EXACT_WHOLE mit Staerke MEDIUM_EXACT_WHOLE und Scope KNOWN_EXACT_WHOLE; 2 exakte ZL3b-Vorkommen auf 2 Seiten und 2 Zeilen	keine unabhaengige Klartextzuordnung; Bedeutung bleibt Arbeitstheorie	H0_NONE	NONE	0_GDT696_TO_GDT709	GLOBAL_V48_EXACT_WHOLE_DEFAULT	NONE	1	Trockenstoff in Ansatzform	cholo#GLOBAL	OUTSIDE_ACTIVE_V98_TRANCHE	INHERITED_GLOBAL_V48	NOT_EVALUATED_GDT725	NOT_EVALUATED_GDT725	NOT_EVALUATED_GDT725	INHERITED_GLOBAL_V48	INHERITED_GLOBAL_V48	NOT_EVALUATED_GDT725	NOT_EVALUATED_GDT725	Trockenstoff in Ansatzform	INHERITED_UNCHANGED	NONE	INHERITED_GDT730_EVIDENCE	INHERITED_GDT730_COUNTEREVIDENCE	NONE	NONE	0	NOT_EVALUATED_GDT725	NONE	0	INHERITED_SCORE_UNCHANGED
cholody	cholody#GLOBAL	Trockenstoff als Ansatz fertigstellen	GLOBAL_V48_DEFAULT	KNOWN_EXACT_WHOLE	SEMANTIC_WORKING_READING	F3_EXACT_ZL3B_WHOLE	4	4	4	56	W2_PROVISIONAL_WORKING	GDT665:EXACT_WHOLE	V48-Quelle GDT665:EXACT_WHOLE mit Staerke MEDIUM_EXACT_WHOLE und Scope KNOWN_EXACT_WHOLE; 4 exakte ZL3b-Vorkommen auf 4 Seiten und 4 Zeilen	keine unabhaengige Klartextzuordnung; Bedeutung bleibt Arbeitstheorie	H0_NONE	NONE	0_GDT696_TO_GDT709	GLOBAL_V48_EXACT_WHOLE_DEFAULT	NONE	1	Trockenstoff als Ansatz fertigstellen	cholody#GLOBAL	OUTSIDE_ACTIVE_V98_TRANCHE	INHERITED_GLOBAL_V48	NOT_EVALUATED_GDT725	NOT_EVALUATED_GDT725	NOT_EVALUATED_GDT725	INHERITED_GLOBAL_V48	INHERITED_GLOBAL_V48	NOT_EVALUATED_GDT725	NOT_EVALUATED_GDT725	Trockenstoff als Ansatz fertigstellen	INHERITED_UNCHANGED	NONE	INHERITED_GDT730_EVIDENCE	INHERITED_GDT730_COUNTEREVIDENCE	NONE	NONE	0	NOT_EVALUATED_GDT725	NONE	0	INHERITED_SCORE_UNCHANGED
chololy	chololy#GLOBAL	seihe den getrockneten Drogenstoff ab	GLOBAL_V48_DEFAULT	KNOWN_EXACT_WHOLE	SEMANTIC_WORKING_READING	F3_EXACT_ZL3B_WHOLE	1	1	1	4	W0_PLACEHOLDER_OR_SEMANTICALLY_EMPTY	GDT666:EXACT_WHOLE	V48-Quelle GDT666:EXACT_WHOLE mit Staerke LOW_EXPLORATORY und Scope KNOWN_EXACT_WHOLE; 1 exakte ZL3b-Vorkommen auf 1 Seiten und 1 Zeilen	keine unabhaengige Klartextzuordnung; Bedeutung bleibt Arbeitstheorie; Quelle ist ausdruecklich LOW/EXPLORATORY; kein seitenuebergreifender Bedeutungsbeleg	H0_NONE	NONE	0_GDT696_TO_GDT709	GLOBAL_V48_EXACT_WHOLE_DEFAULT	NONE	1	seihe den getrockneten Drogenstoff ab	chololy#GLOBAL	OUTSIDE_ACTIVE_V98_TRANCHE	INHERITED_GLOBAL_V48	NOT_EVALUATED_GDT725	NOT_EVALUATED_GDT725	NOT_EVALUATED_GDT725	INHERITED_GLOBAL_V48	INHERITED_GLOBAL_V48	NOT_EVALUATED_GDT725	NOT_EVALUATED_GDT725	seihe den getrockneten Drogenstoff ab	INHERITED_UNCHANGED	NONE	INHERITED_GDT730_EVIDENCE	INHERITED_GDT730_COUNTEREVIDENCE	NONE	NONE	0	NOT_EVALUATED_GDT725	NONE	0	INHERITED_SCORE_UNCHANGED
