guard_ordinal	primary_governor_key	source_event_or_card_id	statement_or_record_id	physical_page	gdt584_rule_id	written_root_sequence	complete_host_values_written	body_blockers_present	historical_y_lemma_sequence	portable_y_lemma_sequence	historical_route	portable_exact	clean_bath_body_fork	exploratory_bath_default_de	retained_bath_alternative_de	guard	gdt590_y_lemma_sequence	gdt590_body_station_route	gdt590_changed	gdt590_retained_alternative_de	gdt590_guard
256	ACTION:G407-E3139@1:T	G407-E3139	G407-S486	f81v	T_PHYSICAL_GRADE_TEMPER	Y	T|E|Y	NONE	Stationsansatz	Stationsansatz	STATION	YES	NO	NOT_APPLICABLE	NOT_APPLICABLE	FULL_HOST_BLOCKERS_RETAINED__CLEAN_BATH_FORK_VISIBLE	Stationsansatz	GDT589_RETAINED	NO	NOT_APPLICABLE	GDT589_GUARD_RETAINED
257	ACTION:G407-E3149@2:SH	G407-E3149	G407-S488	f81v	SH_BIO_BATHE	Y+Y	L|Y|O|SH|E|Y	L|O	Stationsansatz|Stationsansatz	Stationsansatz|Stationsansatz	STATION	YES	NO	NOT_APPLICABLE	NOT_APPLICABLE	FULL_HOST_BLOCKERS_RETAINED__CLEAN_BATH_FORK_VISIBLE	Stationsansatz|Stationsansatz	GDT589_RETAINED	NO	NOT_APPLICABLE	GDT589_GUARD_RETAINED
258	ACTION:G407-E3152@1:CHD	G407-E3152	G407-S489	f81v	CHD_BIO_TREAT	Y+Y	CHD|Y|Y	NONE	Stationsansatz|Stationsansatz	Stationsansatz|Stationsansatz	STATION	YES	NO	NOT_APPLICABLE	NOT_APPLICABLE	FULL_HOST_BLOCKERS_RETAINED__CLEAN_BATH_FORK_VISIBLE	Stationsansatz|Stationsansatz	GDT589_RETAINED	NO	NOT_APPLICABLE	GDT589_GUARD_RETAINED
259	ACTION:G407-E3154@1:SH	G407-E3154	G407-S489	f81v	SH_BIO_BATHE	Y+Y	SH|Y|Y	NONE	Körper|Körper	Körper|Körper	BODY	YES	NO	NOT_APPLICABLE	NOT_APPLICABLE	FULL_HOST_BLOCKERS_RETAINED__CLEAN_BATH_FORK_VISIBLE	Körper|Körper	CLEAN_BATH_Y_WITH_OPTIONAL_FILL	NO	NOT_APPLICABLE	GDT589_GUARD_RETAINED
260	ACTION:G407-E3158@1:CHD	G407-E3158	G407-S489	f81v	CHD_BIO_TREAT	Y	CHD|Y	NONE	Stationsansatz	Stationsansatz	STATION	YES	NO	NOT_APPLICABLE	NOT_APPLICABLE	FULL_HOST_BLOCKERS_RETAINED__CLEAN_BATH_FORK_VISIBLE	Stationsansatz	GDT589_RETAINED	NO	NOT_APPLICABLE	GDT589_GUARD_RETAINED
261	ACTION:G407-E3166@1:SH	G407-E3166	G407-S490	f81v	SH_BIO_BATHE	Y	SH|E|Y	NONE	Körper	Körper	BODY	YES	NO	NOT_APPLICABLE	NOT_APPLICABLE	FULL_HOST_BLOCKERS_RETAINED__CLEAN_BATH_FORK_VISIBLE	Körper	CLEAN_BATH_Y_WITH_OPTIONAL_FILL	NO	NOT_APPLICABLE	GDT589_GUARD_RETAINED
262	ACTION:G407-E3177@3:SH	G407-E3177	G407-S495	f82r	SH_BIO_BATHE	Y	CARRIER_Q|O|SH|EE|D_ADDR|Y	CARRIER_Q|D_ADDR|O	Stationsansatz	Stationsansatz	STATION	YES	NO	NOT_APPLICABLE	NOT_APPLICABLE	FULL_HOST_BLOCKERS_RETAINED__CLEAN_BATH_FORK_VISIBLE	Stationsansatz	GDT589_RETAINED	NO	NOT_APPLICABLE	GDT589_GUARD_RETAINED
263	ACTION:G407-E3182@1:SH	G407-E3182	G407-S495	f82r	SH_BIO_BATHE	Y+AIIN	SH|EE|Y|AIIN	NONE	Stationsansatz	Stationsansatz	STATION	YES	YES	Körper	Stationsansatz	FULL_HOST_BLOCKERS_RETAINED__CLEAN_BATH_FORK_VISIBLE	Körper	CLEAN_BATH_Y_WITH_OPTIONAL_FILL	YES	Stationsansatz	AIIN_IS_BATH_FILL_COMPANION__NOT_OBJECT_CLASS_BLOCKER
264	ACTION:G407-E3184@1:SH	G407-E3184	G407-S495	f82r	SH_BIO_BATHE	Y	SH|E|Y	NONE	Körper	Körper	BODY	YES	NO	NOT_APPLICABLE	NOT_APPLICABLE	FULL_HOST_BLOCKERS_RETAINED__CLEAN_BATH_FORK_VISIBLE	Körper	CLEAN_BATH_Y_WITH_OPTIONAL_FILL	NO	NOT_APPLICABLE	GDT589_GUARD_RETAINED
265	ACTION:G407-E3185@2:CHD	G407-E3185	G407-S495	f82r	CHD_BIO_TREAT	Y	D_ADDR|CHD|Y	D_ADDR	Stationsansatz	Stationsansatz	STATION	YES	NO	NOT_APPLICABLE	NOT_APPLICABLE	FULL_HOST_BLOCKERS_RETAINED__CLEAN_BATH_FORK_VISIBLE	Stationsansatz	GDT589_RETAINED	NO	NOT_APPLICABLE	GDT589_GUARD_RETAINED
266	ACTION:G407-E3208@3:CHD	G407-E3208	G407-S499	f82r	CHD_BIO_TREAT	Y	CHD|Y	NONE	Stationsansatz	Stationsansatz	STATION	YES	NO	NOT_APPLICABLE	NOT_APPLICABLE	FULL_HOST_BLOCKERS_RETAINED__CLEAN_BATH_FORK_VISIBLE	Stationsansatz	GDT589_RETAINED	NO	NOT_APPLICABLE	GDT589_GUARD_RETAINED
267	ACTION:G407-E3212@1:CHD	G407-E3212	G407-S500	f82r	CHD_BIO_TREAT	Y	CHD|Y	NONE	Stationsansatz	Stationsansatz	STATION	YES	NO	NOT_APPLICABLE	NOT_APPLICABLE	FULL_HOST_BLOCKERS_RETAINED__CLEAN_BATH_FORK_VISIBLE	Stationsansatz	GDT589_RETAINED	NO	NOT_APPLICABLE	GDT589_GUARD_RETAINED
268	ACTION:G407-E3232@1:SH	G407-E3232	G407-S505	f82r	SH_BIO_BATHE	Y	SH|EE|Y	NONE	Körper	Körper	BODY	YES	NO	NOT_APPLICABLE	NOT_APPLICABLE	FULL_HOST_BLOCKERS_RETAINED__CLEAN_BATH_FORK_VISIBLE	Körper	CLEAN_BATH_Y_WITH_OPTIONAL_FILL	NO	NOT_APPLICABLE	GDT589_GUARD_RETAINED
269	ACTION:G407-E3238@1:SH	G407-E3238	G407-S507	f82r	SH_BIO_BATHE	Y	SH|EE|Y	NONE	Körper	Körper	BODY	YES	NO	NOT_APPLICABLE	NOT_APPLICABLE	FULL_HOST_BLOCKERS_RETAINED__CLEAN_BATH_FORK_VISIBLE	Körper	CLEAN_BATH_Y_WITH_OPTIONAL_FILL	NO	NOT_APPLICABLE	GDT589_GUARD_RETAINED
270	ACTION:G407-E3241@1:CHD	G407-E3241	G407-S507	f82r	CHD_BIO_TREAT	Y+OR	CHD|Y|OR	NONE	Stationsansatz	Stationsansatz	STATION	YES	NO	NOT_APPLICABLE	NOT_APPLICABLE	FULL_HOST_BLOCKERS_RETAINED__CLEAN_BATH_FORK_VISIBLE	Stationsansatz	GDT589_RETAINED	NO	NOT_APPLICABLE	GDT589_GUARD_RETAINED
271	ACTION:G407-E3243@8:T	G407-E3243	G407-S507	f82r	T_BIO_STATION_REGULATE	Y	T|Y	NONE	Stationsansatz	Stationsansatz	STATION	YES	NO	NOT_APPLICABLE	NOT_APPLICABLE	FULL_HOST_BLOCKERS_RETAINED__CLEAN_BATH_FORK_VISIBLE	Stationsansatz	GDT589_RETAINED	NO	NOT_APPLICABLE	GDT589_GUARD_RETAINED
272	ACTION:G407-E3249@3:CHD	G407-E3249	G407-S508	f82r	CHD_BIO_TREAT	Y	CHD|Y	NONE	Stationsansatz	Stationsansatz	STATION	YES	NO	NOT_APPLICABLE	NOT_APPLICABLE	FULL_HOST_BLOCKERS_RETAINED__CLEAN_BATH_FORK_VISIBLE	Stationsansatz	GDT589_RETAINED	NO	NOT_APPLICABLE	GDT589_GUARD_RETAINED
273	ACTION:G407-E3253@4:CHD	G407-E3253	G407-S509	f82r	CHD_BIO_TREAT	Y	CHD|Y|AL	AL	Stationsansatz	Stationsansatz	STATION	YES	NO	NOT_APPLICABLE	NOT_APPLICABLE	FULL_HOST_BLOCKERS_RETAINED__CLEAN_BATH_FORK_VISIBLE	Stationsansatz	GDT589_RETAINED	NO	NOT_APPLICABLE	GDT589_GUARD_RETAINED
274	ACTION:G407-E3255@1:CHD	G407-E3255	G407-S509	f82r	CHD_BIO_TREAT	Y	CHD|Y	NONE	Stationsansatz	Stationsansatz	STATION	YES	NO	NOT_APPLICABLE	NOT_APPLICABLE	FULL_HOST_BLOCKERS_RETAINED__CLEAN_BATH_FORK_VISIBLE	Stationsansatz	GDT589_RETAINED	NO	NOT_APPLICABLE	GDT589_GUARD_RETAINED
275	ACTION:G407-E3264@3:CHD	G407-E3264	G407-S510	f82r	CHD_BIO_TREAT	Y	CHD|Y	NONE	Stationsansatz	Stationsansatz	STATION	YES	NO	NOT_APPLICABLE	NOT_APPLICABLE	FULL_HOST_BLOCKERS_RETAINED__CLEAN_BATH_FORK_VISIBLE	Stationsansatz	GDT589_RETAINED	NO	NOT_APPLICABLE	GDT589_GUARD_RETAINED
276	ACTION:G407-E3270@1:SH	G407-E3270	G407-S513	f82r	SH_BIO_BATHE	Y+Y	SH|EE|Y|L|Y	L	Stationsansatz|Stationsansatz	Stationsansatz|Stationsansatz	STATION	YES	NO	NOT_APPLICABLE	NOT_APPLICABLE	FULL_HOST_BLOCKERS_RETAINED__CLEAN_BATH_FORK_VISIBLE	Stationsansatz|Stationsansatz	GDT589_RETAINED	NO	NOT_APPLICABLE	GDT589_GUARD_RETAINED
277	ACTION:G407-E3290@1:CHD	G407-E3290	G407-S518	f82r	CHD_BIO_TREAT	Y+Y	CHD|Y|Y	NONE	Stationsansatz|Stationsansatz	Stationsansatz|Stationsansatz	STATION	YES	NO	NOT_APPLICABLE	NOT_APPLICABLE	FULL_HOST_BLOCKERS_RETAINED__CLEAN_BATH_FORK_VISIBLE	Stationsansatz|Stationsansatz	GDT589_RETAINED	NO	NOT_APPLICABLE	GDT589_GUARD_RETAINED
278	ACTION:G407-E3295@1:SH	G407-E3295	G407-S521	f82r	SH_BIO_BATHE	Y	SH|EE|Y	NONE	Körper	Körper	BODY	YES	NO	NOT_APPLICABLE	NOT_APPLICABLE	FULL_HOST_BLOCKERS_RETAINED__CLEAN_BATH_FORK_VISIBLE	Körper	CLEAN_BATH_Y_WITH_OPTIONAL_FILL	NO	NOT_APPLICABLE	GDT589_GUARD_RETAINED
279	ACTION:G407-E3299@1:S	G407-E3299	G407-S521	f82r	S_REST_SELECT	AIIN+Y	S|AIIN|Y	NONE	Stationsansatz	Stationsansatz	STATION	YES	NO	NOT_APPLICABLE	NOT_APPLICABLE	FULL_HOST_BLOCKERS_RETAINED__CLEAN_BATH_FORK_VISIBLE	Stationsansatz	GDT589_RETAINED	NO	NOT_APPLICABLE	GDT589_GUARD_RETAINED
280	ACTION:G407-E3306@1:CHD	G407-E3306	G407-S522	f82r	CHD_BIO_TREAT	Y+Y	Y|CHD|Y	NONE	Stationsansatz|Stationsansatz	Stationsansatz|Stationsansatz	STATION	YES	NO	NOT_APPLICABLE	NOT_APPLICABLE	FULL_HOST_BLOCKERS_RETAINED__CLEAN_BATH_FORK_VISIBLE	Stationsansatz|Stationsansatz	GDT589_RETAINED	NO	NOT_APPLICABLE	GDT589_GUARD_RETAINED
281	ACTION:G407-E3309@2:T	G407-E3309	G407-S523	f82r	T_PHYSICAL_GRADE_TEMPER	Y	L|T|EE|D_ADDR|Y	D_ADDR|L	Stationsansatz	Stationsansatz	STATION	YES	NO	NOT_APPLICABLE	NOT_APPLICABLE	FULL_HOST_BLOCKERS_RETAINED__CLEAN_BATH_FORK_VISIBLE	Stationsansatz	GDT589_RETAINED	NO	NOT_APPLICABLE	GDT589_GUARD_RETAINED
282	ACTION:G407-E3321@1:S	G407-E3321	G407-S526	f82r	S_BIO_DIVERT	AIIN+OR+Y	S|AR|AIIN|OR|Y	AR	Strom	Strom	FLOW	YES	NO	NOT_APPLICABLE	NOT_APPLICABLE	FULL_HOST_BLOCKERS_RETAINED__CLEAN_BATH_FORK_VISIBLE	Strom	GDT589_RETAINED	NO	NOT_APPLICABLE	GDT589_GUARD_RETAINED
283	ACTION:G407-E3329@6:SH	G407-E3329	G407-S527	f82r	SH_BIO_BATHE	Y	L|SH|Y	L	Stationsansatz	Stationsansatz	STATION	YES	NO	NOT_APPLICABLE	NOT_APPLICABLE	FULL_HOST_BLOCKERS_RETAINED__CLEAN_BATH_FORK_VISIBLE	Stationsansatz	GDT589_RETAINED	NO	NOT_APPLICABLE	GDT589_GUARD_RETAINED
284	ACTION:G407-E3341@4:SH	G407-E3341	G407-S531	f82r	SH_BIO_BATHE	Y+AIIN+Y	L|SH|E|Y|AIIN|Y	L	Stationsansatz|Stationsansatz	Stationsansatz|Stationsansatz	STATION	YES	NO	NOT_APPLICABLE	NOT_APPLICABLE	FULL_HOST_BLOCKERS_RETAINED__CLEAN_BATH_FORK_VISIBLE	Stationsansatz|Stationsansatz	GDT589_RETAINED	NO	NOT_APPLICABLE	GDT589_GUARD_RETAINED
285	ACTION:G407-E3345@1:CHD	G407-E3345	G407-S531	f82r	CHD_BIO_TREAT	Y	CHD|Y	NONE	Stationsansatz	Stationsansatz	STATION	YES	NO	NOT_APPLICABLE	NOT_APPLICABLE	FULL_HOST_BLOCKERS_RETAINED__CLEAN_BATH_FORK_VISIBLE	Stationsansatz	GDT589_RETAINED	NO	NOT_APPLICABLE	GDT589_GUARD_RETAINED
286	ACTION:G407-E3350@1:SH	G407-E3350	G407-S531	f82r	SH_BIO_BATHE	Y	SH|EE|Y	NONE	Körper	Körper	BODY	YES	NO	NOT_APPLICABLE	NOT_APPLICABLE	FULL_HOST_BLOCKERS_RETAINED__CLEAN_BATH_FORK_VISIBLE	Körper	CLEAN_BATH_Y_WITH_OPTIONAL_FILL	NO	NOT_APPLICABLE	GDT589_GUARD_RETAINED
287	ACTION:G407-E3356@3:S	G407-E3356	G407-S531	f82r	S_REST_SELECT	Y	S|Y	NONE	Stationsansatz	Stationsansatz	STATION	YES	NO	NOT_APPLICABLE	NOT_APPLICABLE	FULL_HOST_BLOCKERS_RETAINED__CLEAN_BATH_FORK_VISIBLE	Stationsansatz	GDT589_RETAINED	NO	NOT_APPLICABLE	GDT589_GUARD_RETAINED
288	ACTION:G407-E3357@1:SH	G407-E3357	G407-S531	f82r	SH_BIO_BATHE	Y	SH|EE|Y	NONE	Körper	Körper	BODY	YES	NO	NOT_APPLICABLE	NOT_APPLICABLE	FULL_HOST_BLOCKERS_RETAINED__CLEAN_BATH_FORK_VISIBLE	Körper	CLEAN_BATH_Y_WITH_OPTIONAL_FILL	NO	NOT_APPLICABLE	GDT589_GUARD_RETAINED
289	ACTION:G407-E3358@2:T	G407-E3358	G407-S531	f82r	T_PHYSICAL_GRADE_TEMPER	Y	T|E|Y	NONE	Stationsansatz	Stationsansatz	STATION	YES	NO	NOT_APPLICABLE	NOT_APPLICABLE	FULL_HOST_BLOCKERS_RETAINED__CLEAN_BATH_FORK_VISIBLE	Stationsansatz	GDT589_RETAINED	NO	NOT_APPLICABLE	GDT589_GUARD_RETAINED
290	ACTION:G407-E3384@1:SH	G407-E3384	G407-S538	f82r	SH_BIO_BATHE	Y	L|AR|SH|EE|Y	AR|L	Stationsansatz	Stationsansatz	STATION	YES	NO	NOT_APPLICABLE	NOT_APPLICABLE	FULL_HOST_BLOCKERS_RETAINED__CLEAN_BATH_FORK_VISIBLE	Stationsansatz	GDT589_RETAINED	NO	NOT_APPLICABLE	GDT589_GUARD_RETAINED
291	ACTION:G407-E3386@1:SH	G407-E3386	G407-S538	f82r	SH_BIO_BATHE	Y	SH|E|Y	NONE	Körper	Körper	BODY	YES	NO	NOT_APPLICABLE	NOT_APPLICABLE	FULL_HOST_BLOCKERS_RETAINED__CLEAN_BATH_FORK_VISIBLE	Körper	CLEAN_BATH_Y_WITH_OPTIONAL_FILL	NO	NOT_APPLICABLE	GDT589_GUARD_RETAINED
292	ACTION:G407-E3390@3:S	G407-E3390	G407-S539	f82r	S_REST_SELECT	AIIN+Y	S|AIIN|Y	NONE	Stationsansatz	Stationsansatz	STATION	YES	NO	NOT_APPLICABLE	NOT_APPLICABLE	FULL_HOST_BLOCKERS_RETAINED__CLEAN_BATH_FORK_VISIBLE	Stationsansatz	GDT589_RETAINED	NO	NOT_APPLICABLE	GDT589_GUARD_RETAINED
293	ACTION:G407-E3407@3:T	G407-E3407	G407-S548	f82r	T_PHYSICAL_GRADE_TEMPER	Y+Y	T|E|Y|Y	NONE	Stationsansatz|Stationsansatz	Stationsansatz|Stationsansatz	STATION	YES	NO	NOT_APPLICABLE	NOT_APPLICABLE	FULL_HOST_BLOCKERS_RETAINED__CLEAN_BATH_FORK_VISIBLE	Stationsansatz|Stationsansatz	GDT589_RETAINED	NO	NOT_APPLICABLE	GDT589_GUARD_RETAINED
294	ACTION:G407-E3413@1:SH	G407-E3413	G407-S548	f82r	SH_BIO_BATHE	Y	SH|EE|Y	NONE	Körper	Körper	BODY	YES	NO	NOT_APPLICABLE	NOT_APPLICABLE	FULL_HOST_BLOCKERS_RETAINED__CLEAN_BATH_FORK_VISIBLE	Körper	CLEAN_BATH_Y_WITH_OPTIONAL_FILL	NO	NOT_APPLICABLE	GDT589_GUARD_RETAINED
295	ACTION:G407-E3417@2:CHD	G407-E3417	G407-S551	f82r	CHD_BIO_TREAT	Y	CHD|Y	NONE	Stationsansatz	Stationsansatz	STATION	YES	NO	NOT_APPLICABLE	NOT_APPLICABLE	FULL_HOST_BLOCKERS_RETAINED__CLEAN_BATH_FORK_VISIBLE	Stationsansatz	GDT589_RETAINED	NO	NOT_APPLICABLE	GDT589_GUARD_RETAINED
296	ACTION:G407-E3433@2:SH	G407-E3433	G407-S555	f82r	SH_BIO_BATHE	Y	SH|EE|D_ADDR|Y	D_ADDR	Stationsansatz	Stationsansatz	STATION	YES	NO	NOT_APPLICABLE	NOT_APPLICABLE	FULL_HOST_BLOCKERS_RETAINED__CLEAN_BATH_FORK_VISIBLE	Stationsansatz	GDT589_RETAINED	NO	NOT_APPLICABLE	GDT589_GUARD_RETAINED
297	ACTION:G407-E3445@1:SH	G407-E3445	G407-S556	f82r	SH_BIO_BATHE	Y	SH|EE|Y	NONE	Körper	Körper	BODY	YES	NO	NOT_APPLICABLE	NOT_APPLICABLE	FULL_HOST_BLOCKERS_RETAINED__CLEAN_BATH_FORK_VISIBLE	Körper	CLEAN_BATH_Y_WITH_OPTIONAL_FILL	NO	NOT_APPLICABLE	GDT589_GUARD_RETAINED
298	ACTION:G407-E3455@2:CHD	G407-E3455	G407-S557	f83r	CHD_BIO_TREAT	Y	CHD|Y	NONE	Stationsansatz	Stationsansatz	STATION	YES	NO	NOT_APPLICABLE	NOT_APPLICABLE	FULL_HOST_BLOCKERS_RETAINED__CLEAN_BATH_FORK_VISIBLE	Stationsansatz	GDT589_RETAINED	NO	NOT_APPLICABLE	GDT589_GUARD_RETAINED
299	ACTION:G407-E3456@3:CHD	G407-E3456	G407-S557	f83r	CHD_BIO_TREAT	Y	CHD|Y	NONE	Stationsansatz	Stationsansatz	STATION	YES	NO	NOT_APPLICABLE	NOT_APPLICABLE	FULL_HOST_BLOCKERS_RETAINED__CLEAN_BATH_FORK_VISIBLE	Stationsansatz	GDT589_RETAINED	NO	NOT_APPLICABLE	GDT589_GUARD_RETAINED
300	ACTION:G407-E3461@4:CHD	G407-E3461	G407-S559	f83r	CHD_BIO_TREAT	Y	CHD|Y	NONE	Stationsansatz	Stationsansatz	STATION	YES	NO	NOT_APPLICABLE	NOT_APPLICABLE	FULL_HOST_BLOCKERS_RETAINED__CLEAN_BATH_FORK_VISIBLE	Stationsansatz	GDT589_RETAINED	NO	NOT_APPLICABLE	GDT589_GUARD_RETAINED
301	ACTION:G407-E3463@1:SH	G407-E3463	G407-S559	f83r	SH_BIO_BATHE	Y	SH|EE|Y	NONE	Körper	Körper	BODY	YES	NO	NOT_APPLICABLE	NOT_APPLICABLE	FULL_HOST_BLOCKERS_RETAINED__CLEAN_BATH_FORK_VISIBLE	Körper	CLEAN_BATH_Y_WITH_OPTIONAL_FILL	NO	NOT_APPLICABLE	GDT589_GUARD_RETAINED
302	ACTION:G407-E3467@1:SH	G407-E3467	G407-S559	f83r	SH_BIO_BATHE	Y	SH|E|Y	NONE	Körper	Körper	BODY	YES	NO	NOT_APPLICABLE	NOT_APPLICABLE	FULL_HOST_BLOCKERS_RETAINED__CLEAN_BATH_FORK_VISIBLE	Körper	CLEAN_BATH_Y_WITH_OPTIONAL_FILL	NO	NOT_APPLICABLE	GDT589_GUARD_RETAINED
303	ACTION:G407-E3471@1:CHD	G407-E3471	G407-S560	f83r	CHD_BIO_TREAT	Y+OR	CHD|Y|D_ADDR|OR	D_ADDR	Stationsansatz	Stationsansatz	STATION	YES	NO	NOT_APPLICABLE	NOT_APPLICABLE	FULL_HOST_BLOCKERS_RETAINED__CLEAN_BATH_FORK_VISIBLE	Stationsansatz	GDT589_RETAINED	NO	NOT_APPLICABLE	GDT589_GUARD_RETAINED
304	ACTION:G407-E3479@2:CHD	G407-E3479	G407-S562	f83r	CHD_BIO_TREAT	Y	Y|L|CHD	L	Stationsansatz	Stationsansatz	STATION	YES	NO	NOT_APPLICABLE	NOT_APPLICABLE	FULL_HOST_BLOCKERS_RETAINED__CLEAN_BATH_FORK_VISIBLE	Stationsansatz	GDT589_RETAINED	NO	NOT_APPLICABLE	GDT589_GUARD_RETAINED
305	ACTION:G407-E3484@1:CHD	G407-E3484	G407-S564	f83r	CHD_BIO_TREAT	Y	CHD|Y	NONE	Stationsansatz	Stationsansatz	STATION	YES	NO	NOT_APPLICABLE	NOT_APPLICABLE	FULL_HOST_BLOCKERS_RETAINED__CLEAN_BATH_FORK_VISIBLE	Stationsansatz	GDT589_RETAINED	NO	NOT_APPLICABLE	GDT589_GUARD_RETAINED
306	ACTION:G407-E3491@1:CHD	G407-E3491	G407-S566	f83r	CHD_BIO_TREAT	Y+Y+AIIN	CHD|Y|D_ADDR|EE|Y|AIIN	D_ADDR	Stationsansatz|Stationsansatz	Stationsansatz|Stationsansatz	STATION	YES	NO	NOT_APPLICABLE	NOT_APPLICABLE	FULL_HOST_BLOCKERS_RETAINED__CLEAN_BATH_FORK_VISIBLE	Stationsansatz|Stationsansatz	GDT589_RETAINED	NO	NOT_APPLICABLE	GDT589_GUARD_RETAINED
307	ACTION:G407-E3499@2:CHD	G407-E3499	G407-S567	f83r	CHD_BIO_TREAT	Y	CHD|Y	NONE	Stationsansatz	Stationsansatz	STATION	YES	NO	NOT_APPLICABLE	NOT_APPLICABLE	FULL_HOST_BLOCKERS_RETAINED__CLEAN_BATH_FORK_VISIBLE	Stationsansatz	GDT589_RETAINED	NO	NOT_APPLICABLE	GDT589_GUARD_RETAINED
308	ACTION:G407-E3503@1:CHD	G407-E3503	G407-S569	f83r	CHD_BIO_TREAT	Y	CHD|Y	NONE	Stationsansatz	Stationsansatz	STATION	YES	NO	NOT_APPLICABLE	NOT_APPLICABLE	FULL_HOST_BLOCKERS_RETAINED__CLEAN_BATH_FORK_VISIBLE	Stationsansatz	GDT589_RETAINED	NO	NOT_APPLICABLE	GDT589_GUARD_RETAINED
309	ACTION:G407-E3507@1:CHD	G407-E3507	G407-S570	f83r	CHD_BIO_TREAT	Y	CHD|Y	NONE	Stationsansatz	Stationsansatz	STATION	YES	NO	NOT_APPLICABLE	NOT_APPLICABLE	FULL_HOST_BLOCKERS_RETAINED__CLEAN_BATH_FORK_VISIBLE	Stationsansatz	GDT589_RETAINED	NO	NOT_APPLICABLE	GDT589_GUARD_RETAINED
310	ACTION:G407-E3512@2:SH	G407-E3512	G407-S572	f83r	SH_BIO_BATHE	Y+Y	L|SH|EE|D_ADDR|Y|CARRIER_Q|EEE|D_ADDR|Y	CARRIER_Q|D_ADDR|L	Stationsansatz|Stationsansatz	Stationsansatz|Stationsansatz	STATION	YES	NO	NOT_APPLICABLE	NOT_APPLICABLE	FULL_HOST_BLOCKERS_RETAINED__CLEAN_BATH_FORK_VISIBLE	Stationsansatz|Stationsansatz	GDT589_RETAINED	NO	NOT_APPLICABLE	GDT589_GUARD_RETAINED
311	ACTION:G407-E3517@2:SH	G407-E3517	G407-S572	f83r	SH_BIO_BATHE	Y	SH|EE|D_ADDR|Y	D_ADDR	Stationsansatz	Stationsansatz	STATION	YES	NO	NOT_APPLICABLE	NOT_APPLICABLE	FULL_HOST_BLOCKERS_RETAINED__CLEAN_BATH_FORK_VISIBLE	Stationsansatz	GDT589_RETAINED	NO	NOT_APPLICABLE	GDT589_GUARD_RETAINED
312	ACTION:G407-E3523@5:CHD	G407-E3523	G407-S576	f83r	CHD_BIO_TREAT	Y	CHD|Y	NONE	Stationsansatz	Stationsansatz	STATION	YES	NO	NOT_APPLICABLE	NOT_APPLICABLE	FULL_HOST_BLOCKERS_RETAINED__CLEAN_BATH_FORK_VISIBLE	Stationsansatz	GDT589_RETAINED	NO	NOT_APPLICABLE	GDT589_GUARD_RETAINED
313	ACTION:G407-E3525@1:CHD	G407-E3525	G407-S576	f83r	CHD_BIO_TREAT	Y+Y	CHD|Y|AR|Y	AR	Stationsansatz|Stationsansatz	Stationsansatz|Stationsansatz	STATION	YES	NO	NOT_APPLICABLE	NOT_APPLICABLE	FULL_HOST_BLOCKERS_RETAINED__CLEAN_BATH_FORK_VISIBLE	Stationsansatz|Stationsansatz	GDT589_RETAINED	NO	NOT_APPLICABLE	GDT589_GUARD_RETAINED
314	ACTION:G407-E3530@2:SH	G407-E3530	G407-S578	f83r	SH_BIO_BATHE	Y	L|SH|EE|D_ADDR|Y	D_ADDR|L	Stationsansatz	Stationsansatz	STATION	YES	NO	NOT_APPLICABLE	NOT_APPLICABLE	FULL_HOST_BLOCKERS_RETAINED__CLEAN_BATH_FORK_VISIBLE	Stationsansatz	GDT589_RETAINED	NO	NOT_APPLICABLE	GDT589_GUARD_RETAINED
315	ACTION:G407-E3534@4:SH	G407-E3534	G407-S579	f83r	SH_BIO_BATHE	Y	SH|D_ADDR|Y	D_ADDR	Stationsansatz	Stationsansatz	STATION	YES	NO	NOT_APPLICABLE	NOT_APPLICABLE	FULL_HOST_BLOCKERS_RETAINED__CLEAN_BATH_FORK_VISIBLE	Stationsansatz	GDT589_RETAINED	NO	NOT_APPLICABLE	GDT589_GUARD_RETAINED
316	ACTION:G407-E3553@3:T	G407-E3553	G407-S580	f83r	T_PHYSICAL_GRADE_TEMPER	Y	T|E|Y	NONE	Stationsansatz	Stationsansatz	STATION	YES	NO	NOT_APPLICABLE	NOT_APPLICABLE	FULL_HOST_BLOCKERS_RETAINED__CLEAN_BATH_FORK_VISIBLE	Stationsansatz	GDT589_RETAINED	NO	NOT_APPLICABLE	GDT589_GUARD_RETAINED
317	ACTION:G407-E3572@2:T	G407-E3572	G407-S586	f83r	T_PHYSICAL_GRADE_TEMPER	Y	T|E|D_ADDR|Y	D_ADDR	Stationsansatz	Stationsansatz	STATION	YES	NO	NOT_APPLICABLE	NOT_APPLICABLE	FULL_HOST_BLOCKERS_RETAINED__CLEAN_BATH_FORK_VISIBLE	Stationsansatz	GDT589_RETAINED	NO	NOT_APPLICABLE	GDT589_GUARD_RETAINED
318	ACTION:G407-E3578@2:CHD	G407-E3578	G407-S589	f83r	CHD_BIO_TREAT	Y	CHD|Y	NONE	Stationsansatz	Stationsansatz	STATION	YES	NO	NOT_APPLICABLE	NOT_APPLICABLE	FULL_HOST_BLOCKERS_RETAINED__CLEAN_BATH_FORK_VISIBLE	Stationsansatz	GDT589_RETAINED	NO	NOT_APPLICABLE	GDT589_GUARD_RETAINED
