visible_insert	visible_position	atom_insert	atom_position	support_pair_count	visible_condition_total	visible_condition_option_count	conditional_probability	reliability	examples
ych	LEFT	Y	RIGHT	1	6	3	0.200000000	0.333333333	y>ychy
ych	LEFT	Y+CH	LEFT	3	6	3	0.466666667	0.600000000	o>ycho | air>ychair | eo>ycheo
yd	INNER	DY	RIGHT	1	1	1	1.000000000	0.333333333	sheky>shekydy
yd	LEFT	DY	RIGHT	1	10	4	0.125000000	0.333333333	y>ydy
yd	LEFT	Y	LEFT	2	10	4	0.208333333	0.500000000	ain>ydain | al>ydal
yd	LEFT	Y+DA	LEFT	1	10	4	0.125000000	0.333333333	am>ydam
yd	LEFT	Y+D_ADDR	LEFT	6	10	4	0.541666667	0.750000000	oin>ydoin | ar>ydar | air>ydair | aiin>ydaiin | chos>ydchos | oly>ydoly
yd	RIGHT	Y+D_ADDR	RIGHT	1	1	1	1.000000000	0.333333333	cth>cthyd
ydy	RIGHT	Y+DY	RIGHT	1	1	1	1.000000000	0.333333333	shek>shekydy
yf	LEFT	Y+LOCAL_CHAR_F	LEFT	1	1	1	1.000000000	0.333333333	olaiin>yfolaiin
yk	INNER	D_ADDR+Y+K	LEFT	1	3	2	0.375000000	0.333333333	dain>dykain
yk	INNER	Y+K	INNER	2	3	2	0.625000000	0.500000000	chedar>chedykar | chcthedy>chcthykedy
yk	LEFT	NULL	NULL	1	20	4	0.068181818	0.333333333	sheol>yksheol
yk	LEFT	K+Y	RIGHT	2	20	4	0.113636364	0.500000000	chy>ykchy | y>yky
yk	LEFT	K+Y+CH	INNER	1	20	4	0.068181818	0.333333333	ychy>ykychy
yk	LEFT	Y+K	LEFT	16	20	4	0.750000000	0.888888889	al>ykal | aiin>ykaiin | chor>ykchor | chy>ykchy | or>ykor | oly>ykoly | chol>ykchol | ain>ykain
yk	RIGHT	Y+K	RIGHT	1	1	1	1.000000000	0.333333333	she>sheyk
yka	LEFT	Y+K+A_ADDR	LEFT	1	1	1	1.000000000	0.333333333	ky>ykaky
yke	INNER	E+Y+K	INNER	1	1	1	1.000000000	0.333333333	qeey>qeykeey
yke	LEFT	K+E+DY	RIGHT	1	7	2	0.187500000	0.333333333	dy>ykedy
yke	LEFT	Y+K+E	LEFT	6	7	2	0.812500000	0.750000000	olol>ykeolol | shey>ykeshey | or>ykeor | odain>ykeodain | ody>ykeody | o>ykeo
yko	LEFT	Y+K+O	LEFT	1	1	1	1.000000000	0.333333333	aiin>ykoaiin
yl	RIGHT	Y+L	RIGHT	1	1	1	1.000000000	0.333333333	ched>chedyl
yo	LEFT	O+DY	RIGHT	1	2	2	0.500000000	0.333333333	dy>yody
yo	LEFT	Y+O	LEFT	1	2	2	0.500000000	0.333333333	ar>yoar
yod	LEFT	O+DY	RIGHT	1	1	1	1.000000000	0.333333333	y>yody
yoe	LEFT	Y	LEFT	1	1	1	1.000000000	0.333333333	teey>yoeteey
yp	INNER	P+Y	RIGHT	1	2	2	0.500000000	0.333333333	dchy>dypchy
yp	INNER	Y+P	INNER	1	2	2	0.500000000	0.333333333	dchy>dypchy
yp	LEFT	P+CH+Y	RIGHT	1	4	3	0.272727273	0.333333333	chy>ypchy
yp	LEFT	Y+P	LEFT	2	4	3	0.454545455	0.500000000	ch>ypch | air>ypair
yp	LEFT	Y+P+CH	LEFT	1	4	3	0.272727273	0.333333333	chy>ypchy
ypo	LEFT	Y+P+O	LEFT	1	1	1	1.000000000	0.333333333	d>ypod
yr	RIGHT	Y+R	RIGHT	1	1	1	1.000000000	0.333333333	she>sheyr
ys	INNER	NULL	NULL	1	1	1	1.000000000	0.333333333	shey>sheysy
ysh	LEFT	Y+SH	LEFT	2	2	1	1.000000000	0.500000000	ey>yshey | or>yshor
ysy	RIGHT	Y	RIGHT	1	1	1	1.000000000	0.333333333	she>sheysy
yt	INNER	T+Y	RIGHT	2	5	2	0.416666667	0.500000000	shoy>shoyty | chdy>chdyty
yt	INNER	Y+T	INNER	3	5	2	0.583333333	0.600000000	otchol>otytchol | shoy>shoyty | chdy>chdyty
yt	LEFT	NULL	NULL	1	20	4	0.068181818	0.333333333	oldy>ytoldy
yt	LEFT	T	LEFT	1	20	4	0.068181818	0.333333333	ey>ytey
yt	LEFT	T+Y	RIGHT	3	20	4	0.159090909	0.600000000	y>yty | chy>ytchy | shy>ytshy
yt	LEFT	Y+T	LEFT	15	20	4	0.704545455	0.882352941	ain>ytain | o>yto | y>yty | oiin>ytoiin | chy>ytchy | choky>ytchoky | shy>ytshy | ol>ytol
yta	LEFT	Y+T+A_ADDR	LEFT	1	1	1	1.000000000	0.333333333	sal>ytasal
yte	LEFT	T+E	LEFT	1	3	3	0.333333333	0.333333333	y>ytey
yte	LEFT	T+E+DY	RIGHT	1	3	3	0.333333333	0.333333333	dy>ytedy
yte	LEFT	Y+T+E	LEFT	1	3	3	0.333333333	0.333333333	ody>yteody
yto	LEFT	T+O+DY	RIGHT	1	2	2	0.500000000	0.333333333	dy>ytody
yto	LEFT	Y+T+O	LEFT	1	2	2	0.500000000	0.333333333	iin>ytoiin
yty	RIGHT	Y+T+Y	RIGHT	1	1	1	1.000000000	0.333333333	sho>shoyty
