universal_group_serial	register	unit_id	page	source_serial	locus	field_or_address	statement_or_station	exact_card_or_local_group_id	formal_value	atomic_or_whole_card_mnemonic	source_order_slot	abbreviation_channel	register_state_before	register_update	register_state_after	selected_parse_status	terminal_status	renderer_instruction	rendered_surface	iatromedical_selected_local_expansion	nonmedical_rival_local_expansion	frozen_anchor_note	nonmedical_source_status	rival_unit_text_digest	rival_fragment_digest	mechanical_identity_token_from_v67	adversarial_roundtrip_status
22	HERBAL	H2	f10r	22	f10r.6	F003	H2-S001	2f1c5e56e8f0ff459065	OPAQUE_PAYLOAD || NONE	MASS?	PARAMETER_ASSIGNMENT	LICENSED_EXACT_WHOLE_CARD	OWNER=UNSET;ACTIVE_ITEM/PREPARATION=UNSET;TARGET/STATION=UNSET;PREVIOUS_ITEM=UNSET	PARAMETER_SLOT:=EXACT_MASS_VALUE;FOUR_REGISTERS=CARRY	OWNER=H2:O01;ACTIVE_ITEM/PREPARATION=H2:I001;TARGET/STATION=UNSET;PREVIOUS_ITEM=UNSET	UNIQUE_EXACT	NONCLOSE	COPY_WHOLE_SURFACE_WITHOUT_DECOMPOSITION; KEEP_SELECTED_FIELD_NONCLOSE; CONTINUE_WITHIN_SELECTED_FIELD	taiin	[CARD:MASS?] [EXEMPLAR:ein örtlich vorgeschriebenes Maß]	halte die klare farbige	FROZEN_V60_MNEMONIC=MASS?; LOCAL_OBJECTS_NOT_INCLUDED	RECORD_OR_PAGE_LOCAL_EXEMPLAR; NOT_CARD_VALUE	44494f13231a337de787	952985c2149d0eeb5361	8bc10b76687dff8ae276	PASS_FROZEN_IDENTITY_PLUS_LOCAL_RIVAL_EXEMPLAR
23	HERBAL	H2	f10r	23	f10r.6	F003	H2-S001	b921a237be883a820352	OPAQUE_PAYLOAD || NONE	UNKNOWN	EXEMPLAR_TAIL	RECORD_LOCAL_EXEMPLAR_COPY	OWNER=UNSET;ACTIVE_ITEM/PREPARATION=UNSET;TARGET/STATION=UNSET;PREVIOUS_ITEM=UNSET	FOUR_REGISTERS:=SELECTED_V62_CONTEXT;NO_TEMPLATE_SEMANTICS	OWNER=H2:O01;ACTIVE_ITEM/PREPARATION=H2:I001;TARGET/STATION=UNSET;PREVIOUS_ITEM=UNSET	UNPARSED_EXEMPLAR	NONCLOSE	COPY_WHOLE_SURFACE_WITHOUT_DECOMPOSITION; KEEP_SELECTED_FIELD_NONCLOSE; CONTINUE_WITHIN_SELECTED_FIELD	shy	[GENRE:erwärme gelinde]	Fraktion getrennt. Ernte vor	UNKNOWN_OR_EXEMPLAR_ONLY; COPY_EXACT_ID	RECORD_OR_PAGE_LOCAL_EXEMPLAR; NOT_CARD_VALUE	44494f13231a337de787	138d2b880bda725f1000	dfb26ff96f96c63d638e	PASS_FROZEN_IDENTITY_PLUS_LOCAL_RIVAL_EXEMPLAR
24	HERBAL	H2	f10r	24	f10r.8	F004	H2-S002	10488b911aae52b3b334	FRAME_OT(OPAQUE_PAYLOAD) || NONE	UNKNOWN	RELATION_LINK	RECORD_LOCAL_EXEMPLAR_COPY	OWNER=H2:O01;ACTIVE_ITEM/PREPARATION=H2:I001;TARGET/STATION=UNSET;PREVIOUS_ITEM=UNSET	FOUR_REGISTERS:=SELECTED_V62_CONTEXT;NO_TEMPLATE_SEMANTICS	OWNER=H2:O01;ACTIVE_ITEM/PREPARATION=H2:I002;TARGET/STATION=UNSET;PREVIOUS_ITEM=H2:I001	UNPARSED_EXEMPLAR	NONCLOSE	COPY_WHOLE_SURFACE_WITHOUT_DECOMPOSITION; KEEP_SELECTED_FIELD_NONCLOSE; START_OR_RESUME_NEXT_SELECTED_STATEMENT	qotchor	[IMAGE:nimm vor voller Blüte eine zweite Portion der Spitzen]	voller Blüte eine zweite	UNKNOWN_OR_EXEMPLAR_ONLY; COPY_EXACT_ID	RECORD_OR_PAGE_LOCAL_EXEMPLAR; NOT_CARD_VALUE	44494f13231a337de787	ac2b99a77cce39ab1e48	a1da5a94a69fac55ed6a	PASS_FROZEN_IDENTITY_PLUS_LOCAL_RIVAL_EXEMPLAR
25	HERBAL	H2	f10r	25	f10r.8	F004	H2-S002	7a4bb8136330ee4e6e56	OPAQUE_PAYLOAD || NONE	ANSATZ?	ACTIVE_PREPARATION_OR_ITEM	LICENSED_EXACT_WHOLE_CARD	OWNER=H2:O01;ACTIVE_ITEM/PREPARATION=H2:I001;TARGET/STATION=UNSET;PREVIOUS_ITEM=UNSET	ACTIVE_ITEM/PREPARATION:=EXACT_ACTIVE_PREPARATION;PREVIOUS_ITEM=CARRY	OWNER=H2:O01;ACTIVE_ITEM/PREPARATION=H2:I002;TARGET/STATION=UNSET;PREVIOUS_ITEM=H2:I001	UNIQUE_EXACT	NONCLOSE	COPY_WHOLE_SURFACE_WITHOUT_DECOMPOSITION; KEEP_SELECTED_FIELD_NONCLOSE; CONTINUE_WITHIN_SELECTED_FIELD	chor	[CARD:ANSATZ?] [REGISTER:H2:I001 fortführen]	Portion Spitzen, führe den vorigen	FROZEN_V60_MNEMONIC=ANSATZ?; LOCAL_OBJECTS_NOT_INCLUDED	RECORD_OR_PAGE_LOCAL_EXEMPLAR; NOT_CARD_VALUE	44494f13231a337de787	b5df0eb3b8f77a6a0e0d	3aefab1d20816f178615	PASS_FROZEN_IDENTITY_PLUS_LOCAL_RIVAL_EXEMPLAR
26	HERBAL	H2	f10r	26	f10r.8	F004	H2-S002	497cbd9c7401810ff56b	FRAME_OT(OPAQUE_PAYLOAD) || NONE	UNKNOWN	RELATION_LINK	RECORD_LOCAL_EXEMPLAR_COPY	OWNER=H2:O01;ACTIVE_ITEM/PREPARATION=H2:I001;TARGET/STATION=UNSET;PREVIOUS_ITEM=UNSET	FOUR_REGISTERS:=SELECTED_V62_CONTEXT;NO_TEMPLATE_SEMANTICS	OWNER=H2:O01;ACTIVE_ITEM/PREPARATION=H2:I002;TARGET/STATION=UNSET;PREVIOUS_ITEM=H2:I001	UNPARSED_EXEMPLAR	NONCLOSE	COPY_WHOLE_SURFACE_WITHOUT_DECOMPOSITION; KEEP_SELECTED_FIELD_NONCLOSE; CONTINUE_WITHIN_SELECTED_FIELD	otol	[EXEMPLAR:eine Handvoll]	H2-Posten recordlokal wieder heran	UNKNOWN_OR_EXEMPLAR_ONLY; COPY_EXACT_ID	RECORD_OR_PAGE_LOCAL_EXEMPLAR; NOT_CARD_VALUE	44494f13231a337de787	95d189997a214bfeb9d2	f95d0f2b9978b2267d79	PASS_FROZEN_IDENTITY_PLUS_LOCAL_RIVAL_EXEMPLAR
27	HERBAL	H2	f10r	27	f10r.8	F004	H2-S002	dcda95c81a5460feb191	FRAME_O(LINK) || AKTIVEN_ARBEITSSTAND_VERKNÜPFEN	UNKNOWN	LINK_ACTIVE	LICENSED_FORMAL_SLOT_CARD	OWNER=H2:O01;ACTIVE_ITEM/PREPARATION=H2:I001;TARGET/STATION=UNSET;PREVIOUS_ITEM=UNSET	ACTIVE_ITEM/PREPARATION:=FORMAL_ACTIVE_LINK(OPAQUE_EVENT_VALUE);PREVIOUS_ITEM=CARRY	OWNER=H2:O01;ACTIVE_ITEM/PREPARATION=H2:I002;TARGET/STATION=UNSET;PREVIOUS_ITEM=H2:I001	UNIQUE_FORMAL_ONLY	NONCLOSE	COPY_WHOLE_SURFACE_WITHOUT_DECOMPOSITION; KEEP_SELECTED_FIELD_NONCLOSE; CONTINUE_WITHIN_SELECTED_FIELD	chol	[FORMAL:AKTIVEN_ARBEITSSTAND_VERKNÜPFEN; keine Wortbedeutung] [REGISTER:H2:I001 fortführen]	und gleiche beide Fraktionen	FROZEN_FORMAL_SLOT=LINK_ACTIVE; NO_LEXICAL_EXPANSION	RECORD_OR_PAGE_LOCAL_EXEMPLAR; NOT_CARD_VALUE	44494f13231a337de787	74796045dda37f18a593	0bf6a83047f87ca3ca67	PASS_FROZEN_IDENTITY_PLUS_LOCAL_RIVAL_EXEMPLAR
28	HERBAL	H2	f10r	28	f10r.8	F004	H2-S002	dec401773c1f0347793d	OPAQUE_PAYLOAD || NONE	VORIGES?	PREVIOUS_ITEM_REFERENCE	LICENSED_EXACT_WHOLE_CARD	OWNER=H2:O01;ACTIVE_ITEM/PREPARATION=H2:I001;TARGET/STATION=UNSET;PREVIOUS_ITEM=UNSET	ACTIVE_ITEM/PREPARATION:=PREVIOUS_ITEM	OWNER=H2:O01;ACTIVE_ITEM/PREPARATION=H2:I002;TARGET/STATION=UNSET;PREVIOUS_ITEM=H2:I001	UNIQUE_EXACT	NONCLOSE	COPY_WHOLE_SURFACE_WITHOUT_DECOMPOSITION; KEEP_SELECTED_FIELD_NONCLOSE; CONTINUE_WITHIN_SELECTED_FIELD	cholor	[CARD:VORIGES?] [REGISTER:H2:I001 als vorigen Posten aufnehmen]	an einem Probestreifen ab. Gib	FROZEN_V60_MNEMONIC=VORIGES?; LOCAL_OBJECTS_NOT_INCLUDED	RECORD_OR_PAGE_LOCAL_EXEMPLAR; NOT_CARD_VALUE	44494f13231a337de787	3516fe18c457a4f2fd37	7cdde1e37ab2aa8b20ad	PASS_FROZEN_IDENTITY_PLUS_LOCAL_RIVAL_EXEMPLAR
29	HERBAL	H2	f10r	29	f10r.8	F004	H2-S002	dcda95c81a5460feb191	FRAME_O(LINK) || AKTIVEN_ARBEITSSTAND_VERKNÜPFEN	UNKNOWN	LINK_ACTIVE	LICENSED_FORMAL_SLOT_CARD	OWNER=H2:O01;ACTIVE_ITEM/PREPARATION=H2:I001;TARGET/STATION=UNSET;PREVIOUS_ITEM=UNSET	ACTIVE_ITEM/PREPARATION:=FORMAL_ACTIVE_LINK(OPAQUE_EVENT_VALUE);PREVIOUS_ITEM=CARRY	OWNER=H2:O01;ACTIVE_ITEM/PREPARATION=H2:I002;TARGET/STATION=UNSET;PREVIOUS_ITEM=H2:I001	UNIQUE_FORMAL_ONLY	NONCLOSE	COPY_WHOLE_SURFACE_WITHOUT_DECOMPOSITION; KEEP_SELECTED_FIELD_NONCLOSE; CONTINUE_WITHIN_SELECTED_FIELD	chol	[FORMAL:AKTIVEN_ARBEITSSTAND_VERKNÜPFEN; keine Wortbedeutung] [REGISTER:H2:I002 führen]	einen Anteil in das	FROZEN_FORMAL_SLOT=LINK_ACTIVE; NO_LEXICAL_EXPANSION	RECORD_OR_PAGE_LOCAL_EXEMPLAR; NOT_CARD_VALUE	44494f13231a337de787	f4e970723de385d853ef	c863ffeb9fa9e668a40a	PASS_FROZEN_IDENTITY_PLUS_LOCAL_RIVAL_EXEMPLAR
30	HERBAL	H2	f10r	30	f10r.8	F004	H2-S002	2f1c5e56e8f0ff459065	OPAQUE_PAYLOAD || VORGABEPARAMETER?	MASS?	PARAMETER_ASSIGNMENT	LICENSED_EXACT_WHOLE_CARD	OWNER=H2:O01;ACTIVE_ITEM/PREPARATION=H2:I001;TARGET/STATION=UNSET;PREVIOUS_ITEM=UNSET	PARAMETER_SLOT:=EXACT_MASS_VALUE;FOUR_REGISTERS=CARRY || FORMAL_PARAMETER_SLOT:=OPAQUE_EVENT_VALUE;FOUR_REGISTERS=CARRY	OWNER=H2:O01;ACTIVE_ITEM/PREPARATION=H2:I002;TARGET/STATION=UNSET;PREVIOUS_ITEM=H2:I001	UNIQUE_CONVERGENT_CHANNELS	NONCLOSE	COPY_WHOLE_SURFACE_WITHOUT_DECOMPOSITION; KEEP_SELECTED_FIELD_NONCLOSE; CONTINUE_WITHIN_SELECTED_FIELD	daiin	[CARD:MASS?] [FORMAL:VORGABEPARAMETER?; keine Wortbedeutung] [EXEMPLAR:ein gleiches örtliches Maß]	kleine Färbebad für Bänder	FROZEN_V60_MNEMONIC=MASS?; LOCAL_OBJECTS_NOT_INCLUDED	RECORD_OR_PAGE_LOCAL_EXEMPLAR; NOT_CARD_VALUE	44494f13231a337de787	4a5da8fe26c1f11e68ee	ba30aee66d844ff95908	PASS_FROZEN_IDENTITY_PLUS_LOCAL_RIVAL_EXEMPLAR
31	HERBAL	H2	f10r	31	f10r.8	F004	H2-S002	4d4559019a961b834aa1	OPAQUE_PAYLOAD || NONE	UNKNOWN	EXEMPLAR_TAIL	RECORD_LOCAL_EXEMPLAR_COPY	OWNER=H2:O01;ACTIVE_ITEM/PREPARATION=H2:I001;TARGET/STATION=UNSET;PREVIOUS_ITEM=UNSET	FOUR_REGISTERS:=SELECTED_V62_CONTEXT;NO_TEMPLATE_SEMANTICS	OWNER=H2:O01;ACTIVE_ITEM/PREPARATION=H2:I002;TARGET/STATION=UNSET;PREVIOUS_ITEM=H2:I001	UNPARSED_EXEMPLAR	NONCLOSE	COPY_WHOLE_SURFACE_WITHOUT_DECOMPOSITION; KEEP_SELECTED_FIELD_NONCLOSE; CONTINUE_WITHIN_SELECTED_FIELD	dar	[GENRE:verbinde beide Fraktionen]	und Arbeitszeichen. Rühre den	UNKNOWN_OR_EXEMPLAR_ONLY; COPY_EXACT_ID	RECORD_OR_PAGE_LOCAL_EXEMPLAR; NOT_CARD_VALUE	44494f13231a337de787	54291254d07b83f5d9db	0de641bab2ad00fcf900	PASS_FROZEN_IDENTITY_PLUS_LOCAL_RIVAL_EXEMPLAR
32	HERBAL	H2	f10r	32	f10r.9	F005	H2-S003	27d97af8c96eb056c2e6	OPAQUE_PAYLOAD || NONE	UNKNOWN	EXEMPLAR_TAIL	RECORD_LOCAL_EXEMPLAR_COPY	OWNER=H2:O01;ACTIVE_ITEM/PREPARATION=H2:I002;TARGET/STATION=UNSET;PREVIOUS_ITEM=H2:I001	FOUR_REGISTERS:=SELECTED_V62_CONTEXT;NO_TEMPLATE_SEMANTICS	OWNER=H2:O01;ACTIVE_ITEM/PREPARATION=H2:I003;TARGET/STATION=UNSET;PREVIOUS_ITEM=H2:I002	UNPARSED_EXEMPLAR	NONCLOSE	COPY_WHOLE_SURFACE_WITHOUT_DECOMPOSITION; KEEP_SELECTED_FIELD_NONCLOSE; START_OR_RESUME_NEXT_SELECTED_STATEMENT	oykchor	[GENRE:gib die Fraktionen in ein glasiertes Gefäß]	übrigen Pflanzenstoff mit Öl	UNKNOWN_OR_EXEMPLAR_ONLY; COPY_EXACT_ID	RECORD_OR_PAGE_LOCAL_EXEMPLAR; NOT_CARD_VALUE	44494f13231a337de787	ebc37d153ce73103f387	f7385c118bad356bac08	PASS_FROZEN_IDENTITY_PLUS_LOCAL_RIVAL_EXEMPLAR
33	HERBAL	H2	f10r	33	f10r.9	F005	H2-S003	7a4bb8136330ee4e6e56	OPAQUE_PAYLOAD || NONE	ANSATZ?	ACTIVE_PREPARATION_OR_ITEM	LICENSED_EXACT_WHOLE_CARD	OWNER=H2:O01;ACTIVE_ITEM/PREPARATION=H2:I002;TARGET/STATION=UNSET;PREVIOUS_ITEM=H2:I001	ACTIVE_ITEM/PREPARATION:=EXACT_ACTIVE_PREPARATION;PREVIOUS_ITEM=CARRY	OWNER=H2:O01;ACTIVE_ITEM/PREPARATION=H2:I003;TARGET/STATION=UNSET;PREVIOUS_ITEM=H2:I002	UNIQUE_EXACT	NONCLOSE	COPY_WHOLE_SURFACE_WITHOUT_DECOMPOSITION; KEEP_SELECTED_FIELD_NONCLOSE; CONTINUE_WITHIN_SELECTED_FIELD	shor	[CARD:ANSATZ?] [REGISTER:H2:I003 als Salbenansatz führen]	und wenig Wachs bei kleiner	FROZEN_V60_MNEMONIC=ANSATZ?; LOCAL_OBJECTS_NOT_INCLUDED	RECORD_OR_PAGE_LOCAL_EXEMPLAR; NOT_CARD_VALUE	44494f13231a337de787	cb64b1c46b606fe184da	1fdc2b1938efac40bcdd	PASS_FROZEN_IDENTITY_PLUS_LOCAL_RIVAL_EXEMPLAR
34	HERBAL	H2	f10r	34	f10r.9	F005	H2-S003	7a4bb8136330ee4e6e56	OPAQUE_PAYLOAD || NONE	ANSATZ?	ACTIVE_PREPARATION_OR_ITEM	LICENSED_EXACT_WHOLE_CARD	OWNER=H2:O01;ACTIVE_ITEM/PREPARATION=H2:I002;TARGET/STATION=UNSET;PREVIOUS_ITEM=H2:I001	ACTIVE_ITEM/PREPARATION:=EXACT_ACTIVE_PREPARATION;PREVIOUS_ITEM=CARRY	OWNER=H2:O01;ACTIVE_ITEM/PREPARATION=H2:I003;TARGET/STATION=UNSET;PREVIOUS_ITEM=H2:I002	UNIQUE_EXACT	NONCLOSE	COPY_WHOLE_SURFACE_WITHOUT_DECOMPOSITION; KEEP_SELECTED_FIELD_NONCLOSE; CONTINUE_WITHIN_SELECTED_FIELD	chor	[CARD:ANSATZ?] [REGISTER:H2:I003 wiederholt; Slotkonflikt bleibt sichtbar]	Wärme zu einer weichen,	FROZEN_V60_MNEMONIC=ANSATZ?; LOCAL_OBJECTS_NOT_INCLUDED	RECORD_OR_PAGE_LOCAL_EXEMPLAR; NOT_CARD_VALUE	44494f13231a337de787	b9fcd7854443558a215b	8d554b887562cd25ac39	PASS_FROZEN_IDENTITY_PLUS_LOCAL_RIVAL_EXEMPLAR
35	HERBAL	H2	f10r	35	f10r.9	F005	H2-S003	b921a237be883a820352	OPAQUE_PAYLOAD || NONE	UNKNOWN	EXEMPLAR_TAIL	RECORD_LOCAL_EXEMPLAR_COPY	OWNER=H2:O01;ACTIVE_ITEM/PREPARATION=H2:I002;TARGET/STATION=UNSET;PREVIOUS_ITEM=H2:I001	FOUR_REGISTERS:=SELECTED_V62_CONTEXT;NO_TEMPLATE_SEMANTICS	OWNER=H2:O01;ACTIVE_ITEM/PREPARATION=H2:I003;TARGET/STATION=UNSET;PREVIOUS_ITEM=H2:I002	UNPARSED_EXEMPLAR	NONCLOSE	COPY_WHOLE_SURFACE_WITHOUT_DECOMPOSITION; KEEP_SELECTED_FIELD_NONCLOSE; CONTINUE_WITHIN_SELECTED_FIELD	chy	[GENRE:rühre bei kleinem Feuer]	duftenden Paste, fülle sie	UNKNOWN_OR_EXEMPLAR_ONLY; COPY_EXACT_ID	RECORD_OR_PAGE_LOCAL_EXEMPLAR; NOT_CARD_VALUE	44494f13231a337de787	852301659b0ad5609764	787595b040f3a20bcdbc	PASS_FROZEN_IDENTITY_PLUS_LOCAL_RIVAL_EXEMPLAR
36	HERBAL	H2	f10r	36	f10r.9	F005	H2-S003	409de02322e7b2ca0c62	OPAQUE_PAYLOAD || NONE	UNKNOWN	EXEMPLAR_TAIL	RECORD_LOCAL_EXEMPLAR_COPY	OWNER=H2:O01;ACTIVE_ITEM/PREPARATION=H2:I002;TARGET/STATION=UNSET;PREVIOUS_ITEM=H2:I001	FOUR_REGISTERS:=SELECTED_V62_CONTEXT;NO_TEMPLATE_SEMANTICS	OWNER=H2:O01;ACTIVE_ITEM/PREPARATION=H2:I003;TARGET/STATION=UNSET;PREVIOUS_ITEM=H2:I002	UNPARSED_EXEMPLAR	NONCLOSE	COPY_WHOLE_SURFACE_WITHOUT_DECOMPOSITION; KEEP_SELECTED_FIELD_NONCLOSE; CONTINUE_WITHIN_SELECTED_FIELD	kaiiin	[EXEMPLAR:bis eine weiche Salbe entsteht]	in ein glasiertes Gefäß und	UNKNOWN_OR_EXEMPLAR_ONLY; COPY_EXACT_ID	RECORD_OR_PAGE_LOCAL_EXEMPLAR; NOT_CARD_VALUE	44494f13231a337de787	68379787061d1b9949ec	d00d43f82213dd80d1c9	PASS_FROZEN_IDENTITY_PLUS_LOCAL_RIVAL_EXEMPLAR
37	HERBAL	H2	f10r	37	f10r.9	F005	H2-S003	b921a237be883a820352	OPAQUE_PAYLOAD || NONE	UNKNOWN	EXEMPLAR_TAIL	RECORD_LOCAL_EXEMPLAR_COPY	OWNER=H2:O01;ACTIVE_ITEM/PREPARATION=H2:I002;TARGET/STATION=UNSET;PREVIOUS_ITEM=H2:I001	FOUR_REGISTERS:=SELECTED_V62_CONTEXT;NO_TEMPLATE_SEMANTICS	OWNER=H2:O01;ACTIVE_ITEM/PREPARATION=H2:I003;TARGET/STATION=UNSET;PREVIOUS_ITEM=H2:I002	UNPARSED_EXEMPLAR	NONCLOSE	COPY_WHOLE_SURFACE_WITHOUT_DECOMPOSITION; KEEP_SELECTED_FIELD_NONCLOSE; CONTINUE_WITHIN_SELECTED_FIELD	dy	[GENRE:bewahre sie bedeckt]	verwende sie zum Einreiben	UNKNOWN_OR_EXEMPLAR_ONLY; COPY_EXACT_ID	RECORD_OR_PAGE_LOCAL_EXEMPLAR; NOT_CARD_VALUE	44494f13231a337de787	0152b70d561fb92516c6	09396b70bdec0f2c3ab6	PASS_FROZEN_IDENTITY_PLUS_LOCAL_RIVAL_EXEMPLAR
38	HERBAL	H2	f10r	38	f10r.9	F005	H2-S003	834825c61d048a6b5628	FRAME_O(OPAQUE_PAYLOAD + <ARG_AIIN>) || NONE	UNKNOWN	PARAMETER_ASSIGNMENT	RECORD_LOCAL_EXEMPLAR_COPY	OWNER=H2:O01;ACTIVE_ITEM/PREPARATION=H2:I002;TARGET/STATION=UNSET;PREVIOUS_ITEM=H2:I001	FOUR_REGISTERS:=SELECTED_V62_CONTEXT;NO_TEMPLATE_SEMANTICS	OWNER=H2:O01;ACTIVE_ITEM/PREPARATION=H2:I003;TARGET/STATION=UNSET;PREVIOUS_ITEM=H2:I002	UNPARSED_EXEMPLAR	NONCLOSE	COPY_WHOLE_SURFACE_WITHOUT_DECOMPOSITION; KEEP_SELECTED_FIELD_NONCLOSE; CONTINUE_WITHIN_SELECTED_FIELD	chodaiin	[GENRE:lege sie äußerlich auf ein Geschwür oder eine harte Schwellung]	von Holzgriffen oder Lederkanten.	UNKNOWN_OR_EXEMPLAR_ONLY; COPY_EXACT_ID	RECORD_OR_PAGE_LOCAL_EXEMPLAR; NOT_CARD_VALUE	44494f13231a337de787	ddb32983962d391e22e6	4bedb750a61f689e01f9	PASS_FROZEN_IDENTITY_PLUS_LOCAL_RIVAL_EXEMPLAR
39	HERBAL	H3	f11r	39	f11r.1	F006	H3-S001	953ad19b79517fc8a211	OPAQUE_PAYLOAD || NONE	UNKNOWN	EXEMPLAR_TAIL	RECORD_LOCAL_EXEMPLAR_COPY	OWNER=UNSET;ACTIVE_ITEM/PREPARATION=UNSET;TARGET/STATION=UNSET;PREVIOUS_ITEM=UNSET	FOUR_REGISTERS:=SELECTED_V62_CONTEXT;NO_TEMPLATE_SEMANTICS	OWNER=H3:O01;ACTIVE_ITEM/PREPARATION=H3:I001;TARGET/STATION=H3:T002;PREVIOUS_ITEM=UNSET	UNPARSED_EXEMPLAR	NONCLOSE	COPY_WHOLE_SURFACE_WITHOUT_DECOMPOSITION; KEEP_SELECTED_FIELD_NONCLOSE; START_SELECTED_STATEMENT	tshol	[IMAGE:Blüten und junge Blätter des Duftveilchens] [GENRE:im ersten Frühjahr nehmen]	Von der kleinblütigen abgebildeten Pflanze	UNKNOWN_OR_EXEMPLAR_ONLY; COPY_EXACT_ID	RECORD_OR_PAGE_LOCAL_EXEMPLAR; NOT_CARD_VALUE	37e2a7306ca3a2352c14	bec540d066fbd226f50c	4d60a551c004944db29f	PASS_FROZEN_IDENTITY_PLUS_LOCAL_RIVAL_EXEMPLAR
40	HERBAL	H3	f11r	40	f11r.1	F006	H3-S001	428a5e3662aa57b4b256	OPAQUE_PAYLOAD + <ARG_AL> || NONE	UNKNOWN	TARGET_ASSIGNMENT	RECORD_LOCAL_EXEMPLAR_COPY	OWNER=UNSET;ACTIVE_ITEM/PREPARATION=UNSET;TARGET/STATION=UNSET;PREVIOUS_ITEM=UNSET	FOUR_REGISTERS:=SELECTED_V62_CONTEXT;NO_TEMPLATE_SEMANTICS	OWNER=H3:O01;ACTIVE_ITEM/PREPARATION=H3:I001;TARGET/STATION=H3:T002;PREVIOUS_ITEM=UNSET	UNPARSED_EXEMPLAR	NONCLOSE	COPY_WHOLE_SURFACE_WITHOUT_DECOMPOSITION; KEEP_SELECTED_FIELD_NONCLOSE; CONTINUE_WITHIN_SELECTED_FIELD	schoal	[GENRE:in reinem Wein kochen]	sammle Blüten und junge Blätter	UNKNOWN_OR_EXEMPLAR_ONLY; COPY_EXACT_ID	RECORD_OR_PAGE_LOCAL_EXEMPLAR; NOT_CARD_VALUE	37e2a7306ca3a2352c14	d87a3532c327ca6cd4d7	185f621a20536c1d904b	PASS_FROZEN_IDENTITY_PLUS_LOCAL_RIVAL_EXEMPLAR
41	HERBAL	H3	f11r	41	f11r.1	F006	H3-S001	bdad9f9ea8b80f141496	OPAQUE_PAYLOAD || NONE	UNKNOWN	EXEMPLAR_TAIL	RECORD_LOCAL_EXEMPLAR_COPY	OWNER=UNSET;ACTIVE_ITEM/PREPARATION=UNSET;TARGET/STATION=UNSET;PREVIOUS_ITEM=UNSET	FOUR_REGISTERS:=SELECTED_V62_CONTEXT;NO_TEMPLATE_SEMANTICS	OWNER=H3:O01;ACTIVE_ITEM/PREPARATION=H3:I001;TARGET/STATION=H3:T002;PREVIOUS_ITEM=UNSET	UNPARSED_EXEMPLAR	NONCLOSE	COPY_WHOLE_SURFACE_WITHOUT_DECOMPOSITION; KEEP_SELECTED_FIELD_NONCLOSE; CONTINUE_WITHIN_SELECTED_FIELD	cfhy	[GENRE:durch ein feines Tuch wringen]	am kühlen Morgen. Koche einen	UNKNOWN_OR_EXEMPLAR_ONLY; COPY_EXACT_ID	RECORD_OR_PAGE_LOCAL_EXEMPLAR; NOT_CARD_VALUE	37e2a7306ca3a2352c14	3ab6a1e12eba5e167a85	8506e7205d5349e2f323	PASS_FROZEN_IDENTITY_PLUS_LOCAL_RIVAL_EXEMPLAR
42	HERBAL	H3	f11r	42	f11r.1	F006	H3-S001	a8af08e69edab8e54f15	OPAQUE_PAYLOAD + <ARG_AIIN> || NONE	UNKNOWN	PARAMETER_ASSIGNMENT	RECORD_LOCAL_EXEMPLAR_COPY	OWNER=UNSET;ACTIVE_ITEM/PREPARATION=UNSET;TARGET/STATION=UNSET;PREVIOUS_ITEM=UNSET	FOUR_REGISTERS:=SELECTED_V62_CONTEXT;NO_TEMPLATE_SEMANTICS	OWNER=H3:O01;ACTIVE_ITEM/PREPARATION=H3:I001;TARGET/STATION=H3:T002;PREVIOUS_ITEM=UNSET	UNPARSED_EXEMPLAR	NONCLOSE	COPY_WHOLE_SURFACE_WITHOUT_DECOMPOSITION; KEEP_SELECTED_FIELD_NONCLOSE; CONTINUE_WITHIN_SELECTED_FIELD	shfydaiin	[GENRE:den Auszug stehen lassen]	Teil kurz in verdünntem Wein,	UNKNOWN_OR_EXEMPLAR_ONLY; COPY_EXACT_ID	RECORD_OR_PAGE_LOCAL_EXEMPLAR; NOT_CARD_VALUE	37e2a7306ca3a2352c14	42bb56fe070703a6e4c0	0c80f71388b5f35451e3	PASS_FROZEN_IDENTITY_PLUS_LOCAL_RIVAL_EXEMPLAR
