combined_group_ordinal	unit_id	section_axis	page	source_locus	field_or_local_address	statement_or_locus_unit	opaque_whole_card_or_local_group_key	surface_display_only	fixed_exact_mnemonic	strict_formal_prompt	template_or_diagram_role	terminal_or_local_status	technical_system	complete_local_technical_default	technical_local_noun_source	selected_iatromedical_comparator	medical_local_noun_source	local_comparison_winner	strongest_local_technical_contradiction	compiler_channel_inherited	field_and_reflow_contract	formal_roundtrip	technical_content_status	medical_content_status	identity_contract
29	H2	HERBAL_MATERIAL	f10r	f10r.8	F004	H2-S002	P:dcda95c81a5460feb191	chol	UNKNOWN	AKTIVEN_ARBEITSSTAND_VERKNÜPFEN	LINK_ACTIVE	NONCLOSE	PLANT_STOCK_AND_ADDITIVE_BATCH	AKTIVEN_ARBEITSSTAND_VERKNÜPFEN=FORMAL_OPAQUE_SLOT_OPERATION ; LOCAL[diese vorige Charge an Vergleich H2-P02 verknüpfen]	V63_FORMAL_CHANNEL_NO_SEMANTIC_WORD+V53/V64_LOCAL_ARGUMENT	[FORMAL:AKTIVEN_ARBEITSSTAND_VERKNÜPFEN; keine Wortbedeutung] [REGISTER:H2:I002 führen]	FORMAL|REGISTER	TECHNICAL	Die frühe Erntefraktion ist ein lokaler, nicht formaler Wert.	STRICT_FORMAL_PROMPT	APPEND_FIELD>SPACE	PASS	LOCAL_NONMEDICAL_EXEMPLAR_NOT_CARD_MEANING	SEPARATE_SELECTED_COMPARATOR_NOT_CARD_MEANING	NO_NEW_CARD;EXACT_PROSE_ID_ATOMIC;ASTRO_PAGE_LOCAL;NO_CROSSPAGE_ID
30	H2	HERBAL_MATERIAL	f10r	f10r.8	F004	H2-S002	P:2f1c5e56e8f0ff459065	daiin	MASS?	VORGABEPARAMETER?	PARAMETER_ASSIGN	NONCLOSE	PLANT_STOCK_AND_ADDITIVE_BATCH	MASS?=vorgesehenen Mengenwert buchen ; VORGABEPARAMETER?=FORMAL_OPAQUE_SLOT_OPERATION ; LOCAL[Sollmenge für H2-P02 buchen]	V60_EXACT_VALUE+V63_FORMAL_CHANNEL_SEPARATE+V53/V64_LOCAL_ARGUMENT	[CARD:MASS?] [FORMAL:VORGABEPARAMETER?; keine Wortbedeutung] [EXEMPLAR:ein gleiches örtliches Maß]	CARD|FORMAL|EXEMPLAR	TECHNICAL	Die frühe Erntefraktion ist ein lokaler, nicht formaler Wert.	EXACT_MNEMONIC_PLUS_FORMAL_CONVERGENT	APPEND_FIELD>SPACE	PASS	LOCAL_NONMEDICAL_EXEMPLAR_NOT_CARD_MEANING	SEPARATE_SELECTED_COMPARATOR_NOT_CARD_MEANING	NO_NEW_CARD;EXACT_PROSE_ID_ATOMIC;ASTRO_PAGE_LOCAL;NO_CROSSPAGE_ID
31	H2	HERBAL_MATERIAL	f10r	f10r.8	F004	H2-S002	P:4d4559019a961b834aa1	dar	UNKNOWN	NONE	EXEMPLAR_ONLY	NONCLOSE	PLANT_STOCK_AND_ADDITIVE_BATCH	LOCAL[frühe Fraktion vollständig mazerieren]	V53_VISIBLE_OWNER_OR_V64_RECORD_LOCAL_HYPOTHESIS;NOT_CARD_MEANING	[GENRE:verbinde beide Fraktionen]	GENRE	TECHNICAL	Die frühe Erntefraktion ist ein lokaler, nicht formaler Wert.	EXEMPLAR_WHOLE_CARD	OPEN_FIELD_CUT>LINE_RESET	PASS	LOCAL_NONMEDICAL_EXEMPLAR_NOT_CARD_MEANING	SEPARATE_SELECTED_COMPARATOR_NOT_CARD_MEANING	NO_NEW_CARD;EXACT_PROSE_ID_ATOMIC;ASTRO_PAGE_LOCAL;NO_CROSSPAGE_ID
32	H2	HERBAL_MATERIAL	f10r	f10r.9	F005	H2-S003	P:27d97af8c96eb056c2e6	oykchor	UNKNOWN	NONE	EXEMPLAR_ONLY	NONCLOSE	PLANT_STOCK_AND_ADDITIVE_BATCH	LOCAL[späte Erntefraktion H2-R04 eröffnen]	V53_VISIBLE_OWNER_OR_V64_RECORD_LOCAL_HYPOTHESIS;NOT_CARD_MEANING	[GENRE:gib die Fraktionen in ein glasiertes Gefäß]	GENRE	TIE	Kein exakter Trigger bezeichnet Vergleich, Farbe oder Lagerung.	EXEMPLAR_WHOLE_CARD	APPEND_FIELD>SPACE	PASS	LOCAL_NONMEDICAL_EXEMPLAR_NOT_CARD_MEANING	SEPARATE_SELECTED_COMPARATOR_NOT_CARD_MEANING	NO_NEW_CARD;EXACT_PROSE_ID_ATOMIC;ASTRO_PAGE_LOCAL;NO_CROSSPAGE_ID
33	H2	HERBAL_MATERIAL	f10r	f10r.9	F005	H2-S003	P:7a4bb8136330ee4e6e56	shor	ANSATZ?	NONE	LINK_ACTIVE	NONCLOSE	PLANT_STOCK_AND_ADDITIVE_BATCH	ANSATZ?=aktiven Arbeitsansatz aufnehmen ; LOCAL[H2-P02 als ersten aktiven Ansatz führen]	V60_EXACT_VALUE+V53/V64_LOCAL_ARGUMENT	[CARD:ANSATZ?] [REGISTER:H2:I003 als Salbenansatz führen]	CARD|REGISTER	TIE	Kein exakter Trigger bezeichnet Vergleich, Farbe oder Lagerung.	EXACT_MNEMONIC	APPEND_FIELD>SPACE	PASS	LOCAL_NONMEDICAL_EXEMPLAR_NOT_CARD_MEANING	SEPARATE_SELECTED_COMPARATOR_NOT_CARD_MEANING	NO_NEW_CARD;EXACT_PROSE_ID_ATOMIC;ASTRO_PAGE_LOCAL;NO_CROSSPAGE_ID
34	H2	HERBAL_MATERIAL	f10r	f10r.9	F005	H2-S003	P:7a4bb8136330ee4e6e56	chor	ANSATZ?	NONE	LINK_ACTIVE	NONCLOSE	PLANT_STOCK_AND_ADDITIVE_BATCH	ANSATZ?=aktiven Arbeitsansatz aufnehmen ; LOCAL[späte Teilcharge H2-P03 als zweiten aktiven Ansatz führen]	V60_EXACT_VALUE+V53/V64_LOCAL_ARGUMENT	[CARD:ANSATZ?] [REGISTER:H2:I003 wiederholt; Slotkonflikt bleibt sichtbar]	CARD|REGISTER	TIE	Kein exakter Trigger bezeichnet Vergleich, Farbe oder Lagerung.	EXACT_MNEMONIC	APPEND_FIELD>SPACE	PASS	LOCAL_NONMEDICAL_EXEMPLAR_NOT_CARD_MEANING	SEPARATE_SELECTED_COMPARATOR_NOT_CARD_MEANING	NO_NEW_CARD;EXACT_PROSE_ID_ATOMIC;ASTRO_PAGE_LOCAL;NO_CROSSPAGE_ID
35	H2	HERBAL_MATERIAL	f10r	f10r.9	F005	H2-S003	P:b921a237be883a820352	chy	UNKNOWN	NONE	EXEMPLAR_ONLY	NONCLOSE	PLANT_STOCK_AND_ADDITIVE_BATCH	LOCAL[beide Ernteauszüge in getrennten Gefäßen umrühren]	V53_VISIBLE_OWNER_OR_V64_RECORD_LOCAL_HYPOTHESIS;NOT_CARD_MEANING	[GENRE:rühre bei kleinem Feuer]	GENRE	TIE	Kein exakter Trigger bezeichnet Vergleich, Farbe oder Lagerung.	EXEMPLAR_WHOLE_CARD	APPEND_FIELD>SPACE	PASS	LOCAL_NONMEDICAL_EXEMPLAR_NOT_CARD_MEANING	SEPARATE_SELECTED_COMPARATOR_NOT_CARD_MEANING	NO_NEW_CARD;EXACT_PROSE_ID_ATOMIC;ASTRO_PAGE_LOCAL;NO_CROSSPAGE_ID
36	H2	HERBAL_MATERIAL	f10r	f10r.9	F005	H2-S003	P:409de02322e7b2ca0c62	kaiiin	UNKNOWN	NONE	EXEMPLAR_ONLY	NONCLOSE	PLANT_STOCK_AND_ADDITIVE_BATCH	LOCAL[beide durch dasselbe Tuch seihen]	V53_VISIBLE_OWNER_OR_V64_RECORD_LOCAL_HYPOTHESIS;NOT_CARD_MEANING	[EXEMPLAR:bis eine weiche Salbe entsteht]	EXEMPLAR	TIE	Kein exakter Trigger bezeichnet Vergleich, Farbe oder Lagerung.	EXEMPLAR_WHOLE_CARD	APPEND_FIELD>SPACE	PASS	LOCAL_NONMEDICAL_EXEMPLAR_NOT_CARD_MEANING	SEPARATE_SELECTED_COMPARATOR_NOT_CARD_MEANING	NO_NEW_CARD;EXACT_PROSE_ID_ATOMIC;ASTRO_PAGE_LOCAL;NO_CROSSPAGE_ID
37	H2	HERBAL_MATERIAL	f10r	f10r.9	F005	H2-S003	P:b921a237be883a820352	dy	UNKNOWN	NONE	EXEMPLAR_ONLY	NONCLOSE	PLANT_STOCK_AND_ADDITIVE_BATCH	LOCAL[Farbe und Bodensatz als Vergleichsmerkmale notieren]	V53_VISIBLE_OWNER_OR_V64_RECORD_LOCAL_HYPOTHESIS;NOT_CARD_MEANING	[GENRE:bewahre sie bedeckt]	GENRE	TIE	Kein exakter Trigger bezeichnet Vergleich, Farbe oder Lagerung.	EXEMPLAR_WHOLE_CARD	APPEND_FIELD>SPACE	PASS	LOCAL_NONMEDICAL_EXEMPLAR_NOT_CARD_MEANING	SEPARATE_SELECTED_COMPARATOR_NOT_CARD_MEANING	NO_NEW_CARD;EXACT_PROSE_ID_ATOMIC;ASTRO_PAGE_LOCAL;NO_CROSSPAGE_ID
38	H2	HERBAL_MATERIAL	f10r	f10r.9	F005	H2-S003	P:834825c61d048a6b5628	chodaiin	UNKNOWN	NONE	EXEMPLAR_ONLY	NONCLOSE	PLANT_STOCK_AND_ADDITIVE_BATCH	LOCAL[Vergleichspaar H2-P02/H2-P03 verschlossen lagern]	V53_VISIBLE_OWNER_OR_V64_RECORD_LOCAL_HYPOTHESIS;NOT_CARD_MEANING	[GENRE:lege sie äußerlich auf ein Geschwür oder eine harte Schwellung]	GENRE	TIE	Kein exakter Trigger bezeichnet Vergleich, Farbe oder Lagerung.	EXEMPLAR_WHOLE_CARD	OPEN_FIELD_CUT>LINE_RESET	PASS	LOCAL_NONMEDICAL_EXEMPLAR_NOT_CARD_MEANING	SEPARATE_SELECTED_COMPARATOR_NOT_CARD_MEANING	NO_NEW_CARD;EXACT_PROSE_ID_ATOMIC;ASTRO_PAGE_LOCAL;NO_CROSSPAGE_ID
39	H3	HERBAL_MATERIAL	f11r	f11r.1	F006	H3-S001	P:953ad19b79517fc8a211	tshol	UNKNOWN	NONE	EXEMPLAR_ONLY	NONCLOSE	PLANT_STOCK_AND_ADDITIVE_BATCH	LOCAL[Bildbesitzer H3 als Blüten-Kraut-Los H3-R01 eröffnen]	V53_VISIBLE_OWNER_OR_V64_RECORD_LOCAL_HYPOTHESIS;NOT_CARD_MEANING	[IMAGE:Blüten und junge Blätter des Duftveilchens] [GENRE:im ersten Frühjahr nehmen]	IMAGE|GENRE	TIE	Farbextraktfunktion und zweimaliges Seihen sind lokale Expansionen.	EXEMPLAR_WHOLE_CARD	APPEND_FIELD>SPACE	PASS	LOCAL_NONMEDICAL_EXEMPLAR_NOT_CARD_MEANING	SEPARATE_SELECTED_COMPARATOR_NOT_CARD_MEANING	NO_NEW_CARD;EXACT_PROSE_ID_ATOMIC;ASTRO_PAGE_LOCAL;NO_CROSSPAGE_ID
40	H3	HERBAL_MATERIAL	f11r	f11r.1	F006	H3-S001	P:428a5e3662aa57b4b256	schoal	UNKNOWN	NONE	EXEMPLAR_ONLY	NONCLOSE	PLANT_STOCK_AND_ADDITIVE_BATCH	LOCAL[junge oberirdische Teile sammeln]	V53_VISIBLE_OWNER_OR_V64_RECORD_LOCAL_HYPOTHESIS;NOT_CARD_MEANING	[GENRE:in reinem Wein kochen]	GENRE	TIE	Farbextraktfunktion und zweimaliges Seihen sind lokale Expansionen.	EXEMPLAR_WHOLE_CARD	APPEND_FIELD>SPACE	PASS	LOCAL_NONMEDICAL_EXEMPLAR_NOT_CARD_MEANING	SEPARATE_SELECTED_COMPARATOR_NOT_CARD_MEANING	NO_NEW_CARD;EXACT_PROSE_ID_ATOMIC;ASTRO_PAGE_LOCAL;NO_CROSSPAGE_ID
41	H3	HERBAL_MATERIAL	f11r	f11r.1	F006	H3-S001	P:bdad9f9ea8b80f141496	cfhy	UNKNOWN	NONE	EXEMPLAR_ONLY	NONCLOSE	PLANT_STOCK_AND_ADDITIVE_BATCH	LOCAL[Blütenköpfe und Blätter in zwei Schalen sortieren]	V53_VISIBLE_OWNER_OR_V64_RECORD_LOCAL_HYPOTHESIS;NOT_CARD_MEANING	[GENRE:durch ein feines Tuch wringen]	GENRE	TIE	Farbextraktfunktion und zweimaliges Seihen sind lokale Expansionen.	EXEMPLAR_WHOLE_CARD	APPEND_FIELD>SPACE	PASS	LOCAL_NONMEDICAL_EXEMPLAR_NOT_CARD_MEANING	SEPARATE_SELECTED_COMPARATOR_NOT_CARD_MEANING	NO_NEW_CARD;EXACT_PROSE_ID_ATOMIC;ASTRO_PAGE_LOCAL;NO_CROSSPAGE_ID
42	H3	HERBAL_MATERIAL	f11r	f11r.1	F006	H3-S001	P:a8af08e69edab8e54f15	shfydaiin	UNKNOWN	NONE	EXEMPLAR_ONLY	NONCLOSE	PLANT_STOCK_AND_ADDITIVE_BATCH	LOCAL[Krautfraktion quetschen und in Wasser mazerieren]	V53_VISIBLE_OWNER_OR_V64_RECORD_LOCAL_HYPOTHESIS;NOT_CARD_MEANING	[GENRE:den Auszug stehen lassen]	GENRE	TIE	Farbextraktfunktion und zweimaliges Seihen sind lokale Expansionen.	EXEMPLAR_WHOLE_CARD	APPEND_FIELD>SPACE	PASS	LOCAL_NONMEDICAL_EXEMPLAR_NOT_CARD_MEANING	SEPARATE_SELECTED_COMPARATOR_NOT_CARD_MEANING	NO_NEW_CARD;EXACT_PROSE_ID_ATOMIC;ASTRO_PAGE_LOCAL;NO_CROSSPAGE_ID
43	H3	HERBAL_MATERIAL	f11r	f11r.1	F006	H3-S001	P:deb377381ceaf55ea310	cphy	UNKNOWN	NONE	EXEMPLAR_ONLY	NONCLOSE	PLANT_STOCK_AND_ADDITIVE_BATCH	LOCAL[Auszug zuerst grob, dann durch Tuch seihen]	V53_VISIBLE_OWNER_OR_V64_RECORD_LOCAL_HYPOTHESIS;NOT_CARD_MEANING	[GENRE:nochmals seihen]	GENRE	TIE	Farbextraktfunktion und zweimaliges Seihen sind lokale Expansionen.	EXEMPLAR_WHOLE_CARD	APPEND_FIELD>SPACE	PASS	LOCAL_NONMEDICAL_EXEMPLAR_NOT_CARD_MEANING	SEPARATE_SELECTED_COMPARATOR_NOT_CARD_MEANING	NO_NEW_CARD;EXACT_PROSE_ID_ATOMIC;ASTRO_PAGE_LOCAL;NO_CROSSPAGE_ID
44	H3	HERBAL_MATERIAL	f11r	f11r.1	F006	H3-S001	P:b5df9126607030b95175	shey	KLAR?	NONE	STATE_GATE	NONCLOSE	PLANT_STOCK_AND_ADDITIVE_BATCH	KLAR?=Klarzustand der aktiven Charge prüfen ; LOCAL[Klarheitszustand des Filtrats H3-P01 prüfen]	V60_EXACT_VALUE+V53/V64_LOCAL_ARGUMENT	[CARD:KLAR?] [EXEMPLAR:bis zum örtlich geprüften klaren Zustand]	CARD|EXEMPLAR	TIE	Farbextraktfunktion und zweimaliges Seihen sind lokale Expansionen.	EXACT_MNEMONIC	APPEND_FIELD>SPACE	PASS	LOCAL_NONMEDICAL_EXEMPLAR_NOT_CARD_MEANING	SEPARATE_SELECTED_COMPARATOR_NOT_CARD_MEANING	NO_NEW_CARD;EXACT_PROSE_ID_ATOMIC;ASTRO_PAGE_LOCAL;NO_CROSSPAGE_ID
45	H3	HERBAL_MATERIAL	f11r	f11r.1	F006	H3-S001	P:2e2027b1951d79911e24	tchody	UNKNOWN	NONE	EXEMPLAR_ONLY	TERMINAL	PLANT_STOCK_AND_ADDITIVE_BATCH	LOCAL[klares Filtrat absetzen lassen und Feld schließen]	V53_VISIBLE_OWNER_OR_V64_RECORD_LOCAL_HYPOTHESIS;NOT_CARD_MEANING	[FORMAL:CLOSE; keine Wortbedeutung] [GENRE:abkühlen lassen]	FORMAL|GENRE	TIE	Farbextraktfunktion und zweimaliges Seihen sind lokale Expansionen.	EXEMPLAR_WHOLE_CARD	CLOSE_AND_COMMIT>SPACE	PASS	LOCAL_NONMEDICAL_EXEMPLAR_NOT_CARD_MEANING	SEPARATE_SELECTED_COMPARATOR_NOT_CARD_MEANING	NO_NEW_CARD;EXACT_PROSE_ID_ATOMIC;ASTRO_PAGE_LOCAL;NO_CROSSPAGE_ID
46	H3	HERBAL_MATERIAL	f11r	f11r.1	F007	H3-S002	P:577c03a928d674d420d7	shoyty	UNKNOWN	NONE	EXEMPLAR_ONLY	NONCLOSE	PLANT_STOCK_AND_ADDITIVE_BATCH	LOCAL[einen Blütenkopf als Referenzfraktion H3-R02 zurücklegen]	V53_VISIBLE_OWNER_OR_V64_RECORD_LOCAL_HYPOTHESIS;NOT_CARD_MEANING	[EXEMPLAR:behalte einen Teil der frischen Blüten für die zweite Arznei zurück]	EXEMPLAR	TECHNICAL	Das einzige Ereignis ist EXEMPLAR_ONLY; selbst ‚zurücklegen‘ ist unbelegt.	EXEMPLAR_WHOLE_CARD	OPEN_FIELD_CUT>LINE_RESET	PASS	LOCAL_NONMEDICAL_EXEMPLAR_NOT_CARD_MEANING	SEPARATE_SELECTED_COMPARATOR_NOT_CARD_MEANING	NO_NEW_CARD;EXACT_PROSE_ID_ATOMIC;ASTRO_PAGE_LOCAL;NO_CROSSPAGE_ID
47	H3	HERBAL_MATERIAL	f11r	f11r.4	F008	H3-S003	P:d665560c8ff80799a82c	dchol	UNKNOWN	NONE	EXEMPLAR_ONLY	NONCLOSE	PLANT_STOCK_AND_ADDITIVE_BATCH	LOCAL[Filtrat H3-P01 wieder aufnehmen]	V53_VISIBLE_OWNER_OR_V64_RECORD_LOCAL_HYPOTHESIS;NOT_CARD_MEANING	[REGISTER:H3:I001 als erster Auszug]	REGISTER	IATROMEDICAL	Kein ACTION-Trigger trägt Dosieren oder Prüfen.	EXEMPLAR_WHOLE_CARD	APPEND_FIELD>SPACE	PASS	LOCAL_NONMEDICAL_EXEMPLAR_NOT_CARD_MEANING	SEPARATE_SELECTED_COMPARATOR_NOT_CARD_MEANING	NO_NEW_CARD;EXACT_PROSE_ID_ATOMIC;ASTRO_PAGE_LOCAL;NO_CROSSPAGE_ID
48	H3	HERBAL_MATERIAL	f11r	f11r.4	F008	H3-S003	P:b921a237be883a820352	chy	UNKNOWN	NONE	EXEMPLAR_ONLY	NONCLOSE	PLANT_STOCK_AND_ADDITIVE_BATCH	LOCAL[drei gleiche Probengläser bereitstellen]	V53_VISIBLE_OWNER_OR_V64_RECORD_LOCAL_HYPOTHESIS;NOT_CARD_MEANING	[GENRE:nimm davon]	GENRE	IATROMEDICAL	Kein ACTION-Trigger trägt Dosieren oder Prüfen.	EXEMPLAR_WHOLE_CARD	APPEND_FIELD>SPACE	PASS	LOCAL_NONMEDICAL_EXEMPLAR_NOT_CARD_MEANING	SEPARATE_SELECTED_COMPARATOR_NOT_CARD_MEANING	NO_NEW_CARD;EXACT_PROSE_ID_ATOMIC;ASTRO_PAGE_LOCAL;NO_CROSSPAGE_ID
49	H3	HERBAL_MATERIAL	f11r	f11r.4	F008	H3-S003	P:b2812c8283c3a62438bd	kchy	UNKNOWN	NONE	EXEMPLAR_ONLY	NONCLOSE	PLANT_STOCK_AND_ADDITIVE_BATCH	LOCAL[Filtrat auf die Probengläser verteilen]	V53_VISIBLE_OWNER_OR_V64_RECORD_LOCAL_HYPOTHESIS;NOT_CARD_MEANING	[GENRE:gib ihn als Trank]	GENRE	IATROMEDICAL	Kein ACTION-Trigger trägt Dosieren oder Prüfen.	EXEMPLAR_WHOLE_CARD	APPEND_FIELD>SPACE	PASS	LOCAL_NONMEDICAL_EXEMPLAR_NOT_CARD_MEANING	SEPARATE_SELECTED_COMPARATOR_NOT_CARD_MEANING	NO_NEW_CARD;EXACT_PROSE_ID_ATOMIC;ASTRO_PAGE_LOCAL;NO_CROSSPAGE_ID
50	H3	HERBAL_MATERIAL	f11r	f11r.4	F008	H3-S003	P:b921a237be883a820352	dy	UNKNOWN	NONE	EXEMPLAR_ONLY	NONCLOSE	PLANT_STOCK_AND_ADDITIVE_BATCH	LOCAL[Farbton und Niederschlag je Glas vermerken]	V53_VISIBLE_OWNER_OR_V64_RECORD_LOCAL_HYPOTHESIS;NOT_CARD_MEANING	[GENRE:bei bedrücktem Gemüt und beschwerter Brust]	GENRE	IATROMEDICAL	Kein ACTION-Trigger trägt Dosieren oder Prüfen.	EXEMPLAR_WHOLE_CARD	APPEND_FIELD>SPACE	PASS	LOCAL_NONMEDICAL_EXEMPLAR_NOT_CARD_MEANING	SEPARATE_SELECTED_COMPARATOR_NOT_CARD_MEANING	NO_NEW_CARD;EXACT_PROSE_ID_ATOMIC;ASTRO_PAGE_LOCAL;NO_CROSSPAGE_ID
51	H3	HERBAL_MATERIAL	f11r	f11r.4	F008	H3-S003	P:2f1c5e56e8f0ff459065	daiin	MASS?	VORGABEPARAMETER?	PARAMETER_ASSIGN	NONCLOSE	PLANT_STOCK_AND_ADDITIVE_BATCH	MASS?=vorgesehenen Mengenwert buchen ; VORGABEPARAMETER?=FORMAL_OPAQUE_SLOT_OPERATION ; LOCAL[Sollmenge je Probenglas buchen]	V60_EXACT_VALUE+V63_FORMAL_CHANNEL_SEPARATE+V53/V64_LOCAL_ARGUMENT	[CARD:MASS?] [FORMAL:VORGABEPARAMETER?; keine Wortbedeutung] [EXEMPLAR:in kleinem örtlichem Maß]	CARD|FORMAL|EXEMPLAR	IATROMEDICAL	Kein ACTION-Trigger trägt Dosieren oder Prüfen.	EXACT_MNEMONIC_PLUS_FORMAL_CONVERGENT	OPEN_FIELD_CUT>LINE_RESET	PASS	LOCAL_NONMEDICAL_EXEMPLAR_NOT_CARD_MEANING	SEPARATE_SELECTED_COMPARATOR_NOT_CARD_MEANING	NO_NEW_CARD;EXACT_PROSE_ID_ATOMIC;ASTRO_PAGE_LOCAL;NO_CROSSPAGE_ID
52	H3	HERBAL_MATERIAL	f11r	f11r.7	F009	H3-S004	P:a48efd6c4491a046ba78	qotchy	UNKNOWN	NONE	EXEMPLAR_ONLY	NONCLOSE	PLANT_STOCK_AND_ADDITIVE_BATCH	LOCAL[Blattfraktion H3-R03 als neue Charge eröffnen]	V53_VISIBLE_OWNER_OR_V64_RECORD_LOCAL_HYPOTHESIS;NOT_CARD_MEANING	[EXEMPLAR:nimm die zurückbehaltenen Blüten]	EXEMPLAR	IATROMEDICAL	Blattfraktion, Wärme und Lagerung sind nicht in den Kartenwerten enthalten.	EXEMPLAR_WHOLE_CARD	APPEND_FIELD>SPACE	PASS	LOCAL_NONMEDICAL_EXEMPLAR_NOT_CARD_MEANING	SEPARATE_SELECTED_COMPARATOR_NOT_CARD_MEANING	NO_NEW_CARD;EXACT_PROSE_ID_ATOMIC;ASTRO_PAGE_LOCAL;NO_CROSSPAGE_ID
53	H3	HERBAL_MATERIAL	f11r	f11r.7	F009	H3-S004	P:322281bd391aa621f568	okchol	UNKNOWN	NONE	EXEMPLAR_ONLY	NONCLOSE	PLANT_STOCK_AND_ADDITIVE_BATCH	LOCAL[Blätter warm in Wasser ausziehen]	V53_VISIBLE_OWNER_OR_V64_RECORD_LOCAL_HYPOTHESIS;NOT_CARD_MEANING	[GENRE:erwärme sie in Olivenöl]	GENRE	IATROMEDICAL	Blattfraktion, Wärme und Lagerung sind nicht in den Kartenwerten enthalten.	EXEMPLAR_WHOLE_CARD	APPEND_FIELD>SPACE	PASS	LOCAL_NONMEDICAL_EXEMPLAR_NOT_CARD_MEANING	SEPARATE_SELECTED_COMPARATOR_NOT_CARD_MEANING	NO_NEW_CARD;EXACT_PROSE_ID_ATOMIC;ASTRO_PAGE_LOCAL;NO_CROSSPAGE_ID
54	H3	HERBAL_MATERIAL	f11r	f11r.7	F009	H3-S004	P:e0b630cb1b5df5e7105b	cthy	BEREIT?	NONE	STATE_GATE	NONCLOSE	PLANT_STOCK_AND_ADDITIVE_BATCH	BEREIT?=Freigabestand der aktiven Charge prüfen ; LOCAL[Arbeitsstand H3-P02 als bereit markieren]	V60_EXACT_VALUE+V53/V64_LOCAL_ARGUMENT	[CARD:BEREIT?] [EXEMPLAR:bis zum örtlichen Bereitschaftszustand]	CARD|EXEMPLAR	IATROMEDICAL	Blattfraktion, Wärme und Lagerung sind nicht in den Kartenwerten enthalten.	EXACT_MNEMONIC	APPEND_FIELD>SPACE	PASS	LOCAL_NONMEDICAL_EXEMPLAR_NOT_CARD_MEANING	SEPARATE_SELECTED_COMPARATOR_NOT_CARD_MEANING	NO_NEW_CARD;EXACT_PROSE_ID_ATOMIC;ASTRO_PAGE_LOCAL;NO_CROSSPAGE_ID
55	H3	HERBAL_MATERIAL	f11r	f11r.7	F009	H3-S004	P:b921a237be883a820352	dy	UNKNOWN	NONE	EXEMPLAR_ONLY	NONCLOSE	PLANT_STOCK_AND_ADDITIVE_BATCH	LOCAL[Blattauszug und Referenzblüte getrennt verwahren]	V53_VISIBLE_OWNER_OR_V64_RECORD_LOCAL_HYPOTHESIS;NOT_CARD_MEANING	[GENRE:streiche das Öl äußerlich um die Lider ohne das Auge zu berühren]	GENRE	IATROMEDICAL	Blattfraktion, Wärme und Lagerung sind nicht in den Kartenwerten enthalten.	EXEMPLAR_WHOLE_CARD	OPEN_FIELD_CUT>LINE_RESET	PASS	LOCAL_NONMEDICAL_EXEMPLAR_NOT_CARD_MEANING	SEPARATE_SELECTED_COMPARATOR_NOT_CARD_MEANING	NO_NEW_CARD;EXACT_PROSE_ID_ATOMIC;ASTRO_PAGE_LOCAL;NO_CROSSPAGE_ID
56	H4	HERBAL_MATERIAL	f55v	f55v.5	F010	H4-S001	P:b5fcea1eaed06b2f2291	qokaiin	UNKNOWN	STANDARDSLOT_SETZEN	PARAMETER_ASSIGN	NONCLOSE	PLANT_STOCK_AND_ADDITIVE_BATCH	STANDARDSLOT_SETZEN=FORMAL_OPAQUE_SLOT_OPERATION ; LOCAL[formalen Standardslot für Blattposten H4-R01 setzen]	V63_FORMAL_CHANNEL_NO_SEMANTIC_WORD+V53/V64_LOCAL_ARGUMENT	[FORMAL:STANDARDSLOT_SETZEN; keine Wortbedeutung] [EXEMPLAR:setze den ersten Posten an]	FORMAL|EXEMPLAR	TECHNICAL	Die Blattflotte und das Mazerationsmedium bleiben lokale Werte.	STRICT_FORMAL_PROMPT	APPEND_FIELD>SPACE	PASS	LOCAL_NONMEDICAL_EXEMPLAR_NOT_CARD_MEANING	SEPARATE_SELECTED_COMPARATOR_NOT_CARD_MEANING	NO_NEW_CARD;EXACT_PROSE_ID_ATOMIC;ASTRO_PAGE_LOCAL;NO_CROSSPAGE_ID
57	H4	HERBAL_MATERIAL	f55v	f55v.5	F010	H4-S001	P:2f1c5e56e8f0ff459065	chaiin	MASS?	NONE	PARAMETER_ASSIGN	NONCLOSE	PLANT_STOCK_AND_ADDITIVE_BATCH	MASS?=vorgesehenen Mengenwert buchen ; LOCAL[Sollmenge frischer breiter Blätter buchen]	V60_EXACT_VALUE+V53/V64_LOCAL_ARGUMENT	[CARD:MASS?] [EXEMPLAR:ein örtlich vorgeschriebenes Maß]	CARD|EXEMPLAR	TECHNICAL	Die Blattflotte und das Mazerationsmedium bleiben lokale Werte.	EXACT_MNEMONIC	APPEND_FIELD>SPACE	PASS	LOCAL_NONMEDICAL_EXEMPLAR_NOT_CARD_MEANING	SEPARATE_SELECTED_COMPARATOR_NOT_CARD_MEANING	NO_NEW_CARD;EXACT_PROSE_ID_ATOMIC;ASTRO_PAGE_LOCAL;NO_CROSSPAGE_ID
