global_index	section	page	unit_id	locus	opaque_identity	surface_display_only	rival_complete_local_reading	iatromedical_comparator	shared_formal_layer	semantic_status
328	BATHHOUSE_WATERWORK	f83r	B4	f83r.27	6f7ff8287eddf4da9fdb	chedy	LOCAL_EXEMPLAR[Charge durch den Filter führen;keine Kartenbedeutung]	rühre, bis alles gleichmäßig vermischt ist	EXEMPLAR_ONLY	LOCAL_TECHNICAL_EXEMPLAR_NOT_CARD_GLOSS
329	BATHHOUSE_WATERWORK	f83r	B4	f83r.27	7d25241b0e56c836372a	qokeedy	LOCAL_EXEMPLAR[Rückstand vom Filter abnehmen;keine Kartenbedeutung]	bade oder tauche in der temperierten warmen Flüssigkeit und beende den Schritt	EXEMPLAR_ONLY	LOCAL_TECHNICAL_EXEMPLAR_NOT_CARD_GLOSS
330	BATHHOUSE_WATERWORK	f83r	B4	f83r.27	d68bc8de3bcee09db23c	shckhedy	LOCAL_EXEMPLAR[Filter lösen;keine Kartenbedeutung]	seihe es einmal durch ein Tuch und beende den Schritt	EXEMPLAR_ONLY	LOCAL_TECHNICAL_EXEMPLAR_NOT_CARD_GLOSS
331	BATHHOUSE_WATERWORK	f83r	B4	f83r.27	d68bc8de3bcee09db23c	shckhedy	LOCAL_EXEMPLAR[Spülwasser zuführen;keine Kartenbedeutung]	seihe es einmal durch ein Tuch und beende den Schritt	EXEMPLAR_ONLY	LOCAL_TECHNICAL_EXEMPLAR_NOT_CARD_GLOSS
332	BATHHOUSE_WATERWORK	f83r	B4	f83r.28	2f1c5e56e8f0ff459065	saiin	MASS?=vorgesehenen Mengenwert buchen ; LOCAL_ARGUMENT[Mengenbuch=B4:F117:M]	Ein vorgeschriebenes Maß	PARAMETER_ASSIGN	LOCAL_TECHNICAL_EXEMPLAR_NOT_CARD_GLOSS
333	BATHHOUSE_WATERWORK	f83r	B4	f83r.28	2c1a5fd92b9e3c762242	cheeky	LOCAL_EXEMPLAR[Leitung bis zum klaren Lauf spülen;keine Kartenbedeutung]	solange es noch warm ist	EXEMPLAR_ONLY	LOCAL_TECHNICAL_EXEMPLAR_NOT_CARD_GLOSS
334	BATHHOUSE_WATERWORK	f83r	B4	f83r.28	92e43836d82f98bf02d3	sheey	LOCAL_EXEMPLAR[Spülrest getrennt auffangen;keine Kartenbedeutung]	die erste Öffnung	EXEMPLAR_ONLY	LOCAL_TECHNICAL_EXEMPLAR_NOT_CARD_GLOSS
335	BATHHOUSE_WATERWORK	f83r	B4	f83r.28	7db18b2f0fb7ed0fcfd3	qokedy	SPÜLEN?=aktiven Lauf spülen und abschließen ; LOCAL_ARGUMENT[Leitungsweg von Nachklärbecken D mit Warmzulauf W4, Filtertuch F4, Unterlauf U4 und Rückleitung R4]	spüle die bezeichnete Stelle einmal und beende den Schritt	TERMINAL_FLUSH	LOCAL_TECHNICAL_EXEMPLAR_NOT_CARD_GLOSS
336	BATHHOUSE_WATERWORK	f83r	B4	f83r.28	bc4f1f5c006c74a4d26d	shedy	LOCAL_EXEMPLAR[Rücklaufleitung öffnen;keine Kartenbedeutung]	lasse es bis zur Bereitschaft stehen und beende den Schritt	EXEMPLAR_ONLY	LOCAL_TECHNICAL_EXEMPLAR_NOT_CARD_GLOSS
337	BATHHOUSE_WATERWORK	f83r	B4	f83r.28	1b1ffdd869fb1429ad03	oldy	LOCAL_EXEMPLAR[Vorratscharge bereitstellen;keine Kartenbedeutung]	koche sanft und beende diesen Arbeitsschritt	EXEMPLAR_ONLY	LOCAL_TECHNICAL_EXEMPLAR_NOT_CARD_GLOSS
338	BATHHOUSE_WATERWORK	f83r	B4	f83r.35	2f1c5e56e8f0ff459065	saiin	MASS?=vorgesehenen Mengenwert buchen ; LOCAL_ARGUMENT[Mengenbuch=B4:F120:M]	Ein vorgeschriebenes Maß	PARAMETER_ASSIGN	LOCAL_TECHNICAL_EXEMPLAR_NOT_CARD_GLOSS
339	BATHHOUSE_WATERWORK	f83r	B4	f83r.35	d904bf7b044dd3922781	cheky	LOCAL_EXEMPLAR[Restcharge zurückführen;keine Kartenbedeutung]	bei sanfter Wärme	EXEMPLAR_ONLY	LOCAL_TECHNICAL_EXEMPLAR_NOT_CARD_GLOSS
340	BATHHOUSE_WATERWORK	f83r	B4	f83r.35	daf32e6db9e04413ce7f	okeeol	LOCAL_EXEMPLAR[vorigen Arbeitsstand aufnehmen;keine Kartenbedeutung]	das breite Gefäß	EXEMPLAR_ONLY	LOCAL_TECHNICAL_EXEMPLAR_NOT_CARD_GLOSS
341	BATHHOUSE_WATERWORK	f83r	B4	f83r.35	1645e612504fcef59ced	okain	LOCAL_EXEMPLAR[Rückgabe an die Vorstation buchen;keine Kartenbedeutung]	gib einen abgemessenen Anteil in das Gefäß	EXEMPLAR_ONLY	LOCAL_TECHNICAL_EXEMPLAR_NOT_CARD_GLOSS
342	BATHHOUSE_WATERWORK	f83r	B4	f83r.35	6f7ff8287eddf4da9fdb	chdy	LOCAL_EXEMPLAR[Rücklaufleitung öffnen;keine Kartenbedeutung]	rühre, bis alles gleichmäßig vermischt ist	EXEMPLAR_ONLY	LOCAL_TECHNICAL_EXEMPLAR_NOT_CARD_GLOSS
343	BATHHOUSE_WATERWORK	f83r	B4	f83r.37	dcda95c81a5460feb191	sol	AKTIVEN_ARBEITSSTAND_VERKNÜPFEN=FORMAL_OPAQUE_SLOT_OPERATION ; LOCAL_ARGUMENT[aktive Charge/Rücklauf des Feldes F121]	Mit der vorigen Zubereitung weiter	LINK_ACTIVE	LOCAL_TECHNICAL_EXEMPLAR_NOT_CARD_GLOSS
344	BATHHOUSE_WATERWORK	f83r	B4	f83r.37	b958a512ca6a3559e86e	lkedy	LOCAL_EXEMPLAR[Charge in den Sammellauf ablassen;keine Kartenbedeutung]	wasche zweimal und beende den Schritt	EXEMPLAR_ONLY	LOCAL_TECHNICAL_EXEMPLAR_NOT_CARD_GLOSS
345	BATHHOUSE_WATERWORK	f83r	B4	f83r.37	de7321bface5628e35d6	lchedy	ABLASSEN?=aktive Charge ablassen und abschließen ; LOCAL_ARGUMENT[Unterlauf von Nachklärbecken D mit Warmzulauf W4, Filtertuch F4, Unterlauf U4 und Rückleitung R4]	lasse die verbrauchte Flüssigkeit in das untere Auffanggefäß ablaufen und beende den Schritt	TERMINAL_DRAIN	LOCAL_TECHNICAL_EXEMPLAR_NOT_CARD_GLOSS
346	BATHHOUSE_WATERWORK	f83r	B4	f83r.37	232195d6ff2f326322f7	qokol	LOCAL_EXEMPLAR[Charge ruhig stehen lassen;keine Kartenbedeutung]	lasse die Mischung einlaufen	EXEMPLAR_ONLY	LOCAL_TECHNICAL_EXEMPLAR_NOT_CARD_GLOSS
347	BATHHOUSE_WATERWORK	f83r	B4	f83r.37	bc4f1f5c006c74a4d26d	shedy	LOCAL_EXEMPLAR[klaren Oberlauf abnehmen;keine Kartenbedeutung]	lasse es bis zur Bereitschaft stehen und beende den Schritt	EXEMPLAR_ONLY	LOCAL_TECHNICAL_EXEMPLAR_NOT_CARD_GLOSS
348	BATHHOUSE_WATERWORK	f83r	B4	f83r.38	7a4bb8136330ee4e6e56	or	ANSATZ?=aktiven Arbeitsansatz aufnehmen ; LOCAL_ARGUMENT[aktive Charge/Rücklauf des Feldes F124]	Die bereitete Arbeitsflüssigkeit	LINK_ACTIVE	LOCAL_TECHNICAL_EXEMPLAR_NOT_CARD_GLOSS
349	BATHHOUSE_WATERWORK	f83r	B4	f83r.38	b921a237be883a820352	chey	LOCAL_EXEMPLAR[Charge in den Sammellauf ablassen;keine Kartenbedeutung]	Diese aktive Portion	EXEMPLAR_ONLY	LOCAL_TECHNICAL_EXEMPLAR_NOT_CARD_GLOSS
350	BATHHOUSE_WATERWORK	f83r	B4	f83r.38	ecce30bc8dcc400bf2c8	qockhey	LOCAL_EXEMPLAR[Restlauf am Auslass beobachten;keine Kartenbedeutung]	über der örtlich bezeichneten Stelle	EXEMPLAR_ONLY	LOCAL_TECHNICAL_EXEMPLAR_NOT_CARD_GLOSS
351	BATHHOUSE_WATERWORK	f83r	B4	f83r.38	8aedd154964a78e555d6	dairydy	LOCAL_EXEMPLAR[Ablauf wieder schließen;keine Kartenbedeutung]	gebrauche sie sofort und beende den Schritt	EXEMPLAR_ONLY	LOCAL_TECHNICAL_EXEMPLAR_NOT_CARD_GLOSS
352	BATHHOUSE_WATERWORK	f83r	B4	f83r.39	1645e612504fcef59ced	qokain	LOCAL_EXEMPLAR[Charge ruhig stehen lassen;keine Kartenbedeutung]	gib einen abgemessenen Anteil in das Gefäß	EXEMPLAR_ONLY	LOCAL_TECHNICAL_EXEMPLAR_NOT_CARD_GLOSS
353	BATHHOUSE_WATERWORK	f83r	B4	f83r.39	b5df9126607030b95175	shey	KLAR?=Klarzustand der aktiven Charge prüfen ; LOCAL_ARGUMENT[Arbeitsstand der Charge an Nachklärbecken D mit Warmzulauf W4, Filtertuch F4, Unterlauf U4 und Rückleitung R4]	Bis die Flüssigkeit klar abläuft	STATE_GATE	LOCAL_TECHNICAL_EXEMPLAR_NOT_CARD_GLOSS
354	BATHHOUSE_WATERWORK	f83r	B4	f83r.39	9da1b6ac2c929daea697	kain	LOCAL_EXEMPLAR[Bodensatz zurückhalten;keine Kartenbedeutung]	ein abgemessener Anteil	EXEMPLAR_ONLY	LOCAL_TECHNICAL_EXEMPLAR_NOT_CARD_GLOSS
355	BATHHOUSE_WATERWORK	f83r	B4	f83r.39	21ed2873b71e57269c08	chckhal	LOCAL_EXEMPLAR[Klarstand im Register buchen;keine Kartenbedeutung]	für die angegebene Dauer	EXEMPLAR_ONLY	LOCAL_TECHNICAL_EXEMPLAR_NOT_CARD_GLOSS
356	BATHHOUSE_WATERWORK	f83r	B4	f83r.41	42cdc187d5b9ffc60063	solkey	LOCAL_EXEMPLAR[unteren Ablauf öffnen;keine Kartenbedeutung]	öffne danach den oberen Lauf	EXEMPLAR_ONLY	LOCAL_TECHNICAL_EXEMPLAR_NOT_CARD_GLOSS
357	BATHHOUSE_WATERWORK	f83r	B4	f83r.41	de7321bface5628e35d6	lchedy	ABLASSEN?=aktive Charge ablassen und abschließen ; LOCAL_ARGUMENT[Unterlauf von Nachklärbecken D mit Warmzulauf W4, Filtertuch F4, Unterlauf U4 und Rückleitung R4]	lasse die verbrauchte Flüssigkeit in das untere Auffanggefäß ablaufen und beende den Schritt	TERMINAL_DRAIN	LOCAL_TECHNICAL_EXEMPLAR_NOT_CARD_GLOSS
358	BATHHOUSE_WATERWORK	f83r	B4	f83r.41	94df4847b7b16c98394a	qolkain	LOCAL_EXEMPLAR[Rücklaufleitung öffnen;keine Kartenbedeutung]	das untere Becken	EXEMPLAR_ONLY	LOCAL_TECHNICAL_EXEMPLAR_NOT_CARD_GLOSS
359	BATHHOUSE_WATERWORK	f83r	B4	f83r.41	dd0ecaf5e27d81befffc	dal	ZIEL?=Arbeitsziel setzen oder bestätigen ; LOCAL_ARGUMENT[Zieladresse=Nachklärbecken D mit Warmzulauf W4, Filtertuch F4, Unterlauf U4 und Rückleitung R4]	An die bezeichnete Zielstelle führen	TARGET_ASSIGN	LOCAL_TECHNICAL_EXEMPLAR_NOT_CARD_GLOSS
360	BATHHOUSE_WATERWORK	f83r	B4	f83r.44	883a6708116c342cb10b	skar	LOCAL_EXEMPLAR[fertige Charge markieren;keine Kartenbedeutung]	gieße das erwärmte Wasser ein	EXEMPLAR_ONLY	LOCAL_TECHNICAL_EXEMPLAR_NOT_CARD_GLOSS
361	BATHHOUSE_WATERWORK	f83r	B4	f83r.44	bc4f1f5c006c74a4d26d	shedy	LOCAL_EXEMPLAR[Zielstation bestätigen;keine Kartenbedeutung]	lasse es bis zur Bereitschaft stehen und beende den Schritt	EXEMPLAR_ONLY	LOCAL_TECHNICAL_EXEMPLAR_NOT_CARD_GLOSS
362	BATHHOUSE_WATERWORK	f83r	B5	f83r.47	601b77449028deed39de	otchdy	LOCAL_EXEMPLAR[unteren Ablauf öffnen;keine Kartenbedeutung]	ziehe es ab und beende den Schritt	EXEMPLAR_ONLY	LOCAL_TECHNICAL_EXEMPLAR_NOT_CARD_GLOSS
363	BATHHOUSE_WATERWORK	f83r	B5	f83r.47	87411f84689b4f93a303	qokchdy	LOCAL_EXEMPLAR[Wärmequelle am Becken anlegen;keine Kartenbedeutung]	erwärme es einmal und beende den Schritt	EXEMPLAR_ONLY	LOCAL_TECHNICAL_EXEMPLAR_NOT_CARD_GLOSS
364	BATHHOUSE_WATERWORK	f83r	B5	f83r.47	abb23e5e6936b4147f76	shedal	LOCAL_EXEMPLAR[Charge ruhig stehen lassen;keine Kartenbedeutung]	für einen Zeitabschnitt	EXEMPLAR_ONLY	LOCAL_TECHNICAL_EXEMPLAR_NOT_CARD_GLOSS
365	BATHHOUSE_WATERWORK	f83r	B5	f83r.48	dd0ecaf5e27d81befffc	dal	ZIEL?=Arbeitsziel setzen oder bestätigen ; LOCAL_ARGUMENT[Zieladresse=Übergabebecken E mit Wärmeschale W5 und Leitung L5]	An die bezeichnete Zielstelle führen	TARGET_ASSIGN	LOCAL_TECHNICAL_EXEMPLAR_NOT_CARD_GLOSS
366	BATHHOUSE_WATERWORK	f83r	B5	f83r.48	dcda95c81a5460feb191	cheol	AKTIVEN_ARBEITSSTAND_VERKNÜPFEN=FORMAL_OPAQUE_SLOT_OPERATION ; LOCAL_ARGUMENT[aktive Charge/Rücklauf des Feldes F132]	Mit der vorigen Zubereitung weiter	LINK_ACTIVE	LOCAL_TECHNICAL_EXEMPLAR_NOT_CARD_GLOSS
367	BATHHOUSE_WATERWORK	f83r	B5	f83r.48	8c97dfde96fbc78e3355	lol	LOCAL_EXEMPLAR[Fluss zur Zielstation führen;keine Kartenbedeutung]	bis es warm ist	EXEMPLAR_ONLY	LOCAL_TECHNICAL_EXEMPLAR_NOT_CARD_GLOSS
368	BATHHOUSE_WATERWORK	f83r	B5	f83r.48	00d8ebe3c68294eeac39	chdal	LOCAL_EXEMPLAR[Leitungsadresse im Register notieren;keine Kartenbedeutung]	mit der vorigen Mischung	EXEMPLAR_ONLY	LOCAL_TECHNICAL_EXEMPLAR_NOT_CARD_GLOSS
369	BATHHOUSE_WATERWORK	f83r	B5	f83r.48	2f1c5e56e8f0ff459065	aiin	MASS?=vorgesehenen Mengenwert buchen ; LOCAL_ARGUMENT[Mengenbuch=B5:F132:M]	Ein vorgeschriebenes Maß	PARAMETER_ASSIGN	LOCAL_TECHNICAL_EXEMPLAR_NOT_CARD_GLOSS
370	BATHHOUSE_WATERWORK	f83r	B5	f83r.49	dcda95c81a5460feb191	sol	AKTIVEN_ARBEITSSTAND_VERKNÜPFEN=FORMAL_OPAQUE_SLOT_OPERATION ; LOCAL_ARGUMENT[aktive Charge/Rücklauf des Feldes F133]	Mit der vorigen Zubereitung weiter	LINK_ACTIVE	LOCAL_TECHNICAL_EXEMPLAR_NOT_CARD_GLOSS
371	BATHHOUSE_WATERWORK	f83r	B5	f83r.49	fcc1deda9e24ec268eb0	daiiin	LOCAL_EXEMPLAR[Zielstation bestätigen;keine Kartenbedeutung]	die zweite Öffnung	EXEMPLAR_ONLY	LOCAL_TECHNICAL_EXEMPLAR_NOT_CARD_GLOSS
372	BATHHOUSE_WATERWORK	f83r	B5	f83r.49	6f7ff8287eddf4da9fdb	chedy	LOCAL_EXEMPLAR[Charge an den nächsten Lauf übergeben;keine Kartenbedeutung]	rühre, bis alles gleichmäßig vermischt ist	EXEMPLAR_ONLY	LOCAL_TECHNICAL_EXEMPLAR_NOT_CARD_GLOSS
373	BATHHOUSE_WATERWORK	f83r	B6	f83r.52	1bfd786e6b8b63734a59	solkeey	LOCAL_EXEMPLAR[Beckenrand und Fugen sichten;keine Kartenbedeutung]	setze die Person an das Becken	EXEMPLAR_ONLY	LOCAL_TECHNICAL_EXEMPLAR_NOT_CARD_GLOSS
374	BATHHOUSE_WATERWORK	f83r	B6	f83r.52	43eb9aa12959b4d5cdc9	qekey	LOCAL_EXEMPLAR[Zulauf vorerst schließen;keine Kartenbedeutung]	ohne Kochen	EXEMPLAR_ONLY	LOCAL_TECHNICAL_EXEMPLAR_NOT_CARD_GLOSS
375	BATHHOUSE_WATERWORK	f83r	B6	f83r.52	3e9c7f217843b588489d	raly	LOCAL_EXEMPLAR[Filteraufnahme leeren;keine Kartenbedeutung]	die erste Öffnung	EXEMPLAR_ONLY	LOCAL_TECHNICAL_EXEMPLAR_NOT_CARD_GLOSS
376	BATHHOUSE_WATERWORK	f83r	B6	f83r.52	dcda95c81a5460feb191	ol	AKTIVEN_ARBEITSSTAND_VERKNÜPFEN=FORMAL_OPAQUE_SLOT_OPERATION ; LOCAL_ARGUMENT[aktive Charge/Rücklauf des Feldes F134]	Mit der vorigen Zubereitung weiter	LINK_ACTIVE	LOCAL_TECHNICAL_EXEMPLAR_NOT_CARD_GLOSS
377	BATHHOUSE_WATERWORK	f83r	B6	f83r.54	2f1c5e56e8f0ff459065	daiin	MASS?=vorgesehenen Mengenwert buchen ; VORGABEPARAMETER?=FORMAL_OPAQUE_SLOT_OPERATION ; LOCAL_ARGUMENT[Mengenbuch=B6:F135:M]	Ein vorgeschriebenes Maß	PARAMETER_ASSIGN	LOCAL_TECHNICAL_EXEMPLAR_NOT_CARD_GLOSS
378	BATHHOUSE_WATERWORK	f83r	B6	f83r.54	dcda95c81a5460feb191	ol	AKTIVEN_ARBEITSSTAND_VERKNÜPFEN=FORMAL_OPAQUE_SLOT_OPERATION ; LOCAL_ARGUMENT[aktive Charge/Rücklauf des Feldes F135]	Mit der vorigen Zubereitung weiter	LINK_ACTIVE	LOCAL_TECHNICAL_EXEMPLAR_NOT_CARD_GLOSS
379	BATHHOUSE_WATERWORK	f83r	B6	f83r.54	53cd0637c6820ba5e91f	dain	LOCAL_EXEMPLAR[Rückstand vom Filter abnehmen;keine Kartenbedeutung]	durch ein Tuch	EXEMPLAR_ONLY	LOCAL_TECHNICAL_EXEMPLAR_NOT_CARD_GLOSS
380	BATHHOUSE_WATERWORK	f83r	B6	f83r.54	b921a237be883a820352	chey	LOCAL_EXEMPLAR[Filtrat im Zielbecken auffangen;keine Kartenbedeutung]	Diese aktive Portion	EXEMPLAR_ONLY	LOCAL_TECHNICAL_EXEMPLAR_NOT_CARD_GLOSS
381	BATHHOUSE_WATERWORK	f83r	B6	f83r.54	97ddca78c9ebcc956d04	ldalor	LOCAL_EXEMPLAR[Filtertuch oder Sieb einsetzen;keine Kartenbedeutung]	an der bezeichneten Stelle	EXEMPLAR_ONLY	LOCAL_TECHNICAL_EXEMPLAR_NOT_CARD_GLOSS
382	WORK_CALENDAR_LOOKUP	f67r2	A1	f67r2.1	A1:G001	ykshy	Termin-/Sektorspalte C01 wählen; Fragment 01 als opaken Merker bewahren	Aries: protect the head and face; avoid invasive treatment there	COLUMN_KEY	LOCAL_TECHNICAL_EXEMPLAR_NOT_WORD_MEANING
383	WORK_CALENDAR_LOOKUP	f67r2	A1	f67r2.1	A1:G002	s	Termin-/Sektorspalte C01 wählen; Fragment 02 als opaken Merker bewahren	its ruling quality	COLUMN_DESCRIPTOR_FRAGMENT	LOCAL_TECHNICAL_EXEMPLAR_NOT_WORD_MEANING
384	WORK_CALENDAR_LOOKUP	f67r2	A1	f67r2.1	A1:G003	aram	Termin-/Sektorspalte C01 wählen; Fragment 03 als opaken Merker bewahren	its application rule	COLUMN_DESCRIPTOR_FRAGMENT	LOCAL_TECHNICAL_EXEMPLAR_NOT_WORD_MEANING
385	WORK_CALENDAR_LOOKUP	f67r2	A1	f67r2.2	A1:G004	ykecho	Termin-/Sektorspalte C02 wählen; Fragment 01 als opaken Merker bewahren	Taurus: protect the neck and throat; avoid invasive treatment there	COLUMN_KEY	LOCAL_TECHNICAL_EXEMPLAR_NOT_WORD_MEANING
386	WORK_CALENDAR_LOOKUP	f67r2	A1	f67r2.2	A1:G005	ols	Termin-/Sektorspalte C02 wählen; Fragment 02 als opaken Merker bewahren	its ruling quality	COLUMN_DESCRIPTOR_FRAGMENT	LOCAL_TECHNICAL_EXEMPLAR_NOT_WORD_MEANING
387	WORK_CALENDAR_LOOKUP	f67r2	A1	f67r2.2	A1:G006	eesydy	Termin-/Sektorspalte C02 wählen; Fragment 03 als opaken Merker bewahren	its application rule	COLUMN_DESCRIPTOR_FRAGMENT	LOCAL_TECHNICAL_EXEMPLAR_NOT_WORD_MEANING
388	WORK_CALENDAR_LOOKUP	f67r2	A1	f67r2.3	A1:G007	ey	Termin-/Sektorspalte C03 wählen; Fragment 01 als opaken Merker bewahren	Gemini: protect the shoulders, arms and hands; avoid invasive treatment there	COLUMN_KEY	LOCAL_TECHNICAL_EXEMPLAR_NOT_WORD_MEANING
389	WORK_CALENDAR_LOOKUP	f67r2	A1	f67r2.3	A1:G008	shs	Termin-/Sektorspalte C03 wählen; Fragment 02 als opaken Merker bewahren	its ruling quality	COLUMN_DESCRIPTOR_FRAGMENT	LOCAL_TECHNICAL_EXEMPLAR_NOT_WORD_MEANING
390	WORK_CALENDAR_LOOKUP	f67r2	A1	f67r2.3	A1:G009	okar	Termin-/Sektorspalte C03 wählen; Fragment 03 als opaken Merker bewahren	its application rule	COLUMN_DESCRIPTOR_FRAGMENT	LOCAL_TECHNICAL_EXEMPLAR_NOT_WORD_MEANING
391	WORK_CALENDAR_LOOKUP	f67r2	A1	f67r2.4	A1:G010	shekchy	Termin-/Sektorspalte C04 wählen; Fragment 01 als opaken Merker bewahren	Cancer: protect the chest and breast; avoid invasive treatment there	COLUMN_KEY	LOCAL_TECHNICAL_EXEMPLAR_NOT_WORD_MEANING
392	WORK_CALENDAR_LOOKUP	f67r2	A1	f67r2.4	A1:G011	sykos	Termin-/Sektorspalte C04 wählen; Fragment 02 als opaken Merker bewahren	its ruling quality	COLUMN_DESCRIPTOR_FRAGMENT	LOCAL_TECHNICAL_EXEMPLAR_NOT_WORD_MEANING
393	WORK_CALENDAR_LOOKUP	f67r2	A1	f67r2.5	A1:G012	ykeody	Termin-/Sektorspalte C05 wählen; Fragment 01 als opaken Merker bewahren	Leo: protect the heart and upper back; avoid invasive treatment there	COLUMN_KEY	LOCAL_TECHNICAL_EXEMPLAR_NOT_WORD_MEANING
394	WORK_CALENDAR_LOOKUP	f67r2	A1	f67r2.5	A1:G013	okchy	Termin-/Sektorspalte C05 wählen; Fragment 02 als opaken Merker bewahren	its ruling quality	COLUMN_DESCRIPTOR_FRAGMENT	LOCAL_TECHNICAL_EXEMPLAR_NOT_WORD_MEANING
395	WORK_CALENDAR_LOOKUP	f67r2	A1	f67r2.6	A1:G014	dchetay	Termin-/Sektorspalte C06 wählen; Fragment 01 als opaken Merker bewahren	Virgo: protect the belly and intestines; avoid invasive treatment there	COLUMN_KEY	LOCAL_TECHNICAL_EXEMPLAR_NOT_WORD_MEANING
396	WORK_CALENDAR_LOOKUP	f67r2	A1	f67r2.7	A1:G015	ykchy	Termin-/Sektorspalte C07 wählen; Fragment 01 als opaken Merker bewahren	Libra: protect the lower back and kidneys; avoid invasive treatment there	COLUMN_KEY	LOCAL_TECHNICAL_EXEMPLAR_NOT_WORD_MEANING
397	WORK_CALENDAR_LOOKUP	f67r2	A1	f67r2.7	A1:G016	kchey	Termin-/Sektorspalte C07 wählen; Fragment 02 als opaken Merker bewahren	its ruling quality	COLUMN_DESCRIPTOR_FRAGMENT	LOCAL_TECHNICAL_EXEMPLAR_NOT_WORD_MEANING
398	WORK_CALENDAR_LOOKUP	f67r2	A1	f67r2.7	A1:G017	ykchys	Termin-/Sektorspalte C07 wählen; Fragment 03 als opaken Merker bewahren	its application rule	COLUMN_DESCRIPTOR_FRAGMENT	LOCAL_TECHNICAL_EXEMPLAR_NOT_WORD_MEANING
399	WORK_CALENDAR_LOOKUP	f67r2	A1	f67r2.8	A1:G018	chkchdar	Termin-/Sektorspalte C08 wählen; Fragment 01 als opaken Merker bewahren	Scorpio: protect the genitals and bladder; avoid invasive treatment there	COLUMN_KEY	LOCAL_TECHNICAL_EXEMPLAR_NOT_WORD_MEANING
400	WORK_CALENDAR_LOOKUP	f67r2	A1	f67r2.9	A1:G019	ykar	Termin-/Sektorspalte C09 wählen; Fragment 01 als opaken Merker bewahren	Sagittarius: protect the hips and thighs; avoid invasive treatment there	COLUMN_KEY	LOCAL_TECHNICAL_EXEMPLAR_NOT_WORD_MEANING
401	WORK_CALENDAR_LOOKUP	f67r2	A1	f67r2.9	A1:G020	ykaly	Termin-/Sektorspalte C09 wählen; Fragment 02 als opaken Merker bewahren	its ruling quality	COLUMN_DESCRIPTOR_FRAGMENT	LOCAL_TECHNICAL_EXEMPLAR_NOT_WORD_MEANING
402	WORK_CALENDAR_LOOKUP	f67r2	A1	f67r2.10	A1:G021	lkshy	Termin-/Sektorspalte C10 wählen; Fragment 01 als opaken Merker bewahren	Capricorn: protect the knees; avoid invasive treatment there	COLUMN_KEY	LOCAL_TECHNICAL_EXEMPLAR_NOT_WORD_MEANING
403	WORK_CALENDAR_LOOKUP	f67r2	A1	f67r2.10	A1:G022	kchy	Termin-/Sektorspalte C10 wählen; Fragment 02 als opaken Merker bewahren	its ruling quality	COLUMN_DESCRIPTOR_FRAGMENT	LOCAL_TECHNICAL_EXEMPLAR_NOT_WORD_MEANING
404	WORK_CALENDAR_LOOKUP	f67r2	A1	f67r2.10	A1:G023	okar	Termin-/Sektorspalte C10 wählen; Fragment 03 als opaken Merker bewahren	its application rule	COLUMN_DESCRIPTOR_FRAGMENT	LOCAL_TECHNICAL_EXEMPLAR_NOT_WORD_MEANING
405	WORK_CALENDAR_LOOKUP	f67r2	A1	f67r2.11	A1:G024	chky	Termin-/Sektorspalte C11 wählen; Fragment 01 als opaken Merker bewahren	Aquarius: protect the shins and ankles; avoid invasive treatment there	COLUMN_KEY	LOCAL_TECHNICAL_EXEMPLAR_NOT_WORD_MEANING
406	WORK_CALENDAR_LOOKUP	f67r2	A1	f67r2.11	A1:G025	chykchs	Termin-/Sektorspalte C11 wählen; Fragment 02 als opaken Merker bewahren	its ruling quality	COLUMN_DESCRIPTOR_FRAGMENT	LOCAL_TECHNICAL_EXEMPLAR_NOT_WORD_MEANING
407	WORK_CALENDAR_LOOKUP	f67r2	A1	f67r2.11	A1:G026	chy	Termin-/Sektorspalte C11 wählen; Fragment 03 als opaken Merker bewahren	its application rule	COLUMN_DESCRIPTOR_FRAGMENT	LOCAL_TECHNICAL_EXEMPLAR_NOT_WORD_MEANING
408	WORK_CALENDAR_LOOKUP	f67r2	A1	f67r2.12	A1:G027	ykees	Termin-/Sektorspalte C12 wählen; Fragment 01 als opaken Merker bewahren	Pisces: protect the feet; avoid invasive treatment there	COLUMN_KEY	LOCAL_TECHNICAL_EXEMPLAR_NOT_WORD_MEANING
409	WORK_CALENDAR_LOOKUP	f67r2	A1	f67r2.12	A1:G028	ykchos	Termin-/Sektorspalte C12 wählen; Fragment 02 als opaken Merker bewahren	its ruling quality	COLUMN_DESCRIPTOR_FRAGMENT	LOCAL_TECHNICAL_EXEMPLAR_NOT_WORD_MEANING
410	WORK_CALENDAR_LOOKUP	f67r2	A1	f67r2.13	A1:G029	opodchol	Lookup-Anweisungsblock I01 lesen; Fragment 01 als opaken Merker bewahren	at night	LOOKUP_INSTRUCTION_FRAGMENT	LOCAL_TECHNICAL_EXEMPLAR_NOT_WORD_MEANING
411	WORK_CALENDAR_LOOKUP	f67r2	A1	f67r2.13	A1:G030	s	Lookup-Anweisungsblock I01 lesen; Fragment 02 als opaken Merker bewahren	in the morning	LOOKUP_INSTRUCTION_FRAGMENT	LOCAL_TECHNICAL_EXEMPLAR_NOT_WORD_MEANING
