event_serial	page	locus	record_unit_id	field_id	statement_id	joint_tuple_id	surface_display_only	formal_formula_opaque	terminal_status	strict_formal_prompt	selected_exact_mnemonic	event_template	trigger_origin	template_payload	required_registers	symbolic_register_effect	event_parse_status	opaque_roundtrip_atom	formal_semantic_noninheritance	binding_contract	source_lineage
34	f10r	f10r.9	H2	F005	H2-S003	7a4bb8136330ee4e6e56	chor	OPAQUE_PAYLOAD	NONCLOSE	NONE	ANSATZ?	LINK_ACTIVE	EXACT_JOINT_TUPLE_MNEMONIC	EXACT:ANSATZ?	ACTIVE_ITEM/PREPARATION|PREVIOUS_ITEM	ACTIVE_ITEM/PREPARATION:=EXACT_ACTIVE_PREPARATION;PREVIOUS_ITEM=CARRY	UNIQUE_EXACT	E34@7a4bb8136330ee4e6e56	ENFORCED	EXACT_JOINT_TUPLE_ATOMIC;NO_STRING_OR_COMPONENT_INHERITANCE;STRICT_FORMAL_PROMPT_HAS_NO_SEMANTIC_WORD	V43_DEFAULT>V49_EVENT>V50/V51/V56_STRICT_EXACT_BINDING>V59_R1>V60_R4_EXACT_CARD_PRESSURE>V63_R3_BOUNDED_SLOT_PARSE
35	f10r	f10r.9	H2	F005	H2-S003	b921a237be883a820352	chy	OPAQUE_PAYLOAD	NONCLOSE	NONE	UNKNOWN	EXEMPLAR_ONLY	NO_LICENSED_TRIGGER	OPAQUE_EXACT_EVENT;SEMANTIC_VALUE=NONE	OWNER	FOUR_REGISTERS:=SELECTED_V62_CONTEXT;NO_TEMPLATE_SEMANTICS	UNPARSED_EXEMPLAR	E35@b921a237be883a820352	ENFORCED	EXACT_JOINT_TUPLE_ATOMIC;NO_STRING_OR_COMPONENT_INHERITANCE;STRICT_FORMAL_PROMPT_HAS_NO_SEMANTIC_WORD	V43_DEFAULT>V49_EVENT>V50/V51/V56_STRICT_EXACT_BINDING>V59_R1>V63_R3_BOUNDED_SLOT_PARSE
36	f10r	f10r.9	H2	F005	H2-S003	409de02322e7b2ca0c62	kaiiin	OPAQUE_PAYLOAD	NONCLOSE	NONE	UNKNOWN	EXEMPLAR_ONLY	NO_LICENSED_TRIGGER	OPAQUE_EXACT_EVENT;SEMANTIC_VALUE=NONE	OWNER	FOUR_REGISTERS:=SELECTED_V62_CONTEXT;NO_TEMPLATE_SEMANTICS	UNPARSED_EXEMPLAR	E36@409de02322e7b2ca0c62	ENFORCED	EXACT_JOINT_TUPLE_ATOMIC;NO_STRING_OR_COMPONENT_INHERITANCE;STRICT_FORMAL_PROMPT_HAS_NO_SEMANTIC_WORD	V43_DEFAULT>V49_EVENT>V50/V51/V56_STRICT_EXACT_BINDING>V59_R1>V63_R3_BOUNDED_SLOT_PARSE
37	f10r	f10r.9	H2	F005	H2-S003	b921a237be883a820352	dy	OPAQUE_PAYLOAD	NONCLOSE	NONE	UNKNOWN	EXEMPLAR_ONLY	NO_LICENSED_TRIGGER	OPAQUE_EXACT_EVENT;SEMANTIC_VALUE=NONE	OWNER	FOUR_REGISTERS:=SELECTED_V62_CONTEXT;NO_TEMPLATE_SEMANTICS	UNPARSED_EXEMPLAR	E37@b921a237be883a820352	ENFORCED	EXACT_JOINT_TUPLE_ATOMIC;NO_STRING_OR_COMPONENT_INHERITANCE;STRICT_FORMAL_PROMPT_HAS_NO_SEMANTIC_WORD	V43_DEFAULT>V49_EVENT>V50/V51/V56_STRICT_EXACT_BINDING>V59_R1>V63_R3_BOUNDED_SLOT_PARSE
38	f10r	f10r.9	H2	F005	H2-S003	834825c61d048a6b5628	chodaiin	FRAME_O(OPAQUE_PAYLOAD + <ARG_AIIN>)	NONCLOSE	NONE	UNKNOWN	EXEMPLAR_ONLY	NO_LICENSED_TRIGGER	OPAQUE_EXACT_EVENT;SEMANTIC_VALUE=NONE	OWNER	FOUR_REGISTERS:=SELECTED_V62_CONTEXT;NO_TEMPLATE_SEMANTICS	UNPARSED_EXEMPLAR	E38@834825c61d048a6b5628	ENFORCED	EXACT_JOINT_TUPLE_ATOMIC;NO_STRING_OR_COMPONENT_INHERITANCE;STRICT_FORMAL_PROMPT_HAS_NO_SEMANTIC_WORD	V43_DEFAULT>V49_EVENT>V50/V51/V56_STRICT_EXACT_BINDING>V59_R1>V63_R3_BOUNDED_SLOT_PARSE
39	f11r	f11r.1	H3	F006	H3-S001	953ad19b79517fc8a211	tshol	OPAQUE_PAYLOAD	NONCLOSE	NONE	UNKNOWN	EXEMPLAR_ONLY	NO_LICENSED_TRIGGER	OPAQUE_EXACT_EVENT;SEMANTIC_VALUE=NONE	OWNER	FOUR_REGISTERS:=SELECTED_V62_CONTEXT;NO_TEMPLATE_SEMANTICS	UNPARSED_EXEMPLAR	E39@953ad19b79517fc8a211	ENFORCED	EXACT_JOINT_TUPLE_ATOMIC;NO_STRING_OR_COMPONENT_INHERITANCE;STRICT_FORMAL_PROMPT_HAS_NO_SEMANTIC_WORD	V43_DEFAULT>V49_EVENT>V50/V51/V56_STRICT_EXACT_BINDING>V59_R1>V63_R3_BOUNDED_SLOT_PARSE
40	f11r	f11r.1	H3	F006	H3-S001	428a5e3662aa57b4b256	schoal	OPAQUE_PAYLOAD + <ARG_AL>	NONCLOSE	NONE	UNKNOWN	EXEMPLAR_ONLY	NO_LICENSED_TRIGGER	OPAQUE_EXACT_EVENT;SEMANTIC_VALUE=NONE	OWNER	FOUR_REGISTERS:=SELECTED_V62_CONTEXT;NO_TEMPLATE_SEMANTICS	UNPARSED_EXEMPLAR	E40@428a5e3662aa57b4b256	ENFORCED	EXACT_JOINT_TUPLE_ATOMIC;NO_STRING_OR_COMPONENT_INHERITANCE;STRICT_FORMAL_PROMPT_HAS_NO_SEMANTIC_WORD	V43_DEFAULT>V49_EVENT>V50/V51/V56_STRICT_EXACT_BINDING>V59_R1>V63_R3_BOUNDED_SLOT_PARSE
41	f11r	f11r.1	H3	F006	H3-S001	bdad9f9ea8b80f141496	cfhy	OPAQUE_PAYLOAD	NONCLOSE	NONE	UNKNOWN	EXEMPLAR_ONLY	NO_LICENSED_TRIGGER	OPAQUE_EXACT_EVENT;SEMANTIC_VALUE=NONE	OWNER	FOUR_REGISTERS:=SELECTED_V62_CONTEXT;NO_TEMPLATE_SEMANTICS	UNPARSED_EXEMPLAR	E41@bdad9f9ea8b80f141496	ENFORCED	EXACT_JOINT_TUPLE_ATOMIC;NO_STRING_OR_COMPONENT_INHERITANCE;STRICT_FORMAL_PROMPT_HAS_NO_SEMANTIC_WORD	V43_DEFAULT>V49_EVENT>V50/V51/V56_STRICT_EXACT_BINDING>V59_R1>V63_R3_BOUNDED_SLOT_PARSE
42	f11r	f11r.1	H3	F006	H3-S001	a8af08e69edab8e54f15	shfydaiin	OPAQUE_PAYLOAD + <ARG_AIIN>	NONCLOSE	NONE	UNKNOWN	EXEMPLAR_ONLY	NO_LICENSED_TRIGGER	OPAQUE_EXACT_EVENT;SEMANTIC_VALUE=NONE	OWNER	FOUR_REGISTERS:=SELECTED_V62_CONTEXT;NO_TEMPLATE_SEMANTICS	UNPARSED_EXEMPLAR	E42@a8af08e69edab8e54f15	ENFORCED	EXACT_JOINT_TUPLE_ATOMIC;NO_STRING_OR_COMPONENT_INHERITANCE;STRICT_FORMAL_PROMPT_HAS_NO_SEMANTIC_WORD	V43_DEFAULT>V49_EVENT>V50/V51/V56_STRICT_EXACT_BINDING>V59_R1>V63_R3_BOUNDED_SLOT_PARSE
43	f11r	f11r.1	H3	F006	H3-S001	deb377381ceaf55ea310	cphy	OPAQUE_PAYLOAD	NONCLOSE	NONE	UNKNOWN	EXEMPLAR_ONLY	NO_LICENSED_TRIGGER	OPAQUE_EXACT_EVENT;SEMANTIC_VALUE=NONE	OWNER	FOUR_REGISTERS:=SELECTED_V62_CONTEXT;NO_TEMPLATE_SEMANTICS	UNPARSED_EXEMPLAR	E43@deb377381ceaf55ea310	ENFORCED	EXACT_JOINT_TUPLE_ATOMIC;NO_STRING_OR_COMPONENT_INHERITANCE;STRICT_FORMAL_PROMPT_HAS_NO_SEMANTIC_WORD	V43_DEFAULT>V49_EVENT>V50/V51/V56_STRICT_EXACT_BINDING>V59_R1>V63_R3_BOUNDED_SLOT_PARSE
44	f11r	f11r.1	H3	F006	H3-S001	b5df9126607030b95175	shey	OPAQUE_PAYLOAD	NONCLOSE	NONE	KLAR?	STATE_GATE	EXACT_JOINT_TUPLE_MNEMONIC	EXACT:KLAR?	ACTIVE_ITEM/PREPARATION	ACTIVE_ITEM/PREPARATION.STATE:=EXACT_GATE_VALUE	UNIQUE_EXACT	E44@b5df9126607030b95175	ENFORCED	EXACT_JOINT_TUPLE_ATOMIC;NO_STRING_OR_COMPONENT_INHERITANCE;STRICT_FORMAL_PROMPT_HAS_NO_SEMANTIC_WORD	V43_DEFAULT>V49_EVENT>V50/V51/V56_STRICT_EXACT_BINDING>V59_R1>V60_R4_EXACT_CARD_PRESSURE>V63_R3_BOUNDED_SLOT_PARSE
45	f11r	f11r.1	H3	F006	H3-S001	2e2027b1951d79911e24	tchody	CLOSE(OPAQUE_PAYLOAD)	TERMINAL	NONE	UNKNOWN	EXEMPLAR_ONLY	NO_LICENSED_TRIGGER	OPAQUE_EXACT_EVENT;SEMANTIC_VALUE=NONE	OWNER	FOUR_REGISTERS:=SELECTED_V62_CONTEXT;NO_TEMPLATE_SEMANTICS	UNPARSED_EXEMPLAR	E45@2e2027b1951d79911e24	ENFORCED	EXACT_JOINT_TUPLE_ATOMIC;NO_STRING_OR_COMPONENT_INHERITANCE;STRICT_FORMAL_PROMPT_HAS_NO_SEMANTIC_WORD	V43_DEFAULT>V49_EVENT>V50/V51/V56_STRICT_EXACT_BINDING>V59_R1>V63_R3_BOUNDED_SLOT_PARSE
46	f11r	f11r.1	H3	F007	H3-S002	577c03a928d674d420d7	shoyty	OPAQUE_PAYLOAD	NONCLOSE	NONE	UNKNOWN	EXEMPLAR_ONLY	NO_LICENSED_TRIGGER	OPAQUE_EXACT_EVENT;SEMANTIC_VALUE=NONE	OWNER	FOUR_REGISTERS:=SELECTED_V62_CONTEXT;NO_TEMPLATE_SEMANTICS	UNPARSED_EXEMPLAR	E46@577c03a928d674d420d7	ENFORCED	EXACT_JOINT_TUPLE_ATOMIC;NO_STRING_OR_COMPONENT_INHERITANCE;STRICT_FORMAL_PROMPT_HAS_NO_SEMANTIC_WORD	V43_DEFAULT>V49_EVENT>V50/V51/V56_STRICT_EXACT_BINDING>V59_R1>V63_R3_BOUNDED_SLOT_PARSE
47	f11r	f11r.4	H3	F008	H3-S003	d665560c8ff80799a82c	dchol	OPAQUE_PAYLOAD	NONCLOSE	NONE	UNKNOWN	EXEMPLAR_ONLY	NO_LICENSED_TRIGGER	OPAQUE_EXACT_EVENT;SEMANTIC_VALUE=NONE	OWNER	FOUR_REGISTERS:=SELECTED_V62_CONTEXT;NO_TEMPLATE_SEMANTICS	UNPARSED_EXEMPLAR	E47@d665560c8ff80799a82c	ENFORCED	EXACT_JOINT_TUPLE_ATOMIC;NO_STRING_OR_COMPONENT_INHERITANCE;STRICT_FORMAL_PROMPT_HAS_NO_SEMANTIC_WORD	V43_DEFAULT>V49_EVENT>V50/V51/V56_STRICT_EXACT_BINDING>V59_R1>V63_R3_BOUNDED_SLOT_PARSE
48	f11r	f11r.4	H3	F008	H3-S003	b921a237be883a820352	chy	OPAQUE_PAYLOAD	NONCLOSE	NONE	UNKNOWN	EXEMPLAR_ONLY	NO_LICENSED_TRIGGER	OPAQUE_EXACT_EVENT;SEMANTIC_VALUE=NONE	OWNER	FOUR_REGISTERS:=SELECTED_V62_CONTEXT;NO_TEMPLATE_SEMANTICS	UNPARSED_EXEMPLAR	E48@b921a237be883a820352	ENFORCED	EXACT_JOINT_TUPLE_ATOMIC;NO_STRING_OR_COMPONENT_INHERITANCE;STRICT_FORMAL_PROMPT_HAS_NO_SEMANTIC_WORD	V43_DEFAULT>V49_EVENT>V50/V51/V56_STRICT_EXACT_BINDING>V59_R1>V63_R3_BOUNDED_SLOT_PARSE
49	f11r	f11r.4	H3	F008	H3-S003	b2812c8283c3a62438bd	kchy	OPAQUE_PAYLOAD	NONCLOSE	NONE	UNKNOWN	EXEMPLAR_ONLY	NO_LICENSED_TRIGGER	OPAQUE_EXACT_EVENT;SEMANTIC_VALUE=NONE	OWNER	FOUR_REGISTERS:=SELECTED_V62_CONTEXT;NO_TEMPLATE_SEMANTICS	UNPARSED_EXEMPLAR	E49@b2812c8283c3a62438bd	ENFORCED	EXACT_JOINT_TUPLE_ATOMIC;NO_STRING_OR_COMPONENT_INHERITANCE;STRICT_FORMAL_PROMPT_HAS_NO_SEMANTIC_WORD	V43_DEFAULT>V49_EVENT>V50/V51/V56_STRICT_EXACT_BINDING>V59_R1>V63_R3_BOUNDED_SLOT_PARSE
50	f11r	f11r.4	H3	F008	H3-S003	b921a237be883a820352	dy	OPAQUE_PAYLOAD	NONCLOSE	NONE	UNKNOWN	EXEMPLAR_ONLY	NO_LICENSED_TRIGGER	OPAQUE_EXACT_EVENT;SEMANTIC_VALUE=NONE	OWNER	FOUR_REGISTERS:=SELECTED_V62_CONTEXT;NO_TEMPLATE_SEMANTICS	UNPARSED_EXEMPLAR	E50@b921a237be883a820352	ENFORCED	EXACT_JOINT_TUPLE_ATOMIC;NO_STRING_OR_COMPONENT_INHERITANCE;STRICT_FORMAL_PROMPT_HAS_NO_SEMANTIC_WORD	V43_DEFAULT>V49_EVENT>V50/V51/V56_STRICT_EXACT_BINDING>V59_R1>V63_R3_BOUNDED_SLOT_PARSE
51	f11r	f11r.4	H3	F008	H3-S003	2f1c5e56e8f0ff459065	daiin	OPAQUE_PAYLOAD	NONCLOSE	VORGABEPARAMETER?	MASS?	PARAMETER_ASSIGN	EXACT_PLUS_FORMAL_CONVERGENT	EXACT:MASS?|FORMAL:VORGABEPARAMETER?	ACTIVE_ITEM/PREPARATION	PARAMETER_SLOT:=EXACT_MASS_VALUE;FOUR_REGISTERS=CARRY || FORMAL_PARAMETER_SLOT:=OPAQUE_EVENT_VALUE;FOUR_REGISTERS=CARRY	UNIQUE_CONVERGENT_CHANNELS	E51@2f1c5e56e8f0ff459065	ENFORCED	EXACT_JOINT_TUPLE_ATOMIC;NO_STRING_OR_COMPONENT_INHERITANCE;STRICT_FORMAL_PROMPT_HAS_NO_SEMANTIC_WORD	V43_DEFAULT>V49_EVENT>V50/V51/V56_STRICT_EXACT_BINDING>V59_R1>V60_R4_EXACT_CARD_PRESSURE>V63_R3_BOUNDED_SLOT_PARSE
52	f11r	f11r.7	H3	F009	H3-S004	a48efd6c4491a046ba78	qotchy	FRAME_OT(OPAQUE_PAYLOAD)	NONCLOSE	NONE	UNKNOWN	EXEMPLAR_ONLY	NO_LICENSED_TRIGGER	OPAQUE_EXACT_EVENT;SEMANTIC_VALUE=NONE	OWNER	FOUR_REGISTERS:=SELECTED_V62_CONTEXT;NO_TEMPLATE_SEMANTICS	UNPARSED_EXEMPLAR	E52@a48efd6c4491a046ba78	ENFORCED	EXACT_JOINT_TUPLE_ATOMIC;NO_STRING_OR_COMPONENT_INHERITANCE;STRICT_FORMAL_PROMPT_HAS_NO_SEMANTIC_WORD	V43_DEFAULT>V49_EVENT>V50/V51/V56_STRICT_EXACT_BINDING>V59_R1>V63_R3_BOUNDED_SLOT_PARSE
53	f11r	f11r.7	H3	F009	H3-S004	322281bd391aa621f568	okchol	OPAQUE_PAYLOAD	NONCLOSE	NONE	UNKNOWN	EXEMPLAR_ONLY	NO_LICENSED_TRIGGER	OPAQUE_EXACT_EVENT;SEMANTIC_VALUE=NONE	OWNER	FOUR_REGISTERS:=SELECTED_V62_CONTEXT;NO_TEMPLATE_SEMANTICS	UNPARSED_EXEMPLAR	E53@322281bd391aa621f568	ENFORCED	EXACT_JOINT_TUPLE_ATOMIC;NO_STRING_OR_COMPONENT_INHERITANCE;STRICT_FORMAL_PROMPT_HAS_NO_SEMANTIC_WORD	V43_DEFAULT>V49_EVENT>V50/V51/V56_STRICT_EXACT_BINDING>V59_R1>V63_R3_BOUNDED_SLOT_PARSE
54	f11r	f11r.7	H3	F009	H3-S004	e0b630cb1b5df5e7105b	cthy	OPAQUE_PAYLOAD	NONCLOSE	NONE	BEREIT?	STATE_GATE	EXACT_JOINT_TUPLE_MNEMONIC	EXACT:BEREIT?	ACTIVE_ITEM/PREPARATION	ACTIVE_ITEM/PREPARATION.STATE:=EXACT_GATE_VALUE	UNIQUE_EXACT	E54@e0b630cb1b5df5e7105b	ENFORCED	EXACT_JOINT_TUPLE_ATOMIC;NO_STRING_OR_COMPONENT_INHERITANCE;STRICT_FORMAL_PROMPT_HAS_NO_SEMANTIC_WORD	V43_DEFAULT>V49_EVENT>V50/V51/V56_STRICT_EXACT_BINDING>V59_R1>V60_R4_EXACT_CARD_PRESSURE>V63_R3_BOUNDED_SLOT_PARSE
55	f11r	f11r.7	H3	F009	H3-S004	b921a237be883a820352	dy	OPAQUE_PAYLOAD	NONCLOSE	NONE	UNKNOWN	EXEMPLAR_ONLY	NO_LICENSED_TRIGGER	OPAQUE_EXACT_EVENT;SEMANTIC_VALUE=NONE	OWNER	FOUR_REGISTERS:=SELECTED_V62_CONTEXT;NO_TEMPLATE_SEMANTICS	UNPARSED_EXEMPLAR	E55@b921a237be883a820352	ENFORCED	EXACT_JOINT_TUPLE_ATOMIC;NO_STRING_OR_COMPONENT_INHERITANCE;STRICT_FORMAL_PROMPT_HAS_NO_SEMANTIC_WORD	V43_DEFAULT>V49_EVENT>V50/V51/V56_STRICT_EXACT_BINDING>V59_R1>V63_R3_BOUNDED_SLOT_PARSE
56	f55v	f55v.5	H4	F010	H4-S001	b5fcea1eaed06b2f2291	qokaiin	SET(<ARG_AIIN>)	NONCLOSE	STANDARDSLOT_SETZEN	UNKNOWN	PARAMETER_ASSIGN	STRICT_FORMAL_PROMPT_ONLY	FORMAL:STANDARDSLOT_SETZEN;SEMANTIC_VALUE=NONE	ACTIVE_ITEM/PREPARATION	FORMAL_STANDARD_SLOT:=OPAQUE_EVENT_VALUE;FOUR_REGISTERS=CARRY	UNIQUE_FORMAL_ONLY	E56@b5fcea1eaed06b2f2291	ENFORCED	EXACT_JOINT_TUPLE_ATOMIC;NO_STRING_OR_COMPONENT_INHERITANCE;STRICT_FORMAL_PROMPT_HAS_NO_SEMANTIC_WORD	V43_DEFAULT>V49_EVENT>V50/V51/V56_STRICT_EXACT_BINDING>V59_R1>V63_R3_BOUNDED_SLOT_PARSE
57	f55v	f55v.5	H4	F010	H4-S001	2f1c5e56e8f0ff459065	chaiin	OPAQUE_PAYLOAD	NONCLOSE	NONE	MASS?	PARAMETER_ASSIGN	EXACT_JOINT_TUPLE_MNEMONIC	EXACT:MASS?	ACTIVE_ITEM/PREPARATION	PARAMETER_SLOT:=EXACT_MASS_VALUE;FOUR_REGISTERS=CARRY	UNIQUE_EXACT	E57@2f1c5e56e8f0ff459065	ENFORCED	EXACT_JOINT_TUPLE_ATOMIC;NO_STRING_OR_COMPONENT_INHERITANCE;STRICT_FORMAL_PROMPT_HAS_NO_SEMANTIC_WORD	V43_DEFAULT>V49_EVENT>V50/V51/V56_STRICT_EXACT_BINDING>V59_R1>V60_R4_EXACT_CARD_PRESSURE>V63_R3_BOUNDED_SLOT_PARSE
58	f55v	f55v.5	H4	F010	H4-S001	403c1592f918c8f23b88	ykain	OPAQUE_PAYLOAD + <ARG_AIN>	NONCLOSE	NONE	UNKNOWN	EXEMPLAR_ONLY	NO_LICENSED_TRIGGER	OPAQUE_EXACT_EVENT;SEMANTIC_VALUE=NONE	OWNER	FOUR_REGISTERS:=SELECTED_V62_CONTEXT;NO_TEMPLATE_SEMANTICS	UNPARSED_EXEMPLAR	E58@403c1592f918c8f23b88	ENFORCED	EXACT_JOINT_TUPLE_ATOMIC;NO_STRING_OR_COMPONENT_INHERITANCE;STRICT_FORMAL_PROMPT_HAS_NO_SEMANTIC_WORD	V43_DEFAULT>V49_EVENT>V50/V51/V56_STRICT_EXACT_BINDING>V59_R1>V63_R3_BOUNDED_SLOT_PARSE
59	f55v	f55v.5	H4	F010	H4-S001	d929a14ec45749b2e805	ykan	OPAQUE_PAYLOAD	NONCLOSE	NONE	UNKNOWN	EXEMPLAR_ONLY	NO_LICENSED_TRIGGER	OPAQUE_EXACT_EVENT;SEMANTIC_VALUE=NONE	OWNER	FOUR_REGISTERS:=SELECTED_V62_CONTEXT;NO_TEMPLATE_SEMANTICS	UNPARSED_EXEMPLAR	E59@d929a14ec45749b2e805	ENFORCED	EXACT_JOINT_TUPLE_ATOMIC;NO_STRING_OR_COMPONENT_INHERITANCE;STRICT_FORMAL_PROMPT_HAS_NO_SEMANTIC_WORD	V43_DEFAULT>V49_EVENT>V50/V51/V56_STRICT_EXACT_BINDING>V59_R1>V63_R3_BOUNDED_SLOT_PARSE
60	f55v	f55v.5	H4	F010	H4-S001	97cc9ac109148723c472	ody	CLOSE(OPAQUE_PAYLOAD)	TERMINAL	NONE	UNKNOWN	EXEMPLAR_ONLY	NO_LICENSED_TRIGGER	OPAQUE_EXACT_EVENT;SEMANTIC_VALUE=NONE	OWNER	FOUR_REGISTERS:=SELECTED_V62_CONTEXT;NO_TEMPLATE_SEMANTICS	UNPARSED_EXEMPLAR	E60@97cc9ac109148723c472	ENFORCED	EXACT_JOINT_TUPLE_ATOMIC;NO_STRING_OR_COMPONENT_INHERITANCE;STRICT_FORMAL_PROMPT_HAS_NO_SEMANTIC_WORD	V43_DEFAULT>V49_EVENT>V50/V51/V56_STRICT_EXACT_BINDING>V59_R1>V63_R3_BOUNDED_SLOT_PARSE
61	f55v	f55v.5	H4	F011	H4-S002	2f1c5e56e8f0ff459065	daiin	OPAQUE_PAYLOAD	NONCLOSE	VORGABEPARAMETER?	MASS?	PARAMETER_ASSIGN	EXACT_PLUS_FORMAL_CONVERGENT	EXACT:MASS?|FORMAL:VORGABEPARAMETER?	ACTIVE_ITEM/PREPARATION	PARAMETER_SLOT:=EXACT_MASS_VALUE;FOUR_REGISTERS=CARRY || FORMAL_PARAMETER_SLOT:=OPAQUE_EVENT_VALUE;FOUR_REGISTERS=CARRY	UNIQUE_CONVERGENT_CHANNELS	E61@2f1c5e56e8f0ff459065	ENFORCED	EXACT_JOINT_TUPLE_ATOMIC;NO_STRING_OR_COMPONENT_INHERITANCE;STRICT_FORMAL_PROMPT_HAS_NO_SEMANTIC_WORD	V43_DEFAULT>V49_EVENT>V50/V51/V56_STRICT_EXACT_BINDING>V59_R1>V60_R4_EXACT_CARD_PRESSURE>V63_R3_BOUNDED_SLOT_PARSE
62	f55v	f55v.5	H4	F011	H4-S002	6f7ff8287eddf4da9fdb	chedy	VARIANT_D(OPAQUE_PAYLOAD)	NONCLOSE	NONE	UNKNOWN	EXEMPLAR_ONLY	NO_LICENSED_TRIGGER	OPAQUE_EXACT_EVENT;SEMANTIC_VALUE=NONE	OWNER	FOUR_REGISTERS:=SELECTED_V62_CONTEXT;NO_TEMPLATE_SEMANTICS	UNPARSED_EXEMPLAR	E62@6f7ff8287eddf4da9fdb	ENFORCED	EXACT_JOINT_TUPLE_ATOMIC;NO_STRING_OR_COMPONENT_INHERITANCE;STRICT_FORMAL_PROMPT_HAS_NO_SEMANTIC_WORD	V43_DEFAULT>V49_EVENT>V50/V51/V56_STRICT_EXACT_BINDING>V59_R1>V63_R3_BOUNDED_SLOT_PARSE
63	f55v	f55v.5	H4	F011	H4-S002	e026af581c99322fbd46	talam	CLOSE_B3(OPAQUE_PAYLOAD)	TERMINAL	NONE	UNKNOWN	EXEMPLAR_ONLY	NO_LICENSED_TRIGGER	OPAQUE_EXACT_EVENT;SEMANTIC_VALUE=NONE	OWNER	FOUR_REGISTERS:=SELECTED_V62_CONTEXT;NO_TEMPLATE_SEMANTICS	UNPARSED_EXEMPLAR	E63@e026af581c99322fbd46	ENFORCED	EXACT_JOINT_TUPLE_ATOMIC;NO_STRING_OR_COMPONENT_INHERITANCE;STRICT_FORMAL_PROMPT_HAS_NO_SEMANTIC_WORD	V43_DEFAULT>V49_EVENT>V50/V51/V56_STRICT_EXACT_BINDING>V59_R1>V63_R3_BOUNDED_SLOT_PARSE
64	f55v	f55v.11	H4	F012	H4-S003	f7dc90b2c31fd341f0a4	ykaiin	OPAQUE_PAYLOAD + <ARG_AIIN>	NONCLOSE	NONE	UNKNOWN	EXEMPLAR_ONLY	NO_LICENSED_TRIGGER	OPAQUE_EXACT_EVENT;SEMANTIC_VALUE=NONE	OWNER	FOUR_REGISTERS:=SELECTED_V62_CONTEXT;NO_TEMPLATE_SEMANTICS	UNPARSED_EXEMPLAR	E64@f7dc90b2c31fd341f0a4	ENFORCED	EXACT_JOINT_TUPLE_ATOMIC;NO_STRING_OR_COMPONENT_INHERITANCE;STRICT_FORMAL_PROMPT_HAS_NO_SEMANTIC_WORD	V43_DEFAULT>V49_EVENT>V50/V51/V56_STRICT_EXACT_BINDING>V59_R1>V63_R3_BOUNDED_SLOT_PARSE
65	f55v	f55v.11	H4	F012	H4-S003	807591efc3d3f7ddbfab	cheoar	OPAQUE_PAYLOAD + <ARG_AR>	NONCLOSE	NONE	UNKNOWN	EXEMPLAR_ONLY	NO_LICENSED_TRIGGER	OPAQUE_EXACT_EVENT;SEMANTIC_VALUE=NONE	OWNER	FOUR_REGISTERS:=SELECTED_V62_CONTEXT;NO_TEMPLATE_SEMANTICS	UNPARSED_EXEMPLAR	E65@807591efc3d3f7ddbfab	ENFORCED	EXACT_JOINT_TUPLE_ATOMIC;NO_STRING_OR_COMPONENT_INHERITANCE;STRICT_FORMAL_PROMPT_HAS_NO_SEMANTIC_WORD	V43_DEFAULT>V49_EVENT>V50/V51/V56_STRICT_EXACT_BINDING>V59_R1>V63_R3_BOUNDED_SLOT_PARSE
66	f55v	f55v.11	H4	F012	H4-S003	2c1a5fd92b9e3c762242	cheeky	OPAQUE_PAYLOAD	NONCLOSE	NONE	UNKNOWN	EXEMPLAR_ONLY	NO_LICENSED_TRIGGER	OPAQUE_EXACT_EVENT;SEMANTIC_VALUE=NONE	OWNER	FOUR_REGISTERS:=SELECTED_V62_CONTEXT;NO_TEMPLATE_SEMANTICS	UNPARSED_EXEMPLAR	E66@2c1a5fd92b9e3c762242	ENFORCED	EXACT_JOINT_TUPLE_ATOMIC;NO_STRING_OR_COMPONENT_INHERITANCE;STRICT_FORMAL_PROMPT_HAS_NO_SEMANTIC_WORD	V43_DEFAULT>V49_EVENT>V50/V51/V56_STRICT_EXACT_BINDING>V59_R1>V63_R3_BOUNDED_SLOT_PARSE
67	f55v	f55v.11	H4	F012	H4-S003	1b1ffdd869fb1429ad03	oldy	CLOSE(FRAME_O(LINK))	TERMINAL	NONE	UNKNOWN	EXEMPLAR_ONLY	NO_LICENSED_TRIGGER	OPAQUE_EXACT_EVENT;SEMANTIC_VALUE=NONE	OWNER	FOUR_REGISTERS:=SELECTED_V62_CONTEXT;NO_TEMPLATE_SEMANTICS	UNPARSED_EXEMPLAR	E67@1b1ffdd869fb1429ad03	ENFORCED	EXACT_JOINT_TUPLE_ATOMIC;NO_STRING_OR_COMPONENT_INHERITANCE;STRICT_FORMAL_PROMPT_HAS_NO_SEMANTIC_WORD	V43_DEFAULT>V49_EVENT>V50/V51/V56_STRICT_EXACT_BINDING>V59_R1>V63_R3_BOUNDED_SLOT_PARSE
