edition	model	paragraph	position	form	meaning	role	raw_line	action_patient	action_patient_form	action_rule	action_debts	L_patient	L_debts	R_patient	R_debts	row_status
RF1b	N	f93r|f93r.1-f93r.32	f93r.31:2	chol	trocken	STATE	ol chol cthol olchod					f93r.31:3		f93r.31:3		recorded
RF1b	C	f93r|f93r.1-f93r.32	f93r.2:3	chol	trockne	ACTION	ycham s chol chotom cthodar sheo s oteodal s ofchoshy cthoshol	f93r.2:6	sheo	LOCAL_RIGHT	UNREAD_BETWEEN:f93r.2:4;UNREAD_BETWEEN:f93r.2:5	f93r.2:6	UNREAD_BETWEEN:f93r.2:4;UNREAD_BETWEEN:f93r.2:5	f93r.2:6	UNREAD_BETWEEN:f93r.2:4;UNREAD_BETWEEN:f93r.2:5	recorded
RF1b	C	f93r|f93r.1-f93r.32	f93r.6:6	chol	trockne	ACTION	tor otor s cho s chol sheoees	f93r.6:2	otor	LOCAL_LEFT		f93r.6:2		f93r.6:2		recorded
RF1b	C	f93r|f93r.1-f93r.32	f93r.31:2	chol	trockne	ACTION	ol chol cthol olchod	f93r.31:3	cthol	LOCAL_RIGHT		f93r.31:3		f93r.31:3		recorded
RF1b	T	f93r|f93r.1-f93r.32	f93r.2:3	chol	trocken	STATE	ycham s chol chotom cthodar sheo s oteodal s ofchoshy cthoshol					f93r.2:6	UNREAD_BETWEEN:f93r.2:4;UNREAD_BETWEEN:f93r.2:5	f93r.2:6	UNREAD_BETWEEN:f93r.2:4;UNREAD_BETWEEN:f93r.2:5	recorded
RF1b	T	f93r|f93r.1-f93r.32	f93r.6:6	chol	trocken	STATE	tor otor s cho s chol sheoees					f93r.6:2		f93r.6:2		recorded
RF1b	T	f93r|f93r.1-f93r.32	f93r.31:2	chol	trocken	STATE	ol chol cthol olchod					f93r.31:3		f93r.31:3		recorded
RF1b	CT	f93r|f93r.1-f93r.32	f93r.2:3	chol	trockne	ACTION	ycham s chol chotom cthodar sheo s oteodal s ofchoshy cthoshol	f93r.2:6	sheo	LOCAL_RIGHT	UNREAD_BETWEEN:f93r.2:4;UNREAD_BETWEEN:f93r.2:5	f93r.2:6	UNREAD_BETWEEN:f93r.2:4;UNREAD_BETWEEN:f93r.2:5	f93r.2:6	UNREAD_BETWEEN:f93r.2:4;UNREAD_BETWEEN:f93r.2:5	recorded
RF1b	CT	f93r|f93r.1-f93r.32	f93r.6:6	chol	trockne	ACTION	tor otor s cho s chol sheoees	f93r.6:2	otor	LOCAL_LEFT		f93r.6:2		f93r.6:2		recorded
RF1b	CT	f93r|f93r.1-f93r.32	f93r.31:2	chol	trockne	ACTION	ol chol cthol olchod	f93r.31:3	cthol	LOCAL_RIGHT		f93r.31:3		f93r.31:3		recorded
RF1b	N	f99r|f99r.47-f99r.52	f99r.48:5	chol	trocken	STATE	@222;keol okeol o ckhey chol cheodal @221;keo r @221;lcheeg orar					f99r.48:2	UNREAD_BETWEEN:f99r.48:4	f99r.48:2	UNREAD_BETWEEN:f99r.48:4	recorded
RF1b	C	f99r|f99r.47-f99r.52	f99r.48:5	chol	trockne	ACTION	@222;keol okeol o ckhey chol cheodal @221;keo r @221;lcheeg orar	f99r.48:2	okeol	LOCAL_LEFT	UNREAD_BETWEEN:f99r.48:4	f99r.48:2	UNREAD_BETWEEN:f99r.48:4	f99r.48:2	UNREAD_BETWEEN:f99r.48:4	recorded
RF1b	T	f99r|f99r.47-f99r.52	f99r.48:5	chol	trocken	STATE	@222;keol okeol o ckhey chol cheodal @221;keo r @221;lcheeg orar					f99r.48:2	UNREAD_BETWEEN:f99r.48:4	f99r.48:2	UNREAD_BETWEEN:f99r.48:4	recorded
RF1b	CT	f99r|f99r.47-f99r.52	f99r.48:5	chol	trockne	ACTION	@222;keol okeol o ckhey chol cheodal @221;keo r @221;lcheeg orar	f99r.48:2	okeol	LOCAL_LEFT	UNREAD_BETWEEN:f99r.48:4	f99r.48:2	UNREAD_BETWEEN:f99r.48:4	f99r.48:2	UNREAD_BETWEEN:f99r.48:4	recorded
RF1b	N	f106r|f106r.8-f106r.9	f106r.9:2	chol	trocken	STATE	ychor chol qokain chocphol lchedy qocheo qokar					f106r.9:3		f106r.9:3		recorded
RF1b	C	f106r|f106r.8-f106r.9	f106r.9:2	chol	trockne	ACTION	ychor chol qokain chocphol lchedy qocheo qokar	f106r.9:3	qokain	LOCAL_RIGHT		f106r.9:3		f106r.9:3		recorded
RF1b	T	f106r|f106r.8-f106r.9	f106r.9:2	chol	trocken	STATE	ychor chol qokain chocphol lchedy qocheo qokar					f106r.9:3		f106r.9:3		recorded
RF1b	CT	f106r|f106r.8-f106r.9	f106r.9:2	chol	trockne	ACTION	ychor chol qokain chocphol lchedy qocheo qokar	f106r.9:3	qokain	LOCAL_RIGHT		f106r.9:3		f106r.9:3		recorded
