paragraph	locus	index	raw	status	N	C	T	CT	row_status
f93r|f93r.1-f93r.32	f93r.16	1	choshy	UNREAD	[ungelesen: choshy]	[ungelesen: choshy]	[ungelesen: choshy]	[ungelesen: choshy]	recorded
f93r|f93r.1-f93r.32	f93r.16	2	qokor	ASSUMED	erhitze	erhitze	erhitze	erhitze	recorded
f93r|f93r.1-f93r.32	f93r.16	3	chckhs	UNREAD	[ungelesen: chckhs]	[ungelesen: chckhs]	[ungelesen: chckhs]	[ungelesen: chckhs]	recorded
f93r|f93r.1-f93r.32	f93r.17	1	tcheo	UNREAD	[ungelesen: tcheo]	[ungelesen: tcheo]	[ungelesen: tcheo]	[ungelesen: tcheo]	recorded
f93r|f93r.1-f93r.32	f93r.17	2	l	UNREAD	[ungelesen: l]	[ungelesen: l]	[ungelesen: l]	[ungelesen: l]	recorded
f93r|f93r.1-f93r.32	f93r.17	3	cholchecthody	UNREAD	[ungelesen: cholchecthody]	[ungelesen: cholchecthody]	[ungelesen: cholchecthody]	[ungelesen: cholchecthody]	recorded
f93r|f93r.1-f93r.32	f93r.18	1	olkees	UNREAD	[ungelesen: olkees]	[ungelesen: olkees]	[ungelesen: olkees]	[ungelesen: olkees]	recorded
f93r|f93r.1-f93r.32	f93r.18	2	shodaiin	ASSUMED	Dosis Q des feuchten Materials [nominale Qualität: Stoffkonstitution]	Dosis Q des feuchten Materials [nominale Qualität: Stoffkonstitution]	Dosis Q des feuchten Materials [nominale Qualität: Stoffkonstitution]	Dosis Q des feuchten Materials [nominale Qualität: Stoffkonstitution]	recorded
f93r|f93r.1-f93r.32	f93r.18	3	shody	ASSUMED	benetztes Material	benetztes Material	benetztes Material	benetztes Material	recorded
f93r|f93r.1-f93r.32	f93r.19	1	tchor	ASSUMED	verarbeitetes Blütenmaterial	verarbeitetes Blütenmaterial	verarbeitetes Blütenmaterial	verarbeitetes Blütenmaterial	recorded
f93r|f93r.1-f93r.32	f93r.19	2	shol	ASSUMED	feucht	feucht	feucht	feucht	recorded
f93r|f93r.1-f93r.32	f93r.19	3	r	ASSUMED	darauf	darauf	darauf	darauf	recorded
f93r|f93r.1-f93r.32	f93r.19	4	sheoky	UNREAD	[ungelesen: sheoky]	[ungelesen: sheoky]	[ungelesen: sheoky]	[ungelesen: sheoky]	recorded
f93r|f93r.1-f93r.32	f93r.20	1	ychockhy	UNREAD	[ungelesen: ychockhy]	[ungelesen: ychockhy]	[ungelesen: ychockhy]	[ungelesen: ychockhy]	recorded
f93r|f93r.1-f93r.32	f93r.20	2	cthol	ASSUMED	Krautpulver	Krautpulver	Krautpulver	Krautpulver	recorded
f93r|f93r.1-f93r.32	f93r.20	3	osos	UNREAD	[ungelesen: osos]	[ungelesen: osos]	[ungelesen: osos]	[ungelesen: osos]	recorded
f93r|f93r.1-f93r.32	f93r.21	1	dol	ASSUMED	Portion	Portion	Portion	Portion	recorded
f93r|f93r.1-f93r.32	f93r.21	2	shol	ASSUMED	feucht	feucht	feucht	feucht	recorded
f93r|f93r.1-f93r.32	f93r.21	3	daiin	ASSUMED	Dosis Q	Dosis Q	Dosis Q	Dosis Q	recorded
f93r|f93r.1-f93r.32	f93r.21	4	shcthy	UNREAD	[ungelesen: shcthy]	[ungelesen: shcthy]	[ungelesen: shcthy]	[ungelesen: shcthy]	recorded
f93r|f93r.1-f93r.32	f93r.22	1	kchor	ASSUMED	trockene Blüten [nominale Qualität: Stoffkonstitution]	trockene Blüten [nominale Qualität: Stoffkonstitution]	trockene Blüten [nominale Qualität: Stoffkonstitution]	trockene Blüten [nominale Qualität: Stoffkonstitution]	recorded
f93r|f93r.1-f93r.32	f93r.22	2	cthy	ASSUMED	Kraut	Kraut	Kraut	Kraut	recorded
f93r|f93r.1-f93r.32	f93r.22	3	chakal	UNREAD	[ungelesen: chakal]	[ungelesen: chakal]	[ungelesen: chakal]	[ungelesen: chakal]	recorded
f93r|f93r.1-f93r.32	f93r.22	4	daiin	ASSUMED	Dosis Q	Dosis Q	Dosis Q	Dosis Q	recorded
f93r|f93r.1-f93r.32	f93r.23	1	oain	UNREAD	[ungelesen: oain]	[ungelesen: oain]	[ungelesen: oain]	[ungelesen: oain]	recorded
f93r|f93r.1-f93r.32	f93r.23	2	okor	UNREAD	[ungelesen: okor]	[ungelesen: okor]	[ungelesen: okor]	[ungelesen: okor]	recorded
f93r|f93r.1-f93r.32	f93r.23	3	shody	ASSUMED	benetztes Material	benetztes Material	benetztes Material	benetztes Material	recorded
f93r|f93r.1-f93r.32	f93r.23	4	teols	UNREAD	[ungelesen: teols]	[ungelesen: teols]	[ungelesen: teols]	[ungelesen: teols]	recorded
f93r|f93r.1-f93r.32	f93r.24	1	ychocthy	UNREAD	[ungelesen: ychocthy]	[ungelesen: ychocthy]	[ungelesen: ychocthy]	[ungelesen: ychocthy]	recorded
f93r|f93r.1-f93r.32	f93r.24	2	chotey	UNREAD	[ungelesen: chotey]	[ungelesen: chotey]	[ungelesen: chotey]	[ungelesen: chotey]	recorded
f93r|f93r.1-f93r.32	f93r.24	3	teey	UNREAD	[ungelesen: teey]	[ungelesen: teey]	[ungelesen: teey]	[ungelesen: teey]	recorded
f93r|f93r.1-f93r.32	f93r.24	4	s	ASSUMED	jeweils	jeweils	jeweils	jeweils	recorded
f93r|f93r.1-f93r.32	f93r.25	1	ysaiin	UNREAD	[ungelesen: ysaiin]	[ungelesen: ysaiin]	[ungelesen: ysaiin]	[ungelesen: ysaiin]	recorded
f93r|f93r.1-f93r.32	f93r.25	2	chotar	UNREAD	[ungelesen: chotar]	[ungelesen: chotar]	[ungelesen: chotar]	[ungelesen: chotar]	recorded
f93r|f93r.1-f93r.32	f93r.25	3	shody	ASSUMED	benetztes Material	benetztes Material	benetztes Material	benetztes Material	recorded
f93r|f93r.1-f93r.32	f93r.26	1	ocheodaiin	UNREAD	[ungelesen: ocheodaiin]	[ungelesen: ocheodaiin]	[ungelesen: ocheodaiin]	[ungelesen: ocheodaiin]	recorded
f93r|f93r.1-f93r.32	f93r.26	2	tchos	UNREAD	[ungelesen: tchos]	[ungelesen: tchos]	[ungelesen: tchos]	[ungelesen: tchos]	recorded
f93r|f93r.1-f93r.32	f93r.26	3	sor	ASSUMED	weiterer Bestandteil	weiterer Bestandteil	weiterer Bestandteil	weiterer Bestandteil	recorded
f93r|f93r.1-f93r.32	f93r.27	1	qokor	ASSUMED	erhitze	erhitze	erhitze	erhitze	recorded
f93r|f93r.1-f93r.32	f93r.27	2	cheo	ASSUMED	Zubereitung	Zubereitung	Zubereitung	Zubereitung	recorded
f93r|f93r.1-f93r.32	f93r.27	3	los	UNREAD	[ungelesen: los]	[ungelesen: los]	[ungelesen: los]	[ungelesen: los]	recorded
f93r|f93r.1-f93r.32	f93r.27	4	ckheody	UNREAD	[ungelesen: ckheody]	[ungelesen: ckheody]	[ungelesen: ckheody]	[ungelesen: ckheody]	recorded
f93r|f93r.1-f93r.32	f93r.28	1	ychor	ASSUMED	ferner	ferner	ferner	ferner	recorded
f93r|f93r.1-f93r.32	f93r.28	2	odol	ASSUMED	abgemessene Zubereitung	abgemessene Zubereitung	abgemessene Zubereitung	abgemessene Zubereitung	recorded
f93r|f93r.1-f93r.32	f93r.28	3	chodaiin	ASSUMED	Dosis Q des Trockenmaterials [nominale Qualität: Stoffkonstitution]	Dosis Q des Trockenmaterials [nominale Qualität: Stoffkonstitution]	Dosis Q des Trockenmaterials [nominale Qualität: Stoffkonstitution]	Dosis Q des Trockenmaterials [nominale Qualität: Stoffkonstitution]	recorded
f93r|f93r.1-f93r.32	f93r.28	4	s	ASSUMED	jeweils	jeweils	jeweils	jeweils	recorded
f93r|f93r.1-f93r.32	f93r.29	1	dain	ASSUMED	Dosis P	Dosis P	Dosis P	Dosis P	recorded
f93r|f93r.1-f93r.32	f93r.29	2	{ck}cho	UNREAD	[ungelesen: {ck}cho]	[ungelesen: {ck}cho]	[ungelesen: {ck}cho]	[ungelesen: {ck}cho]	recorded
f93r|f93r.1-f93r.32	f93r.29	3	ctho	ASSUMED	Krautmehl	Krautmehl	Krautmehl	Krautmehl	recorded
f93r|f93r.1-f93r.32	f93r.29	4	ctho[s:e]g	UNREAD	[ungelesen: ctho[s:e]g]	[ungelesen: ctho[s:e]g]	[ungelesen: ctho[s:e]g]	[ungelesen: ctho[s:e]g]	recorded
f93r|f93r.1-f93r.32	f93r.30	1	shodaiin	ASSUMED	Dosis Q des feuchten Materials [nominale Qualität: Stoffkonstitution]	Dosis Q des feuchten Materials [nominale Qualität: Stoffkonstitution]	Dosis Q des feuchten Materials [nominale Qualität: Stoffkonstitution]	Dosis Q des feuchten Materials [nominale Qualität: Stoffkonstitution]	recorded
f93r|f93r.1-f93r.32	f93r.30	2	qokcho	ASSUMED	verarbeite warm	verarbeite warm	verarbeite warm	verarbeite warm	recorded
f93r|f93r.1-f93r.32	f93r.30	3	cthol	ASSUMED	Krautpulver	Krautpulver	Krautpulver	Krautpulver	recorded
f93r|f93r.1-f93r.32	f93r.31	1	ol	ASSUMED	mit	mit	mit	mit	recorded
f93r|f93r.1-f93r.32	f93r.31	2	chol	ASSUMED	trocken	trockne	trocken	trockne	recorded
f93r|f93r.1-f93r.32	f93r.31	3	cthol	ASSUMED	Krautpulver	Krautpulver	Krautpulver	Krautpulver	recorded
f93r|f93r.1-f93r.32	f93r.31	4	olchod	UNREAD	[ungelesen: olchod]	[ungelesen: olchod]	[ungelesen: olchod]	[ungelesen: olchod]	recorded
f93r|f93r.1-f93r.32	f93r.32	1	dol	ASSUMED	Portion	Portion	Portion	Portion	recorded
f93r|f93r.1-f93r.32	f93r.32	2	chokal	UNREAD	[ungelesen: chokal]	[ungelesen: chokal]	[ungelesen: chokal]	[ungelesen: chokal]	recorded
f93r|f93r.1-f93r.32	f93r.32	3	schos	UNREAD	[ungelesen: schos]	[ungelesen: schos]	[ungelesen: schos]	[ungelesen: schos]	recorded
f99r|f99r.47-f99r.52	f99r.47	1	tol	ASSUMED	kühles Material [nominale Qualität: Stoffkonstitution]	kühles Material [nominale Qualität: Stoffkonstitution]	kühles Material [nominale Qualität: Stoffkonstitution]	kühles Material [nominale Qualität: Stoffkonstitution]	recorded
f99r|f99r.47-f99r.52	f99r.47	2	keey	UNREAD	[ungelesen: keey]	[ungelesen: keey]	[ungelesen: keey]	[ungelesen: keey]	recorded
f99r|f99r.47-f99r.52	f99r.47	3	ctheey	ASSUMED	Krautzubereitung	Krautzubereitung	Krautzubereitung	Krautzubereitung	recorded
f99r|f99r.47-f99r.52	f99r.48	1	ykeol	UNREAD	[ungelesen: ykeol]	[ungelesen: ykeol]	[ungelesen: ykeol]	[ungelesen: ykeol]	recorded
f99r|f99r.47-f99r.52	f99r.48	2	okeol	ASSUMED	warme Flüssigkeit [nominale Qualität: Stoffkonstitution]	warme Flüssigkeit [nominale Qualität: Stoffkonstitution]	warme Flüssigkeit [nominale Qualität: Stoffkonstitution]	warme Flüssigkeit [nominale Qualität: Stoffkonstitution]	recorded
f99r|f99r.47-f99r.52	f99r.48	3	ockhey	UNREAD	[ungelesen: ockhey]	[ungelesen: ockhey]	[ungelesen: ockhey]	[ungelesen: ockhey]	recorded
f99r|f99r.47-f99r.52	f99r.48	4	chol	ASSUMED	trocken	trockne	trocken	trockne	recorded
f99r|f99r.47-f99r.52	f99r.48	5	cheodal	UNREAD	[ungelesen: cheodal]	[ungelesen: cheodal]	[ungelesen: cheodal]	[ungelesen: cheodal]	recorded
f99r|f99r.47-f99r.52	f99r.48	6	okeo	UNREAD	[ungelesen: okeo]	[ungelesen: okeo]	[ungelesen: okeo]	[ungelesen: okeo]	recorded
f99r|f99r.47-f99r.52	f99r.48	7	r	ASSUMED	darauf	darauf	darauf	darauf	recorded
f99r|f99r.47-f99r.52	f99r.48	8	alcheeg	UNREAD	[ungelesen: alcheeg]	[ungelesen: alcheeg]	[ungelesen: alcheeg]	[ungelesen: alcheeg]	recorded
f99r|f99r.47-f99r.52	f99r.48	9	orar	UNREAD	[ungelesen: orar]	[ungelesen: orar]	[ungelesen: orar]	[ungelesen: orar]	recorded
f99r|f99r.47-f99r.52	f99r.49	1	okeeey	UNREAD	[ungelesen: okeeey]	[ungelesen: okeeey]	[ungelesen: okeeey]	[ungelesen: okeeey]	recorded
f99r|f99r.47-f99r.52	f99r.49	2	keey	UNREAD	[ungelesen: keey]	[ungelesen: keey]	[ungelesen: keey]	[ungelesen: keey]	recorded
f99r|f99r.47-f99r.52	f99r.49	3	keear	UNREAD	[ungelesen: keear]	[ungelesen: keear]	[ungelesen: keear]	[ungelesen: keear]	recorded
f99r|f99r.47-f99r.52	f99r.49	4	okeey	ASSUMED	erwärme vorsichtig	erwärme vorsichtig	erwärme vorsichtig	erwärme vorsichtig	recorded
f99r|f99r.47-f99r.52	f99r.49	5	daiin	ASSUMED	Dosis Q	Dosis Q	Dosis Q	Dosis Q	recorded
f99r|f99r.47-f99r.52	f99r.49	6	okeol	ASSUMED	warme Flüssigkeit [nominale Qualität: Stoffkonstitution]	warme Flüssigkeit [nominale Qualität: Stoffkonstitution]	warme Flüssigkeit [nominale Qualität: Stoffkonstitution]	warme Flüssigkeit [nominale Qualität: Stoffkonstitution]	recorded
f99r|f99r.47-f99r.52	f99r.49	7	s	ASSUMED	jeweils	jeweils	jeweils	jeweils	recorded
f99r|f99r.47-f99r.52	f99r.49	8	aiin	ASSUMED	Maßzahl Q	Maßzahl Q	Maßzahl Q	Maßzahl Q	recorded
f99r|f99r.47-f99r.52	f99r.49	9	olaiir	UNREAD	[ungelesen: olaiir]	[ungelesen: olaiir]	[ungelesen: olaiir]	[ungelesen: olaiir]	recorded
f99r|f99r.47-f99r.52	f99r.49	10	oolsal	UNREAD	[ungelesen: oolsal]	[ungelesen: oolsal]	[ungelesen: oolsal]	[ungelesen: oolsal]	recorded
f99r|f99r.47-f99r.52	f99r.50	1	qokeeo	UNREAD	[ungelesen: qokeeo]	[ungelesen: qokeeo]	[ungelesen: qokeeo]	[ungelesen: qokeeo]	recorded
f99r|f99r.47-f99r.52	f99r.50	2	okeey	ASSUMED	erwärme vorsichtig	erwärme vorsichtig	erwärme vorsichtig	erwärme vorsichtig	recorded
f99r|f99r.47-f99r.52	f99r.50	3	qokeey	ASSUMED	erhitze anhaltend	erhitze anhaltend	erhitze anhaltend	erhitze anhaltend	recorded
f99r|f99r.47-f99r.52	f99r.50	4	okesy	UNREAD	[ungelesen: okesy]	[ungelesen: okesy]	[ungelesen: okesy]	[ungelesen: okesy]	recorded
f99r|f99r.47-f99r.52	f99r.50	5	qokeeo	UNREAD	[ungelesen: qokeeo]	[ungelesen: qokeeo]	[ungelesen: qokeeo]	[ungelesen: qokeeo]	recorded
f99r|f99r.47-f99r.52	f99r.50	6	sar	ASSUMED	je Teil	je Teil	je Teil	je Teil	recorded
f99r|f99r.47-f99r.52	f99r.50	7	sheseky	UNREAD	[ungelesen: sheseky]	[ungelesen: sheseky]	[ungelesen: sheseky]	[ungelesen: sheseky]	recorded
f99r|f99r.47-f99r.52	f99r.50	8	or	ASSUMED	Anteil	Anteil	Anteil	Anteil	recorded
f99r|f99r.47-f99r.52	f99r.50	9	al	ASSUMED	davon	davon	davon	davon	recorded
f99r|f99r.47-f99r.52	f99r.51	1	yshaiin	UNREAD	[ungelesen: yshaiin]	[ungelesen: yshaiin]	[ungelesen: yshaiin]	[ungelesen: yshaiin]	recorded
f99r|f99r.47-f99r.52	f99r.51	2	{ykh}ey	UNREAD	[ungelesen: {ykh}ey]	[ungelesen: {ykh}ey]	[ungelesen: {ykh}ey]	[ungelesen: {ykh}ey]	recorded
f99r|f99r.47-f99r.52	f99r.51	3	octhey	UNREAD	[ungelesen: octhey]	[ungelesen: octhey]	[ungelesen: octhey]	[ungelesen: octhey]	recorded
f99r|f99r.47-f99r.52	f99r.51	4	dy	ASSUMED	fertig	fertig	fertig	fertig	recorded
f99r|f99r.47-f99r.52	f99r.51	5	daiin	ASSUMED	Dosis Q	Dosis Q	Dosis Q	Dosis Q	recorded
f99r|f99r.47-f99r.52	f99r.51	6	okor	UNREAD	[ungelesen: okor]	[ungelesen: okor]	[ungelesen: okor]	[ungelesen: okor]	recorded
f99r|f99r.47-f99r.52	f99r.51	7	okeey	ASSUMED	erwärme vorsichtig	erwärme vorsichtig	erwärme vorsichtig	erwärme vorsichtig	recorded
f99r|f99r.47-f99r.52	f99r.51	8	sh{cty}sh	UNREAD	[ungelesen: sh{cty}sh]	[ungelesen: sh{cty}sh]	[ungelesen: sh{cty}sh]	[ungelesen: sh{cty}sh]	recorded
f99r|f99r.47-f99r.52	f99r.52	1	ychor	ASSUMED	ferner	ferner	ferner	ferner	recorded
f99r|f99r.47-f99r.52	f99r.52	2	ols	ASSUMED	Endzubereitung	Endzubereitung	Endzubereitung	Endzubereitung	recorded
f99r|f99r.47-f99r.52	f99r.52	3	or	ASSUMED	Anteil	Anteil	Anteil	Anteil	recorded
f99r|f99r.47-f99r.52	f99r.52	4	agairom	UNREAD	[ungelesen: agairom]	[ungelesen: agairom]	[ungelesen: agairom]	[ungelesen: agairom]	recorded
f102v2|f102v2.30-f102v2.39	f102v2.30	1	pyd[ch:?]y	UNREAD	[ungelesen: pyd[ch:?]y]	[ungelesen: pyd[ch:?]y]	[ungelesen: pyd[ch:?]y]	[ungelesen: pyd[ch:?]y]	recorded
f102v2|f102v2.30-f102v2.39	f102v2.30	2	od[i:e]y	UNREAD	[ungelesen: od[i:e]y]	[ungelesen: od[i:e]y]	[ungelesen: od[i:e]y]	[ungelesen: od[i:e]y]	recorded
f102v2|f102v2.30-f102v2.39	f102v2.30	3	pcheady	UNREAD	[ungelesen: pcheady]	[ungelesen: pcheady]	[ungelesen: pcheady]	[ungelesen: pcheady]	recorded
f102v2|f102v2.30-f102v2.39	f102v2.30	4	qoekeey	UNREAD	[ungelesen: qoekeey]	[ungelesen: qoekeey]	[ungelesen: qoekeey]	[ungelesen: qoekeey]	recorded
f102v2|f102v2.30-f102v2.39	f102v2.30	5	oteey	UNREAD	[ungelesen: oteey]	[ungelesen: oteey]	[ungelesen: oteey]	[ungelesen: oteey]	recorded
f102v2|f102v2.30-f102v2.39	f102v2.30	6	qokeod	UNREAD	[ungelesen: qokeod]	[ungelesen: qokeod]	[ungelesen: qokeod]	[ungelesen: qokeod]	recorded
f102v2|f102v2.30-f102v2.39	f102v2.30	7	sheey	ASSUMED	benetze	benetze	benetze	benetze	recorded
f102v2|f102v2.30-f102v2.39	f102v2.30	8	opaiin	UNREAD	[ungelesen: opaiin]	[ungelesen: opaiin]	[ungelesen: opaiin]	[ungelesen: opaiin]	recorded
f102v2|f102v2.30-f102v2.39	f102v2.30	9	deear	UNREAD	[ungelesen: deear]	[ungelesen: deear]	[ungelesen: deear]	[ungelesen: deear]	recorded
f102v2|f102v2.30-f102v2.39	f102v2.31	1	oldeey	UNREAD	[ungelesen: oldeey]	[ungelesen: oldeey]	[ungelesen: oldeey]	[ungelesen: oldeey]	recorded
f102v2|f102v2.30-f102v2.39	f102v2.31	2	ckhy	ASSUMED	stampfe	stampfe	stampfe	stampfe	recorded
f102v2|f102v2.30-f102v2.39	f102v2.31	3	sheeody	UNREAD	[ungelesen: sheeody]	[ungelesen: sheeody]	[ungelesen: sheeody]	[ungelesen: sheeody]	recorded
f102v2|f102v2.30-f102v2.39	f102v2.31	4	eeos	UNREAD	[ungelesen: eeos]	[ungelesen: eeos]	[ungelesen: eeos]	[ungelesen: eeos]	recorded
f102v2|f102v2.30-f102v2.39	f102v2.31	5	sheshe<!corr?>	UNREAD	[ungelesen: sheshe<!corr?>]	[ungelesen: sheshe<!corr?>]	[ungelesen: sheshe<!corr?>]	[ungelesen: sheshe<!corr?>]	recorded
f102v2|f102v2.30-f102v2.39	f102v2.31	6	oeeor	UNREAD	[ungelesen: oeeor]	[ungelesen: oeeor]	[ungelesen: oeeor]	[ungelesen: oeeor]	recorded
f102v2|f102v2.30-f102v2.39	f102v2.31	7	ykeear	UNREAD	[ungelesen: ykeear]	[ungelesen: ykeear]	[ungelesen: ykeear]	[ungelesen: ykeear]	recorded
f102v2|f102v2.30-f102v2.39	f102v2.31	8	chekeey	UNREAD	[ungelesen: chekeey]	[ungelesen: chekeey]	[ungelesen: chekeey]	[ungelesen: chekeey]	recorded
f102v2|f102v2.30-f102v2.39	f102v2.31	9	ykory	UNREAD	[ungelesen: ykory]	[ungelesen: ykory]	[ungelesen: ykory]	[ungelesen: ykory]	recorded
f102v2|f102v2.30-f102v2.39	f102v2.32	1	dar	ASSUMED	Teilmenge	Teilmenge	Teilmenge	Teilmenge	recorded
f102v2|f102v2.30-f102v2.39	f102v2.32	2	cheor	ASSUMED	Auszug	Auszug	Auszug	Auszug	recorded
f102v2|f102v2.30-f102v2.39	f102v2.32	3	shoar	UNREAD	[ungelesen: shoar]	[ungelesen: shoar]	[ungelesen: shoar]	[ungelesen: shoar]	recorded
f102v2|f102v2.30-f102v2.39	f102v2.32	4	okeol	ASSUMED	warme Flüssigkeit [nominale Qualität: Stoffkonstitution]	warme Flüssigkeit [nominale Qualität: Stoffkonstitution]	warme Flüssigkeit [nominale Qualität: Stoffkonstitution]	warme Flüssigkeit [nominale Qualität: Stoffkonstitution]	recorded
f102v2|f102v2.30-f102v2.39	f102v2.32	5	shoy	UNREAD	[ungelesen: shoy]	[ungelesen: shoy]	[ungelesen: shoy]	[ungelesen: shoy]	recorded
f102v2|f102v2.30-f102v2.39	f102v2.32	6	s	ASSUMED	jeweils	jeweils	jeweils	jeweils	recorded
f102v2|f102v2.30-f102v2.39	f102v2.32	7	ar	ASSUMED	Teil	Teil	Teil	Teil	recorded
f102v2|f102v2.30-f102v2.39	f102v2.32	8	oky	ASSUMED	warm	warm	warm	warm	recorded
f102v2|f102v2.30-f102v2.39	f102v2.32	9	cheeor	ASSUMED	geklärter Auszug	geklärter Auszug	geklärter Auszug	geklärter Auszug	recorded
f102v2|f102v2.30-f102v2.39	f102v2.32	10	ol	ASSUMED	mit	mit	mit	mit	recorded
f102v2|f102v2.30-f102v2.39	f102v2.32	11	daiin	ASSUMED	Dosis Q	Dosis Q	Dosis Q	Dosis Q	recorded
f102v2|f102v2.30-f102v2.39	f102v2.32	12	sy	ASSUMED	abgesetzt	abgesetzt	abgesetzt	abgesetzt	recorded
f102v2|f102v2.30-f102v2.39	f102v2.33	1	qokeor	ASSUMED	erhitze den Auszug	erhitze den Auszug	erhitze den Auszug	erhitze den Auszug	recorded
f102v2|f102v2.30-f102v2.39	f102v2.33	2	sho	ASSUMED	Flüssigkeit	Flüssigkeit	Flüssigkeit	Flüssigkeit	recorded
f102v2|f102v2.30-f102v2.39	f102v2.33	3	?keeeos	UNREAD	[ungelesen: ?keeeos]	[ungelesen: ?keeeos]	[ungelesen: ?keeeos]	[ungelesen: ?keeeos]	recorded
f102v2|f102v2.30-f102v2.39	f102v2.33	4	cheor	ASSUMED	Auszug	Auszug	Auszug	Auszug	recorded
f102v2|f102v2.30-f102v2.39	f102v2.33	5	o	ASSUMED	und	und	und	und	recorded
f102v2|f102v2.30-f102v2.39	f102v2.33	6	s	ASSUMED	jeweils	jeweils	jeweils	jeweils	recorded
f102v2|f102v2.30-f102v2.39	f102v2.33	7	al	ASSUMED	davon	davon	davon	davon	recorded
f102v2|f102v2.30-f102v2.39	f102v2.33	8	chos	UNREAD	[ungelesen: chos]	[ungelesen: chos]	[ungelesen: chos]	[ungelesen: chos]	recorded
f102v2|f102v2.30-f102v2.39	f102v2.33	9	aiiin	UNREAD	[ungelesen: aiiin]	[ungelesen: aiiin]	[ungelesen: aiiin]	[ungelesen: aiiin]	recorded
f102v2|f102v2.30-f102v2.39	f102v2.33	10	o	ASSUMED	und	und	und	und	recorded
f102v2|f102v2.30-f102v2.39	f102v2.33	11	ky	UNREAD	[ungelesen: ky]	[ungelesen: ky]	[ungelesen: ky]	[ungelesen: ky]	recorded
f102v2|f102v2.30-f102v2.39	f102v2.33	12	okaraiin	UNREAD	[ungelesen: okaraiin]	[ungelesen: okaraiin]	[ungelesen: okaraiin]	[ungelesen: okaraiin]	recorded
f102v2|f102v2.30-f102v2.39	f102v2.34	1	sorshey	UNREAD	[ungelesen: sorshey]	[ungelesen: sorshey]	[ungelesen: sorshey]	[ungelesen: sorshey]	recorded
f102v2|f102v2.30-f102v2.39	f102v2.34	2	okeeor	UNREAD	[ungelesen: okeeor]	[ungelesen: okeeor]	[ungelesen: okeeor]	[ungelesen: okeeor]	recorded
f102v2|f102v2.30-f102v2.39	f102v2.34	3	sheockhey	UNREAD	[ungelesen: sheockhey]	[ungelesen: sheockhey]	[ungelesen: sheockhey]	[ungelesen: sheockhey]	recorded
f102v2|f102v2.30-f102v2.39	f102v2.34	4	qokeos	UNREAD	[ungelesen: qokeos]	[ungelesen: qokeos]	[ungelesen: qokeos]	[ungelesen: qokeos]	recorded
f102v2|f102v2.30-f102v2.39	f102v2.34	5	okchol	UNREAD	[ungelesen: okchol]	[ungelesen: okchol]	[ungelesen: okchol]	[ungelesen: okchol]	recorded
f102v2|f102v2.30-f102v2.39	f102v2.34	6	ctheor	UNREAD	[ungelesen: ctheor]	[ungelesen: ctheor]	[ungelesen: ctheor]	[ungelesen: ctheor]	recorded
f102v2|f102v2.30-f102v2.39	f102v2.34	7	okey	ASSUMED	erwärmt	erwärmt	erwärmt	erwärmt	recorded
f102v2|f102v2.30-f102v2.39	f102v2.34	8	sal	UNREAD	[ungelesen: sal]	[ungelesen: sal]	[ungelesen: sal]	[ungelesen: sal]	recorded
f102v2|f102v2.30-f102v2.39	f102v2.35	1	ychor	ASSUMED	ferner	ferner	ferner	ferner	recorded
f102v2|f102v2.30-f102v2.39	f102v2.35	2	sheol	ASSUMED	feuchtes Gemenge [nominale Qualität: Stoffkonstitution]	feuchtes Gemenge [nominale Qualität: Stoffkonstitution]	feuchtes Gemenge [nominale Qualität: Stoffkonstitution]	feuchtes Gemenge [nominale Qualität: Stoffkonstitution]	recorded
f102v2|f102v2.30-f102v2.39	f102v2.35	3	por	ASSUMED	Zubereitungsmenge	Zubereitungsmenge	Zubereitungsmenge	Zubereitungsmenge	recorded
f102v2|f102v2.30-f102v2.39	f102v2.35	4	sheeor	ASSUMED	wässriger Auszug	wässriger Auszug	wässriger Auszug	wässriger Auszug	recorded
f102v2|f102v2.30-f102v2.39	f102v2.35	5	shekeey	ASSUMED	weiche ein	weiche ein	weiche ein	weiche ein	recorded
f102v2|f102v2.30-f102v2.39	f102v2.35	6	qoky	ASSUMED	erwärme mäßig	erwärme mäßig	erwärme mäßig	erwärme mäßig	recorded
f102v2|f102v2.30-f102v2.39	f102v2.35	7	cheo	ASSUMED	Zubereitung	Zubereitung	Zubereitung	Zubereitung	recorded
f102v2|f102v2.30-f102v2.39	f102v2.35	8	teody	ASSUMED	abgekühlt	abgekühlt	abgekühlt	abgekühlt	recorded
f102v2|f102v2.30-f102v2.39	f102v2.35	9	qokeol	ASSUMED	erhitzte Flüssigkeit	erhitzte Flüssigkeit	erhitzte Flüssigkeit	erhitzte Flüssigkeit	recorded
f102v2|f102v2.30-f102v2.39	f102v2.35	10	daiin	ASSUMED	Dosis Q	Dosis Q	Dosis Q	Dosis Q	recorded
f102v2|f102v2.30-f102v2.39	f102v2.36	1	okeeor	UNREAD	[ungelesen: okeeor]	[ungelesen: okeeor]	[ungelesen: okeeor]	[ungelesen: okeeor]	recorded
f102v2|f102v2.30-f102v2.39	f102v2.36	2	cheey	ASSUMED	zerreibe fein	zerreibe fein	zerreibe fein	zerreibe fein	recorded
f102v2|f102v2.30-f102v2.39	f102v2.36	3	okeey	ASSUMED	erwärme vorsichtig	erwärme vorsichtig	erwärme vorsichtig	erwärme vorsichtig	recorded
