group_serial	unit_id	page	locus	event_index	opaque_local_id	local_owner	local_namespace	default_local_meaning_de	copy_instruction_de	instrument_reading_de	orientation	crosspage_key
195	A2	f68r1	f68r1.1	5	A2:G005	A2_LEFT_PANEL_HEADER	A2_LEFT_PANEL_ONLY	örtliches Sternort- oder Feldzeichen	Kopiere Gruppe 5 am Besitzer A2_LEFT_PANEL_HEADER.	In der mehrteiligen Sterntafel zuerst Paneel oder Zentrum und dann einen Sternort beziehungsweise ein 28er Feld wählen. Das Himmelszeichen kopieren und nur mit dem Ortsschlüssel dieses Paneels lesen; die 28 Felder haben keine festgelegte Reihenfolge.	NONE	NONE
196	A2	f68r1	f68r1.1	6	A2:G006	A2_LEFT_PANEL_HEADER	A2_LEFT_PANEL_ONLY	örtliches Sternort- oder Feldzeichen	Kopiere Gruppe 6 am Besitzer A2_LEFT_PANEL_HEADER.	In der mehrteiligen Sterntafel zuerst Paneel oder Zentrum und dann einen Sternort beziehungsweise ein 28er Feld wählen. Das Himmelszeichen kopieren und nur mit dem Ortsschlüssel dieses Paneels lesen; die 28 Felder haben keine festgelegte Reihenfolge.	NONE	NONE
197	A2	f68r1	f68r1.1	7	A2:G007	A2_LEFT_PANEL_HEADER	A2_LEFT_PANEL_ONLY	örtliches Sternort- oder Feldzeichen	Kopiere Gruppe 7 am Besitzer A2_LEFT_PANEL_HEADER.	In der mehrteiligen Sterntafel zuerst Paneel oder Zentrum und dann einen Sternort beziehungsweise ein 28er Feld wählen. Das Himmelszeichen kopieren und nur mit dem Ortsschlüssel dieses Paneels lesen; die 28 Felder haben keine festgelegte Reihenfolge.	NONE	NONE
198	A2	f68r1	f68r1.1	8	A2:G008	A2_LEFT_PANEL_HEADER	A2_LEFT_PANEL_ONLY	örtliches Sternort- oder Feldzeichen	Kopiere Gruppe 8 am Besitzer A2_LEFT_PANEL_HEADER.	In der mehrteiligen Sterntafel zuerst Paneel oder Zentrum und dann einen Sternort beziehungsweise ein 28er Feld wählen. Das Himmelszeichen kopieren und nur mit dem Ortsschlüssel dieses Paneels lesen; die 28 Felder haben keine festgelegte Reihenfolge.	NONE	NONE
199	A2	f68r1	f68r1.1	9	A2:G009	A2_LEFT_PANEL_HEADER	A2_LEFT_PANEL_ONLY	örtliches Sternort- oder Feldzeichen	Kopiere Gruppe 9 am Besitzer A2_LEFT_PANEL_HEADER.	In der mehrteiligen Sterntafel zuerst Paneel oder Zentrum und dann einen Sternort beziehungsweise ein 28er Feld wählen. Das Himmelszeichen kopieren und nur mit dem Ortsschlüssel dieses Paneels lesen; die 28 Felder haben keine festgelegte Reihenfolge.	NONE	NONE
200	A2	f68r1	f68r1.2	1	A2:G010	A2_MIDDLE_PANEL_HEADER	A2_MIDDLE_PANEL_ONLY	örtliches Sternort- oder Feldzeichen	Kopiere Gruppe 1 am Besitzer A2_MIDDLE_PANEL_HEADER.	In der mehrteiligen Sterntafel zuerst Paneel oder Zentrum und dann einen Sternort beziehungsweise ein 28er Feld wählen. Das Himmelszeichen kopieren und nur mit dem Ortsschlüssel dieses Paneels lesen; die 28 Felder haben keine festgelegte Reihenfolge.	NONE	NONE
201	A2	f68r1	f68r1.2	2	A2:G011	A2_MIDDLE_PANEL_HEADER	A2_MIDDLE_PANEL_ONLY	örtliches Sternort- oder Feldzeichen	Kopiere Gruppe 2 am Besitzer A2_MIDDLE_PANEL_HEADER.	In der mehrteiligen Sterntafel zuerst Paneel oder Zentrum und dann einen Sternort beziehungsweise ein 28er Feld wählen. Das Himmelszeichen kopieren und nur mit dem Ortsschlüssel dieses Paneels lesen; die 28 Felder haben keine festgelegte Reihenfolge.	NONE	NONE
202	A2	f68r1	f68r1.2	3	A2:G012	A2_MIDDLE_PANEL_HEADER	A2_MIDDLE_PANEL_ONLY	örtliches Sternort- oder Feldzeichen	Kopiere Gruppe 3 am Besitzer A2_MIDDLE_PANEL_HEADER.	In der mehrteiligen Sterntafel zuerst Paneel oder Zentrum und dann einen Sternort beziehungsweise ein 28er Feld wählen. Das Himmelszeichen kopieren und nur mit dem Ortsschlüssel dieses Paneels lesen; die 28 Felder haben keine festgelegte Reihenfolge.	NONE	NONE
203	A2	f68r1	f68r1.2	4	A2:G013	A2_MIDDLE_PANEL_HEADER	A2_MIDDLE_PANEL_ONLY	örtliches Sternort- oder Feldzeichen	Kopiere Gruppe 4 am Besitzer A2_MIDDLE_PANEL_HEADER.	In der mehrteiligen Sterntafel zuerst Paneel oder Zentrum und dann einen Sternort beziehungsweise ein 28er Feld wählen. Das Himmelszeichen kopieren und nur mit dem Ortsschlüssel dieses Paneels lesen; die 28 Felder haben keine festgelegte Reihenfolge.	NONE	NONE
204	A2	f68r1	f68r1.2	5	A2:G014	A2_MIDDLE_PANEL_HEADER	A2_MIDDLE_PANEL_ONLY	örtliches Sternort- oder Feldzeichen	Kopiere Gruppe 5 am Besitzer A2_MIDDLE_PANEL_HEADER.	In der mehrteiligen Sterntafel zuerst Paneel oder Zentrum und dann einen Sternort beziehungsweise ein 28er Feld wählen. Das Himmelszeichen kopieren und nur mit dem Ortsschlüssel dieses Paneels lesen; die 28 Felder haben keine festgelegte Reihenfolge.	NONE	NONE
205	A2	f68r1	f68r1.2	6	A2:G015	A2_MIDDLE_PANEL_HEADER	A2_MIDDLE_PANEL_ONLY	örtliches Sternort- oder Feldzeichen	Kopiere Gruppe 6 am Besitzer A2_MIDDLE_PANEL_HEADER.	In der mehrteiligen Sterntafel zuerst Paneel oder Zentrum und dann einen Sternort beziehungsweise ein 28er Feld wählen. Das Himmelszeichen kopieren und nur mit dem Ortsschlüssel dieses Paneels lesen; die 28 Felder haben keine festgelegte Reihenfolge.	NONE	NONE
206	A2	f68r1	f68r1.2	7	A2:G016	A2_MIDDLE_PANEL_HEADER	A2_MIDDLE_PANEL_ONLY	örtliches Sternort- oder Feldzeichen	Kopiere Gruppe 7 am Besitzer A2_MIDDLE_PANEL_HEADER.	In der mehrteiligen Sterntafel zuerst Paneel oder Zentrum und dann einen Sternort beziehungsweise ein 28er Feld wählen. Das Himmelszeichen kopieren und nur mit dem Ortsschlüssel dieses Paneels lesen; die 28 Felder haben keine festgelegte Reihenfolge.	NONE	NONE
207	A2	f68r1	f68r1.2	8	A2:G017	A2_MIDDLE_PANEL_HEADER	A2_MIDDLE_PANEL_ONLY	örtliches Sternort- oder Feldzeichen	Kopiere Gruppe 8 am Besitzer A2_MIDDLE_PANEL_HEADER.	In der mehrteiligen Sterntafel zuerst Paneel oder Zentrum und dann einen Sternort beziehungsweise ein 28er Feld wählen. Das Himmelszeichen kopieren und nur mit dem Ortsschlüssel dieses Paneels lesen; die 28 Felder haben keine festgelegte Reihenfolge.	NONE	NONE
208	A2	f68r1	f68r1.2	9	A2:G018	A2_MIDDLE_PANEL_HEADER	A2_MIDDLE_PANEL_ONLY	örtliches Sternort- oder Feldzeichen	Kopiere Gruppe 9 am Besitzer A2_MIDDLE_PANEL_HEADER.	In der mehrteiligen Sterntafel zuerst Paneel oder Zentrum und dann einen Sternort beziehungsweise ein 28er Feld wählen. Das Himmelszeichen kopieren und nur mit dem Ortsschlüssel dieses Paneels lesen; die 28 Felder haben keine festgelegte Reihenfolge.	NONE	NONE
209	A2	f68r1	f68r1.3	1	A2:G019	A2_RIGHT_PANEL_HEADER	A2_RIGHT_PANEL_ONLY	örtliches Sternort- oder Feldzeichen	Kopiere Gruppe 1 am Besitzer A2_RIGHT_PANEL_HEADER.	In der mehrteiligen Sterntafel zuerst Paneel oder Zentrum und dann einen Sternort beziehungsweise ein 28er Feld wählen. Das Himmelszeichen kopieren und nur mit dem Ortsschlüssel dieses Paneels lesen; die 28 Felder haben keine festgelegte Reihenfolge.	NONE	NONE
210	A2	f68r1	f68r1.3	2	A2:G020	A2_RIGHT_PANEL_HEADER	A2_RIGHT_PANEL_ONLY	örtliches Sternort- oder Feldzeichen	Kopiere Gruppe 2 am Besitzer A2_RIGHT_PANEL_HEADER.	In der mehrteiligen Sterntafel zuerst Paneel oder Zentrum und dann einen Sternort beziehungsweise ein 28er Feld wählen. Das Himmelszeichen kopieren und nur mit dem Ortsschlüssel dieses Paneels lesen; die 28 Felder haben keine festgelegte Reihenfolge.	NONE	NONE
211	A2	f68r1	f68r1.3	3	A2:G021	A2_RIGHT_PANEL_HEADER	A2_RIGHT_PANEL_ONLY	örtliches Sternort- oder Feldzeichen	Kopiere Gruppe 3 am Besitzer A2_RIGHT_PANEL_HEADER.	In der mehrteiligen Sterntafel zuerst Paneel oder Zentrum und dann einen Sternort beziehungsweise ein 28er Feld wählen. Das Himmelszeichen kopieren und nur mit dem Ortsschlüssel dieses Paneels lesen; die 28 Felder haben keine festgelegte Reihenfolge.	NONE	NONE
212	A2	f68r1	f68r1.3	4	A2:G022	A2_RIGHT_PANEL_HEADER	A2_RIGHT_PANEL_ONLY	örtliches Sternort- oder Feldzeichen	Kopiere Gruppe 4 am Besitzer A2_RIGHT_PANEL_HEADER.	In der mehrteiligen Sterntafel zuerst Paneel oder Zentrum und dann einen Sternort beziehungsweise ein 28er Feld wählen. Das Himmelszeichen kopieren und nur mit dem Ortsschlüssel dieses Paneels lesen; die 28 Felder haben keine festgelegte Reihenfolge.	NONE	NONE
213	A2	f68r1	f68r1.3	5	A2:G023	A2_RIGHT_PANEL_HEADER	A2_RIGHT_PANEL_ONLY	örtliches Sternort- oder Feldzeichen	Kopiere Gruppe 5 am Besitzer A2_RIGHT_PANEL_HEADER.	In der mehrteiligen Sterntafel zuerst Paneel oder Zentrum und dann einen Sternort beziehungsweise ein 28er Feld wählen. Das Himmelszeichen kopieren und nur mit dem Ortsschlüssel dieses Paneels lesen; die 28 Felder haben keine festgelegte Reihenfolge.	NONE	NONE
214	A2	f68r1	f68r1.3	6	A2:G024	A2_RIGHT_PANEL_HEADER	A2_RIGHT_PANEL_ONLY	örtliches Sternort- oder Feldzeichen	Kopiere Gruppe 6 am Besitzer A2_RIGHT_PANEL_HEADER.	In der mehrteiligen Sterntafel zuerst Paneel oder Zentrum und dann einen Sternort beziehungsweise ein 28er Feld wählen. Das Himmelszeichen kopieren und nur mit dem Ortsschlüssel dieses Paneels lesen; die 28 Felder haben keine festgelegte Reihenfolge.	NONE	NONE
215	A2	f68r1	f68r1.3	7	A2:G025	A2_RIGHT_PANEL_HEADER	A2_RIGHT_PANEL_ONLY	örtliches Sternort- oder Feldzeichen	Kopiere Gruppe 7 am Besitzer A2_RIGHT_PANEL_HEADER.	In der mehrteiligen Sterntafel zuerst Paneel oder Zentrum und dann einen Sternort beziehungsweise ein 28er Feld wählen. Das Himmelszeichen kopieren und nur mit dem Ortsschlüssel dieses Paneels lesen; die 28 Felder haben keine festgelegte Reihenfolge.	NONE	NONE
216	A2	f68r1	f68r1.3	8	A2:G026	A2_RIGHT_PANEL_HEADER	A2_RIGHT_PANEL_ONLY	örtliches Sternort- oder Feldzeichen	Kopiere Gruppe 8 am Besitzer A2_RIGHT_PANEL_HEADER.	In der mehrteiligen Sterntafel zuerst Paneel oder Zentrum und dann einen Sternort beziehungsweise ein 28er Feld wählen. Das Himmelszeichen kopieren und nur mit dem Ortsschlüssel dieses Paneels lesen; die 28 Felder haben keine festgelegte Reihenfolge.	NONE	NONE
217	A2	f68r1	f68r1.4	1	A2:G027	A2_MULTIPANEL_HEADER_FRAGMENT_04	A2_LOCAL_OWNER_UNRESOLVED	örtliches Sternort- oder Feldzeichen	Kopiere Gruppe 1 am Besitzer A2_MULTIPANEL_HEADER_FRAGMENT_04.	In der mehrteiligen Sterntafel zuerst Paneel oder Zentrum und dann einen Sternort beziehungsweise ein 28er Feld wählen. Das Himmelszeichen kopieren und nur mit dem Ortsschlüssel dieses Paneels lesen; die 28 Felder haben keine festgelegte Reihenfolge.	NONE	NONE
218	A2	f68r1	f68r1.4	2	A2:G028	A2_MULTIPANEL_HEADER_FRAGMENT_04	A2_LOCAL_OWNER_UNRESOLVED	örtliches Sternort- oder Feldzeichen	Kopiere Gruppe 2 am Besitzer A2_MULTIPANEL_HEADER_FRAGMENT_04.	In der mehrteiligen Sterntafel zuerst Paneel oder Zentrum und dann einen Sternort beziehungsweise ein 28er Feld wählen. Das Himmelszeichen kopieren und nur mit dem Ortsschlüssel dieses Paneels lesen; die 28 Felder haben keine festgelegte Reihenfolge.	NONE	NONE
219	A2	f68r1	f68r1.5	1	A2:G029	A2_MULTIPANEL_HEADER_FRAGMENT_05	A2_LOCAL_OWNER_UNRESOLVED	örtliches Sternort- oder Feldzeichen	Kopiere Gruppe 1 am Besitzer A2_MULTIPANEL_HEADER_FRAGMENT_05.	In der mehrteiligen Sterntafel zuerst Paneel oder Zentrum und dann einen Sternort beziehungsweise ein 28er Feld wählen. Das Himmelszeichen kopieren und nur mit dem Ortsschlüssel dieses Paneels lesen; die 28 Felder haben keine festgelegte Reihenfolge.	NONE	NONE
220	A2	f68r1	f68r1.6	1	A2:G030	A2_MULTIPANEL_HEADER_FRAGMENT_06	A2_LOCAL_OWNER_UNRESOLVED	örtliches Sternort- oder Feldzeichen	Kopiere Gruppe 1 am Besitzer A2_MULTIPANEL_HEADER_FRAGMENT_06.	In der mehrteiligen Sterntafel zuerst Paneel oder Zentrum und dann einen Sternort beziehungsweise ein 28er Feld wählen. Das Himmelszeichen kopieren und nur mit dem Ortsschlüssel dieses Paneels lesen; die 28 Felder haben keine festgelegte Reihenfolge.	NONE	NONE
221	A2	f68r1	f68r1.7	1	A2:G031	A2_MULTIPANEL_HEADER_FRAGMENT_07	A2_LOCAL_OWNER_UNRESOLVED	örtliches Sternort- oder Feldzeichen	Kopiere Gruppe 1 am Besitzer A2_MULTIPANEL_HEADER_FRAGMENT_07.	In der mehrteiligen Sterntafel zuerst Paneel oder Zentrum und dann einen Sternort beziehungsweise ein 28er Feld wählen. Das Himmelszeichen kopieren und nur mit dem Ortsschlüssel dieses Paneels lesen; die 28 Felder haben keine festgelegte Reihenfolge.	NONE	NONE
222	A2	f68r1	f68r1.8	1	A2:G032	A2_CENTRE_KEY_UNRESOLVED	A2_LOCAL_OWNER_UNRESOLVED	örtliches Sternort- oder Feldzeichen	Kopiere Gruppe 1 am Besitzer A2_CENTRE_KEY_UNRESOLVED.	In der mehrteiligen Sterntafel zuerst Paneel oder Zentrum und dann einen Sternort beziehungsweise ein 28er Feld wählen. Das Himmelszeichen kopieren und nur mit dem Ortsschlüssel dieses Paneels lesen; die 28 Felder haben keine festgelegte Reihenfolge.	NONE	NONE
223	A2	f68r1	f68r1.9	1	A2:G033	A2_STAR_STATION_01	A2_LOCAL_STAR_FIELD_ONLY__PANEL_NOT_INFERRED	örtliches Sternort- oder Feldzeichen	Kopiere Gruppe 1 am Besitzer A2_STAR_STATION_01.	In der mehrteiligen Sterntafel zuerst Paneel oder Zentrum und dann einen Sternort beziehungsweise ein 28er Feld wählen. Das Himmelszeichen kopieren und nur mit dem Ortsschlüssel dieses Paneels lesen; die 28 Felder haben keine festgelegte Reihenfolge.	NONE	NONE
224	A2	f68r1	f68r1.10	1	A2:G034	A2_STAR_STATION_02	A2_LOCAL_STAR_FIELD_ONLY__PANEL_NOT_INFERRED	örtliches Sternort- oder Feldzeichen	Kopiere Gruppe 1 am Besitzer A2_STAR_STATION_02.	In der mehrteiligen Sterntafel zuerst Paneel oder Zentrum und dann einen Sternort beziehungsweise ein 28er Feld wählen. Das Himmelszeichen kopieren und nur mit dem Ortsschlüssel dieses Paneels lesen; die 28 Felder haben keine festgelegte Reihenfolge.	NONE	NONE
225	A2	f68r1	f68r1.11	1	A2:G035	A2_STAR_STATION_03	A2_LOCAL_STAR_FIELD_ONLY__PANEL_NOT_INFERRED	örtliches Sternort- oder Feldzeichen	Kopiere Gruppe 1 am Besitzer A2_STAR_STATION_03.	In der mehrteiligen Sterntafel zuerst Paneel oder Zentrum und dann einen Sternort beziehungsweise ein 28er Feld wählen. Das Himmelszeichen kopieren und nur mit dem Ortsschlüssel dieses Paneels lesen; die 28 Felder haben keine festgelegte Reihenfolge.	NONE	NONE
226	A2	f68r1	f68r1.12	1	A2:G036	A2_STAR_STATION_04	A2_LOCAL_STAR_FIELD_ONLY__PANEL_NOT_INFERRED	örtliches Sternort- oder Feldzeichen	Kopiere Gruppe 1 am Besitzer A2_STAR_STATION_04.	In der mehrteiligen Sterntafel zuerst Paneel oder Zentrum und dann einen Sternort beziehungsweise ein 28er Feld wählen. Das Himmelszeichen kopieren und nur mit dem Ortsschlüssel dieses Paneels lesen; die 28 Felder haben keine festgelegte Reihenfolge.	NONE	NONE
227	A2	f68r1	f68r1.13	1	A2:G037	A2_STAR_STATION_05	A2_LOCAL_STAR_FIELD_ONLY__PANEL_NOT_INFERRED	örtliches Sternort- oder Feldzeichen	Kopiere Gruppe 1 am Besitzer A2_STAR_STATION_05.	In der mehrteiligen Sterntafel zuerst Paneel oder Zentrum und dann einen Sternort beziehungsweise ein 28er Feld wählen. Das Himmelszeichen kopieren und nur mit dem Ortsschlüssel dieses Paneels lesen; die 28 Felder haben keine festgelegte Reihenfolge.	NONE	NONE
228	A2	f68r1	f68r1.14	1	A2:G038	A2_STAR_STATION_06	A2_LOCAL_STAR_FIELD_ONLY__PANEL_NOT_INFERRED	örtliches Sternort- oder Feldzeichen	Kopiere Gruppe 1 am Besitzer A2_STAR_STATION_06.	In der mehrteiligen Sterntafel zuerst Paneel oder Zentrum und dann einen Sternort beziehungsweise ein 28er Feld wählen. Das Himmelszeichen kopieren und nur mit dem Ortsschlüssel dieses Paneels lesen; die 28 Felder haben keine festgelegte Reihenfolge.	NONE	NONE
229	A2	f68r1	f68r1.15	1	A2:G039	A2_STAR_STATION_07	A2_LOCAL_STAR_FIELD_ONLY__PANEL_NOT_INFERRED	örtliches Sternort- oder Feldzeichen	Kopiere Gruppe 1 am Besitzer A2_STAR_STATION_07.	In der mehrteiligen Sterntafel zuerst Paneel oder Zentrum und dann einen Sternort beziehungsweise ein 28er Feld wählen. Das Himmelszeichen kopieren und nur mit dem Ortsschlüssel dieses Paneels lesen; die 28 Felder haben keine festgelegte Reihenfolge.	NONE	NONE
230	A2	f68r1	f68r1.16	1	A2:G040	A2_STAR_STATION_08	A2_LOCAL_STAR_FIELD_ONLY__PANEL_NOT_INFERRED	örtliches Sternort- oder Feldzeichen	Kopiere Gruppe 1 am Besitzer A2_STAR_STATION_08.	In der mehrteiligen Sterntafel zuerst Paneel oder Zentrum und dann einen Sternort beziehungsweise ein 28er Feld wählen. Das Himmelszeichen kopieren und nur mit dem Ortsschlüssel dieses Paneels lesen; die 28 Felder haben keine festgelegte Reihenfolge.	NONE	NONE
231	A2	f68r1	f68r1.17	1	A2:G041	A2_STAR_STATION_09	A2_LOCAL_STAR_FIELD_ONLY__PANEL_NOT_INFERRED	örtliches Sternort- oder Feldzeichen	Kopiere Gruppe 1 am Besitzer A2_STAR_STATION_09.	In der mehrteiligen Sterntafel zuerst Paneel oder Zentrum und dann einen Sternort beziehungsweise ein 28er Feld wählen. Das Himmelszeichen kopieren und nur mit dem Ortsschlüssel dieses Paneels lesen; die 28 Felder haben keine festgelegte Reihenfolge.	NONE	NONE
232	A2	f68r1	f68r1.18	1	A2:G042	A2_STAR_STATION_10	A2_LOCAL_STAR_FIELD_ONLY__PANEL_NOT_INFERRED	örtliches Sternort- oder Feldzeichen	Kopiere Gruppe 1 am Besitzer A2_STAR_STATION_10.	In der mehrteiligen Sterntafel zuerst Paneel oder Zentrum und dann einen Sternort beziehungsweise ein 28er Feld wählen. Das Himmelszeichen kopieren und nur mit dem Ortsschlüssel dieses Paneels lesen; die 28 Felder haben keine festgelegte Reihenfolge.	NONE	NONE
233	A2	f68r1	f68r1.19	1	A2:G043	A2_STAR_STATION_11	A2_LOCAL_STAR_FIELD_ONLY__PANEL_NOT_INFERRED	örtliches Sternort- oder Feldzeichen	Kopiere Gruppe 1 am Besitzer A2_STAR_STATION_11.	In der mehrteiligen Sterntafel zuerst Paneel oder Zentrum und dann einen Sternort beziehungsweise ein 28er Feld wählen. Das Himmelszeichen kopieren und nur mit dem Ortsschlüssel dieses Paneels lesen; die 28 Felder haben keine festgelegte Reihenfolge.	NONE	NONE
234	A2	f68r1	f68r1.20	1	A2:G044	A2_STAR_STATION_12	A2_LOCAL_STAR_FIELD_ONLY__PANEL_NOT_INFERRED	örtliches Sternort- oder Feldzeichen	Kopiere Gruppe 1 am Besitzer A2_STAR_STATION_12.	In der mehrteiligen Sterntafel zuerst Paneel oder Zentrum und dann einen Sternort beziehungsweise ein 28er Feld wählen. Das Himmelszeichen kopieren und nur mit dem Ortsschlüssel dieses Paneels lesen; die 28 Felder haben keine festgelegte Reihenfolge.	NONE	NONE
235	A2	f68r1	f68r1.21	1	A2:G045	A2_STAR_STATION_13	A2_LOCAL_STAR_FIELD_ONLY__PANEL_NOT_INFERRED	örtliches Sternort- oder Feldzeichen	Kopiere Gruppe 1 am Besitzer A2_STAR_STATION_13.	In der mehrteiligen Sterntafel zuerst Paneel oder Zentrum und dann einen Sternort beziehungsweise ein 28er Feld wählen. Das Himmelszeichen kopieren und nur mit dem Ortsschlüssel dieses Paneels lesen; die 28 Felder haben keine festgelegte Reihenfolge.	NONE	NONE
236	A2	f68r1	f68r1.22	1	A2:G046	A2_STAR_STATION_14	A2_LOCAL_STAR_FIELD_ONLY__PANEL_NOT_INFERRED	örtliches Sternort- oder Feldzeichen	Kopiere Gruppe 1 am Besitzer A2_STAR_STATION_14.	In der mehrteiligen Sterntafel zuerst Paneel oder Zentrum und dann einen Sternort beziehungsweise ein 28er Feld wählen. Das Himmelszeichen kopieren und nur mit dem Ortsschlüssel dieses Paneels lesen; die 28 Felder haben keine festgelegte Reihenfolge.	NONE	NONE
237	A2	f68r1	f68r1.23	1	A2:G047	A2_STAR_STATION_15	A2_LOCAL_STAR_FIELD_ONLY__PANEL_NOT_INFERRED	örtliches Sternort- oder Feldzeichen	Kopiere Gruppe 1 am Besitzer A2_STAR_STATION_15.	In der mehrteiligen Sterntafel zuerst Paneel oder Zentrum und dann einen Sternort beziehungsweise ein 28er Feld wählen. Das Himmelszeichen kopieren und nur mit dem Ortsschlüssel dieses Paneels lesen; die 28 Felder haben keine festgelegte Reihenfolge.	NONE	NONE
238	A2	f68r1	f68r1.24	1	A2:G048	A2_STAR_STATION_16	A2_LOCAL_STAR_FIELD_ONLY__PANEL_NOT_INFERRED	örtliches Sternort- oder Feldzeichen	Kopiere Gruppe 1 am Besitzer A2_STAR_STATION_16.	In der mehrteiligen Sterntafel zuerst Paneel oder Zentrum und dann einen Sternort beziehungsweise ein 28er Feld wählen. Das Himmelszeichen kopieren und nur mit dem Ortsschlüssel dieses Paneels lesen; die 28 Felder haben keine festgelegte Reihenfolge.	NONE	NONE
239	A2	f68r1	f68r1.25	1	A2:G049	A2_STAR_STATION_17	A2_LOCAL_STAR_FIELD_ONLY__PANEL_NOT_INFERRED	örtliches Sternort- oder Feldzeichen	Kopiere Gruppe 1 am Besitzer A2_STAR_STATION_17.	In der mehrteiligen Sterntafel zuerst Paneel oder Zentrum und dann einen Sternort beziehungsweise ein 28er Feld wählen. Das Himmelszeichen kopieren und nur mit dem Ortsschlüssel dieses Paneels lesen; die 28 Felder haben keine festgelegte Reihenfolge.	NONE	NONE
240	A2	f68r1	f68r1.26	1	A2:G050	A2_STAR_STATION_18	A2_LOCAL_STAR_FIELD_ONLY__PANEL_NOT_INFERRED	örtliches Sternort- oder Feldzeichen	Kopiere Gruppe 1 am Besitzer A2_STAR_STATION_18.	In der mehrteiligen Sterntafel zuerst Paneel oder Zentrum und dann einen Sternort beziehungsweise ein 28er Feld wählen. Das Himmelszeichen kopieren und nur mit dem Ortsschlüssel dieses Paneels lesen; die 28 Felder haben keine festgelegte Reihenfolge.	NONE	NONE
241	A2	f68r1	f68r1.27	1	A2:G051	A2_STAR_STATION_19	A2_LOCAL_STAR_FIELD_ONLY__PANEL_NOT_INFERRED	örtliches Sternort- oder Feldzeichen	Kopiere Gruppe 1 am Besitzer A2_STAR_STATION_19.	In der mehrteiligen Sterntafel zuerst Paneel oder Zentrum und dann einen Sternort beziehungsweise ein 28er Feld wählen. Das Himmelszeichen kopieren und nur mit dem Ortsschlüssel dieses Paneels lesen; die 28 Felder haben keine festgelegte Reihenfolge.	NONE	NONE
242	A2	f68r1	f68r1.28	1	A2:G052	A2_STAR_STATION_20	A2_LOCAL_STAR_FIELD_ONLY__PANEL_NOT_INFERRED	örtliches Sternort- oder Feldzeichen	Kopiere Gruppe 1 am Besitzer A2_STAR_STATION_20.	In der mehrteiligen Sterntafel zuerst Paneel oder Zentrum und dann einen Sternort beziehungsweise ein 28er Feld wählen. Das Himmelszeichen kopieren und nur mit dem Ortsschlüssel dieses Paneels lesen; die 28 Felder haben keine festgelegte Reihenfolge.	NONE	NONE
243	A2	f68r1	f68r1.29	1	A2:G053	A2_STAR_STATION_21	A2_LOCAL_STAR_FIELD_ONLY__PANEL_NOT_INFERRED	örtliches Sternort- oder Feldzeichen	Kopiere Gruppe 1 am Besitzer A2_STAR_STATION_21.	In der mehrteiligen Sterntafel zuerst Paneel oder Zentrum und dann einen Sternort beziehungsweise ein 28er Feld wählen. Das Himmelszeichen kopieren und nur mit dem Ortsschlüssel dieses Paneels lesen; die 28 Felder haben keine festgelegte Reihenfolge.	NONE	NONE
244	A2	f68r1	f68r1.30	1	A2:G054	A2_STAR_STATION_22	A2_LOCAL_STAR_FIELD_ONLY__PANEL_NOT_INFERRED	örtliches Sternort- oder Feldzeichen	Kopiere Gruppe 1 am Besitzer A2_STAR_STATION_22.	In der mehrteiligen Sterntafel zuerst Paneel oder Zentrum und dann einen Sternort beziehungsweise ein 28er Feld wählen. Das Himmelszeichen kopieren und nur mit dem Ortsschlüssel dieses Paneels lesen; die 28 Felder haben keine festgelegte Reihenfolge.	NONE	NONE
245	A2	f68r1	f68r1.31	1	A2:G055	A2_STAR_STATION_23	A2_LOCAL_STAR_FIELD_ONLY__PANEL_NOT_INFERRED	örtliches Sternort- oder Feldzeichen	Kopiere Gruppe 1 am Besitzer A2_STAR_STATION_23.	In der mehrteiligen Sterntafel zuerst Paneel oder Zentrum und dann einen Sternort beziehungsweise ein 28er Feld wählen. Das Himmelszeichen kopieren und nur mit dem Ortsschlüssel dieses Paneels lesen; die 28 Felder haben keine festgelegte Reihenfolge.	NONE	NONE
246	A2	f68r1	f68r1.32	1	A2:G056	A2_STAR_STATION_24	A2_LOCAL_STAR_FIELD_ONLY__PANEL_NOT_INFERRED	örtliches Sternort- oder Feldzeichen	Kopiere Gruppe 1 am Besitzer A2_STAR_STATION_24.	In der mehrteiligen Sterntafel zuerst Paneel oder Zentrum und dann einen Sternort beziehungsweise ein 28er Feld wählen. Das Himmelszeichen kopieren und nur mit dem Ortsschlüssel dieses Paneels lesen; die 28 Felder haben keine festgelegte Reihenfolge.	NONE	NONE
247	A2	f68r1	f68r1.33	1	A2:G057	A2_STAR_STATION_25	A2_LOCAL_STAR_FIELD_ONLY__PANEL_NOT_INFERRED	örtliches Sternort- oder Feldzeichen	Kopiere Gruppe 1 am Besitzer A2_STAR_STATION_25.	In der mehrteiligen Sterntafel zuerst Paneel oder Zentrum und dann einen Sternort beziehungsweise ein 28er Feld wählen. Das Himmelszeichen kopieren und nur mit dem Ortsschlüssel dieses Paneels lesen; die 28 Felder haben keine festgelegte Reihenfolge.	NONE	NONE
