unified_serial	compiler_mode	page	unit_id	local_address	visible_or_opaque_identity	registered_identity	default_meaning_de	continuous_reading_de	owner_or_namespace
95	COMBINATORIAL_PROSE	f56r	H5	H5-S005	chokchy	MC103	Posten zur Weiterbearbeitung ansetzen	Bei der Bildpflanze, dem frischen Kraut und den zwei getrennten Zubereitungen: Gib Bindestoff zum abgetrennten Pflanzenstoff und führe ihn bis zur gebundenen Stufe weiter.	H5
96	COMBINATORIAL_PROSE	f56r	H5	H5-S005	kchoar	MC136	Auszug daraus	Bei der Bildpflanze, dem frischen Kraut und den zwei getrennten Zubereitungen: Gib Bindestoff zum abgetrennten Pflanzenstoff und führe ihn bis zur gebundenen Stufe weiter.	H5
97	COMBINATORIAL_PROSE	f56r	H5	H5-S005	sotodan	MC068	danach anwenden	Bei der Bildpflanze, dem frischen Kraut und den zwei getrennten Zubereitungen: Gib Bindestoff zum abgetrennten Pflanzenstoff und führe ihn bis zur gebundenen Stufe weiter.	H5
98	COMBINATORIAL_PROSE	f56r	H5	H5-S006	otchey	MC171	nächster Teilposten	Bei der Bildpflanze, dem frischen Kraut und den zwei getrennten Zubereitungen: Bemiss eine örtliche Portion des zweiten Auszugs und gebrauche sie als dosiertes Mittel.	H5
99	COMBINATORIAL_PROSE	f56r	H5	H5-S006	keol	MC104	kurz weiterbearbeiten	Bei der Bildpflanze, dem frischen Kraut und den zwei getrennten Zubereitungen: Bemiss eine örtliche Portion des zweiten Auszugs und gebrauche sie als dosiertes Mittel.	H5
100	COMBINATORIAL_PROSE	f56r	H5	H5-S006	daiin	MC039	Sollmaß	Bei der Bildpflanze, dem frischen Kraut und den zwei getrennten Zubereitungen: Bemiss eine örtliche Portion des zweiten Auszugs und gebrauche sie als dosiertes Mittel.	H5
101	COMBINATORIAL_PROSE	f81v	B1	B1-S001	qokedy	MC083	kurz ansetzen; Schluss	Im gemeinsamen zweireihigen Figurenbecken: Setze kurz an und schließe	B1
102	COMBINATORIAL_PROSE	f81v	B1	B1-S002	okaiin	MC120	auf Sollmaß einstellen	Im gemeinsamen zweireihigen Figurenbecken: Stelle das Sollmaß ein, setze den Posten dort an, gib die weiteren Portionen und den Zusatz zu, führe den Ansatz weiter, leite kurz zur Zielstelle durch, stelle das Sollmaß ein, halte dort länger, leite durch, setze um und schließe.	B1
103	COMBINATORIAL_PROSE	f81v	B1	B1-S002	kair	MC023	Beckenwasser	Im gemeinsamen zweireihigen Figurenbecken: Stelle das Sollmaß ein, setze den Posten dort an, gib die weiteren Portionen und den Zusatz zu, führe den Ansatz weiter, leite kurz zur Zielstelle durch, stelle das Sollmaß ein, halte dort länger, leite durch, setze um und schließe.	B1
104	COMBINATORIAL_PROSE	f81v	B1	B1-S002	okal	MC040	dort ansetzen	Im gemeinsamen zweireihigen Figurenbecken: Stelle das Sollmaß ein, setze den Posten dort an, gib die weiteren Portionen und den Zusatz zu, führe den Ansatz weiter, leite kurz zur Zielstelle durch, stelle das Sollmaß ein, halte dort länger, leite durch, setze um und schließe.	B1
105	COMBINATORIAL_PROSE	f81v	B1	B1-S002	sar	MC055	aus dem Ansatz	Im gemeinsamen zweireihigen Figurenbecken: Stelle das Sollmaß ein, setze den Posten dort an, gib die weiteren Portionen und den Zusatz zu, führe den Ansatz weiter, leite kurz zur Zielstelle durch, stelle das Sollmaß ein, halte dort länger, leite durch, setze um und schließe.	B1
106	COMBINATORIAL_PROSE	f81v	B1	B1-S002	ol	MC153	fortsetzen	Im gemeinsamen zweireihigen Figurenbecken: Stelle das Sollmaß ein, setze den Posten dort an, gib die weiteren Portionen und den Zusatz zu, führe den Ansatz weiter, leite kurz zur Zielstelle durch, stelle das Sollmaß ein, halte dort länger, leite durch, setze um und schließe.	B1
107	COMBINATORIAL_PROSE	f81v	B1	B1-S002	kain	MC105	eine Portion	Im gemeinsamen zweireihigen Figurenbecken: Stelle das Sollmaß ein, setze den Posten dort an, gib die weiteren Portionen und den Zusatz zu, führe den Ansatz weiter, leite kurz zur Zielstelle durch, stelle das Sollmaß ein, halte dort länger, leite durch, setze um und schließe.	B1
108	COMBINATORIAL_PROSE	f81v	B1	B1-S002	olkain	MC097	weitere Portion	Im gemeinsamen zweireihigen Figurenbecken: Stelle das Sollmaß ein, setze den Posten dort an, gib die weiteren Portionen und den Zusatz zu, führe den Ansatz weiter, leite kurz zur Zielstelle durch, stelle das Sollmaß ein, halte dort länger, leite durch, setze um und schließe.	B1
109	COMBINATORIAL_PROSE	f81v	B1	B1-S002	al	MC154	dorthin	Im gemeinsamen zweireihigen Figurenbecken: Stelle das Sollmaß ein, setze den Posten dort an, gib die weiteren Portionen und den Zusatz zu, führe den Ansatz weiter, leite kurz zur Zielstelle durch, stelle das Sollmaß ein, halte dort länger, leite durch, setze um und schließe.	B1
110	COMBINATORIAL_PROSE	f81v	B1	B1-S002	ol	MC153	fortsetzen	Im gemeinsamen zweireihigen Figurenbecken: Stelle das Sollmaß ein, setze den Posten dort an, gib die weiteren Portionen und den Zusatz zu, führe den Ansatz weiter, leite kurz zur Zielstelle durch, stelle das Sollmaß ein, halte dort länger, leite durch, setze um und schließe.	B1
111	COMBINATORIAL_PROSE	f81v	B1	B1-S002	rol	MC016	vom vorigen Gang weiterführen	Im gemeinsamen zweireihigen Figurenbecken: Stelle das Sollmaß ein, setze den Posten dort an, gib die weiteren Portionen und den Zusatz zu, führe den Ansatz weiter, leite kurz zur Zielstelle durch, stelle das Sollmaß ein, halte dort länger, leite durch, setze um und schließe.	B1
112	COMBINATORIAL_PROSE	f81v	B1	B1-S002	dl	MC012	Zusatz	Im gemeinsamen zweireihigen Figurenbecken: Stelle das Sollmaß ein, setze den Posten dort an, gib die weiteren Portionen und den Zusatz zu, führe den Ansatz weiter, leite kurz zur Zielstelle durch, stelle das Sollmaß ein, halte dort länger, leite durch, setze um und schließe.	B1
113	COMBINATORIAL_PROSE	f81v	B1	B1-S002	olor	MC157	Fortsetzungsansatz	Im gemeinsamen zweireihigen Figurenbecken: Stelle das Sollmaß ein, setze den Posten dort an, gib die weiteren Portionen und den Zusatz zu, führe den Ansatz weiter, leite kurz zur Zielstelle durch, stelle das Sollmaß ein, halte dort länger, leite durch, setze um und schließe.	B1
114	COMBINATORIAL_PROSE	f81v	B1	B1-S002	ol	MC153	fortsetzen	Im gemeinsamen zweireihigen Figurenbecken: Stelle das Sollmaß ein, setze den Posten dort an, gib die weiteren Portionen und den Zusatz zu, führe den Ansatz weiter, leite kurz zur Zielstelle durch, stelle das Sollmaß ein, halte dort länger, leite durch, setze um und schließe.	B1
115	COMBINATORIAL_PROSE	f81v	B1	B1-S002	sheckhal	MC058	kurz zur Zielstelle durchleiten	Im gemeinsamen zweireihigen Figurenbecken: Stelle das Sollmaß ein, setze den Posten dort an, gib die weiteren Portionen und den Zusatz zu, führe den Ansatz weiter, leite kurz zur Zielstelle durch, stelle das Sollmaß ein, halte dort länger, leite durch, setze um und schließe.	B1
116	COMBINATORIAL_PROSE	f81v	B1	B1-S002	daiin	MC039	Sollmaß	Im gemeinsamen zweireihigen Figurenbecken: Stelle das Sollmaß ein, setze den Posten dort an, gib die weiteren Portionen und den Zusatz zu, führe den Ansatz weiter, leite kurz zur Zielstelle durch, stelle das Sollmaß ein, halte dort länger, leite durch, setze um und schließe.	B1
117	COMBINATORIAL_PROSE	f81v	B1	B1-S002	qokeedal	MC096	dort länger halten	Im gemeinsamen zweireihigen Figurenbecken: Stelle das Sollmaß ein, setze den Posten dort an, gib die weiteren Portionen und den Zusatz zu, führe den Ansatz weiter, leite kurz zur Zielstelle durch, stelle das Sollmaß ein, halte dort länger, leite durch, setze um und schließe.	B1
118	COMBINATORIAL_PROSE	f81v	B1	B1-S002	daiin	MC039	Sollmaß	Im gemeinsamen zweireihigen Figurenbecken: Stelle das Sollmaß ein, setze den Posten dort an, gib die weiteren Portionen und den Zusatz zu, führe den Ansatz weiter, leite kurz zur Zielstelle durch, stelle das Sollmaß ein, halte dort länger, leite durch, setze um und schließe.	B1
119	COMBINATORIAL_PROSE	f81v	B1	B1-S002	chckhy	MC035	durchleiten	Im gemeinsamen zweireihigen Figurenbecken: Stelle das Sollmaß ein, setze den Posten dort an, gib die weiteren Portionen und den Zusatz zu, führe den Ansatz weiter, leite kurz zur Zielstelle durch, stelle das Sollmaß ein, halte dort länger, leite durch, setze um und schließe.	B1
120	COMBINATORIAL_PROSE	f81v	B1	B1-S002	schedy	MC025	Posten überführen; Schluss	Im gemeinsamen zweireihigen Figurenbecken: Stelle das Sollmaß ein, setze den Posten dort an, gib die weiteren Portionen und den Zusatz zu, führe den Ansatz weiter, leite kurz zur Zielstelle durch, stelle das Sollmaß ein, halte dort länger, leite durch, setze um und schließe.	B1
121	COMBINATORIAL_PROSE	f81v	B1	B1-S003	qol	MC153	fortsetzen	Im gemeinsamen zweireihigen Figurenbecken: Führe weiter, schwenke den Posten und schließe	B1
122	COMBINATORIAL_PROSE	f81v	B1	B1-S003	sshkchdy	MC061	im Arbeitsgang schwenken; Schluss	Im gemeinsamen zweireihigen Figurenbecken: Führe weiter, schwenke den Posten und schließe	B1
123	COMBINATORIAL_PROSE	f81v	B1	B1-S004	chedy	MC074	laufenden Posten umsetzen	Im gemeinsamen zweireihigen Figurenbecken: Setze um, führe weiter, lass absetzen und schließe	B1
124	COMBINATORIAL_PROSE	f81v	B1	B1-S004	ol	MC153	fortsetzen	Im gemeinsamen zweireihigen Figurenbecken: Setze um, führe weiter, lass absetzen und schließe	B1
125	COMBINATORIAL_PROSE	f81v	B1	B1-S004	shedy	MC128	kurz absetzen lassen; Schluss	Im gemeinsamen zweireihigen Figurenbecken: Setze um, führe weiter, lass absetzen und schließe	B1
126	COMBINATORIAL_PROSE	f81v	B1	B1-S005	qolchedy	MC028	weiterüberführen; Schluss	Im gemeinsamen zweireihigen Figurenbecken: Führe den Posten weiter und schließe	B1
127	COMBINATORIAL_PROSE	f81v	B1	B1-S006	qokain	MC017	eine Portion zugeben	Im gemeinsamen zweireihigen Figurenbecken: Gib eine Portion und den Zusatz zu, leite durch, führe zur Zielstelle und übergib an den folgenden Umsetzschritt.	B1
128	COMBINATORIAL_PROSE	f81v	B1	B1-S006	shckhy	MC035	durchleiten	Im gemeinsamen zweireihigen Figurenbecken: Gib eine Portion und den Zusatz zu, leite durch, führe zur Zielstelle und übergib an den folgenden Umsetzschritt.	B1
129	COMBINATORIAL_PROSE	f81v	B1	B1-S006	dl	MC012	Zusatz	Im gemeinsamen zweireihigen Figurenbecken: Gib eine Portion und den Zusatz zu, leite durch, führe zur Zielstelle und übergib an den folgenden Umsetzschritt.	B1
130	COMBINATORIAL_PROSE	f81v	B1	B1-S006	ral	MC056	zur Zielstelle	Im gemeinsamen zweireihigen Figurenbecken: Gib eine Portion und den Zusatz zu, leite durch, führe zur Zielstelle und übergib an den folgenden Umsetzschritt.	B1
131	COMBINATORIAL_PROSE	f81v	B1	B1-S007	qokchdy	MC088	Umsetzung ansetzen; Schluss	Im gemeinsamen zweireihigen Figurenbecken: Setze die abgekühlte Badmischung um und schließe	B1
132	COMBINATORIAL_PROSE	f81v	B1	B1-S008	chey	MC123	dieser Posten	Im gemeinsamen zweireihigen Figurenbecken: Führe den aktuellen Posten weiter, wärme kurz, lass absetzen und schließe	B1
133	COMBINATORIAL_PROSE	f81v	B1	B1-S008	ol	MC153	fortsetzen	Im gemeinsamen zweireihigen Figurenbecken: Führe den aktuellen Posten weiter, wärme kurz, lass absetzen und schließe	B1
134	COMBINATORIAL_PROSE	f81v	B1	B1-S008	cheky	MC147	kurz wärmen	Im gemeinsamen zweireihigen Figurenbecken: Führe den aktuellen Posten weiter, wärme kurz, lass absetzen und schließe	B1
135	COMBINATORIAL_PROSE	f81v	B1	B1-S008	ol	MC153	fortsetzen	Im gemeinsamen zweireihigen Figurenbecken: Führe den aktuellen Posten weiter, wärme kurz, lass absetzen und schließe	B1
136	COMBINATORIAL_PROSE	f81v	B1	B1-S008	shedy	MC128	kurz absetzen lassen; Schluss	Im gemeinsamen zweireihigen Figurenbecken: Führe den aktuellen Posten weiter, wärme kurz, lass absetzen und schließe	B1
137	COMBINATORIAL_PROSE	f81v	B1	B1-S009	qokedy	MC083	kurz ansetzen; Schluss	Im gemeinsamen zweireihigen Figurenbecken: Setze kurz an und schließe	B1
138	COMBINATORIAL_PROSE	f81v	B1	B1-S010	qokedy	MC083	kurz ansetzen; Schluss	Im gemeinsamen zweireihigen Figurenbecken: Setze kurz an und schließe	B1
139	COMBINATORIAL_PROSE	f81v	B1	B1-S011	chckhy	MC035	durchleiten	Im gemeinsamen zweireihigen Figurenbecken: Leite durch und setze den Posten an	B1
140	COMBINATORIAL_PROSE	f81v	B1	B1-S011	qoky	MC026	aktuellen Posten ansetzen	Im gemeinsamen zweireihigen Figurenbecken: Leite durch und setze den Posten an	B1
141	COMBINATORIAL_PROSE	f81v	B1	B1-S012	lsho	MC130	Waschgang beginnen	Im gemeinsamen zweireihigen Figurenbecken: Beginne mit dem durchgeleiteten Waschposten den Waschgang, setze kurz an, wasche und schließe	B1
142	COMBINATORIAL_PROSE	f81v	B1	B1-S012	qokey	MC007	kurz ansetzen	Im gemeinsamen zweireihigen Figurenbecken: Beginne mit dem durchgeleiteten Waschposten den Waschgang, setze kurz an, wasche und schließe	B1
143	COMBINATORIAL_PROSE	f81v	B1	B1-S012	lshedy	MC038	waschen; Schluss	Im gemeinsamen zweireihigen Figurenbecken: Beginne mit dem durchgeleiteten Waschposten den Waschgang, setze kurz an, wasche und schließe	B1
144	COMBINATORIAL_PROSE	f81v	B1	B1-S013	lshedy	MC038	waschen; Schluss	Im gemeinsamen zweireihigen Figurenbecken: Wasche und schließe	B1
145	COMBINATORIAL_PROSE	f81v	B1	B1-S014	chedy	MC074	laufenden Posten umsetzen	Im gemeinsamen zweireihigen Figurenbecken: Setze um, führe weiter, leite am Auslass ab und führe danach von dort weiter.	B1
146	COMBINATORIAL_PROSE	f81v	B1	B1-S014	qolky	MC134	auf dem Arbeitsweg weiterleiten	Im gemeinsamen zweireihigen Figurenbecken: Setze um, führe weiter, leite am Auslass ab und führe danach von dort weiter.	B1
147	COMBINATORIAL_PROSE	f81v	B1	B1-S014	lchedal	MC051	zur Ablaufstelle führen	Im gemeinsamen zweireihigen Figurenbecken: Setze um, führe weiter, leite am Auslass ab und führe danach von dort weiter.	B1
148	COMBINATORIAL_PROSE	f81v	B1	B1-S014	qol	MC153	fortsetzen	Im gemeinsamen zweireihigen Figurenbecken: Setze um, führe weiter, leite am Auslass ab und führe danach von dort weiter.	B1
149	COMBINATORIAL_PROSE	f81v	B1	B1-S014	otar	MC121	danach von dort	Im gemeinsamen zweireihigen Figurenbecken: Setze um, führe weiter, leite am Auslass ab und führe danach von dort weiter.	B1
150	COMBINATORIAL_PROSE	f81v	B1	B1-S015	ytey	MC109	kurzen Teil des aktuellen Postens nehmen	Im gemeinsamen zweireihigen Figurenbecken: Fülle das Gefäß mit der abgeleiteten Arbeitsflüssigkeit, setze den Inhalt um und schließe	B1
151	COMBINATORIAL_PROSE	f81v	B1	B1-S015	okchedy	MC005	angesetzten Inhalt überführen; Schluss	Im gemeinsamen zweireihigen Figurenbecken: Fülle das Gefäß mit der abgeleiteten Arbeitsflüssigkeit, setze den Inhalt um und schließe	B1
152	COMBINATORIAL_PROSE	f81v	B1	B1-S016	qokal	MC040	dort ansetzen	Im gemeinsamen zweireihigen Figurenbecken: Setze dort länger an, führe weiter, lass absetzen und schließe	B1
153	COMBINATORIAL_PROSE	f81v	B1	B1-S016	okeey	MC002	länger ansetzen	Im gemeinsamen zweireihigen Figurenbecken: Setze dort länger an, führe weiter, lass absetzen und schließe	B1
154	COMBINATORIAL_PROSE	f81v	B1	B1-S016	qol	MC153	fortsetzen	Im gemeinsamen zweireihigen Figurenbecken: Setze dort länger an, führe weiter, lass absetzen und schließe	B1
155	COMBINATORIAL_PROSE	f81v	B1	B1-S016	cheedy	MC128	kurz absetzen lassen; Schluss	Im gemeinsamen zweireihigen Figurenbecken: Setze dort länger an, führe weiter, lass absetzen und schließe	B1
156	COMBINATORIAL_PROSE	f81v	B1	B1-S017	sal	MC154	dorthin	Im gemeinsamen zweireihigen Figurenbecken: Führe dorthin, führe kurz weiter, setze um und schließe.	B1
157	COMBINATORIAL_PROSE	f81v	B1	B1-S017	teol	MC106	kurz weiterleiten	Im gemeinsamen zweireihigen Figurenbecken: Führe dorthin, führe kurz weiter, setze um und schließe.	B1
158	COMBINATORIAL_PROSE	f81v	B1	B1-S017	dchdy	MC139	weitergeführten Posten überführen; Schluss	Im gemeinsamen zweireihigen Figurenbecken: Führe dorthin, führe kurz weiter, setze um und schließe.	B1
159	COMBINATORIAL_PROSE	f81v	B1	B1-S018	ly	MC118	aktuellen Posten abführen	Im gemeinsamen zweireihigen Figurenbecken: Stelle das Gefäß bereit, lass den Posten kurz weiter ruhen, bringe ihn auf Sollstufe, sammle länger und schließe.	B1
160	COMBINATORIAL_PROSE	f81v	B1	B1-S018	dsheol	MC076	kurz weiter ruhen lassen	Im gemeinsamen zweireihigen Figurenbecken: Stelle das Gefäß bereit, lass den Posten kurz weiter ruhen, bringe ihn auf Sollstufe, sammle länger und schließe.	B1
161	COMBINATORIAL_PROSE	f81v	B1	B1-S018	oiiin	MC033	Sollstufe	Im gemeinsamen zweireihigen Figurenbecken: Stelle das Gefäß bereit, lass den Posten kurz weiter ruhen, bringe ihn auf Sollstufe, sammle länger und schließe.	B1
162	COMBINATORIAL_PROSE	f81v	B1	B1-S018	olkeedy	MC045	länger sammeln; Schluss	Im gemeinsamen zweireihigen Figurenbecken: Stelle das Gefäß bereit, lass den Posten kurz weiter ruhen, bringe ihn auf Sollstufe, sammle länger und schließe.	B1
163	COMBINATORIAL_PROSE	f81v	B1	B1-S019	tedy	MC128	kurz absetzen lassen; Schluss	Im gemeinsamen zweireihigen Figurenbecken: Lass absetzen und schließe	B1
164	COMBINATORIAL_PROSE	f81v	B1	B1-S020	cheky	MC147	kurz wärmen	Im gemeinsamen zweireihigen Figurenbecken: Wärme kurz, seih und schließe	B1
165	COMBINATORIAL_PROSE	f81v	B1	B1-S020	shckhedy	MC143	seihen; Schluss	Im gemeinsamen zweireihigen Figurenbecken: Wärme kurz, seih und schließe	B1
166	COMBINATORIAL_PROSE	f81v	B1	B1-S021	chal	MC154	dorthin	Im gemeinsamen zweireihigen Figurenbecken: Führe den Posten dorthin	B1
167	COMBINATORIAL_PROSE	f82r	B2	B2-S001	dchedy	MC025	Posten überführen; Schluss	An der jeweils neu gesetzten lokalen Beckenstation: Setze um und schließe	B2
168	COMBINATORIAL_PROSE	f82r	B2	B2-S002	qolchedy	MC028	weiterüberführen; Schluss	An der jeweils neu gesetzten lokalen Beckenstation: Führe weiter und schließe	B2
169	COMBINATORIAL_PROSE	f82r	B2	B2-S003	qokain	MC017	eine Portion zugeben	An der jeweils neu gesetzten lokalen Beckenstation: Gib eine Portion zu, setze den Posten länger an und schließe	B2
170	COMBINATORIAL_PROSE	f82r	B2	B2-S003	dy	MC123	dieser Posten	An der jeweils neu gesetzten lokalen Beckenstation: Gib eine Portion zu, setze den Posten länger an und schließe	B2
171	COMBINATORIAL_PROSE	f82r	B2	B2-S003	qokeedy	MC082	länger ansetzen; Schluss	An der jeweils neu gesetzten lokalen Beckenstation: Gib eine Portion zu, setze den Posten länger an und schließe	B2
172	COMBINATORIAL_PROSE	f82r	B2	B2-S004	qokal	MC040	dort ansetzen	An der jeweils neu gesetzten lokalen Beckenstation: Setze dort an, leite durch den Ausgang, führe ab, setze länger an, seih ab und schließe	B2
173	COMBINATORIAL_PROSE	f82r	B2	B2-S004	lcheckhy	MC168	Ausgangsdurchlass	An der jeweils neu gesetzten lokalen Beckenstation: Setze dort an, leite durch den Ausgang, führe ab, setze länger an, seih ab und schließe	B2
174	COMBINATORIAL_PROSE	f82r	B2	B2-S004	lched	MC127	abführen	An der jeweils neu gesetzten lokalen Beckenstation: Setze dort an, leite durch den Ausgang, führe ab, setze länger an, seih ab und schließe	B2
175	COMBINATORIAL_PROSE	f82r	B2	B2-S004	qokeey	MC002	länger ansetzen	An der jeweils neu gesetzten lokalen Beckenstation: Setze dort an, leite durch den Ausgang, führe ab, setze länger an, seih ab und schließe	B2
176	COMBINATORIAL_PROSE	f82r	B2	B2-S004	lcheckhedy	MC133	abseihen; Schluss	An der jeweils neu gesetzten lokalen Beckenstation: Setze dort an, leite durch den Ausgang, führe ab, setze länger an, seih ab und schließe	B2
177	COMBINATORIAL_PROSE	f82r	B2	B2-S005	qokaly	MC054	dies dort ansetzen	An der jeweils neu gesetzten lokalen Beckenstation: Setze diesen Posten dort an, sammle bis zum Sollmaß, leite durch, stelle das Sollmaß ein, führe bereit weiter, wärme länger, ziehe ab und schließe.	B2
178	COMBINATORIAL_PROSE	f82r	B2	B2-S005	solkaiin	MC036	bis Sollmass sammeln	An der jeweils neu gesetzten lokalen Beckenstation: Setze diesen Posten dort an, sammle bis zum Sollmaß, leite durch, stelle das Sollmaß ein, führe bereit weiter, wärme länger, ziehe ab und schließe.	B2
179	COMBINATORIAL_PROSE	f82r	B2	B2-S005	chckhy	MC035	durchleiten	An der jeweils neu gesetzten lokalen Beckenstation: Setze diesen Posten dort an, sammle bis zum Sollmaß, leite durch, stelle das Sollmaß ein, führe bereit weiter, wärme länger, ziehe ab und schließe.	B2
180	COMBINATORIAL_PROSE	f82r	B2	B2-S005	qokaiin	MC120	auf Sollmaß einstellen	An der jeweils neu gesetzten lokalen Beckenstation: Setze diesen Posten dort an, sammle bis zum Sollmaß, leite durch, stelle das Sollmaß ein, führe bereit weiter, wärme länger, ziehe ab und schließe.	B2
