edition_event_ordinal	event_id	statement_id	card_ordinal_in_statement	physical_page	register	owner_id	surface	final_context_recipe	state_status	state_marker_sequence	gdt578_attachment_voice_clause_de	mixed_scope_voice_working_clause_de	gdt578_source_roundtrip_de	scope_voice_status	scope_pair_id	scope_route	guard
54	G407-E0054	G407-S002	8	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_B	shodary	SH+O+D_ADDR+AR+Y	NONSTATE_CARD	NOT_APPLICABLE	Halte den laufenden Eintrag fest; von der Ausgangszeile; als Ausführung; an der D-Stelle.	Halte den laufenden Eintrag fest; von der Ausgangszeile; als Ausführung; an der D-Stelle.	Halte den laufenden Eintrag fest; von der Ausgangszeile; als Ausführung; an der D-Stelle.	UNCHANGED_NON_SCOPE_EVENT	NONE	NONE	EVENT_ID_KEYED_EDITION__GDT578_SOURCE_ROUNDTRIP_EXACT
55	G407-E0055	G407-S002	9	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_B	yshey	Y+SH+E+Y	NONSTATE_CARD	NOT_APPLICABLE	Halte den äußeren laufenden Eintrag und den inneren laufenden Eintrag fest; auf Grad I.	Halte den äußeren laufenden Eintrag und den inneren laufenden Eintrag fest; auf Grad I.	Halte den äußeren laufenden Eintrag und den inneren laufenden Eintrag fest; auf Grad I.	UNCHANGED_NON_SCOPE_EVENT	NONE	NONE	EVENT_ID_KEYED_EDITION__GDT578_SOURCE_ROUNDTRIP_EXACT
56	G407-E0056	G407-S002	10	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_B	shody	SH+O+DY	STATE_CARD	DY	Halte denselben laufenden Eintrag fest; als Ausführung; schließe den Schritt.	Halte denselben laufenden Eintrag fest; als Ausführung; schließe den Schritt.	Halte denselben laufenden Eintrag fest; als Ausführung; schließe den Schritt.	UNCHANGED_NON_SCOPE_EVENT	NONE	NONE	EVENT_ID_KEYED_EDITION__GDT578_SOURCE_ROUNDTRIP_EXACT
57	G407-E0057	G407-S003	1	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_B	okchoy	OK+CH+O+Y	NONSTATE_CARD	NOT_APPLICABLE	Trage den laufenden Eintrag ein und entnimm ihn; als Ausführung.	Trage den laufenden Eintrag ein und entnimm ihn; als Ausführung.	Trage den laufenden Eintrag ein und entnimm ihn; als Ausführung.	UNCHANGED_NON_SCOPE_EVENT	NONE	NONE	EVENT_ID_KEYED_EDITION__GDT578_SOURCE_ROUNDTRIP_EXACT
58	G407-E0058	G407-S003	2	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_B	otchol	OT+CH+OL	STATE_CARD	OT+OL	Danach: entnimm denselben laufenden Eintrag; führe den Gang weiter.	Danach: entnimm denselben laufenden Eintrag; führe den Gang weiter.	Danach: entnimm denselben laufenden Eintrag; führe den Gang weiter.	UNCHANGED_NON_SCOPE_EVENT	NONE	NONE	EVENT_ID_KEYED_EDITION__GDT578_SOURCE_ROUNDTRIP_EXACT
59	G407-E0059	G407-S003	3	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_B	chocthy	CH+O+CH+T+Y	NONSTATE_CARD	NOT_APPLICABLE	Entnimm den laufenden Eintrag, entnimm ihn und lege ihn fest; als Ausführung.	Entnimm den laufenden Eintrag, entnimm ihn und lege ihn fest; als Ausführung.	Entnimm den laufenden Eintrag, entnimm ihn und lege ihn fest; als Ausführung.	UNCHANGED_NON_SCOPE_EVENT	NONE	NONE	EVENT_ID_KEYED_EDITION__GDT578_SOURCE_ROUNDTRIP_EXACT
60	G407-E0060	G407-S003	4	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_B	os	OS	NONSTATE_CARD	NOT_APPLICABLE	Im laufenden Gang lege denselben laufenden Eintrag fest; wie zuvor.	Im laufenden Gang lege denselben laufenden Eintrag fest; wie zuvor.	Im laufenden Gang lege denselben laufenden Eintrag fest; wie zuvor.	UNCHANGED_NON_SCOPE_EVENT	NONE	NONE	EVENT_ID_KEYED_EDITION__GDT578_SOURCE_ROUNDTRIP_EXACT
61	G407-E0061	G407-S003	5	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_B	chy	Y	NONSTATE_CARD	NOT_APPLICABLE	Im laufenden Gang lege den laufenden Eintrag fest.	Im laufenden Gang lege den laufenden Eintrag fest.	Im laufenden Gang lege den laufenden Eintrag fest.	UNCHANGED_NON_SCOPE_EVENT	NONE	NONE	EVENT_ID_KEYED_EDITION__GDT578_SOURCE_ROUNDTRIP_EXACT
62	G407-E0062	G407-S003	6	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_B	dain	AIN	NONSTATE_CARD	NOT_APPLICABLE	Im laufenden Gang lege den Teilwert fest.	Im laufenden Gang lege den Teilwert fest.	Im laufenden Gang lege den Teilwert fest.	UNCHANGED_NON_SCOPE_EVENT	NONE	NONE	EVENT_ID_KEYED_EDITION__GDT578_SOURCE_ROUNDTRIP_EXACT
63	G407-E0063	G407-S003	7	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_B	chor	CH+OR	NONSTATE_CARD	NOT_APPLICABLE	Entnimm die Eintragseinheit.	Entnimm die Eintragseinheit.	Entnimm die Eintragseinheit.	UNCHANGED_NON_SCOPE_EVENT	NONE	NONE	EVENT_ID_KEYED_EDITION__GDT578_SOURCE_ROUNDTRIP_EXACT
64	G407-E0064	G407-S003	8	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_B	kos	K+O+S	NONSTATE_CARD	NOT_APPLICABLE	Ordne dieselbe Eintragseinheit zu und wähle sie; als Ausführung.	Ordne dieselbe Eintragseinheit zu und wähle sie; als Ausführung.	Ordne dieselbe Eintragseinheit zu und wähle sie; als Ausführung.	UNCHANGED_NON_SCOPE_EVENT	NONE	NONE	EVENT_ID_KEYED_EDITION__GDT578_SOURCE_ROUNDTRIP_EXACT
65	G407-E0065	G407-S003	9	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_B	daiin	AIIN	NONSTATE_CARD	NOT_APPLICABLE	Im laufenden Gang wähle den Kennwert.	Im laufenden Gang wähle den Kennwert.	Im laufenden Gang wähle den Kennwert.	UNCHANGED_NON_SCOPE_EVENT	NONE	NONE	EVENT_ID_KEYED_EDITION__GDT578_SOURCE_ROUNDTRIP_EXACT
66	G407-E0066	G407-S003	10	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_B	shos	SH+O+S	NONSTATE_CARD	NOT_APPLICABLE	Halte denselben Kennwert fest und wähle ihn; als Ausführung.	Halte denselben Kennwert fest und wähle ihn; als Ausführung.	Halte denselben Kennwert fest und wähle ihn; als Ausführung.	UNCHANGED_NON_SCOPE_EVENT	NONE	NONE	EVENT_ID_KEYED_EDITION__GDT578_SOURCE_ROUNDTRIP_EXACT
67	G407-E0067	G407-S003	11	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_B	cfhol	CH+LOCAL_CHAR_F+OL	STATE_CARD	OL	Weiter: entnimm denselben Kennwert; bei der f-Kennmarke.	Weiter: entnimm denselben Kennwert; bei der f-Kennmarke.	Weiter: entnimm denselben Kennwert; bei der f-Kennmarke.	UNCHANGED_NON_SCOPE_EVENT	NONE	NONE	EVENT_ID_KEYED_EDITION__GDT578_SOURCE_ROUNDTRIP_EXACT
68	G407-E0068	G407-S003	12	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_B	shody	SH+O+DY	STATE_CARD	DY	Halte denselben Kennwert fest; als Ausführung; schließe den Schritt.	Halte denselben Kennwert fest; als Ausführung; schließe den Schritt.	Halte denselben Kennwert fest; als Ausführung; schließe den Schritt.	UNCHANGED_NON_SCOPE_EVENT	NONE	NONE	EVENT_ID_KEYED_EDITION__GDT578_SOURCE_ROUNDTRIP_EXACT
69	G407-E0069	G407-S004	1	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_B	dain	AIN	NONSTATE_CARD	NOT_APPLICABLE	Im laufenden Gang halte den Teilwert fest.	Im laufenden Gang halte den Teilwert fest.	Im laufenden Gang halte den Teilwert fest.	UNCHANGED_NON_SCOPE_EVENT	NONE	NONE	EVENT_ID_KEYED_EDITION__GDT578_SOURCE_ROUNDTRIP_EXACT
70	G407-E0070	G407-S004	2	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_B	os	OS	NONSTATE_CARD	NOT_APPLICABLE	Im laufenden Gang halte denselben Teilwert fest; wie zuvor.	Im laufenden Gang halte denselben Teilwert fest; wie zuvor.	Im laufenden Gang halte denselben Teilwert fest; wie zuvor.	UNCHANGED_NON_SCOPE_EVENT	NONE	NONE	EVENT_ID_KEYED_EDITION__GDT578_SOURCE_ROUNDTRIP_EXACT
71	G407-E0071	G407-S004	3	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_B	teody	T+E+O+DY	STATE_CARD	DY	Lege denselben Teilwert fest; auf Grad I und als Ausführung; schließe den Schritt.	Lege denselben Teilwert fest; auf Grad I und als Ausführung; schließe den Schritt.	Lege denselben Teilwert fest; auf Grad I und als Ausführung; schließe den Schritt.	UNCHANGED_NON_SCOPE_EVENT	NONE	NONE	EVENT_ID_KEYED_EDITION__GDT578_SOURCE_ROUNDTRIP_EXACT
72	G407-E0072	G407-S005	1	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_C	ydain	Y+AIN	NONSTATE_CARD	NOT_APPLICABLE	Bezug: den laufenden Eintrag und den Teilwert.	Bezug: den laufenden Eintrag und den Teilwert.	Bezug: den laufenden Eintrag und den Teilwert.	UNCHANGED_NON_SCOPE_EVENT	NONE	NONE	EVENT_ID_KEYED_EDITION__GDT578_SOURCE_ROUNDTRIP_EXACT
73	G407-E0073	G407-S005	2	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_C	cphesaiin	CH+P+E+S+AIIN	NONSTATE_CARD	NOT_APPLICABLE	Entnimm den Kennwert, setze ihn ein und wähle ihn; auf Grad I.	Entnimm den Kennwert, setze ihn ein und wähle ihn; auf Grad I.	Entnimm den Kennwert, setze ihn ein und wähle ihn; auf Grad I.	UNCHANGED_NON_SCOPE_EVENT	NONE	NONE	EVENT_ID_KEYED_EDITION__GDT578_SOURCE_ROUNDTRIP_EXACT
74	G407-E0074	G407-S005	3	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_C	ols	OL+S	STATE_CARD	OL	Weiter: wähle denselben Kennwert.	Weiter: wähle denselben Kennwert.	Weiter: wähle denselben Kennwert.	UNCHANGED_NON_SCOPE_EVENT	NONE	NONE	EVENT_ID_KEYED_EDITION__GDT578_SOURCE_ROUNDTRIP_EXACT
75	G407-E0075	G407-S005	4	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_C	cphey	CH+P+E+Y	NONSTATE_CARD	NOT_APPLICABLE	Entnimm den laufenden Eintrag und setze ihn ein; auf Grad I.	Entnimm den laufenden Eintrag und setze ihn ein; auf Grad I.	Entnimm den laufenden Eintrag und setze ihn ein; auf Grad I.	UNCHANGED_NON_SCOPE_EVENT	NONE	NONE	EVENT_ID_KEYED_EDITION__GDT578_SOURCE_ROUNDTRIP_EXACT
76	G407-E0076	G407-S005	5	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_C	ytain	Y+T+AIN	NONSTATE_CARD	NOT_APPLICABLE	Lege den laufenden Eintrag und den Teilwert fest.	Lege den laufenden Eintrag und den Teilwert fest.	Lege den laufenden Eintrag und den Teilwert fest.	UNCHANGED_NON_SCOPE_EVENT	NONE	NONE	EVENT_ID_KEYED_EDITION__GDT578_SOURCE_ROUNDTRIP_EXACT
77	G407-E0077	G407-S005	6	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_C	shoshy	SH+O+SH+Y	NONSTATE_CARD	NOT_APPLICABLE	Halte den laufenden Eintrag fest und halte ihn fest; als Ausführung.	Halte den laufenden Eintrag fest und halte ihn fest; als Ausführung.	Halte den laufenden Eintrag fest und halte ihn fest; als Ausführung.	UNCHANGED_NON_SCOPE_EVENT	NONE	NONE	EVENT_ID_KEYED_EDITION__GDT578_SOURCE_ROUNDTRIP_EXACT
78	G407-E0078	G407-S005	7	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_C	cphodal	CH+P+O+D_ADDR+AL	NONSTATE_CARD	NOT_APPLICABLE	Entnimm denselben laufenden Eintrag und setze ihn ein; zur Zielspalte; als Ausführung; an der D-Stelle.	Entnimm denselben laufenden Eintrag und setze ihn ein; zur Zielspalte; als Ausführung; an der D-Stelle.	Entnimm denselben laufenden Eintrag und setze ihn ein; zur Zielspalte; als Ausführung; an der D-Stelle.	UNCHANGED_NON_SCOPE_EVENT	NONE	NONE	EVENT_ID_KEYED_EDITION__GDT578_SOURCE_ROUNDTRIP_EXACT
79	G407-E0079	G407-S005	8	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_C	es	E+S	NONSTATE_CARD	NOT_APPLICABLE	Wähle denselben laufenden Eintrag; auf Grad I.	Wähle denselben laufenden Eintrag; auf Grad I.	Wähle denselben laufenden Eintrag; auf Grad I.	UNCHANGED_NON_SCOPE_EVENT	NONE	NONE	EVENT_ID_KEYED_EDITION__GDT578_SOURCE_ROUNDTRIP_EXACT
80	G407-E0080	G407-S005	9	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_C	oksho	OK+SH+O	NONSTATE_CARD	NOT_APPLICABLE	Trage denselben laufenden Eintrag ein und halte ihn fest; als Ausführung.	Trage denselben laufenden Eintrag ein und halte ihn fest; als Ausführung.	Trage denselben laufenden Eintrag ein und halte ihn fest; als Ausführung.	UNCHANGED_NON_SCOPE_EVENT	NONE	NONE	EVENT_ID_KEYED_EDITION__GDT578_SOURCE_ROUNDTRIP_EXACT
81	G407-E0081	G407-S005	10	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_C	kshoy	K+SH+O+Y	NONSTATE_CARD	NOT_APPLICABLE	Ordne den laufenden Eintrag zu und halte ihn fest; als Ausführung.	Ordne den laufenden Eintrag zu und halte ihn fest; als Ausführung.	Ordne den laufenden Eintrag zu und halte ihn fest; als Ausführung.	UNCHANGED_NON_SCOPE_EVENT	NONE	NONE	EVENT_ID_KEYED_EDITION__GDT578_SOURCE_ROUNDTRIP_EXACT
82	G407-E0082	G407-S005	11	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_C	otairin	OT+AIR+IIN	STATE_CARD	OT	Danach im laufenden Gang: halte denselben laufenden Eintrag fest; entlang der Lesebahn; auf der bezeichneten Stufe.	Danach im laufenden Gang: halte denselben laufenden Eintrag fest; entlang der Lesebahn; auf der bezeichneten Stufe.	Danach im laufenden Gang: halte denselben laufenden Eintrag fest; entlang der Lesebahn; auf der bezeichneten Stufe.	UNCHANGED_NON_SCOPE_EVENT	NONE	NONE	EVENT_ID_KEYED_EDITION__GDT578_SOURCE_ROUNDTRIP_EXACT
83	G407-E0083	G407-S005	12	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_C	oteol	OT+E+OL	STATE_CARD	OT+OL	Danach im laufenden Gang: halte denselben laufenden Eintrag fest; auf Grad I; führe den Gang weiter.	Danach im laufenden Gang: halte denselben laufenden Eintrag fest; auf Grad I; führe den Gang weiter.	Danach im laufenden Gang: halte denselben laufenden Eintrag fest; auf Grad I; führe den Gang weiter.	UNCHANGED_NON_SCOPE_EVENT	NONE	NONE	EVENT_ID_KEYED_EDITION__GDT578_SOURCE_ROUNDTRIP_EXACT
84	G407-E0084	G407-S005	13	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_C	okan	OK+AN	NONSTATE_CARD	NOT_APPLICABLE	Trage denselben laufenden Eintrag ein; in der bezeichneten Klasse.	Trage denselben laufenden Eintrag ein; in der bezeichneten Klasse.	Trage denselben laufenden Eintrag ein; in der bezeichneten Klasse.	UNCHANGED_NON_SCOPE_EVENT	NONE	NONE	EVENT_ID_KEYED_EDITION__GDT578_SOURCE_ROUNDTRIP_EXACT
85	G407-E0085	G407-S005	14	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_C	shodain	SH+O+D_ADDR+AIN	NONSTATE_CARD	NOT_APPLICABLE	Halte den Teilwert fest; als Ausführung; an der D-Stelle.	Halte den Teilwert fest; als Ausführung; an der D-Stelle.	Halte den Teilwert fest; als Ausführung; an der D-Stelle.	UNCHANGED_NON_SCOPE_EVENT	NONE	NONE	EVENT_ID_KEYED_EDITION__GDT578_SOURCE_ROUNDTRIP_EXACT
86	G407-E0086	G407-S005	15	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_C	sckhey	S+CH+K+E+Y	NONSTATE_CARD	NOT_APPLICABLE	Wähle den laufenden Eintrag, entnimm ihn und ordne ihn zu; auf Grad I.	Wähle den laufenden Eintrag, entnimm ihn und ordne ihn zu; auf Grad I.	Wähle den laufenden Eintrag, entnimm ihn und ordne ihn zu; auf Grad I.	UNCHANGED_NON_SCOPE_EVENT	NONE	NONE	EVENT_ID_KEYED_EDITION__GDT578_SOURCE_ROUNDTRIP_EXACT
87	G407-E0087	G407-S005	16	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_C	daiin	AIIN	NONSTATE_CARD	NOT_APPLICABLE	Im laufenden Gang ordne den Kennwert zu.	Im laufenden Gang ordne den Kennwert zu.	Im laufenden Gang ordne den Kennwert zu.	UNCHANGED_NON_SCOPE_EVENT	NONE	NONE	EVENT_ID_KEYED_EDITION__GDT578_SOURCE_ROUNDTRIP_EXACT
88	G407-E0088	G407-S005	17	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_C	shoy	SH+O+Y	NONSTATE_CARD	NOT_APPLICABLE	Halte den laufenden Eintrag fest; als Ausführung.	Halte den laufenden Eintrag fest; als Ausführung.	Halte den laufenden Eintrag fest; als Ausführung.	UNCHANGED_NON_SCOPE_EVENT	NONE	NONE	EVENT_ID_KEYED_EDITION__GDT578_SOURCE_ROUNDTRIP_EXACT
89	G407-E0089	G407-S005	18	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_C	ckhey	CH+K+E+Y	NONSTATE_CARD	NOT_APPLICABLE	Entnimm den laufenden Eintrag und ordne ihn zu; auf Grad I.	Entnimm den laufenden Eintrag und ordne ihn zu; auf Grad I.	Entnimm den laufenden Eintrag und ordne ihn zu; auf Grad I.	UNCHANGED_NON_SCOPE_EVENT	NONE	NONE	EVENT_ID_KEYED_EDITION__GDT578_SOURCE_ROUNDTRIP_EXACT
90	G407-E0090	G407-S005	19	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_C	kodaiin	K+O+D_ADDR+AIIN	NONSTATE_CARD	NOT_APPLICABLE	Ordne den Kennwert zu; als Ausführung; an der D-Stelle.	Ordne den Kennwert zu; als Ausführung; an der D-Stelle.	Ordne den Kennwert zu; als Ausführung; an der D-Stelle.	UNCHANGED_NON_SCOPE_EVENT	NONE	NONE	EVENT_ID_KEYED_EDITION__GDT578_SOURCE_ROUNDTRIP_EXACT
91	G407-E0091	G407-S005	20	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_C	cphy	CH+P+Y	NONSTATE_CARD	NOT_APPLICABLE	Entnimm den laufenden Eintrag und setze ihn ein.	Entnimm den laufenden Eintrag und setze ihn ein.	Entnimm den laufenden Eintrag und setze ihn ein.	UNCHANGED_NON_SCOPE_EVENT	NONE	NONE	EVENT_ID_KEYED_EDITION__GDT578_SOURCE_ROUNDTRIP_EXACT
92	G407-E0092	G407-S005	21	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_C	cphodaiils	CH+P+O+D_ADDR+AIIN+L+S	NONSTATE_CARD	NOT_APPLICABLE	Entnimm den Kennwert, setze ihn ein und wähle ihn; über die Eintragsverbindung; als Ausführung; an der D-Stelle.	Entnimm den Kennwert, setze ihn ein und wähle ihn; über die Eintragsverbindung; als Ausführung; an der D-Stelle.	Entnimm den Kennwert, setze ihn ein und wähle ihn; über die Eintragsverbindung; als Ausführung; an der D-Stelle.	UNCHANGED_NON_SCOPE_EVENT	NONE	NONE	EVENT_ID_KEYED_EDITION__GDT578_SOURCE_ROUNDTRIP_EXACT
93	G407-E0093	G407-S005	22	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_C	cthey	CH+T+E+Y	NONSTATE_CARD	NOT_APPLICABLE	Entnimm den laufenden Eintrag und lege ihn fest; auf Grad I.	Entnimm den laufenden Eintrag und lege ihn fest; auf Grad I.	Entnimm den laufenden Eintrag und lege ihn fest; auf Grad I.	UNCHANGED_NON_SCOPE_EVENT	NONE	NONE	EVENT_ID_KEYED_EDITION__GDT578_SOURCE_ROUNDTRIP_EXACT
94	G407-E0094	G407-S005	23	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_C	sho	SH+O	NONSTATE_CARD	NOT_APPLICABLE	Halte denselben laufenden Eintrag fest; als Ausführung.	Halte denselben laufenden Eintrag fest; als Ausführung.	Halte denselben laufenden Eintrag fest; als Ausführung.	UNCHANGED_NON_SCOPE_EVENT	NONE	NONE	EVENT_ID_KEYED_EDITION__GDT578_SOURCE_ROUNDTRIP_EXACT
95	G407-E0095	G407-S005	24	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_C	oldain	OL+AIN	STATE_CARD	OL	Weiter im laufenden Gang: halte den Teilwert fest.	Weiter im laufenden Gang: halte den Teilwert fest.	Weiter im laufenden Gang: halte den Teilwert fest.	UNCHANGED_NON_SCOPE_EVENT	NONE	NONE	EVENT_ID_KEYED_EDITION__GDT578_SOURCE_ROUNDTRIP_EXACT
96	G407-E0096	G407-S005	25	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_C	d	D_ADDR	NONSTATE_CARD	NOT_APPLICABLE	Im laufenden Gang halte denselben Teilwert fest; an der D-Stelle.	Im laufenden Gang halte denselben Teilwert fest; an der D-Stelle.	Im laufenden Gang halte denselben Teilwert fest; an der D-Stelle.	UNCHANGED_NON_SCOPE_EVENT	NONE	NONE	EVENT_ID_KEYED_EDITION__GDT578_SOURCE_ROUNDTRIP_EXACT
97	G407-E0097	G407-S005	26	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_C	dain	AIN	NONSTATE_CARD	NOT_APPLICABLE	Im laufenden Gang halte den Teilwert fest.	Im laufenden Gang halte den Teilwert fest.	Im laufenden Gang halte den Teilwert fest.	UNCHANGED_NON_SCOPE_EVENT	NONE	NONE	EVENT_ID_KEYED_EDITION__GDT578_SOURCE_ROUNDTRIP_EXACT
98	G407-E0098	G407-S005	27	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_C	oiin	O+IIN	NONSTATE_CARD	NOT_APPLICABLE	Im laufenden Gang halte denselben Teilwert fest; als Ausführung und auf der bezeichneten Stufe.	Im laufenden Gang halte denselben Teilwert fest; als Ausführung und auf der bezeichneten Stufe.	Im laufenden Gang halte denselben Teilwert fest; als Ausführung und auf der bezeichneten Stufe.	UNCHANGED_NON_SCOPE_EVENT	NONE	NONE	EVENT_ID_KEYED_EDITION__GDT578_SOURCE_ROUNDTRIP_EXACT
99	G407-E0099	G407-S005	28	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_C	chol	OL	STATE_CARD	OL	Weiter im laufenden Gang: halte denselben Teilwert fest.	Weiter im laufenden Gang: halte denselben Teilwert fest.	Weiter im laufenden Gang: halte denselben Teilwert fest.	UNCHANGED_NON_SCOPE_EVENT	NONE	NONE	EVENT_ID_KEYED_EDITION__GDT578_SOURCE_ROUNDTRIP_EXACT
100	G407-E0100	G407-S005	29	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_C	odaiin	O+D_ADDR+AIIN	NONSTATE_CARD	NOT_APPLICABLE	Im laufenden Gang halte den Kennwert fest; als Ausführung; an der D-Stelle.	Im laufenden Gang halte den Kennwert fest; als Ausführung; an der D-Stelle.	Im laufenden Gang halte den Kennwert fest; als Ausführung; an der D-Stelle.	UNCHANGED_NON_SCOPE_EVENT	NONE	NONE	EVENT_ID_KEYED_EDITION__GDT578_SOURCE_ROUNDTRIP_EXACT
101	G407-E0101	G407-S005	30	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_C	chodain	CH+O+D_ADDR+AIN	NONSTATE_CARD	NOT_APPLICABLE	Entnimm den Teilwert; als Ausführung; an der D-Stelle.	Entnimm den Teilwert; als Ausführung; an der D-Stelle.	Entnimm den Teilwert; als Ausführung; an der D-Stelle.	UNCHANGED_NON_SCOPE_EVENT	NONE	NONE	EVENT_ID_KEYED_EDITION__GDT578_SOURCE_ROUNDTRIP_EXACT
102	G407-E0102	G407-S005	31	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_C	chdy	CHD+Y	NONSTATE_CARD	NOT_APPLICABLE	Bearbeite den laufenden Eintrag.	Bearbeite den laufenden Eintrag.	Bearbeite den laufenden Eintrag.	UNCHANGED_NON_SCOPE_EVENT	NONE	NONE	EVENT_ID_KEYED_EDITION__GDT578_SOURCE_ROUNDTRIP_EXACT
103	G407-E0103	G407-S005	32	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_C	okain	OK+AIN	NONSTATE_CARD	NOT_APPLICABLE	Trage den Teilwert ein.	Trage den Teilwert ein.	Trage den Teilwert ein.	UNCHANGED_NON_SCOPE_EVENT	NONE	NONE	EVENT_ID_KEYED_EDITION__GDT578_SOURCE_ROUNDTRIP_EXACT
104	G407-E0104	G407-S005	33	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_C	dn	D_ADDR+AN	NONSTATE_CARD	NOT_APPLICABLE	Im laufenden Gang trage denselben Teilwert ein; an der D-Stelle und in der bezeichneten Klasse.	Im laufenden Gang trage denselben Teilwert ein; an der D-Stelle und in der bezeichneten Klasse.	Im laufenden Gang trage denselben Teilwert ein; an der D-Stelle und in der bezeichneten Klasse.	UNCHANGED_NON_SCOPE_EVENT	NONE	NONE	EVENT_ID_KEYED_EDITION__GDT578_SOURCE_ROUNDTRIP_EXACT
105	G407-E0105	G407-S005	34	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_C	cthy	CH+T+Y	NONSTATE_CARD	NOT_APPLICABLE	Entnimm den laufenden Eintrag und lege ihn fest.	Entnimm den laufenden Eintrag und lege ihn fest.	Entnimm den laufenden Eintrag und lege ihn fest.	UNCHANGED_NON_SCOPE_EVENT	NONE	NONE	EVENT_ID_KEYED_EDITION__GDT578_SOURCE_ROUNDTRIP_EXACT
106	G407-E0106	G407-S005	35	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_C	kod	K+O+D_ADDR	NONSTATE_CARD	NOT_APPLICABLE	Ordne denselben laufenden Eintrag zu; als Ausführung; an der D-Stelle.	Ordne denselben laufenden Eintrag zu; als Ausführung; an der D-Stelle.	Ordne denselben laufenden Eintrag zu; als Ausführung; an der D-Stelle.	UNCHANGED_NON_SCOPE_EVENT	NONE	NONE	EVENT_ID_KEYED_EDITION__GDT578_SOURCE_ROUNDTRIP_EXACT
107	G407-E0107	G407-S005	36	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_C	daiin	AIIN	NONSTATE_CARD	NOT_APPLICABLE	Im laufenden Gang ordne den Kennwert zu.	Im laufenden Gang ordne den Kennwert zu.	Im laufenden Gang ordne den Kennwert zu.	UNCHANGED_NON_SCOPE_EVENT	NONE	NONE	EVENT_ID_KEYED_EDITION__GDT578_SOURCE_ROUNDTRIP_EXACT
