selection_id	source_recipe	mutation_family	neutral_selection_class	neighbor_id	target_recipe	target_is_exact_catalog_key	neutral_execution_decision	neutral_blocked_factor_rules	selection_rule
G454-V00109	AL+CHD+Y	SAME_CLASS_SUBSTITUTION	NEUTRAL_READABLE	G447-N00360	AIR+CHD+Y	NO	READ	NONE	LEXICOGRAPHIC_FIRST_WITHIN_SOURCE_MUTATION_FAMILY_AND_NEUTRAL_CLASS
G454-V00110	AL+DY	ADJACENT_SWAP	NEUTRAL_STOP	G447-N00374	DY+AL	NO	STOP	CLOSE:NO_ACTIVE_ACTION	LEXICOGRAPHIC_FIRST_WITHIN_SOURCE_MUTATION_FAMILY_AND_NEUTRAL_CLASS
G454-V00111	AL+DY	ATOM_DELETION	NEUTRAL_READABLE	G447-N00375	AL	YES	READ	NONE	LEXICOGRAPHIC_FIRST_WITHIN_SOURCE_MUTATION_FAMILY_AND_NEUTRAL_CLASS
G454-V00112	AL+DY	ATOM_DELETION	NEUTRAL_STOP	G447-N00376	DY	NO	STOP	CLOSE:NO_ACTIVE_ACTION	LEXICOGRAPHIC_FIRST_WITHIN_SOURCE_MUTATION_FAMILY_AND_NEUTRAL_CLASS
G454-V00113	AL+DY	SAME_CLASS_SUBSTITUTION	NEUTRAL_STOP	G447-N00377	AIR+DY	YES	STOP	CLOSE:NO_ACTIVE_ACTION	LEXICOGRAPHIC_FIRST_WITHIN_SOURCE_MUTATION_FAMILY_AND_NEUTRAL_CLASS
G454-V00114	AL+D_ADDR+AIIN	ADJACENT_SWAP	NEUTRAL_READABLE	G447-N00380	AL+AIIN+D_ADDR	NO	READ	NONE	LEXICOGRAPHIC_FIRST_WITHIN_SOURCE_MUTATION_FAMILY_AND_NEUTRAL_CLASS
G454-V00115	AL+D_ADDR+AIIN	ATOM_DELETION	NEUTRAL_READABLE	G447-N00382	AL+AIIN	YES	READ	NONE	LEXICOGRAPHIC_FIRST_WITHIN_SOURCE_MUTATION_FAMILY_AND_NEUTRAL_CLASS
G454-V00116	AL+D_ADDR+AIIN	SAME_CLASS_SUBSTITUTION	NEUTRAL_READABLE	G447-N00385	AIR+D_ADDR+AIIN	NO	READ_AMBER	NONE	LEXICOGRAPHIC_FIRST_WITHIN_SOURCE_MUTATION_FAMILY_AND_NEUTRAL_CLASS
G454-V00117	AL+D_ADDR+AIN	ADJACENT_SWAP	NEUTRAL_READABLE	G447-N00391	AL+AIN+D_ADDR	NO	READ	NONE	LEXICOGRAPHIC_FIRST_WITHIN_SOURCE_MUTATION_FAMILY_AND_NEUTRAL_CLASS
G454-V00118	AL+D_ADDR+AIN	ATOM_DELETION	NEUTRAL_READABLE	G447-N00393	AL+AIN	YES	READ	NONE	LEXICOGRAPHIC_FIRST_WITHIN_SOURCE_MUTATION_FAMILY_AND_NEUTRAL_CLASS
G454-V00119	AL+D_ADDR+AIN	SAME_CLASS_SUBSTITUTION	NEUTRAL_READABLE	G447-N00396	AIR+D_ADDR+AIN	NO	READ_AMBER	NONE	LEXICOGRAPHIC_FIRST_WITHIN_SOURCE_MUTATION_FAMILY_AND_NEUTRAL_CLASS
G454-V00120	AL+D_ADDR+OR	ADJACENT_SWAP	NEUTRAL_READABLE	G447-N00402	AL+OR+D_ADDR	NO	READ	NONE	LEXICOGRAPHIC_FIRST_WITHIN_SOURCE_MUTATION_FAMILY_AND_NEUTRAL_CLASS
G454-V00121	AL+D_ADDR+OR	ATOM_DELETION	NEUTRAL_READABLE	G447-N00404	AL+D_ADDR	NO	READ	NONE	LEXICOGRAPHIC_FIRST_WITHIN_SOURCE_MUTATION_FAMILY_AND_NEUTRAL_CLASS
G454-V00122	AL+D_ADDR+OR	SAME_CLASS_SUBSTITUTION	NEUTRAL_READABLE	G447-N00407	AIR+D_ADDR+OR	NO	READ_AMBER	NONE	LEXICOGRAPHIC_FIRST_WITHIN_SOURCE_MUTATION_FAMILY_AND_NEUTRAL_CLASS
G454-V00123	AL+D_ADDR+Y	ADJACENT_SWAP	NEUTRAL_READABLE	G447-N00413	AL+Y+D_ADDR	NO	READ	NONE	LEXICOGRAPHIC_FIRST_WITHIN_SOURCE_MUTATION_FAMILY_AND_NEUTRAL_CLASS
G454-V00124	AL+D_ADDR+Y	ATOM_DELETION	NEUTRAL_READABLE	G447-N00415	AL+D_ADDR	NO	READ	NONE	LEXICOGRAPHIC_FIRST_WITHIN_SOURCE_MUTATION_FAMILY_AND_NEUTRAL_CLASS
G454-V00125	AL+D_ADDR+Y	SAME_CLASS_SUBSTITUTION	NEUTRAL_READABLE	G447-N00418	AIR+D_ADDR+Y	NO	READ_AMBER	NONE	LEXICOGRAPHIC_FIRST_WITHIN_SOURCE_MUTATION_FAMILY_AND_NEUTRAL_CLASS
G454-V00126	AL+K+AIIN	ADJACENT_SWAP	NEUTRAL_READABLE	G447-N00424	AL+AIIN+K	NO	READ	NONE	LEXICOGRAPHIC_FIRST_WITHIN_SOURCE_MUTATION_FAMILY_AND_NEUTRAL_CLASS
G454-V00127	AL+K+AIIN	ATOM_DELETION	NEUTRAL_READABLE	G447-N00426	AL+AIIN	YES	READ	NONE	LEXICOGRAPHIC_FIRST_WITHIN_SOURCE_MUTATION_FAMILY_AND_NEUTRAL_CLASS
G454-V00128	AL+K+AIIN	SAME_CLASS_SUBSTITUTION	NEUTRAL_READABLE	G447-N00429	AIR+K+AIIN	NO	READ	NONE	LEXICOGRAPHIC_FIRST_WITHIN_SOURCE_MUTATION_FAMILY_AND_NEUTRAL_CLASS
G454-V00129	AL+K+AIN	ADJACENT_SWAP	NEUTRAL_READABLE	G447-N00443	AL+AIN+K	NO	READ	NONE	LEXICOGRAPHIC_FIRST_WITHIN_SOURCE_MUTATION_FAMILY_AND_NEUTRAL_CLASS
G454-V00130	AL+K+AIN	ATOM_DELETION	NEUTRAL_READABLE	G447-N00445	AL+AIN	YES	READ	NONE	LEXICOGRAPHIC_FIRST_WITHIN_SOURCE_MUTATION_FAMILY_AND_NEUTRAL_CLASS
G454-V00131	AL+K+AIN	SAME_CLASS_SUBSTITUTION	NEUTRAL_READABLE	G447-N00448	AIR+K+AIN	YES	READ	NONE	LEXICOGRAPHIC_FIRST_WITHIN_SOURCE_MUTATION_FAMILY_AND_NEUTRAL_CLASS
G454-V00132	AL+K+Y	ADJACENT_SWAP	NEUTRAL_READABLE	G447-N00462	AL+Y+K	NO	READ	NONE	LEXICOGRAPHIC_FIRST_WITHIN_SOURCE_MUTATION_FAMILY_AND_NEUTRAL_CLASS
G454-V00133	AL+K+Y	ATOM_DELETION	NEUTRAL_READABLE	G447-N00464	AL+K	NO	READ	NONE	LEXICOGRAPHIC_FIRST_WITHIN_SOURCE_MUTATION_FAMILY_AND_NEUTRAL_CLASS
G454-V00134	AL+K+Y	SAME_CLASS_SUBSTITUTION	NEUTRAL_READABLE	G447-N00467	AIR+K+Y	NO	READ	NONE	LEXICOGRAPHIC_FIRST_WITHIN_SOURCE_MUTATION_FAMILY_AND_NEUTRAL_CLASS
G454-V00135	AL+LOCAL_CHAR_F+SH+E+D_ADDR	ADJACENT_SWAP	NEUTRAL_READABLE	G447-N00481	AL+LOCAL_CHAR_F+E+SH+D_ADDR	NO	READ	NONE	LEXICOGRAPHIC_FIRST_WITHIN_SOURCE_MUTATION_FAMILY_AND_NEUTRAL_CLASS
G454-V00136	AL+LOCAL_CHAR_F+SH+E+D_ADDR	ATOM_DELETION	NEUTRAL_READABLE	G447-N00485	AL+LOCAL_CHAR_F+E+D_ADDR	NO	READ	NONE	LEXICOGRAPHIC_FIRST_WITHIN_SOURCE_MUTATION_FAMILY_AND_NEUTRAL_CLASS
G454-V00137	AL+LOCAL_CHAR_F+SH+E+D_ADDR	SAME_CLASS_SUBSTITUTION	NEUTRAL_READABLE	G447-N00490	AIR+LOCAL_CHAR_F+SH+E+D_ADDR	NO	READ	NONE	LEXICOGRAPHIC_FIRST_WITHIN_SOURCE_MUTATION_FAMILY_AND_NEUTRAL_CLASS
G454-V00138	AL+O	ADJACENT_SWAP	NEUTRAL_READABLE	G447-N00503	O+AL	NO	READ	NONE	LEXICOGRAPHIC_FIRST_WITHIN_SOURCE_MUTATION_FAMILY_AND_NEUTRAL_CLASS
G454-V00139	AL+O	ATOM_DELETION	NEUTRAL_READABLE	G447-N00504	AL	YES	READ	NONE	LEXICOGRAPHIC_FIRST_WITHIN_SOURCE_MUTATION_FAMILY_AND_NEUTRAL_CLASS
G454-V00140	AL+O	SAME_CLASS_SUBSTITUTION	NEUTRAL_READABLE	G447-N00506	AIR+O	YES	READ_AMBER	NONE	LEXICOGRAPHIC_FIRST_WITHIN_SOURCE_MUTATION_FAMILY_AND_NEUTRAL_CLASS
G454-V00141	AL+O+Y	ADJACENT_SWAP	NEUTRAL_READABLE	G447-N00509	AL+Y+O	NO	READ	NONE	LEXICOGRAPHIC_FIRST_WITHIN_SOURCE_MUTATION_FAMILY_AND_NEUTRAL_CLASS
G454-V00142	AL+O+Y	ATOM_DELETION	NEUTRAL_READABLE	G447-N00511	AL+O	YES	READ	NONE	LEXICOGRAPHIC_FIRST_WITHIN_SOURCE_MUTATION_FAMILY_AND_NEUTRAL_CLASS
G454-V00143	AL+O+Y	SAME_CLASS_SUBSTITUTION	NEUTRAL_READABLE	G447-N00514	AIR+O+Y	NO	READ_AMBER	NONE	LEXICOGRAPHIC_FIRST_WITHIN_SOURCE_MUTATION_FAMILY_AND_NEUTRAL_CLASS
G454-V00144	AL+OL	ADJACENT_SWAP	NEUTRAL_READABLE	G447-N00520	OL+AL	YES	READ	NONE	LEXICOGRAPHIC_FIRST_WITHIN_SOURCE_MUTATION_FAMILY_AND_NEUTRAL_CLASS
G454-V00145	AL+OL	ATOM_DELETION	NEUTRAL_READABLE	G447-N00521	AL	YES	READ	NONE	LEXICOGRAPHIC_FIRST_WITHIN_SOURCE_MUTATION_FAMILY_AND_NEUTRAL_CLASS
G454-V00146	AL+OL	SAME_CLASS_SUBSTITUTION	NEUTRAL_READABLE	G447-N00523	AIR+OL	YES	READ_AMBER	NONE	LEXICOGRAPHIC_FIRST_WITHIN_SOURCE_MUTATION_FAMILY_AND_NEUTRAL_CLASS
G454-V00147	AL+OL+Y	ADJACENT_SWAP	NEUTRAL_READABLE	G447-N00527	AL+Y+OL	NO	READ	NONE	LEXICOGRAPHIC_FIRST_WITHIN_SOURCE_MUTATION_FAMILY_AND_NEUTRAL_CLASS
G454-V00148	AL+OL+Y	ATOM_DELETION	NEUTRAL_READABLE	G447-N00529	AL+OL	YES	READ	NONE	LEXICOGRAPHIC_FIRST_WITHIN_SOURCE_MUTATION_FAMILY_AND_NEUTRAL_CLASS
G454-V00149	AL+OL+Y	SAME_CLASS_SUBSTITUTION	NEUTRAL_READABLE	G447-N00532	AIR+OL+Y	YES	READ_AMBER	NONE	LEXICOGRAPHIC_FIRST_WITHIN_SOURCE_MUTATION_FAMILY_AND_NEUTRAL_CLASS
G454-V00150	AL+OR	ADJACENT_SWAP	NEUTRAL_READABLE	G447-N00539	OR+AL	YES	READ	NONE	LEXICOGRAPHIC_FIRST_WITHIN_SOURCE_MUTATION_FAMILY_AND_NEUTRAL_CLASS
G454-V00151	AL+OR	ATOM_DELETION	NEUTRAL_READABLE	G447-N00540	AL	YES	READ	NONE	LEXICOGRAPHIC_FIRST_WITHIN_SOURCE_MUTATION_FAMILY_AND_NEUTRAL_CLASS
G454-V00152	AL+OR	SAME_CLASS_SUBSTITUTION	NEUTRAL_READABLE	G447-N00542	AIR+OR	YES	READ_AMBER	NONE	LEXICOGRAPHIC_FIRST_WITHIN_SOURCE_MUTATION_FAMILY_AND_NEUTRAL_CLASS
G454-V00153	AL+R+OR	ADJACENT_SWAP	NEUTRAL_READABLE	G447-N00548	AL+OR+R	NO	READ	NONE	LEXICOGRAPHIC_FIRST_WITHIN_SOURCE_MUTATION_FAMILY_AND_NEUTRAL_CLASS
G454-V00154	AL+R+OR	ATOM_DELETION	NEUTRAL_READABLE	G447-N00550	AL+OR	YES	READ	NONE	LEXICOGRAPHIC_FIRST_WITHIN_SOURCE_MUTATION_FAMILY_AND_NEUTRAL_CLASS
G454-V00155	AL+R+OR	SAME_CLASS_SUBSTITUTION	NEUTRAL_READABLE	G447-N00553	AIR+R+OR	NO	READ_AMBER	NONE	LEXICOGRAPHIC_FIRST_WITHIN_SOURCE_MUTATION_FAMILY_AND_NEUTRAL_CLASS
G454-V00156	AL+S	ADJACENT_SWAP	NEUTRAL_READABLE	G447-N00567	S+AL	YES	READ	NONE	LEXICOGRAPHIC_FIRST_WITHIN_SOURCE_MUTATION_FAMILY_AND_NEUTRAL_CLASS
G454-V00157	AL+S	ATOM_DELETION	NEUTRAL_READABLE	G447-N00568	AL	YES	READ	NONE	LEXICOGRAPHIC_FIRST_WITHIN_SOURCE_MUTATION_FAMILY_AND_NEUTRAL_CLASS
G454-V00158	AL+S	SAME_CLASS_SUBSTITUTION	NEUTRAL_READABLE	G447-N00570	AIR+S	NO	READ	NONE	LEXICOGRAPHIC_FIRST_WITHIN_SOURCE_MUTATION_FAMILY_AND_NEUTRAL_CLASS
G454-V00159	AL+S+Y	ADJACENT_SWAP	NEUTRAL_READABLE	G447-N00581	AL+Y+S	NO	READ	NONE	LEXICOGRAPHIC_FIRST_WITHIN_SOURCE_MUTATION_FAMILY_AND_NEUTRAL_CLASS
G454-V00160	AL+S+Y	ATOM_DELETION	NEUTRAL_READABLE	G447-N00583	AL+S	YES	READ	NONE	LEXICOGRAPHIC_FIRST_WITHIN_SOURCE_MUTATION_FAMILY_AND_NEUTRAL_CLASS
G454-V00161	AL+S+Y	SAME_CLASS_SUBSTITUTION	NEUTRAL_READABLE	G447-N00586	AIR+S+Y	NO	READ	NONE	LEXICOGRAPHIC_FIRST_WITHIN_SOURCE_MUTATION_FAMILY_AND_NEUTRAL_CLASS
G454-V00162	AL+SH	ADJACENT_SWAP	NEUTRAL_READABLE	G447-N00600	SH+AL	YES	READ	NONE	LEXICOGRAPHIC_FIRST_WITHIN_SOURCE_MUTATION_FAMILY_AND_NEUTRAL_CLASS
G454-V00163	AL+SH	ATOM_DELETION	NEUTRAL_READABLE	G447-N00601	AL	YES	READ	NONE	LEXICOGRAPHIC_FIRST_WITHIN_SOURCE_MUTATION_FAMILY_AND_NEUTRAL_CLASS
G454-V00164	AL+SH	SAME_CLASS_SUBSTITUTION	NEUTRAL_READABLE	G447-N00603	AIR+SH	NO	READ	NONE	LEXICOGRAPHIC_FIRST_WITHIN_SOURCE_MUTATION_FAMILY_AND_NEUTRAL_CLASS
G454-V00165	AL+SH+E+DY	ADJACENT_SWAP	NEUTRAL_READABLE	G447-N00614	AL+E+SH+DY	NO	READ	NONE	LEXICOGRAPHIC_FIRST_WITHIN_SOURCE_MUTATION_FAMILY_AND_NEUTRAL_CLASS
G454-V00166	AL+SH+E+DY	ATOM_DELETION	NEUTRAL_READABLE	G447-N00618	AL+SH+DY	NO	READ	NONE	LEXICOGRAPHIC_FIRST_WITHIN_SOURCE_MUTATION_FAMILY_AND_NEUTRAL_CLASS
G454-V00167	AL+SH+E+DY	ATOM_DELETION	NEUTRAL_STOP	G447-N00617	AL+E+DY	NO	STOP	CLOSE:NO_ACTIVE_ACTION	LEXICOGRAPHIC_FIRST_WITHIN_SOURCE_MUTATION_FAMILY_AND_NEUTRAL_CLASS
G454-V00168	AL+SH+E+DY	SAME_CLASS_SUBSTITUTION	NEUTRAL_READABLE	G447-N00621	AIR+SH+E+DY	YES	READ	NONE	LEXICOGRAPHIC_FIRST_WITHIN_SOURCE_MUTATION_FAMILY_AND_NEUTRAL_CLASS
G454-V00169	AL+SH+Y	ADJACENT_SWAP	NEUTRAL_READABLE	G447-N00634	AL+Y+SH	NO	READ	NONE	LEXICOGRAPHIC_FIRST_WITHIN_SOURCE_MUTATION_FAMILY_AND_NEUTRAL_CLASS
G454-V00170	AL+SH+Y	ATOM_DELETION	NEUTRAL_READABLE	G447-N00636	AL+SH	YES	READ	NONE	LEXICOGRAPHIC_FIRST_WITHIN_SOURCE_MUTATION_FAMILY_AND_NEUTRAL_CLASS
G454-V00171	AL+SH+Y	SAME_CLASS_SUBSTITUTION	NEUTRAL_READABLE	G447-N00639	AIR+SH+Y	NO	READ	NONE	LEXICOGRAPHIC_FIRST_WITHIN_SOURCE_MUTATION_FAMILY_AND_NEUTRAL_CLASS
G454-V00172	AL+T+E+D_ADDR+Y	ADJACENT_SWAP	NEUTRAL_READABLE	G447-N00653	AL+E+T+D_ADDR+Y	NO	READ	NONE	LEXICOGRAPHIC_FIRST_WITHIN_SOURCE_MUTATION_FAMILY_AND_NEUTRAL_CLASS
G454-V00173	AL+T+E+D_ADDR+Y	ATOM_DELETION	NEUTRAL_READABLE	G447-N00657	AL+E+D_ADDR+Y	NO	READ	NONE	LEXICOGRAPHIC_FIRST_WITHIN_SOURCE_MUTATION_FAMILY_AND_NEUTRAL_CLASS
G454-V00174	AL+T+E+D_ADDR+Y	SAME_CLASS_SUBSTITUTION	NEUTRAL_READABLE	G447-N00662	AIR+T+E+D_ADDR+Y	NO	READ	NONE	LEXICOGRAPHIC_FIRST_WITHIN_SOURCE_MUTATION_FAMILY_AND_NEUTRAL_CLASS
G454-V00175	AL+Y	ADJACENT_SWAP	NEUTRAL_READABLE	G447-N00678	Y+AL	YES	READ	NONE	LEXICOGRAPHIC_FIRST_WITHIN_SOURCE_MUTATION_FAMILY_AND_NEUTRAL_CLASS
G454-V00176	AL+Y	ATOM_DELETION	NEUTRAL_READABLE	G447-N00679	AL	YES	READ	NONE	LEXICOGRAPHIC_FIRST_WITHIN_SOURCE_MUTATION_FAMILY_AND_NEUTRAL_CLASS
G454-V00177	AL+Y	SAME_CLASS_SUBSTITUTION	NEUTRAL_READABLE	G447-N00681	AIR+Y	YES	READ_AMBER	NONE	LEXICOGRAPHIC_FIRST_WITHIN_SOURCE_MUTATION_FAMILY_AND_NEUTRAL_CLASS
G454-V00178	AM_ADDR	ATOM_DELETION	NEUTRAL_STOP	G447-N00687	EMPTY_RECIPE	NO	STOP	EMPTY_RECIPE	LEXICOGRAPHIC_FIRST_WITHIN_SOURCE_MUTATION_FAMILY_AND_NEUTRAL_CLASS
G454-V00179	AM_ADDR+Y	ADJACENT_SWAP	NEUTRAL_READABLE	G447-N00688	Y+AM_ADDR	NO	READ	NONE	LEXICOGRAPHIC_FIRST_WITHIN_SOURCE_MUTATION_FAMILY_AND_NEUTRAL_CLASS
G454-V00180	AM_ADDR+Y	ATOM_DELETION	NEUTRAL_READABLE	G447-N00689	AM_ADDR	YES	READ	NONE	LEXICOGRAPHIC_FIRST_WITHIN_SOURCE_MUTATION_FAMILY_AND_NEUTRAL_CLASS
G454-V00181	AM_ADDR+Y	SAME_CLASS_SUBSTITUTION	NEUTRAL_READABLE	G447-N00691	AM_ADDR+AIIN	NO	READ	NONE	LEXICOGRAPHIC_FIRST_WITHIN_SOURCE_MUTATION_FAMILY_AND_NEUTRAL_CLASS
G454-V00182	AR	ATOM_DELETION	NEUTRAL_STOP	G447-N00694	EMPTY_RECIPE	NO	STOP	EMPTY_RECIPE	LEXICOGRAPHIC_FIRST_WITHIN_SOURCE_MUTATION_FAMILY_AND_NEUTRAL_CLASS
G454-V00183	AR	SAME_CLASS_SUBSTITUTION	NEUTRAL_READABLE	G447-N00695	AIR	YES	READ_AMBER	NONE	LEXICOGRAPHIC_FIRST_WITHIN_SOURCE_MUTATION_FAMILY_AND_NEUTRAL_CLASS
G454-V00184	AR+AIIN	ADJACENT_SWAP	NEUTRAL_READABLE	G447-N00698	AIIN+AR	NO	READ	NONE	LEXICOGRAPHIC_FIRST_WITHIN_SOURCE_MUTATION_FAMILY_AND_NEUTRAL_CLASS
G454-V00185	AR+AIIN	ATOM_DELETION	NEUTRAL_READABLE	G447-N00699	AIIN	YES	READ	NONE	LEXICOGRAPHIC_FIRST_WITHIN_SOURCE_MUTATION_FAMILY_AND_NEUTRAL_CLASS
G454-V00186	AR+AIIN	SAME_CLASS_SUBSTITUTION	NEUTRAL_READABLE	G447-N00701	AIR+AIIN	YES	READ_AMBER	NONE	LEXICOGRAPHIC_FIRST_WITHIN_SOURCE_MUTATION_FAMILY_AND_NEUTRAL_CLASS
G454-V00187	AR+AIN	ADJACENT_SWAP	NEUTRAL_READABLE	G447-N00707	AIN+AR	NO	READ	NONE	LEXICOGRAPHIC_FIRST_WITHIN_SOURCE_MUTATION_FAMILY_AND_NEUTRAL_CLASS
G454-V00188	AR+AIN	ATOM_DELETION	NEUTRAL_READABLE	G447-N00708	AIN	YES	READ	NONE	LEXICOGRAPHIC_FIRST_WITHIN_SOURCE_MUTATION_FAMILY_AND_NEUTRAL_CLASS
G454-V00189	AR+AIN	SAME_CLASS_SUBSTITUTION	NEUTRAL_READABLE	G447-N00710	AIR+AIN	YES	READ_AMBER	NONE	LEXICOGRAPHIC_FIRST_WITHIN_SOURCE_MUTATION_FAMILY_AND_NEUTRAL_CLASS
G454-V00190	AR+AL	ADJACENT_SWAP	NEUTRAL_READABLE	G447-N00716	AL+AR	YES	READ	NONE	LEXICOGRAPHIC_FIRST_WITHIN_SOURCE_MUTATION_FAMILY_AND_NEUTRAL_CLASS
G454-V00191	AR+AL	ATOM_DELETION	NEUTRAL_READABLE	G447-N00717	AL	YES	READ	NONE	LEXICOGRAPHIC_FIRST_WITHIN_SOURCE_MUTATION_FAMILY_AND_NEUTRAL_CLASS
G454-V00192	AR+AL	SAME_CLASS_SUBSTITUTION	NEUTRAL_READABLE	G447-N00719	AIR+AL	YES	READ_AMBER	NONE	LEXICOGRAPHIC_FIRST_WITHIN_SOURCE_MUTATION_FAMILY_AND_NEUTRAL_CLASS
G454-V00193	AR+CH+EE+OR	ADJACENT_SWAP	NEUTRAL_READABLE	G447-N00725	AR+CH+OR+EE	NO	READ	NONE	LEXICOGRAPHIC_FIRST_WITHIN_SOURCE_MUTATION_FAMILY_AND_NEUTRAL_CLASS
G454-V00194	AR+CH+EE+OR	ATOM_DELETION	NEUTRAL_READABLE	G447-N00728	AR+CH+EE	NO	READ	NONE	LEXICOGRAPHIC_FIRST_WITHIN_SOURCE_MUTATION_FAMILY_AND_NEUTRAL_CLASS
G454-V00195	AR+CH+EE+OR	SAME_CLASS_SUBSTITUTION	NEUTRAL_READABLE	G447-N00732	AIR+CH+EE+OR	NO	READ	NONE	LEXICOGRAPHIC_FIRST_WITHIN_SOURCE_MUTATION_FAMILY_AND_NEUTRAL_CLASS
G454-V00196	AR+CH+EE+Y	ADJACENT_SWAP	NEUTRAL_READABLE	G447-N00748	AR+CH+Y+EE	NO	READ	NONE	LEXICOGRAPHIC_FIRST_WITHIN_SOURCE_MUTATION_FAMILY_AND_NEUTRAL_CLASS
G454-V00197	AR+CH+EE+Y	ATOM_DELETION	NEUTRAL_READABLE	G447-N00751	AR+CH+EE	NO	READ	NONE	LEXICOGRAPHIC_FIRST_WITHIN_SOURCE_MUTATION_FAMILY_AND_NEUTRAL_CLASS
G454-V00198	AR+CH+EE+Y	SAME_CLASS_SUBSTITUTION	NEUTRAL_READABLE	G447-N00755	AIR+CH+EE+Y	NO	READ	NONE	LEXICOGRAPHIC_FIRST_WITHIN_SOURCE_MUTATION_FAMILY_AND_NEUTRAL_CLASS
G454-V00199	AR+CH+Y+T+AIIN	ADJACENT_SWAP	NEUTRAL_READABLE	G447-N00771	AR+CH+T+Y+AIIN	NO	READ	NONE	LEXICOGRAPHIC_FIRST_WITHIN_SOURCE_MUTATION_FAMILY_AND_NEUTRAL_CLASS
G454-V00200	AR+CH+Y+T+AIIN	ATOM_DELETION	NEUTRAL_READABLE	G447-N00775	AR+CH+T+AIIN	NO	READ	NONE	LEXICOGRAPHIC_FIRST_WITHIN_SOURCE_MUTATION_FAMILY_AND_NEUTRAL_CLASS
G454-V00201	AR+CH+Y+T+AIIN	SAME_CLASS_SUBSTITUTION	NEUTRAL_READABLE	G447-N00780	AIR+CH+Y+T+AIIN	NO	READ	NONE	LEXICOGRAPHIC_FIRST_WITHIN_SOURCE_MUTATION_FAMILY_AND_NEUTRAL_CLASS
G454-V00202	AR+CHD	ADJACENT_SWAP	NEUTRAL_READABLE	G447-N00805	CHD+AR	YES	READ	NONE	LEXICOGRAPHIC_FIRST_WITHIN_SOURCE_MUTATION_FAMILY_AND_NEUTRAL_CLASS
G454-V00203	AR+CHD	ATOM_DELETION	NEUTRAL_READABLE	G447-N00806	AR	YES	READ	NONE	LEXICOGRAPHIC_FIRST_WITHIN_SOURCE_MUTATION_FAMILY_AND_NEUTRAL_CLASS
G454-V00204	AR+CHD	SAME_CLASS_SUBSTITUTION	NEUTRAL_READABLE	G447-N00808	AIR+CHD	YES	READ	NONE	LEXICOGRAPHIC_FIRST_WITHIN_SOURCE_MUTATION_FAMILY_AND_NEUTRAL_CLASS
G454-V00205	AR+CHD+DY	ADJACENT_SWAP	NEUTRAL_READABLE	G447-N00819	AR+DY+CHD	NO	READ	NONE	LEXICOGRAPHIC_FIRST_WITHIN_SOURCE_MUTATION_FAMILY_AND_NEUTRAL_CLASS
G454-V00206	AR+CHD+DY	ATOM_DELETION	NEUTRAL_READABLE	G447-N00821	AR+CHD	YES	READ	NONE	LEXICOGRAPHIC_FIRST_WITHIN_SOURCE_MUTATION_FAMILY_AND_NEUTRAL_CLASS
G454-V00207	AR+CHD+DY	ATOM_DELETION	NEUTRAL_STOP	G447-N00822	AR+DY	YES	STOP	CLOSE:NO_ACTIVE_ACTION	LEXICOGRAPHIC_FIRST_WITHIN_SOURCE_MUTATION_FAMILY_AND_NEUTRAL_CLASS
G454-V00208	AR+CHD+DY	SAME_CLASS_SUBSTITUTION	NEUTRAL_READABLE	G447-N00824	AIR+CHD+DY	YES	READ	NONE	LEXICOGRAPHIC_FIRST_WITHIN_SOURCE_MUTATION_FAMILY_AND_NEUTRAL_CLASS
G454-V00209	AR+DY	ADJACENT_SWAP	NEUTRAL_STOP	G447-N00835	DY+AR	NO	STOP	CLOSE:NO_ACTIVE_ACTION	LEXICOGRAPHIC_FIRST_WITHIN_SOURCE_MUTATION_FAMILY_AND_NEUTRAL_CLASS
G454-V00210	AR+DY	ATOM_DELETION	NEUTRAL_READABLE	G447-N00836	AR	YES	READ	NONE	LEXICOGRAPHIC_FIRST_WITHIN_SOURCE_MUTATION_FAMILY_AND_NEUTRAL_CLASS
G454-V00211	AR+DY	ATOM_DELETION	NEUTRAL_STOP	G447-N00837	DY	NO	STOP	CLOSE:NO_ACTIVE_ACTION	LEXICOGRAPHIC_FIRST_WITHIN_SOURCE_MUTATION_FAMILY_AND_NEUTRAL_CLASS
G454-V00212	AR+DY	SAME_CLASS_SUBSTITUTION	NEUTRAL_STOP	G447-N00838	AIR+DY	YES	STOP	CLOSE:NO_ACTIVE_ACTION	LEXICOGRAPHIC_FIRST_WITHIN_SOURCE_MUTATION_FAMILY_AND_NEUTRAL_CLASS
G454-V00213	AR+K+AIN	ADJACENT_SWAP	NEUTRAL_READABLE	G447-N00841	AR+AIN+K	NO	READ	NONE	LEXICOGRAPHIC_FIRST_WITHIN_SOURCE_MUTATION_FAMILY_AND_NEUTRAL_CLASS
G454-V00214	AR+K+AIN	ATOM_DELETION	NEUTRAL_READABLE	G447-N00843	AR+AIN	YES	READ	NONE	LEXICOGRAPHIC_FIRST_WITHIN_SOURCE_MUTATION_FAMILY_AND_NEUTRAL_CLASS
G454-V00215	AR+K+AIN	SAME_CLASS_SUBSTITUTION	NEUTRAL_READABLE	G447-N00846	AIR+K+AIN	YES	READ	NONE	LEXICOGRAPHIC_FIRST_WITHIN_SOURCE_MUTATION_FAMILY_AND_NEUTRAL_CLASS
