event_id	page	record	statement_id	desk	surface	card_no	semantic_component_parse	command_id	standard_command_de	local_surface_palette	silent_owner_de	case_expansion_de	old_standard_command_de	revised_components	backread_revision	pre_617_standard_command_de	noun_address_components	noun_address_revision
E328	f83r	B4	B4-S005	S_STATION_NACHTRAG	chedy	PROC042	CHD+Y	CMD022	UMSETZEN · ARBEITSPOSTEN	YES	sichtbares Figurenpaar mit gemeinsamem Bogen in B4	den laufenden Posten als Portion abmessen und umsetzen	UMSETZEN · DIES	NONE	NO	UMSETZEN · DIES	Y	YES
E329	f83r	B4	B4-S005	S_STATION_NACHTRAG	qokeedy	PROC100	OK+EE+DY	CMD088	ANSETZEN · LANG; SCHLUSS	NO	sichtbares Figurenpaar mit gemeinsamem Bogen in B4	den laufenden Posten länger einwirken lassen und den Schritt schließen	ANSETZEN · LANG; SCHLUSS	NONE	NO	ANSETZEN · LANG; SCHLUSS	NONE	NO
E330	f83r	B4	B4-S006	S_STATION_NACHTRAG	shckhedy	PROC099	SH+CKH+E+DY	CMD132	HALTEN · DURCHLASSKANAL · KURZ; SCHLUSS	NO	sichtbares Figurenpaar mit gemeinsamem Bogen in B4	den laufenden Posten durch den Durchlass kurz zurückhalten und den Schritt schließen	HALTEN · DURCHLASS · KURZ; SCHLUSS	NONE	NO	HALTEN · DURCHLASS · KURZ; SCHLUSS	CKH	YES
E331	f83r	B4	B4-S007	S_STATION_NACHTRAG	shckhedy	PROC099	SH+CKH+E+DY	CMD132	HALTEN · DURCHLASSKANAL · KURZ; SCHLUSS	NO	sichtbares Figurenpaar mit gemeinsamem Bogen in B4	den laufenden Posten durch den Durchlass kurz zurückhalten und den Schritt schließen	HALTEN · DURCHLASS · KURZ; SCHLUSS	NONE	NO	HALTEN · DURCHLASS · KURZ; SCHLUSS	CKH	YES
E332	f83r	B4	B4-S008	S_STATION_NACHTRAG	saiin	PROC009	AIIN	CMD001	SOLLMASS	NO	sichtbares Figurenpaar mit gemeinsamem Bogen in B4	den laufenden Posten nach vorgeschriebenem Maß länger warm halten	MASS	NONE	NO	MASS	AIIN	YES
E333	f83r	B4	B4-S008	S_STATION_NACHTRAG	cheeky	PROC046	CHK+EE+Y	CMD025	WAERMEN · LANG · ARBEITSPOSTEN	YES	sichtbares Figurenpaar mit gemeinsamem Bogen in B4	den laufenden Posten nach vorgeschriebenem Maß länger warm halten	WAERMEN · LANG · DIES	NONE	NO	WAERMEN · LANG · DIES	Y	YES
E334	f83r	B4	B4-S008	S_STATION_NACHTRAG	sheey	PROC157	SH+EE+Y	CMD141	HALTEN · LANG · ARBEITSPOSTEN	YES	sichtbares Figurenpaar mit gemeinsamem Bogen in B4	den laufenden Posten länger halten	HALTEN · LANG · DIES	NONE	NO	HALTEN · LANG · DIES	Y	YES
E335	f83r	B4	B4-S008	S_STATION_NACHTRAG	qokedy	PROC067	OK+E+DY	CMD085	ANSETZEN · KURZ; SCHLUSS	NO	sichtbares Figurenpaar mit gemeinsamem Bogen in B4	den laufenden Posten kurz einwirken lassen und den Schritt schließen	ANSETZEN · KURZ; SCHLUSS	NONE	NO	ANSETZEN · KURZ; SCHLUSS	NONE	NO
E336	f83r	B4	B4-S009	S_STATION_NACHTRAG	shedy	PROC078	SHED+DY	CMD147	ABSETZEN; SCHLUSS	NO	sichtbares Figurenpaar mit gemeinsamem Bogen in B4	den laufenden Posten absetzen lassen und den Schritt schließen	ABSETZEN; SCHLUSS	NONE	NO	ABSETZEN; SCHLUSS	NONE	NO
E337	f83r	B4	B4-S010	S_STATION_NACHTRAG	oldy	PROC047	OL+DY	CMD100	FORTSETZEN; SCHLUSS	NO	sichtbares Figurenpaar mit gemeinsamem Bogen in B4	weiterarbeiten und den Schritt schließen	FORTSETZEN; SCHLUSS	NONE	NO	FORTSETZEN; SCHLUSS	NONE	NO
E338	f83r	B4	B4-S011	S_STATION_NACHTRAG	saiin	PROC009	AIIN	CMD001	SOLLMASS	NO	linke Hauptstation mit offenem Fransenlauf	den laufenden Posten nach vorgeschriebenem Maß kurz warm halten	MASS	NONE	NO	MASS	AIIN	YES
E339	f83r	B4	B4-S011	S_STATION_NACHTRAG	cheky	PROC083	CHK+E+Y	CMD023	WAERMEN · KURZ · ARBEITSPOSTEN	NO	linke Hauptstation mit offenem Fransenlauf	den laufenden Posten nach vorgeschriebenem Maß kurz warm halten	WAERMEN · KURZ · DIES	NONE	NO	WAERMEN · KURZ · DIES	Y	YES
E340	f83r	B4	B4-S011	S_STATION_NACHTRAG	okeeol	PROC158	OK+EE+OL	CMD089	ANSETZEN · LANG · FORTSETZEN	NO	linke Hauptstation mit offenem Fransenlauf	den laufenden Posten weiter länger wirken lassen	ANSETZEN · LANG · FORTSETZEN	NONE	NO	ANSETZEN · LANG · FORTSETZEN	NONE	NO
E341	f83r	B4	B4-S011	S_STATION_NACHTRAG	okain	PROC080	OK+AIN	CMD078	ANSETZEN · PORTION	NO	linke Hauptstation mit offenem Fransenlauf	eine Portion einsetzen	ANSETZEN · PORTION	NONE	NO	ANSETZEN · PORTION	NONE	NO
E342	f83r	B4	B4-S011	S_STATION_NACHTRAG	chdy	PROC042	CHD+Y	CMD022	UMSETZEN · ARBEITSPOSTEN	YES	linke Hauptstation mit offenem Fransenlauf	den laufenden Posten umsetzen	UMSETZEN · DIES	NONE	NO	UMSETZEN · DIES	Y	YES
E343	f83r	B4	B4-S011	S_STATION_NACHTRAG	sol	PROC013	OL	CMD097	FORTSETZEN	YES	linke Hauptstation mit offenem Fransenlauf	den laufenden Posten weiter kurz abführen und zugeben und den Schritt schließen	FORTSETZEN	NONE	NO	FORTSETZEN	NONE	NO
E344	f83r	B4	B4-S011	S_STATION_NACHTRAG	lkedy	PROC159	L+K+E+DY	CMD064	WEITERLEITEN · ZUDOSIEREN · KURZ; SCHLUSS	NO	linke Hauptstation mit offenem Fransenlauf	den laufenden Posten weiter kurz abführen und zugeben und den Schritt schließen	FUEHREN · ZUFUEHREN · KURZ; SCHLUSS	K|L	YES	WEITERLEITEN · ZUDOSIEREN · KURZ; SCHLUSS	NONE	NO
E345	f83r	B4	B4-S012	S_STATION_NACHTRAG	lchedy	PROC120	L+CHD+DY	CMD059	WEITERLEITEN · UMSETZEN; SCHLUSS	NO	linke Hauptstation mit offenem Fransenlauf	den laufenden Posten abführen und überführen und den Schritt schließen	FUEHREN · UMSETZEN; SCHLUSS	L	YES	WEITERLEITEN · UMSETZEN; SCHLUSS	NONE	NO
E346	f83r	B4	B4-S013	S_STATION_NACHTRAG	qokol	PROC160	OK+OL	CMD093	ANSETZEN · FORTSETZEN	YES	linke Hauptstation mit offenem Fransenlauf	den laufenden Posten weiter einsetzen	ANSETZEN · FORTSETZEN	NONE	NO	ANSETZEN · FORTSETZEN	NONE	NO
E347	f83r	B4	B4-S013	S_STATION_NACHTRAG	shedy	PROC078	SHED+DY	CMD147	ABSETZEN; SCHLUSS	NO	linke Hauptstation mit offenem Fransenlauf	den laufenden Posten absetzen lassen und den Schritt schließen	ABSETZEN; SCHLUSS	NONE	NO	ABSETZEN; SCHLUSS	NONE	NO
E348	f83r	B4	B4-S014	S_STATION_NACHTRAG	or	PROC016	OR	CMD106	ANSATZ	NO	linke Hauptstation mit offenem Fransenlauf	den Ansatz mit dem laufenden Bestand kurz durch den Durchlass führen und den Schritt schließen	ANSATZ	NONE	NO	ANSATZ	NONE	NO
E349	f83r	B4	B4-S014	S_STATION_NACHTRAG	chey	PROC019	Y	CMD158	ARBEITSPOSTEN	NO	linke Hauptstation mit offenem Fransenlauf	den Ansatz mit dem laufenden Bestand kurz durch den Durchlass führen und den Schritt schließen	DIES	NONE	NO	DIES	Y	YES
E350	f83r	B4	B4-S014	S_STATION_NACHTRAG	qockhey	PROC161	O+CKH+E+Y	CMD071	ARBEITSGANG · DURCHLASSKANAL · KURZ · ARBEITSPOSTEN	NO	linke Hauptstation mit offenem Fransenlauf	den Ansatz mit dem laufenden Bestand kurz durch den Durchlass führen und den Schritt schließen	GANG · DURCHLASS · KURZ · DIES	O	YES	ARBEITSGANG · DURCHLASS · KURZ · DIES	CKH|Y	YES
E351	f83r	B4	B4-S014	S_STATION_NACHTRAG	dairydy	PROC162	AIR+Y+DY	CMD003	FLUESSIGKEITSLAUF · ARBEITSPOSTEN; SCHLUSS	NO	linke Hauptstation mit offenem Fransenlauf	den Ansatz mit dem laufenden Bestand kurz durch den Durchlass führen und den Schritt schließen	LAUF · DIES; SCHLUSS	NONE	NO	LAUF · DIES; SCHLUSS	AIR|Y	YES
E352	f83r	B4	B4-S015	S_STATION_NACHTRAG	qokain	PROC080	OK+AIN	CMD078	ANSETZEN · PORTION	NO	linke Hauptstation mit offenem Fransenlauf	eine Portion einsetzen	ANSETZEN · PORTION	NONE	NO	ANSETZEN · PORTION	NONE	NO
E353	f83r	B4	B4-S015	S_STATION_NACHTRAG	shey	PROC031	SH+EE+Y	CMD141	HALTEN · LANG · ARBEITSPOSTEN	YES	linke Hauptstation mit offenem Fransenlauf	den laufenden Posten länger halten	HALTEN · LANG · DIES	NONE	NO	HALTEN · LANG · DIES	Y	YES
E354	f83r	B4	B4-S015	S_STATION_NACHTRAG	kain	PROC069	K+AIN	CMD041	ZUDOSIEREN · PORTION	NO	linke Hauptstation mit offenem Fransenlauf	eine Portion dosiert zugeben	ZUFUEHREN · PORTION	K	YES	ZUDOSIEREN · PORTION	NONE	NO
E355	f83r	B4	B4-S015	S_STATION_NACHTRAG	chckhal	PROC163	CH+CKH+AL	CMD012	ABNEHMEN · DURCHLASSKANAL · ZIELSTELLE	NO	linke Hauptstation mit offenem Fransenlauf	den laufenden Posten an der bezeichneten Stelle durch den Durchlass ablaufen lassen	ABZIEHEN · DURCHLASS · ZIEL	CH	YES	ABNEHMEN · DURCHLASS · ZIEL	AL|CKH	YES
E356	f83r	B4	B4-S015	S_STATION_NACHTRAG	solkey	PROC164	SOLK+E+Y	CMD149	AUFFANGEN · KURZ · ARBEITSPOSTEN	NO	rechte Hauptstation mit S-Lauf und Mehrarmknoten	den laufenden Posten kurz auffangen	AUFFANGEN · KURZ · DIES	NONE	NO	AUFFANGEN · KURZ · DIES	Y	YES
E357	f83r	B4	B4-S015	S_STATION_NACHTRAG	lchedy	PROC120	L+CHD+DY	CMD059	WEITERLEITEN · UMSETZEN; SCHLUSS	NO	rechte Hauptstation mit S-Lauf und Mehrarmknoten	den laufenden Posten abführen und überführen und den Schritt schließen	FUEHREN · UMSETZEN; SCHLUSS	L	YES	WEITERLEITEN · UMSETZEN; SCHLUSS	NONE	NO
E358	f83r	B4	B4-S016	S_STATION_NACHTRAG	qolkain	PROC070	OL+K+AIN	CMD101	FORTSETZEN · ZUDOSIEREN · PORTION	NO	rechte Hauptstation mit S-Lauf und Mehrarmknoten	eine Portion weiter dosiert zugeben	FORTSETZEN · ZUFUEHREN · PORTION	K	YES	FORTSETZEN · ZUDOSIEREN · PORTION	NONE	NO
E359	f83r	B4	B4-S016	S_STATION_NACHTRAG	dal	PROC055	AL	CMD004	ZIELSTELLE	NO	rechte Hauptstation mit S-Lauf und Mehrarmknoten	den laufenden Posten von dort an der bezeichneten Stelle zuführen	ZIEL	NONE	NO	ZIEL	AL	YES
E360	f83r	B4	B4-S016	S_STATION_NACHTRAG	skar	PROC165	K+AR	CMD044	ZUDOSIEREN · VORRAT	NO	rechte Hauptstation mit S-Lauf und Mehrarmknoten	den laufenden Posten von dort an der bezeichneten Stelle zuführen	ZUFUEHREN · QUELLE	K	YES	ZUDOSIEREN · QUELLE	AR	YES
E361	f83r	B4	B4-S016	S_STATION_NACHTRAG	shedy	PROC078	SHED+DY	CMD147	ABSETZEN; SCHLUSS	NO	rechte Hauptstation mit S-Lauf und Mehrarmknoten	den laufenden Posten absetzen lassen und den Schritt schließen	ABSETZEN; SCHLUSS	NONE	NO	ABSETZEN; SCHLUSS	NONE	NO
E362	f83r	B5	B5-S001	S_STATION_NACHTRAG	otchdy	PROC166	OT+CHD+DY	CMD114	DANACH · UMSETZEN; SCHLUSS	YES	linke Fransenstation im B5-Nachtrag	danach den laufenden Posten überführen und den Schritt schließen	DANACH · UMSETZEN; SCHLUSS	NONE	NO	DANACH · UMSETZEN; SCHLUSS	NONE	NO
E363	f83r	B5	B5-S002	S_STATION_NACHTRAG	qokchdy	PROC082	OK+CHD+DY	CMD084	ANSETZEN · UMSETZEN; SCHLUSS	YES	linke Fransenstation im B5-Nachtrag	den laufenden Posten einsetzen und überführen und den Schritt schließen	ANSETZEN · UMSETZEN; SCHLUSS	NONE	NO	ANSETZEN · UMSETZEN; SCHLUSS	NONE	NO
E364	f83r	B5	B5-S003	S_STATION_NACHTRAG	shedal	PROC142	SHED+AL	CMD146	ABSETZEN · ZIELSTELLE	NO	linke Fransenstation im B5-Nachtrag	den laufenden Posten an der bezeichneten Stelle ablagern	ABSETZEN · ZIEL	NONE	NO	ABSETZEN · ZIEL	AL	YES
E365	f83r	B5	B5-S003	S_STATION_NACHTRAG	dal	PROC055	AL	CMD004	ZIELSTELLE	NO	linke Fransenstation im B5-Nachtrag	den laufenden Posten weiter an der bezeichneten Stelle hinleiten	ZIEL	NONE	NO	ZIEL	AL	YES
E366	f83r	B5	B5-S003	S_STATION_NACHTRAG	cheol	PROC013	OL	CMD097	FORTSETZEN	YES	linke Fransenstation im B5-Nachtrag	den laufenden Posten weiter an der bezeichneten Stelle hinleiten	FORTSETZEN	NONE	NO	FORTSETZEN	NONE	NO
E367	f83r	B5	B5-S003	S_STATION_NACHTRAG	lol	PROC167	L+OL	CMD067	WEITERLEITEN · FORTSETZEN	NO	linke Fransenstation im B5-Nachtrag	den laufenden Posten weiter an der bezeichneten Stelle hinleiten	FUEHREN · FORTSETZEN	L	YES	WEITERLEITEN · FORTSETZEN	NONE	NO
E368	f83r	B5	B5-S003	S_STATION_NACHTRAG	chdal	PROC168	CHD+AL	CMD020	UMSETZEN · ZIELSTELLE	NO	linke Fransenstation im B5-Nachtrag	den laufenden Posten an der bezeichneten Stelle umfüllen	UMSETZEN · ZIEL	NONE	NO	UMSETZEN · ZIEL	AL	YES
E369	f83r	B5	B5-S003	S_STATION_NACHTRAG	aiin	PROC009	AIIN	CMD001	SOLLMASS	NO	linke Fransenstation im B5-Nachtrag	den laufenden Posten weiter nach vorgeschriebenem Maß bis zur zweiten Sollstufe abmessen und umsetzen	MASS	NONE	NO	MASS	AIIN	YES
E370	f83r	B5	B5-S003	S_STATION_NACHTRAG	sol	PROC013	OL	CMD097	FORTSETZEN	YES	linke Fransenstation im B5-Nachtrag	den laufenden Posten weiter nach vorgeschriebenem Maß bis zur zweiten Sollstufe abmessen und umsetzen	FORTSETZEN	NONE	NO	FORTSETZEN	NONE	NO
E371	f83r	B5	B5-S003	S_STATION_NACHTRAG	daiiin	PROC169	DA+IIN	CMD031	ZWEITMARKER · ARBEITSSTUFE	NO	linke Fransenstation im B5-Nachtrag	den laufenden Posten weiter nach vorgeschriebenem Maß bis zur zweiten Sollstufe abmessen und umsetzen	ZWEIT · STUFE	NONE	NO	ZWEIT · STUFE	DA|IIN	YES
E372	f83r	B5	B5-S003	S_STATION_NACHTRAG	chedy	PROC042	CHD+Y	CMD022	UMSETZEN · ARBEITSPOSTEN	YES	linke Fransenstation im B5-Nachtrag	den laufenden Posten weiter nach vorgeschriebenem Maß bis zur zweiten Sollstufe abmessen und umsetzen	UMSETZEN · DIES	NONE	NO	UMSETZEN · DIES	Y	YES
E373	f83r	B6	B6-S001	S_STATION_NACHTRAG	solkeey	PROC170	SOLK+EE+Y	CMD151	AUFFANGEN · LANG · ARBEITSPOSTEN	NO	rechter S-Lauf im B6-Nachtrag	den laufenden Posten länger auffangen	AUFFANGEN · LANG · DIES	NONE	NO	AUFFANGEN · LANG · DIES	Y	YES
E374	f83r	B6	B6-S001	S_STATION_NACHTRAG	qekey	PROC171	E+K+E+Y	CMD032	KURZ · ZUDOSIEREN · KURZ · ARBEITSPOSTEN	NO	rechter S-Lauf im B6-Nachtrag	den laufenden Posten kurz zugeben	KURZ · ZUFUEHREN · KURZ · DIES	K	YES	KURZ · ZUDOSIEREN · KURZ · DIES	Y	YES
E375	f83r	B6	B6-S001	S_STATION_NACHTRAG	raly	PROC172	R+AL+Y	CMD127	KUEHLEN · ZIELSTELLE · ARBEITSPOSTEN	NO	rechter S-Lauf im B6-Nachtrag	den laufenden Posten an der bezeichneten Stelle abkühlen lassen	KUEHLEN · ZIEL · DIES	NONE	NO	KUEHLEN · ZIEL · DIES	AL|Y	YES
E376	f83r	B6	B6-S001	S_STATION_NACHTRAG	ol	PROC013	OL	CMD097	FORTSETZEN	YES	rechter S-Lauf im B6-Nachtrag	den laufenden Posten weiter nach vorgeschriebenem Maß als Portion an der bezeichneten Stelle hinleiten	FORTSETZEN	NONE	NO	FORTSETZEN	NONE	NO
E377	f83r	B6	B6-S001	S_STATION_NACHTRAG	daiin	PROC009	AIIN	CMD001	SOLLMASS	NO	rechter S-Lauf im B6-Nachtrag	den laufenden Posten weiter nach vorgeschriebenem Maß als Portion an der bezeichneten Stelle hinleiten	MASS	NONE	NO	MASS	AIIN	YES
E378	f83r	B6	B6-S001	S_STATION_NACHTRAG	ol	PROC013	OL	CMD097	FORTSETZEN	YES	rechter S-Lauf im B6-Nachtrag	den laufenden Posten weiter nach vorgeschriebenem Maß als Portion an der bezeichneten Stelle hinleiten	FORTSETZEN	NONE	NO	FORTSETZEN	NONE	NO
E379	f83r	B6	B6-S001	S_STATION_NACHTRAG	dain	PROC156	AIN	CMD002	PORTION	NO	rechter S-Lauf im B6-Nachtrag	den laufenden Posten weiter nach vorgeschriebenem Maß als Portion an der bezeichneten Stelle hinleiten	PORTION	NONE	NO	PORTION	NONE	NO
E380	f83r	B6	B6-S001	S_STATION_NACHTRAG	chey	PROC019	Y	CMD158	ARBEITSPOSTEN	NO	rechter S-Lauf im B6-Nachtrag	den laufenden Posten weiter nach vorgeschriebenem Maß als Portion an der bezeichneten Stelle hinleiten	DIES	NONE	NO	DIES	Y	YES
E381	f83r	B6	B6-S001	S_STATION_NACHTRAG	ldalor	PROC173	L+AL+OR	CMD053	WEITERLEITEN · ZIELSTELLE · ANSATZ	NO	rechter S-Lauf im B6-Nachtrag	den laufenden Posten weiter nach vorgeschriebenem Maß als Portion an der bezeichneten Stelle hinleiten	FUEHREN · ZIEL · ANSATZ	L	YES	WEITERLEITEN · ZIEL · ANSATZ	AL	YES
