surface	occurrence_count	physical_pages	truth_recipe	candidate_count_capped	gdt522_rank	gdt522_top1	gdt523_rank	gdt523_top1	gdt523_top5	truth_gdt522_score	truth_null_feature	truth_gdt523_score	truth_null_trace	top1_gdt522_score	top1_null_feature	top1_gdt523_score	top1_null_trace	top1_alignment_trace	decision_change_class	working_policy
todeeey	1	f66r	T+O+D_ADDR+EEE+Y	45	1	T+O+D_ADDR+EEE+Y	1	T+O+D_ADDR+EEE+Y	T+O+D_ADDR+EEE+Y | T+O+EEE+Y | T+O+D_ADDR+EE+E+Y | T+O+D_ADDR+E+EE+Y | T+O+E+EE+Y	6.024654873	0.000000000	6.024654873	NO_DOMINANT_PATH_NULL	6.024654873	0.000000000	6.024654873	NO_DOMINANT_PATH_NULL	t=>t~T@edit0+alias0.000 | o=>o~O@edit0+alias0.000 | d=>d~D_ADDR@edit0+alias0.000 | eee=>eee~EEE@edit0+alias0.000 | y=>y~Y@edit0+alias0.000	GDT522_CORRECT_PRESERVED	KNOWN_EVENT_OR_SURFACE_RECIPE_STILL_WINS__DOMINANT_NULL_EDIT_DISCOUNTS_ONLY_EXPLICIT_RENDERER_PATH_INSERTIONS
tolchedy	1	f66r	T+OL+CHD+DY	100	1	T+OL+CHD+DY	1	T+OL+CHD+DY	T+OL+CHD+DY | T+OL+CHD+Y | T+OL+CH+E+DY | T+OL+LOCAL_C+E+DY | T+OL+CH+DY	6.032265945	0.000000000	6.032265945	NO_DOMINANT_PATH_NULL	6.032265945	0.000000000	6.032265945	NO_DOMINANT_PATH_NULL	t=>t~T@edit0+alias0.000 | ol=>ol~OL@edit0+alias0.000 | che=>chd~CHD@edit1+alias0.500 | dy=>dy~DY@edit0+alias0.000	GDT522_CORRECT_PRESERVED	KNOWN_EVENT_OR_SURFACE_RECIPE_STILL_WINS__DOMINANT_NULL_EDIT_DISCOUNTS_ONLY_EXPLICIT_RENDERER_PATH_INSERTIONS
tolshy	1	f20v	T+OL+SH+Y	26	1	T+OL+SH+Y	1	T+OL+SH+Y	T+OL+SH+Y | T+OL+Y | T+O+L+SH+Y | T+OL+S+Y | T+OL+S+SH+Y	4.161702133	0.000000000	4.161702133	NO_DOMINANT_PATH_NULL	4.161702133	0.000000000	4.161702133	NO_DOMINANT_PATH_NULL	t=>t~T@edit0+alias0.000 | ol=>ol~OL@edit0+alias0.000 | sh=>sh~SH@edit0+alias0.000 | y=>y~Y@edit0+alias0.000	GDT522_CORRECT_PRESERVED	KNOWN_EVENT_OR_SURFACE_RECIPE_STILL_WINS__DOMINANT_NULL_EDIT_DISCOUNTS_ONLY_EXPLICIT_RENDERER_PATH_INSERTIONS
tosheo	1	f66r	T+O+SH+E+O	16	1	T+O+SH+E+O	1	T+O+SH+E+O	T+O+SH+E+O | T+O+S+SH+E+O | T+O+S+E+O | T+O+SH+E+O+D_ADDR | T+OS+SH+E+O	3.388420809	0.000000000	3.388420809	NO_DOMINANT_PATH_NULL	3.388420809	0.000000000	3.388420809	NO_DOMINANT_PATH_NULL	t=>t~T@edit0+alias0.000 | o=>o~O@edit0+alias0.000 | sh=>sh~SH@edit0+alias0.000 | e=>e~E@edit0+alias0.000 | o=>o~O@edit0+alias0.000	GDT522_CORRECT_PRESERVED	KNOWN_EVENT_OR_SURFACE_RECIPE_STILL_WINS__DOMINANT_NULL_EDIT_DISCOUNTS_ONLY_EXPLICIT_RENDERER_PATH_INSERTIONS
tshokeody	1	f31r	T+SH+OK+E+O+D_ADDR+Y	100	1	T+SH+OK+E+O+D_ADDR+Y	1	T+SH+OK+E+O+D_ADDR+Y	T+SH+OK+E+O+D_ADDR+Y | T+SH+OK+E+O+DY | SH+OK+E+O+D_ADDR+Y | T+OK+E+O+D_ADDR+Y | T+SH+OK+E+O+Y	5.749749134	0.000000000	5.749749134	NO_DOMINANT_PATH_NULL	5.749749134	0.000000000	5.749749134	NO_DOMINANT_PATH_NULL	t=>t~T@edit0+alias0.000 | sh=>sh~SH@edit0+alias0.000 | ok=>ok~OK@edit0+alias0.000 | e=>e~E@edit0+alias0.000 | o=>o~O@edit0+alias0.000 | d=>d~D_ADDR@edit0+alias0.000 | y=>y~Y@edit0+alias0.000	GDT522_CORRECT_PRESERVED	KNOWN_EVENT_OR_SURFACE_RECIPE_STILL_WINS__DOMINANT_NULL_EDIT_DISCOUNTS_ONLY_EXPLICIT_RENDERER_PATH_INSERTIONS
tydy	1	f4r	T+Y+DY	9	1	T+Y+DY	1	T+Y+DY	T+Y+DY | T+Y+Y | Y+T+DY | T+Y+D_ADDR+Y | Y+T+Y	3.139557062	0.000000000	3.139557062	NO_DOMINANT_PATH_NULL	3.139557062	0.000000000	3.139557062	NO_DOMINANT_PATH_NULL	t=>t~T@edit0+alias0.000 | y=>y~Y@edit0+alias0.000 | dy=>dy~DY@edit0+alias0.000	GDT522_CORRECT_PRESERVED	KNOWN_EVENT_OR_SURFACE_RECIPE_STILL_WINS__DOMINANT_NULL_EDIT_DISCOUNTS_ONLY_EXPLICIT_RENDERER_PATH_INSERTIONS
x	3	f66r	LOCAL_X	1	1	LOCAL_X	1	LOCAL_X	LOCAL_X	3.113567624	0.000000000	3.113567624	NO_DOMINANT_PATH_NULL	3.113567624	0.000000000	3.113567624	NO_DOMINANT_PATH_NULL	x=>x~LOCAL_X@edit0+alias0.000	GDT522_CORRECT_PRESERVED	KNOWN_EVENT_OR_SURFACE_RECIPE_STILL_WINS__DOMINANT_NULL_EDIT_DISCOUNTS_ONLY_EXPLICIT_RENDERER_PATH_INSERTIONS
yches	1	f31r	Y+CH+E+S	24	1	Y+CH+E+S	1	Y+CH+E+S	Y+CH+E+S | Y+E+S | Y+LOCAL_C+E+S | Y+CH+S | Y+CH+E+O	2.825992577	0.000000000	2.825992577	NO_DOMINANT_PATH_NULL	2.825992577	0.000000000	2.825992577	NO_DOMINANT_PATH_NULL	y=>y~Y@edit0+alias0.000 | ch=>ch~CH@edit0+alias0.000 | e=>e~E@edit0+alias0.000 | s=>s~S@edit0+alias0.000	GDT522_CORRECT_PRESERVED	KNOWN_EVENT_OR_SURFACE_RECIPE_STILL_WINS__DOMINANT_NULL_EDIT_DISCOUNTS_ONLY_EXPLICIT_RENDERER_PATH_INSERTIONS
ykeedar	1	f31r	Y+K+EE+D_ADDR+AR	81	1	Y+K+EE+D_ADDR+AR	1	Y+K+EE+D_ADDR+AR	Y+K+EE+D_ADDR+AR | Y+K+D_ADDR+AR | Y+K+EE+DA+R | Y+K+EE+DA+AR | Y+K+EE+D_ADDR+A_ADDR+R	3.398541098	0.000000000	3.398541098	NO_DOMINANT_PATH_NULL	3.398541098	0.000000000	3.398541098	NO_DOMINANT_PATH_NULL	y=>y~Y@edit0+alias0.000 | k=>k~K@edit0+alias0.000 | ee=>ee~EE@edit0+alias0.000 | d=>d~D_ADDR@edit0+alias0.000 | ar=>ar~AR@edit0+alias0.000	GDT522_CORRECT_PRESERVED	KNOWN_EVENT_OR_SURFACE_RECIPE_STILL_WINS__DOMINANT_NULL_EDIT_DISCOUNTS_ONLY_EXPLICIT_RENDERER_PATH_INSERTIONS
ykeol	1	f66r	Y+K+E+OL	10	1	Y+K+E+OL	1	Y+K+E+OL	Y+K+E+OL | Y+K+E+O+L | Y+K+E+O+AL | Y+OL+K+E | Y+K+E+O+D_ADDR+L	1.950778790	0.000000000	1.950778790	NO_DOMINANT_PATH_NULL	1.950778790	0.000000000	1.950778790	NO_DOMINANT_PATH_NULL	y=>y~Y@edit0+alias0.000 | k=>k~K@edit0+alias0.000 | e=>e~E@edit0+alias0.000 | ol=>ol~OL@edit0+alias0.000	GDT522_CORRECT_PRESERVED	KNOWN_EVENT_OR_SURFACE_RECIPE_STILL_WINS__DOMINANT_NULL_EDIT_DISCOUNTS_ONLY_EXPLICIT_RENDERER_PATH_INSERTIONS
ykesho	1	f66r	Y+K+E+SH+O	9	1	Y+K+E+SH+O	1	Y+K+E+SH+O	Y+K+E+SH+O | Y+K+E+O | Y+K+E+S_ADDR+O | Y+K+E+S_ADDR+SH+O | Y+K+E+S+O	3.130259407	0.000000000	3.130259407	NO_DOMINANT_PATH_NULL	3.130259407	0.000000000	3.130259407	NO_DOMINANT_PATH_NULL	y=>y~Y@edit0+alias0.000 | k=>k~K@edit0+alias0.000 | e=>e~E@edit0+alias0.000 | sh=>sh~SH@edit0+alias0.000 | o=>o~O@edit0+alias0.000	GDT522_CORRECT_PRESERVED	KNOWN_EVENT_OR_SURFACE_RECIPE_STILL_WINS__DOMINANT_NULL_EDIT_DISCOUNTS_ONLY_EXPLICIT_RENDERER_PATH_INSERTIONS
ykoiin	1	f20v	Y+K+O+IIN	72	1	Y+K+O+IIN	1	Y+K+O+IIN	Y+K+O+IIN | Y+K+O+AIIN | Y+K+O+IIN+T | Y+K+O+AIN | Y+K+O+LOCAL_CHAR_I+IIN	2.603201584	0.000000000	2.603201584	NO_DOMINANT_PATH_NULL	2.603201584	0.000000000	2.603201584	NO_DOMINANT_PATH_NULL	y=>y~Y@edit0+alias0.000 | k=>k~K@edit0+alias0.000 | o=>o~O@edit0+alias0.000 | iin=>iin~IIN@edit0+alias0.000	GDT522_CORRECT_PRESERVED	KNOWN_EVENT_OR_SURFACE_RECIPE_STILL_WINS__DOMINANT_NULL_EDIT_DISCOUNTS_ONLY_EXPLICIT_RENDERER_PATH_INSERTIONS
ykshedy	1	f66r	Y+K+SH+E+DY	47	1	Y+K+SH+E+DY	1	Y+K+SH+E+DY	Y+K+SH+E+DY | SH+E+DY | Y+K+SH+E+Y | SH+E+Y | Y+K+S+SH+E+DY	3.548544929	0.000000000	3.548544929	NO_DOMINANT_PATH_NULL	3.548544929	0.000000000	3.548544929	NO_DOMINANT_PATH_NULL	y=>y~Y@edit0+alias0.000 | k=>k~K@edit0+alias0.000 | sh=>sh~SH@edit0+alias0.000 | e=>e~E@edit0+alias0.000 | dy=>dy~DY@edit0+alias0.000	GDT522_CORRECT_PRESERVED	KNOWN_EVENT_OR_SURFACE_RECIPE_STILL_WINS__DOMINANT_NULL_EDIT_DISCOUNTS_ONLY_EXPLICIT_RENDERER_PATH_INSERTIONS
ypches	1	f66r	Y+P+CH+E+S	85	1	Y+P+CH+E+S	1	Y+P+CH+E+S	Y+P+CH+E+S | Y+P+E+S | Y+P+LOCAL_C+E+S | Y+P+CH+LOCAL_C+E+S | Y+P+CH+E+O	3.532390627	0.000000000	3.532390627	NO_DOMINANT_PATH_NULL	3.532390627	0.000000000	3.532390627	NO_DOMINANT_PATH_NULL	y=>y~Y@edit0+alias0.000 | p=>p~P@edit0+alias0.000 | ch=>ch~CH@edit0+alias0.000 | e=>e~E@edit0+alias0.000 | s=>s~S@edit0+alias0.000	GDT522_CORRECT_PRESERVED	KNOWN_EVENT_OR_SURFACE_RECIPE_STILL_WINS__DOMINANT_NULL_EDIT_DISCOUNTS_ONLY_EXPLICIT_RENDERER_PATH_INSERTIONS
yshedair	1	f31r	Y+SH+E+D_ADDR+AIR	100	1	Y+SH+E+D_ADDR+AIR	1	Y+SH+E+D_ADDR+AIR	Y+SH+E+D_ADDR+AIR | Y+SH+E+AIR | SH+E+Y+AIR | SH+E+DY+AIR | SH+E+Y+D_ADDR+AIR	5.507691369	0.000000000	5.507691369	NO_DOMINANT_PATH_NULL	5.507691369	0.000000000	5.507691369	NO_DOMINANT_PATH_NULL	y=>y~Y@edit0+alias0.000 | sh=>sh~SH@edit0+alias0.000 | e=>e~E@edit0+alias0.000 | d=>d~D_ADDR@edit0+alias0.000 | air=>air~AIR@edit0+alias0.000	GDT522_CORRECT_PRESERVED	KNOWN_EVENT_OR_SURFACE_RECIPE_STILL_WINS__DOMINANT_NULL_EDIT_DISCOUNTS_ONLY_EXPLICIT_RENDERER_PATH_INSERTIONS
ysheeod	1	f66r	Y+SH+EE+O+D_ADDR	62	1	Y+SH+EE+O+D_ADDR	1	Y+SH+EE+O+D_ADDR	Y+SH+EE+O+D_ADDR | Y+EE+O+D_ADDR | Y+SH+E+E+O+D_ADDR | SH+EE+Y+O+D_ADDR | Y+SH+SH+EE+O+D_ADDR	3.738418045	0.000000000	3.738418045	NO_DOMINANT_PATH_NULL	3.738418045	0.000000000	3.738418045	NO_DOMINANT_PATH_NULL	y=>y~Y@edit0+alias0.000 | sh=>sh~SH@edit0+alias0.000 | ee=>ee~EE@edit0+alias0.000 | o=>o~O@edit0+alias0.000 | d=>d~D_ADDR@edit0+alias0.000	GDT522_CORRECT_PRESERVED	KNOWN_EVENT_OR_SURFACE_RECIPE_STILL_WINS__DOMINANT_NULL_EDIT_DISCOUNTS_ONLY_EXPLICIT_RENDERER_PATH_INSERTIONS
ytarody	1	f66r	Y+T+AR+O+DY	77	1	Y+T+AR+O+DY	1	Y+T+AR+O+DY	Y+T+AR+O+DY | Y+T+AR+O+D_ADDR+Y | Y+T+AR+O+Y | Y+T+A_ADDR+R+O+DY | Y+T+A_ADDR+AR+O+DY	4.616655335	0.000000000	4.616655335	NO_DOMINANT_PATH_NULL	4.616655335	0.000000000	4.616655335	NO_DOMINANT_PATH_NULL	y=>y~Y@edit0+alias0.000 | t=>t~T@edit0+alias0.000 | ar=>ar~AR@edit0+alias0.000 | o=>o~O@edit0+alias0.000 | dy=>dy~DY@edit0+alias0.000	GDT522_CORRECT_PRESERVED	KNOWN_EVENT_OR_SURFACE_RECIPE_STILL_WINS__DOMINANT_NULL_EDIT_DISCOUNTS_ONLY_EXPLICIT_RENDERER_PATH_INSERTIONS
ytoy	1	f4r	Y+T+O+Y	4	1	Y+T+O+Y	1	Y+T+O+Y	Y+T+O+Y | T+Y+O+Y | Y+OT+Y | T+O+DY+Y	2.425295601	0.000000000	2.425295601	NO_DOMINANT_PATH_NULL	2.425295601	0.000000000	2.425295601	NO_DOMINANT_PATH_NULL	y=>y~Y@edit0+alias0.000 | t=>t~T@edit0+alias0.000 | o=>o~O@edit0+alias0.000 | y=>y~Y@edit0+alias0.000	GDT522_CORRECT_PRESERVED	KNOWN_EVENT_OR_SURFACE_RECIPE_STILL_WINS__DOMINANT_NULL_EDIT_DISCOUNTS_ONLY_EXPLICIT_RENDERER_PATH_INSERTIONS
