visible_action_ordinal	event_id	statement_id	physical_page	register	surface	recipe	written_action_roots	written_action_slot_count	effective_argument_roots	argument_source	rendered_action_chain_de	expanded_action_chain_de	visible_modifier_phrase_de	state_sequence_role	owner_free_microphrase_de	repeat_status	all_action_slots_retained	guard
65	G407-E0568	G407-S027	f18r	HERBAL	sholdy	SH+OL+D_ADDR+Y	SH	1	Y	VISIBLE_ARGUMENT_IN_CARD	halte den Posten	halte den Posten	hier	CONTINUE_CURRENT_OPERATION	Weiter: halte den Posten; hier.	NO_REPEATED_ACTION_ROOT	YES	VISIBLE_ACTION_ORDER_FIXED__CONTEXT_ARGUMENT_NOT_A_WRITTEN_ATOM
66	G407-E0572	G407-S028	f18r	HERBAL	ckhol	CH+K+OL	CH|K	2	OR	INHERITED_ARGUMENT_CONTEXT	nimm die Einheit und gib die Einheit	nimm die Einheit und gib die Einheit	NONE	CONTINUE_CURRENT_OPERATION	Weiter: nimm die Einheit und gib die Einheit.	NO_REPEATED_ACTION_ROOT	YES	VISIBLE_ACTION_ORDER_FIXED__CONTEXT_ARGUMENT_NOT_A_WRITTEN_ATOM
67	G407-E0583	G407-S029	f18r	HERBAL	qokchol	OK+OL	OK	1	OR	INHERITED_ARGUMENT_CONTEXT	setze die Einheit	setze die Einheit	NONE	CONTINUE_CURRENT_OPERATION	Weiter: setze die Einheit.	NO_REPEATED_ACTION_ROOT	YES	VISIBLE_ACTION_ORDER_FIXED__CONTEXT_ARGUMENT_NOT_A_WRITTEN_ATOM
68	G407-E0586	G407-S029	f18r	HERBAL	sotchaiin	S+OT+AIIN	S	1	AIIN	VISIBLE_ARGUMENT_IN_CARD	wähle den Wert	wähle den Wert	NONE	ADVANCE_TO_NEXT_OPERATION	Danach: wähle den Wert.	NO_REPEATED_ACTION_ROOT	YES	VISIBLE_ACTION_ORDER_FIXED__CONTEXT_ARGUMENT_NOT_A_WRITTEN_ATOM
69	G407-E0588	G407-S029	f18r	HERBAL	chckhol	CH+K+OL	CH|K	2	Y	INHERITED_ARGUMENT_CONTEXT	nimm den Posten und gib den Posten	nimm den Posten und gib den Posten	NONE	CONTINUE_CURRENT_OPERATION	Weiter: nimm den Posten und gib den Posten.	NO_REPEATED_ACTION_ROOT	YES	VISIBLE_ACTION_ORDER_FIXED__CONTEXT_ARGUMENT_NOT_A_WRITTEN_ATOM
70	G407-E0592	G407-S029	f18r	HERBAL	cthol	CH+T+OL	CH|T	2	Y	INHERITED_ARGUMENT_CONTEXT	nimm den Posten und stelle den Posten ein	nimm den Posten und stelle den Posten ein	NONE	CONTINUE_CURRENT_OPERATION	Weiter: nimm den Posten und stelle den Posten ein.	NO_REPEATED_ACTION_ROOT	YES	VISIBLE_ACTION_ORDER_FIXED__CONTEXT_ARGUMENT_NOT_A_WRITTEN_ATOM
71	G407-E0610	G407-S030	f24v	HERBAL	opshody	O+P+SH+O+DY	P|SH	2	Y	INHERITED_ARGUMENT_CONTEXT	setze den Posten ein und halte den Posten	setze den Posten ein und halte den Posten	zur Ausführung; zur Ausführung	CLOSE_CURRENT_OPERATION	Setze den Posten ein und halte den Posten; zur Ausführung; zur Ausführung; abschließen.	NO_REPEATED_ACTION_ROOT	YES	VISIBLE_ACTION_ORDER_FIXED__CONTEXT_ARGUMENT_NOT_A_WRITTEN_ATOM
72	G407-E0622	G407-S031	f24v	HERBAL	otaiir	OT+IIN+R	R	1	OR	INHERITED_ARGUMENT_CONTEXT	markiere die Einheit	markiere die Einheit	auf der Stufe	ADVANCE_TO_NEXT_OPERATION	Danach: markiere die Einheit; auf der Stufe.	NO_REPEATED_ACTION_ROOT	YES	VISIBLE_ACTION_ORDER_FIXED__CONTEXT_ARGUMENT_NOT_A_WRITTEN_ATOM
73	G407-E0623	G407-S031	f24v	HERBAL	otchos	OT+CH+O+S	CH|S	2	OR	INHERITED_ARGUMENT_CONTEXT	nimm die Einheit und wähle die Einheit	nimm die Einheit und wähle die Einheit	zur Ausführung	ADVANCE_TO_NEXT_OPERATION	Danach: nimm die Einheit und wähle die Einheit; zur Ausführung.	NO_REPEATED_ACTION_ROOT	YES	VISIBLE_ACTION_ORDER_FIXED__CONTEXT_ARGUMENT_NOT_A_WRITTEN_ATOM
74	G407-E0633	G407-S031	f24v	HERBAL	okol	OK+OL	OK	1	Y	INHERITED_ARGUMENT_CONTEXT	setze den Posten	setze den Posten	NONE	CONTINUE_CURRENT_OPERATION	Weiter: setze den Posten.	NO_REPEATED_ACTION_ROOT	YES	VISIBLE_ACTION_ORDER_FIXED__CONTEXT_ARGUMENT_NOT_A_WRITTEN_ATOM
75	G407-E0641	G407-S032	f24v	HERBAL	tochol	T+O+CH+OL	T|CH	2	OR	INHERITED_ARGUMENT_CONTEXT	stelle die Einheit ein und nimm die Einheit	stelle die Einheit ein und nimm die Einheit	zur Ausführung	CONTINUE_CURRENT_OPERATION	Weiter: stelle die Einheit ein und nimm die Einheit; zur Ausführung.	NO_REPEATED_ACTION_ROOT	YES	VISIBLE_ACTION_ORDER_FIXED__CONTEXT_ARGUMENT_NOT_A_WRITTEN_ATOM
76	G407-E0651	G407-S032	f24v	HERBAL	shol	SH+OL	SH	1	Y	INHERITED_ARGUMENT_CONTEXT	halte den Posten	halte den Posten	NONE	CONTINUE_CURRENT_OPERATION	Weiter: halte den Posten.	NO_REPEATED_ACTION_ROOT	YES	VISIBLE_ACTION_ORDER_FIXED__CONTEXT_ARGUMENT_NOT_A_WRITTEN_ATOM
77	G407-E0661	G407-S032	f24v	HERBAL	keol	K+E+OL	K	1	Y	INHERITED_ARGUMENT_CONTEXT	gib den Posten	gib den Posten	auf Grad I	CONTINUE_CURRENT_OPERATION	Weiter: gib den Posten; auf Grad I.	NO_REPEATED_ACTION_ROOT	YES	VISIBLE_ACTION_ORDER_FIXED__CONTEXT_ARGUMENT_NOT_A_WRITTEN_ATOM
78	G407-E0689	G407-S032	f24v	HERBAL	otchol	OT+CH+OL	CH	1	Y	INHERITED_ARGUMENT_CONTEXT	nimm den Posten	nimm den Posten	NONE	ADVANCE_THEN_CONTINUE	Danach: nimm den Posten; weiterführen.	NO_REPEATED_ACTION_ROOT	YES	VISIBLE_ACTION_ORDER_FIXED__CONTEXT_ARGUMENT_NOT_A_WRITTEN_ATOM
79	G407-E0698	G407-S033	f55v	HERBAL	okeedy	OK+EE+DY	OK	1	Y	INHERITED_ARGUMENT_CONTEXT	setze den Posten	setze den Posten	auf Grad II	CLOSE_CURRENT_OPERATION	Setze den Posten; auf Grad II; abschließen.	NO_REPEATED_ACTION_ROOT	YES	VISIBLE_ACTION_ORDER_FIXED__CONTEXT_ARGUMENT_NOT_A_WRITTEN_ATOM
80	G407-E0765	G407-S036	f55v	HERBAL	otaky	OT+A_ADDR+K+Y	K	1	Y	VISIBLE_ARGUMENT_IN_CARD	gib den Posten	gib den Posten	hier	ADVANCE_TO_NEXT_OPERATION	Danach: gib den Posten; hier.	NO_REPEATED_ACTION_ROOT	YES	VISIBLE_ACTION_ORDER_FIXED__CONTEXT_ARGUMENT_NOT_A_WRITTEN_ATOM
81	G407-E0784	G407-S037	f55v	HERBAL	oltchy	OL+T+Y	T	1	Y	VISIBLE_ARGUMENT_IN_CARD	stelle den Posten ein	stelle den Posten ein	NONE	CONTINUE_CURRENT_OPERATION	Weiter: stelle den Posten ein.	NO_REPEATED_ACTION_ROOT	YES	VISIBLE_ACTION_ORDER_FIXED__CONTEXT_ARGUMENT_NOT_A_WRITTEN_ATOM
82	G407-E0791	G407-S037	f55v	HERBAL	olkeechy	OL+K+EE+CH+Y	K|CH	2	Y	VISIBLE_ARGUMENT_IN_CARD	gib den Posten und nimm den Posten	gib den Posten und nimm den Posten	auf Grad II	CONTINUE_CURRENT_OPERATION	Weiter: gib den Posten und nimm den Posten; auf Grad II.	NO_REPEATED_ACTION_ROOT	YES	VISIBLE_ACTION_ORDER_FIXED__CONTEXT_ARGUMENT_NOT_A_WRITTEN_ATOM
83	G407-E0802	G407-S038	f56r	HERBAL	esedy	E+S+E+DY	S	1	Y	INHERITED_ARGUMENT_CONTEXT	wähle den Posten	wähle den Posten	auf Grad I; auf Grad I	CLOSE_CURRENT_OPERATION	Wähle den Posten; auf Grad I; auf Grad I; abschließen.	NO_REPEATED_ACTION_ROOT	YES	VISIBLE_ACTION_ORDER_FIXED__CONTEXT_ARGUMENT_NOT_A_WRITTEN_ATOM
84	G407-E0812	G407-S039	f56r	HERBAL	choty	CH+OT+Y	CH	1	Y	VISIBLE_ARGUMENT_IN_CARD	nimm den Posten	nimm den Posten	NONE	ADVANCE_TO_NEXT_OPERATION	Danach: nimm den Posten.	NO_REPEATED_ACTION_ROOT	YES	VISIBLE_ACTION_ORDER_FIXED__CONTEXT_ARGUMENT_NOT_A_WRITTEN_ATOM
85	G407-E0815	G407-S039	f56r	HERBAL	chokchol	OK+OL	OK	1	Y	INHERITED_ARGUMENT_CONTEXT	setze den Posten	setze den Posten	NONE	CONTINUE_CURRENT_OPERATION	Weiter: setze den Posten.	NO_REPEATED_ACTION_ROOT	YES	VISIBLE_ACTION_ORDER_FIXED__CONTEXT_ARGUMENT_NOT_A_WRITTEN_ATOM
86	G407-E0840	G407-S039	f56r	HERBAL	kchol	K+OL	K	1	Y	INHERITED_ARGUMENT_CONTEXT	gib den Posten	gib den Posten	NONE	CONTINUE_CURRENT_OPERATION	Weiter: gib den Posten.	NO_REPEATED_ACTION_ROOT	YES	VISIBLE_ACTION_ORDER_FIXED__CONTEXT_ARGUMENT_NOT_A_WRITTEN_ATOM
87	G407-E0841	G407-S039	f56r	HERBAL	otchor	OT+CH+OR	CH	1	OR	VISIBLE_ARGUMENT_IN_CARD	nimm die Einheit	nimm die Einheit	NONE	ADVANCE_TO_NEXT_OPERATION	Danach: nimm die Einheit.	NO_REPEATED_ACTION_ROOT	YES	VISIBLE_ACTION_ORDER_FIXED__CONTEXT_ARGUMENT_NOT_A_WRITTEN_ATOM
88	G407-E0847	G407-S039	f56r	HERBAL	cheeckhody	CH+EE+CH+K+O+DY	CH|CH|K	3	Y	INHERITED_ARGUMENT_CONTEXT	nimm den Posten und nimm den Posten und gib den Posten	nimm den Posten und nimm den Posten und gib den Posten	auf Grad II; zur Ausführung	CLOSE_CURRENT_OPERATION	Nimm den Posten und nimm den Posten und gib den Posten; auf Grad II; zur Ausführung; abschließen.	REPEATED_ROOTS_SEPARATED_AND_RETAINED	YES	VISIBLE_ACTION_ORDER_FIXED__CONTEXT_ARGUMENT_NOT_A_WRITTEN_ATOM
89	G407-E0849	G407-S040	f56r	HERBAL	kchol	K+OL	K	1	Y	INHERITED_ARGUMENT_CONTEXT	gib den Posten	gib den Posten	NONE	CONTINUE_CURRENT_OPERATION	Weiter: gib den Posten.	NO_REPEATED_ACTION_ROOT	YES	VISIBLE_ACTION_ORDER_FIXED__CONTEXT_ARGUMENT_NOT_A_WRITTEN_ATOM
90	G407-E0850	G407-S040	f56r	HERBAL	shol	SH+OL	SH	1	Y	INHERITED_ARGUMENT_CONTEXT	halte den Posten	halte den Posten	NONE	CONTINUE_CURRENT_OPERATION	Weiter: halte den Posten.	NO_REPEATED_ACTION_ROOT	YES	VISIBLE_ACTION_ORDER_FIXED__CONTEXT_ARGUMENT_NOT_A_WRITTEN_ATOM
91	G407-E0851	G407-S040	f56r	HERBAL	chotchey	CH+OT+CH+E+Y	CH|CH	2	Y	VISIBLE_ARGUMENT_IN_CARD	nimm den Posten und nimm den Posten	nimm den Posten und nimm den Posten	auf Grad I	ADVANCE_TO_NEXT_OPERATION	Danach: nimm den Posten und nimm den Posten; auf Grad I.	REPEATED_ROOTS_SEPARATED_AND_RETAINED	YES	VISIBLE_ACTION_ORDER_FIXED__CONTEXT_ARGUMENT_NOT_A_WRITTEN_ATOM
92	G407-E0852	G407-S040	f56r	HERBAL	tchol	T+OL	T	1	Y	INHERITED_ARGUMENT_CONTEXT	stelle den Posten ein	stelle den Posten ein	NONE	CONTINUE_CURRENT_OPERATION	Weiter: stelle den Posten ein.	NO_REPEATED_ACTION_ROOT	YES	VISIBLE_ACTION_ORDER_FIXED__CONTEXT_ARGUMENT_NOT_A_WRITTEN_ATOM
93	G407-E0855	G407-S040	f56r	HERBAL	otchy	OT+CH+Y	CH	1	Y	VISIBLE_ARGUMENT_IN_CARD	nimm den Posten	nimm den Posten	NONE	ADVANCE_TO_NEXT_OPERATION	Danach: nimm den Posten.	NO_REPEATED_ACTION_ROOT	YES	VISIBLE_ACTION_ORDER_FIXED__CONTEXT_ARGUMENT_NOT_A_WRITTEN_ATOM
94	G407-E0865	G407-S040	f56r	HERBAL	cthol	CH+T+OL	CH|T	2	AIIN	INHERITED_ARGUMENT_CONTEXT	nimm den Wert und stelle den Wert ein	nimm den Wert und stelle den Wert ein	NONE	CONTINUE_CURRENT_OPERATION	Weiter: nimm den Wert und stelle den Wert ein.	NO_REPEATED_ACTION_ROOT	YES	VISIBLE_ACTION_ORDER_FIXED__CONTEXT_ARGUMENT_NOT_A_WRITTEN_ATOM
95	G407-E0877	G407-S040	f56r	HERBAL	chotol	CH+OT+OL	CH	1	Y	INHERITED_ARGUMENT_CONTEXT	nimm den Posten	nimm den Posten	NONE	ADVANCE_THEN_CONTINUE	Danach: nimm den Posten; weiterführen.	NO_REPEATED_ACTION_ROOT	YES	VISIBLE_ACTION_ORDER_FIXED__CONTEXT_ARGUMENT_NOT_A_WRITTEN_ATOM
96	G407-E0880	G407-S040	f56r	HERBAL	tchol	T+OL	T	1	Y	INHERITED_ARGUMENT_CONTEXT	stelle den Posten ein	stelle den Posten ein	NONE	CONTINUE_CURRENT_OPERATION	Weiter: stelle den Posten ein.	NO_REPEATED_ACTION_ROOT	YES	VISIBLE_ACTION_ORDER_FIXED__CONTEXT_ARGUMENT_NOT_A_WRITTEN_ATOM
97	G407-E0898	G407-S040	f56r	HERBAL	sotodan	S+OT+O+D_ADDR+AN	S	1	Y	INHERITED_ARGUMENT_CONTEXT	wähle den Posten	wähle den Posten	zur Ausführung; hier; als Klasse	ADVANCE_TO_NEXT_OPERATION	Danach: wähle den Posten; zur Ausführung; hier; als Klasse.	NO_REPEATED_ACTION_ROOT	YES	VISIBLE_ACTION_ORDER_FIXED__CONTEXT_ARGUMENT_NOT_A_WRITTEN_ATOM
98	G407-E0900	G407-S040	f56r	HERBAL	keol	K+E+OL	K	1	Y	INHERITED_ARGUMENT_CONTEXT	gib den Posten	gib den Posten	auf Grad I	CONTINUE_CURRENT_OPERATION	Weiter: gib den Posten; auf Grad I.	NO_REPEATED_ACTION_ROOT	YES	VISIBLE_ACTION_ORDER_FIXED__CONTEXT_ARGUMENT_NOT_A_WRITTEN_ATOM
99	G407-E0902	G407-S041	f67r2	CELESTIAL	opodchol	O+P+O+D_ADDR+OL	P	1	NONE	NO_ACTIVE_ARGUMENT	setze ein	setze ein	zur Ausführung; zur Ausführung; hier	CONTINUE_CURRENT_OPERATION	Weiter: setze ein; zur Ausführung; zur Ausführung; hier.	NO_REPEATED_ACTION_ROOT	YES	VISIBLE_ACTION_ORDER_FIXED__CONTEXT_ARGUMENT_NOT_A_WRITTEN_ATOM
100	G407-E0941	G407-S044	f67r2	CELESTIAL	ytody	Y+T+O+DY	T	1	Y	VISIBLE_ARGUMENT_IN_CARD	stelle den Posten ein	stelle den Posten ein	zur Ausführung	CLOSE_CURRENT_OPERATION	Stelle den Posten ein; zur Ausführung; abschließen.	NO_REPEATED_ACTION_ROOT	YES	VISIBLE_ACTION_ORDER_FIXED__CONTEXT_ARGUMENT_NOT_A_WRITTEN_ATOM
101	G407-E0954	G407-S047	f67r2	CELESTIAL	okol	OK+OL	OK	1	AIIN	INHERITED_ARGUMENT_CONTEXT	setze den Wert	setze den Wert	NONE	CONTINUE_CURRENT_OPERATION	Weiter: setze den Wert.	NO_REPEATED_ACTION_ROOT	YES	VISIBLE_ACTION_ORDER_FIXED__CONTEXT_ARGUMENT_NOT_A_WRITTEN_ATOM
102	G407-E0958	G407-S048	f67r2	CELESTIAL	otoldos	OT+OL+D_ADDR+O+S	S	1	OR	INHERITED_ARGUMENT_CONTEXT	wähle die Einheit	wähle die Einheit	hier; zur Ausführung	ADVANCE_THEN_CONTINUE	Danach: wähle die Einheit; hier; zur Ausführung; weiterführen.	NO_REPEATED_ACTION_ROOT	YES	VISIBLE_ACTION_ORDER_FIXED__CONTEXT_ARGUMENT_NOT_A_WRITTEN_ATOM
103	G407-E0959	G407-S048	f67r2	CELESTIAL	octhole	O+CH+T+OL+E	CH|T	2	OR	INHERITED_ARGUMENT_CONTEXT	nimm die Einheit und stelle die Einheit ein	nimm die Einheit und stelle die Einheit ein	zur Ausführung; auf Grad I	CONTINUE_CURRENT_OPERATION	Weiter: nimm die Einheit und stelle die Einheit ein; zur Ausführung; auf Grad I.	NO_REPEATED_ACTION_ROOT	YES	VISIBLE_ACTION_ORDER_FIXED__CONTEXT_ARGUMENT_NOT_A_WRITTEN_ATOM
104	G407-E1012	G407-S051	f67r2	CELESTIAL	okol	OK+OL	OK	1	AIIN	INHERITED_ARGUMENT_CONTEXT	setze den Wert	setze den Wert	NONE	CONTINUE_CURRENT_OPERATION	Weiter: setze den Wert.	NO_REPEATED_ACTION_ROOT	YES	VISIBLE_ACTION_ORDER_FIXED__CONTEXT_ARGUMENT_NOT_A_WRITTEN_ATOM
105	G407-E1030	G407-S052	f68r1	CELESTIAL	choteey	CH+OT+EE+Y	CH	1	Y	VISIBLE_ARGUMENT_IN_CARD	nimm den Posten	nimm den Posten	auf Grad II	ADVANCE_TO_NEXT_OPERATION	Danach: nimm den Posten; auf Grad II.	NO_REPEATED_ACTION_ROOT	YES	VISIBLE_ACTION_ORDER_FIXED__CONTEXT_ARGUMENT_NOT_A_WRITTEN_ATOM
106	G407-E1031	G407-S052	f68r1	CELESTIAL	cphol	CH+P+OL	CH|P	2	Y	INHERITED_ARGUMENT_CONTEXT	nimm den Posten und setze den Posten ein	nimm den Posten und setze den Posten ein	NONE	CONTINUE_CURRENT_OPERATION	Weiter: nimm den Posten und setze den Posten ein.	NO_REPEATED_ACTION_ROOT	YES	VISIBLE_ACTION_ORDER_FIXED__CONTEXT_ARGUMENT_NOT_A_WRITTEN_ATOM
107	G407-E1033	G407-S052	f68r1	CELESTIAL	opcheeol	O+P+CH+EE+OL	P|CH	2	Y	INHERITED_ARGUMENT_CONTEXT	setze den Posten ein und nimm den Posten	setze den Posten ein und nimm den Posten	zur Ausführung; auf Grad II	CONTINUE_CURRENT_OPERATION	Weiter: setze den Posten ein und nimm den Posten; zur Ausführung; auf Grad II.	NO_REPEATED_ACTION_ROOT	YES	VISIBLE_ACTION_ORDER_FIXED__CONTEXT_ARGUMENT_NOT_A_WRITTEN_ATOM
108	G407-E1038	G407-S052	f68r1	CELESTIAL	otchl	OT+CH+L	CH	1	Y	INHERITED_ARGUMENT_CONTEXT	nimm den Posten	nimm den Posten	über die Verbindung	ADVANCE_TO_NEXT_OPERATION	Danach: nimm den Posten; über die Verbindung.	NO_REPEATED_ACTION_ROOT	YES	VISIBLE_ACTION_ORDER_FIXED__CONTEXT_ARGUMENT_NOT_A_WRITTEN_ATOM
109	G407-E1039	G407-S052	f68r1	CELESTIAL	qokeeedy	OK+EEE+DY	OK	1	Y	INHERITED_ARGUMENT_CONTEXT	setze den Posten	setze den Posten	auf Grad III	CLOSE_CURRENT_OPERATION	Setze den Posten; auf Grad III; abschließen.	NO_REPEATED_ACTION_ROOT	YES	VISIBLE_ACTION_ORDER_FIXED__CONTEXT_ARGUMENT_NOT_A_WRITTEN_ATOM
110	G407-E1042	G407-S053	f68r1	CELESTIAL	yteody	Y+T+E+O+DY	T	1	Y	VISIBLE_ARGUMENT_IN_CARD	stelle den Posten ein	stelle den Posten ein	auf Grad I; zur Ausführung	CLOSE_CURRENT_OPERATION	Stelle den Posten ein; auf Grad I; zur Ausführung; abschließen.	NO_REPEATED_ACTION_ROOT	YES	VISIBLE_ACTION_ORDER_FIXED__CONTEXT_ARGUMENT_NOT_A_WRITTEN_ATOM
111	G407-E1058	G407-S054	f68r1	CELESTIAL	chkchykoly	CH+K+CH+Y+K+OL+Y	CH|K|CH|K	4	Y|Y	VISIBLE_ARGUMENT_IN_CARD	nimm die beiden Posten und gib die beiden Posten und nimm die beiden Posten und gib die beiden Posten	nimm die beiden Posten und gib die beiden Posten und nimm die beiden Posten und gib die beiden Posten	NONE	CONTINUE_CURRENT_OPERATION	Weiter: nimm die beiden Posten und gib die beiden Posten und nimm die beiden Posten und gib die beiden Posten.	REPEATED_ROOTS_SEPARATED_AND_RETAINED	YES	VISIBLE_ACTION_ORDER_FIXED__CONTEXT_ARGUMENT_NOT_A_WRITTEN_ATOM
112	G407-E1065	G407-S055	f71v	CELESTIAL	oteokeey	OT+E+O+K+EE+Y	K	1	Y	VISIBLE_ARGUMENT_IN_CARD	gib den Posten	gib den Posten	auf Grad I; zur Ausführung; auf Grad II	ADVANCE_TO_NEXT_OPERATION	Danach: gib den Posten; auf Grad I; zur Ausführung; auf Grad II.	NO_REPEATED_ACTION_ROOT	YES	VISIBLE_ACTION_ORDER_FIXED__CONTEXT_ARGUMENT_NOT_A_WRITTEN_ATOM
113	G407-E1071	G407-S055	f71v	CELESTIAL	otchy	OT+CH+Y	CH	1	Y	VISIBLE_ARGUMENT_IN_CARD	nimm den Posten	nimm den Posten	NONE	ADVANCE_TO_NEXT_OPERATION	Danach: nimm den Posten.	NO_REPEATED_ACTION_ROOT	YES	VISIBLE_ACTION_ORDER_FIXED__CONTEXT_ARGUMENT_NOT_A_WRITTEN_ATOM
114	G407-E1076	G407-S055	f71v	CELESTIAL	otcheodal	OT+CH+E+O+D_ADDR+AL	CH	1	Y	INHERITED_ARGUMENT_CONTEXT	nimm den Posten	nimm den Posten	auf Grad I; zur Ausführung; hier; zum Zielort	ADVANCE_TO_NEXT_OPERATION	Danach: nimm den Posten; auf Grad I; zur Ausführung; hier; zum Zielort.	NO_REPEATED_ACTION_ROOT	YES	VISIBLE_ACTION_ORDER_FIXED__CONTEXT_ARGUMENT_NOT_A_WRITTEN_ATOM
115	G407-E1077	G407-S055	f71v	CELESTIAL	sheealody	SH+EE+AL+O+DY	SH	1	Y	INHERITED_ARGUMENT_CONTEXT	halte den Posten	halte den Posten	auf Grad II; zum Zielort; zur Ausführung	CLOSE_CURRENT_OPERATION	Halte den Posten; auf Grad II; zum Zielort; zur Ausführung; abschließen.	NO_REPEATED_ACTION_ROOT	YES	VISIBLE_ACTION_ORDER_FIXED__CONTEXT_ARGUMENT_NOT_A_WRITTEN_ATOM
116	G407-E1086	G407-S056	f71v	CELESTIAL	oteoshar	OT+E+O+SH+AR	SH	1	AIIN	INHERITED_ARGUMENT_CONTEXT	halte den Wert	halte den Wert	auf Grad I; zur Ausführung; vom Ausgang	ADVANCE_TO_NEXT_OPERATION	Danach: halte den Wert; auf Grad I; zur Ausführung; vom Ausgang.	NO_REPEATED_ACTION_ROOT	YES	VISIBLE_ACTION_ORDER_FIXED__CONTEXT_ARGUMENT_NOT_A_WRITTEN_ATOM
117	G407-E1109	G407-S057	f71v	CELESTIAL	otchr	OT+CH+R	CH|R	2	Y	INHERITED_ARGUMENT_CONTEXT	nimm den Posten und markiere den Posten	nimm den Posten und markiere den Posten	NONE	ADVANCE_TO_NEXT_OPERATION	Danach: nimm den Posten und markiere den Posten.	NO_REPEATED_ACTION_ROOT	YES	VISIBLE_ACTION_ORDER_FIXED__CONTEXT_ARGUMENT_NOT_A_WRITTEN_ATOM
118	G407-E1112	G407-S057	f71v	CELESTIAL	shepchol	SH+E+P+CH+OL	SH|P|CH	3	Y	INHERITED_ARGUMENT_CONTEXT	halte den Posten und setze den Posten ein und nimm den Posten	halte den Posten und setze den Posten ein und nimm den Posten	auf Grad I	CONTINUE_CURRENT_OPERATION	Weiter: halte den Posten und setze den Posten ein und nimm den Posten; auf Grad I.	NO_REPEATED_ACTION_ROOT	YES	VISIBLE_ACTION_ORDER_FIXED__CONTEXT_ARGUMENT_NOT_A_WRITTEN_ATOM
119	G407-E1122	G407-S057	f71v	CELESTIAL	shldy	SH+L+DY	SH	1	Y	INHERITED_ARGUMENT_CONTEXT	halte den Posten	halte den Posten	über die Verbindung	CLOSE_CURRENT_OPERATION	Halte den Posten; über die Verbindung; abschließen.	NO_REPEATED_ACTION_ROOT	YES	VISIBLE_ACTION_ORDER_FIXED__CONTEXT_ARGUMENT_NOT_A_WRITTEN_ATOM
120	G407-E1124	G407-S058	f71v	CELESTIAL	okol	OK+OL	OK	1	Y	INHERITED_ARGUMENT_CONTEXT	setze den Posten	setze den Posten	NONE	CONTINUE_CURRENT_OPERATION	Weiter: setze den Posten.	NO_REPEATED_ACTION_ROOT	YES	VISIBLE_ACTION_ORDER_FIXED__CONTEXT_ARGUMENT_NOT_A_WRITTEN_ATOM
121	G407-E1141	G407-S060	f72r	CELESTIAL	olcheor	OL+CH+E+O+DY	CH	1	Y	INHERITED_ARGUMENT_CONTEXT	nimm den Posten	nimm den Posten	auf Grad I; zur Ausführung	CONTINUE_THEN_CLOSE	Weiter: nimm den Posten; auf Grad I; zur Ausführung; abschließen.	NO_REPEATED_ACTION_ROOT	YES	VISIBLE_ACTION_ORDER_FIXED__CONTEXT_ARGUMENT_NOT_A_WRITTEN_ATOM
122	G407-E1148	G407-S062	f72r	CELESTIAL	chokeol	OK+E+OL	OK	1	Y	INHERITED_ARGUMENT_CONTEXT	setze den Posten	setze den Posten	auf Grad I	CONTINUE_CURRENT_OPERATION	Weiter: setze den Posten; auf Grad I.	NO_REPEATED_ACTION_ROOT	YES	VISIBLE_ACTION_ORDER_FIXED__CONTEXT_ARGUMENT_NOT_A_WRITTEN_ATOM
123	G407-E1151	G407-S062	f72r	CELESTIAL	okeedy	OK+EE+DY	OK	1	Y	INHERITED_ARGUMENT_CONTEXT	setze den Posten	setze den Posten	auf Grad II	CLOSE_CURRENT_OPERATION	Setze den Posten; auf Grad II; abschließen.	NO_REPEATED_ACTION_ROOT	YES	VISIBLE_ACTION_ORDER_FIXED__CONTEXT_ARGUMENT_NOT_A_WRITTEN_ATOM
124	G407-E1152	G407-S063	f72r	CELESTIAL	sheoltey	SH+E+OL+T+E+Y	SH|T	2	Y	VISIBLE_ARGUMENT_IN_CARD	halte den Posten und stelle den Posten ein	halte den Posten und stelle den Posten ein	auf Grad I; auf Grad I	CONTINUE_CURRENT_OPERATION	Weiter: halte den Posten und stelle den Posten ein; auf Grad I; auf Grad I.	NO_REPEATED_ACTION_ROOT	YES	VISIBLE_ACTION_ORDER_FIXED__CONTEXT_ARGUMENT_NOT_A_WRITTEN_ATOM
125	G407-E1159	G407-S063	f72r	CELESTIAL	shol	SH+OL	SH	1	Y	INHERITED_ARGUMENT_CONTEXT	halte den Posten	halte den Posten	NONE	CONTINUE_CURRENT_OPERATION	Weiter: halte den Posten.	NO_REPEATED_ACTION_ROOT	YES	VISIBLE_ACTION_ORDER_FIXED__CONTEXT_ARGUMENT_NOT_A_WRITTEN_ATOM
126	G407-E1161	G407-S063	f72r	CELESTIAL	chekeol	CH+K+E+OL	CH|K	2	AIIN	INHERITED_ARGUMENT_CONTEXT	nimm den Wert und gib den Wert	nimm den Wert und gib den Wert	auf Grad I	CONTINUE_CURRENT_OPERATION	Weiter: nimm den Wert und gib den Wert; auf Grad I.	NO_REPEATED_ACTION_ROOT	YES	VISIBLE_ACTION_ORDER_FIXED__CONTEXT_ARGUMENT_NOT_A_WRITTEN_ATOM
